,Stone,Amarillo Slim,Pattys Regret,Barefoot Di,Starlight Belle,Malis Whitey,Blackpool Coco,Midnight Image
16-12-2022 13:34:26.565031,"(4.0, 6.8, 5.09)","(21.0, 55.0, 34.72222222222222)","(7.5, 17.5, 17.03333333333333)","(3.0, 4.7, 3.4953846153846153)","(6.5, 12.0, 6.488888888888889)","(13.0, 27.0, 25.444444444444443)","(15.0, 30.0, 18.666666666666668)","(3.9, 5.9, 3.6884615384615387)"
16-12-2022 13:34:27.618842,"(4.0, 6.8, 5.09)","(21.0, 55.0, 34.72222222222222)","(7.5, 17.5, 17.03333333333333)","(3.0, 4.7, 3.4953846153846153)","(6.5, 12.0, 6.488888888888889)","(13.0, 27.0, 25.444444444444443)","(15.0, 30.0, 18.666666666666668)","(3.9, 5.9, 3.6884615384615387)"
16-12-2022 13:34:28.677708,"(4.0, 6.8, 5.09)","(21.0, 55.0, 30.666666666666664)","(7.5, 17.5, 17.03333333333333)","(3.0, 4.7, 3.4953846153846153)","(6.5, 12.0, 6.488888888888889)","(13.0, 27.0, 25.444444444444443)","(15.0, 30.0, 18.666666666666668)","(3.9, 5.9, 3.6884615384615387)"
16-12-2022 13:34:29.767788,"(4.0, 6.8, 5.09)","(21.0, 55.0, 30.666666666666664)","(7.5, 17.5, 17.03333333333333)","(3.0, 4.7, 3.4953846153846153)","(6.5, 12.0, 6.488888888888889)","(13.0, 27.0, 25.444444444444443)","(15.0, 30.0, 18.666666666666668)","(3.9, 5.9, 3.6884615384615387)"
16-12-2022 13:34:30.915007,"(4.0, 6.8, 5.09)","(21.0, 55.0, 30.666666666666664)","(7.5, 17.5, 17.03333333333333)","(3.0, 4.7, 3.4953846153846153)","(6.5, 12.0, 6.488888888888889)","(13.0, 27.0, 25.444444444444443)","(15.0, 30.0, 18.666666666666668)","(3.9, 5.9, 3.6884615384615387)"
16-12-2022 13:34:32.040830,"(4.0, 6.8, 5.09)","(21.0, 55.0, 30.666666666666664)","(7.5, 17.5, 17.03333333333333)","(3.0, 4.7, 3.4953846153846153)","(6.5, 12.0, 6.488888888888889)","(13.0, 27.0, 25.444444444444443)","(15.0, 30.0, 18.666666666666668)","(3.9, 5.9, 3.6884615384615387)"
16-12-2022 13:34:33.157889,"(4.0, 6.8, 5.09)","(21.0, 55.0, 30.666666666666664)","(7.5, 17.5, 17.03333333333333)","(3.0, 4.7, 3.4953846153846153)","(6.5, 12.0, 6.488888888888889)","(13.0, 27.0, 25.444444444444443)","(15.0, 30.0, 18.666666666666668)","(3.9, 5.9, 3.6884615384615387)"
16-12-2022 13:34:34.224975,"(4.0, 6.8, 5.09)","(21.0, 55.0, 30.666666666666664)","(7.5, 17.5, 17.03333333333333)","(3.0, 4.7, 3.4953846153846153)","(6.5, 12.0, 6.488888888888889)","(13.0, 27.0, 25.444444444444443)","(15.0, 30.0, 18.666666666666668)","(3.9, 5.9, 3.6884615384615387)"
16-12-2022 13:34:35.279914,"(4.0, 6.8, 5.09)","(21.0, 55.0, 30.666666666666664)","(7.5, 17.5, 17.03333333333333)","(3.0, 4.7, 3.4953846153846153)","(6.5, 12.0, 6.488888888888889)","(13.0, 27.0, 25.444444444444443)","(15.0, 30.0, 18.666666666666668)","(3.9, 5.9, 3.6884615384615387)"
16-12-2022 13:34:36.273577,"(4.0, 6.8, 5.09)","(21.0, 55.0, 30.666666666666664)","(7.5, 17.5, 17.03333333333333)","(3.0, 4.7, 3.4953846153846153)","(6.5, 12.0, 6.488888888888889)","(13.0, 27.0, 25.444444444444443)","(15.0, 30.0, 18.666666666666668)","(3.9, 5.9, 3.6884615384615387)"
16-12-2022 13:34:37.386787,"(4.0, 6.8, 5.09)","(21.0, 55.0, 30.666666666666664)","(7.5, 17.5, 17.03333333333333)","(3.0, 4.7, 3.4953846153846153)","(6.5, 12.0, 6.488888888888889)","(13.0, 27.0, 25.444444444444443)","(15.0, 30.0, 18.666666666666668)","(3.9, 5.9, 3.6884615384615387)"
16-12-2022 13:34:38.488098,"(4.0, 6.8, 5.09)","(21.0, 55.0, 30.666666666666664)","(7.5, 17.5, 17.03333333333333)","(3.0, 4.7, 3.4953846153846153)","(6.5, 12.0, 6.488888888888889)","(13.0, 27.0, 25.444444444444443)","(15.0, 30.0, 18.666666666666668)","(3.9, 5.9, 3.6884615384615387)"
16-12-2022 13:34:39.601870,"(4.0, 6.8, 5.09)","(21.0, 55.0, 30.666666666666664)","(7.5, 17.5, 17.03333333333333)","(3.0, 4.7, 3.4953846153846153)","(6.5, 12.0, 6.488888888888889)","(13.0, 27.0, 25.444444444444443)","(15.0, 30.0, 18.666666666666668)","(3.9, 5.9, 3.6884615384615387)"
16-12-2022 13:34:40.697226,"(4.0, 6.8, 5.09)","(21.0, 55.0, 30.666666666666664)","(7.5, 17.5, 17.03333333333333)","(3.0, 4.7, 3.4953846153846153)","(6.5, 12.0, 6.488888888888889)","(13.0, 27.0, 25.444444444444443)","(15.0, 30.0, 18.666666666666668)","(3.9, 5.9, 3.6884615384615387)"
16-12-2022 13:34:41.794219,"(4.0, 6.8, 5.09)","(21.0, 55.0, 30.666666666666664)","(7.5, 17.5, 17.03333333333333)","(3.0, 4.7, 3.4953846153846153)","(6.5, 12.0, 6.488888888888889)","(13.0, 27.0, 25.444444444444443)","(15.0, 30.0, 18.666666666666668)","(3.9, 5.9, 3.6884615384615387)"
16-12-2022 13:34:42.907820,"(4.0, 6.8, 5.09)","(21.0, 55.0, 30.666666666666664)","(7.5, 17.5, 17.03333333333333)","(3.0, 4.7, 3.4953846153846153)","(6.5, 12.0, 6.488888888888889)","(13.0, 27.0, 25.444444444444443)","(15.0, 30.0, 18.666666666666668)","(3.9, 5.9, 3.6884615384615387)"
16-12-2022 13:34:44.026252,"(4.0, 6.8, 5.09)","(21.0, 55.0, 30.666666666666664)","(7.5, 17.5, 17.03333333333333)","(3.0, 4.7, 3.4953846153846153)","(6.5, 12.0, 6.488888888888889)","(13.0, 27.0, 25.444444444444443)","(15.0, 30.0, 18.666666666666668)","(3.9, 5.9, 3.6884615384615387)"
16-12-2022 13:34:45.139526,"(4.0, 6.8, 5.09)","(21.0, 55.0, 30.666666666666664)","(7.5, 17.5, 17.03333333333333)","(3.0, 4.7, 3.4953846153846153)","(6.5, 12.0, 6.488888888888889)","(13.0, 27.0, 25.444444444444443)","(15.0, 30.0, 18.666666666666668)","(3.9, 5.9, 3.6884615384615387)"
16-12-2022 13:34:46.269789,"(4.0, 6.8, 5.09)","(21.0, 55.0, 30.666666666666664)","(7.5, 17.5, 17.03333333333333)","(3.0, 4.7, 3.4953846153846153)","(6.5, 12.0, 6.488888888888889)","(13.0, 27.0, 25.444444444444443)","(15.0, 30.0, 18.666666666666668)","(3.9, 5.9, 3.6884615384615387)"
16-12-2022 13:34:47.271488,"(4.0, 6.8, 5.09)","(21.0, 55.0, 30.666666666666664)","(7.5, 17.5, 17.03333333333333)","(3.0, 4.7, 3.4953846153846153)","(6.5, 12.0, 6.488888888888889)","(13.0, 27.0, 25.444444444444443)","(15.0, 30.0, 18.666666666666668)","(3.9, 5.9, 3.6884615384615387)"
16-12-2022 13:34:48.307902,"(4.0, 6.8, 5.09)","(21.0, 55.0, 30.666666666666664)","(7.5, 17.5, 17.03333333333333)","(3.0, 4.7, 3.4953846153846153)","(6.5, 12.0, 6.488888888888889)","(13.0, 27.0, 25.444444444444443)","(15.0, 30.0, 18.666666666666668)","(3.9, 5.9, 3.6884615384615387)"
16-12-2022 13:34:49.328185,"(4.0, 6.8, 5.09)","(21.0, 55.0, 30.666666666666664)","(7.5, 17.5, 17.03333333333333)","(3.0, 4.7, 3.4953846153846153)","(6.5, 12.0, 6.488888888888889)","(13.0, 27.0, 25.444444444444443)","(15.0, 30.0, 18.666666666666668)","(3.9, 5.9, 3.6884615384615387)"
16-12-2022 13:34:50.495623,"(4.0, 6.8, 5.09)","(21.0, 55.0, 34.72222222222222)","(7.5, 17.5, 16.863636363636363)","(3.0, 4.7, 3.4953846153846153)","(6.5, 12.0, 6.488888888888889)","(13.0, 27.0, 24.2)","(15.0, 30.0, 20.555555555555557)","(3.9, 5.9, 3.6884615384615387)"
16-12-2022 13:34:51.632383,"(4.0, 6.8, 5.09)","(21.0, 55.0, 34.72222222222222)","(7.5, 17.5, 16.863636363636363)","(3.0, 4.7, 3.4953846153846153)","(6.5, 12.0, 8.65)","(13.0, 27.0, 22.333333333333336)","(15.0, 30.0, 20.555555555555557)","(3.9, 5.9, 3.6884615384615387)"
16-12-2022 13:34:52.772604,"(4.0, 6.8, 5.09)","(21.0, 55.0, 34.72222222222222)","(7.5, 17.5, 16.863636363636363)","(3.0, 4.7, 3.4953846153846153)","(6.5, 11.5, 8.65)","(13.0, 27.0, 22.333333333333336)","(15.0, 30.0, 20.555555555555557)","(3.9, 5.9, 3.6884615384615387)"
16-12-2022 13:34:53.871187,"(4.0, 6.8, 5.09)","(21.0, 55.0, 34.72222222222222)","(7.5, 17.5, 16.863636363636363)","(3.0, 4.7, 3.4953846153846153)","(6.5, 11.5, 8.65)","(13.0, 27.0, 22.333333333333336)","(15.0, 30.0, 20.555555555555557)","(3.9, 5.9, 3.6884615384615387)"
16-12-2022 13:34:54.903326,"(4.0, 6.8, 4.933333333333334)","(21.0, 55.0, 34.72222222222222)","(7.5, 17.5, 16.863636363636363)","(3.0, 4.7, 3.41)","(6.5, 11.5, 10.55)","(13.0, 27.0, 22.333333333333336)","(15.0, 30.0, 20.555555555555557)","(3.9, 5.9, 3.9833333333333334)"
16-12-2022 13:34:55.919364,"(4.0, 6.8, 4.933333333333334)","(21.0, 55.0, 34.72222222222222)","(7.5, 17.5, 16.863636363636363)","(3.0, 4.7, 3.41)","(6.5, 11.5, 10.55)","(13.0, 27.0, 22.333333333333336)","(15.0, 30.0, 20.555555555555557)","(3.9, 5.9, 3.9833333333333334)"
16-12-2022 13:34:57.033295,"(4.0, 6.8, 4.933333333333334)","(21.0, 55.0, 34.72222222222222)","(7.5, 17.5, 16.863636363636363)","(3.0, 4.7, 3.395)","(6.5, 11.5, 10.55)","(13.0, 27.0, 22.333333333333336)","(15.0, 30.0, 20.555555555555557)","(3.9, 5.9, 3.9833333333333334)"
16-12-2022 13:34:58.152171,"(4.0, 6.8, 4.9)","(21.0, 55.0, 34.72222222222222)","(7.5, 17.5, 16.863636363636363)","(3.0, 4.7, 3.395)","(6.5, 11.5, 10.55)","(13.0, 27.0, 22.333333333333336)","(15.0, 30.0, 20.555555555555557)","(3.9, 5.9, 3.9833333333333334)"
16-12-2022 13:34:59.322178,"(4.0, 6.8, 4.9)","(21.0, 55.0, 34.72222222222222)","(7.5, 17.5, 16.863636363636363)","(3.0, 4.7, 3.523076923076923)","(6.5, 11.5, 10.379999999999999)","(13.0, 27.0, 22.333333333333336)","(15.0, 30.0, 20.555555555555557)","(3.9, 5.9, 3.9833333333333334)"
16-12-2022 13:35:00.458757,"(4.0, 6.8, 5.0)","(21.0, 55.0, 34.72222222222222)","(7.5, 17.5, 16.863636363636363)","(3.0, 4.7, 3.425)","(6.5, 11.5, 10.125)","(13.0, 27.0, 22.333333333333336)","(15.0, 30.0, 20.555555555555557)","(3.9, 5.9, 3.9833333333333334)"
16-12-2022 13:35:01.541663,"(4.0, 6.8, 5.0)","(21.0, 55.0, 34.72222222222222)","(7.5, 17.5, 16.863636363636363)","(3.0, 4.7, 3.4625)","(6.5, 11.5, 10.125)","(13.0, 27.0, 22.333333333333336)","(15.0, 30.0, 20.555555555555557)","(3.9, 5.9, 3.9833333333333334)"
16-12-2022 13:35:02.624190,"(4.0, 6.8, 5.0)","(21.0, 55.0, 34.72222222222222)","(7.5, 17.5, 16.863636363636363)","(3.0, 4.7, 3.4625)","(6.5, 11.5, 10.125)","(13.0, 27.0, 22.333333333333336)","(15.0, 30.0, 20.555555555555557)","(3.9, 5.9, 3.9603448275862068)"
16-12-2022 13:35:03.753389,"(4.0, 6.8, 5.0)","(21.0, 55.0, 34.72222222222222)","(7.5, 17.5, 16.863636363636363)","(3.0, 4.7, 3.395)","(6.5, 11.5, 10.55)","(13.0, 27.0, 22.333333333333336)","(15.0, 30.0, 20.555555555555557)","(3.9, 5.9, 3.935714285714286)"
16-12-2022 13:35:04.795348,"(4.0, 6.8, 4.9)","(21.0, 55.0, 34.72222222222222)","(7.5, 17.5, 16.863636363636363)","(3.0, 4.7, 3.395)","(6.5, 11.5, 10.55)","(13.0, 27.0, 22.333333333333336)","(15.0, 30.0, 20.555555555555557)","(3.9, 5.9, 3.935714285714286)"
16-12-2022 13:35:05.837158,"(4.0, 6.8, 5.12)","(21.0, 55.0, 34.72222222222222)","(7.5, 17.5, 16.863636363636363)","(3.0, 4.7, 3.5092307692307694)","(6.5, 11.5, 10.379999999999999)","(13.0, 27.0, 22.333333333333336)","(15.0, 30.0, 20.555555555555557)","(3.9, 5.9, 3.935714285714286)"
16-12-2022 13:35:06.938446,"(4.0, 6.8, 5.12)","(21.0, 55.0, 34.72222222222222)","(7.5, 17.5, 16.863636363636363)","(3.0, 4.7, 3.41)","(6.5, 11.5, 10.125)","(13.0, 27.0, 22.333333333333336)","(15.0, 30.0, 20.555555555555557)","(3.9, 5.9, 3.6884615384615387)"
16-12-2022 13:35:08.108873,"(4.0, 6.8, 5.0)","(21.0, 55.0, 34.72222222222222)","(7.5, 17.5, 17.166666666666664)","(3.0, 4.7, 3.425)","(6.5, 11.5, 10.125)","(13.0, 27.0, 22.333333333333336)","(15.0, 30.0, 20.555555555555557)","(3.9, 5.9, 3.6884615384615387)"
16-12-2022 13:35:09.210725,"(4.0, 6.8, 5.0)","(21.0, 55.0, 34.72222222222222)","(7.5, 17.5, 17.166666666666664)","(3.0, 4.7, 3.425)","(6.5, 11.5, 10.125)","(13.0, 27.0, 22.333333333333336)","(15.0, 30.0, 20.555555555555557)","(3.9, 5.9, 3.6884615384615387)"
16-12-2022 13:35:10.309295,"(4.0, 6.8, 5.0)","(21.0, 55.0, 34.72222222222222)","(7.5, 17.5, 17.166666666666664)","(3.0, 4.7, 3.395)","(6.5, 11.5, 10.55)","(13.0, 27.0, 22.333333333333336)","(15.0, 30.0, 20.555555555555557)","(3.9, 5.9, 3.9833333333333334)"
16-12-2022 13:35:11.474185,"(4.0, 6.8, 4.9)","(21.0, 55.0, 34.72222222222222)","(7.5, 17.5, 17.166666666666664)","(3.0, 4.7, 3.7788235294117647)","(6.5, 11.5, 10.440000000000001)","(13.0, 27.0, 22.333333333333336)","(15.0, 30.0, 20.555555555555557)","(3.9, 5.9, 3.9833333333333334)"
16-12-2022 13:35:12.569181,"(4.0, 6.8, 5.12)","(21.0, 55.0, 34.72222222222222)","(7.5, 17.5, 17.166666666666664)","(3.0, 4.7, 3.7788235294117647)","(6.5, 11.5, 10.440000000000001)","(13.0, 27.0, 22.333333333333336)","(15.0, 30.0, 20.555555555555557)","(3.9, 5.9, 3.9833333333333334)"
16-12-2022 13:35:13.595178,"(4.0, 6.8, 5.0)","(21.0, 55.0, 34.72222222222222)","(7.5, 17.5, 17.166666666666664)","(3.0, 4.7, 3.7788235294117647)","(6.5, 11.5, 10.225)","(13.0, 27.0, 22.333333333333336)","(15.0, 30.0, 20.555555555555557)","(3.9, 5.9, 3.9833333333333334)"
16-12-2022 13:35:14.708162,"(4.0, 6.8, 6.385714285714286)","(21.0, 55.0, 34.72222222222222)","(7.5, 17.5, 17.166666666666664)","(3.0, 4.7, 3.7788235294117647)","(6.5, 11.5, 10.55)","(13.0, 27.0, 22.333333333333336)","(15.0, 30.0, 20.555555555555557)","(3.9, 5.9, 3.9603448275862068)"
16-12-2022 13:35:15.873653,"(4.0, 6.8, 4.9)","(21.0, 55.0, 34.72222222222222)","(7.5, 17.5, 17.166666666666664)","(3.0, 4.7, 3.7788235294117647)","(6.5, 11.5, 10.55)","(13.0, 27.0, 22.333333333333336)","(15.0, 30.0, 20.555555555555557)","(3.9, 5.9, 3.935714285714286)"
16-12-2022 13:35:17.054409,"(4.0, 6.8, 4.9)","(21.0, 55.0, 34.72222222222222)","(7.5, 17.5, 17.166666666666664)","(3.0, 4.7, 3.7788235294117647)","(6.5, 11.5, 10.379999999999999)","(13.0, 27.0, 22.333333333333336)","(15.0, 30.0, 20.555555555555557)","(3.9, 5.9, 4.046551724137931)"
16-12-2022 13:35:18.178218,"(4.0, 6.8, 5.12)","(21.0, 55.0, 34.72222222222222)","(7.5, 17.5, 17.166666666666664)","(3.0, 4.7, 3.7788235294117647)","(6.5, 11.5, 10.125)","(13.0, 27.0, 22.333333333333336)","(15.0, 30.0, 20.555555555555557)","(3.9, 5.9, 4.025)"
16-12-2022 13:35:19.228418,"(4.0, 6.8, 5.0)","(21.0, 55.0, 34.72222222222222)","(7.5, 17.5, 17.166666666666664)","(3.0, 4.7, 3.7788235294117647)","(6.5, 11.5, 10.125)","(13.0, 27.0, 22.333333333333336)","(15.0, 30.0, 20.555555555555557)","(3.9, 5.9, 4.025)"
16-12-2022 13:35:20.263619,"(4.0, 6.8, 5.0)","(21.0, 55.0, 34.72222222222222)","(7.5, 17.5, 17.166666666666664)","(3.0, 4.7, 3.7788235294117647)","(6.5, 11.5, 10.125)","(13.0, 27.0, 22.333333333333336)","(15.0, 30.0, 20.555555555555557)","(3.9, 5.9, 4.025)"
16-12-2022 13:35:21.349222,"(4.0, 6.8, 4.9)","(21.0, 55.0, 34.72222222222222)","(7.5, 17.5, 14.5)","(3.0, 4.7, 3.7788235294117647)","(6.5, 11.5, 10.125)","(13.0, 27.0, 18.333333333333332)","(15.0, 30.0, 20.555555555555557)","(3.9, 5.9, 4.025)"
16-12-2022 13:35:22.434902,"(4.0, 6.8, 4.9)","(21.0, 55.0, 34.72222222222222)","(7.5, 17.5, 15.333333333333332)","(3.0, 4.7, 3.7788235294117647)","(6.5, 11.5, 10.440000000000001)","(13.0, 27.0, 18.333333333333332)","(15.0, 30.0, 16.25)","(3.9, 5.9, 4.025)"
16-12-2022 13:35:23.532794,"(4.0, 6.8, 5.12)","(21.0, 55.0, 36.75)","(7.5, 17.5, 15.333333333333332)","(3.0, 4.7, 3.7788235294117647)","(6.5, 11.5, 10.225)","(13.0, 27.0, 18.333333333333332)","(15.0, 30.0, 16.25)","(3.9, 5.9, 3.6884615384615387)"
16-12-2022 13:35:24.561611,"(4.0, 6.8, 5.0)","(21.0, 55.0, 36.75)","(7.5, 17.5, 15.333333333333332)","(3.0, 4.7, 3.7788235294117647)","(6.5, 11.5, 10.225)","(13.0, 27.0, 18.333333333333332)","(15.0, 30.0, 16.25)","(3.9, 5.9, 3.6884615384615387)"
16-12-2022 13:35:25.640859,"(4.0, 6.8, 4.9)","(21.0, 55.0, 36.75)","(7.5, 17.5, 15.333333333333332)","(3.0, 4.7, 3.7788235294117647)","(6.5, 11.5, 10.225)","(13.0, 27.0, 18.333333333333332)","(15.0, 30.0, 16.25)","(3.9, 5.9, 3.6884615384615387)"
16-12-2022 13:35:26.725731,"(4.0, 6.8, 4.9)","(21.0, 55.0, 36.75)","(7.5, 17.5, 15.333333333333332)","(3.0, 4.7, 3.7788235294117647)","(6.5, 11.5, 10.225)","(13.0, 27.0, 18.333333333333332)","(15.0, 30.0, 16.25)","(3.9, 5.9, 3.9833333333333334)"
16-12-2022 13:35:27.785238,"(4.0, 6.8, 4.9)","(21.0, 55.0, 36.75)","(7.5, 17.5, 15.333333333333332)","(3.0, 4.7, 3.7788235294117647)","(6.5, 11.5, 10.125)","(13.0, 27.0, 18.333333333333332)","(15.0, 30.0, 16.25)","(3.9, 5.9, 3.9833333333333334)"
16-12-2022 13:35:28.914069,"(4.0, 6.8, 5.12)","(21.0, 55.0, 36.75)","(7.5, 17.5, 15.333333333333332)","(3.0, 4.7, 3.7788235294117647)","(6.5, 11.5, 10.125)","(13.0, 27.0, 18.333333333333332)","(15.0, 30.0, 16.25)","(3.9, 5.9, 3.9833333333333334)"
16-12-2022 13:35:30.046075,"(4.0, 6.8, 5.0)","(21.0, 55.0, 36.75)","(7.5, 17.5, 15.333333333333332)","(3.0, 4.7, 3.7788235294117647)","(6.5, 11.5, 10.440000000000001)","(13.0, 27.0, 18.333333333333332)","(15.0, 30.0, 16.25)","(3.9, 5.9, 3.9603448275862068)"
16-12-2022 13:35:31.109089,"(4.0, 6.8, 6.385714285714286)","(21.0, 55.0, 36.75)","(7.5, 17.5, 15.333333333333332)","(3.0, 4.7, 3.7788235294117647)","(6.5, 11.5, 10.225)","(13.0, 27.0, 18.333333333333332)","(15.0, 30.0, 16.25)","(3.9, 5.9, 3.935714285714286)"
16-12-2022 13:35:32.166119,"(4.0, 6.8, 4.9)","(21.0, 55.0, 36.75)","(7.5, 17.5, 15.333333333333332)","(3.0, 4.7, 3.7788235294117647)","(6.5, 11.5, 10.225)","(13.0, 27.0, 18.333333333333332)","(15.0, 30.0, 16.25)","(3.9, 5.9, 3.935714285714286)"
16-12-2022 13:35:33.242135,"(4.0, 6.8, 4.9)","(21.0, 50.0, 34.25)","(7.5, 17.5, 16.3)","(3.0, 4.7, 3.7788235294117647)","(6.5, 11.5, 10.225)","(13.0, 27.0, 18.333333333333332)","(15.0, 30.0, 16.25)","(3.9, 5.9, 3.935714285714286)"
16-12-2022 13:35:34.323664,"(4.0, 6.8, 4.9)","(21.0, 50.0, 34.25)","(7.5, 17.5, 16.3)","(3.0, 4.7, 3.7788235294117647)","(6.5, 11.5, 10.125)","(13.0, 27.0, 18.333333333333332)","(15.0, 30.0, 16.25)","(3.9, 5.9, 3.6884615384615387)"
16-12-2022 13:35:35.517531,"(4.0, 6.8, 4.9)","(21.0, 50.0, 34.25)","(7.5, 17.5, 16.3)","(3.0, 4.7, 3.7788235294117647)","(6.5, 11.5, 10.125)","(13.0, 27.0, 18.333333333333332)","(15.0, 30.0, 16.25)","(3.9, 5.9, 3.6884615384615387)"
16-12-2022 13:35:36.652530,"(4.0, 6.8, 4.9)","(21.0, 50.0, 34.25)","(7.5, 17.5, 16.3)","(3.0, 4.7, 3.7788235294117647)","(6.5, 11.5, 10.125)","(13.0, 27.0, 18.333333333333332)","(15.0, 30.0, 16.25)","(3.9, 5.9, 3.6884615384615387)"
16-12-2022 13:35:37.698518,"(4.0, 6.8, 4.9)","(21.0, 50.0, 34.25)","(7.5, 17.5, 16.3)","(3.0, 4.7, 3.7788235294117647)","(6.5, 11.5, 10.125)","(13.0, 27.0, 18.333333333333332)","(15.0, 30.0, 16.25)","(3.9, 5.9, 3.6884615384615387)"
16-12-2022 13:35:38.700396,"(4.0, 6.8, 4.9)","(21.0, 50.0, 34.25)","(7.5, 17.5, 16.3)","(3.0, 4.7, 3.7788235294117647)","(6.5, 11.5, 10.125)","(13.0, 27.0, 18.333333333333332)","(15.0, 30.0, 16.25)","(3.9, 5.9, 3.6884615384615387)"
16-12-2022 13:35:39.692612,"(4.0, 6.8, 4.9)","(21.0, 50.0, 34.25)","(7.5, 17.5, 16.3)","(3.0, 4.7, 3.7788235294117647)","(6.5, 11.5, 10.125)","(13.0, 27.0, 18.333333333333332)","(15.0, 30.0, 16.25)","(3.9, 5.9, 3.6884615384615387)"
16-12-2022 13:35:40.703324,"(4.0, 6.8, 4.9)","(21.0, 50.0, 34.25)","(7.5, 17.5, 16.3)","(3.0, 4.7, 3.7788235294117647)","(6.5, 11.5, 10.125)","(13.0, 27.0, 18.333333333333332)","(15.0, 30.0, 16.25)","(3.9, 5.9, 3.6884615384615387)"
16-12-2022 13:35:41.775646,"(4.0, 6.8, 4.9)","(21.0, 50.0, 34.25)","(7.5, 17.5, 16.3)","(3.0, 4.7, 3.7788235294117647)","(6.5, 11.5, 10.125)","(13.0, 27.0, 18.333333333333332)","(15.0, 30.0, 16.25)","(3.9, 5.9, 3.6884615384615387)"
16-12-2022 13:35:42.814471,"(4.0, 6.8, 4.9)","(21.0, 50.0, 34.25)","(7.5, 17.5, 16.3)","(3.0, 4.7, 3.7788235294117647)","(6.5, 11.5, 10.125)","(13.0, 27.0, 18.333333333333332)","(15.0, 30.0, 16.25)","(3.9, 5.9, 3.6884615384615387)"
16-12-2022 13:35:43.859900,"(4.0, 6.8, 4.9)","(21.0, 50.0, 34.25)","(7.5, 17.5, 16.3)","(3.0, 4.7, 3.7788235294117647)","(6.5, 11.5, 10.125)","(13.0, 27.0, 18.333333333333332)","(15.0, 30.0, 16.25)","(3.9, 5.9, 3.6884615384615387)"
16-12-2022 13:35:44.891866,"(4.0, 6.8, 4.9)","(21.0, 50.0, 34.25)","(7.5, 17.5, 16.3)","(3.0, 4.7, 3.7788235294117647)","(6.5, 11.5, 10.125)","(13.0, 27.0, 18.333333333333332)","(15.0, 30.0, 16.25)","(3.9, 5.9, 3.6884615384615387)"
16-12-2022 13:35:45.981869,"(4.0, 6.8, 4.9)","(21.0, 50.0, 34.25)","(7.5, 17.5, 16.3)","(3.0, 4.7, 3.7788235294117647)","(6.5, 11.5, 10.125)","(13.0, 27.0, 18.333333333333332)","(15.0, 30.0, 16.25)","(3.9, 5.9, 3.6884615384615387)"
16-12-2022 13:35:47.036995,"(4.0, 6.8, 4.9)","(21.0, 50.0, 34.25)","(7.5, 17.5, 16.3)","(3.0, 4.7, 3.7788235294117647)","(6.5, 11.5, 10.125)","(13.0, 27.0, 18.333333333333332)","(15.0, 30.0, 16.25)","(3.9, 5.9, 3.6884615384615387)"
16-12-2022 13:35:48.012467,"(4.0, 6.8, 4.9)","(21.0, 50.0, 34.25)","(7.5, 17.5, 16.3)","(3.0, 4.7, 3.7788235294117647)","(6.5, 11.5, 10.125)","(13.0, 27.0, 18.333333333333332)","(15.0, 30.0, 16.25)","(3.9, 5.9, 3.6884615384615387)"
16-12-2022 13:35:49.025301,"(4.0, 6.8, 4.9)","(21.0, 50.0, 34.25)","(7.5, 17.5, 16.3)","(3.0, 4.7, 3.7788235294117647)","(6.5, 11.5, 10.125)","(13.0, 27.0, 18.333333333333332)","(15.0, 30.0, 16.25)","(3.9, 5.9, 3.6884615384615387)"
16-12-2022 13:35:50.089198,"(4.0, 6.8, 4.9)","(21.0, 50.0, 34.25)","(7.5, 17.5, 16.3)","(3.0, 4.7, 3.7788235294117647)","(6.5, 11.5, 10.440000000000001)","(13.0, 27.0, 18.333333333333332)","(15.0, 30.0, 16.25)","(3.9, 5.9, 3.6884615384615387)"
16-12-2022 13:35:51.192337,"(4.0, 6.8, 5.12)","(21.0, 50.0, 34.25)","(7.5, 17.5, 16.88888888888889)","(3.0, 4.7, 3.7788235294117647)","(6.5, 11.5, 10.225)","(13.0, 27.0, 18.333333333333332)","(15.0, 30.0, 16.25)","(3.9, 5.9, 3.9833333333333334)"
16-12-2022 13:35:52.323355,"(4.0, 6.8, 5.0)","(21.0, 55.0, 36.75)","(7.5, 17.5, 16.88888888888889)","(3.0, 4.7, 3.7788235294117647)","(6.5, 11.5, 10.225)","(13.0, 27.0, 18.333333333333332)","(15.0, 30.0, 16.25)","(3.9, 5.9, 3.9833333333333334)"
16-12-2022 13:35:53.455989,"(4.0, 6.8, 5.0)","(21.0, 55.0, 36.75)","(7.5, 17.5, 16.88888888888889)","(3.0, 4.7, 3.7788235294117647)","(6.5, 11.5, 10.52)","(13.0, 27.0, 18.333333333333332)","(15.0, 30.0, 16.25)","(3.9, 5.9, 3.9603448275862068)"
16-12-2022 13:35:54.467730,"(4.0, 6.8, 5.24)","(21.0, 55.0, 36.75)","(7.5, 17.5, 16.88888888888889)","(3.0, 4.7, 3.7788235294117647)","(6.5, 11.5, 10.52)","(13.0, 27.0, 18.333333333333332)","(15.0, 30.0, 16.25)","(3.9, 5.9, 3.935714285714286)"
