,Tuta Yankee,Alvey,Terrys Toil,Roulette,Specified,Fogelberg,Chase A Lot,Ringbark Road
10,"[datetime.datetime(2022, 11, 28, 12, 36, 10, 900099), 41.0, 190.0]","[datetime.datetime(2022, 11, 28, 12, 36, 10, 900099), 6.0, 9.8]","[datetime.datetime(2022, 11, 28, 12, 36, 10, 900099), 26.0, 80.0]","[datetime.datetime(2022, 11, 28, 12, 36, 10, 900099), 15.0, 100.0]","[datetime.datetime(2022, 11, 28, 12, 36, 10, 900099), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 12, 36, 10, 900099), 4.6, 8.4]","[datetime.datetime(2022, 11, 28, 12, 36, 10, 900099), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 12, 36, 10, 900099), 1.6, 2.18]"
11,"[datetime.datetime(2022, 11, 28, 12, 36, 12, 21261), 41.0, 190.0]","[datetime.datetime(2022, 11, 28, 12, 36, 12, 21261), 6.0, 9.8]","[datetime.datetime(2022, 11, 28, 12, 36, 12, 21261), 26.0, 80.0]","[datetime.datetime(2022, 11, 28, 12, 36, 12, 21261), 15.0, 100.0]","[datetime.datetime(2022, 11, 28, 12, 36, 12, 21261), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 12, 36, 12, 21261), 4.6, 8.4]","[datetime.datetime(2022, 11, 28, 12, 36, 12, 21261), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 12, 36, 12, 21261), 1.6, 2.18]"
12,"[datetime.datetime(2022, 11, 28, 12, 36, 13, 147332), 41.0, 190.0]","[datetime.datetime(2022, 11, 28, 12, 36, 13, 147332), 6.0, 9.8]","[datetime.datetime(2022, 11, 28, 12, 36, 13, 147332), 26.0, 80.0]","[datetime.datetime(2022, 11, 28, 12, 36, 13, 147332), 15.0, 100.0]","[datetime.datetime(2022, 11, 28, 12, 36, 13, 147332), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 12, 36, 13, 147332), 4.6, 8.4]","[datetime.datetime(2022, 11, 28, 12, 36, 13, 147332), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 12, 36, 13, 147332), 1.6, 2.18]"
13,"[datetime.datetime(2022, 11, 28, 12, 36, 14, 269800), 41.0, 190.0]","[datetime.datetime(2022, 11, 28, 12, 36, 14, 269800), 6.0, 9.8]","[datetime.datetime(2022, 11, 28, 12, 36, 14, 269800), 26.0, 80.0]","[datetime.datetime(2022, 11, 28, 12, 36, 14, 269800), 15.0, 100.0]","[datetime.datetime(2022, 11, 28, 12, 36, 14, 269800), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 12, 36, 14, 269800), 4.6, 8.4]","[datetime.datetime(2022, 11, 28, 12, 36, 14, 269800), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 12, 36, 14, 269800), 1.6, 2.18]"
14,"[datetime.datetime(2022, 11, 28, 12, 36, 15, 395887), 41.0, 190.0]","[datetime.datetime(2022, 11, 28, 12, 36, 15, 395887), 6.0, 9.8]","[datetime.datetime(2022, 11, 28, 12, 36, 15, 395887), 26.0, 80.0]","[datetime.datetime(2022, 11, 28, 12, 36, 15, 395887), 15.0, 100.0]","[datetime.datetime(2022, 11, 28, 12, 36, 15, 395887), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 12, 36, 15, 395887), 4.6, 8.4]","[datetime.datetime(2022, 11, 28, 12, 36, 15, 395887), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 12, 36, 15, 395887), 1.6, 2.18]"
15,"[datetime.datetime(2022, 11, 28, 12, 36, 16, 521161), 41.0, 190.0]","[datetime.datetime(2022, 11, 28, 12, 36, 16, 521161), 6.0, 9.8]","[datetime.datetime(2022, 11, 28, 12, 36, 16, 521161), 26.0, 80.0]","[datetime.datetime(2022, 11, 28, 12, 36, 16, 521161), 15.0, 100.0]","[datetime.datetime(2022, 11, 28, 12, 36, 16, 521161), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 12, 36, 16, 521161), 4.6, 8.4]","[datetime.datetime(2022, 11, 28, 12, 36, 16, 521161), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 12, 36, 16, 521161), 1.6, 2.18]"
16,"[datetime.datetime(2022, 11, 28, 12, 36, 17, 643601), 41.0, 190.0]","[datetime.datetime(2022, 11, 28, 12, 36, 17, 643601), 6.0, 9.8]","[datetime.datetime(2022, 11, 28, 12, 36, 17, 643601), 26.0, 80.0]","[datetime.datetime(2022, 11, 28, 12, 36, 17, 643601), 15.0, 100.0]","[datetime.datetime(2022, 11, 28, 12, 36, 17, 643601), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 12, 36, 17, 643601), 4.6, 8.4]","[datetime.datetime(2022, 11, 28, 12, 36, 17, 643601), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 12, 36, 17, 643601), 1.6, 2.18]"
17,"[datetime.datetime(2022, 11, 28, 12, 36, 18, 769476), 41.0, 190.0]","[datetime.datetime(2022, 11, 28, 12, 36, 18, 769476), 6.0, 9.8]","[datetime.datetime(2022, 11, 28, 12, 36, 18, 769476), 26.0, 80.0]","[datetime.datetime(2022, 11, 28, 12, 36, 18, 769476), 15.0, 100.0]","[datetime.datetime(2022, 11, 28, 12, 36, 18, 769476), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 12, 36, 18, 769476), 4.6, 8.4]","[datetime.datetime(2022, 11, 28, 12, 36, 18, 769476), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 12, 36, 18, 769476), 1.6, 2.18]"
18,"[datetime.datetime(2022, 11, 28, 12, 36, 19, 890899), 41.0, 190.0]","[datetime.datetime(2022, 11, 28, 12, 36, 19, 890899), 6.0, 9.8]","[datetime.datetime(2022, 11, 28, 12, 36, 19, 890899), 26.0, 80.0]","[datetime.datetime(2022, 11, 28, 12, 36, 19, 890899), 15.0, 100.0]","[datetime.datetime(2022, 11, 28, 12, 36, 19, 890899), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 12, 36, 19, 890899), 4.6, 8.4]","[datetime.datetime(2022, 11, 28, 12, 36, 19, 890899), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 12, 36, 19, 890899), 1.6, 2.18]"
19,"[datetime.datetime(2022, 11, 28, 12, 36, 21, 20534), 41.0, 190.0]","[datetime.datetime(2022, 11, 28, 12, 36, 21, 20534), 6.0, 9.8]","[datetime.datetime(2022, 11, 28, 12, 36, 21, 20534), 26.0, 80.0]","[datetime.datetime(2022, 11, 28, 12, 36, 21, 20534), 15.0, 100.0]","[datetime.datetime(2022, 11, 28, 12, 36, 21, 20534), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 12, 36, 21, 20534), 4.6, 8.4]","[datetime.datetime(2022, 11, 28, 12, 36, 21, 20534), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 12, 36, 21, 20534), 1.6, 2.18]"
20,"[datetime.datetime(2022, 11, 28, 12, 36, 22, 143921), 41.0, 190.0]","[datetime.datetime(2022, 11, 28, 12, 36, 22, 143921), 6.0, 9.8]","[datetime.datetime(2022, 11, 28, 12, 36, 22, 143921), 26.0, 80.0]","[datetime.datetime(2022, 11, 28, 12, 36, 22, 143921), 15.0, 100.0]","[datetime.datetime(2022, 11, 28, 12, 36, 22, 143921), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 12, 36, 22, 143921), 4.6, 8.4]","[datetime.datetime(2022, 11, 28, 12, 36, 22, 143921), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 12, 36, 22, 143921), 1.6, 2.16]"
21,"[datetime.datetime(2022, 11, 28, 12, 36, 23, 273462), 41.0, 190.0]","[datetime.datetime(2022, 11, 28, 12, 36, 23, 273462), 6.0, 9.8]","[datetime.datetime(2022, 11, 28, 12, 36, 23, 273462), 26.0, 80.0]","[datetime.datetime(2022, 11, 28, 12, 36, 23, 273462), 15.0, 100.0]","[datetime.datetime(2022, 11, 28, 12, 36, 23, 273462), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 12, 36, 23, 273462), 4.6, 8.4]","[datetime.datetime(2022, 11, 28, 12, 36, 23, 273462), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 12, 36, 23, 273462), 1.6, 2.16]"
22,"[datetime.datetime(2022, 11, 28, 12, 36, 24, 405649), 41.0, 190.0]","[datetime.datetime(2022, 11, 28, 12, 36, 24, 405649), 6.0, 9.8]","[datetime.datetime(2022, 11, 28, 12, 36, 24, 405649), 26.0, 80.0]","[datetime.datetime(2022, 11, 28, 12, 36, 24, 405649), 15.0, 100.0]","[datetime.datetime(2022, 11, 28, 12, 36, 24, 405649), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 12, 36, 24, 405649), 4.6, 8.4]","[datetime.datetime(2022, 11, 28, 12, 36, 24, 405649), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 12, 36, 24, 405649), 1.6, 2.16]"
23,"[datetime.datetime(2022, 11, 28, 12, 36, 25, 530371), 41.0, 190.0]","[datetime.datetime(2022, 11, 28, 12, 36, 25, 530371), 6.0, 9.8]","[datetime.datetime(2022, 11, 28, 12, 36, 25, 530371), 26.0, 80.0]","[datetime.datetime(2022, 11, 28, 12, 36, 25, 530371), 15.0, 100.0]","[datetime.datetime(2022, 11, 28, 12, 36, 25, 530371), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 12, 36, 25, 530371), 4.6, 8.4]","[datetime.datetime(2022, 11, 28, 12, 36, 25, 530371), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 12, 36, 25, 530371), 1.6, 2.16]"
24,"[datetime.datetime(2022, 11, 28, 12, 36, 26, 658605), 41.0, 190.0]","[datetime.datetime(2022, 11, 28, 12, 36, 26, 658605), 6.0, 9.8]","[datetime.datetime(2022, 11, 28, 12, 36, 26, 658605), 26.0, 80.0]","[datetime.datetime(2022, 11, 28, 12, 36, 26, 658605), 15.0, 100.0]","[datetime.datetime(2022, 11, 28, 12, 36, 26, 658605), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 12, 36, 26, 658605), 4.6, 8.4]","[datetime.datetime(2022, 11, 28, 12, 36, 26, 658605), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 12, 36, 26, 658605), 1.6, 2.16]"
25,"[datetime.datetime(2022, 11, 28, 12, 36, 27, 784580), 41.0, 190.0]","[datetime.datetime(2022, 11, 28, 12, 36, 27, 784580), 6.0, 9.8]","[datetime.datetime(2022, 11, 28, 12, 36, 27, 784580), 26.0, 80.0]","[datetime.datetime(2022, 11, 28, 12, 36, 27, 784580), 15.0, 100.0]","[datetime.datetime(2022, 11, 28, 12, 36, 27, 784580), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 12, 36, 27, 784580), 4.6, 8.4]","[datetime.datetime(2022, 11, 28, 12, 36, 27, 784580), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 12, 36, 27, 784580), 1.6, 2.16]"
26,"[datetime.datetime(2022, 11, 28, 12, 36, 28, 918435), 41.0, 190.0]","[datetime.datetime(2022, 11, 28, 12, 36, 28, 918435), 6.0, 9.8]","[datetime.datetime(2022, 11, 28, 12, 36, 28, 918435), 26.0, 80.0]","[datetime.datetime(2022, 11, 28, 12, 36, 28, 918435), 15.0, 100.0]","[datetime.datetime(2022, 11, 28, 12, 36, 28, 918435), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 12, 36, 28, 918435), 4.6, 8.4]","[datetime.datetime(2022, 11, 28, 12, 36, 28, 918435), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 12, 36, 28, 918435), 1.6, 2.16]"
27,"[datetime.datetime(2022, 11, 28, 12, 36, 30, 39483), 41.0, 190.0]","[datetime.datetime(2022, 11, 28, 12, 36, 30, 39483), 6.0, 9.8]","[datetime.datetime(2022, 11, 28, 12, 36, 30, 39483), 26.0, 80.0]","[datetime.datetime(2022, 11, 28, 12, 36, 30, 39483), 15.0, 100.0]","[datetime.datetime(2022, 11, 28, 12, 36, 30, 39483), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 12, 36, 30, 39483), 4.6, 8.4]","[datetime.datetime(2022, 11, 28, 12, 36, 30, 39483), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 12, 36, 30, 39483), 1.6, 2.16]"
28,"[datetime.datetime(2022, 11, 28, 12, 36, 31, 171628), 41.0, 190.0]","[datetime.datetime(2022, 11, 28, 12, 36, 31, 171628), 6.0, 9.8]","[datetime.datetime(2022, 11, 28, 12, 36, 31, 171628), 26.0, 80.0]","[datetime.datetime(2022, 11, 28, 12, 36, 31, 171628), 15.0, 100.0]","[datetime.datetime(2022, 11, 28, 12, 36, 31, 171628), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 12, 36, 31, 171628), 4.6, 8.4]","[datetime.datetime(2022, 11, 28, 12, 36, 31, 171628), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 12, 36, 31, 171628), 1.6, 2.16]"
29,"[datetime.datetime(2022, 11, 28, 12, 36, 32, 295680), 41.0, 190.0]","[datetime.datetime(2022, 11, 28, 12, 36, 32, 295680), 6.0, 9.8]","[datetime.datetime(2022, 11, 28, 12, 36, 32, 295680), 26.0, 80.0]","[datetime.datetime(2022, 11, 28, 12, 36, 32, 295680), 15.0, 100.0]","[datetime.datetime(2022, 11, 28, 12, 36, 32, 295680), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 12, 36, 32, 295680), 4.6, 8.4]","[datetime.datetime(2022, 11, 28, 12, 36, 32, 295680), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 12, 36, 32, 295680), 1.6, 2.16]"
30,"[datetime.datetime(2022, 11, 28, 12, 36, 33, 432477), 41.0, 190.0]","[datetime.datetime(2022, 11, 28, 12, 36, 33, 432477), 6.0, 9.8]","[datetime.datetime(2022, 11, 28, 12, 36, 33, 432477), 26.0, 80.0]","[datetime.datetime(2022, 11, 28, 12, 36, 33, 432477), 15.0, 100.0]","[datetime.datetime(2022, 11, 28, 12, 36, 33, 432477), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 12, 36, 33, 432477), 4.6, 8.4]","[datetime.datetime(2022, 11, 28, 12, 36, 33, 432477), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 12, 36, 33, 432477), 1.6, 2.16]"
31,"[datetime.datetime(2022, 11, 28, 12, 36, 34, 563215), 41.0, 190.0]","[datetime.datetime(2022, 11, 28, 12, 36, 34, 563215), 6.0, 9.8]","[datetime.datetime(2022, 11, 28, 12, 36, 34, 563215), 26.0, 80.0]","[datetime.datetime(2022, 11, 28, 12, 36, 34, 563215), 15.0, 100.0]","[datetime.datetime(2022, 11, 28, 12, 36, 34, 563215), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 12, 36, 34, 563215), 4.6, 8.4]","[datetime.datetime(2022, 11, 28, 12, 36, 34, 563215), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 12, 36, 34, 563215), 1.6, 2.16]"
32,"[datetime.datetime(2022, 11, 28, 12, 36, 35, 698239), 41.0, 190.0]","[datetime.datetime(2022, 11, 28, 12, 36, 35, 698239), 6.0, 9.8]","[datetime.datetime(2022, 11, 28, 12, 36, 35, 698239), 26.0, 80.0]","[datetime.datetime(2022, 11, 28, 12, 36, 35, 698239), 15.0, 100.0]","[datetime.datetime(2022, 11, 28, 12, 36, 35, 698239), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 12, 36, 35, 698239), 4.6, 8.4]","[datetime.datetime(2022, 11, 28, 12, 36, 35, 698239), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 12, 36, 35, 698239), 1.6, 2.16]"
33,"[datetime.datetime(2022, 11, 28, 12, 36, 36, 834130), 41.0, 190.0]","[datetime.datetime(2022, 11, 28, 12, 36, 36, 834130), 6.0, 9.8]","[datetime.datetime(2022, 11, 28, 12, 36, 36, 834130), 26.0, 80.0]","[datetime.datetime(2022, 11, 28, 12, 36, 36, 834130), 15.0, 100.0]","[datetime.datetime(2022, 11, 28, 12, 36, 36, 834130), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 12, 36, 36, 834130), 4.6, 8.4]","[datetime.datetime(2022, 11, 28, 12, 36, 36, 834130), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 12, 36, 36, 834130), 1.6, 2.16]"
34,"[datetime.datetime(2022, 11, 28, 12, 36, 37, 956637), 41.0, 190.0]","[datetime.datetime(2022, 11, 28, 12, 36, 37, 956637), 6.0, 9.8]","[datetime.datetime(2022, 11, 28, 12, 36, 37, 956637), 26.0, 80.0]","[datetime.datetime(2022, 11, 28, 12, 36, 37, 956637), 15.0, 100.0]","[datetime.datetime(2022, 11, 28, 12, 36, 37, 956637), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 12, 36, 37, 956637), 4.6, 8.4]","[datetime.datetime(2022, 11, 28, 12, 36, 37, 956637), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 12, 36, 37, 956637), 1.6, 2.16]"
35,"[datetime.datetime(2022, 11, 28, 12, 36, 39, 86709), 41.0, 190.0]","[datetime.datetime(2022, 11, 28, 12, 36, 39, 86709), 6.0, 9.8]","[datetime.datetime(2022, 11, 28, 12, 36, 39, 86709), 26.0, 80.0]","[datetime.datetime(2022, 11, 28, 12, 36, 39, 86709), 15.0, 100.0]","[datetime.datetime(2022, 11, 28, 12, 36, 39, 86709), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 12, 36, 39, 86709), 4.6, 8.4]","[datetime.datetime(2022, 11, 28, 12, 36, 39, 86709), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 12, 36, 39, 86709), 1.6, 2.16]"
36,"[datetime.datetime(2022, 11, 28, 12, 36, 40, 221712), 41.0, 190.0]","[datetime.datetime(2022, 11, 28, 12, 36, 40, 221712), 6.0, 9.8]","[datetime.datetime(2022, 11, 28, 12, 36, 40, 221712), 26.0, 80.0]","[datetime.datetime(2022, 11, 28, 12, 36, 40, 221712), 15.0, 100.0]","[datetime.datetime(2022, 11, 28, 12, 36, 40, 221712), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 12, 36, 40, 221712), 4.6, 8.4]","[datetime.datetime(2022, 11, 28, 12, 36, 40, 221712), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 12, 36, 40, 221712), 1.6, 2.16]"
37,"[datetime.datetime(2022, 11, 28, 12, 36, 41, 347304), 41.0, 190.0]","[datetime.datetime(2022, 11, 28, 12, 36, 41, 347304), 6.0, 9.8]","[datetime.datetime(2022, 11, 28, 12, 36, 41, 347304), 26.0, 80.0]","[datetime.datetime(2022, 11, 28, 12, 36, 41, 347304), 15.0, 100.0]","[datetime.datetime(2022, 11, 28, 12, 36, 41, 347304), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 12, 36, 41, 347304), 4.6, 8.4]","[datetime.datetime(2022, 11, 28, 12, 36, 41, 347304), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 12, 36, 41, 347304), 1.6, 2.16]"
38,"[datetime.datetime(2022, 11, 28, 12, 36, 42, 470235), 41.0, 190.0]","[datetime.datetime(2022, 11, 28, 12, 36, 42, 470235), 6.0, 9.8]","[datetime.datetime(2022, 11, 28, 12, 36, 42, 470235), 26.0, 80.0]","[datetime.datetime(2022, 11, 28, 12, 36, 42, 470235), 15.0, 100.0]","[datetime.datetime(2022, 11, 28, 12, 36, 42, 470235), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 12, 36, 42, 470235), 4.6, 8.4]","[datetime.datetime(2022, 11, 28, 12, 36, 42, 470235), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 12, 36, 42, 470235), 1.6, 2.16]"
39,"[datetime.datetime(2022, 11, 28, 12, 36, 43, 597290), 41.0, 190.0]","[datetime.datetime(2022, 11, 28, 12, 36, 43, 597290), 6.0, 9.8]","[datetime.datetime(2022, 11, 28, 12, 36, 43, 597290), 26.0, 80.0]","[datetime.datetime(2022, 11, 28, 12, 36, 43, 597290), 15.0, 100.0]","[datetime.datetime(2022, 11, 28, 12, 36, 43, 597290), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 12, 36, 43, 597290), 4.6, 8.4]","[datetime.datetime(2022, 11, 28, 12, 36, 43, 597290), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 12, 36, 43, 597290), 1.6, 2.16]"
