,Savvy Valentino,Hint Of Stars,Commander Harry,Prospectus,Beaufort Park,Golwen,The Yachtsman
08-01-2023 15:54:01.376910,"(61.0, 100.0, 91.76470588235294)","(15.0, 21.0, 20.714285714285715)","(3.4, 4.0, 3.987037037037037)","(1.95, 2.14, 2.1215693112467306)","(4.0, 4.9, 4.892485549132949)","(101.0, 170.0, 167.5)","(61.0, 95.0, 91.66666666666667)"
08-01-2023 15:54:02.381974,"(61.0, 100.0, 95.11627906976744)","(15.0, 21.0, 20.92207792207792)","(3.4, 4.0, 3.9889728096676738)","(1.95, 2.14, 2.1236740968485783)","(4.0, 4.9, 4.875510204081633)","(101.0, 170.0, 157.77777777777777)","(61.0, 95.0, 88.33333333333333)"
08-01-2023 15:54:03.409460,"(61.0, 95.0, 94.33333333333333)","(15.0, 21.0, 20.946666666666665)","(3.4, 4.0, 3.962941176470588)","(1.95, 2.14, 2.1148557089084066)","(4.0, 4.9, 4.8923469387755105)","(101.0, 160.0, 178.88888888888889)","(61.0, 90.0, 87.05882352941177)"
08-01-2023 15:54:04.355063,"(61.0, 95.0, 91.5625)","(15.0, 21.0, 20.4251497005988)","(3.5, 4.1, 4.00920177383592)","(1.9, 2.12, 2.1148557089084066)","(4.0, 4.9, 4.891414141414142)","(101.0, 180.0, 175.0)","(61.0, 90.0, 86.15384615384616)"
08-01-2023 15:54:05.300902,"(61.0, 95.0, 91.5625)","(15.0, 21.0, 20.333333333333332)","(3.5, 4.1, 4.012419006479481)","(1.9, 2.12, 2.115477124183007)","(4.0, 4.9, 4.891414141414142)","(101.0, 180.0, 156.92307692307693)","(61.0, 90.0, 84.23076923076923)"
08-01-2023 15:54:06.278266,"(61.0, 95.0, 90.625)","(15.0, 21.0, 20.32121212121212)","(3.5, 4.1, 4.017678381256656)","(1.9, 2.12, 2.127612772427775)","(4.0, 4.9, 4.872946859903382)","(101.0, 160.0, 170.0)","(61.0, 90.0, 83.33333333333333)"
08-01-2023 15:54:07.281966,"(61.0, 95.0, 90.0)","(15.0, 21.0, 20.333333333333332)","(3.5, 4.1, 4.003448275862069)","(1.9, 2.14, 2.125921052631579)","(4.0, 4.9, 4.785714285714286)","(101.0, 180.0, 163.52941176470588)","(61.0, 90.0, 84.23076923076923)"
08-01-2023 15:54:08.303481,"(61.0, 95.0, 89.70588235294117)","(15.0, 21.0, 20.387283236994218)","(3.5, 4.1, 4.01328903654485)","(1.9, 2.14, 2.125921052631579)","(4.0, 4.8, 4.785714285714286)","(101.0, 180.0, 145.0)","(61.0, 85.0, 85.25)"
08-01-2023 15:54:09.249880,"(61.0, 90.0, 89.375)","(15.0, 21.0, 20.445026178010473)","(3.5, 4.1, 4.011329479768786)","(1.9, 2.14, 2.131361014994233)","(4.0, 4.9, 4.836823104693141)","(101.0, 150.0, 146.25)","(61.0, 90.0, 83.57142857142857)"
08-01-2023 15:54:10.226808,"(61.0, 95.0, 87.96296296296296)","(15.0, 21.0, 20.445026178010473)","(3.5, 4.1, 4.014888888888889)","(1.9, 2.14, 2.1394139194139195)","(4.0, 4.9, 4.824242424242424)","(101.0, 150.0, 146.53846153846155)","(61.0, 90.0, 81.78571428571429)"
08-01-2023 15:54:11.217055,"(61.0, 90.0, 88.66666666666667)","(15.0, 21.0, 20.46195652173913)","(3.4, 4.1, 4.013835770528684)","(1.9, 2.14, 2.1394139194139195)","(4.0, 4.9, 4.854798761609907)","(91.0, 150.0, 146.78571428571428)","(61.0, 90.0, 81.42857142857143)"
08-01-2023 15:54:12.235780,"(61.0, 90.0, 88.48484848484848)","(15.0, 21.0, 20.51231527093596)","(3.4, 4.1, 4.020268872802482)","(1.9, 2.14, 2.13643949930459)","(4.0, 4.9, 4.846578947368421)","(91.0, 150.0, 144.46808510638297)","(61.0, 85.0, 76.92307692307692)"
08-01-2023 15:54:13.138016,"(61.0, 90.0, 88.48484848484848)","(15.0, 21.0, 20.43776824034335)","(3.4, 4.1, 4.019959266802444)","(1.9, 2.16, 2.1523809523809527)","(4.0, 4.9, 4.846578947368421)","(91.0, 150.0, 143.07692307692307)","(61.0, 85.0, 76.92307692307692)"
08-01-2023 15:54:14.096363,"(61.0, 90.0, 88.75)","(15.0, 21.0, 20.43776824034335)","(3.4, 4.1, 4.0175236096537255)","(1.9, 2.16, 2.1554172560113156)","(4.0, 4.9, 4.8561872909699)","(91.0, 150.0, 143.33333333333334)","(61.0, 85.0, 78.82352941176471)"
08-01-2023 15:54:15.106135,"(61.0, 90.0, 88.75)","(15.0, 21.0, 20.43776824034335)","(3.4, 4.1, 4.063185378590078)","(1.9, 2.14, 2.1374244833068365)","(4.0, 4.9, 4.8559322033898304)","(91.0, 150.0, 146.11111111111111)","(61.0, 85.0, 84.0)"
08-01-2023 15:54:16.072444,"(61.0, 90.0, 87.5)","(15.0, 21.0, 20.453333333333333)","(3.4, 4.1, 4.0420869565217385)","(1.9, 2.14, 2.1374244833068365)","(4.0, 4.9, 4.862295081967213)","(91.0, 150.0, 146.11111111111111)","(61.0, 85.0, 83.66666666666667)"
08-01-2023 15:54:17.006801,"(61.0, 85.0, 84.83333333333333)","(15.0, 20.0, 19.543478260869566)","(3.4, 4.1, 4.026159230096238)","(1.9, 2.14, 2.136127124907613)","(4.0, 4.9, 4.862171052631579)","(91.0, 150.0, 146.11111111111111)","(61.0, 85.0, 82.22222222222223)"
08-01-2023 15:54:17.977742,"(61.0, 85.0, 84.8)","(15.0, 20.0, 19.771428571428572)","(3.4, 4.1, 4.024003322259136)","(1.9, 2.14, 2.1375627906976744)","(4.0, 4.9, 4.862171052631579)","(91.0, 150.0, 146.11111111111111)","(61.0, 85.0, 82.22222222222223)"
08-01-2023 15:54:18.996759,"(61.0, 90.0, 88.66666666666667)","(15.0, 20.0, 19.766355140186917)","(3.4, 4.1, 4.024056999161777)","(1.9, 2.14, 2.131986885245902)","(4.0, 4.9, 4.862171052631579)","(91.0, 150.0, 146.11111111111111)","(61.0, 85.0, 82.22222222222223)"
08-01-2023 15:54:19.937916,"(61.0, 90.0, 88.33333333333333)","(15.0, 20.0, 19.714285714285715)","(3.4, 4.1, 4.029209896249002)","(1.9, 2.14, 2.131986885245902)","(4.0, 4.9, 4.859621451104101)","(91.0, 150.0, 157.77777777777777)","(61.0, 85.0, 83.33333333333333)"
08-01-2023 15:54:20.914027,"(61.0, 90.0, 88.66666666666667)","(15.0, 19.5, 19.188172043010752)","(3.4, 4.1, 4.034970674486804)","(1.9, 2.14, 2.130132325141777)","(4.0, 4.9, 4.8589743589743595)","(91.0, 160.0, 157.77777777777777)","(61.0, 85.0, 83.21428571428571)"
08-01-2023 15:54:21.847210,"(61.0, 90.0, 88.66666666666667)","(15.0, 19.5, 19.053846153846155)","(3.4, 4.1, 4.034970674486804)","(1.9, 2.14, 2.1299131274131273)","(4.0, 4.9, 4.8589743589743595)","(91.0, 160.0, 157.77777777777777)","(61.0, 85.0, 83.61111111111111)"
08-01-2023 15:54:22.804205,"(61.0, 90.0, 88.62068965517241)","(15.0, 19.5, 19.25)","(3.4, 4.1, 4.024766751484309)","(1.9, 2.14, 2.1286167304538)","(4.0, 4.9, 4.863943661971831)","(91.0, 160.0, 158.1818181818182)","(61.0, 85.0, 84.73684210526315)"
08-01-2023 15:54:23.846733,"(61.0, 90.0, 88.33333333333333)","(15.0, 19.5, 19.24264705882353)","(3.4, 4.1, 4.0325153374233125)","(1.9, 2.14, 2.128788368336026)","(4.0, 4.9, 4.8646408839779)","(91.0, 160.0, 158.1818181818182)","(61.0, 85.0, 83.18181818181819)"
08-01-2023 15:54:24.794292,"(61.0, 90.0, 88.38709677419355)","(15.0, 19.5, 19.30188679245283)","(3.4, 4.1, 4.029227053140096)","(1.9, 2.14, 2.1296828543111994)","(4.0, 4.9, 4.799837925445705)","(91.0, 160.0, 158.33333333333334)","(61.0, 85.0, 81.66666666666667)"
08-01-2023 15:54:25.734452,"(61.0, 90.0, 88.38709677419355)","(15.0, 19.5, 19.31132075471698)","(3.4, 4.1, 4.044483568075117)","(1.9, 2.14, 2.130765840220386)","(4.0, 4.8, 4.826428571428572)","(91.0, 160.0, 160.58823529411765)","(61.0, 85.0, 80.38461538461539)"
08-01-2023 15:54:26.722691,"(61.0, 90.0, 87.5)","(15.0, 20.0, 19.240963855421686)","(3.4, 4.1, 4.0331182795698926)","(1.9, 2.14, 2.1380388529139687)","(4.0, 4.9, 4.7724)","(91.0, 170.0, 161.11111111111111)","(61.0, 85.0, 80.71428571428571)"
08-01-2023 15:54:27.695739,"(61.0, 90.0, 85.83333333333333)","(15.0, 20.0, 19.571428571428573)","(3.4, 4.1, 4.032887899034892)","(1.9, 2.16, 2.158544891640867)","(4.0, 4.8, 4.7596412556053815)","(91.0, 170.0, 161.11111111111111)","(61.0, 85.0, 80.71428571428571)"
08-01-2023 15:54:28.601905,"(61.0, 90.0, 85.83333333333333)","(15.0, 20.0, 19.556338028169016)","(3.4, 4.1, 4.014716981132075)","(1.9, 2.16, 2.158544891640867)","(4.0, 4.8, 4.769633507853403)","(91.0, 170.0, 162.5)","(61.0, 85.0, 81.66666666666667)"
08-01-2023 15:54:29.597963,"(61.0, 90.0, 86.25)","(15.0, 20.0, 19.22962962962963)","(3.4, 4.0, 3.9868894601542415)","(1.9, 2.18, 2.165967365967366)","(4.0, 4.8, 4.584428223844282)","(91.0, 170.0, 163.84615384615384)","(51.0, 85.0, 83.0)"
08-01-2023 15:54:30.611740,"(61.0, 95.0, 85.83333333333333)","(15.0, 20.0, 19.227941176470587)","(3.4, 4.1, 4.014520098441345)","(1.9, 2.2, 2.192618453865337)","(4.0, 4.6, 4.58150289017341)","(91.0, 170.0, 163.84615384615384)","(51.0, 85.0, 84.03846153846153)"
08-01-2023 15:54:31.554177,"(61.0, 95.0, 85.83333333333333)","(15.0, 20.0, 19.22962962962963)","(3.4, 4.1, 4.014520098441345)","(1.9, 2.2, 2.192618453865337)","(4.0, 4.6, 4.629166666666666)","(91.0, 170.0, 165.0)","(51.0, 85.0, 88.4)"
08-01-2023 15:54:32.496057,"(61.0, 95.0, 87.5)","(15.0, 19.5, 19.31)","(3.4, 4.0, 3.981326781326781)","(1.9, 2.2, 2.1924963503649635)","(4.0, 4.7, 4.665116279069768)","(91.0, 170.0, 169.41176470588235)","(51.0, 90.0, 90.45454545454545)"
08-01-2023 15:54:33.489134,"(61.0, 95.0, 93.88888888888889)","(15.0, 20.0, 19.320261437908496)","(3.4, 4.1, 4.008993766696349)","(1.9, 2.18, 2.1529089893914017)","(4.0, 4.7, 4.723628691983122)","(91.0, 180.0, 169.41176470588235)","(51.0, 95.0, 89.58333333333333)"
08-01-2023 15:54:34.438764,"(61.0, 95.0, 93.0)","(15.0, 20.0, 19.57377049180328)","(3.4, 4.1, 4.018888888888889)","(1.9, 2.16, 2.1529089893914017)","(4.0, 4.8, 4.6761336515513126)","(91.0, 180.0, 169.41176470588235)","(51.0, 90.0, 89.6)"
08-01-2023 15:54:35.401905,"(61.0, 95.0, 93.0)","(15.0, 20.0, 19.57377049180328)","(3.4, 4.1, 4.024886877828054)","(1.9, 2.16, 2.1537474541751527)","(4.0, 4.7, 4.708870967741936)","(91.0, 180.0, 170.5263157894737)","(51.0, 90.0, 89.64285714285714)"
08-01-2023 15:54:36.359091,"(61.0, 95.0, 93.46153846153847)","(15.0, 20.0, 19.614814814814814)","(3.4, 4.1, 4.0265995686556435)","(1.9, 2.16, 2.1533188484519283)","(4.0, 4.8, 4.732352941176471)","(91.0, 180.0, 171.66666666666666)","(51.0, 90.0, 88.4375)"
08-01-2023 15:54:37.313172,"(61.0, 95.0, 93.46153846153847)","(15.0, 20.0, 19.614814814814814)","(3.4, 4.1, 4.0265486725663715)","(1.9, 2.16, 2.153322475570033)","(4.0, 4.8, 4.732352941176471)","(91.0, 180.0, 171.66666666666666)","(51.0, 90.0, 88.4375)"
08-01-2023 15:54:38.354539,"(61.0, 95.0, 94.13043478260869)","(15.0, 20.0, 19.614814814814814)","(3.4, 4.1, 4.058355091383812)","(1.9, 2.16, 2.153350751143044)","(4.0, 4.7, 4.681669691470055)","(91.0, 180.0, 171.66666666666666)","(51.0, 90.0, 87.72727272727273)"
08-01-2023 15:54:39.285557,"(61.0, 95.0, 91.66666666666667)","(15.0, 20.0, 19.267605633802816)","(3.4, 4.1, 4.040019011406844)","(1.9, 2.16, 2.153157894736842)","(4.0, 4.7, 4.691635687732342)","(91.0, 180.0, 170.5263157894737)","(51.0, 90.0, 88.63636363636364)"
08-01-2023 15:54:40.262767,"(61.0, 95.0, 93.0)","(15.0, 19.0, 18.84)","(3.4, 4.1, 4.035008517887563)","(1.9, 2.18, 2.1718677685950416)","(4.0, 4.8, 4.707906976744186)","(91.0, 170.0, 168.8235294117647)","(51.0, 90.0, 88.63636363636364)"
08-01-2023 15:54:41.288700,"(61.0, 95.0, 94.375)","(15.0, 19.0, 18.84)","(3.4, 4.1, 4.0347305389221555)","(1.9, 2.18, 2.1639162727886565)","(4.0, 4.8, 4.731349206349206)","(91.0, 170.0, 166.66666666666666)","(51.0, 90.0, 88.63636363636364)"
08-01-2023 15:54:42.243038,"(61.0, 100.0, 92.5925925925926)","(15.0, 19.0, 18.905797101449274)","(3.4, 4.1, 4.029935720844811)","(1.9, 2.18, 2.1639162727886565)","(4.0, 4.8, 4.731349206349206)","(91.0, 170.0, 166.66666666666666)","(51.0, 90.0, 88.63636363636364)"
08-01-2023 15:54:43.178059,"(61.0, 100.0, 94.28571428571429)","(15.0, 19.0, 18.8943661971831)","(3.4, 4.1, 4.039652317880795)","(1.9, 2.16, 2.1571982116244413)","(4.0, 4.8, 4.738214285714286)","(91.0, 170.0, 166.66666666666666)","(51.0, 90.0, 88.18181818181819)"
08-01-2023 15:54:44.117823,"(61.0, 100.0, 96.0)","(15.0, 19.0, 18.8943661971831)","(3.4, 4.1, 4.041019417475728)","(1.9, 2.16, 2.1577453987730064)","(4.0, 4.8, 4.750502512562814)","(91.0, 170.0, 168.66666666666666)","(51.0, 90.0, 87.14285714285714)"
08-01-2023 15:54:45.080421,"(61.0, 100.0, 96.0)","(15.0, 19.0, 18.895833333333332)","(3.4, 4.1, 4.0399331662489555)","(1.9, 2.16, 2.149211746522411)","(4.0, 4.8, 4.771475409836065)","(91.0, 170.0, 164.0)","(51.0, 90.0, 91.66666666666667)"
08-01-2023 15:54:46.066370,"(61.0, 100.0, 95.45454545454545)","(15.0, 19.5, 19.048076923076923)","(3.4, 4.1, 4.041479634247714)","(1.9, 2.16, 2.14)","(4.0, 4.8, 4.776225490196079)","(91.0, 180.0, 168.46153846153845)","(51.0, 95.0, 91.66666666666667)"
08-01-2023 15:54:46.992280,"(61.0, 100.0, 94.83870967741936)","(15.0, 19.5, 19.161971830985916)","(3.4, 4.1, 4.0606177606177605)","(1.9, 2.14, 2.1381931464174455)","(4.0, 4.8, 4.782058047493404)","(91.0, 190.0, 165.2941176470588)","(51.0, 95.0, 87.6923076923077)"
08-01-2023 15:54:47.986184,"(61.0, 100.0, 94.48275862068965)","(15.0, 19.5, 19.169014084507044)","(3.4, 4.1, 4.059523809523809)","(1.9, 2.14, 2.134653077224618)","(4.0, 4.8, 4.815235457063712)","(91.0, 190.0, 167.89473684210526)","(51.0, 90.0, 88.63636363636364)"
08-01-2023 15:54:48.936516,"(61.0, 100.0, 95.15151515151516)","(15.0, 19.5, 19.25)","(3.4, 4.1, 4.078626943005181)","(1.9, 2.14, 2.134653077224618)","(4.0, 4.9, 4.8153203342618385)","(91.0, 190.0, 166.66666666666666)","(51.0, 90.0, 82.29508196721312)"
08-01-2023 15:54:49.908634,"(61.0, 100.0, 95.15151515151516)","(15.0, 19.5, 19.25)","(3.4, 4.1, 4.078626943005181)","(1.9, 2.14, 2.1369652650822673)","(4.0, 4.9, 4.776688453159041)","(91.0, 190.0, 166.66666666666666)","(51.0, 85.0, 82.33870967741936)"
08-01-2023 15:54:50.873368,"(61.0, 100.0, 95.15151515151516)","(15.0, 19.5, 19.28440366972477)","(3.4, 4.2, 4.10943396226415)","(1.9, 2.14, 2.1369652650822673)","(4.0, 4.8, 4.776688453159041)","(91.0, 190.0, 166.66666666666666)","(51.0, 85.0, 82.3015873015873)"
08-01-2023 15:54:51.869060,"(61.0, 100.0, 95.15151515151516)","(15.0, 19.5, 19.28240740740741)","(3.4, 4.2, 4.1161648177496035)","(1.9, 2.14, 2.1326323071601525)","(4.0, 4.8, 4.77728237791932)","(91.0, 190.0, 166.66666666666666)","(51.0, 85.0, 82.3015873015873)"
08-01-2023 15:54:52.882998,"(61.0, 100.0, 95.15151515151516)","(15.0, 19.5, 19.28240740740741)","(3.4, 4.2, 4.11591263650546)","(1.9, 2.14, 2.1314833659491197)","(4.0, 4.8, 4.786861313868613)","(91.0, 190.0, 170.0)","(51.0, 85.0, 82.38461538461539)"
08-01-2023 15:54:53.819457,"(61.0, 100.0, 96.66666666666667)","(15.0, 19.5, 19.272321428571427)","(3.4, 4.2, 4.119773095623986)","(1.9, 2.14, 2.1303660714285715)","(4.0, 4.8, 4.786861313868613)","(91.0, 190.0, 170.0)","(51.0, 85.0, 82.34848484848484)"
08-01-2023 15:54:54.754553,"(61.0, 100.0, 96.66666666666667)","(15.0, 19.5, 19.277272727272727)","(3.4, 4.2, 4.1139925373134325)","(1.9, 2.14, 2.1305624731644484)","(4.0, 4.8, 4.772207792207793)","(91.0, 190.0, 170.0)","(51.0, 85.0, 82.38805970149254)"
08-01-2023 15:54:55.785737,"(61.0, 120.0, 118.21428571428572)","(15.0, 19.5, 19.277272727272727)","(3.4, 4.2, 4.122222222222222)","(1.9, 2.14, 2.130530401034929)","(4.0, 4.8, 4.7694117647058825)","(91.0, 190.0, 170.0)","(51.0, 85.0, 82.34848484848484)"
08-01-2023 15:54:56.754003,"(61.0, 110.0, 98.0)","(15.0, 19.5, 19.27127659574468)","(3.4, 4.2, 4.122310756972111)","(1.9, 2.14, 2.130530401034929)","(4.0, 4.8, 4.7694117647058825)","(91.0, 190.0, 171.73913043478262)","(51.0, 85.0, 82.34848484848484)"
08-01-2023 15:54:57.697079,"(61.0, 100.0, 97.0)","(15.0, 19.5, 19.23780487804878)","(3.4, 4.2, 4.122287968441815)","(1.9, 2.14, 2.133873563218391)","(4.0, 4.8, 4.7694117647058825)","(91.0, 190.0, 170.58823529411765)","(51.0, 85.0, 81.60714285714286)"
08-01-2023 15:54:58.609377,"(61.0, 95.0, 93.17073170731707)","(15.0, 19.0, 18.983695652173914)","(3.4, 4.2, 4.126355140186916)","(1.9, 2.16, 2.143079200592154)","(4.0, 4.7, 4.6888030888030885)","(91.0, 180.0, 169.33333333333334)","(51.0, 85.0, 81.60714285714286)"
08-01-2023 15:54:59.545292,"(61.0, 95.0, 93.17073170731707)","(15.0, 19.5, 19.151515151515152)","(3.4, 4.2, 4.123929961089494)","(1.9, 2.16, 2.1443432835820895)","(4.0, 4.8, 4.742045454545455)","(91.0, 180.0, 166.66666666666666)","(51.0, 85.0, 79.16666666666667)"
08-01-2023 15:55:00.571468,"(61.0, 95.0, 93.17073170731707)","(15.0, 19.5, 19.151515151515152)","(3.4, 4.2, 4.161849710982659)","(1.9, 2.16, 2.1364939673527323)","(4.0, 4.8, 4.761635220125786)","(91.0, 180.0, 168.8)","(51.0, 80.0, 79.8)"
08-01-2023 15:55:01.514203,"(61.0, 95.0, 93.35164835164835)","(15.0, 19.5, 19.301204819277107)","(3.4, 4.2, 4.1637956204379565)","(1.9, 2.14, 2.1364939673527323)","(4.0, 4.8, 4.758316221765914)","(91.0, 180.0, 168.8)","(51.0, 80.0, 76.32947976878613)"
08-01-2023 15:55:02.488971,"(61.0, 95.0, 93.3695652173913)","(15.0, 19.5, 19.182291666666668)","(3.4, 4.2, 4.162438220757825)","(1.9, 2.16, 2.1367170401250655)","(4.0, 4.8, 4.75012987012987)","(91.0, 180.0, 166.66666666666666)","(51.0, 85.0, 79.79166666666667)"
08-01-2023 15:55:03.529571,"(61.0, 95.0, 93.3695652173913)","(15.0, 19.5, 19.200534759358288)","(3.4, 4.2, 4.16410835214447)","(1.9, 2.14, 2.1362272727272726)","(4.0, 4.8, 4.698991172761665)","(91.0, 180.0, 167.27272727272728)","(51.0, 80.0, 79.8)"
08-01-2023 15:55:04.560447,"(61.0, 95.0, 93.46153846153847)","(15.0, 19.5, 19.201219512195124)","(3.4, 4.2, 4.168082524271845)","(1.9, 2.14, 2.139273066169618)","(4.0, 4.7, 4.750273822562979)","(91.0, 180.0, 167.27272727272728)","(51.0, 80.0, 80.97297297297297)"
08-01-2023 15:55:05.586742,"(61.0, 95.0, 93.46153846153847)","(15.0, 19.5, 19.13953488372093)","(3.4, 4.2, 4.168082524271845)","(1.9, 2.16, 2.139273066169618)","(4.0, 4.8, 4.5949919224555735)","(91.0, 180.0, 166.66666666666666)","(51.0, 85.0, 86.25)"
08-01-2023 15:55:06.598569,"(61.0, 95.0, 93.49462365591398)","(15.0, 19.5, 19.228395061728396)","(3.4, 4.2, 4.166265060240963)","(1.9, 2.16, 2.147765326301912)","(4.0, 4.6, 4.594161958568738)","(91.0, 180.0, 166.66666666666666)","(51.0, 90.0, 87.10526315789474)"
08-01-2023 15:55:07.537084,"(61.0, 95.0, 93.49462365591398)","(15.0, 20.0, 19.590604026845636)","(3.4, 4.2, 4.1670910871694415)","(1.9, 2.16, 2.147765326301912)","(4.0, 4.6, 4.594161958568738)","(91.0, 180.0, 170.0)","(51.0, 90.0, 85.41666666666667)"
08-01-2023 15:55:08.572824,"(61.0, 95.0, 93.62745098039215)","(15.0, 20.0, 19.63905325443787)","(3.4, 4.2, 4.171428571428572)","(1.9, 2.16, 2.1478920570264766)","(4.0, 4.6, 4.5949919224555735)","(91.0, 180.0, 170.0)","(51.0, 90.0, 89.64539007092199)"
08-01-2023 15:55:09.524425,"(61.0, 95.0, 93.62745098039215)","(15.0, 20.0, 19.655882352941177)","(3.4, 4.2, 4.1602209944751385)","(1.9, 2.16, 2.1478238607270868)","(4.0, 4.6, 4.6370813397129185)","(91.0, 180.0, 170.0)","(51.0, 90.0, 89.18032786885246)"
08-01-2023 15:55:10.459290,"(61.0, 95.0, 93.64077669902913)","(15.0, 20.0, 19.61764705882353)","(3.4, 4.2, 4.160184331797235)","(1.9, 2.16, 2.14795643153527)","(4.0, 4.7, 4.635221674876847)","(91.0, 180.0, 170.66666666666666)","(51.0, 90.0, 86.08108108108108)"
08-01-2023 15:55:11.391176,"(61.0, 95.0, 93.67924528301887)","(15.0, 20.0, 19.653846153846153)","(3.4, 4.2, 4.162694300518135)","(1.9, 2.16, 2.147441860465116)","(4.0, 4.7, 4.652656104380243)","(91.0, 180.0, 170.66666666666666)","(51.0, 90.0, 86.08108108108108)"
08-01-2023 15:55:12.333235,"(61.0, 95.0, 93.67924528301887)","(15.0, 20.0, 19.653846153846153)","(3.4, 4.2, 4.16115107913669)","(1.9, 2.16, 2.1543035343035344)","(3.9, 4.7, 4.578115942028985)","(91.0, 180.0, 166.0)","(51.0, 90.0, 86.0)"
08-01-2023 15:55:13.257894,"(61.0, 95.0, 93.67924528301887)","(15.0, 19.5, 19.406779661016948)","(3.4, 4.2, 4.167596390484003)","(1.9, 2.16, 2.1555045118949963)","(3.9, 4.6, 4.578115942028985)","(91.0, 180.0, 166.0)","(51.0, 90.0, 86.0)"
08-01-2023 15:55:14.253287,"(61.0, 95.0, 93.70370370370371)","(15.0, 19.5, 19.416666666666668)","(3.4, 4.2, 4.162910798122065)","(1.9, 2.16, 2.1633500501504517)","(3.9, 4.6, 4.574545454545454)","(91.0, 170.0, 168.1818181818182)","(51.0, 85.0, 84.42748091603053)"
08-01-2023 15:55:15.237948,"(61.0, 95.0, 93.72727272727273)","(15.0, 19.5, 19.42361111111111)","(3.4, 4.2, 4.162309160305344)","(1.9, 2.18, 2.1671000855431997)","(3.9, 4.6, 4.575827338129496)","(91.0, 170.0, 168.33333333333334)","(51.0, 85.0, 84.21428571428571)"
08-01-2023 15:55:16.242193,"(61.0, 95.0, 93.76106194690266)","(15.0, 19.5, 19.435294117647057)","(3.4, 4.2, 4.164536453645365)","(1.9, 2.18, 2.164674796747968)","(3.9, 4.6, 4.575728155339806)","(91.0, 170.0, 168.33333333333334)","(51.0, 85.0, 84.22535211267606)"
08-01-2023 15:55:17.227873,"(61.0, 95.0, 93.78260869565217)","(15.0, 19.5, 19.435294117647057)","(3.4, 4.2, 4.162401402278703)","(1.9, 2.18, 2.164674796747968)","(3.9, 4.6, 4.5679572763684915)","(91.0, 170.0, 168.33333333333334)","(51.0, 85.0, 84.25)"
08-01-2023 15:55:18.217934,"(61.0, 95.0, 93.78260869565217)","(15.0, 20.0, 19.601626016260163)","(3.4, 4.2, 4.161559139784946)","(1.9, 2.18, 2.1708937198067635)","(3.9, 4.6, 4.576950354609929)","(91.0, 170.0, 168.33333333333334)","(51.0, 85.0, 84.27536231884058)"
08-01-2023 15:55:19.248670,"(61.0, 95.0, 93.78260869565217)","(15.0, 20.0, 19.598360655737704)","(3.4, 4.2, 4.161351351351351)","(1.9, 2.18, 2.1708328267477204)","(3.9, 4.6, 4.575874125874126)","(91.0, 170.0, 168.33333333333334)","(51.0, 85.0, 84.27536231884058)"
08-01-2023 15:55:20.337288,"(61.0, 95.0, 93.78260869565217)","(15.0, 20.0, 19.598360655737704)","(3.4, 4.2, 4.163520408163265)","(1.9, 2.18, 2.171513787281936)","(3.9, 4.6, 4.571700680272109)","(91.0, 170.0, 168.57142857142858)","(51.0, 85.0, 84.32142857142857)"
08-01-2023 15:55:21.301027,"(61.0, 95.0, 93.8135593220339)","(15.0, 20.0, 19.644927536231883)","(3.4, 4.2, 4.163520408163265)","(1.9, 2.18, 2.171513787281936)","(3.9, 4.6, 4.579030144167759)","(91.0, 170.0, 168.57142857142858)","(51.0, 85.0, 84.31654676258992)"
08-01-2023 15:55:22.234004,"(61.0, 95.0, 93.8135593220339)","(15.0, 20.0, 19.639705882352942)","(3.4, 4.2, 4.163489361702128)","(1.9, 2.18, 2.1714994363021423)","(3.9, 4.6, 4.579030144167759)","(91.0, 170.0, 168.57142857142858)","(51.0, 85.0, 84.33566433566433)"
08-01-2023 15:55:23.172691,"(61.0, 95.0, 93.85245901639344)","(15.0, 20.0, 19.67763157894737)","(3.4, 4.2, 4.165093572009764)","(1.9, 2.18, 2.1720839895013127)","(3.9, 4.6, 4.580746089049338)","(91.0, 170.0, 168.75)","(51.0, 85.0, 84.33566433566433)"
08-01-2023 15:55:24.125719,"(61.0, 95.0, 93.85245901639344)","(15.0, 20.0, 19.67763157894737)","(3.4, 4.2, 4.165312753858651)","(1.9, 2.18, 2.1720839895013127)","(3.9, 4.6, 4.580746089049338)","(91.0, 170.0, 168.75)","(51.0, 85.0, 84.33566433566433)"
08-01-2023 15:55:25.035170,"(61.0, 95.0, 93.85245901639344)","(15.0, 20.0, 19.67763157894737)","(3.4, 4.2, 4.1650858544562555)","(1.9, 2.18, 2.1718442401298)","(3.9, 4.6, 4.580746089049338)","(91.0, 170.0, 169.0)","(51.0, 85.0, 84.47368421052632)"
08-01-2023 15:55:25.977210,"(61.0, 95.0, 93.85245901639344)","(15.0, 20.0, 19.67549668874172)","(3.4, 4.2, 4.1650858544562555)","(1.9, 2.2, 2.1793206881340983)","(3.9, 4.6, 4.584142394822006)","(91.0, 170.0, 168.94736842105263)","(51.0, 85.0, 84.47368421052632)"
08-01-2023 15:55:26.970475,"(61.0, 95.0, 93.84297520661157)","(15.0, 20.0, 19.701219512195124)","(3.4, 4.2, 4.164386989157632)","(1.9, 2.2, 2.1793206881340983)","(3.9, 4.6, 4.563960639606396)","(91.0, 170.0, 168.94736842105263)","(51.0, 85.0, 84.47368421052632)"
