,Jimmyjoe,Rock Fisherman,True Confessions,Boom Nz,Whats Your Secret Nz,Cassius Deck,Yesnomaybeso,Glenavril King,Louis Litt Nz,Lochiel Nz
07-01-2023 18:44:29.330505,"(8.5, 11.0, 10.2)","(6.5, 7.6, 7.057142857142857)","(26.0, 100.0, 73.0)","(2.45, 99999, 99990)","(4.0, 99999, 99990)","(5.5, 7.8, 7.68)","(71.0, 190.0, 170.0)","(26.0, 90.0, 72.75)","(41.0, 99999, 99990)","(26.0, 99999, 99990)"
07-01-2023 18:44:30.511485,"(8.5, 11.0, 10.2)","(6.5, 7.6, 7.048)","(26.0, 95.0, 73.0)","(2.45, 99999, 99990)","(4.0, 99999, 99990)","(5.5, 7.8, 6.43125)","(71.0, 190.0, 162.22222222222223)","(26.0, 85.0, 72.75)","(41.0, 99999, 99990)","(26.0, 99999, 99990)"
07-01-2023 18:44:31.738436,"(8.5, 11.0, 10.2)","(6.5, 7.6, 7.057142857142857)","(26.0, 95.0, 88.375)","(2.45, 99999, 99990)","(4.0, 99999, 99990)","(5.5, 6.6, 6.43125)","(71.0, 180.0, 162.22222222222223)","(26.0, 85.0, 61.5)","(41.0, 99999, 99990)","(26.0, 99999, 99990)"
07-01-2023 18:44:32.986474,"(8.5, 11.0, 10.2)","(6.5, 7.6, 7.057142857142857)","(26.0, 95.0, 69.5)","(2.45, 99999, 99990)","(4.0, 99999, 99990)","(5.5, 6.6, 6.43125)","(71.0, 180.0, 162.22222222222223)","(26.0, 85.0, 61.5)","(41.0, 99999, 99990)","(26.0, 99999, 99990)"
07-01-2023 18:44:34.299382,"(8.5, 11.0, 10.2)","(6.5, 7.6, 7.337931034482758)","(26.0, 95.0, 69.5)","(2.45, 99999, 99990)","(4.0, 99999, 99990)","(5.5, 6.6, 6.43125)","(71.0, 180.0, 162.22222222222223)","(26.0, 85.0, 61.5)","(41.0, 99999, 99990)","(26.0, 99999, 99990)"
07-01-2023 18:44:35.601416,"(8.5, 11.0, 10.755555555555556)","(6.5, 7.6, 7.337931034482758)","(26.0, 95.0, 78.66666666666666)","(2.45, 99999, 99990)","(4.0, 99999, 99990)","(5.5, 6.6, 6.275)","(71.0, 180.0, 162.22222222222223)","(26.0, 85.0, 61.5)","(41.0, 99999, 99990)","(26.0, 99999, 99990)"
07-01-2023 18:44:36.911174,"(8.5, 11.0, 10.75)","(6.5, 7.6, 7.104347826086957)","(26.0, 95.0, 81.57142857142857)","(2.45, 99999, 99990)","(4.0, 99999, 99990)","(5.5, 6.4, 5.925000000000001)","(71.0, 180.0, 162.22222222222223)","(26.0, 85.0, 61.5)","(41.0, 99999, 99990)","(26.0, 99999, 99990)"
07-01-2023 18:44:38.324309,"(8.5, 11.0, 10.485714285714286)","(6.5, 7.6, 7.104347826086957)","(26.0, 95.0, 76.2)","(2.45, 99999, 99990)","(4.0, 99999, 99990)","(5.5, 6.6, 6.2)","(71.0, 180.0, 162.22222222222223)","(26.0, 85.0, 52.33333333333333)","(41.0, 99999, 99990)","(26.0, 99999, 99990)"
07-01-2023 18:44:39.631569,"(8.5, 11.0, 10.2)","(6.5, 7.6, 7.104347826086957)","(26.0, 95.0, 65.0)","(2.45, 99999, 99990)","(4.0, 99999, 99990)","(5.5, 6.4, 5.725)","(71.0, 180.0, 162.22222222222223)","(26.0, 85.0, 73.25)","(41.0, 99999, 99990)","(26.0, 99999, 99990)"
07-01-2023 18:44:40.882708,"(8.5, 11.0, 10.2)","(6.5, 7.6, 7.104347826086957)","(26.0, 95.0, 65.0)","(2.45, 99999, 99990)","(4.0, 99999, 99990)","(5.5, 6.4, 6.036363636363636)","(71.0, 180.0, 162.22222222222223)","(26.0, 85.0, 62.5)","(41.0, 99999, 99990)","(26.0, 99999, 99990)"
07-01-2023 18:44:42.102304,"(8.5, 11.0, 10.2)","(6.5, 7.6, 7.057142857142857)","(26.0, 95.0, 65.0)","(2.45, 99999, 99990)","(4.0, 99999, 99990)","(5.5, 6.2, 5.607142857142857)","(71.0, 180.0, 162.22222222222223)","(26.0, 85.0, 62.5)","(41.0, 99999, 99990)","(26.0, 99999, 99990)"
07-01-2023 18:44:43.337535,"(8.5, 11.0, 10.542857142857143)","(6.5, 7.6, 7.337931034482758)","(26.0, 95.0, 65.0)","(2.45, 99999, 99990)","(4.0, 99999, 99990)","(5.5, 5.8, 5.8)","(71.0, 180.0, 162.22222222222223)","(26.0, 85.0, 62.5)","(41.0, 99999, 99990)","(26.0, 99999, 99990)"
07-01-2023 18:44:44.666936,"(8.5, 11.0, 10.2)","(6.5, 7.6, 7.232258064516129)","(26.0, 95.0, 65.0)","(2.45, 99999, 99990)","(4.0, 99999, 99990)","(5.5, 6.2, 5.72)","(71.0, 180.0, 162.22222222222223)","(26.0, 85.0, 62.5)","(41.0, 99999, 99990)","(26.0, 99999, 99990)"
07-01-2023 18:44:45.980021,"(8.5, 11.0, 10.0)","(6.5, 7.6, 7.057142857142857)","(26.0, 95.0, 65.0)","(2.45, 99999, 99990)","(4.0, 99999, 99990)","(5.5, 6.2, 6.032558139534884)","(71.0, 180.0, 162.22222222222223)","(31.0, 85.0, 62.5)","(41.0, 99999, 99990)","(26.0, 99999, 99990)"
07-01-2023 18:44:47.318902,"(8.5, 11.0, 10.672727272727272)","(6.5, 7.6, 7.057142857142857)","(26.0, 95.0, 77.0)","(2.45, 99999, 99990)","(4.0, 99999, 99990)","(5.5, 6.2, 5.8)","(71.0, 180.0, 162.22222222222223)","(31.0, 85.0, 67.0)","(41.0, 99999, 99990)","(26.0, 99999, 99990)"
07-01-2023 18:44:48.632291,"(8.5, 11.0, 10.2)","(6.5, 7.6, 7.144)","(26.0, 95.0, 77.0)","(2.45, 99999, 99990)","(4.0, 99999, 99990)","(5.5, 6.2, 6.890000000000001)","(71.0, 180.0, 162.22222222222223)","(31.0, 85.0, 70.0)","(41.0, 99999, 99990)","(26.0, 99999, 99990)"
07-01-2023 18:44:49.906320,"(8.5, 11.0, 10.2)","(6.5, 7.6, 7.144)","(26.0, 95.0, 77.0)","(2.45, 99999, 99990)","(4.0, 99999, 99990)","(5.5, 7.4, 6.92)","(71.0, 180.0, 162.22222222222223)","(31.0, 80.0, 61.0)","(41.0, 99999, 99990)","(26.0, 99999, 99990)"
07-01-2023 18:44:51.188151,"(8.5, 11.0, 10.2)","(6.5, 7.6, 7.144)","(26.0, 95.0, 77.0)","(2.45, 99999, 99990)","(4.0, 99999, 99990)","(5.5, 7.0, 5.855555555555556)","(71.0, 180.0, 162.22222222222223)","(31.0, 75.0, 61.0)","(41.0, 99999, 99990)","(26.0, 99999, 99990)"
07-01-2023 18:44:52.423737,"(8.5, 11.0, 10.2)","(6.5, 7.6, 7.144)","(26.0, 95.0, 77.0)","(2.45, 99999, 99990)","(4.0, 99999, 99990)","(5.5, 5.9, 7.270588235294118)","(71.0, 180.0, 162.22222222222223)","(31.0, 75.0, 61.0)","(41.0, 99999, 99990)","(26.0, 99999, 99990)"
07-01-2023 18:44:53.639727,"(8.5, 12.0, 10.56)","(6.5, 7.6, 7.088888888888889)","(26.0, 95.0, 77.0)","(2.45, 99999, 99990)","(4.0, 99999, 99990)","(5.5, 7.6, 6.2444444444444445)","(71.0, 180.0, 213.75)","(31.0, 75.0, 60.0)","(41.0, 99999, 99990)","(26.0, 99999, 99990)"
07-01-2023 18:44:54.889920,"(8.5, 12.0, 11.120000000000001)","(6.5, 7.6, 7.088888888888889)","(26.0, 120.0, 73.33333333333333)","(2.45, 99999, 99990)","(4.0, 99999, 99990)","(5.5, 6.4, 6.085714285714285)","(71.0, 230.0, 193.33333333333334)","(31.0, 100.0, 63.2)","(41.0, 99999, 99990)","(26.0, 99999, 99990)"
07-01-2023 18:44:56.172465,"(8.5, 11.5, 11.341666666666667)","(6.5, 7.6, 7.104347826086957)","(26.0, 110.0, 65.0)","(2.45, 99999, 99990)","(4.0, 99999, 99990)","(5.5, 6.2, 6.0)","(71.0, 220.0, 193.33333333333334)","(31.0, 95.0, 53.75)","(41.0, 99999, 99990)","(26.0, 99999, 99990)"
07-01-2023 18:44:57.474405,"(8.5, 12.0, 11.485714285714286)","(6.5, 7.6, 7.104347826086957)","(26.0, 110.0, 65.0)","(2.45, 99999, 99990)","(4.0, 99999, 99990)","(5.5, 6.2, 5.897142857142857)","(71.0, 220.0, 193.33333333333334)","(31.0, 95.0, 53.75)","(41.0, 99999, 99990)","(26.0, 99999, 99990)"
07-01-2023 18:44:58.765513,"(8.5, 15.5, 11.833333333333334)","(6.5, 7.6, 7.088888888888889)","(26.0, 110.0, 65.0)","(2.45, 99999, 99990)","(4.0, 99999, 99990)","(5.5, 6.0, 5.833333333333333)","(71.0, 220.0, 193.33333333333334)","(31.0, 95.0, 53.75)","(41.0, 99999, 99990)","(26.0, 99999, 99990)"
07-01-2023 18:45:00.048833,"(8.5, 14.5, 11.833333333333334)","(6.5, 7.6, 7.088888888888889)","(26.0, 110.0, 65.0)","(2.45, 99999, 99990)","(4.0, 99999, 99990)","(5.5, 5.9, 5.733333333333333)","(71.0, 220.0, 193.33333333333334)","(31.0, 95.0, 53.75)","(41.0, 99999, 99990)","(26.0, 99999, 99990)"
07-01-2023 18:45:01.309831,"(8.5, 14.0, 12.75)","(6.5, 7.6, 7.104347826086957)","(26.0, 110.0, 88.0)","(2.45, 99999, 99990)","(4.0, 99999, 99990)","(5.5, 5.8, 5.706818181818182)","(71.0, 220.0, 193.33333333333334)","(31.0, 95.0, 71.4)","(41.0, 99999, 99990)","(26.0, 99999, 99990)"
07-01-2023 18:45:02.594356,"(8.5, 14.0, 13.25)","(6.5, 7.6, 7.104347826086957)","(26.0, 110.0, 78.0)","(2.45, 99999, 99990)","(4.0, 99999, 99990)","(5.5, 5.8, 5.635714285714285)","(71.0, 220.0, 204.44444444444446)","(31.0, 95.0, 71.4)","(41.0, 99999, 99990)","(26.0, 99999, 99990)"
07-01-2023 18:45:03.868430,"(8.5, 14.5, 13.0)","(6.5, 7.6, 7.104347826086957)","(26.0, 110.0, 78.0)","(2.45, 99999, 99990)","(4.0, 99999, 99990)","(5.5, 5.7, 5.589655172413793)","(71.0, 220.0, 204.44444444444446)","(31.0, 95.0, 71.4)","(41.0, 99999, 99990)","(26.0, 99999, 99990)"
07-01-2023 18:45:05.098403,"(8.5, 14.0, 13.0)","(6.5, 7.6, 7.104347826086957)","(26.0, 110.0, 78.0)","(2.45, 99999, 99990)","(4.0, 99999, 99990)","(5.5, 5.7, 5.589655172413793)","(71.0, 220.0, 204.44444444444446)","(31.0, 95.0, 71.4)","(41.0, 99999, 99990)","(26.0, 99999, 99990)"
07-01-2023 18:45:06.368138,"(8.5, 14.0, 13.0)","(6.5, 7.6, 7.104347826086957)","(26.0, 110.0, 92.28571428571429)","(2.45, 99999, 99990)","(4.0, 99999, 99990)","(5.5, 5.7, 5.57027027027027)","(71.0, 220.0, 204.44444444444446)","(31.0, 95.0, 63.5)","(41.0, 99999, 99990)","(26.0, 99999, 99990)"
07-01-2023 18:45:07.558195,"(8.5, 14.0, 12.8)","(6.5, 7.6, 7.104347826086957)","(26.0, 110.0, 70.0)","(2.45, 99999, 99990)","(4.0, 99999, 99990)","(5.5, 5.6, 5.513333333333334)","(71.0, 220.0, 204.44444444444446)","(31.0, 95.0, 63.5)","(41.0, 99999, 99990)","(26.0, 99999, 99990)"
07-01-2023 18:45:08.770410,"(8.5, 13.5, 13.0)","(6.5, 7.6, 7.104347826086957)","(26.0, 110.0, 70.0)","(2.45, 99999, 99990)","(4.0, 99999, 99990)","(5.5, 5.5, 5.4)","(71.0, 220.0, 204.44444444444446)","(31.0, 95.0, 64.5)","(41.0, 99999, 99990)","(26.0, 99999, 99990)"
07-01-2023 18:45:10.050506,"(8.5, 14.0, 13.0)","(6.5, 7.6, 7.104347826086957)","(26.0, 110.0, 70.0)","(2.45, 99999, 99990)","(4.0, 99999, 99990)","(5.5, 5.5, 5.341379310344828)","(71.0, 220.0, 204.44444444444446)","(31.0, 95.0, 64.5)","(41.0, 99999, 99990)","(26.0, 99999, 99990)"
07-01-2023 18:45:11.362621,"(8.5, 14.0, 13.0)","(6.5, 7.6, 7.104347826086957)","(26.0, 110.0, 70.0)","(2.45, 99999, 99990)","(4.0, 99999, 99990)","(5.5, 5.4, 5.3136363636363635)","(71.0, 220.0, 204.44444444444446)","(31.0, 95.0, 91.33333333333334)","(41.0, 99999, 99990)","(26.0, 99999, 99990)"
07-01-2023 18:45:12.671482,"(8.5, 14.0, 13.0)","(6.5, 7.6, 7.104347826086957)","(26.0, 110.0, 92.85714285714286)","(2.45, 99999, 99990)","(4.0, 99999, 99990)","(5.5, 5.4, 5.248275862068965)","(71.0, 220.0, 204.44444444444446)","(31.0, 120.0, 72.0)","(41.0, 99999, 99990)","(26.0, 99999, 99990)"
07-01-2023 18:45:14.002403,"(8.5, 14.0, 13.0)","(6.5, 7.6, 7.104347826086957)","(26.0, 110.0, 80.0)","(2.45, 99999, 99990)","(4.0, 99999, 99990)","(5.5, 5.3, 5.248275862068965)","(71.0, 220.0, 204.44444444444446)","(31.0, 110.0, 72.0)","(41.0, 99999, 99990)","(26.0, 99999, 99990)"
07-01-2023 18:45:15.350506,"(8.5, 14.0, 13.0)","(6.5, 7.6, 7.104347826086957)","(26.0, 110.0, 80.0)","(2.45, 99999, 99990)","(4.0, 99999, 99990)","(5.5, 5.3, 5.134482758620689)","(71.0, 220.0, 204.44444444444446)","(31.0, 110.0, 85.33333333333334)","(41.0, 99999, 99990)","(26.0, 99999, 99990)"
07-01-2023 18:45:16.788389,"(8.5, 14.0, 11.333333333333334)","(6.5, 7.6, 7.104347826086957)","(26.0, 110.0, 86.0)","(2.45, 99999, 99990)","(4.0, 99999, 99990)","(5.5, 5.2, 5.1410256410256405)","(71.0, 220.0, 204.44444444444446)","(31.0, 110.0, 76.0)","(41.0, 99999, 99990)","(26.0, 99999, 99990)"
07-01-2023 18:45:18.228398,"(8.5, 12.0, 11.333333333333334)","(6.5, 7.6, 7.104347826086957)","(26.0, 110.0, 86.0)","(2.45, 99999, 99990)","(4.0, 99999, 99990)","(5.5, 5.2, 5.078571428571428)","(71.0, 220.0, 212.0)","(31.0, 95.0, 67.5)","(41.0, 99999, 99990)","(26.0, 99999, 99990)"
07-01-2023 18:45:19.622759,"(8.5, 12.0, 11.333333333333334)","(6.5, 7.6, 7.254545454545455)","(26.0, 110.0, 73.33333333333333)","(2.45, 99999, 99990)","(4.0, 99999, 99990)","(5.5, 5.1, 5.096153846153846)","(71.0, 220.0, 222.5)","(31.0, 95.0, 65.0)","(41.0, 99999, 99990)","(26.0, 99999, 99990)"
07-01-2023 18:45:21.036817,"(8.5, 14.0, 13.166666666666666)","(6.5, 7.6, 7.254545454545455)","(26.0, 110.0, 73.33333333333333)","(2.45, 99999, 99990)","(4.0, 99999, 99990)","(5.5, 5.1, 5.181818181818182)","(71.0, 230.0, 224.0)","(31.0, 90.0, 66.0)","(41.0, 99999, 99990)","(26.0, 99999, 99990)"
07-01-2023 18:45:22.313973,"(8.5, 14.0, 12.777777777777779)","(6.5, 7.6, 7.254545454545455)","(26.0, 110.0, 73.33333333333333)","(2.45, 99999, 99990)","(4.0, 99999, 99990)","(5.5, 5.3, 5.181818181818182)","(71.0, 230.0, 224.0)","(31.0, 90.0, 66.0)","(41.0, 99999, 99990)","(26.0, 99999, 99990)"
07-01-2023 18:45:23.705383,"(8.5, 14.0, 12.777777777777779)","(6.5, 7.6, 7.254545454545455)","(26.0, 110.0, 73.33333333333333)","(2.45, 99999, 99990)","(4.0, 99999, 99990)","(5.5, 5.3, 5.248)","(71.0, 230.0, 224.0)","(31.0, 90.0, 66.0)","(41.0, 99999, 99990)","(26.0, 99999, 99990)"
07-01-2023 18:45:24.949180,"(8.5, 13.0, 11.2)","(6.5, 7.6, 7.254545454545455)","(26.0, 170.0, 83.75)","(2.45, 99999, 99990)","(4.0, 99999, 99990)","(5.5, 5.3, 5.154545454545454)","(71.0, 230.0, 224.0)","(31.0, 90.0, 66.0)","(41.0, 99999, 99990)","(26.0, 99999, 99990)"
07-01-2023 18:45:26.181279,"(8.5, 13.0, 10.857142857142858)","(6.5, 7.6, 7.104347826086957)","(26.0, 170.0, 83.75)","(2.45, 99999, 99990)","(4.0, 99999, 99990)","(5.5, 5.2, 5.26)","(71.0, 230.0, 224.0)","(31.0, 90.0, 66.0)","(41.0, 99999, 99990)","(26.0, 99999, 99990)"
07-01-2023 18:45:27.444078,"(8.5, 12.5, 11.5)","(6.5, 7.6, 7.104347826086957)","(26.0, 170.0, 83.75)","(2.45, 99999, 99990)","(4.0, 99999, 99990)","(5.5, 5.3, 5.2785714285714285)","(71.0, 230.0, 224.0)","(31.0, 90.0, 66.0)","(41.0, 99999, 99990)","(26.0, 99999, 99990)"
07-01-2023 18:45:28.672566,"(8.5, 12.5, 11.964285714285715)","(6.5, 7.6, 7.104347826086957)","(26.0, 170.0, 98.0)","(2.45, 99999, 99990)","(4.0, 99999, 99990)","(5.5, 5.4, 5.2785714285714285)","(71.0, 230.0, 224.0)","(31.0, 90.0, 66.0)","(41.0, 99999, 99990)","(26.0, 99999, 99990)"
07-01-2023 18:45:30.023962,"(8.5, 12.5, 11.5625)","(6.5, 6.8, 6.452941176470588)","(26.0, 170.0, 87.5)","(2.45, 99999, 99990)","(4.0, 99999, 99990)","(5.5, 5.4, 5.248)","(71.0, 230.0, 224.0)","(31.0, 90.0, 66.0)","(41.0, 99999, 99990)","(26.0, 99999, 99990)"
07-01-2023 18:45:31.474200,"(8.5, 12.5, 11.75)","(6.5, 6.8, 6.533333333333333)","(26.0, 170.0, 93.33333333333334)","(2.45, 99999, 99990)","(4.0, 99999, 99990)","(5.5, 5.3, 5.222222222222222)","(71.0, 230.0, 224.0)","(31.0, 90.0, 66.0)","(41.0, 99999, 99990)","(26.0, 99999, 99990)"
07-01-2023 18:45:32.823854,"(8.5, 12.5, 11.75)","(6.5, 6.8, 6.576744186046512)","(26.0, 170.0, 109.0)","(2.45, 99999, 99990)","(4.0, 99999, 99990)","(5.5, 5.3, 5.216)","(71.0, 230.0, 224.0)","(31.0, 90.0, 66.0)","(41.0, 99999, 99990)","(26.0, 99999, 99990)"
07-01-2023 18:45:34.128323,"(8.5, 12.5, 11.75)","(6.5, 6.8, 6.591304347826087)","(26.0, 170.0, 109.0)","(2.45, 99999, 99990)","(4.0, 99999, 99990)","(5.5, 5.3, 5.171428571428572)","(71.0, 230.0, 224.0)","(31.0, 90.0, 66.0)","(41.0, 99999, 99990)","(26.0, 99999, 99990)"
07-01-2023 18:45:35.318962,"(8.5, 12.5, 11.75)","(6.5, 6.8, 6.591304347826087)","(26.0, 170.0, 109.0)","(2.45, 99999, 99990)","(4.0, 99999, 99990)","(5.5, 5.2, 5.245454545454546)","(71.0, 230.0, 224.0)","(31.0, 90.0, 66.0)","(41.0, 99999, 99990)","(26.0, 99999, 99990)"
07-01-2023 18:45:36.724473,"(8.5, 12.0, 11.166666666666666)","(6.5, 6.8, 6.591304347826087)","(26.0, 170.0, 109.0)","(2.45, 99999, 99990)","(4.0, 99999, 99990)","(5.5, 5.4, 5.252941176470588)","(71.0, 230.0, 224.0)","(31.0, 90.0, 66.0)","(41.0, 99999, 99990)","(26.0, 99999, 99990)"
07-01-2023 18:45:38.063054,"(8.5, 12.0, 11.166666666666666)","(6.5, 6.8, 6.591304347826087)","(26.0, 170.0, 129.0)","(2.45, 99999, 99990)","(4.0, 99999, 99990)","(5.5, 5.4, 5.2827586206896555)","(71.0, 230.0, 224.0)","(31.0, 90.0, 79.33333333333333)","(41.0, 99999, 99990)","(26.0, 99999, 99990)"
07-01-2023 18:45:39.338915,"(8.5, 11.5, 11.166666666666666)","(6.5, 6.8, 6.591304347826087)","(26.0, 210.0, 154.39999999999998)","(2.45, 99999, 99990)","(4.0, 99999, 99990)","(5.5, 5.4, 5.26)","(71.0, 230.0, 360.0)","(31.0, 90.0, 67.0)","(41.0, 99999, 99990)","(26.0, 99999, 99990)"
07-01-2023 18:45:40.719805,"(8.5, 11.5, 11.166666666666666)","(6.5, 6.8, 6.591304347826087)","(26.0, 200.0, 120.0)","(2.45, 99999, 99990)","(4.0, 99999, 99990)","(5.5, 5.3, 5.26595744680851)","(71.0, 620.0, 356.6666666666667)","(31.0, 90.0, 67.0)","(41.0, 99999, 99990)","(26.0, 99999, 99990)"
07-01-2023 18:45:42.026737,"(8.5, 11.5, 11.166666666666666)","(6.5, 6.8, 6.591304347826087)","(26.0, 190.0, 84.28571428571428)","(2.45, 99999, 99990)","(4.0, 99999, 99990)","(5.5, 5.3, 5.36)","(71.0, 610.0, 353.3333333333333)","(31.0, 90.0, 67.0)","(41.0, 99999, 99990)","(26.0, 99999, 99990)"
07-01-2023 18:45:43.437986,"(8.5, 11.0, 10.777777777777779)","(6.5, 6.8, 6.68)","(26.0, 170.0, 110.0)","(2.45, 99999, 99990)","(4.0, 99999, 99990)","(5.5, 5.4, 5.314285714285715)","(71.0, 600.0, 410.0)","(31.0, 90.0, 67.0)","(41.0, 99999, 99990)","(26.0, 99999, 99990)"
