,Hot Asia,Kouta Marjen,Soda Helen,Cintas Gift,Alberts Magic,Reality Road,Soda Felix,Magnetic Man
10,"[datetime.datetime(2022, 11, 28, 15, 58, 46, 76893), 31.0, 130.0]","[datetime.datetime(2022, 11, 28, 15, 58, 46, 76893), 3.2, 4.4]","[datetime.datetime(2022, 11, 28, 15, 58, 46, 76893), 2.4, 3.65]","[datetime.datetime(2022, 11, 28, 15, 58, 46, 76893), 4.4, 7.4]","[datetime.datetime(2022, 11, 28, 15, 58, 46, 76893), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 15, 58, 46, 76893), 5.5, 9.8]","[datetime.datetime(2022, 11, 28, 15, 58, 46, 76893), 15.0, 60.0]","[datetime.datetime(2022, 11, 28, 15, 58, 46, 76893), 41.0, 260.0]"
11,"[datetime.datetime(2022, 11, 28, 15, 58, 47, 202796), 31.0, 130.0]","[datetime.datetime(2022, 11, 28, 15, 58, 47, 202796), 3.2, 4.4]","[datetime.datetime(2022, 11, 28, 15, 58, 47, 202796), 2.4, 3.65]","[datetime.datetime(2022, 11, 28, 15, 58, 47, 202796), 4.4, 7.4]","[datetime.datetime(2022, 11, 28, 15, 58, 47, 202796), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 15, 58, 47, 202796), 5.5, 9.8]","[datetime.datetime(2022, 11, 28, 15, 58, 47, 202796), 15.0, 60.0]","[datetime.datetime(2022, 11, 28, 15, 58, 47, 202796), 41.0, 260.0]"
12,"[datetime.datetime(2022, 11, 28, 15, 58, 48, 341669), 31.0, 130.0]","[datetime.datetime(2022, 11, 28, 15, 58, 48, 341669), 3.2, 4.4]","[datetime.datetime(2022, 11, 28, 15, 58, 48, 341669), 2.4, 3.65]","[datetime.datetime(2022, 11, 28, 15, 58, 48, 341669), 4.4, 7.4]","[datetime.datetime(2022, 11, 28, 15, 58, 48, 341669), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 15, 58, 48, 341669), 5.5, 9.8]","[datetime.datetime(2022, 11, 28, 15, 58, 48, 341669), 15.0, 60.0]","[datetime.datetime(2022, 11, 28, 15, 58, 48, 341669), 41.0, 260.0]"
13,"[datetime.datetime(2022, 11, 28, 15, 58, 49, 489672), 31.0, 130.0]","[datetime.datetime(2022, 11, 28, 15, 58, 49, 489672), 3.2, 4.4]","[datetime.datetime(2022, 11, 28, 15, 58, 49, 489672), 2.4, 3.65]","[datetime.datetime(2022, 11, 28, 15, 58, 49, 489672), 4.4, 7.4]","[datetime.datetime(2022, 11, 28, 15, 58, 49, 489672), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 15, 58, 49, 489672), 5.5, 9.8]","[datetime.datetime(2022, 11, 28, 15, 58, 49, 489672), 15.0, 60.0]","[datetime.datetime(2022, 11, 28, 15, 58, 49, 489672), 41.0, 260.0]"
14,"[datetime.datetime(2022, 11, 28, 15, 58, 50, 635853), 31.0, 130.0]","[datetime.datetime(2022, 11, 28, 15, 58, 50, 635853), 3.2, 4.4]","[datetime.datetime(2022, 11, 28, 15, 58, 50, 635853), 2.4, 3.65]","[datetime.datetime(2022, 11, 28, 15, 58, 50, 635853), 4.4, 7.4]","[datetime.datetime(2022, 11, 28, 15, 58, 50, 635853), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 15, 58, 50, 635853), 5.5, 9.8]","[datetime.datetime(2022, 11, 28, 15, 58, 50, 635853), 15.0, 60.0]","[datetime.datetime(2022, 11, 28, 15, 58, 50, 635853), 41.0, 260.0]"
15,"[datetime.datetime(2022, 11, 28, 15, 58, 51, 761150), 31.0, 130.0]","[datetime.datetime(2022, 11, 28, 15, 58, 51, 761150), 3.2, 4.4]","[datetime.datetime(2022, 11, 28, 15, 58, 51, 761150), 2.4, 3.65]","[datetime.datetime(2022, 11, 28, 15, 58, 51, 761150), 4.4, 7.4]","[datetime.datetime(2022, 11, 28, 15, 58, 51, 761150), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 15, 58, 51, 761150), 5.5, 9.8]","[datetime.datetime(2022, 11, 28, 15, 58, 51, 761150), 15.0, 60.0]","[datetime.datetime(2022, 11, 28, 15, 58, 51, 761150), 41.0, 260.0]"
16,"[datetime.datetime(2022, 11, 28, 15, 58, 52, 899515), 31.0, 130.0]","[datetime.datetime(2022, 11, 28, 15, 58, 52, 899515), 3.2, 4.4]","[datetime.datetime(2022, 11, 28, 15, 58, 52, 899515), 2.4, 3.65]","[datetime.datetime(2022, 11, 28, 15, 58, 52, 899515), 4.4, 7.4]","[datetime.datetime(2022, 11, 28, 15, 58, 52, 899515), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 15, 58, 52, 899515), 5.5, 9.8]","[datetime.datetime(2022, 11, 28, 15, 58, 52, 899515), 15.0, 60.0]","[datetime.datetime(2022, 11, 28, 15, 58, 52, 899515), 41.0, 260.0]"
17,"[datetime.datetime(2022, 11, 28, 15, 58, 54, 25651), 31.0, 130.0]","[datetime.datetime(2022, 11, 28, 15, 58, 54, 25651), 3.2, 4.4]","[datetime.datetime(2022, 11, 28, 15, 58, 54, 25651), 2.4, 3.65]","[datetime.datetime(2022, 11, 28, 15, 58, 54, 25651), 4.4, 7.4]","[datetime.datetime(2022, 11, 28, 15, 58, 54, 25651), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 15, 58, 54, 25651), 5.5, 9.8]","[datetime.datetime(2022, 11, 28, 15, 58, 54, 25651), 15.0, 60.0]","[datetime.datetime(2022, 11, 28, 15, 58, 54, 25651), 41.0, 260.0]"
18,"[datetime.datetime(2022, 11, 28, 15, 58, 55, 154142), 31.0, 130.0]","[datetime.datetime(2022, 11, 28, 15, 58, 55, 154142), 3.2, 4.4]","[datetime.datetime(2022, 11, 28, 15, 58, 55, 154142), 2.4, 3.65]","[datetime.datetime(2022, 11, 28, 15, 58, 55, 154142), 4.4, 7.4]","[datetime.datetime(2022, 11, 28, 15, 58, 55, 154142), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 15, 58, 55, 154142), 5.5, 9.8]","[datetime.datetime(2022, 11, 28, 15, 58, 55, 154142), 15.0, 60.0]","[datetime.datetime(2022, 11, 28, 15, 58, 55, 154142), 41.0, 260.0]"
19,"[datetime.datetime(2022, 11, 28, 15, 58, 56, 284134), 31.0, 130.0]","[datetime.datetime(2022, 11, 28, 15, 58, 56, 284134), 3.2, 4.4]","[datetime.datetime(2022, 11, 28, 15, 58, 56, 284134), 2.4, 3.65]","[datetime.datetime(2022, 11, 28, 15, 58, 56, 284134), 4.4, 7.4]","[datetime.datetime(2022, 11, 28, 15, 58, 56, 284134), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 15, 58, 56, 284134), 5.5, 9.8]","[datetime.datetime(2022, 11, 28, 15, 58, 56, 284134), 15.0, 60.0]","[datetime.datetime(2022, 11, 28, 15, 58, 56, 284134), 41.0, 260.0]"
20,"[datetime.datetime(2022, 11, 28, 15, 58, 57, 410301), 31.0, 130.0]","[datetime.datetime(2022, 11, 28, 15, 58, 57, 410301), 3.2, 4.4]","[datetime.datetime(2022, 11, 28, 15, 58, 57, 410301), 2.4, 3.65]","[datetime.datetime(2022, 11, 28, 15, 58, 57, 410301), 4.4, 7.4]","[datetime.datetime(2022, 11, 28, 15, 58, 57, 410301), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 15, 58, 57, 410301), 5.5, 9.8]","[datetime.datetime(2022, 11, 28, 15, 58, 57, 410301), 15.0, 60.0]","[datetime.datetime(2022, 11, 28, 15, 58, 57, 410301), 41.0, 260.0]"
21,"[datetime.datetime(2022, 11, 28, 15, 58, 58, 542027), 31.0, 130.0]","[datetime.datetime(2022, 11, 28, 15, 58, 58, 542027), 3.2, 4.4]","[datetime.datetime(2022, 11, 28, 15, 58, 58, 542027), 2.4, 3.65]","[datetime.datetime(2022, 11, 28, 15, 58, 58, 542027), 4.4, 7.4]","[datetime.datetime(2022, 11, 28, 15, 58, 58, 542027), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 15, 58, 58, 542027), 5.5, 9.8]","[datetime.datetime(2022, 11, 28, 15, 58, 58, 542027), 15.0, 60.0]","[datetime.datetime(2022, 11, 28, 15, 58, 58, 542027), 41.0, 260.0]"
22,"[datetime.datetime(2022, 11, 28, 15, 58, 59, 671906), 31.0, 130.0]","[datetime.datetime(2022, 11, 28, 15, 58, 59, 671906), 3.2, 4.4]","[datetime.datetime(2022, 11, 28, 15, 58, 59, 671906), 2.4, 3.65]","[datetime.datetime(2022, 11, 28, 15, 58, 59, 671906), 4.4, 7.4]","[datetime.datetime(2022, 11, 28, 15, 58, 59, 671906), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 15, 58, 59, 671906), 5.5, 9.8]","[datetime.datetime(2022, 11, 28, 15, 58, 59, 671906), 15.0, 60.0]","[datetime.datetime(2022, 11, 28, 15, 58, 59, 671906), 41.0, 260.0]"
23,"[datetime.datetime(2022, 11, 28, 15, 59, 0, 803616), 31.0, 130.0]","[datetime.datetime(2022, 11, 28, 15, 59, 0, 803616), 3.2, 4.4]","[datetime.datetime(2022, 11, 28, 15, 59, 0, 803616), 2.4, 3.65]","[datetime.datetime(2022, 11, 28, 15, 59, 0, 803616), 4.4, 7.4]","[datetime.datetime(2022, 11, 28, 15, 59, 0, 803616), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 15, 59, 0, 803616), 5.5, 9.8]","[datetime.datetime(2022, 11, 28, 15, 59, 0, 803616), 15.0, 60.0]","[datetime.datetime(2022, 11, 28, 15, 59, 0, 803616), 41.0, 260.0]"
24,"[datetime.datetime(2022, 11, 28, 15, 59, 1, 929939), 31.0, 130.0]","[datetime.datetime(2022, 11, 28, 15, 59, 1, 929939), 3.2, 4.4]","[datetime.datetime(2022, 11, 28, 15, 59, 1, 929939), 2.4, 3.65]","[datetime.datetime(2022, 11, 28, 15, 59, 1, 929939), 4.4, 7.4]","[datetime.datetime(2022, 11, 28, 15, 59, 1, 929939), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 15, 59, 1, 929939), 5.5, 9.8]","[datetime.datetime(2022, 11, 28, 15, 59, 1, 929939), 15.0, 60.0]","[datetime.datetime(2022, 11, 28, 15, 59, 1, 929939), 41.0, 260.0]"
25,"[datetime.datetime(2022, 11, 28, 15, 59, 3, 62456), 31.0, 130.0]","[datetime.datetime(2022, 11, 28, 15, 59, 3, 62456), 3.2, 4.4]","[datetime.datetime(2022, 11, 28, 15, 59, 3, 62456), 2.4, 3.65]","[datetime.datetime(2022, 11, 28, 15, 59, 3, 62456), 4.4, 7.4]","[datetime.datetime(2022, 11, 28, 15, 59, 3, 62456), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 15, 59, 3, 62456), 5.5, 9.8]","[datetime.datetime(2022, 11, 28, 15, 59, 3, 62456), 15.0, 60.0]","[datetime.datetime(2022, 11, 28, 15, 59, 3, 62456), 41.0, 260.0]"
26,"[datetime.datetime(2022, 11, 28, 15, 59, 4, 187999), 31.0, 130.0]","[datetime.datetime(2022, 11, 28, 15, 59, 4, 187999), 3.2, 4.4]","[datetime.datetime(2022, 11, 28, 15, 59, 4, 187999), 2.4, 3.65]","[datetime.datetime(2022, 11, 28, 15, 59, 4, 187999), 4.4, 7.4]","[datetime.datetime(2022, 11, 28, 15, 59, 4, 187999), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 15, 59, 4, 187999), 5.5, 9.8]","[datetime.datetime(2022, 11, 28, 15, 59, 4, 187999), 15.0, 60.0]","[datetime.datetime(2022, 11, 28, 15, 59, 4, 187999), 41.0, 260.0]"
27,"[datetime.datetime(2022, 11, 28, 15, 59, 5, 314940), 31.0, 130.0]","[datetime.datetime(2022, 11, 28, 15, 59, 5, 314940), 3.2, 4.4]","[datetime.datetime(2022, 11, 28, 15, 59, 5, 314940), 2.4, 3.65]","[datetime.datetime(2022, 11, 28, 15, 59, 5, 314940), 4.4, 7.4]","[datetime.datetime(2022, 11, 28, 15, 59, 5, 314940), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 15, 59, 5, 314940), 5.5, 9.8]","[datetime.datetime(2022, 11, 28, 15, 59, 5, 314940), 15.0, 60.0]","[datetime.datetime(2022, 11, 28, 15, 59, 5, 314940), 41.0, 260.0]"
28,"[datetime.datetime(2022, 11, 28, 15, 59, 6, 440796), 31.0, 130.0]","[datetime.datetime(2022, 11, 28, 15, 59, 6, 440796), 3.2, 4.4]","[datetime.datetime(2022, 11, 28, 15, 59, 6, 440796), 2.4, 3.65]","[datetime.datetime(2022, 11, 28, 15, 59, 6, 440796), 4.4, 7.4]","[datetime.datetime(2022, 11, 28, 15, 59, 6, 440796), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 15, 59, 6, 440796), 5.5, 9.8]","[datetime.datetime(2022, 11, 28, 15, 59, 6, 440796), 15.0, 60.0]","[datetime.datetime(2022, 11, 28, 15, 59, 6, 440796), 41.0, 260.0]"
29,"[datetime.datetime(2022, 11, 28, 15, 59, 7, 564637), 31.0, 130.0]","[datetime.datetime(2022, 11, 28, 15, 59, 7, 564637), 3.2, 4.4]","[datetime.datetime(2022, 11, 28, 15, 59, 7, 564637), 2.4, 3.65]","[datetime.datetime(2022, 11, 28, 15, 59, 7, 564637), 4.4, 7.4]","[datetime.datetime(2022, 11, 28, 15, 59, 7, 564637), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 15, 59, 7, 564637), 5.5, 9.8]","[datetime.datetime(2022, 11, 28, 15, 59, 7, 564637), 15.0, 60.0]","[datetime.datetime(2022, 11, 28, 15, 59, 7, 564637), 41.0, 260.0]"
30,"[datetime.datetime(2022, 11, 28, 15, 59, 8, 694218), 31.0, 130.0]","[datetime.datetime(2022, 11, 28, 15, 59, 8, 694218), 3.2, 4.4]","[datetime.datetime(2022, 11, 28, 15, 59, 8, 694218), 2.4, 3.65]","[datetime.datetime(2022, 11, 28, 15, 59, 8, 694218), 4.4, 7.4]","[datetime.datetime(2022, 11, 28, 15, 59, 8, 694218), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 15, 59, 8, 694218), 5.5, 9.8]","[datetime.datetime(2022, 11, 28, 15, 59, 8, 694218), 15.0, 60.0]","[datetime.datetime(2022, 11, 28, 15, 59, 8, 694218), 41.0, 260.0]"
31,"[datetime.datetime(2022, 11, 28, 15, 59, 9, 820549), 31.0, 130.0]","[datetime.datetime(2022, 11, 28, 15, 59, 9, 820549), 3.2, 4.4]","[datetime.datetime(2022, 11, 28, 15, 59, 9, 820549), 2.4, 3.65]","[datetime.datetime(2022, 11, 28, 15, 59, 9, 820549), 4.4, 7.4]","[datetime.datetime(2022, 11, 28, 15, 59, 9, 820549), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 15, 59, 9, 820549), 5.5, 9.8]","[datetime.datetime(2022, 11, 28, 15, 59, 9, 820549), 15.0, 60.0]","[datetime.datetime(2022, 11, 28, 15, 59, 9, 820549), 41.0, 260.0]"
32,"[datetime.datetime(2022, 11, 28, 15, 59, 10, 954532), 31.0, 130.0]","[datetime.datetime(2022, 11, 28, 15, 59, 10, 954532), 3.2, 4.4]","[datetime.datetime(2022, 11, 28, 15, 59, 10, 954532), 2.4, 3.65]","[datetime.datetime(2022, 11, 28, 15, 59, 10, 954532), 4.4, 7.4]","[datetime.datetime(2022, 11, 28, 15, 59, 10, 954532), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 15, 59, 10, 954532), 5.5, 9.8]","[datetime.datetime(2022, 11, 28, 15, 59, 10, 954532), 15.0, 60.0]","[datetime.datetime(2022, 11, 28, 15, 59, 10, 954532), 41.0, 260.0]"
33,"[datetime.datetime(2022, 11, 28, 15, 59, 12, 76571), 31.0, 130.0]","[datetime.datetime(2022, 11, 28, 15, 59, 12, 76571), 3.2, 4.4]","[datetime.datetime(2022, 11, 28, 15, 59, 12, 76571), 2.4, 3.65]","[datetime.datetime(2022, 11, 28, 15, 59, 12, 76571), 4.4, 7.4]","[datetime.datetime(2022, 11, 28, 15, 59, 12, 76571), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 15, 59, 12, 76571), 5.5, 9.8]","[datetime.datetime(2022, 11, 28, 15, 59, 12, 76571), 15.0, 60.0]","[datetime.datetime(2022, 11, 28, 15, 59, 12, 76571), 41.0, 260.0]"
34,"[datetime.datetime(2022, 11, 28, 15, 59, 13, 203379), 31.0, 130.0]","[datetime.datetime(2022, 11, 28, 15, 59, 13, 203379), 3.2, 4.4]","[datetime.datetime(2022, 11, 28, 15, 59, 13, 203379), 2.4, 3.65]","[datetime.datetime(2022, 11, 28, 15, 59, 13, 203379), 4.4, 7.4]","[datetime.datetime(2022, 11, 28, 15, 59, 13, 203379), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 15, 59, 13, 203379), 5.5, 9.8]","[datetime.datetime(2022, 11, 28, 15, 59, 13, 203379), 15.0, 60.0]","[datetime.datetime(2022, 11, 28, 15, 59, 13, 203379), 41.0, 260.0]"
35,"[datetime.datetime(2022, 11, 28, 15, 59, 14, 327110), 31.0, 130.0]","[datetime.datetime(2022, 11, 28, 15, 59, 14, 327110), 3.2, 4.4]","[datetime.datetime(2022, 11, 28, 15, 59, 14, 327110), 2.4, 3.65]","[datetime.datetime(2022, 11, 28, 15, 59, 14, 327110), 4.4, 7.4]","[datetime.datetime(2022, 11, 28, 15, 59, 14, 327110), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 15, 59, 14, 327110), 5.5, 9.8]","[datetime.datetime(2022, 11, 28, 15, 59, 14, 327110), 15.0, 60.0]","[datetime.datetime(2022, 11, 28, 15, 59, 14, 327110), 41.0, 260.0]"
36,"[datetime.datetime(2022, 11, 28, 15, 59, 15, 461140), 31.0, 130.0]","[datetime.datetime(2022, 11, 28, 15, 59, 15, 461140), 3.2, 4.4]","[datetime.datetime(2022, 11, 28, 15, 59, 15, 461140), 2.4, 3.65]","[datetime.datetime(2022, 11, 28, 15, 59, 15, 461140), 4.4, 7.4]","[datetime.datetime(2022, 11, 28, 15, 59, 15, 461140), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 15, 59, 15, 461140), 5.5, 9.8]","[datetime.datetime(2022, 11, 28, 15, 59, 15, 461140), 15.0, 60.0]","[datetime.datetime(2022, 11, 28, 15, 59, 15, 461140), 41.0, 260.0]"
37,"[datetime.datetime(2022, 11, 28, 15, 59, 16, 587302), 31.0, 130.0]","[datetime.datetime(2022, 11, 28, 15, 59, 16, 587302), 3.2, 4.4]","[datetime.datetime(2022, 11, 28, 15, 59, 16, 587302), 2.4, 3.65]","[datetime.datetime(2022, 11, 28, 15, 59, 16, 587302), 4.4, 7.4]","[datetime.datetime(2022, 11, 28, 15, 59, 16, 587302), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 15, 59, 16, 587302), 5.5, 9.8]","[datetime.datetime(2022, 11, 28, 15, 59, 16, 587302), 15.0, 60.0]","[datetime.datetime(2022, 11, 28, 15, 59, 16, 587302), 41.0, 260.0]"
38,"[datetime.datetime(2022, 11, 28, 15, 59, 17, 717810), 31.0, 130.0]","[datetime.datetime(2022, 11, 28, 15, 59, 17, 717810), 3.2, 4.4]","[datetime.datetime(2022, 11, 28, 15, 59, 17, 717810), 2.4, 3.65]","[datetime.datetime(2022, 11, 28, 15, 59, 17, 717810), 4.4, 7.4]","[datetime.datetime(2022, 11, 28, 15, 59, 17, 717810), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 15, 59, 17, 717810), 5.5, 9.8]","[datetime.datetime(2022, 11, 28, 15, 59, 17, 717810), 15.0, 60.0]","[datetime.datetime(2022, 11, 28, 15, 59, 17, 717810), 41.0, 260.0]"
39,"[datetime.datetime(2022, 11, 28, 15, 59, 18, 849913), 31.0, 130.0]","[datetime.datetime(2022, 11, 28, 15, 59, 18, 849913), 3.2, 4.4]","[datetime.datetime(2022, 11, 28, 15, 59, 18, 849913), 2.4, 3.65]","[datetime.datetime(2022, 11, 28, 15, 59, 18, 849913), 4.4, 7.4]","[datetime.datetime(2022, 11, 28, 15, 59, 18, 849913), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 15, 59, 18, 849913), 5.5, 9.8]","[datetime.datetime(2022, 11, 28, 15, 59, 18, 849913), 15.0, 60.0]","[datetime.datetime(2022, 11, 28, 15, 59, 18, 849913), 41.0, 260.0]"
