,Jewel Bee,Alpha Humbug,Buckeye Bullet,Hello Warren,Got No Torque,Replication,High Sun
10,"[datetime.datetime(2022, 11, 28, 19, 23, 1, 931220), 4.6, 8.4]","[datetime.datetime(2022, 11, 28, 19, 23, 1, 931220), 41.0, 270.0]","[datetime.datetime(2022, 11, 28, 19, 23, 1, 931220), 1.65, 2.04]","[datetime.datetime(2022, 11, 28, 19, 23, 1, 931220), 4.6, 8.0]","[datetime.datetime(2022, 11, 28, 19, 23, 1, 931220), 8.5, 18.5]","[datetime.datetime(2022, 11, 28, 19, 23, 1, 931220), 14.0, 32.0]","[datetime.datetime(2022, 11, 28, 19, 23, 1, 931220), 19.0, 50.0]"
11,"[datetime.datetime(2022, 11, 28, 19, 23, 3, 48722), 4.6, 8.4]","[datetime.datetime(2022, 11, 28, 19, 23, 3, 48722), 41.0, 270.0]","[datetime.datetime(2022, 11, 28, 19, 23, 3, 48722), 1.65, 2.04]","[datetime.datetime(2022, 11, 28, 19, 23, 3, 48722), 4.6, 8.0]","[datetime.datetime(2022, 11, 28, 19, 23, 3, 48722), 8.5, 18.5]","[datetime.datetime(2022, 11, 28, 19, 23, 3, 48722), 14.0, 32.0]","[datetime.datetime(2022, 11, 28, 19, 23, 3, 48722), 19.0, 50.0]"
12,"[datetime.datetime(2022, 11, 28, 19, 23, 4, 160496), 4.6, 8.4]","[datetime.datetime(2022, 11, 28, 19, 23, 4, 160496), 41.0, 270.0]","[datetime.datetime(2022, 11, 28, 19, 23, 4, 160496), 1.65, 2.04]","[datetime.datetime(2022, 11, 28, 19, 23, 4, 160496), 4.6, 8.0]","[datetime.datetime(2022, 11, 28, 19, 23, 4, 160496), 8.5, 18.5]","[datetime.datetime(2022, 11, 28, 19, 23, 4, 160496), 14.0, 32.0]","[datetime.datetime(2022, 11, 28, 19, 23, 4, 160496), 19.0, 50.0]"
13,"[datetime.datetime(2022, 11, 28, 19, 23, 5, 278124), 4.6, 8.4]","[datetime.datetime(2022, 11, 28, 19, 23, 5, 278124), 41.0, 270.0]","[datetime.datetime(2022, 11, 28, 19, 23, 5, 278124), 1.65, 2.04]","[datetime.datetime(2022, 11, 28, 19, 23, 5, 278124), 4.6, 8.0]","[datetime.datetime(2022, 11, 28, 19, 23, 5, 278124), 8.5, 18.5]","[datetime.datetime(2022, 11, 28, 19, 23, 5, 278124), 14.0, 32.0]","[datetime.datetime(2022, 11, 28, 19, 23, 5, 278124), 19.0, 50.0]"
14,"[datetime.datetime(2022, 11, 28, 19, 23, 6, 386719), 4.6, 8.4]","[datetime.datetime(2022, 11, 28, 19, 23, 6, 386719), 41.0, 270.0]","[datetime.datetime(2022, 11, 28, 19, 23, 6, 386719), 1.65, 2.04]","[datetime.datetime(2022, 11, 28, 19, 23, 6, 386719), 4.6, 8.0]","[datetime.datetime(2022, 11, 28, 19, 23, 6, 386719), 8.5, 18.5]","[datetime.datetime(2022, 11, 28, 19, 23, 6, 386719), 14.0, 32.0]","[datetime.datetime(2022, 11, 28, 19, 23, 6, 386719), 19.0, 50.0]"
15,"[datetime.datetime(2022, 11, 28, 19, 23, 7, 508651), 4.6, 8.4]","[datetime.datetime(2022, 11, 28, 19, 23, 7, 508651), 41.0, 270.0]","[datetime.datetime(2022, 11, 28, 19, 23, 7, 508651), 1.65, 2.04]","[datetime.datetime(2022, 11, 28, 19, 23, 7, 508651), 4.6, 8.0]","[datetime.datetime(2022, 11, 28, 19, 23, 7, 508651), 8.5, 18.5]","[datetime.datetime(2022, 11, 28, 19, 23, 7, 508651), 14.0, 32.0]","[datetime.datetime(2022, 11, 28, 19, 23, 7, 508651), 19.0, 50.0]"
16,"[datetime.datetime(2022, 11, 28, 19, 23, 8, 624225), 4.6, 8.4]","[datetime.datetime(2022, 11, 28, 19, 23, 8, 624225), 41.0, 270.0]","[datetime.datetime(2022, 11, 28, 19, 23, 8, 624225), 1.65, 2.04]","[datetime.datetime(2022, 11, 28, 19, 23, 8, 624225), 4.6, 8.0]","[datetime.datetime(2022, 11, 28, 19, 23, 8, 624225), 8.5, 18.5]","[datetime.datetime(2022, 11, 28, 19, 23, 8, 624225), 14.0, 32.0]","[datetime.datetime(2022, 11, 28, 19, 23, 8, 624225), 19.0, 50.0]"
17,"[datetime.datetime(2022, 11, 28, 19, 23, 9, 766285), 4.6, 8.4]","[datetime.datetime(2022, 11, 28, 19, 23, 9, 766285), 41.0, 270.0]","[datetime.datetime(2022, 11, 28, 19, 23, 9, 766285), 1.65, 2.04]","[datetime.datetime(2022, 11, 28, 19, 23, 9, 766285), 4.6, 8.0]","[datetime.datetime(2022, 11, 28, 19, 23, 9, 766285), 8.5, 18.5]","[datetime.datetime(2022, 11, 28, 19, 23, 9, 766285), 14.0, 32.0]","[datetime.datetime(2022, 11, 28, 19, 23, 9, 766285), 19.0, 50.0]"
18,"[datetime.datetime(2022, 11, 28, 19, 23, 10, 884328), 4.6, 8.4]","[datetime.datetime(2022, 11, 28, 19, 23, 10, 884328), 41.0, 270.0]","[datetime.datetime(2022, 11, 28, 19, 23, 10, 884328), 1.65, 2.04]","[datetime.datetime(2022, 11, 28, 19, 23, 10, 884328), 4.6, 8.0]","[datetime.datetime(2022, 11, 28, 19, 23, 10, 884328), 8.5, 18.5]","[datetime.datetime(2022, 11, 28, 19, 23, 10, 884328), 14.0, 32.0]","[datetime.datetime(2022, 11, 28, 19, 23, 10, 884328), 19.0, 50.0]"
19,"[datetime.datetime(2022, 11, 28, 19, 23, 12, 1983), 4.6, 8.4]","[datetime.datetime(2022, 11, 28, 19, 23, 12, 1983), 41.0, 270.0]","[datetime.datetime(2022, 11, 28, 19, 23, 12, 1983), 1.65, 2.04]","[datetime.datetime(2022, 11, 28, 19, 23, 12, 1983), 4.6, 8.0]","[datetime.datetime(2022, 11, 28, 19, 23, 12, 1983), 8.5, 18.5]","[datetime.datetime(2022, 11, 28, 19, 23, 12, 1983), 14.0, 32.0]","[datetime.datetime(2022, 11, 28, 19, 23, 12, 1983), 19.0, 50.0]"
20,"[datetime.datetime(2022, 11, 28, 19, 23, 13, 112777), 4.6, 8.4]","[datetime.datetime(2022, 11, 28, 19, 23, 13, 112777), 41.0, 270.0]","[datetime.datetime(2022, 11, 28, 19, 23, 13, 112777), 1.65, 2.04]","[datetime.datetime(2022, 11, 28, 19, 23, 13, 112777), 4.6, 8.0]","[datetime.datetime(2022, 11, 28, 19, 23, 13, 112777), 8.5, 18.5]","[datetime.datetime(2022, 11, 28, 19, 23, 13, 112777), 14.0, 32.0]","[datetime.datetime(2022, 11, 28, 19, 23, 13, 112777), 19.0, 50.0]"
21,"[datetime.datetime(2022, 11, 28, 19, 23, 14, 232757), 4.6, 8.4]","[datetime.datetime(2022, 11, 28, 19, 23, 14, 232757), 41.0, 270.0]","[datetime.datetime(2022, 11, 28, 19, 23, 14, 232757), 1.65, 2.04]","[datetime.datetime(2022, 11, 28, 19, 23, 14, 232757), 4.6, 8.0]","[datetime.datetime(2022, 11, 28, 19, 23, 14, 232757), 8.5, 18.5]","[datetime.datetime(2022, 11, 28, 19, 23, 14, 232757), 14.0, 32.0]","[datetime.datetime(2022, 11, 28, 19, 23, 14, 232757), 19.0, 50.0]"
22,"[datetime.datetime(2022, 11, 28, 19, 23, 15, 344106), 4.6, 8.4]","[datetime.datetime(2022, 11, 28, 19, 23, 15, 344106), 41.0, 270.0]","[datetime.datetime(2022, 11, 28, 19, 23, 15, 344106), 1.65, 2.04]","[datetime.datetime(2022, 11, 28, 19, 23, 15, 344106), 4.6, 8.0]","[datetime.datetime(2022, 11, 28, 19, 23, 15, 344106), 8.5, 18.5]","[datetime.datetime(2022, 11, 28, 19, 23, 15, 344106), 14.0, 32.0]","[datetime.datetime(2022, 11, 28, 19, 23, 15, 344106), 19.0, 50.0]"
23,"[datetime.datetime(2022, 11, 28, 19, 23, 16, 464067), 4.6, 8.4]","[datetime.datetime(2022, 11, 28, 19, 23, 16, 464067), 41.0, 270.0]","[datetime.datetime(2022, 11, 28, 19, 23, 16, 464067), 1.65, 2.04]","[datetime.datetime(2022, 11, 28, 19, 23, 16, 464067), 4.6, 8.0]","[datetime.datetime(2022, 11, 28, 19, 23, 16, 464067), 8.5, 18.5]","[datetime.datetime(2022, 11, 28, 19, 23, 16, 464067), 14.0, 32.0]","[datetime.datetime(2022, 11, 28, 19, 23, 16, 464067), 19.0, 50.0]"
24,"[datetime.datetime(2022, 11, 28, 19, 23, 17, 577613), 4.6, 8.4]","[datetime.datetime(2022, 11, 28, 19, 23, 17, 577613), 41.0, 270.0]","[datetime.datetime(2022, 11, 28, 19, 23, 17, 577613), 1.65, 2.04]","[datetime.datetime(2022, 11, 28, 19, 23, 17, 577613), 4.6, 8.0]","[datetime.datetime(2022, 11, 28, 19, 23, 17, 577613), 8.5, 18.5]","[datetime.datetime(2022, 11, 28, 19, 23, 17, 577613), 14.0, 32.0]","[datetime.datetime(2022, 11, 28, 19, 23, 17, 577613), 19.0, 50.0]"
25,"[datetime.datetime(2022, 11, 28, 19, 23, 18, 703463), 4.6, 8.4]","[datetime.datetime(2022, 11, 28, 19, 23, 18, 703463), 41.0, 270.0]","[datetime.datetime(2022, 11, 28, 19, 23, 18, 703463), 1.65, 2.04]","[datetime.datetime(2022, 11, 28, 19, 23, 18, 703463), 4.6, 8.0]","[datetime.datetime(2022, 11, 28, 19, 23, 18, 703463), 8.5, 18.5]","[datetime.datetime(2022, 11, 28, 19, 23, 18, 703463), 14.0, 32.0]","[datetime.datetime(2022, 11, 28, 19, 23, 18, 703463), 19.0, 50.0]"
26,"[datetime.datetime(2022, 11, 28, 19, 23, 19, 827382), 4.6, 8.4]","[datetime.datetime(2022, 11, 28, 19, 23, 19, 827382), 41.0, 270.0]","[datetime.datetime(2022, 11, 28, 19, 23, 19, 827382), 1.65, 2.04]","[datetime.datetime(2022, 11, 28, 19, 23, 19, 827382), 4.6, 8.0]","[datetime.datetime(2022, 11, 28, 19, 23, 19, 827382), 8.5, 18.5]","[datetime.datetime(2022, 11, 28, 19, 23, 19, 827382), 14.0, 32.0]","[datetime.datetime(2022, 11, 28, 19, 23, 19, 827382), 19.0, 50.0]"
27,"[datetime.datetime(2022, 11, 28, 19, 23, 20, 948366), 4.6, 8.4]","[datetime.datetime(2022, 11, 28, 19, 23, 20, 948366), 41.0, 270.0]","[datetime.datetime(2022, 11, 28, 19, 23, 20, 948366), 1.65, 2.04]","[datetime.datetime(2022, 11, 28, 19, 23, 20, 948366), 4.6, 8.0]","[datetime.datetime(2022, 11, 28, 19, 23, 20, 948366), 8.5, 18.5]","[datetime.datetime(2022, 11, 28, 19, 23, 20, 948366), 14.0, 32.0]","[datetime.datetime(2022, 11, 28, 19, 23, 20, 948366), 19.0, 50.0]"
28,"[datetime.datetime(2022, 11, 28, 19, 23, 22, 69293), 4.6, 8.4]","[datetime.datetime(2022, 11, 28, 19, 23, 22, 69293), 41.0, 270.0]","[datetime.datetime(2022, 11, 28, 19, 23, 22, 69293), 1.65, 2.04]","[datetime.datetime(2022, 11, 28, 19, 23, 22, 69293), 4.6, 8.0]","[datetime.datetime(2022, 11, 28, 19, 23, 22, 69293), 8.5, 20.0]","[datetime.datetime(2022, 11, 28, 19, 23, 22, 69293), 14.0, 32.0]","[datetime.datetime(2022, 11, 28, 19, 23, 22, 69293), 19.0, 55.0]"
29,"[datetime.datetime(2022, 11, 28, 19, 23, 23, 185653), 4.6, 8.4]","[datetime.datetime(2022, 11, 28, 19, 23, 23, 185653), 41.0, 270.0]","[datetime.datetime(2022, 11, 28, 19, 23, 23, 185653), 1.65, 2.04]","[datetime.datetime(2022, 11, 28, 19, 23, 23, 185653), 4.6, 8.0]","[datetime.datetime(2022, 11, 28, 19, 23, 23, 185653), 8.5, 20.0]","[datetime.datetime(2022, 11, 28, 19, 23, 23, 185653), 14.0, 32.0]","[datetime.datetime(2022, 11, 28, 19, 23, 23, 185653), 19.0, 55.0]"
30,"[datetime.datetime(2022, 11, 28, 19, 23, 24, 301457), 4.6, 8.4]","[datetime.datetime(2022, 11, 28, 19, 23, 24, 301457), 41.0, 270.0]","[datetime.datetime(2022, 11, 28, 19, 23, 24, 301457), 1.65, 2.04]","[datetime.datetime(2022, 11, 28, 19, 23, 24, 301457), 4.6, 8.0]","[datetime.datetime(2022, 11, 28, 19, 23, 24, 301457), 8.5, 20.0]","[datetime.datetime(2022, 11, 28, 19, 23, 24, 301457), 14.0, 32.0]","[datetime.datetime(2022, 11, 28, 19, 23, 24, 301457), 19.0, 55.0]"
31,"[datetime.datetime(2022, 11, 28, 19, 23, 25, 424593), 4.6, 8.4]","[datetime.datetime(2022, 11, 28, 19, 23, 25, 424593), 41.0, 270.0]","[datetime.datetime(2022, 11, 28, 19, 23, 25, 424593), 1.65, 2.04]","[datetime.datetime(2022, 11, 28, 19, 23, 25, 424593), 4.6, 8.0]","[datetime.datetime(2022, 11, 28, 19, 23, 25, 424593), 8.5, 20.0]","[datetime.datetime(2022, 11, 28, 19, 23, 25, 424593), 14.0, 32.0]","[datetime.datetime(2022, 11, 28, 19, 23, 25, 424593), 19.0, 55.0]"
32,"[datetime.datetime(2022, 11, 28, 19, 23, 26, 547149), 4.6, 8.4]","[datetime.datetime(2022, 11, 28, 19, 23, 26, 547149), 41.0, 270.0]","[datetime.datetime(2022, 11, 28, 19, 23, 26, 547149), 1.65, 2.04]","[datetime.datetime(2022, 11, 28, 19, 23, 26, 547149), 4.6, 8.0]","[datetime.datetime(2022, 11, 28, 19, 23, 26, 547149), 8.5, 20.0]","[datetime.datetime(2022, 11, 28, 19, 23, 26, 547149), 14.0, 32.0]","[datetime.datetime(2022, 11, 28, 19, 23, 26, 547149), 19.0, 55.0]"
33,"[datetime.datetime(2022, 11, 28, 19, 23, 27, 678159), 4.6, 8.4]","[datetime.datetime(2022, 11, 28, 19, 23, 27, 678159), 41.0, 270.0]","[datetime.datetime(2022, 11, 28, 19, 23, 27, 678159), 1.65, 2.04]","[datetime.datetime(2022, 11, 28, 19, 23, 27, 678159), 4.6, 8.0]","[datetime.datetime(2022, 11, 28, 19, 23, 27, 678159), 8.5, 19.5]","[datetime.datetime(2022, 11, 28, 19, 23, 27, 678159), 14.0, 32.0]","[datetime.datetime(2022, 11, 28, 19, 23, 27, 678159), 19.0, 55.0]"
34,"[datetime.datetime(2022, 11, 28, 19, 23, 28, 804307), 4.6, 8.4]","[datetime.datetime(2022, 11, 28, 19, 23, 28, 804307), 41.0, 270.0]","[datetime.datetime(2022, 11, 28, 19, 23, 28, 804307), 1.65, 2.04]","[datetime.datetime(2022, 11, 28, 19, 23, 28, 804307), 4.6, 8.0]","[datetime.datetime(2022, 11, 28, 19, 23, 28, 804307), 8.5, 19.5]","[datetime.datetime(2022, 11, 28, 19, 23, 28, 804307), 14.0, 32.0]","[datetime.datetime(2022, 11, 28, 19, 23, 28, 804307), 19.0, 55.0]"
35,"[datetime.datetime(2022, 11, 28, 19, 23, 29, 928932), 4.6, 8.4]","[datetime.datetime(2022, 11, 28, 19, 23, 29, 928932), 41.0, 270.0]","[datetime.datetime(2022, 11, 28, 19, 23, 29, 928932), 1.65, 2.04]","[datetime.datetime(2022, 11, 28, 19, 23, 29, 928932), 4.6, 8.0]","[datetime.datetime(2022, 11, 28, 19, 23, 29, 928932), 8.5, 19.5]","[datetime.datetime(2022, 11, 28, 19, 23, 29, 928932), 14.0, 32.0]","[datetime.datetime(2022, 11, 28, 19, 23, 29, 928932), 19.0, 55.0]"
36,"[datetime.datetime(2022, 11, 28, 19, 23, 31, 69766), 4.6, 8.4]","[datetime.datetime(2022, 11, 28, 19, 23, 31, 69766), 41.0, 270.0]","[datetime.datetime(2022, 11, 28, 19, 23, 31, 69766), 1.65, 2.02]","[datetime.datetime(2022, 11, 28, 19, 23, 31, 69766), 4.6, 8.0]","[datetime.datetime(2022, 11, 28, 19, 23, 31, 69766), 8.5, 19.5]","[datetime.datetime(2022, 11, 28, 19, 23, 31, 69766), 14.0, 32.0]","[datetime.datetime(2022, 11, 28, 19, 23, 31, 69766), 19.0, 55.0]"
37,"[datetime.datetime(2022, 11, 28, 19, 23, 32, 184553), 4.6, 8.4]","[datetime.datetime(2022, 11, 28, 19, 23, 32, 184553), 41.0, 270.0]","[datetime.datetime(2022, 11, 28, 19, 23, 32, 184553), 1.65, 2.02]","[datetime.datetime(2022, 11, 28, 19, 23, 32, 184553), 4.6, 8.0]","[datetime.datetime(2022, 11, 28, 19, 23, 32, 184553), 8.5, 19.5]","[datetime.datetime(2022, 11, 28, 19, 23, 32, 184553), 14.0, 32.0]","[datetime.datetime(2022, 11, 28, 19, 23, 32, 184553), 19.0, 55.0]"
38,"[datetime.datetime(2022, 11, 28, 19, 23, 33, 311610), 4.6, 8.4]","[datetime.datetime(2022, 11, 28, 19, 23, 33, 311610), 41.0, 270.0]","[datetime.datetime(2022, 11, 28, 19, 23, 33, 311610), 1.65, 2.02]","[datetime.datetime(2022, 11, 28, 19, 23, 33, 311610), 4.6, 8.0]","[datetime.datetime(2022, 11, 28, 19, 23, 33, 311610), 8.5, 19.5]","[datetime.datetime(2022, 11, 28, 19, 23, 33, 311610), 14.0, 32.0]","[datetime.datetime(2022, 11, 28, 19, 23, 33, 311610), 19.0, 55.0]"
39,"[datetime.datetime(2022, 11, 28, 19, 23, 34, 436276), 4.6, 8.4]","[datetime.datetime(2022, 11, 28, 19, 23, 34, 436276), 41.0, 270.0]","[datetime.datetime(2022, 11, 28, 19, 23, 34, 436276), 1.65, 2.02]","[datetime.datetime(2022, 11, 28, 19, 23, 34, 436276), 4.6, 8.0]","[datetime.datetime(2022, 11, 28, 19, 23, 34, 436276), 8.5, 19.5]","[datetime.datetime(2022, 11, 28, 19, 23, 34, 436276), 14.0, 32.0]","[datetime.datetime(2022, 11, 28, 19, 23, 34, 436276), 19.0, 55.0]"
40,"[datetime.datetime(2022, 11, 28, 19, 23, 35, 561510), 4.6, 8.4]","[datetime.datetime(2022, 11, 28, 19, 23, 35, 561510), 41.0, 270.0]","[datetime.datetime(2022, 11, 28, 19, 23, 35, 561510), 1.65, 2.02]","[datetime.datetime(2022, 11, 28, 19, 23, 35, 561510), 4.6, 8.0]","[datetime.datetime(2022, 11, 28, 19, 23, 35, 561510), 8.5, 19.5]","[datetime.datetime(2022, 11, 28, 19, 23, 35, 561510), 14.0, 32.0]","[datetime.datetime(2022, 11, 28, 19, 23, 35, 561510), 19.0, 55.0]"
41,"[datetime.datetime(2022, 11, 28, 19, 23, 36, 674772), 4.6, 8.4]","[datetime.datetime(2022, 11, 28, 19, 23, 36, 674772), 41.0, 270.0]","[datetime.datetime(2022, 11, 28, 19, 23, 36, 674772), 1.65, 2.02]","[datetime.datetime(2022, 11, 28, 19, 23, 36, 674772), 4.6, 8.0]","[datetime.datetime(2022, 11, 28, 19, 23, 36, 674772), 8.5, 19.5]","[datetime.datetime(2022, 11, 28, 19, 23, 36, 674772), 14.0, 32.0]","[datetime.datetime(2022, 11, 28, 19, 23, 36, 674772), 19.0, 55.0]"
42,"[datetime.datetime(2022, 11, 28, 19, 23, 37, 791130), 4.6, 8.4]","[datetime.datetime(2022, 11, 28, 19, 23, 37, 791130), 41.0, 270.0]","[datetime.datetime(2022, 11, 28, 19, 23, 37, 791130), 1.65, 2.02]","[datetime.datetime(2022, 11, 28, 19, 23, 37, 791130), 4.6, 8.0]","[datetime.datetime(2022, 11, 28, 19, 23, 37, 791130), 8.5, 19.5]","[datetime.datetime(2022, 11, 28, 19, 23, 37, 791130), 14.0, 32.0]","[datetime.datetime(2022, 11, 28, 19, 23, 37, 791130), 19.0, 55.0]"
43,"[datetime.datetime(2022, 11, 28, 19, 23, 38, 899868), 4.6, 8.4]","[datetime.datetime(2022, 11, 28, 19, 23, 38, 899868), 41.0, 270.0]","[datetime.datetime(2022, 11, 28, 19, 23, 38, 899868), 1.65, 2.02]","[datetime.datetime(2022, 11, 28, 19, 23, 38, 899868), 4.6, 8.0]","[datetime.datetime(2022, 11, 28, 19, 23, 38, 899868), 8.5, 19.5]","[datetime.datetime(2022, 11, 28, 19, 23, 38, 899868), 14.0, 32.0]","[datetime.datetime(2022, 11, 28, 19, 23, 38, 899868), 19.0, 55.0]"
44,"[datetime.datetime(2022, 11, 28, 19, 23, 40, 16739), 4.6, 8.4]","[datetime.datetime(2022, 11, 28, 19, 23, 40, 16739), 41.0, 270.0]","[datetime.datetime(2022, 11, 28, 19, 23, 40, 16739), 1.65, 2.02]","[datetime.datetime(2022, 11, 28, 19, 23, 40, 16739), 4.6, 8.0]","[datetime.datetime(2022, 11, 28, 19, 23, 40, 16739), 8.5, 19.5]","[datetime.datetime(2022, 11, 28, 19, 23, 40, 16739), 14.0, 32.0]","[datetime.datetime(2022, 11, 28, 19, 23, 40, 16739), 19.0, 55.0]"
45,"[datetime.datetime(2022, 11, 28, 19, 23, 41, 124883), 4.6, 8.4]","[datetime.datetime(2022, 11, 28, 19, 23, 41, 124883), 41.0, 270.0]","[datetime.datetime(2022, 11, 28, 19, 23, 41, 124883), 1.65, 2.02]","[datetime.datetime(2022, 11, 28, 19, 23, 41, 124883), 4.6, 8.0]","[datetime.datetime(2022, 11, 28, 19, 23, 41, 124883), 8.5, 19.5]","[datetime.datetime(2022, 11, 28, 19, 23, 41, 124883), 14.0, 32.0]","[datetime.datetime(2022, 11, 28, 19, 23, 41, 124883), 19.0, 55.0]"
