,Brutal Viking,Can She Hurdle,Sweet City Angel,Almost Famous,Cartel Master,Ultimate Hit
09-01-2023 14:15:51.805196,"(13.0, 40.0, 27.46666666666667)","(7.0, 14.5, 11.252941176470587)","(1.55, 1.58, 1.5738028169014084)","(8.5, 30.0, 22.8)","(6.5, 11.5, 9.8125)","(9.0, 16.0, 14.0)"
09-01-2023 14:15:52.819090,"(13.0, 40.0, 27.46666666666667)","(7.0, 14.5, 11.252941176470587)","(1.55, 1.58, 1.5738028169014084)","(8.5, 30.0, 22.8)","(6.5, 11.5, 9.8125)","(9.0, 16.0, 14.0)"
09-01-2023 14:15:53.792868,"(13.0, 40.0, 27.46666666666667)","(7.0, 14.5, 11.252941176470587)","(1.55, 1.58, 1.5738028169014084)","(8.5, 30.0, 22.8)","(6.5, 11.5, 9.8125)","(9.0, 16.0, 14.0)"
09-01-2023 14:15:54.744934,"(13.0, 40.0, 27.46666666666667)","(7.0, 14.5, 11.252941176470587)","(1.55, 1.58, 1.5738028169014084)","(8.5, 30.0, 22.8)","(6.5, 11.5, 9.8125)","(9.0, 16.0, 14.0)"
09-01-2023 14:15:55.802555,"(13.0, 38.0, 33.22222222222222)","(7.0, 14.5, 11.252941176470587)","(1.55, 1.58, 1.5738028169014084)","(8.5, 30.0, 22.8)","(6.5, 11.5, 9.8125)","(9.0, 16.0, 14.0)"
09-01-2023 14:15:56.931746,"(13.0, 38.0, 33.22222222222222)","(7.0, 14.5, 11.252941176470587)","(1.55, 1.58, 1.5738028169014084)","(8.5, 30.0, 22.8)","(6.5, 11.5, 9.8125)","(9.0, 16.0, 14.0)"
09-01-2023 14:15:57.943612,"(13.0, 38.0, 33.22222222222222)","(7.0, 14.5, 11.252941176470587)","(1.55, 1.58, 1.5738028169014084)","(8.5, 30.0, 22.8)","(6.5, 11.5, 9.8125)","(9.0, 16.0, 14.0)"
09-01-2023 14:15:58.894135,"(13.0, 38.0, 33.22222222222222)","(7.0, 14.5, 11.252941176470587)","(1.55, 1.58, 1.5738028169014084)","(8.5, 30.0, 22.8)","(6.5, 11.5, 9.8125)","(9.0, 16.0, 14.0)"
09-01-2023 14:15:59.844354,"(13.0, 38.0, 33.22222222222222)","(7.0, 14.5, 11.252941176470587)","(1.55, 1.58, 1.5738028169014084)","(8.5, 30.0, 22.8)","(6.5, 11.5, 9.8125)","(9.0, 16.0, 14.0)"
09-01-2023 14:16:00.862569,"(13.0, 38.0, 33.22222222222222)","(7.0, 14.5, 11.252941176470587)","(1.55, 1.58, 1.5738028169014084)","(8.5, 30.0, 22.8)","(6.5, 11.5, 9.8125)","(9.0, 16.0, 14.0)"
09-01-2023 14:16:02.006840,"(13.0, 38.0, 33.22222222222222)","(7.0, 14.5, 11.252941176470587)","(1.55, 1.58, 1.5738028169014084)","(8.5, 30.0, 22.8)","(6.5, 11.5, 9.8125)","(9.0, 16.0, 14.0)"
09-01-2023 14:16:03.027739,"(13.0, 38.0, 29.6)","(7.0, 14.5, 11.252941176470587)","(1.55, 1.58, 1.5738028169014084)","(8.5, 30.0, 22.8)","(6.5, 11.5, 9.8125)","(9.0, 16.0, 14.0)"
09-01-2023 14:16:03.988809,"(13.0, 38.0, 27.75)","(7.0, 14.5, 11.252941176470587)","(1.55, 1.58, 1.5738028169014084)","(8.5, 30.0, 22.8)","(6.5, 11.5, 9.8125)","(9.0, 16.0, 14.0)"
09-01-2023 14:16:04.884766,"(13.0, 38.0, 31.849999999999998)","(7.0, 14.5, 11.252941176470587)","(1.55, 1.58, 1.5738028169014084)","(8.5, 30.0, 22.8)","(6.5, 11.5, 9.8125)","(9.0, 16.0, 14.0)"
09-01-2023 14:16:05.800381,"(13.0, 38.0, 31.849999999999998)","(7.0, 13.0, 12.01818181818182)","(1.55, 1.58, 1.5738028169014084)","(8.5, 30.0, 22.8)","(6.5, 11.5, 9.8125)","(9.0, 16.0, 14.0)"
09-01-2023 14:16:06.847227,"(13.0, 38.0, 31.849999999999998)","(7.0, 13.0, 12.01818181818182)","(1.55, 1.58, 1.5738028169014084)","(8.5, 30.0, 22.8)","(6.5, 11.5, 9.8125)","(9.0, 16.0, 14.0)"
09-01-2023 14:16:07.856836,"(13.0, 38.0, 31.849999999999998)","(7.0, 13.0, 12.01818181818182)","(1.55, 1.58, 1.5738028169014084)","(8.5, 30.0, 22.8)","(6.5, 11.5, 9.8125)","(9.0, 16.0, 14.0)"
09-01-2023 14:16:08.850910,"(13.0, 38.0, 31.849999999999998)","(7.0, 13.0, 12.01818181818182)","(1.55, 1.58, 1.5738028169014084)","(8.5, 30.0, 20.545454545454547)","(6.5, 11.5, 9.8125)","(9.0, 16.0, 14.0)"
09-01-2023 14:16:09.821295,"(13.0, 38.0, 31.849999999999998)","(7.0, 13.0, 12.01818181818182)","(1.55, 1.58, 1.5738028169014084)","(8.5, 30.0, 23.066666666666666)","(6.5, 11.5, 9.8125)","(9.0, 16.0, 14.0)"
09-01-2023 14:16:10.775402,"(13.0, 38.0, 31.849999999999998)","(7.0, 13.0, 12.01818181818182)","(1.55, 1.58, 1.5738028169014084)","(8.5, 30.0, 23.066666666666666)","(6.5, 11.5, 9.8125)","(9.0, 16.0, 14.0)"
09-01-2023 14:16:11.730998,"(13.0, 38.0, 31.849999999999998)","(7.0, 13.0, 12.01818181818182)","(1.55, 1.58, 1.5738028169014084)","(8.5, 30.0, 23.066666666666666)","(6.5, 11.5, 9.8125)","(9.0, 16.0, 14.0)"
09-01-2023 14:16:12.717703,"(13.0, 38.0, 31.849999999999998)","(7.0, 13.0, 12.01818181818182)","(1.55, 1.58, 1.5738028169014084)","(8.5, 30.0, 23.5)","(6.5, 11.5, 9.8125)","(9.0, 16.0, 14.0)"
09-01-2023 14:16:13.661211,"(13.0, 38.0, 31.849999999999998)","(7.0, 13.0, 12.01818181818182)","(1.55, 1.58, 1.5738028169014084)","(8.5, 30.0, 23.5)","(6.5, 11.5, 9.8125)","(9.0, 16.0, 14.0)"
09-01-2023 14:16:14.714294,"(13.0, 38.0, 31.849999999999998)","(7.0, 13.0, 12.01818181818182)","(1.55, 1.58, 1.5738028169014084)","(8.5, 30.0, 23.5)","(6.5, 11.5, 9.8125)","(9.0, 16.0, 14.0)"
09-01-2023 14:16:15.775130,"(13.0, 38.0, 31.849999999999998)","(7.0, 13.0, 12.01818181818182)","(1.55, 1.58, 1.5738028169014084)","(8.5, 30.0, 23.5)","(6.5, 11.5, 9.8125)","(9.0, 16.0, 14.0)"
09-01-2023 14:16:16.854914,"(13.0, 38.0, 31.849999999999998)","(7.0, 13.0, 12.01818181818182)","(1.55, 1.58, 1.5738028169014084)","(8.5, 30.0, 23.5)","(6.5, 11.5, 9.8125)","(9.0, 16.0, 14.0)"
09-01-2023 14:16:17.780133,"(13.0, 38.0, 31.849999999999998)","(7.0, 13.0, 12.01818181818182)","(1.55, 1.58, 1.5738028169014084)","(8.5, 30.0, 23.5)","(6.5, 11.5, 9.8125)","(9.0, 16.0, 14.0)"
09-01-2023 14:16:18.765962,"(13.0, 38.0, 31.849999999999998)","(7.0, 13.0, 12.01818181818182)","(1.55, 1.58, 1.5738028169014084)","(8.5, 30.0, 23.5)","(6.5, 11.5, 9.8125)","(9.0, 16.0, 14.0)"
09-01-2023 14:16:19.839172,"(13.0, 38.0, 31.849999999999998)","(7.0, 13.0, 12.01818181818182)","(1.55, 1.58, 1.5738028169014084)","(8.5, 30.0, 23.5)","(6.5, 11.5, 9.8125)","(9.0, 16.0, 14.0)"
09-01-2023 14:16:21.019457,"(13.0, 38.0, 31.849999999999998)","(7.0, 13.0, 12.01818181818182)","(1.55, 1.58, 1.5738028169014084)","(8.5, 30.0, 23.5)","(6.5, 11.5, 9.8125)","(9.0, 16.0, 14.0)"
09-01-2023 14:16:22.013527,"(13.0, 38.0, 31.849999999999998)","(7.0, 14.5, 13.16)","(1.55, 1.58, 1.5738028169014084)","(8.5, 30.0, 23.5)","(6.5, 11.5, 9.8125)","(9.0, 16.0, 14.0)"
09-01-2023 14:16:22.858341,"(13.0, 38.0, 31.849999999999998)","(7.0, 14.5, 10.4375)","(1.55, 1.58, 1.5738028169014084)","(8.5, 30.0, 23.5)","(6.5, 11.5, 9.8125)","(9.0, 16.0, 14.0)"
09-01-2023 14:16:23.892093,"(13.0, 38.0, 31.849999999999998)","(7.0, 14.5, 11.033333333333333)","(1.55, 1.58, 1.5738028169014084)","(8.5, 30.0, 23.5)","(6.5, 11.5, 9.8125)","(9.0, 16.0, 14.0)"
09-01-2023 14:16:24.996259,"(13.0, 38.0, 28.0)","(7.0, 14.5, 11.61111111111111)","(1.55, 1.58, 1.5738028169014084)","(8.5, 30.0, 23.5)","(6.5, 11.5, 9.8125)","(9.0, 16.0, 14.0)"
09-01-2023 14:16:26.178693,"(13.0, 38.0, 28.0)","(7.0, 14.5, 11.61111111111111)","(1.55, 1.58, 1.5738028169014084)","(8.5, 30.0, 23.5)","(6.5, 11.5, 9.8125)","(9.0, 16.0, 14.0)"
09-01-2023 14:16:27.292323,"(13.0, 38.0, 28.0)","(7.0, 14.5, 11.61111111111111)","(1.55, 1.58, 1.5738028169014084)","(8.5, 30.0, 23.5)","(6.5, 11.5, 9.8125)","(9.0, 16.0, 14.0)"
09-01-2023 14:16:28.381765,"(13.0, 38.0, 28.0)","(7.0, 14.5, 11.61111111111111)","(1.55, 1.58, 1.5738028169014084)","(8.5, 30.0, 23.5)","(6.5, 11.5, 9.8125)","(9.0, 16.0, 14.0)"
09-01-2023 14:16:29.595545,"(13.0, 38.0, 28.0)","(7.0, 14.5, 11.61111111111111)","(1.55, 1.58, 1.5738028169014084)","(8.5, 30.0, 23.5)","(6.5, 11.5, 9.8125)","(9.0, 16.0, 14.0)"
09-01-2023 14:16:30.741299,"(13.0, 38.0, 28.0)","(7.0, 14.5, 11.61111111111111)","(1.55, 1.58, 1.5738028169014084)","(8.5, 30.0, 23.5)","(6.5, 11.5, 9.8125)","(9.0, 16.0, 14.0)"
09-01-2023 14:16:31.707198,"(13.0, 38.0, 28.0)","(7.0, 14.5, 11.61111111111111)","(1.55, 1.58, 1.5738028169014084)","(8.5, 30.0, 23.5)","(6.5, 11.5, 9.8125)","(9.0, 16.0, 14.0)"
09-01-2023 14:16:32.724295,"(13.0, 38.0, 28.0)","(7.0, 14.5, 11.61111111111111)","(1.55, 1.58, 1.5738028169014084)","(8.5, 30.0, 23.5)","(6.5, 11.5, 9.8125)","(9.0, 16.0, 14.0)"
09-01-2023 14:16:33.752285,"(13.0, 38.0, 28.25)","(7.0, 14.5, 11.61111111111111)","(1.55, 1.58, 1.5776296296296297)","(8.5, 30.0, 23.5)","(6.5, 11.5, 9.8125)","(9.0, 16.0, 14.0)"
09-01-2023 14:16:34.791245,"(13.0, 38.0, 28.25)","(7.0, 14.5, 11.61111111111111)","(1.55, 1.58, 1.5776296296296297)","(8.5, 30.0, 23.5)","(6.5, 11.5, 9.8125)","(9.0, 16.0, 14.0)"
09-01-2023 14:16:36.064535,"(13.0, 38.0, 28.25)","(7.0, 14.5, 11.61111111111111)","(1.55, 1.58, 1.5776296296296297)","(8.5, 30.0, 23.5)","(6.5, 11.5, 9.8125)","(9.0, 16.0, 14.0)"
09-01-2023 14:16:37.015767,"(13.0, 38.0, 28.25)","(7.0, 14.5, 11.61111111111111)","(1.55, 1.58, 1.5776296296296297)","(8.5, 30.0, 23.5)","(6.5, 11.5, 9.8125)","(9.0, 16.0, 14.0)"
09-01-2023 14:16:37.978564,"(13.0, 38.0, 32.15)","(7.0, 14.5, 11.763157894736842)","(1.55, 1.58, 1.5776296296296297)","(8.5, 30.0, 23.5)","(6.5, 11.5, 9.911764705882353)","(9.0, 16.0, 14.0)"
09-01-2023 14:16:38.953132,"(13.0, 38.0, 32.15)","(7.0, 14.5, 11.763157894736842)","(1.55, 1.58, 1.5776296296296297)","(8.5, 30.0, 23.5)","(6.5, 11.5, 9.911764705882353)","(9.0, 16.0, 14.0)"
09-01-2023 14:16:39.973650,"(13.0, 38.0, 32.15)","(7.0, 14.5, 11.763157894736842)","(1.55, 1.58, 1.5776296296296297)","(8.5, 30.0, 23.5)","(6.5, 11.5, 9.911764705882353)","(9.0, 16.0, 14.0)"
09-01-2023 14:16:41.025865,"(13.0, 38.0, 32.15)","(7.0, 14.5, 11.763157894736842)","(1.55, 1.58, 1.5776296296296297)","(8.5, 30.0, 23.5)","(6.5, 11.5, 9.911764705882353)","(9.0, 16.0, 14.0)"
09-01-2023 14:16:42.162309,"(13.0, 38.0, 32.15)","(7.0, 14.5, 11.763157894736842)","(1.55, 1.58, 1.5776296296296297)","(8.5, 30.0, 23.5)","(6.5, 11.5, 9.911764705882353)","(9.0, 16.0, 14.0)"
09-01-2023 14:16:43.192623,"(13.0, 38.0, 32.15)","(7.0, 14.5, 11.763157894736842)","(1.55, 1.58, 1.5776296296296297)","(8.5, 30.0, 23.5)","(6.5, 11.5, 9.911764705882353)","(9.0, 16.0, 14.0)"
09-01-2023 14:16:44.320153,"(13.0, 38.0, 32.15)","(7.0, 14.5, 11.473684210526315)","(1.55, 1.58, 1.5776296296296297)","(8.5, 30.0, 23.5)","(6.5, 11.5, 9.911764705882353)","(9.0, 16.0, 14.0)"
09-01-2023 14:16:45.513280,"(13.0, 38.0, 32.15)","(7.0, 14.0, 10.64)","(1.55, 1.58, 1.5776296296296297)","(8.5, 30.0, 26.333333333333332)","(6.5, 11.5, 9.911764705882353)","(9.0, 16.0, 14.0)"
09-01-2023 14:16:46.588829,"(13.0, 38.0, 32.15)","(7.0, 14.0, 10.309090909090909)","(1.55, 1.58, 1.5776296296296297)","(8.5, 29.0, 24.0)","(6.5, 11.5, 9.911764705882353)","(9.0, 16.0, 14.0)"
09-01-2023 14:16:47.560482,"(13.0, 38.0, 32.15)","(7.0, 14.0, 11.2)","(1.55, 1.58, 1.5776296296296297)","(8.5, 29.0, 25.4)","(6.5, 11.5, 9.911764705882353)","(9.0, 16.0, 14.0)"
09-01-2023 14:16:48.596447,"(13.0, 38.0, 32.15)","(7.0, 14.0, 9.388235294117647)","(1.55, 1.58, 1.5776296296296297)","(8.5, 29.0, 25.4)","(6.5, 11.5, 9.911764705882353)","(9.0, 16.0, 14.0)"
09-01-2023 14:16:49.609623,"(13.0, 38.0, 32.15)","(7.0, 14.0, 9.388235294117647)","(1.55, 1.58, 1.5776296296296297)","(8.5, 29.0, 26.625)","(6.5, 11.5, 9.911764705882353)","(9.0, 16.0, 14.0)"
09-01-2023 14:16:50.610008,"(13.0, 38.0, 32.15)","(7.0, 14.0, 9.388235294117647)","(1.55, 1.58, 1.5776296296296297)","(8.5, 28.0, 26.625)","(6.5, 11.5, 9.911764705882353)","(9.0, 16.0, 14.0)"
09-01-2023 14:16:51.612377,"(13.0, 38.0, 32.15)","(7.0, 14.0, 10.4)","(1.55, 1.58, 1.5776296296296297)","(8.5, 28.0, 24.77777777777778)","(6.5, 11.5, 9.911764705882353)","(9.0, 16.0, 14.0)"
09-01-2023 14:16:52.556322,"(13.0, 38.0, 32.15)","(7.0, 14.0, 10.4)","(1.55, 1.58, 1.5776296296296297)","(8.5, 27.0, 24.77777777777778)","(6.5, 11.5, 9.911764705882353)","(9.0, 16.0, 14.0)"
09-01-2023 14:16:53.538357,"(13.0, 38.0, 32.15)","(7.0, 14.0, 10.4)","(1.55, 1.58, 1.5776296296296297)","(8.5, 28.0, 26.625)","(6.5, 11.5, 9.911764705882353)","(9.0, 16.0, 14.0)"
09-01-2023 14:16:54.566037,"(13.0, 38.0, 31.666666666666668)","(7.0, 14.0, 10.4)","(1.55, 1.58, 1.5776296296296297)","(8.5, 28.0, 26.625)","(6.5, 11.5, 9.911764705882353)","(9.0, 16.0, 14.0)"
09-01-2023 14:16:55.534382,"(13.0, 38.0, 28.75)","(7.0, 14.0, 10.4)","(1.55, 1.58, 1.5776296296296297)","(8.5, 28.0, 26.625)","(6.5, 11.5, 9.911764705882353)","(9.0, 16.0, 14.0)"
09-01-2023 14:16:56.443349,"(13.0, 38.0, 28.75)","(7.0, 14.0, 10.4)","(1.55, 1.58, 1.5776296296296297)","(8.5, 28.0, 26.625)","(6.5, 11.5, 9.911764705882353)","(9.0, 16.0, 14.0)"
09-01-2023 14:16:57.443437,"(13.0, 38.0, 28.75)","(7.0, 14.0, 10.4)","(1.55, 1.58, 1.5776296296296297)","(8.5, 28.0, 26.625)","(6.5, 11.5, 9.911764705882353)","(9.0, 16.0, 14.0)"
09-01-2023 14:16:58.604490,"(13.0, 38.0, 28.75)","(7.0, 14.0, 10.4)","(1.55, 1.58, 1.5776296296296297)","(8.5, 28.0, 26.625)","(6.5, 11.5, 9.911764705882353)","(9.0, 16.0, 14.0)"
09-01-2023 14:16:59.887427,"(13.0, 38.0, 28.75)","(7.0, 14.0, 10.4)","(1.55, 1.58, 1.5776296296296297)","(8.5, 28.0, 26.625)","(6.5, 11.5, 9.911764705882353)","(9.0, 16.0, 14.0)"
09-01-2023 14:17:00.928056,"(13.0, 38.0, 28.75)","(7.0, 14.0, 10.4)","(1.55, 1.58, 1.5776296296296297)","(8.5, 28.0, 26.625)","(6.5, 11.5, 9.911764705882353)","(9.0, 16.0, 14.0)"
09-01-2023 14:17:01.864517,"(13.0, 38.0, 28.75)","(7.0, 14.0, 10.4)","(1.55, 1.58, 1.5776296296296297)","(8.5, 28.0, 26.625)","(6.5, 11.5, 9.911764705882353)","(9.0, 16.0, 14.0)"
09-01-2023 14:17:02.966541,"(13.0, 38.0, 28.75)","(7.0, 14.0, 10.4)","(1.55, 1.58, 1.5776296296296297)","(8.5, 28.0, 26.625)","(6.5, 11.5, 9.911764705882353)","(9.0, 16.0, 14.0)"
09-01-2023 14:17:04.144845,"(13.0, 38.0, 28.75)","(7.0, 14.0, 10.4)","(1.55, 1.58, 1.5776296296296297)","(8.5, 28.0, 26.625)","(6.5, 11.5, 9.911764705882353)","(9.0, 16.0, 14.0)"
09-01-2023 14:17:05.304769,"(13.0, 38.0, 28.75)","(7.0, 14.0, 10.4)","(1.55, 1.58, 1.5776296296296297)","(8.5, 28.0, 26.625)","(6.5, 11.5, 9.911764705882353)","(9.0, 16.0, 14.0)"
09-01-2023 14:17:06.392617,"(13.0, 38.0, 28.75)","(7.0, 14.0, 10.4)","(1.55, 1.58, 1.5776296296296297)","(8.5, 28.0, 26.625)","(6.5, 11.5, 9.911764705882353)","(9.0, 16.0, 14.0)"
09-01-2023 14:17:07.426368,"(13.0, 38.0, 28.75)","(7.0, 14.0, 10.4)","(1.55, 1.58, 1.5776296296296297)","(8.5, 28.0, 26.625)","(6.5, 11.5, 9.911764705882353)","(9.0, 16.0, 14.0)"
09-01-2023 14:17:08.490909,"(13.0, 38.0, 28.75)","(7.0, 14.0, 10.4)","(1.55, 1.58, 1.5776296296296297)","(8.5, 28.0, 25.75)","(6.5, 11.5, 9.911764705882353)","(9.0, 16.0, 14.0)"
09-01-2023 14:17:09.513348,"(13.0, 38.0, 28.75)","(7.0, 14.0, 10.36)","(1.55, 1.58, 1.5776296296296297)","(8.5, 27.0, 25.75)","(6.5, 11.5, 9.911764705882353)","(9.0, 16.0, 14.0)"
09-01-2023 14:17:10.549769,"(13.0, 38.0, 32.45)","(7.0, 14.0, 11.303703703703704)","(1.55, 1.58, 1.5776296296296297)","(8.5, 27.0, 25.75)","(6.5, 11.5, 9.911764705882353)","(9.0, 16.0, 14.0)"
09-01-2023 14:17:11.485024,"(13.0, 38.0, 32.45)","(7.0, 14.0, 11.303703703703704)","(1.55, 1.58, 1.5776296296296297)","(8.5, 27.0, 25.75)","(6.5, 11.5, 9.911764705882353)","(9.0, 16.0, 14.0)"
09-01-2023 14:17:12.581028,"(13.0, 38.0, 32.45)","(7.0, 14.0, 11.303703703703704)","(1.55, 1.58, 1.5776296296296297)","(8.5, 27.0, 25.75)","(6.5, 11.5, 9.911764705882353)","(9.0, 16.0, 14.0)"
09-01-2023 14:17:13.696018,"(13.0, 38.0, 32.45)","(7.0, 14.0, 11.303703703703704)","(1.55, 1.58, 1.5776296296296297)","(8.5, 27.0, 25.75)","(6.5, 11.5, 9.911764705882353)","(9.0, 16.0, 14.0)"
09-01-2023 14:17:14.936763,"(13.0, 38.0, 32.45)","(7.0, 14.0, 11.303703703703704)","(1.55, 1.58, 1.5776296296296297)","(8.5, 27.0, 25.75)","(6.5, 11.5, 9.911764705882353)","(9.0, 16.0, 14.0)"
09-01-2023 14:17:16.152437,"(13.0, 38.0, 33.73076923076923)","(7.0, 14.0, 9.71764705882353)","(1.55, 1.58, 1.5776296296296297)","(8.5, 27.0, 25.75)","(6.5, 11.5, 9.911764705882353)","(9.0, 16.0, 14.0)"
09-01-2023 14:17:17.138114,"(13.0, 38.0, 33.73076923076923)","(7.0, 14.0, 9.71764705882353)","(1.55, 1.58, 1.5776296296296297)","(8.5, 27.0, 25.75)","(6.5, 11.5, 9.911764705882353)","(9.0, 16.0, 14.0)"
09-01-2023 14:17:18.206847,"(13.0, 38.0, 33.73076923076923)","(7.0, 14.0, 9.71764705882353)","(1.55, 1.58, 1.5776296296296297)","(8.5, 27.0, 25.75)","(6.5, 11.5, 9.911764705882353)","(9.0, 16.0, 14.0)"
09-01-2023 14:17:19.350051,"(13.0, 38.0, 33.73076923076923)","(7.0, 14.0, 9.71764705882353)","(1.55, 1.58, 1.5776296296296297)","(8.5, 27.0, 25.75)","(6.5, 11.5, 9.911764705882353)","(9.0, 16.0, 14.0)"
09-01-2023 14:17:20.412276,"(13.0, 38.0, 33.73076923076923)","(7.0, 14.0, 9.71764705882353)","(1.55, 1.58, 1.5776296296296297)","(8.5, 27.0, 25.75)","(6.5, 11.5, 9.911764705882353)","(9.0, 16.0, 14.0)"
09-01-2023 14:17:21.441080,"(13.0, 38.0, 33.73076923076923)","(7.0, 14.0, 9.71764705882353)","(1.55, 1.58, 1.5776296296296297)","(8.5, 27.0, 25.75)","(6.5, 11.5, 9.911764705882353)","(9.0, 16.0, 14.0)"
09-01-2023 14:17:22.556275,"(13.0, 38.0, 33.73076923076923)","(7.0, 14.0, 11.2)","(1.55, 1.58, 1.5776296296296297)","(8.5, 27.0, 26.208333333333332)","(6.5, 11.5, 9.911764705882353)","(9.0, 16.0, 14.0)"
09-01-2023 14:17:23.664823,"(13.0, 38.0, 32.45)","(7.0, 14.0, 11.2)","(1.55, 1.58, 1.5776296296296297)","(8.5, 27.0, 26.208333333333332)","(6.5, 11.5, 9.911764705882353)","(9.0, 16.0, 14.0)"
09-01-2023 14:17:24.795137,"(13.0, 38.0, 32.45)","(7.0, 14.0, 11.2)","(1.55, 1.58, 1.5776296296296297)","(8.5, 27.0, 28.958333333333336)","(6.5, 11.5, 9.911764705882353)","(9.0, 16.0, 14.0)"
09-01-2023 14:17:26.063038,"(13.0, 38.0, 32.45)","(7.0, 14.0, 11.2)","(1.55, 1.58, 1.5776296296296297)","(8.5, 30.0, 25.40625)","(6.5, 11.5, 10.272727272727273)","(9.0, 16.0, 14.0)"
09-01-2023 14:17:27.249867,"(13.0, 42.0, 27.0)","(7.0, 14.0, 11.2)","(1.55, 1.58, 1.5776296296296297)","(8.5, 29.0, 26.535714285714285)","(6.5, 11.5, 10.272727272727273)","(9.0, 16.0, 14.0)"
09-01-2023 14:17:28.499685,"(13.0, 42.0, 38.64285714285714)","(7.0, 13.5, 11.911764705882353)","(1.55, 1.58, 1.5776296296296297)","(8.5, 29.0, 26.535714285714285)","(6.5, 11.5, 10.272727272727273)","(9.0, 16.0, 14.0)"
09-01-2023 14:17:29.551965,"(13.0, 42.0, 38.64285714285714)","(7.0, 13.5, 11.605263157894736)","(1.55, 1.58, 1.5776296296296297)","(8.5, 29.0, 26.535714285714285)","(6.5, 11.5, 10.272727272727273)","(9.0, 16.0, 14.0)"
09-01-2023 14:17:30.571057,"(13.0, 42.0, 38.64285714285714)","(7.0, 13.5, 11.605263157894736)","(1.55, 1.58, 1.5776296296296297)","(8.5, 29.0, 26.535714285714285)","(6.5, 11.5, 10.272727272727273)","(9.0, 16.0, 14.0)"
09-01-2023 14:17:31.633040,"(13.0, 42.0, 38.64285714285714)","(7.0, 13.5, 11.605263157894736)","(1.55, 1.58, 1.5776296296296297)","(8.5, 29.0, 26.535714285714285)","(6.5, 11.5, 10.272727272727273)","(9.0, 16.0, 14.0)"
09-01-2023 14:17:32.759864,"(13.0, 42.0, 38.64285714285714)","(7.0, 13.5, 10.633333333333333)","(1.55, 1.58, 1.5776296296296297)","(8.5, 29.0, 26.535714285714285)","(6.5, 11.5, 10.272727272727273)","(9.0, 16.0, 14.0)"
09-01-2023 14:17:33.846300,"(13.0, 42.0, 36.125)","(7.0, 13.5, 10.766666666666667)","(1.55, 1.58, 1.5776296296296297)","(8.5, 29.0, 26.535714285714285)","(6.5, 11.5, 10.272727272727273)","(9.0, 16.0, 14.0)"
09-01-2023 14:17:34.850738,"(13.0, 42.0, 36.0)","(7.0, 13.5, 11.607692307692307)","(1.55, 1.58, 1.5776296296296297)","(8.5, 29.0, 26.535714285714285)","(6.5, 11.5, 10.272727272727273)","(9.0, 16.0, 14.0)"
