,Brutal Viking,Can She Hurdle,Sweet City Angel,Almost Famous,Cartel Master,Ultimate Hit
09-01-2023 14:26:00.189964,"(14.0, 46.0, 45.06666666666666)","(7.0, 14.0, 13.833333333333334)","(1.45, 1.5, 1.48)","(9.0, 38.0, 34.785714285714285)","(6.5, 12.5, 11.7)","(9.0, 12.5, 11.978260869565217)"
09-01-2023 14:26:01.283057,"(14.0, 46.0, 45.06666666666666)","(7.0, 14.0, 13.833333333333334)","(1.45, 1.5, 1.48)","(9.0, 38.0, 34.785714285714285)","(6.5, 12.5, 11.7)","(9.0, 12.5, 11.978260869565217)"
09-01-2023 14:26:02.403685,"(14.0, 46.0, 45.06666666666666)","(7.0, 14.0, 13.833333333333334)","(1.45, 1.5, 1.48)","(9.0, 38.0, 34.785714285714285)","(6.5, 12.5, 11.7)","(9.0, 12.5, 11.978260869565217)"
09-01-2023 14:26:03.410273,"(14.0, 46.0, 45.06666666666666)","(7.0, 14.0, 13.833333333333334)","(1.45, 1.5, 1.48)","(9.0, 38.0, 34.785714285714285)","(6.5, 12.5, 11.7)","(9.0, 12.5, 11.978260869565217)"
09-01-2023 14:26:04.457280,"(14.0, 46.0, 44.92307692307692)","(7.0, 14.0, 13.833333333333334)","(1.45, 1.5, 1.48)","(9.0, 38.0, 34.785714285714285)","(6.5, 12.5, 11.7)","(9.0, 12.5, 11.978260869565217)"
09-01-2023 14:26:05.546822,"(14.0, 46.0, 44.92307692307692)","(7.0, 14.0, 13.833333333333334)","(1.45, 1.5, 1.48)","(9.0, 38.0, 34.785714285714285)","(6.5, 12.5, 11.7)","(9.0, 12.5, 11.978260869565217)"
09-01-2023 14:26:06.599697,"(14.0, 46.0, 44.0)","(7.0, 14.0, 13.833333333333334)","(1.45, 1.5, 1.48)","(9.0, 38.0, 34.785714285714285)","(6.5, 12.5, 11.433333333333334)","(9.0, 12.5, 11.978260869565217)"
09-01-2023 14:26:07.597651,"(14.0, 46.0, 44.0)","(7.0, 14.0, 13.833333333333334)","(1.45, 1.5, 1.48)","(9.0, 38.0, 34.785714285714285)","(6.5, 12.5, 11.433333333333334)","(9.0, 12.5, 11.978260869565217)"
09-01-2023 14:26:08.533971,"(14.0, 46.0, 44.666666666666664)","(7.0, 14.0, 13.833333333333334)","(1.45, 1.5, 1.48)","(9.0, 38.0, 34.785714285714285)","(6.5, 12.5, 11.433333333333334)","(9.0, 12.5, 11.978260869565217)"
09-01-2023 14:26:09.558493,"(14.0, 46.0, 44.90909090909091)","(7.0, 14.0, 13.833333333333334)","(1.45, 1.5, 1.475)","(9.0, 38.0, 34.785714285714285)","(6.5, 12.5, 11.433333333333334)","(9.0, 12.5, 11.978260869565217)"
09-01-2023 14:26:10.625142,"(14.0, 46.0, 44.666666666666664)","(7.0, 14.0, 13.833333333333334)","(1.45, 1.49, 1.475)","(9.0, 38.0, 34.785714285714285)","(6.5, 12.5, 11.433333333333334)","(9.0, 12.5, 11.978260869565217)"
09-01-2023 14:26:11.671680,"(14.0, 46.0, 44.666666666666664)","(7.0, 14.0, 13.571428571428571)","(1.45, 1.49, 1.475)","(9.0, 38.0, 34.785714285714285)","(6.5, 12.5, 11.433333333333334)","(9.0, 12.5, 11.978260869565217)"
09-01-2023 14:26:12.643322,"(14.0, 46.0, 44.666666666666664)","(7.0, 14.0, 13.571428571428571)","(1.45, 1.49, 1.475)","(9.0, 38.0, 34.785714285714285)","(6.5, 12.5, 11.433333333333334)","(9.0, 12.5, 11.978260869565217)"
09-01-2023 14:26:13.660122,"(14.0, 46.0, 44.666666666666664)","(7.0, 14.0, 13.833333333333334)","(1.45, 1.49, 1.475)","(9.0, 38.0, 34.785714285714285)","(6.5, 12.5, 11.433333333333334)","(9.0, 12.5, 11.978260869565217)"
09-01-2023 14:26:14.629763,"(14.0, 46.0, 44.666666666666664)","(7.0, 14.0, 13.833333333333334)","(1.45, 1.49, 1.475)","(9.0, 38.0, 34.785714285714285)","(6.5, 12.5, 11.433333333333334)","(9.0, 12.5, 11.978260869565217)"
09-01-2023 14:26:15.691779,"(14.0, 46.0, 44.666666666666664)","(7.0, 14.0, 13.833333333333334)","(1.45, 1.49, 1.475)","(9.0, 38.0, 34.785714285714285)","(6.5, 12.5, 11.433333333333334)","(9.0, 12.5, 11.978260869565217)"
09-01-2023 14:26:16.840625,"(14.0, 46.0, 44.666666666666664)","(7.0, 14.5, 13.333333333333334)","(1.45, 1.49, 1.475)","(9.0, 38.0, 34.785714285714285)","(6.5, 12.5, 11.433333333333334)","(9.0, 12.5, 11.978260869565217)"
09-01-2023 14:26:17.919235,"(14.0, 46.0, 44.666666666666664)","(7.0, 14.5, 13.333333333333334)","(1.45, 1.49, 1.4897986577181208)","(9.0, 38.0, 35.75)","(6.5, 12.5, 10.88888888888889)","(9.0, 12.5, 12.461538461538462)"
09-01-2023 14:26:18.966740,"(14.0, 46.0, 44.666666666666664)","(7.0, 14.5, 13.333333333333334)","(1.45, 1.49, 1.4897315436241612)","(9.0, 38.0, 35.75)","(6.5, 12.0, 10.88888888888889)","(9.0, 13.5, 11.46875)"
09-01-2023 14:26:19.894084,"(14.0, 46.0, 44.666666666666664)","(7.0, 14.0, 13.59090909090909)","(1.45, 1.49, 1.4897315436241612)","(9.0, 38.0, 35.75)","(6.5, 12.0, 10.88888888888889)","(9.0, 13.5, 11.46875)"
09-01-2023 14:26:20.880673,"(14.0, 46.0, 44.666666666666664)","(7.0, 14.0, 13.59090909090909)","(1.45, 1.49, 1.4897315436241612)","(9.0, 38.0, 35.75)","(6.5, 12.0, 10.88888888888889)","(9.0, 13.5, 11.46875)"
09-01-2023 14:26:21.892948,"(14.0, 46.0, 44.666666666666664)","(7.0, 14.0, 13.59090909090909)","(1.45, 1.49, 1.4897315436241612)","(9.0, 38.0, 35.75)","(6.5, 12.0, 10.88888888888889)","(9.0, 13.5, 12.25)"
09-01-2023 14:26:22.994264,"(14.0, 46.0, 41.38461538461539)","(7.0, 14.0, 13.59090909090909)","(1.45, 1.49, 1.4897285067873303)","(9.0, 38.0, 35.75)","(6.5, 12.0, 10.88888888888889)","(9.0, 13.5, 12.25)"
09-01-2023 14:26:24.215075,"(14.0, 46.0, 44.0)","(7.0, 14.0, 13.59090909090909)","(1.45, 1.49, 1.4874413646055438)","(9.0, 38.0, 35.75)","(6.5, 12.0, 10.88888888888889)","(9.0, 13.5, 12.25)"
09-01-2023 14:26:25.344176,"(14.0, 46.0, 44.666666666666664)","(7.0, 14.0, 13.59090909090909)","(1.45, 1.49, 1.4874413646055438)","(9.0, 38.0, 35.75)","(6.5, 12.0, 10.88888888888889)","(9.0, 13.5, 12.25)"
09-01-2023 14:26:26.433786,"(14.0, 46.0, 44.666666666666664)","(7.0, 14.0, 13.59090909090909)","(1.45, 1.49, 1.4874413646055438)","(9.0, 38.0, 35.75)","(6.5, 12.0, 10.88888888888889)","(9.0, 13.5, 12.25)"
09-01-2023 14:26:27.591105,"(14.0, 46.0, 44.666666666666664)","(7.0, 14.0, 13.59090909090909)","(1.45, 1.49, 1.4874413646055438)","(9.0, 38.0, 35.75)","(6.5, 12.0, 10.88888888888889)","(9.0, 13.5, 12.25)"
09-01-2023 14:26:28.664510,"(14.0, 46.0, 44.666666666666664)","(7.0, 14.0, 13.59090909090909)","(1.45, 1.49, 1.4874413646055438)","(9.0, 38.0, 35.75)","(6.5, 12.0, 10.88888888888889)","(9.0, 13.5, 12.25)"
09-01-2023 14:26:29.692375,"(14.0, 46.0, 44.666666666666664)","(7.0, 14.0, 13.59090909090909)","(1.45, 1.49, 1.484703557312253)","(9.0, 38.0, 35.75)","(6.5, 12.0, 10.88888888888889)","(9.0, 13.5, 12.083333333333334)"
09-01-2023 14:26:30.751736,"(14.0, 46.0, 41.38461538461539)","(7.0, 14.0, 13.4)","(1.45, 1.49, 1.484703557312253)","(9.0, 38.0, 35.75)","(6.5, 12.0, 10.88888888888889)","(9.0, 13.5, 12.083333333333334)"
09-01-2023 14:26:31.864792,"(14.0, 46.0, 44.666666666666664)","(7.0, 14.0, 13.4)","(1.45, 1.49, 1.484703557312253)","(9.0, 38.0, 35.75)","(6.5, 12.0, 10.88888888888889)","(9.0, 13.5, 12.083333333333334)"
09-01-2023 14:26:32.963210,"(15.0, 46.0, 44.666666666666664)","(7.0, 14.0, 14.0)","(1.4, 1.49, 1.484031007751938)","(10.0, 38.0, 34.785714285714285)","(6.5, 12.0, 10.88888888888889)","(9.0, 13.5, 12.048387096774194)"
09-01-2023 14:26:34.067577,"(15.0, 46.0, 44.666666666666664)","(7.0, 14.5, 14.342105263157894)","(1.4, 1.49, 1.484031007751938)","(10.0, 38.0, 36.36363636363637)","(6.5, 12.0, 10.88888888888889)","(9.0, 13.5, 12.048387096774194)"
09-01-2023 14:26:35.141172,"(15.0, 46.0, 41.38461538461539)","(7.0, 14.5, 14.342105263157894)","(1.4, 1.49, 1.484031007751938)","(10.0, 38.0, 36.36363636363637)","(6.5, 12.0, 10.88888888888889)","(9.0, 13.5, 12.048387096774194)"
09-01-2023 14:26:36.082923,"(15.0, 46.0, 41.38461538461539)","(7.0, 14.5, 14.342105263157894)","(1.4, 1.49, 1.484031007751938)","(10.0, 38.0, 36.36363636363637)","(6.5, 12.0, 10.8)","(9.0, 13.5, 11.605263157894736)"
09-01-2023 14:26:37.060504,"(15.0, 46.0, 38.36363636363636)","(7.0, 14.5, 14.108695652173914)","(1.4, 1.48, 1.4792666666666667)","(10.0, 38.0, 33.90909090909091)","(6.5, 12.0, 10.8)","(9.0, 13.5, 11.605263157894736)"
09-01-2023 14:26:38.069504,"(15.0, 46.0, 40.54545454545455)","(7.0, 14.5, 14.342105263157894)","(1.4, 1.48, 1.4792666666666667)","(10.0, 38.0, 33.90909090909091)","(6.5, 11.5, 11.045454545454545)","(9.0, 13.5, 11.605263157894736)"
09-01-2023 14:26:39.060669,"(15.0, 46.0, 40.54545454545455)","(7.0, 14.5, 14.342105263157894)","(1.4, 1.48, 1.4792666666666667)","(10.0, 38.0, 33.90909090909091)","(6.5, 11.5, 11.045454545454545)","(9.0, 13.5, 11.605263157894736)"
09-01-2023 14:26:40.106901,"(15.0, 46.0, 40.54545454545455)","(7.0, 14.5, 14.342105263157894)","(1.4, 1.48, 1.4792666666666667)","(10.0, 38.0, 33.0)","(6.5, 11.5, 10.8)","(9.0, 13.5, 11.605263157894736)"
09-01-2023 14:26:41.190157,"(15.0, 46.0, 40.54545454545455)","(7.0, 15.0, 14.478260869565217)","(1.4, 1.48, 1.4792666666666667)","(10.0, 36.0, 31.545454545454547)","(6.5, 12.0, 10.941176470588236)","(9.0, 13.5, 11.590909090909092)"
09-01-2023 14:26:42.153967,"(15.0, 46.0, 40.54545454545455)","(7.0, 15.0, 14.478260869565217)","(1.4, 1.48, 1.4792666666666667)","(10.0, 36.0, 31.545454545454547)","(6.5, 12.0, 10.941176470588236)","(9.0, 13.5, 11.590909090909092)"
09-01-2023 14:26:43.041829,"(15.0, 46.0, 40.54545454545455)","(7.0, 15.0, 14.478260869565217)","(1.4, 1.48, 1.4792666666666667)","(10.0, 36.0, 31.545454545454547)","(6.5, 12.0, 10.941176470588236)","(9.0, 13.5, 11.875)"
09-01-2023 14:26:44.043068,"(15.0, 46.0, 41.0)","(7.0, 15.0, 14.7)","(1.4, 1.48, 1.4792666666666667)","(10.0, 36.0, 31.333333333333332)","(6.5, 12.0, 10.848837209302326)","(9.0, 13.0, 12.0)"
09-01-2023 14:26:45.031976,"(15.0, 46.0, 41.0)","(7.0, 15.0, 14.7)","(1.4, 1.48, 1.4792666666666667)","(10.0, 36.0, 31.692307692307693)","(6.5, 12.0, 10.826086956521738)","(9.0, 13.0, 11.6)"
09-01-2023 14:26:46.057423,"(15.0, 46.0, 41.0)","(7.0, 15.0, 14.7)","(1.4, 1.47, 1.4694678492239468)","(10.0, 36.0, 31.692307692307693)","(6.5, 12.0, 10.826086956521738)","(9.0, 13.5, 11.6)"
09-01-2023 14:26:47.061414,"(15.0, 46.0, 41.0)","(7.0, 15.0, 14.7)","(1.4, 1.47, 1.4694678492239468)","(10.0, 36.0, 31.692307692307693)","(6.5, 12.0, 10.875)","(9.0, 13.5, 11.653846153846153)"
09-01-2023 14:26:48.018440,"(15.0, 46.0, 41.0)","(7.0, 15.0, 14.7)","(1.4, 1.46, 1.4266666666666665)","(10.0, 36.0, 31.692307692307693)","(6.5, 12.0, 10.875)","(9.0, 13.5, 11.653846153846153)"
09-01-2023 14:26:48.975900,"(15.0, 46.0, 41.0)","(7.0, 15.0, 14.7)","(1.4, 1.46, 1.4266666666666665)","(10.0, 36.0, 31.692307692307693)","(6.5, 12.0, 10.875)","(9.0, 13.5, 11.722222222222221)"
09-01-2023 14:26:49.903528,"(15.0, 46.0, 42.25)","(7.0, 15.0, 14.7)","(1.4, 1.46, 1.435)","(10.0, 36.0, 31.692307692307693)","(6.5, 12.0, 10.875)","(9.0, 13.5, 11.722222222222221)"
09-01-2023 14:26:50.901896,"(15.0, 46.0, 42.25)","(7.0, 15.0, 14.7)","(1.4, 1.46, 1.435)","(10.0, 36.0, 31.692307692307693)","(6.5, 12.0, 10.875)","(9.0, 13.5, 11.722222222222221)"
09-01-2023 14:26:51.844977,"(15.0, 46.0, 42.25)","(7.0, 15.0, 14.7)","(1.4, 1.46, 1.435)","(10.0, 36.0, 31.692307692307693)","(6.5, 12.0, 10.875)","(9.0, 13.5, 11.722222222222221)"
09-01-2023 14:26:52.848369,"(15.0, 46.0, 41.0)","(7.0, 15.0, 14.7)","(1.4, 1.46, 1.4203448275862067)","(10.0, 36.0, 31.692307692307693)","(6.5, 12.0, 10.953488372093023)","(9.0, 13.5, 12.7)"
09-01-2023 14:26:53.848290,"(15.0, 46.0, 41.0)","(7.0, 15.0, 14.75)","(1.4, 1.46, 1.434)","(10.0, 36.0, 31.692307692307693)","(6.5, 12.0, 10.953488372093023)","(9.0, 13.5, 12.657894736842106)"
09-01-2023 14:26:54.839873,"(15.0, 46.0, 41.0)","(7.0, 15.0, 14.5)","(1.4, 1.45, 1.438)","(10.0, 36.0, 31.692307692307693)","(6.5, 12.0, 10.953488372093023)","(9.0, 13.5, 12.657894736842106)"
09-01-2023 14:26:55.831477,"(15.0, 46.0, 42.25)","(7.0, 15.0, 14.5)","(1.4, 1.45, 1.4284375)","(10.0, 36.0, 31.692307692307693)","(6.5, 12.0, 10.953488372093023)","(9.0, 13.5, 12.86)"
09-01-2023 14:26:56.708211,"(15.0, 46.0, 42.25)","(7.0, 15.0, 14.653846153846153)","(1.4, 1.45, 1.4284375)","(10.0, 36.0, 31.692307692307693)","(6.5, 12.0, 10.953488372093023)","(9.0, 13.5, 12.86)"
09-01-2023 14:26:57.660123,"(15.0, 46.0, 42.25)","(7.0, 15.0, 14.653846153846153)","(1.4, 1.45, 1.4284375)","(10.0, 36.0, 31.692307692307693)","(6.5, 12.0, 10.714285714285714)","(9.0, 13.5, 12.86)"
09-01-2023 14:26:58.684521,"(15.0, 46.0, 42.25)","(7.0, 15.0, 14.653846153846153)","(1.4, 1.45, 1.4284375)","(10.0, 36.0, 31.692307692307693)","(6.5, 12.0, 10.714285714285714)","(9.0, 13.5, 12.86)"
09-01-2023 14:26:59.702470,"(15.0, 46.0, 42.25)","(7.0, 15.0, 14.653846153846153)","(1.4, 1.45, 1.4284375)","(10.0, 36.0, 31.692307692307693)","(6.5, 12.0, 10.714285714285714)","(9.0, 13.5, 12.86)"
09-01-2023 14:27:00.610599,"(15.0, 46.0, 42.25)","(7.0, 15.0, 14.653846153846153)","(1.4, 1.45, 1.4284375)","(10.0, 36.0, 31.692307692307693)","(6.5, 12.0, 10.714285714285714)","(9.0, 13.5, 12.86)"
09-01-2023 14:27:01.491034,"(15.0, 46.0, 42.25)","(7.0, 15.0, 14.653846153846153)","(1.4, 1.45, 1.4284375)","(10.0, 36.0, 31.692307692307693)","(6.5, 12.0, 10.714285714285714)","(9.0, 13.5, 12.86)"
09-01-2023 14:27:02.538004,"(15.0, 46.0, 42.25)","(7.0, 15.0, 14.653846153846153)","(1.4, 1.45, 1.4284375)","(10.0, 36.0, 31.692307692307693)","(6.5, 12.0, 10.714285714285714)","(9.0, 13.5, 12.86)"
09-01-2023 14:27:03.617963,"(15.0, 46.0, 42.25)","(7.0, 15.0, 14.653846153846153)","(1.4, 1.45, 1.4284375)","(10.0, 36.0, 31.692307692307693)","(6.5, 12.0, 10.714285714285714)","(9.0, 13.5, 12.86)"
09-01-2023 14:27:04.689711,"(15.0, 46.0, 42.25)","(7.0, 15.0, 14.653846153846153)","(1.4, 1.45, 1.4284375)","(10.0, 36.0, 31.692307692307693)","(6.5, 12.0, 10.714285714285714)","(9.0, 13.5, 12.86)"
09-01-2023 14:27:05.574382,"(15.0, 46.0, 42.25)","(7.0, 15.0, 14.625)","(1.4, 1.45, 1.4284375)","(10.0, 36.0, 31.692307692307693)","(6.5, 12.0, 10.714285714285714)","(9.0, 13.5, 12.86)"
09-01-2023 14:27:06.464915,"(15.0, 46.0, 42.25)","(7.0, 15.5, 15.071428571428571)","(1.4, 1.44, 1.4281818181818182)","(10.0, 36.0, 31.692307692307693)","(6.5, 12.0, 10.714285714285714)","(9.0, 13.5, 12.75)"
09-01-2023 14:27:07.505300,"(15.0, 46.0, 42.25)","(7.0, 15.5, 14.681818181818182)","(1.4, 1.44, 1.4281818181818182)","(10.0, 36.0, 31.692307692307693)","(6.5, 12.0, 10.714285714285714)","(9.0, 13.5, 12.868421052631579)"
09-01-2023 14:27:08.595291,"(15.0, 46.0, 42.25)","(7.0, 15.5, 14.807692307692308)","(1.4, 1.44, 1.4281818181818182)","(10.0, 36.0, 31.692307692307693)","(6.5, 12.0, 10.378378378378379)","(9.0, 13.5, 12.868421052631579)"
09-01-2023 14:27:09.622720,"(15.0, 46.0, 42.25)","(7.0, 15.5, 14.807692307692308)","(1.4, 1.44, 1.4281818181818182)","(10.0, 36.0, 31.692307692307693)","(6.5, 12.0, 10.5)","(9.0, 13.5, 12.868421052631579)"
09-01-2023 14:27:10.647926,"(15.0, 46.0, 42.25)","(7.0, 15.5, 14.807692307692308)","(1.4, 1.44, 1.4281818181818182)","(10.0, 36.0, 31.692307692307693)","(6.5, 12.0, 10.5)","(9.0, 13.5, 13.02)"
09-01-2023 14:27:11.574731,"(15.0, 46.0, 42.25)","(7.0, 15.5, 14.807692307692308)","(1.4, 1.44, 1.4281818181818182)","(10.0, 36.0, 31.692307692307693)","(6.5, 12.0, 10.5)","(9.0, 13.5, 13.02)"
09-01-2023 14:27:12.527596,"(15.0, 46.0, 42.25)","(7.0, 15.5, 14.807692307692308)","(1.4, 1.44, 1.4281818181818182)","(10.0, 36.0, 31.692307692307693)","(6.5, 11.5, 10.916666666666666)","(9.0, 13.5, 13.02)"
09-01-2023 14:27:13.504622,"(15.0, 46.0, 42.25)","(7.0, 15.5, 14.807692307692308)","(1.4, 1.44, 1.4281818181818182)","(10.0, 36.0, 31.692307692307693)","(6.5, 11.5, 10.5)","(9.0, 13.5, 13.02)"
09-01-2023 14:27:14.515831,"(15.0, 46.0, 42.25)","(7.0, 15.5, 14.807692307692308)","(1.4, 1.44, 1.438)","(10.0, 36.0, 31.692307692307693)","(6.5, 11.5, 10.5)","(9.0, 13.5, 13.02)"
09-01-2023 14:27:15.536384,"(15.0, 46.0, 42.25)","(7.5, 15.5, 14.807692307692308)","(1.4, 1.45, 1.438)","(10.0, 36.0, 31.692307692307693)","(7.0, 11.5, 10.5)","(10.0, 13.5, 13.02)"
09-01-2023 14:27:16.613441,"(15.0, 46.0, 42.25)","(7.5, 15.5, 14.807692307692308)","(1.4, 1.45, 1.4445454545454546)","(10.0, 36.0, 31.692307692307693)","(7.0, 11.5, 10.5)","(10.0, 13.5, 13.02)"
09-01-2023 14:27:17.681494,"(15.0, 46.0, 42.25)","(7.5, 15.5, 14.807692307692308)","(1.4, 1.45, 1.4445454545454546)","(10.0, 36.0, 31.692307692307693)","(7.0, 11.5, 10.5)","(10.0, 13.5, 13.02)"
09-01-2023 14:27:18.798376,"(15.0, 46.0, 42.25)","(7.5, 15.5, 14.807692307692308)","(1.4, 1.45, 1.4445454545454546)","(10.0, 36.0, 31.692307692307693)","(7.0, 11.5, 10.321428571428571)","(10.0, 13.5, 13.02)"
09-01-2023 14:27:20.038863,"(15.0, 46.0, 42.25)","(7.5, 15.5, 14.807692307692308)","(1.4, 1.45, 1.4445454545454546)","(10.0, 36.0, 31.692307692307693)","(7.0, 11.5, 10.545454545454545)","(10.0, 13.5, 13.02)"
09-01-2023 14:27:21.151222,"(15.0, 46.0, 42.25)","(7.5, 15.5, 14.807692307692308)","(1.4, 1.45, 1.4445454545454546)","(10.0, 36.0, 31.692307692307693)","(7.0, 11.0, 10.008695652173914)","(10.0, 13.5, 13.02)"
09-01-2023 14:27:22.242494,"(15.0, 46.0, 42.25)","(7.5, 15.5, 14.807692307692308)","(1.4, 1.45, 1.4445454545454546)","(10.0, 36.0, 31.692307692307693)","(7.0, 11.0, 10.155555555555557)","(10.0, 13.5, 13.02)"
09-01-2023 14:27:23.279746,"(15.0, 46.0, 42.25)","(7.5, 15.5, 14.807692307692308)","(1.4, 1.45, 1.4445454545454546)","(10.0, 36.0, 31.692307692307693)","(7.0, 11.0, 10.155555555555557)","(10.0, 13.5, 13.02)"
09-01-2023 14:27:24.380175,"(15.0, 46.0, 42.25)","(7.5, 15.5, 14.807692307692308)","(1.4, 1.45, 1.4445454545454546)","(10.0, 36.0, 31.692307692307693)","(7.0, 11.0, 10.155555555555557)","(10.0, 13.5, 13.02)"
09-01-2023 14:27:25.416762,"(15.0, 46.0, 42.25)","(7.5, 15.5, 14.807692307692308)","(1.4, 1.45, 1.446923076923077)","(10.0, 36.0, 31.692307692307693)","(7.0, 11.0, 10.008695652173914)","(10.0, 13.5, 13.02)"
09-01-2023 14:27:26.289381,"(15.0, 46.0, 42.25)","(7.5, 15.5, 14.970588235294118)","(1.4, 1.45, 1.446923076923077)","(10.0, 36.0, 31.692307692307693)","(7.0, 11.0, 10.008695652173914)","(10.0, 13.5, 13.02)"
09-01-2023 14:27:27.421318,"(15.0, 46.0, 42.25)","(7.5, 15.5, 14.970588235294118)","(1.4, 1.45, 1.446923076923077)","(10.0, 36.0, 31.692307692307693)","(7.0, 11.0, 10.155555555555557)","(10.0, 13.5, 13.02)"
09-01-2023 14:27:28.521372,"(15.0, 46.0, 41.0)","(7.5, 15.5, 14.970588235294118)","(1.4, 1.45, 1.4413793103448276)","(10.0, 36.0, 31.692307692307693)","(7.0, 11.0, 10.155555555555557)","(10.0, 13.5, 13.02)"
09-01-2023 14:27:29.662631,"(15.0, 46.0, 41.0)","(7.5, 15.5, 14.970588235294118)","(1.4, 1.46, 1.4553846153846153)","(10.0, 36.0, 31.692307692307693)","(7.0, 11.0, 10.008695652173914)","(10.0, 13.5, 13.02)"
09-01-2023 14:27:30.785676,"(15.0, 46.0, 41.0)","(7.5, 15.5, 14.970588235294118)","(1.4, 1.46, 1.4553846153846153)","(10.0, 36.0, 31.692307692307693)","(7.0, 11.0, 10.008695652173914)","(10.0, 13.5, 13.02)"
09-01-2023 14:27:31.794906,"(15.0, 46.0, 41.0)","(7.5, 15.5, 14.970588235294118)","(1.4, 1.46, 1.4553846153846153)","(10.0, 36.0, 31.692307692307693)","(7.0, 11.0, 10.008695652173914)","(10.0, 13.5, 13.02)"
09-01-2023 14:27:32.760633,"(15.0, 46.0, 41.0)","(7.5, 15.5, 14.970588235294118)","(1.4, 1.46, 1.4553846153846153)","(10.0, 36.0, 31.692307692307693)","(7.0, 11.0, 10.008695652173914)","(10.0, 13.5, 13.02)"
09-01-2023 14:27:33.793081,"(15.0, 46.0, 41.0)","(7.5, 15.5, 14.970588235294118)","(1.4, 1.46, 1.4553846153846153)","(10.0, 36.0, 31.692307692307693)","(7.0, 11.0, 10.008695652173914)","(10.0, 13.5, 13.02)"
09-01-2023 14:27:34.874942,"(15.0, 46.0, 41.0)","(7.5, 15.5, 14.970588235294118)","(1.4, 1.46, 1.4553846153846153)","(10.0, 36.0, 31.692307692307693)","(7.0, 11.0, 10.008695652173914)","(10.0, 13.5, 13.02)"
09-01-2023 14:27:35.934244,"(15.0, 46.0, 41.0)","(7.5, 15.5, 14.970588235294118)","(1.4, 1.46, 1.4553846153846153)","(10.0, 36.0, 31.692307692307693)","(7.0, 11.0, 10.008695652173914)","(10.0, 13.5, 13.02)"
09-01-2023 14:27:36.954654,"(15.0, 46.0, 41.0)","(7.5, 15.5, 14.970588235294118)","(1.4, 1.46, 1.4553846153846153)","(10.0, 36.0, 31.692307692307693)","(7.0, 11.0, 10.008695652173914)","(10.0, 13.5, 13.02)"
09-01-2023 14:27:37.982657,"(15.0, 46.0, 45.0)","(7.5, 15.5, 14.807692307692308)","(1.4, 1.46, 1.4413793103448276)","(10.0, 36.0, 31.692307692307693)","(7.0, 11.0, 10.008695652173914)","(10.0, 13.5, 13.02)"
09-01-2023 14:27:38.929109,"(15.0, 46.0, 45.0)","(7.5, 15.5, 14.954545454545455)","(1.4, 1.46, 1.4413793103448276)","(10.0, 36.0, 31.692307692307693)","(7.0, 11.0, 10.008695652173914)","(10.0, 13.5, 13.02)"
09-01-2023 14:27:39.982027,"(15.0, 46.0, 45.0)","(7.5, 15.5, 14.954545454545455)","(1.4, 1.46, 1.44)","(10.0, 36.0, 31.692307692307693)","(7.0, 11.0, 9.891666666666666)","(10.0, 13.5, 13.02)"
09-01-2023 14:27:41.041417,"(15.0, 46.0, 45.07692307692308)","(7.5, 15.5, 14.954545454545455)","(1.4, 1.46, 1.4553846153846153)","(10.0, 36.0, 31.692307692307693)","(7.0, 11.0, 10.185)","(10.0, 13.5, 12.954545454545455)"
09-01-2023 14:27:42.085560,"(15.0, 46.0, 45.07692307692308)","(7.5, 15.5, 14.954545454545455)","(1.4, 1.46, 1.4553846153846153)","(10.0, 36.0, 31.692307692307693)","(7.0, 10.5, 9.825)","(10.0, 13.5, 12.954545454545455)"
09-01-2023 14:27:43.018960,"(15.0, 46.0, 45.07692307692308)","(7.5, 15.5, 14.954545454545455)","(1.4, 1.46, 1.4553846153846153)","(10.0, 36.0, 31.692307692307693)","(7.0, 10.5, 9.583333333333334)","(10.0, 13.5, 12.954545454545455)"
09-01-2023 14:27:43.945606,"(15.0, 46.0, 45.07692307692308)","(7.5, 15.5, 14.954545454545455)","(1.4, 1.47, 1.4475)","(10.0, 34.0, 33.166666666666664)","(7.0, 10.5, 9.55)","(10.0, 13.5, 12.954545454545455)"
09-01-2023 14:27:44.958241,"(15.0, 46.0, 45.07692307692308)","(7.5, 15.5, 14.954545454545455)","(1.4, 1.46, 1.446)","(10.0, 34.0, 31.5)","(7.0, 10.5, 9.55)","(10.0, 13.5, 12.954545454545455)"
09-01-2023 14:27:45.998233,"(15.0, 46.0, 45.07692307692308)","(7.5, 15.5, 14.954545454545455)","(1.4, 1.46, 1.446)","(10.0, 34.0, 31.5)","(7.0, 10.5, 9.55)","(10.0, 13.5, 12.954545454545455)"
09-01-2023 14:27:46.973347,"(15.0, 46.0, 45.07692307692308)","(7.5, 15.5, 14.954545454545455)","(1.4, 1.46, 1.446)","(10.0, 34.0, 31.5)","(7.0, 10.5, 9.583333333333334)","(10.0, 13.5, 12.954545454545455)"
09-01-2023 14:27:47.872901,"(15.0, 46.0, 45.07692307692308)","(7.5, 15.5, 14.954545454545455)","(1.4, 1.46, 1.446)","(10.0, 34.0, 31.5)","(7.0, 10.5, 9.583333333333334)","(10.0, 13.5, 12.954545454545455)"
