,Cosmic Bruce,Head Bin,Sugar Your Sweet,Moraine Chloe,Umbilical Man,Tiggys Em,Inga Sally,Rebels Spark
09-01-2023 14:24:02.518583,"(2.6, 3.65, 3.59)","(18.0, 25.0, 23.545454545454547)","(71.0, 210.0, 200.0)","(3.1, 3.7, 3.5608695652173914)","(26.0, 220.0, 175.0)","(11.0, 14.0, 12.75)","(10.0, 15.0, 13.791666666666666)","(3.7, 4.2, 4.016666666666667)"
09-01-2023 14:24:03.798133,"(2.6, 3.65, 3.607142857142857)","(18.0, 25.0, 23.8)","(71.0, 210.0, 200.0)","(3.1, 3.7, 3.5608695652173914)","(26.0, 220.0, 175.0)","(11.0, 13.0, 12.25)","(10.0, 15.0, 13.791666666666666)","(3.7, 4.2, 4.0625)"
09-01-2023 14:24:05.063227,"(2.6, 3.65, 3.607142857142857)","(18.0, 25.0, 23.8)","(71.0, 210.0, 200.0)","(3.1, 3.7, 3.5608695652173914)","(26.0, 220.0, 175.0)","(11.0, 13.0, 12.285714285714286)","(10.0, 15.0, 13.791666666666666)","(3.7, 4.2, 4.047826086956522)"
09-01-2023 14:24:06.178603,"(2.6, 3.65, 3.625)","(18.0, 25.0, 23.8)","(71.0, 210.0, 200.0)","(3.1, 3.7, 3.573684210526316)","(26.0, 220.0, 175.0)","(11.0, 13.0, 12.285714285714286)","(10.0, 15.0, 13.791666666666666)","(3.7, 4.2, 4.047826086956522)"
09-01-2023 14:24:07.405392,"(2.6, 3.65, 3.625)","(18.0, 25.0, 23.8)","(71.0, 210.0, 200.0)","(3.1, 3.7, 3.573684210526316)","(26.0, 220.0, 212.5)","(11.0, 13.0, 12.16)","(10.0, 15.0, 13.720588235294118)","(3.7, 4.2, 4.047826086956522)"
09-01-2023 14:24:08.640995,"(2.6, 3.65, 3.625)","(18.0, 25.0, 23.2)","(71.0, 210.0, 207.0)","(3.1, 3.7, 3.573684210526316)","(26.0, 220.0, 212.5)","(11.0, 13.0, 12.114285714285714)","(10.0, 15.0, 13.720588235294118)","(3.7, 4.2, 4.047826086956522)"
09-01-2023 14:24:09.982078,"(2.6, 3.65, 3.625)","(18.0, 25.0, 23.0)","(71.0, 210.0, 207.5)","(3.1, 3.7, 3.573684210526316)","(26.0, 220.0, 212.5)","(11.0, 13.0, 12.102564102564102)","(10.0, 15.0, 14.033333333333333)","(3.7, 4.2, 4.1421052631578945)"
09-01-2023 14:24:11.454179,"(2.7, 3.65, 3.625)","(18.0, 25.0, 22.81818181818182)","(91.0, 210.0, 207.5)","(3.1, 3.7, 3.5608695652173914)","(41.0, 220.0, 212.5)","(11.0, 13.0, 12.102564102564102)","(10.0, 15.0, 14.033333333333333)","(3.6, 4.2, 4.1421052631578945)"
09-01-2023 14:24:12.813687,"(2.7, 3.65, 3.625)","(18.0, 25.0, 22.81818181818182)","(91.0, 210.0, 207.77777777777777)","(3.1, 3.7, 3.573684210526316)","(41.0, 220.0, 212.5)","(11.0, 13.0, 12.102564102564102)","(10.0, 15.0, 14.033333333333333)","(3.6, 4.2, 4.1421052631578945)"
09-01-2023 14:24:14.208929,"(2.7, 3.65, 3.625)","(18.0, 25.0, 23.352941176470587)","(91.0, 210.0, 207.5)","(3.1, 3.7, 3.573684210526316)","(41.0, 220.0, 213.33333333333334)","(11.0, 13.0, 12.235294117647058)","(10.0, 15.0, 14.033333333333333)","(3.6, 4.2, 4.1421052631578945)"
09-01-2023 14:24:15.617868,"(2.7, 3.65, 3.625)","(18.0, 25.0, 23.727272727272727)","(91.0, 210.0, 207.5)","(3.1, 3.7, 3.49)","(41.0, 220.0, 213.33333333333334)","(11.0, 13.0, 12.235294117647058)","(10.0, 15.0, 13.757142857142856)","(3.6, 4.2, 4.121428571428571)"
09-01-2023 14:24:17.004067,"(2.7, 3.65, 3.6447368421052633)","(18.0, 25.0, 24.142857142857142)","(91.0, 210.0, 207.5)","(3.0, 3.5, 3.5571428571428574)","(41.0, 220.0, 213.33333333333334)","(11.0, 13.0, 12.285714285714286)","(10.0, 15.0, 13.757142857142856)","(3.6, 4.2, 4.138888888888888)"
09-01-2023 14:24:18.301000,"(2.7, 3.75, 3.72)","(18.0, 25.0, 24.142857142857142)","(91.0, 210.0, 206.0)","(3.0, 3.6, 3.4615384615384617)","(41.0, 220.0, 222.5)","(11.0, 13.0, 12.285714285714286)","(10.0, 15.0, 14.121212121212121)","(3.6, 4.2, 4.1421052631578945)"
09-01-2023 14:24:19.713520,"(2.7, 3.8, 3.7125)","(18.0, 25.0, 24.142857142857142)","(91.0, 210.0, 342.0)","(3.0, 3.5, 3.4615384615384617)","(41.0, 230.0, 222.5)","(11.0, 13.0, 12.285714285714286)","(10.0, 15.0, 14.121212121212121)","(3.6, 4.2, 4.1421052631578945)"
09-01-2023 14:24:21.016648,"(2.7, 3.8, 3.746153846153846)","(18.0, 25.0, 24.75)","(91.0, 380.0, 342.0)","(3.0, 3.5, 3.4615384615384617)","(41.0, 230.0, 222.5)","(11.0, 13.0, 12.285714285714286)","(10.0, 15.0, 14.17142857142857)","(3.6, 4.2, 4.093548387096774)"
09-01-2023 14:24:22.166250,"(2.7, 3.8, 3.746153846153846)","(18.0, 30.0, 27.176470588235293)","(91.0, 380.0, 342.0)","(3.0, 3.5, 3.4615384615384617)","(41.0, 230.0, 214.28571428571428)","(11.0, 13.0, 12.285714285714286)","(10.0, 15.0, 14.15)","(3.6, 4.2, 4.151162790697675)"
09-01-2023 14:24:23.367572,"(2.7, 3.8, 3.746153846153846)","(18.0, 30.0, 28.0)","(91.0, 380.0, 342.0)","(3.0, 3.5, 3.4615384615384617)","(41.0, 240.0, 193.75)","(11.0, 13.0, 12.25)","(10.0, 15.0, 14.142857142857142)","(3.6, 4.2, 4.1551282051282055)"
09-01-2023 14:24:24.582132,"(2.7, 3.8, 3.7266666666666666)","(18.0, 30.0, 28.0)","(91.0, 380.0, 342.0)","(3.0, 3.5, 3.4615384615384617)","(41.0, 220.0, 193.75)","(11.0, 13.0, 12.25)","(10.0, 15.0, 14.142857142857142)","(3.6, 4.2, 4.1312500000000005)"
09-01-2023 14:24:25.807444,"(2.7, 3.8, 3.746153846153846)","(18.0, 30.0, 28.125)","(91.0, 380.0, 342.0)","(3.0, 3.5, 3.4615384615384617)","(41.0, 220.0, 193.75)","(11.0, 13.0, 12.25)","(10.0, 15.0, 14.142857142857142)","(3.6, 4.2, 4.132926829268293)"
09-01-2023 14:24:27.012431,"(2.6, 3.8, 3.746153846153846)","(18.0, 30.0, 28.125)","(91.0, 380.0, 342.0)","(3.0, 3.5, 3.4615384615384617)","(41.0, 220.0, 193.75)","(11.0, 13.0, 12.25)","(11.0, 15.0, 14.142857142857142)","(3.6, 4.2, 4.116666666666666)"
09-01-2023 14:24:28.232615,"(2.6, 3.8, 3.762162162162162)","(18.0, 30.0, 28.125)","(91.0, 380.0, 342.0)","(3.0, 3.5, 3.466666666666667)","(41.0, 220.0, 193.75)","(11.0, 13.0, 12.25)","(11.0, 15.0, 14.0625)","(3.6, 4.2, 4.13)"
09-01-2023 14:24:29.435439,"(2.6, 3.8, 3.762162162162162)","(18.0, 30.0, 28.125)","(91.0, 380.0, 342.0)","(3.0, 3.5, 3.466666666666667)","(41.0, 220.0, 193.75)","(11.0, 13.0, 12.25)","(11.0, 15.0, 14.142857142857142)","(3.5, 4.2, 4.127586206896551)"
09-01-2023 14:24:30.617519,"(2.6, 3.8, 3.762162162162162)","(19.0, 30.0, 28.125)","(91.0, 380.0, 342.0)","(3.0, 3.5, 3.4699999999999998)","(41.0, 220.0, 193.75)","(11.0, 13.0, 12.25)","(11.0, 15.0, 14.142857142857142)","(3.5, 4.2, 4.119230769230769)"
09-01-2023 14:24:31.793983,"(2.6, 3.8, 3.762162162162162)","(19.0, 30.0, 27.77777777777778)","(91.0, 380.0, 342.0)","(3.0, 3.5, 3.447058823529412)","(41.0, 220.0, 193.75)","(11.0, 13.0, 12.285714285714286)","(11.0, 15.0, 14.166666666666666)","(3.5, 4.2, 4.06875)"
09-01-2023 14:24:33.185477,"(2.6, 3.8, 3.746153846153846)","(19.0, 30.0, 27.77777777777778)","(91.0, 380.0, 342.0)","(3.0, 3.5, 3.4318181818181817)","(41.0, 220.0, 193.75)","(11.0, 13.0, 12.375)","(11.0, 15.0, 14.2)","(3.5, 4.2, 4.05)"
09-01-2023 14:24:34.507222,"(2.6, 3.8, 3.7249999999999996)","(19.0, 30.0, 27.77777777777778)","(91.0, 380.0, 342.0)","(3.0, 3.5, 3.4224137931034484)","(41.0, 220.0, 193.75)","(11.0, 13.0, 12.333333333333334)","(11.0, 15.0, 14.2)","(3.5, 4.2, 4.05)"
09-01-2023 14:24:35.838427,"(2.6, 3.8, 3.776315789473684)","(19.0, 30.0, 28.0)","(91.0, 380.0, 342.0)","(3.0, 3.5, 3.4224137931034484)","(41.0, 220.0, 193.75)","(11.0, 13.0, 12.166666666666666)","(11.0, 15.0, 13.630434782608695)","(3.5, 4.2, 4.141666666666667)"
09-01-2023 14:24:37.072652,"(2.6, 3.8, 3.776315789473684)","(19.0, 30.0, 28.0)","(91.0, 380.0, 342.0)","(3.0, 3.5, 3.4136363636363636)","(41.0, 220.0, 195.2941176470588)","(11.0, 13.0, 12.166666666666666)","(11.0, 15.0, 13.8)","(3.5, 4.2, 4.13125)"
09-01-2023 14:24:38.475540,"(2.6, 3.8, 3.776315789473684)","(19.0, 30.0, 28.0)","(91.0, 380.0, 342.0)","(3.0, 3.5, 3.4224137931034484)","(41.0, 220.0, 195.2941176470588)","(11.0, 13.0, 12.083333333333334)","(11.0, 15.0, 13.875)","(3.5, 4.2, 4.126315789473684)"
09-01-2023 14:24:39.704529,"(2.6, 3.8, 3.77)","(19.0, 30.0, 28.0)","(91.0, 380.0, 342.0)","(3.0, 3.5, 3.441304347826087)","(41.0, 220.0, 195.2941176470588)","(11.0, 12.5, 11.807692307692308)","(11.0, 15.0, 13.875)","(3.5, 4.2, 4.13125)"
09-01-2023 14:24:40.967343,"(2.6, 3.8, 3.77)","(19.0, 30.0, 28.0)","(91.0, 380.0, 342.0)","(3.0, 3.5, 3.4699999999999998)","(41.0, 220.0, 195.2941176470588)","(11.0, 12.5, 11.375)","(11.0, 15.0, 13.913793103448276)","(3.5, 4.2, 4.066666666666666)"
09-01-2023 14:24:42.336619,"(2.6, 3.8, 3.786363636363636)","(19.0, 30.0, 28.0)","(91.0, 380.0, 342.0)","(3.0, 3.55, 3.4699999999999998)","(41.0, 220.0, 195.2941176470588)","(11.0, 12.5, 11.264705882352942)","(11.0, 15.0, 13.913793103448276)","(3.5, 4.2, 4.058536585365854)"
09-01-2023 14:24:43.584363,"(2.6, 3.8, 3.7357142857142858)","(19.0, 30.0, 28.0)","(91.0, 380.0, 342.0)","(3.0, 3.55, 3.4749999999999996)","(41.0, 220.0, 195.2941176470588)","(11.0, 12.5, 11.482142857142858)","(11.0, 15.0, 14.08695652173913)","(3.5, 4.2, 4.135714285714285)"
09-01-2023 14:24:44.778418,"(2.6, 3.8, 3.7357142857142858)","(19.0, 30.0, 28.0)","(91.0, 380.0, 342.0)","(3.0, 3.55, 3.4749999999999996)","(41.0, 220.0, 195.2941176470588)","(11.0, 12.5, 11.482142857142858)","(11.0, 15.0, 14.08695652173913)","(3.5, 4.2, 4.135714285714285)"
09-01-2023 14:24:46.197085,"(2.6, 3.8, 3.7642857142857142)","(19.0, 30.0, 28.0)","(91.0, 380.0, 342.0)","(3.0, 3.55, 3.4749999999999996)","(41.0, 220.0, 195.2941176470588)","(11.0, 12.5, 11.482142857142858)","(11.0, 15.0, 14.08695652173913)","(3.5, 4.2, 4.135714285714285)"
09-01-2023 14:24:47.574420,"(2.6, 3.8, 3.7199999999999998)","(19.0, 30.0, 26.11111111111111)","(91.0, 380.0, 342.0)","(3.0, 3.55, 3.4749999999999996)","(41.0, 220.0, 195.2941176470588)","(11.0, 12.5, 11.482142857142858)","(11.0, 15.0, 14.08695652173913)","(3.5, 4.2, 4.118518518518519)"
09-01-2023 14:24:48.972188,"(2.6, 3.8, 3.78)","(19.0, 30.0, 27.666666666666668)","(91.0, 380.0, 342.0)","(3.0, 3.55, 3.4749999999999996)","(41.0, 220.0, 195.2941176470588)","(11.0, 12.5, 11.482142857142858)","(11.0, 15.0, 14.08695652173913)","(3.5, 4.2, 4.118518518518519)"
09-01-2023 14:24:50.240378,"(2.6, 3.8, 3.791304347826087)","(19.0, 30.0, 27.666666666666668)","(91.0, 380.0, 342.0)","(3.0, 3.55, 3.507142857142857)","(41.0, 220.0, 195.2941176470588)","(11.0, 12.5, 11.409090909090908)","(11.0, 15.0, 13.913793103448276)","(3.5, 4.2, 4.070588235294117)"
09-01-2023 14:24:51.600947,"(2.6, 3.8, 3.791304347826087)","(19.0, 26.0, 25.0)","(91.0, 380.0, 342.0)","(3.0, 3.55, 3.507142857142857)","(41.0, 220.0, 195.2941176470588)","(11.0, 12.5, 11.482142857142858)","(11.0, 15.0, 13.913793103448276)","(3.5, 4.2, 4.070588235294117)"
09-01-2023 14:24:52.944021,"(2.6, 3.8, 3.791304347826087)","(19.0, 26.0, 25.0625)","(91.0, 380.0, 342.0)","(3.0, 3.55, 3.5166666666666666)","(41.0, 220.0, 195.2941176470588)","(11.0, 12.5, 11.482142857142858)","(11.0, 15.0, 14.08695652173913)","(3.5, 4.2, 4.118518518518519)"
09-01-2023 14:24:54.296618,"(2.6, 3.8, 3.791304347826087)","(19.0, 26.0, 25.0625)","(91.0, 380.0, 342.0)","(3.0, 3.55, 3.4875)","(41.0, 220.0, 209.23076923076923)","(11.0, 12.5, 11.846153846153847)","(11.0, 15.0, 14.08695652173913)","(3.5, 4.2, 4.118518518518519)"
09-01-2023 14:24:55.510125,"(2.6, 3.8, 3.791304347826087)","(19.0, 26.0, 24.857142857142858)","(91.0, 380.0, 342.0)","(3.0, 3.55, 3.4875)","(41.0, 220.0, 209.23076923076923)","(11.0, 13.0, 12.3125)","(11.0, 15.0, 14.08695652173913)","(3.5, 4.2, 4.118518518518519)"
09-01-2023 14:24:56.748613,"(2.6, 3.8, 3.791304347826087)","(19.0, 26.0, 24.857142857142858)","(91.0, 380.0, 342.0)","(3.0, 3.55, 3.4875)","(41.0, 220.0, 209.23076923076923)","(11.0, 13.0, 12.666666666666666)","(11.0, 15.0, 14.08695652173913)","(3.5, 4.2, 4.118518518518519)"
09-01-2023 14:24:57.992861,"(2.6, 3.8, 3.793103448275862)","(19.0, 26.0, 24.846153846153847)","(91.0, 380.0, 358.0)","(3.0, 3.55, 3.4875)","(41.0, 220.0, 209.23076923076923)","(11.0, 13.0, 12.666666666666666)","(11.0, 15.0, 14.08695652173913)","(3.5, 4.2, 4.118518518518519)"
09-01-2023 14:24:59.276068,"(2.6, 3.8, 3.764705882352941)","(19.0, 26.0, 24.846153846153847)","(91.0, 380.0, 358.0)","(3.0, 3.55, 3.4875)","(41.0, 220.0, 209.23076923076923)","(11.0, 13.0, 12.5)","(11.0, 15.0, 13.913793103448276)","(3.5, 4.2, 4.053333333333334)"
09-01-2023 14:25:00.535316,"(2.6, 3.8, 3.77)","(19.0, 26.0, 24.75)","(91.0, 380.0, 275.0)","(3.0, 3.55, 3.4875)","(41.0, 220.0, 209.23076923076923)","(11.0, 13.0, 12.5)","(11.0, 15.0, 13.913793103448276)","(3.5, 4.2, 4.053333333333334)"
09-01-2023 14:25:01.817618,"(2.6, 3.8, 3.77)","(19.0, 26.0, 24.75)","(91.0, 380.0, 275.0)","(3.0, 3.55, 3.477777777777778)","(41.0, 220.0, 209.23076923076923)","(11.0, 13.0, 12.5)","(11.0, 15.0, 14.045454545454545)","(3.5, 4.2, 4.118518518518519)"
09-01-2023 14:25:03.040920,"(2.6, 3.8, 3.7166666666666663)","(19.0, 26.0, 24.75)","(91.0, 380.0, 275.0)","(3.0, 3.55, 3.477777777777778)","(41.0, 220.0, 209.23076923076923)","(11.0, 13.0, 12.5)","(11.0, 15.0, 14.045454545454545)","(3.5, 4.2, 4.0625)"
09-01-2023 14:25:04.260523,"(2.6, 3.8, 3.7166666666666663)","(19.0, 26.0, 24.75)","(91.0, 380.0, 275.0)","(3.0, 3.55, 3.4875)","(41.0, 220.0, 209.23076923076923)","(11.0, 13.0, 12.5)","(11.0, 15.0, 14.045454545454545)","(3.5, 4.2, 4.009090909090909)"
09-01-2023 14:25:05.517298,"(2.6, 3.8, 3.7166666666666663)","(19.0, 26.0, 24.75)","(91.0, 380.0, 275.0)","(3.0, 3.55, 3.533333333333333)","(41.0, 220.0, 209.23076923076923)","(11.0, 13.0, 12.5)","(11.0, 15.0, 14.045454545454545)","(3.5, 4.1, 4.009090909090909)"
09-01-2023 14:25:06.951228,"(2.6, 3.8, 3.6928571428571426)","(19.0, 26.0, 24.736842105263158)","(91.0, 380.0, 275.0)","(3.0, 3.55, 3.533333333333333)","(41.0, 220.0, 209.23076923076923)","(11.0, 13.0, 12.166666666666666)","(11.0, 15.0, 13.913793103448276)","(3.5, 4.1, 4.008823529411765)"
09-01-2023 14:25:08.424097,"(2.6, 3.8, 3.6928571428571426)","(19.0, 26.0, 24.736842105263158)","(91.0, 380.0, 275.0)","(3.0, 3.55, 3.533333333333333)","(41.0, 220.0, 183.33333333333334)","(11.0, 13.0, 12.166666666666666)","(11.0, 15.0, 13.913793103448276)","(3.5, 4.1, 4.007894736842105)"
09-01-2023 14:25:09.808100,"(2.6, 3.8, 3.6928571428571426)","(19.0, 26.0, 24.736842105263158)","(91.0, 380.0, 280.0)","(3.0, 3.55, 3.533333333333333)","(41.0, 230.0, 168.75)","(11.0, 13.0, 12.375)","(11.0, 15.0, 14.045454545454545)","(3.5, 4.1, 4.01860465116279)"
09-01-2023 14:25:11.131989,"(2.6, 3.8, 3.6928571428571426)","(19.0, 26.0, 26.3)","(91.0, 380.0, 280.0)","(3.0, 3.55, 3.533333333333333)","(41.0, 230.0, 120.76923076923077)","(11.0, 13.0, 12.375)","(11.0, 15.0, 14.045454545454545)","(3.5, 4.1, 4.01860465116279)"
09-01-2023 14:25:12.634364,"(2.6, 3.8, 3.7045454545454546)","(19.0, 32.0, 28.75)","(91.0, 380.0, 280.0)","(3.0, 3.55, 3.4749999999999996)","(41.0, 150.0, 111.0)","(11.0, 13.0, 12.375)","(11.0, 15.0, 14.045454545454545)","(3.5, 4.1, 4.025531914893617)"
09-01-2023 14:25:13.994781,"(2.6, 3.8, 3.7045454545454546)","(19.0, 30.0, 28.0)","(91.0, 380.0, 280.0)","(3.0, 3.55, 3.533333333333333)","(41.0, 150.0, 114.28571428571429)","(11.0, 13.0, 12.375)","(11.0, 15.0, 14.045454545454545)","(3.5, 4.1, 4.025531914893617)"
09-01-2023 14:25:15.534728,"(2.6, 3.8, 3.7045454545454546)","(19.0, 30.0, 27.866666666666667)","(91.0, 380.0, 275.0)","(3.0, 3.55, 3.46)","(41.0, 140.0, 117.5)","(11.0, 13.0, 12.55)","(11.0, 15.0, 13.913793103448276)","(3.5, 4.1, 4.015555555555555)"
09-01-2023 14:25:16.863876,"(2.6, 3.8, 3.7045454545454546)","(19.0, 30.0, 28.153846153846153)","(91.0, 380.0, 275.0)","(3.0, 3.5, 3.475)","(41.0, 140.0, 131.0)","(11.0, 13.0, 12.375)","(11.0, 15.0, 13.913793103448276)","(3.5, 4.1, 4.015555555555555)"
09-01-2023 14:25:18.277378,"(2.6, 3.8, 3.69)","(19.0, 30.0, 28.285714285714285)","(91.0, 380.0, 275.0)","(3.0, 3.5, 3.475)","(41.0, 140.0, 131.0)","(11.0, 13.0, 12.375)","(11.0, 15.0, 13.913793103448276)","(3.5, 4.1, 4.015555555555555)"
09-01-2023 14:25:19.621207,"(2.6, 3.85, 3.69)","(19.0, 30.0, 28.285714285714285)","(91.0, 380.0, 275.0)","(3.0, 3.5, 3.475)","(41.0, 140.0, 122.85714285714286)","(11.0, 13.0, 12.285714285714286)","(11.0, 15.0, 14.045454545454545)","(3.5, 4.1, 4.01875)"
09-01-2023 14:25:21.017097,"(2.6, 3.85, 3.722)","(19.0, 30.0, 28.285714285714285)","(91.0, 380.0, 275.0)","(3.0, 3.5, 3.475)","(41.0, 140.0, 122.85714285714286)","(11.0, 13.0, 12.516129032258064)","(11.0, 15.0, 14.045454545454545)","(3.5, 4.1, 4.013333333333334)"
09-01-2023 14:25:22.288906,"(2.7, 3.85, 3.754)","(19.0, 30.0, 28.25)","(91.0, 380.0, 275.0)","(3.0, 3.5, 3.475)","(41.0, 140.0, 122.85714285714286)","(11.0, 13.0, 12.516129032258064)","(11.0, 15.0, 14.045454545454545)","(3.5, 4.1, 4.035)"
09-01-2023 14:25:23.584336,"(2.7, 3.85, 3.754)","(19.0, 30.0, 28.25)","(91.0, 380.0, 275.0)","(3.0, 3.5, 3.475)","(41.0, 140.0, 122.85714285714286)","(11.0, 13.0, 12.516129032258064)","(11.0, 15.0, 14.045454545454545)","(3.5, 4.1, 4.035)"
09-01-2023 14:25:24.875207,"(2.7, 3.85, 3.754)","(19.0, 30.0, 28.25)","(91.0, 380.0, 275.0)","(3.0, 3.5, 3.475)","(41.0, 140.0, 122.85714285714286)","(11.0, 13.0, 12.583333333333334)","(11.0, 15.0, 13.95)","(3.5, 4.1, 4.038095238095238)"
09-01-2023 14:25:26.151795,"(2.7, 3.85, 3.735526315789474)","(19.0, 30.0, 28.25)","(91.0, 380.0, 275.0)","(3.0, 3.5, 3.4153846153846152)","(41.0, 140.0, 122.85714285714286)","(11.0, 13.0, 12.615384615384615)","(11.0, 15.0, 13.913793103448276)","(3.5, 4.1, 4.026666666666666)"
09-01-2023 14:25:27.422978,"(2.7, 3.85, 3.735526315789474)","(19.0, 30.0, 28.25)","(91.0, 380.0, 221.25)","(3.0, 3.5, 3.4125)","(41.0, 140.0, 131.66666666666666)","(11.0, 13.0, 12.727272727272727)","(11.0, 15.0, 14.045454545454545)","(3.5, 4.1, 4.038888888888889)"
09-01-2023 14:25:28.689606,"(2.7, 3.9, 3.842857142857143)","(19.0, 30.0, 28.6)","(91.0, 370.0, 242.5)","(3.0, 3.5, 3.413333333333333)","(41.0, 140.0, 131.66666666666666)","(11.0, 13.0, 12.571428571428571)","(11.0, 15.0, 14.045454545454545)","(3.5, 4.1, 4.037142857142857)"
09-01-2023 14:25:29.963250,"(2.7, 3.95, 3.87)","(19.0, 30.0, 28.25)","(91.0, 370.0, 242.5)","(3.0, 3.5, 3.4000000000000004)","(41.0, 140.0, 131.66666666666666)","(11.0, 13.0, 12.571428571428571)","(11.0, 15.0, 14.045454545454545)","(3.5, 4.1, 4.05)"
09-01-2023 14:25:31.273143,"(2.7, 3.95, 3.8590909090909093)","(19.0, 30.0, 28.25)","(91.0, 370.0, 242.5)","(3.0, 3.45, 3.3785714285714286)","(41.0, 140.0, 131.66666666666666)","(11.0, 13.0, 12.625)","(11.0, 15.0, 14.045454545454545)","(3.5, 4.1, 4.081159420289855)"
09-01-2023 14:25:32.494246,"(2.7, 3.95, 3.8590909090909093)","(19.0, 30.0, 28.25)","(91.0, 370.0, 220.0)","(3.0, 3.45, 3.3666666666666667)","(41.0, 140.0, 123.33333333333333)","(11.0, 13.0, 13.0625)","(11.0, 15.0, 13.913793103448276)","(3.5, 4.1, 4.09074074074074)"
09-01-2023 14:25:33.693098,"(2.7, 3.95, 3.8590909090909093)","(19.0, 30.0, 28.25)","(91.0, 360.0, 280.0)","(3.0, 3.45, 3.3642857142857143)","(41.0, 140.0, 123.33333333333333)","(11.0, 13.5, 13.05)","(11.0, 15.0, 13.913793103448276)","(3.5, 4.1, 4.085714285714285)"
09-01-2023 14:25:34.913637,"(2.7, 3.95, 3.9000000000000004)","(19.0, 30.0, 28.25)","(91.0, 340.0, 270.0)","(3.0, 3.45, 3.33)","(41.0, 140.0, 123.33333333333333)","(11.0, 13.5, 13.05)","(11.0, 15.0, 13.913793103448276)","(3.5, 4.1, 4.133333333333334)"
09-01-2023 14:25:36.167961,"(2.7, 3.95, 3.816666666666667)","(19.0, 30.0, 28.25)","(91.0, 340.0, 270.0)","(3.0, 3.45, 3.3391304347826085)","(41.0, 140.0, 121.66666666666667)","(11.0, 13.5, 13.0625)","(11.0, 15.0, 14.045454545454545)","(3.5, 4.2, 4.110144927536232)"
09-01-2023 14:25:37.484107,"(2.7, 3.95, 3.83)","(19.0, 30.0, 28.25)","(91.0, 340.0, 270.0)","(3.0, 3.4, 3.388888888888889)","(41.0, 140.0, 121.66666666666667)","(11.0, 13.5, 13.0625)","(11.0, 15.0, 14.045454545454545)","(3.5, 4.2, 4.116923076923077)"
09-01-2023 14:25:38.726209,"(2.7, 3.95, 3.7944444444444443)","(19.0, 30.0, 28.25)","(91.0, 340.0, 315.55555555555554)","(3.0, 3.4, 3.3470588235294114)","(41.0, 140.0, 121.66666666666667)","(11.0, 13.5, 13.0625)","(11.0, 15.0, 14.045454545454545)","(3.5, 4.2, 4.116923076923077)"
09-01-2023 14:25:39.985895,"(2.7, 3.9, 3.8205882352941174)","(19.0, 30.0, 28.25)","(91.0, 330.0, 315.55555555555554)","(3.0, 3.4, 3.3666666666666667)","(41.0, 140.0, 121.66666666666667)","(11.0, 13.5, 13.0625)","(11.0, 15.0, 14.045454545454545)","(3.5, 4.2, 4.1084745762711865)"
09-01-2023 14:25:41.287127,"(2.7, 3.9, 3.8423076923076924)","(19.0, 30.0, 28.25)","(91.0, 330.0, 315.55555555555554)","(3.0, 3.4, 3.359259259259259)","(41.0, 140.0, 126.25)","(11.0, 13.5, 13.0625)","(11.0, 15.0, 14.264705882352942)","(3.5, 4.2, 4.107692307692308)"
09-01-2023 14:25:42.626440,"(2.7, 3.9, 3.8583333333333334)","(19.0, 30.0, 27.5)","(91.0, 330.0, 315.55555555555554)","(3.0, 3.4, 3.359259259259259)","(41.0, 140.0, 123.5)","(11.0, 13.5, 13.0625)","(11.0, 14.5, 14.222222222222221)","(3.5, 4.2, 4.118181818181818)"
09-01-2023 14:25:43.906747,"(2.7, 3.85, 3.7875)","(19.0, 30.0, 28.4)","(91.0, 330.0, 315.55555555555554)","(3.0, 3.4, 3.364516129032258)","(41.0, 140.0, 123.5)","(11.0, 13.5, 13.0625)","(11.0, 14.5, 14.25)","(3.5, 4.2, 4.171666666666667)"
09-01-2023 14:25:45.232690,"(2.7, 3.75, 3.7229166666666664)","(19.0, 30.0, 28.285714285714285)","(91.0, 330.0, 315.55555555555554)","(3.0, 3.4, 3.3633333333333333)","(41.0, 140.0, 123.5)","(11.0, 13.5, 13.0625)","(11.0, 14.5, 14.0)","(3.5, 4.2, 4.283333333333333)"
09-01-2023 14:25:46.660099,"(2.7, 3.7, 3.68)","(19.0, 30.0, 31.333333333333332)","(91.0, 330.0, 287.27272727272725)","(3.0, 3.4, 3.3521739130434782)","(41.0, 140.0, 125.0)","(11.0, 13.5, 13.0625)","(11.0, 14.5, 13.875)","(3.5, 4.3, 4.278947368421052)"
09-01-2023 14:25:48.080428,"(2.7, 3.7, 3.67)","(19.0, 32.0, 30.571428571428573)","(91.0, 320.0, 297.77777777777777)","(3.0, 3.4, 3.344444444444444)","(41.0, 130.0, 125.0)","(11.0, 13.5, 13.195652173913043)","(11.0, 14.5, 13.875)","(3.5, 4.3, 4.283333333333333)"
09-01-2023 14:25:49.550078,"(2.7, 3.7, 3.653846153846154)","(19.0, 32.0, 30.571428571428573)","(91.0, 310.0, 297.77777777777777)","(3.0, 3.4, 3.3428571428571425)","(41.0, 130.0, 122.85714285714286)","(11.0, 13.5, 13.092592592592592)","(11.0, 14.5, 13.875)","(3.5, 4.3, 4.31)"
