,Prota,Tringale,Confusion Baby Boy,Antipoison,Yabba Dabba Dude,Northern Ridge,Trustyourinstinct,Nick The Cardshark
15-12-2022 11:52:49.025731,"(7.5, 19.0, 15.478260869565219)","(4.2, 5.5, 5.418181818181818)","(19.0, 150.0, 37.5)","(12.0, 16.0, 15.192307692307692)","(15.0, 29.0, 23.833333333333336)","(10.0, 14.5, 13.5)","(2.5, 2.92, 2.75125)","(5.5, 8.8, 8.4)"
15-12-2022 11:52:50.102138,"(7.5, 18.5, 17.357142857142858)","(4.2, 5.5, 5.418181818181818)","(19.0, 150.0, 37.5)","(12.0, 16.0, 14.444444444444445)","(15.0, 29.0, 23.833333333333336)","(10.0, 14.5, 13.5)","(2.5, 2.92, 2.75125)","(5.5, 8.8, 8.4)"
15-12-2022 11:52:51.432608,"(7.5, 18.5, 14.192307692307693)","(4.2, 5.5, 5.418181818181818)","(19.0, 150.0, 37.5)","(12.0, 16.0, 14.444444444444445)","(15.0, 29.0, 23.833333333333336)","(10.0, 14.5, 13.5)","(2.5, 2.92, 2.8235714285714284)","(5.5, 8.8, 8.4)"
15-12-2022 11:52:52.721939,"(7.5, 18.5, 14.192307692307693)","(4.2, 5.5, 5.418181818181818)","(19.0, 150.0, 72.5)","(12.0, 16.0, 14.444444444444445)","(15.0, 29.0, 23.833333333333336)","(10.0, 14.5, 13.5)","(2.5, 2.92, 2.8235714285714284)","(5.5, 8.8, 8.4)"
15-12-2022 11:52:54.044478,"(7.5, 18.5, 13.95)","(4.2, 5.5, 5.418181818181818)","(19.0, 130.0, 35.0)","(12.0, 16.0, 14.444444444444445)","(15.0, 29.0, 23.833333333333336)","(10.0, 14.5, 13.5)","(2.5, 2.92, 2.8235714285714284)","(5.5, 8.8, 8.4)"
15-12-2022 11:52:55.449439,"(7.5, 18.5, 13.95)","(4.2, 5.5, 5.418181818181818)","(19.0, 95.0, 35.0)","(12.0, 16.0, 14.444444444444445)","(15.0, 29.0, 23.833333333333336)","(10.0, 14.5, 13.5)","(2.5, 2.92, 2.8235714285714284)","(5.5, 8.8, 8.4)"
15-12-2022 11:52:56.827427,"(7.5, 18.5, 13.772727272727273)","(4.2, 5.5, 5.418181818181818)","(19.0, 95.0, 35.0)","(12.0, 16.0, 14.444444444444445)","(15.0, 29.0, 23.833333333333336)","(10.0, 14.5, 13.5)","(2.5, 2.92, 2.8235714285714284)","(5.5, 8.8, 8.4)"
15-12-2022 11:52:58.373280,"(7.5, 18.5, 13.772727272727273)","(4.2, 5.5, 5.418181818181818)","(19.0, 95.0, 47.5)","(12.0, 16.0, 14.444444444444445)","(15.0, 29.0, 26.615384615384613)","(10.0, 14.5, 13.5)","(2.5, 2.92, 2.8235714285714284)","(5.5, 8.8, 8.4)"
15-12-2022 11:52:59.853501,"(7.5, 18.5, 13.772727272727273)","(4.2, 5.5, 5.418181818181818)","(19.0, 80.0, 47.5)","(12.0, 16.0, 14.444444444444445)","(15.0, 29.0, 26.615384615384613)","(10.0, 14.5, 13.5)","(2.5, 2.92, 2.856923076923077)","(5.5, 8.8, 8.4)"
15-12-2022 11:53:01.377765,"(7.5, 18.5, 14.0)","(4.2, 5.5, 5.455555555555556)","(19.0, 80.0, 47.5)","(12.0, 16.0, 15.192307692307692)","(15.0, 29.0, 26.615384615384613)","(10.0, 14.5, 14.214285714285714)","(2.5, 2.9, 2.7714285714285714)","(5.5, 8.8, 8.690909090909091)"
15-12-2022 11:53:02.619664,"(7.5, 18.0, 14.0)","(4.2, 5.5, 5.455555555555556)","(19.0, 80.0, 47.5)","(12.0, 16.0, 14.2)","(15.0, 29.0, 25.125)","(10.0, 14.5, 14.214285714285714)","(2.5, 2.9, 2.7714285714285714)","(5.5, 8.8, 8.700000000000001)"
15-12-2022 11:53:03.946654,"(7.5, 17.5, 16.125)","(4.2, 5.7, 5.6000000000000005)","(19.0, 80.0, 62.625)","(12.0, 16.0, 14.2)","(15.0, 29.0, 25.125)","(10.0, 14.5, 14.214285714285714)","(2.5, 2.9, 2.7714285714285714)","(5.5, 8.8, 8.700000000000001)"
15-12-2022 11:53:05.237873,"(7.5, 17.0, 15.333333333333334)","(4.2, 5.6, 5.576470588235294)","(19.0, 80.0, 68.41666666666667)","(12.0, 16.0, 14.5)","(15.0, 29.0, 19.0)","(10.0, 14.5, 14.192307692307693)","(2.5, 2.9, 2.8)","(5.5, 8.8, 8.700000000000001)"
15-12-2022 11:53:06.597205,"(7.5, 16.5, 15.0)","(4.2, 5.6, 5.576470588235294)","(19.0, 80.0, 30.714285714285715)","(12.0, 16.0, 14.5)","(15.0, 29.0, 19.0)","(10.0, 14.5, 14.192307692307693)","(2.5, 2.9, 2.8)","(5.5, 8.8, 8.700000000000001)"
15-12-2022 11:53:07.877491,"(7.5, 16.5, 15.0)","(4.2, 5.6, 5.576470588235294)","(19.0, 80.0, 48.86363636363637)","(12.0, 16.0, 14.5)","(15.0, 29.0, 19.0)","(10.0, 14.5, 14.192307692307693)","(2.5, 2.9, 2.8)","(5.5, 8.8, 8.700000000000001)"
15-12-2022 11:53:09.115322,"(7.5, 16.5, 15.0)","(4.2, 5.6, 5.576470588235294)","(19.0, 80.0, 48.86363636363637)","(12.0, 16.0, 14.5)","(15.0, 29.0, 19.0)","(10.0, 14.5, 14.192307692307693)","(2.5, 2.9, 2.79)","(5.5, 8.8, 8.700000000000001)"
15-12-2022 11:53:10.381113,"(7.5, 16.5, 15.0)","(4.2, 6.0, 5.968)","(19.0, 80.0, 48.86363636363637)","(12.0, 16.0, 14.5)","(15.0, 29.0, 19.0)","(10.0, 14.5, 14.192307692307693)","(2.5, 2.9, 2.76)","(5.5, 8.8, 8.700000000000001)"
15-12-2022 11:53:11.616691,"(7.5, 16.5, 15.0)","(4.2, 6.0, 5.968)","(19.0, 80.0, 50.5)","(12.0, 16.0, 14.5)","(15.0, 29.0, 19.0)","(10.0, 14.5, 14.192307692307693)","(2.5, 2.9, 2.76)","(5.5, 8.8, 8.700000000000001)"
15-12-2022 11:53:12.861802,"(7.5, 16.5, 15.0)","(4.2, 6.0, 5.968)","(19.0, 70.0, 50.5)","(12.0, 16.0, 14.5)","(15.0, 29.0, 23.0)","(10.0, 14.5, 14.192307692307693)","(2.5, 2.9, 2.646153846153846)","(5.5, 8.8, 8.700000000000001)"
15-12-2022 11:53:14.065461,"(7.5, 16.5, 15.0)","(4.2, 6.0, 5.968)","(19.0, 70.0, 50.5)","(12.0, 16.0, 14.5)","(15.0, 29.0, 23.0)","(10.0, 14.5, 14.192307692307693)","(2.5, 2.88, 2.6584615384615384)","(5.5, 8.8, 8.700000000000001)"
15-12-2022 11:53:15.328049,"(7.5, 16.5, 15.0)","(4.2, 6.0, 5.968)","(19.0, 70.0, 50.5)","(12.0, 16.0, 14.5)","(15.0, 29.0, 23.0)","(10.0, 14.5, 14.192307692307693)","(2.5, 2.88, 2.82)","(5.5, 8.8, 8.700000000000001)"
15-12-2022 11:53:16.514771,"(7.5, 16.5, 15.0)","(4.2, 6.0, 5.968)","(19.0, 70.0, 50.5)","(12.0, 16.0, 14.5)","(15.0, 29.0, 23.0)","(10.0, 14.5, 14.192307692307693)","(2.5, 2.88, 2.6783333333333332)","(5.5, 8.8, 8.700000000000001)"
15-12-2022 11:53:17.716721,"(7.5, 16.5, 14.571428571428571)","(4.2, 6.0, 5.968)","(19.0, 70.0, 50.5)","(12.0, 16.0, 14.5)","(15.0, 29.0, 23.0)","(10.0, 14.5, 14.192307692307693)","(2.5, 2.9, 2.666153846153846)","(5.5, 8.8, 8.615384615384617)"
15-12-2022 11:53:18.918381,"(7.5, 16.5, 15.0)","(4.2, 6.0, 5.968)","(19.0, 70.0, 50.5)","(12.0, 16.0, 14.5)","(15.0, 29.0, 21.75)","(10.0, 14.5, 14.192307692307693)","(2.5, 2.9, 2.666153846153846)","(5.5, 8.8, 8.615384615384617)"
15-12-2022 11:53:20.110142,"(7.5, 16.5, 15.0)","(4.2, 6.0, 5.968)","(19.0, 70.0, 54.04545454545455)","(12.0, 16.0, 14.5)","(15.0, 29.0, 21.75)","(10.0, 14.5, 13.928571428571429)","(2.5, 2.9, 2.7866666666666666)","(5.5, 8.8, 8.615384615384617)"
15-12-2022 11:53:21.291247,"(7.5, 16.5, 15.0)","(4.2, 6.0, 5.952941176470588)","(19.0, 70.0, 54.04545454545455)","(12.0, 16.0, 14.5)","(15.0, 29.0, 21.75)","(10.0, 14.5, 13.928571428571429)","(2.5, 2.92, 2.7866666666666666)","(5.5, 8.8, 8.615384615384617)"
15-12-2022 11:53:22.434982,"(7.5, 16.5, 15.0)","(4.2, 6.0, 5.952941176470588)","(19.0, 70.0, 54.04545454545455)","(12.0, 16.0, 14.5)","(15.0, 29.0, 21.75)","(10.0, 14.5, 13.928571428571429)","(2.5, 2.92, 2.73)","(5.5, 8.8, 8.615384615384617)"
15-12-2022 11:53:23.538937,"(7.5, 16.5, 15.0)","(4.2, 6.0, 5.952941176470588)","(19.0, 70.0, 54.04545454545455)","(12.0, 16.0, 14.5)","(15.0, 29.0, 21.75)","(10.0, 14.5, 13.928571428571429)","(2.5, 2.92, 2.73)","(5.5, 8.8, 8.615384615384617)"
15-12-2022 11:53:24.710960,"(7.5, 16.5, 15.0)","(4.2, 6.0, 5.952941176470588)","(19.0, 70.0, 54.04545454545455)","(12.0, 16.0, 14.5)","(15.0, 29.0, 21.75)","(10.0, 14.5, 13.928571428571429)","(2.5, 2.92, 2.73)","(5.5, 8.8, 8.615384615384617)"
15-12-2022 11:53:25.966682,"(7.5, 16.5, 15.0)","(4.2, 6.0, 5.952941176470588)","(19.0, 70.0, 54.04545454545455)","(12.0, 16.0, 14.5)","(15.0, 29.0, 21.75)","(10.0, 14.5, 13.928571428571429)","(2.5, 2.92, 2.73)","(5.5, 8.8, 8.615384615384617)"
15-12-2022 11:53:27.144792,"(7.5, 16.5, 15.0)","(4.2, 6.0, 5.952941176470588)","(19.0, 70.0, 54.04545454545455)","(12.0, 16.0, 14.5)","(15.0, 29.0, 21.75)","(10.0, 14.5, 13.928571428571429)","(2.5, 2.92, 2.73)","(5.5, 8.8, 8.4)"
15-12-2022 11:53:28.351805,"(7.5, 16.5, 15.0)","(4.2, 6.0, 5.927272727272728)","(19.0, 70.0, 57.464285714285715)","(12.0, 16.0, 14.5)","(15.0, 29.0, 21.75)","(10.0, 14.5, 13.928571428571429)","(2.5, 2.92, 2.7175)","(5.5, 8.8, 7.88235294117647)"
15-12-2022 11:53:29.526125,"(7.5, 16.5, 15.0)","(4.2, 6.0, 5.927272727272728)","(19.0, 70.0, 57.464285714285715)","(12.0, 16.0, 14.5)","(15.0, 29.0, 21.75)","(10.0, 14.5, 13.928571428571429)","(2.5, 2.92, 2.7175)","(5.5, 8.8, 7.88235294117647)"
15-12-2022 11:53:30.734452,"(7.5, 16.5, 15.0)","(4.2, 6.0, 5.927272727272728)","(19.0, 70.0, 57.464285714285715)","(12.0, 16.0, 14.5)","(15.0, 29.0, 21.75)","(10.0, 14.5, 13.928571428571429)","(2.5, 2.92, 2.7175)","(5.5, 8.8, 7.88235294117647)"
15-12-2022 11:53:31.930787,"(7.5, 16.5, 15.0)","(4.2, 6.0, 5.927272727272728)","(19.0, 70.0, 35.2)","(12.0, 16.0, 14.5)","(15.0, 29.0, 21.75)","(10.0, 14.5, 13.928571428571429)","(2.5, 2.92, 2.7175)","(5.5, 8.8, 7.88235294117647)"
15-12-2022 11:53:33.067461,"(7.5, 16.5, 15.0)","(4.2, 6.0, 5.927272727272728)","(19.0, 70.0, 35.2)","(12.0, 16.0, 14.5)","(15.0, 29.0, 21.75)","(10.0, 14.5, 13.928571428571429)","(2.5, 2.92, 2.7175)","(5.5, 8.8, 7.88235294117647)"
15-12-2022 11:53:34.231131,"(7.5, 16.5, 14.0)","(4.2, 6.0, 5.927272727272728)","(19.0, 70.0, 35.2)","(12.0, 16.0, 14.5)","(15.0, 29.0, 21.75)","(10.0, 14.5, 13.928571428571429)","(2.5, 2.92, 2.7175)","(5.5, 8.8, 7.88235294117647)"
15-12-2022 11:53:35.396010,"(7.5, 16.5, 14.0)","(4.2, 6.0, 5.927272727272728)","(19.0, 70.0, 35.2)","(12.0, 16.0, 14.5)","(15.0, 29.0, 21.75)","(10.0, 14.5, 13.928571428571429)","(2.5, 2.92, 2.7175)","(5.5, 8.8, 7.88235294117647)"
15-12-2022 11:53:36.624487,"(7.5, 16.0, 14.666666666666666)","(4.2, 6.0, 5.927272727272728)","(19.0, 70.0, 35.2)","(12.0, 16.0, 14.5)","(15.0, 29.0, 21.75)","(10.0, 14.5, 13.928571428571429)","(2.5, 2.92, 2.7175)","(5.5, 8.8, 7.88235294117647)"
15-12-2022 11:53:37.936967,"(7.5, 16.0, 14.666666666666666)","(4.2, 6.0, 5.927272727272728)","(19.0, 70.0, 35.2)","(12.0, 16.0, 14.5)","(15.0, 29.0, 21.75)","(10.0, 14.5, 13.928571428571429)","(2.5, 2.92, 2.7175)","(5.5, 8.8, 7.88235294117647)"
15-12-2022 11:53:38.995955,"(7.5, 16.0, 14.666666666666666)","(4.2, 6.0, 5.927272727272728)","(19.0, 70.0, 35.2)","(12.0, 16.0, 14.5)","(15.0, 29.0, 21.75)","(10.0, 14.5, 13.928571428571429)","(2.5, 2.92, 2.665)","(5.5, 8.8, 7.88235294117647)"
15-12-2022 11:53:40.010062,"(7.5, 16.0, 14.666666666666666)","(4.2, 5.9, 5.783333333333333)","(19.0, 70.0, 35.5)","(12.0, 16.0, 14.5)","(15.0, 29.0, 21.75)","(10.0, 14.5, 13.928571428571429)","(2.5, 2.92, 2.665)","(5.5, 8.8, 7.88235294117647)"
15-12-2022 11:53:41.083286,"(7.5, 15.5, 14.0)","(4.2, 5.9, 5.783333333333333)","(19.0, 70.0, 35.5)","(12.0, 16.0, 14.5)","(15.0, 29.0, 21.75)","(10.0, 14.5, 13.928571428571429)","(2.5, 2.92, 2.665)","(5.5, 8.8, 7.88235294117647)"
15-12-2022 11:53:42.166092,"(7.5, 15.5, 14.0)","(4.2, 5.9, 5.666666666666667)","(19.0, 70.0, 35.5)","(12.0, 16.0, 14.5)","(15.0, 29.0, 21.75)","(10.0, 14.5, 13.928571428571429)","(2.5, 2.92, 2.665)","(5.5, 8.8, 7.88235294117647)"
15-12-2022 11:53:43.269170,"(7.5, 15.5, 14.0)","(4.2, 5.9, 5.666666666666667)","(19.0, 70.0, 38.75)","(12.0, 16.0, 14.5)","(15.0, 29.0, 21.75)","(10.0, 14.5, 13.928571428571429)","(2.5, 2.92, 2.665)","(5.5, 8.8, 7.88235294117647)"
15-12-2022 11:53:44.430419,"(7.5, 15.5, 14.0)","(4.2, 5.8, 5.745454545454545)","(19.0, 65.0, 33.5)","(12.0, 16.0, 14.5)","(15.0, 29.0, 21.75)","(10.0, 14.5, 13.928571428571429)","(2.5, 2.92, 2.728)","(5.5, 8.8, 7.88235294117647)"
15-12-2022 11:53:45.639521,"(7.5, 15.5, 14.0)","(4.2, 5.8, 5.7384615384615385)","(19.0, 60.0, 31.5)","(12.0, 16.0, 14.5)","(15.0, 29.0, 21.75)","(10.0, 14.5, 13.928571428571429)","(2.5, 2.92, 2.728)","(5.5, 8.8, 7.88235294117647)"
15-12-2022 11:53:46.756947,"(7.5, 15.5, 14.0)","(4.2, 5.9, 5.7384615384615385)","(19.0, 60.0, 31.5)","(12.0, 16.0, 14.5)","(15.0, 29.0, 21.75)","(10.0, 14.5, 13.928571428571429)","(2.5, 2.92, 2.728)","(5.5, 8.8, 7.88235294117647)"
15-12-2022 11:53:47.817490,"(7.5, 15.5, 14.0)","(4.2, 5.8, 5.661538461538462)","(19.0, 60.0, 31.5)","(12.0, 16.0, 14.5)","(15.0, 29.0, 21.75)","(10.0, 14.5, 13.928571428571429)","(2.5, 2.92, 2.728)","(5.5, 8.8, 7.88235294117647)"
15-12-2022 11:53:48.860406,"(7.5, 15.5, 14.0)","(4.2, 5.8, 5.661538461538462)","(19.0, 60.0, 31.5)","(12.0, 16.0, 14.5)","(15.0, 29.0, 21.75)","(10.0, 14.5, 13.928571428571429)","(2.5, 2.92, 2.6857142857142855)","(5.5, 8.8, 7.88235294117647)"
15-12-2022 11:53:49.846835,"(7.5, 15.5, 14.0)","(4.2, 5.8, 5.661538461538462)","(19.0, 60.0, 31.5)","(12.0, 16.0, 14.5)","(15.0, 29.0, 21.75)","(10.0, 14.5, 13.928571428571429)","(2.5, 2.8, 2.6857142857142855)","(5.5, 8.8, 7.88235294117647)"
15-12-2022 11:53:50.930455,"(7.5, 15.5, 14.0)","(4.2, 5.7, 5.616666666666667)","(19.0, 60.0, 28.333333333333336)","(12.0, 16.0, 14.5)","(15.0, 29.0, 21.75)","(10.0, 14.5, 13.928571428571429)","(2.5, 2.8, 2.6857142857142855)","(5.5, 8.8, 7.88235294117647)"
15-12-2022 11:53:52.066625,"(7.5, 15.5, 14.0)","(4.2, 5.7, 5.616666666666667)","(19.0, 60.0, 28.333333333333336)","(12.0, 16.0, 14.5)","(15.0, 29.0, 21.75)","(10.0, 14.5, 13.928571428571429)","(2.5, 2.8, 2.6857142857142855)","(5.5, 8.8, 7.88235294117647)"
15-12-2022 11:53:53.088742,"(7.5, 15.5, 14.0)","(4.2, 5.7, 5.616666666666667)","(19.0, 60.0, 28.333333333333336)","(12.0, 16.0, 14.5)","(15.0, 29.0, 21.75)","(10.0, 14.5, 13.928571428571429)","(2.5, 2.8, 2.6521739130434785)","(5.5, 8.8, 7.88235294117647)"
15-12-2022 11:53:54.148130,"(7.5, 15.5, 14.0)","(4.2, 5.7, 5.616666666666667)","(19.0, 60.0, 28.333333333333336)","(12.0, 16.0, 14.5)","(15.0, 29.0, 21.75)","(10.0, 14.5, 13.928571428571429)","(2.5, 2.8, 2.6521739130434785)","(5.5, 8.8, 7.88235294117647)"
15-12-2022 11:53:55.457575,"(7.5, 15.5, 14.0)","(4.2, 5.7, 5.616666666666667)","(19.0, 60.0, 28.333333333333336)","(12.0, 16.0, 14.5)","(15.0, 29.0, 21.75)","(10.0, 14.5, 13.928571428571429)","(2.5, 2.8, 2.6521739130434785)","(5.5, 8.8, 7.88235294117647)"
15-12-2022 11:53:56.768352,"(7.5, 15.5, 14.0)","(4.2, 5.7, 5.616666666666667)","(19.0, 60.0, 28.333333333333336)","(12.0, 16.0, 14.5)","(15.0, 29.0, 21.75)","(10.0, 14.5, 13.928571428571429)","(2.5, 2.8, 2.6521739130434785)","(5.5, 8.8, 7.88235294117647)"
15-12-2022 11:53:57.994665,"(7.5, 15.5, 14.0)","(4.2, 5.7, 5.616666666666667)","(19.0, 60.0, 28.333333333333336)","(12.0, 16.0, 14.714285714285714)","(15.0, 29.0, 21.75)","(10.0, 14.5, 13.928571428571429)","(2.5, 2.8, 2.674074074074074)","(5.5, 8.8, 7.88235294117647)"
15-12-2022 11:53:59.255881,"(7.5, 15.5, 14.0)","(4.2, 5.7, 5.616666666666667)","(19.0, 60.0, 28.333333333333336)","(12.0, 16.0, 14.714285714285714)","(15.0, 29.0, 21.75)","(10.0, 14.5, 13.928571428571429)","(2.5, 2.8, 2.674074074074074)","(5.5, 8.8, 7.88235294117647)"
15-12-2022 11:54:00.765929,"(7.5, 15.5, 14.0)","(4.2, 5.7, 5.616666666666667)","(19.0, 60.0, 28.333333333333336)","(12.0, 16.0, 14.714285714285714)","(15.0, 29.0, 21.75)","(10.0, 14.5, 13.928571428571429)","(2.5, 2.8, 2.674074074074074)","(5.5, 8.8, 7.88235294117647)"
15-12-2022 11:54:02.114045,"(7.5, 15.5, 14.0)","(4.2, 5.7, 5.616666666666667)","(19.0, 60.0, 28.333333333333336)","(12.0, 16.0, 14.714285714285714)","(15.0, 29.0, 21.75)","(10.0, 14.5, 14.192307692307693)","(2.5, 2.8, 2.674074074074074)","(5.5, 8.8, 7.88235294117647)"
15-12-2022 11:54:03.533713,"(7.5, 15.0, 13.8)","(4.2, 5.7, 5.616666666666667)","(19.0, 60.0, 28.333333333333336)","(12.0, 16.0, 14.714285714285714)","(15.0, 29.0, 19.666666666666668)","(10.0, 14.5, 14.192307692307693)","(2.5, 2.8, 2.674074074074074)","(5.5, 8.8, 7.88235294117647)"
15-12-2022 11:54:05.032906,"(7.5, 15.0, 14.0)","(4.2, 5.7, 5.557142857142857)","(19.0, 60.0, 28.333333333333336)","(12.0, 16.0, 14.714285714285714)","(15.0, 29.0, 19.666666666666668)","(10.0, 14.5, 14.346153846153847)","(2.5, 2.8, 2.6869565217391305)","(5.5, 8.8, 7.9)"
15-12-2022 11:54:06.296852,"(7.5, 15.0, 14.0)","(4.2, 5.7, 5.557142857142857)","(19.0, 60.0, 28.333333333333336)","(12.0, 16.0, 14.714285714285714)","(15.0, 29.0, 19.666666666666668)","(10.0, 14.5, 14.346153846153847)","(2.5, 2.8, 2.6869565217391305)","(5.5, 8.8, 7.9)"
15-12-2022 11:54:07.407597,"(7.5, 15.0, 14.0)","(4.2, 5.7, 5.557142857142857)","(19.0, 60.0, 28.333333333333336)","(12.0, 16.0, 14.714285714285714)","(15.0, 29.0, 19.666666666666668)","(10.0, 14.5, 14.333333333333334)","(2.5, 2.8, 2.6869565217391305)","(5.5, 8.8, 7.852631578947368)"
15-12-2022 11:54:08.577201,"(7.5, 15.0, 14.0)","(4.2, 5.7, 5.584615384615385)","(19.0, 60.0, 28.333333333333336)","(12.0, 16.0, 14.714285714285714)","(15.0, 29.0, 19.666666666666668)","(10.0, 14.5, 14.333333333333334)","(2.5, 2.8, 2.6869565217391305)","(5.5, 8.8, 7.852631578947368)"
15-12-2022 11:54:09.727462,"(7.5, 15.0, 14.0)","(4.2, 5.6, 5.507692307692308)","(19.0, 60.0, 28.333333333333336)","(12.0, 16.0, 14.714285714285714)","(15.0, 29.0, 19.666666666666668)","(10.0, 14.5, 14.333333333333334)","(2.5, 2.8, 2.6869565217391305)","(5.5, 8.8, 8.022222222222222)"
15-12-2022 11:54:10.916167,"(7.5, 15.0, 14.0)","(4.2, 5.6, 5.507692307692308)","(19.0, 60.0, 28.333333333333336)","(12.0, 16.0, 14.714285714285714)","(15.0, 29.0, 19.666666666666668)","(10.0, 14.5, 14.333333333333334)","(2.5, 2.8, 2.62)","(5.5, 8.8, 8.022222222222222)"
15-12-2022 11:54:12.059500,"(7.5, 15.0, 14.0)","(4.2, 5.7, 5.557142857142857)","(19.0, 60.0, 28.333333333333336)","(12.0, 16.0, 14.714285714285714)","(15.0, 29.0, 19.666666666666668)","(10.0, 14.5, 14.333333333333334)","(2.5, 2.76, 2.62)","(5.5, 8.8, 8.066666666666666)"
15-12-2022 11:54:13.189548,"(7.5, 15.0, 14.0)","(4.2, 5.7, 5.557142857142857)","(19.0, 60.0, 28.333333333333336)","(12.0, 16.0, 14.714285714285714)","(15.0, 29.0, 19.666666666666668)","(10.0, 14.5, 14.333333333333334)","(2.5, 2.76, 2.62)","(5.5, 8.8, 8.085714285714285)"
15-12-2022 11:54:14.240984,"(7.5, 15.0, 14.0)","(4.2, 5.7, 5.557142857142857)","(19.0, 60.0, 28.333333333333336)","(12.0, 16.0, 14.714285714285714)","(15.0, 29.0, 19.666666666666668)","(10.0, 14.5, 14.333333333333334)","(2.5, 2.76, 2.661)","(5.5, 8.8, 8.085714285714285)"
15-12-2022 11:54:15.310010,"(7.5, 15.0, 14.0)","(4.2, 5.6, 5.507692307692308)","(19.0, 60.0, 28.333333333333336)","(12.0, 16.0, 14.714285714285714)","(15.0, 29.0, 19.666666666666668)","(10.0, 14.5, 14.333333333333334)","(2.5, 2.76, 2.661)","(5.5, 8.8, 8.085714285714285)"
15-12-2022 11:54:16.350181,"(7.5, 15.0, 13.666666666666666)","(4.2, 5.6, 5.507692307692308)","(19.0, 60.0, 28.333333333333336)","(12.0, 16.0, 14.714285714285714)","(15.0, 29.0, 19.666666666666668)","(10.0, 14.5, 14.333333333333334)","(2.5, 2.76, 2.661)","(5.5, 8.8, 8.383333333333333)"
15-12-2022 11:54:17.634075,"(7.5, 14.5, 13.666666666666666)","(4.2, 5.6, 5.485714285714286)","(19.0, 60.0, 28.333333333333336)","(12.0, 16.0, 14.714285714285714)","(15.0, 29.0, 19.666666666666668)","(10.0, 14.5, 14.333333333333334)","(2.5, 2.76, 2.625)","(5.5, 8.8, 8.4)"
15-12-2022 11:54:18.852327,"(7.5, 14.5, 14.045454545454545)","(4.2, 5.7, 5.557142857142857)","(19.0, 60.0, 28.333333333333336)","(12.0, 16.0, 14.714285714285714)","(15.0, 29.0, 19.666666666666668)","(10.0, 14.5, 14.333333333333334)","(2.5, 2.76, 2.625)","(5.5, 9.0, 8.4)"
15-12-2022 11:54:19.945228,"(7.5, 14.5, 14.045454545454545)","(4.2, 5.7, 5.557142857142857)","(19.0, 60.0, 28.333333333333336)","(12.0, 16.0, 14.714285714285714)","(15.0, 29.0, 19.666666666666668)","(10.0, 14.5, 14.333333333333334)","(2.5, 2.76, 2.625)","(5.5, 9.0, 8.4)"
15-12-2022 11:54:21.269027,"(7.5, 14.5, 14.045454545454545)","(4.2, 5.7, 5.557142857142857)","(19.0, 60.0, 28.333333333333336)","(12.0, 16.0, 14.714285714285714)","(15.0, 29.0, 19.666666666666668)","(10.0, 14.5, 14.333333333333334)","(2.5, 2.76, 2.625)","(5.5, 9.0, 8.4)"
15-12-2022 11:54:22.822234,"(7.5, 14.5, 14.045454545454545)","(4.2, 5.5, 5.495454545454545)","(19.0, 60.0, 28.333333333333336)","(12.0, 16.0, 14.714285714285714)","(15.0, 29.0, 19.666666666666668)","(10.0, 14.5, 14.333333333333334)","(2.5, 2.76, 2.625)","(5.5, 9.0, 8.4)"
15-12-2022 11:54:24.175233,"(7.5, 14.5, 13.73076923076923)","(4.2, 5.5, 5.325)","(19.0, 60.0, 28.666666666666664)","(12.0, 16.0, 14.714285714285714)","(15.0, 29.0, 20.0)","(10.0, 14.5, 14.333333333333334)","(2.5, 2.76, 2.625)","(5.5, 9.0, 8.4)"
15-12-2022 11:54:25.662446,"(7.5, 14.5, 13.73076923076923)","(4.2, 5.4, 5.3500000000000005)","(19.0, 60.0, 28.666666666666664)","(12.0, 16.0, 14.8)","(15.0, 29.0, 20.0)","(10.0, 14.5, 14.333333333333334)","(2.5, 2.76, 2.646)","(5.5, 9.0, 8.44)"
15-12-2022 11:54:27.190656,"(7.5, 14.5, 13.73076923076923)","(4.2, 5.4, 5.240909090909091)","(19.0, 60.0, 36.25)","(12.0, 16.0, 14.8)","(15.0, 29.0, 19.666666666666668)","(10.0, 14.5, 14.333333333333334)","(2.5, 2.76, 2.6519999999999997)","(5.5, 9.0, 8.822222222222223)"
15-12-2022 11:54:28.576897,"(7.5, 14.5, 13.73076923076923)","(4.2, 5.4, 5.240909090909091)","(19.0, 60.0, 36.25)","(12.0, 16.0, 15.4)","(15.0, 29.0, 19.666666666666668)","(10.0, 14.5, 14.333333333333334)","(2.5, 2.76, 2.6519999999999997)","(5.5, 9.0, 8.270588235294117)"
15-12-2022 11:54:30.021334,"(7.5, 14.5, 13.73076923076923)","(4.2, 5.4, 5.263636363636364)","(19.0, 60.0, 36.25)","(12.0, 16.0, 15.4)","(15.0, 29.0, 20.0)","(10.0, 14.5, 14.346153846153847)","(2.5, 2.76, 2.6519999999999997)","(5.5, 9.4, 8.270588235294117)"
15-12-2022 11:54:31.250796,"(7.5, 14.5, 13.73076923076923)","(4.2, 5.4, 5.263636363636364)","(19.0, 60.0, 36.25)","(12.0, 16.0, 15.4)","(15.0, 29.0, 19.666666666666668)","(10.0, 14.5, 14.5)","(2.5, 2.76, 2.481818181818182)","(5.5, 9.4, 8.977777777777778)"
