,In Jubalation,Thunderinreadyrick,Bright Dawn,Spectaculo,Spirit Of Windsor,Siente El Amor,Executive Prize,Remys Gunsmoke
08-01-2023 10:24:50.260690,"(8.5, 16.5, 15.0)","(3.8, 3.95, 3.74)","(3.8, 5.4, 5.0)","(16.0, 30.0, 24.0)","(5.5, 7.4, 7.228571428571429)","(19.0, 70.0, 47.0)","(19.0, 170.0, 99.5)","(3.8, 4.5, 4.18)"
08-01-2023 10:24:51.187239,"(8.5, 16.5, 15.0)","(3.8, 3.95, 3.65)","(3.8, 5.4, 5.1454545454545455)","(16.0, 30.0, 24.0)","(5.5, 7.4, 7.228571428571429)","(19.0, 70.0, 47.0)","(19.0, 170.0, 99.5)","(3.8, 4.5, 4.18)"
08-01-2023 10:24:52.107826,"(8.5, 16.5, 15.75)","(3.8, 3.95, 3.79)","(3.8, 5.4, 5.0)","(16.0, 30.0, 24.0)","(5.5, 7.4, 7.142857142857143)","(19.0, 70.0, 47.0)","(19.0, 170.0, 99.5)","(3.8, 4.5, 4.18)"
08-01-2023 10:24:53.056988,"(8.5, 16.5, 15.75)","(3.8, 3.95, 3.79)","(3.8, 5.3, 5.05)","(16.0, 30.0, 24.0)","(5.5, 7.4, 7.142857142857143)","(19.0, 70.0, 47.0)","(19.0, 170.0, 99.5)","(3.8, 4.5, 4.18)"
08-01-2023 10:24:54.035712,"(8.5, 16.5, 15.75)","(3.8, 3.95, 3.79)","(3.8, 5.3, 5.05)","(16.0, 30.0, 24.0)","(5.5, 7.4, 7.142857142857143)","(19.0, 70.0, 47.0)","(19.0, 170.0, 99.5)","(3.8, 4.5, 4.18)"
08-01-2023 10:24:54.985752,"(8.5, 16.5, 15.75)","(3.8, 3.95, 3.79)","(3.8, 5.3, 5.05)","(16.0, 30.0, 24.0)","(5.5, 7.4, 7.142857142857143)","(19.0, 70.0, 47.0)","(19.0, 170.0, 99.5)","(3.8, 4.5, 4.18)"
08-01-2023 10:24:56.013314,"(8.5, 16.5, 15.75)","(3.8, 3.95, 3.79)","(3.8, 5.3, 5.05)","(16.0, 30.0, 24.0)","(5.5, 7.4, 7.142857142857143)","(19.0, 70.0, 47.0)","(19.0, 170.0, 99.5)","(3.8, 4.5, 4.18)"
08-01-2023 10:24:56.973428,"(8.5, 16.5, 15.75)","(3.8, 3.95, 3.79)","(3.8, 5.4, 5.0)","(16.0, 30.0, 24.0)","(5.5, 7.4, 7.142857142857143)","(19.0, 70.0, 47.0)","(20.0, 170.0, 99.5)","(3.8, 4.5, 4.18)"
08-01-2023 10:24:57.955137,"(8.5, 16.5, 15.0)","(3.8, 3.95, 3.79)","(3.8, 5.4, 5.0)","(16.0, 30.0, 24.0)","(5.5, 7.4, 7.142857142857143)","(19.0, 70.0, 47.0)","(20.0, 170.0, 99.5)","(3.8, 4.5, 4.18)"
08-01-2023 10:24:58.911298,"(8.5, 16.5, 15.0)","(3.8, 3.95, 3.79)","(3.8, 5.4, 5.0)","(16.0, 30.0, 24.0)","(5.5, 7.4, 7.142857142857143)","(19.0, 70.0, 47.0)","(20.0, 170.0, 99.5)","(3.8, 4.5, 4.18)"
08-01-2023 10:24:59.873909,"(8.5, 16.5, 15.0)","(3.8, 3.95, 3.761764705882353)","(3.8, 5.4, 5.0)","(16.0, 30.0, 24.0)","(5.5, 7.4, 7.142857142857143)","(19.0, 70.0, 47.0)","(20.0, 170.0, 99.5)","(3.8, 4.5, 4.18)"
08-01-2023 10:25:00.821926,"(8.5, 16.5, 16.0)","(3.8, 3.95, 3.761764705882353)","(3.8, 5.3, 5.05)","(16.0, 30.0, 24.0)","(5.5, 7.4, 7.142857142857143)","(19.0, 70.0, 47.0)","(20.0, 170.0, 99.5)","(3.8, 4.5, 4.18)"
08-01-2023 10:25:01.744672,"(8.5, 16.5, 16.0)","(3.8, 3.95, 3.761764705882353)","(3.8, 5.3, 5.05)","(16.0, 30.0, 24.0)","(5.5, 7.4, 7.142857142857143)","(19.0, 70.0, 47.0)","(20.0, 170.0, 99.5)","(3.8, 4.5, 4.18)"
08-01-2023 10:25:02.692306,"(8.5, 16.5, 15.75)","(3.8, 3.95, 3.761764705882353)","(3.8, 5.2, 4.933333333333334)","(16.0, 30.0, 26.4)","(5.5, 7.4, 7.142857142857143)","(19.0, 70.0, 51.2)","(20.0, 170.0, 76.0)","(3.8, 4.5, 4.18)"
08-01-2023 10:25:03.632062,"(8.5, 16.5, 15.9)","(3.8, 3.95, 3.761764705882353)","(3.8, 5.2, 4.933333333333334)","(16.0, 30.0, 26.4)","(5.5, 7.4, 7.142857142857143)","(19.0, 70.0, 54.33333333333333)","(20.0, 170.0, 76.0)","(3.8, 4.5, 4.18)"
08-01-2023 10:25:04.574980,"(8.5, 16.5, 15.9)","(3.8, 3.95, 3.761764705882353)","(3.8, 5.2, 4.9818181818181815)","(16.0, 30.0, 26.4)","(5.5, 7.4, 7.142857142857143)","(19.0, 70.0, 54.33333333333333)","(20.0, 160.0, 72.66666666666666)","(3.8, 4.5, 4.18)"
08-01-2023 10:25:05.517422,"(8.5, 16.5, 15.9)","(3.8, 3.95, 3.761764705882353)","(3.8, 5.2, 4.866666666666667)","(16.0, 30.0, 26.4)","(5.5, 7.4, 7.142857142857143)","(19.0, 70.0, 54.33333333333333)","(20.0, 160.0, 72.66666666666666)","(3.8, 4.5, 4.18)"
08-01-2023 10:25:06.442130,"(8.5, 16.5, 15.9)","(3.8, 3.95, 3.761764705882353)","(3.8, 5.2, 4.825)","(16.0, 30.0, 26.4)","(5.5, 7.4, 7.142857142857143)","(19.0, 70.0, 54.33333333333333)","(20.0, 160.0, 72.66666666666666)","(3.8, 4.5, 4.18)"
08-01-2023 10:25:07.375243,"(8.5, 16.5, 15.9)","(3.8, 3.95, 3.761764705882353)","(3.8, 5.2, 4.825)","(16.0, 30.0, 26.4)","(5.5, 7.4, 7.142857142857143)","(19.0, 70.0, 54.33333333333333)","(20.0, 160.0, 115.33333333333333)","(3.8, 4.5, 4.18)"
08-01-2023 10:25:08.315902,"(8.5, 16.5, 15.9)","(3.8, 3.95, 3.761764705882353)","(3.8, 5.2, 4.825)","(16.0, 30.0, 26.4)","(5.5, 7.4, 7.142857142857143)","(19.0, 70.0, 54.33333333333333)","(20.0, 160.0, 122.0)","(3.8, 4.5, 4.18)"
08-01-2023 10:25:09.254102,"(8.5, 16.5, 15.9)","(3.8, 3.95, 3.761764705882353)","(3.8, 5.2, 4.923076923076923)","(16.0, 30.0, 26.4)","(5.5, 7.4, 7.142857142857143)","(19.0, 70.0, 54.33333333333333)","(20.0, 160.0, 122.0)","(3.8, 4.5, 4.18)"
08-01-2023 10:25:10.181926,"(8.5, 16.5, 15.9)","(3.8, 3.95, 3.761764705882353)","(3.8, 5.1, 5.073333333333333)","(16.0, 30.0, 28.0)","(5.5, 7.4, 7.142857142857143)","(19.0, 70.0, 56.857142857142854)","(20.0, 160.0, 122.0)","(3.8, 4.5, 4.18)"
08-01-2023 10:25:11.115861,"(8.5, 16.5, 15.9)","(3.8, 3.95, 3.761764705882353)","(3.8, 5.1, 4.9)","(16.0, 30.0, 28.0)","(5.5, 7.4, 7.142857142857143)","(19.0, 70.0, 56.857142857142854)","(20.0, 160.0, 122.0)","(3.8, 4.5, 4.18)"
08-01-2023 10:25:12.059111,"(8.5, 16.5, 15.9)","(3.8, 3.95, 3.761764705882353)","(3.8, 5.1, 4.9)","(16.0, 30.0, 28.0)","(5.5, 7.4, 7.142857142857143)","(19.0, 70.0, 56.857142857142854)","(20.0, 160.0, 122.0)","(3.8, 4.5, 4.18)"
08-01-2023 10:25:12.990103,"(8.5, 16.5, 15.9)","(3.8, 3.95, 3.761764705882353)","(3.8, 5.1, 4.9)","(16.0, 30.0, 28.0)","(5.5, 7.4, 7.142857142857143)","(19.0, 70.0, 56.857142857142854)","(20.0, 160.0, 122.0)","(3.8, 4.5, 4.18)"
08-01-2023 10:25:13.920456,"(8.5, 16.5, 15.9)","(3.8, 3.95, 3.761764705882353)","(3.8, 5.1, 4.9)","(16.0, 30.0, 26.666666666666668)","(5.5, 7.4, 7.142857142857143)","(19.0, 70.0, 58.0)","(20.0, 160.0, 122.0)","(3.8, 4.5, 4.18)"
08-01-2023 10:25:14.848720,"(8.5, 16.5, 15.9)","(3.8, 3.95, 3.761764705882353)","(3.8, 5.1, 4.9)","(16.0, 30.0, 26.666666666666668)","(5.5, 7.4, 7.142857142857143)","(19.0, 70.0, 56.857142857142854)","(20.0, 160.0, 122.0)","(3.8, 4.5, 4.18)"
08-01-2023 10:25:15.782839,"(8.5, 16.5, 15.9)","(3.8, 3.95, 3.761764705882353)","(3.8, 5.1, 4.9)","(16.0, 30.0, 26.666666666666668)","(5.5, 7.4, 7.142857142857143)","(19.0, 70.0, 56.857142857142854)","(20.0, 160.0, 122.0)","(3.8, 4.5, 4.18)"
08-01-2023 10:25:16.708320,"(8.5, 16.5, 15.9)","(3.8, 3.95, 3.761764705882353)","(3.8, 5.2, 4.96)","(16.0, 30.0, 26.666666666666668)","(5.5, 7.4, 7.142857142857143)","(19.0, 70.0, 56.857142857142854)","(20.0, 160.0, 122.0)","(3.8, 4.5, 4.18)"
08-01-2023 10:25:17.651764,"(8.5, 16.5, 15.25)","(3.8, 3.95, 3.761764705882353)","(3.8, 5.2, 5.066666666666666)","(16.0, 30.0, 24.6)","(5.5, 7.4, 7.142857142857143)","(19.0, 70.0, 43.0)","(20.0, 160.0, 94.0)","(3.8, 4.5, 4.18)"
08-01-2023 10:25:18.584362,"(8.5, 16.5, 15.25)","(3.8, 3.95, 3.761764705882353)","(3.8, 5.2, 4.96)","(16.0, 30.0, 24.6)","(5.5, 7.4, 7.142857142857143)","(19.0, 70.0, 51.14285714285714)","(20.0, 150.0, 89.0)","(3.8, 4.5, 4.18)"
08-01-2023 10:25:19.525084,"(8.5, 16.5, 15.25)","(3.8, 3.95, 3.761764705882353)","(3.8, 5.2, 4.96)","(16.0, 30.0, 24.6)","(5.5, 7.4, 7.142857142857143)","(19.0, 70.0, 43.0)","(20.0, 150.0, 89.0)","(3.8, 4.5, 4.18)"
08-01-2023 10:25:20.443818,"(8.5, 16.5, 15.25)","(3.8, 3.95, 3.761764705882353)","(3.8, 5.2, 4.95)","(16.0, 30.0, 24.6)","(5.5, 7.4, 7.142857142857143)","(19.0, 70.0, 43.0)","(20.0, 150.0, 89.0)","(3.8, 4.5, 4.18)"
08-01-2023 10:25:21.369966,"(8.5, 16.5, 15.25)","(3.8, 3.95, 3.761764705882353)","(3.8, 5.2, 4.95)","(16.0, 30.0, 24.6)","(5.5, 7.4, 7.142857142857143)","(19.0, 70.0, 43.0)","(20.0, 150.0, 89.0)","(3.8, 4.5, 4.18)"
08-01-2023 10:25:22.299860,"(8.5, 16.5, 15.25)","(3.8, 3.95, 3.761764705882353)","(3.8, 5.2, 4.95)","(16.0, 30.0, 24.6)","(5.5, 7.4, 7.142857142857143)","(19.0, 70.0, 43.0)","(20.0, 150.0, 89.0)","(3.8, 4.5, 4.18)"
08-01-2023 10:25:23.236568,"(8.5, 16.5, 15.25)","(3.8, 3.95, 3.761764705882353)","(3.8, 5.2, 4.95)","(16.0, 30.0, 24.6)","(5.5, 7.4, 7.142857142857143)","(19.0, 70.0, 43.0)","(20.0, 150.0, 89.0)","(3.8, 4.5, 4.18)"
08-01-2023 10:25:24.158770,"(8.5, 16.5, 15.25)","(3.8, 3.95, 3.761764705882353)","(3.8, 5.2, 4.95)","(16.0, 30.0, 24.6)","(5.5, 7.4, 7.142857142857143)","(19.0, 70.0, 43.0)","(20.0, 150.0, 89.0)","(3.8, 4.5, 4.18)"
08-01-2023 10:25:25.095886,"(8.5, 16.5, 15.25)","(3.8, 3.95, 3.761764705882353)","(3.8, 5.2, 4.95)","(16.0, 30.0, 24.6)","(5.5, 7.4, 7.142857142857143)","(19.0, 70.0, 43.0)","(20.0, 150.0, 89.0)","(3.8, 4.5, 4.18)"
08-01-2023 10:25:26.020434,"(8.5, 16.5, 15.25)","(3.8, 3.95, 3.761764705882353)","(3.8, 5.2, 4.95)","(16.0, 30.0, 24.6)","(5.5, 7.4, 7.142857142857143)","(19.0, 70.0, 43.0)","(20.0, 150.0, 89.0)","(3.8, 4.5, 4.18)"
08-01-2023 10:25:26.954266,"(8.5, 16.5, 15.25)","(3.8, 3.95, 3.761764705882353)","(3.8, 5.2, 4.95)","(16.0, 30.0, 24.6)","(5.5, 7.4, 7.142857142857143)","(19.0, 70.0, 43.0)","(20.0, 150.0, 89.0)","(3.8, 4.5, 4.18)"
08-01-2023 10:25:27.893547,"(8.5, 16.5, 15.25)","(3.8, 3.95, 3.761764705882353)","(3.8, 5.2, 4.95)","(16.0, 30.0, 24.6)","(5.5, 7.4, 7.142857142857143)","(19.0, 70.0, 43.0)","(20.0, 150.0, 89.0)","(3.8, 4.5, 4.18)"
08-01-2023 10:25:28.819509,"(8.5, 16.5, 15.25)","(3.8, 3.95, 3.761764705882353)","(3.8, 5.2, 4.95)","(16.0, 30.0, 24.6)","(5.5, 7.4, 7.142857142857143)","(19.0, 70.0, 43.0)","(20.0, 150.0, 89.0)","(3.8, 4.5, 4.18)"
08-01-2023 10:25:29.742895,"(8.5, 16.5, 15.25)","(3.8, 3.95, 3.761764705882353)","(3.8, 5.2, 4.95)","(16.0, 30.0, 24.6)","(5.5, 7.4, 7.142857142857143)","(19.0, 70.0, 43.0)","(20.0, 150.0, 89.0)","(3.8, 4.5, 4.18)"
08-01-2023 10:25:30.685373,"(8.5, 16.5, 15.25)","(3.8, 3.95, 3.761764705882353)","(3.8, 5.2, 4.95)","(16.0, 30.0, 24.6)","(5.5, 7.4, 7.142857142857143)","(19.0, 70.0, 43.0)","(20.0, 150.0, 89.0)","(3.8, 4.5, 4.18)"
08-01-2023 10:25:31.608575,"(8.5, 16.5, 15.875)","(3.8, 3.95, 3.761764705882353)","(3.8, 5.2, 4.95)","(16.0, 30.0, 24.6)","(5.5, 7.4, 7.142857142857143)","(19.0, 70.0, 43.0)","(20.0, 150.0, 89.0)","(3.8, 4.5, 4.18)"
08-01-2023 10:25:32.534100,"(8.5, 16.5, 15.25)","(3.8, 3.95, 3.761764705882353)","(3.8, 5.2, 4.95)","(16.0, 30.0, 26.666666666666668)","(5.5, 7.4, 7.142857142857143)","(19.0, 70.0, 54.0)","(20.0, 150.0, 68.0)","(3.8, 4.5, 4.18)"
08-01-2023 10:25:33.459321,"(8.5, 16.5, 15.25)","(3.8, 3.95, 3.761764705882353)","(3.8, 5.2, 4.95)","(16.0, 30.0, 26.666666666666668)","(5.5, 7.4, 7.142857142857143)","(19.0, 70.0, 58.25)","(20.0, 150.0, 119.25)","(3.8, 4.5, 4.18)"
08-01-2023 10:25:34.394602,"(8.5, 16.5, 15.25)","(3.8, 3.95, 3.761764705882353)","(3.8, 5.2, 4.95)","(16.0, 30.0, 26.666666666666668)","(5.5, 7.4, 7.142857142857143)","(19.0, 70.0, 58.25)","(20.0, 150.0, 119.25)","(3.8, 4.5, 4.18)"
08-01-2023 10:25:35.329330,"(8.5, 16.5, 15.25)","(3.8, 3.95, 3.761764705882353)","(3.8, 5.2, 5.05)","(16.0, 30.0, 26.666666666666668)","(5.5, 7.4, 7.142857142857143)","(19.0, 70.0, 54.33333333333333)","(20.0, 150.0, 114.85714285714286)","(3.8, 4.5, 4.18)"
08-01-2023 10:25:36.274307,"(8.5, 16.5, 15.0)","(3.8, 3.95, 3.761764705882353)","(3.8, 5.2, 5.181481481481482)","(16.0, 30.0, 26.666666666666668)","(5.5, 7.4, 7.142857142857143)","(19.0, 70.0, 56.857142857142854)","(20.0, 150.0, 114.85714285714286)","(3.8, 4.5, 4.18)"
08-01-2023 10:25:37.207574,"(8.5, 16.5, 15.0)","(3.8, 3.95, 3.761764705882353)","(3.8, 5.2, 5.125)","(16.0, 30.0, 26.666666666666668)","(5.5, 7.4, 7.142857142857143)","(19.0, 70.0, 54.33333333333333)","(20.0, 150.0, 114.85714285714286)","(3.8, 4.5, 4.18)"
08-01-2023 10:25:38.154994,"(8.5, 16.5, 15.0)","(3.8, 3.95, 3.761764705882353)","(3.8, 5.2, 5.181481481481482)","(16.0, 30.0, 26.666666666666668)","(5.5, 7.4, 7.142857142857143)","(19.0, 70.0, 56.857142857142854)","(20.0, 150.0, 114.85714285714286)","(3.8, 4.5, 4.18)"
08-01-2023 10:25:39.091897,"(8.5, 16.5, 15.0)","(3.8, 3.95, 3.761764705882353)","(3.8, 5.2, 5.125)","(16.0, 30.0, 26.666666666666668)","(5.5, 7.4, 7.142857142857143)","(19.0, 70.0, 56.857142857142854)","(20.0, 150.0, 114.85714285714286)","(3.8, 4.5, 4.18)"
08-01-2023 10:25:40.014159,"(8.5, 16.5, 15.0)","(3.8, 3.85, 3.8200000000000003)","(3.8, 5.2, 5.125)","(16.0, 30.0, 26.666666666666668)","(5.5, 7.4, 7.142857142857143)","(19.0, 70.0, 54.33333333333333)","(20.0, 150.0, 114.85714285714286)","(3.8, 4.5, 4.18)"
08-01-2023 10:25:40.944032,"(8.5, 16.5, 15.0)","(3.8, 3.85, 3.8200000000000003)","(3.8, 5.2, 5.181481481481482)","(16.0, 30.0, 26.666666666666668)","(5.5, 7.4, 7.142857142857143)","(19.0, 70.0, 56.857142857142854)","(20.0, 150.0, 114.85714285714286)","(3.8, 4.5, 4.18)"
08-01-2023 10:25:41.883144,"(8.5, 16.5, 15.0)","(3.8, 3.85, 3.8200000000000003)","(3.8, 5.2, 5.125)","(16.0, 30.0, 26.666666666666668)","(5.5, 7.4, 7.142857142857143)","(19.0, 70.0, 56.857142857142854)","(20.0, 150.0, 114.85714285714286)","(3.8, 4.5, 4.18)"
08-01-2023 10:25:42.820300,"(8.5, 16.5, 15.0)","(3.8, 3.85, 3.8200000000000003)","(3.8, 5.2, 5.125)","(16.0, 30.0, 26.666666666666668)","(5.5, 7.4, 7.142857142857143)","(19.0, 70.0, 56.857142857142854)","(20.0, 150.0, 114.85714285714286)","(3.8, 4.5, 4.18)"
08-01-2023 10:25:43.758375,"(8.5, 16.5, 15.0)","(3.8, 3.85, 3.8200000000000003)","(3.8, 5.2, 5.181481481481482)","(16.0, 30.0, 26.666666666666668)","(5.5, 7.4, 7.236363636363636)","(19.0, 70.0, 56.857142857142854)","(20.0, 150.0, 114.85714285714286)","(3.8, 4.5, 4.18)"
08-01-2023 10:25:44.701999,"(8.5, 16.5, 15.0)","(3.8, 3.85, 3.8200000000000003)","(3.8, 5.2, 5.182352941176471)","(16.0, 30.0, 26.666666666666668)","(5.5, 7.4, 7.236363636363636)","(19.0, 70.0, 56.857142857142854)","(20.0, 150.0, 171.16666666666666)","(3.8, 4.5, 4.18)"
08-01-2023 10:25:45.623984,"(8.5, 16.5, 15.0)","(3.8, 3.85, 3.8200000000000003)","(3.8, 5.2, 5.182352941176471)","(16.0, 30.0, 26.666666666666668)","(5.5, 7.4, 7.236363636363636)","(19.0, 70.0, 56.857142857142854)","(20.0, 200.0, 171.16666666666666)","(3.8, 4.5, 4.18)"
08-01-2023 10:25:46.551551,"(8.5, 16.5, 15.0)","(3.8, 3.85, 3.8200000000000003)","(3.8, 5.2, 5.182352941176471)","(16.0, 30.0, 26.666666666666668)","(5.5, 7.4, 7.236363636363636)","(19.0, 70.0, 43.0)","(20.0, 200.0, 142.66666666666669)","(3.8, 4.5, 4.18)"
08-01-2023 10:25:47.484245,"(8.5, 16.5, 15.0)","(3.8, 3.85, 3.8200000000000003)","(3.8, 5.2, 5.033333333333333)","(16.0, 30.0, 24.6)","(5.5, 7.4, 7.236363636363636)","(19.0, 70.0, 43.0)","(20.0, 200.0, 142.66666666666669)","(3.8, 4.5, 4.18)"
08-01-2023 10:25:48.404380,"(8.5, 16.5, 15.0)","(3.8, 3.85, 3.8200000000000003)","(3.8, 5.2, 5.033333333333333)","(16.0, 30.0, 27.333333333333332)","(5.5, 7.4, 7.236363636363636)","(19.0, 70.0, 51.14285714285714)","(20.0, 200.0, 165.8)","(3.8, 4.5, 4.18)"
08-01-2023 10:25:49.334931,"(8.5, 16.5, 15.0)","(3.8, 3.85, 3.8200000000000003)","(3.8, 5.2, 5.1761904761904765)","(16.0, 30.0, 27.333333333333332)","(5.5, 7.4, 7.236363636363636)","(19.0, 70.0, 51.14285714285714)","(20.0, 200.0, 171.5)","(3.8, 4.5, 4.18)"
08-01-2023 10:25:50.282164,"(8.5, 16.5, 15.0)","(3.8, 3.95, 3.79)","(3.8, 5.2, 5.05)","(16.0, 30.0, 27.333333333333332)","(5.5, 7.4, 7.236363636363636)","(19.0, 70.0, 51.14285714285714)","(20.0, 200.0, 171.5)","(3.8, 4.5, 4.18)"
08-01-2023 10:25:51.203557,"(8.5, 16.5, 15.0)","(3.8, 3.95, 3.79)","(3.8, 5.2, 5.05)","(16.0, 30.0, 24.6)","(5.5, 7.4, 7.236363636363636)","(19.0, 70.0, 43.0)","(20.0, 200.0, 114.5)","(3.8, 4.5, 4.18)"
08-01-2023 10:25:52.145556,"(8.5, 16.5, 15.0)","(3.8, 3.95, 3.79)","(3.8, 5.2, 5.05)","(16.0, 30.0, 24.6)","(5.5, 7.4, 7.236363636363636)","(19.0, 70.0, 43.0)","(20.0, 200.0, 114.5)","(3.8, 4.5, 4.18)"
08-01-2023 10:25:53.082401,"(8.5, 16.5, 15.0)","(3.8, 3.9, 3.8649999999999998)","(3.8, 5.2, 5.05)","(16.0, 30.0, 25.5)","(5.5, 7.4, 7.236363636363636)","(19.0, 70.0, 43.0)","(20.0, 200.0, 136.66666666666669)","(3.8, 4.5, 4.18)"
08-01-2023 10:25:54.018918,"(8.5, 16.5, 15.0)","(3.8, 3.9, 3.8649999999999998)","(3.8, 5.2, 5.05)","(16.0, 30.0, 25.5)","(5.5, 7.4, 7.236363636363636)","(19.0, 70.0, 43.0)","(20.0, 190.0, 109.0)","(3.8, 4.5, 4.18)"
08-01-2023 10:25:54.955329,"(8.5, 16.5, 15.0)","(3.8, 3.9, 3.8649999999999998)","(3.8, 5.2, 5.05)","(16.0, 30.0, 25.5)","(5.5, 7.4, 7.236363636363636)","(19.0, 70.0, 43.0)","(20.0, 190.0, 109.0)","(3.8, 4.5, 4.18)"
08-01-2023 10:25:55.888242,"(8.5, 16.5, 15.0)","(3.8, 3.9, 3.8649999999999998)","(3.8, 5.1, 4.8999999999999995)","(16.0, 30.0, 27.333333333333332)","(5.5, 7.4, 7.236363636363636)","(19.0, 70.0, 51.14285714285714)","(20.0, 190.0, 136.33333333333331)","(3.8, 4.5, 4.18)"
08-01-2023 10:25:56.823750,"(8.5, 16.5, 15.0)","(3.8, 3.9, 3.8649999999999998)","(3.8, 5.1, 4.8999999999999995)","(16.0, 30.0, 27.333333333333332)","(5.5, 7.4, 7.236363636363636)","(19.0, 70.0, 51.14285714285714)","(20.0, 190.0, 136.33333333333331)","(3.8, 4.5, 4.18)"
08-01-2023 10:25:57.768819,"(8.5, 16.5, 15.0)","(3.8, 3.9, 3.8649999999999998)","(3.8, 5.1, 4.8999999999999995)","(16.0, 30.0, 27.333333333333332)","(5.5, 7.4, 6.95)","(19.0, 70.0, 56.800000000000004)","(20.0, 190.0, 157.8)","(3.8, 4.5, 4.18)"
08-01-2023 10:25:58.700927,"(8.5, 17.0, 14.666666666666666)","(3.8, 3.9, 3.8649999999999998)","(3.8, 5.1, 4.8999999999999995)","(16.0, 30.0, 27.333333333333332)","(5.5, 7.4, 6.95)","(19.0, 70.0, 56.800000000000004)","(20.0, 190.0, 157.8)","(3.8, 4.5, 4.18)"
08-01-2023 10:25:59.627265,"(8.5, 17.0, 14.666666666666666)","(3.8, 3.9, 3.8649999999999998)","(3.8, 5.2, 5.05)","(16.0, 30.0, 25.5)","(5.5, 7.4, 6.95)","(19.0, 70.0, 48.0)","(20.0, 190.0, 125.60000000000001)","(3.8, 4.5, 4.18)"
08-01-2023 10:26:00.575943,"(8.5, 17.0, 14.666666666666666)","(3.8, 3.9, 3.8649999999999998)","(3.8, 5.2, 5.05)","(16.0, 30.0, 25.5)","(5.5, 7.4, 6.95)","(19.0, 70.0, 48.0)","(20.0, 190.0, 125.60000000000001)","(3.8, 4.5, 4.18)"
08-01-2023 10:26:01.505089,"(8.5, 17.0, 14.666666666666666)","(3.8, 3.9, 3.8649999999999998)","(3.8, 5.2, 5.05)","(16.0, 30.0, 25.5)","(5.5, 7.4, 6.95)","(19.0, 70.0, 48.0)","(20.0, 190.0, 125.60000000000001)","(3.8, 4.5, 4.18)"
08-01-2023 10:26:02.442110,"(8.5, 17.0, 15.5)","(3.8, 3.9, 3.8649999999999998)","(3.8, 5.2, 5.172727272727273)","(16.0, 30.0, 27.714285714285715)","(5.5, 7.4, 7.1)","(19.0, 70.0, 55.66666666666667)","(20.0, 190.0, 125.60000000000001)","(3.8, 4.5, 4.18)"
08-01-2023 10:26:03.374308,"(8.5, 17.0, 14.333333333333334)","(3.8, 3.9, 3.8649999999999998)","(3.8, 5.1, 4.9)","(16.0, 30.0, 25.5)","(5.5, 7.4, 7.1)","(19.0, 70.0, 55.66666666666667)","(20.0, 190.0, 125.60000000000001)","(3.8, 4.5, 4.18)"
08-01-2023 10:26:04.301369,"(8.5, 17.0, 14.333333333333334)","(3.8, 3.9, 3.8649999999999998)","(3.8, 5.1, 4.9)","(16.0, 30.0, 28.0)","(5.5, 7.4, 7.1)","(19.0, 70.0, 55.66666666666667)","(20.0, 190.0, 125.60000000000001)","(3.8, 4.5, 4.18)"
08-01-2023 10:26:05.246273,"(8.5, 17.0, 14.333333333333334)","(3.8, 3.9, 3.8649999999999998)","(3.8, 5.1, 4.9)","(16.0, 30.0, 25.0)","(5.5, 7.4, 7.1)","(19.0, 70.0, 55.66666666666667)","(20.0, 190.0, 125.60000000000001)","(3.8, 4.5, 4.18)"
08-01-2023 10:26:06.168866,"(8.5, 17.0, 14.333333333333334)","(3.8, 3.9, 3.8649999999999998)","(3.8, 5.1, 4.9)","(16.0, 30.0, 25.0)","(5.5, 7.4, 7.1)","(19.0, 70.0, 55.66666666666667)","(20.0, 190.0, 125.60000000000001)","(3.8, 4.5, 4.18)"
08-01-2023 10:26:07.093361,"(8.5, 17.0, 14.333333333333334)","(3.8, 3.9, 3.8649999999999998)","(3.8, 5.2, 5.05)","(16.0, 30.0, 25.0)","(5.5, 7.4, 7.1)","(19.0, 70.0, 55.66666666666667)","(20.0, 190.0, 125.60000000000001)","(3.8, 4.5, 4.18)"
08-01-2023 10:26:08.025027,"(8.5, 17.0, 14.333333333333334)","(3.8, 3.9, 3.8649999999999998)","(3.8, 5.2, 5.05)","(16.0, 30.0, 25.0)","(5.5, 7.4, 7.1)","(19.0, 70.0, 55.66666666666667)","(20.0, 190.0, 122.80000000000001)","(3.8, 4.5, 4.206666666666667)"
08-01-2023 10:26:08.958870,"(8.5, 17.0, 14.333333333333334)","(3.8, 3.9, 3.8649999999999998)","(3.8, 5.2, 5.05)","(16.0, 30.0, 26.0)","(5.5, 7.4, 7.1)","(19.0, 70.0, 55.66666666666667)","(20.0, 190.0, 148.25)","(3.8, 4.5, 4.489071038251366)"
08-01-2023 10:26:09.886591,"(8.5, 17.0, 14.333333333333334)","(3.8, 3.9, 3.8649999999999998)","(3.8, 5.2, 5.177272727272728)","(16.0, 30.0, 28.0)","(5.5, 7.4, 7.1)","(19.0, 70.0, 55.66666666666667)","(20.0, 190.0, 148.25)","(3.8, 4.5, 4.497222222222222)"
08-01-2023 10:26:10.839548,"(8.5, 17.0, 14.333333333333334)","(3.8, 3.9, 3.8649999999999998)","(3.8, 5.1, 4.9)","(16.0, 30.0, 26.0)","(5.5, 7.4, 7.1)","(19.0, 70.0, 55.66666666666667)","(20.0, 190.0, 142.85714285714286)","(3.8, 4.4, 4.25)"
