,In Jubalation,Thunderinreadyrick,Bright Dawn,Spectaculo,Spirit Of Windsor,Siente El Amor,Executive Prize,Remys Gunsmoke
08-01-2023 10:23:29.664354,"(8.5, 15.5, 14.333333333333334)","(3.8, 4.0, 3.666666666666667)","(3.8, 5.3, 5.2)","(16.0, 29.0, 26.333333333333332)","(5.5, 8.0, 7.466666666666667)","(19.0, 65.0, 57.833333333333336)","(19.0, 32.0, 30.6)","(3.8, 4.5, 4.117647058823529)"
08-01-2023 10:23:30.636002,"(8.5, 15.5, 14.333333333333334)","(3.8, 4.0, 3.666666666666667)","(3.8, 5.3, 5.2)","(16.0, 29.0, 26.333333333333332)","(5.5, 8.0, 7.466666666666667)","(19.0, 65.0, 57.833333333333336)","(19.0, 32.0, 30.6)","(3.8, 4.5, 4.266666666666667)"
08-01-2023 10:23:31.559009,"(8.5, 15.5, 14.333333333333334)","(3.8, 4.0, 3.666666666666667)","(3.8, 5.3, 5.2)","(16.0, 29.0, 26.333333333333332)","(5.5, 8.0, 7.466666666666667)","(19.0, 65.0, 48.666666666666664)","(19.0, 32.0, 30.6)","(3.8, 4.4, 4.266666666666667)"
08-01-2023 10:23:32.487408,"(8.5, 15.5, 14.333333333333334)","(3.8, 4.0, 3.666666666666667)","(3.8, 5.3, 5.2)","(16.0, 29.0, 26.333333333333332)","(5.5, 8.0, 7.466666666666667)","(19.0, 70.0, 48.666666666666664)","(19.0, 32.0, 30.6)","(3.8, 4.4, 4.266666666666667)"
08-01-2023 10:23:33.423026,"(8.5, 15.5, 14.333333333333334)","(3.8, 4.0, 3.666666666666667)","(3.8, 5.3, 5.2)","(16.0, 29.0, 26.333333333333332)","(5.5, 8.0, 7.466666666666667)","(19.0, 70.0, 48.666666666666664)","(19.0, 32.0, 30.833333333333336)","(3.8, 4.4, 4.266666666666667)"
08-01-2023 10:23:34.360115,"(8.5, 15.5, 14.333333333333334)","(3.8, 4.0, 3.666666666666667)","(3.8, 5.3, 5.2444444444444445)","(16.0, 29.0, 24.4)","(5.5, 8.0, 7.466666666666667)","(19.0, 70.0, 48.666666666666664)","(19.0, 32.0, 30.833333333333336)","(3.8, 4.4, 4.266666666666667)"
08-01-2023 10:23:35.284782,"(8.5, 15.5, 14.333333333333334)","(3.8, 4.0, 3.666666666666667)","(3.8, 5.3, 5.2444444444444445)","(16.0, 29.0, 26.555555555555557)","(5.5, 8.0, 7.466666666666667)","(19.0, 70.0, 48.666666666666664)","(19.0, 32.0, 30.833333333333336)","(3.8, 4.4, 4.266666666666667)"
08-01-2023 10:23:36.226016,"(8.5, 15.5, 14.333333333333334)","(3.8, 4.0, 3.666666666666667)","(3.8, 5.3, 5.2444444444444445)","(16.0, 29.0, 26.555555555555557)","(5.5, 8.0, 7.466666666666667)","(19.0, 70.0, 48.666666666666664)","(19.0, 32.0, 30.0)","(3.8, 4.4, 4.266666666666667)"
08-01-2023 10:23:37.149872,"(8.5, 15.5, 14.333333333333334)","(3.8, 4.0, 3.666666666666667)","(3.8, 5.3, 5.2444444444444445)","(16.0, 29.0, 26.555555555555557)","(5.5, 8.0, 7.7)","(19.0, 70.0, 48.666666666666664)","(19.0, 32.0, 30.0)","(3.8, 4.4, 4.266666666666667)"
08-01-2023 10:23:38.079766,"(8.5, 15.5, 14.333333333333334)","(3.8, 4.0, 3.666666666666667)","(3.8, 5.3, 5.22)","(16.0, 29.0, 26.555555555555557)","(5.5, 7.4, 7.228571428571429)","(19.0, 70.0, 54.0)","(19.0, 32.0, 30.0)","(3.8, 4.4, 4.266666666666667)"
08-01-2023 10:23:39.012464,"(8.5, 15.5, 14.333333333333334)","(3.8, 4.0, 3.666666666666667)","(3.8, 5.3, 5.22)","(16.0, 29.0, 26.555555555555557)","(5.5, 7.4, 7.228571428571429)","(19.0, 70.0, 49.111111111111114)","(19.0, 32.0, 30.0)","(3.8, 4.4, 4.266666666666667)"
08-01-2023 10:23:39.930873,"(8.5, 15.5, 14.333333333333334)","(3.8, 4.0, 3.666666666666667)","(3.8, 5.3, 5.22)","(16.0, 29.0, 23.75)","(5.5, 7.4, 7.228571428571429)","(19.0, 70.0, 49.111111111111114)","(19.0, 32.0, 30.0)","(3.8, 4.4, 4.266666666666667)"
08-01-2023 10:23:40.853880,"(8.5, 15.5, 14.333333333333334)","(3.8, 4.0, 3.666666666666667)","(3.8, 5.3, 5.22)","(16.0, 29.0, 26.9)","(5.5, 7.4, 7.228571428571429)","(19.0, 70.0, 49.111111111111114)","(19.0, 32.0, 30.0)","(3.8, 4.4, 4.266666666666667)"
08-01-2023 10:23:41.789600,"(8.5, 15.5, 14.333333333333334)","(3.8, 4.0, 3.666666666666667)","(3.8, 5.3, 5.22)","(16.0, 29.0, 25.0)","(5.5, 7.4, 7.228571428571429)","(19.0, 70.0, 60.6)","(19.0, 32.0, 30.0)","(3.8, 4.4, 4.25)"
08-01-2023 10:23:42.709714,"(8.5, 15.5, 14.333333333333334)","(3.8, 4.0, 3.666666666666667)","(3.8, 5.3, 5.22)","(16.0, 29.0, 25.0)","(5.5, 7.4, 7.228571428571429)","(19.0, 70.0, 56.857142857142854)","(19.0, 32.0, 31.0)","(3.8, 4.4, 4.214285714285714)"
08-01-2023 10:23:43.642601,"(8.5, 15.5, 14.333333333333334)","(3.8, 4.0, 3.666666666666667)","(3.8, 5.4, 5.185714285714286)","(16.0, 29.0, 26.625)","(5.5, 7.4, 7.228571428571429)","(19.0, 70.0, 56.857142857142854)","(19.0, 32.0, 30.833333333333336)","(3.8, 4.5, 4.214285714285714)"
08-01-2023 10:23:44.574646,"(8.5, 15.5, 14.333333333333334)","(3.8, 4.0, 3.666666666666667)","(3.8, 5.4, 5.185714285714286)","(16.0, 29.0, 26.625)","(5.5, 7.4, 7.228571428571429)","(19.0, 70.0, 56.857142857142854)","(19.0, 32.0, 30.833333333333336)","(3.8, 4.5, 4.214285714285714)"
08-01-2023 10:23:45.495736,"(8.5, 15.5, 14.333333333333334)","(3.8, 4.0, 3.666666666666667)","(3.8, 5.4, 5.185714285714286)","(16.0, 29.0, 26.625)","(5.5, 7.4, 7.228571428571429)","(19.0, 70.0, 56.857142857142854)","(19.0, 32.0, 30.833333333333336)","(3.8, 4.5, 4.214285714285714)"
08-01-2023 10:23:46.421829,"(8.5, 15.5, 14.333333333333334)","(3.8, 4.0, 3.666666666666667)","(3.8, 5.4, 5.185714285714286)","(16.0, 29.0, 26.625)","(5.5, 7.4, 7.228571428571429)","(19.0, 70.0, 52.75)","(19.0, 32.0, 29.0)","(3.8, 4.5, 4.214285714285714)"
08-01-2023 10:23:47.358754,"(8.5, 15.5, 14.75)","(3.8, 4.0, 3.666666666666667)","(3.8, 5.4, 5.185714285714286)","(16.0, 29.0, 23.0)","(5.5, 7.4, 7.228571428571429)","(19.0, 70.0, 36.25)","(19.0, 32.0, 29.0)","(3.8, 4.5, 4.214285714285714)"
08-01-2023 10:23:48.332402,"(8.5, 15.5, 14.75)","(3.8, 4.0, 3.666666666666667)","(3.8, 5.4, 5.185714285714286)","(16.0, 29.0, 26.714285714285715)","(5.5, 7.4, 7.228571428571429)","(19.0, 70.0, 36.25)","(19.0, 32.0, 29.0)","(3.8, 4.5, 4.214285714285714)"
08-01-2023 10:23:49.266762,"(8.5, 15.5, 14.75)","(3.8, 4.0, 3.666666666666667)","(3.8, 5.4, 5.185714285714286)","(16.0, 29.0, 23.0)","(5.5, 7.4, 7.228571428571429)","(19.0, 70.0, 36.25)","(19.0, 32.0, 29.0)","(3.8, 4.5, 4.214285714285714)"
08-01-2023 10:23:50.202844,"(8.5, 15.5, 14.75)","(3.8, 4.0, 3.666666666666667)","(3.8, 5.4, 5.185714285714286)","(16.0, 29.0, 23.0)","(5.5, 7.4, 7.228571428571429)","(19.0, 70.0, 36.25)","(19.0, 32.0, 29.0)","(3.8, 4.5, 4.214285714285714)"
08-01-2023 10:23:51.161715,"(8.5, 15.5, 14.75)","(3.8, 4.0, 3.666666666666667)","(3.8, 5.4, 5.185714285714286)","(16.0, 30.0, 22.5)","(5.5, 7.4, 7.228571428571429)","(19.0, 70.0, 36.25)","(19.0, 32.0, 29.0)","(3.8, 4.5, 4.214285714285714)"
08-01-2023 10:23:52.098636,"(8.5, 15.5, 14.75)","(3.8, 4.0, 3.666666666666667)","(3.8, 5.4, 5.185714285714286)","(16.0, 30.0, 22.5)","(5.5, 7.4, 7.228571428571429)","(19.0, 70.0, 36.25)","(19.0, 32.0, 29.0)","(3.8, 4.5, 4.214285714285714)"
08-01-2023 10:23:53.098680,"(8.5, 15.5, 14.75)","(3.8, 4.0, 3.666666666666667)","(3.8, 5.4, 5.185714285714286)","(16.0, 30.0, 22.5)","(5.5, 7.4, 7.228571428571429)","(19.0, 70.0, 36.25)","(19.0, 32.0, 29.0)","(3.8, 4.5, 4.214285714285714)"
08-01-2023 10:23:54.042691,"(8.5, 15.5, 14.75)","(3.8, 4.0, 3.666666666666667)","(3.8, 5.4, 5.185714285714286)","(16.0, 30.0, 22.5)","(5.5, 7.4, 7.228571428571429)","(19.0, 70.0, 36.25)","(19.0, 32.0, 29.0)","(3.8, 4.5, 4.214285714285714)"
08-01-2023 10:23:54.998053,"(8.5, 15.5, 14.75)","(3.8, 4.0, 3.666666666666667)","(3.8, 5.4, 5.185714285714286)","(16.0, 30.0, 22.5)","(5.5, 7.4, 7.228571428571429)","(19.0, 70.0, 36.25)","(19.0, 32.0, 29.0)","(3.8, 4.5, 4.214285714285714)"
08-01-2023 10:23:55.936127,"(8.5, 15.0, 14.375)","(3.8, 4.0, 3.666666666666667)","(3.8, 5.4, 5.185714285714286)","(16.0, 30.0, 22.5)","(5.5, 7.4, 7.228571428571429)","(19.0, 70.0, 36.25)","(19.0, 32.0, 29.0)","(3.8, 4.5, 4.214285714285714)"
08-01-2023 10:23:56.867508,"(8.5, 15.0, 14.375)","(3.8, 4.0, 3.666666666666667)","(3.8, 5.4, 5.185714285714286)","(16.0, 30.0, 22.5)","(5.5, 7.4, 7.228571428571429)","(19.0, 70.0, 36.25)","(19.0, 32.0, 29.0)","(3.8, 4.5, 4.214285714285714)"
08-01-2023 10:23:57.812059,"(8.5, 15.0, 14.375)","(3.8, 4.0, 3.666666666666667)","(3.8, 5.4, 5.185714285714286)","(16.0, 30.0, 22.5)","(5.5, 7.4, 7.228571428571429)","(19.0, 70.0, 36.25)","(19.0, 32.0, 29.0)","(3.8, 4.5, 4.214285714285714)"
08-01-2023 10:23:58.743006,"(8.5, 15.0, 14.375)","(3.8, 4.0, 3.666666666666667)","(3.8, 5.4, 5.185714285714286)","(16.0, 30.0, 22.5)","(5.5, 7.4, 7.228571428571429)","(19.0, 70.0, 36.25)","(19.0, 32.0, 29.0)","(3.8, 4.5, 4.214285714285714)"
08-01-2023 10:23:59.673774,"(8.5, 15.0, 14.375)","(3.8, 4.0, 3.666666666666667)","(3.8, 5.4, 5.185714285714286)","(16.0, 30.0, 22.5)","(5.5, 7.4, 7.228571428571429)","(19.0, 70.0, 36.25)","(19.0, 32.0, 29.0)","(3.8, 4.5, 4.214285714285714)"
08-01-2023 10:24:00.596920,"(8.5, 15.0, 14.375)","(3.8, 4.0, 3.666666666666667)","(3.8, 5.4, 5.185714285714286)","(16.0, 30.0, 22.5)","(5.5, 7.4, 7.228571428571429)","(19.0, 70.0, 36.25)","(19.0, 32.0, 29.0)","(3.8, 4.5, 4.214285714285714)"
08-01-2023 10:24:01.561636,"(8.5, 15.0, 14.375)","(3.8, 4.0, 3.666666666666667)","(3.8, 5.4, 5.185714285714286)","(16.0, 30.0, 22.5)","(5.5, 7.4, 7.228571428571429)","(19.0, 70.0, 46.0)","(19.0, 32.0, 30.6)","(3.8, 4.5, 4.214285714285714)"
08-01-2023 10:24:02.498528,"(8.5, 15.0, 14.5)","(3.8, 4.0, 3.666666666666667)","(3.8, 5.4, 5.185714285714286)","(16.0, 30.0, 25.07142857142857)","(5.5, 7.4, 7.228571428571429)","(19.0, 70.0, 50.8)","(19.0, 32.0, 30.6)","(3.8, 4.5, 4.214285714285714)"
08-01-2023 10:24:03.427739,"(8.5, 15.0, 14.5)","(3.8, 4.0, 3.666666666666667)","(3.8, 5.4, 5.1000000000000005)","(16.0, 30.0, 27.555555555555557)","(5.5, 7.4, 7.228571428571429)","(19.0, 70.0, 56.57142857142857)","(19.0, 32.0, 30.6)","(3.8, 4.5, 4.214285714285714)"
08-01-2023 10:24:04.370862,"(8.5, 15.0, 14.5)","(3.8, 4.0, 3.666666666666667)","(3.8, 5.4, 5.1000000000000005)","(16.0, 30.0, 27.555555555555557)","(5.5, 7.4, 7.228571428571429)","(19.0, 70.0, 56.57142857142857)","(19.0, 32.0, 30.6)","(3.8, 4.5, 4.214285714285714)"
08-01-2023 10:24:05.311274,"(8.5, 15.0, 14.5)","(3.8, 4.0, 3.666666666666667)","(3.8, 5.4, 5.04)","(16.0, 30.0, 27.555555555555557)","(5.5, 7.4, 7.228571428571429)","(19.0, 70.0, 58.0)","(19.0, 32.0, 30.6)","(3.8, 4.5, 4.214285714285714)"
08-01-2023 10:24:06.253029,"(8.5, 15.0, 14.5)","(3.8, 4.0, 3.666666666666667)","(3.8, 5.4, 5.344444444444445)","(16.0, 30.0, 27.555555555555557)","(5.5, 7.4, 7.228571428571429)","(19.0, 70.0, 58.0)","(19.0, 32.0, 31.25)","(3.8, 4.5, 4.144444444444444)"
08-01-2023 10:24:07.220403,"(8.5, 15.0, 14.5)","(3.8, 4.0, 3.666666666666667)","(3.8, 5.4, 5.04)","(16.0, 30.0, 27.555555555555557)","(5.5, 7.4, 7.228571428571429)","(19.0, 70.0, 58.0)","(19.0, 32.0, 31.25)","(3.8, 4.5, 4.138095238095238)"
08-01-2023 10:24:08.162493,"(8.5, 15.0, 14.5)","(3.8, 4.0, 3.666666666666667)","(3.8, 5.4, 5.344444444444445)","(16.0, 30.0, 27.555555555555557)","(5.5, 7.4, 7.228571428571429)","(19.0, 70.0, 58.0)","(19.0, 32.0, 31.25)","(3.8, 4.5, 4.138095238095238)"
08-01-2023 10:24:09.106603,"(8.5, 15.0, 14.5)","(3.8, 4.0, 3.666666666666667)","(3.8, 5.4, 5.344444444444445)","(16.0, 30.0, 27.555555555555557)","(5.5, 7.4, 7.228571428571429)","(19.0, 70.0, 58.0)","(19.0, 32.0, 31.25)","(3.8, 4.5, 4.138095238095238)"
08-01-2023 10:24:10.034004,"(8.5, 15.0, 14.5)","(3.8, 4.0, 3.666666666666667)","(3.8, 5.3, 5.05)","(16.0, 30.0, 27.555555555555557)","(5.5, 7.4, 7.228571428571429)","(19.0, 70.0, 58.0)","(19.0, 32.0, 31.25)","(3.8, 4.5, 4.138095238095238)"
08-01-2023 10:24:10.966994,"(8.5, 15.0, 14.5)","(3.8, 4.0, 3.666666666666667)","(3.8, 5.3, 5.05)","(16.0, 30.0, 27.555555555555557)","(5.5, 7.4, 7.228571428571429)","(19.0, 70.0, 58.0)","(19.0, 32.0, 31.25)","(3.8, 4.5, 4.138095238095238)"
08-01-2023 10:24:11.923516,"(8.5, 15.0, 14.5)","(3.8, 4.0, 3.666666666666667)","(3.8, 5.3, 5.05)","(16.0, 30.0, 25.8)","(5.5, 7.4, 7.228571428571429)","(19.0, 70.0, 58.0)","(19.0, 32.0, 31.25)","(3.8, 4.5, 4.138095238095238)"
08-01-2023 10:24:12.860155,"(8.5, 15.0, 14.5)","(3.8, 4.0, 3.666666666666667)","(3.8, 5.3, 5.05)","(16.0, 30.0, 27.5)","(5.5, 7.4, 7.228571428571429)","(19.0, 70.0, 58.0)","(19.0, 32.0, 31.25)","(3.8, 4.5, 4.138095238095238)"
08-01-2023 10:24:13.806633,"(8.5, 15.0, 14.5)","(3.8, 4.0, 3.666666666666667)","(3.8, 5.3, 5.05)","(16.0, 30.0, 27.5)","(5.5, 7.4, 7.228571428571429)","(19.0, 70.0, 58.0)","(19.0, 32.0, 31.25)","(3.8, 4.5, 4.138095238095238)"
08-01-2023 10:24:14.751399,"(8.5, 15.0, 14.5)","(3.8, 4.0, 3.666666666666667)","(3.8, 5.3, 5.05)","(16.0, 30.0, 27.5)","(5.5, 7.4, 7.228571428571429)","(19.0, 70.0, 58.0)","(19.0, 32.0, 31.25)","(3.8, 4.5, 4.138095238095238)"
08-01-2023 10:24:15.692563,"(8.5, 15.0, 14.5)","(3.8, 4.0, 3.666666666666667)","(3.8, 5.3, 5.05)","(16.0, 30.0, 27.5)","(5.5, 7.4, 7.228571428571429)","(19.0, 70.0, 58.0)","(19.0, 32.0, 31.25)","(3.8, 4.5, 4.138095238095238)"
08-01-2023 10:24:16.625924,"(8.5, 16.0, 15.25)","(3.8, 3.95, 3.8000000000000003)","(3.8, 5.3, 5.05)","(16.0, 30.0, 27.5)","(5.5, 7.4, 7.228571428571429)","(19.0, 70.0, 46.5)","(19.0, 32.0, 31.25)","(3.8, 4.5, 4.138095238095238)"
08-01-2023 10:24:17.569252,"(8.5, 16.0, 14.75)","(3.8, 3.95, 3.74)","(3.8, 5.3, 5.05)","(16.0, 30.0, 25.5)","(5.5, 7.4, 7.228571428571429)","(19.0, 70.0, 46.5)","(19.0, 32.0, 31.25)","(3.8, 4.5, 4.138095238095238)"
08-01-2023 10:24:18.518081,"(8.5, 16.0, 14.75)","(3.8, 3.95, 3.74)","(3.8, 5.3, 5.05)","(16.0, 30.0, 27.0)","(5.5, 7.4, 7.228571428571429)","(19.0, 70.0, 56.57142857142857)","(19.0, 32.0, 31.25)","(3.8, 4.5, 4.138095238095238)"
08-01-2023 10:24:19.453952,"(8.5, 16.0, 14.75)","(3.8, 3.95, 3.74)","(3.8, 5.3, 5.05)","(16.0, 30.0, 24.6)","(5.5, 7.4, 7.228571428571429)","(19.0, 70.0, 56.57142857142857)","(19.0, 32.0, 31.25)","(3.8, 4.5, 4.138095238095238)"
08-01-2023 10:24:20.381521,"(8.5, 16.0, 14.75)","(3.8, 3.95, 3.74)","(3.8, 5.3, 5.05)","(16.0, 30.0, 24.6)","(5.5, 7.4, 7.228571428571429)","(19.0, 70.0, 56.57142857142857)","(19.0, 32.0, 31.25)","(3.8, 4.5, 4.138095238095238)"
08-01-2023 10:24:21.342158,"(8.5, 16.0, 14.75)","(3.8, 3.95, 3.74)","(3.8, 5.3, 5.05)","(16.0, 30.0, 24.6)","(5.5, 7.4, 7.228571428571429)","(19.0, 70.0, 56.57142857142857)","(19.0, 32.0, 31.25)","(3.8, 4.5, 4.138095238095238)"
08-01-2023 10:24:22.295898,"(8.5, 16.0, 14.75)","(3.8, 3.95, 3.74)","(3.8, 5.3, 5.05)","(16.0, 30.0, 24.6)","(5.5, 7.4, 7.228571428571429)","(19.0, 70.0, 56.57142857142857)","(19.0, 32.0, 31.25)","(3.8, 4.5, 4.138095238095238)"
08-01-2023 10:24:23.239928,"(8.5, 16.0, 14.75)","(3.8, 3.95, 3.74)","(3.8, 5.3, 5.05)","(16.0, 30.0, 24.6)","(5.5, 7.4, 7.228571428571429)","(19.0, 70.0, 56.57142857142857)","(19.0, 32.0, 31.25)","(3.8, 4.5, 4.138095238095238)"
08-01-2023 10:24:24.156617,"(8.5, 16.0, 14.75)","(3.8, 3.95, 3.74)","(3.8, 5.3, 5.05)","(16.0, 30.0, 24.6)","(5.5, 7.4, 7.228571428571429)","(19.0, 70.0, 56.57142857142857)","(19.0, 32.0, 31.25)","(3.8, 4.5, 4.138095238095238)"
08-01-2023 10:24:25.087714,"(8.5, 16.5, 15.0)","(3.8, 3.95, 3.74)","(3.8, 5.3, 5.05)","(16.0, 30.0, 24.6)","(5.5, 7.4, 7.228571428571429)","(19.0, 70.0, 46.5)","(19.0, 32.0, 31.25)","(3.8, 4.5, 4.138095238095238)"
08-01-2023 10:24:26.027447,"(8.5, 16.5, 15.0)","(3.8, 3.95, 3.74)","(3.8, 5.3, 5.05)","(16.0, 30.0, 24.6)","(5.5, 7.4, 7.228571428571429)","(19.0, 70.0, 46.5)","(19.0, 32.0, 31.25)","(3.8, 4.5, 4.138095238095238)"
08-01-2023 10:24:26.956874,"(8.5, 16.5, 15.0)","(3.8, 3.95, 3.74)","(3.8, 5.3, 5.05)","(16.0, 30.0, 24.6)","(5.5, 7.4, 7.228571428571429)","(19.0, 70.0, 56.857142857142854)","(19.0, 32.0, 31.4)","(3.8, 4.5, 4.138095238095238)"
08-01-2023 10:24:27.888197,"(8.5, 16.5, 15.0)","(3.8, 3.95, 3.74)","(3.8, 5.4, 5.04)","(16.0, 30.0, 24.6)","(5.5, 7.4, 7.228571428571429)","(19.0, 70.0, 47.0)","(19.0, 32.0, 31.4)","(3.8, 4.5, 4.138095238095238)"
08-01-2023 10:24:28.811075,"(8.5, 16.5, 15.0)","(3.8, 3.95, 3.74)","(3.8, 5.3, 5.05)","(16.0, 30.0, 24.6)","(5.5, 7.4, 7.228571428571429)","(19.0, 70.0, 46.5)","(19.0, 32.0, 31.4)","(3.8, 4.5, 4.138095238095238)"
08-01-2023 10:24:29.745134,"(8.5, 16.5, 15.0)","(3.8, 3.95, 3.74)","(3.8, 5.3, 5.05)","(16.0, 30.0, 24.6)","(5.5, 7.4, 7.228571428571429)","(19.0, 70.0, 56.857142857142854)","(19.0, 32.0, 31.4)","(3.8, 4.5, 4.138095238095238)"
08-01-2023 10:24:30.686256,"(8.5, 16.5, 15.0)","(3.8, 3.95, 3.74)","(3.8, 5.3, 5.05)","(16.0, 30.0, 24.6)","(5.5, 7.4, 7.228571428571429)","(19.0, 70.0, 56.857142857142854)","(19.0, 32.0, 31.4)","(3.8, 4.5, 4.138095238095238)"
08-01-2023 10:24:31.612775,"(8.5, 16.5, 15.75)","(3.8, 3.95, 3.74)","(3.8, 5.3, 5.05)","(16.0, 30.0, 24.6)","(5.5, 7.4, 7.228571428571429)","(19.0, 70.0, 56.857142857142854)","(19.0, 32.0, 31.4)","(3.8, 4.5, 4.138095238095238)"
08-01-2023 10:24:32.545542,"(8.5, 16.5, 15.0)","(3.8, 3.95, 3.74)","(3.8, 5.3, 5.05)","(16.0, 30.0, 25.6)","(5.5, 7.4, 7.228571428571429)","(19.0, 70.0, 57.142857142857146)","(19.0, 32.0, 31.4)","(3.8, 4.5, 4.138095238095238)"
08-01-2023 10:24:33.506285,"(8.5, 16.5, 15.0)","(3.8, 3.95, 3.74)","(3.8, 5.4, 5.0)","(16.0, 30.0, 24.75)","(5.5, 7.4, 7.228571428571429)","(19.0, 70.0, 51.599999999999994)","(19.0, 32.0, 31.4)","(3.8, 4.5, 4.138095238095238)"
08-01-2023 10:24:34.436582,"(8.5, 16.5, 15.0)","(3.8, 3.95, 3.74)","(3.8, 5.4, 5.0)","(16.0, 30.0, 27.5)","(5.5, 7.4, 7.228571428571429)","(19.0, 70.0, 51.599999999999994)","(19.0, 32.0, 31.4)","(3.8, 4.5, 4.138095238095238)"
08-01-2023 10:24:35.372956,"(8.5, 16.5, 15.0)","(3.8, 3.95, 3.74)","(3.8, 5.4, 5.0)","(16.0, 30.0, 27.5)","(5.5, 7.4, 7.228571428571429)","(19.0, 70.0, 51.599999999999994)","(19.0, 32.0, 31.4)","(3.8, 4.5, 4.138095238095238)"
08-01-2023 10:24:36.295509,"(8.5, 16.5, 14.75)","(3.8, 3.95, 3.74)","(3.8, 5.4, 5.0)","(16.0, 30.0, 27.5)","(5.5, 7.4, 7.228571428571429)","(19.0, 70.0, 51.599999999999994)","(19.0, 32.0, 31.4)","(3.8, 4.5, 4.138095238095238)"
08-01-2023 10:24:37.217356,"(8.5, 16.5, 14.75)","(3.8, 3.95, 3.74)","(3.8, 5.3, 5.05)","(16.0, 30.0, 27.5)","(5.5, 7.4, 7.228571428571429)","(19.0, 70.0, 51.599999999999994)","(19.0, 32.0, 31.4)","(3.8, 4.5, 4.138095238095238)"
08-01-2023 10:24:38.150575,"(8.5, 16.5, 14.75)","(3.8, 3.95, 3.74)","(3.8, 5.3, 5.05)","(16.0, 30.0, 27.5)","(5.5, 7.4, 7.228571428571429)","(19.0, 70.0, 51.599999999999994)","(19.0, 32.0, 31.4)","(3.8, 4.5, 4.138095238095238)"
08-01-2023 10:24:39.101083,"(8.5, 16.5, 14.75)","(3.8, 3.95, 3.74)","(3.8, 5.3, 5.05)","(16.0, 30.0, 27.5)","(5.5, 7.4, 7.228571428571429)","(19.0, 70.0, 58.0)","(19.0, 32.0, 31.4)","(3.8, 4.5, 4.138095238095238)"
08-01-2023 10:24:40.023913,"(8.5, 16.5, 16.055555555555557)","(3.8, 3.95, 3.74)","(3.8, 5.3, 5.05)","(16.0, 30.0, 27.5)","(5.5, 7.4, 7.228571428571429)","(19.0, 70.0, 58.0)","(19.0, 32.0, 31.4)","(3.8, 4.5, 4.138095238095238)"
08-01-2023 10:24:40.947761,"(8.5, 16.5, 16.055555555555557)","(3.8, 3.95, 3.74)","(3.8, 5.4, 5.0)","(16.0, 30.0, 27.5)","(5.5, 7.4, 7.228571428571429)","(19.0, 70.0, 58.0)","(19.0, 32.0, 31.4)","(3.8, 4.5, 4.138095238095238)"
08-01-2023 10:24:41.883484,"(8.5, 16.5, 16.055555555555557)","(3.8, 3.95, 3.74)","(3.8, 5.4, 5.328571428571429)","(16.0, 30.0, 27.5)","(5.5, 7.4, 7.228571428571429)","(19.0, 70.0, 58.0)","(19.0, 32.0, 31.4)","(3.8, 4.5, 4.138095238095238)"
08-01-2023 10:24:42.804587,"(8.5, 16.5, 16.055555555555557)","(3.8, 3.95, 3.74)","(3.8, 5.4, 5.328571428571429)","(16.0, 30.0, 27.5)","(5.5, 7.4, 7.228571428571429)","(19.0, 70.0, 58.0)","(19.0, 32.0, 123.0)","(3.8, 4.5, 4.138095238095238)"
08-01-2023 10:24:43.731745,"(8.5, 16.5, 16.055555555555557)","(3.8, 3.95, 3.74)","(3.8, 5.4, 5.322580645161291)","(16.0, 30.0, 27.5)","(5.5, 7.4, 7.228571428571429)","(19.0, 70.0, 56.0)","(19.0, 170.0, 123.0)","(3.8, 4.5, 4.138095238095238)"
08-01-2023 10:24:44.668297,"(8.5, 16.5, 16.055555555555557)","(3.8, 3.95, 3.74)","(3.8, 5.3, 5.05)","(16.0, 30.0, 24.75)","(5.5, 7.4, 7.228571428571429)","(19.0, 70.0, 56.0)","(19.0, 170.0, 123.0)","(3.8, 4.5, 4.138095238095238)"
08-01-2023 10:24:45.590391,"(8.5, 16.5, 15.625)","(3.8, 3.95, 3.74)","(3.8, 5.3, 5.05)","(16.0, 30.0, 26.4)","(5.5, 7.4, 7.228571428571429)","(19.0, 70.0, 51.2)","(19.0, 170.0, 76.0)","(3.8, 4.5, 4.18)"
08-01-2023 10:24:46.524856,"(8.5, 16.5, 15.625)","(3.8, 3.95, 3.74)","(3.8, 5.3, 5.05)","(16.0, 30.0, 26.4)","(5.5, 7.4, 7.228571428571429)","(19.0, 70.0, 51.2)","(19.0, 170.0, 99.5)","(3.8, 4.5, 4.18)"
08-01-2023 10:24:47.449673,"(8.5, 16.5, 15.0)","(3.8, 3.95, 3.74)","(3.8, 5.3, 5.05)","(16.0, 30.0, 24.0)","(5.5, 7.4, 7.228571428571429)","(19.0, 70.0, 47.0)","(19.0, 170.0, 99.5)","(3.8, 4.5, 4.18)"
08-01-2023 10:24:48.378416,"(8.5, 16.5, 15.0)","(3.8, 3.95, 3.74)","(3.8, 5.3, 5.05)","(16.0, 30.0, 24.0)","(5.5, 7.4, 7.228571428571429)","(19.0, 70.0, 47.0)","(19.0, 170.0, 99.5)","(3.8, 4.5, 4.18)"
08-01-2023 10:24:49.321290,"(8.5, 16.5, 15.0)","(3.8, 3.95, 3.74)","(3.8, 5.4, 5.0)","(16.0, 30.0, 24.0)","(5.5, 7.4, 7.228571428571429)","(19.0, 70.0, 47.0)","(19.0, 170.0, 99.5)","(3.8, 4.5, 4.18)"
