,Dazzling Cruiser,Hot Sky,Victa Indi,Ragin Skywalker,Springvale Chip
09-01-2023 18:03:33.132367,"(5.5, 8.8, 8.586666666666668)","(1.95, 2.12, 2.0547826086956524)","(7.0, 13.5, 12.75)","(2.9, 3.4, 3.3991228070175437)","(16.0, 40.0, 36.25)"
09-01-2023 18:03:34.005461,"(5.5, 9.4, 8.885714285714286)","(1.95, 2.12, 2.0417391304347827)","(7.0, 13.5, 13.038461538461538)","(2.9, 3.4, 3.3991228070175437)","(16.0, 40.0, 36.25)"
09-01-2023 18:03:34.878045,"(5.5, 9.6, 9.145454545454545)","(1.95, 2.12, 2.0784158415841585)","(7.0, 13.5, 12.75)","(2.9, 3.45, 3.433582089552239)","(16.0, 40.0, 36.25)"
09-01-2023 18:03:35.754311,"(5.5, 9.6, 9.2)","(1.95, 2.12, 2.072)","(7.0, 13.5, 13.055555555555555)","(2.9, 3.45, 3.433582089552239)","(16.0, 40.0, 36.25)"
09-01-2023 18:03:36.636432,"(5.5, 9.6, 8.84)","(1.95, 2.12, 2.072)","(7.0, 13.5, 12.857142857142858)","(2.9, 3.45, 3.433582089552239)","(16.0, 40.0, 36.25)"
09-01-2023 18:03:37.497985,"(5.5, 9.0, 8.807142857142857)","(1.95, 2.12, 2.0796946564885497)","(7.0, 13.5, 13.055555555555555)","(2.9, 3.45, 3.433582089552239)","(16.0, 40.0, 36.25)"
09-01-2023 18:03:38.277982,"(5.5, 9.0, 8.895652173913044)","(1.95, 2.1, 2.0927272727272728)","(7.0, 13.5, 12.857142857142858)","(2.9, 3.45, 3.433582089552239)","(16.0, 40.0, 36.25)"
09-01-2023 18:03:39.096420,"(5.5, 9.0, 8.7)","(1.95, 2.1, 2.096949152542373)","(7.0, 13.5, 12.045454545454545)","(2.9, 3.45, 3.434507042253521)","(16.0, 40.0, 36.25)"
09-01-2023 18:03:39.983687,"(5.5, 9.0, 8.64375)","(1.95, 2.12, 2.110153846153846)","(7.0, 13.5, 11.875)","(2.9, 3.45, 3.434507042253521)","(16.0, 40.0, 36.25)"
09-01-2023 18:03:40.836695,"(5.5, 9.0, 8.64375)","(1.95, 2.12, 2.111641791044776)","(7.0, 13.5, 11.875)","(2.9, 3.45, 3.434507042253521)","(16.0, 40.0, 36.25)"
09-01-2023 18:03:41.736637,"(5.5, 9.0, 8.64375)","(1.95, 2.12, 2.111641791044776)","(7.0, 13.5, 11.875)","(2.9, 3.45, 3.448360655737705)","(16.0, 40.0, 36.666666666666664)"
09-01-2023 18:03:42.634010,"(5.5, 9.0, 8.52)","(1.95, 2.12, 2.111641791044776)","(7.0, 13.5, 12.7)","(2.9, 3.45, 3.440909090909091)","(16.0, 40.0, 36.666666666666664)"
09-01-2023 18:03:43.464155,"(5.5, 9.0, 8.52)","(1.95, 2.12, 2.111641791044776)","(7.0, 13.5, 12.25)","(2.9, 3.45, 3.440909090909091)","(16.0, 40.0, 36.666666666666664)"
09-01-2023 18:03:44.257575,"(5.5, 9.0, 8.52)","(1.95, 2.12, 2.1108196721311474)","(7.0, 14.0, 13.0)","(2.9, 3.45, 3.448360655737705)","(16.0, 40.0, 36.666666666666664)"
09-01-2023 18:03:45.111819,"(5.5, 9.0, 8.52)","(1.95, 2.12, 2.1091525423728816)","(7.0, 14.0, 12.076923076923077)","(2.9, 3.45, 3.440909090909091)","(16.0, 40.0, 36.666666666666664)"
09-01-2023 18:03:45.989494,"(5.5, 8.6, 8.5)","(1.95, 2.12, 2.090909090909091)","(7.0, 14.0, 12.4375)","(2.9, 3.45, 3.448360655737705)","(16.0, 40.0, 36.666666666666664)"
09-01-2023 18:03:46.840791,"(5.5, 8.6, 8.37142857142857)","(1.95, 2.12, 2.092)","(7.0, 14.0, 12.076923076923077)","(2.9, 3.45, 3.440909090909091)","(16.0, 40.0, 36.666666666666664)"
09-01-2023 18:03:47.746094,"(5.5, 8.6, 8.299999999999999)","(1.95, 2.12, 2.1013333333333333)","(7.0, 14.0, 12.4375)","(2.9, 3.45, 3.440909090909091)","(16.0, 40.0, 36.25)"
09-01-2023 18:03:48.563196,"(5.5, 8.6, 8.454545454545453)","(1.95, 2.12, 2.092)","(7.0, 14.0, 11.96875)","(2.9, 3.45, 3.440909090909091)","(16.0, 40.0, 36.25)"
09-01-2023 18:03:49.342894,"(5.5, 8.6, 8.299999999999999)","(1.95, 2.12, 2.0780000000000003)","(7.5, 14.0, 12.4375)","(2.9, 3.45, 3.448360655737705)","(16.0, 40.0, 36.25)"
09-01-2023 18:03:50.182525,"(5.5, 8.6, 8.37142857142857)","(1.95, 2.12, 2.1109677419354838)","(7.5, 14.0, 12.076923076923077)","(2.9, 3.45, 3.440909090909091)","(16.0, 40.0, 36.25)"
09-01-2023 18:03:51.048689,"(5.5, 8.6, 8.37142857142857)","(1.95, 2.12, 2.1072727272727274)","(7.5, 14.0, 12.076923076923077)","(2.9, 3.45, 3.448360655737705)","(16.0, 40.0, 36.25)"
09-01-2023 18:03:51.916923,"(5.5, 8.6, 8.35)","(1.95, 2.12, 2.106451612903226)","(7.5, 14.0, 12.4375)","(2.9, 3.45, 3.448360655737705)","(16.0, 40.0, 36.25)"
09-01-2023 18:03:52.786098,"(5.5, 8.8, 8.363636363636363)","(1.95, 2.12, 2.100909090909091)","(7.5, 14.0, 12.68421052631579)","(2.9, 3.45, 3.440909090909091)","(16.0, 40.0, 36.25)"
09-01-2023 18:03:53.677434,"(5.5, 8.8, 8.5)","(1.95, 2.12, 2.100909090909091)","(7.5, 14.0, 13.107142857142858)","(2.9, 3.45, 3.440909090909091)","(16.0, 40.0, 36.25)"
09-01-2023 18:03:54.526303,"(5.5, 8.8, 8.47)","(1.95, 2.1, 2.09)","(7.5, 14.0, 12.4)","(2.9, 3.45, 3.440909090909091)","(16.0, 40.0, 36.25)"
09-01-2023 18:03:55.386655,"(5.5, 9.0, 8.714285714285714)","(1.95, 2.12, 2.0966666666666667)","(7.5, 14.0, 12.4)","(2.9, 3.45, 3.4423076923076925)","(16.0, 40.0, 36.25)"
09-01-2023 18:03:56.243939,"(5.5, 9.2, 9.02608695652174)","(1.95, 2.1, 2.0942857142857143)","(7.5, 14.0, 12.4)","(2.9, 3.45, 3.440909090909091)","(16.0, 40.0, 36.25)"
09-01-2023 18:03:57.097688,"(5.5, 10.0, 8.755555555555555)","(1.95, 2.1, 2.0909677419354837)","(7.5, 14.0, 13.107142857142858)","(2.9, 3.45, 3.4482456140350877)","(16.0, 40.0, 36.25)"
09-01-2023 18:03:57.903378,"(5.5, 9.8, 9.5)","(1.95, 2.1, 2.0888372093023255)","(7.5, 14.0, 13.75)","(2.9, 3.45, 3.4403225806451614)","(16.0, 40.0, 36.25)"
09-01-2023 18:03:58.711444,"(5.5, 9.8, 8.8)","(1.95, 2.1, 2.0925000000000002)","(7.5, 14.0, 13.75)","(2.9, 3.45, 3.4482456140350877)","(16.0, 40.0, 35.125)"
09-01-2023 18:03:59.543199,"(5.5, 9.8, 8.8)","(1.95, 2.08, 2.075)","(7.5, 14.5, 12.431034482758621)","(2.9, 3.45, 3.4482456140350877)","(16.0, 40.0, 34.42857142857143)"
09-01-2023 18:04:00.398752,"(5.5, 9.8, 8.8)","(1.95, 2.08, 2.075)","(7.5, 14.5, 12.5)","(2.9, 3.45, 3.4482456140350877)","(16.0, 40.0, 34.42857142857143)"
09-01-2023 18:04:01.255883,"(5.5, 9.8, 8.7)","(1.95, 2.08, 2.075)","(7.5, 14.5, 12.382352941176471)","(2.9, 3.45, 3.4403225806451614)","(16.0, 40.0, 34.42857142857143)"
09-01-2023 18:04:02.116072,"(5.5, 9.8, 8.7)","(1.95, 2.08, 2.075)","(7.5, 14.0, 12.58695652173913)","(2.9, 3.45, 3.4482456140350877)","(16.0, 40.0, 34.42857142857143)"
09-01-2023 18:04:02.924868,"(5.5, 9.8, 8.7)","(1.95, 2.08, 2.0716666666666668)","(7.5, 14.0, 12.970588235294118)","(2.9, 3.45, 3.4403225806451614)","(16.0, 40.0, 34.42857142857143)"
09-01-2023 18:04:03.760985,"(5.5, 9.2, 8.733333333333333)","(1.95, 2.08, 2.0716666666666668)","(7.5, 14.0, 13.583333333333334)","(2.9, 3.45, 3.4482456140350877)","(16.0, 40.0, 34.42857142857143)"
09-01-2023 18:04:04.618960,"(5.5, 9.0, 8.92)","(1.95, 2.08, 2.0704761904761906)","(7.5, 14.0, 12.970588235294118)","(2.9, 3.45, 3.448360655737705)","(16.0, 40.0, 34.5)"
09-01-2023 18:04:05.536760,"(5.5, 9.0, 8.813333333333333)","(1.95, 2.08, 2.0704761904761906)","(7.5, 14.0, 13.583333333333334)","(2.9, 3.45, 3.448360655737705)","(16.0, 40.0, 34.5)"
09-01-2023 18:04:06.493437,"(5.5, 9.0, 8.92)","(1.95, 2.06, 2.0552380952380953)","(7.5, 14.0, 12.970588235294118)","(2.9, 3.45, 3.448360655737705)","(16.0, 40.0, 34.5)"
09-01-2023 18:04:07.419548,"(5.5, 9.0, 8.813333333333333)","(1.95, 2.06, 2.0552380952380953)","(7.5, 14.0, 13.583333333333334)","(2.9, 3.45, 3.448360655737705)","(16.0, 40.0, 34.5)"
09-01-2023 18:04:08.262702,"(5.5, 9.0, 8.92)","(1.95, 2.06, 2.0552380952380953)","(7.5, 14.0, 12.970588235294118)","(2.9, 3.45, 3.448360655737705)","(16.0, 40.0, 34.5)"
09-01-2023 18:04:09.039185,"(5.5, 9.0, 8.813333333333333)","(1.95, 2.06, 2.0552380952380953)","(7.5, 14.0, 13.583333333333334)","(2.9, 3.45, 3.448360655737705)","(16.0, 40.0, 34.5)"
09-01-2023 18:04:09.894474,"(5.5, 9.0, 8.8)","(1.95, 2.06, 2.0552380952380953)","(7.5, 14.0, 12.970588235294118)","(2.9, 3.45, 3.448360655737705)","(16.0, 40.0, 34.5)"
09-01-2023 18:04:10.764000,"(5.5, 9.0, 8.752380952380951)","(1.95, 2.06, 2.0552380952380953)","(7.5, 14.0, 13.583333333333334)","(2.9, 3.45, 3.448360655737705)","(16.0, 40.0, 34.5)"
09-01-2023 18:04:11.615535,"(5.5, 9.0, 8.76)","(1.95, 2.06, 2.0552380952380953)","(7.5, 14.0, 12.970588235294118)","(2.9, 3.45, 3.448360655737705)","(16.0, 40.0, 34.5)"
09-01-2023 18:04:12.526650,"(5.5, 8.8, 8.771428571428572)","(1.95, 2.06, 2.056153846153846)","(7.5, 14.0, 13.615384615384615)","(2.9, 3.45, 3.448360655737705)","(16.0, 40.0, 34.5)"
09-01-2023 18:04:13.374573,"(5.5, 8.8, 8.736)","(1.95, 2.06, 2.0523076923076924)","(7.5, 14.0, 12.482142857142858)","(2.9, 3.45, 3.448360655737705)","(16.0, 40.0, 34.27272727272727)"
09-01-2023 18:04:14.211085,"(5.5, 8.8, 8.771428571428572)","(1.95, 2.06, 2.0523076923076924)","(7.5, 14.0, 12.482142857142858)","(2.9, 3.45, 3.4485915492957746)","(16.0, 40.0, 34.27272727272727)"
09-01-2023 18:04:15.243544,"(5.5, 8.8, 8.736)","(1.95, 2.06, 2.0523076923076924)","(7.5, 14.0, 12.482142857142858)","(2.9, 3.45, 3.4485915492957746)","(16.0, 40.0, 34.27272727272727)"
09-01-2023 18:04:16.191902,"(5.5, 8.8, 8.771428571428572)","(1.95, 2.06, 2.0523076923076924)","(7.5, 14.0, 12.482142857142858)","(2.9, 3.45, 3.4485915492957746)","(16.0, 40.0, 34.27272727272727)"
09-01-2023 18:04:17.168940,"(5.5, 8.8, 8.744827586206897)","(1.95, 2.06, 2.0523076923076924)","(7.5, 14.0, 12.785714285714286)","(2.9, 3.45, 3.4485915492957746)","(16.0, 40.0, 34.27272727272727)"
09-01-2023 18:04:18.140570,"(5.5, 8.8, 8.784615384615385)","(1.95, 2.06, 2.0504761904761906)","(7.5, 14.0, 13.25)","(2.9, 3.45, 3.442957746478873)","(16.0, 40.0, 34.27272727272727)"
09-01-2023 18:04:19.152381,"(5.5, 9.0, 8.8)","(1.95, 2.06, 2.0504761904761906)","(7.5, 14.0, 13.6)","(2.9, 3.45, 3.442957746478873)","(16.0, 40.0, 37.13636363636363)"
09-01-2023 18:04:20.143249,"(5.5, 9.0, 8.8)","(1.95, 2.06, 2.0504761904761906)","(7.5, 14.0, 13.6)","(2.9, 3.45, 3.436842105263158)","(16.0, 40.0, 37.333333333333336)"
09-01-2023 18:04:21.253029,"(5.5, 8.8, 8.784615384615385)","(1.95, 2.06, 2.0504761904761906)","(7.5, 14.0, 13.325)","(2.9, 3.45, 3.442957746478873)","(16.0, 40.0, 37.333333333333336)"
09-01-2023 18:04:22.193736,"(5.5, 8.8, 8.784615384615385)","(1.95, 2.06, 2.0504761904761906)","(7.5, 14.0, 13.6)","(2.9, 3.45, 3.436842105263158)","(16.0, 40.0, 37.333333333333336)"
09-01-2023 18:04:23.142595,"(5.5, 8.8, 8.775)","(1.95, 2.06, 2.0504761904761906)","(7.5, 14.0, 13.6)","(2.9, 3.45, 3.442957746478873)","(16.0, 40.0, 37.333333333333336)"
09-01-2023 18:04:24.022580,"(5.5, 8.8, 8.775)","(1.95, 2.06, 2.0504761904761906)","(7.5, 14.0, 13.325)","(2.9, 3.45, 3.442957746478873)","(16.0, 40.0, 37.333333333333336)"
09-01-2023 18:04:24.858513,"(5.5, 8.8, 8.775)","(1.95, 2.06, 2.0504761904761906)","(7.5, 14.0, 13.1875)","(2.9, 3.45, 3.442957746478873)","(16.0, 40.0, 37.333333333333336)"
09-01-2023 18:04:25.778762,"(5.5, 9.0, 8.74736842105263)","(1.95, 2.06, 2.0389473684210526)","(7.5, 14.0, 13.1875)","(2.9, 3.45, 3.442957746478873)","(16.0, 40.0, 37.26086956521739)"
09-01-2023 18:04:26.713539,"(5.5, 9.0, 8.74736842105263)","(1.95, 2.06, 2.030666666666667)","(7.5, 14.0, 13.1875)","(2.9, 3.45, 3.442957746478873)","(16.0, 40.0, 37.26086956521739)"
09-01-2023 18:04:27.618288,"(5.5, 9.0, 8.74736842105263)","(1.95, 2.08, 2.0687179487179486)","(7.5, 14.0, 13.3)","(2.9, 3.45, 3.442957746478873)","(16.0, 40.0, 37.26086956521739)"
09-01-2023 18:04:28.581694,"(5.5, 9.0, 8.74736842105263)","(1.95, 2.08, 2.0700000000000003)","(7.5, 15.0, 13.666666666666666)","(2.9, 3.45, 3.442957746478873)","(16.0, 40.0, 37.26086956521739)"
09-01-2023 18:04:29.441635,"(6.0, 8.8, 8.755555555555556)","(1.9, 2.08, 2.0700000000000003)","(8.0, 15.0, 13.666666666666666)","(2.9, 3.45, 3.442957746478873)","(17.0, 40.0, 37.333333333333336)"
09-01-2023 18:04:30.255231,"(6.0, 8.8, 8.68)","(1.9, 2.08, 2.070222222222222)","(8.0, 15.0, 13.461538461538462)","(2.9, 3.45, 3.442957746478873)","(17.0, 40.0, 37.333333333333336)"
09-01-2023 18:04:31.148742,"(6.0, 8.8, 8.64)","(1.9, 2.08, 2.070222222222222)","(8.0, 15.0, 13.333333333333334)","(2.9, 3.45, 3.442957746478873)","(17.0, 40.0, 37.333333333333336)"
09-01-2023 18:04:32.035709,"(6.0, 8.8, 8.68)","(1.9, 2.08, 2.0723809523809527)","(8.0, 15.0, 13.75)","(2.9, 3.45, 3.436842105263158)","(17.0, 40.0, 36.857142857142854)"
09-01-2023 18:04:32.910557,"(6.0, 8.8, 8.64)","(1.9, 2.08, 2.0341176470588236)","(8.0, 15.0, 13.5)","(2.9, 3.45, 3.436842105263158)","(17.0, 38.0, 36.22222222222222)"
09-01-2023 18:04:33.827268,"(6.0, 8.8, 8.68)","(1.9, 2.08, 2.0341176470588236)","(8.0, 15.0, 13.5)","(2.9, 3.45, 3.436842105263158)","(17.0, 38.0, 36.22222222222222)"
09-01-2023 18:04:34.732730,"(6.0, 8.8, 8.657142857142857)","(1.9, 2.08, 2.0341176470588236)","(8.0, 15.0, 13.5)","(2.9, 3.45, 3.442957746478873)","(17.0, 38.0, 36.22222222222222)"
09-01-2023 18:04:35.606268,"(6.0, 9.0, 8.75)","(1.9, 2.08, 2.0341176470588236)","(8.0, 15.0, 13.5)","(2.9, 3.45, 3.442957746478873)","(17.0, 38.0, 36.22222222222222)"
09-01-2023 18:04:36.522944,"(6.0, 9.2, 8.738461538461538)","(1.9, 2.08, 2.0445454545454544)","(8.0, 15.0, 13.5)","(2.9, 3.45, 3.442957746478873)","(17.0, 38.0, 36.22222222222222)"
09-01-2023 18:04:37.410082,"(6.0, 9.4, 8.936842105263159)","(1.9, 2.08, 2.046086956521739)","(8.0, 15.0, 13.5)","(2.9, 3.45, 3.436842105263158)","(17.0, 38.0, 36.22222222222222)"
09-01-2023 18:04:38.300703,"(6.0, 9.0, 8.813333333333333)","(1.9, 2.08, 2.046086956521739)","(8.0, 15.0, 14.25)","(2.9, 3.45, 3.442957746478873)","(17.0, 38.0, 36.22222222222222)"
09-01-2023 18:04:39.196697,"(6.0, 9.0, 8.92)","(1.9, 2.08, 2.0307142857142857)","(8.0, 15.0, 14.052631578947368)","(2.9, 3.45, 3.436842105263158)","(17.0, 38.0, 36.22222222222222)"
09-01-2023 18:04:40.109245,"(6.0, 9.0, 8.813333333333333)","(1.9, 2.08, 2.0307142857142857)","(8.0, 15.0, 14.25)","(2.9, 3.45, 3.436842105263158)","(17.0, 38.0, 36.22222222222222)"
09-01-2023 18:04:40.991846,"(6.0, 9.0, 8.92)","(1.9, 2.06, 2.051923076923077)","(8.0, 15.0, 14.75)","(2.9, 3.45, 3.436842105263158)","(17.0, 38.0, 36.22222222222222)"
09-01-2023 18:04:41.835178,"(6.0, 9.0, 8.813333333333333)","(1.9, 2.06, 2.039375)","(8.0, 15.0, 14.25)","(2.9, 3.45, 3.436842105263158)","(17.0, 38.0, 36.77777777777778)"
09-01-2023 18:04:42.782414,"(6.0, 9.0, 8.84)","(1.9, 2.06, 2.039375)","(8.0, 15.0, 14.59090909090909)","(2.9, 3.45, 3.433582089552239)","(17.0, 38.0, 36.77777777777778)"
09-01-2023 18:04:43.621234,"(6.0, 9.4, 8.76842105263158)","(1.9, 2.06, 2.046666666666667)","(8.0, 15.0, 14.59090909090909)","(2.9, 3.45, 3.433582089552239)","(17.0, 38.0, 36.77777777777778)"
09-01-2023 18:04:44.518205,"(6.0, 9.2, 8.841379310344827)","(1.9, 2.06, 2.046666666666667)","(8.0, 15.0, 14.25)","(2.9, 3.45, 3.434848484848485)","(17.0, 38.0, 36.705882352941174)"
09-01-2023 18:04:45.398741,"(6.0, 9.2, 8.553846153846154)","(1.9, 2.06, 2.046666666666667)","(8.0, 15.0, 14.59090909090909)","(2.9, 3.45, 3.412921348314607)","(17.0, 38.0, 36.705882352941174)"
09-01-2023 18:04:46.324534,"(6.0, 8.8, 8.64)","(1.9, 2.06, 2.0493333333333332)","(8.0, 15.0, 14.294117647058824)","(2.9, 3.45, 3.412921348314607)","(17.0, 38.0, 36.705882352941174)"
09-01-2023 18:04:47.186437,"(6.0, 9.0, 8.866666666666667)","(1.9, 2.06, 2.0325)","(8.0, 15.0, 14.85)","(2.9, 3.45, 3.412921348314607)","(17.0, 38.0, 36.705882352941174)"
09-01-2023 18:04:48.023233,"(6.0, 9.0, 8.9)","(1.9, 2.06, 2.047547169811321)","(8.0, 15.0, 14.85)","(2.9, 3.45, 3.412921348314607)","(17.0, 38.0, 36.705882352941174)"
09-01-2023 18:04:48.925774,"(6.0, 9.0, 8.76)","(1.9, 2.06, 2.047547169811321)","(8.0, 15.0, 14.85)","(2.9, 3.45, 3.412921348314607)","(17.0, 38.0, 36.705882352941174)"
09-01-2023 18:04:49.875189,"(6.0, 9.0, 8.781818181818181)","(1.9, 2.06, 2.047547169811321)","(8.0, 15.0, 14.85)","(2.9, 3.45, 3.412921348314607)","(17.0, 38.0, 36.705882352941174)"
09-01-2023 18:04:50.768685,"(6.0, 9.0, 8.781818181818181)","(1.9, 2.06, 2.047547169811321)","(8.0, 15.0, 14.911764705882353)","(2.9, 3.45, 3.412921348314607)","(17.0, 38.0, 36.705882352941174)"
09-01-2023 18:04:51.621812,"(6.0, 9.0, 8.781818181818181)","(1.9, 2.06, 2.047547169811321)","(8.0, 15.0, 14.911764705882353)","(2.9, 3.45, 3.412921348314607)","(17.0, 38.0, 36.705882352941174)"
09-01-2023 18:04:52.457342,"(6.0, 9.0, 8.781818181818181)","(1.9, 2.06, 2.047547169811321)","(8.0, 15.0, 14.911764705882353)","(2.9, 3.45, 3.412921348314607)","(17.0, 38.0, 36.705882352941174)"
09-01-2023 18:04:53.266645,"(6.0, 9.0, 8.781818181818181)","(1.9, 2.06, 2.0233333333333334)","(8.0, 18.0, 16.5)","(2.9, 3.45, 3.412921348314607)","(17.0, 38.0, 36.705882352941174)"
09-01-2023 18:04:54.192731,"(6.0, 9.0, 8.781818181818181)","(1.9, 2.06, 2.035593220338983)","(8.0, 18.0, 14.952380952380953)","(2.9, 3.45, 3.412921348314607)","(17.0, 38.0, 36.705882352941174)"
09-01-2023 18:04:55.071132,"(6.0, 9.0, 8.781818181818181)","(1.9, 2.06, 2.035593220338983)","(8.0, 18.0, 15.454545454545455)","(2.9, 3.45, 3.412921348314607)","(17.0, 38.0, 36.705882352941174)"
09-01-2023 18:04:55.955348,"(6.0, 9.0, 8.781818181818181)","(1.9, 2.06, 2.025)","(8.0, 18.0, 15.263157894736842)","(2.9, 3.45, 3.412921348314607)","(17.0, 38.0, 36.705882352941174)"
09-01-2023 18:04:56.829962,"(6.0, 9.0, 8.781818181818181)","(1.9, 2.06, 2.028)","(8.0, 18.0, 14.64516129032258)","(2.9, 3.45, 3.412921348314607)","(17.0, 38.0, 36.705882352941174)"
09-01-2023 18:04:57.618671,"(6.0, 9.0, 8.77142857142857)","(1.9, 2.08, 2.0284375)","(8.0, 16.5, 16.2)","(2.9, 3.45, 3.393661971830986)","(17.0, 38.0, 36.705882352941174)"
09-01-2023 18:04:58.416343,"(6.0, 9.0, 8.77142857142857)","(1.9, 2.08, 2.0452631578947367)","(8.0, 16.5, 15.9)","(2.9, 3.45, 3.393661971830986)","(17.0, 38.0, 36.77777777777778)"
09-01-2023 18:04:59.231699,"(6.0, 9.0, 8.77142857142857)","(1.9, 2.08, 2.045979381443299)","(8.0, 16.5, 15.25)","(2.9, 3.45, 3.393661971830986)","(17.0, 38.0, 36.77777777777778)"
09-01-2023 18:05:00.084832,"(6.0, 9.0, 8.77142857142857)","(1.9, 2.08, 2.0433333333333334)","(8.0, 16.5, 15.833333333333334)","(2.9, 3.45, 3.393661971830986)","(17.0, 38.0, 36.77777777777778)"
09-01-2023 18:05:01.130775,"(6.0, 9.0, 8.77142857142857)","(1.9, 2.08, 2.0433333333333334)","(8.0, 16.5, 15.833333333333334)","(2.9, 3.45, 3.393661971830986)","(17.0, 38.0, 36.77777777777778)"
09-01-2023 18:05:01.982149,"(6.0, 9.0, 8.77142857142857)","(1.9, 2.08, 2.0433333333333334)","(8.0, 16.5, 15.833333333333334)","(2.9, 3.45, 3.393661971830986)","(17.0, 38.0, 36.77777777777778)"
09-01-2023 18:05:02.908223,"(6.0, 9.0, 8.77142857142857)","(1.9, 2.06, 2.050666666666667)","(8.0, 16.5, 16.115384615384617)","(2.9, 3.45, 3.393661971830986)","(17.0, 38.0, 36.77777777777778)"
09-01-2023 18:05:04.200307,"(6.0, 9.0, 8.816666666666666)","(1.9, 2.06, 2.0217391304347827)","(8.0, 18.0, 16.0)","(2.9, 3.45, 3.3930555555555557)","(17.0, 38.0, 36.77777777777778)"
09-01-2023 18:05:05.044425,"(6.0, 9.0, 8.816666666666666)","(1.9, 2.06, 2.0217391304347827)","(8.0, 18.0, 16.0)","(2.9, 3.45, 3.3930555555555557)","(17.0, 38.0, 36.77777777777778)"
09-01-2023 18:05:05.972602,"(6.0, 9.0, 8.79047619047619)","(1.9, 2.06, 2.0208163265306123)","(8.0, 18.0, 16.25)","(2.9, 3.45, 3.3930555555555557)","(17.0, 38.0, 36.77777777777778)"
09-01-2023 18:05:06.965430,"(6.0, 9.0, 8.79047619047619)","(1.9, 2.06, 2.0221428571428572)","(8.0, 18.0, 16.894736842105264)","(2.9, 3.45, 3.3930555555555557)","(17.0, 38.0, 36.77777777777778)"
09-01-2023 18:05:08.025152,"(6.0, 9.0, 8.79047619047619)","(1.9, 2.06, 2.0221428571428572)","(8.0, 18.0, 16.357142857142858)","(2.9, 3.45, 3.3913333333333333)","(17.0, 38.0, 36.77777777777778)"
09-01-2023 18:05:09.246931,"(6.0, 9.0, 8.781818181818181)","(1.9, 2.06, 2.0221428571428572)","(8.0, 16.5, 17.176470588235293)","(2.9, 3.45, 3.3930555555555557)","(17.0, 38.0, 36.77777777777778)"
09-01-2023 18:05:10.351746,"(6.0, 9.0, 8.781818181818181)","(1.8, 2.06, 2.0221428571428572)","(9.0, 18.0, 16.357142857142858)","(2.9, 3.45, 3.3913333333333333)","(21.0, 38.0, 36.77777777777778)"
09-01-2023 18:05:11.308817,"(6.0, 9.0, 8.781818181818181)","(1.8, 2.06, 2.0252459016393445)","(9.0, 16.5, 16.357142857142858)","(2.9, 3.45, 3.3930555555555557)","(21.0, 38.0, 36.77777777777778)"
09-01-2023 18:05:12.300899,"(6.0, 9.0, 8.76)","(1.8, 2.06, 2.0221428571428572)","(9.0, 18.0, 16.357142857142858)","(2.9, 3.45, 3.3913333333333333)","(21.0, 38.0, 36.77777777777778)"
09-01-2023 18:05:13.260879,"(6.0, 9.0, 8.76)","(1.8, 2.06, 2.0252459016393445)","(9.0, 16.5, 16.357142857142858)","(2.9, 3.45, 3.3848314606741576)","(21.0, 38.0, 36.77777777777778)"
09-01-2023 18:05:14.232173,"(6.0, 9.0, 8.76)","(1.8, 2.06, 2.0221428571428572)","(9.0, 18.0, 16.894736842105264)","(2.9, 3.45, 3.3848314606741576)","(21.0, 38.0, 36.77777777777778)"
09-01-2023 18:05:15.141277,"(6.0, 9.0, 8.766666666666666)","(1.8, 2.06, 2.0221428571428572)","(9.0, 18.0, 16.894736842105264)","(2.9, 3.45, 3.383695652173913)","(21.0, 38.0, 36.77777777777778)"
09-01-2023 18:05:16.023614,"(6.0, 9.0, 8.766666666666666)","(1.8, 2.06, 2.0252459016393445)","(9.0, 16.5, 16.357142857142858)","(2.9, 3.45, 3.383695652173913)","(21.0, 38.0, 36.77777777777778)"
09-01-2023 18:05:16.820868,"(6.0, 9.0, 8.766666666666666)","(1.8, 2.06, 2.0221428571428572)","(9.0, 18.0, 16.894736842105264)","(2.9, 3.45, 3.3848314606741576)","(21.0, 38.0, 36.77777777777778)"
09-01-2023 18:05:17.631813,"(6.0, 9.0, 8.766666666666666)","(1.8, 2.06, 2.0252459016393445)","(9.0, 16.5, 16.357142857142858)","(2.9, 3.45, 3.383695652173913)","(21.0, 38.0, 36.77777777777778)"
09-01-2023 18:05:18.475543,"(6.0, 9.0, 8.766666666666666)","(1.8, 2.06, 2.0252459016393445)","(9.0, 16.5, 16.357142857142858)","(2.9, 3.45, 3.383695652173913)","(21.0, 38.0, 36.77777777777778)"
09-01-2023 18:05:19.333160,"(6.0, 9.0, 8.766666666666666)","(1.8, 2.06, 2.0221428571428572)","(9.0, 18.0, 16.894736842105264)","(2.9, 3.45, 3.3848314606741576)","(21.0, 38.0, 36.77777777777778)"
09-01-2023 18:05:20.200049,"(6.0, 9.0, 8.766666666666666)","(1.8, 2.06, 2.025333333333333)","(9.0, 16.5, 16.357142857142858)","(2.9, 3.45, 3.3790697674418606)","(21.0, 38.0, 36.77777777777778)"
09-01-2023 18:05:21.327128,"(6.0, 9.0, 8.825)","(1.8, 2.06, 2.017)","(9.0, 18.0, 17.34375)","(2.9, 3.45, 3.363846153846154)","(21.0, 38.0, 36.77777777777778)"
