,Cuckoo Coconuts,Blazing Arizona,Aerobic Rouge,Starlight Nelly,Our Matriarch,Blazin Caza,Neon Alley,Cheers Vicki
14-12-2022 12:00:35.761756,"(21.0, 34.0, 32.8)","(101.0, 480.0, 397.5)","(31.0, 70.0, 63.84615384615385)","(51.0, 120.0, 101.81818181818181)","(3.2, 4.2, 4.164285714285715)","(2.25, 2.72, 2.7433333333333336)","(101.0, 480.0, 396.66666666666663)","(2.7, 3.05, 2.959756097560976)"
14-12-2022 12:00:37.021217,"(21.0, 34.0, 31.05263157894737)","(101.0, 480.0, 397.5)","(31.0, 70.0, 63.84615384615385)","(51.0, 120.0, 101.81818181818181)","(3.2, 4.2, 4.094488188976378)","(2.25, 2.76, 2.7685714285714287)","(101.0, 480.0, 389.0909090909091)","(2.7, 3.0, 2.951641791044776)"
14-12-2022 12:00:38.341252,"(21.0, 34.0, 32.08)","(101.0, 480.0, 397.5)","(31.0, 70.0, 63.84615384615385)","(51.0, 120.0, 101.81818181818181)","(3.2, 4.2, 4.074)","(2.25, 2.8, 2.776190476190476)","(101.0, 480.0, 389.0909090909091)","(2.7, 3.0, 2.973333333333333)"
14-12-2022 12:00:39.547298,"(21.0, 34.0, 32.08)","(101.0, 480.0, 397.5)","(31.0, 70.0, 63.84615384615385)","(51.0, 120.0, 101.81818181818181)","(3.2, 4.2, 4.074)","(2.25, 2.8, 2.776190476190476)","(101.0, 480.0, 389.0909090909091)","(2.7, 3.0, 2.973333333333333)"
14-12-2022 12:00:40.711853,"(21.0, 34.0, 32.08)","(101.0, 480.0, 397.5)","(31.0, 70.0, 63.84615384615385)","(51.0, 120.0, 101.81818181818181)","(3.2, 4.2, 4.123684210526315)","(2.25, 2.76, 2.74)","(101.0, 480.0, 389.0909090909091)","(2.7, 3.0, 2.9909090909090907)"
14-12-2022 12:00:41.894664,"(21.0, 34.0, 32.08)","(101.0, 480.0, 397.5)","(31.0, 70.0, 63.84615384615385)","(51.0, 120.0, 101.81818181818181)","(3.2, 4.2, 4.101149425287357)","(2.25, 2.76, 2.730526315789474)","(101.0, 480.0, 380.0)","(2.7, 3.05, 3.024)"
14-12-2022 12:00:43.155725,"(21.0, 34.0, 32.08)","(91.0, 480.0, 397.5)","(31.0, 70.0, 62.85714285714286)","(61.0, 120.0, 101.81818181818181)","(3.3, 4.2, 4.101176470588236)","(2.3, 2.76, 2.757090909090909)","(101.0, 480.0, 271.6666666666667)","(2.6, 3.05, 3.0088235294117647)"
14-12-2022 12:00:44.390179,"(21.0, 34.0, 32.08)","(91.0, 480.0, 397.5)","(31.0, 70.0, 66.0)","(61.0, 120.0, 101.25)","(3.3, 4.2, 4.101176470588236)","(2.3, 2.78, 2.7415384615384615)","(101.0, 480.0, 271.6666666666667)","(2.6, 3.05, 3.0785714285714287)"
14-12-2022 12:00:45.647639,"(21.0, 34.0, 32.08)","(91.0, 480.0, 397.5)","(31.0, 70.0, 66.0)","(61.0, 120.0, 101.25)","(3.3, 4.2, 4.101176470588236)","(2.3, 2.76, 2.7415384615384615)","(101.0, 480.0, 341.1111111111111)","(2.6, 3.1, 3.055)"
14-12-2022 12:00:46.865005,"(21.0, 34.0, 31.333333333333332)","(91.0, 480.0, 397.5)","(31.0, 70.0, 66.36363636363636)","(61.0, 120.0, 106.25)","(3.3, 4.2, 4.130303030303031)","(2.3, 2.76, 2.7216)","(101.0, 480.0, 364.2857142857143)","(2.6, 3.1, 3.0531914893617023)"
14-12-2022 12:00:48.117340,"(21.0, 32.0, 30.8)","(91.0, 480.0, 382.94117647058823)","(31.0, 65.0, 63.125)","(61.0, 110.0, 106.25)","(3.3, 4.2, 4.130303030303031)","(2.3, 2.76, 2.739)","(101.0, 480.0, 390.0)","(2.6, 3.1, 3.049019607843137)"
14-12-2022 12:00:49.301131,"(21.0, 32.0, 30.235294117647058)","(91.0, 480.0, 382.94117647058823)","(31.0, 65.0, 63.57142857142857)","(61.0, 110.0, 105.0)","(3.3, 4.2, 4.084313725490196)","(2.3, 2.76, 2.7562162162162163)","(101.0, 480.0, 412.5)","(2.6, 3.1, 3.05)"
14-12-2022 12:00:50.585241,"(21.0, 32.0, 30.235294117647058)","(91.0, 480.0, 382.94117647058823)","(31.0, 65.0, 61.666666666666664)","(61.0, 110.0, 100.0)","(3.3, 4.1, 4.1156250000000005)","(2.3, 2.78, 2.761090909090909)","(101.0, 480.0, 402.85714285714283)","(2.6, 3.1, 3.086764705882353)"
14-12-2022 12:00:51.682475,"(21.0, 32.0, 30.235294117647058)","(91.0, 480.0, 382.94117647058823)","(31.0, 65.0, 61.666666666666664)","(61.0, 110.0, 100.0)","(3.3, 4.2, 4.112121212121212)","(2.3, 2.78, 2.7005117270788914)","(101.0, 480.0, 390.0)","(2.6, 3.1, 3.1176923076923075)"
14-12-2022 12:00:52.806045,"(21.0, 32.0, 30.235294117647058)","(91.0, 480.0, 382.94117647058823)","(31.0, 65.0, 52.5)","(61.0, 110.0, 105.0)","(3.3, 4.2, 4.036065573770492)","(2.3, 2.72, 2.6944927536231886)","(101.0, 480.0, 318.0)","(2.6, 3.15, 3.1329268292682926)"
14-12-2022 12:00:53.951452,"(21.0, 32.0, 30.57894736842105)","(91.0, 150.0, 143.0)","(31.0, 70.0, 56.666666666666664)","(61.0, 110.0, 107.5)","(3.3, 4.2, 4.147058823529412)","(2.3, 2.7, 2.7058223062381854)","(101.0, 480.0, 426.0)","(2.6, 3.15, 3.119298245614035)"
14-12-2022 12:00:55.087171,"(21.0, 32.0, 30.41176470588235)","(91.0, 200.0, 180.0)","(31.0, 70.0, 57.05882352941177)","(61.0, 110.0, 107.5)","(3.3, 4.2, 4.111111111111112)","(2.3, 2.72, 2.7080904522613065)","(101.0, 480.0, 426.0)","(2.6, 3.2, 3.118032786885246)"
14-12-2022 12:00:56.262892,"(21.0, 32.0, 30.41176470588235)","(91.0, 200.0, 173.33333333333334)","(31.0, 70.0, 59.523809523809526)","(61.0, 110.0, 107.5)","(3.3, 4.2, 4.1489361702127665)","(2.3, 2.72, 2.7193902439024393)","(101.0, 480.0, 426.0)","(2.6, 3.2, 3.121153846153846)"
14-12-2022 12:00:57.438742,"(21.0, 32.0, 30.5)","(91.0, 200.0, 160.0)","(31.0, 70.0, 59.523809523809526)","(61.0, 110.0, 107.5)","(3.3, 4.2, 4.14)","(2.3, 2.72, 2.7361142857142857)","(101.0, 480.0, 402.85714285714283)","(2.6, 3.2, 3.126923076923077)"
14-12-2022 12:00:58.510089,"(21.0, 32.0, 29.9)","(91.0, 200.0, 178.1818181818182)","(31.0, 70.0, 59.523809523809526)","(61.0, 110.0, 107.5)","(3.3, 4.2, 4.14)","(2.3, 2.74, 2.7361142857142857)","(101.0, 480.0, 300.0)","(2.6, 3.2, 3.1609756097560977)"
14-12-2022 12:00:59.565143,"(21.0, 32.0, 29.782608695652172)","(91.0, 200.0, 178.1818181818182)","(31.0, 70.0, 59.523809523809526)","(61.0, 110.0, 107.5)","(3.3, 4.2, 4.14)","(2.3, 2.74, 2.736056338028169)","(101.0, 480.0, 300.0)","(2.6, 3.2, 3.1609756097560977)"
14-12-2022 12:01:00.669357,"(21.0, 32.0, 29.45)","(91.0, 200.0, 178.1818181818182)","(31.0, 70.0, 59.523809523809526)","(61.0, 110.0, 107.5)","(3.3, 4.2, 4.172413793103448)","(2.3, 2.74, 2.7391240875912413)","(101.0, 480.0, 203.63636363636363)","(2.6, 3.2, 3.1911764705882355)"
14-12-2022 12:01:01.889362,"(21.0, 29.0, 28.666666666666668)","(91.0, 200.0, 188.57142857142856)","(31.0, 70.0, 60.1)","(61.0, 110.0, 107.5)","(3.3, 4.2, 4.172413793103448)","(2.3, 2.74, 2.7561111111111107)","(101.0, 440.0, 183.8709677419355)","(2.6, 3.2, 3.1844444444444444)"
14-12-2022 12:01:02.968452,"(21.0, 29.0, 28.90909090909091)","(91.0, 200.0, 183.44827586206895)","(31.0, 70.0, 60.1)","(61.0, 120.0, 94.0)","(3.3, 4.2, 4.050666666666666)","(2.3, 2.76, 2.7542011834319524)","(101.0, 300.0, 202.0)","(2.6, 3.2, 3.1844444444444444)"
14-12-2022 12:01:04.020933,"(21.0, 32.0, 31.414634146341463)","(91.0, 200.0, 183.44827586206895)","(31.0, 65.0, 55.791666666666664)","(61.0, 110.0, 94.0)","(3.3, 4.2, 4.050666666666666)","(2.3, 2.76, 2.7542011834319524)","(101.0, 290.0, 202.0)","(2.6, 3.2, 3.1844444444444444)"
14-12-2022 12:01:05.087392,"(21.0, 32.0, 31.57894736842105)","(91.0, 200.0, 183.44827586206895)","(31.0, 65.0, 51.21621621621622)","(61.0, 110.0, 88.37837837837837)","(3.3, 4.2, 4.074509803921568)","(2.3, 2.74, 2.724)","(101.0, 290.0, 194.0)","(2.6, 3.2, 3.195588235294118)"
14-12-2022 12:01:06.308444,"(21.0, 32.0, 31.61904761904762)","(91.0, 200.0, 183.44827586206895)","(31.0, 65.0, 51.21621621621622)","(61.0, 110.0, 88.37837837837837)","(3.3, 4.2, 4.072)","(2.3, 2.74, 2.724)","(101.0, 290.0, 194.0)","(2.6, 3.2, 3.1933333333333334)"
14-12-2022 12:01:07.497623,"(21.0, 32.0, 31.545454545454547)","(91.0, 200.0, 183.44827586206895)","(31.0, 65.0, 50.0)","(61.0, 110.0, 88.37837837837837)","(3.3, 4.2, 4.057142857142857)","(2.3, 2.74, 2.725777777777778)","(101.0, 290.0, 216.66666666666666)","(2.6, 3.2, 3.1833333333333336)"
14-12-2022 12:01:08.607479,"(21.0, 32.0, 31.36)","(91.0, 200.0, 177.77777777777777)","(31.0, 65.0, 50.0)","(61.0, 110.0, 88.37837837837837)","(3.3, 4.2, 4.04)","(2.3, 2.74, 2.7133333333333334)","(101.0, 290.0, 222.30769230769232)","(2.6, 3.2, 3.1869565217391305)"
14-12-2022 12:01:09.713306,"(21.0, 32.0, 31.36)","(91.0, 200.0, 177.77777777777777)","(31.0, 65.0, 50.0)","(61.0, 110.0, 88.37837837837837)","(3.3, 4.2, 4.04)","(2.3, 2.74, 2.704423076923077)","(101.0, 290.0, 221.66666666666669)","(2.6, 3.2, 3.18)"
14-12-2022 12:01:10.811804,"(21.0, 32.0, 31.36)","(91.0, 200.0, 181.25)","(31.0, 65.0, 50.0)","(61.0, 110.0, 88.37837837837837)","(3.3, 4.2, 4.067368421052632)","(2.3, 2.72, 2.6988000000000003)","(101.0, 280.0, 206.66666666666666)","(2.6, 3.2, 3.1208333333333336)"
14-12-2022 12:01:11.981842,"(21.0, 32.0, 31.483870967741936)","(91.0, 200.0, 181.25)","(31.0, 65.0, 50.0)","(61.0, 110.0, 88.94736842105263)","(3.3, 4.2, 4.070731707317073)","(2.3, 2.7, 2.7123711340206187)","(101.0, 280.0, 188.33333333333334)","(2.6, 3.15, 3.120629370629371)"
14-12-2022 12:01:13.249806,"(21.0, 32.0, 31.483870967741936)","(91.0, 200.0, 181.25)","(31.0, 65.0, 50.0)","(61.0, 110.0, 88.94736842105263)","(3.3, 4.2, 4.037878787878788)","(2.3, 2.72, 2.7115428571428573)","(101.0, 280.0, 235.1851851851852)","(2.6, 3.15, 3.114676616915423)"
14-12-2022 12:01:14.348686,"(21.0, 32.0, 31.483870967741936)","(91.0, 200.0, 181.25)","(31.0, 65.0, 50.0)","(61.0, 110.0, 92.75862068965517)","(3.3, 4.1, 4.064102564102564)","(2.3, 2.72, 2.7242424242424246)","(101.0, 280.0, 238.27586206896552)","(2.6, 3.15, 3.1139150943396228)"
14-12-2022 12:01:15.644167,"(21.0, 36.0, 34.76190476190476)","(91.0, 200.0, 181.25)","(31.0, 65.0, 50.0)","(61.0, 110.0, 92.75862068965517)","(3.3, 4.1, 4.0675675675675675)","(2.3, 2.74, 2.7242424242424246)","(101.0, 280.0, 238.27586206896552)","(2.6, 3.15, 3.1105392156862743)"
14-12-2022 12:01:16.738838,"(21.0, 36.0, 34.206896551724135)","(91.0, 200.0, 181.25)","(31.0, 65.0, 50.0)","(61.0, 110.0, 92.75862068965517)","(3.3, 4.1, 4.029761904761905)","(2.3, 2.74, 2.7272727272727275)","(101.0, 280.0, 238.27586206896552)","(2.6, 3.15, 3.111633663366337)"
14-12-2022 12:01:17.898599,"(21.0, 36.0, 34.0)","(91.0, 200.0, 183.33333333333334)","(31.0, 65.0, 50.0)","(61.0, 110.0, 92.75862068965517)","(3.3, 4.1, 4.029761904761905)","(2.3, 2.74, 2.730714285714286)","(101.0, 280.0, 235.1851851851852)","(2.6, 3.15, 3.111928934010152)"
14-12-2022 12:01:19.049052,"(21.0, 36.0, 34.0)","(91.0, 200.0, 183.33333333333334)","(31.0, 65.0, 50.0)","(61.0, 110.0, 92.75862068965517)","(3.3, 4.1, 4.029761904761905)","(2.3, 2.74, 2.730714285714286)","(101.0, 280.0, 235.1851851851852)","(2.6, 3.15, 3.111928934010152)"
14-12-2022 12:01:20.192198,"(21.0, 36.0, 33.729729729729726)","(91.0, 200.0, 175.0)","(31.0, 65.0, 54.59183673469388)","(61.0, 110.0, 91.81818181818181)","(3.3, 4.1, 4.03125)","(2.3, 2.76, 2.7568539325842694)","(101.0, 280.0, 236.78571428571428)","(2.6, 3.1, 3.067829457364341)"
14-12-2022 12:01:21.267575,"(21.0, 36.0, 33.375)","(91.0, 200.0, 175.0)","(31.0, 65.0, 54.59183673469388)","(61.0, 110.0, 95.71428571428571)","(3.3, 4.1, 4.04225352112676)","(2.3, 2.76, 2.758279569892473)","(101.0, 280.0, 238.27586206896552)","(2.6, 3.1, 3.0354838709677416)"
14-12-2022 12:01:22.305034,"(21.0, 36.0, 33.375)","(91.0, 200.0, 183.33333333333334)","(31.0, 65.0, 54.8)","(61.0, 110.0, 95.71428571428571)","(3.3, 4.1, 4.04225352112676)","(2.3, 2.76, 2.758279569892473)","(101.0, 280.0, 238.27586206896552)","(2.6, 3.05, 3.0354838709677416)"
14-12-2022 12:01:23.398228,"(21.0, 36.0, 33.375)","(91.0, 200.0, 183.33333333333334)","(31.0, 65.0, 54.8)","(61.0, 110.0, 95.71428571428571)","(3.3, 4.1, 4.04225352112676)","(2.3, 2.76, 2.758279569892473)","(101.0, 280.0, 238.27586206896552)","(2.6, 3.05, 3.0354838709677416)"
14-12-2022 12:01:24.537352,"(21.0, 36.0, 33.375)","(91.0, 200.0, 183.33333333333334)","(31.0, 65.0, 54.375)","(61.0, 110.0, 96.66666666666667)","(3.3, 4.1, 4.0339285714285715)","(2.3, 2.76, 2.773863636363636)","(101.0, 280.0, 236.78571428571428)","(2.6, 3.05, 3.0074626865671643)"
14-12-2022 12:01:25.659079,"(21.0, 36.0, 33.29032258064516)","(91.0, 200.0, 183.33333333333334)","(31.0, 65.0, 54.375)","(61.0, 110.0, 96.66666666666667)","(3.3, 4.1, 4.038775510204082)","(2.3, 2.78, 2.773863636363636)","(101.0, 280.0, 236.78571428571428)","(2.6, 3.05, 3.0081967213114753)"
14-12-2022 12:01:26.842207,"(21.0, 36.0, 33.29032258064516)","(91.0, 200.0, 183.33333333333334)","(31.0, 65.0, 54.375)","(61.0, 110.0, 98.96551724137932)","(3.3, 4.1, 4.038775510204082)","(2.3, 2.78, 2.773493975903614)","(101.0, 280.0, 235.1851851851852)","(2.6, 3.05, 3.008928571428571)"
14-12-2022 12:01:27.942713,"(21.0, 36.0, 33.29032258064516)","(91.0, 200.0, 183.33333333333334)","(31.0, 65.0, 54.375)","(61.0, 110.0, 98.96551724137932)","(3.3, 4.1, 4.035849056603773)","(2.3, 2.78, 2.7741935483870965)","(101.0, 280.0, 238.27586206896552)","(2.6, 3.05, 3.0074626865671643)"
14-12-2022 12:01:29.125313,"(21.0, 36.0, 33.29032258064516)","(91.0, 200.0, 188.88888888888889)","(31.0, 65.0, 54.375)","(61.0, 110.0, 98.96551724137932)","(3.3, 4.1, 4.036734693877551)","(2.3, 2.78, 2.7786666666666666)","(101.0, 280.0, 231.60000000000002)","(2.6, 3.05, 3.012280701754386)"
14-12-2022 12:01:30.293850,"(21.0, 36.0, 33.29032258064516)","(91.0, 200.0, 183.33333333333334)","(31.0, 65.0, 54.59183673469388)","(61.0, 110.0, 99.33333333333333)","(3.3, 4.1, 4.04)","(2.3, 2.78, 2.7786666666666666)","(101.0, 280.0, 238.27586206896552)","(2.6, 3.1, 3.004186046511628)"
14-12-2022 12:01:31.542006,"(21.0, 36.0, 34.8)","(91.0, 200.0, 183.33333333333334)","(31.0, 65.0, 54.375)","(61.0, 110.0, 99.33333333333333)","(3.3, 4.1, 4.04)","(2.3, 2.78, 2.7785882352941176)","(101.0, 280.0, 235.1851851851852)","(2.6, 3.1, 3.0047619047619047)"
14-12-2022 12:01:32.673015,"(21.0, 36.0, 34.84057971014493)","(91.0, 200.0, 184.6153846153846)","(31.0, 65.0, 54.375)","(61.0, 110.0, 99.33333333333333)","(3.3, 4.1, 4.036734693877551)","(2.3, 2.78, 2.7784999999999997)","(101.0, 280.0, 235.1851851851852)","(2.6, 3.1, 3.0047619047619047)"
14-12-2022 12:01:33.796548,"(21.0, 38.0, 36.42857142857143)","(91.0, 200.0, 184.6153846153846)","(31.0, 65.0, 54.375)","(61.0, 110.0, 90.21739130434783)","(3.3, 4.1, 4.04)","(2.3, 2.78, 2.7784999999999997)","(101.0, 280.0, 229.58333333333331)","(2.6, 3.1, 3.0474789915966385)"
14-12-2022 12:01:34.877037,"(21.0, 38.0, 36.42857142857143)","(91.0, 200.0, 184.6153846153846)","(31.0, 65.0, 54.375)","(61.0, 95.0, 90.21739130434783)","(3.3, 4.1, 9472.947368421053)","(2.3, 2.78, 9998.5)","(101.0, 280.0, 9998.5)","(2.6, 3.05, 9998.5)"
14-12-2022 12:01:35.866848,"(21.0, 99998, 9998.5)","(91.0, 99998, 9998.5)","(31.0, 99998, 9998.5)","(61.0, 99998, 9998.5)","(3.3, 99998, 9998.5)","(2.3, 99998, 9998.5)","(101.0, 99998, 9998.5)","(2.6, 99998, 9998.5)"
14-12-2022 12:01:36.856207,"(21.0, 99998, 9998.5)","(91.0, 99998, 9998.5)","(31.0, 99998, 9998.5)","(61.0, 99998, 9998.5)","(3.3, 99998, 9998.5)","(2.3, 99998, 9998.5)","(101.0, 99998, 9998.5)","(2.6, 99998, 9998.5)"
14-12-2022 12:01:37.854410,"(21.0, 99998, 9998.5)","(91.0, 99998, 9998.5)","(31.0, 99998, 9998.5)","(61.0, 99998, 9998.5)","(3.3, 99998, 9998.5)","(2.3, 99998, 9998.5)","(101.0, 99998, 9998.5)","(2.6, 99998, 9998.5)"
14-12-2022 12:01:38.829475,"(21.0, 99998, 9998.5)","(91.0, 99998, 9998.5)","(31.0, 99998, 9998.5)","(61.0, 99998, 9998.5)","(3.3, 99998, 9998.5)","(2.3, 99998, 9998.5)","(101.0, 99998, 9998.5)","(2.6, 99998, 9998.5)"
14-12-2022 12:01:39.916541,"(21.0, 99998, 9998.5)","(91.0, 99998, 9998.5)","(31.0, 99998, 9998.5)","(61.0, 99998, 9998.5)","(3.3, 99998, 9998.5)","(2.3, 99998, 9998.5)","(101.0, 99998, 9998.5)","(2.6, 99998, 9998.5)"
14-12-2022 12:01:40.997083,"(21.0, 99998, 9998.5)","(91.0, 99998, 9998.5)","(31.0, 99998, 9998.5)","(61.0, 99998, 9998.5)","(3.3, 99998, 9998.5)","(2.3, 99998, 9998.5)","(101.0, 99998, 9998.5)","(2.6, 99998, 9998.5)"
14-12-2022 12:01:42.092998,"(21.0, 99998, 9998.5)","(91.0, 99998, 9998.5)","(31.0, 99998, 9998.5)","(61.0, 99998, 9998.5)","(3.3, 99998, 9998.5)","(2.3, 99998, 9998.5)","(101.0, 99998, 9998.5)","(2.6, 99998, 9998.5)"
14-12-2022 12:01:43.210875,"(21.0, 99998, 9998.5)","(91.0, 99998, 9998.5)","(31.0, 99998, 9998.5)","(61.0, 99998, 9998.5)","(3.3, 99998, 9998.5)","(2.3, 99998, 9998.5)","(101.0, 99998, 9998.5)","(2.6, 99998, 9998.5)"
14-12-2022 12:01:44.323018,"(21.0, 99998, 9998.5)","(91.0, 99998, 9998.5)","(31.0, 99998, 9998.5)","(61.0, 99998, 9998.5)","(3.3, 99998, 9998.5)","(2.3, 99998, 9998.5)","(101.0, 99998, 9998.5)","(2.6, 99998, 9998.5)"
14-12-2022 12:01:45.478487,"(21.0, 99998, 9998.5)","(91.0, 99998, 9998.5)","(31.0, 99998, 9998.5)","(61.0, 99998, 9998.5)","(3.3, 99998, 9998.5)","(2.3, 99998, 9998.5)","(101.0, 99998, 9998.5)","(2.6, 99998, 9998.5)"
14-12-2022 12:01:46.568440,"(21.0, 99998, 9998.5)","(91.0, 99998, 9998.5)","(31.0, 99998, 9998.5)","(61.0, 99998, 9998.5)","(3.3, 99998, 9998.5)","(2.3, 99998, 9998.5)","(101.0, 99998, 9998.5)","(2.6, 99998, 9998.5)"
14-12-2022 12:01:47.677682,"(21.0, 99998, 9998.5)","(91.0, 99998, 9998.5)","(31.0, 99998, 9998.5)","(61.0, 99998, 9998.5)","(3.3, 99998, 9998.5)","(2.3, 99998, 9998.5)","(101.0, 99998, 9998.5)","(2.6, 99998, 9998.5)"
14-12-2022 12:01:48.861251,"(21.0, 99998, 9998.5)","(91.0, 99998, 9998.5)","(31.0, 99998, 9998.5)","(61.0, 99998, 9998.5)","(3.3, 99998, 9998.5)","(2.3, 99998, 9998.5)","(101.0, 99998, 9998.5)","(2.6, 99998, 9998.5)"
