,Belriah,Definitely Maybe,Overriding,Galactic Angel,Harmony Halo,Painite
07-01-2023 14:01:15.887781,"(10.0, 14.5, 14.264150943396226)","(9.0, 15.5, 14.193548387096774)","(1.45, 1.5, 1.4841176470588235)","(6.0, 8.4, 7.862608695652174)","(19.0, 28.0, 23.652173913043477)","(21.0, 40.0, 39.8)"
07-01-2023 14:01:17.048907,"(10.0, 14.5, 14.264150943396226)","(9.0, 15.5, 14.193548387096774)","(1.45, 1.5, 1.4841176470588235)","(6.0, 8.4, 7.6440366972477065)","(19.0, 28.0, 23.652173913043477)","(21.0, 40.0, 39.8)"
07-01-2023 14:01:18.125320,"(10.0, 14.5, 14.264150943396226)","(9.0, 15.5, 14.193548387096774)","(1.45, 1.5, 1.4841176470588235)","(6.0, 8.4, 7.4550458715596335)","(19.0, 28.0, 23.652173913043477)","(21.0, 40.0, 39.8)"
07-01-2023 14:01:19.186463,"(10.0, 14.5, 14.264150943396226)","(9.0, 15.5, 14.193548387096774)","(1.45, 1.5, 1.4841176470588235)","(6.0, 8.4, 7.637037037037037)","(19.0, 28.0, 23.652173913043477)","(21.0, 40.0, 39.8)"
07-01-2023 14:01:20.348578,"(10.0, 14.5, 14.264150943396226)","(9.0, 15.5, 14.193548387096774)","(1.45, 1.5, 1.4845588235294118)","(6.0, 8.4, 7.637037037037037)","(19.0, 28.0, 23.652173913043477)","(21.0, 40.0, 39.8)"
07-01-2023 14:01:21.470940,"(10.0, 14.5, 14.264150943396226)","(9.0, 15.5, 14.193548387096774)","(1.45, 1.5, 1.4845588235294118)","(6.0, 8.4, 7.637037037037037)","(19.0, 28.0, 23.652173913043477)","(21.0, 40.0, 39.8)"
07-01-2023 14:01:22.500014,"(10.0, 14.5, 14.264150943396226)","(9.0, 15.5, 14.193548387096774)","(1.45, 1.5, 1.4845588235294118)","(6.0, 8.4, 7.637037037037037)","(19.0, 28.0, 23.652173913043477)","(21.0, 40.0, 39.8)"
07-01-2023 14:01:23.542432,"(10.0, 14.5, 14.274774774774775)","(9.0, 15.5, 14.193548387096774)","(1.45, 1.5, 1.4845588235294118)","(6.0, 8.4, 7.637037037037037)","(19.0, 28.0, 23.652173913043477)","(21.0, 40.0, 39.8)"
07-01-2023 14:01:24.507258,"(10.0, 14.5, 14.301980198019802)","(9.0, 15.5, 14.352941176470589)","(1.45, 1.5, 1.480909090909091)","(6.0, 8.4, 7.637037037037037)","(19.0, 28.0, 23.652173913043477)","(21.0, 40.0, 39.8)"
07-01-2023 14:01:25.537392,"(10.0, 14.5, 14.301980198019802)","(9.0, 15.5, 14.352941176470589)","(1.45, 1.5, 1.480909090909091)","(6.0, 8.4, 7.637037037037037)","(19.0, 28.0, 23.652173913043477)","(21.0, 40.0, 39.8)"
07-01-2023 14:01:26.584489,"(10.0, 14.5, 14.301980198019802)","(9.0, 15.5, 14.352941176470589)","(1.45, 1.5, 1.480909090909091)","(6.0, 8.4, 7.637037037037037)","(19.0, 28.0, 23.652173913043477)","(21.0, 40.0, 39.8)"
07-01-2023 14:01:27.669027,"(10.0, 14.5, 14.287735849056604)","(9.0, 15.5, 14.3)","(1.45, 1.5, 1.480909090909091)","(6.0, 8.4, 7.637037037037037)","(19.0, 30.0, 28.8)","(21.0, 40.0, 39.8)"
07-01-2023 14:01:28.746923,"(10.0, 14.5, 14.274774774774775)","(9.0, 15.5, 14.241935483870968)","(1.45, 1.5, 1.478135593220339)","(6.0, 8.4, 7.637037037037037)","(19.0, 30.0, 27.6)","(21.0, 40.0, 39.8)"
07-01-2023 14:01:29.780787,"(10.0, 14.5, 14.274774774774775)","(9.0, 15.5, 14.241935483870968)","(1.45, 1.5, 1.478135593220339)","(6.0, 8.4, 7.637037037037037)","(19.0, 30.0, 27.6)","(21.0, 40.0, 39.8)"
07-01-2023 14:01:30.860963,"(10.0, 14.5, 14.274774774774775)","(9.0, 15.5, 14.241935483870968)","(1.45, 1.5, 1.478135593220339)","(6.0, 8.4, 7.637037037037037)","(19.0, 30.0, 27.6)","(21.0, 40.0, 39.8)"
07-01-2023 14:01:31.909916,"(10.0, 14.5, 14.274774774774775)","(9.0, 15.5, 14.241935483870968)","(1.45, 1.5, 1.4716901408450704)","(6.0, 8.4, 7.832727272727273)","(19.0, 30.0, 27.6)","(21.0, 40.0, 39.8)"
07-01-2023 14:01:32.989992,"(10.0, 14.5, 14.274774774774775)","(9.0, 15.5, 14.28125)","(1.45, 1.47, 1.4613268608414238)","(6.0, 8.4, 7.832727272727273)","(19.0, 30.0, 27.6)","(21.0, 40.0, 39.8)"
07-01-2023 14:01:34.028927,"(10.0, 14.5, 14.274774774774775)","(9.0, 15.5, 14.385714285714286)","(1.45, 1.47, 1.4613898305084745)","(6.0, 8.4, 7.832727272727273)","(19.0, 30.0, 28.0)","(21.0, 40.0, 39.8)"
07-01-2023 14:01:35.054995,"(10.0, 14.5, 14.274774774774775)","(9.0, 15.5, 14.385714285714286)","(1.45, 1.47, 1.4551461988304093)","(6.0, 8.4, 7.832727272727273)","(19.0, 30.0, 28.8)","(21.0, 40.0, 39.84615384615385)"
07-01-2023 14:01:36.002817,"(10.0, 14.5, 14.274774774774775)","(9.0, 15.5, 14.385714285714286)","(1.45, 1.47, 1.4526621160409556)","(6.0, 8.4, 7.832727272727273)","(19.0, 30.0, 28.8)","(21.0, 40.0, 41.63636363636363)"
07-01-2023 14:01:37.156003,"(10.0, 14.5, 14.274774774774775)","(9.0, 15.5, 14.4)","(1.45, 1.47, 1.4502334630350193)","(6.0, 8.4, 7.670175438596491)","(19.0, 30.0, 28.8)","(21.0, 46.0, 42.0)"
07-01-2023 14:01:38.276558,"(10.0, 14.5, 14.290476190476191)","(9.0, 15.5, 14.6)","(1.45, 1.47, 1.447455621301775)","(6.0, 8.4, 7.670175438596491)","(19.0, 30.0, 28.8)","(21.0, 46.0, 42.0)"
07-01-2023 14:01:39.204989,"(10.0, 14.5, 14.308823529411764)","(9.0, 15.5, 14.6)","(1.45, 1.47, 1.447455621301775)","(6.0, 8.4, 7.670175438596491)","(19.0, 30.0, 28.8)","(21.0, 46.0, 42.0)"
07-01-2023 14:01:40.289475,"(10.0, 14.5, 14.308823529411764)","(9.0, 15.5, 14.868421052631579)","(1.45, 1.46, 1.4585714285714286)","(6.0, 8.4, 8.003809523809524)","(19.0, 30.0, 29.0)","(21.0, 46.0, 41.0)"
07-01-2023 14:01:41.475524,"(10.0, 14.5, 14.294392523364486)","(9.0, 15.5, 14.712121212121213)","(1.45, 1.46, 1.456984126984127)","(6.0, 8.4, 7.838181818181818)","(19.0, 30.0, 29.0)","(21.0, 46.0, 41.09090909090909)"
07-01-2023 14:01:42.515213,"(10.0, 14.5, 14.288990825688073)","(9.0, 15.5, 14.712121212121213)","(1.45, 1.49, 1.456984126984127)","(6.0, 8.4, 7.838181818181818)","(19.0, 30.0, 29.0)","(21.0, 46.0, 42.4)"
07-01-2023 14:01:43.710454,"(10.0, 14.5, 14.288990825688073)","(9.0, 15.5, 14.712121212121213)","(1.45, 1.49, 1.4584848484848485)","(6.0, 8.4, 7.838181818181818)","(19.0, 30.0, 29.0)","(21.0, 46.0, 42.4)"
07-01-2023 14:01:44.811073,"(10.0, 14.5, 14.288990825688073)","(9.0, 15.5, 14.712121212121213)","(1.45, 1.49, 1.4584848484848485)","(6.0, 8.4, 7.838181818181818)","(19.0, 30.0, 29.0)","(21.0, 46.0, 42.4)"
07-01-2023 14:01:46.053569,"(10.0, 14.5, 14.288990825688073)","(9.0, 15.5, 14.712121212121213)","(1.45, 1.49, 1.4584848484848485)","(6.0, 8.4, 7.838181818181818)","(19.0, 30.0, 26.7027027027027)","(21.0, 46.0, 42.4)"
07-01-2023 14:01:47.338679,"(10.0, 14.5, 14.288990825688073)","(9.0, 15.5, 14.712121212121213)","(1.45, 1.49, 1.4715384615384615)","(6.0, 8.4, 7.838181818181818)","(19.0, 32.0, 26.7027027027027)","(21.0, 46.0, 42.4)"
07-01-2023 14:01:48.419775,"(10.0, 14.5, 14.288990825688073)","(9.0, 15.5, 14.712121212121213)","(1.45, 1.49, 1.4715384615384615)","(6.0, 8.4, 7.838181818181818)","(19.0, 32.0, 28.74418604651163)","(21.0, 46.0, 43.1578947368421)"
07-01-2023 14:01:49.452750,"(10.0, 14.5, 14.290909090909091)","(9.0, 15.5, 14.735294117647058)","(1.45, 1.45, 1.441721068249258)","(6.0, 8.4, 8.20392156862745)","(19.0, 32.0, 28.74418604651163)","(21.0, 46.0, 43.1578947368421)"
07-01-2023 14:01:50.577049,"(10.0, 14.5, 14.290909090909091)","(9.0, 15.5, 14.735294117647058)","(1.45, 1.45, 1.4416881028938906)","(6.0, 8.4, 8.20392156862745)","(19.0, 32.0, 28.74418604651163)","(21.0, 46.0, 43.1578947368421)"
07-01-2023 14:01:51.661328,"(10.0, 14.5, 14.290909090909091)","(9.0, 15.5, 14.735294117647058)","(1.45, 1.45, 1.4416881028938906)","(6.0, 8.4, 8.20392156862745)","(19.0, 32.0, 28.74418604651163)","(21.0, 46.0, 43.1578947368421)"
07-01-2023 14:01:52.618264,"(10.0, 14.5, 14.290909090909091)","(9.0, 15.5, 14.735294117647058)","(1.45, 1.45, 1.4416881028938906)","(6.0, 8.4, 8.20392156862745)","(19.0, 32.0, 28.74418604651163)","(21.0, 46.0, 43.42857142857143)"
07-01-2023 14:01:53.678125,"(10.0, 14.5, 14.290909090909091)","(9.0, 15.5, 14.82)","(1.45, 1.45, 1.4691304347826086)","(6.0, 8.4, 7.8915254237288135)","(19.0, 32.0, 27.21951219512195)","(21.0, 46.0, 43.42857142857143)"
07-01-2023 14:01:54.774233,"(10.0, 14.5, 14.294392523364486)","(9.0, 15.5, 14.705882352941176)","(1.45, 1.49, 1.4625373134328359)","(6.0, 8.4, 7.889256198347107)","(19.0, 32.0, 27.21951219512195)","(21.0, 46.0, 43.142857142857146)"
07-01-2023 14:01:55.838418,"(10.0, 14.5, 14.271028037383177)","(9.0, 15.5, 14.705882352941176)","(1.45, 1.49, 1.4569999999999999)","(6.0, 8.4, 7.889256198347107)","(19.0, 32.0, 27.21951219512195)","(21.0, 46.0, 43.5)"
07-01-2023 14:01:56.919803,"(10.0, 14.5, 14.271028037383177)","(9.0, 15.5, 14.705882352941176)","(1.45, 1.49, 1.4569999999999999)","(6.0, 8.4, 7.889256198347107)","(19.0, 32.0, 27.21951219512195)","(21.0, 46.0, 43.5)"
07-01-2023 14:01:57.882956,"(10.0, 14.5, 14.271028037383177)","(9.0, 15.5, 14.705882352941176)","(1.45, 1.49, 1.4569999999999999)","(6.0, 8.4, 7.889256198347107)","(19.0, 32.0, 27.21951219512195)","(21.0, 46.0, 43.5)"
07-01-2023 14:01:58.944762,"(10.0, 14.5, 14.271028037383177)","(9.0, 15.5, 14.705882352941176)","(1.45, 1.49, 1.4569999999999999)","(6.0, 8.4, 7.889256198347107)","(19.0, 32.0, 27.21951219512195)","(21.0, 46.0, 43.5)"
07-01-2023 14:01:59.906467,"(10.0, 14.5, 14.271028037383177)","(9.0, 15.5, 14.705882352941176)","(1.45, 1.49, 1.464396551724138)","(6.0, 8.4, 7.657657657657658)","(19.0, 32.0, 27.21951219512195)","(21.0, 46.0, 43.142857142857146)"
07-01-2023 14:02:00.952477,"(10.0, 14.5, 14.271028037383177)","(9.0, 15.5, 14.705882352941176)","(1.45, 1.49, 1.464396551724138)","(6.0, 8.4, 7.657657657657658)","(19.0, 32.0, 27.21951219512195)","(21.0, 46.0, 43.5)"
07-01-2023 14:02:02.001234,"(10.0, 14.5, 14.271028037383177)","(9.0, 15.5, 14.705882352941176)","(1.45, 1.49, 1.464396551724138)","(6.0, 8.4, 7.657657657657658)","(19.0, 32.0, 27.21951219512195)","(21.0, 46.0, 43.5)"
07-01-2023 14:02:03.054491,"(1.01, 14.5, 14.266666666666667)","(8.0, 15.5, 14.705882352941176)","(1.28, 1.46, 1.4509060402684564)","(5.5, 8.4, 7.897560975609756)","(17.0, 32.0, 29.0625)","(21.0, 46.0, 43.111111111111114)"
07-01-2023 14:02:04.092853,"(1.01, 14.5, 14.266666666666667)","(8.0, 15.5, 14.68918918918919)","(1.28, 1.46, 1.4509060402684564)","(5.5, 8.4, 7.897560975609756)","(17.0, 30.0, 29.0625)","(21.0, 46.0, 43.111111111111114)"
07-01-2023 14:02:05.172369,"(1.01, 14.5, 14.266666666666667)","(8.0, 15.5, 14.68918918918919)","(1.28, 1.46, 1.4509060402684564)","(5.5, 8.4, 7.897560975609756)","(17.0, 30.0, 29.210526315789473)","(21.0, 46.0, 43.111111111111114)"
07-01-2023 14:02:06.104132,"(1.01, 14.5, 14.294736842105262)","(8.0, 15.5, 14.804347826086957)","(1.28, 1.46, 1.4457368421052632)","(5.5, 8.4, 7.916129032258064)","(17.0, 30.0, 29.0625)","(21.0, 46.0, 43.23076923076923)"
07-01-2023 14:02:07.164730,"(1.01, 14.5, 14.294736842105262)","(8.0, 15.5, 14.804347826086957)","(1.28, 1.46, 1.4457368421052632)","(5.5, 8.4, 7.916129032258064)","(17.0, 30.0, 29.0625)","(21.0, 46.0, 43.23076923076923)"
07-01-2023 14:02:08.260980,"(1.01, 14.5, 14.294736842105262)","(8.0, 15.5, 14.804347826086957)","(1.28, 1.46, 1.4457368421052632)","(5.5, 8.4, 7.916129032258064)","(17.0, 30.0, 29.0625)","(21.0, 46.0, 43.23076923076923)"
07-01-2023 14:02:09.199612,"(1.01, 14.5, 14.294736842105262)","(8.0, 15.5, 14.804347826086957)","(1.28, 1.46, 1.4457368421052632)","(5.5, 8.4, 7.916129032258064)","(17.0, 30.0, 29.0625)","(21.0, 46.0, 43.23076923076923)"
07-01-2023 14:02:10.264893,"(1.01, 14.5, 14.285046728971963)","(8.0, 15.5, 14.71875)","(1.28, 1.46, 1.442628205128205)","(5.5, 8.4, 7.881553398058252)","(17.0, 30.0, 29.705882352941178)","(21.0, 46.0, 43.36)"
07-01-2023 14:02:11.319965,"(1.01, 14.5, 14.311224489795919)","(8.0, 15.5, 14.71875)","(1.28, 1.46, 1.442628205128205)","(5.5, 8.4, 8.02127659574468)","(17.0, 30.0, 28.0)","(21.0, 46.0, 43.36)"
07-01-2023 14:02:12.335759,"(1.01, 14.5, 14.311224489795919)","(8.0, 15.5, 14.71875)","(1.28, 1.46, 1.4509666666666665)","(5.5, 8.4, 8.112499999999999)","(17.0, 30.0, 29.0)","(21.0, 46.0, 44.15384615384615)"
07-01-2023 14:02:13.356739,"(1.01, 14.5, 14.355421686746988)","(8.0, 15.5, 15.17741935483871)","(1.28, 1.46, 1.4509666666666665)","(5.5, 8.2, 8.112499999999999)","(17.0, 30.0, 29.0)","(21.0, 46.0, 44.15384615384615)"
07-01-2023 14:02:14.307449,"(1.01, 14.5, 14.355421686746988)","(8.0, 15.5, 15.17741935483871)","(1.28, 1.46, 1.4495164410058026)","(5.5, 8.4, 8.036)","(17.0, 30.0, 27.115384615384617)","(21.0, 46.0, 44.0)"
07-01-2023 14:02:15.232833,"(1.01, 14.5, 14.355421686746988)","(8.0, 15.5, 15.17741935483871)","(1.28, 1.46, 1.4495164410058026)","(5.5, 8.4, 8.036)","(17.0, 30.0, 27.115384615384617)","(21.0, 46.0, 44.0)"
07-01-2023 14:02:16.211426,"(1.01, 14.5, 14.48360655737705)","(8.0, 19.0, 18.294117647058822)","(1.28, 1.44, 1.421082251082251)","(5.5, 8.4, 8.06)","(17.0, 30.0, 27.142857142857142)","(21.0, 90.0, 78.92307692307693)"
07-01-2023 14:02:17.177500,"(1.01, 15.5, 14.916666666666666)","(8.0, 18.5, 17.833333333333332)","(1.28, 1.44, 1.4135151515151514)","(5.5, 8.4, 8.06)","(17.0, 30.0, 27.142857142857142)","(21.0, 85.0, 77.54545454545455)"
07-01-2023 14:02:18.117968,"(1.01, 15.5, 14.916666666666666)","(8.0, 18.5, 17.833333333333332)","(1.28, 1.44, 1.4110643015521063)","(5.5, 8.4, 8.085714285714285)","(17.0, 30.0, 27.142857142857142)","(21.0, 75.0, 69.83333333333334)"
07-01-2023 14:02:19.155191,"(1.01, 15.5, 14.916666666666666)","(8.0, 18.5, 17.833333333333332)","(1.28, 1.44, 1.4112555066079295)","(5.5, 8.4, 8.085714285714285)","(17.0, 30.0, 27.142857142857142)","(21.0, 70.0, 57.33333333333333)"
07-01-2023 14:02:20.162656,"(1.01, 15.5, 14.916666666666666)","(8.0, 18.5, 17.833333333333332)","(1.28, 1.44, 1.4112555066079295)","(5.5, 8.4, 8.085714285714285)","(17.0, 30.0, 27.142857142857142)","(21.0, 60.0, 57.42857142857143)"
07-01-2023 14:02:21.132003,"(1.01, 15.5, 14.916666666666666)","(8.0, 18.5, 17.833333333333332)","(1.28, 1.44, 1.4110643015521063)","(5.5, 8.4, 8.085714285714285)","(17.0, 30.0, 27.142857142857142)","(21.0, 60.0, 56.625)"
07-01-2023 14:02:22.064665,"(1.01, 15.5, 14.884615384615385)","(8.0, 18.5, 17.394736842105264)","(1.28, 1.44, 1.410137299771167)","(5.5, 8.4, 8.085714285714285)","(17.0, 30.0, 27.142857142857142)","(21.0, 60.0, 50.4)"
07-01-2023 14:02:23.016074,"(1.01, 15.5, 14.884615384615385)","(8.0, 18.5, 17.394736842105264)","(1.28, 1.44, 1.4170967741935483)","(5.5, 8.4, 8.085714285714285)","(17.0, 30.0, 27.142857142857142)","(21.0, 60.0, 48.4)"
07-01-2023 14:02:23.993189,"(1.01, 15.5, 15.3)","(8.0, 18.5, 16.76086956521739)","(1.28, 1.43, 1.4170967741935483)","(5.5, 8.4, 8.085714285714285)","(17.0, 30.0, 27.142857142857142)","(21.0, 55.0, 49.8)"
07-01-2023 14:02:25.017295,"(1.01, 15.5, 15.289473684210526)","(8.0, 18.5, 17.120689655172413)","(1.28, 1.43, 1.4263636363636363)","(5.5, 8.4, 8.253333333333332)","(17.0, 30.0, 28.13953488372093)","(21.0, 55.0, 53.166666666666664)"
07-01-2023 14:02:25.910861,"(1.01, 15.5, 15.275)","(8.0, 18.5, 17.120689655172413)","(1.28, 1.43, 1.4263636363636363)","(5.5, 8.4, 8.253333333333332)","(17.0, 30.0, 28.13953488372093)","(21.0, 55.0, 49.0)"
07-01-2023 14:02:26.827461,"(1.01, 15.5, 15.275)","(8.0, 18.5, 17.120689655172413)","(1.28, 1.43, 1.4263636363636363)","(5.5, 8.4, 8.235)","(17.0, 30.0, 28.13953488372093)","(21.0, 55.0, 49.0)"
07-01-2023 14:02:27.816484,"(1.01, 15.5, 15.275)","(8.0, 18.5, 17.120689655172413)","(1.28, 1.44, 1.4217834394904458)","(5.5, 8.4, 8.235)","(17.0, 30.0, 29.024390243902438)","(21.0, 55.0, 52.0)"
07-01-2023 14:02:28.777495,"(1.01, 15.5, 15.275)","(8.0, 18.5, 17.120689655172413)","(1.28, 1.44, 1.4217834394904458)","(5.5, 8.4, 8.235)","(17.0, 30.0, 27.21951219512195)","(21.0, 55.0, 49.0)"
07-01-2023 14:02:29.888935,"(1.01, 15.5, 15.275)","(8.0, 18.5, 17.08823529411765)","(1.28, 1.42, 1.4101142857142857)","(5.5, 8.2, 8.130612244897959)","(17.0, 30.0, 27.21951219512195)","(21.0, 55.0, 49.0)"
07-01-2023 14:02:30.961403,"(1.01, 22.0, 21.35)","(8.0, 18.5, 17.108695652173914)","(1.28, 1.42, 1.4049956634865568)","(5.5, 8.4, 8.061538461538461)","(17.0, 30.0, 27.21951219512195)","(21.0, 55.0, 52.0)"
07-01-2023 14:02:31.900854,"(1.01, 22.0, 21.1875)","(8.0, 18.5, 17.045454545454547)","(1.28, 1.42, 1.4049956634865568)","(5.5, 8.4, 8.061538461538461)","(17.0, 30.0, 27.21951219512195)","(21.0, 55.0, 52.0)"
07-01-2023 14:02:32.834546,"(1.01, 22.0, 21.1875)","(8.0, 18.5, 17.045454545454547)","(1.28, 1.42, 1.4049956634865568)","(5.5, 8.4, 8.061538461538461)","(17.0, 30.0, 27.21951219512195)","(21.0, 55.0, 52.0)"
07-01-2023 14:02:33.876033,"(1.01, 22.0, 21.1875)","(8.0, 18.5, 17.045454545454547)","(1.28, 1.42, 1.4049956634865568)","(5.5, 8.4, 8.061538461538461)","(17.0, 30.0, 27.21951219512195)","(21.0, 55.0, 52.0)"
07-01-2023 14:02:34.780946,"(1.01, 22.0, 21.1875)","(8.0, 18.5, 17.045454545454547)","(1.28, 1.42, 1.4049956634865568)","(5.5, 8.4, 8.061538461538461)","(17.0, 30.0, 27.21951219512195)","(21.0, 55.0, 52.0)"
07-01-2023 14:02:35.771012,"(1.01, 22.0, 21.1875)","(8.0, 18.5, 17.045454545454547)","(1.28, 1.42, 1.4049956634865568)","(5.5, 8.4, 8.061538461538461)","(17.0, 30.0, 27.21951219512195)","(21.0, 55.0, 52.0)"
07-01-2023 14:02:36.825627,"(1.01, 22.0, 21.1875)","(8.0, 18.5, 17.045454545454547)","(1.28, 1.42, 1.4049956634865568)","(5.5, 8.4, 8.061538461538461)","(17.0, 32.0, 27.416666666666668)","(21.0, 55.0, 52.0)"
07-01-2023 14:02:37.758184,"(1.01, 22.0, 21.1875)","(8.0, 18.5, 17.045454545454547)","(1.28, 1.42, 1.4049956634865568)","(5.5, 8.4, 8.061538461538461)","(17.0, 32.0, 27.416666666666668)","(21.0, 55.0, 52.0)"
07-01-2023 14:02:38.824739,"(1.01, 22.0, 21.1875)","(8.0, 18.5, 17.045454545454547)","(1.28, 1.42, 1.4049956634865568)","(5.5, 8.4, 8.061538461538461)","(17.0, 32.0, 27.416666666666668)","(21.0, 55.0, 52.0)"
07-01-2023 14:02:39.909108,"(1.01, 22.0, 21.1875)","(8.5, 18.5, 17.045454545454547)","(1.3, 1.42, 1.4049956634865568)","(6.0, 8.4, 8.061538461538461)","(16.0, 32.0, 27.416666666666668)","(20.0, 55.0, 52.0)"
07-01-2023 14:02:40.859212,"(1.01, 22.0, 21.1875)","(8.5, 18.5, 17.045454545454547)","(1.3, 1.42, 1.4049956634865568)","(6.0, 8.4, 8.061538461538461)","(16.0, 32.0, 27.416666666666668)","(20.0, 55.0, 52.0)"
07-01-2023 14:02:41.867315,"(1.01, 22.0, 21.1875)","(8.5, 18.5, 17.045454545454547)","(1.3, 1.42, 1.4049956634865568)","(6.0, 8.4, 8.061538461538461)","(16.0, 32.0, 27.416666666666668)","(20.0, 55.0, 52.0)"
07-01-2023 14:02:42.962050,"(1.01, 22.0, 21.1875)","(8.5, 18.5, 17.045454545454547)","(1.3, 1.42, 1.4049956634865568)","(6.0, 8.4, 8.061538461538461)","(16.0, 32.0, 27.416666666666668)","(20.0, 55.0, 52.0)"
07-01-2023 14:02:43.839771,"(1.01, 22.0, 21.1875)","(8.5, 18.5, 17.045454545454547)","(1.3, 1.42, 1.4049956634865568)","(6.0, 8.4, 8.061538461538461)","(16.0, 32.0, 27.416666666666668)","(20.0, 55.0, 52.0)"
07-01-2023 14:02:44.869329,"(1.01, 22.0, 21.1875)","(8.5, 18.5, 17.045454545454547)","(1.3, 1.42, 1.4049956634865568)","(6.0, 8.4, 8.061538461538461)","(16.0, 32.0, 27.416666666666668)","(20.0, 55.0, 52.0)"
07-01-2023 14:02:45.981676,"(1.01, 22.0, 21.1875)","(8.5, 18.5, 17.045454545454547)","(1.3, 1.42, 1.4049956634865568)","(6.0, 8.4, 8.061538461538461)","(16.0, 32.0, 27.416666666666668)","(20.0, 55.0, 52.0)"
07-01-2023 14:02:46.965261,"(1.01, 22.0, 21.1875)","(8.5, 18.5, 17.045454545454547)","(1.3, 1.42, 1.4049956634865568)","(6.0, 8.4, 8.061538461538461)","(16.0, 32.0, 27.416666666666668)","(20.0, 55.0, 52.0)"
07-01-2023 14:02:47.907988,"(1.01, 22.0, 21.1875)","(8.5, 18.5, 17.045454545454547)","(1.3, 1.42, 1.4049956634865568)","(6.0, 8.4, 8.061538461538461)","(16.0, 32.0, 27.416666666666668)","(20.0, 55.0, 52.0)"
07-01-2023 14:02:48.916236,"(1.01, 22.0, 21.1875)","(8.5, 18.5, 17.045454545454547)","(1.3, 1.42, 1.4049956634865568)","(6.0, 8.4, 8.061538461538461)","(17.0, 32.0, 27.416666666666668)","(20.0, 55.0, 52.0)"
07-01-2023 14:02:49.927785,"(1.01, 22.0, 21.1875)","(8.5, 18.5, 17.045454545454547)","(1.3, 1.42, 1.4049956634865568)","(6.0, 8.4, 8.061538461538461)","(17.0, 32.0, 27.416666666666668)","(20.0, 55.0, 52.0)"
07-01-2023 14:02:50.831702,"(1.01, 22.0, 21.1875)","(8.5, 18.5, 17.045454545454547)","(1.3, 1.42, 1.4049956634865568)","(6.0, 8.4, 8.061538461538461)","(17.0, 32.0, 27.416666666666668)","(20.0, 55.0, 52.0)"
07-01-2023 14:02:51.886102,"(1.01, 22.0, 21.1875)","(8.5, 18.5, 17.045454545454547)","(1.3, 1.42, 1.4049956634865568)","(6.0, 8.4, 8.061538461538461)","(17.0, 32.0, 27.416666666666668)","(20.0, 55.0, 52.0)"
07-01-2023 14:02:52.799828,"(1.01, 22.0, 21.1875)","(8.5, 18.5, 17.045454545454547)","(1.3, 1.42, 1.4049956634865568)","(6.0, 8.4, 8.061538461538461)","(17.0, 32.0, 27.416666666666668)","(20.0, 55.0, 52.0)"
07-01-2023 14:02:53.699501,"(1.01, 22.0, 21.1875)","(8.5, 18.5, 17.045454545454547)","(1.3, 1.42, 1.4049956634865568)","(6.0, 8.4, 8.061538461538461)","(17.0, 32.0, 27.416666666666668)","(20.0, 55.0, 52.0)"
07-01-2023 14:02:54.661934,"(1.01, 22.0, 21.1875)","(8.5, 18.5, 17.045454545454547)","(1.3, 1.42, 1.4049956634865568)","(6.0, 8.4, 8.061538461538461)","(17.0, 32.0, 27.416666666666668)","(20.0, 55.0, 52.0)"
07-01-2023 14:02:55.613805,"(1.01, 99999, 99990)","(8.5, 18.5, 15.59090909090909)","(1.3, 1.42, 1.3051043643263758)","(6.0, 8.4, 6.329411764705883)","(16.0, 32.0, 18.18888888888889)","(20.0, 55.0, 50.0)"
07-01-2023 14:02:56.542526,"(1.01, 99999, 99990)","(8.5, 18.5, 15.59090909090909)","(1.3, 1.42, 1.3051043643263758)","(6.0, 8.4, 6.329411764705883)","(16.0, 32.0, 18.18888888888889)","(20.0, 55.0, 50.0)"
07-01-2023 14:02:57.524534,"(1.01, 99999, 99990)","(8.5, 18.5, 15.59090909090909)","(1.3, 1.42, 1.3051043643263758)","(6.0, 8.4, 6.329411764705883)","(16.0, 32.0, 18.18888888888889)","(20.0, 55.0, 50.0)"
07-01-2023 14:02:58.391715,"(1.01, 99999, 99990)","(8.5, 18.5, 15.59090909090909)","(1.3, 1.42, 1.3051043643263758)","(6.0, 8.4, 6.329411764705883)","(16.0, 32.0, 18.18888888888889)","(20.0, 55.0, 50.0)"
07-01-2023 14:02:59.251019,"(1.01, 99999, 99990)","(8.5, 18.5, 15.59090909090909)","(1.3, 1.42, 1.3051043643263758)","(6.0, 8.4, 6.329411764705883)","(16.0, 32.0, 18.18888888888889)","(20.0, 55.0, 50.0)"
07-01-2023 14:03:00.253146,"(1.01, 99999, 99990)","(8.5, 18.5, 15.59090909090909)","(1.3, 1.42, 1.3051043643263758)","(6.0, 8.4, 6.329411764705883)","(16.0, 32.0, 18.18888888888889)","(20.0, 55.0, 50.0)"
07-01-2023 14:03:01.183617,"(1.01, 99999, 99990)","(8.5, 18.5, 15.59090909090909)","(1.3, 1.42, 1.3051043643263758)","(6.0, 8.4, 6.329411764705883)","(16.0, 32.0, 18.18888888888889)","(20.0, 55.0, 50.0)"
07-01-2023 14:03:02.026301,"(1.01, 99999, 99990)","(8.5, 18.5, 15.59090909090909)","(1.3, 1.42, 1.3051043643263758)","(6.0, 8.4, 6.329411764705883)","(16.0, 32.0, 18.18888888888889)","(20.0, 55.0, 50.0)"
