,Gary Said,Pennys Lad,Fade,Spanish Style,Pang,Seedless,Once You Go,Bravo One
08-01-2023 12:01:14.483534,"(2.9, 3.85, 3.825)","(7.5, 13.0, 12.210526315789474)","(18.0, 34.0, 33.05263157894737)","(1.65, 1.84, 1.8342857142857143)","(81.0, 190.0, 145.0)","(17.0, 34.0, 31.727272727272727)","(26.0, 36.0, 35.55555555555556)","(101.0, 170.0, 165.71428571428572)"
08-01-2023 12:01:15.425944,"(2.9, 3.85, 3.825)","(7.5, 13.0, 12.210526315789474)","(18.0, 34.0, 33.05263157894737)","(1.65, 1.85, 1.83875)","(81.0, 190.0, 145.0)","(17.0, 34.0, 31.727272727272727)","(26.0, 36.0, 35.55555555555556)","(101.0, 170.0, 165.71428571428572)"
08-01-2023 12:01:16.368485,"(2.9, 3.85, 3.827777777777778)","(7.5, 13.0, 12.090909090909092)","(18.0, 34.0, 33.05263157894737)","(1.65, 1.83, 1.8225)","(81.0, 190.0, 145.0)","(17.0, 34.0, 31.037037037037038)","(26.0, 36.0, 35.55555555555556)","(101.0, 170.0, 165.71428571428572)"
08-01-2023 12:01:17.317925,"(2.9, 3.85, 3.827777777777778)","(7.5, 13.0, 12.545454545454545)","(18.0, 34.0, 33.05263157894737)","(1.65, 1.84, 1.82)","(81.0, 190.0, 145.0)","(17.0, 34.0, 31.037037037037038)","(26.0, 36.0, 35.55555555555556)","(101.0, 170.0, 165.71428571428572)"
08-01-2023 12:01:18.281575,"(2.9, 3.85, 3.827777777777778)","(7.5, 13.0, 12.545454545454545)","(18.0, 34.0, 30.8)","(1.65, 1.84, 1.82)","(81.0, 190.0, 145.0)","(17.0, 34.0, 31.037037037037038)","(26.0, 36.0, 35.55555555555556)","(101.0, 170.0, 165.71428571428572)"
08-01-2023 12:01:19.217423,"(2.9, 3.8, 3.77)","(7.5, 13.0, 12.545454545454545)","(18.0, 34.0, 32.0)","(1.65, 1.84, 1.83)","(81.0, 190.0, 145.0)","(17.0, 34.0, 30.964285714285715)","(26.0, 36.0, 35.55555555555556)","(101.0, 170.0, 165.71428571428572)"
08-01-2023 12:01:20.166400,"(2.9, 3.8, 3.77)","(8.0, 13.0, 12.6875)","(18.0, 34.0, 32.0)","(1.65, 1.84, 1.8333333333333335)","(81.0, 190.0, 145.0)","(17.0, 34.0, 30.964285714285715)","(26.0, 36.0, 35.55555555555556)","(101.0, 170.0, 165.71428571428572)"
08-01-2023 12:01:21.131768,"(2.9, 3.75, 3.73)","(8.0, 13.0, 12.6875)","(18.0, 34.0, 31.333333333333332)","(1.65, 1.84, 1.839148936170213)","(81.0, 190.0, 135.0)","(17.0, 34.0, 32.666666666666664)","(26.0, 36.0, 35.55555555555556)","(101.0, 170.0, 165.71428571428572)"
08-01-2023 12:01:22.085381,"(2.9, 3.75, 3.73)","(8.0, 13.5, 12.863636363636363)","(18.0, 34.0, 33.0)","(1.65, 1.84, 1.8366666666666667)","(81.0, 190.0, 135.0)","(17.0, 34.0, 32.666666666666664)","(26.0, 36.0, 35.55555555555556)","(101.0, 170.0, 165.71428571428572)"
08-01-2023 12:01:23.016258,"(2.9, 3.7, 3.68)","(8.0, 13.5, 12.954545454545455)","(18.0, 34.0, 33.0)","(1.65, 1.84, 1.8366666666666667)","(81.0, 190.0, 135.0)","(17.0, 34.0, 32.92857142857143)","(26.0, 36.0, 35.55555555555556)","(101.0, 170.0, 165.71428571428572)"
08-01-2023 12:01:23.969572,"(2.9, 3.7, 3.68)","(8.0, 13.5, 13.2)","(18.0, 34.0, 33.42857142857143)","(1.65, 1.84, 1.8266666666666667)","(81.0, 190.0, 135.0)","(17.0, 34.0, 32.92857142857143)","(26.0, 36.0, 35.55555555555556)","(101.0, 170.0, 165.71428571428572)"
08-01-2023 12:01:24.906114,"(2.9, 3.7, 3.68)","(8.0, 14.0, 13.55)","(18.0, 34.0, 33.0)","(1.65, 1.84, 1.822857142857143)","(81.0, 190.0, 135.0)","(17.0, 34.0, 33.285714285714285)","(26.0, 36.0, 35.55555555555556)","(101.0, 170.0, 165.71428571428572)"
08-01-2023 12:01:25.856678,"(2.9, 3.7, 3.666666666666667)","(8.0, 14.0, 13.842105263157894)","(18.0, 34.0, 33.0)","(1.65, 1.84, 1.8266666666666667)","(81.0, 190.0, 135.0)","(17.0, 34.0, 33.285714285714285)","(26.0, 36.0, 35.55555555555556)","(101.0, 170.0, 165.71428571428572)"
08-01-2023 12:01:26.831812,"(2.9, 3.7, 3.625)","(8.0, 14.0, 13.85)","(18.0, 34.0, 33.0)","(1.65, 1.84, 1.834)","(81.0, 190.0, 135.0)","(17.0, 34.0, 33.285714285714285)","(26.0, 36.0, 35.55555555555556)","(101.0, 170.0, 165.71428571428572)"
08-01-2023 12:01:27.828030,"(2.9, 3.6, 3.5088235294117647)","(8.0, 14.0, 13.5)","(18.0, 34.0, 33.76470588235294)","(1.65, 1.84, 1.834)","(81.0, 190.0, 135.0)","(17.0, 34.0, 31.333333333333332)","(26.0, 36.0, 35.55555555555556)","(101.0, 170.0, 165.71428571428572)"
08-01-2023 12:01:28.773278,"(2.9, 3.6, 3.4277777777777776)","(8.0, 14.0, 13.833333333333334)","(18.0, 34.0, 33.76470588235294)","(1.65, 1.84, 1.836)","(81.0, 190.0, 135.0)","(17.0, 34.0, 31.333333333333332)","(26.0, 36.0, 35.55555555555556)","(101.0, 170.0, 165.71428571428572)"
08-01-2023 12:01:29.735144,"(2.9, 3.6, 3.4277777777777776)","(8.0, 14.0, 13.833333333333334)","(18.0, 34.0, 33.76470588235294)","(1.65, 1.84, 1.83)","(81.0, 190.0, 135.0)","(17.0, 34.0, 33.42857142857143)","(26.0, 36.0, 35.55555555555556)","(101.0, 170.0, 165.71428571428572)"
08-01-2023 12:01:30.696082,"(2.9, 3.55, 3.52)","(8.0, 14.0, 13.68421052631579)","(18.0, 34.0, 33.76470588235294)","(1.65, 1.85, 1.835)","(81.0, 190.0, 135.0)","(17.0, 34.0, 33.42857142857143)","(26.0, 36.0, 35.55555555555556)","(101.0, 170.0, 165.71428571428572)"
08-01-2023 12:01:31.626754,"(2.9, 3.55, 3.445)","(8.0, 14.0, 13.666666666666666)","(18.0, 34.0, 33.76470588235294)","(1.65, 1.85, 1.8482352941176472)","(81.0, 190.0, 135.45454545454547)","(17.0, 34.0, 34.0)","(26.0, 36.0, 35.666666666666664)","(101.0, 170.0, 165.71428571428572)"
08-01-2023 12:01:32.586673,"(2.9, 3.6, 3.463235294117647)","(8.0, 14.0, 13.952380952380953)","(18.0, 36.0, 35.333333333333336)","(1.65, 1.83, 1.8172727272727274)","(81.0, 190.0, 135.45454545454547)","(17.0, 36.0, 34.0)","(26.0, 36.0, 35.666666666666664)","(101.0, 170.0, 165.71428571428572)"
08-01-2023 12:01:33.522865,"(2.9, 3.55, 3.4499999999999997)","(8.0, 14.0, 13.952380952380953)","(18.0, 36.0, 35.333333333333336)","(1.65, 1.85, 1.846)","(81.0, 190.0, 135.45454545454547)","(17.0, 36.0, 34.0)","(26.0, 36.0, 35.666666666666664)","(101.0, 170.0, 165.71428571428572)"
08-01-2023 12:01:34.490258,"(2.9, 3.55, 3.4499999999999997)","(8.0, 14.0, 13.967741935483872)","(18.0, 34.0, 33.666666666666664)","(1.65, 1.85, 1.8462500000000002)","(81.0, 190.0, 135.45454545454547)","(17.0, 36.0, 34.0)","(26.0, 36.0, 35.666666666666664)","(101.0, 170.0, 165.71428571428572)"
08-01-2023 12:01:35.430794,"(2.9, 3.55, 3.4499999999999997)","(8.0, 14.0, 13.967741935483872)","(18.0, 34.0, 33.666666666666664)","(1.65, 1.85, 1.8462500000000002)","(81.0, 190.0, 135.45454545454547)","(17.0, 36.0, 35.666666666666664)","(26.0, 36.0, 35.875)","(101.0, 170.0, 165.71428571428572)"
08-01-2023 12:01:36.420476,"(2.9, 3.55, 3.4899999999999998)","(8.0, 14.0, 13.967741935483872)","(18.0, 34.0, 33.666666666666664)","(1.65, 1.85, 1.83875)","(81.0, 190.0, 135.45454545454547)","(17.0, 36.0, 35.714285714285715)","(26.0, 36.0, 35.875)","(101.0, 170.0, 165.71428571428572)"
08-01-2023 12:01:37.357917,"(2.9, 3.55, 3.445)","(8.0, 14.5, 13.555555555555555)","(18.0, 34.0, 33.666666666666664)","(1.65, 1.85, 1.83875)","(81.0, 190.0, 135.45454545454547)","(17.0, 36.0, 35.714285714285715)","(26.0, 36.0, 35.875)","(101.0, 170.0, 165.71428571428572)"
08-01-2023 12:01:38.333021,"(2.8, 3.55, 3.4187499999999997)","(8.5, 14.5, 13.555555555555555)","(19.0, 34.0, 33.666666666666664)","(1.6, 1.85, 1.8462500000000002)","(71.0, 190.0, 135.45454545454547)","(18.0, 36.0, 35.714285714285715)","(26.0, 36.0, 35.875)","(101.0, 170.0, 165.71428571428572)"
08-01-2023 12:01:39.273790,"(2.8, 3.55, 3.4187499999999997)","(8.5, 14.5, 13.555555555555555)","(19.0, 34.0, 33.666666666666664)","(1.6, 1.85, 1.8462500000000002)","(71.0, 180.0, 134.16666666666666)","(18.0, 36.0, 35.714285714285715)","(26.0, 36.0, 35.875)","(101.0, 170.0, 165.71428571428572)"
08-01-2023 12:01:40.214455,"(2.8, 3.55, 3.4625)","(8.5, 14.5, 13.555555555555555)","(19.0, 34.0, 33.666666666666664)","(1.6, 1.84, 1.83)","(71.0, 180.0, 134.16666666666666)","(18.0, 36.0, 35.714285714285715)","(26.0, 36.0, 35.875)","(101.0, 170.0, 165.71428571428572)"
08-01-2023 12:01:41.177780,"(2.8, 3.55, 3.43125)","(9.0, 14.5, 13.666666666666666)","(19.0, 34.0, 33.666666666666664)","(1.65, 1.84, 1.83)","(81.0, 180.0, 134.16666666666666)","(20.0, 36.0, 35.46666666666667)","(26.0, 36.0, 35.875)","(101.0, 170.0, 168.0)"
08-01-2023 12:01:42.135772,"(2.8, 3.55, 3.414285714285714)","(9.0, 14.5, 13.7)","(19.0, 36.0, 34.857142857142854)","(1.65, 1.85, 1.8366666666666667)","(81.0, 180.0, 134.54545454545453)","(20.0, 36.0, 35.46666666666667)","(26.0, 36.0, 35.875)","(101.0, 170.0, 168.0)"
08-01-2023 12:01:43.113219,"(2.8, 3.5, 3.4375)","(9.0, 14.5, 13.844262295081966)","(19.0, 36.0, 34.857142857142854)","(1.65, 1.85, 1.844)","(81.0, 180.0, 134.54545454545453)","(20.0, 36.0, 35.46666666666667)","(26.0, 36.0, 35.875)","(101.0, 170.0, 168.0)"
08-01-2023 12:01:44.089693,"(2.8, 3.5, 3.4375)","(9.0, 14.5, 13.844262295081966)","(19.0, 36.0, 35.529411764705884)","(1.65, 1.85, 1.844)","(81.0, 180.0, 134.54545454545453)","(20.0, 36.0, 35.42857142857143)","(26.0, 36.0, 35.875)","(101.0, 170.0, 168.0)"
08-01-2023 12:01:45.072425,"(2.8, 3.45, 3.4136363636363636)","(9.0, 14.5, 13.844262295081966)","(19.0, 36.0, 35.529411764705884)","(1.65, 1.87, 1.8566666666666667)","(81.0, 180.0, 134.54545454545453)","(20.0, 36.0, 35.42857142857143)","(26.0, 36.0, 35.81818181818182)","(101.0, 170.0, 168.0)"
08-01-2023 12:01:46.023012,"(2.8, 3.45, 3.3833333333333333)","(9.0, 14.5, 13.833333333333334)","(19.0, 36.0, 35.529411764705884)","(1.65, 1.87, 1.8566666666666667)","(81.0, 180.0, 134.54545454545453)","(20.0, 36.0, 35.42857142857143)","(26.0, 36.0, 35.81818181818182)","(101.0, 170.0, 168.0)"
08-01-2023 12:01:46.971177,"(2.8, 3.45, 3.3833333333333333)","(9.0, 14.5, 13.833333333333334)","(19.0, 36.0, 35.333333333333336)","(1.65, 1.87, 1.8546153846153848)","(81.0, 180.0, 134.16666666666666)","(20.0, 36.0, 35.42857142857143)","(26.0, 36.0, 35.81818181818182)","(101.0, 170.0, 168.0)"
08-01-2023 12:01:47.895505,"(2.8, 3.45, 3.3833333333333333)","(9.0, 14.5, 13.833333333333334)","(20.0, 36.0, 35.333333333333336)","(1.65, 1.87, 1.8546153846153848)","(81.0, 180.0, 135.55555555555554)","(21.0, 36.0, 35.0)","(26.0, 36.0, 35.81818181818182)","(101.0, 170.0, 168.0)"
08-01-2023 12:01:48.899494,"(2.8, 3.45, 3.3833333333333333)","(9.0, 14.5, 13.925531914893616)","(20.0, 36.0, 35.333333333333336)","(1.65, 1.87, 1.8671428571428572)","(81.0, 180.0, 135.55555555555554)","(21.0, 36.0, 35.0)","(26.0, 36.0, 35.81818181818182)","(101.0, 170.0, 168.0)"
08-01-2023 12:01:49.859290,"(2.8, 3.45, 3.3576923076923078)","(9.0, 16.0, 15.5)","(20.0, 36.0, 35.333333333333336)","(1.65, 1.86, 1.855)","(81.0, 180.0, 135.55555555555554)","(21.0, 36.0, 35.0)","(26.0, 36.0, 35.81818181818182)","(101.0, 170.0, 168.0)"
08-01-2023 12:01:50.832852,"(2.8, 3.45, 3.3576923076923078)","(9.0, 16.0, 15.4)","(20.0, 36.0, 34.857142857142854)","(1.65, 1.86, 1.855)","(81.0, 180.0, 135.55555555555554)","(21.0, 36.0, 35.0)","(26.0, 36.0, 35.81818181818182)","(101.0, 170.0, 168.0)"
08-01-2023 12:01:51.794438,"(2.8, 3.45, 3.3576923076923078)","(9.0, 16.0, 15.266666666666667)","(20.0, 36.0, 34.857142857142854)","(1.65, 1.87, 1.8522222222222222)","(81.0, 180.0, 135.55555555555554)","(21.0, 36.0, 35.0)","(26.0, 36.0, 35.81818181818182)","(101.0, 170.0, 168.0)"
08-01-2023 12:01:52.784834,"(2.8, 3.45, 3.3576923076923078)","(9.0, 16.0, 15.365384615384615)","(20.0, 36.0, 34.857142857142854)","(1.65, 1.87, 1.8522222222222222)","(81.0, 180.0, 135.55555555555554)","(21.0, 36.0, 35.69230769230769)","(26.0, 36.0, 36.608695652173914)","(101.0, 170.0, 168.57142857142858)"
08-01-2023 12:01:53.761826,"(2.8, 3.5, 3.433333333333333)","(9.0, 15.5, 15.38888888888889)","(20.0, 38.0, 37.0)","(1.65, 1.83, 1.825897435897436)","(81.0, 180.0, 135.55555555555554)","(21.0, 36.0, 35.714285714285715)","(26.0, 40.0, 36.608695652173914)","(101.0, 170.0, 168.57142857142858)"
08-01-2023 12:01:54.722364,"(2.8, 3.5, 3.4916666666666667)","(9.0, 15.5, 15.394736842105264)","(20.0, 38.0, 35.88235294117647)","(1.65, 1.8, 1.7989473684210526)","(81.0, 180.0, 135.55555555555554)","(21.0, 36.0, 37.2)","(26.0, 40.0, 36.608695652173914)","(101.0, 170.0, 168.57142857142858)"
08-01-2023 12:01:55.698345,"(2.8, 3.6, 3.5833333333333335)","(9.0, 15.5, 15.394736842105264)","(20.0, 38.0, 36.285714285714285)","(1.65, 1.79, 1.7833333333333334)","(81.0, 170.0, 133.63636363636363)","(21.0, 38.0, 36.875)","(26.0, 40.0, 36.608695652173914)","(101.0, 170.0, 168.57142857142858)"
08-01-2023 12:01:56.630610,"(2.8, 3.6, 3.59)","(9.0, 15.5, 15.2)","(20.0, 38.0, 37.333333333333336)","(1.65, 1.78, 1.7763636363636364)","(81.0, 170.0, 133.63636363636363)","(21.0, 38.0, 36.875)","(26.0, 40.0, 36.608695652173914)","(101.0, 170.0, 168.57142857142858)"
08-01-2023 12:01:57.569024,"(2.8, 3.65, 3.607142857142857)","(9.0, 15.5, 15.25)","(20.0, 38.0, 37.294117647058826)","(1.65, 1.78, 1.7761111111111112)","(81.0, 170.0, 133.63636363636363)","(21.0, 38.0, 37.57142857142857)","(26.0, 40.0, 37.0)","(101.0, 170.0, 168.57142857142858)"
08-01-2023 12:01:58.530457,"(2.8, 3.65, 3.5166666666666666)","(9.0, 16.0, 15.314285714285715)","(20.0, 38.0, 37.64705882352941)","(1.65, 1.8, 1.7836363636363637)","(81.0, 170.0, 133.63636363636363)","(21.0, 38.0, 36.875)","(26.0, 40.0, 37.0)","(101.0, 170.0, 168.57142857142858)"
08-01-2023 12:01:59.481390,"(2.8, 3.65, 3.51875)","(9.0, 16.0, 15.27027027027027)","(20.0, 38.0, 37.64705882352941)","(1.65, 1.79, 1.784)","(81.0, 170.0, 133.63636363636363)","(21.0, 38.0, 36.875)","(26.0, 40.0, 37.42857142857143)","(101.0, 170.0, 168.57142857142858)"
08-01-2023 12:02:00.437404,"(2.8, 3.65, 3.51875)","(9.0, 16.0, 15.27027027027027)","(20.0, 38.0, 37.6)","(1.65, 1.79, 1.784)","(81.0, 170.0, 133.63636363636363)","(21.0, 38.0, 36.875)","(26.0, 38.0, 37.42857142857143)","(101.0, 170.0, 168.57142857142858)"
08-01-2023 12:02:01.416019,"(2.8, 3.65, 3.5100000000000002)","(9.0, 16.0, 15.37037037037037)","(20.0, 38.0, 36.5)","(1.65, 1.79, 1.7850000000000001)","(81.0, 170.0, 133.63636363636363)","(21.0, 38.0, 36.875)","(26.0, 38.0, 37.42857142857143)","(101.0, 170.0, 168.57142857142858)"
08-01-2023 12:02:02.365346,"(2.8, 3.65, 3.5100000000000002)","(9.0, 16.0, 15.384615384615385)","(20.0, 38.0, 36.5)","(1.65, 1.79, 1.7853846153846153)","(81.0, 170.0, 133.63636363636363)","(21.0, 38.0, 36.5)","(26.0, 38.0, 37.42857142857143)","(101.0, 170.0, 168.57142857142858)"
08-01-2023 12:02:03.331534,"(2.8, 3.65, 3.5961538461538463)","(9.0, 16.0, 15.36)","(20.0, 38.0, 36.5)","(1.65, 1.8, 1.795)","(81.0, 170.0, 134.44444444444446)","(21.0, 38.0, 37.84)","(26.0, 38.0, 37.42857142857143)","(101.0, 170.0, 168.57142857142858)"
08-01-2023 12:02:04.296061,"(2.8, 3.65, 3.5288461538461537)","(9.0, 16.0, 15.333333333333334)","(20.0, 36.0, 35.529411764705884)","(1.65, 1.8, 1.797948717948718)","(81.0, 170.0, 134.44444444444446)","(21.0, 38.0, 39.513513513513516)","(26.0, 38.0, 37.130434782608695)","(101.0, 170.0, 168.57142857142858)"
08-01-2023 12:02:05.229766,"(2.8, 3.65, 3.605)","(9.0, 15.5, 15.25)","(20.0, 36.0, 35.75)","(1.65, 1.8, 1.7941176470588236)","(81.0, 170.0, 134.44444444444446)","(21.0, 40.0, 39.67567567567568)","(26.0, 40.0, 37.69230769230769)","(101.0, 170.0, 168.57142857142858)"
08-01-2023 12:02:06.186487,"(2.8, 3.65, 3.6125)","(9.0, 15.5, 15.06)","(20.0, 36.0, 35.75)","(1.65, 1.78, 1.7753846153846153)","(81.0, 170.0, 134.44444444444446)","(21.0, 40.0, 39.46666666666667)","(26.0, 38.0, 37.5)","(101.0, 170.0, 168.57142857142858)"
08-01-2023 12:02:07.168506,"(2.8, 3.65, 3.61)","(9.0, 15.5, 15.06)","(20.0, 36.0, 35.75)","(1.65, 1.79, 1.7766666666666666)","(81.0, 170.0, 134.44444444444446)","(21.0, 40.0, 39.733333333333334)","(26.0, 38.0, 37.5)","(101.0, 170.0, 168.57142857142858)"
08-01-2023 12:02:08.127579,"(2.8, 3.65, 3.61)","(9.0, 15.5, 14.928571428571429)","(20.0, 36.0, 35.75)","(1.65, 1.79, 1.7766666666666666)","(81.0, 170.0, 134.44444444444446)","(21.0, 40.0, 41.6)","(26.0, 38.0, 37.111111111111114)","(101.0, 170.0, 168.57142857142858)"
08-01-2023 12:02:09.087219,"(2.8, 3.65, 3.61)","(10.0, 15.5, 14.928571428571429)","(20.0, 36.0, 35.75)","(1.6, 1.79, 1.7766666666666666)","(81.0, 170.0, 134.44444444444446)","(21.0, 42.0, 41.6)","(26.0, 38.0, 37.111111111111114)","(101.0, 170.0, 168.57142857142858)"
08-01-2023 12:02:10.062642,"(2.8, 3.65, 3.6384615384615384)","(10.0, 15.5, 14.928571428571429)","(20.0, 36.0, 35.75)","(1.6, 1.78, 1.7635294117647058)","(81.0, 170.0, 134.44444444444446)","(21.0, 42.0, 41.76)","(26.0, 38.0, 37.111111111111114)","(101.0, 170.0, 168.57142857142858)"
08-01-2023 12:02:11.008634,"(2.8, 3.7, 3.6625)","(10.0, 15.0, 14.642857142857142)","(20.0, 36.0, 35.75)","(1.6, 1.78, 1.775)","(81.0, 170.0, 134.44444444444446)","(21.0, 42.0, 41.76)","(26.0, 38.0, 37.111111111111114)","(101.0, 170.0, 168.57142857142858)"
08-01-2023 12:02:11.953721,"(2.8, 3.75, 3.652325581395349)","(10.0, 15.0, 14.642857142857142)","(20.0, 38.0, 36.73684210526316)","(1.6, 1.78, 1.7742857142857142)","(81.0, 170.0, 134.44444444444446)","(21.0, 42.0, 41.76)","(26.0, 38.0, 37.111111111111114)","(101.0, 170.0, 168.57142857142858)"
08-01-2023 12:02:12.887074,"(2.8, 3.75, 3.6545454545454548)","(10.0, 14.5, 14.481481481481481)","(20.0, 38.0, 36.73684210526316)","(1.6, 1.78, 1.7647619047619048)","(81.0, 170.0, 134.44444444444446)","(21.0, 42.0, 41.76)","(26.0, 38.0, 37.111111111111114)","(101.0, 170.0, 168.57142857142858)"
08-01-2023 12:02:13.833103,"(2.8, 3.75, 3.652325581395349)","(10.0, 15.0, 14.791666666666666)","(20.0, 38.0, 36.73684210526316)","(1.6, 1.78, 1.7647619047619048)","(81.0, 170.0, 134.44444444444446)","(21.0, 42.0, 41.76470588235294)","(26.0, 38.0, 37.111111111111114)","(101.0, 170.0, 168.57142857142858)"
08-01-2023 12:02:14.775452,"(2.8, 3.75, 3.6863636363636365)","(10.0, 15.0, 14.807692307692308)","(20.0, 38.0, 36.73684210526316)","(1.6, 1.77, 1.7559574468085106)","(81.0, 170.0, 134.44444444444446)","(21.0, 42.0, 41.76470588235294)","(26.0, 38.0, 37.111111111111114)","(101.0, 170.0, 168.57142857142858)"
08-01-2023 12:02:15.716025,"(2.8, 3.75, 3.6863636363636365)","(10.0, 15.0, 14.807692307692308)","(20.0, 38.0, 36.73684210526316)","(1.6, 1.77, 1.7559574468085106)","(81.0, 170.0, 136.66666666666666)","(21.0, 42.0, 41.851851851851855)","(26.0, 38.0, 37.42857142857143)","(101.0, 170.0, 168.57142857142858)"
08-01-2023 12:02:16.674980,"(2.8, 3.75, 3.6863636363636365)","(10.0, 15.0, 14.807692307692308)","(20.0, 38.0, 36.73684210526316)","(1.6, 1.77, 1.75275)","(81.0, 170.0, 134.44444444444446)","(21.0, 42.0, 41.82608695652174)","(26.0, 38.0, 37.42857142857143)","(101.0, 170.0, 168.57142857142858)"
08-01-2023 12:02:17.614226,"(2.8, 3.75, 3.6863636363636365)","(10.0, 15.0, 14.807692307692308)","(20.0, 38.0, 36.73684210526316)","(1.6, 1.77, 1.753764705882353)","(81.0, 170.0, 134.44444444444446)","(21.0, 42.0, 41.82608695652174)","(26.0, 38.0, 35.714285714285715)","(101.0, 170.0, 168.57142857142858)"
08-01-2023 12:02:18.593162,"(2.8, 3.75, 3.6863636363636365)","(10.0, 15.0, 14.807692307692308)","(20.0, 38.0, 36.73684210526316)","(1.6, 1.77, 1.7554736842105263)","(81.0, 170.0, 134.44444444444446)","(21.0, 42.0, 41.82608695652174)","(26.0, 38.0, 35.714285714285715)","(101.0, 170.0, 168.57142857142858)"
08-01-2023 12:02:19.553782,"(2.8, 3.75, 3.6863636363636365)","(10.0, 15.0, 14.807692307692308)","(20.0, 38.0, 37.0)","(1.6, 1.77, 1.7554736842105263)","(81.0, 170.0, 134.44444444444446)","(21.0, 42.0, 41.82608695652174)","(26.0, 38.0, 35.714285714285715)","(101.0, 170.0, 168.57142857142858)"
08-01-2023 12:02:20.499636,"(2.8, 3.75, 3.6863636363636365)","(10.0, 15.0, 14.807692307692308)","(20.0, 38.0, 37.0)","(1.6, 1.77, 1.756060606060606)","(81.0, 170.0, 134.44444444444446)","(21.0, 42.0, 41.82608695652174)","(26.0, 38.0, 35.714285714285715)","(101.0, 170.0, 168.57142857142858)"
08-01-2023 12:02:21.437581,"(2.8, 3.75, 3.6919354838709677)","(10.0, 15.0, 14.807692307692308)","(20.0, 38.0, 37.0)","(1.6, 1.77, 1.756060606060606)","(81.0, 170.0, 134.44444444444446)","(21.0, 42.0, 41.82608695652174)","(26.0, 38.0, 35.714285714285715)","(101.0, 170.0, 168.57142857142858)"
08-01-2023 12:02:22.369856,"(2.8, 3.75, 3.6919354838709677)","(10.0, 15.0, 14.807692307692308)","(20.0, 38.0, 37.0)","(1.6, 1.77, 1.7554736842105263)","(81.0, 170.0, 134.44444444444446)","(21.0, 42.0, 41.82608695652174)","(26.0, 38.0, 35.714285714285715)","(101.0, 170.0, 168.57142857142858)"
08-01-2023 12:02:23.314539,"(2.8, 3.75, 3.6985714285714284)","(10.0, 15.0, 14.8)","(20.0, 38.0, 37.0)","(1.6, 1.76, 1.7574285714285713)","(81.0, 170.0, 134.44444444444446)","(21.0, 42.0, 41.82608695652174)","(26.0, 38.0, 35.714285714285715)","(101.0, 170.0, 168.57142857142858)"
08-01-2023 12:02:24.277051,"(2.8, 3.75, 3.6985714285714284)","(10.0, 15.0, 14.8)","(20.0, 38.0, 37.0)","(1.6, 1.76, 1.7574285714285713)","(81.0, 170.0, 134.44444444444446)","(21.0, 42.0, 41.82608695652174)","(26.0, 38.0, 35.714285714285715)","(101.0, 170.0, 168.33333333333334)"
08-01-2023 12:02:25.221142,"(2.8, 3.75, 3.6985714285714284)","(10.0, 15.0, 14.8)","(20.0, 38.0, 37.0)","(1.6, 1.76, 1.7574285714285713)","(81.0, 170.0, 134.44444444444446)","(21.0, 42.0, 41.82608695652174)","(26.0, 38.0, 35.714285714285715)","(101.0, 170.0, 168.33333333333334)"
08-01-2023 12:02:26.220664,"(2.8, 3.75, 3.6985714285714284)","(10.0, 15.0, 14.8)","(20.0, 38.0, 36.15384615384615)","(1.6, 1.76, 1.7568131868131869)","(81.0, 170.0, 134.44444444444446)","(21.0, 42.0, 41.82608695652174)","(26.0, 38.0, 35.714285714285715)","(101.0, 170.0, 168.33333333333334)"
08-01-2023 12:02:27.182413,"(2.8, 3.75, 3.6919354838709677)","(10.0, 15.0, 14.8)","(20.0, 38.0, 34.18181818181818)","(1.6, 1.77, 1.7568131868131869)","(81.0, 170.0, 134.44444444444446)","(21.0, 42.0, 41.82608695652174)","(26.0, 38.0, 35.714285714285715)","(101.0, 170.0, 168.33333333333334)"
08-01-2023 12:02:28.112287,"(2.8, 3.75, 3.6919354838709677)","(10.0, 15.0, 14.8)","(20.0, 38.0, 34.18181818181818)","(1.6, 1.77, 1.7553658536585366)","(81.0, 170.0, 134.44444444444446)","(21.0, 42.0, 41.82608695652174)","(26.0, 38.0, 35.714285714285715)","(101.0, 170.0, 168.33333333333334)"
08-01-2023 12:02:29.062774,"(2.8, 3.75, 3.6919354838709677)","(10.0, 15.0, 14.8)","(20.0, 38.0, 34.18181818181818)","(1.6, 1.77, 1.7553658536585366)","(81.0, 170.0, 134.44444444444446)","(21.0, 42.0, 41.666666666666664)","(26.0, 38.0, 35.714285714285715)","(101.0, 170.0, 168.33333333333334)"
08-01-2023 12:02:29.993829,"(2.8, 3.75, 3.718421052631579)","(10.0, 15.0, 14.8)","(20.0, 38.0, 34.18181818181818)","(1.6, 1.76, 1.7502777777777778)","(81.0, 170.0, 134.44444444444446)","(21.0, 42.0, 41.666666666666664)","(26.0, 38.0, 35.714285714285715)","(101.0, 170.0, 168.33333333333334)"
08-01-2023 12:02:30.936504,"(2.8, 3.75, 3.724285714285714)","(10.0, 15.0, 14.8)","(20.0, 38.0, 34.18181818181818)","(1.6, 1.76, 1.7502439024390244)","(81.0, 170.0, 134.44444444444446)","(21.0, 42.0, 41.666666666666664)","(26.0, 38.0, 35.714285714285715)","(101.0, 170.0, 168.33333333333334)"
