,Lees Bonus,Who Split Tens,Handsome Alert,Over Thinking,Omar Dutton,Once Again,Skinny Wit,All Lies Ahead
08-01-2023 17:14:33.804517,"(51.0, 440.0, 119.16666666666667)","(21.0, 95.0, 58.5)","(91.0, 580.0, 507.14285714285717)","(2.5, 3.5, 2.680952380952381)","(2.35, 3.85, 2.445535714285714)","(26.0, 130.0, 78.5)","(41.0, 330.0, 150.3076923076923)","(2.9, 4.6, 3.556)"
08-01-2023 17:14:34.954696,"(51.0, 440.0, 119.16666666666667)","(21.0, 95.0, 58.5)","(91.0, 580.0, 507.14285714285717)","(2.5, 3.5, 2.680952380952381)","(2.35, 3.85, 2.445535714285714)","(26.0, 130.0, 78.5)","(41.0, 330.0, 150.3076923076923)","(2.9, 4.6, 3.556)"
08-01-2023 17:14:36.084121,"(51.0, 440.0, 119.16666666666667)","(21.0, 95.0, 58.5)","(91.0, 580.0, 507.14285714285717)","(2.5, 3.5, 2.680952380952381)","(2.35, 3.85, 2.445535714285714)","(26.0, 130.0, 78.5)","(41.0, 330.0, 150.3076923076923)","(2.9, 4.6, 3.556)"
08-01-2023 17:14:37.183666,"(51.0, 440.0, 119.16666666666667)","(21.0, 95.0, 58.5)","(91.0, 580.0, 507.14285714285717)","(2.5, 3.5, 2.680952380952381)","(2.35, 3.85, 2.445535714285714)","(26.0, 130.0, 78.5)","(41.0, 330.0, 150.3076923076923)","(2.9, 4.6, 3.556)"
08-01-2023 17:14:38.323765,"(51.0, 440.0, 119.16666666666667)","(21.0, 95.0, 58.5)","(91.0, 580.0, 507.14285714285717)","(2.5, 3.5, 2.680952380952381)","(2.35, 3.85, 2.445535714285714)","(26.0, 130.0, 78.5)","(41.0, 330.0, 150.3076923076923)","(2.9, 4.6, 3.556)"
08-01-2023 17:14:39.418355,"(51.0, 440.0, 119.16666666666667)","(21.0, 95.0, 58.5)","(91.0, 580.0, 507.14285714285717)","(2.5, 3.5, 2.680952380952381)","(2.35, 3.85, 2.445535714285714)","(26.0, 130.0, 78.5)","(41.0, 330.0, 150.3076923076923)","(2.9, 4.6, 3.556)"
08-01-2023 17:14:40.529250,"(51.0, 440.0, 119.16666666666667)","(21.0, 95.0, 58.5)","(91.0, 580.0, 507.14285714285717)","(2.5, 3.5, 2.680952380952381)","(2.35, 3.85, 2.445535714285714)","(26.0, 130.0, 78.5)","(41.0, 330.0, 150.3076923076923)","(2.9, 4.6, 3.556)"
08-01-2023 17:14:41.622047,"(51.0, 440.0, 119.16666666666667)","(21.0, 95.0, 58.5)","(91.0, 580.0, 507.14285714285717)","(2.5, 3.5, 2.680952380952381)","(2.35, 3.85, 2.445535714285714)","(26.0, 130.0, 78.5)","(41.0, 330.0, 150.3076923076923)","(2.9, 4.6, 3.556)"
08-01-2023 17:14:42.794154,"(51.0, 440.0, 119.16666666666667)","(21.0, 95.0, 58.5)","(91.0, 580.0, 507.14285714285717)","(2.5, 3.5, 2.680952380952381)","(2.35, 3.85, 2.445535714285714)","(26.0, 130.0, 78.5)","(41.0, 330.0, 150.3076923076923)","(2.9, 4.6, 3.556)"
08-01-2023 17:14:44.028642,"(51.0, 440.0, 119.16666666666667)","(21.0, 95.0, 58.5)","(91.0, 580.0, 507.14285714285717)","(2.5, 3.5, 2.680952380952381)","(2.35, 3.85, 2.445535714285714)","(26.0, 130.0, 78.5)","(41.0, 330.0, 150.3076923076923)","(2.9, 4.6, 3.556)"
08-01-2023 17:14:45.313818,"(51.0, 440.0, 119.16666666666667)","(21.0, 95.0, 58.5)","(91.0, 580.0, 507.14285714285717)","(2.5, 3.5, 2.680952380952381)","(2.35, 3.85, 2.445535714285714)","(26.0, 130.0, 78.5)","(41.0, 330.0, 150.3076923076923)","(2.9, 4.6, 3.556)"
08-01-2023 17:14:46.579822,"(51.0, 440.0, 119.16666666666667)","(21.0, 95.0, 58.5)","(91.0, 580.0, 507.14285714285717)","(2.5, 3.5, 2.680952380952381)","(2.35, 3.85, 2.445535714285714)","(26.0, 130.0, 78.5)","(41.0, 330.0, 150.3076923076923)","(2.9, 4.6, 3.556)"
08-01-2023 17:14:47.783201,"(51.0, 440.0, 119.16666666666667)","(21.0, 95.0, 58.5)","(91.0, 580.0, 507.14285714285717)","(2.5, 3.5, 2.680952380952381)","(2.35, 3.85, 2.445535714285714)","(26.0, 130.0, 78.5)","(41.0, 330.0, 150.3076923076923)","(2.9, 4.6, 3.556)"
08-01-2023 17:14:48.968154,"(51.0, 440.0, 119.16666666666667)","(21.0, 95.0, 58.5)","(91.0, 580.0, 507.14285714285717)","(2.5, 3.5, 2.680952380952381)","(2.35, 3.85, 2.445535714285714)","(26.0, 130.0, 78.5)","(41.0, 330.0, 150.3076923076923)","(2.9, 4.6, 3.556)"
08-01-2023 17:14:50.124130,"(51.0, 440.0, 119.16666666666667)","(21.0, 95.0, 58.5)","(91.0, 580.0, 507.14285714285717)","(2.5, 3.5, 2.680952380952381)","(2.35, 3.85, 2.445535714285714)","(26.0, 130.0, 78.5)","(41.0, 330.0, 150.3076923076923)","(2.9, 4.6, 3.556)"
08-01-2023 17:14:51.299498,"(51.0, 440.0, 119.16666666666667)","(21.0, 95.0, 58.5)","(91.0, 580.0, 507.14285714285717)","(2.5, 3.5, 2.680952380952381)","(2.35, 3.85, 2.445535714285714)","(26.0, 130.0, 78.5)","(41.0, 330.0, 150.3076923076923)","(2.9, 4.6, 3.556)"
08-01-2023 17:14:52.527483,"(51.0, 440.0, 119.16666666666667)","(21.0, 95.0, 58.5)","(91.0, 580.0, 507.14285714285717)","(2.5, 3.5, 2.680952380952381)","(2.35, 3.85, 2.445535714285714)","(26.0, 130.0, 78.5)","(41.0, 330.0, 150.3076923076923)","(2.9, 4.6, 3.556)"
08-01-2023 17:14:53.928387,"(51.0, 440.0, 119.16666666666667)","(21.0, 95.0, 58.5)","(91.0, 580.0, 507.14285714285717)","(2.5, 3.5, 2.680952380952381)","(2.35, 3.85, 2.445535714285714)","(26.0, 130.0, 78.5)","(41.0, 330.0, 150.3076923076923)","(2.9, 4.6, 3.556)"
08-01-2023 17:14:55.341711,"(51.0, 440.0, 119.16666666666667)","(21.0, 95.0, 58.5)","(91.0, 580.0, 507.14285714285717)","(2.5, 3.5, 2.680952380952381)","(2.35, 3.85, 2.445535714285714)","(26.0, 130.0, 78.5)","(41.0, 330.0, 150.3076923076923)","(2.9, 4.6, 3.556)"
08-01-2023 17:14:56.837228,"(51.0, 440.0, 119.16666666666667)","(21.0, 95.0, 58.5)","(91.0, 580.0, 507.14285714285717)","(2.5, 3.5, 2.680952380952381)","(2.35, 3.85, 2.445535714285714)","(26.0, 130.0, 78.5)","(41.0, 330.0, 150.3076923076923)","(2.9, 4.6, 3.556)"
08-01-2023 17:14:58.244949,"(51.0, 440.0, 119.16666666666667)","(21.0, 95.0, 50.0)","(91.0, 580.0, 291.42857142857144)","(2.5, 3.5, 2.680952380952381)","(2.35, 3.85, 2.445535714285714)","(26.0, 130.0, 78.5)","(41.0, 330.0, 154.8)","(2.9, 4.6, 3.556)"
08-01-2023 17:14:59.630088,"(51.0, 440.0, 247.5)","(21.0, 95.0, 49.46153846153847)","(91.0, 580.0, 453.75)","(2.5, 3.5, 2.680952380952381)","(2.35, 3.85, 2.445535714285714)","(26.0, 130.0, 66.61538461538461)","(41.0, 330.0, 154.8)","(2.9, 4.6, 3.556)"
08-01-2023 17:15:00.983043,"(51.0, 440.0, 247.5)","(21.0, 95.0, 49.46153846153847)","(91.0, 580.0, 453.75)","(2.5, 3.5, 2.680952380952381)","(2.35, 3.85, 2.445535714285714)","(26.0, 130.0, 66.61538461538461)","(41.0, 330.0, 154.8)","(2.9, 4.6, 3.556)"
08-01-2023 17:15:02.249201,"(51.0, 440.0, 247.5)","(21.0, 95.0, 49.46153846153847)","(91.0, 580.0, 453.75)","(2.5, 3.5, 2.680952380952381)","(2.35, 3.85, 2.445535714285714)","(26.0, 130.0, 66.61538461538461)","(41.0, 330.0, 154.8)","(2.9, 4.6, 3.556)"
08-01-2023 17:15:03.525970,"(51.0, 440.0, 247.5)","(21.0, 95.0, 49.46153846153847)","(91.0, 580.0, 453.75)","(2.5, 3.5, 2.680952380952381)","(2.35, 3.85, 2.445535714285714)","(26.0, 130.0, 66.61538461538461)","(41.0, 330.0, 154.8)","(2.9, 4.6, 3.556)"
08-01-2023 17:15:04.792581,"(51.0, 440.0, 247.5)","(21.0, 95.0, 58.0)","(91.0, 580.0, 453.75)","(2.5, 3.5, 2.680952380952381)","(2.35, 3.85, 2.445535714285714)","(26.0, 130.0, 66.61538461538461)","(41.0, 330.0, 154.8)","(2.9, 4.6, 3.556)"
08-01-2023 17:15:06.041737,"(51.0, 440.0, 247.5)","(21.0, 95.0, 58.0)","(91.0, 580.0, 453.75)","(2.5, 3.5, 2.680952380952381)","(2.35, 3.85, 2.445535714285714)","(26.0, 130.0, 66.61538461538461)","(41.0, 330.0, 154.8)","(2.9, 4.6, 3.556)"
08-01-2023 17:15:07.293471,"(51.0, 440.0, 247.5)","(21.0, 95.0, 58.0)","(91.0, 580.0, 453.75)","(2.5, 3.5, 2.680952380952381)","(2.35, 3.85, 2.445535714285714)","(26.0, 130.0, 66.61538461538461)","(41.0, 330.0, 154.8)","(2.9, 4.6, 3.556)"
08-01-2023 17:15:08.657366,"(51.0, 440.0, 247.5)","(21.0, 95.0, 58.0)","(91.0, 580.0, 453.75)","(2.5, 3.5, 2.680952380952381)","(2.35, 3.85, 2.445535714285714)","(26.0, 130.0, 66.61538461538461)","(41.0, 330.0, 154.8)","(2.9, 4.6, 3.556)"
08-01-2023 17:15:09.878554,"(51.0, 440.0, 247.5)","(21.0, 95.0, 58.0)","(91.0, 580.0, 453.75)","(2.5, 3.5, 2.680952380952381)","(2.35, 3.85, 2.445535714285714)","(26.0, 130.0, 66.61538461538461)","(41.0, 330.0, 154.8)","(2.9, 4.6, 3.556)"
08-01-2023 17:15:11.199055,"(51.0, 440.0, 247.5)","(21.0, 95.0, 58.0)","(91.0, 580.0, 453.75)","(2.5, 3.5, 2.680952380952381)","(2.35, 3.85, 2.445535714285714)","(26.0, 130.0, 66.61538461538461)","(41.0, 330.0, 154.8)","(2.9, 4.6, 3.556)"
08-01-2023 17:15:12.481420,"(51.0, 440.0, 247.5)","(21.0, 95.0, 58.0)","(91.0, 580.0, 453.75)","(2.5, 3.5, 2.680952380952381)","(2.35, 3.85, 2.445535714285714)","(26.0, 130.0, 66.61538461538461)","(41.0, 330.0, 154.8)","(2.9, 4.6, 3.556)"
08-01-2023 17:15:13.772701,"(51.0, 440.0, 247.5)","(21.0, 95.0, 58.0)","(91.0, 580.0, 453.75)","(2.5, 3.5, 2.680952380952381)","(2.35, 3.85, 2.445535714285714)","(26.0, 130.0, 66.61538461538461)","(41.0, 330.0, 154.8)","(2.9, 4.6, 3.556)"
08-01-2023 17:15:15.032147,"(51.0, 440.0, 247.5)","(21.0, 95.0, 58.0)","(91.0, 580.0, 453.75)","(2.5, 3.5, 2.680952380952381)","(2.35, 3.85, 2.445535714285714)","(26.0, 130.0, 66.61538461538461)","(41.0, 330.0, 154.8)","(2.9, 4.6, 3.556)"
08-01-2023 17:15:16.258878,"(51.0, 440.0, 247.5)","(21.0, 95.0, 58.0)","(91.0, 580.0, 453.75)","(2.5, 3.5, 2.680952380952381)","(2.35, 3.85, 2.445535714285714)","(26.0, 130.0, 66.61538461538461)","(41.0, 330.0, 154.8)","(2.9, 4.6, 3.556)"
08-01-2023 17:15:17.553862,"(51.0, 440.0, 247.5)","(21.0, 95.0, 58.0)","(91.0, 580.0, 453.75)","(2.5, 3.5, 2.680952380952381)","(2.35, 3.85, 2.445535714285714)","(26.0, 130.0, 66.61538461538461)","(41.0, 330.0, 154.8)","(2.9, 4.6, 3.556)"
08-01-2023 17:15:18.854849,"(51.0, 440.0, 247.5)","(21.0, 95.0, 58.0)","(91.0, 580.0, 453.75)","(2.5, 3.5, 2.680952380952381)","(2.35, 3.85, 2.445535714285714)","(26.0, 130.0, 66.61538461538461)","(41.0, 330.0, 154.8)","(2.9, 4.6, 3.556)"
08-01-2023 17:15:20.139355,"(51.0, 440.0, 247.5)","(21.0, 90.0, 63.46153846153846)","(91.0, 580.0, 453.75)","(2.5, 3.5, 2.680952380952381)","(2.35, 3.85, 2.445535714285714)","(26.0, 130.0, 66.61538461538461)","(41.0, 330.0, 154.8)","(2.9, 4.6, 3.556)"
08-01-2023 17:15:21.576847,"(51.0, 440.0, 247.5)","(21.0, 90.0, 63.46153846153846)","(91.0, 580.0, 453.75)","(2.5, 3.5, 2.680952380952381)","(2.35, 3.85, 2.445535714285714)","(26.0, 130.0, 66.61538461538461)","(41.0, 330.0, 154.8)","(2.9, 4.6, 3.556)"
08-01-2023 17:15:22.755937,"(51.0, 440.0, 247.5)","(21.0, 90.0, 63.46153846153846)","(91.0, 580.0, 453.75)","(2.5, 3.5, 2.680952380952381)","(2.35, 3.85, 2.445535714285714)","(26.0, 130.0, 66.61538461538461)","(41.0, 330.0, 154.8)","(2.9, 4.6, 3.556)"
08-01-2023 17:15:23.908393,"(51.0, 440.0, 247.5)","(21.0, 90.0, 63.46153846153846)","(91.0, 580.0, 453.75)","(2.5, 3.5, 2.680952380952381)","(2.35, 3.85, 2.445535714285714)","(26.0, 130.0, 66.61538461538461)","(41.0, 330.0, 154.8)","(2.9, 4.6, 3.556)"
08-01-2023 17:15:25.115528,"(51.0, 440.0, 247.5)","(21.0, 90.0, 63.46153846153846)","(91.0, 580.0, 453.75)","(2.5, 3.5, 2.680952380952381)","(2.35, 3.85, 2.445535714285714)","(26.0, 130.0, 66.61538461538461)","(41.0, 330.0, 154.8)","(2.9, 4.6, 3.556)"
08-01-2023 17:15:26.213176,"(51.0, 440.0, 247.5)","(21.0, 90.0, 63.46153846153846)","(91.0, 580.0, 453.75)","(2.5, 3.5, 2.680952380952381)","(2.35, 3.85, 2.445535714285714)","(26.0, 130.0, 66.61538461538461)","(41.0, 330.0, 154.8)","(2.9, 4.6, 3.556)"
08-01-2023 17:15:27.304061,"(51.0, 440.0, 247.5)","(21.0, 90.0, 63.46153846153846)","(91.0, 580.0, 453.75)","(2.5, 3.5, 2.680952380952381)","(2.35, 3.85, 2.445535714285714)","(26.0, 130.0, 66.61538461538461)","(41.0, 330.0, 154.8)","(2.9, 4.6, 3.556)"
08-01-2023 17:15:28.481948,"(51.0, 440.0, 247.5)","(21.0, 90.0, 63.46153846153846)","(91.0, 580.0, 496.66666666666663)","(2.5, 3.5, 2.680952380952381)","(2.35, 3.85, 2.445535714285714)","(26.0, 130.0, 66.61538461538461)","(41.0, 330.0, 154.8)","(2.9, 4.6, 3.556)"
08-01-2023 17:15:29.805698,"(51.0, 440.0, 250.0)","(21.0, 90.0, 63.46153846153846)","(91.0, 580.0, 524.4444444444445)","(2.5, 3.5, 2.680952380952381)","(2.35, 3.85, 2.445535714285714)","(26.0, 130.0, 66.61538461538461)","(41.0, 330.0, 154.8)","(2.9, 4.6, 3.556)"
08-01-2023 17:15:31.034501,"(51.0, 440.0, 250.0)","(21.0, 90.0, 55.5)","(91.0, 580.0, 524.4444444444445)","(2.5, 3.5, 2.680952380952381)","(2.35, 3.85, 2.445535714285714)","(26.0, 130.0, 66.61538461538461)","(41.0, 330.0, 154.8)","(2.9, 4.6, 3.556)"
08-01-2023 17:15:32.194937,"(51.0, 440.0, 250.0)","(21.0, 90.0, 55.5)","(91.0, 580.0, 524.4444444444445)","(2.5, 3.5, 2.680952380952381)","(2.35, 3.85, 2.445535714285714)","(26.0, 130.0, 66.61538461538461)","(41.0, 330.0, 154.8)","(2.9, 4.6, 3.556)"
08-01-2023 17:15:33.356418,"(51.0, 440.0, 250.0)","(21.0, 90.0, 55.5)","(91.0, 580.0, 524.4444444444445)","(2.5, 3.5, 2.680952380952381)","(2.35, 3.85, 2.445535714285714)","(26.0, 130.0, 66.61538461538461)","(41.0, 330.0, 154.8)","(2.9, 4.6, 3.556)"
08-01-2023 17:15:34.571562,"(51.0, 440.0, 250.0)","(21.0, 90.0, 55.5)","(91.0, 580.0, 524.4444444444445)","(2.5, 3.5, 2.680952380952381)","(2.35, 3.85, 2.445535714285714)","(26.0, 130.0, 66.61538461538461)","(41.0, 330.0, 154.8)","(2.9, 4.6, 3.556)"
08-01-2023 17:15:35.852310,"(51.0, 440.0, 250.0)","(21.0, 90.0, 55.5)","(91.0, 580.0, 524.4444444444445)","(2.5, 3.5, 2.680952380952381)","(2.35, 3.85, 2.445535714285714)","(26.0, 130.0, 66.61538461538461)","(41.0, 330.0, 154.8)","(2.9, 4.6, 3.556)"
08-01-2023 17:15:37.127830,"(51.0, 440.0, 250.0)","(21.0, 90.0, 55.5)","(91.0, 580.0, 524.4444444444445)","(2.5, 3.5, 2.680952380952381)","(2.35, 3.85, 2.445535714285714)","(26.0, 130.0, 66.61538461538461)","(41.0, 330.0, 154.8)","(2.9, 4.6, 3.556)"
08-01-2023 17:15:38.362023,"(51.0, 440.0, 250.0)","(21.0, 90.0, 55.5)","(91.0, 580.0, 524.4444444444445)","(2.5, 3.5, 2.680952380952381)","(2.35, 3.85, 2.445535714285714)","(26.0, 130.0, 66.61538461538461)","(41.0, 330.0, 154.8)","(2.9, 4.6, 3.556)"
08-01-2023 17:15:39.627221,"(51.0, 440.0, 250.0)","(21.0, 90.0, 41.27272727272727)","(91.0, 580.0, 524.4444444444445)","(2.5, 3.5, 2.680952380952381)","(2.35, 3.85, 2.445535714285714)","(26.0, 130.0, 66.61538461538461)","(41.0, 330.0, 154.8)","(2.9, 4.6, 3.556)"
08-01-2023 17:15:40.958747,"(51.0, 440.0, 250.0)","(21.0, 90.0, 41.27272727272727)","(91.0, 580.0, 524.4444444444445)","(2.5, 3.5, 2.680952380952381)","(2.35, 3.85, 2.445535714285714)","(26.0, 130.0, 66.61538461538461)","(41.0, 330.0, 154.8)","(2.9, 4.6, 3.556)"
08-01-2023 17:15:42.309354,"(51.0, 440.0, 250.0)","(21.0, 90.0, 41.27272727272727)","(91.0, 580.0, 524.4444444444445)","(2.5, 3.5, 2.680952380952381)","(2.35, 3.85, 2.445535714285714)","(26.0, 130.0, 66.61538461538461)","(41.0, 330.0, 154.8)","(2.9, 4.6, 3.556)"
08-01-2023 17:15:43.697120,"(51.0, 440.0, 250.0)","(21.0, 90.0, 41.27272727272727)","(91.0, 580.0, 524.4444444444445)","(2.5, 3.5, 2.680952380952381)","(2.35, 3.85, 2.445535714285714)","(26.0, 130.0, 66.61538461538461)","(41.0, 330.0, 154.8)","(2.9, 4.6, 3.556)"
08-01-2023 17:15:45.062586,"(51.0, 440.0, 250.0)","(21.0, 90.0, 41.27272727272727)","(91.0, 580.0, 524.4444444444445)","(2.5, 3.5, 2.680952380952381)","(2.35, 3.85, 2.445535714285714)","(26.0, 130.0, 66.61538461538461)","(41.0, 330.0, 154.8)","(2.9, 4.6, 3.556)"
08-01-2023 17:15:46.378971,"(51.0, 440.0, 250.0)","(21.0, 90.0, 41.27272727272727)","(91.0, 580.0, 524.4444444444445)","(2.5, 3.5, 2.680952380952381)","(2.35, 3.85, 2.445535714285714)","(26.0, 130.0, 66.61538461538461)","(41.0, 330.0, 154.8)","(2.9, 4.6, 3.556)"
08-01-2023 17:15:48.012424,"(51.0, 440.0, 250.0)","(21.0, 90.0, 41.27272727272727)","(91.0, 580.0, 524.4444444444445)","(2.5, 3.5, 2.680952380952381)","(2.35, 3.85, 2.445535714285714)","(26.0, 130.0, 66.61538461538461)","(41.0, 330.0, 154.8)","(2.9, 4.6, 3.556)"
