,Our Girl Daisy,Off Switch,Nova Cascade,Juicy Que,Ripplebrook Snip
11-01-2023 14:28:13.047768,"(7.5, 13.5, 13.013513513513514)","(1.7, 1.81, 1.8045454545454547)","(21.0, 48.0, 45.54545454545455)","(2.8, 3.9, 3.658333333333333)","(8.5, 16.0, 14.272727272727273)"
11-01-2023 14:28:14.136764,"(7.5, 13.5, 13.013513513513514)","(1.7, 1.81, 1.8045454545454547)","(21.0, 48.0, 47.111111111111114)","(2.8, 3.9, 3.65625)","(8.5, 16.0, 14.272727272727273)"
11-01-2023 14:28:15.306964,"(7.5, 13.5, 13.013513513513514)","(1.7, 1.81, 1.8064705882352943)","(21.0, 48.0, 47.111111111111114)","(2.8, 3.9, 3.65625)","(8.5, 16.0, 14.022727272727273)"
11-01-2023 14:28:16.506135,"(7.5, 13.5, 13.013513513513514)","(1.7, 1.81, 1.8064705882352943)","(21.0, 48.0, 46.3125)","(2.8, 3.9, 3.65625)","(8.5, 16.0, 14.022727272727273)"
11-01-2023 14:28:17.701503,"(7.5, 13.5, 13.013513513513514)","(1.7, 1.81, 1.8064705882352943)","(21.0, 48.0, 47.111111111111114)","(2.8, 3.9, 3.65625)","(8.5, 16.0, 14.022727272727273)"
11-01-2023 14:28:18.741902,"(7.5, 13.5, 13.013513513513514)","(1.7, 1.81, 1.8064705882352943)","(21.0, 48.0, 46.3125)","(2.8, 3.9, 3.65625)","(8.5, 16.0, 14.022727272727273)"
11-01-2023 14:28:19.874111,"(7.5, 13.5, 13.013513513513514)","(1.7, 1.81, 1.7855555555555556)","(21.0, 48.0, 45.0)","(2.8, 3.9, 3.65625)","(8.5, 16.0, 15.083333333333334)"
11-01-2023 14:28:21.458963,"(7.5, 13.5, 13.013513513513514)","(1.7, 1.81, 1.7842857142857143)","(21.0, 48.0, 45.714285714285715)","(2.8, 3.9, 3.65625)","(8.5, 15.5, 14.630434782608695)"
11-01-2023 14:28:22.793738,"(7.5, 13.5, 13.013513513513514)","(1.7, 1.81, 1.7851724137931035)","(21.0, 48.0, 46.44444444444444)","(2.8, 3.9, 3.65625)","(8.5, 15.5, 13.693548387096774)"
11-01-2023 14:28:23.941320,"(7.5, 13.5, 13.013513513513514)","(1.7, 1.81, 1.7851724137931035)","(21.0, 48.0, 46.44444444444444)","(2.8, 3.9, 3.65625)","(8.5, 15.5, 13.434782608695652)"
11-01-2023 14:28:25.082481,"(7.5, 13.5, 13.013513513513514)","(1.7, 1.81, 1.7851724137931035)","(21.0, 48.0, 45.75)","(2.8, 3.9, 3.65625)","(8.5, 15.5, 12.8125)"
11-01-2023 14:28:26.253653,"(7.5, 13.5, 13.013513513513514)","(1.7, 1.81, 1.7851724137931035)","(21.0, 48.0, 46.44444444444444)","(2.8, 3.9, 3.6569444444444446)","(8.5, 15.0, 12.613636363636363)"
11-01-2023 14:28:27.314651,"(7.5, 13.5, 13.013513513513514)","(1.7, 1.81, 1.7851724137931035)","(21.0, 48.0, 54.85714285714286)","(2.8, 3.9, 3.6569444444444446)","(8.5, 15.0, 12.613636363636363)"
11-01-2023 14:28:28.334298,"(7.5, 13.5, 13.013513513513514)","(1.7, 1.81, 1.7851724137931035)","(21.0, 60.0, 57.92307692307692)","(2.8, 3.9, 3.6569444444444446)","(8.5, 15.0, 12.619047619047619)"
11-01-2023 14:28:29.318030,"(7.5, 13.5, 13.013513513513514)","(1.7, 1.81, 1.7851724137931035)","(21.0, 60.0, 53.14285714285714)","(2.8, 3.9, 3.6567567567567565)","(8.5, 15.0, 12.580645161290322)"
11-01-2023 14:28:30.500061,"(7.5, 13.5, 13.013513513513514)","(1.7, 1.81, 1.7851724137931035)","(21.0, 60.0, 53.14285714285714)","(2.8, 3.9, 3.6567567567567565)","(8.5, 15.0, 12.560975609756097)"
11-01-2023 14:28:31.615186,"(7.5, 13.5, 13.013513513513514)","(1.7, 1.81, 1.7851724137931035)","(21.0, 60.0, 54.94736842105263)","(2.8, 3.9, 3.6567567567567565)","(8.5, 15.0, 12.560975609756097)"
11-01-2023 14:28:32.512846,"(7.5, 13.5, 13.013513513513514)","(1.7, 1.81, 1.7851724137931035)","(21.0, 60.0, 54.94736842105263)","(2.8, 3.9, 3.6567567567567565)","(8.5, 15.0, 12.560975609756097)"
11-01-2023 14:28:33.391380,"(7.5, 13.5, 13.013513513513514)","(1.7, 1.81, 1.7851724137931035)","(21.0, 60.0, 54.94736842105263)","(2.8, 3.9, 3.6567567567567565)","(8.5, 15.0, 13.11320754716981)"
11-01-2023 14:28:34.409542,"(7.5, 13.5, 13.013513513513514)","(1.7, 1.81, 1.800769230769231)","(21.0, 60.0, 54.94736842105263)","(2.8, 3.9, 3.6567567567567565)","(8.5, 15.0, 12.959183673469388)"
11-01-2023 14:28:35.415582,"(7.5, 13.5, 13.013513513513514)","(1.7, 1.81, 1.8014285714285714)","(21.0, 60.0, 54.94736842105263)","(2.8, 3.9, 3.6567567567567565)","(8.5, 15.0, 12.727272727272727)"
11-01-2023 14:28:36.294327,"(8.0, 13.5, 13.013513513513514)","(1.7, 1.81, 1.8046153846153847)","(26.0, 60.0, 54.94736842105263)","(2.8, 3.9, 3.6567567567567565)","(9.0, 15.0, 12.727272727272727)"
11-01-2023 14:28:37.294764,"(8.0, 13.5, 12.833333333333334)","(1.7, 1.78, 1.7765)","(26.0, 60.0, 50.76923076923077)","(2.8, 3.9, 3.6564102564102563)","(9.0, 15.0, 13.048780487804878)"
11-01-2023 14:28:38.531465,"(8.0, 13.5, 13.136363636363637)","(1.7, 1.78, 1.7773684210526317)","(26.0, 60.0, 54.94736842105263)","(2.8, 3.9, 3.656578947368421)","(9.0, 15.0, 13.048780487804878)"
11-01-2023 14:28:39.629285,"(8.0, 13.5, 13.136363636363637)","(1.7, 1.78, 1.7773684210526317)","(26.0, 60.0, 54.94736842105263)","(2.8, 3.9, 3.6567567567567565)","(9.0, 15.0, 13.052631578947368)"
11-01-2023 14:28:40.580597,"(8.0, 13.5, 13.136363636363637)","(1.7, 1.78, 1.7779166666666666)","(26.0, 60.0, 54.94736842105263)","(2.8, 3.9, 3.6567567567567565)","(9.0, 15.0, 13.425531914893616)"
11-01-2023 14:28:41.542015,"(8.0, 13.5, 13.220930232558139)","(1.7, 1.78, 1.7779166666666666)","(26.0, 60.0, 54.94736842105263)","(2.8, 3.9, 3.6567567567567565)","(9.0, 15.0, 13.333333333333334)"
11-01-2023 14:28:42.521246,"(8.0, 13.5, 13.220930232558139)","(1.7, 1.78, 1.7764285714285715)","(26.0, 60.0, 54.94736842105263)","(2.8, 3.9, 3.6567567567567565)","(9.0, 15.0, 13.214285714285714)"
11-01-2023 14:28:43.531236,"(8.0, 13.5, 13.175675675675675)","(1.7, 1.81, 1.792857142857143)","(26.0, 60.0, 54.94736842105263)","(2.8, 3.9, 3.6567567567567565)","(9.0, 15.0, 13.571428571428571)"
11-01-2023 14:28:44.675630,"(8.0, 13.5, 13.175675675675675)","(1.7, 1.81, 1.792857142857143)","(26.0, 60.0, 54.94736842105263)","(2.8, 3.9, 3.705)","(9.0, 15.0, 13.26086956521739)"
11-01-2023 14:28:45.740642,"(8.0, 13.5, 13.175675675675675)","(1.7, 1.81, 1.792857142857143)","(26.0, 60.0, 54.94736842105263)","(2.8, 3.9, 3.7054054054054055)","(9.0, 15.0, 13.75)"
11-01-2023 14:28:46.763123,"(8.0, 13.5, 13.227272727272727)","(1.7, 1.78, 1.7764285714285715)","(26.0, 60.0, 52.36363636363636)","(2.8, 3.9, 3.7054054054054055)","(9.0, 15.0, 13.125)"
11-01-2023 14:28:47.897815,"(8.0, 14.5, 14.178571428571429)","(1.7, 1.78, 1.7758620689655173)","(26.0, 60.0, 54.75)","(2.8, 3.9, 3.7054054054054055)","(9.0, 15.0, 12.777777777777779)"
11-01-2023 14:28:48.989217,"(8.0, 14.5, 14.1)","(1.7, 1.78, 1.7758620689655173)","(26.0, 60.0, 54.75)","(2.8, 3.9, 3.7054054054054055)","(9.0, 15.0, 12.826086956521738)"
11-01-2023 14:28:50.008934,"(8.0, 14.5, 14.26923076923077)","(1.7, 1.78, 1.7758620689655173)","(26.0, 60.0, 54.75)","(2.8, 3.9, 3.7054054054054055)","(9.0, 15.0, 13.4375)"
11-01-2023 14:28:51.021608,"(8.0, 14.5, 14.333333333333334)","(1.7, 1.78, 1.7758620689655173)","(26.0, 60.0, 54.75)","(2.8, 3.9, 3.7054054054054055)","(9.0, 15.0, 13.4375)"
11-01-2023 14:28:51.993316,"(8.0, 14.5, 14.3)","(1.7, 1.79, 1.7876)","(26.0, 60.0, 54.75)","(2.8, 3.9, 3.7054054054054055)","(9.0, 15.0, 12.931034482758621)"
11-01-2023 14:28:52.970009,"(8.0, 14.5, 14.147058823529411)","(1.7, 1.79, 1.7876)","(26.0, 60.0, 56.0)","(2.8, 3.9, 3.7054054054054055)","(9.0, 15.0, 12.777777777777779)"
11-01-2023 14:28:53.929011,"(8.0, 14.5, 14.3)","(1.7, 1.79, 1.7876)","(26.0, 60.0, 56.0)","(2.8, 3.9, 3.7054054054054055)","(9.0, 15.0, 12.777777777777779)"
11-01-2023 14:28:54.793429,"(8.0, 14.5, 14.34)","(1.7, 1.77, 1.7633333333333334)","(26.0, 60.0, 55.8)","(2.8, 3.9, 3.7054054054054055)","(9.0, 15.0, 13.125)"
11-01-2023 14:28:55.722684,"(8.0, 14.5, 14.41304347826087)","(1.7, 1.8, 1.796551724137931)","(26.0, 60.0, 55.333333333333336)","(2.8, 3.6, 3.4641025641025642)","(9.0, 15.0, 13.235294117647058)"
11-01-2023 14:28:56.690241,"(8.0, 14.0, 13.716666666666667)","(1.7, 1.81, 1.774)","(26.0, 60.0, 55.2)","(2.8, 3.6, 3.461637931034483)","(9.0, 15.0, 12.619047619047619)"
11-01-2023 14:28:57.747048,"(8.0, 14.0, 13.716666666666667)","(1.7, 1.81, 1.7925)","(26.0, 60.0, 58.38461538461539)","(2.8, 3.6, 3.5166666666666666)","(9.0, 15.0, 14.0625)"
11-01-2023 14:28:58.794118,"(8.0, 14.0, 13.870967741935484)","(1.7, 1.82, 1.7844444444444445)","(26.0, 60.0, 56.38709677419355)","(2.8, 3.6, 3.3857142857142857)","(9.0, 15.0, 14.6)"
11-01-2023 14:28:59.878881,"(8.0, 15.0, 14.863636363636363)","(1.7, 1.82, 1.7844444444444445)","(26.0, 60.0, 58.38461538461539)","(2.8, 3.6, 3.411111111111111)","(9.0, 15.0, 14.6)"
11-01-2023 14:29:00.967014,"(8.0, 15.0, 14.653846153846153)","(1.7, 1.82, 1.8)","(26.0, 60.0, 56.38709677419355)","(2.8, 3.6, 3.3545454545454545)","(9.0, 15.0, 14.625)"
11-01-2023 14:29:01.977292,"(8.0, 15.0, 14.289473684210526)","(1.7, 1.82, 1.8)","(26.0, 60.0, 58.38461538461539)","(2.8, 3.6, 3.3529411764705883)","(9.0, 15.0, 14.0)"
11-01-2023 14:29:02.927886,"(8.0, 15.0, 14.25)","(1.7, 1.82, 1.8133333333333335)","(26.0, 60.0, 58.38461538461539)","(2.8, 3.6, 3.3529411764705883)","(9.0, 15.0, 14.0)"
11-01-2023 14:29:03.937101,"(8.0, 15.0, 14.25)","(1.7, 1.82, 1.8066666666666666)","(26.0, 60.0, 58.38461538461539)","(2.8, 3.6, 3.3545454545454545)","(9.0, 15.0, 14.0)"
11-01-2023 14:29:05.088315,"(8.0, 15.0, 14.485714285714286)","(1.7, 1.82, 1.8066666666666666)","(26.0, 60.0, 58.38461538461539)","(2.8, 3.6, 3.3545454545454545)","(9.0, 15.0, 14.454545454545455)"
11-01-2023 14:29:06.286608,"(8.0, 15.0, 14.574468085106384)","(1.7, 1.82, 1.8)","(26.0, 60.0, 56.38709677419355)","(2.8, 3.6, 3.3833333333333333)","(9.0, 15.0, 14.0)"
11-01-2023 14:29:07.366985,"(9.0, 15.0, 14.574468085106384)","(1.65, 1.82, 1.8)","(31.0, 60.0, 56.38709677419355)","(2.8, 3.6, 3.3833333333333333)","(9.0, 15.0, 14.59090909090909)"
11-01-2023 14:29:08.484606,"(9.0, 15.0, 14.512195121951219)","(1.65, 1.82, 1.8)","(31.0, 60.0, 58.38461538461539)","(2.8, 3.6, 3.3833333333333333)","(9.0, 15.0, 14.25)"
11-01-2023 14:29:09.622604,"(9.0, 15.0, 14.512195121951219)","(1.65, 1.82, 1.7994444444444444)","(31.0, 60.0, 56.38709677419355)","(2.8, 3.6, 3.3771428571428572)","(9.0, 15.0, 14.625)"
11-01-2023 14:29:10.722749,"(9.0, 15.0, 14.512195121951219)","(1.65, 1.83, 1.7876923076923077)","(31.0, 60.0, 56.38709677419355)","(2.8, 3.6, 3.3771428571428572)","(9.0, 15.0, 14.625)"
11-01-2023 14:29:11.758219,"(9.0, 15.0, 14.604166666666666)","(1.65, 1.83, 1.7976470588235294)","(31.0, 60.0, 58.38461538461539)","(2.8, 3.6, 3.3771428571428572)","(9.0, 15.0, 14.4)"
11-01-2023 14:29:12.849808,"(9.0, 15.0, 14.58695652173913)","(1.65, 1.83, 1.8025)","(31.0, 60.0, 58.38461538461539)","(2.8, 3.6, 3.422727272727273)","(9.0, 15.0, 14.4)"
11-01-2023 14:29:13.915928,"(9.0, 15.0, 14.58695652173913)","(1.65, 1.83, 1.793076923076923)","(31.0, 60.0, 57.23076923076923)","(2.8, 3.45, 3.423529411764706)","(9.0, 15.0, 14.4)"
11-01-2023 14:29:15.166205,"(9.0, 15.0, 14.58695652173913)","(1.65, 1.83, 1.8025)","(31.0, 60.0, 57.23076923076923)","(2.8, 3.45, 3.423529411764706)","(9.0, 15.0, 14.857142857142858)"
11-01-2023 14:29:16.403893,"(9.0, 15.0, 14.703125)","(1.65, 1.83, 1.8116666666666668)","(31.0, 60.0, 54.666666666666664)","(2.8, 3.45, 3.428571428571429)","(9.0, 15.0, 14.857142857142858)"
11-01-2023 14:29:17.464959,"(9.0, 15.0, 14.795454545454545)","(1.65, 1.81, 1.794)","(31.0, 60.0, 58.0)","(2.8, 3.45, 3.431818181818182)","(9.0, 18.5, 17.045454545454547)"
11-01-2023 14:29:18.557234,"(9.0, 15.0, 14.795454545454545)","(1.65, 1.81, 1.7823076923076924)","(31.0, 60.0, 54.94736842105263)","(2.8, 3.45, 3.392857142857143)","(9.0, 18.0, 15.454545454545455)"
11-01-2023 14:29:19.653917,"(9.0, 15.0, 14.795454545454545)","(1.65, 1.81, 1.7823076923076924)","(31.0, 60.0, 53.14285714285714)","(2.8, 3.45, 3.3978260869565218)","(9.0, 18.0, 16.133333333333333)"
11-01-2023 14:29:20.721595,"(9.0, 15.0, 14.82)","(1.65, 1.81, 1.773076923076923)","(31.0, 60.0, 53.14285714285714)","(2.8, 3.45, 3.392857142857143)","(9.0, 18.0, 16.63888888888889)"
11-01-2023 14:29:21.776731,"(9.0, 15.0, 14.82)","(1.65, 1.81, 1.772857142857143)","(31.0, 60.0, 56.0)","(2.8, 3.45, 3.392857142857143)","(9.0, 18.0, 15.130434782608695)"
11-01-2023 14:29:22.823459,"(9.0, 15.0, 14.82)","(1.65, 1.81, 1.772857142857143)","(31.0, 60.0, 53.14285714285714)","(2.8, 3.45, 3.375)","(9.0, 18.0, 15.130434782608695)"
11-01-2023 14:29:23.888426,"(9.0, 15.0, 14.775)","(1.65, 1.81, 1.774)","(31.0, 60.0, 53.14285714285714)","(2.8, 3.45, 3.3978260869565218)","(9.0, 18.0, 15.724137931034482)"
11-01-2023 14:29:24.940021,"(9.0, 15.0, 14.775)","(1.65, 1.81, 1.772857142857143)","(31.0, 60.0, 56.0)","(2.8, 3.45, 3.37)","(9.0, 18.0, 15.724137931034482)"
11-01-2023 14:29:25.922247,"(9.0, 15.0, 14.735294117647058)","(1.65, 1.81, 1.799090909090909)","(31.0, 60.0, 53.14285714285714)","(2.8, 3.45, 3.37)","(9.0, 18.0, 15.724137931034482)"
11-01-2023 14:29:26.849417,"(9.0, 15.0, 14.735294117647058)","(1.65, 1.81, 1.799090909090909)","(31.0, 60.0, 53.14285714285714)","(2.8, 3.45, 3.37)","(9.0, 18.0, 15.724137931034482)"
11-01-2023 14:29:27.852714,"(9.0, 15.0, 14.1)","(1.65, 1.81, 1.8033333333333335)","(31.0, 60.0, 56.0)","(2.8, 3.45, 3.3794117647058823)","(9.0, 18.0, 15.625)"
11-01-2023 14:29:28.867570,"(9.0, 15.0, 14.071428571428571)","(1.65, 1.81, 1.799090909090909)","(31.0, 60.0, 53.14285714285714)","(2.8, 3.45, 3.3642857142857143)","(9.0, 17.5, 15.59090909090909)"
11-01-2023 14:29:29.865024,"(10.0, 15.0, 14.09090909090909)","(1.6, 1.81, 1.8033333333333335)","(31.0, 60.0, 51.78947368421053)","(2.8, 3.45, 3.3870370370370373)","(10.0, 17.5, 15.31081081081081)"
11-01-2023 14:29:30.849990,"(10.0, 15.0, 14.222222222222221)","(1.6, 1.8, 1.7933333333333334)","(31.0, 60.0, 51.78947368421053)","(2.8, 3.45, 3.3870370370370373)","(10.0, 17.5, 15.475)"
11-01-2023 14:29:31.841832,"(10.0, 15.0, 14.222222222222221)","(1.6, 1.8, 1.7933333333333334)","(31.0, 60.0, 51.78947368421053)","(2.8, 3.45, 3.4147058823529415)","(10.0, 17.5, 15.892857142857142)"
11-01-2023 14:29:32.811342,"(10.0, 15.0, 14.25)","(1.6, 1.78, 1.7704761904761905)","(31.0, 60.0, 51.78947368421053)","(2.8, 3.45, 3.4175675675675676)","(10.0, 17.5, 15.96590909090909)"
11-01-2023 14:29:33.842156,"(10.0, 15.0, 14.423076923076923)","(1.6, 1.78, 1.7672727272727273)","(31.0, 60.0, 51.78947368421053)","(2.8, 3.45, 3.4175675675675676)","(10.0, 17.5, 15.96590909090909)"
11-01-2023 14:29:34.864634,"(10.0, 15.0, 14.25)","(1.6, 1.78, 1.7662068965517241)","(31.0, 60.0, 49.89473684210526)","(2.8, 3.45, 3.4038461538461537)","(10.0, 17.5, 15.96590909090909)"
11-01-2023 14:29:35.819473,"(10.0, 15.0, 14.423076923076923)","(1.6, 1.78, 1.768)","(31.0, 60.0, 49.89473684210526)","(2.8, 3.45, 3.4038461538461537)","(10.0, 17.5, 15.96590909090909)"
11-01-2023 14:29:36.786400,"(10.0, 15.0, 14.166666666666666)","(1.6, 1.79, 1.7857142857142858)","(31.0, 60.0, 49.89473684210526)","(2.8, 3.45, 3.403846153846154)","(10.0, 17.5, 16.272727272727273)"
11-01-2023 14:29:37.723242,"(10.0, 15.0, 14.545454545454545)","(1.6, 1.79, 1.789090909090909)","(31.0, 60.0, 49.89473684210526)","(2.8, 3.45, 3.403846153846154)","(10.0, 17.5, 16.272727272727273)"
11-01-2023 14:29:38.697200,"(10.0, 15.0, 14.166666666666666)","(1.6, 1.81, 1.8055737704918033)","(31.0, 60.0, 48.36363636363637)","(2.8, 3.45, 3.403846153846154)","(10.0, 17.5, 16.272727272727273)"
11-01-2023 14:29:39.719740,"(10.0, 15.0, 14.125)","(1.6, 1.81, 1.8)","(31.0, 60.0, 49.333333333333336)","(2.8, 3.45, 3.4026315789473687)","(10.0, 17.0, 16.545454545454547)"
11-01-2023 14:29:40.641528,"(10.0, 15.0, 14.0)","(1.6, 1.81, 1.7978260869565217)","(31.0, 60.0, 49.333333333333336)","(2.8, 3.45, 3.4026315789473687)","(10.0, 17.0, 16.026315789473685)"
11-01-2023 14:29:41.666454,"(10.0, 15.0, 14.205882352941176)","(1.6, 1.81, 1.8054545454545454)","(31.0, 60.0, 49.333333333333336)","(2.8, 3.45, 3.4026315789473687)","(10.0, 16.5, 16.026315789473685)"
11-01-2023 14:29:42.698254,"(10.0, 15.0, 13.95)","(1.6, 1.82, 1.807)","(31.0, 60.0, 49.333333333333336)","(2.8, 3.45, 3.4026315789473687)","(10.0, 16.5, 16.026315789473685)"
11-01-2023 14:29:43.732072,"(10.0, 15.0, 14.3)","(1.6, 1.82, 1.807)","(31.0, 60.0, 49.333333333333336)","(2.8, 3.45, 3.4026315789473687)","(10.0, 16.5, 15.3125)"
11-01-2023 14:29:44.633183,"(10.0, 15.0, 13.846153846153847)","(1.6, 1.82, 1.8084615384615386)","(31.0, 60.0, 49.333333333333336)","(2.8, 3.45, 3.4026315789473687)","(10.0, 15.5, 15.3125)"
11-01-2023 14:29:45.622105,"(10.0, 14.5, 14.38888888888889)","(1.6, 1.82, 1.817777777777778)","(31.0, 60.0, 49.333333333333336)","(2.8, 3.45, 3.384)","(10.0, 16.0, 15.166666666666666)"
11-01-2023 14:29:46.553036,"(10.0, 14.5, 13.875)","(1.6, 1.83, 1.820909090909091)","(31.0, 60.0, 49.333333333333336)","(2.8, 3.4, 3.37)","(10.0, 15.5, 15.625)"
11-01-2023 14:29:47.559333,"(10.0, 14.5, 13.928571428571429)","(1.6, 1.85, 1.8363636363636364)","(31.0, 60.0, 49.333333333333336)","(2.8, 3.4, 3.2666666666666666)","(10.0, 16.0, 15.833333333333334)"
11-01-2023 14:29:48.559316,"(10.0, 14.5, 14.166666666666666)","(1.6, 1.86, 1.855)","(31.0, 60.0, 49.333333333333336)","(2.8, 3.3, 3.2666666666666666)","(10.0, 16.0, 15.071428571428571)"
11-01-2023 14:29:49.439773,"(10.0, 14.5, 13.928571428571429)","(1.6, 1.87, 1.8533333333333335)","(31.0, 60.0, 49.333333333333336)","(2.8, 3.25, 3.207692307692308)","(10.0, 16.5, 14.875)"
11-01-2023 14:29:50.398704,"(10.0, 14.5, 13.928571428571429)","(1.6, 1.89, 1.86)","(31.0, 60.0, 49.333333333333336)","(2.8, 3.25, 3.2092592592592593)","(10.0, 16.5, 15.333333333333334)"
11-01-2023 14:29:51.337232,"(10.0, 14.5, 13.928571428571429)","(1.6, 1.88, 1.87)","(31.0, 60.0, 49.333333333333336)","(2.8, 3.25, 3.2092592592592593)","(10.0, 16.0, 15.333333333333334)"
11-01-2023 14:29:52.331966,"(10.0, 14.5, 13.928571428571429)","(1.6, 1.88, 1.8622222222222222)","(31.0, 60.0, 41.1764705882353)","(2.8, 3.25, 3.2062500000000003)","(10.0, 16.0, 15.333333333333334)"
11-01-2023 14:29:53.302060,"(10.0, 14.5, 14.166666666666666)","(1.6, 1.91, 1.8957142857142857)","(31.0, 60.0, 44.142857142857146)","(2.8, 3.25, 3.198148148148148)","(10.0, 16.0, 14.461538461538462)"
11-01-2023 14:29:54.233911,"(10.0, 14.0, 13.875)","(1.6, 1.9, 1.8733333333333335)","(31.0, 60.0, 45.2)","(2.8, 3.25, 3.198148148148148)","(10.0, 16.0, 14.461538461538462)"
11-01-2023 14:29:55.248468,"(10.0, 14.0, 13.944444444444445)","(1.6, 1.9, 1.8788235294117648)","(31.0, 60.0, 45.2)","(2.8, 3.25, 3.2)","(10.0, 16.0, 14.461538461538462)"
11-01-2023 14:29:56.198938,"(10.0, 14.0, 13.875)","(1.6, 1.91, 1.8912499999999999)","(31.0, 55.0, 53.55555555555556)","(2.8, 3.25, 3.2)","(10.0, 16.0, 14.88888888888889)"
11-01-2023 14:29:57.222538,"(10.0, 14.0, 13.944444444444445)","(1.6, 1.9, 1.8866666666666665)","(31.0, 60.0, 45.2)","(2.8, 3.25, 3.2)","(10.0, 16.0, 14.461538461538462)"
11-01-2023 14:29:58.230901,"(10.0, 14.0, 13.875)","(1.65, 1.9, 1.8866666666666665)","(31.0, 60.0, 45.2)","(2.8, 3.25, 3.2)","(10.0, 16.0, 14.461538461538462)"
11-01-2023 14:29:59.192713,"(10.0, 14.5, 14.166666666666666)","(1.65, 1.9, 1.886153846153846)","(31.0, 60.0, 45.2)","(2.8, 3.25, 3.2)","(10.0, 16.0, 14.461538461538462)"
11-01-2023 14:30:00.157853,"(10.0, 14.5, 13.928571428571429)","(1.65, 1.91, 1.8875)","(31.0, 60.0, 45.6)","(2.8, 3.25, 3.2)","(10.0, 16.0, 14.88888888888889)"
11-01-2023 14:30:01.077082,"(10.0, 14.0, 13.916666666666666)","(1.65, 1.91, 1.8893749999999998)","(31.0, 48.0, 45.69230769230769)","(2.8, 3.25, 3.194230769230769)","(10.0, 16.0, 14.461538461538462)"
11-01-2023 14:30:02.025795,"(10.0, 13.5, 13.454545454545455)","(1.65, 1.91, 1.8930769230769229)","(31.0, 50.0, 49.111111111111114)","(2.8, 3.25, 3.1870967741935483)","(10.0, 16.0, 14.88888888888889)"
11-01-2023 14:30:03.028978,"(10.0, 13.5, 13.45)","(1.65, 1.91, 1.9049999999999998)","(31.0, 50.0, 49.111111111111114)","(2.8, 3.2, 3.1870967741935483)","(10.0, 16.0, 14.777777777777779)"
11-01-2023 14:30:03.967673,"(10.0, 13.0, 12.96)","(1.65, 1.93, 1.9039130434782607)","(31.0, 50.0, 49.111111111111114)","(2.8, 3.25, 3.2066666666666666)","(10.0, 15.0, 14.777777777777779)"
11-01-2023 14:30:05.012979,"(10.0, 13.0, 12.6)","(1.65, 1.91, 1.9047619047619047)","(31.0, 50.0, 49.111111111111114)","(2.8, 3.25, 3.2157894736842105)","(10.0, 15.0, 14.866666666666667)"
11-01-2023 14:30:05.993584,"(10.0, 13.0, 12.647058823529411)","(1.65, 1.91, 1.896153846153846)","(31.0, 50.0, 49.111111111111114)","(2.8, 3.25, 3.220833333333333)","(10.0, 16.0, 15.333333333333334)"
11-01-2023 14:30:06.961567,"(10.0, 13.0, 12.458333333333334)","(1.65, 1.91, 1.8889999999999998)","(31.0, 50.0, 49.111111111111114)","(2.8, 3.3, 3.2563829787234044)","(10.0, 16.0, 15.25)"
11-01-2023 14:30:07.992064,"(10.0, 13.0, 12.458333333333334)","(1.65, 1.91, 1.8935294117647057)","(31.0, 50.0, 49.111111111111114)","(2.8, 3.3, 3.2422535211267607)","(10.0, 16.0, 15.25)"
11-01-2023 14:30:09.004057,"(10.0, 13.0, 12.458333333333334)","(1.65, 1.91, 1.8938)","(31.0, 50.0, 49.111111111111114)","(2.8, 3.3, 3.2422535211267607)","(10.0, 16.0, 15.428571428571429)"
11-01-2023 14:30:10.019003,"(10.0, 13.0, 12.458333333333334)","(1.65, 1.91, 1.8938)","(31.0, 50.0, 49.111111111111114)","(2.8, 3.3, 3.2430555555555554)","(10.0, 16.0, 15.392857142857142)"
11-01-2023 14:30:11.104690,"(10.0, 13.0, 12.458333333333334)","(1.65, 1.91, 1.8953333333333333)","(31.0, 50.0, 49.111111111111114)","(2.8, 3.3, 3.248101265822785)","(10.0, 15.5, 15.4)"
11-01-2023 14:30:12.163623,"(10.0, 13.0, 12.558823529411764)","(1.65, 1.9, 1.893125)","(31.0, 50.0, 49.111111111111114)","(2.8, 3.3, 3.2474358974358974)","(10.0, 15.5, 15.304347826086957)"
11-01-2023 14:30:13.126681,"(10.0, 13.0, 12.558823529411764)","(1.65, 1.9, 1.8869767441860463)","(31.0, 50.0, 49.111111111111114)","(2.8, 3.3, 3.2474358974358974)","(10.0, 16.0, 15.304347826086957)"
11-01-2023 14:30:14.163427,"(10.0, 12.5, 12.125)","(1.65, 1.9, 1.8883333333333332)","(31.0, 50.0, 49.111111111111114)","(2.8, 3.3, 3.259782608695652)","(10.0, 16.0, 15.36)"
11-01-2023 14:30:15.288157,"(10.0, 12.5, 12.15)","(1.65, 1.9, 1.8898181818181816)","(31.0, 50.0, 49.111111111111114)","(2.8, 3.3, 3.271111111111111)","(10.0, 15.5, 15.428571428571429)"
11-01-2023 14:30:16.359665,"(10.0, 12.5, 12.325)","(1.65, 1.89, 1.8818181818181818)","(31.0, 42.0, 39.0)","(2.8, 3.35, 3.3216666666666668)","(10.0, 15.5, 15.428571428571429)"
11-01-2023 14:30:17.431016,"(10.0, 13.0, 12.464285714285714)","(1.65, 1.89, 1.8711111111111112)","(31.0, 48.0, 46.90909090909091)","(2.8, 3.35, 3.311111111111111)","(10.0, 16.0, 15.214285714285714)"
