,Danny Michael,Port O Call,Wellswort,Luck Is Golden,Awkward Morning,Tams Time,Wild Wager,Stay Lit,Que Sera Sir Ralph,Vanisky
09-01-2023 09:02:40.461649,"(9.0, 34.0, 26.727272727272727)","(31.0, 80.0, 50.666666666666664)","(3.0, 3.8, 3.571428571428571)","(5.5, 6.6, 6.5249999999999995)","(20.0, 48.0, 33.0)","(31.0, 100.0, 63.5)","(31.0, 190.0, 92.66666666666666)","(21.0, 120.0, 103.27272727272727)","(4.2, 6.2, 5.92)","(3.7, 4.8, 4.533333333333333)"
09-01-2023 09:02:41.633505,"(9.0, 34.0, 26.727272727272727)","(31.0, 80.0, 50.666666666666664)","(3.0, 3.8, 3.571428571428571)","(5.5, 6.6, 6.5249999999999995)","(20.0, 48.0, 33.0)","(31.0, 100.0, 63.5)","(31.0, 190.0, 92.66666666666666)","(21.0, 120.0, 103.27272727272727)","(4.2, 6.2, 5.92)","(3.7, 4.8, 4.533333333333333)"
09-01-2023 09:02:42.909972,"(9.0, 34.0, 26.727272727272727)","(31.0, 80.0, 50.666666666666664)","(3.0, 3.8, 3.571428571428571)","(5.5, 6.6, 6.5249999999999995)","(20.0, 48.0, 33.0)","(31.0, 100.0, 63.5)","(31.0, 190.0, 92.66666666666666)","(21.0, 120.0, 103.27272727272727)","(4.2, 6.2, 5.92)","(3.7, 4.8, 4.533333333333333)"
09-01-2023 09:02:44.157847,"(9.0, 34.0, 26.727272727272727)","(31.0, 80.0, 50.666666666666664)","(3.0, 3.75, 3.4699999999999998)","(5.5, 6.6, 6.5249999999999995)","(20.0, 48.0, 33.0)","(31.0, 100.0, 63.5)","(31.0, 190.0, 92.66666666666666)","(21.0, 120.0, 103.27272727272727)","(4.2, 6.2, 5.92)","(3.7, 4.8, 4.533333333333333)"
09-01-2023 09:02:45.339724,"(9.0, 34.0, 26.727272727272727)","(31.0, 80.0, 50.666666666666664)","(3.0, 3.75, 3.4699999999999998)","(5.5, 6.6, 6.5249999999999995)","(20.0, 48.0, 33.0)","(31.0, 100.0, 63.5)","(31.0, 190.0, 92.66666666666666)","(21.0, 120.0, 103.27272727272727)","(4.2, 6.2, 5.92)","(3.7, 4.8, 4.533333333333333)"
09-01-2023 09:02:46.477314,"(9.0, 34.0, 22.857142857142858)","(31.0, 80.0, 50.666666666666664)","(3.0, 3.75, 3.4875)","(5.5, 6.6, 6.5249999999999995)","(20.0, 48.0, 33.0)","(31.0, 100.0, 63.5)","(31.0, 190.0, 92.66666666666666)","(21.0, 120.0, 103.27272727272727)","(4.2, 6.2, 5.92)","(3.7, 4.8, 4.533333333333333)"
09-01-2023 09:02:47.632965,"(9.0, 34.0, 22.857142857142858)","(31.0, 80.0, 50.666666666666664)","(3.0, 3.75, 3.4875)","(5.5, 6.6, 6.5249999999999995)","(20.0, 48.0, 32.25)","(31.0, 100.0, 63.5)","(31.0, 190.0, 92.66666666666666)","(21.0, 120.0, 103.27272727272727)","(4.2, 6.2, 5.92)","(3.7, 4.8, 4.533333333333333)"
09-01-2023 09:02:48.815003,"(9.0, 34.0, 22.857142857142858)","(31.0, 80.0, 50.666666666666664)","(3.0, 3.75, 3.4875)","(5.5, 6.6, 6.5249999999999995)","(20.0, 48.0, 32.25)","(31.0, 100.0, 63.5)","(31.0, 190.0, 92.66666666666666)","(21.0, 120.0, 103.27272727272727)","(4.2, 6.2, 5.92)","(3.7, 4.8, 4.533333333333333)"
09-01-2023 09:02:50.027314,"(9.0, 34.0, 23.142857142857142)","(31.0, 80.0, 50.666666666666664)","(3.0, 3.7, 3.55)","(5.5, 6.6, 6.5249999999999995)","(20.0, 48.0, 32.25)","(31.0, 100.0, 63.5)","(31.0, 190.0, 92.66666666666666)","(21.0, 120.0, 103.27272727272727)","(4.2, 6.2, 5.92)","(3.7, 4.8, 4.533333333333333)"
09-01-2023 09:02:51.261786,"(9.0, 34.0, 23.142857142857142)","(31.0, 80.0, 50.666666666666664)","(3.0, 3.7, 3.49)","(5.5, 6.6, 6.5249999999999995)","(20.0, 48.0, 32.25)","(31.0, 100.0, 63.5)","(31.0, 190.0, 92.66666666666666)","(21.0, 120.0, 103.27272727272727)","(4.2, 6.2, 5.92)","(3.7, 4.8, 4.533333333333333)"
09-01-2023 09:02:52.480618,"(9.0, 34.0, 23.142857142857142)","(31.0, 80.0, 50.666666666666664)","(3.0, 3.7, 3.5285714285714285)","(5.5, 6.6, 6.5249999999999995)","(20.0, 48.0, 32.25)","(31.0, 100.0, 63.5)","(31.0, 190.0, 92.66666666666666)","(21.0, 120.0, 103.27272727272727)","(4.2, 6.2, 5.92)","(3.7, 4.8, 4.533333333333333)"
09-01-2023 09:02:53.638835,"(9.0, 34.0, 23.142857142857142)","(31.0, 80.0, 50.666666666666664)","(3.0, 3.7, 3.5285714285714285)","(5.5, 6.6, 6.5249999999999995)","(20.0, 48.0, 32.25)","(31.0, 100.0, 63.5)","(31.0, 190.0, 92.66666666666666)","(21.0, 120.0, 103.27272727272727)","(4.2, 6.2, 5.92)","(3.7, 4.8, 4.533333333333333)"
09-01-2023 09:02:54.808693,"(9.0, 34.0, 23.142857142857142)","(31.0, 80.0, 50.666666666666664)","(3.0, 3.7, 3.5285714285714285)","(5.5, 6.6, 6.5249999999999995)","(20.0, 48.0, 32.25)","(31.0, 100.0, 63.5)","(31.0, 190.0, 92.66666666666666)","(21.0, 120.0, 103.27272727272727)","(4.2, 6.2, 5.92)","(3.7, 4.8, 4.533333333333333)"
09-01-2023 09:02:55.955372,"(9.0, 34.0, 23.142857142857142)","(31.0, 80.0, 50.666666666666664)","(3.0, 3.7, 3.5285714285714285)","(5.5, 6.6, 6.5249999999999995)","(20.0, 48.0, 32.25)","(31.0, 100.0, 63.5)","(31.0, 190.0, 92.66666666666666)","(21.0, 120.0, 103.27272727272727)","(4.2, 6.2, 5.92)","(3.7, 4.8, 4.533333333333333)"
09-01-2023 09:02:57.084970,"(9.0, 34.0, 23.142857142857142)","(31.0, 80.0, 50.666666666666664)","(3.0, 3.7, 3.5285714285714285)","(5.5, 6.6, 6.5249999999999995)","(20.0, 48.0, 32.25)","(31.0, 100.0, 63.5)","(31.0, 190.0, 92.66666666666666)","(21.0, 120.0, 103.27272727272727)","(4.2, 6.2, 5.92)","(3.7, 4.8, 4.533333333333333)"
09-01-2023 09:02:58.255034,"(9.0, 34.0, 23.142857142857142)","(31.0, 80.0, 50.666666666666664)","(3.0, 3.7, 3.5285714285714285)","(5.5, 6.6, 6.5249999999999995)","(20.0, 48.0, 32.25)","(26.0, 100.0, 63.5)","(31.0, 190.0, 92.66666666666666)","(21.0, 120.0, 103.27272727272727)","(4.4, 6.2, 5.92)","(3.7, 4.8, 4.533333333333333)"
09-01-2023 09:02:59.469746,"(9.0, 34.0, 23.142857142857142)","(31.0, 80.0, 50.666666666666664)","(3.0, 3.7, 3.5285714285714285)","(5.5, 6.6, 6.5249999999999995)","(20.0, 48.0, 32.25)","(26.0, 100.0, 63.5)","(31.0, 190.0, 92.66666666666666)","(21.0, 120.0, 103.27272727272727)","(4.4, 6.2, 5.92)","(3.7, 4.8, 4.533333333333333)"
09-01-2023 09:03:00.638582,"(9.0, 34.0, 23.142857142857142)","(31.0, 80.0, 50.666666666666664)","(3.0, 3.7, 3.5285714285714285)","(5.5, 6.6, 6.5249999999999995)","(20.0, 48.0, 32.25)","(26.0, 100.0, 63.5)","(31.0, 190.0, 92.66666666666666)","(21.0, 120.0, 103.27272727272727)","(4.4, 6.2, 5.9)","(3.7, 4.8, 4.533333333333333)"
09-01-2023 09:03:01.863672,"(9.0, 34.0, 23.142857142857142)","(31.0, 80.0, 50.666666666666664)","(3.0, 3.7, 3.5285714285714285)","(5.5, 6.6, 6.5249999999999995)","(20.0, 48.0, 32.25)","(26.0, 100.0, 63.5)","(31.0, 190.0, 92.66666666666666)","(21.0, 120.0, 103.27272727272727)","(4.4, 6.2, 5.9)","(3.7, 4.8, 4.533333333333333)"
09-01-2023 09:03:03.021513,"(9.0, 34.0, 23.142857142857142)","(31.0, 80.0, 50.666666666666664)","(3.0, 3.7, 3.5285714285714285)","(5.5, 6.6, 6.5249999999999995)","(20.0, 48.0, 41.25)","(26.0, 100.0, 75.66666666666666)","(31.0, 190.0, 92.66666666666666)","(21.0, 120.0, 103.27272727272727)","(4.4, 6.2, 5.9)","(3.7, 4.8, 4.533333333333333)"
09-01-2023 09:03:04.175831,"(9.0, 32.0, 23.75)","(31.0, 80.0, 69.0)","(3.0, 3.7, 3.5285714285714285)","(5.5, 6.6, 6.5249999999999995)","(20.0, 46.0, 41.25)","(26.0, 100.0, 75.66666666666666)","(31.0, 190.0, 92.66666666666666)","(21.0, 120.0, 74.5)","(4.4, 6.2, 6.266666666666667)","(3.7, 4.8, 4.533333333333333)"
09-01-2023 09:03:05.344933,"(9.0, 30.0, 22.75)","(31.0, 75.0, 65.25)","(3.0, 3.7, 3.5285714285714285)","(5.5, 6.6, 6.5249999999999995)","(20.0, 46.0, 41.25)","(26.0, 100.0, 75.66666666666666)","(31.0, 190.0, 92.66666666666666)","(21.0, 120.0, 74.5)","(4.4, 6.6, 6.3999999999999995)","(3.7, 4.8, 4.533333333333333)"
09-01-2023 09:03:06.444827,"(9.0, 30.0, 22.75)","(31.0, 75.0, 65.25)","(3.0, 3.7, 3.5285714285714285)","(5.5, 6.6, 6.5249999999999995)","(20.0, 46.0, 41.25)","(26.0, 100.0, 75.66666666666666)","(31.0, 190.0, 92.66666666666666)","(21.0, 120.0, 74.5)","(4.4, 6.6, 6.475)","(3.7, 4.8, 4.533333333333333)"
09-01-2023 09:03:07.570633,"(9.0, 30.0, 22.75)","(31.0, 75.0, 65.25)","(3.0, 3.7, 3.5285714285714285)","(5.5, 6.6, 6.5249999999999995)","(20.0, 46.0, 41.25)","(26.0, 100.0, 75.66666666666666)","(31.0, 190.0, 92.66666666666666)","(21.0, 120.0, 74.5)","(4.4, 6.6, 6.475)","(3.7, 4.8, 4.533333333333333)"
09-01-2023 09:03:08.702397,"(9.0, 30.0, 22.75)","(31.0, 75.0, 65.25)","(3.0, 3.7, 3.5285714285714285)","(5.5, 6.6, 6.5249999999999995)","(20.0, 46.0, 41.25)","(26.0, 100.0, 75.66666666666666)","(31.0, 190.0, 92.66666666666666)","(21.0, 120.0, 74.5)","(4.4, 6.6, 6.42)","(3.7, 4.8, 4.533333333333333)"
09-01-2023 09:03:09.897117,"(9.0, 30.0, 22.75)","(31.0, 75.0, 65.25)","(3.0, 3.7, 3.5285714285714285)","(5.5, 6.6, 6.5249999999999995)","(20.0, 46.0, 37.2)","(26.0, 100.0, 75.66666666666666)","(31.0, 190.0, 92.66666666666666)","(21.0, 120.0, 74.5)","(4.4, 6.6, 6.166666666666667)","(3.7, 4.8, 4.533333333333333)"
09-01-2023 09:03:11.157250,"(9.0, 29.0, 20.0)","(31.0, 70.0, 56.4)","(3.0, 3.7, 3.5285714285714285)","(5.5, 6.6, 6.5249999999999995)","(20.0, 44.0, 37.2)","(26.0, 100.0, 75.66666666666666)","(31.0, 190.0, 92.66666666666666)","(21.0, 120.0, 74.5)","(4.4, 6.4, 6.166666666666667)","(3.7, 4.8, 4.533333333333333)"
09-01-2023 09:03:12.325700,"(9.0, 29.0, 20.0)","(31.0, 70.0, 56.4)","(3.0, 3.7, 3.5285714285714285)","(5.5, 6.6, 6.5249999999999995)","(20.0, 44.0, 37.2)","(26.0, 100.0, 75.66666666666666)","(31.0, 190.0, 92.66666666666666)","(21.0, 120.0, 74.5)","(4.4, 6.4, 6.166666666666667)","(3.7, 4.8, 4.533333333333333)"
09-01-2023 09:03:13.508738,"(9.0, 29.0, 20.0)","(31.0, 70.0, 56.4)","(3.0, 3.7, 3.5285714285714285)","(5.5, 6.6, 6.5249999999999995)","(20.0, 44.0, 37.2)","(26.0, 100.0, 75.66666666666666)","(31.0, 190.0, 92.66666666666666)","(21.0, 120.0, 74.5)","(4.4, 6.4, 6.260000000000001)","(3.7, 4.8, 4.533333333333333)"
09-01-2023 09:03:14.625073,"(9.0, 29.0, 20.0)","(31.0, 70.0, 56.4)","(3.0, 3.7, 3.5285714285714285)","(5.5, 6.6, 6.5249999999999995)","(20.0, 44.0, 37.2)","(26.0, 100.0, 75.66666666666666)","(31.0, 190.0, 92.66666666666666)","(21.0, 120.0, 74.5)","(4.4, 6.4, 6.1)","(3.7, 4.8, 4.533333333333333)"
09-01-2023 09:03:15.805274,"(9.0, 29.0, 20.0)","(31.0, 70.0, 56.4)","(3.0, 3.7, 3.5285714285714285)","(5.5, 6.6, 6.5249999999999995)","(20.0, 44.0, 37.2)","(26.0, 100.0, 75.66666666666666)","(31.0, 190.0, 92.66666666666666)","(21.0, 120.0, 74.5)","(4.4, 6.4, 6.333333333333333)","(3.7, 4.8, 4.533333333333333)"
