,Danny Michael,Port O Call,Wellswort,Luck Is Golden,Awkward Morning,Tams Time,Wild Wager,Stay Lit,Que Sera Sir Ralph,Vanisky
09-01-2023 09:09:16.736257,"(14.0, 28.0, 27.5)","(26.0, 46.0, 40.0)","(3.0, 3.55, 3.506818181818182)","(4.4, 4.9, 4.840909090909091)","(21.0, 60.0, 39.77777777777778)","(31.0, 110.0, 106.66666666666667)","(31.0, 190.0, 164.28571428571428)","(21.0, 90.0, 67.0)","(6.0, 7.2, 7.133333333333334)","(3.7, 4.2, 4.1850746268656716)"
09-01-2023 09:09:17.875279,"(14.0, 28.0, 27.5)","(26.0, 46.0, 40.0)","(3.0, 3.55, 3.506818181818182)","(4.4, 4.9, 4.840909090909091)","(21.0, 60.0, 50.8)","(31.0, 110.0, 106.66666666666667)","(31.0, 190.0, 164.28571428571428)","(21.0, 90.0, 74.66666666666667)","(6.0, 7.2, 7.133333333333334)","(3.7, 4.2, 4.1850746268656716)"
09-01-2023 09:09:19.050249,"(14.0, 28.0, 27.5)","(26.0, 46.0, 40.0)","(3.0, 3.55, 3.506818181818182)","(4.4, 4.9, 4.840909090909091)","(21.0, 55.0, 50.8)","(31.0, 110.0, 106.66666666666667)","(31.0, 190.0, 164.28571428571428)","(21.0, 90.0, 74.66666666666667)","(6.0, 7.2, 7.133333333333334)","(3.7, 4.2, 4.1850746268656716)"
09-01-2023 09:09:20.222744,"(14.0, 27.0, 26.666666666666668)","(26.0, 46.0, 40.0)","(3.0, 3.55, 3.5194444444444444)","(4.4, 4.9, 4.840909090909091)","(21.0, 55.0, 50.8)","(31.0, 110.0, 106.66666666666667)","(31.0, 190.0, 164.28571428571428)","(21.0, 90.0, 74.66666666666667)","(6.0, 7.2, 7.133333333333334)","(3.7, 4.2, 4.1850746268656716)"
09-01-2023 09:09:21.416390,"(14.0, 27.0, 26.666666666666668)","(26.0, 46.0, 40.0)","(3.0, 3.55, 3.5194444444444444)","(4.4, 4.9, 4.840909090909091)","(21.0, 55.0, 50.8)","(31.0, 110.0, 106.66666666666667)","(31.0, 190.0, 164.28571428571428)","(21.0, 90.0, 74.66666666666667)","(6.0, 7.2, 7.133333333333334)","(3.7, 4.2, 4.1850746268656716)"
09-01-2023 09:09:22.642364,"(14.0, 27.0, 26.666666666666668)","(26.0, 46.0, 40.0)","(3.0, 3.55, 3.5204225352112677)","(4.4, 4.9, 4.840909090909091)","(21.0, 55.0, 50.8)","(31.0, 110.0, 106.66666666666667)","(31.0, 190.0, 164.28571428571428)","(21.0, 90.0, 74.66666666666667)","(6.0, 7.2, 7.133333333333334)","(3.7, 4.2, 4.1850746268656716)"
09-01-2023 09:09:23.817483,"(14.0, 27.0, 26.333333333333332)","(26.0, 46.0, 40.0)","(3.0, 3.55, 3.5204225352112677)","(4.4, 4.9, 4.840909090909091)","(21.0, 55.0, 50.8)","(31.0, 110.0, 106.66666666666667)","(31.0, 190.0, 164.28571428571428)","(21.0, 90.0, 74.66666666666667)","(6.0, 7.2, 7.133333333333334)","(3.7, 4.2, 4.1850746268656716)"
09-01-2023 09:09:24.927723,"(14.0, 27.0, 26.333333333333332)","(26.0, 46.0, 40.0)","(3.0, 3.55, 3.5204225352112677)","(4.4, 4.9, 4.840909090909091)","(21.0, 55.0, 50.8)","(31.0, 110.0, 106.66666666666667)","(31.0, 190.0, 164.28571428571428)","(21.0, 90.0, 74.66666666666667)","(6.0, 7.2, 7.133333333333334)","(3.7, 4.2, 4.1850746268656716)"
09-01-2023 09:09:26.112785,"(14.0, 27.0, 26.53846153846154)","(26.0, 46.0, 40.0)","(3.0, 3.55, 3.5204225352112677)","(4.4, 4.9, 4.840909090909091)","(21.0, 55.0, 50.8)","(31.0, 110.0, 106.66666666666667)","(31.0, 190.0, 164.28571428571428)","(21.0, 90.0, 74.66666666666667)","(6.0, 7.2, 7.133333333333334)","(3.7, 4.2, 4.1850746268656716)"
09-01-2023 09:09:27.267019,"(14.0, 27.0, 26.53846153846154)","(26.0, 46.0, 40.0)","(3.0, 3.55, 3.5214285714285714)","(4.4, 4.9, 4.840909090909091)","(21.0, 55.0, 50.8)","(31.0, 110.0, 106.66666666666667)","(31.0, 190.0, 164.28571428571428)","(21.0, 90.0, 76.85714285714286)","(6.0, 7.2, 7.133333333333334)","(3.7, 4.2, 4.1850746268656716)"
09-01-2023 09:09:28.399485,"(14.0, 27.0, 26.53846153846154)","(26.0, 46.0, 40.0)","(3.0, 3.55, 3.5243589743589743)","(4.4, 4.9, 4.840909090909091)","(21.0, 55.0, 50.8)","(31.0, 110.0, 106.66666666666667)","(31.0, 190.0, 164.28571428571428)","(21.0, 90.0, 76.85714285714286)","(6.0, 7.2, 7.133333333333334)","(3.7, 4.2, 4.1850746268656716)"
09-01-2023 09:09:29.564912,"(14.0, 27.0, 26.53846153846154)","(26.0, 46.0, 40.0)","(3.0, 3.55, 3.5243589743589743)","(4.4, 4.9, 4.840909090909091)","(21.0, 55.0, 50.8)","(31.0, 110.0, 106.66666666666667)","(31.0, 190.0, 164.28571428571428)","(21.0, 90.0, 76.85714285714286)","(6.0, 7.2, 7.133333333333334)","(3.6, 4.2, 4.1850746268656716)"
09-01-2023 09:09:30.771100,"(14.0, 29.0, 27.352941176470587)","(26.0, 46.0, 40.0)","(3.0, 3.55, 3.5243589743589743)","(4.4, 4.9, 4.840909090909091)","(21.0, 55.0, 50.8)","(31.0, 110.0, 106.66666666666667)","(31.0, 190.0, 164.28571428571428)","(21.0, 90.0, 63.5)","(6.0, 7.2, 7.133333333333334)","(3.6, 4.2, 4.1850746268656716)"
09-01-2023 09:09:31.959277,"(14.0, 29.0, 27.352941176470587)","(26.0, 46.0, 40.0)","(3.0, 3.55, 3.5243589743589743)","(4.4, 4.9, 4.840909090909091)","(21.0, 55.0, 50.8)","(31.0, 110.0, 106.66666666666667)","(31.0, 190.0, 164.28571428571428)","(21.0, 70.0, 63.5)","(6.0, 7.2, 7.133333333333334)","(3.6, 4.2, 4.1850746268656716)"
09-01-2023 09:09:33.164322,"(14.0, 28.0, 27.5)","(26.0, 46.0, 40.0)","(3.0, 3.55, 3.5233333333333334)","(4.4, 4.9, 4.840909090909091)","(21.0, 55.0, 53.5)","(31.0, 110.0, 106.66666666666667)","(31.0, 190.0, 164.28571428571428)","(21.0, 70.0, 57.0)","(6.0, 7.2, 7.133333333333334)","(3.6, 4.2, 4.1850746268656716)"
09-01-2023 09:09:34.309457,"(14.0, 28.0, 27.5)","(26.0, 46.0, 40.0)","(3.0, 3.55, 3.5212499999999998)","(4.4, 4.9, 4.840909090909091)","(21.0, 60.0, 53.5)","(31.0, 110.0, 106.66666666666667)","(31.0, 190.0, 164.28571428571428)","(21.0, 70.0, 57.0)","(6.0, 7.2, 7.133333333333334)","(3.6, 4.2, 4.1850746268656716)"
09-01-2023 09:09:35.444985,"(14.0, 28.0, 27.5)","(26.0, 46.0, 40.0)","(3.0, 3.55, 3.5212499999999998)","(4.4, 4.9, 4.840909090909091)","(21.0, 60.0, 53.5)","(31.0, 110.0, 106.66666666666667)","(31.0, 190.0, 164.28571428571428)","(21.0, 70.0, 57.0)","(6.0, 7.2, 7.133333333333334)","(3.6, 4.2, 4.1850746268656716)"
09-01-2023 09:09:36.605935,"(14.0, 28.0, 27.5)","(26.0, 46.0, 40.0)","(3.0, 3.55, 3.5212499999999998)","(4.4, 4.9, 4.840909090909091)","(21.0, 60.0, 41.0)","(31.0, 110.0, 106.66666666666667)","(31.0, 190.0, 164.28571428571428)","(21.0, 70.0, 51.0)","(6.0, 7.2, 7.133333333333334)","(3.6, 4.2, 4.1850746268656716)"
09-01-2023 09:09:37.801818,"(14.0, 28.0, 27.5)","(26.0, 46.0, 40.0)","(3.0, 3.55, 3.5212499999999998)","(4.4, 4.9, 4.840909090909091)","(21.0, 55.0, 40.3)","(31.0, 110.0, 106.66666666666667)","(31.0, 190.0, 164.28571428571428)","(21.0, 65.0, 51.0)","(6.0, 7.2, 7.090909090909091)","(3.6, 4.2, 4.1850746268656716)"
09-01-2023 09:09:39.027864,"(14.0, 28.0, 27.5)","(26.0, 46.0, 40.0)","(3.0, 3.55, 3.5212499999999998)","(4.4, 4.9, 4.840909090909091)","(21.0, 55.0, 38.666666666666664)","(31.0, 110.0, 106.66666666666667)","(31.0, 190.0, 156.25)","(21.0, 65.0, 51.0)","(6.0, 7.4, 7.090909090909091)","(3.6, 4.2, 4.1850746268656716)"
09-01-2023 09:09:40.211181,"(14.0, 27.0, 26.666666666666668)","(26.0, 46.0, 40.0)","(3.0, 3.55, 3.5212499999999998)","(4.4, 4.9, 4.840909090909091)","(21.0, 55.0, 38.666666666666664)","(31.0, 110.0, 106.66666666666667)","(31.0, 190.0, 156.25)","(21.0, 65.0, 51.0)","(6.0, 7.4, 7.105263157894737)","(3.6, 4.2, 4.1850746268656716)"
09-01-2023 09:09:41.375687,"(14.0, 27.0, 26.666666666666668)","(26.0, 46.0, 40.0)","(3.0, 3.55, 3.5212499999999998)","(4.4, 4.9, 4.840909090909091)","(21.0, 55.0, 38.666666666666664)","(31.0, 110.0, 106.66666666666667)","(31.0, 190.0, 156.25)","(21.0, 65.0, 51.0)","(6.0, 7.4, 7.2)","(3.6, 4.2, 4.1850746268656716)"
09-01-2023 09:09:42.528808,"(14.0, 27.0, 26.666666666666668)","(26.0, 46.0, 40.0)","(3.0, 3.55, 3.5212499999999998)","(4.4, 4.9, 4.840909090909091)","(21.0, 55.0, 38.666666666666664)","(31.0, 110.0, 106.66666666666667)","(31.0, 190.0, 156.25)","(21.0, 65.0, 51.0)","(6.0, 7.4, 7.2)","(3.6, 4.2, 4.1850746268656716)"
09-01-2023 09:09:43.688205,"(14.0, 29.0, 27.857142857142858)","(26.0, 46.0, 40.0)","(3.0, 3.55, 3.5212499999999998)","(4.4, 4.9, 4.840909090909091)","(21.0, 55.0, 38.666666666666664)","(31.0, 110.0, 106.66666666666667)","(31.0, 190.0, 156.25)","(21.0, 65.0, 51.0)","(6.0, 7.4, 7.2)","(3.6, 4.2, 4.1850746268656716)"
09-01-2023 09:09:44.798803,"(14.0, 29.0, 27.857142857142858)","(26.0, 46.0, 40.0)","(3.0, 3.55, 3.5212499999999998)","(4.4, 4.9, 4.840909090909091)","(21.0, 55.0, 38.666666666666664)","(31.0, 110.0, 106.66666666666667)","(31.0, 190.0, 156.25)","(21.0, 65.0, 54.5)","(6.0, 7.4, 7.2)","(3.6, 4.2, 4.1850746268656716)"
09-01-2023 09:09:45.946676,"(14.0, 28.0, 27.5)","(26.0, 46.0, 40.0)","(3.0, 3.55, 3.5184931506849315)","(4.4, 4.9, 4.840909090909091)","(21.0, 55.0, 38.666666666666664)","(31.0, 110.0, 106.66666666666667)","(31.0, 190.0, 156.25)","(21.0, 65.0, 54.5)","(6.0, 7.4, 7.2)","(3.6, 4.2, 4.1850746268656716)"
09-01-2023 09:09:47.100452,"(14.0, 28.0, 27.5)","(26.0, 46.0, 40.0)","(3.0, 3.55, 3.5262886597938143)","(4.4, 4.9, 4.840909090909091)","(21.0, 55.0, 38.666666666666664)","(31.0, 110.0, 106.66666666666667)","(31.0, 190.0, 156.25)","(21.0, 65.0, 54.5)","(6.0, 7.4, 7.246153846153846)","(3.6, 4.2, 4.1850746268656716)"
09-01-2023 09:09:48.314560,"(14.0, 28.0, 27.5)","(26.0, 46.0, 40.0)","(3.0, 3.55, 3.5262886597938143)","(4.4, 4.9, 4.840909090909091)","(21.0, 55.0, 41.0)","(31.0, 110.0, 106.66666666666667)","(31.0, 190.0, 156.25)","(21.0, 65.0, 52.8)","(6.0, 7.4, 7.246153846153846)","(3.6, 4.2, 4.1850746268656716)"
09-01-2023 09:09:49.514105,"(14.0, 28.0, 27.5)","(26.0, 46.0, 40.0)","(3.0, 3.55, 3.5116666666666667)","(4.4, 4.9, 4.840909090909091)","(21.0, 55.0, 41.0)","(31.0, 110.0, 106.66666666666667)","(31.0, 190.0, 150.0)","(21.0, 55.0, 52.8)","(6.0, 7.4, 7.246153846153846)","(3.6, 4.2, 4.17037037037037)"
09-01-2023 09:09:50.736264,"(14.0, 28.0, 27.5)","(26.0, 46.0, 43.333333333333336)","(3.0, 3.55, 3.5116666666666667)","(4.4, 4.9, 4.840909090909091)","(21.0, 55.0, 44.666666666666664)","(31.0, 110.0, 92.5)","(31.0, 190.0, 110.83333333333333)","(21.0, 55.0, 52.8)","(6.0, 7.4, 7.246153846153846)","(3.6, 4.2, 4.161290322580645)"
09-01-2023 09:09:51.906800,"(14.0, 28.0, 26.75)","(26.0, 46.0, 43.333333333333336)","(3.0, 3.55, 3.504814814814815)","(4.4, 4.9, 4.855263157894737)","(21.0, 50.0, 44.666666666666664)","(31.0, 110.0, 100.0)","(31.0, 190.0, 120.0)","(21.0, 55.0, 51.333333333333336)","(5.5, 7.4, 7.218181818181819)","(3.6, 4.2, 4.157894736842105)"
09-01-2023 09:09:53.079516,"(14.0, 29.0, 24.833333333333332)","(26.0, 46.0, 43.333333333333336)","(3.0, 3.55, 3.5569444444444445)","(4.4, 4.9, 4.80625)","(21.0, 50.0, 44.666666666666664)","(31.0, 110.0, 100.0)","(31.0, 180.0, 120.0)","(21.0, 55.0, 51.333333333333336)","(5.5, 7.4, 7.218181818181819)","(3.6, 4.2, 4.157894736842105)"
09-01-2023 09:09:54.210138,"(14.0, 29.0, 24.833333333333332)","(26.0, 46.0, 43.333333333333336)","(3.0, 3.6, 3.5569444444444445)","(4.4, 4.9, 4.80625)","(21.0, 50.0, 44.666666666666664)","(31.0, 110.0, 100.0)","(31.0, 180.0, 120.0)","(21.0, 55.0, 51.333333333333336)","(5.5, 7.4, 7.218181818181819)","(3.6, 4.2, 4.157894736842105)"
09-01-2023 09:09:55.369865,"(14.0, 29.0, 24.833333333333332)","(26.0, 46.0, 43.333333333333336)","(3.0, 3.6, 3.5569444444444445)","(4.4, 4.9, 4.840425531914894)","(21.0, 50.0, 44.666666666666664)","(31.0, 110.0, 100.0)","(31.0, 180.0, 120.0)","(21.0, 55.0, 51.333333333333336)","(5.5, 7.4, 7.218181818181819)","(3.6, 4.2, 4.157894736842105)"
09-01-2023 09:09:56.535027,"(14.0, 29.0, 24.833333333333332)","(26.0, 46.0, 43.333333333333336)","(3.0, 3.6, 3.5569444444444445)","(4.4, 4.9, 4.840425531914894)","(21.0, 50.0, 44.666666666666664)","(31.0, 110.0, 100.0)","(31.0, 180.0, 140.0)","(21.0, 55.0, 51.333333333333336)","(5.5, 7.4, 7.218181818181819)","(3.6, 4.2, 4.157894736842105)"
09-01-2023 09:09:57.777889,"(14.0, 29.0, 24.833333333333332)","(26.0, 46.0, 43.333333333333336)","(3.0, 3.6, 3.5569444444444445)","(4.4, 4.9, 4.840425531914894)","(21.0, 50.0, 44.666666666666664)","(31.0, 110.0, 100.0)","(31.0, 180.0, 140.0)","(21.0, 55.0, 51.333333333333336)","(5.5, 7.4, 7.218181818181819)","(3.6, 4.2, 4.157894736842105)"
09-01-2023 09:09:59.015728,"(14.0, 29.0, 24.833333333333332)","(26.0, 46.0, 43.333333333333336)","(3.0, 3.6, 3.5569444444444445)","(4.4, 4.9, 4.840425531914894)","(21.0, 50.0, 44.666666666666664)","(31.0, 110.0, 100.0)","(31.0, 180.0, 140.0)","(21.0, 55.0, 51.333333333333336)","(5.5, 7.4, 7.218181818181819)","(3.6, 4.2, 4.157894736842105)"
09-01-2023 09:10:00.201696,"(14.0, 29.0, 24.833333333333332)","(26.0, 46.0, 43.333333333333336)","(3.0, 3.6, 3.5592592592592593)","(4.4, 4.9, 4.840425531914894)","(21.0, 50.0, 45.42857142857143)","(31.0, 110.0, 100.0)","(31.0, 180.0, 140.0)","(21.0, 55.0, 51.333333333333336)","(5.5, 7.4, 7.288888888888889)","(3.6, 4.2, 4.157894736842105)"
09-01-2023 09:10:01.312771,"(14.0, 29.0, 24.833333333333332)","(26.0, 46.0, 43.333333333333336)","(3.0, 3.6, 3.5592592592592593)","(4.4, 4.9, 4.840425531914894)","(21.0, 50.0, 45.42857142857143)","(31.0, 110.0, 87.5)","(31.0, 170.0, 115.0)","(21.0, 55.0, 51.333333333333336)","(5.5, 7.4, 7.288888888888889)","(3.6, 4.2, 4.157894736842105)"
09-01-2023 09:10:02.463875,"(14.0, 29.0, 24.833333333333332)","(26.0, 46.0, 43.333333333333336)","(3.0, 3.6, 3.5592592592592593)","(4.4, 4.9, 4.840425531914894)","(21.0, 50.0, 45.42857142857143)","(31.0, 110.0, 100.0)","(31.0, 170.0, 126.0)","(21.0, 55.0, 51.333333333333336)","(5.5, 7.4, 7.288888888888889)","(3.6, 4.2, 4.157894736842105)"
09-01-2023 09:10:03.604210,"(14.0, 29.0, 24.833333333333332)","(26.0, 46.0, 43.333333333333336)","(3.0, 3.6, 3.5650793650793653)","(4.4, 4.9, 4.796296296296297)","(21.0, 50.0, 45.42857142857143)","(31.0, 110.0, 100.0)","(31.0, 170.0, 126.0)","(21.0, 55.0, 47.5)","(5.5, 7.4, 7.288888888888889)","(3.6, 4.2, 4.157894736842105)"
09-01-2023 09:10:04.767852,"(14.0, 29.0, 24.833333333333332)","(26.0, 46.0, 43.333333333333336)","(3.0, 3.6, 3.5650793650793653)","(4.4, 4.9, 4.778260869565218)","(21.0, 50.0, 46.0)","(31.0, 110.0, 87.5)","(31.0, 170.0, 100.0)","(21.0, 55.0, 47.5)","(5.5, 7.4, 7.288888888888889)","(3.6, 4.2, 4.157894736842105)"
09-01-2023 09:10:05.931688,"(14.0, 29.0, 24.833333333333332)","(26.0, 46.0, 43.333333333333336)","(3.0, 3.6, 3.564516129032258)","(4.4, 4.9, 4.766666666666667)","(21.0, 50.0, 46.0)","(31.0, 110.0, 87.5)","(31.0, 170.0, 100.0)","(21.0, 55.0, 47.5)","(5.5, 7.4, 7.288888888888889)","(3.6, 4.2, 4.157894736842105)"
09-01-2023 09:10:07.088540,"(14.0, 29.0, 24.833333333333332)","(26.0, 46.0, 43.333333333333336)","(3.0, 3.6, 3.564516129032258)","(4.4, 4.9, 4.766666666666667)","(21.0, 50.0, 46.0)","(31.0, 110.0, 87.5)","(31.0, 170.0, 100.0)","(21.0, 55.0, 47.5)","(5.5, 7.4, 7.3090909090909095)","(3.6, 4.2, 4.155056179775281)"
09-01-2023 09:10:08.267937,"(14.0, 29.0, 24.833333333333332)","(26.0, 46.0, 43.333333333333336)","(3.0, 3.6, 3.574074074074074)","(4.4, 4.9, 4.756521739130434)","(21.0, 50.0, 46.0)","(31.0, 110.0, 95.0)","(31.0, 170.0, 91.25)","(21.0, 55.0, 47.5)","(5.5, 7.4, 7.35)","(3.6, 4.2, 4.144444444444444)"
09-01-2023 09:10:09.447465,"(14.0, 29.0, 24.833333333333332)","(26.0, 46.0, 45.0)","(3.0, 3.6, 3.5235714285714286)","(4.4, 4.8, 4.681481481481481)","(21.0, 50.0, 46.0)","(31.0, 110.0, 95.0)","(31.0, 170.0, 91.25)","(21.0, 55.0, 47.5)","(5.5, 7.6, 7.6)","(3.6, 4.2, 4.155056179775281)"
09-01-2023 09:10:10.616654,"(14.0, 29.0, 24.833333333333332)","(26.0, 46.0, 45.0)","(3.0, 3.55, 3.5235714285714286)","(4.4, 4.8, 4.681481481481481)","(21.0, 50.0, 42.0)","(31.0, 110.0, 95.0)","(31.0, 170.0, 91.25)","(21.0, 55.0, 47.5)","(5.5, 7.8, 7.6)","(3.6, 4.2, 4.155056179775281)"
09-01-2023 09:10:11.745998,"(14.0, 29.0, 24.833333333333332)","(26.0, 46.0, 45.0)","(3.0, 3.55, 3.5235714285714286)","(4.4, 4.8, 4.65)","(21.0, 50.0, 42.0)","(31.0, 110.0, 106.42857142857143)","(31.0, 170.0, 141.875)","(21.0, 55.0, 54.36363636363636)","(5.5, 7.8, 7.6)","(3.6, 4.2, 4.16)"
09-01-2023 09:10:12.862411,"(14.0, 29.0, 28.523809523809526)","(26.0, 44.0, 41.23076923076923)","(3.0, 3.55, 3.5235714285714286)","(4.4, 4.7, 4.638888888888888)","(21.0, 50.0, 42.0)","(31.0, 110.0, 106.42857142857143)","(31.0, 170.0, 148.57142857142856)","(21.0, 55.0, 54.36363636363636)","(5.5, 7.8, 7.643478260869565)","(3.6, 4.2, 4.16)"
09-01-2023 09:10:13.986640,"(14.0, 29.0, 25.666666666666668)","(26.0, 44.0, 41.69230769230769)","(3.0, 3.55, 3.5275)","(4.4, 4.6, 4.523076923076923)","(21.0, 50.0, 42.0)","(31.0, 110.0, 106.42857142857143)","(31.0, 170.0, 141.875)","(21.0, 55.0, 54.36363636363636)","(5.5, 7.8, 7.643478260869565)","(3.6, 4.2, 4.16)"
09-01-2023 09:10:15.157378,"(14.0, 29.0, 25.666666666666668)","(26.0, 48.0, 46.0)","(3.0, 3.55, 3.5235714285714286)","(4.4, 4.6, 4.5438596491228065)","(21.0, 50.0, 42.0)","(31.0, 110.0, 106.42857142857143)","(31.0, 170.0, 148.57142857142856)","(21.0, 55.0, 54.36363636363636)","(5.5, 7.8, 7.643478260869565)","(3.6, 4.2, 4.16)"
09-01-2023 09:10:16.316893,"(14.0, 29.0, 25.666666666666668)","(26.0, 48.0, 46.0)","(3.0, 3.55, 3.5235714285714286)","(4.4, 4.6, 4.555555555555555)","(21.0, 50.0, 42.0)","(31.0, 110.0, 106.42857142857143)","(31.0, 170.0, 148.57142857142856)","(21.0, 55.0, 54.36363636363636)","(5.5, 7.8, 7.643478260869565)","(3.6, 4.2, 4.1595959595959595)"
09-01-2023 09:10:17.534197,"(14.0, 29.0, 25.666666666666668)","(26.0, 48.0, 46.0)","(3.0, 3.55, 3.5235714285714286)","(4.4, 4.6, 4.555555555555555)","(21.0, 50.0, 42.0)","(31.0, 110.0, 106.42857142857143)","(31.0, 170.0, 148.57142857142856)","(21.0, 55.0, 54.36363636363636)","(5.5, 7.8, 7.643478260869565)","(3.6, 4.2, 4.1595959595959595)"
09-01-2023 09:10:18.844640,"(14.0, 29.0, 25.666666666666668)","(26.0, 48.0, 46.0)","(3.0, 3.55, 3.5125)","(4.4, 4.6, 4.54)","(21.0, 50.0, 45.42857142857143)","(31.0, 110.0, 108.95833333333334)","(31.0, 170.0, 163.47826086956522)","(21.0, 55.0, 52.5)","(5.5, 7.8, 7.643478260869565)","(3.6, 4.2, 4.158415841584159)"
09-01-2023 09:10:20.040829,"(14.0, 29.0, 25.666666666666668)","(26.0, 48.0, 46.0)","(3.0, 3.55, 3.5125)","(4.4, 4.6, 4.54)","(21.0, 50.0, 45.42857142857143)","(31.0, 110.0, 108.95833333333334)","(31.0, 170.0, 163.47826086956522)","(21.0, 55.0, 52.5)","(5.5, 7.8, 7.643478260869565)","(3.6, 4.2, 4.158415841584159)"
09-01-2023 09:10:21.139272,"(14.0, 29.0, 25.666666666666668)","(26.0, 48.0, 46.0)","(3.0, 3.55, 3.511320754716981)","(4.4, 4.6, 4.535897435897436)","(21.0, 50.0, 45.42857142857143)","(31.0, 110.0, 108.95833333333334)","(31.0, 170.0, 163.47826086956522)","(21.0, 55.0, 52.5)","(5.5, 7.8, 7.643478260869565)","(3.6, 4.2, 4.158415841584159)"
09-01-2023 09:10:22.265221,"(14.0, 29.0, 25.666666666666668)","(26.0, 48.0, 46.0)","(3.0, 3.55, 3.511320754716981)","(4.4, 4.6, 4.535897435897436)","(21.0, 50.0, 45.42857142857143)","(31.0, 110.0, 108.95833333333334)","(31.0, 170.0, 163.47826086956522)","(21.0, 55.0, 52.5)","(5.5, 7.8, 7.643478260869565)","(3.6, 4.2, 4.158415841584159)"
09-01-2023 09:10:23.380191,"(14.0, 29.0, 25.666666666666668)","(26.0, 48.0, 46.0)","(3.0, 3.55, 3.501190476190476)","(4.4, 4.6, 4.535897435897436)","(21.0, 50.0, 45.42857142857143)","(31.0, 110.0, 108.95833333333334)","(31.0, 170.0, 163.47826086956522)","(21.0, 55.0, 52.5)","(5.5, 7.8, 7.643478260869565)","(3.6, 4.2, 4.158415841584159)"
09-01-2023 09:10:24.530963,"(14.0, 29.0, 25.666666666666668)","(26.0, 48.0, 46.666666666666664)","(3.0, 3.55, 3.50125)","(4.4, 4.6, 4.551428571428572)","(21.0, 50.0, 45.42857142857143)","(31.0, 110.0, 108.95833333333334)","(31.0, 170.0, 163.47826086956522)","(21.0, 55.0, 52.5)","(5.5, 7.8, 7.65)","(3.6, 4.2, 4.151807228915662)"
09-01-2023 09:10:25.689629,"(14.0, 29.0, 25.666666666666668)","(26.0, 48.0, 46.666666666666664)","(3.0, 3.5, 3.4804878048780488)","(4.4, 4.8, 4.564864864864865)","(21.0, 50.0, 45.42857142857143)","(31.0, 110.0, 108.95833333333334)","(31.0, 170.0, 163.75)","(21.0, 55.0, 72.5)","(5.5, 7.8, 7.65)","(3.6, 4.2, 4.16)"
09-01-2023 09:10:26.900785,"(14.0, 29.0, 25.666666666666668)","(26.0, 48.0, 46.666666666666664)","(3.0, 3.5, 3.4516393442622952)","(4.4, 4.7, 4.657692307692308)","(21.0, 50.0, 45.42857142857143)","(31.0, 110.0, 108.95833333333334)","(31.0, 170.0, 163.75)","(21.0, 95.0, 72.5)","(5.5, 7.8, 7.65)","(3.6, 4.2, 4.16)"
09-01-2023 09:10:28.176598,"(14.0, 29.0, 25.666666666666668)","(26.0, 48.0, 46.666666666666664)","(3.0, 3.5, 3.4716346153846156)","(4.4, 4.7, 4.657692307692308)","(21.0, 50.0, 45.42857142857143)","(31.0, 110.0, 108.33333333333334)","(31.0, 170.0, 162.5)","(21.0, 95.0, 72.5)","(5.5, 7.8, 7.65)","(3.6, 4.2, 4.16)"
09-01-2023 09:10:29.372816,"(14.0, 29.0, 25.666666666666668)","(26.0, 48.0, 47.5)","(3.0, 3.5, 3.3797297297297297)","(4.4, 4.7, 4.66)","(21.0, 50.0, 45.42857142857143)","(31.0, 110.0, 108.33333333333334)","(31.0, 170.0, 162.10526315789474)","(21.0, 95.0, 70.0)","(5.5, 7.8, 7.65)","(3.6, 4.2, 4.16)"
09-01-2023 09:10:30.550644,"(14.0, 29.0, 25.666666666666668)","(26.0, 90.0, 84.25)","(3.0, 3.4, 3.3833333333333333)","(4.4, 4.7, 4.654545454545454)","(21.0, 50.0, 45.42857142857143)","(31.0, 110.0, 108.33333333333334)","(31.0, 170.0, 162.10526315789474)","(21.0, 90.0, 85.0)","(5.5, 7.8, 7.65)","(3.6, 4.2, 4.16)"
09-01-2023 09:10:31.665594,"(14.0, 29.0, 25.666666666666668)","(26.0, 90.0, 84.25)","(3.0, 3.4, 3.3833333333333333)","(4.4, 4.7, 4.654545454545454)","(21.0, 50.0, 45.42857142857143)","(31.0, 110.0, 108.33333333333334)","(31.0, 170.0, 162.10526315789474)","(21.0, 120.0, 85.0)","(5.5, 7.8, 7.65)","(3.6, 4.2, 4.16)"
09-01-2023 09:10:32.785317,"(14.0, 29.0, 25.444444444444443)","(26.0, 90.0, 84.88888888888889)","(3.0, 3.4, 3.3797297297297297)","(4.4, 4.7, 4.654545454545454)","(21.0, 50.0, 45.42857142857143)","(31.0, 110.0, 108.33333333333334)","(31.0, 170.0, 162.10526315789474)","(21.0, 120.0, 85.0)","(5.5, 7.8, 7.65)","(3.6, 4.2, 4.16)"
09-01-2023 09:10:33.898205,"(14.0, 29.0, 25.444444444444443)","(26.0, 90.0, 84.88888888888889)","(3.0, 3.4, 3.3797297297297297)","(4.4, 4.7, 4.692307692307692)","(21.0, 50.0, 46.0)","(31.0, 110.0, 107.22222222222223)","(31.0, 170.0, 159.28571428571428)","(21.0, 120.0, 94.5)","(5.5, 7.8, 7.65)","(3.6, 4.2, 4.151219512195122)"
