,Laroza Bale,Blackpool Ryan,Coach Fagan,No Tax,Crymelon Comet,Spring Tune,Bahrose,Parlo Bale
07-01-2023 18:50:55.025588,"(3.7, 6.2, 5.908333333333333)","(2.5, 2.98, 2.9180952380952383)","(11.0, 28.0, 23.03448275862069)","(12.0, 23.0, 20.066666666666666)","(7.0, 11.0, 10.8)","(5.0, 7.4, 7.275)","(9.0, 16.5, 13.25)","(31.0, 110.0, 104.16666666666666)"
07-01-2023 18:50:56.132493,"(3.7, 6.2, 5.908333333333333)","(2.5, 2.98, 2.9180952380952383)","(11.0, 28.0, 23.03448275862069)","(12.0, 23.0, 20.066666666666666)","(7.0, 11.0, 10.8)","(5.0, 7.4, 7.275)","(9.0, 16.5, 13.25)","(31.0, 110.0, 104.16666666666666)"
07-01-2023 18:50:57.205558,"(3.7, 6.2, 5.908333333333333)","(2.5, 2.98, 2.9180952380952383)","(11.0, 28.0, 23.03448275862069)","(12.0, 23.0, 20.066666666666666)","(7.0, 11.0, 10.8)","(5.0, 7.4, 7.275)","(9.0, 16.5, 13.25)","(31.0, 110.0, 98.0)"
07-01-2023 18:50:58.205467,"(3.7, 6.2, 5.908333333333333)","(2.5, 2.98, 2.9180952380952383)","(11.0, 28.0, 23.03448275862069)","(12.0, 23.0, 20.066666666666666)","(7.0, 11.0, 10.8)","(5.0, 7.4, 7.275)","(9.0, 16.5, 13.25)","(31.0, 110.0, 98.0)"
07-01-2023 18:50:59.231959,"(3.7, 6.2, 5.908333333333333)","(2.5, 2.98, 2.9180952380952383)","(11.0, 28.0, 23.03448275862069)","(12.0, 23.0, 20.066666666666666)","(7.0, 11.0, 10.8)","(5.0, 7.4, 7.275)","(9.0, 16.5, 13.25)","(31.0, 110.0, 98.0)"
07-01-2023 18:51:00.286012,"(3.7, 6.0, 5.95)","(2.5, 2.98, 2.9180952380952383)","(11.0, 28.0, 23.03448275862069)","(12.0, 23.0, 20.066666666666666)","(7.0, 11.0, 10.177777777777777)","(5.0, 7.4, 6.733333333333333)","(9.0, 16.5, 16.066666666666666)","(31.0, 110.0, 87.05882352941177)"
07-01-2023 18:51:01.296824,"(3.7, 6.2, 5.908333333333333)","(2.5, 2.98, 2.870909090909091)","(11.0, 27.0, 24.77777777777778)","(12.0, 23.0, 20.066666666666666)","(7.0, 10.5, 9.395238095238096)","(5.0, 7.4, 6.718181818181819)","(9.0, 16.5, 16.157894736842106)","(31.0, 120.0, 87.05882352941177)"
07-01-2023 18:51:02.367021,"(3.7, 6.2, 5.908333333333333)","(2.5, 2.98, 2.88)","(11.0, 26.0, 25.5)","(12.0, 23.0, 20.066666666666666)","(7.0, 10.5, 9.395238095238096)","(5.0, 7.4, 6.718181818181819)","(9.0, 16.5, 16.157894736842106)","(31.0, 120.0, 87.05882352941177)"
07-01-2023 18:51:03.438008,"(3.7, 6.2, 5.908333333333333)","(2.5, 2.98, 2.88)","(11.0, 26.0, 25.5)","(12.0, 23.0, 20.066666666666666)","(7.0, 10.5, 9.395238095238096)","(5.0, 7.4, 6.718181818181819)","(9.0, 16.5, 16.157894736842106)","(31.0, 120.0, 87.05882352941177)"
07-01-2023 18:51:04.460179,"(3.7, 6.2, 5.908333333333333)","(2.5, 2.98, 2.88)","(11.0, 26.0, 25.5)","(12.0, 23.0, 20.066666666666666)","(7.0, 10.5, 9.395238095238096)","(5.0, 7.4, 6.718181818181819)","(9.0, 16.5, 16.157894736842106)","(31.0, 120.0, 87.05882352941177)"
07-01-2023 18:51:05.500453,"(3.7, 6.2, 5.908333333333333)","(2.5, 2.98, 2.88)","(11.0, 26.0, 25.5)","(12.0, 23.0, 20.066666666666666)","(7.0, 10.5, 9.82857142857143)","(5.0, 7.4, 6.54)","(9.0, 16.5, 16.345238095238095)","(31.0, 120.0, 87.05882352941177)"
07-01-2023 18:51:06.506739,"(3.7, 6.2, 5.675)","(2.5, 2.98, 2.88)","(11.0, 26.0, 23.789473684210527)","(12.0, 23.0, 20.066666666666666)","(7.0, 10.0, 9.82857142857143)","(5.0, 7.4, 6.54)","(9.0, 16.5, 15.642857142857142)","(31.0, 120.0, 87.05882352941177)"
07-01-2023 18:51:07.478475,"(3.7, 6.0, 5.95)","(2.5, 2.98, 2.870909090909091)","(11.0, 25.0, 24.2)","(12.0, 23.0, 20.5)","(7.0, 10.0, 9.633333333333333)","(5.0, 7.4, 6.54)","(9.0, 16.5, 15.75)","(31.0, 120.0, 87.05882352941177)"
07-01-2023 18:51:08.477937,"(3.7, 6.2, 5.908333333333333)","(2.5, 2.98, 2.870909090909091)","(11.0, 25.0, 24.2)","(12.0, 23.0, 20.5)","(7.0, 10.0, 9.45)","(5.0, 7.4, 6.680000000000001)","(9.0, 16.5, 16.323529411764707)","(31.0, 120.0, 87.05882352941177)"
07-01-2023 18:51:09.756531,"(3.7, 6.2, 5.908333333333333)","(2.5, 2.98, 2.870909090909091)","(11.0, 25.0, 23.642857142857142)","(12.0, 23.0, 21.0)","(7.0, 10.0, 9.45)","(5.0, 7.2, 6.680000000000001)","(9.0, 16.5, 16.323529411764707)","(31.0, 120.0, 87.05882352941177)"
07-01-2023 18:51:10.822197,"(3.7, 6.2, 5.908333333333333)","(2.5, 2.98, 2.870909090909091)","(11.0, 24.0, 23.642857142857142)","(12.0, 23.0, 21.0)","(7.0, 10.0, 9.45)","(5.0, 7.2, 6.680000000000001)","(9.0, 16.5, 16.323529411764707)","(31.0, 120.0, 87.05882352941177)"
07-01-2023 18:51:11.937861,"(3.7, 6.2, 5.908333333333333)","(2.5, 2.98, 2.870909090909091)","(11.0, 24.0, 23.642857142857142)","(12.0, 23.0, 21.0)","(7.0, 10.0, 9.45)","(5.0, 7.2, 6.680000000000001)","(9.0, 16.5, 16.323529411764707)","(31.0, 120.0, 87.05882352941177)"
07-01-2023 18:51:13.016851,"(3.7, 6.2, 5.908333333333333)","(2.5, 2.98, 2.870909090909091)","(11.0, 24.0, 23.333333333333332)","(12.0, 23.0, 21.0)","(7.0, 10.0, 9.45)","(5.0, 7.2, 6.524444444444445)","(9.0, 16.5, 16.323529411764707)","(31.0, 120.0, 87.05882352941177)"
07-01-2023 18:51:14.025691,"(3.7, 6.2, 5.908333333333333)","(2.5, 2.98, 2.870909090909091)","(11.0, 24.0, 23.333333333333332)","(12.0, 23.0, 21.0)","(7.0, 10.0, 9.45)","(5.0, 7.2, 6.524444444444445)","(9.0, 16.5, 16.323529411764707)","(31.0, 120.0, 87.05882352941177)"
07-01-2023 18:51:15.105898,"(3.7, 6.2, 5.908333333333333)","(2.5, 2.98, 2.870909090909091)","(11.0, 24.0, 23.333333333333332)","(12.0, 23.0, 21.0)","(7.0, 10.0, 9.45)","(5.0, 7.2, 6.524444444444445)","(9.0, 16.5, 16.323529411764707)","(31.0, 120.0, 87.05882352941177)"
07-01-2023 18:51:16.225578,"(3.7, 6.2, 5.908333333333333)","(2.5, 2.98, 2.870909090909091)","(11.0, 24.0, 23.333333333333332)","(12.0, 23.0, 21.0)","(7.0, 10.0, 9.45)","(5.0, 7.2, 6.524444444444445)","(9.0, 16.5, 16.323529411764707)","(31.0, 120.0, 87.05882352941177)"
07-01-2023 18:51:17.269427,"(3.7, 6.2, 5.908333333333333)","(2.5, 2.98, 2.870909090909091)","(11.0, 24.0, 23.333333333333332)","(12.0, 23.0, 21.0)","(7.0, 10.0, 9.45)","(5.0, 7.2, 6.524444444444445)","(9.0, 16.5, 16.323529411764707)","(31.0, 120.0, 87.05882352941177)"
07-01-2023 18:51:18.345204,"(3.7, 6.2, 5.908333333333333)","(2.5, 2.98, 2.870909090909091)","(11.0, 24.0, 23.333333333333332)","(12.0, 23.0, 21.0)","(7.0, 10.0, 9.3)","(5.0, 7.2, 6.6625000000000005)","(9.0, 16.5, 16.323529411764707)","(31.0, 120.0, 87.05882352941177)"
07-01-2023 18:51:19.385116,"(3.7, 6.2, 5.908333333333333)","(2.5, 2.98, 2.870909090909091)","(11.0, 24.0, 23.333333333333332)","(12.0, 23.0, 21.0)","(7.0, 9.8, 9.3)","(5.0, 7.0, 6.6625000000000005)","(9.0, 16.5, 16.323529411764707)","(31.0, 120.0, 87.05882352941177)"
07-01-2023 18:51:20.601277,"(3.7, 6.2, 5.908333333333333)","(2.5, 2.98, 2.870909090909091)","(11.0, 24.0, 23.333333333333332)","(12.0, 23.0, 21.0)","(7.0, 9.8, 9.3)","(5.0, 7.0, 6.6625000000000005)","(9.0, 16.5, 16.323529411764707)","(31.0, 120.0, 87.05882352941177)"
07-01-2023 18:51:21.654708,"(3.7, 6.2, 5.908333333333333)","(2.5, 2.98, 2.870909090909091)","(11.0, 24.0, 23.333333333333332)","(12.0, 23.0, 21.0)","(7.0, 9.8, 9.3)","(5.0, 7.0, 6.513513513513514)","(9.0, 16.5, 16.323529411764707)","(31.0, 120.0, 87.05882352941177)"
07-01-2023 18:51:22.719961,"(3.7, 6.2, 5.908333333333333)","(2.5, 2.98, 2.870909090909091)","(11.0, 24.0, 23.333333333333332)","(12.0, 23.0, 21.0)","(7.0, 9.8, 9.3)","(5.0, 7.0, 6.513513513513514)","(9.0, 16.5, 16.323529411764707)","(31.0, 120.0, 87.05882352941177)"
07-01-2023 18:51:23.774306,"(3.7, 6.2, 5.908333333333333)","(2.5, 2.98, 2.8600000000000003)","(11.0, 24.0, 23.333333333333332)","(12.0, 23.0, 21.0)","(7.0, 9.8, 9.3)","(5.0, 7.0, 6.513513513513514)","(9.0, 16.5, 16.323529411764707)","(31.0, 120.0, 87.05882352941177)"
07-01-2023 18:51:24.768127,"(3.7, 6.2, 5.908333333333333)","(2.5, 3.0, 2.87)","(11.0, 24.0, 23.333333333333332)","(12.0, 23.0, 21.0)","(7.0, 9.8, 9.3)","(5.0, 7.0, 6.513513513513514)","(9.0, 16.5, 16.323529411764707)","(31.0, 120.0, 87.05882352941177)"
07-01-2023 18:51:25.957944,"(3.7, 6.2, 5.908333333333333)","(2.5, 3.0, 2.794285714285714)","(11.0, 24.0, 23.333333333333332)","(12.0, 23.0, 21.0)","(7.0, 9.8, 9.3)","(5.0, 7.0, 6.513513513513514)","(9.0, 16.5, 16.323529411764707)","(31.0, 120.0, 87.05882352941177)"
07-01-2023 18:51:27.014107,"(3.7, 6.2, 5.908333333333333)","(2.5, 3.0, 2.794285714285714)","(11.0, 24.0, 23.333333333333332)","(12.0, 23.0, 21.0)","(7.0, 9.8, 9.3)","(5.0, 7.0, 6.513513513513514)","(9.0, 16.5, 16.323529411764707)","(31.0, 120.0, 87.05882352941177)"
07-01-2023 18:51:28.054080,"(3.7, 6.2, 5.908333333333333)","(2.5, 3.0, 2.794285714285714)","(11.0, 24.0, 23.333333333333332)","(12.0, 23.0, 20.5)","(7.0, 9.8, 8.261538461538462)","(5.0, 7.0, 6.507692307692308)","(9.0, 16.5, 16.323529411764707)","(31.0, 120.0, 91.66666666666667)"
07-01-2023 18:51:29.097027,"(3.7, 6.2, 5.85625)","(2.5, 3.0, 2.7818181818181817)","(11.0, 24.0, 22.42105263157895)","(12.0, 23.0, 20.5)","(7.0, 9.8, 8.261538461538462)","(5.0, 7.0, 6.507692307692308)","(9.0, 16.5, 16.323529411764707)","(31.0, 120.0, 93.33333333333333)"
07-01-2023 18:51:30.210605,"(3.8, 6.2, 5.85625)","(2.5, 3.0, 2.78)","(11.0, 24.0, 22.42105263157895)","(12.0, 23.0, 21.0)","(7.0, 9.8, 8.261538461538462)","(5.0, 7.0, 6.507692307692308)","(9.0, 16.5, 16.323529411764707)","(31.0, 120.0, 93.33333333333333)"
07-01-2023 18:51:31.260761,"(3.8, 6.2, 5.85625)","(2.5, 3.0, 2.78)","(11.0, 24.0, 22.42105263157895)","(12.0, 23.0, 21.0)","(7.0, 9.8, 7.9363636363636365)","(5.0, 7.0, 6.507692307692308)","(9.0, 16.5, 16.323529411764707)","(31.0, 120.0, 93.33333333333333)"
07-01-2023 18:51:32.341401,"(3.8, 6.2, 5.85625)","(2.5, 3.0, 2.88)","(11.0, 24.0, 22.42105263157895)","(12.0, 23.0, 21.0)","(7.0, 9.8, 7.9363636363636365)","(5.0, 7.0, 6.507692307692308)","(9.0, 16.5, 16.323529411764707)","(31.0, 120.0, 93.33333333333333)"
07-01-2023 18:51:33.347386,"(3.8, 6.2, 5.85625)","(2.5, 3.0, 2.88)","(11.0, 24.0, 22.42105263157895)","(12.0, 23.0, 20.5)","(7.0, 9.8, 8.12962962962963)","(5.0, 7.0, 6.507692307692308)","(9.0, 16.5, 16.306451612903224)","(31.0, 120.0, 93.33333333333333)"
07-01-2023 18:51:34.393110,"(3.8, 6.2, 5.6499999999999995)","(2.5, 3.0, 2.92)","(11.0, 24.0, 22.42105263157895)","(12.0, 23.0, 20.5)","(7.0, 9.8, 8.12962962962963)","(5.0, 7.0, 6.513513513513514)","(9.0, 16.5, 13.75)","(31.0, 120.0, 93.33333333333333)"
07-01-2023 18:51:35.468191,"(3.8, 6.2, 5.85625)","(2.5, 3.0, 2.7983333333333333)","(11.0, 24.0, 22.42105263157895)","(12.0, 23.0, 20.5)","(7.0, 9.8, 8.12962962962963)","(5.0, 7.0, 6.513513513513514)","(9.0, 16.5, 13.75)","(31.0, 120.0, 93.33333333333333)"
07-01-2023 18:51:36.617864,"(3.8, 6.2, 5.85625)","(2.5, 3.0, 2.88)","(11.0, 24.0, 22.42105263157895)","(12.0, 23.0, 20.5)","(7.0, 9.8, 9.25)","(5.0, 7.0, 6.513513513513514)","(9.0, 16.5, 13.75)","(31.0, 120.0, 93.33333333333333)"
07-01-2023 18:51:37.759029,"(3.8, 6.2, 5.85625)","(2.5, 3.0, 2.92)","(11.0, 24.0, 22.42105263157895)","(12.0, 23.0, 20.5)","(7.0, 9.4, 8.59)","(5.0, 7.0, 6.513513513513514)","(9.0, 16.5, 13.75)","(31.0, 120.0, 93.33333333333333)"
07-01-2023 18:51:38.828627,"(3.8, 6.2, 5.85625)","(2.5, 3.0, 2.92)","(11.0, 24.0, 22.42105263157895)","(12.0, 23.0, 20.5)","(7.0, 9.4, 8.59)","(5.0, 7.0, 6.513513513513514)","(9.0, 16.5, 13.75)","(31.0, 120.0, 93.33333333333333)"
07-01-2023 18:51:39.897167,"(3.8, 6.2, 5.85625)","(2.5, 3.0, 2.92)","(11.0, 24.0, 22.42105263157895)","(12.0, 23.0, 20.0)","(7.0, 9.4, 8.59)","(5.0, 7.0, 6.513513513513514)","(9.0, 16.5, 13.75)","(31.0, 120.0, 93.33333333333333)"
07-01-2023 18:51:41.151429,"(3.8, 6.2, 5.85625)","(2.5, 3.0, 2.895238095238095)","(11.0, 24.0, 22.42105263157895)","(12.0, 23.0, 20.5)","(7.0, 9.4, 8.004081632653062)","(5.0, 7.0, 6.513513513513514)","(9.0, 16.5, 13.75)","(31.0, 120.0, 93.33333333333333)"
07-01-2023 18:51:42.234445,"(3.8, 6.2, 5.85625)","(2.5, 3.0, 2.895238095238095)","(11.0, 24.0, 22.42105263157895)","(12.0, 23.0, 20.5)","(7.0, 9.4, 9.11111111111111)","(5.0, 7.0, 6.502439024390244)","(9.0, 16.5, 16.112903225806452)","(31.0, 120.0, 93.33333333333333)"
07-01-2023 18:51:43.375754,"(3.8, 6.2, 5.85625)","(2.5, 3.0, 2.835)","(11.0, 24.0, 22.42105263157895)","(12.0, 23.0, 20.5)","(7.0, 9.2, 9.11111111111111)","(5.0, 7.0, 6.5)","(9.0, 16.5, 16.112903225806452)","(31.0, 120.0, 93.33333333333333)"
07-01-2023 18:51:44.506745,"(3.8, 6.2, 5.85625)","(2.5, 3.0, 2.835)","(11.0, 24.0, 22.42105263157895)","(12.0, 23.0, 20.5)","(7.0, 9.2, 9.11111111111111)","(5.0, 7.0, 6.5)","(9.0, 16.5, 14.883720930232558)","(31.0, 120.0, 93.33333333333333)"
07-01-2023 18:51:45.540738,"(3.8, 6.2, 5.85625)","(2.5, 3.0, 2.835)","(11.0, 24.0, 22.42105263157895)","(12.0, 23.0, 20.5)","(7.0, 9.2, 9.11111111111111)","(5.0, 7.0, 6.507692307692308)","(9.0, 17.0, 13.189655172413794)","(31.0, 120.0, 93.33333333333333)"
07-01-2023 18:51:46.581841,"(3.8, 6.2, 5.85625)","(2.5, 3.0, 2.835)","(11.0, 24.0, 22.42105263157895)","(12.0, 23.0, 20.5)","(7.0, 9.2, 9.11111111111111)","(5.0, 7.0, 6.507692307692308)","(9.0, 13.5, 13.189655172413794)","(31.0, 120.0, 93.33333333333333)"
07-01-2023 18:51:47.592631,"(3.8, 6.2, 5.85625)","(2.5, 3.0, 2.835)","(11.0, 24.0, 22.42105263157895)","(12.0, 23.0, 20.5)","(7.0, 9.2, 9.11111111111111)","(5.0, 7.0, 6.507692307692308)","(9.0, 13.5, 13.189655172413794)","(31.0, 120.0, 93.33333333333333)"
07-01-2023 18:51:48.691320,"(3.8, 6.2, 5.6499999999999995)","(2.5, 3.0, 2.835)","(11.0, 24.0, 22.42105263157895)","(13.0, 23.0, 20.5)","(7.0, 9.2, 9.11111111111111)","(5.5, 7.0, 6.507692307692308)","(9.0, 13.5, 13.189655172413794)","(41.0, 120.0, 93.33333333333333)"
07-01-2023 18:51:49.865211,"(3.8, 6.2, 5.85625)","(2.5, 3.0, 2.835)","(11.0, 24.0, 22.42105263157895)","(13.0, 23.0, 20.5)","(7.0, 9.2, 9.11111111111111)","(5.5, 7.0, 6.507692307692308)","(9.0, 13.5, 13.189655172413794)","(41.0, 120.0, 93.33333333333333)"
07-01-2023 18:51:51.017025,"(3.8, 6.2, 5.85625)","(2.5, 3.0, 2.835)","(11.0, 24.0, 22.42105263157895)","(13.0, 23.0, 20.0)","(7.0, 9.2, 9.11111111111111)","(5.5, 7.0, 6.507692307692308)","(9.0, 13.5, 13.189655172413794)","(41.0, 120.0, 93.33333333333333)"
07-01-2023 18:51:52.169705,"(3.8, 6.2, 5.85625)","(2.5, 3.0, 2.835)","(11.0, 24.0, 22.42105263157895)","(13.0, 23.0, 20.0)","(7.0, 9.2, 9.11111111111111)","(5.5, 7.0, 6.507692307692308)","(9.0, 13.5, 13.189655172413794)","(41.0, 120.0, 93.33333333333333)"
07-01-2023 18:51:53.257725,"(3.8, 6.2, 5.85625)","(2.5, 3.0, 2.835)","(11.0, 24.0, 22.42105263157895)","(13.0, 23.0, 20.0)","(7.0, 9.2, 9.11111111111111)","(5.5, 7.0, 6.507692307692308)","(9.0, 13.5, 13.189655172413794)","(41.0, 120.0, 93.33333333333333)"
07-01-2023 18:51:54.427125,"(3.8, 6.2, 5.85625)","(2.5, 3.0, 2.835)","(11.0, 24.0, 22.42105263157895)","(13.0, 23.0, 20.0)","(7.0, 9.2, 9.11111111111111)","(5.5, 7.0, 6.507692307692308)","(9.0, 13.5, 13.189655172413794)","(41.0, 120.0, 93.33333333333333)"
07-01-2023 18:51:55.514646,"(3.8, 6.2, 5.85625)","(2.5, 3.0, 2.835)","(11.0, 24.0, 22.42105263157895)","(13.0, 23.0, 20.0)","(7.0, 9.2, 9.11111111111111)","(5.5, 7.0, 6.507692307692308)","(9.0, 13.5, 13.189655172413794)","(41.0, 120.0, 93.33333333333333)"
07-01-2023 18:51:56.658118,"(3.8, 6.2, 5.85625)","(2.5, 3.0, 2.829473684210526)","(11.0, 24.0, 22.42105263157895)","(13.0, 23.0, 20.0)","(7.0, 9.0, 8.922222222222222)","(5.5, 7.0, 6.513513513513514)","(9.0, 13.5, 13.189655172413794)","(41.0, 120.0, 101.66666666666667)"
07-01-2023 18:51:57.796078,"(3.8, 6.2, 5.85625)","(2.5, 2.98, 2.84)","(11.0, 24.0, 22.42105263157895)","(13.0, 23.0, 20.0)","(7.0, 9.0, 8.681818181818182)","(5.5, 7.0, 6.513513513513514)","(9.0, 13.5, 13.189655172413794)","(41.0, 120.0, 101.66666666666667)"
07-01-2023 18:51:59.027959,"(3.8, 6.2, 5.85625)","(2.5, 2.98, 2.836)","(11.0, 24.0, 22.42105263157895)","(13.0, 23.0, 20.5)","(7.0, 9.0, 8.515384615384615)","(5.5, 7.0, 6.507692307692308)","(9.0, 13.5, 13.189655172413794)","(41.0, 120.0, 101.66666666666667)"
07-01-2023 18:52:00.505176,"(3.8, 6.2, 5.85625)","(2.5, 2.98, 2.836)","(11.0, 24.0, 22.42105263157895)","(13.0, 23.0, 20.5)","(7.0, 9.0, 8.049056603773584)","(5.5, 7.0, 6.507692307692308)","(9.0, 13.5, 13.189655172413794)","(41.0, 120.0, 101.66666666666667)"
07-01-2023 18:52:01.841210,"(3.8, 6.2, 5.85625)","(2.5, 2.98, 2.836)","(11.0, 24.0, 22.42105263157895)","(13.0, 23.0, 20.0)","(7.0, 9.0, 8.733333333333334)","(5.5, 7.0, 6.507692307692308)","(9.0, 13.5, 13.189655172413794)","(41.0, 120.0, 101.66666666666667)"
07-01-2023 18:52:03.034154,"(3.8, 6.2, 5.6499999999999995)","(2.5, 2.98, 2.836)","(11.0, 24.0, 22.42105263157895)","(13.0, 23.0, 20.5)","(7.0, 8.8, 8.733333333333334)","(5.5, 7.0, 6.513513513513514)","(9.0, 13.5, 13.189655172413794)","(41.0, 120.0, 101.66666666666667)"
07-01-2023 18:52:04.269501,"(3.8, 6.2, 5.85625)","(2.5, 2.98, 2.836)","(11.0, 24.0, 22.42105263157895)","(13.0, 23.0, 20.5)","(7.0, 8.8, 8.733333333333334)","(5.5, 7.0, 6.513513513513514)","(9.0, 13.5, 13.189655172413794)","(41.0, 120.0, 101.66666666666667)"
07-01-2023 18:52:05.476187,"(3.8, 6.2, 5.85625)","(2.5, 2.98, 2.836)","(11.0, 24.0, 22.42105263157895)","(13.0, 23.0, 20.5)","(7.0, 8.8, 8.733333333333334)","(5.5, 7.0, 6.513513513513514)","(9.0, 13.5, 13.189655172413794)","(41.0, 120.0, 101.66666666666667)"
07-01-2023 18:52:06.647652,"(3.8, 6.2, 5.85625)","(2.5, 2.98, 2.836)","(11.0, 24.0, 22.42105263157895)","(13.0, 23.0, 20.0)","(7.0, 8.8, 8.733333333333334)","(5.5, 7.0, 6.513513513513514)","(9.0, 13.5, 13.189655172413794)","(41.0, 120.0, 101.66666666666667)"
07-01-2023 18:52:07.708364,"(3.8, 6.2, 5.85625)","(2.45, 2.96, 2.83)","(11.0, 24.0, 22.42105263157895)","(13.0, 23.0, 20.0)","(7.0, 8.8, 8.733333333333334)","(5.5, 7.0, 6.513513513513514)","(9.0, 13.5, 13.189655172413794)","(41.0, 120.0, 101.66666666666667)"
07-01-2023 18:52:08.922560,"(3.8, 6.2, 5.85625)","(2.45, 2.96, 2.829333333333333)","(11.0, 24.0, 22.42105263157895)","(13.0, 23.0, 20.5)","(7.0, 8.8, 8.733333333333334)","(5.5, 7.0, 6.513513513513514)","(9.0, 13.5, 13.189655172413794)","(41.0, 120.0, 101.66666666666667)"
07-01-2023 18:52:09.937318,"(3.8, 6.2, 5.6499999999999995)","(2.45, 2.96, 2.829333333333333)","(11.0, 24.0, 22.42105263157895)","(13.0, 23.0, 20.5)","(7.0, 8.8, 8.733333333333334)","(5.5, 7.0, 6.513513513513514)","(9.0, 13.5, 13.189655172413794)","(41.0, 120.0, 101.66666666666667)"
07-01-2023 18:52:10.993434,"(3.8, 6.2, 5.908333333333333)","(2.45, 2.96, 2.829333333333333)","(11.0, 24.0, 22.42105263157895)","(13.0, 23.0, 20.5)","(7.0, 8.8, 8.733333333333334)","(5.5, 7.0, 6.513513513513514)","(9.0, 13.5, 13.189655172413794)","(41.0, 120.0, 101.66666666666667)"
07-01-2023 18:52:12.306222,"(3.8, 6.2, 5.908333333333333)","(2.45, 2.96, 2.829333333333333)","(11.0, 24.0, 22.42105263157895)","(13.0, 23.0, 20.5)","(7.0, 8.8, 8.733333333333334)","(5.5, 7.0, 6.513513513513514)","(9.0, 13.5, 13.189655172413794)","(41.0, 120.0, 101.66666666666667)"
07-01-2023 18:52:13.480111,"(3.8, 6.2, 5.908333333333333)","(2.45, 2.96, 2.829333333333333)","(11.0, 24.0, 22.42105263157895)","(13.0, 23.0, 20.5)","(7.0, 8.8, 8.733333333333334)","(5.5, 7.0, 6.513513513513514)","(9.0, 13.5, 13.189655172413794)","(41.0, 120.0, 96.42857142857143)"
07-01-2023 18:52:14.649739,"(3.8, 6.2, 5.85625)","(2.45, 2.96, 2.829333333333333)","(11.0, 24.0, 22.42105263157895)","(13.0, 23.0, 20.5)","(7.0, 8.8, 8.733333333333334)","(5.5, 7.0, 6.507692307692308)","(9.0, 13.5, 13.189655172413794)","(41.0, 120.0, 100.35714285714286)"
07-01-2023 18:52:15.723255,"(3.8, 6.2, 5.85625)","(2.45, 2.96, 2.829333333333333)","(11.0, 24.0, 22.42105263157895)","(13.0, 23.0, 20.5)","(7.0, 8.8, 8.733333333333334)","(5.5, 7.0, 6.513513513513514)","(9.0, 13.5, 13.189655172413794)","(41.0, 120.0, 100.35714285714286)"
07-01-2023 18:52:16.874884,"(3.8, 6.2, 5.85625)","(2.45, 2.96, 2.829333333333333)","(11.0, 24.0, 22.42105263157895)","(13.0, 23.0, 20.0)","(7.0, 8.8, 8.733333333333334)","(5.5, 7.0, 6.513513513513514)","(9.0, 13.5, 13.189655172413794)","(41.0, 120.0, 103.82352941176471)"
07-01-2023 18:52:17.944124,"(3.8, 6.2, 5.908333333333333)","(2.45, 2.96, 2.829333333333333)","(11.0, 24.0, 22.42105263157895)","(13.0, 23.0, 20.0)","(7.0, 8.8, 8.527272727272727)","(5.5, 7.0, 6.513513513513514)","(9.0, 13.5, 13.189655172413794)","(41.0, 120.0, 103.82352941176471)"
07-01-2023 18:52:19.091470,"(3.8, 6.2, 5.908333333333333)","(2.45, 2.96, 2.829333333333333)","(11.0, 24.0, 22.42105263157895)","(13.0, 23.0, 20.5)","(7.0, 8.8, 8.258064516129032)","(5.5, 7.0, 6.513513513513514)","(9.0, 13.5, 13.189655172413794)","(41.0, 120.0, 103.82352941176471)"
07-01-2023 18:52:20.180913,"(3.8, 6.2, 5.85625)","(2.45, 2.96, 2.829333333333333)","(11.0, 24.0, 22.42105263157895)","(13.0, 23.0, 20.5)","(7.0, 8.8, 8.258064516129032)","(5.5, 7.0, 6.513513513513514)","(9.0, 13.5, 13.189655172413794)","(41.0, 120.0, 103.82352941176471)"
07-01-2023 18:52:21.212544,"(3.8, 6.2, 5.85625)","(2.45, 2.96, 2.829333333333333)","(11.0, 24.0, 22.42105263157895)","(13.0, 23.0, 20.5)","(7.0, 8.8, 7.9849056603773585)","(5.5, 7.0, 6.513513513513514)","(9.0, 13.5, 13.189655172413794)","(41.0, 120.0, 103.82352941176471)"
07-01-2023 18:52:22.218916,"(3.8, 6.2, 5.85625)","(2.45, 2.96, 2.829333333333333)","(11.0, 24.0, 22.42105263157895)","(13.0, 23.0, 20.0)","(7.0, 8.8, 7.9849056603773585)","(5.5, 7.0, 6.513513513513514)","(9.0, 13.5, 13.189655172413794)","(41.0, 120.0, 103.82352941176471)"
07-01-2023 18:52:23.201640,"(3.8, 6.2, 5.6499999999999995)","(2.45, 2.96, 2.829333333333333)","(11.0, 24.0, 22.42105263157895)","(13.0, 23.0, 20.5)","(7.0, 8.8, 7.9849056603773585)","(5.5, 7.0, 6.513513513513514)","(9.0, 13.5, 13.189655172413794)","(41.0, 120.0, 103.82352941176471)"
07-01-2023 18:52:24.186726,"(3.8, 6.2, 5.908333333333333)","(2.45, 2.96, 2.829333333333333)","(11.0, 24.0, 22.42105263157895)","(13.0, 23.0, 20.5)","(7.0, 8.8, 7.9849056603773585)","(5.5, 7.0, 6.513513513513514)","(9.0, 13.5, 13.189655172413794)","(41.0, 120.0, 103.82352941176471)"
