,Velocity Viola,Coco Evie,Shatter,Villain Brand,Go Karts
11-01-2023 21:20:58.460219,"(1.95, 2.5, 2.1285714285714286)","(11.0, 24.0, 17.75)","(2.5, 3.55, 2.7470588235294118)","(41.0, 420.0, 108.33333333333334)","(4.4, 7.0, 6.425)"
11-01-2023 21:20:59.454542,"(1.95, 2.5, 2.1285714285714286)","(11.0, 24.0, 17.75)","(2.5, 3.55, 2.7470588235294118)","(41.0, 420.0, 108.33333333333334)","(4.4, 7.0, 6.425)"
11-01-2023 21:21:00.360863,"(1.95, 2.5, 2.1285714285714286)","(11.0, 24.0, 17.75)","(2.5, 3.55, 2.7470588235294118)","(41.0, 420.0, 108.33333333333334)","(4.4, 7.0, 6.425)"
11-01-2023 21:21:01.220579,"(1.95, 2.5, 2.1285714285714286)","(11.0, 24.0, 17.75)","(2.5, 3.55, 2.7470588235294118)","(41.0, 420.0, 108.33333333333334)","(4.4, 7.0, 6.425)"
11-01-2023 21:21:02.246532,"(1.95, 2.5, 2.1285714285714286)","(11.0, 24.0, 20.75)","(2.5, 3.55, 2.7470588235294118)","(41.0, 420.0, 108.33333333333334)","(4.4, 7.0, 6.425)"
11-01-2023 21:21:03.273803,"(1.95, 2.5, 2.1285714285714286)","(11.0, 24.0, 20.75)","(2.5, 3.55, 2.8674999999999997)","(41.0, 420.0, 108.33333333333334)","(4.4, 7.0, 6.425)"
11-01-2023 21:21:04.187636,"(1.95, 2.5, 2.1285714285714286)","(11.0, 24.0, 20.75)","(2.5, 3.55, 2.8674999999999997)","(41.0, 420.0, 108.33333333333334)","(4.4, 7.0, 6.425)"
11-01-2023 21:21:05.272718,"(1.95, 2.5, 2.1285714285714286)","(11.0, 24.0, 20.75)","(2.5, 3.55, 2.8674999999999997)","(41.0, 420.0, 108.33333333333334)","(4.4, 7.0, 6.425)"
11-01-2023 21:21:06.398922,"(1.95, 2.5, 2.1285714285714286)","(11.0, 24.0, 20.75)","(2.5, 3.55, 2.713125)","(41.0, 420.0, 108.33333333333334)","(4.4, 7.0, 6.425)"
11-01-2023 21:21:07.422616,"(1.95, 2.5, 2.1285714285714286)","(11.0, 24.0, 20.75)","(2.5, 3.55, 2.713125)","(41.0, 420.0, 108.33333333333334)","(4.4, 7.0, 6.425)"
11-01-2023 21:21:08.461571,"(1.95, 2.5, 2.1285714285714286)","(11.0, 24.0, 20.75)","(2.5, 3.55, 2.713125)","(41.0, 420.0, 108.33333333333334)","(4.4, 7.0, 6.425)"
11-01-2023 21:21:09.494861,"(1.95, 2.5, 2.1285714285714286)","(11.0, 24.0, 20.75)","(2.5, 3.55, 2.537857142857143)","(41.0, 420.0, 108.33333333333334)","(4.4, 7.0, 6.425)"
11-01-2023 21:21:10.591452,"(1.95, 2.5, 2.1285714285714286)","(11.0, 24.0, 20.75)","(2.5, 3.55, 2.537857142857143)","(41.0, 420.0, 108.33333333333334)","(4.4, 7.0, 6.425)"
11-01-2023 21:21:11.638776,"(1.95, 2.5, 2.1285714285714286)","(11.0, 24.0, 17.75)","(2.5, 3.55, 2.8042105263157895)","(41.0, 420.0, 108.33333333333334)","(4.4, 7.0, 6.425)"
11-01-2023 21:21:12.704490,"(1.95, 2.5, 2.1285714285714286)","(11.0, 24.0, 17.75)","(2.5, 3.55, 2.8042105263157895)","(41.0, 420.0, 108.33333333333334)","(4.4, 7.0, 6.425)"
11-01-2023 21:21:13.687446,"(1.95, 2.5, 2.1285714285714286)","(11.0, 24.0, 17.75)","(2.5, 3.55, 2.8042105263157895)","(41.0, 420.0, 108.33333333333334)","(4.4, 7.0, 6.425)"
11-01-2023 21:21:14.605854,"(1.95, 2.5, 2.1285714285714286)","(11.0, 24.0, 17.75)","(2.5, 3.55, 2.680625)","(41.0, 420.0, 108.33333333333334)","(4.4, 7.0, 6.425)"
11-01-2023 21:21:15.531607,"(1.95, 2.5, 2.1285714285714286)","(11.0, 24.0, 17.75)","(2.5, 3.55, 2.680625)","(41.0, 420.0, 108.33333333333334)","(4.4, 7.0, 6.425)"
11-01-2023 21:21:16.565035,"(1.95, 2.5, 2.1285714285714286)","(11.0, 24.0, 17.75)","(2.5, 3.55, 2.680625)","(41.0, 420.0, 108.33333333333334)","(4.4, 7.0, 6.425)"
11-01-2023 21:21:17.558097,"(1.95, 2.56, 2.444)","(11.0, 24.0, 17.75)","(2.5, 3.55, 2.537857142857143)","(41.0, 420.0, 108.33333333333334)","(4.4, 7.0, 6.425)"
11-01-2023 21:21:18.386269,"(1.95, 2.48, 2.1228571428571428)","(11.0, 24.0, 17.75)","(2.5, 3.55, 2.537857142857143)","(41.0, 420.0, 108.33333333333334)","(4.4, 7.0, 6.425)"
11-01-2023 21:21:19.321570,"(1.95, 2.48, 2.1228571428571428)","(11.0, 24.0, 17.75)","(2.5, 3.55, 2.8042105263157895)","(41.0, 420.0, 108.33333333333334)","(4.4, 7.0, 6.425)"
11-01-2023 21:21:20.374661,"(1.95, 2.48, 2.1228571428571428)","(11.0, 24.0, 17.75)","(2.5, 3.55, 2.680625)","(41.0, 420.0, 108.33333333333334)","(4.4, 7.0, 6.425)"
11-01-2023 21:21:21.337044,"(1.95, 2.48, 2.1228571428571428)","(11.0, 24.0, 17.75)","(2.5, 3.55, 2.680625)","(41.0, 420.0, 108.33333333333334)","(4.4, 7.0, 6.425)"
11-01-2023 21:21:22.214851,"(1.95, 2.48, 2.1228571428571428)","(11.0, 24.0, 17.75)","(2.5, 3.55, 2.680625)","(41.0, 420.0, 108.33333333333334)","(4.4, 7.0, 6.425)"
11-01-2023 21:21:23.242270,"(1.95, 2.48, 2.1228571428571428)","(11.0, 24.0, 17.75)","(2.5, 3.55, 2.680625)","(41.0, 420.0, 108.33333333333334)","(4.4, 7.0, 6.425)"
11-01-2023 21:21:24.250257,"(1.95, 2.48, 2.1228571428571428)","(11.0, 24.0, 17.75)","(2.5, 3.55, 2.537857142857143)","(41.0, 420.0, 108.33333333333334)","(4.4, 7.0, 6.425)"
11-01-2023 21:21:25.191126,"(1.95, 2.48, 2.1228571428571428)","(11.0, 24.0, 17.75)","(2.5, 3.55, 2.7470588235294118)","(41.0, 420.0, 108.33333333333334)","(4.4, 7.0, 6.425)"
11-01-2023 21:21:26.219043,"(1.95, 2.48, 2.1228571428571428)","(11.0, 24.0, 17.75)","(2.5, 3.55, 2.713125)","(41.0, 420.0, 105.0)","(4.4, 7.0, 6.425)"
11-01-2023 21:21:27.304731,"(1.95, 2.48, 2.1228571428571428)","(11.0, 24.0, 17.75)","(2.5, 3.55, 2.713125)","(41.0, 400.0, 105.0)","(4.4, 7.0, 6.425)"
11-01-2023 21:21:28.319397,"(1.95, 2.48, 2.1228571428571428)","(11.0, 24.0, 17.75)","(2.5, 3.55, 2.537857142857143)","(41.0, 400.0, 105.0)","(4.4, 7.0, 6.425)"
11-01-2023 21:21:29.356565,"(1.95, 2.48, 2.1228571428571428)","(11.0, 24.0, 17.75)","(2.5, 3.55, 2.537857142857143)","(41.0, 400.0, 105.0)","(4.4, 7.0, 6.425)"
11-01-2023 21:21:30.319795,"(1.95, 2.48, 2.1228571428571428)","(11.0, 24.0, 17.75)","(2.5, 3.55, 2.537857142857143)","(41.0, 400.0, 105.0)","(4.4, 7.0, 6.425)"
11-01-2023 21:21:31.298190,"(1.95, 2.48, 2.1228571428571428)","(11.0, 24.0, 17.75)","(2.5, 3.55, 2.680625)","(41.0, 400.0, 105.0)","(4.4, 7.0, 6.425)"
11-01-2023 21:21:32.236636,"(1.95, 2.48, 2.1228571428571428)","(11.0, 24.0, 17.75)","(2.5, 3.55, 2.680625)","(41.0, 400.0, 105.0)","(4.4, 7.0, 6.425)"
11-01-2023 21:21:33.293712,"(1.95, 2.48, 2.1228571428571428)","(11.0, 24.0, 17.75)","(2.5, 3.55, 2.537857142857143)","(41.0, 400.0, 105.0)","(4.4, 7.0, 6.425)"
11-01-2023 21:21:34.371649,"(1.95, 2.48, 2.1228571428571428)","(11.0, 24.0, 17.75)","(2.5, 3.55, 2.7627777777777776)","(41.0, 400.0, 105.0)","(4.4, 7.0, 6.425)"
11-01-2023 21:21:35.461990,"(1.95, 2.48, 2.1228571428571428)","(11.0, 24.0, 17.75)","(2.5, 3.55, 2.7627777777777776)","(41.0, 400.0, 105.0)","(4.4, 7.0, 6.425)"
11-01-2023 21:21:36.462095,"(1.95, 2.48, 2.1228571428571428)","(11.0, 24.0, 17.75)","(2.5, 3.55, 2.7627777777777776)","(41.0, 400.0, 105.0)","(4.4, 7.0, 6.425)"
11-01-2023 21:21:37.565054,"(1.95, 2.48, 2.1228571428571428)","(11.0, 24.0, 17.75)","(2.5, 3.55, 2.7317647058823527)","(41.0, 400.0, 105.0)","(4.4, 7.0, 6.425)"
11-01-2023 21:21:38.736601,"(1.95, 2.48, 2.1228571428571428)","(11.0, 24.0, 17.75)","(2.5, 3.55, 2.7317647058823527)","(41.0, 400.0, 105.0)","(4.4, 7.0, 6.425)"
11-01-2023 21:21:39.873636,"(1.95, 2.48, 2.1228571428571428)","(11.0, 24.0, 17.75)","(2.5, 3.55, 2.696875)","(41.0, 400.0, 105.0)","(4.4, 7.0, 6.425)"
11-01-2023 21:21:40.927415,"(1.95, 2.48, 2.1228571428571428)","(11.0, 24.0, 17.75)","(2.5, 3.55, 2.537857142857143)","(41.0, 400.0, 105.0)","(4.4, 7.0, 6.425)"
11-01-2023 21:21:42.107281,"(1.95, 2.48, 2.1228571428571428)","(11.0, 24.0, 17.75)","(2.5, 3.55, 2.537857142857143)","(41.0, 400.0, 106.66666666666666)","(4.4, 7.0, 5.533333333333333)"
11-01-2023 21:21:43.151314,"(1.95, 2.48, 2.1228571428571428)","(11.0, 24.0, 19.833333333333336)","(2.5, 3.55, 2.537857142857143)","(41.0, 400.0, 106.66666666666666)","(4.4, 7.0, 5.533333333333333)"
11-01-2023 21:21:44.161864,"(1.95, 2.48, 2.1228571428571428)","(11.0, 24.0, 19.833333333333336)","(2.5, 3.55, 2.537857142857143)","(41.0, 400.0, 106.66666666666666)","(4.4, 7.0, 5.533333333333333)"
11-01-2023 21:21:45.190647,"(1.95, 2.48, 2.1228571428571428)","(11.0, 24.0, 19.833333333333336)","(2.5, 3.55, 2.680625)","(41.0, 400.0, 106.66666666666666)","(4.4, 7.0, 5.533333333333333)"
11-01-2023 21:21:46.161464,"(1.95, 2.48, 2.1228571428571428)","(11.0, 24.0, 19.833333333333336)","(2.5, 3.55, 2.680625)","(41.0, 400.0, 106.66666666666666)","(4.4, 7.0, 5.533333333333333)"
11-01-2023 21:21:47.225853,"(1.95, 2.48, 2.1228571428571428)","(11.0, 24.0, 19.833333333333336)","(2.5, 3.55, 2.537857142857143)","(41.0, 400.0, 106.66666666666666)","(4.4, 7.0, 5.533333333333333)"
11-01-2023 21:21:48.308965,"(1.95, 2.56, 2.444)","(11.0, 24.0, 19.833333333333336)","(2.5, 3.55, 2.537857142857143)","(41.0, 400.0, 106.66666666666666)","(4.4, 7.0, 5.533333333333333)"
11-01-2023 21:21:49.324005,"(1.95, 2.56, 2.444)","(11.0, 24.0, 19.833333333333336)","(2.5, 3.55, 2.537857142857143)","(41.0, 400.0, 106.66666666666666)","(4.4, 7.0, 5.533333333333333)"
11-01-2023 21:21:50.250751,"(1.95, 2.56, 2.444)","(11.0, 24.0, 19.833333333333336)","(2.5, 3.55, 2.8042105263157895)","(41.0, 400.0, 106.66666666666666)","(4.4, 7.0, 5.533333333333333)"
11-01-2023 21:21:51.290604,"(1.95, 2.56, 2.444)","(11.0, 24.0, 19.833333333333336)","(2.5, 3.55, 2.680625)","(41.0, 400.0, 106.66666666666666)","(4.4, 7.0, 5.533333333333333)"
11-01-2023 21:21:52.369422,"(1.95, 2.56, 2.444)","(11.0, 24.0, 19.833333333333336)","(2.5, 3.55, 2.680625)","(41.0, 400.0, 106.66666666666666)","(4.4, 7.0, 5.533333333333333)"
11-01-2023 21:21:53.394100,"(1.95, 2.56, 2.444)","(11.0, 24.0, 19.833333333333336)","(2.5, 3.55, 2.537857142857143)","(41.0, 400.0, 106.66666666666666)","(4.4, 7.0, 5.533333333333333)"
11-01-2023 21:21:54.256864,"(1.95, 2.56, 2.444)","(11.0, 24.0, 19.833333333333336)","(2.5, 3.55, 2.537857142857143)","(41.0, 400.0, 106.66666666666666)","(4.4, 7.0, 5.533333333333333)"
11-01-2023 21:21:55.368215,"(1.95, 2.56, 2.444)","(11.0, 24.0, 19.833333333333336)","(2.5, 3.55, 2.8042105263157895)","(41.0, 400.0, 112.5)","(4.4, 7.0, 5.533333333333333)"
11-01-2023 21:21:56.450620,"(1.95, 2.56, 2.444)","(11.0, 24.0, 19.833333333333336)","(2.5, 3.55, 2.8042105263157895)","(41.0, 400.0, 112.5)","(4.4, 7.0, 5.533333333333333)"
11-01-2023 21:21:57.466016,"(1.95, 2.56, 2.444)","(11.0, 24.0, 19.833333333333336)","(2.5, 3.55, 2.8042105263157895)","(41.0, 400.0, 112.5)","(4.4, 7.0, 5.533333333333333)"
11-01-2023 21:21:58.509389,"(1.95, 2.56, 2.444)","(11.0, 24.0, 19.833333333333336)","(2.5, 3.55, 2.8042105263157895)","(41.0, 400.0, 112.5)","(4.4, 7.0, 5.533333333333333)"
11-01-2023 21:21:59.538804,"(1.95, 2.56, 2.444)","(11.0, 24.0, 19.833333333333336)","(2.5, 3.55, 2.8042105263157895)","(41.0, 400.0, 112.5)","(4.4, 7.0, 5.533333333333333)"
11-01-2023 21:22:00.555419,"(1.95, 2.56, 2.444)","(11.0, 24.0, 19.833333333333336)","(2.5, 3.55, 2.8042105263157895)","(41.0, 400.0, 112.5)","(4.4, 7.0, 5.533333333333333)"
11-01-2023 21:22:01.534844,"(1.95, 2.56, 2.444)","(11.0, 24.0, 19.833333333333336)","(2.5, 3.55, 2.8042105263157895)","(41.0, 400.0, 112.5)","(4.4, 7.0, 5.533333333333333)"
11-01-2023 21:22:02.520396,"(1.95, 2.56, 2.444)","(11.0, 24.0, 19.833333333333336)","(2.5, 3.55, 2.680625)","(41.0, 400.0, 112.5)","(4.4, 7.0, 5.533333333333333)"
11-01-2023 21:22:03.554866,"(1.95, 2.56, 2.444)","(11.0, 24.0, 19.833333333333336)","(2.5, 3.55, 2.680625)","(41.0, 400.0, 112.5)","(4.4, 7.0, 5.533333333333333)"
11-01-2023 21:22:04.566644,"(1.95, 2.56, 2.444)","(11.0, 24.0, 19.833333333333336)","(2.5, 3.55, 2.680625)","(41.0, 400.0, 112.5)","(4.4, 7.0, 5.533333333333333)"
11-01-2023 21:22:05.536640,"(1.95, 2.56, 2.444)","(11.0, 24.0, 19.833333333333336)","(2.5, 3.55, 2.680625)","(41.0, 400.0, 112.5)","(4.4, 7.0, 5.533333333333333)"
11-01-2023 21:22:06.542265,"(1.95, 2.56, 2.444)","(11.0, 24.0, 19.833333333333336)","(2.5, 3.55, 2.680625)","(41.0, 400.0, 112.5)","(4.4, 7.0, 5.533333333333333)"
11-01-2023 21:22:07.464237,"(1.95, 2.56, 2.444)","(11.0, 24.0, 19.833333333333336)","(2.5, 3.55, 2.680625)","(41.0, 400.0, 112.5)","(4.4, 7.0, 5.533333333333333)"
11-01-2023 21:22:08.484787,"(1.95, 2.56, 2.444)","(11.0, 24.0, 19.833333333333336)","(2.5, 3.55, 2.7470588235294118)","(41.0, 400.0, 112.5)","(4.4, 7.0, 5.533333333333333)"
11-01-2023 21:22:09.538995,"(1.95, 2.56, 2.444)","(11.0, 24.0, 19.833333333333336)","(2.5, 3.55, 2.7470588235294118)","(41.0, 400.0, 112.5)","(4.4, 7.0, 5.533333333333333)"
11-01-2023 21:22:10.548749,"(1.95, 2.56, 2.444)","(11.0, 24.0, 19.833333333333336)","(2.5, 3.55, 2.7470588235294118)","(41.0, 400.0, 112.5)","(4.4, 7.0, 5.533333333333333)"
11-01-2023 21:22:11.473536,"(1.95, 2.56, 2.444)","(11.0, 24.0, 19.833333333333336)","(2.5, 3.55, 2.713125)","(41.0, 400.0, 112.5)","(4.4, 7.0, 5.533333333333333)"
11-01-2023 21:22:12.428883,"(1.95, 2.56, 2.444)","(11.0, 24.0, 19.833333333333336)","(2.5, 3.55, 2.713125)","(41.0, 400.0, 112.5)","(4.4, 7.0, 5.533333333333333)"
11-01-2023 21:22:13.517504,"(1.95, 2.56, 2.444)","(11.0, 24.0, 19.833333333333336)","(2.5, 3.55, 2.5935714285714284)","(41.0, 400.0, 112.5)","(4.4, 7.0, 5.533333333333333)"
11-01-2023 21:22:14.506064,"(1.95, 2.56, 2.444)","(11.0, 24.0, 19.833333333333336)","(2.5, 3.55, 2.537857142857143)","(41.0, 400.0, 112.5)","(4.4, 7.0, 5.533333333333333)"
11-01-2023 21:22:15.423575,"(1.95, 2.56, 2.444)","(11.0, 24.0, 19.833333333333336)","(2.5, 3.55, 2.8042105263157895)","(41.0, 400.0, 112.5)","(4.4, 7.0, 5.533333333333333)"
11-01-2023 21:22:16.462240,"(1.95, 2.56, 2.444)","(11.0, 24.0, 19.833333333333336)","(2.5, 3.55, 2.6226666666666665)","(41.0, 400.0, 112.5)","(4.4, 7.0, 5.533333333333333)"
11-01-2023 21:22:17.504976,"(1.95, 2.56, 2.444)","(11.0, 24.0, 19.833333333333336)","(2.5, 3.55, 2.817894736842105)","(41.0, 400.0, 112.5)","(4.4, 7.0, 5.533333333333333)"
11-01-2023 21:22:18.499752,"(1.95, 2.56, 2.444)","(11.0, 24.0, 19.833333333333336)","(2.5, 3.55, 2.817894736842105)","(41.0, 400.0, 147.14285714285714)","(4.4, 7.0, 5.533333333333333)"
11-01-2023 21:22:19.507200,"(1.95, 2.56, 2.1346666666666665)","(11.0, 24.0, 19.833333333333336)","(2.5, 3.55, 2.537857142857143)","(41.0, 400.0, 116.66666666666666)","(4.4, 7.0, 5.533333333333333)"
11-01-2023 21:22:20.531858,"(1.95, 2.56, 2.1346666666666665)","(11.0, 24.0, 19.833333333333336)","(2.5, 3.55, 2.537857142857143)","(41.0, 400.0, 116.66666666666666)","(4.4, 7.0, 5.533333333333333)"
11-01-2023 21:22:21.559788,"(1.95, 2.56, 2.1346666666666665)","(11.0, 24.0, 19.833333333333336)","(2.5, 3.55, 2.537857142857143)","(41.0, 400.0, 116.66666666666666)","(4.4, 7.0, 5.533333333333333)"
11-01-2023 21:22:22.583777,"(1.95, 2.56, 2.1346666666666665)","(11.0, 24.0, 19.833333333333336)","(2.5, 3.55, 2.680625)","(41.0, 400.0, 116.66666666666666)","(4.4, 7.0, 5.533333333333333)"
11-01-2023 21:22:23.557010,"(1.95, 2.56, 2.1346666666666665)","(11.0, 24.0, 19.833333333333336)","(2.5, 3.55, 2.680625)","(41.0, 400.0, 116.66666666666666)","(4.4, 7.0, 5.533333333333333)"
11-01-2023 21:22:24.563734,"(1.95, 2.56, 2.1346666666666665)","(11.0, 24.0, 19.833333333333336)","(2.5, 3.55, 2.680625)","(41.0, 400.0, 116.66666666666666)","(4.4, 7.0, 5.533333333333333)"
11-01-2023 21:22:25.539874,"(1.95, 2.56, 2.1346666666666665)","(11.0, 24.0, 19.833333333333336)","(2.5, 3.55, 2.680625)","(41.0, 400.0, 116.66666666666666)","(4.4, 7.0, 5.533333333333333)"
11-01-2023 21:22:26.533648,"(1.95, 2.56, 2.1346666666666665)","(11.0, 24.0, 19.833333333333336)","(2.5, 3.55, 2.680625)","(41.0, 400.0, 116.66666666666666)","(4.4, 7.0, 5.533333333333333)"
11-01-2023 21:22:27.537067,"(1.95, 2.56, 2.1346666666666665)","(11.0, 24.0, 19.833333333333336)","(2.5, 3.55, 2.7470588235294118)","(41.0, 400.0, 116.66666666666666)","(4.4, 7.0, 5.533333333333333)"
11-01-2023 21:22:28.532904,"(1.95, 2.56, 2.1346666666666665)","(11.0, 24.0, 19.833333333333336)","(2.5, 3.55, 2.7470588235294118)","(41.0, 400.0, 116.66666666666666)","(4.4, 7.0, 5.533333333333333)"
11-01-2023 21:22:29.538557,"(1.95, 2.56, 2.1346666666666665)","(11.0, 24.0, 19.833333333333336)","(2.5, 3.55, 2.7470588235294118)","(41.0, 400.0, 116.66666666666666)","(4.4, 7.0, 5.533333333333333)"
11-01-2023 21:22:30.529822,"(1.95, 2.56, 2.1346666666666665)","(11.0, 24.0, 19.833333333333336)","(2.5, 3.55, 2.7470588235294118)","(41.0, 400.0, 116.66666666666666)","(4.4, 7.0, 5.533333333333333)"
11-01-2023 21:22:31.544249,"(1.95, 2.56, 2.1346666666666665)","(11.0, 24.0, 19.833333333333336)","(2.5, 3.55, 2.7470588235294118)","(41.0, 400.0, 116.66666666666666)","(4.4, 7.0, 5.533333333333333)"
11-01-2023 21:22:32.522233,"(1.95, 2.56, 2.1346666666666665)","(11.0, 24.0, 19.833333333333336)","(2.5, 3.55, 2.7470588235294118)","(41.0, 400.0, 116.66666666666666)","(4.4, 7.0, 5.533333333333333)"
11-01-2023 21:22:33.508880,"(1.95, 2.56, 2.1346666666666665)","(11.0, 24.0, 19.833333333333336)","(2.5, 3.55, 2.7470588235294118)","(41.0, 400.0, 116.66666666666666)","(4.4, 7.0, 5.533333333333333)"
11-01-2023 21:22:34.634390,"(1.95, 2.56, 2.1346666666666665)","(11.0, 24.0, 19.833333333333336)","(2.5, 3.55, 2.7470588235294118)","(41.0, 400.0, 116.66666666666666)","(4.4, 7.0, 5.533333333333333)"
11-01-2023 21:22:35.610882,"(1.95, 2.56, 2.1346666666666665)","(11.0, 24.0, 19.833333333333336)","(2.5, 3.55, 2.7470588235294118)","(41.0, 400.0, 116.66666666666666)","(4.4, 7.0, 5.533333333333333)"
11-01-2023 21:22:36.541418,"(1.95, 2.56, 2.1346666666666665)","(11.0, 24.0, 19.833333333333336)","(2.5, 3.55, 2.7470588235294118)","(41.0, 400.0, 116.66666666666666)","(4.4, 7.0, 5.533333333333333)"
11-01-2023 21:22:37.552278,"(1.95, 2.56, 2.1346666666666665)","(11.0, 24.0, 19.833333333333336)","(2.5, 3.55, 2.7470588235294118)","(41.0, 400.0, 116.66666666666666)","(4.4, 7.0, 5.533333333333333)"
11-01-2023 21:22:38.553204,"(1.95, 2.56, 2.1346666666666665)","(11.0, 24.0, 19.833333333333336)","(2.5, 3.55, 2.7470588235294118)","(41.0, 400.0, 116.66666666666666)","(4.4, 7.0, 5.533333333333333)"
11-01-2023 21:22:39.550883,"(1.95, 2.56, 2.1346666666666665)","(11.0, 24.0, 19.833333333333336)","(2.5, 3.55, 2.7470588235294118)","(41.0, 400.0, 116.66666666666666)","(4.4, 7.0, 5.533333333333333)"
11-01-2023 21:22:40.572076,"(1.95, 2.56, 2.1346666666666665)","(11.0, 24.0, 19.833333333333336)","(2.5, 3.55, 2.7470588235294118)","(41.0, 400.0, 116.66666666666666)","(4.4, 7.0, 5.533333333333333)"
11-01-2023 21:22:41.576347,"(1.95, 2.56, 2.1346666666666665)","(11.0, 24.0, 19.833333333333336)","(2.5, 3.55, 2.7470588235294118)","(41.0, 400.0, 116.66666666666666)","(4.4, 7.0, 5.533333333333333)"
11-01-2023 21:22:42.547556,"(1.95, 2.56, 2.1346666666666665)","(11.0, 24.0, 19.833333333333336)","(2.5, 3.55, 2.7470588235294118)","(41.0, 400.0, 116.66666666666666)","(4.4, 7.0, 5.533333333333333)"
11-01-2023 21:22:43.544072,"(1.95, 2.56, 2.1346666666666665)","(11.0, 24.0, 19.833333333333336)","(2.5, 3.55, 2.7470588235294118)","(41.0, 400.0, 116.66666666666666)","(4.4, 7.0, 5.533333333333333)"
11-01-2023 21:22:44.658935,"(1.95, 2.56, 2.1346666666666665)","(11.0, 24.0, 19.833333333333336)","(2.5, 3.55, 2.7623529411764705)","(41.0, 400.0, 116.66666666666666)","(4.4, 7.0, 5.533333333333333)"
11-01-2023 21:22:45.692869,"(1.95, 2.56, 2.1346666666666665)","(11.0, 24.0, 19.833333333333336)","(2.5, 3.55, 2.7623529411764705)","(41.0, 400.0, 116.66666666666666)","(4.4, 7.0, 5.533333333333333)"
11-01-2023 21:22:46.831268,"(1.95, 2.56, 2.1346666666666665)","(11.0, 24.0, 19.833333333333336)","(2.5, 3.55, 2.7623529411764705)","(41.0, 400.0, 116.66666666666666)","(4.4, 7.0, 5.533333333333333)"
11-01-2023 21:22:48.018554,"(1.95, 2.56, 2.1346666666666665)","(11.0, 24.0, 19.833333333333336)","(2.5, 3.55, 2.7623529411764705)","(41.0, 400.0, 116.66666666666666)","(4.4, 7.0, 5.533333333333333)"
11-01-2023 21:22:49.132988,"(1.95, 2.56, 2.1346666666666665)","(11.0, 24.0, 19.833333333333336)","(2.5, 3.55, 2.7623529411764705)","(41.0, 400.0, 116.66666666666666)","(4.4, 7.0, 5.533333333333333)"
11-01-2023 21:22:50.147677,"(1.95, 2.54, 2.14)","(11.0, 24.0, 19.833333333333336)","(2.5, 3.55, 2.7623529411764705)","(41.0, 400.0, 125.0)","(4.4, 7.0, 5.533333333333333)"
11-01-2023 21:22:51.240653,"(1.95, 2.54, 2.14)","(11.0, 24.0, 19.833333333333336)","(2.5, 3.55, 2.7623529411764705)","(41.0, 400.0, 125.0)","(4.4, 7.0, 5.533333333333333)"
11-01-2023 21:22:52.266199,"(1.95, 2.54, 2.14)","(11.0, 24.0, 19.833333333333336)","(2.5, 3.55, 2.7623529411764705)","(41.0, 400.0, 125.0)","(4.4, 7.0, 5.533333333333333)"
