,Aston Simpkin,Clover Door,Clover Energy,Kooringa Magic,My Reputation,Star Max,Consort,Bugatti Fierce
12-01-2023 10:28:36.262048,"(18.0, 50.0, 45.0)","(8.0, 16.0, 12.96)","(13.0, 30.0, 26.125)","(3.0, 5.2, 3.466666666666667)","(7.0, 13.5, 11.533333333333333)","(4.4, 9.2, 4.953846153846153)","(8.0, 14.0, 12.4)","(4.2, 7.4, 6.275)"
12-01-2023 10:28:37.332918,"(18.0, 50.0, 45.0)","(8.0, 16.0, 12.96)","(13.0, 30.0, 26.125)","(3.0, 5.2, 3.466666666666667)","(7.0, 13.5, 11.533333333333333)","(4.4, 9.2, 4.953846153846153)","(8.0, 14.0, 12.4)","(4.2, 7.4, 6.275)"
12-01-2023 10:28:38.381164,"(18.0, 50.0, 45.0)","(8.0, 16.0, 12.96)","(13.0, 30.0, 26.125)","(3.0, 5.2, 3.466666666666667)","(7.0, 13.5, 11.533333333333333)","(4.4, 9.2, 4.953846153846153)","(8.0, 14.0, 12.4)","(4.2, 7.4, 6.275)"
12-01-2023 10:28:39.470750,"(18.0, 50.0, 45.0)","(8.0, 16.0, 12.96)","(13.0, 30.0, 26.125)","(3.0, 5.2, 3.466666666666667)","(7.0, 13.5, 11.533333333333333)","(4.4, 9.2, 4.953846153846153)","(8.0, 14.0, 11.84)","(4.2, 7.4, 6.275)"
12-01-2023 10:28:40.518590,"(18.0, 50.0, 45.0)","(8.0, 16.0, 12.96)","(13.0, 30.0, 26.125)","(3.0, 5.2, 3.466666666666667)","(7.0, 13.5, 11.533333333333333)","(4.4, 9.2, 4.953846153846153)","(8.0, 14.0, 11.84)","(4.2, 7.4, 6.275)"
12-01-2023 10:28:41.695619,"(18.0, 50.0, 45.0)","(8.0, 16.0, 13.77142857142857)","(13.0, 30.0, 26.125)","(3.0, 5.2, 3.466666666666667)","(7.0, 13.5, 11.533333333333333)","(4.4, 9.2, 4.953846153846153)","(8.0, 14.0, 11.84)","(4.2, 7.4, 6.275)"
12-01-2023 10:28:42.858295,"(18.0, 50.0, 45.0)","(8.0, 16.0, 13.77142857142857)","(13.0, 30.0, 26.125)","(3.0, 5.2, 3.466666666666667)","(7.0, 13.5, 11.533333333333333)","(4.4, 9.2, 4.953846153846153)","(8.0, 14.0, 11.84)","(4.2, 7.4, 6.275)"
12-01-2023 10:28:43.966586,"(18.0, 50.0, 45.0)","(8.0, 16.0, 13.77142857142857)","(13.0, 30.0, 26.125)","(3.0, 5.2, 3.466666666666667)","(7.0, 13.5, 11.533333333333333)","(4.4, 9.2, 4.953846153846153)","(8.0, 14.0, 11.84)","(4.2, 7.4, 6.275)"
12-01-2023 10:28:45.050060,"(18.0, 50.0, 45.0)","(8.0, 16.0, 13.77142857142857)","(13.0, 30.0, 26.125)","(3.0, 5.1, 3.57)","(7.0, 13.5, 11.533333333333333)","(4.4, 9.2, 4.953846153846153)","(8.0, 14.0, 11.84)","(4.2, 7.4, 6.275)"
12-01-2023 10:28:46.125597,"(18.0, 50.0, 45.0)","(8.0, 16.0, 12.96)","(13.0, 30.0, 26.125)","(3.0, 5.1, 3.57)","(7.0, 13.5, 11.533333333333333)","(4.4, 9.2, 4.953846153846153)","(8.0, 14.0, 12.4)","(4.2, 7.4, 6.275)"
12-01-2023 10:28:47.253478,"(18.0, 50.0, 45.0)","(8.0, 16.0, 10.666666666666666)","(13.0, 30.0, 26.125)","(3.0, 5.1, 3.57)","(7.0, 14.0, 10.114285714285714)","(4.4, 9.2, 4.953846153846153)","(8.0, 14.0, 12.4)","(4.2, 7.4, 6.275)"
12-01-2023 10:28:48.418144,"(18.0, 50.0, 45.0)","(8.0, 16.0, 14.0)","(13.0, 30.0, 26.125)","(3.0, 5.1, 3.57)","(7.0, 14.0, 11.280000000000001)","(4.4, 9.2, 4.953846153846153)","(8.0, 14.0, 12.4)","(4.2, 7.4, 6.275)"
12-01-2023 10:28:49.536424,"(18.0, 50.0, 45.0)","(8.0, 16.0, 14.0)","(13.0, 30.0, 26.125)","(3.0, 5.1, 3.57)","(7.0, 14.0, 11.280000000000001)","(4.4, 9.2, 4.953846153846153)","(8.0, 14.0, 12.4)","(4.2, 7.4, 6.275)"
12-01-2023 10:28:50.706357,"(18.0, 50.0, 45.0)","(8.0, 16.0, 14.0)","(13.0, 30.0, 26.125)","(3.0, 5.1, 3.57)","(7.0, 14.0, 11.280000000000001)","(4.4, 9.2, 4.953846153846153)","(8.0, 14.0, 12.4)","(4.2, 7.4, 6.275)"
12-01-2023 10:28:51.894415,"(18.0, 50.0, 45.0)","(8.0, 16.0, 14.0)","(13.0, 30.0, 26.125)","(3.0, 5.1, 3.57)","(7.0, 14.0, 9.2)","(4.4, 9.2, 5.9529411764705875)","(8.0, 14.0, 12.4)","(4.2, 7.4, 6.275)"
12-01-2023 10:28:52.998615,"(18.0, 50.0, 45.0)","(8.0, 16.0, 14.0)","(13.0, 30.0, 26.125)","(3.0, 5.1, 3.57)","(7.0, 14.0, 10.342857142857142)","(4.4, 9.2, 5.9529411764705875)","(8.0, 14.0, 12.4)","(4.2, 7.4, 5.466666666666667)"
12-01-2023 10:28:54.129898,"(18.0, 50.0, 45.0)","(8.0, 16.0, 14.0)","(13.0, 30.0, 26.125)","(3.0, 5.1, 3.57)","(7.0, 14.0, 10.342857142857142)","(4.4, 9.2, 5.9529411764705875)","(8.0, 14.0, 12.4)","(4.2, 7.4, 6.5)"
12-01-2023 10:28:55.176668,"(18.0, 50.0, 45.0)","(8.0, 16.0, 14.0)","(13.0, 30.0, 26.125)","(3.0, 5.1, 3.57)","(7.0, 14.0, 10.342857142857142)","(4.4, 9.2, 5.9529411764705875)","(8.0, 14.0, 12.4)","(4.2, 7.4, 6.5)"
12-01-2023 10:28:56.262509,"(18.0, 50.0, 45.0)","(8.0, 16.0, 14.0)","(13.0, 30.0, 26.125)","(3.0, 5.1, 3.57)","(7.0, 14.0, 9.49090909090909)","(4.4, 9.2, 5.9529411764705875)","(8.0, 14.0, 12.4)","(4.2, 7.4, 6.5)"
12-01-2023 10:28:57.507837,"(18.0, 50.0, 45.0)","(8.0, 16.0, 14.0)","(13.0, 30.0, 26.125)","(3.0, 5.1, 3.57)","(7.0, 14.0, 9.49090909090909)","(4.4, 9.2, 5.9529411764705875)","(8.0, 14.0, 12.4)","(4.2, 7.4, 6.5)"
12-01-2023 10:28:58.659928,"(18.0, 50.0, 45.0)","(8.0, 16.0, 14.0)","(13.0, 30.0, 26.125)","(3.0, 5.1, 3.57)","(7.0, 14.0, 10.894117647058824)","(4.4, 9.2, 5.9529411764705875)","(8.0, 14.0, 12.4)","(4.2, 7.4, 6.5)"
12-01-2023 10:28:59.898937,"(18.0, 50.0, 45.0)","(8.0, 16.0, 14.0)","(13.0, 30.0, 26.125)","(3.0, 5.1, 3.57)","(7.0, 14.0, 10.894117647058824)","(4.4, 9.2, 5.9529411764705875)","(8.0, 14.0, 12.4)","(4.2, 7.4, 6.5)"
12-01-2023 10:29:01.054866,"(18.0, 50.0, 45.0)","(8.0, 16.0, 14.0)","(13.0, 30.0, 26.125)","(3.0, 5.1, 3.57)","(7.0, 14.0, 10.894117647058824)","(4.4, 9.2, 5.9529411764705875)","(8.0, 14.0, 12.4)","(4.2, 7.4, 6.5)"
12-01-2023 10:29:02.313235,"(18.0, 50.0, 45.0)","(8.0, 16.0, 14.0)","(13.0, 30.0, 26.125)","(3.0, 5.1, 3.57)","(7.0, 14.0, 10.894117647058824)","(4.4, 9.2, 5.9529411764705875)","(8.0, 14.0, 12.4)","(4.2, 7.4, 6.5)"
12-01-2023 10:29:03.457927,"(18.0, 50.0, 45.0)","(8.0, 16.0, 14.0)","(13.0, 30.0, 26.125)","(3.0, 5.1, 3.57)","(7.0, 14.0, 10.894117647058824)","(4.4, 9.2, 5.9529411764705875)","(8.0, 14.0, 12.4)","(4.2, 7.4, 6.5)"
12-01-2023 10:29:04.572549,"(18.0, 50.0, 45.0)","(8.0, 16.0, 14.0)","(13.0, 30.0, 26.125)","(3.0, 5.1, 3.57)","(7.0, 14.0, 10.894117647058824)","(4.4, 9.2, 5.9529411764705875)","(8.0, 14.0, 12.4)","(4.2, 7.4, 6.5)"
12-01-2023 10:29:05.743874,"(18.0, 50.0, 45.0)","(8.0, 16.0, 14.0)","(13.0, 30.0, 26.125)","(3.0, 5.1, 3.57)","(7.0, 14.0, 10.894117647058824)","(4.4, 9.2, 5.9529411764705875)","(8.0, 14.0, 12.4)","(4.2, 7.4, 6.5)"
12-01-2023 10:29:06.822398,"(18.0, 50.0, 45.0)","(8.0, 16.0, 14.0)","(13.0, 30.0, 26.125)","(3.0, 5.1, 3.57)","(7.0, 14.0, 10.894117647058824)","(4.4, 9.2, 5.68)","(8.0, 14.0, 12.4)","(4.2, 7.4, 6.5)"
12-01-2023 10:29:07.846199,"(18.0, 50.0, 45.0)","(8.0, 16.0, 14.0)","(13.0, 30.0, 26.125)","(3.0, 5.1, 3.57)","(7.0, 14.0, 10.894117647058824)","(4.4, 9.2, 5.68)","(8.0, 14.0, 12.4)","(4.2, 7.4, 6.5)"
12-01-2023 10:29:08.880336,"(18.0, 50.0, 45.0)","(8.0, 16.0, 13.333333333333332)","(13.0, 30.0, 23.8)","(3.0, 5.1, 3.57)","(7.0, 14.0, 10.894117647058824)","(4.4, 9.2, 7.95)","(8.0, 14.0, 12.4)","(4.2, 7.4, 6.5)"
12-01-2023 10:29:10.168321,"(18.0, 50.0, 45.0)","(8.0, 16.0, 13.333333333333332)","(13.0, 30.0, 23.8)","(3.0, 5.1, 3.57)","(7.0, 14.0, 10.894117647058824)","(4.4, 9.0, 7.95)","(8.0, 14.0, 12.4)","(4.2, 7.4, 6.5)"
12-01-2023 10:29:11.430661,"(18.0, 50.0, 45.0)","(8.0, 16.0, 13.333333333333332)","(13.0, 30.0, 23.8)","(3.0, 5.1, 3.57)","(7.0, 14.0, 10.894117647058824)","(4.4, 9.0, 7.95)","(8.0, 14.0, 12.4)","(4.2, 7.4, 6.5)"
12-01-2023 10:29:12.568980,"(18.0, 50.0, 45.0)","(8.0, 16.0, 13.333333333333332)","(13.0, 30.0, 23.8)","(3.0, 5.1, 3.57)","(7.0, 14.0, 10.894117647058824)","(4.4, 9.0, 7.95)","(8.0, 14.0, 12.4)","(4.2, 7.4, 6.5)"
12-01-2023 10:29:13.597131,"(18.0, 50.0, 45.0)","(8.0, 16.0, 13.333333333333332)","(13.0, 30.0, 23.8)","(3.0, 5.0, 3.5777777777777775)","(7.0, 14.0, 10.894117647058824)","(4.4, 9.0, 7.95)","(8.0, 14.0, 12.4)","(4.2, 7.4, 6.5)"
12-01-2023 10:29:14.687556,"(18.0, 50.0, 45.0)","(8.0, 16.0, 13.333333333333332)","(13.0, 30.0, 23.8)","(3.0, 5.0, 3.5777777777777775)","(7.0, 14.0, 10.894117647058824)","(4.4, 9.0, 7.875)","(8.0, 14.0, 12.4)","(4.2, 7.4, 6.5)"
12-01-2023 10:29:15.741672,"(18.0, 50.0, 45.0)","(8.0, 16.0, 13.333333333333332)","(13.0, 30.0, 23.8)","(3.0, 5.0, 3.5777777777777775)","(7.0, 14.0, 10.894117647058824)","(4.4, 9.0, 7.925)","(8.0, 14.0, 12.4)","(4.2, 7.4, 6.5)"
12-01-2023 10:29:16.883306,"(18.0, 50.0, 45.0)","(8.0, 16.0, 13.333333333333332)","(13.0, 30.0, 23.8)","(3.0, 5.0, 3.5777777777777775)","(7.0, 14.0, 10.894117647058824)","(4.4, 9.0, 8.6)","(8.0, 14.0, 12.4)","(4.2, 7.4, 6.5)"
12-01-2023 10:29:18.080518,"(18.0, 50.0, 45.0)","(8.0, 16.0, 13.333333333333332)","(13.0, 30.0, 23.8)","(3.0, 5.0, 3.5777777777777775)","(7.0, 14.0, 10.894117647058824)","(4.4, 9.0, 7.925)","(8.0, 14.0, 12.4)","(4.2, 7.4, 6.5)"
12-01-2023 10:29:19.264432,"(18.0, 50.0, 45.0)","(8.0, 16.0, 13.333333333333332)","(13.0, 30.0, 23.8)","(3.0, 5.0, 3.5777777777777775)","(7.0, 14.0, 10.894117647058824)","(4.4, 9.0, 8.6)","(8.0, 14.0, 12.4)","(4.2, 7.4, 6.5)"
12-01-2023 10:29:20.488249,"(18.0, 50.0, 45.0)","(8.0, 16.0, 13.333333333333332)","(13.0, 30.0, 23.8)","(3.0, 5.0, 3.5777777777777775)","(7.0, 14.0, 10.894117647058824)","(4.4, 9.0, 8.6)","(8.0, 14.0, 12.4)","(4.2, 7.4, 6.5)"
12-01-2023 10:29:21.560150,"(18.0, 50.0, 45.0)","(8.0, 16.0, 13.333333333333332)","(13.0, 30.0, 23.8)","(3.0, 5.0, 3.5666666666666664)","(7.0, 14.0, 10.894117647058824)","(4.4, 9.0, 7.925)","(8.0, 14.0, 12.4)","(4.2, 7.4, 6.5)"
12-01-2023 10:29:22.686036,"(18.0, 50.0, 45.0)","(8.0, 16.0, 13.333333333333332)","(13.0, 30.0, 23.8)","(3.0, 4.9, 3.5666666666666664)","(7.0, 14.0, 10.894117647058824)","(4.4, 9.0, 8.6)","(8.0, 14.0, 12.4)","(4.2, 7.4, 6.5)"
12-01-2023 10:29:23.754799,"(18.0, 50.0, 45.0)","(8.0, 16.0, 13.333333333333332)","(13.0, 30.0, 23.8)","(3.0, 4.9, 3.5666666666666664)","(7.0, 14.0, 10.894117647058824)","(4.4, 9.0, 7.925)","(8.0, 14.0, 12.4)","(4.2, 7.4, 6.5)"
12-01-2023 10:29:24.806007,"(18.0, 50.0, 45.0)","(8.0, 16.0, 13.333333333333332)","(13.0, 30.0, 23.8)","(3.0, 4.9, 3.5666666666666664)","(7.0, 14.0, 10.894117647058824)","(4.4, 9.0, 8.685714285714287)","(8.0, 14.0, 12.4)","(4.2, 7.4, 6.5)"
12-01-2023 10:29:25.915264,"(18.0, 50.0, 45.0)","(8.0, 16.0, 13.333333333333332)","(13.0, 30.0, 23.8)","(3.0, 4.9, 3.5666666666666664)","(7.0, 14.0, 10.894117647058824)","(4.4, 9.0, 8.685714285714287)","(8.0, 14.0, 12.4)","(4.2, 7.4, 6.5)"
12-01-2023 10:29:26.979522,"(18.0, 50.0, 45.0)","(8.0, 16.0, 13.333333333333332)","(13.0, 30.0, 23.8)","(3.0, 4.9, 3.5666666666666664)","(7.0, 14.0, 10.894117647058824)","(4.4, 9.0, 8.685714285714287)","(8.0, 14.0, 12.4)","(4.2, 7.4, 6.5)"
12-01-2023 10:29:28.004801,"(18.0, 50.0, 45.0)","(8.0, 16.0, 13.333333333333332)","(13.0, 30.0, 23.8)","(3.0, 4.9, 3.5666666666666664)","(7.0, 14.0, 10.894117647058824)","(4.4, 9.0, 8.685714285714287)","(8.0, 14.0, 12.4)","(4.2, 7.4, 6.5)"
12-01-2023 10:29:29.090468,"(18.0, 50.0, 45.0)","(8.0, 16.0, 13.333333333333332)","(13.0, 30.0, 23.8)","(3.0, 4.9, 3.5666666666666664)","(7.0, 14.0, 10.894117647058824)","(4.4, 9.0, 8.685714285714287)","(8.0, 14.0, 12.4)","(4.2, 7.4, 6.5)"
12-01-2023 10:29:30.187403,"(18.0, 50.0, 45.0)","(8.0, 16.0, 13.333333333333332)","(13.0, 30.0, 23.8)","(3.0, 4.9, 3.5666666666666664)","(7.0, 14.0, 10.894117647058824)","(4.4, 9.0, 8.685714285714287)","(8.0, 14.0, 12.4)","(4.2, 7.4, 6.5)"
12-01-2023 10:29:31.300958,"(18.0, 50.0, 45.0)","(8.0, 16.0, 13.333333333333332)","(13.0, 30.0, 23.8)","(3.0, 4.8, 3.5555555555555554)","(7.0, 14.0, 10.894117647058824)","(4.4, 9.0, 8.685714285714287)","(8.0, 14.0, 12.4)","(4.2, 7.4, 6.5)"
12-01-2023 10:29:32.480390,"(18.0, 50.0, 45.0)","(8.0, 16.0, 13.333333333333332)","(13.0, 30.0, 23.8)","(3.0, 4.8, 3.5555555555555554)","(7.0, 14.0, 10.894117647058824)","(4.4, 9.0, 8.685714285714287)","(8.0, 14.0, 12.4)","(4.2, 7.4, 6.5)"
12-01-2023 10:29:33.694184,"(18.0, 50.0, 45.0)","(8.0, 16.0, 13.333333333333332)","(13.0, 30.0, 23.8)","(3.0, 4.8, 3.5555555555555554)","(7.0, 14.0, 10.894117647058824)","(4.4, 9.0, 8.685714285714287)","(8.0, 14.0, 12.4)","(4.2, 7.4, 6.5)"
12-01-2023 10:29:34.933909,"(18.0, 50.0, 45.0)","(8.0, 16.0, 13.333333333333332)","(13.0, 30.0, 23.8)","(3.0, 4.8, 3.5555555555555554)","(7.0, 14.0, 10.894117647058824)","(4.4, 9.0, 8.685714285714287)","(8.0, 14.0, 12.4)","(4.2, 7.4, 6.5)"
12-01-2023 10:29:36.187098,"(18.0, 50.0, 45.0)","(8.0, 16.0, 13.333333333333332)","(13.0, 30.0, 23.8)","(3.0, 4.8, 3.5555555555555554)","(7.0, 14.0, 10.894117647058824)","(4.4, 9.0, 8.685714285714287)","(8.0, 14.0, 12.4)","(4.2, 7.4, 6.5)"
12-01-2023 10:29:37.355105,"(18.0, 50.0, 45.0)","(8.0, 16.0, 13.333333333333332)","(13.0, 30.0, 23.8)","(3.0, 4.8, 3.5555555555555554)","(7.0, 14.0, 10.894117647058824)","(4.4, 9.0, 8.685714285714287)","(8.0, 14.0, 12.4)","(4.2, 7.4, 6.5)"
12-01-2023 10:29:38.556248,"(18.0, 50.0, 23.333333333333332)","(8.0, 16.0, 13.333333333333332)","(13.0, 30.0, 24.833333333333336)","(3.0, 4.8, 3.66)","(7.0, 14.0, 12.89)","(4.4, 9.0, 8.685714285714287)","(8.0, 14.0, 12.4)","(4.2, 7.4, 6.5)"
12-01-2023 10:29:39.735835,"(18.0, 50.0, 23.75)","(8.0, 16.0, 13.333333333333332)","(13.0, 30.0, 24.833333333333336)","(3.0, 4.7, 3.66)","(7.0, 13.5, 10.55)","(4.4, 9.0, 8.685714285714287)","(8.0, 14.0, 12.4)","(4.2, 7.4, 6.5)"
12-01-2023 10:29:40.852339,"(18.0, 50.0, 23.75)","(8.0, 16.0, 10.149999999999999)","(13.0, 30.0, 24.833333333333336)","(3.0, 4.7, 3.66)","(7.0, 13.5, 10.55)","(4.4, 9.0, 7.925)","(8.0, 14.0, 12.4)","(4.2, 7.4, 6.5)"
12-01-2023 10:29:41.918577,"(18.0, 50.0, 23.75)","(8.0, 16.0, 13.818181818181818)","(13.0, 30.0, 24.833333333333336)","(3.0, 4.7, 3.66)","(7.0, 13.5, 10.55)","(4.4, 9.0, 7.925)","(8.0, 14.0, 12.4)","(4.2, 7.4, 6.5)"
12-01-2023 10:29:43.006487,"(18.0, 50.0, 23.75)","(8.0, 16.0, 13.818181818181818)","(13.0, 30.0, 24.833333333333336)","(3.0, 4.7, 3.66)","(7.0, 13.5, 10.55)","(4.4, 9.0, 7.925)","(8.0, 14.0, 12.4)","(4.2, 7.4, 6.5)"
12-01-2023 10:29:44.093061,"(18.0, 50.0, 23.75)","(8.0, 16.0, 13.818181818181818)","(13.0, 30.0, 24.833333333333336)","(3.0, 4.7, 3.66)","(7.0, 13.5, 10.55)","(4.4, 9.0, 7.925)","(8.0, 14.0, 12.4)","(4.2, 7.4, 6.5)"
12-01-2023 10:29:45.328089,"(18.0, 50.0, 23.75)","(8.0, 16.0, 13.818181818181818)","(13.0, 30.0, 24.833333333333336)","(3.0, 4.7, 3.66)","(7.0, 13.5, 10.55)","(4.4, 9.0, 7.925)","(8.0, 14.0, 12.4)","(4.2, 7.4, 6.5)"
12-01-2023 10:29:46.688440,"(18.0, 50.0, 23.75)","(8.0, 16.0, 13.818181818181818)","(13.0, 30.0, 24.833333333333336)","(3.0, 4.7, 3.466666666666667)","(7.0, 13.5, 10.55)","(4.4, 9.0, 7.925)","(8.0, 14.0, 12.4)","(4.2, 7.4, 6.5)"
12-01-2023 10:29:47.992741,"(18.0, 50.0, 23.75)","(8.0, 16.0, 13.818181818181818)","(13.0, 30.0, 24.833333333333336)","(3.0, 5.2, 3.6399999999999997)","(7.0, 13.5, 10.55)","(4.4, 9.0, 7.925)","(8.0, 14.0, 12.4)","(4.2, 7.4, 6.5)"
12-01-2023 10:29:49.193575,"(18.0, 50.0, 23.75)","(8.0, 16.0, 13.818181818181818)","(13.0, 30.0, 24.833333333333336)","(3.0, 4.6, 3.6399999999999997)","(7.0, 13.5, 10.55)","(4.4, 9.0, 7.925)","(8.0, 14.0, 12.4)","(4.2, 7.4, 6.5)"
12-01-2023 10:29:50.473516,"(18.0, 50.0, 23.75)","(8.0, 16.0, 13.818181818181818)","(13.0, 30.0, 24.833333333333336)","(3.0, 4.6, 3.6399999999999997)","(7.0, 13.5, 10.55)","(4.4, 9.0, 7.925)","(8.0, 14.0, 12.4)","(4.2, 7.4, 6.5)"
12-01-2023 10:29:51.774694,"(18.0, 50.0, 23.75)","(8.0, 16.0, 13.818181818181818)","(13.0, 30.0, 24.833333333333336)","(3.0, 4.6, 3.6399999999999997)","(7.0, 13.5, 10.55)","(4.4, 9.0, 7.925)","(8.0, 14.0, 12.4)","(4.2, 7.4, 6.5)"
12-01-2023 10:29:53.001224,"(18.0, 50.0, 23.75)","(8.0, 16.0, 13.818181818181818)","(13.0, 30.0, 24.833333333333336)","(3.0, 4.6, 3.6399999999999997)","(7.0, 13.5, 10.55)","(4.4, 9.0, 7.925)","(8.0, 14.0, 12.4)","(4.2, 7.4, 6.5)"
12-01-2023 10:29:54.157728,"(18.0, 50.0, 23.75)","(8.0, 16.0, 13.818181818181818)","(13.0, 30.0, 24.833333333333336)","(3.0, 4.6, 3.6399999999999997)","(7.0, 13.5, 10.55)","(4.4, 9.0, 7.925)","(8.0, 14.0, 12.4)","(4.2, 7.4, 6.5)"
12-01-2023 10:29:55.261539,"(18.0, 50.0, 23.75)","(8.0, 16.0, 13.818181818181818)","(13.0, 30.0, 24.833333333333336)","(3.0, 4.6, 3.62)","(7.0, 13.5, 10.55)","(4.4, 9.0, 7.925)","(8.0, 14.0, 12.4)","(4.2, 7.4, 6.5)"
12-01-2023 10:29:56.344097,"(18.0, 50.0, 23.75)","(8.0, 16.0, 14.4)","(13.0, 30.0, 24.833333333333336)","(3.0, 4.5, 3.62)","(7.0, 13.5, 10.55)","(4.4, 9.0, 7.633333333333333)","(8.0, 14.0, 12.4)","(4.2, 7.4, 6.5)"
12-01-2023 10:29:57.544802,"(18.0, 50.0, 23.75)","(8.0, 16.0, 13.818181818181818)","(13.0, 30.0, 24.833333333333336)","(3.0, 4.5, 3.62)","(7.0, 13.5, 10.55)","(4.4, 9.0, 7.633333333333333)","(8.0, 14.0, 12.4)","(4.2, 7.4, 6.5)"
12-01-2023 10:29:58.717935,"(18.0, 50.0, 23.75)","(8.0, 16.0, 13.818181818181818)","(13.0, 30.0, 24.833333333333336)","(3.0, 4.5, 3.62)","(7.0, 13.5, 10.55)","(4.4, 9.0, 7.633333333333333)","(8.0, 14.0, 12.4)","(4.2, 7.4, 6.5)"
12-01-2023 10:29:59.941516,"(18.0, 50.0, 23.75)","(8.0, 16.0, 13.818181818181818)","(13.0, 30.0, 24.833333333333336)","(3.0, 4.5, 3.62)","(7.0, 13.5, 10.55)","(4.4, 9.0, 7.633333333333333)","(8.0, 14.0, 12.4)","(4.2, 7.4, 6.5)"
12-01-2023 10:30:00.970379,"(18.0, 50.0, 23.75)","(8.0, 16.0, 13.818181818181818)","(13.0, 30.0, 24.833333333333336)","(3.0, 4.5, 3.62)","(7.0, 13.5, 10.55)","(4.4, 9.0, 7.633333333333333)","(8.0, 14.0, 12.4)","(4.2, 7.4, 6.5)"
12-01-2023 10:30:02.035556,"(18.0, 50.0, 23.75)","(8.0, 16.0, 13.818181818181818)","(13.0, 30.0, 24.833333333333336)","(3.0, 4.5, 3.62)","(7.0, 13.5, 10.55)","(4.4, 9.0, 7.633333333333333)","(8.0, 14.0, 12.4)","(4.2, 7.4, 6.5)"
12-01-2023 10:30:03.230545,"(18.0, 50.0, 23.75)","(8.0, 16.0, 13.818181818181818)","(13.0, 30.0, 24.833333333333336)","(3.0, 4.5, 3.62)","(7.0, 13.5, 10.55)","(4.4, 9.0, 7.633333333333333)","(8.0, 14.0, 12.4)","(4.2, 7.4, 6.5)"
12-01-2023 10:30:04.417586,"(18.0, 50.0, 23.75)","(8.0, 16.0, 13.818181818181818)","(13.0, 30.0, 24.833333333333336)","(3.0, 4.4, 3.6)","(7.0, 13.5, 10.55)","(4.4, 9.0, 7.95)","(8.0, 14.0, 12.4)","(4.2, 7.4, 6.5)"
12-01-2023 10:30:05.629485,"(18.0, 50.0, 23.75)","(8.0, 16.0, 13.818181818181818)","(13.0, 30.0, 24.833333333333336)","(3.0, 4.4, 3.6)","(7.0, 13.5, 10.55)","(4.4, 9.0, 8.399999999999999)","(8.0, 14.0, 12.4)","(4.2, 7.4, 6.5)"
12-01-2023 10:30:06.762517,"(18.0, 50.0, 23.75)","(8.0, 16.0, 13.818181818181818)","(13.0, 30.0, 24.833333333333336)","(3.0, 4.4, 3.6)","(7.0, 13.5, 10.55)","(4.4, 9.0, 8.399999999999999)","(8.0, 14.0, 12.4)","(4.2, 7.4, 6.5)"
12-01-2023 10:30:07.861290,"(18.0, 50.0, 23.75)","(8.0, 16.0, 13.818181818181818)","(13.0, 30.0, 24.833333333333336)","(3.0, 4.4, 3.6)","(7.0, 13.5, 10.55)","(4.4, 9.0, 8.399999999999999)","(8.0, 14.0, 12.4)","(4.2, 7.4, 6.5)"
12-01-2023 10:30:08.973873,"(18.0, 50.0, 23.75)","(8.0, 16.0, 13.818181818181818)","(13.0, 30.0, 24.833333333333336)","(3.0, 4.4, 3.6)","(7.0, 13.5, 10.55)","(4.4, 9.0, 8.399999999999999)","(8.0, 14.0, 12.4)","(4.2, 7.4, 6.5)"
12-01-2023 10:30:10.075023,"(18.0, 50.0, 23.75)","(8.0, 16.0, 13.818181818181818)","(13.0, 30.0, 24.833333333333336)","(3.0, 4.4, 3.6)","(7.0, 13.5, 10.55)","(4.4, 9.0, 8.399999999999999)","(8.0, 14.0, 12.4)","(4.2, 7.4, 6.5)"
12-01-2023 10:30:11.171874,"(18.0, 50.0, 23.75)","(8.0, 16.0, 13.818181818181818)","(13.0, 30.0, 24.833333333333336)","(3.0, 4.4, 3.6)","(7.0, 13.5, 10.55)","(4.4, 9.0, 8.399999999999999)","(8.0, 14.0, 12.4)","(4.2, 7.4, 6.5)"
12-01-2023 10:30:12.304929,"(18.0, 50.0, 23.75)","(8.0, 16.0, 13.818181818181818)","(13.0, 30.0, 24.833333333333336)","(3.0, 4.4, 3.57)","(7.0, 13.5, 10.55)","(4.4, 9.0, 8.18)","(8.0, 14.0, 12.4)","(4.2, 7.4, 6.5)"
12-01-2023 10:30:13.461259,"(18.0, 50.0, 23.75)","(8.0, 16.0, 13.818181818181818)","(13.0, 30.0, 24.833333333333336)","(3.0, 5.1, 3.57)","(7.0, 13.5, 10.55)","(4.4, 9.0, 7.666666666666666)","(8.0, 14.0, 12.4)","(4.2, 7.4, 6.5)"
12-01-2023 10:30:14.658472,"(18.0, 50.0, 23.75)","(8.0, 16.0, 13.818181818181818)","(13.0, 30.0, 24.833333333333336)","(3.0, 5.1, 3.57)","(7.0, 13.5, 10.55)","(4.4, 9.0, 7.666666666666666)","(8.0, 14.0, 12.4)","(4.2, 7.4, 6.5)"
12-01-2023 10:30:15.776573,"(18.0, 50.0, 23.75)","(8.0, 16.0, 13.818181818181818)","(13.0, 30.0, 24.833333333333336)","(3.0, 5.1, 3.57)","(7.0, 13.5, 10.55)","(4.4, 9.0, 7.666666666666666)","(8.0, 14.0, 12.4)","(4.2, 7.4, 6.5)"
