,Got The Lot,Perfect Colour,Dr Nightingale,Salad Dodger,Unleash Collinda,Shadow Riot,Oldrik Bale,Center
11-01-2023 19:40:35.330569,"(5.5, 17.5, 15.9375)","(15.0, 38.0, 19.0)","(81.0, 510.0, 223.33333333333334)","(5.0, 6.6, 6.090909090909091)","(1.75, 1.99, 1.98)","(4.2, 5.2, 5.0588235294117645)","(51.0, 400.0, 303.33333333333337)","(41.0, 330.0, 305.0)"
11-01-2023 19:40:36.353235,"(5.5, 17.5, 15.9375)","(15.0, 38.0, 19.0)","(81.0, 510.0, 223.33333333333334)","(5.0, 6.6, 6.090909090909091)","(1.75, 1.99, 1.98)","(4.2, 5.2, 5.0588235294117645)","(51.0, 400.0, 303.33333333333337)","(41.0, 340.0, 280.0)"
11-01-2023 19:40:37.515085,"(5.5, 17.5, 15.9375)","(15.0, 38.0, 19.0)","(81.0, 510.0, 223.33333333333334)","(5.0, 6.6, 6.090909090909091)","(1.75, 1.99, 1.98)","(4.2, 5.2, 5.0588235294117645)","(51.0, 400.0, 303.33333333333337)","(41.0, 340.0, 256.0)"
11-01-2023 19:40:38.604633,"(5.5, 17.5, 15.9375)","(15.0, 38.0, 19.0)","(81.0, 510.0, 223.33333333333334)","(5.0, 6.6, 6.090909090909091)","(1.75, 1.99, 1.984705882352941)","(4.2, 5.2, 5.0588235294117645)","(51.0, 400.0, 303.33333333333337)","(41.0, 340.0, 273.33333333333337)"
11-01-2023 19:40:39.759632,"(5.5, 17.5, 15.9375)","(15.0, 36.0, 21.6)","(81.0, 510.0, 223.33333333333334)","(5.0, 6.6, 6.090909090909091)","(1.75, 1.99, 1.984705882352941)","(4.2, 5.2, 5.0588235294117645)","(51.0, 400.0, 303.33333333333337)","(41.0, 340.0, 282.8571428571429)"
11-01-2023 19:40:40.937445,"(5.5, 17.5, 15.9375)","(15.0, 34.0, 26.0)","(81.0, 510.0, 223.33333333333334)","(5.0, 6.6, 6.090909090909091)","(1.75, 1.99, 1.984705882352941)","(4.2, 5.2, 5.0588235294117645)","(51.0, 400.0, 303.33333333333337)","(41.0, 340.0, 260.0)"
11-01-2023 19:40:42.031373,"(5.5, 17.5, 15.9375)","(15.0, 34.0, 26.0)","(81.0, 510.0, 223.33333333333334)","(5.0, 6.6, 6.090909090909091)","(1.75, 1.99, 1.9849999999999999)","(4.2, 5.2, 5.0588235294117645)","(51.0, 400.0, 303.33333333333337)","(41.0, 340.0, 276.6666666666667)"
11-01-2023 19:40:43.102599,"(5.5, 17.5, 15.9375)","(15.0, 32.0, 21.5)","(81.0, 510.0, 223.33333333333334)","(5.0, 6.6, 6.090909090909091)","(1.75, 1.99, 1.9849999999999999)","(4.2, 5.2, 5.0588235294117645)","(51.0, 400.0, 303.33333333333337)","(41.0, 340.0, 276.6666666666667)"
11-01-2023 19:40:44.139600,"(5.5, 17.5, 15.9375)","(15.0, 32.0, 20.0)","(81.0, 510.0, 223.33333333333334)","(5.0, 6.6, 6.32)","(1.75, 1.99, 1.936923076923077)","(4.2, 5.2, 5.090909090909091)","(51.0, 400.0, 303.33333333333337)","(41.0, 340.0, 220.0)"
11-01-2023 19:40:45.248504,"(5.5, 17.5, 15.9375)","(15.0, 32.0, 20.88235294117647)","(81.0, 510.0, 297.5)","(5.0, 6.6, 6.542857142857143)","(1.75, 1.96, 1.936923076923077)","(4.2, 5.2, 5.090909090909091)","(51.0, 400.0, 303.33333333333337)","(41.0, 340.0, 250.0)"
11-01-2023 19:40:46.391340,"(5.5, 16.0, 15.75)","(15.0, 32.0, 20.625)","(81.0, 510.0, 297.5)","(5.0, 6.6, 6.533333333333333)","(1.75, 1.96, 1.935)","(4.2, 5.2, 5.090909090909091)","(51.0, 400.0, 303.33333333333337)","(41.0, 340.0, 250.0)"
11-01-2023 19:40:47.457173,"(5.5, 16.0, 15.75)","(15.0, 32.0, 24.045454545454547)","(81.0, 510.0, 297.5)","(5.0, 6.6, 6.533333333333333)","(1.75, 1.96, 1.935)","(4.2, 5.2, 5.090909090909091)","(51.0, 400.0, 368.8888888888889)","(41.0, 340.0, 226.66666666666666)"
11-01-2023 19:40:48.561947,"(5.5, 16.0, 15.666666666666666)","(15.0, 32.0, 24.0)","(81.0, 510.0, 297.5)","(5.0, 6.6, 6.533333333333333)","(1.75, 1.96, 1.935)","(4.2, 5.2, 5.090909090909091)","(51.0, 400.0, 368.8888888888889)","(41.0, 340.0, 226.66666666666666)"
11-01-2023 19:40:49.655138,"(5.5, 16.0, 15.666666666666666)","(15.0, 32.0, 25.0)","(81.0, 510.0, 297.5)","(5.0, 6.6, 6.533333333333333)","(1.75, 1.96, 1.935)","(4.2, 5.2, 5.090909090909091)","(51.0, 400.0, 360.0)","(41.0, 340.0, 226.66666666666666)"
11-01-2023 19:40:50.651488,"(5.5, 16.0, 15.666666666666666)","(15.0, 32.0, 22.941176470588236)","(81.0, 510.0, 297.5)","(5.0, 6.6, 6.533333333333333)","(1.75, 1.96, 1.9355555555555555)","(4.2, 5.2, 5.090909090909091)","(51.0, 400.0, 346.0)","(41.0, 340.0, 226.66666666666666)"
11-01-2023 19:40:51.610051,"(5.5, 17.0, 16.333333333333332)","(15.0, 32.0, 24.22222222222222)","(81.0, 510.0, 297.5)","(5.0, 6.6, 6.3999999999999995)","(1.75, 1.98, 1.9158333333333333)","(4.2, 5.2, 5.090909090909091)","(51.0, 400.0, 346.0)","(41.0, 340.0, 250.0)"
11-01-2023 19:40:52.661536,"(5.5, 17.0, 15.571428571428571)","(15.0, 32.0, 25.636363636363637)","(81.0, 510.0, 297.5)","(5.0, 6.6, 6.3307692307692305)","(1.75, 1.98, 1.9158333333333333)","(4.2, 5.2, 5.090909090909091)","(51.0, 400.0, 346.0)","(41.0, 330.0, 204.0)"
11-01-2023 19:40:53.810556,"(5.5, 17.0, 15.571428571428571)","(15.0, 32.0, 25.636363636363637)","(81.0, 510.0, 297.5)","(5.0, 6.6, 6.093103448275862)","(1.75, 1.98, 1.9433333333333334)","(4.2, 5.2, 5.090909090909091)","(51.0, 400.0, 371.1111111111111)","(41.0, 340.0, 194.28571428571428)"
11-01-2023 19:40:54.958772,"(5.5, 17.0, 15.571428571428571)","(15.0, 32.0, 25.636363636363637)","(81.0, 510.0, 251.0)","(5.0, 6.6, 6.093103448275862)","(1.75, 1.98, 1.9233333333333333)","(4.2, 5.2, 5.090909090909091)","(51.0, 400.0, 371.1111111111111)","(41.0, 340.0, 194.28571428571428)"
11-01-2023 19:40:56.079133,"(5.5, 17.0, 15.571428571428571)","(15.0, 32.0, 24.58823529411765)","(81.0, 500.0, 251.0)","(5.0, 6.6, 6.093103448275862)","(1.75, 1.97, 1.94)","(4.2, 5.2, 5.090909090909091)","(51.0, 400.0, 371.1111111111111)","(41.0, 340.0, 194.28571428571428)"
11-01-2023 19:40:57.109564,"(5.5, 17.0, 15.571428571428571)","(15.0, 32.0, 25.77777777777778)","(81.0, 480.0, 315.41666666666663)","(5.0, 6.6, 6.093103448275862)","(1.75, 1.97, 1.94)","(4.2, 5.2, 5.090909090909091)","(51.0, 400.0, 371.1111111111111)","(41.0, 340.0, 212.5)"
11-01-2023 19:40:58.081292,"(5.5, 17.0, 15.571428571428571)","(15.0, 32.0, 26.90909090909091)","(81.0, 460.0, 335.0)","(5.0, 6.4, 6.015384615384615)","(1.75, 1.97, 1.9489473684210525)","(4.2, 5.2, 4.961538461538462)","(51.0, 400.0, 371.1111111111111)","(41.0, 340.0, 212.5)"
11-01-2023 19:40:59.064926,"(5.5, 17.0, 15.571428571428571)","(15.0, 32.0, 27.047619047619047)","(81.0, 450.0, 173.0769230769231)","(5.0, 6.4, 6.0875)","(1.75, 1.93, 1.9176923076923076)","(4.2, 5.1, 4.961538461538462)","(51.0, 400.0, 371.1111111111111)","(41.0, 340.0, 212.5)"
11-01-2023 19:41:00.271101,"(5.5, 17.0, 15.571428571428571)","(15.0, 32.0, 27.047619047619047)","(81.0, 430.0, 182.72727272727275)","(5.0, 6.4, 6.0875)","(1.75, 1.92, 1.9176923076923076)","(4.2, 5.1, 4.961538461538462)","(51.0, 400.0, 371.1111111111111)","(41.0, 340.0, 212.5)"
11-01-2023 19:41:01.394971,"(5.5, 17.0, 15.571428571428571)","(15.0, 32.0, 27.36842105263158)","(81.0, 410.0, 227.14285714285714)","(5.0, 6.4, 6.050000000000001)","(1.75, 1.92, 1.9176923076923076)","(4.2, 5.1, 4.961538461538462)","(51.0, 400.0, 371.1111111111111)","(41.0, 340.0, 220.0)"
11-01-2023 19:41:02.552471,"(5.5, 17.0, 15.571428571428571)","(15.0, 32.0, 28.5)","(81.0, 410.0, 276.0)","(5.0, 6.4, 6.166666666666667)","(1.75, 1.92, 1.9176923076923076)","(4.2, 5.1, 4.961538461538462)","(51.0, 400.0, 371.1111111111111)","(41.0, 340.0, 225.71428571428572)"
11-01-2023 19:41:03.712619,"(5.5, 17.0, 15.571428571428571)","(15.0, 32.0, 27.875)","(81.0, 400.0, 276.0)","(5.0, 6.4, 6.166666666666667)","(1.75, 1.92, 1.9176923076923076)","(4.2, 5.1, 4.961538461538462)","(51.0, 400.0, 371.1111111111111)","(41.0, 340.0, 220.0)"
11-01-2023 19:41:04.896934,"(5.5, 17.0, 15.571428571428571)","(15.0, 32.0, 27.6)","(81.0, 400.0, 206.25)","(5.0, 6.4, 6.166666666666667)","(1.75, 1.92, 1.91625)","(4.2, 5.1, 4.923529411764705)","(51.0, 400.0, 371.1111111111111)","(41.0, 340.0, 220.0)"
11-01-2023 19:41:06.071889,"(5.5, 17.0, 15.571428571428571)","(15.0, 32.0, 27.6)","(81.0, 400.0, 206.25)","(5.0, 6.4, 6.166666666666667)","(1.75, 1.95, 1.918235294117647)","(4.2, 5.1, 4.961538461538462)","(51.0, 400.0, 371.1111111111111)","(41.0, 340.0, 233.33333333333334)"
11-01-2023 19:41:07.186327,"(5.5, 17.0, 15.571428571428571)","(15.0, 32.0, 27.6)","(81.0, 400.0, 206.25)","(5.0, 6.4, 6.08)","(1.75, 1.95, 1.918235294117647)","(4.2, 5.1, 4.961538461538462)","(51.0, 400.0, 275.0)","(41.0, 340.0, 233.33333333333334)"
11-01-2023 19:41:08.274174,"(5.5, 17.0, 15.571428571428571)","(15.0, 32.0, 27.6)","(81.0, 400.0, 206.25)","(5.0, 6.4, 6.08)","(1.75, 1.95, 1.918235294117647)","(4.2, 5.1, 4.961538461538462)","(51.0, 400.0, 316.66666666666663)","(41.0, 340.0, 233.33333333333334)"
11-01-2023 19:41:09.417664,"(5.5, 17.0, 15.571428571428571)","(15.0, 32.0, 28.526315789473685)","(81.0, 400.0, 206.25)","(5.0, 6.4, 6.08)","(1.75, 1.95, 1.9207692307692308)","(4.2, 5.1, 4.961538461538462)","(51.0, 400.0, 316.66666666666663)","(41.0, 340.0, 233.33333333333334)"
11-01-2023 19:41:10.517107,"(5.5, 17.0, 15.571428571428571)","(15.0, 32.0, 27.6)","(81.0, 400.0, 206.25)","(5.0, 6.4, 5.7043478260869565)","(1.75, 1.94, 1.9249999999999998)","(4.2, 5.1, 4.961538461538462)","(51.0, 400.0, 316.66666666666663)","(41.0, 340.0, 212.0)"
11-01-2023 19:41:12.009553,"(5.5, 17.0, 15.571428571428571)","(15.0, 32.0, 27.6)","(81.0, 400.0, 206.25)","(5.0, 6.4, 5.688888888888888)","(1.75, 1.93, 1.9249999999999998)","(4.2, 5.1, 4.9799999999999995)","(51.0, 400.0, 316.66666666666663)","(41.0, 340.0, 240.0)"
11-01-2023 19:41:13.301184,"(5.5, 17.0, 15.571428571428571)","(15.0, 32.0, 27.6)","(81.0, 400.0, 206.25)","(5.0, 6.4, 5.688888888888888)","(1.75, 1.93, 1.9249999999999998)","(4.2, 5.1, 4.9799999999999995)","(51.0, 400.0, 316.66666666666663)","(41.0, 340.0, 240.0)"
11-01-2023 19:41:14.473167,"(5.5, 17.0, 16.333333333333332)","(15.0, 32.0, 28.526315789473685)","(81.0, 400.0, 272.9166666666667)","(5.0, 6.4, 5.688888888888888)","(1.75, 1.93, 1.9249999999999998)","(4.2, 5.1, 4.9799999999999995)","(51.0, 400.0, 275.0)","(41.0, 340.0, 228.0)"
11-01-2023 19:41:15.750743,"(5.5, 17.0, 16.666666666666668)","(15.0, 32.0, 28.526315789473685)","(81.0, 400.0, 261.3636363636364)","(5.0, 6.4, 5.875)","(1.75, 1.93, 1.9249999999999998)","(4.2, 5.1, 4.9799999999999995)","(51.0, 400.0, 275.0)","(41.0, 340.0, 228.0)"
11-01-2023 19:41:16.935942,"(5.5, 17.0, 16.333333333333332)","(15.0, 32.0, 28.526315789473685)","(81.0, 400.0, 261.3636363636364)","(5.0, 6.4, 5.9)","(1.75, 1.93, 1.8958333333333333)","(4.2, 5.1, 5.042857142857143)","(51.0, 400.0, 275.0)","(41.0, 340.0, 228.0)"
11-01-2023 19:41:18.049999,"(5.5, 17.0, 16.5)","(15.0, 32.0, 28.526315789473685)","(81.0, 400.0, 261.3636363636364)","(5.0, 6.4, 5.9)","(1.75, 1.9, 1.895)","(4.2, 5.1, 5.042857142857143)","(51.0, 400.0, 275.0)","(41.0, 340.0, 228.0)"
11-01-2023 19:41:19.355076,"(5.5, 17.0, 16.5)","(15.0, 32.0, 28.526315789473685)","(81.0, 400.0, 261.3636363636364)","(5.0, 6.4, 5.9)","(1.75, 1.9, 1.895)","(4.2, 5.1, 5.042857142857143)","(51.0, 400.0, 275.0)","(41.0, 340.0, 228.0)"
11-01-2023 19:41:20.596590,"(5.5, 17.0, 16.5)","(15.0, 32.0, 28.526315789473685)","(81.0, 400.0, 261.3636363636364)","(5.0, 6.4, 5.9)","(1.75, 1.9, 1.895)","(4.2, 5.1, 5.042857142857143)","(51.0, 400.0, 275.0)","(41.0, 340.0, 228.0)"
11-01-2023 19:41:21.712343,"(5.5, 17.0, 16.714285714285715)","(15.0, 32.0, 28.526315789473685)","(81.0, 400.0, 261.3636363636364)","(5.0, 6.4, 5.791304347826087)","(1.75, 1.9, 1.895)","(4.2, 5.1, 5.042857142857143)","(51.0, 400.0, 275.0)","(41.0, 340.0, 228.0)"
11-01-2023 19:41:22.810151,"(5.5, 17.0, 16.714285714285715)","(15.0, 32.0, 28.526315789473685)","(81.0, 400.0, 261.3636363636364)","(5.0, 6.4, 6.0)","(1.75, 1.9, 1.9078571428571427)","(4.2, 5.1, 5.0636363636363635)","(51.0, 400.0, 275.0)","(41.0, 340.0, 228.0)"
11-01-2023 19:41:23.886413,"(5.5, 17.0, 16.5)","(15.0, 32.0, 28.526315789473685)","(81.0, 400.0, 261.3636363636364)","(5.0, 6.4, 6.0)","(1.75, 1.94, 1.903157894736842)","(4.2, 5.1, 5.0249999999999995)","(51.0, 400.0, 275.0)","(41.0, 340.0, 228.0)"
11-01-2023 19:41:24.946164,"(5.5, 17.0, 16.5)","(15.0, 32.0, 28.526315789473685)","(81.0, 400.0, 261.3636363636364)","(5.0, 6.4, 6.0)","(1.75, 1.94, 1.8992592592592592)","(4.2, 5.1, 5.0249999999999995)","(51.0, 400.0, 275.0)","(41.0, 340.0, 228.0)"
11-01-2023 19:41:26.058013,"(5.5, 17.0, 15.75)","(15.0, 32.0, 28.526315789473685)","(81.0, 400.0, 261.3636363636364)","(5.0, 6.4, 6.0)","(1.75, 1.94, 1.9177777777777778)","(4.2, 5.1, 5.0249999999999995)","(51.0, 400.0, 275.0)","(41.0, 340.0, 236.0)"
11-01-2023 19:41:27.197036,"(5.5, 17.0, 15.75)","(15.0, 32.0, 28.526315789473685)","(81.0, 400.0, 261.3636363636364)","(5.0, 6.4, 6.0)","(1.75, 1.94, 1.9177777777777778)","(4.2, 5.1, 5.0249999999999995)","(51.0, 400.0, 280.0)","(41.0, 340.0, 253.33333333333334)"
11-01-2023 19:41:28.319631,"(5.5, 15.5, 15.375)","(15.0, 32.0, 28.526315789473685)","(81.0, 400.0, 261.3636363636364)","(5.0, 6.4, 6.0)","(1.75, 1.94, 1.9177777777777778)","(4.2, 5.1, 5.066666666666666)","(51.0, 400.0, 280.0)","(41.0, 340.0, 253.33333333333334)"
11-01-2023 19:41:29.556444,"(5.5, 15.5, 15.375)","(15.0, 32.0, 28.526315789473685)","(81.0, 400.0, 212.5)","(5.0, 6.4, 6.24)","(1.75, 1.94, 1.9177777777777778)","(4.2, 5.1, 5.066666666666666)","(51.0, 400.0, 275.0)","(41.0, 340.0, 260.0)"
11-01-2023 19:41:30.697587,"(5.5, 15.5, 15.375)","(15.0, 32.0, 28.526315789473685)","(81.0, 400.0, 212.5)","(5.0, 6.4, 6.236363636363636)","(1.75, 1.94, 1.9118181818181816)","(4.2, 5.1, 5.0285714285714285)","(51.0, 400.0, 275.0)","(41.0, 340.0, 260.0)"
11-01-2023 19:41:31.759880,"(5.5, 17.5, 16.875)","(15.0, 32.0, 28.526315789473685)","(81.0, 400.0, 212.5)","(5.0, 6.4, 6.228571428571429)","(1.75, 1.93, 1.9118181818181816)","(4.2, 5.2, 4.968421052631579)","(51.0, 400.0, 275.0)","(41.0, 340.0, 260.0)"
11-01-2023 19:41:33.322187,"(5.5, 17.5, 15.9375)","(15.0, 32.0, 28.526315789473685)","(81.0, 400.0, 212.5)","(5.0, 6.4, 6.231578947368421)","(1.75, 1.93, 1.9118181818181816)","(4.2, 5.2, 4.968421052631579)","(51.0, 400.0, 275.0)","(41.0, 340.0, 260.0)"
11-01-2023 19:41:34.704502,"(5.5, 17.5, 15.9375)","(15.0, 32.0, 28.526315789473685)","(81.0, 400.0, 212.5)","(5.0, 6.4, 6.222222222222222)","(1.75, 1.93, 1.9118181818181816)","(4.2, 5.2, 4.984615384615385)","(51.0, 400.0, 275.0)","(41.0, 340.0, 260.0)"
11-01-2023 19:41:35.980447,"(5.5, 17.5, 15.9375)","(15.0, 32.0, 28.526315789473685)","(81.0, 400.0, 212.5)","(5.0, 6.4, 5.866666666666666)","(1.75, 1.93, 1.9118181818181816)","(4.2, 5.1, 4.885714285714285)","(51.0, 400.0, 275.0)","(41.0, 340.0, 260.0)"
11-01-2023 19:41:37.334355,"(5.5, 17.5, 15.9375)","(15.0, 32.0, 28.526315789473685)","(81.0, 400.0, 212.5)","(5.0, 6.4, 6.095238095238095)","(1.75, 1.93, 1.9172727272727272)","(4.2, 5.2, 4.928571428571428)","(51.0, 400.0, 275.0)","(41.0, 340.0, 260.0)"
11-01-2023 19:41:38.665974,"(5.5, 17.5, 15.9375)","(15.0, 32.0, 28.526315789473685)","(81.0, 400.0, 179.0909090909091)","(5.0, 6.4, 6.095238095238095)","(1.75, 1.94, 1.9172727272727272)","(4.2, 5.1, 4.928571428571428)","(51.0, 400.0, 236.66666666666669)","(41.0, 340.0, 260.0)"
11-01-2023 19:41:40.057982,"(5.5, 17.5, 15.9375)","(15.0, 32.0, 28.526315789473685)","(81.0, 390.0, 197.5)","(5.0, 6.4, 6.095238095238095)","(1.75, 1.94, 1.9172727272727272)","(4.2, 5.1, 4.928571428571428)","(51.0, 410.0, 275.0)","(41.0, 340.0, 260.0)"
11-01-2023 19:41:41.404458,"(5.5, 17.5, 15.9375)","(15.0, 32.0, 28.526315789473685)","(81.0, 360.0, 160.0)","(5.0, 6.4, 6.095238095238095)","(1.75, 1.94, 1.9172727272727272)","(4.2, 5.1, 5.011111111111111)","(51.0, 400.0, 275.0)","(41.0, 340.0, 260.0)"
11-01-2023 19:41:42.593422,"(5.5, 17.5, 15.9375)","(16.0, 32.0, 28.526315789473685)","(81.0, 360.0, 160.0)","(5.0, 6.4, 6.095238095238095)","(1.75, 1.94, 1.9172727272727272)","(4.2, 5.1, 5.011111111111111)","(51.0, 400.0, 275.0)","(51.0, 340.0, 260.0)"
11-01-2023 19:41:43.796769,"(5.5, 17.5, 15.9375)","(16.0, 32.0, 28.526315789473685)","(81.0, 360.0, 160.0)","(5.0, 6.4, 6.05)","(1.75, 1.94, 1.935)","(4.2, 5.1, 5.011111111111111)","(51.0, 400.0, 275.0)","(51.0, 340.0, 260.0)"
11-01-2023 19:41:45.041960,"(5.5, 17.5, 15.9375)","(16.0, 32.0, 27.6)","(81.0, 360.0, 145.88235294117646)","(5.0, 6.2, 6.1)","(1.75, 1.95, 1.911111111111111)","(4.2, 5.1, 5.023529411764706)","(51.0, 400.0, 275.0)","(51.0, 340.0, 260.0)"
11-01-2023 19:41:46.194814,"(5.5, 17.5, 15.9375)","(16.0, 32.0, 27.6)","(81.0, 360.0, 145.88235294117646)","(5.0, 6.2, 5.866666666666667)","(1.75, 1.95, 1.916)","(4.2, 5.2, 5.023529411764706)","(51.0, 400.0, 275.0)","(51.0, 340.0, 260.0)"
11-01-2023 19:41:47.363496,"(5.5, 17.5, 15.9375)","(16.0, 32.0, 27.6)","(81.0, 360.0, 175.78947368421052)","(5.0, 6.2, 5.866666666666667)","(1.75, 1.98, 1.9177777777777778)","(4.2, 5.2, 5.0125)","(51.0, 400.0, 275.0)","(51.0, 340.0, 260.0)"
11-01-2023 19:41:48.555758,"(5.5, 17.5, 15.9375)","(16.0, 32.0, 27.6)","(81.0, 360.0, 175.78947368421052)","(5.0, 6.2, 5.866666666666667)","(1.75, 1.98, 1.9177777777777778)","(4.2, 5.2, 5.0636363636363635)","(51.0, 400.0, 275.0)","(51.0, 340.0, 260.0)"
11-01-2023 19:41:49.670100,"(5.5, 17.5, 15.9375)","(16.0, 32.0, 27.6)","(81.0, 360.0, 175.78947368421052)","(5.0, 6.2, 5.866666666666667)","(1.75, 1.98, 1.92)","(4.2, 5.2, 5.0636363636363635)","(51.0, 400.0, 275.0)","(51.0, 340.0, 260.0)"
11-01-2023 19:41:50.765796,"(5.5, 17.5, 15.9375)","(16.0, 32.0, 27.6)","(81.0, 360.0, 175.78947368421052)","(5.0, 6.2, 5.927272727272728)","(1.75, 1.97, 1.91)","(4.2, 5.2, 5.0636363636363635)","(51.0, 400.0, 275.0)","(51.0, 340.0, 266.6666666666667)"
11-01-2023 19:41:51.907417,"(5.5, 17.5, 15.9375)","(16.0, 32.0, 27.6)","(81.0, 360.0, 150.0)","(5.0, 6.2, 6.0875)","(1.75, 1.97, 1.93)","(4.2, 5.2, 5.0636363636363635)","(51.0, 400.0, 275.0)","(51.0, 340.0, 266.6666666666667)"
11-01-2023 19:41:53.143675,"(5.5, 17.5, 15.9375)","(16.0, 32.0, 27.6)","(81.0, 360.0, 150.0)","(5.0, 6.2, 6.0875)","(1.75, 1.97, 1.93)","(4.2, 5.2, 5.10625)","(51.0, 400.0, 275.0)","(51.0, 340.0, 266.6666666666667)"
11-01-2023 19:41:54.392860,"(5.5, 17.5, 16.875)","(16.0, 32.0, 27.6)","(81.0, 360.0, 195.71428571428572)","(5.0, 6.2, 6.0875)","(1.75, 1.96, 1.9284999999999999)","(4.2, 5.2, 5.10625)","(51.0, 400.0, 326.66666666666663)","(51.0, 340.0, 273.3333333333333)"
11-01-2023 19:41:55.660721,"(5.5, 17.5, 16.875)","(16.0, 32.0, 27.6)","(81.0, 360.0, 195.71428571428572)","(5.0, 6.2, 6.0875)","(1.75, 1.96, 1.9284999999999999)","(4.2, 5.2, 5.10625)","(51.0, 410.0, 352.0)","(51.0, 340.0, 273.3333333333333)"
11-01-2023 19:41:56.854930,"(5.5, 17.5, 16.875)","(16.0, 32.0, 27.6)","(81.0, 360.0, 195.71428571428572)","(5.0, 6.2, 6.0875)","(1.75, 1.96, 1.9014285714285712)","(4.2, 5.2, 5.10625)","(51.0, 400.0, 350.0)","(51.0, 340.0, 273.3333333333333)"
11-01-2023 19:41:58.010893,"(5.5, 17.5, 16.875)","(16.0, 32.0, 27.6)","(81.0, 360.0, 195.71428571428572)","(5.0, 6.2, 6.0875)","(1.75, 1.93, 1.91)","(4.2, 5.2, 5.10625)","(51.0, 400.0, 350.0)","(51.0, 340.0, 273.3333333333333)"
11-01-2023 19:41:59.181169,"(5.5, 17.5, 16.875)","(16.0, 32.0, 27.6)","(81.0, 360.0, 195.71428571428572)","(5.0, 6.2, 6.125)","(1.75, 1.92, 1.91)","(4.2, 5.2, 5.10625)","(51.0, 400.0, 350.0)","(51.0, 340.0, 273.3333333333333)"
11-01-2023 19:42:00.411973,"(5.5, 17.5, 16.875)","(16.0, 32.0, 27.6)","(81.0, 360.0, 195.71428571428572)","(5.0, 6.2, 6.055555555555555)","(1.75, 1.92, 1.91)","(4.2, 5.2, 5.10625)","(51.0, 400.0, 350.0)","(51.0, 340.0, 273.3333333333333)"
11-01-2023 19:42:01.564097,"(5.5, 17.5, 16.875)","(16.0, 32.0, 27.6)","(81.0, 360.0, 195.71428571428572)","(5.0, 6.2, 6.055555555555555)","(1.75, 1.92, 1.91)","(4.2, 5.2, 5.10625)","(51.0, 400.0, 350.0)","(51.0, 340.0, 273.3333333333333)"
11-01-2023 19:42:02.792108,"(5.5, 17.5, 16.875)","(16.0, 32.0, 27.6)","(81.0, 360.0, 206.66666666666669)","(5.0, 6.2, 6.055555555555555)","(1.75, 1.92, 1.91)","(4.2, 5.2, 5.10625)","(51.0, 400.0, 350.0)","(51.0, 340.0, 273.3333333333333)"
11-01-2023 19:42:03.921822,"(5.5, 17.5, 16.875)","(16.0, 32.0, 27.6)","(81.0, 360.0, 206.66666666666669)","(5.0, 6.2, 6.055555555555555)","(1.75, 1.92, 1.91)","(4.2, 5.2, 5.10625)","(51.0, 400.0, 350.0)","(51.0, 340.0, 273.3333333333333)"
11-01-2023 19:42:05.023541,"(5.5, 15.5, 15.375)","(16.0, 32.0, 27.6)","(81.0, 360.0, 206.66666666666669)","(5.0, 6.2, 6.055555555555555)","(1.75, 1.92, 1.91)","(4.2, 5.2, 5.10625)","(51.0, 400.0, 350.0)","(51.0, 340.0, 273.3333333333333)"
11-01-2023 19:42:06.183698,"(5.5, 15.5, 15.375)","(16.0, 32.0, 27.6)","(81.0, 360.0, 206.66666666666669)","(5.0, 6.2, 5.983333333333333)","(1.75, 1.92, 1.8957894736842105)","(4.2, 5.2, 5.10625)","(51.0, 400.0, 350.0)","(51.0, 340.0, 273.3333333333333)"
11-01-2023 19:42:07.393798,"(5.5, 17.0, 15.75)","(16.0, 32.0, 27.6)","(81.0, 350.0, 260.0)","(5.0, 6.2, 5.983333333333333)","(1.75, 1.98, 1.9120833333333334)","(4.2, 5.2, 5.15)","(51.0, 400.0, 350.0)","(51.0, 340.0, 273.3333333333333)"
11-01-2023 19:42:08.614568,"(5.5, 17.0, 15.75)","(16.0, 32.0, 27.6)","(81.0, 320.0, 260.0)","(5.0, 6.2, 5.983333333333333)","(1.75, 1.95, 1.893125)","(4.2, 5.2, 5.15)","(51.0, 400.0, 350.0)","(51.0, 340.0, 273.3333333333333)"
11-01-2023 19:42:09.814774,"(5.5, 17.0, 15.75)","(16.0, 32.0, 27.6)","(81.0, 330.0, 215.71428571428572)","(5.0, 6.2, 5.983333333333333)","(1.75, 1.95, 1.9033333333333333)","(4.2, 5.2, 5.15)","(51.0, 400.0, 350.0)","(51.0, 340.0, 273.3333333333333)"
11-01-2023 19:42:10.918074,"(5.5, 17.0, 15.75)","(17.0, 32.0, 27.6)","(81.0, 330.0, 215.71428571428572)","(5.0, 6.2, 5.983333333333333)","(1.8, 1.95, 1.895)","(4.2, 5.2, 5.15)","(61.0, 400.0, 350.0)","(51.0, 340.0, 273.3333333333333)"
11-01-2023 19:42:12.043480,"(5.5, 17.0, 15.75)","(17.0, 32.0, 27.6)","(81.0, 330.0, 210.0)","(5.0, 6.2, 5.79375)","(1.8, 1.92, 1.9024999999999999)","(4.2, 5.2, 5.15)","(61.0, 400.0, 350.0)","(51.0, 340.0, 273.3333333333333)"
