,Grab The Pizzas,Spring Flute,Centennial,Another Scotch,Arrow Master,Cawbourne Neo,Tintillo,Paramount Rose
08-01-2023 19:26:37.994711,"(3.7, 4.3, 4.241935483870968)","(3.3, 3.85, 3.7988372093023255)","(81.0, 210.0, 156.66666666666666)","(9.0, 12.5, 12.05)","(81.0, 200.0, 175.0)","(3.6, 4.6, 4.553846153846154)","(11.0, 15.5, 15.086206896551724)","(6.0, 8.4, 8.454545454545455)"
08-01-2023 19:26:39.306754,"(3.7, 4.1, 4.094594594594594)","(3.3, 3.9, 3.8091549295774647)","(81.0, 210.0, 156.66666666666666)","(9.0, 12.5, 12.016666666666667)","(81.0, 200.0, 185.0)","(3.6, 4.6, 4.552830188679245)","(11.0, 15.5, 15.136363636363637)","(6.0, 8.6, 8.55)"
08-01-2023 19:26:40.528953,"(3.7, 4.2, 4.111111111111112)","(3.3, 3.9, 3.8196969696969694)","(81.0, 210.0, 156.0)","(9.0, 12.5, 11.663461538461538)","(81.0, 200.0, 171.53846153846155)","(3.6, 4.6, 4.530769230769231)","(11.0, 15.5, 15.1)","(6.0, 8.6, 8.512500000000001)"
08-01-2023 19:26:41.735906,"(3.7, 4.2, 4.103529411764706)","(3.3, 3.9, 3.8171874999999997)","(81.0, 210.0, 156.0)","(9.0, 12.0, 11.663461538461538)","(81.0, 190.0, 171.53846153846155)","(3.6, 4.6, 4.269655172413793)","(11.0, 15.5, 15.833333333333334)","(6.0, 8.8, 8.84)"
08-01-2023 19:26:43.041512,"(3.7, 4.3, 4.212328767123288)","(3.3, 4.1, 3.9808823529411765)","(81.0, 210.0, 156.66666666666666)","(9.0, 12.0, 11.14516129032258)","(81.0, 190.0, 173.33333333333334)","(3.6, 4.3, 4.2214285714285715)","(11.0, 16.0, 15.738095238095237)","(6.0, 9.0, 8.891891891891891)"
08-01-2023 19:26:44.341942,"(3.7, 4.3, 4.209859154929577)","(3.3, 4.1, 3.9808823529411765)","(81.0, 210.0, 156.66666666666666)","(9.0, 11.5, 11.098901098901099)","(81.0, 190.0, 171.53846153846155)","(3.6, 4.3, 4.246428571428572)","(11.0, 16.5, 15.7)","(6.0, 9.2, 8.94)"
08-01-2023 19:26:45.559786,"(3.7, 4.3, 4.205882352941177)","(3.3, 4.1, 3.9913793103448274)","(81.0, 210.0, 156.66666666666666)","(9.0, 11.5, 11.098901098901099)","(81.0, 190.0, 171.53846153846155)","(3.6, 4.3, 4.255)","(11.0, 16.5, 16.015151515151516)","(6.0, 9.2, 8.961904761904762)"
08-01-2023 19:26:46.722709,"(3.7, 4.2, 4.140816326530612)","(3.3, 4.1, 4.008695652173913)","(81.0, 210.0, 156.66666666666666)","(9.0, 11.5, 11.107142857142858)","(81.0, 190.0, 171.53846153846155)","(3.6, 4.3, 4.2625)","(11.0, 16.5, 16.048387096774192)","(6.0, 9.0, 8.904)"
08-01-2023 19:26:48.050486,"(3.7, 4.2, 4.186178861788618)","(3.3, 4.1, 4.032978723404256)","(81.0, 210.0, 156.66666666666666)","(9.0, 11.5, 11.107142857142858)","(81.0, 190.0, 171.53846153846155)","(3.6, 4.3, 4.26)","(11.0, 16.5, 16.066666666666666)","(6.0, 9.0, 8.904)"
08-01-2023 19:26:49.386530,"(3.7, 4.2, 4.196551724137931)","(3.3, 4.1, 4.044736842105263)","(81.0, 210.0, 156.66666666666666)","(9.0, 11.5, 11.157894736842104)","(81.0, 190.0, 171.53846153846155)","(3.7, 4.3, 4.321818181818181)","(11.0, 16.5, 16.115384615384617)","(6.0, 9.0, 8.582857142857142)"
08-01-2023 19:26:50.729571,"(3.7, 4.2, 4.141176470588235)","(3.3, 4.1, 3.959090909090909)","(81.0, 210.0, 159.0909090909091)","(9.0, 11.5, 11.697802197802197)","(81.0, 190.0, 171.53846153846155)","(3.7, 4.4, 4.282608695652174)","(11.0, 16.5, 16.25)","(6.0, 8.6, 8.688888888888888)"
08-01-2023 19:26:52.099401,"(3.7, 4.2, 4.213513513513513)","(3.3, 4.0, 3.835593220338983)","(81.0, 210.0, 166.92307692307693)","(9.0, 12.0, 11.725)","(81.0, 190.0, 174.0)","(3.7, 4.3, 4.298701298701299)","(11.0, 16.5, 16.5)","(6.0, 8.8, 8.92)"
08-01-2023 19:26:53.600580,"(3.7, 4.3, 4.233333333333333)","(3.3, 3.9, 3.7783333333333333)","(81.0, 210.0, 166.92307692307693)","(9.0, 12.0, 11.76842105263158)","(81.0, 190.0, 174.0)","(3.7, 4.4, 4.316483516483517)","(11.0, 17.5, 16.482142857142858)","(6.0, 9.0, 8.92)"
08-01-2023 19:26:54.795311,"(3.7, 4.3, 4.233333333333333)","(3.3, 3.85, 3.7753731343283583)","(81.0, 210.0, 178.1818181818182)","(9.0, 12.0, 11.807086614173228)","(81.0, 190.0, 174.0)","(3.7, 4.4, 4.295890410958904)","(11.0, 16.5, 16.86111111111111)","(6.0, 9.0, 8.857142857142858)"
08-01-2023 19:26:56.046533,"(3.7, 4.3, 4.307368421052632)","(3.3, 3.85, 3.778205128205128)","(81.0, 210.0, 178.1818181818182)","(9.0, 12.0, 11.814516129032258)","(81.0, 190.0, 172.85714285714286)","(3.7, 4.4, 4.26)","(11.0, 17.0, 16.821428571428573)","(6.0, 9.0, 9.026315789473683)"
08-01-2023 19:26:57.475002,"(3.7, 4.4, 4.39468085106383)","(3.3, 3.85, 3.8102739726027397)","(81.0, 210.0, 175.71428571428572)","(9.0, 12.0, 12.178160919540229)","(81.0, 190.0, 172.85714285714286)","(3.7, 4.3, 4.191025641025641)","(11.0, 17.0, 16.61111111111111)","(6.0, 9.0, 8.863414634146341)"
08-01-2023 19:26:58.972891,"(3.7, 4.4, 4.39468085106383)","(3.3, 3.85, 3.8102739726027397)","(81.0, 210.0, 204.0)","(9.0, 12.5, 12.214285714285714)","(81.0, 190.0, 172.85714285714286)","(3.7, 4.2, 4.224590163934426)","(11.0, 17.0, 16.592105263157894)","(6.0, 9.0, 8.944827586206896)"
08-01-2023 19:27:00.541167,"(3.7, 4.3, 4.265853658536585)","(3.3, 3.85, 3.8177777777777777)","(81.0, 210.0, 205.0)","(9.0, 12.5, 12.198275862068966)","(81.0, 190.0, 193.75)","(3.7, 4.3, 4.225)","(11.0, 17.0, 16.573529411764707)","(6.0, 9.0, 8.792307692307693)"
08-01-2023 19:27:02.076860,"(3.7, 4.3, 4.257446808510638)","(3.3, 3.85, 3.8894736842105266)","(81.0, 210.0, 206.66666666666666)","(9.0, 12.5, 12.234567901234568)","(81.0, 200.0, 146.11111111111111)","(3.7, 4.3, 4.23015873015873)","(11.0, 17.0, 16.608695652173914)","(6.0, 8.8, 8.745454545454546)"
08-01-2023 19:27:03.532100,"(3.7, 4.3, 4.149532710280374)","(3.3, 3.95, 3.9473684210526314)","(81.0, 210.0, 211.42857142857142)","(9.0, 12.5, 12.246753246753247)","(81.0, 150.0, 147.33333333333334)","(3.7, 4.3, 4.2375)","(11.0, 17.0, 16.647058823529413)","(6.0, 8.8, 8.792307692307693)"
08-01-2023 19:27:05.113749,"(3.7, 4.2, 4.1453608247422675)","(3.3, 4.0, 4.018918918918919)","(91.0, 220.0, 211.42857142857142)","(9.0, 12.5, 12.25)","(81.0, 150.0, 147.33333333333334)","(3.6, 4.3, 4.256321839080459)","(11.0, 17.0, 16.593023255813954)","(6.0, 9.0, 8.826086956521738)"
08-01-2023 19:27:06.483233,"(3.7, 4.2, 4.144086021505377)","(3.3, 4.1, 4.005)","(91.0, 220.0, 211.42857142857142)","(9.0, 12.5, 12.217105263157896)","(81.0, 150.0, 148.0)","(3.6, 4.3, 4.253672316384181)","(11.0, 17.0, 16.5974025974026)","(6.0, 9.0, 8.83673469387755)"
08-01-2023 19:27:07.813849,"(3.7, 4.2, 4.144086021505377)","(3.3, 4.1, 4.005)","(91.0, 220.0, 212.5)","(9.0, 12.5, 12.217105263157896)","(81.0, 150.0, 148.0)","(3.6, 4.3, 4.271069182389937)","(11.0, 17.0, 16.575)","(6.0, 9.0, 8.852173913043478)"
08-01-2023 19:27:09.128061,"(3.7, 4.2, 4.144086021505377)","(3.3, 4.1, 4.036363636363636)","(91.0, 220.0, 212.5)","(9.0, 12.5, 12.217105263157896)","(81.0, 150.0, 148.64864864864865)","(3.6, 4.3, 4.264848484848485)","(11.0, 17.0, 16.5)","(6.0, 9.0, 8.848888888888888)"
08-01-2023 19:27:10.644220,"(3.7, 4.2, 4.154887218045113)","(3.3, 4.1, 3.9412087912087914)","(91.0, 220.0, 212.5)","(9.0, 12.5, 12.25)","(81.0, 150.0, 148.64864864864865)","(3.6, 4.3, 4.255714285714285)","(11.0, 17.0, 16.386666666666667)","(6.0, 9.0, 8.688888888888888)"
08-01-2023 19:27:11.960906,"(3.7, 4.2, 4.154887218045113)","(3.3, 3.95, 3.9204545454545454)","(91.0, 220.0, 212.5)","(9.0, 12.5, 12.295454545454545)","(81.0, 150.0, 148.52941176470588)","(3.6, 4.3, 4.235087719298245)","(11.0, 17.0, 16.430379746835442)","(6.0, 8.8, 8.84)"
08-01-2023 19:27:13.308198,"(3.7, 4.2, 4.163636363636364)","(3.3, 3.95, 3.931578947368421)","(91.0, 220.0, 212.5)","(9.0, 12.5, 12.295454545454545)","(81.0, 150.0, 148.64864864864865)","(3.6, 4.3, 4.2362831858407075)","(11.0, 17.0, 16.423076923076923)","(6.0, 9.0, 8.84)"
08-01-2023 19:27:14.590083,"(3.7, 4.3, 4.188732394366197)","(3.3, 3.95, 3.896153846153846)","(91.0, 220.0, 212.5)","(9.0, 12.5, 12.333333333333334)","(81.0, 150.0, 148.64864864864865)","(3.6, 4.3, 4.234545454545454)","(11.0, 17.0, 15.666666666666666)","(6.0, 9.0, 8.753846153846155)"
08-01-2023 19:27:15.846692,"(3.7, 4.4, 4.3834437086092715)","(3.3, 3.9, 3.896153846153846)","(91.0, 220.0, 212.5)","(9.0, 13.0, 11.956521739130435)","(81.0, 150.0, 188.21428571428572)","(3.6, 4.3, 4.234545454545454)","(11.0, 16.0, 14.285714285714286)","(6.0, 8.8, 8.690000000000001)"
08-01-2023 19:27:17.195319,"(3.6, 4.5, 4.477215189873418)","(3.3, 3.95, 3.982608695652174)","(101.0, 220.0, 210.0)","(9.0, 12.0, 11.864406779661017)","(81.0, 190.0, 188.21428571428572)","(3.6, 4.3, 4.128260869565217)","(12.0, 14.5, 14.3)","(6.5, 8.8, 8.608)"
08-01-2023 19:27:18.593810,"(3.6, 4.5, 4.518279569892473)","(3.3, 4.1, 3.976470588235294)","(101.0, 220.0, 210.0)","(9.0, 12.0, 11.785714285714286)","(81.0, 190.0, 188.21428571428572)","(3.6, 4.2, 4.107216494845361)","(12.0, 14.5, 14.3)","(6.5, 8.8, 8.725000000000001)"
08-01-2023 19:27:19.872733,"(3.6, 4.6, 4.518279569892473)","(3.3, 4.1, 3.976470588235294)","(101.0, 220.0, 210.0)","(9.0, 12.0, 11.42)","(81.0, 190.0, 188.21428571428572)","(3.6, 4.2, 4.111764705882353)","(12.0, 14.5, 14.261904761904763)","(6.5, 8.8, 8.725000000000001)"
08-01-2023 19:27:21.349027,"(3.6, 4.6, 4.535897435897436)","(3.3, 4.1, 4.050877192982456)","(101.0, 220.0, 210.0)","(9.0, 11.5, 11.4125)","(81.0, 190.0, 188.21428571428572)","(3.6, 4.2, 4.0055555555555555)","(12.0, 14.5, 14.080645161290322)","(6.5, 8.8, 8.83157894736842)"
08-01-2023 19:27:22.908887,"(3.6, 4.6, 4.530612244897959)","(3.3, 4.1, 4.122222222222223)","(101.0, 220.0, 205.0)","(9.0, 11.5, 10.928571428571429)","(81.0, 190.0, 188.14814814814815)","(3.6, 4.0, 3.9972222222222222)","(12.0, 15.5, 14.975)","(6.5, 9.0, 8.893333333333333)"
08-01-2023 19:27:24.225831,"(3.6, 4.6, 4.530612244897959)","(3.3, 4.2, 4.122222222222223)","(101.0, 210.0, 205.0)","(9.0, 11.5, 11.13076923076923)","(81.0, 190.0, 186.42857142857144)","(3.6, 4.0, 3.9326315789473685)","(12.0, 15.5, 14.833333333333334)","(6.5, 9.0, 8.866666666666667)"
08-01-2023 19:27:25.408047,"(3.6, 4.6, 4.547272727272727)","(3.3, 4.2, 4.11764705882353)","(101.0, 210.0, 205.0)","(9.0, 11.5, 11.316666666666666)","(81.0, 190.0, 186.42857142857144)","(3.6, 4.0, 3.8991803278688524)","(12.0, 15.0, 14.380952380952381)","(6.5, 9.0, 8.863157894736842)"
08-01-2023 19:27:26.719645,"(3.6, 4.6, 4.568421052631579)","(3.3, 4.2, 4.12)","(101.0, 210.0, 205.0)","(9.0, 11.5, 11.333333333333334)","(81.0, 190.0, 186.42857142857144)","(3.6, 3.95, 3.8991803278688524)","(12.0, 14.5, 14.380952380952381)","(6.5, 9.2, 8.863157894736842)"
08-01-2023 19:27:28.075426,"(3.6, 4.6, 4.565384615384615)","(3.3, 4.2, 4.137254901960785)","(101.0, 210.0, 205.0)","(9.0, 11.5, 11.134615384615385)","(81.0, 190.0, 186.42857142857144)","(3.6, 3.95, 3.876923076923077)","(12.0, 14.5, 14.552631578947368)","(6.5, 9.2, 8.756756756756758)"
08-01-2023 19:27:29.291104,"(3.6, 4.7, 4.597777777777778)","(3.3, 4.2, 4.145)","(101.0, 220.0, 215.0)","(9.0, 11.5, 11.166666666666666)","(81.0, 190.0, 160.0)","(3.6, 3.9, 3.8787037037037035)","(12.0, 15.0, 14.645833333333334)","(6.5, 8.8, 8.808695652173913)"
08-01-2023 19:27:30.538935,"(3.6, 4.7, 4.6402298850574715)","(3.3, 4.2, 4.15)","(101.0, 230.0, 215.0)","(9.0, 11.5, 11.3)","(81.0, 170.0, 160.0)","(3.6, 3.9, 3.858139534883721)","(12.0, 15.0, 15.05)","(6.5, 9.0, 8.824)"
08-01-2023 19:27:31.796914,"(3.6, 4.7, 4.6129411764705885)","(3.3, 4.2, 5001.5)","(101.0, 230.0, 9998.5)","(9.0, 11.5, 9998.5)","(81.0, 170.0, 9998.5)","(3.6, 3.9, 9998.5)","(12.0, 15.5, 9998.5)","(6.5, 9.0, 9998.5)"
08-01-2023 19:27:33.058689,"(3.6, 99998, 9998.5)","(3.3, 99998, 9998.5)","(101.0, 99998, 9998.5)","(9.0, 99998, 9998.5)","(81.0, 99998, 9998.5)","(3.6, 99998, 9998.5)","(12.0, 99998, 9998.5)","(6.5, 99998, 9998.5)"
08-01-2023 19:27:34.192759,"(3.6, 99998, 9998.5)","(3.3, 99998, 9998.5)","(101.0, 99998, 9998.5)","(9.0, 99998, 9998.5)","(81.0, 99998, 9998.5)","(3.6, 99998, 9998.5)","(12.0, 99998, 9998.5)","(6.5, 99998, 9998.5)"
08-01-2023 19:27:35.498836,"(3.6, 99998, 9998.5)","(3.3, 99998, 9998.5)","(101.0, 99998, 9998.5)","(9.0, 99998, 9998.5)","(81.0, 99998, 9998.5)","(3.6, 99998, 9998.5)","(12.0, 99998, 9998.5)","(6.5, 99998, 9998.5)"
08-01-2023 19:27:36.721960,"(3.6, 99998, 9998.5)","(3.3, 99998, 9998.5)","(101.0, 99998, 9998.5)","(9.0, 99998, 9998.5)","(81.0, 99998, 9998.5)","(3.6, 99998, 9998.5)","(12.0, 99998, 9998.5)","(6.5, 99998, 9998.5)"
08-01-2023 19:27:37.983118,"(3.6, 99998, 9998.5)","(3.3, 99998, 9998.5)","(101.0, 99998, 9998.5)","(9.0, 99998, 9998.5)","(81.0, 99998, 9998.5)","(3.6, 99998, 9998.5)","(12.0, 99998, 9998.5)","(6.5, 99998, 9998.5)"
08-01-2023 19:27:39.141576,"(3.6, 99998, 9998.5)","(3.3, 99998, 9998.5)","(101.0, 99998, 9998.5)","(9.0, 99998, 9998.5)","(81.0, 99998, 9998.5)","(3.6, 99998, 9998.5)","(12.0, 99998, 9998.5)","(6.5, 99998, 9998.5)"
08-01-2023 19:27:40.400502,"(3.6, 99998, 9998.5)","(3.3, 99998, 9998.5)","(101.0, 99998, 9998.5)","(9.0, 99998, 9998.5)","(81.0, 99998, 9998.5)","(3.6, 99998, 9998.5)","(12.0, 99998, 9998.5)","(6.5, 99998, 9998.5)"
08-01-2023 19:27:41.633587,"(3.6, 99998, 9998.5)","(3.3, 99998, 9998.5)","(101.0, 99998, 9998.5)","(9.0, 99998, 9998.5)","(81.0, 99998, 9998.5)","(3.6, 99998, 9998.5)","(12.0, 99998, 9998.5)","(6.5, 99998, 9998.5)"
08-01-2023 19:27:43.031718,"(3.6, 99998, 9998.5)","(3.3, 99998, 9998.5)","(101.0, 99998, 9998.5)","(9.0, 99998, 9998.5)","(81.0, 99998, 9998.5)","(3.6, 99998, 9998.5)","(12.0, 99998, 9998.5)","(6.5, 99998, 9998.5)"
08-01-2023 19:27:44.178113,"(3.6, 99998, 9998.5)","(3.3, 99998, 9998.5)","(101.0, 99998, 9998.5)","(9.0, 99998, 9998.5)","(81.0, 99998, 9998.5)","(3.6, 99998, 9998.5)","(12.0, 99998, 9998.5)","(6.5, 99998, 9998.5)"
