,Runs Like Bluey,Way Too Soft,Petes Prodigy,Springvale Jess,Speed Craze,Acacia Bridge,Wilcott,Roxy Fudge
11-01-2023 12:09:33.878318,"(5.0, 9.8, 7.5)","(5.0, 8.0, 6.277777777777778)","(26.0, 100.0, 30.666666666666664)","(4.8, 8.0, 6.166666666666667)","(5.0, 8.8, 6.742857142857144)","(81.0, 490.0, 282.5)","(71.0, 450.0, 260.0)","(2.3, 3.55, 2.4744444444444444)"
11-01-2023 12:09:34.856528,"(5.0, 9.8, 6.866666666666667)","(5.0, 8.0, 6.277777777777778)","(26.0, 100.0, 29.8)","(4.8, 8.0, 6.166666666666667)","(5.0, 8.8, 6.0)","(81.0, 490.0, 282.5)","(71.0, 450.0, 260.0)","(2.3, 3.55, 2.4744444444444444)"
11-01-2023 12:09:35.869956,"(5.0, 9.8, 6.28)","(5.0, 8.0, 6.277777777777778)","(26.0, 100.0, 29.8)","(4.8, 8.0, 6.166666666666667)","(5.0, 8.8, 6.0)","(81.0, 490.0, 282.5)","(71.0, 450.0, 260.0)","(2.3, 3.55, 2.4744444444444444)"
11-01-2023 12:09:36.930200,"(5.0, 9.8, 6.28)","(5.0, 8.0, 6.277777777777778)","(26.0, 100.0, 29.8)","(4.8, 8.0, 6.166666666666667)","(5.0, 8.8, 6.0)","(81.0, 490.0, 282.5)","(71.0, 450.0, 184.0)","(2.3, 3.55, 2.4744444444444444)"
11-01-2023 12:09:37.959575,"(5.0, 9.8, 6.933333333333334)","(5.0, 8.0, 6.277777777777778)","(26.0, 100.0, 29.8)","(4.8, 8.0, 6.166666666666667)","(5.0, 8.8, 6.0)","(81.0, 490.0, 282.5)","(71.0, 640.0, 184.0)","(2.3, 3.55, 2.4744444444444444)"
11-01-2023 12:09:38.939927,"(5.0, 9.8, 8.08)","(5.0, 8.0, 6.277777777777778)","(26.0, 100.0, 29.8)","(4.8, 8.0, 6.166666666666667)","(5.0, 8.8, 6.0)","(81.0, 490.0, 282.5)","(71.0, 640.0, 184.0)","(2.3, 3.55, 2.4744444444444444)"
11-01-2023 12:09:40.193102,"(5.0, 9.8, 6.4399999999999995)","(5.0, 8.0, 6.277777777777778)","(26.0, 100.0, 29.8)","(4.8, 8.0, 6.166666666666667)","(5.0, 8.8, 6.0)","(81.0, 490.0, 282.5)","(71.0, 640.0, 184.0)","(2.3, 3.55, 2.4744444444444444)"
11-01-2023 12:09:41.276871,"(5.0, 9.8, 6.4399999999999995)","(5.0, 8.0, 6.277777777777778)","(26.0, 100.0, 29.8)","(4.8, 8.0, 6.166666666666667)","(5.0, 8.8, 6.0)","(81.0, 490.0, 282.5)","(71.0, 640.0, 184.0)","(2.3, 3.55, 2.4744444444444444)"
11-01-2023 12:09:42.293174,"(5.0, 9.8, 6.4399999999999995)","(5.0, 8.0, 6.277777777777778)","(26.0, 100.0, 29.8)","(4.8, 8.0, 6.166666666666667)","(5.0, 8.8, 6.0)","(81.0, 490.0, 282.5)","(71.0, 640.0, 275.0)","(2.3, 3.55, 2.4744444444444444)"
11-01-2023 12:09:43.394828,"(5.0, 9.8, 6.4399999999999995)","(5.0, 8.0, 6.277777777777778)","(26.0, 100.0, 29.8)","(4.8, 8.0, 6.166666666666667)","(5.0, 8.8, 6.0)","(81.0, 490.0, 282.5)","(71.0, 480.0, 275.0)","(2.3, 3.55, 2.4744444444444444)"
11-01-2023 12:09:44.605498,"(5.0, 9.8, 6.4399999999999995)","(5.0, 8.0, 6.277777777777778)","(26.0, 100.0, 29.8)","(4.8, 8.0, 6.166666666666667)","(5.0, 8.8, 6.0)","(81.0, 490.0, 282.5)","(71.0, 480.0, 275.0)","(2.3, 3.55, 2.4744444444444444)"
11-01-2023 12:09:45.700286,"(5.0, 9.8, 6.4399999999999995)","(5.0, 8.0, 6.277777777777778)","(26.0, 100.0, 29.8)","(4.8, 8.0, 6.166666666666667)","(5.0, 8.8, 6.0)","(81.0, 490.0, 282.5)","(71.0, 480.0, 275.0)","(2.3, 3.55, 2.4744444444444444)"
11-01-2023 12:09:46.786115,"(5.0, 9.8, 6.4399999999999995)","(5.0, 8.0, 6.277777777777778)","(26.0, 100.0, 29.8)","(4.8, 8.0, 6.166666666666667)","(5.0, 8.8, 6.0)","(81.0, 490.0, 287.5)","(71.0, 480.0, 325.0)","(2.3, 3.55, 2.4744444444444444)"
11-01-2023 12:09:47.856370,"(5.0, 9.8, 6.4399999999999995)","(5.0, 8.0, 6.277777777777778)","(26.0, 100.0, 29.8)","(4.8, 8.0, 6.166666666666667)","(5.0, 8.8, 6.0)","(81.0, 490.0, 287.5)","(71.0, 570.0, 325.0)","(2.3, 3.55, 2.4744444444444444)"
11-01-2023 12:09:48.804715,"(5.0, 9.8, 6.4399999999999995)","(5.0, 8.0, 6.277777777777778)","(26.0, 100.0, 29.8)","(4.8, 8.0, 6.166666666666667)","(5.0, 8.8, 6.0)","(81.0, 490.0, 332.5)","(71.0, 570.0, 325.0)","(2.3, 3.55, 2.4744444444444444)"
11-01-2023 12:09:49.806258,"(5.0, 9.8, 6.4399999999999995)","(5.0, 8.0, 6.277777777777778)","(26.0, 100.0, 29.8)","(4.8, 8.0, 6.166666666666667)","(5.0, 8.8, 6.0)","(81.0, 580.0, 332.5)","(71.0, 570.0, 325.0)","(2.3, 3.55, 2.4744444444444444)"
11-01-2023 12:09:50.817598,"(5.0, 9.8, 6.4399999999999995)","(5.0, 8.0, 6.277777777777778)","(26.0, 100.0, 30.666666666666664)","(4.8, 8.0, 6.166666666666667)","(5.0, 8.8, 6.0)","(81.0, 580.0, 332.5)","(71.0, 570.0, 325.0)","(2.3, 3.55, 2.4744444444444444)"
11-01-2023 12:09:51.837529,"(5.0, 9.8, 6.4399999999999995)","(5.0, 8.0, 6.277777777777778)","(26.0, 100.0, 35.0)","(4.8, 8.0, 6.166666666666667)","(5.0, 8.8, 6.0)","(81.0, 580.0, 332.5)","(71.0, 570.0, 325.0)","(2.3, 3.55, 2.4744444444444444)"
11-01-2023 12:09:52.898041,"(5.0, 9.8, 6.4399999999999995)","(5.0, 8.0, 6.277777777777778)","(26.0, 100.0, 35.0)","(4.8, 8.0, 6.166666666666667)","(5.0, 8.8, 6.0)","(81.0, 580.0, 419.16666666666663)","(71.0, 570.0, 282.5)","(2.3, 3.55, 2.4744444444444444)"
11-01-2023 12:09:53.982725,"(5.0, 9.8, 6.4399999999999995)","(5.0, 8.0, 6.277777777777778)","(26.0, 100.0, 35.0)","(4.8, 8.0, 6.166666666666667)","(5.0, 8.8, 6.0)","(81.0, 490.0, 290.0)","(71.0, 480.0, 282.5)","(2.3, 3.55, 2.4744444444444444)"
11-01-2023 12:09:55.119607,"(5.0, 9.8, 6.4399999999999995)","(5.0, 8.0, 6.277777777777778)","(26.0, 100.0, 35.0)","(4.8, 8.0, 6.166666666666667)","(5.0, 8.8, 6.0)","(81.0, 490.0, 290.0)","(71.0, 480.0, 282.5)","(2.3, 3.55, 2.4744444444444444)"
11-01-2023 12:09:56.176881,"(5.0, 9.8, 6.4399999999999995)","(5.0, 8.0, 6.277777777777778)","(26.0, 100.0, 35.0)","(4.8, 8.0, 6.166666666666667)","(5.0, 8.8, 6.0)","(81.0, 490.0, 290.0)","(71.0, 480.0, 282.5)","(2.3, 3.55, 2.4744444444444444)"
11-01-2023 12:09:57.172596,"(5.0, 9.8, 6.4399999999999995)","(5.0, 8.0, 6.277777777777778)","(26.0, 100.0, 35.0)","(4.8, 8.0, 6.166666666666667)","(5.0, 8.8, 6.0)","(81.0, 490.0, 290.0)","(71.0, 480.0, 282.5)","(2.3, 3.55, 2.4744444444444444)"
11-01-2023 12:09:58.152703,"(5.0, 9.8, 6.4399999999999995)","(5.0, 8.0, 6.277777777777778)","(26.0, 100.0, 35.0)","(4.8, 8.0, 6.166666666666667)","(5.0, 8.8, 6.0)","(81.0, 490.0, 290.0)","(71.0, 480.0, 282.5)","(2.3, 3.55, 2.4744444444444444)"
11-01-2023 12:09:59.170035,"(5.0, 9.8, 6.4399999999999995)","(5.0, 8.0, 6.277777777777778)","(26.0, 100.0, 35.0)","(4.8, 8.0, 6.166666666666667)","(5.0, 8.8, 6.0)","(81.0, 490.0, 290.0)","(71.0, 480.0, 282.5)","(2.3, 3.55, 2.4744444444444444)"
11-01-2023 12:10:00.179433,"(5.0, 9.8, 6.4399999999999995)","(5.0, 8.0, 6.277777777777778)","(26.0, 100.0, 35.0)","(4.8, 8.0, 6.166666666666667)","(5.0, 8.8, 6.0)","(81.0, 490.0, 290.0)","(71.0, 480.0, 282.5)","(2.3, 3.55, 2.4744444444444444)"
11-01-2023 12:10:01.207311,"(5.0, 9.8, 6.4399999999999995)","(5.0, 8.0, 6.277777777777778)","(26.0, 100.0, 35.0)","(4.8, 8.0, 6.166666666666667)","(5.0, 8.8, 6.0)","(81.0, 490.0, 290.0)","(71.0, 480.0, 5042.0)","(2.3, 3.55, 2.4744444444444444)"
11-01-2023 12:10:02.242020,"(5.0, 9.8, 6.4399999999999995)","(5.0, 8.0, 6.277777777777778)","(26.0, 100.0, 60.5)","(4.8, 8.0, 6.166666666666667)","(5.0, 8.8, 6.0)","(81.0, 490.0, 290.0)","(71.0, 99998, 5042.0)","(2.3, 3.55, 2.4744444444444444)"
11-01-2023 12:10:03.239129,"(5.0, 9.8, 6.4399999999999995)","(5.0, 8.0, 6.277777777777778)","(26.0, 100.0, 35.0)","(4.8, 8.0, 6.166666666666667)","(5.0, 8.8, 6.0)","(81.0, 490.0, 290.0)","(71.0, 99998, 5042.0)","(2.3, 3.55, 2.4744444444444444)"
11-01-2023 12:10:04.258890,"(5.0, 9.8, 6.4399999999999995)","(5.0, 8.0, 6.277777777777778)","(26.0, 100.0, 35.0)","(4.8, 8.0, 6.166666666666667)","(5.0, 8.8, 6.0)","(81.0, 490.0, 290.0)","(71.0, 99998, 5042.0)","(2.3, 3.55, 2.4744444444444444)"
11-01-2023 12:10:05.296244,"(5.0, 9.8, 6.4399999999999995)","(5.0, 8.0, 6.277777777777778)","(26.0, 100.0, 35.0)","(4.8, 8.0, 6.166666666666667)","(5.0, 8.8, 6.0)","(81.0, 490.0, 424.16666666666663)","(71.0, 99998, 5042.0)","(2.3, 3.55, 2.4744444444444444)"
11-01-2023 12:10:06.320729,"(5.0, 9.8, 6.4399999999999995)","(5.0, 8.0, 6.277777777777778)","(26.0, 100.0, 35.0)","(4.8, 8.0, 6.166666666666667)","(5.0, 8.8, 6.0)","(81.0, 490.0, 295.0)","(71.0, 99998, 277.5)","(2.3, 3.55, 2.4744444444444444)"
11-01-2023 12:10:07.330025,"(5.0, 9.8, 6.4399999999999995)","(5.0, 8.0, 6.277777777777778)","(26.0, 100.0, 35.0)","(4.8, 8.0, 6.166666666666667)","(5.0, 8.8, 6.0)","(81.0, 490.0, 295.0)","(71.0, 470.0, 277.5)","(2.3, 3.55, 2.4744444444444444)"
11-01-2023 12:10:08.334784,"(5.0, 9.8, 6.4399999999999995)","(5.0, 8.0, 6.277777777777778)","(26.0, 100.0, 35.0)","(4.8, 8.0, 6.166666666666667)","(5.0, 8.8, 6.0)","(81.0, 490.0, 295.0)","(71.0, 470.0, 277.5)","(2.3, 3.55, 2.4744444444444444)"
11-01-2023 12:10:09.387113,"(5.0, 9.8, 6.4399999999999995)","(5.0, 8.0, 6.277777777777778)","(26.0, 100.0, 35.0)","(4.8, 8.0, 6.166666666666667)","(5.0, 8.8, 6.0)","(81.0, 490.0, 295.0)","(71.0, 470.0, 327.5)","(2.3, 3.55, 2.4744444444444444)"
11-01-2023 12:10:10.472418,"(5.0, 9.8, 6.4399999999999995)","(5.0, 8.0, 6.277777777777778)","(26.0, 100.0, 35.0)","(4.8, 8.0, 6.166666666666667)","(5.0, 8.8, 6.0)","(81.0, 590.0, 345.0)","(71.0, 570.0, 327.5)","(2.3, 3.55, 2.4744444444444444)"
11-01-2023 12:10:11.545052,"(5.0, 9.8, 6.4399999999999995)","(5.0, 8.0, 6.277777777777778)","(26.0, 100.0, 35.0)","(4.8, 8.0, 6.166666666666667)","(5.0, 8.8, 6.0)","(81.0, 590.0, 345.0)","(71.0, 570.0, 327.5)","(2.3, 3.55, 2.4744444444444444)"
11-01-2023 12:10:12.622312,"(5.0, 9.8, 6.4399999999999995)","(5.0, 8.0, 6.277777777777778)","(26.0, 100.0, 35.0)","(4.8, 8.0, 6.166666666666667)","(5.0, 8.8, 6.0)","(81.0, 590.0, 345.0)","(71.0, 570.0, 327.5)","(2.3, 3.55, 2.4744444444444444)"
11-01-2023 12:10:13.724029,"(5.0, 9.8, 6.4399999999999995)","(5.0, 8.0, 6.277777777777778)","(26.0, 100.0, 35.0)","(4.8, 8.0, 6.166666666666667)","(5.0, 8.8, 6.0)","(81.0, 590.0, 345.0)","(71.0, 570.0, 280.0)","(2.3, 3.55, 2.4744444444444444)"
11-01-2023 12:10:14.804175,"(5.0, 9.8, 6.4399999999999995)","(5.0, 8.0, 6.277777777777778)","(26.0, 100.0, 35.0)","(4.8, 8.0, 6.166666666666667)","(5.0, 8.8, 6.0)","(81.0, 590.0, 345.0)","(71.0, 470.0, 280.0)","(2.3, 3.55, 2.4744444444444444)"
11-01-2023 12:10:15.855455,"(5.0, 9.8, 6.4399999999999995)","(5.0, 8.0, 6.277777777777778)","(26.0, 100.0, 35.0)","(4.8, 8.0, 6.166666666666667)","(5.0, 8.8, 6.0)","(81.0, 590.0, 345.0)","(71.0, 470.0, 280.0)","(2.3, 3.55, 2.4744444444444444)"
11-01-2023 12:10:16.897745,"(5.0, 9.8, 6.4399999999999995)","(5.0, 8.0, 6.277777777777778)","(26.0, 100.0, 35.0)","(4.8, 8.0, 6.166666666666667)","(5.0, 8.8, 6.0)","(81.0, 590.0, 345.0)","(71.0, 470.0, 280.0)","(2.3, 3.55, 2.4744444444444444)"
11-01-2023 12:10:17.927622,"(5.0, 9.8, 6.4399999999999995)","(5.0, 8.0, 6.277777777777778)","(26.0, 100.0, 35.0)","(4.8, 8.0, 6.166666666666667)","(5.0, 8.8, 6.0)","(81.0, 590.0, 345.0)","(71.0, 470.0, 280.0)","(2.3, 3.55, 2.4744444444444444)"
11-01-2023 12:10:19.007209,"(5.0, 9.8, 6.4399999999999995)","(5.0, 8.0, 6.277777777777778)","(26.0, 100.0, 35.0)","(4.8, 8.0, 7.333333333333333)","(5.0, 8.8, 6.0)","(81.0, 590.0, 345.0)","(71.0, 470.0, 424.44444444444446)","(2.3, 3.55, 2.4744444444444444)"
11-01-2023 12:10:20.052137,"(5.0, 9.8, 6.4399999999999995)","(5.0, 8.0, 6.892857142857142)","(26.0, 100.0, 35.0)","(4.8, 8.0, 7.333333333333333)","(5.0, 8.8, 6.0)","(81.0, 590.0, 295.0)","(71.0, 470.0, 282.5)","(2.3, 3.55, 2.4744444444444444)"
11-01-2023 12:10:21.114553,"(5.0, 9.8, 6.4399999999999995)","(5.0, 8.0, 6.892857142857142)","(26.0, 100.0, 35.0)","(4.8, 8.0, 5.416666666666667)","(5.0, 8.8, 6.0)","(81.0, 490.0, 295.0)","(71.0, 470.0, 282.5)","(2.3, 3.55, 2.4744444444444444)"
11-01-2023 12:10:22.140849,"(5.0, 9.8, 6.4399999999999995)","(5.0, 8.0, 6.892857142857142)","(26.0, 100.0, 35.0)","(4.8, 8.0, 6.892857142857142)","(5.0, 8.8, 6.0)","(81.0, 490.0, 295.0)","(71.0, 470.0, 282.5)","(2.3, 3.55, 2.4744444444444444)"
11-01-2023 12:10:23.212161,"(5.0, 9.8, 6.4399999999999995)","(5.0, 8.0, 6.892857142857142)","(26.0, 100.0, 35.0)","(4.8, 8.0, 6.892857142857142)","(5.0, 8.8, 6.0)","(81.0, 490.0, 295.0)","(71.0, 470.0, 282.5)","(2.3, 3.55, 2.4744444444444444)"
11-01-2023 12:10:24.316556,"(5.0, 9.8, 6.4399999999999995)","(5.0, 8.0, 6.892857142857142)","(26.0, 100.0, 35.0)","(4.8, 8.0, 6.892857142857142)","(5.0, 8.8, 6.0)","(81.0, 490.0, 295.0)","(71.0, 470.0, 282.5)","(2.3, 3.55, 2.4744444444444444)"
11-01-2023 12:10:25.399340,"(5.0, 9.8, 6.4399999999999995)","(5.0, 8.0, 6.892857142857142)","(26.0, 100.0, 35.0)","(4.8, 8.0, 6.892857142857142)","(5.0, 8.8, 6.0)","(81.0, 490.0, 295.0)","(71.0, 470.0, 282.5)","(2.3, 3.55, 2.4744444444444444)"
11-01-2023 12:10:26.500433,"(5.0, 9.8, 6.4399999999999995)","(5.0, 8.0, 6.892857142857142)","(26.0, 100.0, 35.0)","(4.8, 8.0, 6.892857142857142)","(5.0, 8.8, 6.0)","(81.0, 490.0, 295.0)","(71.0, 470.0, 282.5)","(2.3, 3.55, 2.4744444444444444)"
11-01-2023 12:10:27.565315,"(5.0, 9.8, 6.4399999999999995)","(5.0, 8.0, 6.892857142857142)","(26.0, 100.0, 35.0)","(4.8, 8.0, 6.892857142857142)","(5.0, 8.8, 6.0)","(81.0, 490.0, 295.0)","(71.0, 470.0, 282.5)","(2.3, 3.55, 2.4744444444444444)"
11-01-2023 12:10:28.687045,"(5.0, 9.8, 6.4399999999999995)","(5.0, 8.0, 6.892857142857142)","(26.0, 100.0, 35.0)","(4.8, 8.0, 6.892857142857142)","(5.0, 8.8, 6.0)","(81.0, 490.0, 295.0)","(71.0, 470.0, 282.5)","(2.3, 3.55, 2.4744444444444444)"
11-01-2023 12:10:29.780941,"(5.0, 9.8, 6.4399999999999995)","(5.0, 8.0, 6.892857142857142)","(26.0, 100.0, 35.0)","(4.8, 8.0, 6.892857142857142)","(5.0, 8.8, 6.0)","(81.0, 490.0, 295.0)","(71.0, 470.0, 282.5)","(2.3, 3.55, 2.4744444444444444)"
11-01-2023 12:10:30.849576,"(5.0, 9.8, 6.4399999999999995)","(5.0, 8.0, 6.892857142857142)","(26.0, 100.0, 35.0)","(4.8, 8.0, 6.892857142857142)","(5.0, 8.8, 6.0)","(81.0, 490.0, 295.0)","(71.0, 470.0, 282.5)","(2.3, 3.55, 2.4744444444444444)"
11-01-2023 12:10:31.931612,"(5.0, 9.8, 6.4399999999999995)","(5.0, 8.0, 6.892857142857142)","(26.0, 100.0, 35.0)","(4.8, 8.0, 6.892857142857142)","(5.0, 8.8, 6.0)","(81.0, 490.0, 295.0)","(71.0, 470.0, 282.5)","(2.3, 3.55, 2.4744444444444444)"
11-01-2023 12:10:33.037618,"(5.0, 9.8, 6.4399999999999995)","(5.0, 8.0, 6.892857142857142)","(26.0, 100.0, 35.0)","(4.8, 8.0, 6.892857142857142)","(5.0, 8.8, 6.0)","(81.0, 490.0, 295.0)","(71.0, 470.0, 282.5)","(2.3, 3.55, 2.4744444444444444)"
11-01-2023 12:10:34.171665,"(5.0, 9.8, 6.4399999999999995)","(5.0, 8.0, 6.892857142857142)","(26.0, 100.0, 35.0)","(4.8, 8.0, 6.892857142857142)","(5.0, 8.8, 6.0)","(81.0, 490.0, 295.0)","(71.0, 470.0, 282.5)","(2.3, 3.55, 2.4744444444444444)"
11-01-2023 12:10:35.238554,"(5.0, 9.8, 6.4399999999999995)","(5.0, 8.0, 6.892857142857142)","(26.0, 100.0, 35.0)","(4.8, 8.0, 6.892857142857142)","(5.0, 8.8, 6.0)","(81.0, 490.0, 345.0)","(71.0, 470.0, 332.5)","(2.3, 3.55, 2.4744444444444444)"
11-01-2023 12:10:36.298352,"(5.0, 9.8, 6.4399999999999995)","(5.0, 8.0, 6.892857142857142)","(26.0, 100.0, 35.0)","(4.8, 8.0, 6.892857142857142)","(5.0, 8.8, 6.0)","(81.0, 590.0, 345.0)","(71.0, 570.0, 332.5)","(2.3, 3.55, 2.4744444444444444)"
11-01-2023 12:10:37.368646,"(5.0, 9.8, 6.4399999999999995)","(5.0, 8.0, 6.892857142857142)","(26.0, 100.0, 35.0)","(4.8, 8.0, 6.892857142857142)","(5.0, 8.8, 6.0)","(81.0, 590.0, 345.0)","(71.0, 570.0, 513.3333333333333)","(2.3, 3.55, 2.4744444444444444)"
11-01-2023 12:10:38.445684,"(5.0, 9.8, 6.4399999999999995)","(5.0, 8.0, 6.892857142857142)","(26.0, 100.0, 35.0)","(4.8, 8.0, 6.892857142857142)","(5.0, 8.8, 6.0)","(81.0, 590.0, 345.0)","(71.0, 570.0, 285.0)","(2.3, 3.55, 2.4744444444444444)"
11-01-2023 12:10:39.491395,"(5.0, 9.8, 6.4399999999999995)","(5.0, 8.0, 6.892857142857142)","(26.0, 100.0, 35.0)","(4.8, 8.0, 6.892857142857142)","(5.0, 8.8, 6.0)","(81.0, 590.0, 345.0)","(71.0, 470.0, 285.0)","(2.3, 3.55, 2.4744444444444444)"
11-01-2023 12:10:40.485061,"(5.0, 9.8, 6.4399999999999995)","(5.0, 8.0, 6.892857142857142)","(26.0, 100.0, 35.0)","(4.8, 8.0, 6.892857142857142)","(5.0, 8.8, 6.0)","(81.0, 590.0, 345.0)","(71.0, 470.0, 285.0)","(2.3, 3.55, 2.4744444444444444)"
11-01-2023 12:10:41.486624,"(5.0, 9.8, 6.4399999999999995)","(5.0, 8.0, 6.892857142857142)","(26.0, 100.0, 35.0)","(4.8, 8.0, 6.892857142857142)","(5.0, 8.8, 6.0)","(81.0, 590.0, 345.0)","(71.0, 470.0, 285.0)","(2.3, 3.55, 2.4744444444444444)"
11-01-2023 12:10:42.519226,"(5.0, 9.8, 6.4399999999999995)","(5.0, 8.0, 6.892857142857142)","(26.0, 100.0, 35.0)","(4.8, 8.0, 6.892857142857142)","(5.0, 8.8, 6.0)","(81.0, 590.0, 345.0)","(71.0, 470.0, 285.0)","(2.3, 3.55, 2.4744444444444444)"
11-01-2023 12:10:43.605959,"(5.0, 9.8, 6.4399999999999995)","(5.0, 8.0, 6.892857142857142)","(26.0, 100.0, 35.0)","(4.8, 8.0, 6.892857142857142)","(5.0, 8.8, 6.0)","(81.0, 590.0, 502.5)","(71.0, 470.0, 285.0)","(2.3, 3.55, 2.4744444444444444)"
11-01-2023 12:10:44.635379,"(5.0, 9.8, 6.4399999999999995)","(5.0, 8.0, 6.892857142857142)","(26.0, 100.0, 35.0)","(4.8, 8.0, 6.892857142857142)","(5.0, 8.8, 6.0)","(81.0, 590.0, 300.0)","(71.0, 470.0, 290.0)","(2.3, 3.55, 2.4744444444444444)"
11-01-2023 12:10:45.651872,"(5.0, 9.8, 6.4399999999999995)","(5.0, 8.0, 6.892857142857142)","(26.0, 100.0, 35.0)","(4.8, 8.0, 6.892857142857142)","(5.0, 8.8, 6.0)","(81.0, 490.0, 300.0)","(71.0, 470.0, 290.0)","(2.3, 3.55, 2.4744444444444444)"
11-01-2023 12:10:46.655953,"(5.0, 9.8, 6.4399999999999995)","(5.0, 8.0, 6.892857142857142)","(26.0, 100.0, 35.0)","(4.8, 8.0, 6.892857142857142)","(5.0, 8.8, 6.0)","(81.0, 490.0, 300.0)","(71.0, 470.0, 290.0)","(2.3, 3.55, 2.4744444444444444)"
11-01-2023 12:10:47.648258,"(5.0, 9.8, 6.4399999999999995)","(5.0, 8.0, 6.892857142857142)","(26.0, 100.0, 35.0)","(4.8, 8.0, 6.892857142857142)","(5.0, 8.8, 6.0)","(81.0, 490.0, 300.0)","(71.0, 470.0, 290.0)","(2.3, 3.55, 2.4744444444444444)"
11-01-2023 12:10:48.693498,"(5.0, 9.8, 6.4399999999999995)","(5.0, 8.0, 6.892857142857142)","(26.0, 100.0, 35.0)","(4.8, 8.0, 6.892857142857142)","(5.0, 8.8, 6.0)","(81.0, 490.0, 300.0)","(71.0, 470.0, 290.0)","(2.3, 3.55, 2.4744444444444444)"
11-01-2023 12:10:49.740830,"(5.0, 9.8, 6.4399999999999995)","(5.0, 8.0, 6.892857142857142)","(26.0, 100.0, 35.0)","(4.8, 8.0, 6.892857142857142)","(5.0, 8.8, 6.0)","(81.0, 490.0, 300.0)","(71.0, 470.0, 290.0)","(2.3, 3.55, 2.4744444444444444)"
11-01-2023 12:10:50.816988,"(5.0, 9.8, 6.4399999999999995)","(5.0, 8.0, 6.892857142857142)","(26.0, 100.0, 35.0)","(4.8, 8.0, 6.892857142857142)","(5.0, 8.8, 6.0)","(81.0, 490.0, 300.0)","(71.0, 470.0, 290.0)","(2.3, 3.55, 2.4744444444444444)"
11-01-2023 12:10:51.894548,"(5.0, 9.8, 6.4399999999999995)","(5.0, 8.0, 6.892857142857142)","(26.0, 100.0, 35.0)","(4.8, 8.0, 6.892857142857142)","(5.0, 8.8, 6.0)","(81.0, 490.0, 300.0)","(71.0, 470.0, 290.0)","(2.3, 3.55, 2.4744444444444444)"
11-01-2023 12:10:52.962368,"(5.0, 9.8, 6.4399999999999995)","(5.0, 8.0, 6.892857142857142)","(26.0, 100.0, 35.0)","(4.8, 8.0, 6.892857142857142)","(5.0, 8.8, 6.0)","(81.0, 490.0, 300.0)","(71.0, 470.0, 290.0)","(2.3, 3.55, 2.407222222222222)"
11-01-2023 12:10:54.075306,"(5.0, 9.8, 6.4399999999999995)","(5.0, 8.0, 6.892857142857142)","(26.0, 100.0, 35.0)","(4.8, 8.0, 6.892857142857142)","(5.0, 8.8, 6.0)","(81.0, 490.0, 300.0)","(71.0, 470.0, 290.0)","(2.3, 3.55, 2.407222222222222)"
11-01-2023 12:10:55.160081,"(5.0, 9.8, 6.4399999999999995)","(5.0, 8.0, 6.892857142857142)","(26.0, 100.0, 35.0)","(4.8, 8.0, 6.892857142857142)","(5.0, 8.8, 6.0)","(81.0, 490.0, 300.0)","(71.0, 470.0, 340.0)","(2.3, 3.55, 2.407222222222222)"
11-01-2023 12:10:56.178647,"(5.0, 9.8, 6.4399999999999995)","(5.0, 8.0, 6.892857142857142)","(26.0, 100.0, 35.0)","(4.8, 8.0, 6.892857142857142)","(5.0, 8.8, 6.0)","(81.0, 490.0, 300.0)","(71.0, 570.0, 340.0)","(2.3, 3.55, 2.407222222222222)"
11-01-2023 12:10:57.228728,"(5.0, 9.8, 6.4399999999999995)","(5.0, 8.0, 6.892857142857142)","(26.0, 100.0, 35.0)","(4.8, 8.0, 6.892857142857142)","(5.0, 8.8, 6.0)","(81.0, 490.0, 300.0)","(71.0, 570.0, 340.0)","(2.3, 3.55, 2.407222222222222)"
11-01-2023 12:10:58.344314,"(5.0, 9.8, 6.4399999999999995)","(5.0, 8.0, 6.892857142857142)","(26.0, 100.0, 35.0)","(4.8, 8.0, 6.892857142857142)","(5.0, 8.8, 6.0)","(81.0, 490.0, 300.0)","(71.0, 570.0, 340.0)","(2.3, 3.55, 2.407222222222222)"
11-01-2023 12:10:59.514297,"(5.0, 9.8, 6.4399999999999995)","(5.0, 8.0, 6.892857142857142)","(26.0, 100.0, 35.0)","(4.8, 8.0, 6.892857142857142)","(5.0, 8.8, 6.0)","(81.0, 490.0, 300.0)","(71.0, 570.0, 340.0)","(2.3, 3.55, 2.407222222222222)"
11-01-2023 12:11:00.657438,"(5.0, 9.8, 6.4399999999999995)","(5.0, 8.0, 6.892857142857142)","(26.0, 100.0, 35.0)","(4.8, 8.0, 6.892857142857142)","(5.0, 8.8, 6.0)","(81.0, 490.0, 300.0)","(71.0, 570.0, 340.0)","(2.3, 3.55, 2.407222222222222)"
11-01-2023 12:11:01.772840,"(5.0, 9.8, 6.4399999999999995)","(5.0, 8.0, 6.892857142857142)","(26.0, 100.0, 57.22222222222222)","(4.8, 8.0, 6.892857142857142)","(5.0, 8.8, 6.0)","(81.0, 490.0, 300.0)","(71.0, 570.0, 290.0)","(2.3, 3.55, 2.4744444444444444)"
