,Oreilly Mcluke,Ring Of Honour,Alpine Affair,Lucky Bucky,Gee Gee Als Prince,Power Magnum,Sparkling One,Tiltherewarsyou,Copper Charm
11-01-2023 14:55:11.491172,"(5.0, 6.4, 6.135384615384615)","(14.0, 15.5, 15.166666666666666)","(11.0, 17.0, 16.071428571428573)","(20.0, 25.0, 25.666666666666668)","(7.0, 8.8, 8.493333333333334)","(4.4, 5.7, 5.530769230769231)","(5.5, 6.6, 6.431578947368421)","(21.0, 44.0, 41.0)","(4.4, 5.3, 5.162)"
11-01-2023 14:55:12.726113,"(5.0, 6.4, 6.142465753424657)","(14.0, 15.5, 15.166666666666666)","(11.0, 16.5, 16.071428571428573)","(20.0, 27.0, 24.6)","(7.0, 8.8, 8.416666666666666)","(4.4, 5.7, 5.550000000000001)","(5.5, 6.6, 6.427272727272728)","(21.0, 44.0, 39.42857142857143)","(4.4, 5.3, 5.152830188679245)"
11-01-2023 14:55:13.853392,"(5.0, 6.4, 6.127536231884058)","(14.0, 15.5, 15.166666666666666)","(11.0, 16.5, 16.071428571428573)","(20.0, 27.0, 25.933333333333334)","(7.0, 8.8, 8.416666666666666)","(4.4, 5.7, 5.559574468085106)","(5.5, 6.6, 6.427272727272728)","(21.0, 48.0, 39.42857142857143)","(4.4, 5.3, 5.162)"
11-01-2023 14:55:14.978320,"(5.0, 6.4, 6.127536231884058)","(14.0, 15.5, 15.0)","(11.0, 16.5, 16.071428571428573)","(20.0, 27.0, 25.933333333333334)","(7.0, 8.8, 8.416666666666666)","(4.4, 5.7, 5.559574468085106)","(5.5, 6.6, 6.427272727272728)","(21.0, 48.0, 40.0)","(4.4, 5.3, 5.162)"
11-01-2023 14:55:16.250049,"(5.0, 6.4, 6.142465753424657)","(14.0, 15.0, 14.916666666666666)","(11.0, 16.5, 16.071428571428573)","(20.0, 27.0, 25.53846153846154)","(7.0, 8.8, 8.405714285714286)","(4.4, 5.7, 5.559574468085106)","(5.5, 6.6, 6.431578947368421)","(21.0, 48.0, 39.25)","(4.4, 5.3, 5.162)"
11-01-2023 14:55:17.453259,"(5.0, 6.4, 6.142465753424657)","(14.0, 15.0, 14.909090909090908)","(11.0, 16.5, 16.071428571428573)","(20.0, 26.0, 24.941176470588236)","(7.0, 8.8, 8.405714285714286)","(4.4, 5.7, 5.559574468085106)","(5.5, 6.6, 6.431578947368421)","(21.0, 48.0, 39.25)","(4.4, 5.3, 5.162)"
11-01-2023 14:55:18.568529,"(5.0, 6.4, 6.142465753424657)","(14.0, 15.0, 14.916666666666666)","(11.0, 16.5, 16.071428571428573)","(20.0, 26.0, 24.941176470588236)","(7.0, 8.8, 8.416666666666666)","(4.4, 5.7, 5.41304347826087)","(5.5, 6.6, 6.431578947368421)","(21.0, 48.0, 39.25)","(4.4, 5.3, 5.162)"
11-01-2023 14:55:19.682465,"(5.0, 6.4, 6.127536231884058)","(14.0, 15.5, 15.15)","(11.0, 16.5, 16.071428571428573)","(20.0, 26.0, 24.692307692307693)","(7.0, 8.8, 8.416666666666666)","(4.4, 5.7, 5.411538461538462)","(5.5, 6.6, 6.431578947368421)","(21.0, 48.0, 39.25)","(4.4, 5.3, 5.162)"
11-01-2023 14:55:20.806322,"(5.0, 6.4, 6.142465753424657)","(14.0, 17.0, 16.61842105263158)","(11.0, 16.5, 16.071428571428573)","(20.0, 25.0, 24.692307692307693)","(7.0, 8.8, 8.416666666666666)","(4.4, 5.7, 5.414285714285715)","(5.5, 6.6, 6.431578947368421)","(21.0, 48.0, 39.25)","(4.4, 5.3, 5.162)"
11-01-2023 14:55:21.908662,"(5.0, 6.4, 6.110769230769231)","(14.0, 16.5, 15.58108108108108)","(11.0, 16.5, 16.071428571428573)","(20.0, 25.0, 24.692307692307693)","(7.0, 8.8, 8.416666666666666)","(4.4, 5.6, 5.414285714285715)","(5.5, 6.6, 6.431578947368421)","(21.0, 48.0, 39.25)","(4.4, 5.3, 5.162)"
11-01-2023 14:55:23.076268,"(5.0, 6.4, 6.110769230769231)","(14.0, 16.0, 15.4375)","(11.0, 16.5, 16.071428571428573)","(20.0, 25.0, 24.714285714285715)","(7.0, 8.8, 8.416666666666666)","(4.4, 5.6, 5.414285714285715)","(5.5, 6.6, 6.431578947368421)","(21.0, 48.0, 39.25)","(4.4, 5.3, 5.162)"
11-01-2023 14:55:24.215015,"(5.0, 6.4, 6.215686274509804)","(14.0, 16.0, 15.4375)","(11.0, 16.5, 16.071428571428573)","(20.0, 25.0, 26.5)","(7.0, 8.8, 8.416666666666666)","(4.4, 5.6, 5.414285714285715)","(5.5, 6.6, 6.431578947368421)","(21.0, 48.0, 39.25)","(4.4, 5.3, 5.162)"
11-01-2023 14:55:25.342491,"(5.0, 6.4, 6.208163265306123)","(14.0, 16.0, 15.5)","(11.0, 16.5, 15.75)","(20.0, 27.0, 26.5)","(7.0, 8.8, 8.416666666666666)","(4.4, 5.6, 5.408695652173914)","(5.5, 6.6, 6.431578947368421)","(21.0, 48.0, 39.25)","(4.4, 5.3, 5.162)"
11-01-2023 14:55:26.545241,"(5.0, 6.4, 6.208163265306123)","(14.0, 16.5, 15.616279069767442)","(11.0, 16.5, 15.75)","(20.0, 27.0, 24.90909090909091)","(7.0, 8.8, 8.416666666666666)","(4.4, 5.6, 5.408695652173914)","(5.5, 6.6, 6.431578947368421)","(21.0, 48.0, 39.25)","(4.4, 5.3, 5.162)"
11-01-2023 14:55:27.732210,"(5.0, 6.4, 6.208163265306123)","(14.0, 16.0, 15.866666666666667)","(11.0, 16.5, 15.75)","(20.0, 26.0, 24.285714285714285)","(7.0, 8.8, 8.394117647058824)","(4.4, 5.6, 5.408695652173914)","(5.5, 6.6, 6.571428571428571)","(21.0, 48.0, 39.25)","(4.4, 5.3, 5.261290322580645)"
11-01-2023 14:55:28.900629,"(5.0, 6.4, 6.208163265306123)","(14.0, 16.0, 15.866666666666667)","(11.0, 16.5, 15.75)","(19.0, 26.0, 24.285714285714285)","(7.0, 8.8, 8.381818181818181)","(4.4, 5.6, 5.407692307692308)","(5.5, 6.6, 6.571428571428571)","(21.0, 48.0, 39.25)","(4.4, 5.3, 5.261290322580645)"
11-01-2023 14:55:30.240099,"(5.0, 6.4, 6.208163265306123)","(14.0, 16.0, 15.866666666666667)","(11.0, 16.5, 16.09090909090909)","(19.0, 26.0, 24.941176470588236)","(7.0, 8.8, 8.381818181818181)","(4.4, 5.6, 5.407692307692308)","(5.5, 6.6, 6.571428571428571)","(21.0, 48.0, 39.25)","(4.4, 5.3, 5.261290322580645)"
11-01-2023 14:55:31.683095,"(5.0, 6.4, 6.208163265306123)","(14.0, 16.0, 15.875)","(11.0, 16.5, 16.09090909090909)","(19.0, 26.0, 24.692307692307693)","(7.0, 8.8, 8.381818181818181)","(4.4, 5.6, 5.407692307692308)","(5.5, 6.6, 6.571428571428571)","(21.0, 48.0, 39.25)","(4.4, 5.3, 5.261290322580645)"
11-01-2023 14:55:32.928770,"(5.0, 6.4, 6.208163265306123)","(14.0, 16.0, 15.882352941176471)","(11.0, 16.5, 16.09090909090909)","(19.0, 25.0, 25.57142857142857)","(7.0, 8.8, 8.394117647058824)","(4.4, 5.6, 5.3130434782608695)","(5.5, 6.6, 6.571428571428571)","(21.0, 48.0, 40.666666666666664)","(4.4, 5.3, 5.261290322580645)"
11-01-2023 14:55:34.298344,"(5.0, 6.4, 6.208163265306123)","(14.0, 16.0, 15.931034482758621)","(11.0, 16.5, 16.444444444444443)","(19.0, 26.0, 25.11764705882353)","(7.0, 8.8, 8.394117647058824)","(4.4, 5.4, 5.36923076923077)","(5.5, 6.6, 6.544444444444444)","(21.0, 46.0, 39.666666666666664)","(4.4, 5.3, 5.261290322580645)"
11-01-2023 14:55:35.646695,"(5.0, 6.4, 6.222641509433963)","(14.0, 16.0, 15.923076923076923)","(11.0, 17.0, 16.444444444444443)","(19.0, 26.0, 24.714285714285715)","(7.0, 8.8, 8.394117647058824)","(4.4, 5.4, 5.358620689655172)","(5.5, 6.8, 6.544444444444444)","(21.0, 48.0, 39.666666666666664)","(4.4, 5.3, 5.261290322580645)"
11-01-2023 14:55:37.004942,"(5.0, 6.4, 6.222641509433963)","(14.0, 16.0, 15.969696969696969)","(11.0, 17.0, 16.444444444444443)","(19.0, 25.0, 24.789473684210527)","(7.0, 8.8, 8.394117647058824)","(4.4, 5.4, 5.358823529411765)","(5.5, 6.8, 6.544444444444444)","(21.0, 48.0, 39.666666666666664)","(4.4, 5.3, 5.261290322580645)"
11-01-2023 14:55:38.346235,"(5.0, 6.4, 6.245901639344263)","(14.0, 16.0, 15.969696969696969)","(11.0, 17.0, 16.444444444444443)","(19.0, 25.0, 24.789473684210527)","(7.0, 8.8, 8.394117647058824)","(4.4, 5.4, 5.457142857142857)","(5.5, 6.8, 6.544444444444444)","(21.0, 48.0, 39.666666666666664)","(4.4, 5.3, 5.261290322580645)"
11-01-2023 14:55:39.637948,"(5.0, 6.4, 6.245901639344263)","(14.0, 16.0, 15.969696969696969)","(11.0, 17.0, 16.0625)","(19.0, 25.0, 25.684210526315788)","(7.0, 8.8, 8.394117647058824)","(4.4, 5.6, 5.378260869565217)","(5.5, 6.8, 6.544444444444444)","(21.0, 48.0, 39.666666666666664)","(4.4, 5.3, 5.261290322580645)"
11-01-2023 14:55:40.883040,"(5.0, 6.4, 6.245901639344263)","(14.0, 16.0, 15.969696969696969)","(11.0, 17.0, 16.0625)","(19.0, 26.0, 25.318181818181817)","(7.0, 8.8, 8.394117647058824)","(4.4, 5.6, 5.38780487804878)","(5.5, 6.8, 6.52093023255814)","(21.0, 48.0, 39.666666666666664)","(4.4, 5.3, 5.261290322580645)"
11-01-2023 14:55:42.051111,"(5.0, 6.4, 6.245901639344263)","(14.0, 16.0, 15.969696969696969)","(11.0, 17.0, 15.75)","(19.0, 26.0, 25.0)","(7.0, 8.8, 8.394117647058824)","(4.4, 5.6, 5.38780487804878)","(5.5, 6.8, 6.52093023255814)","(21.0, 48.0, 39.666666666666664)","(4.4, 5.3, 5.261290322580645)"
11-01-2023 14:55:43.358376,"(5.0, 6.4, 6.245901639344263)","(14.0, 16.0, 15.971014492753623)","(11.0, 17.0, 15.75)","(19.0, 26.0, 25.0)","(7.0, 8.8, 8.381818181818181)","(4.4, 5.6, 5.38780487804878)","(5.5, 6.8, 6.52093023255814)","(21.0, 48.0, 40.5)","(4.4, 5.3, 5.261290322580645)"
11-01-2023 14:55:44.633155,"(5.0, 6.4, 6.245901639344263)","(14.0, 16.0, 15.970588235294118)","(11.0, 17.0, 15.75)","(19.0, 26.0, 25.0)","(7.0, 8.8, 8.381818181818181)","(4.4, 5.6, 5.38780487804878)","(5.5, 6.8, 6.56)","(21.0, 48.0, 40.5)","(4.4, 5.3, 5.261290322580645)"
11-01-2023 14:55:45.972941,"(5.0, 6.4, 6.245901639344263)","(14.0, 16.0, 15.970588235294118)","(11.0, 17.0, 16.0)","(19.0, 26.0, 25.0)","(7.0, 8.8, 8.394117647058824)","(4.4, 5.6, 5.38780487804878)","(5.5, 6.8, 6.56)","(21.0, 48.0, 40.5)","(4.4, 5.3, 5.261290322580645)"
11-01-2023 14:55:47.375216,"(5.0, 6.4, 6.245901639344263)","(14.0, 16.0, 15.909090909090908)","(11.0, 17.0, 16.0)","(19.0, 26.0, 25.0)","(7.0, 8.8, 8.394117647058824)","(4.4, 5.6, 5.38780487804878)","(5.5, 6.8, 6.56)","(21.0, 48.0, 40.5)","(4.4, 5.3, 5.261290322580645)"
11-01-2023 14:55:48.794116,"(5.0, 6.4, 6.245901639344263)","(14.0, 16.0, 15.916666666666666)","(11.0, 17.0, 16.0)","(19.0, 26.0, 25.4)","(7.0, 8.8, 8.394117647058824)","(4.4, 5.6, 5.38780487804878)","(5.5, 6.8, 6.56)","(21.0, 48.0, 40.5)","(4.4, 5.3, 5.261290322580645)"
11-01-2023 14:55:50.192705,"(5.0, 6.4, 6.245901639344263)","(14.0, 16.5, 15.916666666666666)","(11.0, 17.0, 16.0)","(19.0, 26.0, 24.81818181818182)","(7.0, 8.8, 8.394117647058824)","(4.4, 5.6, 5.41875)","(5.5, 6.8, 6.56)","(21.0, 48.0, 40.5)","(4.4, 5.3, 5.261290322580645)"
11-01-2023 14:55:51.565488,"(5.0, 6.4, 6.245901639344263)","(14.0, 16.5, 16.166666666666668)","(11.0, 17.0, 16.0)","(19.0, 25.0, 24.81818181818182)","(7.0, 8.8, 8.394117647058824)","(4.4, 5.6, 5.431034482758621)","(5.5, 6.8, 6.5375)","(21.0, 48.0, 40.5)","(4.4, 5.3, 5.261290322580645)"
11-01-2023 14:55:52.913876,"(5.0, 6.4, 6.251968503937008)","(14.0, 16.5, 16.181818181818183)","(11.0, 17.0, 16.0)","(19.0, 25.0, 24.81818181818182)","(7.0, 8.8, 8.394117647058824)","(4.4, 5.5, 5.431034482758621)","(5.5, 6.8, 6.5375)","(21.0, 48.0, 40.5)","(4.4, 5.3, 5.261290322580645)"
11-01-2023 14:55:54.244595,"(5.0, 6.4, 6.251968503937008)","(14.0, 16.5, 16.181818181818183)","(11.0, 17.0, 16.0)","(19.0, 25.0, 24.81818181818182)","(7.0, 8.8, 8.394117647058824)","(4.4, 5.5, 5.42)","(5.5, 6.8, 6.5375)","(21.0, 48.0, 40.5)","(4.4, 5.3, 5.261290322580645)"
11-01-2023 14:55:55.477837,"(5.0, 6.4, 6.251968503937008)","(14.0, 16.5, 15.571428571428571)","(11.0, 17.0, 16.0)","(19.0, 25.0, 24.81818181818182)","(7.0, 8.8, 8.394117647058824)","(4.4, 5.6, 5.426923076923076)","(5.5, 6.8, 6.55)","(21.0, 48.0, 40.5)","(4.4, 5.3, 5.261290322580645)"
11-01-2023 14:55:56.735037,"(5.0, 6.4, 6.251968503937008)","(14.0, 16.0, 15.571428571428571)","(11.0, 17.0, 16.0)","(19.0, 25.0, 24.81818181818182)","(7.0, 8.8, 8.381818181818181)","(4.4, 5.6, 5.446666666666666)","(5.5, 6.8, 6.55)","(21.0, 48.0, 40.5)","(4.4, 5.3, 5.261290322580645)"
11-01-2023 14:55:58.027687,"(5.0, 6.4, 6.251968503937008)","(14.0, 17.0, 15.568181818181818)","(11.0, 17.0, 16.0)","(19.0, 25.0, 24.81818181818182)","(7.0, 8.8, 8.381818181818181)","(4.4, 5.5, 5.476)","(5.5, 6.8, 6.55)","(21.0, 48.0, 40.5)","(4.4, 5.3, 5.261290322580645)"
11-01-2023 14:55:59.365176,"(5.0, 6.4, 6.251968503937008)","(14.0, 17.0, 15.568181818181818)","(11.0, 17.0, 16.0)","(19.0, 25.0, 24.764705882352942)","(7.0, 8.8, 8.381818181818181)","(4.4, 5.5, 5.476)","(5.5, 6.8, 6.55)","(21.0, 48.0, 40.5)","(4.4, 5.3, 5.261290322580645)"
11-01-2023 14:56:00.946707,"(5.0, 6.4, 6.251968503937008)","(14.0, 17.0, 15.615384615384615)","(11.0, 17.0, 16.0)","(19.0, 25.0, 24.5)","(7.0, 8.8, 8.394117647058824)","(4.4, 5.5, 5.476)","(5.5, 6.8, 6.55)","(21.0, 48.0, 40.5)","(4.4, 5.3, 5.261290322580645)"
11-01-2023 14:56:02.507661,"(5.0, 6.4, 6.251968503937008)","(14.0, 17.0, 15.615384615384615)","(11.0, 17.0, 16.0)","(19.0, 25.0, 24.6875)","(7.0, 8.8, 8.394117647058824)","(4.4, 5.5, 5.459677419354838)","(5.5, 6.8, 6.55)","(21.0, 48.0, 40.5)","(4.4, 5.3, 5.162162162162162)"
11-01-2023 14:56:03.886146,"(5.0, 6.4, 6.251968503937008)","(14.0, 17.0, 16.06382978723404)","(11.0, 16.5, 16.125)","(19.0, 25.0, 24.6875)","(7.0, 8.8, 8.394117647058824)","(4.4, 5.6, 5.4)","(5.5, 6.8, 6.55)","(21.0, 48.0, 40.5)","(4.4, 5.4, 5.146153846153846)"
11-01-2023 14:56:05.351161,"(5.0, 6.4, 6.251968503937008)","(14.0, 17.0, 16.5)","(11.0, 16.5, 16.125)","(19.0, 25.0, 24.6875)","(7.0, 8.8, 8.394117647058824)","(4.4, 5.5, 5.4)","(5.5, 6.8, 6.55)","(21.0, 48.0, 40.5)","(4.4, 5.4, 5.146153846153846)"
11-01-2023 14:56:06.712637,"(5.0, 6.4, 6.263768115942029)","(14.0, 17.0, 16.5)","(11.0, 16.5, 16.35)","(19.0, 25.0, 24.6875)","(7.0, 8.8, 8.394117647058824)","(4.4, 5.5, 5.4)","(5.5, 6.8, 6.569230769230769)","(21.0, 48.0, 40.5)","(4.4, 5.4, 5.146153846153846)"
11-01-2023 14:56:08.153445,"(5.0, 6.4, 6.263768115942029)","(14.0, 17.0, 16.5)","(11.0, 16.5, 16.35)","(19.0, 25.0, 24.6875)","(7.0, 8.8, 8.394117647058824)","(4.4, 5.5, 5.4)","(5.5, 6.8, 6.569230769230769)","(21.0, 48.0, 40.5)","(4.4, 5.4, 5.188888888888889)"
11-01-2023 14:56:09.550464,"(5.0, 6.4, 6.263768115942029)","(14.0, 17.0, 16.5)","(11.0, 16.5, 16.35)","(19.0, 25.0, 24.6875)","(7.0, 8.8, 8.42)","(4.4, 5.5, 5.4)","(5.5, 6.8, 6.569230769230769)","(21.0, 48.0, 40.5)","(4.4, 5.4, 5.2)"
11-01-2023 14:56:10.957136,"(5.0, 6.4, 6.257575757575758)","(14.0, 17.0, 16.5)","(11.0, 16.5, 16.35)","(19.0, 25.0, 24.6875)","(7.0, 8.8, 8.406896551724138)","(4.4, 5.5, 5.4)","(5.5, 6.8, 6.569230769230769)","(21.0, 48.0, 40.5)","(4.4, 5.4, 5.2439024390243905)"
11-01-2023 14:56:12.382460,"(5.0, 6.4, 6.257575757575758)","(14.0, 17.0, 16.444444444444443)","(11.0, 16.5, 16.35)","(19.0, 25.0, 24.6875)","(7.0, 8.8, 8.406896551724138)","(4.4, 5.5, 5.364705882352942)","(5.5, 6.8, 6.569230769230769)","(21.0, 48.0, 40.5)","(4.4, 5.4, 5.23448275862069)"
11-01-2023 14:56:13.735480,"(5.0, 6.4, 6.212)","(14.0, 17.0, 16.444444444444443)","(11.0, 16.5, 16.35)","(19.0, 25.0, 24.8)","(7.0, 8.8, 8.406896551724138)","(4.4, 5.4, 5.364705882352942)","(5.5, 6.8, 6.569230769230769)","(21.0, 48.0, 40.5)","(4.4, 5.4, 5.221875)"
11-01-2023 14:56:15.103623,"(5.0, 6.4, 6.212)","(14.0, 17.0, 16.11764705882353)","(11.0, 16.5, 15.3375)","(19.0, 25.0, 24.82857142857143)","(7.0, 8.8, 8.753284671532848)","(4.4, 5.4, 5.562557077625571)","(5.5, 6.8, 6.348344370860927)","(21.0, 48.0, 40.5)","(4.4, 5.4, 5.123636363636363)"
11-01-2023 14:56:16.416962,"(5.0, 6.4, 6.212)","(14.0, 16.5, 16.071428571428573)","(11.0, 16.5, 15.3375)","(19.0, 25.0, 24.82857142857143)","(7.0, 8.8, 8.753284671532848)","(4.4, 5.6, 5.496739130434783)","(5.5, 6.6, 6.34)","(21.0, 48.0, 40.5)","(4.4, 5.3, 5.123636363636363)"
11-01-2023 14:56:17.742314,"(5.0, 6.4, 6.212)","(14.0, 16.5, 16.071428571428573)","(11.0, 16.5, 15.3375)","(19.0, 25.0, 24.82857142857143)","(7.0, 8.8, 8.753284671532848)","(4.4, 5.5, 5.496739130434783)","(5.5, 6.6, 6.34)","(21.0, 48.0, 40.5)","(4.4, 5.3, 5.123636363636363)"
11-01-2023 14:56:19.052914,"(5.0, 6.4, 6.212)","(14.0, 16.5, 16.071428571428573)","(11.0, 16.5, 15.293478260869565)","(19.0, 25.0, 24.82857142857143)","(7.0, 8.8, 8.753284671532848)","(4.4, 5.5, 5.496739130434783)","(5.5, 6.6, 6.34)","(21.0, 48.0, 40.5)","(4.4, 5.3, 5.123636363636363)"
11-01-2023 14:56:20.369116,"(5.0, 6.4, 6.212)","(14.0, 16.5, 16.425)","(11.0, 16.5, 15.293478260869565)","(19.0, 25.0, 24.842105263157894)","(7.0, 8.8, 8.753284671532848)","(4.4, 5.5, 5.496739130434783)","(5.5, 6.6, 6.336111111111111)","(21.0, 48.0, 40.5)","(4.4, 5.3, 5.123636363636363)"
11-01-2023 14:56:21.718585,"(5.0, 6.4, 6.212)","(14.0, 16.5, 16.666666666666668)","(11.0, 16.5, 15.293478260869565)","(19.0, 25.0, 24.842105263157894)","(7.0, 8.8, 8.753284671532848)","(4.4, 5.5, 5.496739130434783)","(5.5, 6.6, 6.336111111111111)","(21.0, 48.0, 39.333333333333336)","(4.4, 5.3, 5.123636363636363)"
11-01-2023 14:56:23.077229,"(5.0, 6.4, 6.212)","(14.0, 17.5, 16.642857142857142)","(11.0, 16.5, 15.293478260869565)","(19.0, 25.0, 24.842105263157894)","(7.0, 8.8, 8.753284671532848)","(4.4, 5.5, 5.496739130434783)","(5.5, 6.6, 6.336111111111111)","(21.0, 50.0, 39.333333333333336)","(4.4, 5.3, 5.123636363636363)"
11-01-2023 14:56:24.465258,"(5.0, 6.4, 6.212)","(14.0, 17.5, 16.642857142857142)","(11.0, 16.5, 15.293478260869565)","(19.0, 25.0, 24.842105263157894)","(7.0, 8.8, 8.753284671532848)","(4.4, 5.5, 5.496739130434783)","(5.5, 6.6, 6.336111111111111)","(21.0, 50.0, 39.333333333333336)","(4.4, 5.3, 5.123636363636363)"
11-01-2023 14:56:25.809579,"(5.0, 6.4, 6.212)","(14.0, 17.5, 16.7)","(11.0, 16.5, 15.275510204081632)","(19.0, 25.0, 24.842105263157894)","(7.0, 8.8, 8.752592592592594)","(4.4, 5.5, 5.496648044692737)","(5.5, 6.6, 6.336111111111111)","(21.0, 50.0, 40.0)","(4.4, 5.3, 5.123636363636363)"
11-01-2023 14:56:27.148791,"(5.0, 6.4, 6.212)","(14.0, 17.5, 16.576923076923077)","(11.0, 16.5, 15.275510204081632)","(19.0, 25.0, 24.625)","(7.0, 8.8, 8.752592592592594)","(4.4, 5.5, 5.56)","(5.5, 6.6, 6.336111111111111)","(21.0, 50.0, 40.0)","(4.4, 5.3, 5.121848739495798)"
11-01-2023 14:56:28.480581,"(5.0, 6.4, 6.212)","(14.0, 17.5, 16.576923076923077)","(11.0, 16.5, 15.275510204081632)","(19.0, 25.0, 24.625)","(7.0, 8.8, 8.752592592592594)","(4.4, 5.6, 5.56)","(5.5, 6.6, 6.336111111111111)","(21.0, 50.0, 40.0)","(4.4, 5.3, 5.121848739495798)"
11-01-2023 14:56:29.801501,"(5.5, 6.4, 6.212)","(14.0, 17.5, 16.64)","(12.0, 16.5, 15.045454545454545)","(19.0, 25.0, 25.522727272727273)","(7.0, 8.8, 8.945454545454545)","(4.4, 5.6, 5.585106382978723)","(5.5, 6.6, 6.334351145038168)","(21.0, 50.0, 42.0)","(4.4, 5.3, 4.97244094488189)"
11-01-2023 14:56:31.125967,"(5.5, 6.4, 6.2569343065693435)","(14.0, 17.0, 16.59375)","(12.0, 16.5, 15.008474576271187)","(19.0, 26.0, 25.361702127659573)","(7.0, 9.0, 8.88421052631579)","(4.4, 5.7, 5.644262295081967)","(5.5, 6.6, 6.524137931034483)","(21.0, 48.0, 39.333333333333336)","(4.4, 5.0, 4.97008547008547)"
11-01-2023 14:56:32.470720,"(5.5, 6.4, 6.2569343065693435)","(14.0, 17.0, 16.26)","(12.0, 16.5, 15.008474576271187)","(19.0, 26.0, 25.361702127659573)","(7.0, 9.0, 8.88421052631579)","(4.4, 5.7, 5.644262295081967)","(5.5, 6.8, 6.539130434782608)","(21.0, 46.0, 39.333333333333336)","(4.4, 5.0, 4.966346153846154)"
11-01-2023 14:56:33.826084,"(5.5, 6.4, 6.2569343065693435)","(14.0, 17.0, 16.26)","(12.0, 16.5, 15.008474576271187)","(19.0, 26.0, 25.361702127659573)","(7.0, 9.0, 8.88421052631579)","(4.6, 5.7, 5.644262295081967)","(5.5, 6.8, 6.539130434782608)","(21.0, 46.0, 39.333333333333336)","(4.4, 5.0, 4.966346153846154)"
11-01-2023 14:56:35.229468,"(5.5, 6.4, 6.264827586206897)","(14.0, 17.0, 16.55421686746988)","(12.0, 16.5, 15.008474576271187)","(19.0, 26.0, 25.361702127659573)","(7.0, 9.0, 8.88421052631579)","(4.6, 5.7, 5.644262295081967)","(5.5, 6.8, 6.539130434782608)","(21.0, 46.0, 39.333333333333336)","(4.4, 5.0, 4.966346153846154)"
11-01-2023 14:56:36.578898,"(5.0, 6.4, 6.264827586206897)","(14.0, 17.0, 16.901960784313726)","(12.0, 16.5, 15.008474576271187)","(19.0, 26.0, 24.897435897435898)","(7.5, 9.0, 8.88421052631579)","(4.6, 5.7, 5.644262295081967)","(5.5, 6.8, 6.539130434782608)","(21.0, 46.0, 39.333333333333336)","(4.4, 5.0, 4.961111111111111)"
11-01-2023 14:56:37.920654,"(5.0, 6.4, 6.264827586206897)","(14.0, 17.0, 16.901960784313726)","(12.0, 16.5, 15.571428571428571)","(19.0, 25.0, 24.897435897435898)","(7.5, 9.0, 8.88421052631579)","(4.6, 5.7, 5.644262295081967)","(5.5, 6.8, 6.539130434782608)","(21.0, 46.0, 39.333333333333336)","(4.4, 5.0, 4.961111111111111)"
11-01-2023 14:56:39.418405,"(5.0, 6.4, 6.264827586206897)","(14.0, 17.0, 16.86111111111111)","(12.0, 16.5, 15.571428571428571)","(19.0, 25.0, 24.897435897435898)","(7.5, 9.0, 8.88421052631579)","(4.6, 5.7, 5.566666666666667)","(5.5, 6.8, 6.539130434782608)","(21.0, 46.0, 39.84615384615385)","(4.4, 5.0, 4.931372549019608)"
11-01-2023 14:56:41.080368,"(5.0, 6.4, 6.264827586206897)","(14.0, 17.0, 16.86111111111111)","(12.0, 16.5, 15.571428571428571)","(19.0, 25.0, 24.897435897435898)","(7.5, 9.0, 8.88421052631579)","(4.6, 5.7, 5.566666666666667)","(5.5, 6.8, 6.606451612903226)","(21.0, 46.0, 39.84615384615385)","(4.4, 5.0, 4.931372549019608)"
11-01-2023 14:56:42.526935,"(5.0, 6.4, 6.247741935483871)","(14.0, 17.0, 16.982758620689655)","(12.0, 16.5, 15.369565217391305)","(19.0, 25.0, 24.714285714285715)","(7.5, 9.0, 8.88421052631579)","(4.6, 5.7, 5.591891891891892)","(5.5, 6.8, 6.606451612903226)","(21.0, 46.0, 39.84615384615385)","(4.4, 5.0, 4.926984126984127)"
11-01-2023 14:56:43.907459,"(5.0, 6.4, 6.247741935483871)","(14.0, 17.5, 16.982758620689655)","(12.0, 16.5, 15.318181818181818)","(19.0, 25.0, 24.714285714285715)","(7.5, 9.0, 8.955555555555556)","(4.6, 5.7, 5.575)","(5.5, 6.8, 6.557446808510638)","(21.0, 46.0, 41.714285714285715)","(4.4, 5.0, 4.926984126984127)"
11-01-2023 14:56:45.284015,"(5.0, 6.4, 6.247741935483871)","(14.0, 17.5, 16.982758620689655)","(12.0, 16.5, 15.318181818181818)","(19.0, 25.0, 24.714285714285715)","(7.5, 9.0, 8.955555555555556)","(4.6, 5.7, 5.575)","(5.5, 6.6, 6.557446808510638)","(21.0, 44.0, 41.714285714285715)","(4.4, 5.0, 4.903921568627451)"
11-01-2023 14:56:46.646007,"(5.0, 6.4, 6.264827586206897)","(14.0, 17.5, 17.0)","(12.0, 16.5, 15.60344827586207)","(19.0, 25.0, 24.714285714285715)","(7.5, 9.0, 8.955555555555556)","(4.6, 5.7, 5.575)","(5.5, 6.6, 6.535483870967742)","(21.0, 44.0, 41.714285714285715)","(4.4, 5.0, 4.903921568627451)"
