,Windsors Champion,Missing Link,Salsa Rita,Captain Sam,Ms Headley
15-12-2022 12:40:55.755695,"(2.5, 2.9, 2.8945454545454545)","(4.8, 5.8, 5.657142857142857)","(14.0, 24.0, 22.77777777777778)","(4.2, 5.2, 5.040322580645162)","(3.8, 4.9, 4.769565217391304)"
15-12-2022 12:40:56.807782,"(2.5, 2.9, 2.8945454545454545)","(4.8, 5.8, 5.657142857142857)","(14.0, 24.0, 22.77777777777778)","(4.2, 5.2, 5.040322580645162)","(3.8, 4.9, 4.769565217391304)"
15-12-2022 12:40:57.724745,"(2.5, 2.9, 2.8945454545454545)","(4.8, 5.8, 5.657142857142857)","(14.0, 24.0, 22.77777777777778)","(4.2, 5.2, 5.093333333333334)","(3.8, 4.9, 4.80625)"
15-12-2022 12:40:58.777723,"(2.5, 2.84, 2.7875)","(4.8, 5.9, 5.614814814814815)","(14.0, 24.0, 22.77777777777778)","(4.2, 5.2, 5.093333333333334)","(3.8, 4.9, 4.80625)"
15-12-2022 12:40:59.778427,"(2.5, 2.84, 2.7875)","(4.8, 5.9, 5.614814814814815)","(14.0, 24.0, 22.77777777777778)","(4.2, 5.2, 5.093333333333334)","(3.8, 4.9, 4.80625)"
15-12-2022 12:41:00.686884,"(2.5, 2.84, 2.7875)","(4.8, 5.9, 5.614814814814815)","(14.0, 24.0, 22.77777777777778)","(4.2, 5.2, 5.093333333333334)","(3.8, 4.9, 4.80625)"
15-12-2022 12:41:01.636023,"(2.5, 2.82, 2.75)","(4.8, 5.9, 5.614814814814815)","(14.0, 24.0, 22.77777777777778)","(4.2, 5.2, 5.093333333333334)","(3.8, 4.9, 4.80625)"
15-12-2022 12:41:02.646757,"(2.5, 2.82, 2.75)","(4.8, 5.9, 5.614814814814815)","(14.0, 24.0, 22.77777777777778)","(4.2, 5.2, 5.022222222222222)","(3.8, 4.9, 4.80625)"
15-12-2022 12:41:03.585871,"(2.5, 2.82, 2.75)","(4.8, 5.9, 5.614814814814815)","(14.0, 24.0, 22.77777777777778)","(4.2, 5.2, 5.022222222222222)","(3.8, 4.9, 4.80625)"
15-12-2022 12:41:04.427410,"(2.5, 2.82, 2.75)","(4.8, 5.9, 5.614814814814815)","(14.0, 24.0, 22.77777777777778)","(4.2, 5.2, 5.022222222222222)","(3.8, 4.9, 4.80625)"
15-12-2022 12:41:05.338237,"(2.5, 2.82, 2.75)","(4.8, 5.9, 5.614814814814815)","(14.0, 24.0, 22.77777777777778)","(4.2, 5.2, 5.022222222222222)","(3.8, 4.9, 4.80625)"
15-12-2022 12:41:06.239520,"(2.5, 2.82, 2.75)","(4.8, 5.9, 5.614814814814815)","(14.0, 24.0, 22.77777777777778)","(4.2, 5.2, 5.022222222222222)","(3.8, 4.9, 4.80625)"
15-12-2022 12:41:07.132467,"(2.5, 2.82, 2.75)","(4.8, 5.9, 5.614814814814815)","(14.0, 24.0, 22.77777777777778)","(4.2, 5.2, 5.022222222222222)","(3.8, 4.9, 4.80625)"
15-12-2022 12:41:08.076341,"(2.5, 2.82, 2.75)","(4.8, 5.9, 5.614814814814815)","(14.0, 24.0, 22.77777777777778)","(4.2, 5.2, 5.022222222222222)","(3.8, 4.9, 4.8090909090909095)"
15-12-2022 12:41:09.037985,"(2.5, 2.82, 2.75)","(4.8, 5.9, 5.561290322580645)","(14.0, 24.0, 22.77777777777778)","(4.2, 5.2, 5.022222222222222)","(3.8, 4.9, 4.8090909090909095)"
15-12-2022 12:41:10.001446,"(2.5, 2.82, 2.75)","(4.8, 5.9, 5.561290322580645)","(14.0, 24.0, 22.77777777777778)","(4.2, 5.2, 5.022222222222222)","(3.8, 4.9, 4.8090909090909095)"
15-12-2022 12:41:10.896305,"(2.5, 2.82, 2.75)","(4.8, 5.9, 5.561290322580645)","(14.0, 24.0, 22.77777777777778)","(4.2, 5.2, 5.022222222222222)","(3.8, 4.9, 4.8090909090909095)"
15-12-2022 12:41:11.898296,"(2.5, 2.82, 2.75)","(4.8, 5.9, 5.561290322580645)","(14.0, 24.0, 22.77777777777778)","(4.2, 5.2, 5.022222222222222)","(3.8, 4.9, 4.8090909090909095)"
15-12-2022 12:41:12.988095,"(2.5, 2.82, 2.75)","(4.8, 5.9, 5.561290322580645)","(14.0, 24.0, 22.77777777777778)","(4.2, 5.2, 5.022222222222222)","(3.8, 4.9, 4.8090909090909095)"
15-12-2022 12:41:13.836785,"(2.5, 2.82, 2.75)","(4.8, 5.9, 5.561290322580645)","(14.0, 24.0, 22.77777777777778)","(4.2, 5.2, 5.022222222222222)","(3.8, 4.9, 4.8090909090909095)"
15-12-2022 12:41:14.759465,"(2.5, 2.82, 2.75)","(4.8, 5.9, 5.561290322580645)","(14.0, 24.0, 22.77777777777778)","(4.2, 5.2, 5.022222222222222)","(3.8, 4.9, 4.8090909090909095)"
15-12-2022 12:41:15.866981,"(2.5, 2.82, 2.75)","(4.8, 5.9, 5.561290322580645)","(14.0, 24.0, 22.77777777777778)","(4.2, 5.2, 5.022222222222222)","(3.8, 4.9, 4.8090909090909095)"
15-12-2022 12:41:16.919597,"(2.5, 2.82, 2.75)","(4.8, 5.9, 5.561290322580645)","(14.0, 24.0, 22.77777777777778)","(4.2, 5.2, 5.022222222222222)","(3.8, 4.9, 4.8090909090909095)"
15-12-2022 12:41:17.858310,"(2.5, 2.82, 2.75)","(4.8, 5.9, 5.561290322580645)","(14.0, 24.0, 22.77777777777778)","(4.2, 5.2, 5.022222222222222)","(3.8, 4.9, 4.8090909090909095)"
15-12-2022 12:41:18.835171,"(2.5, 2.82, 2.75)","(4.8, 5.9, 5.561290322580645)","(14.0, 24.0, 22.77777777777778)","(4.4, 5.2, 5.022222222222222)","(3.9, 4.9, 4.8090909090909095)"
15-12-2022 12:41:19.784159,"(2.5, 2.82, 2.75)","(4.8, 5.9, 5.561290322580645)","(14.0, 24.0, 22.77777777777778)","(4.4, 5.2, 5.022222222222222)","(3.9, 4.9, 4.8090909090909095)"
15-12-2022 12:41:20.747287,"(2.5, 2.82, 2.75)","(4.8, 5.9, 5.561290322580645)","(14.0, 24.0, 22.77777777777778)","(4.4, 5.2, 5.022222222222222)","(3.9, 4.9, 4.8090909090909095)"
15-12-2022 12:41:21.731586,"(2.5, 2.82, 2.75)","(4.8, 5.9, 5.561290322580645)","(14.0, 24.0, 22.77777777777778)","(4.4, 5.2, 5.022222222222222)","(3.9, 4.9, 4.8090909090909095)"
15-12-2022 12:41:22.663595,"(2.5, 2.82, 2.75)","(4.8, 5.9, 5.561290322580645)","(14.0, 24.0, 22.77777777777778)","(4.4, 5.2, 5.022222222222222)","(3.9, 4.9, 4.8090909090909095)"
15-12-2022 12:41:23.591572,"(2.5, 2.82, 2.75)","(4.8, 5.9, 5.561290322580645)","(14.0, 24.0, 22.77777777777778)","(4.4, 5.2, 5.022222222222222)","(3.9, 4.9, 4.8090909090909095)"
15-12-2022 12:41:24.508032,"(2.5, 2.82, 2.75)","(4.8, 5.9, 5.561290322580645)","(14.0, 24.0, 22.77777777777778)","(4.4, 5.2, 5.022222222222222)","(3.9, 4.9, 4.8090909090909095)"
15-12-2022 12:41:25.409320,"(2.5, 2.82, 2.75)","(4.8, 5.9, 5.561290322580645)","(14.0, 24.0, 22.77777777777778)","(4.4, 5.2, 5.022222222222222)","(3.9, 4.9, 4.9487804878048784)"
15-12-2022 12:41:26.337470,"(2.5, 2.82, 2.75)","(4.8, 5.9, 5.561290322580645)","(14.0, 24.0, 22.77777777777778)","(4.4, 5.2, 5.022222222222222)","(3.9, 5.0, 4.9487804878048784)"
15-12-2022 12:41:27.299271,"(2.5, 2.82, 2.75)","(4.8, 5.8, 5.657142857142857)","(14.0, 24.0, 22.77777777777778)","(4.4, 5.2, 5.022222222222222)","(3.9, 5.0, 4.9487804878048784)"
15-12-2022 12:41:28.307240,"(2.5, 2.82, 2.75)","(4.8, 5.8, 5.569230769230769)","(14.0, 24.0, 22.77777777777778)","(4.4, 5.2, 5.022222222222222)","(3.9, 5.0, 4.9487804878048784)"
15-12-2022 12:41:29.177319,"(2.5, 2.82, 2.75)","(4.8, 5.8, 5.569230769230769)","(14.0, 24.0, 22.77777777777778)","(4.4, 5.2, 5.022222222222222)","(3.9, 5.0, 4.9487804878048784)"
15-12-2022 12:41:30.236321,"(2.5, 2.82, 2.75)","(4.8, 5.8, 5.569230769230769)","(14.0, 24.0, 22.77777777777778)","(4.4, 5.2, 5.022222222222222)","(3.9, 5.0, 4.9487804878048784)"
15-12-2022 12:41:31.265749,"(2.5, 2.82, 2.75)","(4.8, 5.8, 5.569230769230769)","(14.0, 24.0, 22.77777777777778)","(4.4, 5.2, 5.022222222222222)","(3.9, 5.0, 4.9487804878048784)"
15-12-2022 12:41:32.195020,"(2.5, 2.82, 2.75)","(4.8, 5.8, 5.569230769230769)","(14.0, 24.0, 22.77777777777778)","(4.4, 5.2, 5.022222222222222)","(3.9, 5.0, 4.9487804878048784)"
15-12-2022 12:41:33.368439,"(2.5, 2.82, 2.75)","(4.8, 5.8, 5.569230769230769)","(14.0, 24.0, 22.77777777777778)","(4.4, 5.2, 5.022222222222222)","(3.9, 5.0, 4.9487804878048784)"
15-12-2022 12:41:34.595796,"(2.5, 2.82, 2.75)","(4.8, 5.8, 5.569230769230769)","(14.0, 24.0, 21.75)","(4.4, 5.2, 5.022222222222222)","(3.9, 5.0, 4.9487804878048784)"
15-12-2022 12:41:35.810835,"(2.5, 2.82, 2.75)","(4.8, 5.8, 5.569230769230769)","(14.0, 25.0, 22.291666666666668)","(4.4, 5.2, 5.022222222222222)","(3.9, 5.0, 4.952272727272727)"
15-12-2022 12:41:36.994935,"(2.5, 2.82, 2.75)","(4.8, 5.8, 5.569230769230769)","(14.0, 25.0, 22.291666666666668)","(4.4, 5.2, 5.022222222222222)","(3.9, 5.0, 4.952272727272727)"
15-12-2022 12:41:38.143454,"(2.5, 2.82, 2.75)","(4.8, 5.8, 5.569230769230769)","(14.0, 25.0, 22.291666666666668)","(4.4, 5.2, 5.054545454545455)","(3.9, 5.0, 4.952272727272727)"
15-12-2022 12:41:39.226772,"(2.5, 2.82, 2.75)","(4.8, 5.8, 5.657142857142857)","(14.0, 25.0, 22.291666666666668)","(4.4, 5.2, 5.054545454545455)","(3.9, 5.0, 4.952272727272727)"
15-12-2022 12:41:40.365831,"(2.5, 2.82, 2.75)","(4.8, 5.8, 5.657142857142857)","(14.0, 25.0, 22.291666666666668)","(4.4, 5.2, 5.054545454545455)","(3.9, 5.0, 4.952272727272727)"
15-12-2022 12:41:41.450673,"(2.5, 2.82, 2.75)","(4.8, 5.8, 5.657142857142857)","(14.0, 25.0, 22.291666666666668)","(4.4, 5.2, 5.054545454545455)","(3.9, 5.0, 4.952272727272727)"
15-12-2022 12:41:42.627379,"(2.5, 2.82, 2.75)","(4.8, 5.8, 5.657142857142857)","(14.0, 25.0, 22.291666666666668)","(4.4, 5.2, 5.054545454545455)","(3.9, 5.0, 4.952272727272727)"
15-12-2022 12:41:43.668948,"(2.5, 2.82, 2.75)","(4.8, 5.8, 5.657142857142857)","(14.0, 25.0, 22.291666666666668)","(4.4, 5.2, 5.054545454545455)","(3.9, 5.0, 4.952272727272727)"
15-12-2022 12:41:44.898336,"(2.5, 2.8, 2.775384615384615)","(4.8, 5.8, 5.434146341463415)","(14.0, 25.0, 22.291666666666668)","(4.4, 5.2, 5.054545454545455)","(3.9, 5.0, 4.952272727272727)"
15-12-2022 12:41:46.033569,"(2.5, 2.8, 2.775384615384615)","(4.8, 5.8, 5.434146341463415)","(14.0, 25.0, 22.291666666666668)","(4.4, 5.2, 5.054545454545455)","(3.9, 5.0, 4.952272727272727)"
15-12-2022 12:41:47.086125,"(2.5, 2.8, 2.775384615384615)","(4.8, 5.8, 5.466666666666667)","(14.0, 25.0, 22.291666666666668)","(4.4, 5.2, 5.054545454545455)","(3.9, 5.0, 4.952272727272727)"
15-12-2022 12:41:48.074413,"(2.5, 2.8, 2.79)","(4.8, 5.8, 5.466666666666667)","(14.0, 25.0, 22.291666666666668)","(4.4, 5.2, 5.054545454545455)","(3.9, 5.0, 4.970731707317073)"
15-12-2022 12:41:49.031764,"(2.5, 2.8, 2.79)","(4.8, 5.6, 5.2637931034482754)","(14.0, 25.0, 22.291666666666668)","(4.4, 5.2, 5.054545454545455)","(3.9, 5.0, 4.969747899159664)"
15-12-2022 12:41:50.050880,"(2.5, 2.8, 2.79)","(4.8, 5.6, 5.261016949152542)","(14.0, 25.0, 22.291666666666668)","(4.4, 5.2, 5.141304347826087)","(3.9, 5.0, 4.969747899159664)"
15-12-2022 12:41:51.182394,"(2.5, 2.8, 2.79)","(4.8, 5.6, 5.261016949152542)","(14.0, 25.0, 22.291666666666668)","(4.4, 5.2, 5.141304347826087)","(3.9, 5.0, 4.969747899159664)"
15-12-2022 12:41:52.219433,"(2.5, 2.8, 2.79)","(4.8, 5.6, 5.305882352941176)","(14.0, 25.0, 22.291666666666668)","(4.4, 5.2, 5.150909090909091)","(3.9, 5.0, 4.969747899159664)"
15-12-2022 12:41:53.128896,"(2.5, 2.8, 2.79)","(4.8, 5.6, 5.305882352941176)","(14.0, 25.0, 22.291666666666668)","(4.4, 5.2, 5.150909090909091)","(3.9, 5.0, 4.969747899159664)"
15-12-2022 12:41:54.141697,"(2.5, 2.8, 2.79)","(4.8, 5.6, 5.305882352941176)","(14.0, 25.0, 22.291666666666668)","(4.4, 5.2, 5.150909090909091)","(3.9, 5.0, 4.969747899159664)"
15-12-2022 12:41:55.179751,"(2.5, 2.8, 2.79)","(4.8, 5.6, 5.305882352941176)","(14.0, 25.0, 22.291666666666668)","(4.4, 5.2, 4.939669421487603)","(3.9, 5.0, 4.969747899159664)"
15-12-2022 12:41:56.151277,"(2.5, 2.8, 2.79)","(4.8, 5.6, 5.305882352941176)","(14.0, 25.0, 21.25)","(4.4, 5.0, 4.939669421487603)","(3.9, 5.0, 4.969747899159664)"
15-12-2022 12:41:57.097300,"(2.5, 2.8, 2.79)","(4.8, 5.6, 5.305882352941176)","(14.0, 25.0, 21.25)","(4.4, 5.0, 4.93302752293578)","(3.9, 5.0, 4.969747899159664)"
15-12-2022 12:41:58.009524,"(2.5, 2.8, 2.793333333333333)","(4.8, 5.6, 5.305882352941176)","(14.0, 25.0, 21.25)","(4.4, 5.0, 4.949315068493151)","(3.9, 5.0, 4.969747899159664)"
15-12-2022 12:41:59.051958,"(2.5, 2.8, 2.793333333333333)","(4.8, 5.6, 5.305882352941176)","(14.0, 25.0, 21.25)","(4.4, 5.0, 4.9421875)","(3.9, 5.0, 4.969747899159664)"
15-12-2022 12:42:00.067499,"(2.5, 2.8, 2.793333333333333)","(4.8, 5.6, 5.305882352941176)","(14.0, 25.0, 21.25)","(4.4, 5.0, 4.9421875)","(3.9, 5.0, 4.969747899159664)"
15-12-2022 12:42:01.187729,"(2.5, 2.8, 2.793333333333333)","(4.8, 5.6, 5.305882352941176)","(14.0, 25.0, 21.25)","(4.4, 5.0, 4.9421875)","(3.9, 5.0, 4.969747899159664)"
15-12-2022 12:42:02.155994,"(2.5, 2.8, 2.793333333333333)","(4.8, 5.6, 5.305882352941176)","(14.0, 25.0, 21.25)","(4.4, 5.0, 4.9421875)","(3.9, 5.0, 4.969747899159664)"
15-12-2022 12:42:03.082570,"(2.5, 2.8, 2.793333333333333)","(4.8, 5.6, 5.305882352941176)","(14.0, 25.0, 21.25)","(4.4, 5.0, 4.9421875)","(3.9, 5.0, 4.969747899159664)"
15-12-2022 12:42:04.209770,"(2.5, 2.8, 2.793333333333333)","(4.8, 5.6, 5.305882352941176)","(14.0, 25.0, 21.25)","(4.4, 5.0, 4.9421875)","(3.9, 5.0, 4.969747899159664)"
15-12-2022 12:42:05.298814,"(2.5, 2.8, 2.793333333333333)","(4.8, 5.6, 5.305882352941176)","(14.0, 25.0, 21.25)","(4.4, 5.0, 4.9421875)","(3.9, 5.0, 4.969747899159664)"
15-12-2022 12:42:06.235861,"(2.5, 2.8, 2.793333333333333)","(4.8, 5.6, 5.305882352941176)","(14.0, 25.0, 21.25)","(4.4, 5.0, 4.9421875)","(3.9, 5.0, 4.969747899159664)"
15-12-2022 12:42:07.212454,"(2.5, 2.8, 2.793333333333333)","(4.8, 5.6, 5.305882352941176)","(14.0, 25.0, 22.5)","(4.4, 5.0, 5.08)","(3.9, 5.0, 4.969747899159664)"
15-12-2022 12:42:08.181999,"(2.5, 2.8, 2.7876923076923075)","(4.8, 5.6, 5.305882352941176)","(14.0, 25.0, 22.5)","(4.4, 5.2, 5.129411764705883)","(3.9, 5.0, 4.894594594594595)"
15-12-2022 12:42:09.174126,"(2.5, 2.8, 2.768)","(4.8, 5.6, 5.305882352941176)","(14.0, 25.0, 22.5)","(4.4, 5.2, 5.142857142857143)","(3.9, 4.9, 4.894594594594595)"
15-12-2022 12:42:10.162546,"(2.5, 2.8, 2.768)","(4.8, 5.6, 5.305882352941176)","(14.0, 25.0, 23.47222222222222)","(4.4, 5.2, 5.142857142857143)","(3.9, 4.9, 4.894594594594595)"
15-12-2022 12:42:11.182758,"(2.5, 2.8, 2.768)","(4.8, 5.6, 5.305882352941176)","(14.0, 25.0, 23.166666666666668)","(4.4, 5.2, 5.142857142857143)","(3.9, 4.9, 4.894594594594595)"
15-12-2022 12:42:12.054008,"(2.5, 2.8, 2.768)","(4.8, 5.6, 5.305882352941176)","(14.0, 25.0, 23.166666666666668)","(4.4, 5.2, 5.142857142857143)","(3.9, 4.9, 4.894594594594595)"
15-12-2022 12:42:12.941029,"(2.5, 2.8, 2.768)","(4.8, 5.6, 5.305882352941176)","(14.0, 25.0, 23.28125)","(4.4, 5.2, 5.142857142857143)","(3.9, 4.9, 4.894594594594595)"
15-12-2022 12:42:13.840443,"(2.5, 2.8, 2.768)","(4.8, 5.6, 5.305882352941176)","(14.0, 25.0, 23.28125)","(4.4, 5.2, 5.142857142857143)","(3.9, 4.9, 4.894594594594595)"
15-12-2022 12:42:14.780806,"(2.5, 2.8, 2.768)","(4.8, 5.6, 5.305882352941176)","(14.0, 25.0, 23.28125)","(4.4, 5.2, 5.142857142857143)","(3.9, 4.9, 4.894594594594595)"
15-12-2022 12:42:15.686465,"(2.5, 2.8, 2.768)","(4.8, 5.5, 5.272)","(14.0, 25.0, 23.28125)","(4.4, 5.2, 5.142857142857143)","(3.9, 4.9, 4.894594594594595)"
15-12-2022 12:42:16.570594,"(2.5, 2.8, 2.768)","(4.8, 5.6, 5.296)","(14.0, 25.0, 23.28125)","(4.4, 5.2, 5.152631578947369)","(3.9, 4.9, 4.894594594594595)"
15-12-2022 12:42:17.495912,"(2.5, 2.8, 2.768)","(4.8, 5.6, 5.296)","(14.0, 25.0, 23.28125)","(4.4, 5.2, 5.152631578947369)","(3.9, 4.9, 4.894594594594595)"
15-12-2022 12:42:18.522292,"(2.5, 2.8, 2.768)","(4.8, 5.6, 5.32)","(14.0, 25.0, 23.28125)","(4.4, 5.2, 5.152631578947369)","(3.9, 4.9, 4.894594594594595)"
15-12-2022 12:42:19.461983,"(2.5, 2.8, 2.768)","(4.8, 5.6, 5.32)","(14.0, 25.0, 23.28125)","(4.4, 5.2, 5.152631578947369)","(3.9, 4.9, 4.894594594594595)"
15-12-2022 12:42:20.486880,"(2.5, 2.8, 2.768)","(4.8, 5.6, 5.32)","(14.0, 25.0, 23.38235294117647)","(4.4, 5.2, 5.152631578947369)","(3.9, 4.9, 4.894594594594595)"
15-12-2022 12:42:21.523444,"(2.5, 2.8, 2.768)","(4.8, 5.6, 5.32)","(14.0, 25.0, 23.38235294117647)","(4.4, 5.2, 5.152631578947369)","(3.9, 4.9, 4.894594594594595)"
15-12-2022 12:42:22.441728,"(2.5, 2.8, 2.768)","(4.8, 5.6, 5.32)","(14.0, 25.0, 23.38235294117647)","(4.4, 5.2, 5.152631578947369)","(3.9, 4.9, 4.894594594594595)"
15-12-2022 12:42:23.480879,"(2.5, 2.8, 2.768)","(4.8, 5.6, 5.32)","(14.0, 25.0, 23.38235294117647)","(4.4, 5.2, 5.152631578947369)","(3.9, 4.9, 4.894594594594595)"
15-12-2022 12:42:24.574897,"(2.45, 2.8, 2.768)","(4.6, 5.6, 5.32)","(14.0, 25.0, 23.38235294117647)","(4.4, 5.2, 5.152631578947369)","(3.9, 4.9, 4.894594594594595)"
15-12-2022 12:42:25.477587,"(2.45, 2.8, 2.768)","(4.6, 5.6, 5.32)","(14.0, 25.0, 23.38235294117647)","(4.4, 5.2, 5.152631578947369)","(3.9, 4.9, 4.894594594594595)"
15-12-2022 12:42:26.495417,"(2.45, 2.8, 2.768)","(4.6, 5.6, 5.32)","(14.0, 25.0, 23.38235294117647)","(4.4, 5.2, 5.152631578947369)","(3.9, 4.9, 4.894594594594595)"
15-12-2022 12:42:27.499549,"(2.45, 2.8, 2.768)","(4.6, 5.6, 5.32)","(14.0, 25.0, 23.38235294117647)","(4.4, 5.2, 5.152631578947369)","(3.9, 4.9, 4.894594594594595)"
15-12-2022 12:42:28.532190,"(2.45, 2.8, 2.768)","(4.6, 5.6, 5.32)","(14.0, 25.0, 23.38235294117647)","(4.4, 5.2, 5.152631578947369)","(3.9, 4.9, 4.894594594594595)"
15-12-2022 12:42:29.518541,"(2.45, 2.8, 2.768)","(4.6, 5.6, 5.32)","(14.0, 25.0, 23.38235294117647)","(4.4, 5.2, 5.152631578947369)","(3.9, 4.9, 4.894594594594595)"
15-12-2022 12:42:30.447753,"(2.45, 2.8, 2.768)","(4.6, 5.6, 5.32)","(14.0, 25.0, 23.38235294117647)","(4.4, 5.2, 5.152631578947369)","(3.9, 4.9, 4.894594594594595)"
15-12-2022 12:42:31.413391,"(2.45, 2.8, 2.768)","(4.6, 5.6, 5.32)","(14.0, 25.0, 23.38235294117647)","(4.4, 5.2, 5.152631578947369)","(3.9, 4.9, 4.97)"
15-12-2022 12:42:32.418803,"(2.45, 2.8, 2.768)","(4.6, 5.6, 5.32)","(14.0, 25.0, 23.38235294117647)","(4.4, 5.2, 5.152631578947369)","(3.9, 5.0, 4.97)"
15-12-2022 12:42:33.458545,"(2.45, 2.8, 2.768)","(4.6, 5.6, 5.32)","(14.0, 25.0, 23.38235294117647)","(4.4, 5.2, 5.152631578947369)","(3.9, 5.0, 4.97)"
15-12-2022 12:42:34.514346,"(2.45, 2.8, 2.768)","(4.6, 5.6, 5.32)","(14.0, 25.0, 23.38235294117647)","(4.4, 5.2, 5.152631578947369)","(3.9, 5.0, 4.97)"
15-12-2022 12:42:35.390551,"(2.45, 2.8, 2.768)","(4.6, 5.6, 5.32)","(14.0, 25.0, 23.38235294117647)","(4.4, 5.2, 5.152631578947369)","(3.9, 5.0, 4.97)"
15-12-2022 12:42:36.303122,"(2.45, 2.8, 2.768)","(4.6, 5.6, 5.32)","(14.0, 25.0, 23.38235294117647)","(4.4, 5.2, 5.152631578947369)","(3.9, 5.0, 4.97)"
15-12-2022 12:42:37.283715,"(2.45, 2.8, 2.768)","(4.6, 5.7, 5.283333333333333)","(14.0, 25.0, 23.38235294117647)","(4.4, 5.2, 5.152631578947369)","(3.9, 5.0, 4.97)"
15-12-2022 12:42:38.293351,"(2.45, 2.8, 2.76)","(4.6, 5.8, 5.3)","(14.0, 25.0, 23.38235294117647)","(4.4, 5.2, 5.152631578947369)","(3.9, 5.0, 4.97)"
15-12-2022 12:42:39.283142,"(2.45, 2.8, 2.76)","(4.6, 5.8, 5.3)","(14.0, 25.0, 23.38235294117647)","(4.4, 5.2, 5.152631578947369)","(3.9, 5.0, 4.945454545454545)"
15-12-2022 12:42:40.222608,"(2.45, 2.8, 2.76)","(4.6, 5.7, 5.575)","(14.0, 25.0, 23.38235294117647)","(4.4, 5.2, 5.152631578947369)","(3.9, 5.0, 4.945454545454545)"
15-12-2022 12:42:41.138714,"(2.45, 2.8, 2.76)","(4.6, 5.7, 5.575)","(14.0, 25.0, 23.38235294117647)","(4.4, 5.2, 5.152631578947369)","(3.9, 5.0, 4.945454545454545)"
15-12-2022 12:42:42.035158,"(2.45, 2.8, 2.76)","(4.6, 5.7, 5.575)","(14.0, 25.0, 23.38235294117647)","(4.4, 5.2, 5.152631578947369)","(3.9, 5.0, 4.945454545454545)"
15-12-2022 12:42:42.993014,"(2.45, 2.8, 2.76)","(4.6, 5.7, 5.392307692307693)","(14.0, 25.0, 24.214285714285715)","(4.4, 5.2, 5.152631578947369)","(3.9, 5.0, 4.945454545454545)"
15-12-2022 12:42:44.025167,"(2.45, 2.8, 2.76)","(4.6, 5.7, 5.392307692307693)","(14.0, 25.0, 24.214285714285715)","(4.4, 5.2, 5.152631578947369)","(3.9, 5.0, 4.945454545454545)"
15-12-2022 12:42:44.973116,"(2.45, 2.8, 2.76)","(4.6, 5.7, 5.392307692307693)","(14.0, 25.0, 24.214285714285715)","(4.4, 5.2, 5.152631578947369)","(3.9, 5.0, 4.945454545454545)"
15-12-2022 12:42:45.860106,"(2.45, 2.8, 2.76)","(4.6, 5.7, 5.392307692307693)","(14.0, 25.0, 24.214285714285715)","(4.4, 5.2, 5.11)","(3.9, 5.0, 4.945454545454545)"
15-12-2022 12:42:46.902164,"(2.45, 2.8, 2.76)","(4.6, 5.7, 5.457142857142857)","(14.0, 25.0, 24.214285714285715)","(4.4, 5.2, 5.066666666666666)","(3.9, 5.0, 4.945454545454545)"
15-12-2022 12:42:48.008620,"(2.45, 2.8, 2.76)","(4.6, 5.8, 5.425)","(14.0, 25.0, 24.214285714285715)","(4.4, 5.2, 5.066666666666666)","(3.9, 5.0, 4.945454545454545)"
15-12-2022 12:42:48.908628,"(2.45, 2.8, 2.76)","(4.6, 5.8, 5.425)","(14.0, 25.0, 24.214285714285715)","(4.4, 5.2, 5.066666666666666)","(3.9, 5.0, 4.945454545454545)"
15-12-2022 12:42:49.843716,"(2.45, 2.8, 2.76)","(4.6, 5.8, 5.4875)","(14.0, 25.0, 24.214285714285715)","(4.4, 5.2, 5.066666666666666)","(3.9, 5.0, 4.945454545454545)"
15-12-2022 12:42:50.866766,"(2.45, 2.8, 2.76)","(4.6, 5.8, 5.4875)","(14.0, 25.0, 24.214285714285715)","(4.4, 5.2, 5.066666666666666)","(3.9, 5.0, 4.945454545454545)"
15-12-2022 12:42:51.910893,"(2.45, 2.8, 2.76)","(4.6, 5.8, 5.4875)","(14.0, 25.0, 24.214285714285715)","(4.4, 5.2, 5.066666666666666)","(3.9, 5.0, 4.945454545454545)"
15-12-2022 12:42:52.836255,"(2.45, 2.8, 2.76)","(4.6, 5.8, 5.4875)","(14.0, 25.0, 24.214285714285715)","(4.4, 5.2, 5.066666666666666)","(3.9, 5.0, 4.945454545454545)"
15-12-2022 12:42:53.813653,"(2.45, 2.8, 2.76)","(4.6, 5.8, 5.4875)","(14.0, 25.0, 24.214285714285715)","(4.4, 5.2, 5.066666666666666)","(3.9, 5.0, 4.945454545454545)"
15-12-2022 12:42:54.787537,"(2.45, 2.8, 2.76)","(4.6, 5.8, 5.4875)","(14.0, 25.0, 24.214285714285715)","(4.4, 5.2, 5.066666666666666)","(3.9, 5.0, 4.925)"
15-12-2022 12:42:55.721713,"(2.45, 2.8, 2.76)","(4.6, 5.8, 5.4875)","(14.0, 25.0, 24.214285714285715)","(4.4, 5.2, 5.066666666666666)","(3.9, 5.0, 4.925)"
15-12-2022 12:42:56.588513,"(2.45, 2.8, 2.76)","(4.6, 5.8, 5.4875)","(14.0, 25.0, 24.214285714285715)","(4.4, 5.2, 5.066666666666666)","(3.9, 5.0, 4.925)"
15-12-2022 12:42:57.563637,"(2.45, 2.8, 2.76)","(4.6, 5.8, 5.4875)","(14.0, 25.0, 24.214285714285715)","(4.4, 5.2, 5.066666666666666)","(3.9, 5.0, 4.925)"
