,Flyin Disco,Telkem Jay,Miss Willoughby,Bonnie Pauline,No Noney,Morissette,Spinner Of Yarns,Alexandra Thegreat,Your Grace
11-01-2023 16:43:03.768861,"(4.0, 4.9, 4.820261437908497)","(1.6, 2.0, 1.9537704918032786)","(12.0, 20.0, 19.76)","(61.0, 90.0, 88.25581395348837)","(61.0, 140.0, 126.25)","(7.0, 8.4, 8.270422535211267)","(26.0, 38.0, 33.945945945945944)","(21.0, 38.0, 37.45454545454545)","(21.0, 30.0, 28.55)"
11-01-2023 16:43:04.747241,"(4.0, 4.8, 4.797826086956522)","(1.6, 2.0, 1.9537704918032786)","(12.0, 20.0, 19.76)","(61.0, 90.0, 88.25581395348837)","(61.0, 140.0, 118.0)","(7.0, 8.4, 8.208333333333334)","(26.0, 38.0, 35.69230769230769)","(21.0, 38.0, 37.0)","(21.0, 32.0, 29.692307692307693)"
11-01-2023 16:43:05.714039,"(4.0, 4.8, 4.791836734693877)","(1.6, 2.0, 1.9660240963855422)","(12.0, 20.0, 19.76)","(61.0, 90.0, 87.72727272727273)","(61.0, 140.0, 118.0)","(7.0, 8.4, 8.208333333333334)","(26.0, 36.0, 33.75609756097561)","(21.0, 38.0, 37.625)","(21.0, 30.0, 28.511627906976745)"
11-01-2023 16:43:06.695914,"(4.0, 4.8, 4.788571428571428)","(1.6, 2.0, 1.9664285714285714)","(12.0, 20.0, 19.76)","(61.0, 90.0, 88.25581395348837)","(61.0, 140.0, 118.0)","(7.0, 8.4, 8.208333333333334)","(26.0, 38.0, 33.75609756097561)","(21.0, 38.0, 37.625)","(21.0, 32.0, 28.511627906976745)"
11-01-2023 16:43:07.657305,"(3.9, 4.8, 4.788571428571428)","(1.65, 2.0, 1.9664285714285714)","(13.0, 20.0, 19.76)","(61.0, 95.0, 90.83333333333334)","(61.0, 140.0, 118.0)","(7.0, 8.4, 8.04)","(21.0, 38.0, 35.42857142857143)","(21.0, 38.0, 37.294117647058826)","(21.0, 32.0, 29.692307692307693)"
11-01-2023 16:43:08.647063,"(3.9, 4.8, 4.758381502890173)","(1.65, 2.04, 2.0361290322580645)","(13.0, 19.5, 19.1)","(61.0, 95.0, 90.83333333333334)","(61.0, 140.0, 118.0)","(7.0, 8.2, 8.04)","(21.0, 36.0, 33.714285714285715)","(21.0, 38.0, 39.5)","(21.0, 30.0, 28.511627906976745)"
11-01-2023 16:43:09.609616,"(3.9, 4.7, 4.692424242424242)","(1.65, 2.06, 2.05125)","(13.0, 19.5, 19.1)","(61.0, 95.0, 94.26829268292683)","(61.0, 140.0, 118.0)","(7.0, 8.2, 8.04)","(21.0, 38.0, 33.714285714285715)","(21.0, 40.0, 39.5)","(21.0, 32.0, 28.511627906976745)"
11-01-2023 16:43:10.580905,"(3.9, 4.7, 4.692424242424242)","(1.65, 2.06, 2.050666666666667)","(13.0, 19.5, 19.1)","(61.0, 95.0, 94.31818181818181)","(61.0, 130.0, 125.9090909090909)","(7.0, 8.2, 8.04)","(21.0, 38.0, 33.714285714285715)","(21.0, 40.0, 39.5)","(21.0, 32.0, 28.511627906976745)"
11-01-2023 16:43:11.562377,"(3.9, 4.7, 4.692424242424242)","(1.65, 2.08, 2.0692307692307694)","(13.0, 19.5, 19.1)","(61.0, 95.0, 94.31818181818181)","(61.0, 160.0, 125.9090909090909)","(7.0, 8.2, 7.92)","(21.0, 38.0, 35.42857142857143)","(21.0, 40.0, 39.05882352941177)","(21.0, 32.0, 29.692307692307693)"
11-01-2023 16:43:12.535844,"(3.9, 4.7, 4.6847133757961785)","(1.65, 2.08, 2.0692307692307694)","(13.0, 19.5, 19.1)","(61.0, 95.0, 94.26829268292683)","(61.0, 150.0, 133.75)","(7.0, 8.2, 8.107692307692307)","(21.0, 36.0, 35.38461538461539)","(21.0, 40.0, 39.0)","(21.0, 30.0, 29.666666666666668)"
11-01-2023 16:43:13.540940,"(3.9, 4.8, 4.707692307692308)","(1.65, 2.08, 2.0583333333333336)","(13.0, 20.0, 18.90909090909091)","(61.0, 95.0, 94.25)","(61.0, 150.0, 140.71428571428572)","(7.0, 8.2, 8.136842105263158)","(21.0, 36.0, 35.666666666666664)","(21.0, 40.0, 39.46666666666667)","(21.0, 30.0, 28.470588235294116)"
11-01-2023 16:43:14.566490,"(3.9, 4.8, 4.709333333333333)","(1.65, 2.1, 1.981578947368421)","(13.0, 20.0, 18.72)","(61.0, 95.0, 92.85714285714286)","(61.0, 140.0, 133.75)","(7.0, 8.2, 8.107692307692307)","(21.0, 36.0, 35.666666666666664)","(21.0, 40.0, 39.46666666666667)","(21.0, 32.0, 29.428571428571427)"
11-01-2023 16:43:15.574782,"(3.9, 4.8, 4.712195121951219)","(1.65, 2.08, 2.0330434782608697)","(13.0, 20.0, 18.72)","(61.0, 90.0, 88.21428571428572)","(61.0, 150.0, 133.75)","(7.0, 8.2, 8.049999999999999)","(21.0, 36.0, 35.666666666666664)","(21.0, 40.0, 39.46666666666667)","(21.0, 30.0, 28.25974025974026)"
11-01-2023 16:43:16.613382,"(3.9, 5.0, 4.9787878787878785)","(1.65, 2.08, 2.0051515151515154)","(13.0, 20.0, 18.666666666666668)","(61.0, 90.0, 88.21428571428572)","(61.0, 140.0, 133.75)","(7.0, 8.2, 8.049999999999999)","(21.0, 36.0, 35.5)","(21.0, 40.0, 39.46666666666667)","(21.0, 32.0, 29.428571428571427)"
11-01-2023 16:43:17.596402,"(3.9, 5.0, 4.939130434782609)","(1.65, 2.08, 2.01025641025641)","(13.0, 19.5, 19.125)","(61.0, 90.0, 88.21428571428572)","(61.0, 150.0, 132.14285714285714)","(7.0, 8.2, 8.066666666666666)","(21.0, 36.0, 34.8)","(21.0, 40.0, 39.0)","(21.0, 30.0, 28.833333333333332)"
11-01-2023 16:43:18.576371,"(3.9, 5.0, 4.825)","(1.65, 2.06, 2.009677419354839)","(13.0, 19.5, 19.125)","(61.0, 90.0, 87.67441860465117)","(61.0, 140.0, 132.14285714285714)","(7.0, 8.2, 8.066666666666666)","(21.0, 36.0, 34.5)","(21.0, 40.0, 39.0)","(21.0, 29.0, 27.857142857142858)"
11-01-2023 16:43:19.567753,"(3.9, 4.8, 4.795714285714285)","(1.65, 2.1, 2.0067567567567566)","(13.0, 19.5, 19.125)","(61.0, 90.0, 87.67441860465117)","(61.0, 140.0, 132.14285714285714)","(7.0, 8.2, 8.066666666666666)","(21.0, 36.0, 33.0)","(21.0, 40.0, 39.0)","(21.0, 28.0, 27.857142857142858)"
11-01-2023 16:43:20.564336,"(3.9, 5.0, 4.897142857142857)","(1.65, 2.1, 2.010204081632653)","(13.0, 19.5, 19.125)","(61.0, 90.0, 87.67441860465117)","(61.0, 140.0, 126.25)","(7.0, 8.2, 8.049999999999999)","(21.0, 36.0, 34.5)","(21.0, 40.0, 39.46666666666667)","(21.0, 28.0, 27.857142857142858)"
11-01-2023 16:43:21.544337,"(3.9, 5.0, 4.843478260869565)","(1.65, 2.1, 2.012)","(13.0, 19.5, 19.125)","(61.0, 95.0, 92.2093023255814)","(61.0, 140.0, 115.0)","(7.0, 8.2, 8.049999999999999)","(21.0, 36.0, 34.5)","(21.0, 40.0, 39.46666666666667)","(21.0, 28.0, 27.857142857142858)"
11-01-2023 16:43:22.550011,"(3.9, 5.0, 4.883870967741935)","(1.65, 2.08, 2.0342857142857143)","(13.0, 19.5, 19.125)","(61.0, 95.0, 92.2093023255814)","(61.0, 140.0, 123.57142857142857)","(7.0, 8.2, 8.066666666666666)","(21.0, 36.0, 33.0)","(21.0, 40.0, 39.0)","(21.0, 28.0, 28.5)"
11-01-2023 16:43:23.526879,"(3.9, 5.0, 4.883870967741935)","(1.65, 2.08, 2.0342857142857143)","(13.0, 19.5, 19.125)","(61.0, 95.0, 91.5909090909091)","(61.0, 130.0, 123.57142857142857)","(7.0, 8.2, 8.066666666666666)","(21.0, 36.0, 34.0)","(21.0, 40.0, 39.46666666666667)","(21.0, 29.0, 29.57142857142857)"
11-01-2023 16:43:24.507590,"(3.9, 5.0, 4.933333333333334)","(1.65, 2.08, 2.0342857142857143)","(13.0, 20.0, 18.666666666666668)","(61.0, 95.0, 79.61538461538461)","(61.0, 130.0, 123.57142857142857)","(7.0, 8.2, 8.049999999999999)","(21.0, 36.0, 34.0)","(21.0, 40.0, 39.46666666666667)","(21.0, 30.0, 29.57142857142857)"
11-01-2023 16:43:25.470390,"(3.9, 4.9, 4.780851063829788)","(1.65, 2.08, 2.0342857142857143)","(13.0, 19.5, 19.125)","(61.0, 95.0, 79.61538461538461)","(61.0, 150.0, 120.45454545454545)","(7.0, 8.2, 8.049999999999999)","(21.0, 36.0, 34.0)","(21.0, 40.0, 39.46666666666667)","(21.0, 30.0, 28.5)"
11-01-2023 16:43:26.448792,"(3.9, 4.9, 4.781967213114754)","(1.65, 2.06, 2.0384)","(13.0, 19.5, 19.227272727272727)","(61.0, 95.0, 79.61538461538461)","(61.0, 140.0, 118.0)","(7.0, 8.2, 8.114285714285714)","(21.0, 34.0, 34.0)","(21.0, 40.0, 39.46666666666667)","(21.0, 29.0, 28.636363636363637)"
11-01-2023 16:43:27.434396,"(3.9, 4.9, 4.7468085106382985)","(1.65, 2.06, 2.0384)","(13.0, 19.5, 19.227272727272727)","(61.0, 95.0, 79.61538461538461)","(61.0, 140.0, 118.0)","(7.0, 8.2, 8.075)","(21.0, 36.0, 34.0)","(21.0, 40.0, 39.46666666666667)","(21.0, 30.0, 28.636363636363637)"
11-01-2023 16:43:28.409367,"(3.9, 4.7, 4.696363636363636)","(1.65, 2.06, 2.0384)","(13.0, 19.5, 19.227272727272727)","(61.0, 95.0, 79.61538461538461)","(61.0, 140.0, 132.14285714285714)","(7.0, 8.4, 8.075)","(21.0, 36.0, 34.0)","(21.0, 40.0, 39.0)","(21.0, 30.0, 28.636363636363637)"
11-01-2023 16:43:29.376438,"(3.9, 4.7, 4.696363636363636)","(1.65, 2.04, 2.033333333333333)","(13.0, 19.5, 19.227272727272727)","(61.0, 95.0, 79.61538461538461)","(61.0, 130.0, 123.57142857142857)","(7.0, 8.4, 8.075)","(21.0, 36.0, 32.4)","(21.0, 40.0, 39.0)","(21.0, 30.0, 28.5)"
11-01-2023 16:43:30.366230,"(3.9, 4.7, 4.695348837209303)","(1.65, 2.04, 2.033333333333333)","(13.0, 19.5, 19.227272727272727)","(61.0, 95.0, 79.61538461538461)","(61.0, 130.0, 123.57142857142857)","(7.0, 8.4, 8.054237288135594)","(21.0, 36.0, 32.4)","(21.0, 40.0, 39.0)","(21.0, 29.0, 28.5)"
11-01-2023 16:43:31.344064,"(3.9, 4.7, 4.639423076923077)","(1.65, 2.04, 2.033333333333333)","(13.0, 20.0, 18.72)","(61.0, 95.0, 79.61538461538461)","(61.0, 130.0, 123.57142857142857)","(7.0, 8.4, 8.054054054054053)","(21.0, 36.0, 32.4)","(21.0, 40.0, 39.0)","(21.0, 29.0, 28.5)"
11-01-2023 16:43:32.329167,"(3.9, 4.6, 4.573863636363636)","(1.65, 2.06, 2.0352941176470587)","(13.0, 20.0, 18.72)","(61.0, 95.0, 79.61538461538461)","(61.0, 130.0, 115.0)","(7.0, 8.2, 8.054054054054053)","(21.0, 36.0, 32.4)","(21.0, 40.0, 39.0)","(21.0, 29.0, 28.5)"
11-01-2023 16:43:33.344067,"(3.9, 4.6, 4.559649122807017)","(1.65, 2.06, 2.042127659574468)","(13.0, 20.0, 18.72)","(61.0, 95.0, 79.61538461538461)","(61.0, 130.0, 115.0)","(7.0, 8.2, 8.054054054054053)","(21.0, 36.0, 34.0)","(21.0, 40.0, 39.46666666666667)","(21.0, 29.0, 28.636363636363637)"
11-01-2023 16:43:34.319792,"(3.9, 4.6, 4.559649122807017)","(1.65, 2.08, 2.072258064516129)","(13.0, 20.0, 18.72)","(61.0, 95.0, 79.61538461538461)","(61.0, 120.0, 115.0)","(7.0, 8.2, 8.054054054054053)","(21.0, 36.0, 32.4)","(21.0, 40.0, 39.0)","(21.0, 30.0, 28.5)"
11-01-2023 16:43:35.320667,"(3.9, 4.6, 4.556603773584905)","(1.65, 2.08, 2.072258064516129)","(13.0, 20.0, 18.72)","(61.0, 95.0, 79.61538461538461)","(61.0, 120.0, 115.0)","(7.0, 8.2, 8.054054054054053)","(21.0, 36.0, 32.4)","(21.0, 40.0, 39.0)","(21.0, 29.0, 28.5)"
11-01-2023 16:43:36.304070,"(3.9, 4.6, 4.556603773584905)","(1.65, 2.08, 2.072258064516129)","(13.0, 20.0, 18.72)","(61.0, 95.0, 79.61538461538461)","(61.0, 140.0, 126.25)","(7.0, 8.2, 8.086666666666666)","(21.0, 36.0, 32.4)","(21.0, 40.0, 39.0)","(21.0, 29.0, 28.5)"
11-01-2023 16:43:37.298509,"(3.9, 4.6, 4.547863247863248)","(1.65, 2.06, 2.033448275862069)","(13.0, 20.0, 18.923076923076923)","(61.0, 95.0, 79.61538461538461)","(61.0, 140.0, 126.25)","(7.0, 8.2, 8.092063492063492)","(21.0, 36.0, 32.4)","(21.0, 40.0, 39.0)","(21.0, 29.0, 29.25)"
11-01-2023 16:43:38.281065,"(3.9, 4.6, 4.5413461538461535)","(1.65, 2.06, 2.033448275862069)","(13.0, 20.0, 19.125)","(61.0, 95.0, 82.5)","(61.0, 140.0, 126.25)","(7.0, 8.2, 8.092063492063492)","(21.0, 36.0, 32.4)","(21.0, 40.0, 39.0)","(21.0, 30.0, 29.25)"
11-01-2023 16:43:39.263955,"(3.9, 4.6, 4.5413461538461535)","(1.65, 2.06, 2.033448275862069)","(13.0, 20.0, 19.125)","(61.0, 95.0, 82.5)","(61.0, 140.0, 132.14285714285714)","(7.0, 8.2, 8.095384615384615)","(21.0, 36.0, 34.0)","(21.0, 40.0, 39.46666666666667)","(21.0, 30.0, 29.57142857142857)"
11-01-2023 16:43:40.242561,"(3.9, 4.6, 4.5413461538461535)","(1.65, 2.06, 2.0397368421052633)","(13.0, 20.0, 19.125)","(61.0, 95.0, 90.83333333333334)","(61.0, 140.0, 132.14285714285714)","(7.0, 8.2, 8.095384615384615)","(21.0, 36.0, 32.4)","(21.0, 40.0, 39.0)","(21.0, 30.0, 29.25)"
11-01-2023 16:43:41.226099,"(3.9, 4.6, 4.5413461538461535)","(1.65, 2.06, 2.0397368421052633)","(13.0, 20.0, 19.125)","(61.0, 95.0, 90.83333333333334)","(61.0, 140.0, 126.25)","(7.0, 8.2, 8.095384615384615)","(21.0, 36.0, 32.4)","(21.0, 40.0, 39.0)","(21.0, 30.0, 29.25)"
11-01-2023 16:43:42.204091,"(3.9, 4.6, 4.5413461538461535)","(1.65, 2.06, 2.0397368421052633)","(13.0, 20.0, 19.125)","(61.0, 95.0, 90.0)","(61.0, 140.0, 123.57142857142857)","(7.0, 8.2, 8.071698113207546)","(21.0, 36.0, 34.0)","(21.0, 40.0, 39.61904761904762)","(21.0, 30.0, 29.57142857142857)"
11-01-2023 16:43:43.172051,"(3.9, 4.6, 4.5413461538461535)","(1.65, 2.06, 2.0397368421052633)","(13.0, 20.0, 19.125)","(61.0, 95.0, 94.13793103448276)","(61.0, 130.0, 123.57142857142857)","(7.0, 8.2, 8.108108108108107)","(21.0, 36.0, 32.4)","(21.0, 40.0, 39.27272727272727)","(21.0, 30.0, 29.25)"
11-01-2023 16:43:44.146262,"(3.9, 4.6, 4.5413461538461535)","(1.65, 2.06, 2.0300000000000002)","(13.0, 20.0, 19.125)","(61.0, 95.0, 94.13793103448276)","(61.0, 140.0, 126.25)","(7.0, 8.2, 8.108108108108107)","(21.0, 36.0, 32.4)","(21.0, 40.0, 39.27272727272727)","(21.0, 30.0, 29.25)"
11-01-2023 16:43:45.130392,"(3.9, 4.6, 4.5413461538461535)","(1.65, 2.06, 2.0300000000000002)","(13.0, 20.0, 19.125)","(61.0, 95.0, 94.13793103448276)","(61.0, 140.0, 126.25)","(7.0, 8.2, 8.108108108108107)","(21.0, 36.0, 32.4)","(21.0, 40.0, 39.27272727272727)","(21.0, 30.0, 29.25)"
11-01-2023 16:43:46.107301,"(3.9, 4.6, 4.5413461538461535)","(1.65, 2.06, 2.0426315789473684)","(13.0, 20.0, 19.125)","(61.0, 95.0, 94.13793103448276)","(61.0, 130.0, 118.75)","(7.0, 8.2, 8.142857142857142)","(21.0, 36.0, 33.75)","(21.0, 40.0, 37.0)","(21.0, 30.0, 29.0)"
11-01-2023 16:43:47.096797,"(3.9, 4.6, 4.5495867768595035)","(1.65, 2.06, 2.0510204081632653)","(13.0, 20.0, 19.045454545454547)","(61.0, 95.0, 85.0)","(61.0, 140.0, 106.66666666666667)","(7.0, 8.2, 8.142857142857142)","(21.0, 36.0, 33.75)","(21.0, 40.0, 37.0)","(21.0, 30.0, 29.0)"
11-01-2023 16:43:48.094507,"(3.9, 4.6, 4.514084507042253)","(1.65, 2.06, 2.0510204081632653)","(13.0, 20.0, 19.0)","(61.0, 95.0, 85.0)","(61.0, 140.0, 98.33333333333333)","(7.0, 8.2, 8.239999999999998)","(21.0, 36.0, 32.05714285714286)","(21.0, 40.0, 39.0)","(21.0, 30.0, 28.10958904109589)"
11-01-2023 16:43:49.083618,"(3.9, 4.6, 4.584745762711864)","(1.65, 1.98, 1.9781927710843372)","(13.0, 21.0, 20.833333333333332)","(61.0, 100.0, 87.5)","(61.0, 140.0, 104.28571428571429)","(7.0, 8.6, 8.275)","(21.0, 38.0, 32.31578947368421)","(21.0, 42.0, 40.666666666666664)","(21.0, 32.0, 28.25)"
11-01-2023 16:43:50.087733,"(3.9, 4.6, 4.557142857142857)","(1.65, 2.02, 1.986896551724138)","(13.0, 22.0, 21.6)","(61.0, 100.0, 94.28571428571429)","(61.0, 140.0, 104.28571428571429)","(7.0, 8.4, 8.309090909090909)","(21.0, 38.0, 32.87179487179487)","(21.0, 42.0, 42.666666666666664)","(21.0, 32.0, 28.3855421686747)"
11-01-2023 16:43:51.067328,"(3.9, 4.6, 4.524489795918368)","(1.65, 2.02, 2.008433734939759)","(13.0, 22.0, 21.75)","(61.0, 100.0, 95.0)","(61.0, 140.0, 119.16666666666667)","(7.0, 8.4, 8.336842105263157)","(21.0, 38.0, 34.0)","(21.0, 44.0, 43.333333333333336)","(21.0, 32.0, 29.5)"
11-01-2023 16:43:52.057467,"(3.9, 4.6, 4.527450980392157)","(1.65, 2.02, 1.9907446808510638)","(13.0, 22.0, 21.875)","(61.0, 100.0, 90.0)","(61.0, 140.0, 107.85714285714286)","(7.0, 8.4, 8.311111111111112)","(21.0, 36.0, 35.07692307692308)","(21.0, 44.0, 43.25)","(21.0, 30.0, 29.5)"
11-01-2023 16:43:53.054531,"(3.9, 4.6, 4.549315068493151)","(1.65, 2.0, 1.9978571428571428)","(13.0, 22.0, 21.75)","(61.0, 110.0, 88.125)","(61.0, 140.0, 123.92857142857143)","(7.0, 8.4, 8.19090909090909)","(21.0, 36.0, 34.0)","(21.0, 44.0, 42.0)","(21.0, 30.0, 29.04054054054054)"
11-01-2023 16:43:54.034567,"(3.9, 4.6, 4.553999999999999)","(1.65, 2.04, 2.0225454545454546)","(13.0, 23.0, 20.0)","(61.0, 110.0, 90.55555555555556)","(61.0, 140.0, 123.92857142857143)","(7.0, 8.2, 8.311111111111112)","(21.0, 36.0, 35.0)","(21.0, 44.0, 43.0)","(21.0, 32.0, 29.04054054054054)"
11-01-2023 16:43:55.036573,"(3.8, 4.6, 4.550537634408602)","(1.7, 2.04, 2.0229333333333335)","(13.0, 22.0, 21.57142857142857)","(61.0, 110.0, 92.5)","(61.0, 140.0, 127.5)","(7.0, 8.4, 8.280000000000001)","(21.0, 36.0, 34.0)","(21.0, 44.0, 43.42857142857143)","(18.0, 32.0, 28.523809523809526)"
11-01-2023 16:43:56.007296,"(3.8, 4.5, 4.480645161290322)","(1.7, 2.06, 2.034864864864865)","(13.0, 23.0, 20.473684210526315)","(61.0, 110.0, 92.5)","(61.0, 140.0, 127.5)","(7.0, 8.4, 8.280000000000001)","(21.0, 36.0, 34.666666666666664)","(21.0, 44.0, 43.0)","(18.0, 32.0, 28.6046511627907)"
11-01-2023 16:43:56.993238,"(3.8, 4.5, 4.474468085106383)","(1.7, 2.06, 2.043728813559322)","(13.0, 23.0, 20.81818181818182)","(61.0, 110.0, 92.5)","(61.0, 140.0, 106.66666666666667)","(7.0, 8.4, 8.264150943396226)","(21.0, 36.0, 34.666666666666664)","(21.0, 44.0, 43.0)","(18.0, 32.0, 28.523809523809526)"
11-01-2023 16:43:57.987985,"(3.8, 4.4, 4.395348837209303)","(1.7, 2.08, 2.0742857142857143)","(13.0, 23.0, 20.81818181818182)","(61.0, 110.0, 92.5)","(61.0, 140.0, 106.66666666666667)","(7.0, 8.4, 8.266666666666667)","(21.0, 36.0, 34.666666666666664)","(21.0, 44.0, 43.0)","(18.0, 32.0, 28.523809523809526)"
11-01-2023 16:43:58.954466,"(3.8, 4.4, 4.394871794871795)","(1.7, 2.0, 1.9904716981132076)","(13.0, 23.0, 20.81818181818182)","(61.0, 110.0, 92.5)","(61.0, 140.0, 120.0)","(7.0, 8.4, 8.245)","(21.0, 36.0, 35.2)","(21.0, 44.0, 43.55555555555556)","(18.0, 32.0, 28.6046511627907)"
11-01-2023 16:43:59.928341,"(3.8, 4.5, 4.433720930232559)","(1.7, 2.04, 2.034418604651163)","(13.0, 23.0, 20.833333333333332)","(61.0, 110.0, 97.5)","(61.0, 140.0, 120.0)","(7.0, 8.6, 8.157575757575758)","(21.0, 36.0, 35.2)","(21.0, 44.0, 43.55555555555556)","(18.0, 32.0, 28.6046511627907)"
11-01-2023 16:44:00.896987,"(3.8, 4.5, 4.422972972972973)","(1.7, 2.04, 2.028235294117647)","(13.0, 23.0, 20.833333333333332)","(61.0, 110.0, 97.5)","(61.0, 140.0, 110.0)","(7.0, 8.4, 8.157575757575758)","(21.0, 36.0, 35.2)","(21.0, 44.0, 43.55555555555556)","(18.0, 32.0, 28.6046511627907)"
11-01-2023 16:44:01.891011,"(3.8, 4.5, 4.419594594594595)","(1.7, 1.99, 1.9870731707317073)","(13.0, 23.0, 20.833333333333332)","(61.0, 110.0, 97.5)","(61.0, 140.0, 120.0)","(7.0, 8.4, 8.092857142857143)","(21.0, 36.0, 35.2)","(21.0, 44.0, 43.0)","(18.0, 32.0, 28.626506024096386)"
11-01-2023 16:44:02.887225,"(3.8, 4.5, 4.419594594594595)","(1.7, 1.99, 1.9870731707317073)","(13.0, 23.0, 20.833333333333332)","(61.0, 110.0, 101.66666666666667)","(61.0, 140.0, 120.0)","(7.0, 8.6, 8.092857142857143)","(21.0, 36.0, 35.2)","(21.0, 44.0, 43.0)","(18.0, 32.0, 28.626506024096386)"
11-01-2023 16:44:03.861172,"(3.7, 4.5, 4.419594594594595)","(1.7, 2.0, 1.9812554112554113)","(13.0, 23.0, 20.833333333333332)","(61.0, 110.0, 101.66666666666667)","(61.0, 140.0, 120.0)","(7.0, 8.6, 8.092857142857143)","(21.0, 36.0, 35.2)","(21.0, 44.0, 42.285714285714285)","(18.0, 32.0, 28.626506024096386)"
11-01-2023 16:44:04.853379,"(3.7, 4.6, 4.596385542168674)","(1.7, 1.99, 1.9843283582089553)","(13.0, 23.0, 20.833333333333332)","(61.0, 110.0, 101.66666666666667)","(61.0, 140.0, 120.0)","(7.0, 8.6, 8.092857142857143)","(21.0, 36.0, 35.2)","(21.0, 44.0, 42.285714285714285)","(18.0, 32.0, 28.626506024096386)"
11-01-2023 16:44:05.846320,"(3.7, 4.8, 4.712820512820513)","(1.7, 1.94, 1.9395384615384614)","(13.0, 23.0, 20.705882352941178)","(61.0, 110.0, 100.0)","(61.0, 140.0, 110.0)","(7.0, 8.6, 8.0975)","(21.0, 36.0, 35.2)","(21.0, 44.0, 42.285714285714285)","(18.0, 32.0, 28.6046511627907)"
11-01-2023 16:44:06.833502,"(3.7, 4.8, 4.752)","(1.7, 1.94, 1.9395384615384614)","(13.0, 23.0, 20.705882352941178)","(61.0, 110.0, 101.66666666666667)","(61.0, 140.0, 120.0)","(7.0, 8.6, 8.0975)","(21.0, 36.0, 35.2)","(21.0, 44.0, 42.285714285714285)","(18.0, 32.0, 28.6046511627907)"
11-01-2023 16:44:07.828504,"(3.7, 4.8, 4.752)","(1.7, 1.94, 1.9395384615384614)","(13.0, 23.0, 20.705882352941178)","(61.0, 110.0, 97.5)","(61.0, 140.0, 120.0)","(7.0, 8.6, 8.581818181818182)","(21.0, 36.0, 35.55555555555556)","(21.0, 44.0, 41.333333333333336)","(18.0, 32.0, 28.61904761904762)"
11-01-2023 16:44:08.813512,"(3.7, 4.7, 4.632)","(1.7, 1.93, 1.9277777777777778)","(13.0, 23.0, 20.923076923076923)","(61.0, 110.0, 101.66666666666667)","(61.0, 140.0, 120.0)","(7.0, 8.8, 8.386666666666667)","(21.0, 36.0, 35.55555555555556)","(21.0, 44.0, 41.333333333333336)","(18.0, 32.0, 28.634146341463413)"
11-01-2023 16:44:09.792516,"(3.7, 4.7, 4.683132530120482)","(1.7, 2.02, 1.958235294117647)","(13.0, 23.0, 21.25)","(61.0, 110.0, 97.5)","(61.0, 140.0, 120.0)","(7.0, 8.6, 8.386666666666667)","(21.0, 36.0, 35.55555555555556)","(21.0, 44.0, 41.333333333333336)","(18.0, 32.0, 28.634146341463413)"
11-01-2023 16:44:10.784437,"(3.7, 4.7, 4.683132530120482)","(1.7, 2.02, 1.9644117647058823)","(13.0, 23.0, 21.25)","(61.0, 110.0, 97.5)","(61.0, 140.0, 120.0)","(7.0, 8.6, 8.386666666666667)","(21.0, 36.0, 35.55555555555556)","(21.0, 44.0, 42.0)","(18.0, 32.0, 28.634146341463413)"
11-01-2023 16:44:11.783395,"(3.7, 4.7, 4.683132530120482)","(1.7, 2.02, 1.956)","(13.0, 23.0, 21.25)","(61.0, 110.0, 97.5)","(61.0, 140.0, 120.0)","(7.0, 8.6, 8.581818181818182)","(21.0, 36.0, 35.55555555555556)","(21.0, 48.0, 42.0)","(18.0, 32.0, 28.634146341463413)"
11-01-2023 16:44:12.754768,"(3.7, 4.5, 4.472549019607843)","(1.7, 2.02, 1.9495)","(13.0, 23.0, 21.25)","(61.0, 110.0, 97.5)","(61.0, 140.0, 120.0)","(7.0, 8.8, 8.666666666666668)","(21.0, 36.0, 35.333333333333336)","(21.0, 48.0, 42.0)","(18.0, 32.0, 28.626506024096386)"
11-01-2023 16:44:13.728493,"(3.7, 4.4, 4.398387096774194)","(1.7, 2.02, 1.9485714285714286)","(13.0, 23.0, 20.666666666666668)","(61.0, 110.0, 97.5)","(61.0, 140.0, 120.0)","(7.0, 8.8, 8.673684210526316)","(21.0, 36.0, 35.333333333333336)","(21.0, 48.0, 42.0)","(18.0, 32.0, 28.634146341463413)"
11-01-2023 16:44:14.700363,"(3.7, 4.4, 4.398387096774194)","(1.7, 2.02, 1.979090909090909)","(13.0, 23.0, 20.666666666666668)","(61.0, 110.0, 97.5)","(61.0, 140.0, 120.0)","(7.0, 8.8, 8.685714285714287)","(21.0, 36.0, 35.63636363636364)","(21.0, 48.0, 45.0)","(18.0, 32.0, 28.863636363636363)"
11-01-2023 16:44:15.692339,"(3.7, 4.4, 4.396774193548388)","(1.7, 2.02, 2.0108045977011493)","(13.0, 23.0, 21.4)","(61.0, 110.0, 100.0)","(61.0, 140.0, 130.0)","(7.0, 8.8, 8.723809523809525)","(21.0, 36.0, 35.63636363636364)","(21.0, 48.0, 45.0)","(18.0, 32.0, 28.863636363636363)"
11-01-2023 16:44:16.667659,"(3.7, 4.4, 4.396774193548388)","(1.7, 2.02, 1.9849999999999999)","(13.0, 23.0, 21.4)","(61.0, 110.0, 100.0)","(61.0, 140.0, 132.5)","(7.0, 8.8, 8.723809523809525)","(21.0, 36.0, 35.63636363636364)","(21.0, 48.0, 45.0)","(18.0, 32.0, 28.863636363636363)"
