,Blackpool Rex,Wheres The Ship,Shiro Kuma,Canya Beth,Stressful Day,Seats Taken,Zarr Oso,Fat Jack
16-12-2022 14:05:38.364975,"(5.0, 8.4, 7.628571428571428)","(7.5, 11.5, 10.96)","(9.0, 13.5, 10.941176470588236)","(4.8, 7.8, 7.7625)","(21.0, 85.0, 48.125)","(4.6, 5.3, 4.690476190476191)","(6.5, 14.5, 13.657142857142857)","(3.9, 4.9, 4.633333333333334)"
16-12-2022 14:05:39.500140,"(5.0, 8.4, 7.628571428571428)","(7.5, 11.5, 10.96)","(9.0, 13.5, 10.941176470588236)","(4.8, 7.8, 7.7625)","(21.0, 85.0, 48.125)","(4.6, 5.3, 4.605263157894737)","(6.5, 14.5, 13.46)","(3.9, 4.9, 4.58)"
16-12-2022 14:05:40.629584,"(5.0, 8.4, 7.628571428571428)","(7.5, 11.5, 10.96)","(9.0, 13.0, 11.461538461538462)","(4.8, 7.8, 7.7625)","(21.0, 85.0, 48.125)","(4.6, 5.3, 4.518421052631579)","(6.5, 14.0, 13.01818181818182)","(3.9, 4.9, 4.58)"
16-12-2022 14:05:41.778083,"(5.0, 8.4, 7.628571428571428)","(7.5, 11.5, 10.96)","(9.0, 13.0, 10.916666666666666)","(4.8, 7.8, 7.7625)","(21.0, 85.0, 48.125)","(4.6, 5.3, 5.175471698113207)","(6.5, 14.0, 11.227027027027027)","(3.9, 4.9, 4.633333333333334)"
16-12-2022 14:05:42.898330,"(5.0, 8.4, 7.628571428571428)","(7.5, 11.5, 10.96)","(9.0, 13.0, 10.635135135135135)","(4.8, 7.8, 7.745454545454545)","(21.0, 85.0, 48.125)","(4.6, 5.3, 4.605263157894737)","(6.5, 14.0, 11.227027027027027)","(3.9, 4.9, 4.633333333333334)"
16-12-2022 14:05:44.040009,"(5.0, 8.4, 7.628571428571428)","(7.5, 11.5, 10.96)","(9.0, 13.0, 10.635135135135135)","(4.8, 7.8, 7.745454545454545)","(21.0, 85.0, 48.125)","(4.6, 5.3, 4.684210526315789)","(6.5, 14.0, 11.227027027027027)","(3.9, 4.9, 4.633333333333334)"
16-12-2022 14:05:45.429082,"(5.0, 8.4, 7.628571428571428)","(7.5, 11.5, 10.96)","(9.0, 13.0, 10.635135135135135)","(4.8, 7.8, 7.745454545454545)","(21.0, 85.0, 48.125)","(4.6, 5.2, 4.541176470588236)","(6.5, 14.0, 11.227027027027027)","(3.9, 4.9, 4.544444444444444)"
16-12-2022 14:05:46.611706,"(5.0, 8.4, 7.628571428571428)","(7.5, 11.5, 10.96)","(9.0, 13.0, 10.635135135135135)","(4.8, 7.8, 7.745454545454545)","(21.0, 85.0, 48.125)","(4.6, 5.2, 4.472727272727273)","(6.5, 14.0, 11.227027027027027)","(3.9, 4.9, 4.5888888888888895)"
16-12-2022 14:05:47.791206,"(5.0, 8.4, 7.628571428571428)","(7.5, 11.5, 10.96)","(9.0, 13.0, 10.635135135135135)","(4.8, 7.8, 7.76)","(21.0, 85.0, 48.125)","(4.6, 5.2, 4.6)","(6.5, 14.0, 11.227027027027027)","(3.9, 4.9, 4.5888888888888895)"
16-12-2022 14:05:48.935986,"(5.0, 8.4, 7.628571428571428)","(7.5, 11.5, 10.96)","(9.0, 13.0, 10.635135135135135)","(4.8, 7.8, 9.2)","(21.0, 85.0, 48.125)","(4.6, 5.2, 4.6)","(6.5, 14.0, 11.227027027027027)","(3.9, 4.9, 4.5888888888888895)"
16-12-2022 14:05:50.163982,"(5.0, 8.4, 7.628571428571428)","(7.5, 11.5, 10.96)","(9.0, 13.0, 10.635135135135135)","(4.8, 9.4, 8.485714285714286)","(21.0, 85.0, 48.125)","(4.6, 5.2, 4.472727272727273)","(6.5, 14.0, 11.227027027027027)","(3.9, 4.9, 4.18)"
16-12-2022 14:05:51.215100,"(5.0, 8.4, 7.628571428571428)","(7.5, 11.5, 10.96)","(9.0, 13.0, 10.635135135135135)","(4.8, 8.6, 8.485714285714286)","(21.0, 85.0, 48.125)","(4.6, 5.2, 4.516666666666667)","(6.5, 14.0, 11.227027027027027)","(3.9, 4.9, 4.18)"
16-12-2022 14:05:52.322080,"(5.0, 8.4, 7.628571428571428)","(7.5, 11.5, 10.96)","(9.0, 13.0, 10.678571428571429)","(4.8, 8.6, 8.511111111111111)","(21.0, 85.0, 48.125)","(4.6, 5.1, 4.714285714285714)","(6.5, 14.0, 11.227027027027027)","(3.9, 4.9, 4.544444444444444)"
16-12-2022 14:05:53.408415,"(5.0, 8.4, 7.628571428571428)","(7.5, 11.5, 10.96)","(9.0, 13.0, 10.678571428571429)","(4.8, 8.6, 8.511111111111111)","(21.0, 85.0, 48.125)","(4.6, 5.1, 4.714285714285714)","(6.5, 14.0, 11.227027027027027)","(3.9, 4.9, 4.544444444444444)"
16-12-2022 14:05:54.598618,"(5.0, 8.4, 7.628571428571428)","(7.5, 11.5, 10.96)","(9.0, 13.0, 10.678571428571429)","(4.8, 8.6, 8.511111111111111)","(21.0, 85.0, 48.125)","(4.6, 5.1, 4.611111111111111)","(6.5, 14.0, 11.227027027027027)","(3.9, 4.9, 4.544444444444444)"
16-12-2022 14:05:55.785116,"(5.0, 8.4, 7.628571428571428)","(7.5, 11.5, 10.96)","(9.0, 13.0, 10.678571428571429)","(4.8, 8.6, 8.511111111111111)","(21.0, 85.0, 48.125)","(4.6, 5.1, 4.484)","(6.5, 14.0, 11.227027027027027)","(3.9, 4.9, 4.18)"
16-12-2022 14:05:56.927058,"(5.0, 8.4, 7.628571428571428)","(7.5, 11.5, 10.96)","(9.0, 13.0, 10.678571428571429)","(4.8, 8.6, 8.511111111111111)","(21.0, 85.0, 48.125)","(4.6, 5.1, 4.611111111111111)","(6.5, 14.0, 12.56)","(3.9, 4.9, 4.544444444444444)"
16-12-2022 14:05:58.122809,"(5.0, 8.4, 7.628571428571428)","(7.5, 11.5, 10.96)","(9.0, 13.0, 10.678571428571429)","(4.8, 8.6, 8.511111111111111)","(21.0, 85.0, 48.125)","(4.6, 5.1, 4.611111111111111)","(6.5, 13.0, 12.56)","(3.9, 4.9, 4.544444444444444)"
16-12-2022 14:05:59.123788,"(5.0, 8.4, 7.628571428571428)","(7.5, 11.5, 10.96)","(9.0, 13.0, 10.678571428571429)","(4.8, 8.6, 8.511111111111111)","(21.0, 85.0, 48.125)","(4.6, 5.1, 4.611111111111111)","(6.5, 13.0, 12.56)","(3.9, 4.9, 4.544444444444444)"
16-12-2022 14:06:00.116296,"(5.0, 8.4, 7.628571428571428)","(7.5, 11.5, 10.96)","(9.0, 13.0, 10.678571428571429)","(4.8, 8.6, 8.511111111111111)","(21.0, 85.0, 48.125)","(4.6, 5.1, 4.611111111111111)","(6.5, 13.0, 10.8)","(3.9, 4.9, 4.544444444444444)"
16-12-2022 14:06:01.176378,"(5.0, 8.4, 7.628571428571428)","(7.5, 11.5, 10.96)","(9.0, 13.0, 10.678571428571429)","(4.8, 8.6, 8.511111111111111)","(21.0, 85.0, 48.125)","(4.6, 5.1, 4.611111111111111)","(6.5, 13.0, 10.8)","(3.9, 4.9, 4.18)"
16-12-2022 14:06:02.180836,"(5.0, 8.4, 7.628571428571428)","(7.5, 11.5, 10.96)","(9.0, 13.0, 10.678571428571429)","(4.8, 8.6, 8.511111111111111)","(21.0, 85.0, 48.125)","(4.6, 5.1, 4.484)","(6.5, 13.0, 11.15)","(3.9, 4.9, 4.544444444444444)"
16-12-2022 14:06:03.531761,"(5.0, 8.4, 7.628571428571428)","(7.5, 11.5, 10.96)","(9.0, 13.0, 10.678571428571429)","(4.8, 8.6, 8.511111111111111)","(21.0, 85.0, 48.125)","(4.6, 5.0, 4.647058823529412)","(6.5, 12.0, 11.15)","(3.9, 4.9, 4.544444444444444)"
16-12-2022 14:06:04.720743,"(5.0, 8.4, 7.628571428571428)","(7.5, 11.5, 10.96)","(9.0, 13.0, 10.678571428571429)","(4.8, 8.6, 8.511111111111111)","(21.0, 85.0, 48.125)","(4.6, 5.0, 4.592592592592593)","(6.5, 12.0, 10.348571428571429)","(3.9, 4.9, 4.544444444444444)"
16-12-2022 14:06:05.838421,"(5.0, 8.4, 7.628571428571428)","(7.5, 11.5, 10.96)","(9.0, 13.0, 10.678571428571429)","(4.8, 8.6, 8.511111111111111)","(21.0, 85.0, 48.125)","(4.6, 5.0, 4.472)","(6.5, 12.0, 10.348571428571429)","(3.9, 4.9, 4.6230769230769235)"
16-12-2022 14:06:07.096867,"(5.0, 8.4, 7.628571428571428)","(7.5, 11.5, 10.96)","(9.0, 13.0, 10.678571428571429)","(4.8, 8.6, 8.511111111111111)","(21.0, 85.0, 48.125)","(4.6, 5.0, 4.472)","(6.5, 12.0, 10.348571428571429)","(3.9, 4.9, 4.6230769230769235)"
16-12-2022 14:06:08.192482,"(5.0, 8.4, 7.628571428571428)","(7.5, 11.5, 10.96)","(9.0, 13.0, 10.678571428571429)","(4.8, 8.6, 8.511111111111111)","(21.0, 85.0, 48.125)","(4.6, 5.0, 4.472)","(6.5, 12.0, 10.348571428571429)","(3.9, 4.9, 4.6230769230769235)"
16-12-2022 14:06:09.263223,"(5.0, 8.4, 7.628571428571428)","(7.5, 11.5, 10.96)","(9.0, 13.0, 10.678571428571429)","(4.8, 8.6, 8.511111111111111)","(21.0, 85.0, 48.125)","(4.6, 5.0, 4.472)","(6.5, 12.0, 10.348571428571429)","(3.9, 4.9, 4.6230769230769235)"
16-12-2022 14:06:10.401020,"(5.0, 8.4, 7.628571428571428)","(7.5, 11.5, 10.96)","(9.0, 13.0, 10.678571428571429)","(4.8, 8.6, 8.511111111111111)","(21.0, 85.0, 48.125)","(4.6, 5.0, 4.592592592592593)","(6.5, 12.0, 9.96)","(3.9, 4.9, 4.544444444444444)"
16-12-2022 14:06:11.513486,"(5.0, 8.4, 7.628571428571428)","(7.5, 11.5, 10.96)","(9.0, 13.0, 10.678571428571429)","(4.8, 8.6, 8.476923076923077)","(21.0, 85.0, 48.125)","(4.6, 5.0, 4.592592592592593)","(6.5, 12.0, 9.96)","(3.9, 4.9, 4.544444444444444)"
16-12-2022 14:06:12.563230,"(5.0, 8.4, 7.628571428571428)","(7.5, 11.5, 10.96)","(9.0, 13.0, 10.678571428571429)","(4.8, 8.6, 8.476923076923077)","(21.0, 85.0, 48.125)","(4.6, 5.0, 4.592592592592593)","(6.5, 12.0, 10.76)","(3.9, 4.9, 4.544444444444444)"
16-12-2022 14:06:13.626258,"(5.0, 8.4, 7.628571428571428)","(7.5, 11.5, 10.96)","(9.0, 13.0, 10.678571428571429)","(4.8, 8.6, 8.476923076923077)","(21.0, 85.0, 48.125)","(4.6, 5.0, 4.472)","(6.5, 11.0, 10.71764705882353)","(3.9, 4.9, 4.6230769230769235)"
16-12-2022 14:06:14.736176,"(5.0, 8.4, 7.628571428571428)","(7.5, 11.5, 10.96)","(9.0, 13.0, 10.678571428571429)","(4.8, 8.6, 8.476923076923077)","(21.0, 85.0, 48.125)","(4.6, 5.0, 4.472)","(6.5, 11.0, 10.71764705882353)","(3.9, 4.9, 4.6230769230769235)"
16-12-2022 14:06:15.842326,"(5.0, 8.4, 7.628571428571428)","(7.5, 11.5, 10.96)","(9.0, 13.0, 10.678571428571429)","(4.8, 8.6, 8.476923076923077)","(21.0, 85.0, 48.125)","(4.6, 5.0, 4.592592592592593)","(6.5, 11.0, 9.74)","(3.9, 4.9, 4.671428571428572)"
16-12-2022 14:06:16.953801,"(5.0, 8.4, 7.628571428571428)","(7.5, 11.5, 10.96)","(9.0, 13.0, 10.678571428571429)","(4.8, 8.6, 8.476923076923077)","(21.0, 85.0, 48.125)","(4.6, 5.0, 4.592592592592593)","(6.5, 10.5, 9.74)","(3.9, 4.9, 4.671428571428572)"
16-12-2022 14:06:18.113127,"(5.0, 8.4, 7.628571428571428)","(7.5, 11.5, 10.96)","(9.0, 13.0, 10.678571428571429)","(4.8, 8.6, 8.476923076923077)","(21.0, 85.0, 48.125)","(4.6, 5.0, 4.592592592592593)","(6.5, 10.5, 9.74)","(3.9, 4.9, 4.671428571428572)"
16-12-2022 14:06:19.172248,"(5.0, 8.4, 7.628571428571428)","(7.5, 11.5, 10.96)","(9.0, 13.0, 10.678571428571429)","(4.8, 8.6, 8.476923076923077)","(21.0, 85.0, 48.125)","(4.6, 5.0, 4.472)","(6.5, 10.5, 9.74)","(3.9, 4.9, 4.544444444444444)"
16-12-2022 14:06:20.174258,"(5.0, 8.4, 7.628571428571428)","(7.5, 11.5, 10.96)","(9.0, 13.0, 10.678571428571429)","(4.8, 8.6, 8.476923076923077)","(21.0, 85.0, 48.125)","(4.6, 5.0, 4.472)","(6.5, 10.5, 9.74)","(3.9, 4.9, 4.671428571428572)"
16-12-2022 14:06:21.265327,"(5.0, 8.4, 7.628571428571428)","(7.5, 11.5, 10.96)","(9.0, 13.0, 10.678571428571429)","(4.8, 8.6, 8.476923076923077)","(21.0, 85.0, 48.125)","(4.6, 5.0, 4.472)","(6.5, 10.5, 9.74)","(3.9, 4.9, 4.671428571428572)"
16-12-2022 14:06:22.247466,"(5.0, 8.4, 7.628571428571428)","(7.5, 11.5, 10.96)","(9.0, 13.0, 10.678571428571429)","(4.8, 8.6, 8.476923076923077)","(21.0, 85.0, 48.125)","(4.6, 5.0, 4.472)","(6.5, 10.5, 9.74)","(3.9, 4.9, 4.671428571428572)"
16-12-2022 14:06:23.299535,"(5.0, 8.4, 7.628571428571428)","(7.5, 11.5, 10.96)","(9.0, 13.0, 10.678571428571429)","(4.8, 8.6, 7.945454545454545)","(21.0, 85.0, 48.125)","(4.6, 5.0, 4.592592592592593)","(6.5, 10.5, 9.74)","(3.9, 4.9, 4.5888888888888895)"
16-12-2022 14:06:24.516070,"(5.0, 8.4, 7.628571428571428)","(7.5, 11.5, 10.96)","(9.0, 13.0, 10.678571428571429)","(4.8, 8.0, 7.945454545454545)","(21.0, 85.0, 48.125)","(4.6, 5.0, 4.592592592592593)","(6.5, 10.5, 11.31875)","(3.9, 4.9, 4.5888888888888895)"
16-12-2022 14:06:25.599535,"(5.0, 8.4, 7.628571428571428)","(7.5, 11.5, 10.96)","(9.0, 13.0, 10.678571428571429)","(4.8, 8.0, 7.945454545454545)","(21.0, 85.0, 48.125)","(4.6, 5.0, 4.592592592592593)","(6.5, 11.5, 11.254545454545454)","(3.9, 4.9, 4.5888888888888895)"
16-12-2022 14:06:26.744145,"(5.0, 8.4, 7.628571428571428)","(7.5, 11.5, 10.96)","(9.0, 13.0, 10.678571428571429)","(4.8, 8.0, 7.945454545454545)","(21.0, 85.0, 48.125)","(4.6, 5.0, 4.472)","(6.5, 11.5, 11.382608695652173)","(3.9, 4.9, 4.671428571428572)"
16-12-2022 14:06:28.006071,"(5.0, 8.4, 7.628571428571428)","(7.5, 11.5, 10.96)","(9.0, 13.0, 10.678571428571429)","(4.8, 8.0, 7.945454545454545)","(21.0, 85.0, 48.125)","(4.6, 5.0, 4.592592592592593)","(6.5, 11.5, 11.382608695652173)","(3.9, 4.9, 4.5888888888888895)"
16-12-2022 14:06:29.127775,"(5.0, 8.4, 7.628571428571428)","(7.5, 11.5, 10.96)","(9.0, 13.0, 10.678571428571429)","(4.8, 8.0, 7.945454545454545)","(21.0, 85.0, 48.125)","(4.6, 5.0, 4.592592592592593)","(6.5, 11.5, 11.382608695652173)","(3.9, 4.9, 4.5888888888888895)"
16-12-2022 14:06:30.217120,"(5.0, 8.4, 7.628571428571428)","(7.5, 11.5, 10.96)","(9.0, 13.0, 10.678571428571429)","(4.8, 8.0, 7.945454545454545)","(21.0, 85.0, 48.125)","(4.6, 5.0, 4.592592592592593)","(6.5, 11.5, 11.382608695652173)","(3.9, 4.9, 4.5888888888888895)"
16-12-2022 14:06:31.465788,"(5.0, 8.4, 7.628571428571428)","(7.5, 11.5, 10.96)","(9.0, 13.0, 10.678571428571429)","(4.8, 8.0, 7.945454545454545)","(21.0, 85.0, 48.125)","(4.6, 5.0, 4.472)","(6.5, 11.5, 11.382608695652173)","(3.9, 4.9, 4.544444444444444)"
16-12-2022 14:06:32.487592,"(5.0, 8.4, 7.628571428571428)","(7.5, 11.5, 10.96)","(9.0, 13.0, 10.678571428571429)","(4.8, 8.0, 7.945454545454545)","(21.0, 85.0, 48.125)","(4.6, 5.0, 4.472)","(6.5, 11.5, 11.382608695652173)","(3.9, 4.9, 4.544444444444444)"
16-12-2022 14:06:33.525843,"(5.0, 8.4, 7.628571428571428)","(7.5, 11.5, 10.96)","(9.0, 13.0, 10.678571428571429)","(4.8, 8.0, 7.945454545454545)","(21.0, 85.0, 48.125)","(4.6, 5.0, 4.592592592592593)","(6.5, 11.5, 11.382608695652173)","(3.9, 4.9, 4.5888888888888895)"
16-12-2022 14:06:34.681228,"(5.0, 8.4, 7.628571428571428)","(7.5, 11.5, 10.96)","(9.0, 13.0, 10.678571428571429)","(4.8, 8.0, 7.945454545454545)","(21.0, 85.0, 48.125)","(4.6, 5.0, 4.592592592592593)","(6.5, 11.5, 11.382608695652173)","(3.9, 4.9, 4.5888888888888895)"
16-12-2022 14:06:35.825884,"(5.0, 8.4, 7.628571428571428)","(7.5, 12.0, 9.531428571428572)","(9.0, 13.0, 10.678571428571429)","(4.8, 8.0, 7.945454545454545)","(21.0, 85.0, 48.125)","(4.6, 5.0, 4.592592592592593)","(6.5, 11.5, 11.382608695652173)","(3.9, 4.9, 4.5888888888888895)"
16-12-2022 14:06:36.975481,"(5.0, 8.4, 7.628571428571428)","(7.5, 11.5, 10.24)","(9.0, 13.0, 10.678571428571429)","(4.8, 8.0, 7.945454545454545)","(21.0, 85.0, 48.125)","(4.6, 5.0, 4.472)","(6.5, 11.5, 11.382608695652173)","(3.9, 4.9, 4.544444444444444)"
16-12-2022 14:06:38.212915,"(5.0, 8.4, 7.628571428571428)","(7.5, 11.5, 9.290909090909091)","(9.0, 13.0, 11.071428571428571)","(4.8, 8.0, 7.945454545454545)","(21.0, 85.0, 48.125)","(4.6, 5.0, 4.592592592592593)","(6.5, 11.5, 11.382608695652173)","(3.9, 4.9, 4.5888888888888895)"
16-12-2022 14:06:39.388524,"(5.0, 8.4, 7.984615384615385)","(7.5, 11.0, 10.153846153846153)","(9.0, 12.5, 11.071428571428571)","(4.8, 8.0, 7.945454545454545)","(21.0, 85.0, 48.125)","(4.6, 5.0, 4.592592592592593)","(6.5, 11.5, 11.382608695652173)","(3.9, 4.9, 4.5888888888888895)"
16-12-2022 14:06:40.467103,"(5.0, 8.4, 8.175)","(7.5, 11.0, 9.209302325581396)","(9.0, 12.5, 10.621212121212121)","(4.8, 8.0, 7.945454545454545)","(21.0, 85.0, 48.125)","(4.6, 5.0, 4.592592592592593)","(6.5, 11.5, 11.382608695652173)","(3.9, 4.9, 4.5888888888888895)"
16-12-2022 14:06:41.607226,"(5.0, 8.4, 8.175)","(7.5, 11.0, 9.209302325581396)","(9.0, 12.5, 10.621212121212121)","(4.8, 8.0, 7.945454545454545)","(21.0, 85.0, 48.125)","(4.6, 5.0, 4.592592592592593)","(6.5, 11.5, 11.382608695652173)","(3.9, 4.9, 4.544444444444444)"
16-12-2022 14:06:42.693612,"(5.0, 8.4, 8.057142857142857)","(7.5, 11.0, 9.209302325581396)","(9.0, 12.5, 10.621212121212121)","(4.8, 8.6, 8.333333333333332)","(21.0, 80.0, 66.5)","(4.6, 5.0, 4.472)","(6.5, 11.5, 11.382608695652173)","(3.9, 4.9, 4.544444444444444)"
16-12-2022 14:06:43.729393,"(5.0, 8.4, 8.191304347826087)","(7.5, 10.5, 9.65)","(9.0, 12.0, 10.833333333333334)","(4.8, 8.6, 8.511111111111111)","(21.0, 80.0, 66.5)","(4.6, 5.0, 4.472)","(6.5, 11.5, 11.382608695652173)","(3.9, 4.9, 4.5888888888888895)"
16-12-2022 14:06:44.816193,"(5.0, 8.4, 8.191304347826087)","(7.5, 10.5, 9.65)","(9.0, 12.0, 10.833333333333334)","(4.8, 8.6, 8.511111111111111)","(21.0, 80.0, 66.5)","(4.6, 5.0, 4.592592592592593)","(6.5, 11.5, 11.382608695652173)","(3.9, 4.9, 4.5888888888888895)"
16-12-2022 14:06:45.919207,"(5.0, 8.4, 8.191304347826087)","(7.5, 10.5, 9.095652173913043)","(9.0, 12.0, 10.58108108108108)","(4.8, 8.6, 8.511111111111111)","(21.0, 75.0, 47.4375)","(4.6, 5.0, 4.592592592592593)","(6.5, 11.5, 11.382608695652173)","(3.9, 4.9, 4.5888888888888895)"
16-12-2022 14:06:47.019743,"(5.0, 8.4, 8.1)","(7.5, 10.5, 9.095652173913043)","(9.0, 12.0, 10.58108108108108)","(4.8, 8.6, 8.511111111111111)","(21.0, 75.0, 47.4375)","(4.6, 5.0, 4.56)","(6.5, 11.5, 11.382608695652173)","(3.9, 4.9, 4.544444444444444)"
16-12-2022 14:06:48.159741,"(5.0, 8.4, 8.1)","(7.5, 10.5, 9.095652173913043)","(9.0, 12.0, 10.58108108108108)","(4.8, 8.6, 8.511111111111111)","(21.0, 65.0, 56.33333333333333)","(4.6, 5.0, 4.472)","(6.5, 11.5, 11.382608695652173)","(3.9, 4.9, 4.544444444444444)"
16-12-2022 14:06:49.242593,"(5.0, 8.4, 8.2)","(7.5, 10.5, 9.095652173913043)","(9.0, 12.0, 10.58108108108108)","(5.0, 8.6, 8.511111111111111)","(21.0, 65.0, 50.81818181818181)","(4.6, 5.0, 4.592592592592593)","(6.5, 11.5, 11.382608695652173)","(3.9, 4.9, 4.5888888888888895)"
16-12-2022 14:06:50.381753,"(5.0, 8.4, 8.2)","(7.5, 10.5, 9.095652173913043)","(9.0, 12.0, 10.58108108108108)","(5.0, 8.6, 8.511111111111111)","(21.0, 65.0, 52.44444444444444)","(4.6, 5.0, 4.592592592592593)","(6.5, 11.5, 11.382608695652173)","(3.9, 4.9, 4.5888888888888895)"
16-12-2022 14:06:51.379115,"(5.0, 8.4, 8.2)","(7.5, 10.5, 9.095652173913043)","(9.0, 12.0, 10.58108108108108)","(5.0, 8.6, 8.511111111111111)","(21.0, 60.0, 52.44444444444444)","(4.6, 5.0, 4.592592592592593)","(6.5, 11.5, 11.382608695652173)","(3.9, 4.9, 4.5888888888888895)"
16-12-2022 14:06:52.391824,"(5.0, 8.4, 8.2)","(7.5, 10.5, 9.095652173913043)","(9.0, 12.0, 10.58108108108108)","(5.0, 8.6, 8.511111111111111)","(21.0, 60.0, 49.8)","(4.6, 5.0, 4.592592592592593)","(6.5, 11.5, 11.382608695652173)","(3.9, 4.9, 4.683333333333334)"
16-12-2022 14:06:53.445189,"(5.0, 8.4, 8.2)","(7.5, 10.5, 9.095652173913043)","(9.0, 12.0, 10.58108108108108)","(5.0, 8.6, 8.511111111111111)","(21.0, 60.0, 41.61538461538461)","(4.6, 5.0, 4.472)","(6.5, 11.5, 11.382608695652173)","(3.9, 4.8, 4.683333333333334)"
16-12-2022 14:06:54.529154,"(5.0, 8.4, 8.120000000000001)","(7.5, 10.5, 9.095652173913043)","(9.0, 12.0, 10.58108108108108)","(5.0, 8.6, 8.511111111111111)","(21.0, 55.0, 44.666666666666664)","(4.6, 5.0, 4.592592592592593)","(6.5, 11.5, 11.833333333333334)","(3.9, 4.8, 4.7)"
16-12-2022 14:06:55.662388,"(5.0, 8.4, 8.120000000000001)","(7.5, 10.5, 9.095652173913043)","(9.0, 12.0, 10.205128205128204)","(5.0, 8.6, 8.511111111111111)","(21.0, 50.0, 37.2)","(4.6, 5.0, 4.592592592592593)","(6.5, 13.5, 11.9)","(3.9, 4.8, 4.7)"
16-12-2022 14:06:56.815453,"(5.0, 8.4, 8.120000000000001)","(7.5, 10.5, 9.095652173913043)","(9.0, 12.0, 10.205128205128204)","(5.0, 8.6, 8.511111111111111)","(21.0, 50.0, 41.400000000000006)","(4.6, 5.0, 4.592592592592593)","(6.5, 13.5, 11.9)","(3.9, 4.8, 4.7)"
16-12-2022 14:06:57.935251,"(5.0, 8.4, 8.0)","(7.5, 10.5, 9.095652173913043)","(9.0, 12.0, 10.205128205128204)","(5.0, 8.6, 8.511111111111111)","(21.0, 48.0, 41.400000000000006)","(4.6, 5.0, 4.472)","(6.5, 13.5, 11.846153846153847)","(3.9, 4.8, 4.4)"
16-12-2022 14:06:59.025713,"(5.0, 8.4, 8.123076923076923)","(7.5, 10.5, 9.095652173913043)","(9.0, 12.0, 10.205128205128204)","(5.0, 8.6, 8.511111111111111)","(21.0, 48.0, 33.333333333333336)","(4.6, 5.0, 4.472)","(6.5, 13.0, 11.6875)","(3.9, 4.8, 4.4)"
16-12-2022 14:07:00.115194,"(5.0, 8.4, 8.22)","(7.5, 10.5, 9.095652173913043)","(9.0, 12.0, 10.205128205128204)","(5.0, 8.6, 8.511111111111111)","(21.0, 48.0, 33.333333333333336)","(4.6, 5.0, 4.472)","(6.5, 13.0, 11.6875)","(3.9, 4.8, 4.4)"
16-12-2022 14:07:01.147853,"(5.0, 8.4, 8.22)","(7.5, 10.5, 9.095652173913043)","(9.0, 12.0, 10.205128205128204)","(5.0, 8.6, 8.511111111111111)","(21.0, 48.0, 33.333333333333336)","(4.6, 5.0, 4.592592592592593)","(6.5, 13.0, 11.6875)","(3.9, 4.8, 4.683333333333334)"
16-12-2022 14:07:02.157318,"(5.0, 8.4, 8.22)","(7.5, 10.5, 9.095652173913043)","(9.0, 12.0, 10.205128205128204)","(5.0, 8.6, 8.511111111111111)","(21.0, 48.0, 33.333333333333336)","(4.6, 5.0, 4.592592592592593)","(6.5, 13.0, 11.6875)","(3.9, 4.8, 4.683333333333334)"
16-12-2022 14:07:03.239072,"(5.0, 8.4, 8.22)","(7.5, 10.5, 9.095652173913043)","(9.0, 12.0, 10.205128205128204)","(5.0, 8.6, 8.511111111111111)","(21.0, 48.0, 33.333333333333336)","(4.6, 5.0, 4.592592592592593)","(6.5, 13.0, 11.6875)","(3.9, 4.8, 4.683333333333334)"
16-12-2022 14:07:04.343999,"(5.0, 8.4, 8.22)","(7.5, 10.5, 9.095652173913043)","(9.0, 12.0, 10.205128205128204)","(5.0, 8.6, 8.511111111111111)","(21.0, 48.0, 33.333333333333336)","(4.6, 5.0, 4.592592592592593)","(6.5, 13.0, 11.73076923076923)","(3.9, 4.8, 4.683333333333334)"
16-12-2022 14:07:05.394915,"(5.0, 8.4, 8.066666666666666)","(7.5, 10.5, 9.095652173913043)","(9.0, 12.0, 10.205128205128204)","(5.0, 8.6, 8.511111111111111)","(21.0, 48.0, 33.333333333333336)","(4.6, 5.0, 4.592592592592593)","(6.5, 12.5, 11.73076923076923)","(3.9, 4.8, 4.683333333333334)"
16-12-2022 14:07:06.436617,"(5.0, 8.4, 8.066666666666666)","(7.5, 10.5, 9.095652173913043)","(9.0, 12.0, 10.205128205128204)","(5.0, 8.6, 8.511111111111111)","(21.0, 48.0, 33.333333333333336)","(4.6, 5.0, 4.592592592592593)","(6.5, 12.5, 11.642857142857142)","(3.9, 4.8, 4.683333333333334)"
16-12-2022 14:07:07.585555,"(5.0, 8.4, 8.066666666666666)","(7.5, 10.5, 9.095652173913043)","(9.0, 12.0, 10.205128205128204)","(5.0, 8.6, 8.511111111111111)","(21.0, 48.0, 33.333333333333336)","(4.6, 5.0, 4.592592592592593)","(6.5, 12.5, 11.642857142857142)","(3.9, 4.8, 4.683333333333334)"
16-12-2022 14:07:08.628814,"(5.0, 8.4, 8.066666666666666)","(7.5, 10.5, 9.095652173913043)","(9.0, 12.0, 10.205128205128204)","(5.0, 8.6, 8.511111111111111)","(21.0, 48.0, 33.333333333333336)","(4.6, 5.0, 4.592592592592593)","(6.5, 12.5, 11.642857142857142)","(3.9, 4.8, 4.683333333333334)"
