,Blackpool Rex,Wheres The Ship,Shiro Kuma,Canya Beth,Stressful Day,Seats Taken,Zarr Oso,Fat Jack
16-12-2022 14:03:53.157615,"(5.0, 9.0, 8.5375)","(7.5, 12.5, 10.23846153846154)","(9.0, 17.5, 14.96875)","(4.8, 8.4, 8.133333333333333)","(21.0, 80.0, 46.85714285714286)","(4.6, 6.4, 6.210526315789474)","(6.5, 15.5, 12.414285714285715)","(4.0, 5.4, 5.0777777777777775)"
16-12-2022 14:03:54.402476,"(5.0, 9.0, 8.5375)","(7.5, 12.5, 10.23846153846154)","(9.0, 17.5, 14.96875)","(4.8, 8.4, 8.133333333333333)","(21.0, 80.0, 46.85714285714286)","(4.6, 6.4, 6.090909090909092)","(6.5, 15.5, 12.414285714285715)","(4.0, 5.4, 5.0777777777777775)"
16-12-2022 14:03:55.599156,"(5.0, 9.0, 7.292307692307692)","(7.5, 12.5, 10.23846153846154)","(9.0, 17.5, 13.742857142857144)","(4.8, 8.4, 8.133333333333333)","(21.0, 80.0, 46.85714285714286)","(4.6, 6.4, 6.0)","(6.5, 15.5, 9.9)","(4.0, 5.4, 5.0777777777777775)"
16-12-2022 14:03:56.827123,"(5.0, 9.0, 7.292307692307692)","(7.5, 12.5, 10.23846153846154)","(9.0, 17.0, 13.742857142857144)","(4.8, 8.4, 8.133333333333333)","(21.0, 80.0, 53.38461538461539)","(4.6, 6.4, 6.0)","(6.5, 15.5, 9.9)","(4.0, 5.4, 5.0777777777777775)"
16-12-2022 14:03:58.074267,"(5.0, 9.0, 7.292307692307692)","(7.5, 12.5, 10.23846153846154)","(9.0, 17.0, 13.742857142857144)","(4.8, 8.4, 8.133333333333333)","(21.0, 90.0, 53.38461538461539)","(4.6, 6.4, 6.0)","(6.5, 15.5, 9.9)","(4.0, 5.4, 5.0777777777777775)"
16-12-2022 14:03:59.272659,"(5.0, 9.0, 7.292307692307692)","(7.5, 12.5, 10.23846153846154)","(9.0, 17.0, 13.742857142857144)","(4.8, 8.4, 8.133333333333333)","(21.0, 90.0, 53.38461538461539)","(4.6, 6.4, 6.0)","(6.5, 15.5, 9.9)","(4.0, 5.4, 5.0777777777777775)"
16-12-2022 14:04:00.384147,"(5.0, 9.0, 7.292307692307692)","(7.5, 12.5, 10.23846153846154)","(9.0, 17.0, 13.742857142857144)","(4.8, 8.4, 8.133333333333333)","(21.0, 90.0, 53.38461538461539)","(4.6, 6.4, 6.0)","(6.5, 15.5, 9.9)","(4.0, 5.4, 5.0777777777777775)"
16-12-2022 14:04:01.559177,"(5.0, 9.0, 7.292307692307692)","(7.5, 12.5, 10.23846153846154)","(9.0, 17.0, 13.742857142857144)","(4.8, 8.4, 8.03076923076923)","(21.0, 90.0, 60.666666666666664)","(4.6, 6.4, 6.0)","(6.5, 15.5, 10.11)","(4.0, 5.4, 5.0777777777777775)"
16-12-2022 14:04:02.794990,"(5.0, 9.0, 7.026666666666666)","(7.5, 12.5, 10.23846153846154)","(9.0, 17.0, 14.6)","(4.8, 8.4, 7.680000000000001)","(21.0, 80.0, 60.666666666666664)","(4.6, 6.4, 6.0)","(6.5, 15.5, 9.461538461538462)","(4.0, 5.4, 5.0)"
16-12-2022 14:04:04.029876,"(5.0, 8.8, 7.1000000000000005)","(7.5, 12.5, 10.15)","(9.0, 17.0, 14.6)","(4.8, 8.4, 7.800000000000001)","(21.0, 80.0, 60.666666666666664)","(4.6, 6.4, 6.0)","(6.5, 15.0, 9.461538461538462)","(4.0, 5.4, 4.742857142857142)"
16-12-2022 14:04:05.222779,"(5.0, 8.6, 7.824999999999999)","(7.5, 12.5, 10.25)","(9.0, 17.0, 14.6)","(4.8, 8.4, 7.800000000000001)","(21.0, 80.0, 60.666666666666664)","(4.6, 6.4, 5.76)","(6.5, 15.0, 9.461538461538462)","(4.0, 5.6, 5.0)"
16-12-2022 14:04:06.362356,"(5.0, 8.6, 7.824999999999999)","(7.5, 12.5, 10.25)","(9.0, 17.0, 14.6)","(4.8, 8.4, 7.800000000000001)","(21.0, 80.0, 60.666666666666664)","(4.6, 6.4, 5.76)","(6.5, 15.0, 9.461538461538462)","(4.0, 5.6, 5.0)"
16-12-2022 14:04:07.518408,"(5.0, 8.6, 7.824999999999999)","(7.5, 12.5, 10.25)","(9.0, 17.0, 11.866666666666667)","(4.8, 8.4, 8.188235294117648)","(21.0, 80.0, 55.111111111111114)","(4.6, 6.4, 5.6)","(6.5, 14.0, 11.52)","(4.0, 5.6, 4.977777777777778)"
16-12-2022 14:04:08.666208,"(5.0, 8.6, 7.824999999999999)","(7.5, 12.5, 10.25)","(9.0, 17.0, 11.866666666666667)","(4.8, 8.4, 8.188235294117648)","(21.0, 80.0, 55.111111111111114)","(4.6, 6.4, 5.6)","(6.5, 14.0, 11.52)","(4.0, 5.6, 4.857142857142857)"
16-12-2022 14:04:09.861040,"(5.0, 8.6, 7.359999999999999)","(7.5, 12.5, 10.25)","(9.0, 17.0, 12.53125)","(4.8, 8.4, 8.188235294117648)","(21.0, 80.0, 55.111111111111114)","(4.6, 6.4, 5.6)","(6.5, 14.0, 11.52)","(4.0, 5.6, 4.666666666666667)"
16-12-2022 14:04:11.054726,"(5.0, 8.6, 7.824999999999999)","(7.5, 12.5, 9.5)","(9.0, 17.0, 12.53125)","(4.8, 8.4, 8.025)","(21.0, 80.0, 55.111111111111114)","(4.6, 6.4, 5.733333333333333)","(6.5, 14.0, 9.115384615384615)","(4.0, 5.6, 5.022222222222222)"
16-12-2022 14:04:12.225721,"(5.0, 8.6, 8.138461538461538)","(7.5, 12.5, 9.5)","(9.0, 17.0, 12.53125)","(4.8, 8.4, 8.025)","(21.0, 80.0, 64.0)","(4.6, 6.4, 5.733333333333333)","(6.5, 13.5, 10.92)","(4.0, 5.6, 5.166666666666666)"
16-12-2022 14:04:13.445081,"(5.0, 8.6, 7.4399999999999995)","(7.5, 12.5, 9.5)","(9.0, 17.0, 12.53125)","(4.8, 8.4, 8.025)","(21.0, 80.0, 64.0)","(4.6, 6.4, 5.9)","(6.5, 13.0, 10.92)","(4.0, 5.6, 5.166666666666666)"
16-12-2022 14:04:14.500470,"(5.0, 8.6, 7.4399999999999995)","(7.5, 12.5, 9.5)","(9.0, 17.0, 12.53125)","(4.8, 8.4, 8.123076923076923)","(21.0, 80.0, 64.0)","(4.6, 6.4, 5.542857142857143)","(6.5, 13.0, 10.92)","(4.0, 5.6, 4.857142857142857)"
16-12-2022 14:04:15.606186,"(5.0, 8.6, 7.4399999999999995)","(7.5, 12.5, 9.5)","(9.0, 17.0, 12.53125)","(4.8, 8.4, 8.123076923076923)","(21.0, 80.0, 64.0)","(4.6, 6.4, 5.485714285714286)","(6.5, 13.0, 10.92)","(4.0, 5.6, 4.857142857142857)"
16-12-2022 14:04:16.881498,"(5.0, 8.6, 7.955555555555556)","(7.5, 12.5, 10.25)","(9.0, 17.0, 12.53125)","(4.8, 8.4, 8.215384615384615)","(21.0, 80.0, 64.0)","(4.6, 6.4, 5.938461538461539)","(6.5, 13.0, 10.92)","(4.0, 5.6, 5.2)"
16-12-2022 14:04:18.128201,"(5.0, 8.6, 7.955555555555556)","(7.5, 12.5, 10.25)","(9.0, 17.0, 12.53125)","(4.8, 8.4, 8.215384615384615)","(21.0, 80.0, 64.0)","(4.6, 6.4, 5.938461538461539)","(6.5, 13.0, 10.92)","(3.9, 5.6, 5.2)"
16-12-2022 14:04:19.313800,"(5.0, 8.6, 7.955555555555556)","(7.5, 12.5, 10.25)","(9.0, 17.0, 12.53125)","(4.8, 8.4, 8.215384615384615)","(21.0, 80.0, 64.0)","(4.6, 6.4, 5.938461538461539)","(6.5, 13.0, 10.92)","(3.9, 5.6, 5.2)"
16-12-2022 14:04:20.502242,"(5.0, 8.6, 7.4399999999999995)","(7.5, 12.5, 9.5)","(9.0, 17.0, 12.53125)","(4.8, 8.4, 8.1)","(21.0, 80.0, 64.0)","(4.6, 6.4, 5.485714285714286)","(6.5, 13.0, 10.92)","(3.9, 5.6, 4.914285714285715)"
16-12-2022 14:04:21.705920,"(5.0, 8.6, 7.4399999999999995)","(7.5, 12.5, 9.5)","(9.0, 17.0, 12.53125)","(4.8, 8.4, 8.299999999999999)","(21.0, 80.0, 64.0)","(4.6, 6.4, 5.938461538461539)","(6.5, 13.0, 10.92)","(3.9, 5.6, 5.477777777777778)"
16-12-2022 14:04:22.909446,"(5.0, 8.6, 7.4399999999999995)","(7.5, 12.5, 9.5)","(9.0, 17.0, 12.53125)","(4.8, 8.6, 8.299999999999999)","(21.0, 80.0, 64.0)","(4.6, 6.4, 5.938461538461539)","(6.5, 13.0, 8.45)","(3.9, 5.6, 4.970588235294118)"
16-12-2022 14:04:24.021852,"(5.0, 8.6, 7.4399999999999995)","(7.5, 12.5, 9.5)","(9.0, 17.0, 12.53125)","(4.8, 8.6, 8.299999999999999)","(21.0, 80.0, 64.0)","(4.6, 6.4, 5.938461538461539)","(6.5, 13.0, 9.9)","(3.9, 5.5, 4.970588235294118)"
16-12-2022 14:04:25.174802,"(5.0, 8.6, 7.4399999999999995)","(7.5, 12.5, 9.5)","(9.0, 17.0, 12.53125)","(4.8, 8.6, 8.36)","(21.0, 80.0, 64.0)","(4.6, 6.4, 5.485714285714286)","(6.5, 12.0, 8.64)","(3.9, 5.5, 4.6)"
16-12-2022 14:04:26.269180,"(5.0, 8.6, 7.955555555555556)","(7.5, 12.5, 9.5)","(9.0, 17.0, 12.53125)","(4.8, 8.6, 8.299999999999999)","(21.0, 80.0, 64.0)","(4.6, 6.4, 5.938461538461539)","(6.5, 12.0, 8.64)","(3.9, 5.5, 5.005)"
16-12-2022 14:04:27.437486,"(5.0, 8.6, 7.8)","(7.5, 12.5, 10.25)","(9.0, 17.0, 12.53125)","(4.8, 8.6, 8.299999999999999)","(21.0, 80.0, 64.0)","(4.6, 6.4, 5.938461538461539)","(6.5, 12.0, 8.64)","(3.9, 5.5, 4.8812500000000005)"
16-12-2022 14:04:28.599915,"(5.0, 8.6, 7.199999999999999)","(7.5, 12.5, 9.5)","(9.0, 17.0, 12.53125)","(4.8, 8.6, 8.299999999999999)","(21.0, 80.0, 64.0)","(4.6, 6.4, 5.938461538461539)","(6.5, 12.0, 8.64)","(3.9, 5.5, 4.8812500000000005)"
16-12-2022 14:04:29.943037,"(5.0, 8.6, 7.199999999999999)","(7.5, 12.5, 9.5)","(9.0, 17.0, 12.53125)","(4.8, 8.6, 8.299999999999999)","(21.0, 80.0, 64.0)","(4.6, 6.4, 5.938461538461539)","(6.5, 12.0, 8.64)","(3.9, 5.5, 4.75)"
16-12-2022 14:04:31.202083,"(5.0, 8.6, 7.955555555555556)","(7.5, 12.5, 10.25)","(9.0, 17.0, 12.53125)","(4.8, 8.6, 8.299999999999999)","(21.0, 80.0, 44.0)","(4.6, 6.4, 5.485714285714286)","(6.5, 12.0, 8.64)","(3.9, 5.4, 4.36)"
16-12-2022 14:04:32.337648,"(5.0, 8.6, 7.955555555555556)","(7.5, 12.5, 10.25)","(9.0, 17.0, 12.53125)","(4.8, 8.6, 8.299999999999999)","(21.0, 80.0, 66.5)","(4.6, 6.4, 5.938461538461539)","(6.5, 12.0, 9.1875)","(3.9, 5.4, 4.657142857142857)"
16-12-2022 14:04:33.449581,"(5.0, 8.6, 7.4399999999999995)","(7.5, 12.5, 9.5)","(9.0, 17.0, 12.53125)","(4.8, 8.6, 8.299999999999999)","(21.0, 80.0, 66.5)","(4.6, 6.4, 5.938461538461539)","(6.5, 11.5, 8.866666666666667)","(3.9, 5.3, 4.657142857142857)"
16-12-2022 14:04:34.758403,"(5.0, 8.6, 7.4399999999999995)","(7.5, 12.5, 9.5)","(9.0, 17.0, 12.53125)","(4.8, 8.6, 8.299999999999999)","(21.0, 80.0, 66.5)","(4.6, 6.4, 5.938461538461539)","(6.5, 11.0, 8.866666666666667)","(3.9, 5.3, 4.657142857142857)"
16-12-2022 14:04:36.115377,"(5.0, 8.6, 8.01)","(7.5, 12.5, 10.25)","(9.0, 17.0, 12.53125)","(4.8, 8.6, 8.36)","(21.0, 80.0, 66.5)","(4.6, 6.4, 5.485714285714286)","(6.5, 11.0, 8.866666666666667)","(3.9, 5.3, 4.800000000000001)"
16-12-2022 14:04:37.362800,"(5.0, 9.0, 8.01)","(7.5, 12.5, 9.5)","(9.0, 17.0, 12.53125)","(4.8, 8.6, 8.299999999999999)","(21.0, 80.0, 66.5)","(4.6, 6.4, 5.938461538461539)","(6.5, 11.0, 8.416666666666666)","(3.9, 5.2, 4.657142857142857)"
16-12-2022 14:04:38.833920,"(5.0, 9.0, 6.8)","(7.5, 12.5, 9.5)","(9.0, 17.0, 12.53125)","(4.8, 8.6, 8.415384615384616)","(21.0, 80.0, 66.5)","(4.6, 6.4, 5.938461538461539)","(6.5, 11.5, 8.416666666666666)","(3.9, 5.3, 4.657142857142857)"
16-12-2022 14:04:40.354254,"(5.0, 9.0, 7.35)","(7.5, 12.5, 9.5)","(9.0, 17.0, 12.53125)","(4.8, 8.6, 8.299999999999999)","(21.0, 80.0, 66.5)","(4.6, 6.4, 5.65)","(6.5, 11.5, 8.416666666666666)","(3.9, 5.3, 4.3999999999999995)"
16-12-2022 14:04:41.764116,"(5.0, 9.0, 8.01)","(7.5, 12.5, 11.0)","(9.0, 17.0, 12.53125)","(4.8, 8.6, 8.24)","(21.0, 80.0, 66.5)","(4.6, 6.4, 5.946666666666667)","(6.5, 11.5, 8.416666666666666)","(3.9, 5.3, 4.58)"
16-12-2022 14:04:43.153517,"(5.0, 9.0, 8.01)","(7.5, 12.5, 11.0)","(9.0, 17.0, 12.53125)","(4.8, 8.6, 8.375)","(21.0, 80.0, 66.5)","(4.6, 6.4, 5.446153846153846)","(6.5, 11.5, 8.416666666666666)","(3.9, 5.3, 4.75)"
16-12-2022 14:04:44.435097,"(5.0, 8.8, 7.4399999999999995)","(7.5, 12.5, 10.25)","(9.0, 17.0, 12.53125)","(4.8, 8.6, 8.375)","(21.0, 80.0, 66.5)","(4.6, 6.2, 5.147368421052631)","(6.5, 11.5, 8.416666666666666)","(3.9, 5.3, 4.75)"
16-12-2022 14:04:45.659262,"(5.0, 8.6, 7.4399999999999995)","(7.5, 12.5, 10.25)","(9.0, 17.0, 12.53125)","(4.8, 8.6, 8.24)","(21.0, 80.0, 66.5)","(4.6, 5.9, 4.7785714285714285)","(6.5, 11.5, 10.15)","(3.9, 5.3, 4.75)"
16-12-2022 14:04:46.820787,"(5.0, 8.6, 7.4399999999999995)","(7.5, 12.5, 11.507692307692308)","(9.0, 17.0, 12.53125)","(4.8, 8.6, 8.24)","(21.0, 80.0, 50.92307692307693)","(4.6, 5.8, 5.065384615384615)","(6.5, 12.5, 11.325)","(3.9, 5.3, 4.733333333333333)"
16-12-2022 14:04:48.050289,"(5.0, 8.6, 7.4399999999999995)","(7.5, 12.5, 9.766666666666667)","(9.0, 17.0, 13.454545454545455)","(4.8, 9.0, 8.6)","(21.0, 85.0, 53.230769230769226)","(4.6, 5.7, 4.985714285714286)","(6.5, 12.5, 10.15)","(3.9, 5.4, 4.96)"
16-12-2022 14:04:49.315676,"(5.0, 8.6, 7.955555555555556)","(7.5, 12.5, 9.9)","(9.0, 17.0, 13.454545454545455)","(4.8, 9.0, 8.6)","(21.0, 85.0, 53.230769230769226)","(4.6, 5.7, 5.1230769230769235)","(6.5, 12.5, 10.15)","(3.9, 5.4, 4.96)"
16-12-2022 14:04:50.537624,"(5.0, 8.6, 8.169230769230769)","(7.5, 12.5, 10.75)","(9.0, 17.0, 13.454545454545455)","(4.8, 9.0, 8.6)","(21.0, 85.0, 53.230769230769226)","(4.6, 5.7, 4.985714285714286)","(6.5, 12.5, 8.191666666666666)","(3.9, 5.4, 4.42)"
16-12-2022 14:04:51.882288,"(5.0, 8.6, 8.169230769230769)","(7.5, 12.5, 10.166666666666666)","(9.0, 17.0, 13.454545454545455)","(4.8, 9.0, 8.04)","(21.0, 85.0, 53.230769230769226)","(4.6, 5.7, 4.985714285714286)","(6.5, 12.5, 9.2)","(3.9, 5.3, 4.366666666666666)"
16-12-2022 14:04:53.134782,"(5.0, 8.6, 8.0)","(7.5, 12.5, 10.4)","(9.0, 17.0, 12.53125)","(4.8, 8.6, 8.314285714285713)","(21.0, 85.0, 53.230769230769226)","(4.6, 5.7, 5.025)","(6.5, 12.0, 9.2)","(3.9, 5.1, 4.7625)"
16-12-2022 14:04:54.368979,"(5.0, 8.6, 7.52)","(7.5, 12.5, 10.280000000000001)","(9.0, 17.0, 12.53125)","(4.8, 8.6, 8.314285714285713)","(21.0, 85.0, 53.230769230769226)","(4.6, 5.7, 4.9904761904761905)","(6.5, 12.0, 9.2)","(3.9, 5.1, 4.7625)"
16-12-2022 14:04:55.818047,"(5.0, 8.6, 7.52)","(7.5, 12.5, 10.280000000000001)","(9.0, 17.0, 12.53125)","(4.8, 8.6, 8.314285714285713)","(21.0, 85.0, 53.230769230769226)","(4.6, 5.6, 4.9904761904761905)","(6.5, 12.0, 9.2)","(3.9, 5.1, 4.7625)"
16-12-2022 14:04:57.092679,"(5.0, 8.6, 7.52)","(7.5, 12.5, 10.280000000000001)","(9.0, 17.0, 12.53125)","(4.8, 8.6, 8.17142857142857)","(21.0, 85.0, 53.230769230769226)","(4.6, 5.6, 4.945454545454545)","(6.5, 12.0, 9.2)","(3.9, 5.1, 4.35)"
16-12-2022 14:04:58.449570,"(5.0, 9.0, 7.45)","(7.5, 12.5, 10.280000000000001)","(9.0, 17.0, 12.53125)","(4.8, 8.4, 8.22857142857143)","(21.0, 85.0, 53.230769230769226)","(4.6, 5.6, 4.9904761904761905)","(6.5, 12.0, 9.2)","(3.9, 5.1, 4.8)"
16-12-2022 14:04:59.842939,"(5.0, 9.0, 7.0625)","(7.5, 12.5, 10.280000000000001)","(9.0, 17.0, 12.53125)","(4.8, 8.4, 8.22857142857143)","(21.0, 85.0, 53.230769230769226)","(4.6, 5.6, 4.9904761904761905)","(6.5, 12.0, 9.2)","(3.9, 5.1, 4.8)"
16-12-2022 14:05:01.207415,"(5.0, 8.8, 6.383333333333334)","(7.5, 12.5, 10.280000000000001)","(9.0, 17.0, 12.53125)","(4.8, 8.4, 8.254545454545454)","(21.0, 85.0, 53.230769230769226)","(4.6, 5.6, 4.945454545454545)","(6.5, 12.0, 9.2)","(3.9, 5.1, 4.35)"
16-12-2022 14:05:02.559554,"(5.0, 8.8, 6.383333333333334)","(7.5, 12.5, 10.914285714285715)","(9.0, 17.0, 12.53125)","(4.8, 8.4, 8.341176470588236)","(21.0, 85.0, 53.230769230769226)","(4.6, 5.6, 4.564705882352941)","(6.5, 12.0, 8.377777777777778)","(3.9, 5.1, 4.55)"
16-12-2022 14:05:03.804928,"(5.0, 8.8, 7.188888888888889)","(7.5, 12.5, 10.914285714285715)","(9.0, 17.0, 13.5)","(4.8, 9.0, 8.357142857142858)","(21.0, 85.0, 48.125)","(4.6, 5.6, 5.05)","(6.5, 13.0, 11.214285714285715)","(3.9, 5.1, 4.7625)"
16-12-2022 14:05:04.908507,"(5.0, 8.8, 7.188888888888889)","(7.5, 12.5, 9.552631578947368)","(9.0, 16.5, 13.5)","(4.8, 9.0, 8.357142857142858)","(21.0, 85.0, 48.125)","(4.6, 5.5, 5.05)","(6.5, 12.5, 11.214285714285715)","(3.9, 5.1, 4.7625)"
16-12-2022 14:05:06.140074,"(5.0, 8.8, 6.383333333333334)","(7.5, 12.5, 11.166666666666666)","(9.0, 16.5, 13.9375)","(4.8, 9.0, 8.222222222222221)","(21.0, 85.0, 48.125)","(4.6, 5.5, 4.666666666666667)","(6.5, 12.5, 11.425)","(3.9, 5.1, 4.35)"
16-12-2022 14:05:07.416149,"(5.0, 8.8, 7.591666666666667)","(7.5, 11.5, 10.925)","(9.0, 16.0, 13.0)","(4.8, 9.0, 8.6)","(21.0, 85.0, 48.125)","(4.6, 5.5, 4.666666666666667)","(6.5, 12.5, 9.352)","(3.9, 5.1, 4.35)"
16-12-2022 14:05:08.547024,"(5.0, 8.8, 7.723076923076924)","(7.5, 11.5, 10.925)","(9.0, 16.0, 11.387096774193548)","(4.8, 9.2, 8.7)","(21.0, 85.0, 48.125)","(4.6, 5.5, 5.05)","(6.5, 13.0, 10.77560975609756)","(3.9, 5.1, 4.8)"
16-12-2022 14:05:09.721933,"(5.0, 8.8, 7.36888888888889)","(7.5, 11.5, 10.58)","(9.0, 16.0, 11.26388888888889)","(4.8, 9.2, 8.7)","(21.0, 85.0, 48.125)","(4.6, 5.5, 5.05)","(6.5, 13.0, 10.77560975609756)","(3.9, 5.1, 4.51875)"
16-12-2022 14:05:10.938299,"(5.0, 8.8, 6.7379310344827585)","(7.5, 11.5, 10.58)","(9.0, 16.0, 11.26388888888889)","(4.8, 9.2, 8.745454545454544)","(21.0, 85.0, 48.125)","(4.6, 5.5, 5.05)","(6.5, 13.0, 10.77560975609756)","(3.9, 5.0, 4.51875)"
16-12-2022 14:05:12.003609,"(5.0, 8.8, 7.5)","(7.5, 11.5, 10.58)","(9.0, 16.0, 11.26388888888889)","(4.8, 9.2, 8.745454545454544)","(21.0, 85.0, 48.125)","(4.6, 5.5, 4.75)","(6.5, 13.0, 9.655999999999999)","(3.9, 5.0, 4.3125)"
16-12-2022 14:05:13.183790,"(5.0, 8.8, 7.5)","(7.5, 11.5, 10.58)","(9.0, 16.0, 11.26388888888889)","(4.8, 9.2, 8.366666666666665)","(21.0, 85.0, 48.125)","(4.6, 5.5, 5.05)","(6.5, 13.0, 9.655999999999999)","(3.9, 5.0, 4.45)"
16-12-2022 14:05:14.576416,"(5.0, 8.8, 7.5)","(7.5, 11.5, 10.58)","(9.0, 16.0, 11.26388888888889)","(4.8, 9.0, 8.333333333333334)","(21.0, 85.0, 48.125)","(4.6, 5.5, 5.05)","(6.5, 13.0, 10.74054054054054)","(3.9, 5.0, 4.45)"
16-12-2022 14:05:15.762287,"(5.0, 8.8, 7.5)","(7.5, 11.5, 10.58)","(9.0, 16.0, 11.26388888888889)","(4.8, 9.0, 8.333333333333334)","(21.0, 85.0, 48.125)","(4.6, 5.5, 5.05)","(6.5, 13.0, 10.74054054054054)","(3.9, 5.0, 4.45)"
16-12-2022 14:05:17.072275,"(5.0, 8.8, 7.5)","(7.5, 11.5, 10.58)","(9.0, 16.0, 11.26388888888889)","(4.8, 9.0, 8.36)","(21.0, 85.0, 48.125)","(4.6, 5.5, 4.666666666666667)","(6.5, 13.0, 10.74054054054054)","(3.9, 5.0, 4.153846153846154)"
16-12-2022 14:05:18.263329,"(5.0, 8.8, 7.5)","(7.5, 11.5, 10.58)","(9.0, 16.0, 11.26388888888889)","(4.8, 9.0, 8.085714285714285)","(21.0, 85.0, 48.125)","(4.6, 5.5, 5.05)","(6.5, 13.0, 11.66)","(3.9, 5.0, 4.733333333333333)"
16-12-2022 14:05:19.778045,"(5.0, 8.8, 7.5)","(7.5, 11.5, 10.58)","(9.0, 16.0, 11.26388888888889)","(4.8, 9.0, 8.085714285714285)","(21.0, 85.0, 48.125)","(4.6, 5.5, 5.05)","(6.5, 12.0, 11.66)","(3.9, 5.0, 4.733333333333333)"
16-12-2022 14:05:21.031352,"(5.0, 8.8, 7.5)","(7.5, 11.5, 10.5)","(9.0, 16.0, 13.714285714285715)","(4.8, 9.0, 8.399999999999999)","(21.0, 85.0, 48.125)","(4.6, 5.5, 5.05)","(6.5, 12.0, 10.464285714285714)","(3.9, 5.0, 4.733333333333333)"
16-12-2022 14:05:22.242036,"(5.0, 8.8, 7.5)","(7.5, 11.5, 10.96)","(9.0, 15.0, 11.203125)","(4.8, 9.2, 8.7375)","(21.0, 85.0, 48.125)","(4.6, 5.5, 4.666666666666667)","(6.5, 11.5, 10.464285714285714)","(3.9, 5.0, 4.688888888888889)"
16-12-2022 14:05:23.590618,"(5.0, 8.8, 7.5)","(7.5, 11.5, 10.96)","(9.0, 15.0, 11.203125)","(4.8, 9.0, 8.7375)","(21.0, 85.0, 48.125)","(4.6, 5.5, 4.666666666666667)","(6.5, 11.5, 10.464285714285714)","(3.9, 5.0, 4.688888888888889)"
16-12-2022 14:05:24.846524,"(5.0, 8.8, 7.5)","(7.5, 11.5, 10.96)","(9.0, 15.0, 13.0)","(4.8, 9.0, 8.7375)","(21.0, 85.0, 48.125)","(4.6, 5.5, 5.05)","(6.5, 11.5, 10.464285714285714)","(3.9, 5.0, 4.592307692307693)"
16-12-2022 14:05:26.172766,"(5.0, 8.8, 8.5)","(7.5, 11.5, 10.96)","(9.0, 14.0, 13.0)","(4.8, 9.0, 8.7375)","(21.0, 85.0, 48.125)","(4.6, 5.5, 4.88125)","(6.5, 11.5, 10.464285714285714)","(3.9, 4.9, 4.592307692307693)"
16-12-2022 14:05:27.496190,"(5.0, 8.4, 8.146153846153847)","(7.5, 11.5, 10.96)","(9.0, 14.0, 11.083333333333334)","(4.8, 9.0, 8.25)","(21.0, 85.0, 48.125)","(4.6, 5.5, 4.53030303030303)","(6.5, 11.5, 14.189473684210526)","(3.9, 4.9, 4.18)"
16-12-2022 14:05:28.927169,"(5.0, 8.4, 8.146153846153847)","(7.5, 11.5, 10.96)","(9.0, 14.0, 11.083333333333334)","(4.8, 8.4, 8.25)","(21.0, 85.0, 48.125)","(4.6, 5.5, 4.53030303030303)","(6.5, 14.5, 14.189473684210526)","(3.9, 4.9, 4.138461538461539)"
16-12-2022 14:05:30.124029,"(5.0, 8.4, 8.146153846153847)","(7.5, 11.5, 10.96)","(9.0, 14.0, 11.083333333333334)","(4.8, 8.4, 8.25)","(21.0, 85.0, 48.125)","(4.6, 5.5, 4.781818181818181)","(6.5, 14.5, 14.189473684210526)","(3.9, 4.9, 4.41875)"
16-12-2022 14:05:31.482487,"(5.0, 8.4, 7.5)","(7.5, 11.5, 10.96)","(9.0, 14.0, 11.083333333333334)","(4.8, 8.4, 8.25)","(21.0, 85.0, 48.125)","(4.6, 5.4, 4.781818181818181)","(6.5, 14.5, 14.189473684210526)","(3.9, 4.9, 4.5888888888888895)"
16-12-2022 14:05:32.631586,"(5.0, 8.4, 7.5)","(7.5, 11.5, 10.96)","(9.0, 14.0, 12.0)","(4.8, 8.4, 8.25)","(21.0, 85.0, 48.125)","(4.6, 5.4, 4.550000000000001)","(6.5, 14.5, 14.189473684210526)","(3.9, 4.9, 4.58)"
16-12-2022 14:05:33.759853,"(5.0, 8.4, 7.5)","(7.5, 11.5, 10.96)","(9.0, 13.5, 12.0)","(4.8, 8.4, 8.25)","(21.0, 85.0, 48.125)","(4.6, 5.4, 4.4750000000000005)","(6.5, 14.5, 14.189473684210526)","(3.9, 4.9, 4.58)"
16-12-2022 14:05:34.869027,"(5.0, 8.4, 7.5)","(7.5, 11.5, 10.96)","(9.0, 13.5, 12.0)","(4.8, 8.4, 8.25)","(21.0, 85.0, 48.125)","(4.6, 5.4, 4.4750000000000005)","(6.5, 14.5, 14.189473684210526)","(3.9, 4.9, 4.58)"
16-12-2022 14:05:36.054238,"(5.0, 8.4, 7.5)","(7.5, 11.5, 10.96)","(9.0, 13.5, 12.0)","(4.8, 8.4, 8.25)","(21.0, 85.0, 48.125)","(4.6, 5.4, 4.8076923076923075)","(6.5, 14.5, 13.657142857142857)","(3.9, 4.9, 4.633333333333334)"
16-12-2022 14:05:37.205601,"(5.0, 8.4, 7.569230769230769)","(7.5, 11.5, 10.96)","(9.0, 13.5, 10.941176470588236)","(4.8, 8.4, 8.25)","(21.0, 85.0, 48.125)","(4.6, 5.3, 4.690476190476191)","(6.5, 14.5, 13.657142857142857)","(3.9, 4.9, 4.633333333333334)"
