,Thunder Pie,Diversify,Thunder Struck,Eadie,Aston Texan,Caveman,Tinker Dan,Spicy Girl
12-01-2023 10:04:16.363442,"(6.5, 16.0, 14.2)","(9.0, 18.0, 16.363636363636363)","(9.0, 32.0, 22.880000000000003)","(5.0, 7.8, 6.3)","(13.0, 26.0, 22.77777777777778)","(2.5, 4.0, 3.2444444444444445)","(3.9, 7.0, 4.527272727272727)","(51.0, 280.0, 108.57142857142857)"
12-01-2023 10:04:17.530756,"(6.5, 16.0, 14.2)","(9.0, 18.0, 16.363636363636363)","(9.0, 32.0, 22.880000000000003)","(5.0, 7.8, 6.3)","(13.0, 26.0, 22.77777777777778)","(2.5, 4.0, 3.2444444444444445)","(3.9, 7.0, 4.527272727272727)","(51.0, 280.0, 108.57142857142857)"
12-01-2023 10:04:18.641205,"(6.5, 16.0, 14.2)","(9.0, 18.0, 16.363636363636363)","(9.0, 32.0, 22.880000000000003)","(5.0, 7.8, 6.3)","(13.0, 26.0, 22.77777777777778)","(2.5, 4.0, 3.2444444444444445)","(3.9, 7.0, 4.527272727272727)","(51.0, 280.0, 108.57142857142857)"
12-01-2023 10:04:19.796932,"(6.5, 16.0, 14.2)","(9.0, 18.0, 16.363636363636363)","(9.0, 32.0, 22.880000000000003)","(5.0, 7.8, 6.3)","(13.0, 26.0, 22.77777777777778)","(2.5, 4.0, 3.2444444444444445)","(3.9, 7.0, 4.527272727272727)","(51.0, 280.0, 108.57142857142857)"
12-01-2023 10:04:20.890885,"(6.5, 16.0, 14.2)","(9.0, 18.0, 16.363636363636363)","(9.0, 32.0, 22.880000000000003)","(5.0, 7.8, 6.3)","(13.0, 26.0, 22.77777777777778)","(2.5, 4.0, 3.2444444444444445)","(3.9, 7.0, 4.527272727272727)","(51.0, 280.0, 108.57142857142857)"
12-01-2023 10:04:21.967565,"(6.5, 16.0, 14.2)","(9.0, 18.0, 16.363636363636363)","(9.0, 32.0, 22.880000000000003)","(5.0, 7.8, 6.3)","(13.0, 26.0, 22.77777777777778)","(2.5, 4.0, 3.2444444444444445)","(3.9, 7.0, 4.527272727272727)","(51.0, 280.0, 108.57142857142857)"
12-01-2023 10:04:23.107216,"(6.5, 16.0, 14.2)","(9.0, 18.0, 16.363636363636363)","(9.0, 32.0, 22.880000000000003)","(5.0, 7.8, 6.3)","(13.0, 26.0, 22.77777777777778)","(2.5, 4.0, 3.2444444444444445)","(3.9, 7.0, 4.527272727272727)","(51.0, 280.0, 108.57142857142857)"
12-01-2023 10:04:24.276408,"(6.5, 16.0, 14.2)","(9.0, 18.0, 16.363636363636363)","(9.0, 32.0, 22.880000000000003)","(5.0, 7.8, 6.3)","(13.0, 26.0, 22.77777777777778)","(2.5, 4.0, 3.2444444444444445)","(3.9, 7.0, 4.527272727272727)","(51.0, 280.0, 108.57142857142857)"
12-01-2023 10:04:25.326051,"(6.5, 16.0, 14.2)","(9.0, 18.0, 16.363636363636363)","(9.0, 32.0, 22.880000000000003)","(5.0, 7.8, 6.3)","(13.0, 26.0, 22.77777777777778)","(2.5, 4.0, 3.2444444444444445)","(3.9, 7.0, 4.527272727272727)","(51.0, 280.0, 108.57142857142857)"
12-01-2023 10:04:26.408136,"(6.5, 16.0, 14.2)","(9.0, 18.0, 16.363636363636363)","(9.0, 32.0, 22.880000000000003)","(5.0, 7.8, 6.3)","(13.0, 26.0, 22.77777777777778)","(2.5, 4.0, 3.2444444444444445)","(3.9, 7.0, 4.527272727272727)","(51.0, 280.0, 108.57142857142857)"
12-01-2023 10:04:27.423128,"(6.5, 16.0, 14.2)","(9.0, 18.0, 16.363636363636363)","(9.0, 32.0, 22.880000000000003)","(5.0, 7.8, 6.3)","(13.0, 26.0, 22.77777777777778)","(2.5, 4.0, 3.2444444444444445)","(3.9, 7.0, 4.527272727272727)","(51.0, 280.0, 108.57142857142857)"
12-01-2023 10:04:28.466196,"(6.5, 16.0, 14.2)","(9.0, 18.0, 16.363636363636363)","(9.0, 32.0, 22.880000000000003)","(5.0, 7.8, 6.3)","(13.0, 26.0, 22.77777777777778)","(2.5, 4.0, 3.2444444444444445)","(3.9, 7.0, 4.527272727272727)","(51.0, 280.0, 108.57142857142857)"
12-01-2023 10:04:29.601792,"(6.5, 16.0, 14.2)","(9.0, 18.0, 16.363636363636363)","(9.0, 32.0, 22.880000000000003)","(5.0, 7.8, 6.3)","(13.0, 26.0, 22.77777777777778)","(2.5, 4.0, 3.2444444444444445)","(3.9, 7.0, 4.527272727272727)","(51.0, 280.0, 108.57142857142857)"
12-01-2023 10:04:30.653061,"(6.5, 16.0, 14.2)","(9.0, 18.0, 16.363636363636363)","(9.0, 32.0, 22.880000000000003)","(5.0, 7.8, 6.3)","(13.0, 26.0, 22.77777777777778)","(2.5, 4.0, 3.2444444444444445)","(3.9, 7.0, 4.527272727272727)","(51.0, 280.0, 108.57142857142857)"
12-01-2023 10:04:31.769365,"(6.5, 16.0, 14.2)","(9.0, 18.0, 16.363636363636363)","(9.0, 32.0, 22.880000000000003)","(5.0, 7.8, 6.3)","(13.0, 26.0, 22.77777777777778)","(2.5, 4.0, 3.2444444444444445)","(3.9, 7.0, 4.527272727272727)","(51.0, 280.0, 108.57142857142857)"
12-01-2023 10:04:32.828909,"(6.5, 16.0, 14.2)","(9.0, 18.0, 16.363636363636363)","(9.0, 32.0, 22.880000000000003)","(5.0, 7.8, 6.3)","(13.0, 26.0, 22.77777777777778)","(2.5, 4.0, 3.2444444444444445)","(3.9, 7.0, 4.527272727272727)","(51.0, 280.0, 108.57142857142857)"
12-01-2023 10:04:33.838563,"(6.5, 16.0, 14.2)","(9.0, 18.0, 16.363636363636363)","(9.0, 32.0, 22.880000000000003)","(5.0, 7.8, 6.3)","(13.0, 26.0, 22.77777777777778)","(2.5, 4.0, 3.2444444444444445)","(3.9, 7.0, 4.527272727272727)","(51.0, 280.0, 108.57142857142857)"
12-01-2023 10:04:34.878844,"(6.5, 16.0, 14.2)","(9.0, 18.0, 16.363636363636363)","(9.0, 32.0, 22.880000000000003)","(5.0, 7.8, 6.3)","(13.0, 26.0, 22.77777777777778)","(2.5, 4.0, 3.2444444444444445)","(3.9, 7.0, 4.527272727272727)","(51.0, 280.0, 108.57142857142857)"
12-01-2023 10:04:35.971728,"(6.5, 16.0, 14.2)","(9.0, 18.0, 16.363636363636363)","(9.0, 32.0, 22.880000000000003)","(5.0, 7.8, 6.3)","(13.0, 26.0, 22.77777777777778)","(2.5, 4.0, 3.2444444444444445)","(3.9, 7.0, 4.527272727272727)","(51.0, 280.0, 108.57142857142857)"
12-01-2023 10:04:37.021139,"(6.5, 16.0, 14.2)","(9.0, 18.0, 16.363636363636363)","(9.0, 32.0, 22.880000000000003)","(5.0, 7.8, 6.3)","(13.0, 26.0, 22.77777777777778)","(2.5, 4.0, 3.2444444444444445)","(3.9, 7.0, 4.527272727272727)","(51.0, 280.0, 108.57142857142857)"
12-01-2023 10:04:38.011142,"(6.5, 16.0, 14.2)","(9.0, 18.0, 16.363636363636363)","(9.0, 32.0, 22.880000000000003)","(5.0, 7.8, 6.3)","(13.0, 26.0, 22.77777777777778)","(2.5, 4.0, 3.2444444444444445)","(3.9, 7.0, 4.527272727272727)","(51.0, 280.0, 108.57142857142857)"
12-01-2023 10:04:39.002163,"(6.5, 16.0, 14.2)","(9.0, 18.0, 16.363636363636363)","(9.0, 32.0, 22.880000000000003)","(5.0, 7.8, 6.3)","(13.0, 26.0, 22.77777777777778)","(2.5, 4.0, 3.2444444444444445)","(3.9, 7.0, 4.527272727272727)","(51.0, 280.0, 108.57142857142857)"
12-01-2023 10:04:40.016236,"(6.5, 16.0, 14.2)","(9.0, 18.0, 16.363636363636363)","(9.0, 32.0, 22.880000000000003)","(5.0, 7.8, 6.3)","(13.0, 26.0, 22.77777777777778)","(2.5, 4.0, 3.2444444444444445)","(3.9, 7.0, 4.527272727272727)","(51.0, 280.0, 108.57142857142857)"
12-01-2023 10:04:41.104512,"(6.5, 16.0, 14.2)","(9.0, 18.0, 16.363636363636363)","(9.0, 32.0, 22.880000000000003)","(5.0, 7.8, 6.3)","(13.0, 26.0, 22.77777777777778)","(2.5, 4.0, 3.2444444444444445)","(3.9, 7.0, 4.527272727272727)","(51.0, 280.0, 108.57142857142857)"
12-01-2023 10:04:42.178438,"(6.5, 16.0, 14.2)","(9.0, 18.0, 16.363636363636363)","(9.0, 32.0, 22.880000000000003)","(5.0, 7.8, 6.3)","(13.0, 26.0, 22.77777777777778)","(2.5, 4.0, 3.2444444444444445)","(3.9, 7.0, 4.527272727272727)","(51.0, 280.0, 108.57142857142857)"
12-01-2023 10:04:43.223345,"(6.5, 16.0, 14.2)","(9.0, 18.0, 16.363636363636363)","(9.0, 32.0, 22.880000000000003)","(5.0, 7.8, 6.3)","(13.0, 26.0, 22.77777777777778)","(2.5, 4.0, 3.2444444444444445)","(3.9, 7.0, 4.527272727272727)","(51.0, 280.0, 108.57142857142857)"
12-01-2023 10:04:44.236666,"(6.5, 16.0, 14.2)","(9.0, 18.0, 16.363636363636363)","(9.0, 32.0, 22.880000000000003)","(5.0, 7.8, 6.3)","(13.0, 26.0, 22.77777777777778)","(2.5, 4.0, 3.2444444444444445)","(3.9, 7.0, 4.527272727272727)","(51.0, 280.0, 108.57142857142857)"
12-01-2023 10:04:45.277025,"(6.5, 16.0, 14.2)","(9.0, 18.0, 16.363636363636363)","(9.0, 32.0, 22.880000000000003)","(5.0, 7.8, 6.3)","(13.0, 26.0, 22.77777777777778)","(2.5, 4.0, 3.2444444444444445)","(3.9, 7.0, 4.527272727272727)","(51.0, 280.0, 108.57142857142857)"
12-01-2023 10:04:46.308064,"(6.5, 16.0, 14.2)","(9.0, 18.0, 16.363636363636363)","(9.0, 32.0, 22.880000000000003)","(5.0, 7.8, 6.3)","(13.0, 26.0, 22.77777777777778)","(2.5, 4.0, 3.2444444444444445)","(3.9, 7.0, 4.527272727272727)","(51.0, 280.0, 108.57142857142857)"
12-01-2023 10:04:47.348487,"(6.5, 16.0, 14.2)","(9.0, 18.0, 16.363636363636363)","(9.0, 32.0, 22.880000000000003)","(5.0, 7.8, 6.3)","(13.0, 26.0, 22.77777777777778)","(2.5, 4.0, 3.2444444444444445)","(3.9, 7.0, 4.527272727272727)","(51.0, 280.0, 108.57142857142857)"
12-01-2023 10:04:48.395649,"(6.5, 16.0, 14.2)","(9.0, 18.0, 16.363636363636363)","(9.0, 32.0, 22.880000000000003)","(5.0, 7.8, 6.3)","(13.0, 26.0, 22.77777777777778)","(2.5, 4.0, 3.2444444444444445)","(3.9, 7.0, 4.527272727272727)","(51.0, 280.0, 108.57142857142857)"
12-01-2023 10:04:49.365173,"(6.5, 16.0, 14.2)","(9.0, 18.0, 16.363636363636363)","(9.0, 32.0, 22.880000000000003)","(5.0, 7.8, 6.3)","(13.0, 26.0, 22.77777777777778)","(2.5, 4.0, 3.2444444444444445)","(3.9, 7.0, 4.527272727272727)","(51.0, 280.0, 108.57142857142857)"
12-01-2023 10:04:50.412931,"(6.5, 16.0, 14.2)","(9.0, 18.0, 16.363636363636363)","(9.0, 32.0, 22.880000000000003)","(5.0, 7.8, 6.3)","(13.0, 26.0, 22.77777777777778)","(2.5, 4.0, 3.2444444444444445)","(3.9, 7.0, 4.527272727272727)","(51.0, 280.0, 108.57142857142857)"
12-01-2023 10:04:51.516547,"(6.5, 16.0, 14.2)","(9.0, 18.0, 16.363636363636363)","(9.0, 32.0, 22.880000000000003)","(5.0, 7.8, 6.3)","(13.0, 26.0, 22.77777777777778)","(2.5, 4.0, 3.2444444444444445)","(3.9, 7.0, 4.527272727272727)","(51.0, 280.0, 108.57142857142857)"
12-01-2023 10:04:52.605778,"(6.5, 16.0, 14.2)","(9.0, 18.0, 16.363636363636363)","(9.0, 32.0, 22.880000000000003)","(5.0, 7.8, 6.3)","(13.0, 26.0, 22.77777777777778)","(2.5, 4.0, 3.2444444444444445)","(3.9, 7.0, 4.527272727272727)","(51.0, 280.0, 108.57142857142857)"
12-01-2023 10:04:53.653288,"(6.5, 16.0, 14.2)","(9.0, 18.0, 16.363636363636363)","(9.0, 32.0, 22.880000000000003)","(5.0, 7.8, 6.3)","(13.0, 26.0, 22.77777777777778)","(2.5, 4.0, 3.2444444444444445)","(3.9, 7.0, 4.527272727272727)","(51.0, 280.0, 108.57142857142857)"
12-01-2023 10:04:54.679447,"(6.5, 16.0, 14.2)","(9.0, 18.0, 16.363636363636363)","(9.0, 32.0, 22.880000000000003)","(5.0, 7.8, 6.3)","(13.0, 26.0, 22.77777777777778)","(2.5, 4.0, 3.2444444444444445)","(3.9, 7.0, 4.527272727272727)","(51.0, 280.0, 108.57142857142857)"
12-01-2023 10:04:55.703860,"(6.5, 16.0, 14.2)","(9.0, 18.0, 16.363636363636363)","(9.0, 32.0, 22.880000000000003)","(5.0, 7.8, 6.3)","(13.0, 26.0, 22.77777777777778)","(2.5, 4.0, 3.2444444444444445)","(3.9, 7.0, 4.527272727272727)","(51.0, 280.0, 108.57142857142857)"
12-01-2023 10:04:56.785812,"(6.5, 16.0, 14.2)","(9.0, 18.0, 16.363636363636363)","(9.0, 32.0, 22.880000000000003)","(5.0, 7.8, 6.3)","(13.0, 26.0, 22.77777777777778)","(2.5, 4.0, 3.2444444444444445)","(3.9, 7.0, 4.527272727272727)","(51.0, 280.0, 108.57142857142857)"
12-01-2023 10:04:57.849177,"(6.5, 16.0, 14.2)","(9.0, 18.0, 16.363636363636363)","(9.0, 32.0, 22.880000000000003)","(5.0, 7.8, 6.3)","(13.0, 26.0, 22.77777777777778)","(2.5, 4.0, 3.2444444444444445)","(3.9, 7.0, 4.527272727272727)","(51.0, 280.0, 108.57142857142857)"
12-01-2023 10:04:58.877909,"(6.5, 16.0, 14.2)","(9.0, 18.0, 16.363636363636363)","(9.0, 32.0, 22.880000000000003)","(5.0, 7.8, 6.3)","(13.0, 26.0, 22.77777777777778)","(2.5, 4.0, 3.2444444444444445)","(3.9, 7.0, 4.527272727272727)","(51.0, 280.0, 108.57142857142857)"
12-01-2023 10:04:59.915321,"(6.5, 16.0, 14.2)","(9.0, 18.0, 16.363636363636363)","(9.0, 32.0, 22.880000000000003)","(5.0, 7.8, 6.3)","(13.0, 26.0, 22.77777777777778)","(2.5, 4.0, 3.2444444444444445)","(3.9, 7.0, 4.527272727272727)","(51.0, 280.0, 108.57142857142857)"
12-01-2023 10:05:01.013078,"(6.5, 16.0, 14.2)","(9.0, 18.0, 16.363636363636363)","(9.0, 32.0, 22.880000000000003)","(5.0, 7.8, 6.3)","(13.0, 26.0, 22.77777777777778)","(2.5, 4.0, 3.2444444444444445)","(3.9, 7.0, 4.527272727272727)","(51.0, 280.0, 108.57142857142857)"
12-01-2023 10:05:02.062090,"(6.5, 16.0, 14.2)","(9.0, 18.0, 16.363636363636363)","(9.0, 32.0, 22.880000000000003)","(5.0, 7.8, 6.3)","(13.0, 26.0, 22.77777777777778)","(2.5, 4.0, 3.2444444444444445)","(3.9, 7.0, 4.527272727272727)","(51.0, 280.0, 108.57142857142857)"
12-01-2023 10:05:03.094882,"(6.5, 16.0, 14.2)","(9.0, 18.0, 16.363636363636363)","(9.0, 32.0, 22.880000000000003)","(5.0, 7.8, 6.3)","(13.0, 26.0, 22.77777777777778)","(2.5, 4.0, 3.2444444444444445)","(3.9, 7.0, 4.527272727272727)","(51.0, 280.0, 108.57142857142857)"
12-01-2023 10:05:04.107096,"(6.5, 16.0, 14.2)","(9.0, 18.0, 16.363636363636363)","(9.0, 32.0, 22.880000000000003)","(5.0, 7.8, 6.3)","(13.0, 26.0, 22.77777777777778)","(2.5, 4.0, 3.2444444444444445)","(3.9, 7.0, 4.527272727272727)","(51.0, 280.0, 108.57142857142857)"
12-01-2023 10:05:05.094810,"(6.5, 16.0, 14.2)","(9.0, 18.0, 16.363636363636363)","(9.0, 32.0, 22.880000000000003)","(5.0, 7.8, 6.3)","(13.0, 26.0, 22.77777777777778)","(2.5, 4.0, 3.2444444444444445)","(3.9, 7.0, 4.527272727272727)","(51.0, 280.0, 108.57142857142857)"
12-01-2023 10:05:06.044242,"(6.5, 16.0, 14.2)","(9.0, 18.0, 16.363636363636363)","(9.0, 32.0, 22.880000000000003)","(5.0, 7.8, 6.3)","(13.0, 26.0, 22.77777777777778)","(2.5, 4.0, 3.2444444444444445)","(3.9, 7.0, 4.527272727272727)","(51.0, 280.0, 108.57142857142857)"
12-01-2023 10:05:07.086445,"(6.5, 16.0, 14.2)","(9.0, 18.0, 16.363636363636363)","(9.0, 32.0, 22.880000000000003)","(5.0, 7.8, 6.3)","(13.0, 26.0, 22.77777777777778)","(2.5, 4.0, 3.2444444444444445)","(3.9, 7.0, 4.527272727272727)","(51.0, 280.0, 108.57142857142857)"
12-01-2023 10:05:08.130240,"(6.5, 16.0, 14.2)","(9.0, 18.0, 16.363636363636363)","(9.0, 32.0, 22.880000000000003)","(5.0, 7.8, 6.3)","(13.0, 26.0, 22.77777777777778)","(2.5, 4.0, 3.2444444444444445)","(3.9, 7.0, 4.527272727272727)","(51.0, 280.0, 108.57142857142857)"
12-01-2023 10:05:09.151233,"(6.5, 16.0, 14.2)","(9.0, 18.0, 16.363636363636363)","(9.0, 32.0, 22.880000000000003)","(5.0, 7.8, 6.3)","(13.0, 26.0, 22.77777777777778)","(2.5, 4.0, 3.2444444444444445)","(3.9, 7.0, 4.527272727272727)","(51.0, 280.0, 108.57142857142857)"
12-01-2023 10:05:10.259741,"(6.5, 16.0, 14.2)","(9.0, 18.0, 16.363636363636363)","(9.0, 32.0, 22.880000000000003)","(5.0, 7.8, 6.3)","(13.0, 26.0, 22.77777777777778)","(2.5, 4.0, 3.2444444444444445)","(3.9, 7.0, 4.527272727272727)","(51.0, 280.0, 108.57142857142857)"
12-01-2023 10:05:11.337756,"(6.5, 16.0, 14.2)","(9.0, 18.0, 16.363636363636363)","(9.0, 32.0, 22.880000000000003)","(5.0, 7.8, 6.3)","(13.0, 26.0, 22.77777777777778)","(2.5, 4.0, 3.2444444444444445)","(3.9, 7.0, 4.527272727272727)","(51.0, 280.0, 108.57142857142857)"
12-01-2023 10:05:12.421727,"(6.5, 16.0, 14.2)","(9.0, 18.0, 16.363636363636363)","(9.0, 32.0, 22.880000000000003)","(5.0, 7.8, 6.3)","(13.0, 26.0, 22.77777777777778)","(2.5, 4.0, 3.2444444444444445)","(3.9, 7.0, 4.527272727272727)","(51.0, 280.0, 108.57142857142857)"
12-01-2023 10:05:13.508470,"(6.5, 16.0, 14.2)","(9.0, 18.0, 16.363636363636363)","(9.0, 32.0, 22.880000000000003)","(5.0, 7.8, 6.3)","(13.0, 26.0, 22.77777777777778)","(2.5, 4.0, 3.2444444444444445)","(3.9, 7.0, 4.527272727272727)","(51.0, 280.0, 108.57142857142857)"
12-01-2023 10:05:14.657328,"(6.5, 16.0, 14.2)","(9.0, 18.0, 16.363636363636363)","(9.0, 32.0, 22.880000000000003)","(5.0, 7.8, 6.3)","(13.0, 26.0, 22.77777777777778)","(2.5, 4.0, 3.2444444444444445)","(3.9, 7.0, 4.527272727272727)","(51.0, 280.0, 108.57142857142857)"
12-01-2023 10:05:15.768734,"(6.5, 16.0, 14.2)","(9.0, 18.0, 16.363636363636363)","(9.0, 32.0, 22.880000000000003)","(5.0, 7.8, 6.3)","(13.0, 26.0, 22.77777777777778)","(2.5, 4.0, 3.2444444444444445)","(3.9, 7.0, 4.527272727272727)","(51.0, 280.0, 108.57142857142857)"
12-01-2023 10:05:16.778986,"(6.5, 16.0, 14.2)","(9.0, 18.0, 16.363636363636363)","(9.0, 32.0, 22.880000000000003)","(5.0, 7.8, 6.3)","(13.0, 26.0, 22.77777777777778)","(2.5, 4.0, 3.2444444444444445)","(3.9, 7.0, 4.527272727272727)","(51.0, 280.0, 108.57142857142857)"
12-01-2023 10:05:17.852612,"(6.5, 16.0, 14.2)","(9.0, 18.0, 16.363636363636363)","(9.0, 32.0, 22.880000000000003)","(5.0, 7.8, 6.3)","(13.0, 26.0, 22.77777777777778)","(2.5, 4.0, 3.2444444444444445)","(3.9, 7.0, 4.527272727272727)","(51.0, 280.0, 108.57142857142857)"
12-01-2023 10:05:18.909577,"(6.5, 16.0, 10.133333333333333)","(9.0, 18.0, 16.363636363636363)","(9.0, 32.0, 22.880000000000003)","(5.0, 7.8, 6.3)","(13.0, 26.0, 22.77777777777778)","(2.5, 4.0, 3.2444444444444445)","(3.9, 7.0, 4.527272727272727)","(51.0, 280.0, 108.57142857142857)"
12-01-2023 10:05:19.985353,"(6.5, 16.0, 10.133333333333333)","(9.0, 18.0, 16.363636363636363)","(9.0, 32.0, 22.880000000000003)","(5.0, 7.8, 6.3)","(13.0, 26.0, 22.77777777777778)","(2.5, 4.0, 3.2444444444444445)","(3.9, 7.0, 4.527272727272727)","(51.0, 280.0, 108.57142857142857)"
12-01-2023 10:05:21.073256,"(6.5, 16.0, 10.133333333333333)","(9.0, 18.0, 16.363636363636363)","(9.0, 32.0, 22.880000000000003)","(5.0, 7.8, 6.3)","(13.0, 26.0, 22.77777777777778)","(2.5, 4.0, 3.2444444444444445)","(3.9, 7.0, 4.527272727272727)","(51.0, 280.0, 108.57142857142857)"
