,Thunder Pie,Diversify,Thunder Struck,Eadie,Aston Texan,Caveman,Tinker Dan,Spicy Girl
12-01-2023 10:13:38.298864,"(6.5, 16.0, 10.666666666666666)","(9.0, 18.5, 15.107142857142858)","(9.0, 22.0, 20.125)","(5.0, 7.8, 6.3)","(13.0, 26.0, 22.77777777777778)","(2.5, 4.0, 3.4222222222222225)","(3.9, 6.2, 5.26)","(51.0, 270.0, 157.0)"
12-01-2023 10:13:39.314220,"(6.5, 15.5, 9.875)","(9.0, 18.5, 10.75)","(9.0, 22.0, 20.125)","(5.0, 7.6, 7.199999999999999)","(13.0, 26.0, 15.875)","(2.5, 4.0, 3.4222222222222225)","(3.9, 6.2, 5.26)","(51.0, 270.0, 157.0)"
12-01-2023 10:13:40.498434,"(6.5, 15.5, 9.071428571428571)","(9.0, 18.5, 10.75)","(9.0, 22.0, 20.125)","(5.0, 7.6, 7.199999999999999)","(13.0, 26.0, 15.875)","(2.5, 4.0, 3.4222222222222225)","(3.9, 6.2, 5.140000000000001)","(51.0, 270.0, 157.0)"
12-01-2023 10:13:41.552354,"(6.5, 15.5, 9.071428571428571)","(9.0, 18.5, 10.75)","(9.0, 22.0, 20.125)","(5.0, 7.6, 7.199999999999999)","(13.0, 26.0, 15.875)","(2.5, 4.0, 3.4222222222222225)","(3.9, 6.0, 5.140000000000001)","(51.0, 270.0, 157.0)"
12-01-2023 10:13:42.602322,"(6.5, 14.0, 10.0)","(9.0, 18.0, 17.12)","(9.0, 23.0, 20.875)","(5.0, 7.6, 7.199999999999999)","(13.0, 26.0, 21.65)","(2.5, 4.0, 3.4222222222222225)","(3.9, 5.4, 4.485714285714286)","(51.0, 170.0, 107.0)"
12-01-2023 10:13:43.686463,"(6.5, 13.5, 8.785714285714286)","(9.0, 18.0, 15.133333333333333)","(9.0, 23.0, 20.875)","(5.0, 7.6, 6.949999999999999)","(13.0, 26.0, 21.65)","(2.5, 4.0, 3.4222222222222225)","(3.9, 5.4, 4.485714285714286)","(51.0, 170.0, 107.0)"
12-01-2023 10:13:44.723342,"(6.5, 13.5, 8.785714285714286)","(9.0, 18.0, 15.133333333333333)","(9.0, 23.0, 21.4)","(5.0, 7.6, 6.949999999999999)","(13.0, 26.0, 21.65)","(2.5, 4.0, 3.4222222222222225)","(3.9, 5.4, 4.485714285714286)","(51.0, 170.0, 107.0)"
12-01-2023 10:13:45.882829,"(6.5, 13.5, 8.175)","(9.0, 18.0, 15.133333333333333)","(9.0, 23.0, 21.4)","(5.0, 7.6, 6.949999999999999)","(13.0, 26.0, 15.5)","(2.5, 4.0, 3.4222222222222225)","(3.9, 5.4, 4.485714285714286)","(51.0, 170.0, 107.0)"
12-01-2023 10:13:47.042376,"(6.5, 13.5, 8.475)","(9.0, 18.0, 15.133333333333333)","(9.0, 23.0, 22.363636363636363)","(5.0, 7.6, 6.949999999999999)","(13.0, 26.0, 15.5)","(2.5, 4.0, 3.4222222222222225)","(3.9, 5.4, 4.485714285714286)","(51.0, 170.0, 107.0)"
12-01-2023 10:13:48.222077,"(6.5, 13.0, 11.577777777777778)","(9.0, 18.0, 15.133333333333333)","(9.0, 24.0, 22.090909090909093)","(5.0, 7.6, 6.949999999999999)","(13.0, 26.0, 15.5)","(2.5, 4.0, 3.4222222222222225)","(3.9, 5.4, 4.485714285714286)","(51.0, 170.0, 107.0)"
12-01-2023 10:13:49.446155,"(6.5, 13.0, 11.577777777777778)","(9.0, 18.0, 15.133333333333333)","(9.0, 24.0, 22.090909090909093)","(5.0, 7.6, 6.949999999999999)","(13.0, 26.0, 15.5)","(2.5, 4.0, 3.4222222222222225)","(3.9, 5.4, 4.485714285714286)","(51.0, 170.0, 107.0)"
12-01-2023 10:13:50.553302,"(6.5, 15.5, 12.83)","(9.0, 18.0, 15.133333333333333)","(9.0, 24.0, 22.090909090909093)","(5.0, 7.6, 6.949999999999999)","(13.0, 26.0, 15.5)","(2.5, 4.0, 3.4222222222222225)","(3.9, 5.4, 4.485714285714286)","(51.0, 170.0, 107.0)"
12-01-2023 10:13:51.582972,"(6.5, 14.5, 12.744444444444444)","(9.0, 18.0, 15.133333333333333)","(9.0, 24.0, 22.090909090909093)","(5.0, 7.6, 6.949999999999999)","(13.0, 26.0, 15.5)","(2.5, 4.0, 3.4222222222222225)","(3.9, 5.4, 4.79047619047619)","(51.0, 170.0, 107.0)"
12-01-2023 10:13:52.632168,"(6.5, 14.5, 12.744444444444444)","(9.0, 18.0, 15.133333333333333)","(9.0, 24.0, 22.090909090909093)","(5.0, 7.6, 6.949999999999999)","(13.0, 26.0, 15.5)","(2.5, 4.0, 3.4222222222222225)","(3.9, 5.4, 4.79047619047619)","(51.0, 170.0, 107.0)"
12-01-2023 10:13:53.614210,"(6.5, 15.0, 13.133333333333333)","(9.0, 18.0, 15.133333333333333)","(9.0, 24.0, 22.090909090909093)","(5.0, 7.6, 6.949999999999999)","(13.0, 26.0, 15.5)","(2.5, 4.0, 3.4222222222222225)","(3.9, 5.4, 4.79047619047619)","(51.0, 170.0, 107.0)"
12-01-2023 10:13:54.655879,"(6.5, 15.0, 13.133333333333333)","(9.0, 18.0, 15.133333333333333)","(9.0, 24.0, 22.090909090909093)","(5.0, 7.6, 6.949999999999999)","(13.0, 26.0, 15.5)","(2.5, 4.0, 3.4222222222222225)","(3.9, 5.4, 4.79047619047619)","(51.0, 170.0, 107.0)"
12-01-2023 10:13:55.696097,"(6.5, 15.0, 13.133333333333333)","(9.0, 18.0, 15.133333333333333)","(9.0, 24.0, 22.090909090909093)","(5.0, 7.6, 6.949999999999999)","(13.0, 26.0, 15.5)","(2.5, 4.0, 3.4222222222222225)","(3.9, 5.4, 4.79047619047619)","(51.0, 170.0, 107.0)"
12-01-2023 10:13:56.756917,"(6.5, 15.0, 13.133333333333333)","(9.0, 18.0, 15.133333333333333)","(9.0, 24.0, 22.090909090909093)","(5.0, 7.6, 6.949999999999999)","(13.0, 26.0, 15.5)","(2.5, 4.0, 3.4222222222222225)","(3.9, 5.4, 4.79047619047619)","(51.0, 170.0, 107.0)"
12-01-2023 10:13:57.740269,"(6.5, 15.0, 13.133333333333333)","(9.0, 18.0, 15.133333333333333)","(9.0, 24.0, 22.090909090909093)","(5.0, 7.6, 6.949999999999999)","(13.0, 26.0, 15.5)","(2.5, 4.0, 3.4222222222222225)","(3.9, 5.4, 4.79047619047619)","(51.0, 170.0, 107.0)"
12-01-2023 10:13:58.777776,"(6.5, 15.0, 13.133333333333333)","(9.0, 18.0, 15.133333333333333)","(9.0, 24.0, 22.090909090909093)","(5.0, 7.6, 6.949999999999999)","(13.0, 26.0, 15.5)","(2.5, 4.0, 3.4222222222222225)","(3.9, 5.4, 4.79047619047619)","(51.0, 170.0, 107.0)"
12-01-2023 10:13:59.787408,"(6.5, 15.0, 13.133333333333333)","(9.0, 18.0, 15.133333333333333)","(9.0, 24.0, 22.090909090909093)","(5.0, 7.6, 6.949999999999999)","(13.0, 26.0, 15.5)","(2.5, 4.0, 3.4222222222222225)","(3.9, 5.4, 4.79047619047619)","(51.0, 170.0, 107.0)"
12-01-2023 10:14:00.814920,"(6.5, 15.0, 13.133333333333333)","(9.0, 18.0, 15.133333333333333)","(9.0, 24.0, 22.090909090909093)","(5.0, 7.6, 6.949999999999999)","(13.0, 26.0, 15.5)","(2.5, 4.0, 3.4222222222222225)","(3.9, 5.4, 4.79047619047619)","(51.0, 170.0, 107.0)"
12-01-2023 10:14:02.009451,"(6.5, 15.0, 13.133333333333333)","(9.0, 18.0, 15.133333333333333)","(9.0, 24.0, 22.090909090909093)","(5.0, 7.6, 6.949999999999999)","(13.0, 26.0, 15.5)","(2.5, 4.0, 3.4222222222222225)","(3.9, 5.4, 4.79047619047619)","(51.0, 170.0, 112.66666666666667)"
12-01-2023 10:14:03.132956,"(6.5, 15.0, 13.133333333333333)","(9.0, 18.0, 15.133333333333333)","(9.0, 24.0, 21.142857142857142)","(5.0, 7.6, 6.949999999999999)","(13.0, 26.0, 15.5)","(2.5, 4.0, 3.4222222222222225)","(3.9, 5.4, 4.79047619047619)","(51.0, 250.0, 142.0)"
12-01-2023 10:14:04.210767,"(6.5, 15.0, 13.36)","(9.0, 18.0, 13.8)","(9.0, 24.0, 21.88888888888889)","(5.0, 7.6, 6.766666666666667)","(13.0, 26.0, 15.5)","(2.5, 4.0, 3.4222222222222225)","(3.9, 5.4, 4.858823529411764)","(51.0, 240.0, 142.0)"
12-01-2023 10:14:05.367480,"(6.5, 15.0, 13.36)","(9.0, 18.0, 13.8)","(9.0, 24.0, 21.88888888888889)","(5.0, 7.6, 6.766666666666667)","(13.0, 26.0, 15.5)","(2.5, 4.0, 3.4222222222222225)","(3.9, 5.3, 4.29)","(51.0, 240.0, 142.0)"
12-01-2023 10:14:06.430462,"(6.5, 15.0, 13.36)","(9.0, 18.0, 13.8)","(9.0, 24.0, 21.88888888888889)","(5.0, 7.6, 6.766666666666667)","(13.0, 26.0, 15.5)","(2.5, 4.0, 3.4222222222222225)","(3.9, 5.2, 4.720000000000001)","(51.0, 240.0, 107.0)"
12-01-2023 10:14:07.651537,"(6.5, 13.0, 10.933333333333334)","(9.0, 18.0, 13.8)","(9.0, 24.0, 22.8125)","(5.0, 7.6, 6.766666666666667)","(13.0, 26.0, 15.5)","(2.5, 4.0, 3.4222222222222225)","(3.9, 5.2, 4.66)","(51.0, 170.0, 107.0)"
12-01-2023 10:14:08.794437,"(6.5, 15.5, 12.464285714285714)","(9.0, 18.0, 13.8)","(9.0, 25.0, 23.5)","(5.0, 7.6, 7.199999999999999)","(13.0, 26.0, 15.5)","(2.5, 4.0, 3.4222222222222225)","(3.9, 5.2, 4.325)","(51.0, 170.0, 107.0)"
12-01-2023 10:14:09.982417,"(6.5, 15.5, 12.464285714285714)","(9.0, 18.0, 13.8)","(9.0, 25.0, 23.5)","(5.0, 7.6, 7.199999999999999)","(13.0, 26.0, 15.5)","(2.5, 4.0, 3.4222222222222225)","(3.9, 5.2, 4.694444444444445)","(51.0, 170.0, 107.0)"
12-01-2023 10:14:11.156938,"(6.5, 15.5, 12.464285714285714)","(9.0, 18.0, 13.8)","(9.0, 25.0, 23.6875)","(5.0, 7.6, 7.199999999999999)","(13.0, 26.0, 15.5)","(2.5, 4.0, 3.4222222222222225)","(3.9, 5.2, 4.862500000000001)","(51.0, 170.0, 107.0)"
12-01-2023 10:14:12.394165,"(6.5, 15.5, 12.464285714285714)","(9.0, 18.0, 13.8)","(9.0, 25.0, 23.6875)","(5.0, 7.6, 7.199999999999999)","(13.0, 26.0, 15.5)","(2.5, 4.0, 3.4222222222222225)","(3.9, 5.2, 5.0)","(51.0, 170.0, 107.0)"
12-01-2023 10:14:13.635908,"(6.5, 16.0, 14.363636363636363)","(9.0, 18.0, 13.8)","(9.0, 25.0, 23.6875)","(5.0, 7.6, 7.199999999999999)","(13.0, 26.0, 15.5)","(2.5, 4.0, 3.4222222222222225)","(3.9, 5.2, 4.7)","(51.0, 170.0, 107.0)"
12-01-2023 10:14:14.895191,"(6.5, 16.0, 14.363636363636363)","(9.0, 18.0, 13.8)","(9.0, 25.0, 23.6875)","(5.0, 7.6, 7.199999999999999)","(13.0, 26.0, 15.5)","(2.5, 4.0, 3.4222222222222225)","(3.9, 5.2, 5.007142857142857)","(51.0, 170.0, 107.0)"
12-01-2023 10:14:16.168500,"(6.5, 16.0, 14.363636363636363)","(9.0, 18.0, 13.8)","(9.0, 25.0, 23.6875)","(5.0, 7.6, 7.199999999999999)","(13.0, 26.0, 15.5)","(2.5, 4.0, 3.4222222222222225)","(3.9, 5.2, 4.29)","(51.0, 170.0, 107.0)"
12-01-2023 10:14:17.377769,"(6.5, 16.0, 14.363636363636363)","(9.0, 18.0, 13.8)","(9.0, 25.0, 23.6875)","(5.0, 7.6, 7.199999999999999)","(13.0, 26.0, 15.5)","(2.5, 4.0, 3.4222222222222225)","(3.9, 5.2, 5.007142857142857)","(51.0, 170.0, 107.0)"
12-01-2023 10:14:18.485902,"(6.5, 16.0, 14.363636363636363)","(9.0, 18.0, 13.8)","(9.0, 25.0, 23.6875)","(5.0, 7.6, 7.199999999999999)","(13.0, 26.0, 15.5)","(2.5, 4.0, 3.4222222222222225)","(3.9, 5.2, 4.68)","(51.0, 170.0, 107.0)"
12-01-2023 10:14:19.540390,"(6.5, 16.0, 14.363636363636363)","(9.0, 18.0, 13.8)","(9.0, 25.0, 23.6875)","(5.0, 7.6, 7.199999999999999)","(13.0, 26.0, 15.5)","(2.5, 4.0, 3.4222222222222225)","(3.9, 5.2, 4.640000000000001)","(51.0, 170.0, 107.0)"
12-01-2023 10:14:20.633003,"(6.5, 16.0, 14.363636363636363)","(9.0, 18.0, 13.8)","(9.0, 25.0, 23.6875)","(5.0, 7.6, 7.199999999999999)","(13.0, 26.0, 15.5)","(2.5, 4.0, 3.4222222222222225)","(3.9, 5.2, 4.68)","(51.0, 170.0, 107.0)"
12-01-2023 10:14:21.779914,"(6.5, 16.0, 14.240000000000002)","(9.0, 18.0, 13.8)","(9.0, 25.0, 23.0)","(5.0, 7.6, 7.199999999999999)","(13.0, 26.0, 15.5)","(2.5, 4.0, 3.4222222222222225)","(3.9, 5.2, 4.333333333333333)","(51.0, 170.0, 112.66666666666667)"
12-01-2023 10:14:22.783324,"(6.5, 16.0, 11.7)","(9.0, 17.5, 13.026315789473685)","(9.0, 25.0, 23.8125)","(5.0, 7.6, 7.25)","(13.0, 26.0, 17.6)","(2.5, 4.0, 3.4222222222222225)","(3.9, 5.2, 4.333333333333333)","(51.0, 250.0, 112.66666666666667)"
12-01-2023 10:14:23.861988,"(6.5, 15.5, 14.189473684210526)","(9.0, 17.0, 11.428571428571427)","(9.0, 25.0, 23.8125)","(5.0, 7.6, 7.25)","(13.0, 26.0, 17.6)","(2.5, 4.0, 3.4222222222222225)","(3.9, 5.2, 4.372727272727273)","(51.0, 240.0, 142.0)"
12-01-2023 10:14:24.905312,"(6.5, 15.5, 13.236363636363638)","(9.0, 17.0, 11.428571428571427)","(9.0, 25.0, 23.8125)","(5.0, 7.6, 7.25)","(13.0, 26.0, 17.6)","(2.5, 4.0, 3.4222222222222225)","(3.9, 5.2, 4.271428571428571)","(51.0, 240.0, 142.0)"
12-01-2023 10:14:26.079255,"(6.5, 15.5, 13.236363636363638)","(9.0, 17.0, 11.428571428571427)","(9.0, 25.0, 23.8125)","(5.0, 7.6, 7.25)","(13.0, 26.0, 17.6)","(2.5, 4.0, 3.4222222222222225)","(3.9, 5.2, 4.42)","(51.0, 240.0, 142.0)"
12-01-2023 10:14:27.289151,"(6.5, 15.5, 13.236363636363638)","(9.0, 17.0, 11.428571428571427)","(9.0, 25.0, 23.8125)","(5.0, 7.6, 7.25)","(13.0, 26.0, 17.6)","(2.5, 4.0, 3.4222222222222225)","(3.9, 5.2, 4.42)","(51.0, 240.0, 142.0)"
12-01-2023 10:14:28.677204,"(6.5, 15.5, 13.236363636363638)","(9.0, 17.0, 11.428571428571427)","(9.0, 25.0, 23.8125)","(5.0, 7.6, 7.25)","(13.0, 26.0, 17.6)","(2.5, 4.0, 3.4222222222222225)","(3.9, 5.2, 4.42)","(51.0, 240.0, 62.6)"
12-01-2023 10:14:29.848502,"(6.5, 15.5, 13.236363636363638)","(9.0, 17.0, 11.428571428571427)","(9.0, 25.0, 23.8125)","(5.0, 7.6, 7.25)","(13.0, 26.0, 17.6)","(2.5, 4.0, 3.4222222222222225)","(3.9, 5.2, 4.42)","(51.0, 230.0, 132.0)"
12-01-2023 10:14:30.969956,"(6.5, 15.5, 9.575)","(9.0, 17.0, 11.428571428571427)","(9.0, 25.0, 23.8125)","(5.0, 7.6, 7.25)","(13.0, 26.0, 17.6)","(2.5, 4.0, 3.4222222222222225)","(3.9, 5.2, 4.42)","(51.0, 220.0, 107.0)"
12-01-2023 10:14:32.073086,"(6.5, 15.5, 9.425)","(9.0, 17.0, 11.428571428571427)","(9.0, 25.0, 23.8125)","(5.0, 7.6, 7.25)","(13.0, 26.0, 17.6)","(2.5, 4.0, 3.4222222222222225)","(3.9, 5.2, 4.42)","(51.0, 170.0, 107.0)"
12-01-2023 10:14:33.249442,"(6.5, 15.5, 11.55)","(9.0, 17.0, 11.428571428571427)","(9.0, 25.0, 23.8125)","(5.0, 7.6, 7.25)","(13.0, 26.0, 17.6)","(2.5, 4.0, 3.4222222222222225)","(3.9, 5.2, 4.42)","(51.0, 170.0, 107.0)"
12-01-2023 10:14:34.327916,"(6.5, 15.5, 9.725)","(9.0, 17.0, 11.428571428571427)","(9.0, 25.0, 23.666666666666668)","(5.0, 7.6, 7.25)","(13.0, 26.0, 17.6)","(2.5, 4.0, 3.4222222222222225)","(3.9, 5.2, 4.42)","(51.0, 170.0, 107.0)"
12-01-2023 10:14:35.485745,"(6.5, 15.5, 12.26)","(9.0, 17.0, 11.428571428571427)","(9.0, 26.0, 23.666666666666668)","(5.0, 7.6, 7.25)","(13.0, 26.0, 17.6)","(2.5, 4.0, 3.4222222222222225)","(3.9, 5.2, 4.42)","(51.0, 170.0, 107.0)"
12-01-2023 10:14:36.584652,"(6.5, 15.5, 12.26)","(9.0, 17.0, 11.428571428571427)","(9.0, 26.0, 23.666666666666668)","(5.0, 7.6, 7.25)","(13.0, 26.0, 17.6)","(2.5, 4.0, 3.4222222222222225)","(3.9, 5.2, 4.42)","(51.0, 170.0, 107.0)"
12-01-2023 10:14:37.706606,"(6.5, 15.5, 12.26)","(9.0, 17.0, 11.428571428571427)","(9.0, 26.0, 23.666666666666668)","(5.0, 7.6, 7.25)","(13.0, 26.0, 16.25)","(2.5, 4.0, 3.4222222222222225)","(3.9, 5.2, 4.42)","(51.0, 170.0, 107.0)"
12-01-2023 10:14:38.705342,"(6.5, 15.5, 12.26)","(9.0, 17.0, 11.428571428571427)","(9.0, 26.0, 23.666666666666668)","(5.0, 7.6, 7.25)","(13.0, 26.0, 16.25)","(2.5, 4.0, 3.4222222222222225)","(3.9, 5.2, 4.42)","(51.0, 170.0, 107.0)"
12-01-2023 10:14:39.735411,"(6.5, 15.5, 12.26)","(9.0, 17.0, 11.428571428571427)","(9.0, 26.0, 22.666666666666668)","(5.0, 7.6, 7.25)","(13.0, 26.0, 16.25)","(2.5, 4.0, 3.4222222222222225)","(3.9, 5.2, 4.42)","(51.0, 170.0, 107.0)"
12-01-2023 10:14:40.817726,"(6.5, 15.5, 12.26)","(9.0, 17.0, 11.428571428571427)","(9.0, 26.0, 21.25)","(5.0, 7.6, 7.25)","(13.0, 26.0, 16.25)","(2.5, 4.0, 3.4222222222222225)","(3.9, 5.2, 4.42)","(51.0, 170.0, 107.0)"
12-01-2023 10:14:41.860823,"(6.5, 15.5, 12.26)","(9.0, 17.0, 11.428571428571427)","(9.0, 26.0, 22.833333333333332)","(5.0, 7.6, 7.25)","(13.0, 26.0, 16.25)","(2.5, 4.0, 3.4222222222222225)","(3.9, 5.2, 4.42)","(51.0, 170.0, 107.0)"
12-01-2023 10:14:42.970889,"(6.5, 14.5, 13.209090909090909)","(9.0, 17.0, 11.428571428571427)","(9.0, 26.0, 20.75)","(5.0, 7.6, 7.25)","(13.0, 26.0, 16.25)","(2.5, 4.0, 3.7263157894736842)","(3.9, 5.2, 4.766666666666667)","(51.0, 170.0, 107.0)"
12-01-2023 10:14:44.029869,"(6.5, 14.5, 13.209090909090909)","(9.0, 17.0, 11.428571428571427)","(9.0, 26.0, 20.75)","(5.0, 7.6, 7.25)","(13.0, 26.0, 16.25)","(2.5, 4.0, 3.7263157894736842)","(3.9, 5.2, 4.766666666666667)","(51.0, 170.0, 107.0)"
12-01-2023 10:14:45.081752,"(6.5, 14.5, 12.825)","(9.0, 17.0, 11.428571428571427)","(9.0, 25.0, 20.25)","(5.0, 7.6, 7.25)","(13.0, 26.0, 16.25)","(2.5, 4.0, 3.4222222222222225)","(3.9, 6.2, 4.95)","(51.0, 170.0, 107.0)"
12-01-2023 10:14:46.084387,"(6.5, 14.5, 12.825)","(9.0, 17.0, 11.428571428571427)","(9.0, 25.0, 20.25)","(5.0, 7.6, 7.25)","(13.0, 26.0, 16.25)","(2.5, 4.0, 3.4222222222222225)","(3.9, 6.0, 5.455555555555556)","(51.0, 170.0, 132.0)"
12-01-2023 10:14:47.163916,"(6.5, 14.5, 12.825)","(9.0, 17.0, 11.428571428571427)","(9.0, 25.0, 20.25)","(5.0, 7.6, 7.25)","(13.0, 26.0, 16.25)","(2.5, 4.0, 3.4222222222222225)","(3.9, 5.9, 5.533333333333333)","(51.0, 220.0, 132.0)"
12-01-2023 10:14:48.277205,"(6.5, 14.5, 12.825)","(9.0, 15.5, 12.35)","(9.0, 25.0, 20.25)","(5.0, 7.6, 7.25)","(13.0, 26.0, 16.25)","(2.5, 4.0, 3.4222222222222225)","(3.9, 6.0, 5.533333333333333)","(51.0, 220.0, 132.0)"
12-01-2023 10:14:49.393123,"(6.5, 14.5, 12.825)","(9.0, 15.5, 12.35)","(9.0, 25.0, 20.25)","(5.0, 7.6, 7.25)","(13.0, 26.0, 16.25)","(2.5, 4.0, 3.4222222222222225)","(3.9, 6.0, 5.533333333333333)","(51.0, 220.0, 132.0)"
12-01-2023 10:14:50.668315,"(6.5, 14.5, 12.825)","(9.0, 15.5, 12.35)","(9.0, 25.0, 20.25)","(5.0, 7.6, 7.25)","(13.0, 26.0, 16.25)","(2.5, 4.0, 3.4222222222222225)","(3.9, 6.0, 5.533333333333333)","(51.0, 220.0, 132.0)"
12-01-2023 10:14:51.766957,"(6.5, 14.5, 13.2)","(9.0, 15.5, 12.35)","(9.0, 25.0, 20.25)","(5.0, 7.6, 7.25)","(13.0, 26.0, 16.25)","(2.5, 4.0, 3.4222222222222225)","(3.9, 6.0, 5.533333333333333)","(51.0, 220.0, 132.0)"
12-01-2023 10:14:52.888348,"(6.5, 14.5, 12.7)","(9.0, 15.5, 12.35)","(9.0, 25.0, 20.25)","(5.0, 7.6, 7.25)","(13.0, 26.0, 16.25)","(2.5, 4.0, 3.4222222222222225)","(3.9, 6.0, 5.533333333333333)","(51.0, 220.0, 132.0)"
12-01-2023 10:14:54.118651,"(6.5, 14.5, 12.7)","(9.0, 15.5, 12.35)","(9.0, 25.0, 20.25)","(5.0, 7.6, 7.25)","(13.0, 26.0, 16.25)","(2.5, 4.0, 3.4222222222222225)","(3.9, 6.0, 5.533333333333333)","(51.0, 220.0, 132.0)"
12-01-2023 10:14:55.425093,"(6.5, 14.5, 12.7)","(9.0, 15.5, 11.52)","(9.0, 25.0, 20.25)","(5.0, 7.6, 7.25)","(13.0, 26.0, 16.25)","(2.5, 4.0, 3.4222222222222225)","(3.9, 6.0, 4.95)","(51.0, 220.0, 107.0)"
12-01-2023 10:14:56.629143,"(6.5, 14.5, 12.7)","(9.0, 15.0, 11.52)","(9.0, 25.0, 20.25)","(5.0, 7.6, 7.25)","(13.0, 26.0, 16.25)","(2.5, 4.0, 3.4222222222222225)","(3.9, 5.4, 4.7)","(51.0, 170.0, 107.0)"
12-01-2023 10:14:57.896416,"(6.5, 14.5, 12.7)","(9.0, 15.0, 11.52)","(9.0, 25.0, 21.833333333333332)","(5.0, 7.6, 7.25)","(13.0, 26.0, 16.25)","(2.5, 4.0, 3.4222222222222225)","(3.9, 5.4, 4.75)","(51.0, 170.0, 107.0)"
12-01-2023 10:14:59.016626,"(6.5, 14.5, 12.7)","(9.0, 15.0, 11.52)","(9.0, 25.0, 22.0)","(5.0, 7.6, 7.25)","(13.0, 26.0, 16.25)","(2.5, 4.0, 3.4222222222222225)","(3.9, 5.4, 4.5)","(51.0, 170.0, 107.0)"
12-01-2023 10:15:00.054628,"(6.5, 14.5, 12.925)","(9.0, 15.0, 11.52)","(9.0, 25.0, 23.714285714285715)","(5.0, 7.6, 7.25)","(13.0, 26.0, 16.25)","(2.5, 4.0, 3.4222222222222225)","(3.9, 5.4, 4.5)","(51.0, 170.0, 107.0)"
12-01-2023 10:15:01.105616,"(6.5, 14.5, 12.925)","(9.0, 15.0, 11.52)","(9.0, 25.0, 23.714285714285715)","(5.0, 7.6, 7.25)","(13.0, 26.0, 16.25)","(2.5, 4.0, 3.4222222222222225)","(3.9, 5.4, 4.6000000000000005)","(51.0, 170.0, 107.0)"
12-01-2023 10:15:02.260614,"(6.5, 14.5, 12.925)","(9.0, 14.5, 11.32)","(9.0, 25.0, 23.714285714285715)","(5.0, 7.6, 7.25)","(13.0, 26.0, 16.25)","(2.5, 4.0, 3.4222222222222225)","(3.9, 6.2, 4.5600000000000005)","(51.0, 170.0, 107.0)"
12-01-2023 10:15:03.591515,"(6.5, 14.5, 12.925)","(9.0, 17.0, 11.428571428571427)","(9.0, 25.0, 23.714285714285715)","(5.0, 7.6, 7.25)","(13.0, 26.0, 16.25)","(2.5, 4.0, 3.4222222222222225)","(3.9, 6.0, 4.766666666666667)","(51.0, 170.0, 107.0)"
12-01-2023 10:15:04.947963,"(6.5, 14.5, 12.925)","(9.0, 17.0, 11.428571428571427)","(9.0, 25.0, 23.714285714285715)","(5.0, 7.6, 7.25)","(13.0, 26.0, 16.25)","(2.5, 4.0, 3.4222222222222225)","(3.9, 5.9, 4.766666666666667)","(51.0, 170.0, 107.0)"
12-01-2023 10:15:06.169423,"(6.5, 14.5, 12.925)","(9.0, 17.0, 11.428571428571427)","(9.0, 25.0, 23.714285714285715)","(5.0, 7.6, 7.25)","(13.0, 26.0, 16.25)","(2.5, 4.0, 3.4222222222222225)","(3.9, 5.9, 4.766666666666667)","(51.0, 170.0, 107.0)"
12-01-2023 10:15:07.384789,"(6.5, 14.5, 12.925)","(9.0, 17.0, 11.428571428571427)","(9.0, 25.0, 23.714285714285715)","(5.0, 7.6, 7.25)","(13.0, 26.0, 16.25)","(2.5, 4.0, 3.4222222222222225)","(3.9, 5.9, 4.766666666666667)","(51.0, 170.0, 107.0)"
12-01-2023 10:15:08.646101,"(6.5, 14.5, 12.925)","(9.0, 17.0, 11.428571428571427)","(9.0, 25.0, 23.714285714285715)","(5.0, 7.6, 7.25)","(13.0, 26.0, 16.25)","(2.5, 4.0, 3.4222222222222225)","(3.9, 5.9, 4.766666666666667)","(51.0, 170.0, 107.0)"
12-01-2023 10:15:09.834655,"(6.5, 14.5, 10.566666666666666)","(9.0, 17.0, 11.428571428571427)","(9.0, 25.0, 23.714285714285715)","(5.0, 7.6, 7.25)","(13.0, 26.0, 16.25)","(2.5, 4.0, 3.4222222222222225)","(3.9, 5.9, 4.766666666666667)","(51.0, 170.0, 107.0)"
12-01-2023 10:15:10.930689,"(6.5, 14.5, 10.566666666666666)","(9.0, 17.0, 11.428571428571427)","(9.0, 25.0, 23.714285714285715)","(5.0, 7.6, 7.25)","(13.0, 26.0, 16.25)","(2.5, 4.0, 3.4222222222222225)","(3.9, 5.9, 4.766666666666667)","(51.0, 170.0, 96.0)"
12-01-2023 10:15:11.963577,"(6.5, 14.5, 10.566666666666666)","(9.0, 17.0, 11.428571428571427)","(9.0, 25.0, 23.714285714285715)","(5.0, 7.6, 7.25)","(13.0, 26.0, 16.25)","(2.5, 4.0, 3.4222222222222225)","(3.9, 5.9, 4.766666666666667)","(51.0, 200.0, 96.0)"
12-01-2023 10:15:13.114761,"(6.5, 14.5, 10.566666666666666)","(9.0, 17.0, 11.428571428571427)","(9.0, 25.0, 23.714285714285715)","(5.0, 7.6, 7.25)","(13.0, 26.0, 16.25)","(2.5, 4.0, 3.4222222222222225)","(3.9, 5.9, 4.766666666666667)","(51.0, 200.0, 117.0)"
