,Ebby Collerson,Levente,Quest For Extra,Court Jester,Local Doll,Wishing You,Miss Blue Fancy,Agera
07-01-2023 09:08:51.818005,"(11.0, 21.0, 13.0)","(26.0, 90.0, 58.0)","(1.95, 2.46, 2.0030555555555556)","(21.0, 75.0, 38.33333333333333)","(3.6, 8.2, 5.285714285714286)","(4.6, 7.6, 5.733333333333333)","(14.0, 30.0, 26.6)","(13.0, 29.0, 15.05)"
07-01-2023 09:08:52.891423,"(11.0, 21.0, 13.0)","(26.0, 90.0, 58.0)","(1.95, 2.46, 2.0030555555555556)","(21.0, 75.0, 38.33333333333333)","(3.6, 8.2, 5.285714285714286)","(4.6, 7.6, 5.733333333333333)","(14.0, 30.0, 26.6)","(13.0, 29.0, 15.05)"
07-01-2023 09:08:53.970306,"(11.0, 21.0, 13.0)","(26.0, 90.0, 43.45454545454545)","(1.95, 2.46, 2.0030555555555556)","(21.0, 75.0, 38.33333333333333)","(3.6, 8.2, 5.285714285714286)","(4.6, 7.6, 5.733333333333333)","(14.0, 30.0, 26.6)","(13.0, 29.0, 15.05)"
07-01-2023 09:08:55.025646,"(11.0, 21.0, 13.0)","(26.0, 90.0, 43.45454545454545)","(1.95, 2.46, 2.0030555555555556)","(21.0, 75.0, 38.33333333333333)","(3.6, 8.2, 5.285714285714286)","(4.6, 7.6, 5.733333333333333)","(14.0, 30.0, 26.6)","(13.0, 29.0, 15.05)"
07-01-2023 09:08:56.065320,"(11.0, 21.0, 13.0)","(26.0, 90.0, 42.72727272727273)","(1.95, 2.46, 2.0030555555555556)","(21.0, 75.0, 38.33333333333333)","(3.6, 8.2, 5.285714285714286)","(4.6, 7.6, 5.733333333333333)","(14.0, 30.0, 26.6)","(13.0, 29.0, 15.05)"
07-01-2023 09:08:57.084679,"(11.0, 21.0, 13.0)","(26.0, 90.0, 42.72727272727273)","(1.95, 2.46, 2.0030555555555556)","(21.0, 75.0, 38.33333333333333)","(3.6, 8.2, 5.285714285714286)","(4.6, 7.6, 5.733333333333333)","(14.0, 30.0, 26.6)","(13.0, 29.0, 15.05)"
07-01-2023 09:08:58.091279,"(11.0, 21.0, 13.0)","(26.0, 90.0, 42.72727272727273)","(1.95, 2.46, 2.0030555555555556)","(21.0, 75.0, 38.33333333333333)","(3.6, 8.2, 5.285714285714286)","(4.6, 7.6, 5.733333333333333)","(14.0, 30.0, 26.6)","(13.0, 29.0, 15.05)"
07-01-2023 09:08:59.086503,"(11.0, 21.0, 13.0)","(26.0, 90.0, 42.72727272727273)","(1.95, 2.46, 2.0030555555555556)","(21.0, 75.0, 38.33333333333333)","(3.6, 8.2, 5.285714285714286)","(4.6, 7.6, 5.733333333333333)","(14.0, 30.0, 26.6)","(13.0, 29.0, 15.05)"
07-01-2023 09:09:00.074317,"(11.0, 21.0, 13.0)","(26.0, 90.0, 42.72727272727273)","(1.95, 2.46, 2.0030555555555556)","(21.0, 75.0, 38.33333333333333)","(3.6, 8.2, 5.285714285714286)","(4.6, 7.6, 5.733333333333333)","(14.0, 30.0, 26.6)","(13.0, 29.0, 15.05)"
07-01-2023 09:09:01.050884,"(11.0, 21.0, 13.0)","(26.0, 90.0, 42.72727272727273)","(1.95, 2.46, 2.0030555555555556)","(21.0, 75.0, 38.33333333333333)","(3.6, 8.2, 5.285714285714286)","(4.6, 7.6, 5.733333333333333)","(14.0, 30.0, 26.6)","(13.0, 29.0, 15.05)"
07-01-2023 09:09:02.044208,"(11.0, 21.0, 13.0)","(26.0, 90.0, 42.72727272727273)","(1.95, 2.46, 2.0030555555555556)","(21.0, 75.0, 38.33333333333333)","(3.6, 8.2, 5.285714285714286)","(4.6, 7.6, 5.733333333333333)","(14.0, 30.0, 26.6)","(13.0, 29.0, 15.05)"
07-01-2023 09:09:03.025180,"(11.0, 21.0, 13.0)","(26.0, 90.0, 42.72727272727273)","(1.95, 2.46, 2.0030555555555556)","(21.0, 80.0, 40.0)","(3.6, 8.2, 5.285714285714286)","(4.6, 7.6, 5.733333333333333)","(14.0, 30.0, 26.6)","(13.0, 29.0, 15.05)"
07-01-2023 09:09:04.006751,"(11.0, 21.0, 13.0)","(26.0, 90.0, 42.72727272727273)","(1.95, 2.46, 2.0030555555555556)","(21.0, 80.0, 40.0)","(3.6, 8.2, 5.285714285714286)","(4.6, 7.6, 5.733333333333333)","(14.0, 30.0, 26.6)","(13.0, 29.0, 15.05)"
07-01-2023 09:09:05.066475,"(11.0, 21.0, 13.0)","(26.0, 90.0, 42.72727272727273)","(1.95, 2.46, 2.0030555555555556)","(21.0, 80.0, 40.0)","(3.6, 8.2, 5.285714285714286)","(4.6, 7.6, 5.733333333333333)","(14.0, 30.0, 26.6)","(13.0, 29.0, 15.05)"
07-01-2023 09:09:06.098149,"(11.0, 21.0, 13.0)","(26.0, 90.0, 42.72727272727273)","(1.95, 2.46, 2.0030555555555556)","(21.0, 80.0, 40.0)","(3.6, 8.2, 5.285714285714286)","(4.6, 7.6, 5.733333333333333)","(14.0, 30.0, 26.6)","(13.0, 29.0, 15.05)"
07-01-2023 09:09:07.122236,"(11.0, 21.0, 13.0)","(26.0, 90.0, 42.72727272727273)","(1.95, 2.46, 2.0030555555555556)","(21.0, 80.0, 40.0)","(3.6, 8.2, 5.285714285714286)","(4.6, 7.6, 5.733333333333333)","(14.0, 30.0, 26.6)","(13.0, 29.0, 15.05)"
07-01-2023 09:09:08.157243,"(11.0, 21.0, 13.0)","(26.0, 90.0, 42.72727272727273)","(1.95, 2.46, 2.0030555555555556)","(21.0, 80.0, 40.0)","(3.6, 8.2, 5.285714285714286)","(4.6, 7.6, 5.733333333333333)","(14.0, 30.0, 26.6)","(13.0, 29.0, 15.05)"
07-01-2023 09:09:09.205568,"(11.0, 21.0, 13.0)","(26.0, 90.0, 42.72727272727273)","(1.95, 2.46, 2.0030555555555556)","(21.0, 80.0, 40.0)","(3.6, 8.2, 5.285714285714286)","(4.6, 7.6, 5.733333333333333)","(14.0, 30.0, 26.6)","(13.0, 29.0, 15.05)"
07-01-2023 09:09:10.270736,"(11.0, 21.0, 13.0)","(26.0, 90.0, 42.72727272727273)","(1.95, 2.46, 2.0030555555555556)","(21.0, 80.0, 40.0)","(3.6, 8.2, 5.285714285714286)","(4.6, 7.6, 5.733333333333333)","(14.0, 30.0, 26.6)","(13.0, 29.0, 15.05)"
07-01-2023 09:09:11.334267,"(11.0, 21.0, 13.0)","(26.0, 90.0, 42.72727272727273)","(1.95, 2.46, 2.0030555555555556)","(21.0, 80.0, 40.0)","(3.6, 8.2, 5.285714285714286)","(4.6, 7.6, 5.733333333333333)","(14.0, 30.0, 26.6)","(13.0, 29.0, 15.05)"
07-01-2023 09:09:12.367497,"(11.0, 21.0, 13.0)","(26.0, 90.0, 42.72727272727273)","(1.95, 2.46, 2.0030555555555556)","(21.0, 80.0, 40.0)","(3.6, 8.2, 5.285714285714286)","(4.6, 7.6, 5.733333333333333)","(14.0, 30.0, 26.6)","(13.0, 29.0, 15.05)"
07-01-2023 09:09:13.472694,"(11.0, 21.0, 13.0)","(26.0, 90.0, 42.72727272727273)","(1.95, 2.46, 2.0030555555555556)","(21.0, 80.0, 40.0)","(3.6, 8.2, 5.285714285714286)","(4.6, 7.6, 5.733333333333333)","(14.0, 30.0, 26.6)","(13.0, 29.0, 15.05)"
07-01-2023 09:09:14.569898,"(11.0, 21.0, 13.0)","(26.0, 90.0, 42.72727272727273)","(1.95, 2.46, 2.0030555555555556)","(21.0, 80.0, 40.0)","(3.6, 8.2, 5.285714285714286)","(4.6, 7.6, 5.733333333333333)","(14.0, 30.0, 26.6)","(13.0, 29.0, 15.05)"
07-01-2023 09:09:15.619128,"(11.0, 21.0, 13.0)","(26.0, 90.0, 42.72727272727273)","(1.95, 2.46, 2.0030555555555556)","(21.0, 80.0, 40.0)","(3.6, 8.2, 5.285714285714286)","(4.6, 7.6, 5.733333333333333)","(14.0, 30.0, 26.6)","(13.0, 29.0, 15.05)"
07-01-2023 09:09:16.741993,"(11.0, 21.0, 13.0)","(26.0, 90.0, 42.72727272727273)","(1.95, 2.46, 2.0030555555555556)","(21.0, 80.0, 40.0)","(3.6, 8.2, 5.285714285714286)","(4.6, 7.6, 5.733333333333333)","(14.0, 30.0, 26.6)","(13.0, 29.0, 15.05)"
07-01-2023 09:09:17.820037,"(11.0, 21.0, 13.0)","(26.0, 90.0, 50.61538461538461)","(1.95, 2.46, 2.0030555555555556)","(21.0, 80.0, 40.0)","(3.6, 8.2, 5.285714285714286)","(4.6, 7.6, 5.733333333333333)","(14.0, 30.0, 26.6)","(13.0, 29.0, 15.05)"
07-01-2023 09:09:18.866619,"(11.0, 21.0, 13.0)","(26.0, 90.0, 50.61538461538461)","(1.95, 2.46, 2.0030555555555556)","(21.0, 80.0, 40.0)","(3.6, 8.2, 5.285714285714286)","(4.6, 7.6, 5.733333333333333)","(14.0, 30.0, 26.6)","(13.0, 29.0, 15.05)"
07-01-2023 09:09:19.934973,"(11.0, 21.0, 13.0)","(26.0, 90.0, 50.61538461538461)","(1.95, 2.46, 2.0030555555555556)","(21.0, 75.0, 44.44444444444444)","(3.6, 8.2, 5.285714285714286)","(4.6, 7.6, 5.733333333333333)","(14.0, 30.0, 26.6)","(13.0, 29.0, 15.05)"
07-01-2023 09:09:21.006787,"(11.0, 21.0, 13.0)","(26.0, 90.0, 50.61538461538461)","(1.95, 2.46, 2.0030555555555556)","(21.0, 130.0, 56.666666666666664)","(3.6, 8.2, 5.285714285714286)","(4.6, 7.6, 5.733333333333333)","(14.0, 30.0, 26.6)","(13.0, 29.0, 15.05)"
07-01-2023 09:09:22.060110,"(11.0, 21.0, 13.0)","(26.0, 90.0, 50.61538461538461)","(1.95, 2.46, 2.0030555555555556)","(21.0, 85.0, 48.888888888888886)","(3.6, 8.2, 5.285714285714286)","(4.6, 7.6, 5.733333333333333)","(14.0, 30.0, 26.6)","(13.0, 29.0, 15.05)"
07-01-2023 09:09:23.084992,"(11.0, 21.0, 12.2)","(26.0, 90.0, 58.0)","(1.95, 2.46, 2.0030555555555556)","(21.0, 85.0, 48.888888888888886)","(3.6, 8.2, 5.285714285714286)","(4.6, 7.6, 5.733333333333333)","(14.0, 30.0, 26.6)","(13.0, 29.0, 15.05)"
07-01-2023 09:09:24.161665,"(11.0, 21.0, 13.666666666666666)","(26.0, 90.0, 58.0)","(1.95, 2.46, 2.0030555555555556)","(21.0, 85.0, 41.66666666666667)","(3.6, 8.2, 5.285714285714286)","(4.6, 7.6, 5.733333333333333)","(14.0, 30.0, 26.6)","(13.0, 29.0, 15.05)"
07-01-2023 09:09:25.218655,"(11.0, 21.0, 13.666666666666666)","(26.0, 90.0, 43.45454545454545)","(1.95, 2.46, 2.0030555555555556)","(21.0, 85.0, 41.66666666666667)","(3.6, 8.2, 5.285714285714286)","(4.6, 7.6, 5.733333333333333)","(14.0, 30.0, 26.6)","(13.0, 29.0, 15.05)"
07-01-2023 09:09:26.246647,"(11.0, 21.0, 13.666666666666666)","(26.0, 90.0, 43.45454545454545)","(1.95, 2.46, 2.0030555555555556)","(21.0, 85.0, 41.66666666666667)","(3.6, 8.2, 5.285714285714286)","(4.6, 7.6, 5.733333333333333)","(14.0, 30.0, 26.6)","(13.0, 29.0, 15.05)"
07-01-2023 09:09:27.320753,"(11.0, 21.0, 13.666666666666666)","(26.0, 90.0, 43.45454545454545)","(1.95, 2.46, 2.0030555555555556)","(21.0, 85.0, 41.66666666666667)","(3.6, 8.2, 5.285714285714286)","(4.6, 7.6, 5.733333333333333)","(14.0, 30.0, 26.6)","(13.0, 29.0, 15.05)"
07-01-2023 09:09:28.399944,"(11.0, 21.0, 13.666666666666666)","(26.0, 90.0, 42.72727272727273)","(1.95, 2.46, 2.0030555555555556)","(21.0, 85.0, 41.66666666666667)","(3.6, 8.2, 5.285714285714286)","(4.6, 7.6, 5.733333333333333)","(14.0, 30.0, 26.6)","(13.0, 29.0, 15.05)"
07-01-2023 09:09:29.439210,"(11.0, 21.0, 13.666666666666666)","(26.0, 90.0, 42.72727272727273)","(1.95, 2.46, 2.0030555555555556)","(21.0, 85.0, 41.66666666666667)","(3.6, 8.2, 5.285714285714286)","(4.6, 7.6, 5.733333333333333)","(14.0, 30.0, 26.6)","(13.0, 29.0, 15.05)"
07-01-2023 09:09:30.457897,"(11.0, 21.0, 13.666666666666666)","(26.0, 90.0, 42.72727272727273)","(1.95, 2.46, 2.0030555555555556)","(21.0, 85.0, 41.66666666666667)","(3.6, 8.2, 5.285714285714286)","(4.6, 7.6, 5.733333333333333)","(14.0, 30.0, 26.6)","(13.0, 29.0, 15.05)"
07-01-2023 09:09:31.497666,"(11.0, 21.0, 13.666666666666666)","(26.0, 90.0, 42.72727272727273)","(1.95, 2.46, 2.0030555555555556)","(21.0, 85.0, 41.66666666666667)","(3.6, 8.2, 5.285714285714286)","(4.6, 7.6, 5.733333333333333)","(14.0, 30.0, 26.6)","(13.0, 29.0, 15.05)"
07-01-2023 09:09:32.542135,"(11.0, 21.0, 13.666666666666666)","(26.0, 90.0, 42.72727272727273)","(1.95, 2.46, 2.0030555555555556)","(21.0, 85.0, 41.66666666666667)","(3.6, 8.2, 5.285714285714286)","(4.6, 7.6, 5.733333333333333)","(14.0, 30.0, 26.6)","(13.0, 29.0, 15.05)"
07-01-2023 09:09:33.557762,"(11.0, 21.0, 13.666666666666666)","(26.0, 90.0, 42.72727272727273)","(1.95, 2.46, 2.0030555555555556)","(21.0, 85.0, 37.33333333333333)","(3.6, 8.2, 5.285714285714286)","(4.6, 7.6, 6.072727272727272)","(14.0, 30.0, 26.6)","(13.0, 29.0, 15.05)"
07-01-2023 09:09:34.566445,"(11.0, 21.0, 13.666666666666666)","(26.0, 90.0, 52.85714285714286)","(1.95, 2.46, 1.9968115942028986)","(21.0, 85.0, 37.33333333333333)","(3.6, 8.2, 5.285714285714286)","(4.6, 7.6, 6.072727272727272)","(14.0, 30.0, 26.6)","(13.0, 29.0, 15.05)"
07-01-2023 09:09:35.539949,"(11.0, 21.0, 13.666666666666666)","(26.0, 90.0, 52.85714285714286)","(1.95, 2.46, 1.9968115942028986)","(21.0, 85.0, 37.33333333333333)","(3.6, 8.2, 5.285714285714286)","(4.6, 7.6, 6.181818181818182)","(14.0, 30.0, 26.6)","(13.0, 30.0, 21.75)"
07-01-2023 09:09:36.550050,"(11.0, 21.0, 13.666666666666666)","(26.0, 90.0, 52.85714285714286)","(1.95, 2.46, 1.9968115942028986)","(21.0, 85.0, 37.33333333333333)","(3.6, 8.2, 5.285714285714286)","(4.6, 7.6, 6.181818181818182)","(14.0, 30.0, 26.6)","(13.0, 30.0, 21.75)"
07-01-2023 09:09:37.492961,"(11.0, 21.0, 13.666666666666666)","(26.0, 90.0, 52.85714285714286)","(1.95, 2.46, 1.9968115942028986)","(21.0, 85.0, 37.33333333333333)","(3.6, 8.2, 5.285714285714286)","(4.6, 7.6, 5.933333333333333)","(14.0, 30.0, 26.6)","(13.0, 30.0, 21.75)"
07-01-2023 09:09:38.486595,"(11.0, 21.0, 13.666666666666666)","(26.0, 90.0, 52.85714285714286)","(1.95, 2.46, 1.9968115942028986)","(21.0, 85.0, 37.33333333333333)","(3.6, 8.2, 5.285714285714286)","(4.6, 7.6, 6.35)","(14.0, 30.0, 26.6)","(13.0, 30.0, 21.75)"
07-01-2023 09:09:39.445859,"(11.0, 21.0, 13.666666666666666)","(26.0, 90.0, 52.85714285714286)","(1.95, 2.46, 1.9968115942028986)","(21.0, 85.0, 37.33333333333333)","(3.6, 8.2, 5.285714285714286)","(4.6, 7.6, 6.449999999999999)","(14.0, 30.0, 26.6)","(13.0, 30.0, 26.5)"
07-01-2023 09:09:40.450386,"(11.0, 21.0, 13.666666666666666)","(26.0, 90.0, 52.85714285714286)","(1.95, 2.46, 1.9968115942028986)","(21.0, 85.0, 37.33333333333333)","(3.6, 8.2, 7.299999999999999)","(4.6, 7.6, 6.449999999999999)","(14.0, 30.0, 26.6)","(13.0, 30.0, 24.333333333333336)"
07-01-2023 09:09:41.399895,"(11.0, 21.0, 13.666666666666666)","(26.0, 90.0, 52.85714285714286)","(1.95, 2.46, 1.9968115942028986)","(21.0, 85.0, 37.33333333333333)","(3.6, 8.2, 7.299999999999999)","(4.6, 7.6, 6.449999999999999)","(14.0, 30.0, 26.6)","(13.0, 30.0, 24.333333333333336)"
07-01-2023 09:09:42.417181,"(11.0, 21.0, 13.666666666666666)","(26.0, 90.0, 52.85714285714286)","(1.95, 2.46, 1.9968115942028986)","(21.0, 85.0, 37.33333333333333)","(3.6, 8.2, 7.299999999999999)","(4.6, 7.6, 6.449999999999999)","(14.0, 30.0, 26.6)","(13.0, 30.0, 26.5)"
07-01-2023 09:09:43.407050,"(11.0, 21.0, 13.666666666666666)","(26.0, 90.0, 52.85714285714286)","(1.95, 2.46, 1.9968115942028986)","(21.0, 85.0, 37.33333333333333)","(3.6, 8.2, 7.299999999999999)","(4.6, 7.6, 6.449999999999999)","(14.0, 30.0, 26.6)","(13.0, 30.0, 22.0)"
07-01-2023 09:09:44.430695,"(11.0, 21.0, 13.666666666666666)","(26.0, 90.0, 52.85714285714286)","(1.95, 2.46, 1.9968115942028986)","(21.0, 85.0, 37.33333333333333)","(3.6, 8.2, 7.299999999999999)","(4.6, 7.6, 6.449999999999999)","(14.0, 30.0, 26.6)","(13.0, 30.0, 22.0)"
07-01-2023 09:09:45.421156,"(11.0, 21.0, 13.666666666666666)","(26.0, 90.0, 52.85714285714286)","(1.95, 2.46, 1.9968115942028986)","(21.0, 85.0, 37.33333333333333)","(3.6, 8.2, 7.299999999999999)","(4.6, 7.6, 6.449999999999999)","(14.0, 30.0, 26.6)","(13.0, 30.0, 22.0)"
07-01-2023 09:09:46.521415,"(11.0, 21.0, 13.666666666666666)","(26.0, 90.0, 52.85714285714286)","(1.95, 2.46, 1.9968115942028986)","(21.0, 85.0, 37.33333333333333)","(3.6, 8.2, 7.299999999999999)","(4.6, 7.6, 6.449999999999999)","(14.0, 30.0, 26.6)","(13.0, 30.0, 22.0)"
07-01-2023 09:09:47.520476,"(11.0, 21.0, 13.666666666666666)","(26.0, 90.0, 52.85714285714286)","(1.95, 2.46, 1.9968115942028986)","(21.0, 85.0, 37.33333333333333)","(3.6, 8.2, 7.299999999999999)","(4.6, 7.6, 6.449999999999999)","(14.0, 30.0, 26.6)","(13.0, 30.0, 22.0)"
07-01-2023 09:09:48.682402,"(11.0, 21.0, 13.666666666666666)","(26.0, 90.0, 52.85714285714286)","(1.95, 2.46, 1.9968115942028986)","(21.0, 85.0, 37.33333333333333)","(3.6, 8.2, 7.299999999999999)","(4.6, 7.6, 6.449999999999999)","(14.0, 30.0, 26.6)","(13.0, 30.0, 22.0)"
07-01-2023 09:09:49.821976,"(11.0, 21.0, 13.666666666666666)","(26.0, 90.0, 59.88235294117647)","(1.95, 2.46, 1.9968115942028986)","(21.0, 85.0, 37.33333333333333)","(3.6, 8.2, 6.92)","(4.6, 7.6, 6.449999999999999)","(14.0, 30.0, 26.6)","(13.0, 30.0, 26.5)"
07-01-2023 09:09:50.829721,"(11.0, 21.0, 13.666666666666666)","(26.0, 90.0, 59.88235294117647)","(1.95, 2.46, 1.9968115942028986)","(21.0, 85.0, 37.33333333333333)","(3.6, 8.2, 6.92)","(4.6, 7.6, 6.449999999999999)","(14.0, 30.0, 26.6)","(13.0, 30.0, 22.0)"
07-01-2023 09:09:51.842967,"(11.0, 21.0, 13.666666666666666)","(26.0, 90.0, 59.88235294117647)","(1.95, 2.46, 1.9968115942028986)","(21.0, 85.0, 37.33333333333333)","(3.6, 8.2, 6.92)","(4.6, 7.6, 6.449999999999999)","(14.0, 30.0, 26.6)","(13.0, 30.0, 22.0)"
07-01-2023 09:09:52.879127,"(11.0, 21.0, 13.666666666666666)","(26.0, 90.0, 59.88235294117647)","(1.95, 2.46, 1.9968115942028986)","(21.0, 85.0, 37.33333333333333)","(3.6, 8.2, 6.92)","(4.6, 7.6, 6.449999999999999)","(14.0, 30.0, 26.6)","(13.0, 30.0, 22.0)"
07-01-2023 09:09:53.886481,"(11.0, 21.0, 13.666666666666666)","(26.0, 90.0, 59.88235294117647)","(1.95, 2.46, 1.9968115942028986)","(21.0, 85.0, 37.33333333333333)","(3.6, 8.2, 6.769230769230768)","(4.6, 7.6, 6.449999999999999)","(14.0, 30.0, 26.6)","(13.0, 30.0, 22.0)"
07-01-2023 09:09:54.929676,"(11.0, 21.0, 13.666666666666666)","(26.0, 90.0, 59.88235294117647)","(1.95, 2.46, 1.9968115942028986)","(21.0, 85.0, 37.33333333333333)","(3.6, 8.2, 6.914285714285714)","(4.6, 7.6, 6.449999999999999)","(14.0, 30.0, 26.6)","(13.0, 30.0, 22.0)"
07-01-2023 09:09:55.946321,"(11.0, 21.0, 13.666666666666666)","(26.0, 90.0, 59.88235294117647)","(1.95, 2.46, 1.9968115942028986)","(21.0, 85.0, 37.33333333333333)","(3.6, 8.2, 6.914285714285714)","(4.6, 7.6, 6.449999999999999)","(14.0, 30.0, 26.6)","(13.0, 30.0, 22.0)"
07-01-2023 09:09:56.968024,"(11.0, 21.0, 13.666666666666666)","(26.0, 90.0, 59.88235294117647)","(1.95, 2.46, 1.9968115942028986)","(21.0, 85.0, 37.33333333333333)","(3.6, 8.2, 6.914285714285714)","(4.6, 7.6, 6.449999999999999)","(14.0, 30.0, 26.6)","(13.0, 30.0, 22.0)"
07-01-2023 09:09:57.949961,"(11.0, 21.0, 13.666666666666666)","(26.0, 90.0, 59.88235294117647)","(1.95, 2.46, 1.9968115942028986)","(21.0, 85.0, 37.33333333333333)","(3.6, 8.2, 6.914285714285714)","(4.6, 7.6, 6.449999999999999)","(14.0, 30.0, 26.6)","(13.0, 30.0, 22.0)"
07-01-2023 09:09:58.924488,"(11.0, 21.0, 13.666666666666666)","(26.0, 90.0, 59.88235294117647)","(1.95, 2.46, 1.9968115942028986)","(21.0, 85.0, 37.33333333333333)","(3.6, 8.2, 6.914285714285714)","(4.6, 7.6, 6.449999999999999)","(14.0, 30.0, 26.6)","(13.0, 30.0, 22.0)"
07-01-2023 09:09:59.938881,"(11.0, 21.0, 13.666666666666666)","(26.0, 90.0, 59.88235294117647)","(1.95, 2.46, 1.9968115942028986)","(21.0, 85.0, 37.33333333333333)","(3.6, 8.2, 6.914285714285714)","(4.6, 7.6, 6.449999999999999)","(14.0, 30.0, 26.6)","(13.0, 30.0, 20.27777777777778)"
07-01-2023 09:10:00.947656,"(11.0, 21.0, 13.666666666666666)","(26.0, 90.0, 59.88235294117647)","(1.95, 2.46, 1.9968115942028986)","(21.0, 85.0, 37.33333333333333)","(3.6, 8.2, 7.866666666666666)","(4.6, 7.6, 6.449999999999999)","(14.0, 30.0, 26.6)","(13.0, 30.0, 20.27777777777778)"
07-01-2023 09:10:01.923286,"(11.0, 21.0, 13.666666666666666)","(26.0, 90.0, 59.88235294117647)","(1.95, 2.46, 2.053048780487805)","(21.0, 85.0, 37.33333333333333)","(3.6, 8.0, 6.7)","(4.6, 7.6, 6.449999999999999)","(14.0, 30.0, 26.6)","(13.0, 30.0, 16.666666666666668)"
07-01-2023 09:10:02.931671,"(11.0, 21.0, 13.666666666666666)","(26.0, 90.0, 59.88235294117647)","(1.95, 2.46, 2.053048780487805)","(21.0, 85.0, 37.33333333333333)","(3.6, 8.0, 6.7)","(4.6, 7.6, 6.449999999999999)","(14.0, 30.0, 26.6)","(13.0, 30.0, 16.666666666666668)"
07-01-2023 09:10:03.931984,"(11.0, 21.0, 13.666666666666666)","(26.0, 90.0, 59.88235294117647)","(1.95, 2.42, 2.0809615384615383)","(21.0, 85.0, 37.33333333333333)","(3.6, 8.0, 6.7)","(4.6, 7.6, 6.449999999999999)","(14.0, 30.0, 26.6)","(13.0, 30.0, 17.75)"
07-01-2023 09:10:04.942714,"(11.0, 21.0, 13.666666666666666)","(26.0, 90.0, 59.88235294117647)","(1.95, 2.42, 2.0809615384615383)","(21.0, 85.0, 37.33333333333333)","(3.6, 8.0, 6.7)","(4.6, 7.6, 6.449999999999999)","(14.0, 30.0, 26.6)","(13.0, 29.0, 17.75)"
07-01-2023 09:10:05.924222,"(11.0, 21.0, 13.666666666666666)","(26.0, 90.0, 59.88235294117647)","(1.95, 2.38, 2.1161764705882353)","(21.0, 85.0, 37.33333333333333)","(3.6, 8.0, 6.7)","(4.6, 7.6, 6.449999999999999)","(14.0, 30.0, 26.6)","(13.0, 29.0, 17.0)"
07-01-2023 09:10:06.952176,"(11.0, 21.0, 13.666666666666666)","(26.0, 90.0, 59.88235294117647)","(1.95, 2.36, 2.1935)","(21.0, 85.0, 37.33333333333333)","(3.6, 8.0, 6.7)","(4.6, 7.6, 6.449999999999999)","(14.0, 30.0, 26.6)","(13.0, 29.0, 17.0)"
07-01-2023 09:10:07.923865,"(11.0, 21.0, 13.666666666666666)","(26.0, 90.0, 59.88235294117647)","(1.95, 2.34, 2.028888888888889)","(21.0, 85.0, 37.33333333333333)","(3.6, 8.0, 6.7)","(4.6, 7.6, 6.449999999999999)","(14.0, 30.0, 26.6)","(13.0, 29.0, 17.0)"
07-01-2023 09:10:08.910277,"(11.0, 21.0, 13.666666666666666)","(26.0, 90.0, 59.88235294117647)","(1.95, 2.34, 2.028888888888889)","(21.0, 85.0, 37.33333333333333)","(3.6, 8.0, 6.7)","(4.6, 7.6, 6.449999999999999)","(14.0, 30.0, 26.6)","(13.0, 29.0, 17.0)"
07-01-2023 09:10:09.895374,"(11.0, 21.0, 12.2)","(26.0, 90.0, 59.88235294117647)","(1.95, 2.3, 2.1758620689655173)","(21.0, 85.0, 37.33333333333333)","(3.6, 8.0, 6.7)","(4.6, 7.6, 6.449999999999999)","(14.0, 30.0, 26.6)","(13.0, 29.0, 17.0)"
07-01-2023 09:10:10.929460,"(11.0, 21.0, 13.666666666666666)","(26.0, 90.0, 59.88235294117647)","(1.95, 2.3, 2.12875)","(21.0, 85.0, 37.33333333333333)","(3.6, 8.0, 7.876190476190477)","(4.6, 7.6, 6.449999999999999)","(14.0, 30.0, 26.6)","(13.0, 29.0, 20.75)"
07-01-2023 09:10:11.987711,"(11.0, 21.0, 13.666666666666666)","(26.0, 90.0, 59.88235294117647)","(1.95, 2.28, 2.083913043478261)","(21.0, 85.0, 37.33333333333333)","(3.6, 8.0, 7.876190476190477)","(4.6, 7.6, 6.449999999999999)","(14.0, 30.0, 26.6)","(13.0, 29.0, 17.4)"
07-01-2023 09:10:13.004209,"(11.0, 21.0, 13.666666666666666)","(26.0, 90.0, 59.88235294117647)","(1.95, 2.26, 2.064761904761905)","(21.0, 85.0, 37.33333333333333)","(3.6, 8.0, 7.876190476190477)","(4.6, 7.6, 6.449999999999999)","(14.0, 30.0, 26.6)","(13.0, 29.0, 17.4)"
07-01-2023 09:10:14.150265,"(11.0, 21.0, 13.666666666666666)","(26.0, 90.0, 59.88235294117647)","(1.95, 2.24, 2.068235294117647)","(21.0, 85.0, 37.33333333333333)","(3.6, 8.0, 7.876190476190477)","(4.6, 7.6, 6.449999999999999)","(14.0, 30.0, 26.6)","(13.0, 29.0, 17.4)"
07-01-2023 09:10:15.163785,"(11.0, 21.0, 13.666666666666666)","(26.0, 90.0, 59.88235294117647)","(1.95, 2.2, 2.068235294117647)","(21.0, 85.0, 37.33333333333333)","(3.6, 8.0, 7.876190476190477)","(4.6, 7.6, 6.449999999999999)","(14.0, 30.0, 26.6)","(13.0, 29.0, 17.4)"
07-01-2023 09:10:16.157437,"(11.0, 21.0, 13.666666666666666)","(26.0, 90.0, 59.88235294117647)","(1.95, 2.18, 2.12)","(21.0, 85.0, 37.33333333333333)","(3.6, 8.0, 7.876190476190477)","(4.6, 7.6, 6.449999999999999)","(14.0, 30.0, 26.6)","(13.0, 29.0, 22.25)"
