,Ferocious George,Jiminy Terror,Sick Bubblegum,Black Danger,Kubota Girl,Mighty Night,Miss Piccolo,Buckle Up Rigel
14,"[datetime.datetime(2022, 11, 28, 17, 58, 42, 601610), 12.0, 27.0]","[datetime.datetime(2022, 11, 28, 17, 58, 42, 601610), 26.0, 170.0]","[datetime.datetime(2022, 11, 28, 17, 58, 42, 601610), 3.1, 3.7]","[datetime.datetime(2022, 11, 28, 17, 58, 42, 601610), 2.45, 4.0]","[datetime.datetime(2022, 11, 28, 17, 58, 42, 601610), 41.0, 260.0]","[datetime.datetime(2022, 11, 28, 17, 58, 42, 601610), 31.0, 330.0]","[datetime.datetime(2022, 11, 28, 17, 58, 42, 601610), 5.0, 12.5]","[datetime.datetime(2022, 11, 28, 17, 58, 42, 601610), 4.8, 11.0]"
15,"[datetime.datetime(2022, 11, 28, 17, 58, 43, 776248), 12.0, 27.0]","[datetime.datetime(2022, 11, 28, 17, 58, 43, 776248), 26.0, 170.0]","[datetime.datetime(2022, 11, 28, 17, 58, 43, 776248), 3.1, 3.7]","[datetime.datetime(2022, 11, 28, 17, 58, 43, 776248), 2.45, 4.0]","[datetime.datetime(2022, 11, 28, 17, 58, 43, 776248), 41.0, 260.0]","[datetime.datetime(2022, 11, 28, 17, 58, 43, 776248), 31.0, 330.0]","[datetime.datetime(2022, 11, 28, 17, 58, 43, 776248), 5.0, 12.5]","[datetime.datetime(2022, 11, 28, 17, 58, 43, 776248), 4.8, 11.0]"
16,"[datetime.datetime(2022, 11, 28, 17, 58, 44, 946739), 12.0, 27.0]","[datetime.datetime(2022, 11, 28, 17, 58, 44, 946739), 26.0, 170.0]","[datetime.datetime(2022, 11, 28, 17, 58, 44, 946739), 3.1, 3.7]","[datetime.datetime(2022, 11, 28, 17, 58, 44, 946739), 2.45, 4.0]","[datetime.datetime(2022, 11, 28, 17, 58, 44, 946739), 41.0, 260.0]","[datetime.datetime(2022, 11, 28, 17, 58, 44, 946739), 31.0, 330.0]","[datetime.datetime(2022, 11, 28, 17, 58, 44, 946739), 5.0, 12.5]","[datetime.datetime(2022, 11, 28, 17, 58, 44, 946739), 4.8, 11.0]"
17,"[datetime.datetime(2022, 11, 28, 17, 58, 46, 90286), 12.0, 27.0]","[datetime.datetime(2022, 11, 28, 17, 58, 46, 90286), 26.0, 170.0]","[datetime.datetime(2022, 11, 28, 17, 58, 46, 90286), 3.1, 3.7]","[datetime.datetime(2022, 11, 28, 17, 58, 46, 90286), 2.45, 4.0]","[datetime.datetime(2022, 11, 28, 17, 58, 46, 90286), 41.0, 260.0]","[datetime.datetime(2022, 11, 28, 17, 58, 46, 90286), 31.0, 330.0]","[datetime.datetime(2022, 11, 28, 17, 58, 46, 90286), 5.0, 12.5]","[datetime.datetime(2022, 11, 28, 17, 58, 46, 90286), 4.8, 11.0]"
18,"[datetime.datetime(2022, 11, 28, 17, 58, 47, 230503), 12.0, 27.0]","[datetime.datetime(2022, 11, 28, 17, 58, 47, 230503), 26.0, 170.0]","[datetime.datetime(2022, 11, 28, 17, 58, 47, 230503), 3.1, 3.7]","[datetime.datetime(2022, 11, 28, 17, 58, 47, 230503), 2.45, 4.0]","[datetime.datetime(2022, 11, 28, 17, 58, 47, 230503), 41.0, 260.0]","[datetime.datetime(2022, 11, 28, 17, 58, 47, 230503), 31.0, 330.0]","[datetime.datetime(2022, 11, 28, 17, 58, 47, 230503), 5.0, 12.5]","[datetime.datetime(2022, 11, 28, 17, 58, 47, 230503), 4.8, 11.0]"
19,"[datetime.datetime(2022, 11, 28, 17, 58, 48, 374705), 12.0, 27.0]","[datetime.datetime(2022, 11, 28, 17, 58, 48, 374705), 26.0, 170.0]","[datetime.datetime(2022, 11, 28, 17, 58, 48, 374705), 3.1, 3.7]","[datetime.datetime(2022, 11, 28, 17, 58, 48, 374705), 2.45, 4.3]","[datetime.datetime(2022, 11, 28, 17, 58, 48, 374705), 41.0, 260.0]","[datetime.datetime(2022, 11, 28, 17, 58, 48, 374705), 31.0, 330.0]","[datetime.datetime(2022, 11, 28, 17, 58, 48, 374705), 5.0, 12.5]","[datetime.datetime(2022, 11, 28, 17, 58, 48, 374705), 4.8, 11.0]"
20,"[datetime.datetime(2022, 11, 28, 17, 58, 49, 508845), 12.0, 27.0]","[datetime.datetime(2022, 11, 28, 17, 58, 49, 508845), 26.0, 170.0]","[datetime.datetime(2022, 11, 28, 17, 58, 49, 508845), 3.1, 3.7]","[datetime.datetime(2022, 11, 28, 17, 58, 49, 508845), 2.45, 4.3]","[datetime.datetime(2022, 11, 28, 17, 58, 49, 508845), 41.0, 260.0]","[datetime.datetime(2022, 11, 28, 17, 58, 49, 508845), 31.0, 330.0]","[datetime.datetime(2022, 11, 28, 17, 58, 49, 508845), 5.0, 12.5]","[datetime.datetime(2022, 11, 28, 17, 58, 49, 508845), 4.8, 11.0]"
21,"[datetime.datetime(2022, 11, 28, 17, 58, 50, 666657), 12.0, 27.0]","[datetime.datetime(2022, 11, 28, 17, 58, 50, 666657), 26.0, 170.0]","[datetime.datetime(2022, 11, 28, 17, 58, 50, 666657), 3.1, 3.7]","[datetime.datetime(2022, 11, 28, 17, 58, 50, 666657), 2.45, 4.3]","[datetime.datetime(2022, 11, 28, 17, 58, 50, 666657), 41.0, 260.0]","[datetime.datetime(2022, 11, 28, 17, 58, 50, 666657), 31.0, 330.0]","[datetime.datetime(2022, 11, 28, 17, 58, 50, 666657), 5.0, 12.5]","[datetime.datetime(2022, 11, 28, 17, 58, 50, 666657), 4.8, 11.0]"
22,"[datetime.datetime(2022, 11, 28, 17, 58, 51, 815011), 12.0, 27.0]","[datetime.datetime(2022, 11, 28, 17, 58, 51, 815011), 26.0, 170.0]","[datetime.datetime(2022, 11, 28, 17, 58, 51, 815011), 3.1, 3.7]","[datetime.datetime(2022, 11, 28, 17, 58, 51, 815011), 2.45, 4.3]","[datetime.datetime(2022, 11, 28, 17, 58, 51, 815011), 41.0, 260.0]","[datetime.datetime(2022, 11, 28, 17, 58, 51, 815011), 31.0, 330.0]","[datetime.datetime(2022, 11, 28, 17, 58, 51, 816010), 5.0, 12.5]","[datetime.datetime(2022, 11, 28, 17, 58, 51, 816010), 4.8, 11.0]"
23,"[datetime.datetime(2022, 11, 28, 17, 58, 52, 974951), 12.0, 27.0]","[datetime.datetime(2022, 11, 28, 17, 58, 52, 974951), 26.0, 170.0]","[datetime.datetime(2022, 11, 28, 17, 58, 52, 974951), 3.1, 3.7]","[datetime.datetime(2022, 11, 28, 17, 58, 52, 974951), 2.45, 4.3]","[datetime.datetime(2022, 11, 28, 17, 58, 52, 974951), 41.0, 260.0]","[datetime.datetime(2022, 11, 28, 17, 58, 52, 974951), 31.0, 330.0]","[datetime.datetime(2022, 11, 28, 17, 58, 52, 974951), 5.0, 12.5]","[datetime.datetime(2022, 11, 28, 17, 58, 52, 974951), 4.8, 11.0]"
24,"[datetime.datetime(2022, 11, 28, 17, 58, 54, 123383), 12.0, 27.0]","[datetime.datetime(2022, 11, 28, 17, 58, 54, 123383), 26.0, 170.0]","[datetime.datetime(2022, 11, 28, 17, 58, 54, 123383), 3.1, 3.7]","[datetime.datetime(2022, 11, 28, 17, 58, 54, 123383), 2.45, 4.3]","[datetime.datetime(2022, 11, 28, 17, 58, 54, 123383), 41.0, 260.0]","[datetime.datetime(2022, 11, 28, 17, 58, 54, 123383), 31.0, 330.0]","[datetime.datetime(2022, 11, 28, 17, 58, 54, 123383), 5.0, 12.5]","[datetime.datetime(2022, 11, 28, 17, 58, 54, 123383), 4.8, 11.0]"
25,"[datetime.datetime(2022, 11, 28, 17, 58, 55, 375707), 12.0, 27.0]","[datetime.datetime(2022, 11, 28, 17, 58, 55, 375707), 26.0, 170.0]","[datetime.datetime(2022, 11, 28, 17, 58, 55, 375707), 3.1, 3.7]","[datetime.datetime(2022, 11, 28, 17, 58, 55, 375707), 2.45, 4.3]","[datetime.datetime(2022, 11, 28, 17, 58, 55, 375707), 41.0, 260.0]","[datetime.datetime(2022, 11, 28, 17, 58, 55, 375707), 31.0, 330.0]","[datetime.datetime(2022, 11, 28, 17, 58, 55, 375707), 5.0, 12.5]","[datetime.datetime(2022, 11, 28, 17, 58, 55, 375707), 4.8, 11.0]"
26,"[datetime.datetime(2022, 11, 28, 17, 58, 56, 574555), 12.0, 27.0]","[datetime.datetime(2022, 11, 28, 17, 58, 56, 574555), 26.0, 170.0]","[datetime.datetime(2022, 11, 28, 17, 58, 56, 574555), 3.1, 3.7]","[datetime.datetime(2022, 11, 28, 17, 58, 56, 574555), 2.45, 4.3]","[datetime.datetime(2022, 11, 28, 17, 58, 56, 574555), 41.0, 260.0]","[datetime.datetime(2022, 11, 28, 17, 58, 56, 574555), 31.0, 330.0]","[datetime.datetime(2022, 11, 28, 17, 58, 56, 574555), 5.0, 12.5]","[datetime.datetime(2022, 11, 28, 17, 58, 56, 574555), 4.8, 11.0]"
27,"[datetime.datetime(2022, 11, 28, 17, 58, 57, 754641), 12.0, 27.0]","[datetime.datetime(2022, 11, 28, 17, 58, 57, 754641), 26.0, 170.0]","[datetime.datetime(2022, 11, 28, 17, 58, 57, 754641), 3.1, 3.7]","[datetime.datetime(2022, 11, 28, 17, 58, 57, 754641), 2.45, 4.3]","[datetime.datetime(2022, 11, 28, 17, 58, 57, 754641), 41.0, 260.0]","[datetime.datetime(2022, 11, 28, 17, 58, 57, 754641), 31.0, 330.0]","[datetime.datetime(2022, 11, 28, 17, 58, 57, 754641), 5.0, 12.5]","[datetime.datetime(2022, 11, 28, 17, 58, 57, 754641), 4.8, 11.0]"
28,"[datetime.datetime(2022, 11, 28, 17, 58, 58, 951590), 12.0, 27.0]","[datetime.datetime(2022, 11, 28, 17, 58, 58, 951590), 26.0, 170.0]","[datetime.datetime(2022, 11, 28, 17, 58, 58, 951590), 3.1, 3.7]","[datetime.datetime(2022, 11, 28, 17, 58, 58, 951590), 2.45, 4.3]","[datetime.datetime(2022, 11, 28, 17, 58, 58, 951590), 41.0, 260.0]","[datetime.datetime(2022, 11, 28, 17, 58, 58, 951590), 31.0, 330.0]","[datetime.datetime(2022, 11, 28, 17, 58, 58, 951590), 5.0, 12.5]","[datetime.datetime(2022, 11, 28, 17, 58, 58, 951590), 4.8, 11.0]"
29,"[datetime.datetime(2022, 11, 28, 17, 59, 0, 127386), 12.0, 27.0]","[datetime.datetime(2022, 11, 28, 17, 59, 0, 127386), 26.0, 170.0]","[datetime.datetime(2022, 11, 28, 17, 59, 0, 127386), 3.1, 3.7]","[datetime.datetime(2022, 11, 28, 17, 59, 0, 127386), 2.45, 4.1]","[datetime.datetime(2022, 11, 28, 17, 59, 0, 127386), 41.0, 260.0]","[datetime.datetime(2022, 11, 28, 17, 59, 0, 127386), 31.0, 330.0]","[datetime.datetime(2022, 11, 28, 17, 59, 0, 127386), 5.0, 12.5]","[datetime.datetime(2022, 11, 28, 17, 59, 0, 127386), 4.8, 11.0]"
30,"[datetime.datetime(2022, 11, 28, 17, 59, 1, 312726), 12.0, 27.0]","[datetime.datetime(2022, 11, 28, 17, 59, 1, 312726), 26.0, 170.0]","[datetime.datetime(2022, 11, 28, 17, 59, 1, 312726), 3.1, 3.7]","[datetime.datetime(2022, 11, 28, 17, 59, 1, 312726), 2.45, 4.1]","[datetime.datetime(2022, 11, 28, 17, 59, 1, 312726), 41.0, 260.0]","[datetime.datetime(2022, 11, 28, 17, 59, 1, 312726), 31.0, 330.0]","[datetime.datetime(2022, 11, 28, 17, 59, 1, 312726), 5.0, 12.5]","[datetime.datetime(2022, 11, 28, 17, 59, 1, 312726), 4.8, 11.0]"
31,"[datetime.datetime(2022, 11, 28, 17, 59, 2, 494391), 12.0, 27.0]","[datetime.datetime(2022, 11, 28, 17, 59, 2, 494391), 26.0, 170.0]","[datetime.datetime(2022, 11, 28, 17, 59, 2, 494391), 3.1, 3.7]","[datetime.datetime(2022, 11, 28, 17, 59, 2, 494391), 2.45, 4.1]","[datetime.datetime(2022, 11, 28, 17, 59, 2, 494391), 41.0, 260.0]","[datetime.datetime(2022, 11, 28, 17, 59, 2, 494391), 31.0, 330.0]","[datetime.datetime(2022, 11, 28, 17, 59, 2, 494391), 5.0, 12.5]","[datetime.datetime(2022, 11, 28, 17, 59, 2, 494391), 4.8, 11.0]"
32,"[datetime.datetime(2022, 11, 28, 17, 59, 3, 664942), 12.0, 27.0]","[datetime.datetime(2022, 11, 28, 17, 59, 3, 664942), 26.0, 160.0]","[datetime.datetime(2022, 11, 28, 17, 59, 3, 664942), 3.1, 3.7]","[datetime.datetime(2022, 11, 28, 17, 59, 3, 664942), 2.45, 4.1]","[datetime.datetime(2022, 11, 28, 17, 59, 3, 664942), 41.0, 260.0]","[datetime.datetime(2022, 11, 28, 17, 59, 3, 664942), 31.0, 320.0]","[datetime.datetime(2022, 11, 28, 17, 59, 3, 664942), 5.0, 12.5]","[datetime.datetime(2022, 11, 28, 17, 59, 3, 664942), 4.8, 11.0]"
33,"[datetime.datetime(2022, 11, 28, 17, 59, 4, 813957), 12.0, 27.0]","[datetime.datetime(2022, 11, 28, 17, 59, 4, 813957), 26.0, 170.0]","[datetime.datetime(2022, 11, 28, 17, 59, 4, 813957), 3.1, 3.7]","[datetime.datetime(2022, 11, 28, 17, 59, 4, 813957), 2.45, 4.1]","[datetime.datetime(2022, 11, 28, 17, 59, 4, 813957), 41.0, 260.0]","[datetime.datetime(2022, 11, 28, 17, 59, 4, 813957), 31.0, 320.0]","[datetime.datetime(2022, 11, 28, 17, 59, 4, 813957), 5.0, 12.5]","[datetime.datetime(2022, 11, 28, 17, 59, 4, 813957), 4.8, 11.0]"
34,"[datetime.datetime(2022, 11, 28, 17, 59, 5, 953555), 12.0, 27.0]","[datetime.datetime(2022, 11, 28, 17, 59, 5, 953555), 26.0, 170.0]","[datetime.datetime(2022, 11, 28, 17, 59, 5, 953555), 3.1, 3.7]","[datetime.datetime(2022, 11, 28, 17, 59, 5, 953555), 2.45, 4.1]","[datetime.datetime(2022, 11, 28, 17, 59, 5, 953555), 41.0, 260.0]","[datetime.datetime(2022, 11, 28, 17, 59, 5, 953555), 31.0, 320.0]","[datetime.datetime(2022, 11, 28, 17, 59, 5, 953555), 5.0, 12.5]","[datetime.datetime(2022, 11, 28, 17, 59, 5, 953555), 4.8, 11.0]"
35,"[datetime.datetime(2022, 11, 28, 17, 59, 7, 96292), 12.0, 27.0]","[datetime.datetime(2022, 11, 28, 17, 59, 7, 96292), 26.0, 170.0]","[datetime.datetime(2022, 11, 28, 17, 59, 7, 96292), 3.1, 3.7]","[datetime.datetime(2022, 11, 28, 17, 59, 7, 96292), 2.45, 4.1]","[datetime.datetime(2022, 11, 28, 17, 59, 7, 96292), 41.0, 260.0]","[datetime.datetime(2022, 11, 28, 17, 59, 7, 96292), 31.0, 320.0]","[datetime.datetime(2022, 11, 28, 17, 59, 7, 96292), 5.0, 12.5]","[datetime.datetime(2022, 11, 28, 17, 59, 7, 96292), 4.8, 11.0]"
36,"[datetime.datetime(2022, 11, 28, 17, 59, 8, 231640), 12.0, 27.0]","[datetime.datetime(2022, 11, 28, 17, 59, 8, 231640), 26.0, 170.0]","[datetime.datetime(2022, 11, 28, 17, 59, 8, 231640), 3.1, 3.7]","[datetime.datetime(2022, 11, 28, 17, 59, 8, 231640), 2.45, 4.1]","[datetime.datetime(2022, 11, 28, 17, 59, 8, 231640), 41.0, 260.0]","[datetime.datetime(2022, 11, 28, 17, 59, 8, 231640), 31.0, 320.0]","[datetime.datetime(2022, 11, 28, 17, 59, 8, 231640), 5.0, 12.5]","[datetime.datetime(2022, 11, 28, 17, 59, 8, 231640), 4.8, 11.0]"
37,"[datetime.datetime(2022, 11, 28, 17, 59, 9, 424651), 12.0, 27.0]","[datetime.datetime(2022, 11, 28, 17, 59, 9, 424651), 26.0, 170.0]","[datetime.datetime(2022, 11, 28, 17, 59, 9, 424651), 3.1, 3.7]","[datetime.datetime(2022, 11, 28, 17, 59, 9, 424651), 2.45, 4.1]","[datetime.datetime(2022, 11, 28, 17, 59, 9, 424651), 41.0, 260.0]","[datetime.datetime(2022, 11, 28, 17, 59, 9, 424651), 31.0, 320.0]","[datetime.datetime(2022, 11, 28, 17, 59, 9, 424651), 5.0, 12.5]","[datetime.datetime(2022, 11, 28, 17, 59, 9, 424651), 4.8, 11.0]"
38,"[datetime.datetime(2022, 11, 28, 17, 59, 10, 600325), 12.0, 27.0]","[datetime.datetime(2022, 11, 28, 17, 59, 10, 600325), 26.0, 170.0]","[datetime.datetime(2022, 11, 28, 17, 59, 10, 600325), 3.1, 3.7]","[datetime.datetime(2022, 11, 28, 17, 59, 10, 600325), 2.45, 4.1]","[datetime.datetime(2022, 11, 28, 17, 59, 10, 600325), 41.0, 260.0]","[datetime.datetime(2022, 11, 28, 17, 59, 10, 600325), 31.0, 320.0]","[datetime.datetime(2022, 11, 28, 17, 59, 10, 600325), 5.0, 12.5]","[datetime.datetime(2022, 11, 28, 17, 59, 10, 600325), 4.8, 11.0]"
39,"[datetime.datetime(2022, 11, 28, 17, 59, 11, 801528), 12.0, 27.0]","[datetime.datetime(2022, 11, 28, 17, 59, 11, 801528), 26.0, 170.0]","[datetime.datetime(2022, 11, 28, 17, 59, 11, 801528), 3.1, 3.7]","[datetime.datetime(2022, 11, 28, 17, 59, 11, 801528), 2.45, 4.1]","[datetime.datetime(2022, 11, 28, 17, 59, 11, 801528), 41.0, 260.0]","[datetime.datetime(2022, 11, 28, 17, 59, 11, 801528), 31.0, 320.0]","[datetime.datetime(2022, 11, 28, 17, 59, 11, 801528), 5.0, 12.5]","[datetime.datetime(2022, 11, 28, 17, 59, 11, 801528), 4.8, 11.0]"
