,List Of Secrets,General Payton,Devon Lass,Magic Lies,Top Faith,Furious Angel,Jax
05-01-2023 16:07:40.560761,"(5.5, 8.4, 8.142857142857142)","(6.5, 10.5, 9.55)","(101.0, 230.0, 156.66666666666666)","(3.0, 4.4, 4.0)","(7.5, 15.5, 14.625)","(3.1, 3.2, 3.0114285714285716)","(5.5, 10.0, 9.25)"
05-01-2023 16:07:41.545765,"(5.5, 8.4, 8.142857142857142)","(6.5, 10.5, 9.55)","(101.0, 230.0, 156.66666666666666)","(3.0, 4.4, 4.030434782608696)","(7.5, 15.0, 15.0625)","(3.1, 3.2, 3.0114285714285716)","(5.5, 10.0, 9.5)"
05-01-2023 16:07:42.605207,"(5.5, 8.4, 8.142857142857142)","(6.5, 10.5, 9.55)","(101.0, 230.0, 156.66666666666666)","(3.0, 4.4, 4.0062500000000005)","(7.5, 15.5, 15.0625)","(3.1, 3.2, 3.0114285714285716)","(5.5, 10.0, 9.166666666666666)"
05-01-2023 16:07:43.635027,"(5.5, 8.4, 8.142857142857142)","(6.5, 10.5, 9.55)","(101.0, 230.0, 156.66666666666666)","(3.0, 4.4, 4.163157894736842)","(7.5, 15.5, 15.0625)","(3.1, 3.2, 3.0114285714285716)","(5.5, 10.0, 9.166666666666666)"
05-01-2023 16:07:44.632259,"(5.5, 8.4, 8.142857142857142)","(6.5, 10.5, 9.55)","(101.0, 230.0, 156.66666666666666)","(3.0, 4.4, 4.1000000000000005)","(7.5, 15.5, 15.0625)","(3.1, 3.2, 2.9988888888888887)","(5.5, 10.0, 8.666666666666668)"
05-01-2023 16:07:45.767235,"(5.5, 8.4, 7.581818181818182)","(6.5, 10.5, 9.55)","(101.0, 230.0, 156.66666666666666)","(3.0, 4.4, 4.184615384615385)","(7.5, 15.5, 15.0)","(3.1, 3.15, 3.0083333333333333)","(5.5, 10.0, 9.2)"
05-01-2023 16:07:46.774667,"(5.5, 8.4, 7.8)","(6.5, 12.0, 10.866666666666667)","(101.0, 230.0, 156.66666666666666)","(3.0, 4.4, 4.184615384615385)","(7.5, 15.5, 15.071428571428571)","(3.1, 3.15, 3.0083333333333333)","(5.5, 10.0, 9.0)"
05-01-2023 16:07:47.854174,"(5.5, 8.4, 8.166666666666668)","(6.5, 11.0, 10.2)","(101.0, 230.0, 156.66666666666666)","(3.0, 4.4, 4.15)","(7.5, 15.5, 15.5)","(3.1, 3.15, 3.0083333333333333)","(5.5, 10.0, 9.416666666666666)"
05-01-2023 16:07:48.974083,"(5.5, 8.4, 7.800000000000001)","(6.5, 11.0, 9.56)","(81.0, 230.0, 156.66666666666666)","(3.1, 4.4, 4.2)","(7.5, 16.0, 14.40909090909091)","(3.0, 3.15, 3.0083333333333333)","(5.5, 10.0, 9.5)"
05-01-2023 16:07:49.995407,"(5.5, 8.4, 7.800000000000001)","(6.5, 11.0, 10.2)","(81.0, 230.0, 156.66666666666666)","(3.1, 4.4, 4.2)","(7.5, 16.0, 14.40909090909091)","(3.0, 3.15, 2.9988888888888887)","(5.5, 10.0, 9.166666666666666)"
05-01-2023 16:07:50.930768,"(5.5, 8.4, 7.4)","(6.5, 11.0, 10.2)","(81.0, 230.0, 156.66666666666666)","(3.1, 4.4, 4.2)","(7.5, 16.0, 14.40909090909091)","(3.0, 3.15, 3.0225)","(5.5, 10.0, 9.166666666666666)"
05-01-2023 16:07:51.868572,"(5.5, 8.4, 7.4)","(6.5, 11.0, 10.2)","(81.0, 230.0, 156.66666666666666)","(3.1, 4.4, 4.133333333333334)","(7.5, 16.0, 14.40909090909091)","(3.0, 3.15, 3.0)","(5.5, 10.0, 9.166666666666666)"
05-01-2023 16:07:52.895057,"(5.5, 8.4, 7.4)","(6.5, 11.0, 10.2)","(81.0, 230.0, 156.66666666666666)","(3.1, 4.4, 4.2)","(7.5, 16.0, 14.40909090909091)","(3.0, 3.1, 3.0)","(5.5, 10.0, 9.166666666666666)"
05-01-2023 16:07:53.960088,"(5.5, 8.4, 7.4)","(6.5, 11.0, 9.285714285714285)","(81.0, 230.0, 156.66666666666666)","(3.1, 4.4, 4.233333333333333)","(7.5, 16.0, 13.083333333333334)","(3.0, 3.1, 3.0795744680851063)","(5.5, 10.0, 9.3)"
05-01-2023 16:07:54.933819,"(5.5, 8.4, 7.9)","(6.5, 10.5, 9.142857142857142)","(81.0, 230.0, 156.66666666666666)","(3.1, 4.4, 4.233333333333333)","(7.5, 16.0, 14.875)","(3.0, 3.1, 3.0166666666666666)","(5.5, 10.5, 9.166666666666666)"
05-01-2023 16:07:55.870620,"(5.5, 8.4, 8.025)","(6.5, 10.0, 9.533333333333333)","(81.0, 230.0, 156.66666666666666)","(3.1, 4.4, 4.233333333333333)","(7.5, 16.0, 14.875)","(3.0, 3.1, 3.0166666666666666)","(5.5, 10.0, 9.166666666666666)"
05-01-2023 16:07:56.887464,"(5.5, 8.4, 8.025)","(6.5, 10.0, 9.533333333333333)","(81.0, 230.0, 156.66666666666666)","(3.1, 4.4, 4.226315789473684)","(7.5, 16.0, 14.875)","(3.0, 3.1, 3.0166666666666666)","(5.5, 10.0, 9.166666666666666)"
05-01-2023 16:07:57.959379,"(5.5, 8.4, 8.025)","(6.5, 10.0, 9.533333333333333)","(81.0, 230.0, 156.66666666666666)","(3.1, 4.4, 4.164285714285714)","(7.5, 16.0, 14.875)","(3.0, 3.1, 3.0166666666666666)","(5.5, 10.0, 9.166666666666666)"
05-01-2023 16:07:59.070302,"(5.5, 8.4, 8.025)","(6.5, 10.0, 9.533333333333333)","(81.0, 230.0, 156.66666666666666)","(3.1, 4.4, 4.28421052631579)","(7.5, 16.0, 14.875)","(3.0, 3.1, 3.025)","(5.5, 10.0, 8.72)"
05-01-2023 16:08:00.075157,"(5.5, 8.4, 8.025)","(6.5, 10.0, 9.533333333333333)","(81.0, 230.0, 156.66666666666666)","(3.1, 4.4, 4.294117647058823)","(7.5, 16.0, 14.875)","(3.0, 3.15, 3.0166666666666666)","(5.5, 10.0, 9.146666666666667)"
05-01-2023 16:08:01.004032,"(5.5, 8.4, 8.025)","(6.5, 10.0, 9.533333333333333)","(81.0, 230.0, 156.66666666666666)","(3.1, 4.4, 4.294117647058823)","(7.5, 16.0, 14.875)","(3.0, 3.15, 3.0166666666666666)","(5.5, 10.0, 9.6)"
05-01-2023 16:08:01.943253,"(5.5, 8.4, 7.800000000000001)","(6.5, 12.0, 10.866666666666667)","(81.0, 230.0, 156.66666666666666)","(3.1, 4.4, 4.294117647058823)","(7.5, 15.5, 15.125)","(3.0, 3.15, 3.025)","(5.5, 10.0, 9.6)"
05-01-2023 16:08:02.977912,"(5.5, 8.4, 7.5)","(6.5, 11.0, 9.56)","(81.0, 230.0, 156.66666666666666)","(3.1, 4.4, 4.323076923076924)","(7.5, 15.5, 14.6)","(3.0, 3.15, 3.025)","(5.5, 10.0, 9.6)"
05-01-2023 16:08:03.977115,"(5.5, 8.2, 7.699999999999999)","(6.5, 11.0, 9.56)","(81.0, 230.0, 156.66666666666666)","(3.1, 4.4, 4.323076923076924)","(7.5, 15.5, 15.61111111111111)","(3.0, 3.15, 3.025)","(5.5, 10.0, 9.6)"
05-01-2023 16:08:04.912977,"(5.5, 8.2, 7.366666666666667)","(6.5, 11.0, 9.285714285714285)","(81.0, 230.0, 156.66666666666666)","(3.1, 4.4, 4.294117647058823)","(7.5, 16.5, 15.61111111111111)","(3.0, 3.15, 3.025)","(5.5, 10.0, 9.845161290322581)"
05-01-2023 16:08:05.842344,"(5.5, 8.2, 7.45)","(6.5, 11.0, 8.818181818181818)","(81.0, 220.0, 153.33333333333334)","(3.1, 4.4, 4.294117647058823)","(7.5, 15.5, 13.277777777777779)","(3.0, 3.15, 3.0166666666666666)","(5.5, 10.0, 9.845161290322581)"
05-01-2023 16:08:06.913303,"(5.5, 8.2, 7.45)","(6.5, 11.0, 8.852631578947369)","(81.0, 220.0, 153.33333333333334)","(3.1, 4.4, 4.325)","(7.5, 15.5, 13.25)","(3.0, 3.1, 3.0166666666666666)","(5.5, 10.0, 9.845161290322581)"
05-01-2023 16:08:07.994556,"(5.5, 8.2, 7.45)","(6.5, 11.0, 8.84)","(81.0, 220.0, 153.33333333333334)","(3.1, 4.4, 4.325)","(7.5, 15.5, 12.304347826086957)","(3.0, 3.1, 3.0166666666666666)","(5.5, 10.0, 9.845161290322581)"
05-01-2023 16:08:09.022077,"(5.5, 8.2, 7.45)","(6.5, 11.0, 8.808695652173913)","(81.0, 220.0, 153.33333333333334)","(3.1, 4.4, 4.325)","(7.5, 15.5, 12.318181818181818)","(3.0, 3.1, 3.0166666666666666)","(5.5, 10.0, 9.845161290322581)"
05-01-2023 16:08:09.991444,"(5.5, 8.2, 7.0)","(6.5, 10.0, 9.533333333333333)","(81.0, 220.0, 153.33333333333334)","(3.1, 4.4, 4.325)","(7.5, 15.5, 13.5)","(3.0, 3.1, 3.0166666666666666)","(5.5, 10.0, 9.8)"
05-01-2023 16:08:10.964181,"(5.5, 8.6, 7.9)","(6.5, 10.0, 9.533333333333333)","(81.0, 220.0, 153.33333333333334)","(3.1, 4.4, 4.325)","(7.5, 15.5, 13.48076923076923)","(3.0, 3.1, 3.1500000000000004)","(5.5, 10.0, 9.751724137931035)"
05-01-2023 16:08:11.955751,"(5.5, 8.6, 7.752941176470588)","(6.5, 10.0, 9.16)","(81.0, 220.0, 153.33333333333334)","(3.1, 4.4, 4.325)","(7.5, 15.5, 13.48076923076923)","(3.0, 3.2, 3.05)","(5.5, 9.8, 9.771428571428572)"
05-01-2023 16:08:13.029800,"(5.5, 8.6, 8.0)","(6.5, 10.0, 9.0)","(81.0, 220.0, 153.33333333333334)","(3.1, 4.4, 4.04)","(7.5, 15.5, 13.5)","(3.0, 3.1, 3.05)","(5.5, 10.0, 8.98)"
05-01-2023 16:08:13.981370,"(5.5, 8.6, 8.176470588235293)","(6.5, 10.0, 9.466666666666667)","(81.0, 220.0, 153.33333333333334)","(3.1, 4.4, 4.04)","(7.5, 15.5, 13.5)","(3.0, 3.1, 3.097)","(5.5, 10.5, 8.833333333333332)"
05-01-2023 16:08:14.884006,"(5.5, 8.6, 8.176470588235293)","(6.5, 10.0, 9.466666666666667)","(81.0, 220.0, 153.33333333333334)","(3.1, 4.4, 4.2)","(7.5, 15.5, 13.5)","(3.0, 3.1, 3.097)","(5.5, 10.0, 8.833333333333332)"
05-01-2023 16:08:15.914767,"(5.5, 8.6, 8.176470588235293)","(6.5, 10.0, 9.466666666666667)","(81.0, 220.0, 180.0)","(3.1, 4.4, 4.242105263157895)","(7.5, 15.0, 13.1)","(3.0, 3.1, 3.097)","(5.5, 10.0, 8.833333333333332)"
05-01-2023 16:08:17.001731,"(5.5, 8.6, 8.046153846153846)","(6.5, 10.0, 9.466666666666667)","(81.0, 220.0, 180.0)","(3.1, 4.4, 4.242105263157895)","(7.5, 15.5, 13.1)","(3.0, 3.1, 3.097)","(5.5, 10.0, 8.833333333333332)"
05-01-2023 16:08:18.102202,"(5.5, 8.6, 8.054545454545455)","(6.5, 10.5, 9.8)","(81.0, 220.0, 180.0)","(3.1, 4.4, 4.275)","(7.5, 15.5, 13.1)","(3.0, 3.1, 3.14575)","(5.5, 10.0, 8.755555555555555)"
05-01-2023 16:08:19.166676,"(5.5, 8.6, 8.054545454545455)","(6.5, 10.5, 9.0)","(81.0, 220.0, 180.0)","(3.1, 4.4, 4.275)","(7.5, 15.5, 13.1)","(3.0, 3.15, 3.14575)","(5.5, 10.0, 8.755555555555555)"
05-01-2023 16:08:20.137467,"(5.5, 8.6, 8.054545454545455)","(6.5, 10.5, 9.0)","(81.0, 220.0, 180.0)","(3.1, 4.4, 4.275)","(7.5, 15.5, 13.1)","(3.0, 3.1, 3.0863636363636364)","(5.5, 10.0, 8.95)"
05-01-2023 16:08:21.108287,"(5.5, 8.6, 8.054545454545455)","(6.5, 10.5, 8.621052631578948)","(81.0, 220.0, 180.0)","(3.1, 4.4, 4.242105263157895)","(7.5, 15.5, 13.1)","(3.0, 3.05, 3.04825)","(5.5, 10.0, 8.95)"
05-01-2023 16:08:22.130630,"(5.5, 8.6, 8.054545454545455)","(6.5, 10.5, 8.621052631578948)","(81.0, 220.0, 180.0)","(3.1, 4.4, 4.271428571428571)","(7.5, 15.5, 13.1)","(3.0, 3.05, 3.04825)","(5.5, 10.0, 8.95)"
05-01-2023 16:08:23.197435,"(5.5, 8.6, 8.054545454545455)","(6.5, 10.5, 8.61)","(81.0, 220.0, 180.0)","(3.1, 4.4, 4.271428571428571)","(7.5, 15.5, 14.75)","(3.0, 3.05, 3.04825)","(5.5, 10.0, 8.95)"
05-01-2023 16:08:24.230769,"(5.5, 8.6, 6.885714285714285)","(6.5, 10.5, 8.61)","(81.0, 220.0, 180.0)","(3.1, 4.4, 4.271428571428571)","(7.5, 15.0, 13.9)","(3.0, 3.05, 3.04825)","(5.5, 10.0, 8.95)"
05-01-2023 16:08:25.200063,"(5.5, 8.6, 7.957142857142856)","(6.5, 10.5, 8.6)","(81.0, 220.0, 180.0)","(3.1, 4.4, 4.271428571428571)","(7.5, 15.5, 13.9)","(3.0, 3.05, 3.04825)","(5.5, 10.0, 8.775)"
05-01-2023 16:08:26.160368,"(5.5, 8.6, 7.957142857142856)","(6.5, 10.5, 8.6)","(81.0, 220.0, 180.0)","(3.1, 4.4, 4.294117647058823)","(7.5, 15.5, 13.9)","(3.0, 3.05, 3.04)","(5.5, 10.0, 8.95)"
05-01-2023 16:08:27.170427,"(5.5, 8.6, 7.957142857142856)","(6.5, 10.5, 8.6)","(81.0, 220.0, 140.0)","(3.1, 4.4, 4.25)","(7.5, 15.5, 13.9)","(3.0, 3.1, 3.013333333333333)","(5.5, 10.0, 8.95)"
05-01-2023 16:08:28.289855,"(5.5, 8.6, 7.957142857142856)","(6.5, 10.5, 8.61)","(81.0, 220.0, 140.0)","(3.1, 4.4, 4.335714285714285)","(7.5, 15.5, 13.9)","(3.0, 3.1, 3.044)","(5.5, 10.0, 8.95)"
05-01-2023 16:08:29.264733,"(5.5, 8.6, 8.054545454545455)","(6.5, 10.5, 8.61)","(81.0, 220.0, 140.0)","(3.1, 4.4, 4.335714285714285)","(7.5, 15.5, 13.9)","(3.0, 3.1, 3.044)","(5.5, 10.0, 8.833333333333332)"
05-01-2023 16:08:30.209814,"(6.0, 8.6, 8.054545454545455)","(6.5, 10.5, 8.61)","(81.0, 220.0, 140.0)","(3.1, 4.4, 4.35)","(7.5, 15.5, 12.318181818181818)","(2.9, 3.1, 2.98)","(5.5, 10.0, 8.833333333333332)"
05-01-2023 16:08:31.216358,"(6.0, 8.6, 8.054545454545455)","(6.5, 10.5, 8.61)","(81.0, 220.0, 140.0)","(3.1, 4.4, 4.335714285714285)","(7.5, 15.5, 13.9)","(2.9, 3.1, 2.88375)","(5.5, 10.0, 8.833333333333332)"
05-01-2023 16:08:32.260857,"(6.0, 8.4, 8.266666666666667)","(6.5, 10.5, 8.61)","(81.0, 220.0, 140.0)","(3.1, 4.4, 4.335714285714285)","(7.5, 15.5, 13.9)","(2.9, 3.05, 2.88375)","(5.5, 10.0, 8.833333333333332)"
05-01-2023 16:08:33.389541,"(6.0, 8.6, 7.957142857142856)","(6.5, 10.5, 8.61)","(81.0, 220.0, 140.0)","(3.1, 4.4, 4.35)","(7.5, 15.5, 13.9)","(2.9, 3.05, 2.9299999999999997)","(5.5, 10.0, 8.833333333333332)"
05-01-2023 16:08:34.489941,"(6.0, 8.6, 8.054545454545455)","(6.5, 10.5, 8.61)","(81.0, 220.0, 140.0)","(3.1, 4.4, 4.316666666666666)","(7.5, 15.5, 13.9)","(2.9, 3.0, 2.9299999999999997)","(5.5, 10.0, 8.833333333333332)"
05-01-2023 16:08:35.463627,"(6.0, 8.6, 8.054545454545455)","(6.5, 10.5, 8.61)","(81.0, 220.0, 140.0)","(3.1, 4.4, 4.1499999999999995)","(7.5, 15.5, 13.9)","(2.9, 3.0, 2.9299999999999997)","(5.5, 10.0, 8.833333333333332)"
05-01-2023 16:08:36.385631,"(6.0, 8.6, 8.054545454545455)","(6.5, 10.5, 8.61)","(81.0, 220.0, 140.0)","(3.1, 4.4, 4.300000000000001)","(7.5, 15.5, 13.9)","(2.9, 3.0, 2.9299999999999997)","(5.5, 10.5, 8.98)"
05-01-2023 16:08:37.361031,"(6.0, 8.6, 8.054545454545455)","(6.5, 10.5, 8.61)","(81.0, 220.0, 140.0)","(3.1, 4.4, 4.271428571428571)","(7.5, 15.5, 13.9)","(2.9, 3.0, 2.9299999999999997)","(5.5, 10.0, 8.833333333333332)"
05-01-2023 16:08:38.379300,"(6.0, 8.6, 6.885714285714285)","(6.5, 10.5, 8.61)","(81.0, 220.0, 140.0)","(3.1, 4.4, 4.294117647058823)","(7.5, 15.5, 12.318181818181818)","(2.9, 3.0, 2.9299999999999997)","(5.5, 10.0, 8.833333333333332)"
05-01-2023 16:08:39.395796,"(6.0, 8.6, 7.957142857142856)","(6.5, 10.5, 8.61)","(81.0, 220.0, 140.0)","(3.1, 4.4, 4.323076923076924)","(7.5, 15.0, 14.4375)","(2.9, 2.98, 2.95)","(5.5, 10.0, 9.0)"
05-01-2023 16:08:40.276053,"(6.0, 8.6, 8.054545454545455)","(6.5, 10.5, 8.61)","(81.0, 220.0, 140.0)","(3.1, 4.4, 4.323076923076924)","(7.5, 15.0, 13.2)","(2.9, 2.96, 2.9547368421052633)","(5.5, 10.0, 9.4)"
05-01-2023 16:08:41.314540,"(6.0, 8.6, 8.054545454545455)","(6.5, 10.5, 8.61)","(81.0, 220.0, 140.0)","(3.1, 4.4, 4.323076923076924)","(7.5, 14.5, 13.666666666666666)","(2.9, 2.96, 2.9547368421052633)","(5.5, 10.0, 9.76923076923077)"
05-01-2023 16:08:42.361937,"(6.0, 8.6, 8.054545454545455)","(6.5, 10.5, 8.61)","(81.0, 220.0, 140.0)","(3.1, 4.4, 4.275)","(7.5, 14.5, 13.666666666666666)","(2.9, 2.96, 2.9547368421052633)","(5.5, 10.0, 9.76923076923077)"
05-01-2023 16:08:43.408870,"(6.0, 8.6, 8.054545454545455)","(6.5, 10.5, 8.61)","(81.0, 220.0, 140.0)","(3.1, 4.4, 4.275)","(7.5, 14.5, 12.416666666666666)","(2.9, 2.96, 2.9547368421052633)","(5.5, 10.0, 10.228)"
05-01-2023 16:08:44.480646,"(6.0, 8.6, 8.054545454545455)","(6.5, 10.5, 8.61)","(81.0, 220.0, 140.0)","(3.1, 4.4, 4.35)","(7.5, 14.5, 12.208333333333334)","(2.9, 2.96, 2.9547368421052633)","(5.5, 10.5, 9.777777777777779)"
05-01-2023 16:08:45.412977,"(6.0, 8.6, 8.054545454545455)","(6.5, 10.5, 8.61)","(81.0, 220.0, 136.66666666666666)","(3.1, 4.4, 4.3545454545454545)","(7.5, 14.5, 12.208333333333334)","(2.9, 2.96, 2.9546666666666668)","(5.5, 10.0, 9.5)"
05-01-2023 16:08:46.328713,"(6.0, 8.4, 8.3)","(6.5, 10.5, 8.61)","(81.0, 220.0, 136.66666666666666)","(3.1, 4.4, 4.3545454545454545)","(7.5, 14.5, 12.535714285714286)","(2.9, 2.96, 2.9066666666666667)","(5.5, 10.0, 9.333333333333332)"
05-01-2023 16:08:47.327676,"(6.0, 8.6, 8.163636363636364)","(6.5, 10.5, 8.61)","(81.0, 220.0, 136.66666666666666)","(3.1, 4.4, 4.3545454545454545)","(7.5, 14.5, 12.208333333333334)","(2.9, 2.94, 2.91)","(5.5, 10.0, 9.062068965517241)"
05-01-2023 16:08:48.373509,"(6.0, 8.6, 8.163636363636364)","(6.5, 10.5, 8.61)","(81.0, 220.0, 136.66666666666666)","(3.1, 4.4, 4.3545454545454545)","(7.5, 14.5, 12.208333333333334)","(2.9, 2.92, 2.91)","(5.5, 9.2, 9.057142857142857)"
05-01-2023 16:08:49.390313,"(6.0, 8.6, 8.163636363636364)","(6.5, 10.5, 8.61)","(81.0, 220.0, 136.66666666666666)","(3.1, 4.4, 4.316666666666666)","(7.5, 14.5, 12.208333333333334)","(2.9, 2.92, 2.91)","(5.5, 9.2, 9.73913043478261)"
05-01-2023 16:08:50.336252,"(6.0, 8.6, 8.163636363636364)","(6.5, 10.5, 8.781818181818181)","(81.0, 220.0, 136.66666666666666)","(3.1, 4.4, 4.316666666666666)","(7.5, 14.5, 12.208333333333334)","(2.9, 2.92, 2.91)","(5.5, 10.0, 9.73913043478261)"
05-01-2023 16:08:51.364776,"(6.0, 8.6, 8.163636363636364)","(6.5, 10.5, 8.726666666666667)","(81.0, 220.0, 136.66666666666666)","(3.1, 4.3, 4.125)","(7.5, 14.5, 12.535714285714286)","(2.9, 2.92, 2.91)","(5.5, 10.0, 9.166666666666666)"
05-01-2023 16:08:52.418951,"(6.0, 9.2, 9.0)","(6.5, 10.5, 8.726666666666667)","(81.0, 220.0, 136.66666666666666)","(3.1, 4.5, 4.041666666666667)","(7.5, 14.5, 12.535714285714286)","(2.9, 2.92, 2.91)","(5.5, 10.0, 9.166666666666666)"
05-01-2023 16:08:53.525366,"(6.0, 9.6, 9.366666666666667)","(6.5, 10.5, 8.726666666666667)","(81.0, 220.0, 136.66666666666666)","(3.1, 4.5, 4.011111111111111)","(7.5, 14.5, 12.208333333333334)","(2.9, 2.92, 2.9)","(5.5, 10.0, 9.2)"
05-01-2023 16:08:54.591350,"(6.0, 9.6, 9.0)","(6.5, 10.5, 8.799999999999999)","(81.0, 220.0, 136.66666666666666)","(3.1, 4.5, 4.005)","(7.5, 14.5, 12.15625)","(2.9, 2.9, 2.896470588235294)","(5.5, 10.0, 9.2)"
05-01-2023 16:08:55.588081,"(6.0, 9.6, 9.0)","(6.5, 10.5, 8.8375)","(81.0, 220.0, 136.66666666666666)","(3.1, 4.5, 4.175)","(7.5, 14.5, 12.224137931034482)","(2.9, 2.9, 2.8962499999999998)","(5.5, 10.0, 9.2)"
05-01-2023 16:08:56.585889,"(6.0, 9.6, 9.0)","(6.5, 10.5, 8.8375)","(81.0, 220.0, 136.66666666666666)","(3.1, 4.5, 4.166666666666667)","(7.5, 14.5, 12.224137931034482)","(2.9, 2.9, 2.8962499999999998)","(5.5, 10.0, 9.2)"
05-01-2023 16:08:57.527155,"(6.0, 9.6, 9.0)","(6.5, 10.5, 8.8375)","(81.0, 220.0, 136.66666666666666)","(3.1, 4.5, 3.984375)","(7.5, 14.5, 12.224137931034482)","(2.9, 2.9, 2.8962499999999998)","(5.5, 10.0, 9.2)"
05-01-2023 16:08:58.504341,"(6.0, 9.6, 9.0)","(6.5, 10.5, 8.8375)","(81.0, 220.0, 176.66666666666669)","(3.1, 4.5, 4.102777777777778)","(7.5, 14.5, 12.224137931034482)","(2.9, 2.9, 2.8962499999999998)","(5.5, 10.0, 9.4)"
05-01-2023 16:08:59.514070,"(6.0, 9.6, 9.0)","(6.5, 10.5, 8.8375)","(81.0, 220.0, 176.66666666666669)","(3.1, 4.5, 4.111764705882353)","(7.5, 14.5, 12.15625)","(2.9, 2.9, 2.8958139534883722)","(5.5, 10.0, 9.4)"
05-01-2023 16:09:00.471481,"(6.0, 9.6, 9.0)","(6.5, 10.5, 8.8375)","(81.0, 220.0, 136.66666666666666)","(3.1, 4.5, 4.111764705882353)","(7.5, 14.5, 12.15625)","(2.9, 2.9, 2.982222222222222)","(5.5, 10.0, 9.4)"
05-01-2023 16:09:01.426669,"(6.0, 9.6, 9.016666666666666)","(6.5, 10.5, 8.799999999999999)","(81.0, 220.0, 136.66666666666666)","(3.1, 4.5, 4.259375)","(7.5, 14.5, 12.15625)","(2.9, 3.0, 2.92)","(5.5, 10.0, 9.4)"
05-01-2023 16:09:02.423660,"(6.0, 9.8, 9.600000000000001)","(6.5, 10.5, 8.8375)","(81.0, 220.0, 136.66666666666666)","(3.1, 4.5, 4.214285714285714)","(7.5, 14.5, 12.15625)","(2.9, 2.98, 2.8692307692307693)","(5.5, 10.0, 9.285714285714286)"
05-01-2023 16:09:03.427323,"(6.0, 10.5, 9.330769230769231)","(6.5, 10.5, 8.8375)","(81.0, 220.0, 136.66666666666666)","(3.1, 4.5, 4.214285714285714)","(7.5, 14.5, 12.15625)","(2.9, 2.98, 2.8692307692307693)","(5.5, 10.0, 9.285714285714286)"
05-01-2023 16:09:04.501909,"(6.0, 10.5, 9.14)","(6.5, 10.5, 8.799999999999999)","(81.0, 220.0, 136.66666666666666)","(3.1, 4.5, 4.293103448275862)","(7.5, 14.5, 13.166666666666666)","(2.9, 2.98, 2.8692307692307693)","(5.5, 10.0, 9.285714285714286)"
05-01-2023 16:09:05.463528,"(6.0, 10.5, 9.14)","(6.5, 10.5, 8.799999999999999)","(81.0, 220.0, 136.66666666666666)","(3.1, 4.5, 4.293103448275862)","(7.5, 14.0, 13.166666666666666)","(2.9, 2.98, 2.8692307692307693)","(5.5, 10.0, 9.285714285714286)"
05-01-2023 16:09:06.558961,"(6.0, 10.5, 9.14)","(6.5, 10.5, 8.799999999999999)","(81.0, 220.0, 136.66666666666666)","(3.1, 4.4, 4.292307692307692)","(7.5, 14.0, 13.166666666666666)","(2.9, 2.98, 2.8692307692307693)","(5.5, 10.0, 9.285714285714286)"
05-01-2023 16:09:07.641044,"(6.0, 10.5, 8.930769230769231)","(6.5, 10.5, 8.799999999999999)","(81.0, 220.0, 136.66666666666666)","(3.1, 4.4, 4.281481481481482)","(7.5, 14.0, 13.166666666666666)","(2.9, 2.98, 2.8725)","(5.5, 10.0, 9.285714285714286)"
05-01-2023 16:09:08.701475,"(6.0, 10.5, 9.416666666666666)","(6.5, 10.5, 8.799999999999999)","(81.0, 220.0, 136.66666666666666)","(3.1, 4.4, 4.281481481481482)","(7.5, 14.0, 13.166666666666666)","(2.9, 2.96, 2.869090909090909)","(5.5, 10.0, 9.285714285714286)"
05-01-2023 16:09:09.754561,"(6.0, 10.5, 9.416666666666666)","(6.5, 10.5, 8.799999999999999)","(81.0, 220.0, 136.66666666666666)","(3.1, 4.4, 4.2153846153846155)","(7.5, 14.0, 11.7)","(2.9, 2.96, 2.869090909090909)","(5.5, 10.0, 9.285714285714286)"
05-01-2023 16:09:10.756223,"(6.0, 10.5, 9.45)","(6.5, 10.5, 8.79)","(81.0, 220.0, 136.66666666666666)","(3.1, 4.4, 4.3)","(7.5, 14.0, 11.178571428571429)","(2.9, 2.96, 2.869090909090909)","(5.5, 10.0, 9.285714285714286)"
05-01-2023 16:09:11.804216,"(6.0, 10.5, 9.45)","(6.5, 10.5, 8.79)","(81.0, 220.0, 136.66666666666666)","(3.1, 4.4, 4.3)","(7.5, 13.5, 11.178571428571429)","(2.9, 2.96, 2.869090909090909)","(5.5, 10.0, 9.285714285714286)"
05-01-2023 16:09:12.827951,"(6.0, 10.5, 9.45)","(6.5, 10.5, 8.79)","(81.0, 220.0, 136.66666666666666)","(3.1, 4.4, 4.3)","(7.5, 13.5, 11.06578947368421)","(2.9, 2.96, 2.8766666666666665)","(5.5, 10.0, 9.444444444444445)"
05-01-2023 16:09:13.790587,"(6.0, 8.4, 7.473684210526316)","(6.5, 10.5, 8.8375)","(81.0, 220.0, 136.66666666666666)","(3.1, 4.4, 4.34)","(7.5, 13.5, 11.073529411764707)","(2.9, 2.96, 2.92875)","(5.5, 10.0, 9.444444444444445)"
05-01-2023 16:09:14.870012,"(6.0, 8.4, 7.127272727272727)","(6.5, 10.5, 8.8375)","(81.0, 220.0, 136.66666666666666)","(3.1, 4.4, 4.352631578947369)","(7.5, 13.5, 11.073529411764707)","(2.9, 2.96, 2.9447058823529413)","(5.5, 10.0, 9.2)"
