,Emiko,Chief Bronie,Not Today,Zulu Boy,Casual Glance,Sketchy Zara,Fernandos Gal,Murphey
05-01-2023 14:38:38.351351,"(8.0, 23.0, 22.8)","(101.0, 500.0, 476.66666666666663)","(5.5, 11.0, 10.833333333333334)","(41.0, 120.0, 110.0)","(1.3, 1.41, 1.4043283582089552)","(61.0, 110.0, 97.5)","(26.0, 85.0, 75.45454545454545)","(6.5, 8.6, 8.442857142857143)"
05-01-2023 14:38:39.456589,"(8.0, 24.0, 22.96)","(101.0, 500.0, 476.66666666666663)","(5.5, 11.0, 10.833333333333334)","(41.0, 120.0, 113.33333333333333)","(1.3, 1.41, 1.404)","(61.0, 110.0, 97.5)","(26.0, 85.0, 75.45454545454545)","(6.5, 8.6, 8.285714285714285)"
05-01-2023 14:38:40.640058,"(8.0, 24.0, 22.96)","(101.0, 500.0, 482.5)","(5.5, 11.0, 10.833333333333334)","(41.0, 120.0, 113.33333333333333)","(1.3, 1.41, 1.4012499999999999)","(61.0, 110.0, 97.5)","(26.0, 85.0, 75.45454545454545)","(6.5, 8.6, 8.285714285714285)"
05-01-2023 14:38:41.803646,"(8.0, 24.0, 23.071428571428573)","(101.0, 500.0, 365.0)","(5.5, 11.5, 11.03125)","(41.0, 120.0, 113.33333333333333)","(1.3, 1.41, 1.4022727272727271)","(61.0, 110.0, 97.5)","(26.0, 85.0, 75.45454545454545)","(6.5, 8.6, 8.339130434782609)"
05-01-2023 14:38:42.987284,"(8.0, 24.0, 23.071428571428573)","(101.0, 500.0, 468.8888888888889)","(5.5, 11.5, 10.58695652173913)","(41.0, 120.0, 108.75)","(1.3, 1.41, 1.4088235294117646)","(61.0, 110.0, 98.63636363636364)","(26.0, 85.0, 74.70588235294117)","(6.5, 8.6, 8.339130434782609)"
05-01-2023 14:38:44.146757,"(8.0, 24.0, 22.869565217391305)","(101.0, 500.0, 468.8888888888889)","(5.5, 11.5, 10.5625)","(41.0, 120.0, 111.81818181818181)","(1.3, 1.42, 1.4041176470588235)","(61.0, 110.0, 97.5)","(26.0, 85.0, 75.27777777777777)","(6.5, 8.6, 8.40952380952381)"
05-01-2023 14:38:45.282582,"(8.0, 24.0, 22.869565217391305)","(101.0, 500.0, 468.8888888888889)","(5.5, 11.5, 10.9)","(41.0, 120.0, 110.0)","(1.3, 1.41, 1.4021052631578947)","(61.0, 110.0, 99.28571428571429)","(26.0, 85.0, 78.57142857142857)","(6.5, 8.6, 8.466666666666667)"
05-01-2023 14:38:46.636414,"(8.0, 24.0, 23.27777777777778)","(101.0, 490.0, 469.2307692307692)","(5.5, 11.5, 10.9)","(41.0, 120.0, 110.0)","(1.3, 1.41, 1.3948275862068964)","(61.0, 110.0, 99.28571428571429)","(26.0, 100.0, 78.33333333333333)","(6.5, 8.6, 8.494736842105263)"
05-01-2023 14:38:47.745786,"(8.0, 24.0, 23.31578947368421)","(101.0, 490.0, 460.0)","(5.5, 11.5, 11.375)","(41.0, 120.0, 110.0)","(1.3, 1.4, 1.4003703703703703)","(61.0, 110.0, 99.28571428571429)","(26.0, 95.0, 77.75862068965517)","(6.5, 8.6, 8.466666666666667)"
05-01-2023 14:38:48.843210,"(8.0, 24.0, 23.31578947368421)","(101.0, 490.0, 460.0)","(5.5, 12.0, 11.11111111111111)","(41.0, 120.0, 110.0)","(1.3, 1.41, 1.393478260869565)","(61.0, 110.0, 101.66666666666667)","(26.0, 95.0, 77.14285714285714)","(6.5, 8.6, 8.5125)"
05-01-2023 14:38:50.026252,"(8.0, 24.0, 23.31578947368421)","(101.0, 490.0, 460.0)","(5.5, 12.0, 11.25)","(41.0, 120.0, 110.0)","(1.3, 1.4, 1.3849999999999998)","(61.0, 110.0, 99.28571428571429)","(26.0, 95.0, 77.14285714285714)","(6.5, 8.6, 8.411764705882353)"
05-01-2023 14:38:51.121905,"(8.0, 24.0, 23.27777777777778)","(101.0, 490.0, 469.2307692307692)","(5.5, 12.0, 11.825)","(41.0, 120.0, 111.81818181818181)","(1.3, 1.39, 1.388)","(61.0, 110.0, 99.28571428571429)","(26.0, 95.0, 68.57142857142857)","(6.5, 8.6, 8.424999999999999)"
05-01-2023 14:38:52.150166,"(8.0, 24.0, 22.869565217391305)","(101.0, 490.0, 473.125)","(5.5, 12.5, 11.825)","(41.0, 120.0, 111.81818181818181)","(1.3, 1.39, 1.388)","(61.0, 110.0, 100.38461538461539)","(26.0, 90.0, 72.75862068965517)","(6.5, 8.6, 8.411764705882353)"
05-01-2023 14:38:53.248766,"(8.0, 24.0, 22.714285714285715)","(101.0, 490.0, 469.2307692307692)","(5.5, 12.0, 11.846153846153847)","(41.0, 120.0, 111.81818181818181)","(1.3, 1.39, 1.388)","(61.0, 110.0, 100.38461538461539)","(26.0, 90.0, 73.33333333333333)","(6.5, 8.6, 8.379999999999999)"
05-01-2023 14:38:54.344277,"(8.0, 24.0, 22.714285714285715)","(101.0, 480.0, 460.0)","(5.5, 12.0, 12.875)","(41.0, 120.0, 114.0)","(1.3, 1.39, 1.3846666666666665)","(61.0, 110.0, 101.66666666666667)","(26.0, 90.0, 69.16666666666667)","(6.5, 8.6, 8.4625)"
05-01-2023 14:38:55.385242,"(8.0, 24.0, 23.25)","(101.0, 480.0, 460.0)","(5.5, 13.5, 12.875)","(41.0, 120.0, 114.0)","(1.3, 1.39, 1.38)","(61.0, 110.0, 101.66666666666667)","(26.0, 90.0, 81.66666666666667)","(6.5, 8.6, 8.4625)"
05-01-2023 14:38:56.543951,"(8.0, 24.0, 23.25)","(101.0, 480.0, 458.33333333333337)","(5.5, 13.5, 12.875)","(41.0, 120.0, 116.15384615384616)","(1.3, 1.38, 1.395090909090909)","(61.0, 110.0, 99.28571428571429)","(26.0, 85.0, 81.66666666666667)","(6.5, 8.6, 8.45)"
05-01-2023 14:38:57.742911,"(8.0, 24.0, 23.25)","(101.0, 480.0, 451.1111111111111)","(5.5, 13.5, 12.25)","(41.0, 130.0, 116.15384615384616)","(1.3, 1.4, 1.395090909090909)","(61.0, 110.0, 99.28571428571429)","(26.0, 85.0, 81.66666666666667)","(6.5, 8.6, 8.45)"
05-01-2023 14:38:58.922964,"(8.0, 23.0, 22.5)","(101.0, 480.0, 451.1111111111111)","(5.5, 13.5, 12.166666666666666)","(41.0, 130.0, 116.15384615384616)","(1.3, 1.39, 1.3873684210526316)","(61.0, 110.0, 102.5)","(26.0, 85.0, 81.66666666666667)","(6.5, 8.4, 8.368421052631579)"
05-01-2023 14:39:00.079045,"(8.0, 23.0, 22.5)","(101.0, 480.0, 451.1111111111111)","(5.5, 13.5, 12.25)","(41.0, 130.0, 117.5)","(1.3, 1.39, 1.3863636363636362)","(61.0, 110.0, 102.0)","(26.0, 85.0, 81.66666666666667)","(6.5, 8.6, 8.345454545454546)"
05-01-2023 14:39:01.331377,"(8.0, 22.0, 21.75862068965517)","(101.0, 510.0, 413.33333333333337)","(5.5, 13.0, 12.863636363636363)","(41.0, 130.0, 123.33333333333334)","(1.3, 1.39, 1.3743192488262912)","(61.0, 110.0, 105.0)","(26.0, 85.0, 81.66666666666667)","(6.5, 8.6, 8.328)"
05-01-2023 14:39:02.452612,"(8.0, 23.0, 22.333333333333332)","(101.0, 510.0, 413.33333333333337)","(5.5, 13.0, 12.863636363636363)","(41.0, 130.0, 122.0)","(1.3, 1.39, 1.3766666666666667)","(61.0, 110.0, 107.5)","(26.0, 85.0, 77.5)","(6.5, 8.6, 8.4625)"
05-01-2023 14:39:03.650380,"(8.0, 23.0, 22.63888888888889)","(101.0, 510.0, 448.9473684210526)","(5.5, 13.5, 12.5)","(41.0, 130.0, 123.33333333333333)","(1.3, 1.38, 1.376060606060606)","(61.0, 110.0, 108.33333333333333)","(26.0, 85.0, 77.5)","(6.5, 8.6, 8.495238095238095)"
05-01-2023 14:39:04.893256,"(8.0, 24.0, 23.363636363636363)","(101.0, 510.0, 437.5)","(5.5, 13.0, 12.5)","(41.0, 130.0, 123.33333333333333)","(1.3, 1.38, 1.374388489208633)","(61.0, 110.0, 108.33333333333333)","(26.0, 85.0, 77.5)","(6.5, 8.6, 8.495238095238095)"
05-01-2023 14:39:06.133684,"(8.0, 24.0, 23.5)","(101.0, 510.0, 437.5)","(5.5, 13.0, 12.166666666666666)","(41.0, 130.0, 122.0)","(1.3, 1.38, 1.3755172413793102)","(61.0, 110.0, 108.33333333333333)","(26.0, 85.0, 77.5)","(6.5, 8.6, 8.495238095238095)"
05-01-2023 14:39:07.280492,"(8.0, 24.0, 23.5)","(101.0, 510.0, 437.5)","(5.5, 13.0, 12.11111111111111)","(41.0, 130.0, 122.0)","(1.3, 1.38, 1.3769791666666666)","(61.0, 110.0, 108.33333333333333)","(26.0, 85.0, 77.5)","(6.5, 8.6, 8.495238095238095)"
05-01-2023 14:39:08.478275,"(8.0, 24.0, 23.5)","(101.0, 510.0, 413.33333333333337)","(5.5, 13.0, 12.11111111111111)","(41.0, 130.0, 106.66666666666667)","(1.3, 1.38, 1.3730366492146597)","(61.0, 110.0, 107.5)","(26.0, 85.0, 81.66666666666667)","(6.5, 8.6, 8.442857142857143)"
05-01-2023 14:39:09.610247,"(8.0, 24.0, 23.692307692307693)","(101.0, 510.0, 413.33333333333337)","(5.5, 13.0, 12.428571428571429)","(41.0, 130.0, 123.33333333333333)","(1.3, 1.39, 1.3727118644067797)","(61.0, 110.0, 105.0)","(26.0, 85.0, 81.66666666666667)","(6.5, 8.6, 8.442857142857143)"
05-01-2023 14:39:10.705020,"(8.0, 24.0, 23.642857142857142)","(101.0, 510.0, 413.33333333333337)","(5.5, 12.5, 12.428571428571429)","(41.0, 130.0, 125.0)","(1.3, 1.39, 1.3789130434782608)","(61.0, 110.0, 107.5)","(26.0, 85.0, 77.5)","(6.5, 8.6, 8.4625)"
05-01-2023 14:39:11.795521,"(10.0, 24.0, 23.761904761904763)","(101.0, 510.0, 413.33333333333337)","(6.5, 12.5, 12.333333333333334)","(51.0, 130.0, 125.0)","(1.24, 1.38, 1.3740983606557378)","(71.0, 110.0, 108.33333333333333)","(31.0, 85.0, 77.5)","(6.5, 8.6, 8.530434782608696)"
05-01-2023 14:39:12.906115,"(10.0, 24.0, 23.75)","(101.0, 510.0, 286.0)","(6.5, 12.5, 12.18)","(51.0, 130.0, 126.66666666666667)","(1.24, 1.38, 1.3701492537313433)","(71.0, 110.0, 112.5)","(31.0, 85.0, 77.88461538461539)","(6.5, 8.6, 8.618518518518519)"
05-01-2023 14:39:14.027227,"(10.0, 25.0, 24.166666666666668)","(101.0, 510.0, 416.66666666666663)","(6.5, 12.5, 12.029411764705882)","(51.0, 130.0, 122.85714285714286)","(1.24, 1.38, 1.3698958333333335)","(71.0, 120.0, 112.5)","(31.0, 90.0, 79.5)","(6.5, 8.8, 8.527777777777779)"
05-01-2023 14:39:15.239417,"(10.0, 25.0, 24.0)","(101.0, 510.0, 411.8181818181818)","(6.5, 12.0, 11.807692307692308)","(51.0, 130.0, 113.33333333333333)","(1.24, 1.37, 1.3698958333333335)","(71.0, 120.0, 112.5)","(31.0, 90.0, 77.4)","(6.5, 8.8, 8.527777777777779)"
05-01-2023 14:39:16.404422,"(10.0, 25.0, 24.0)","(101.0, 510.0, 375.0)","(6.5, 12.0, 11.807692307692308)","(51.0, 130.0, 120.0)","(1.24, 1.37, 1.386319845857418)","(71.0, 120.0, 111.42857142857143)","(31.0, 90.0, 78.75)","(6.5, 8.8, 8.51764705882353)"
05-01-2023 14:39:17.564268,"(10.0, 25.0, 23.863636363636363)","(101.0, 510.0, 411.8181818181818)","(6.5, 12.0, 11.791666666666666)","(51.0, 130.0, 120.0)","(1.24, 1.39, 1.3863962264150942)","(71.0, 120.0, 102.85714285714286)","(31.0, 90.0, 76.875)","(6.5, 8.6, 8.337931034482759)"
05-01-2023 14:39:18.715496,"(10.0, 25.0, 23.863636363636363)","(101.0, 510.0, 375.0)","(6.5, 12.0, 11.807692307692308)","(51.0, 130.0, 127.27272727272727)","(1.24, 1.39, 1.3869183673469387)","(71.0, 120.0, 102.85714285714286)","(31.0, 90.0, 82.5)","(6.5, 8.4, 8.318181818181818)"
05-01-2023 14:39:19.843937,"(10.0, 24.0, 23.80952380952381)","(101.0, 510.0, 415.4545454545455)","(6.5, 12.0, 11.807692307692308)","(51.0, 130.0, 127.27272727272727)","(1.24, 1.39, 1.3869183673469387)","(71.0, 120.0, 102.85714285714286)","(31.0, 85.0, 82.5)","(6.5, 8.4, 8.335714285714285)"
05-01-2023 14:39:20.950677,"(10.0, 24.0, 23.84)","(101.0, 510.0, 423.33333333333337)","(6.5, 12.0, 11.807692307692308)","(51.0, 130.0, 120.0)","(1.24, 1.39, 1.3868865979381442)","(71.0, 120.0, 102.85714285714286)","(31.0, 85.0, 81.66666666666667)","(6.5, 8.4, 8.335714285714285)"
05-01-2023 14:39:22.049238,"(10.0, 24.0, 23.84)","(101.0, 510.0, 423.33333333333337)","(6.5, 12.0, 11.807692307692308)","(51.0, 130.0, 120.0)","(1.24, 1.39, 1.3868865979381442)","(71.0, 120.0, 102.85714285714286)","(31.0, 85.0, 79.28571428571429)","(6.5, 8.4, 8.335714285714285)"
05-01-2023 14:39:23.193613,"(10.0, 24.0, 23.84)","(101.0, 510.0, 423.33333333333337)","(6.5, 12.0, 11.807692307692308)","(51.0, 130.0, 126.66666666666667)","(1.24, 1.39, 1.3872451193058568)","(71.0, 120.0, 102.85714285714286)","(31.0, 85.0, 81.66666666666667)","(6.5, 8.4, 8.335714285714285)"
05-01-2023 14:39:24.293146,"(10.0, 24.0, 23.846153846153847)","(101.0, 510.0, 415.4545454545455)","(6.5, 12.0, 11.807692307692308)","(51.0, 130.0, 120.0)","(1.24, 1.39, 1.3872451193058568)","(71.0, 120.0, 102.85714285714286)","(31.0, 85.0, 79.28571428571429)","(6.5, 8.4, 8.335714285714285)"
05-01-2023 14:39:25.365173,"(10.0, 24.0, 23.892857142857142)","(101.0, 510.0, 385.0)","(6.5, 12.0, 11.807692307692308)","(51.0, 130.0, 120.0)","(1.24, 1.39, 1.3872451193058568)","(71.0, 120.0, 102.85714285714286)","(31.0, 85.0, 79.28571428571429)","(6.5, 8.4, 8.31304347826087)"
05-01-2023 14:39:26.497684,"(10.0, 24.0, 23.869565217391305)","(101.0, 510.0, 447.5)","(6.5, 12.0, 11.814814814814815)","(51.0, 130.0, 120.0)","(1.24, 1.39, 1.387767441860465)","(71.0, 120.0, 102.85714285714286)","(31.0, 85.0, 78.63636363636364)","(6.5, 8.4, 8.31304347826087)"
05-01-2023 14:39:27.621629,"(10.0, 24.0, 23.833333333333332)","(101.0, 500.0, 452.0)","(6.5, 12.0, 11.736842105263158)","(51.0, 130.0, 114.0909090909091)","(1.24, 1.4, 1.3934513274336282)","(71.0, 120.0, 102.85714285714286)","(31.0, 80.0, 75.78947368421052)","(6.5, 8.4, 8.31304347826087)"
05-01-2023 14:39:28.749215,"(10.0, 24.0, 23.869565217391305)","(101.0, 500.0, 452.0)","(6.5, 12.0, 11.736842105263158)","(51.0, 130.0, 114.0909090909091)","(1.24, 1.4, 1.3936559139784945)","(71.0, 120.0, 102.85714285714286)","(31.0, 80.0, 72.66666666666667)","(6.5, 8.4, 8.331034482758621)"
05-01-2023 14:39:29.876083,"(10.0, 24.0, 23.892857142857142)","(101.0, 500.0, 452.0)","(6.5, 12.0, 11.736842105263158)","(51.0, 130.0, 116.53846153846155)","(1.24, 1.4, 1.3936559139784945)","(71.0, 120.0, 102.85714285714286)","(31.0, 80.0, 72.66666666666667)","(6.5, 8.4, 8.331034482758621)"
05-01-2023 14:39:31.095791,"(10.0, 25.0, 24.38888888888889)","(101.0, 500.0, 452.0)","(6.5, 12.0, 11.538461538461538)","(51.0, 130.0, 120.27777777777777)","(1.24, 1.4, 1.3970666666666667)","(71.0, 120.0, 102.85714285714286)","(31.0, 80.0, 72.90322580645162)","(6.5, 8.4, 8.163157894736841)"
05-01-2023 14:39:32.322157,"(10.0, 25.0, 24.28205128205128)","(101.0, 510.0, 474.2857142857143)","(6.5, 13.0, 12.915492957746478)","(51.0, 130.0, 110.55555555555556)","(1.24, 1.4, 1.3968387096774193)","(71.0, 120.0, 111.66666666666666)","(31.0, 80.0, 72.66666666666667)","(6.5, 8.2, 8.177142857142856)"
05-01-2023 14:39:33.517053,"(10.0, 25.0, 24.28205128205128)","(101.0, 510.0, 474.2857142857143)","(6.5, 13.0, 12.89041095890411)","(51.0, 130.0, 116.53846153846155)","(1.24, 1.4, 1.3962595419847328)","(71.0, 120.0, 111.66666666666666)","(31.0, 80.0, 72.66666666666667)","(6.5, 8.2, 8.177142857142856)"
05-01-2023 14:39:34.678727,"(10.0, 25.0, 24.176470588235293)","(101.0, 510.0, 434.5454545454545)","(6.5, 13.0, 12.89041095890411)","(51.0, 130.0, 117.05882352941177)","(1.24, 1.4, 1.3963970588235293)","(71.0, 120.0, 107.85714285714286)","(31.0, 80.0, 72.66666666666667)","(6.5, 8.2, 8.178378378378378)"
05-01-2023 14:39:35.839499,"(10.0, 25.0, 24.11764705882353)","(101.0, 500.0, 434.5454545454545)","(6.5, 13.0, 12.89041095890411)","(51.0, 120.0, 103.33333333333333)","(1.24, 1.4, 1.3963703703703703)","(71.0, 110.0, 105.58823529411765)","(31.0, 80.0, 72.66666666666667)","(6.5, 8.2, 8.178378378378378)"
05-01-2023 14:39:36.958710,"(10.0, 25.0, 24.11764705882353)","(101.0, 500.0, 392.8571428571429)","(6.5, 13.0, 12.89041095890411)","(51.0, 120.0, 103.33333333333333)","(1.24, 1.4, 1.3963703703703703)","(71.0, 110.0, 97.5)","(31.0, 80.0, 72.66666666666667)","(6.5, 8.2, 8.181395348837208)"
05-01-2023 14:39:37.984880,"(10.0, 26.0, 25.066666666666666)","(101.0, 500.0, 285.7142857142857)","(6.5, 13.0, 12.878378378378379)","(51.0, 120.0, 103.33333333333333)","(1.24, 1.4, 1.3963432835820895)","(71.0, 110.0, 101.66666666666667)","(31.0, 80.0, 72.66666666666667)","(6.5, 8.2, 8.181395348837208)"
05-01-2023 14:39:39.065866,"(11.0, 26.0, 25.0625)","(101.0, 500.0, 388.57142857142856)","(6.5, 13.0, 12.884353741496598)","(51.0, 120.0, 116.05263157894737)","(1.24, 1.4, 1.3963432835820895)","(71.0, 110.0, 107.27272727272727)","(31.0, 80.0, 71.2)","(6.5, 8.2, 8.190243902439024)"
05-01-2023 14:39:40.228415,"(11.0, 26.0, 25.125)","(101.0, 500.0, 344.0)","(6.5, 13.0, 12.884353741496598)","(51.0, 120.0, 116.05263157894737)","(1.24, 1.4, 1.3958620689655172)","(71.0, 110.0, 102.5)","(31.0, 80.0, 71.2)","(6.5, 8.2, 8.190243902439024)"
05-01-2023 14:39:41.409009,"(11.0, 26.0, 25.125)","(101.0, 500.0, 388.57142857142856)","(6.5, 13.0, 12.87248322147651)","(51.0, 120.0, 115.83333333333333)","(1.24, 1.4, 1.3943783783783783)","(71.0, 110.0, 105.0)","(31.0, 80.0, 71.2)","(6.5, 8.2, 8.189189189189188)"
05-01-2023 14:39:42.587647,"(11.0, 26.0, 24.871794871794872)","(101.0, 500.0, 388.57142857142856)","(6.5, 13.0, 12.87248322147651)","(51.0, 120.0, 116.05263157894737)","(1.24, 1.4, 1.3941968911917098)","(71.0, 110.0, 106.25)","(31.0, 80.0, 74.0)","(6.5, 8.2, 8.305263157894737)"
05-01-2023 14:39:43.732473,"(11.0, 26.0, 24.742857142857144)","(101.0, 500.0, 384.2857142857143)","(6.5, 13.0, 12.321428571428571)","(51.0, 120.0, 115.0)","(1.24, 1.4, 1.3941968911917098)","(71.0, 110.0, 106.25)","(31.0, 75.0, 65.83333333333333)","(6.5, 8.4, 8.27142857142857)"
05-01-2023 14:39:44.990185,"(11.0, 26.0, 24.742857142857144)","(101.0, 500.0, 388.57142857142856)","(6.5, 13.0, 12.166666666666666)","(51.0, 120.0, 115.0)","(1.24, 1.4, 1.3946153846153846)","(71.0, 110.0, 102.5)","(31.0, 70.0, 66.0)","(6.5, 8.4, 8.305263157894737)"
05-01-2023 14:39:46.187633,"(11.0, 26.0, 25.192307692307693)","(101.0, 500.0, 388.57142857142856)","(6.5, 12.5, 12.0)","(51.0, 120.0, 115.0)","(1.24, 1.4, 1.3946153846153846)","(71.0, 110.0, 107.27272727272727)","(31.0, 70.0, 66.0)","(6.5, 8.4, 8.325)"
05-01-2023 14:39:47.283701,"(11.0, 26.0, 25.34375)","(101.0, 500.0, 388.57142857142856)","(6.5, 12.5, 12.0)","(51.0, 120.0, 115.0)","(1.24, 1.4, 1.3890370370370368)","(71.0, 110.0, 106.66666666666667)","(31.0, 70.0, 65.55555555555556)","(6.5, 8.4, 8.325)"
05-01-2023 14:39:48.293816,"(12.0, 25.0, 24.764705882352942)","(101.0, 500.0, 388.57142857142856)","(7.0, 13.0, 12.65625)","(61.0, 120.0, 115.0)","(1.22, 1.39, 1.3892490118577074)","(71.0, 110.0, 105.0)","(31.0, 70.0, 65.55555555555556)","(6.5, 8.4, 8.325)"
05-01-2023 14:39:49.394041,"(12.0, 25.0, 24.764705882352942)","(101.0, 500.0, 388.57142857142856)","(7.0, 13.0, 12.744444444444444)","(61.0, 120.0, 115.0)","(1.22, 1.39, 1.389280303030303)","(71.0, 110.0, 102.5)","(31.0, 70.0, 65.55555555555556)","(6.5, 8.4, 8.325)"
05-01-2023 14:39:50.501875,"(12.0, 25.0, 24.764705882352942)","(101.0, 500.0, 388.57142857142856)","(7.0, 13.0, 12.797619047619047)","(61.0, 120.0, 115.0)","(1.22, 1.39, 1.3892490118577074)","(71.0, 110.0, 106.25)","(31.0, 70.0, 66.25)","(6.5, 8.4, 8.27142857142857)"
05-01-2023 14:39:51.676214,"(12.0, 25.0, 24.77777777777778)","(101.0, 500.0, 370.0)","(7.0, 13.0, 12.797619047619047)","(61.0, 120.0, 115.0)","(1.22, 1.39, 1.389280303030303)","(71.0, 110.0, 104.0)","(31.0, 70.0, 66.25)","(6.5, 8.4, 8.305263157894737)"
05-01-2023 14:39:52.890544,"(12.0, 25.0, 24.764705882352942)","(101.0, 500.0, 370.0)","(7.0, 13.0, 12.752808988764045)","(61.0, 120.0, 115.0)","(1.22, 1.39, 1.3892490118577074)","(71.0, 110.0, 106.25)","(31.0, 70.0, 66.25)","(6.5, 8.4, 8.27142857142857)"
05-01-2023 14:39:54.170012,"(12.0, 25.0, 24.764705882352942)","(101.0, 500.0, 388.57142857142856)","(7.0, 13.0, 12.752808988764045)","(61.0, 120.0, 115.0)","(1.22, 1.39, 1.3883219178082191)","(71.0, 110.0, 107.0)","(31.0, 70.0, 65.5)","(6.5, 8.4, 8.357142857142858)"
05-01-2023 14:39:55.377490,"(12.0, 26.0, 24.95)","(101.0, 500.0, 388.57142857142856)","(7.0, 13.0, 12.752808988764045)","(61.0, 120.0, 115.0)","(1.22, 1.39, 1.3892748091603053)","(71.0, 110.0, 105.71428571428571)","(31.0, 70.0, 65.5)","(6.5, 8.4, 8.323809523809524)"
05-01-2023 14:39:56.459208,"(12.0, 26.0, 24.95)","(101.0, 500.0, 362.3529411764706)","(7.0, 13.0, 12.752808988764045)","(61.0, 120.0, 115.0)","(1.22, 1.39, 1.3877884615384615)","(71.0, 110.0, 104.0)","(31.0, 70.0, 65.5)","(6.5, 8.4, 8.323809523809524)"
05-01-2023 14:39:57.551154,"(12.0, 26.0, 24.95)","(101.0, 500.0, 320.0)","(7.0, 13.0, 12.752808988764045)","(61.0, 120.0, 115.0)","(1.22, 1.39, 1.387813504823151)","(71.0, 110.0, 107.0)","(31.0, 70.0, 65.5)","(6.5, 8.4, 8.323809523809524)"
05-01-2023 14:39:58.621307,"(12.0, 26.0, 24.95)","(101.0, 500.0, 320.0)","(7.0, 13.0, 12.752808988764045)","(61.0, 120.0, 115.0)","(1.22, 1.39, 1.3877884615384615)","(71.0, 110.0, 105.71428571428571)","(31.0, 70.0, 66.53846153846153)","(6.5, 8.4, 8.323809523809524)"
05-01-2023 14:39:59.724461,"(12.0, 26.0, 24.95)","(101.0, 500.0, 362.3529411764706)","(7.0, 13.0, 12.752808988764045)","(61.0, 120.0, 115.0)","(1.22, 1.39, 1.3877884615384615)","(71.0, 110.0, 106.25)","(31.0, 70.0, 67.3529411764706)","(6.5, 8.4, 8.293333333333333)"
05-01-2023 14:40:00.862093,"(12.0, 26.0, 24.8)","(101.0, 500.0, 320.0)","(7.0, 13.0, 12.738095238095237)","(61.0, 120.0, 115.0)","(1.22, 1.39, 1.3877884615384615)","(71.0, 110.0, 104.0)","(31.0, 70.0, 66.25)","(6.5, 8.4, 8.293333333333333)"
05-01-2023 14:40:02.098512,"(12.0, 26.0, 24.8)","(101.0, 500.0, 362.3529411764706)","(7.0, 13.0, 12.738095238095237)","(61.0, 120.0, 115.0)","(1.22, 1.39, 1.3878217821782177)","(71.0, 110.0, 102.5)","(31.0, 70.0, 67.75)","(6.5, 8.4, 8.323809523809524)"
05-01-2023 14:40:03.300418,"(12.0, 26.0, 25.192307692307693)","(101.0, 490.0, 440.0)","(7.0, 13.0, 12.738095238095237)","(61.0, 120.0, 115.0)","(1.22, 1.39, 1.3878217821782177)","(71.0, 110.0, 102.5)","(31.0, 70.0, 68.23529411764706)","(6.5, 8.4, 8.323809523809524)"
05-01-2023 14:40:04.343863,"(12.0, 25.0, 24.954545454545453)","(101.0, 450.0, 408.0)","(7.0, 13.0, 12.775)","(61.0, 120.0, 105.0)","(1.22, 1.4, 1.3938643067846608)","(71.0, 110.0, 102.5)","(31.0, 70.0, 68.23529411764706)","(6.5, 8.4, 8.323809523809524)"
05-01-2023 14:40:05.449519,"(12.0, 25.0, 24.954545454545453)","(101.0, 450.0, 408.0)","(7.0, 13.0, 12.738095238095237)","(61.0, 120.0, 115.0)","(1.22, 1.4, 1.3911374407582937)","(71.0, 110.0, 107.0)","(31.0, 70.0, 68.23529411764706)","(6.5, 8.4, 8.323809523809524)"
05-01-2023 14:40:06.614894,"(12.0, 25.0, 24.954545454545453)","(101.0, 450.0, 380.0)","(7.0, 13.0, 12.768292682926829)","(61.0, 120.0, 115.0)","(1.22, 1.4, 1.3910804597701147)","(71.0, 110.0, 108.0)","(31.0, 70.0, 68.23529411764706)","(6.5, 8.4, 8.323809523809524)"
05-01-2023 14:40:07.681233,"(12.0, 25.0, 24.956521739130434)","(101.0, 450.0, 401.1111111111111)","(7.0, 13.0, 12.768292682926829)","(61.0, 120.0, 117.27272727272727)","(1.22, 1.4, 1.3919900497512436)","(71.0, 110.0, 107.85714285714286)","(31.0, 70.0, 66.66666666666667)","(6.5, 8.4, 8.293333333333333)"
05-01-2023 14:40:08.813541,"(12.0, 25.0, 24.933333333333334)","(101.0, 350.0, 326.0)","(7.0, 13.0, 12.818181818181818)","(61.0, 120.0, 115.0)","(1.22, 1.4, 1.3937837837837836)","(71.0, 110.0, 107.85714285714286)","(31.0, 70.0, 66.78571428571429)","(6.5, 8.4, 8.293333333333333)"
05-01-2023 14:40:10.082236,"(12.0, 25.0, 24.933333333333334)","(101.0, 350.0, 320.0)","(7.0, 13.0, 12.818181818181818)","(61.0, 120.0, 117.27272727272727)","(1.22, 1.4, 1.393563829787234)","(71.0, 110.0, 107.85714285714286)","(31.0, 70.0, 65.0)","(6.5, 8.4, 8.293333333333333)"
05-01-2023 14:40:11.243522,"(12.0, 25.0, 24.933333333333334)","(101.0, 350.0, 320.0)","(7.0, 13.0, 12.818181818181818)","(61.0, 120.0, 115.71428571428571)","(1.22, 1.4, 1.3897967479674795)","(71.0, 110.0, 108.125)","(31.0, 70.0, 66.66666666666667)","(6.5, 8.4, 8.333333333333334)"
