,Whitestarchristian,Bettor Be Lively,Longtan Cassanova,Dont Tell Alice,Shazzam,Uncle Leo,Joonior Brown
12-01-2023 13:40:42.920157,"(2.1, 2.56, 2.505)","(11.0, 16.5, 15.681818181818182)","(4.4, 6.6, 5.888235294117647)","(31.0, 60.0, 48.0)","(9.0, 12.5, 12.285714285714285)","(13.0, 22.0, 18.142857142857142)","(4.0, 5.0, 4.85)"
12-01-2023 13:40:44.092153,"(2.1, 2.56, 2.505)","(11.0, 16.5, 15.681818181818182)","(4.4, 6.6, 5.888235294117647)","(31.0, 60.0, 48.0)","(9.0, 12.5, 12.285714285714285)","(13.0, 22.0, 18.142857142857142)","(4.0, 5.0, 4.85)"
12-01-2023 13:40:45.196508,"(2.1, 2.56, 2.505)","(11.0, 16.5, 15.681818181818182)","(4.4, 6.6, 5.888235294117647)","(31.0, 60.0, 48.0)","(9.0, 12.5, 12.285714285714285)","(13.0, 22.0, 18.142857142857142)","(4.0, 5.0, 4.85)"
12-01-2023 13:40:46.413858,"(2.1, 2.56, 2.505)","(11.0, 16.5, 15.681818181818182)","(4.4, 6.6, 5.888235294117647)","(31.0, 60.0, 50.0)","(9.0, 12.5, 12.285714285714285)","(13.0, 22.0, 18.142857142857142)","(4.0, 5.0, 4.85)"
12-01-2023 13:40:47.599943,"(2.1, 2.56, 2.505)","(11.0, 16.5, 15.681818181818182)","(4.4, 6.6, 5.9399999999999995)","(31.0, 60.0, 50.0)","(9.0, 12.5, 12.333333333333334)","(13.0, 22.0, 18.4)","(4.0, 5.0, 4.85)"
12-01-2023 13:40:48.605432,"(2.1, 2.56, 2.493333333333333)","(11.0, 16.5, 15.681818181818182)","(4.4, 6.6, 5.9399999999999995)","(31.0, 60.0, 50.0)","(9.0, 13.0, 12.052631578947368)","(13.0, 22.0, 18.4)","(4.0, 5.0, 4.85)"
12-01-2023 13:40:49.762800,"(2.1, 2.52, 2.44)","(11.0, 16.5, 15.681818181818182)","(4.4, 6.6, 5.9399999999999995)","(31.0, 60.0, 50.0)","(9.0, 13.0, 11.5625)","(13.0, 22.0, 21.75)","(4.0, 5.0, 4.85)"
12-01-2023 13:40:50.984982,"(2.1, 2.52, 2.44)","(11.0, 16.5, 15.681818181818182)","(4.4, 6.6, 5.9399999999999995)","(31.0, 60.0, 50.0)","(9.0, 12.5, 11.15)","(13.0, 26.0, 20.25)","(4.0, 5.0, 4.85)"
12-01-2023 13:40:52.112915,"(2.1, 2.5, 2.3545454545454545)","(11.0, 16.5, 15.681818181818182)","(4.4, 6.6, 6.324999999999999)","(31.0, 60.0, 50.0)","(9.0, 12.5, 11.027272727272727)","(13.0, 34.0, 24.75)","(4.0, 5.0, 4.8875)"
12-01-2023 13:40:53.259965,"(2.1, 2.48, 2.44)","(11.0, 16.5, 15.681818181818182)","(4.4, 6.6, 6.324999999999999)","(31.0, 60.0, 50.0)","(9.0, 12.5, 11.027272727272727)","(13.0, 32.0, 24.75)","(4.0, 5.2, 4.8875)"
12-01-2023 13:40:54.476851,"(2.1, 2.46, 2.424444444444444)","(11.0, 16.5, 15.681818181818182)","(4.4, 6.6, 6.324999999999999)","(31.0, 60.0, 50.0)","(9.0, 12.5, 10.88)","(13.0, 32.0, 21.125)","(4.0, 5.2, 4.8875)"
12-01-2023 13:40:55.644848,"(2.1, 2.46, 2.424444444444444)","(11.0, 16.5, 15.681818181818182)","(4.4, 6.6, 5.942857142857142)","(31.0, 60.0, 50.0)","(9.0, 12.5, 10.88)","(13.0, 32.0, 21.125)","(4.0, 5.2, 4.8875)"
12-01-2023 13:40:56.890826,"(2.1, 2.44, 2.4225)","(11.0, 16.5, 15.681818181818182)","(4.4, 6.8, 6.016666666666667)","(31.0, 60.0, 50.0)","(9.0, 12.5, 10.88)","(13.0, 32.0, 22.333333333333332)","(4.0, 5.2, 4.8875)"
12-01-2023 13:40:58.166593,"(2.1, 2.44, 2.4)","(11.0, 16.5, 15.0)","(4.4, 6.6, 5.975)","(31.0, 60.0, 47.5)","(9.0, 12.5, 11.40909090909091)","(13.0, 32.0, 22.333333333333332)","(4.0, 5.2, 4.918181818181818)"
12-01-2023 13:40:59.322473,"(2.1, 2.46, 2.3899999999999997)","(11.0, 16.5, 15.0)","(4.4, 6.6, 5.975)","(31.0, 55.0, 47.5)","(9.0, 12.5, 11.75)","(13.0, 32.0, 21.125)","(4.0, 5.0, 4.99090909090909)"
12-01-2023 13:41:00.475350,"(2.1, 2.46, 2.357142857142857)","(11.0, 16.5, 15.0)","(4.4, 6.6, 5.975)","(31.0, 55.0, 47.5)","(9.0, 12.0, 11.75)","(13.0, 32.0, 21.125)","(4.0, 5.1, 4.99090909090909)"
12-01-2023 13:41:01.751979,"(2.1, 2.46, 2.3137499999999998)","(11.0, 16.5, 15.0)","(4.4, 6.6, 5.975)","(31.0, 55.0, 50.0)","(9.0, 12.0, 11.75)","(13.0, 32.0, 21.125)","(4.0, 5.1, 4.99090909090909)"
12-01-2023 13:41:02.960611,"(2.1, 2.46, 2.3137499999999998)","(11.0, 16.5, 15.0)","(4.6, 6.6, 5.975)","(31.0, 60.0, 50.0)","(9.0, 12.0, 11.75)","(13.0, 32.0, 22.333333333333332)","(4.0, 5.1, 4.99090909090909)"
12-01-2023 13:41:04.072603,"(2.1, 2.46, 2.3137499999999998)","(11.0, 16.5, 15.0)","(4.6, 6.6, 5.975)","(31.0, 60.0, 46.666666666666664)","(9.0, 12.0, 11.75)","(13.0, 32.0, 21.666666666666668)","(4.0, 5.1, 4.95)"
12-01-2023 13:41:05.270264,"(2.1, 2.46, 2.3137499999999998)","(11.0, 16.5, 15.3)","(4.6, 6.6, 5.975)","(31.0, 50.0, 46.666666666666664)","(9.0, 12.0, 11.1)","(13.0, 30.0, 21.666666666666668)","(4.0, 5.1, 4.95)"
12-01-2023 13:41:06.528468,"(2.1, 2.46, 2.3137499999999998)","(11.0, 16.5, 15.3)","(4.6, 6.6, 5.975)","(31.0, 50.0, 46.666666666666664)","(9.0, 13.0, 11.1)","(13.0, 30.0, 21.333333333333332)","(4.0, 5.1, 4.95)"
12-01-2023 13:41:07.674597,"(2.1, 2.46, 2.3137499999999998)","(11.0, 16.5, 15.3)","(4.6, 6.6, 5.975)","(31.0, 50.0, 46.666666666666664)","(9.0, 13.0, 12.0)","(13.0, 29.0, 21.333333333333332)","(4.0, 5.1, 4.95)"
12-01-2023 13:41:08.910791,"(2.1, 2.46, 2.3137499999999998)","(11.0, 16.5, 15.3)","(4.6, 6.6, 5.975)","(31.0, 50.0, 46.666666666666664)","(9.0, 12.5, 12.0)","(13.0, 29.0, 21.333333333333332)","(4.0, 5.1, 4.9363636363636365)"
12-01-2023 13:41:10.045194,"(2.1, 2.46, 2.3137499999999998)","(11.0, 16.5, 15.3)","(4.6, 6.6, 5.975)","(31.0, 50.0, 46.666666666666664)","(9.0, 12.5, 12.0)","(13.0, 29.0, 21.333333333333332)","(4.0, 5.1, 4.892857142857143)"
12-01-2023 13:41:11.093653,"(2.1, 2.46, 2.3137499999999998)","(11.0, 16.5, 15.3)","(4.6, 6.6, 5.975)","(31.0, 50.0, 46.666666666666664)","(9.0, 12.5, 12.0)","(13.0, 29.0, 21.333333333333332)","(4.0, 5.0, 4.892857142857143)"
12-01-2023 13:41:12.188181,"(2.1, 2.46, 2.3137499999999998)","(11.0, 16.5, 15.3)","(4.6, 6.6, 5.885714285714285)","(31.0, 50.0, 46.666666666666664)","(9.0, 12.5, 12.0)","(13.0, 29.0, 21.333333333333332)","(4.0, 5.0, 4.892857142857143)"
12-01-2023 13:41:13.321189,"(2.1, 2.46, 2.3137499999999998)","(11.0, 16.5, 15.3)","(4.6, 6.6, 5.885714285714285)","(31.0, 50.0, 46.666666666666664)","(9.0, 12.5, 12.0)","(13.0, 29.0, 21.333333333333332)","(4.0, 5.0, 4.892857142857143)"
12-01-2023 13:41:14.449229,"(2.1, 2.46, 2.3137499999999998)","(11.0, 16.5, 15.3)","(4.6, 6.6, 5.885714285714285)","(31.0, 50.0, 46.666666666666664)","(9.0, 12.5, 12.0)","(13.0, 29.0, 21.333333333333332)","(4.0, 5.0, 4.892857142857143)"
12-01-2023 13:41:15.564131,"(2.1, 2.46, 2.3137499999999998)","(11.0, 16.5, 15.3)","(4.6, 6.6, 5.885714285714285)","(31.0, 50.0, 46.666666666666664)","(9.0, 12.5, 12.0)","(13.0, 29.0, 21.333333333333332)","(4.0, 5.0, 4.951612903225806)"
12-01-2023 13:41:16.763359,"(2.1, 2.46, 2.3185714285714285)","(11.0, 18.0, 16.285714285714285)","(4.6, 6.6, 6.3999999999999995)","(31.0, 50.0, 46.666666666666664)","(9.0, 12.5, 12.0)","(13.0, 29.0, 22.75)","(4.0, 5.0, 5.1571428571428575)"
12-01-2023 13:41:17.913126,"(2.05, 2.46, 2.2106666666666666)","(11.0, 19.5, 18.11111111111111)","(4.4, 6.6, 6.5)","(31.0, 50.0, 46.25)","(9.0, 12.5, 12.0)","(13.0, 28.0, 20.22222222222222)","(3.9, 5.2, 4.95)"
12-01-2023 13:41:19.144100,"(2.05, 2.44, 2.34)","(11.0, 19.0, 17.153846153846153)","(4.4, 6.6, 6.530769230769231)","(31.0, 55.0, 46.25)","(9.0, 12.5, 12.0)","(13.0, 28.0, 22.2)","(3.9, 5.2, 5.116666666666667)"
12-01-2023 13:41:20.356407,"(2.05, 2.44, 2.2763636363636364)","(11.0, 19.0, 17.153846153846153)","(4.4, 6.6, 6.7942857142857145)","(31.0, 55.0, 46.25)","(9.0, 12.5, 12.0)","(13.0, 27.0, 21.375)","(3.9, 5.2, 5.182758620689655)"
12-01-2023 13:41:21.776263,"(2.05, 2.44, 2.2600000000000002)","(11.0, 19.0, 17.153846153846153)","(4.4, 6.8, 6.345454545454546)","(31.0, 55.0, 46.25)","(9.0, 12.5, 10.666666666666666)","(13.0, 27.0, 24.1875)","(3.9, 5.2, 5.116666666666667)"
12-01-2023 13:41:23.248999,"(2.05, 2.44, 2.344)","(11.0, 19.0, 17.153846153846153)","(4.4, 6.8, 6.51875)","(31.0, 55.0, 46.92307692307692)","(9.0, 12.0, 10.75)","(13.0, 27.0, 25.25)","(3.9, 5.2, 4.977777777777778)"
12-01-2023 13:41:24.469533,"(2.0, 2.44, 2.344)","(12.0, 19.0, 17.153846153846153)","(4.6, 6.8, 6.575)","(31.0, 55.0, 46.92307692307692)","(9.0, 11.5, 10.882352941176471)","(14.0, 27.0, 23.666666666666668)","(4.0, 5.2, 4.977777777777778)"
12-01-2023 13:41:25.806437,"(2.0, 2.44, 2.344)","(12.0, 19.0, 17.153846153846153)","(4.6, 6.8, 6.575)","(31.0, 55.0, 43.625)","(9.0, 11.5, 10.882352941176471)","(14.0, 27.0, 25.363636363636363)","(4.0, 5.2, 4.95)"
12-01-2023 13:41:27.043917,"(2.0, 2.44, 2.344)","(12.0, 19.0, 17.153846153846153)","(4.6, 6.8, 6.74375)","(31.0, 55.0, 43.625)","(9.0, 11.5, 10.882352941176471)","(14.0, 27.0, 26.6)","(4.0, 5.2, 4.95)"
12-01-2023 13:41:28.160087,"(2.0, 2.44, 2.3200000000000003)","(12.0, 19.0, 17.153846153846153)","(4.6, 6.8, 6.74375)","(31.0, 55.0, 43.625)","(9.0, 11.5, 10.771428571428572)","(14.0, 28.0, 25.0)","(4.0, 5.2, 5.052941176470588)"
12-01-2023 13:41:29.394657,"(2.0, 2.44, 2.3458823529411768)","(12.0, 19.0, 17.153846153846153)","(4.6, 6.8, 6.74375)","(31.0, 55.0, 44.166666666666664)","(9.0, 11.0, 10.44)","(14.0, 28.0, 25.0)","(4.0, 5.2, 5.052941176470588)"
12-01-2023 13:41:30.552148,"(2.0, 2.44, 2.296)","(12.0, 19.0, 17.153846153846153)","(4.6, 6.8, 6.74375)","(31.0, 55.0, 44.166666666666664)","(8.5, 11.0, 10.65)","(14.0, 28.0, 25.0)","(4.0, 5.2, 5.052941176470588)"
12-01-2023 13:41:31.631997,"(2.0, 2.44, 2.296)","(12.0, 19.0, 16.81818181818182)","(4.6, 6.8, 6.74375)","(31.0, 55.0, 44.166666666666664)","(8.5, 11.0, 10.65)","(14.0, 28.0, 25.0)","(4.0, 5.2, 5.052941176470588)"
12-01-2023 13:41:32.774574,"(2.0, 2.44, 2.296)","(12.0, 19.0, 16.81818181818182)","(4.6, 6.8, 6.74375)","(31.0, 55.0, 44.166666666666664)","(8.5, 11.0, 10.65)","(14.0, 28.0, 25.307692307692307)","(4.0, 5.2, 5.033333333333333)"
12-01-2023 13:41:33.914270,"(2.0, 2.4, 2.372)","(12.0, 19.0, 16.5)","(4.6, 6.8, 6.74375)","(31.0, 55.0, 44.166666666666664)","(8.5, 11.0, 10.65)","(14.0, 28.0, 26.47826086956522)","(3.9, 5.2, 5.033333333333333)"
12-01-2023 13:41:34.999349,"(2.0, 2.42, 2.388)","(12.0, 19.0, 16.5)","(4.6, 7.0, 6.911111111111111)","(31.0, 55.0, 44.166666666666664)","(8.5, 11.0, 10.65)","(14.0, 28.0, 25.8125)","(3.9, 5.2, 4.991666666666667)"
12-01-2023 13:41:36.065207,"(2.0, 2.42, 2.3200000000000003)","(12.0, 19.0, 16.5)","(4.6, 7.0, 6.65625)","(31.0, 55.0, 44.166666666666664)","(8.5, 11.0, 10.65)","(14.0, 28.0, 24.25)","(3.9, 5.2, 5.033333333333333)"
12-01-2023 13:41:37.180402,"(2.05, 2.42, 2.3200000000000003)","(12.0, 19.0, 16.5)","(4.8, 7.0, 6.6173913043478265)","(31.0, 55.0, 44.166666666666664)","(9.0, 11.0, 10.4)","(14.0, 28.0, 24.875)","(4.0, 5.2, 5.033333333333333)"
12-01-2023 13:41:38.327482,"(2.05, 2.4, 2.3200000000000003)","(12.0, 19.0, 16.5)","(4.8, 7.0, 6.6173913043478265)","(31.0, 55.0, 45.25)","(9.0, 11.0, 10.5)","(14.0, 28.0, 25.142857142857142)","(4.0, 5.2, 5.033333333333333)"
12-01-2023 13:41:39.429947,"(2.05, 2.38, 2.352)","(12.0, 19.0, 16.5)","(4.8, 7.0, 6.6173913043478265)","(31.0, 55.0, 45.25)","(9.0, 11.5, 10.692307692307692)","(14.0, 28.0, 25.142857142857142)","(4.0, 5.2, 5.033333333333333)"
12-01-2023 13:41:40.461953,"(2.05, 2.38, 2.3022222222222224)","(12.0, 19.0, 16.5)","(4.8, 7.0, 6.6173913043478265)","(31.0, 55.0, 45.25)","(9.0, 11.5, 10.692307692307692)","(14.0, 28.0, 25.142857142857142)","(4.0, 5.2, 5.033333333333333)"
12-01-2023 13:41:41.686768,"(2.05, 2.38, 2.3022222222222224)","(12.0, 19.0, 16.5)","(4.8, 7.0, 6.432258064516129)","(31.0, 55.0, 45.25)","(9.0, 11.5, 11.2)","(14.0, 28.0, 25.142857142857142)","(4.0, 5.2, 5.033333333333333)"
12-01-2023 13:41:42.931088,"(2.05, 2.38, 2.3022222222222224)","(12.0, 19.0, 16.5)","(4.8, 7.0, 6.6173913043478265)","(31.0, 55.0, 45.25)","(9.0, 12.0, 10.45)","(14.0, 28.0, 25.142857142857142)","(4.0, 5.2, 5.033333333333333)"
12-01-2023 13:41:44.109271,"(2.05, 2.38, 2.2800000000000002)","(12.0, 19.0, 16.5)","(4.8, 7.0, 6.6173913043478265)","(31.0, 55.0, 45.25)","(9.0, 11.5, 10.233333333333333)","(14.0, 28.0, 26.666666666666668)","(4.0, 5.2, 5.033333333333333)"
12-01-2023 13:41:45.227081,"(2.05, 2.38, 2.357142857142857)","(12.0, 19.0, 16.5)","(4.8, 7.0, 6.6173913043478265)","(31.0, 55.0, 45.25)","(9.0, 11.5, 10.236363636363636)","(14.0, 28.0, 26.666666666666668)","(4.0, 5.2, 5.033333333333333)"
12-01-2023 13:41:46.569241,"(2.05, 2.4, 2.37)","(12.0, 19.0, 16.5)","(4.8, 7.0, 6.6173913043478265)","(31.0, 55.0, 50.125)","(9.0, 11.0, 10.353846153846154)","(14.0, 28.0, 25.142857142857142)","(4.0, 5.2, 5.033333333333333)"
12-01-2023 13:41:47.865669,"(2.05, 2.38, 2.33)","(12.0, 19.0, 16.5)","(4.8, 7.0, 6.910204081632653)","(31.0, 55.0, 50.125)","(9.0, 11.0, 10.100000000000001)","(14.0, 28.0, 25.142857142857142)","(4.0, 5.2, 5.033333333333333)"
12-01-2023 13:41:49.293746,"(2.05, 2.38, 2.33)","(12.0, 19.0, 16.5)","(4.8, 7.0, 6.466666666666667)","(31.0, 55.0, 50.125)","(9.0, 11.0, 10.100000000000001)","(14.0, 28.0, 25.142857142857142)","(4.0, 5.2, 5.033333333333333)"
12-01-2023 13:41:50.499856,"(2.05, 2.38, 2.33)","(12.0, 19.0, 16.5)","(4.8, 7.0, 6.529411764705882)","(31.0, 55.0, 50.125)","(9.0, 11.0, 10.100000000000001)","(14.0, 28.0, 26.666666666666668)","(4.0, 5.2, 5.158333333333333)"
12-01-2023 13:41:51.670424,"(2.05, 2.26, 2.240040241448692)","(12.0, 19.0, 16.77777777777778)","(4.8, 7.0, 6.833333333333333)","(31.0, 55.0, 50.125)","(9.0, 11.0, 10.333333333333334)","(14.0, 28.0, 25.142857142857142)","(4.0, 5.2, 5.04375)"
12-01-2023 13:41:52.799282,"(2.05, 2.26, 2.240040241448692)","(12.0, 19.0, 16.77777777777778)","(4.8, 7.0, 6.857142857142858)","(31.0, 55.0, 50.125)","(9.0, 11.0, 10.333333333333334)","(14.0, 28.0, 25.142857142857142)","(4.0, 5.2, 5.04375)"
12-01-2023 13:41:53.970997,"(2.05, 2.24, 2.22)","(12.0, 19.0, 16.77777777777778)","(4.8, 7.0, 6.857142857142858)","(31.0, 55.0, 50.125)","(9.0, 11.0, 10.666666666666666)","(14.0, 28.0, 25.142857142857142)","(4.0, 5.2, 5.158333333333333)"
12-01-2023 13:41:55.205976,"(2.05, 2.24, 2.22)","(12.0, 19.0, 16.77777777777778)","(4.8, 7.0, 6.857142857142858)","(31.0, 55.0, 50.125)","(9.0, 12.0, 10.833333333333334)","(14.0, 28.0, 25.142857142857142)","(4.0, 5.2, 5.166666666666667)"
12-01-2023 13:41:56.289110,"(2.05, 2.24, 2.22)","(12.0, 19.0, 16.77777777777778)","(4.8, 7.0, 6.857142857142858)","(31.0, 55.0, 50.125)","(9.0, 12.0, 11.0)","(14.0, 28.0, 25.5)","(4.0, 5.2, 5.166666666666667)"
12-01-2023 13:41:57.470118,"(2.05, 2.24, 2.22)","(12.0, 19.0, 16.77777777777778)","(4.8, 7.0, 7.173333333333333)","(31.0, 55.0, 50.125)","(9.0, 12.0, 11.921052631578947)","(14.0, 28.0, 25.5)","(4.0, 5.2, 5.068421052631579)"
12-01-2023 13:41:58.489581,"(2.05, 2.24, 2.2133333333333334)","(12.0, 19.0, 16.77777777777778)","(4.8, 7.6, 7.173333333333333)","(31.0, 55.0, 50.125)","(9.0, 12.0, 11.7)","(14.0, 28.0, 25.5)","(4.0, 5.2, 5.04375)"
12-01-2023 13:41:59.535685,"(2.05, 2.24, 2.1963636363636367)","(12.0, 19.0, 16.55)","(4.8, 7.6, 7.173333333333333)","(31.0, 55.0, 50.125)","(9.0, 12.0, 11.7)","(14.0, 28.0, 25.5)","(4.0, 5.2, 5.04375)"
12-01-2023 13:42:00.669922,"(2.05, 2.24, 2.186666666666667)","(12.0, 19.0, 17.157894736842106)","(4.8, 7.6, 7.173333333333333)","(31.0, 55.0, 50.125)","(9.0, 12.0, 11.8125)","(14.0, 28.0, 25.5)","(4.0, 5.2, 5.04375)"
12-01-2023 13:42:01.776222,"(2.05, 2.24, 2.186666666666667)","(12.0, 19.0, 17.333333333333332)","(4.8, 7.6, 7.173333333333333)","(31.0, 55.0, 50.125)","(9.0, 12.0, 11.8125)","(14.0, 28.0, 25.5)","(4.0, 5.2, 5.046153846153846)"
12-01-2023 13:42:03.127692,"(2.05, 2.24, 2.173793103448276)","(12.0, 19.0, 17.934782608695652)","(4.8, 7.6, 7.230769230769231)","(31.0, 55.0, 50.125)","(9.0, 12.0, 11.8125)","(14.0, 28.0, 24.666666666666668)","(4.0, 5.2, 4.942857142857143)"
12-01-2023 13:42:04.254485,"(2.05, 2.24, 2.177777777777778)","(12.0, 19.0, 19.029411764705884)","(4.8, 7.6, 7.0)","(31.0, 55.0, 46.75)","(9.0, 12.0, 11.8125)","(14.0, 28.0, 25.5)","(4.0, 5.2, 5.0125)"
12-01-2023 13:42:05.418751,"(2.05, 2.24, 2.196078431372549)","(12.0, 19.5, 19.029411764705884)","(4.8, 7.2, 7.0)","(31.0, 55.0, 46.75)","(9.0, 12.0, 11.8125)","(14.0, 28.0, 25.5)","(4.0, 5.2, 4.972727272727273)"
12-01-2023 13:42:06.724659,"(2.05, 2.24, 2.208421052631579)","(12.0, 19.5, 17.4)","(4.8, 7.2, 6.779999999999999)","(31.0, 55.0, 49.5)","(9.0, 12.0, 11.293478260869565)","(14.0, 28.0, 26.666666666666668)","(4.0, 5.2, 4.873913043478261)"
12-01-2023 13:42:07.849445,"(2.0, 2.24, 2.194545454545455)","(12.0, 19.5, 17.4)","(4.8, 7.2, 6.728571428571429)","(31.0, 55.0, 44.875)","(9.0, 11.5, 11.293478260869565)","(14.0, 32.0, 25.77777777777778)","(4.0, 5.2, 4.873913043478261)"
12-01-2023 13:42:09.010704,"(2.0, 2.24, 2.194545454545455)","(12.0, 19.5, 17.4)","(4.8, 7.2, 6.728571428571429)","(31.0, 65.0, 44.84)","(9.0, 11.5, 11.293478260869565)","(14.0, 32.0, 25.77777777777778)","(4.0, 5.2, 4.873913043478261)"
12-01-2023 13:42:10.309497,"(2.0, 2.24, 2.194545454545455)","(12.0, 19.5, 17.4)","(5.0, 7.2, 6.728571428571429)","(31.0, 65.0, 48.0)","(9.0, 11.5, 11.293478260869565)","(15.0, 32.0, 28.5)","(4.0, 5.2, 4.932142857142857)"
12-01-2023 13:42:11.382445,"(2.0, 2.24, 2.1685714285714286)","(12.0, 19.5, 17.4)","(5.0, 7.2, 6.728571428571429)","(31.0, 60.0, 48.0)","(9.0, 11.5, 11.293478260869565)","(15.0, 32.0, 28.5)","(4.0, 5.2, 4.958064516129032)"
12-01-2023 13:42:12.601154,"(2.0, 2.24, 2.1685714285714286)","(12.0, 19.5, 17.4)","(5.0, 7.2, 6.728571428571429)","(31.0, 60.0, 44.84)","(9.0, 11.5, 11.21)","(15.0, 32.0, 28.5)","(4.0, 5.2, 4.958064516129032)"
12-01-2023 13:42:13.753647,"(2.0, 2.24, 2.1685714285714286)","(12.0, 19.5, 17.4)","(5.0, 7.2, 6.728571428571429)","(31.0, 65.0, 44.84)","(9.0, 11.5, 10.176470588235293)","(15.0, 32.0, 28.733333333333334)","(4.0, 5.2, 4.958064516129032)"
12-01-2023 13:42:14.886825,"(2.0, 2.24, 2.1685714285714286)","(12.0, 19.5, 17.4)","(5.0, 7.2, 6.728571428571429)","(31.0, 65.0, 44.84)","(9.0, 11.5, 10.642857142857142)","(15.0, 32.0, 29.375)","(4.0, 5.2, 4.975862068965517)"
12-01-2023 13:42:16.016910,"(2.0, 2.22, 2.1726315789473687)","(12.0, 19.5, 17.4)","(5.0, 7.2, 6.885714285714285)","(31.0, 65.0, 45.0)","(9.0, 11.5, 10.766666666666667)","(15.0, 32.0, 29.75)","(4.0, 5.2, 4.983333333333333)"
12-01-2023 13:42:17.204757,"(2.0, 2.22, 2.1692307692307695)","(12.0, 19.5, 17.4)","(5.0, 7.2, 6.885714285714285)","(31.0, 65.0, 48.2)","(9.0, 11.5, 10.73846153846154)","(15.0, 32.0, 29.75)","(4.0, 5.0, 4.983333333333333)"
12-01-2023 13:42:18.355939,"(2.0, 2.22, 2.1692307692307695)","(12.0, 19.5, 18.166666666666668)","(5.0, 7.2, 6.885714285714285)","(31.0, 65.0, 59.0)","(9.0, 11.5, 10.631578947368421)","(15.0, 32.0, 29.75)","(4.0, 5.0, 5.036363636363636)"
12-01-2023 13:42:19.485664,"(2.0, 2.22, 2.1533333333333333)","(12.0, 19.5, 17.75)","(5.0, 7.2, 6.885714285714285)","(31.0, 60.0, 55.42857142857143)","(9.0, 11.5, 10.631578947368421)","(15.0, 32.0, 29.75)","(4.0, 5.2, 5.133333333333334)"
12-01-2023 13:42:20.779347,"(2.0, 2.18, 2.158571428571429)","(12.0, 19.5, 18.545454545454547)","(5.0, 7.2, 8.011764705882353)","(31.0, 60.0, 51.857142857142854)","(9.0, 11.5, 10.695652173913043)","(15.0, 32.0, 29.75)","(4.0, 5.2, 5.036363636363636)"
12-01-2023 13:42:22.016223,"(2.0, 2.18, 2.1350000000000002)","(12.0, 19.5, 18.545454545454547)","(5.0, 8.6, 7.933333333333333)","(31.0, 55.0, 51.857142857142854)","(9.0, 11.5, 10.695652173913043)","(15.0, 32.0, 29.75)","(4.0, 5.2, 5.026666666666666)"
12-01-2023 13:42:23.493754,"(2.0, 2.18, 2.113184713375796)","(12.0, 19.5, 18.545454545454547)","(5.0, 8.6, 8.272727272727273)","(31.0, 55.0, 51.857142857142854)","(8.5, 11.5, 10.73846153846154)","(16.0, 32.0, 29.75)","(4.0, 5.2, 5.026666666666666)"
12-01-2023 13:42:24.704492,"(2.0, 2.12, 2.111311475409836)","(12.0, 19.5, 16.941176470588236)","(5.0, 8.4, 7.929411764705883)","(31.0, 55.0, 51.857142857142854)","(8.5, 11.5, 10.653846153846153)","(16.0, 32.0, 29.75)","(4.0, 5.2, 5.466666666666667)"
12-01-2023 13:42:25.952714,"(2.0, 2.1, 2.0623668639053254)","(12.0, 19.0, 16.916666666666668)","(5.0, 8.4, 7.929411764705883)","(31.0, 55.0, 51.857142857142854)","(8.5, 11.5, 10.653846153846153)","(16.0, 32.0, 29.75)","(4.0, 5.6, 5.483333333333333)"
12-01-2023 13:42:27.265848,"(2.0, 2.1, 2.0885714285714285)","(12.0, 19.0, 16.916666666666668)","(5.0, 8.4, 7.929411764705883)","(31.0, 55.0, 55.42857142857143)","(8.5, 11.5, 10.653846153846153)","(16.0, 32.0, 29.75)","(4.0, 5.6, 5.483333333333333)"
12-01-2023 13:42:28.587252,"(2.0, 2.1, 2.078181818181818)","(12.0, 19.0, 16.94736842105263)","(5.0, 8.4, 7.833333333333333)","(31.0, 60.0, 55.42857142857143)","(8.5, 11.5, 10.636363636363637)","(16.0, 32.0, 29.75)","(4.0, 5.6, 5.384615384615384)"
12-01-2023 13:42:29.830955,"(2.0, 2.14, 2.1340000000000003)","(12.0, 18.0, 16.240000000000002)","(5.0, 8.0, 7.8545454545454545)","(31.0, 60.0, 55.42857142857143)","(8.5, 11.5, 10.636363636363637)","(16.0, 32.0, 29.75)","(4.0, 5.6, 5.128571428571428)"
12-01-2023 13:42:31.135836,"(2.0, 2.14, 2.1365217391304347)","(12.0, 18.0, 16.240000000000002)","(5.0, 8.0, 7.8545454545454545)","(31.0, 60.0, 55.42857142857143)","(8.5, 11.5, 10.636363636363637)","(16.0, 32.0, 29.75)","(4.0, 5.6, 5.214285714285714)"
12-01-2023 13:42:32.307051,"(2.0, 2.14, 2.1365217391304347)","(12.0, 18.0, 16.240000000000002)","(5.0, 8.0, 7.8545454545454545)","(31.0, 60.0, 55.42857142857143)","(8.5, 11.5, 10.636363636363637)","(16.0, 32.0, 34.833333333333336)","(4.0, 5.5, 5.08)"
12-01-2023 13:42:33.395522,"(2.0, 2.14, 2.1381176470588237)","(12.0, 17.5, 16.88235294117647)","(5.0, 8.0, 7.84)","(31.0, 60.0, 55.42857142857143)","(8.5, 11.5, 10.636363636363637)","(16.0, 36.0, 35.5)","(4.0, 5.5, 5.090909090909091)"
