,Olsen Gang,Surface,Radley Erskin,Cosmic Journey,Sadie Seahorse,Arctic Blizzard,Willina Charm,Twist And Shake
14-12-2022 13:24:12.189704,"(51.0, 300.0, 112.0)","(81.0, 610.0, 465.0)","(3.5, 4.4, 4.192)","(10.0, 16.0, 13.15625)","(7.5, 11.0, 10.6)","(16.0, 21.0, 16.90909090909091)","(6.0, 8.8, 7.5636363636363635)","(2.05, 2.46, 2.4299999999999997)"
14-12-2022 13:24:13.486465,"(51.0, 300.0, 112.0)","(81.0, 570.0, 465.0)","(3.5, 4.4, 4.24)","(10.0, 16.0, 13.15625)","(7.5, 11.0, 10.4)","(16.0, 21.0, 16.90909090909091)","(6.0, 8.2, 6.927272727272727)","(2.05, 2.46, 2.417777777777778)"
14-12-2022 13:24:14.694526,"(51.0, 300.0, 112.0)","(81.0, 570.0, 465.0)","(3.5, 4.4, 4.24)","(10.0, 16.0, 14.555555555555555)","(7.5, 11.0, 10.6)","(16.0, 21.0, 16.90909090909091)","(6.0, 8.2, 7.2)","(2.05, 2.48, 2.45)"
14-12-2022 13:24:15.907312,"(51.0, 300.0, 112.0)","(81.0, 570.0, 465.0)","(3.5, 4.4, 4.24)","(10.0, 16.0, 14.555555555555555)","(7.5, 11.0, 10.4)","(16.0, 21.0, 16.90909090909091)","(6.0, 8.0, 6.95)","(2.05, 2.48, 2.4611111111111112)"
14-12-2022 13:24:17.203048,"(51.0, 300.0, 112.0)","(81.0, 570.0, 465.0)","(3.5, 4.4, 4.24)","(10.0, 16.0, 14.555555555555555)","(7.5, 11.0, 10.6)","(16.0, 21.0, 16.846153846153847)","(6.0, 8.0, 6.95)","(2.05, 2.5, 2.46)"
14-12-2022 13:24:18.574203,"(51.0, 290.0, 177.5)","(81.0, 570.0, 465.0)","(3.5, 4.4, 4.24)","(10.0, 16.0, 14.555555555555555)","(7.5, 11.0, 10.4)","(16.0, 21.0, 16.846153846153847)","(6.0, 8.0, 6.95)","(2.05, 2.5, 2.4699999999999998)"
14-12-2022 13:24:19.919096,"(51.0, 290.0, 177.5)","(81.0, 570.0, 465.0)","(3.5, 4.4, 4.22)","(10.0, 16.0, 11.357142857142858)","(7.5, 11.0, 10.6)","(16.0, 21.0, 16.928571428571427)","(6.0, 8.0, 6.95)","(2.05, 2.5, 2.466666666666667)"
14-12-2022 13:24:21.087119,"(51.0, 290.0, 177.5)","(81.0, 570.0, 465.0)","(3.5, 4.3, 4.26)","(10.0, 16.0, 12.294117647058824)","(7.5, 11.0, 10.4)","(16.0, 21.0, 17.029411764705884)","(6.0, 8.0, 6.95)","(2.05, 2.52, 2.48)"
14-12-2022 13:24:22.283277,"(51.0, 280.0, 141.78571428571428)","(81.0, 570.0, 465.0)","(3.5, 4.3, 4.26)","(10.0, 16.0, 12.294117647058824)","(7.5, 11.0, 10.6)","(16.0, 21.0, 17.029411764705884)","(6.0, 8.0, 6.95)","(2.05, 2.52, 2.496)"
14-12-2022 13:24:23.480268,"(51.0, 270.0, 85.38461538461539)","(81.0, 570.0, 465.0)","(3.5, 4.3, 4.188)","(10.0, 16.0, 14.055555555555555)","(7.5, 11.0, 10.4)","(16.0, 21.0, 17.2)","(6.0, 8.0, 7.4)","(2.05, 2.52, 2.5090909090909093)"
14-12-2022 13:24:24.692774,"(51.0, 270.0, 85.38461538461539)","(81.0, 570.0, 465.0)","(3.5, 4.3, 4.188)","(10.0, 16.0, 13.944444444444445)","(7.5, 11.0, 10.6)","(16.0, 21.0, 17.2)","(6.0, 8.0, 7.664)","(2.05, 2.52, 2.532)"
14-12-2022 13:24:25.894150,"(51.0, 270.0, 85.38461538461539)","(81.0, 570.0, 465.0)","(3.5, 4.3, 4.188)","(10.0, 15.5, 13.944444444444445)","(7.5, 11.0, 10.4)","(16.0, 21.0, 17.2)","(6.0, 8.0, 7.664)","(2.05, 2.54, 2.532)"
14-12-2022 13:24:27.124077,"(51.0, 260.0, 89.0)","(91.0, 570.0, 465.0)","(3.4, 4.3, 4.183333333333333)","(10.0, 15.5, 13.944444444444445)","(8.0, 11.0, 10.6)","(16.0, 21.0, 17.4375)","(6.0, 8.0, 7.416666666666667)","(2.05, 2.54, 2.532)"
14-12-2022 13:24:28.337967,"(51.0, 260.0, 81.17647058823529)","(91.0, 570.0, 465.0)","(3.4, 4.3, 4.183333333333333)","(10.0, 15.5, 12.18421052631579)","(8.0, 11.0, 10.6)","(16.0, 21.0, 17.625)","(6.0, 8.0, 7.666666666666667)","(2.05, 2.54, 2.532)"
14-12-2022 13:24:29.560681,"(51.0, 260.0, 130.0)","(91.0, 570.0, 465.0)","(3.4, 4.3, 4.183333333333333)","(10.0, 15.5, 12.18421052631579)","(8.0, 11.0, 10.4)","(16.0, 21.0, 17.625)","(6.0, 8.0, 7.44)","(2.05, 2.54, 2.532)"
14-12-2022 13:24:30.861233,"(51.0, 260.0, 130.0)","(91.0, 570.0, 465.0)","(3.4, 4.3, 4.178260869565217)","(10.0, 15.5, 13.441176470588236)","(8.0, 11.0, 10.6)","(16.0, 21.0, 17.625)","(6.0, 8.0, 7.3)","(2.05, 2.54, 2.49)"
14-12-2022 13:24:32.021077,"(51.0, 260.0, 84.61538461538461)","(91.0, 570.0, 465.0)","(3.4, 4.3, 4.178260869565217)","(10.0, 15.5, 13.441176470588236)","(8.0, 11.0, 10.357142857142858)","(16.0, 21.0, 17.4375)","(6.0, 8.0, 7.3)","(2.05, 2.56, 2.513333333333333)"
14-12-2022 13:24:33.160584,"(51.0, 260.0, 81.17647058823529)","(91.0, 570.0, 430.0)","(3.4, 4.3, 4.188)","(10.0, 15.5, 13.441176470588236)","(8.0, 11.0, 9.92)","(16.0, 21.0, 17.4375)","(6.0, 8.0, 7.3)","(2.05, 2.52, 2.4953846153846153)"
14-12-2022 13:24:34.342568,"(51.0, 260.0, 84.61538461538461)","(91.0, 640.0, 346.0)","(3.4, 4.3, 4.172727272727273)","(10.0, 15.5, 13.441176470588236)","(8.0, 11.0, 9.92)","(16.0, 21.0, 17.2)","(6.0, 8.0, 7.3)","(2.05, 2.5, 2.578666666666667)"
14-12-2022 13:24:35.576568,"(51.0, 260.0, 84.61538461538461)","(91.0, 630.0, 256.6666666666667)","(3.4, 4.3, 4.172727272727273)","(10.0, 15.5, 13.46875)","(8.0, 11.0, 10.357142857142858)","(16.0, 21.0, 17.2)","(6.0, 8.0, 7.65)","(2.05, 2.6, 2.4428571428571426)"
14-12-2022 13:24:36.925705,"(51.0, 260.0, 133.33333333333334)","(91.0, 570.0, 430.0)","(3.4, 4.3, 4.168571428571428)","(10.0, 15.5, 13.588235294117647)","(8.0, 11.0, 10.307692307692308)","(16.0, 21.0, 17.282608695652176)","(6.0, 8.0, 7.65)","(2.05, 2.46, 2.5571428571428574)"
14-12-2022 13:24:38.181667,"(51.0, 260.0, 151.42857142857144)","(91.0, 570.0, 430.0)","(3.4, 4.3, 4.168571428571428)","(10.0, 15.5, 13.588235294117647)","(8.0, 11.0, 10.307692307692308)","(16.0, 21.0, 17.282608695652176)","(6.0, 8.0, 7.65)","(2.05, 2.6, 2.5255)"
14-12-2022 13:24:39.220976,"(51.0, 250.0, 224.28571428571428)","(91.0, 570.0, 430.0)","(3.4, 4.3, 4.168571428571428)","(10.0, 15.5, 13.588235294117647)","(8.0, 11.0, 10.5)","(16.0, 21.0, 17.282608695652176)","(6.0, 8.0, 7.65)","(2.05, 2.56, 2.5255)"
14-12-2022 13:24:40.275791,"(51.0, 240.0, 158.69565217391306)","(91.0, 570.0, 430.0)","(3.4, 4.2, 4.15)","(10.0, 15.5, 14.28125)","(8.0, 11.0, 10.5)","(16.0, 21.0, 17.142857142857142)","(6.0, 8.0, 7.778947368421052)","(2.05, 2.56, 2.529333333333333)"
14-12-2022 13:24:41.331718,"(51.0, 240.0, 100.38461538461539)","(91.0, 570.0, 510.0)","(3.4, 4.2, 4.125)","(10.0, 15.5, 14.28125)","(8.0, 11.0, 10.608695652173914)","(16.0, 21.0, 17.0)","(6.0, 8.0, 7.778947368421052)","(2.05, 2.56, 2.522702702702703)"
14-12-2022 13:24:42.324769,"(51.0, 240.0, 173.21428571428572)","(91.0, 570.0, 430.0)","(3.4, 4.2, 4.125)","(10.0, 15.5, 14.28125)","(8.0, 11.0, 10.608695652173914)","(16.0, 21.0, 16.666666666666668)","(6.0, 8.0, 7.778947368421052)","(2.05, 2.56, 2.5215384615384617)"
14-12-2022 13:24:43.574541,"(51.0, 240.0, 173.21428571428572)","(91.0, 570.0, 465.0)","(3.4, 4.2, 4.125)","(10.0, 15.5, 14.28125)","(8.0, 11.0, 10.470588235294118)","(16.0, 20.0, 17.125)","(6.0, 8.0, 7.778947368421052)","(2.05, 2.56, 2.5236842105263158)"
14-12-2022 13:24:44.731656,"(51.0, 240.0, 173.21428571428572)","(91.0, 570.0, 465.0)","(3.4, 4.2, 4.125)","(10.0, 15.5, 14.28125)","(8.0, 11.0, 10.485714285714286)","(16.0, 20.0, 17.560606060606062)","(6.0, 8.0, 7.85)","(2.05, 2.56, 2.494285714285714)"
14-12-2022 13:24:45.939947,"(51.0, 240.0, 173.21428571428572)","(91.0, 570.0, 253.33333333333331)","(3.4, 4.2, 4.132)","(10.0, 15.5, 13.588235294117647)","(8.0, 11.0, 10.485714285714286)","(16.0, 20.0, 17.75)","(6.0, 8.0, 7.85)","(2.05, 2.5, 2.493846153846154)"
14-12-2022 13:24:47.187339,"(51.0, 240.0, 173.21428571428572)","(91.0, 460.0, 253.33333333333331)","(3.4, 4.2, 4.14)","(10.0, 15.5, 13.588235294117647)","(8.0, 11.0, 10.485714285714286)","(16.0, 20.0, 17.75)","(6.0, 8.0, 7.85)","(2.05, 2.5, 2.492)"
14-12-2022 13:24:48.502572,"(51.0, 220.0, 86.15384615384616)","(91.0, 460.0, 212.0)","(3.4, 4.2, 4.153333333333333)","(10.0, 15.5, 14.267857142857142)","(8.0, 11.0, 10.485714285714286)","(16.0, 20.0, 17.75)","(6.0, 8.0, 7.85)","(2.05, 2.5, 2.493846153846154)"
14-12-2022 13:24:49.747290,"(51.0, 220.0, 86.15384615384616)","(91.0, 460.0, 212.0)","(3.4, 4.2, 4.153333333333333)","(10.0, 15.5, 14.267857142857142)","(8.0, 11.0, 10.485714285714286)","(16.0, 20.0, 17.75)","(6.0, 8.0, 7.85)","(2.05, 2.5, 2.4927272727272727)"
14-12-2022 13:24:50.885421,"(51.0, 220.0, 86.15384615384616)","(91.0, 460.0, 264.2105263157895)","(3.4, 4.2, 4.161538461538462)","(10.0, 15.5, 14.267857142857142)","(8.0, 11.0, 10.485714285714286)","(16.0, 20.0, 17.75)","(6.0, 8.0, 7.85)","(2.05, 2.5, 2.484)"
14-12-2022 13:24:52.051001,"(51.0, 220.0, 133.0)","(91.0, 460.0, 264.2105263157895)","(3.4, 4.2, 4.166666666666667)","(10.0, 15.5, 14.267857142857142)","(8.0, 11.0, 10.485714285714286)","(16.0, 20.0, 18.5)","(6.0, 8.0, 7.85)","(2.05, 2.5, 2.4875)"
14-12-2022 13:24:53.248081,"(51.0, 220.0, 121.17647058823529)","(91.0, 460.0, 212.0)","(3.4, 4.2, 4.176923076923077)","(10.0, 15.5, 13.37037037037037)","(8.0, 11.0, 10.485714285714286)","(16.0, 19.5, 17.53448275862069)","(6.0, 8.0, 7.85)","(2.05, 2.5, 2.4875)"
14-12-2022 13:24:54.439628,"(51.0, 220.0, 150.0)","(91.0, 460.0, 212.0)","(3.4, 4.2, 4.166666666666667)","(10.0, 15.5, 13.37037037037037)","(8.0, 11.0, 10.485714285714286)","(16.0, 19.5, 17.017241379310345)","(6.0, 8.0, 7.8769230769230765)","(2.05, 2.5, 2.472857142857143)"
14-12-2022 13:24:55.589589,"(51.0, 220.0, 150.0)","(91.0, 460.0, 264.2105263157895)","(3.4, 4.2, 4.166666666666667)","(10.0, 15.5, 13.37037037037037)","(8.0, 11.0, 10.485714285714286)","(16.0, 19.5, 17.017241379310345)","(6.0, 8.0, 7.96)","(2.05, 2.48, 2.4923809523809526)"
14-12-2022 13:24:56.690688,"(51.0, 220.0, 150.0)","(91.0, 450.0, 325.0)","(3.4, 4.2, 4.164)","(10.0, 15.5, 14.267857142857142)","(8.0, 11.0, 10.485714285714286)","(16.0, 19.5, 17.970588235294116)","(6.0, 8.2, 8.08)","(2.05, 2.5, 2.4927272727272727)"
14-12-2022 13:24:58.282379,"(51.0, 220.0, 131.57894736842104)","(91.0, 450.0, 325.0)","(3.4, 4.3, 4.164)","(10.0, 15.5, 14.267857142857142)","(8.0, 11.0, 10.485714285714286)","(16.0, 19.5, 17.970588235294116)","(6.0, 8.4, 7.942857142857142)","(2.05, 2.5, 2.4930434782608697)"
14-12-2022 13:24:59.867552,"(51.0, 210.0, 156.25)","(91.0, 450.0, 325.0)","(3.4, 4.3, 4.164)","(10.0, 15.5, 14.357142857142858)","(8.0, 11.0, 10.485714285714286)","(16.0, 19.5, 17.970588235294116)","(6.0, 8.2, 7.8181818181818175)","(2.05, 2.5, 2.484)"
14-12-2022 13:25:01.200335,"(51.0, 200.0, 156.25)","(91.0, 450.0, 325.0)","(3.4, 4.3, 4.164)","(10.0, 15.0, 14.357142857142858)","(8.0, 11.0, 10.485714285714286)","(16.0, 19.5, 17.970588235294116)","(6.0, 8.2, 7.8181818181818175)","(2.05, 2.5, 2.465)"
14-12-2022 13:25:02.534852,"(51.0, 200.0, 153.94736842105263)","(91.0, 440.0, 353.0)","(3.4, 4.3, 4.182758620689655)","(10.0, 15.0, 13.363636363636363)","(8.0, 11.0, 10.485714285714286)","(16.0, 19.5, 17.970588235294116)","(6.0, 8.2, 7.8181818181818175)","(2.05, 2.48, 2.5428571428571427)"
14-12-2022 13:25:03.856599,"(51.0, 200.0, 153.94736842105263)","(91.0, 440.0, 353.0)","(3.4, 4.3, 4.182758620689655)","(10.0, 15.0, 13.363636363636363)","(8.0, 11.0, 10.100000000000001)","(16.0, 19.5, 17.970588235294116)","(6.0, 8.2, 7.937499999999999)","(2.05, 2.56, 2.54)"
14-12-2022 13:25:05.117135,"(51.0, 200.0, 153.94736842105263)","(91.0, 440.0, 295.0)","(3.4, 4.3, 4.2555555555555555)","(10.0, 15.0, 13.296296296296296)","(8.0, 11.0, 10.0)","(16.0, 19.5, 17.970588235294116)","(6.0, 8.2, 7.85)","(2.05, 2.56, 2.5423529411764707)"
14-12-2022 13:25:06.335596,"(51.0, 200.0, 155.78947368421052)","(91.0, 440.0, 295.0)","(3.4, 4.3, 4.190322580645161)","(10.0, 15.0, 13.296296296296296)","(8.0, 11.0, 9.933333333333334)","(16.0, 19.5, 17.970588235294116)","(6.0, 8.2, 7.8181818181818175)","(2.05, 2.56, 2.5314285714285716)"
14-12-2022 13:25:07.592117,"(51.0, 200.0, 152.0)","(91.0, 440.0, 353.0)","(3.3, 4.3, 4.121428571428571)","(10.0, 15.0, 13.296296296296296)","(8.0, 11.0, 10.2)","(16.0, 19.5, 17.970588235294116)","(6.0, 8.2, 7.8181818181818175)","(2.05, 2.56, 2.54)"
14-12-2022 13:25:08.755730,"(51.0, 210.0, 158.0)","(91.0, 440.0, 353.0)","(3.3, 4.3, 4.121428571428571)","(10.0, 15.0, 13.296296296296296)","(8.0, 11.0, 10.2)","(16.0, 19.5, 17.970588235294116)","(6.0, 8.2, 7.937499999999999)","(2.05, 2.58, 2.565714285714286)"
14-12-2022 13:25:09.931894,"(51.0, 210.0, 158.0)","(91.0, 440.0, 295.0)","(3.3, 4.3, 4.121428571428571)","(10.0, 15.0, 13.296296296296296)","(8.0, 11.0, 10.2)","(16.0, 19.5, 17.970588235294116)","(6.0, 8.2, 7.937499999999999)","(2.05, 2.58, 2.5700000000000003)"
14-12-2022 13:25:11.084932,"(51.0, 210.0, 158.0)","(91.0, 430.0, 270.0)","(3.3, 4.3, 4.121428571428571)","(10.0, 15.0, 13.296296296296296)","(8.0, 11.0, 10.2)","(16.0, 19.5, 17.970588235294116)","(6.0, 8.2, 7.8181818181818175)","(2.05, 2.58, 2.54)"
14-12-2022 13:25:12.354715,"(61.0, 210.0, 158.0)","(91.0, 430.0, 270.0)","(3.3, 4.3, 4.121428571428571)","(10.0, 15.0, 13.666666666666666)","(8.0, 11.0, 10.272727272727273)","(16.0, 19.5, 17.970588235294116)","(6.0, 8.2, 7.937499999999999)","(2.05, 2.58, 2.5585714285714287)"
14-12-2022 13:25:13.506045,"(61.0, 210.0, 158.0)","(91.0, 430.0, 226.36363636363637)","(3.3, 4.3, 4.114285714285714)","(10.0, 14.5, 13.617647058823529)","(8.0, 11.0, 10.272727272727273)","(16.0, 19.5, 17.796296296296298)","(6.0, 8.2, 7.937499999999999)","(2.05, 2.58, 2.544)"
14-12-2022 13:25:14.688873,"(61.0, 210.0, 158.0)","(91.0, 430.0, 290.0)","(3.3, 4.2, 4.11)","(10.0, 14.5, 13.590909090909092)","(8.0, 11.0, 10.272727272727273)","(16.0, 19.5, 17.970588235294116)","(6.0, 8.2, 7.8181818181818175)","(2.05, 2.58, 2.544)"
14-12-2022 13:25:15.958774,"(61.0, 210.0, 158.0)","(91.0, 420.0, 330.0)","(3.3, 4.2, 4.11)","(10.0, 14.5, 13.617647058823529)","(8.0, 11.0, 10.272727272727273)","(16.0, 19.5, 17.970588235294116)","(6.0, 8.2, 7.8181818181818175)","(2.05, 2.58, 2.5620000000000003)"
14-12-2022 13:25:17.169582,"(61.0, 210.0, 158.0)","(91.0, 420.0, 330.0)","(3.3, 4.2, 4.04)","(10.0, 14.5, 13.911764705882353)","(8.0, 11.0, 10.314285714285715)","(16.0, 19.5, 17.970588235294116)","(6.0, 8.2, 7.937499999999999)","(2.05, 2.58, 2.544)"
14-12-2022 13:25:18.389485,"(61.0, 210.0, 97.5)","(91.0, 420.0, 285.0)","(3.3, 4.1, 4.0625)","(10.0, 14.5, 13.911764705882353)","(8.0, 11.0, 10.314285714285715)","(16.0, 19.5, 17.970588235294116)","(6.0, 8.2, 7.937499999999999)","(2.05, 2.58, 2.544)"
14-12-2022 13:25:19.656488,"(61.0, 210.0, 102.0)","(91.0, 410.0, 247.5)","(3.3, 4.1, 4.025)","(10.0, 14.5, 13.785714285714286)","(8.0, 11.0, 10.314285714285715)","(16.0, 19.5, 17.970588235294116)","(6.0, 8.2, 7.8181818181818175)","(2.05, 2.58, 2.5)"
14-12-2022 13:25:20.781522,"(61.0, 210.0, 143.8235294117647)","(91.0, 410.0, 291.8181818181818)","(3.3, 4.1, 4.030769230769231)","(10.0, 14.5, 13.785714285714286)","(8.0, 11.0, 9.854545454545454)","(16.0, 19.5, 17.970588235294116)","(6.0, 8.2, 7.226315789473684)","(2.05, 2.52, 2.5364705882352943)"
14-12-2022 13:25:21.954816,"(61.0, 210.0, 158.86363636363637)","(91.0, 410.0, 291.8181818181818)","(3.3, 4.1, 4.078571428571428)","(10.0, 14.5, 14.1875)","(8.0, 11.0, 10.258823529411764)","(16.0, 19.5, 17.970588235294116)","(6.0, 7.4, 7.85)","(2.05, 2.54, 2.5387096774193547)"
14-12-2022 13:25:23.140633,"(61.0, 200.0, 191.78571428571428)","(91.0, 400.0, 257.1428571428571)","(3.3, 4.1, 4.04)","(10.0, 14.5, 14.1875)","(8.0, 11.0, 10.325000000000001)","(16.0, 19.5, 17.970588235294116)","(6.0, 8.2, 7.769230769230769)","(2.05, 2.54, 2.538222222222222)"
14-12-2022 13:25:24.218698,"(61.0, 200.0, 191.78571428571428)","(91.0, 400.0, 257.1428571428571)","(3.3, 4.1, 4.01)","(10.0, 14.5, 14.1875)","(8.0, 11.0, 10.46)","(16.0, 19.5, 18.071428571428573)","(6.0, 8.2, 7.888888888888888)","(2.05, 2.54, 2.538222222222222)"
14-12-2022 13:25:25.297681,"(61.0, 200.0, 191.78571428571428)","(91.0, 400.0, 265.38461538461536)","(3.3, 4.1, 4.01)","(10.0, 14.5, 14.1875)","(8.0, 11.0, 10.46)","(16.0, 19.5, 18.071428571428573)","(6.0, 8.2, 8.009090909090908)","(2.05, 2.54, 2.5342857142857143)"
14-12-2022 13:25:26.530443,"(61.0, 200.0, 142.5)","(91.0, 400.0, 225.0)","(3.3, 4.1, 4.045454545454545)","(10.0, 14.5, 14.1875)","(8.0, 11.0, 10.46)","(16.0, 19.5, 17.92105263157895)","(6.0, 8.2, 8.009090909090908)","(2.05, 2.54, 2.5342857142857143)"
14-12-2022 13:25:27.611227,"(61.0, 200.0, 142.5)","(91.0, 400.0, 225.0)","(3.3, 4.1, 4.045454545454545)","(10.0, 14.5, 13.944444444444445)","(8.0, 11.0, 10.46)","(16.0, 19.5, 17.944444444444443)","(6.0, 8.2, 8.038461538461538)","(2.05, 2.54, 2.5625)"
14-12-2022 13:25:28.927144,"(61.0, 200.0, 142.5)","(91.0, 400.0, 265.38461538461536)","(3.3, 4.1, 3.9727272727272727)","(10.0, 14.5, 14.115384615384615)","(8.0, 11.0, 10.4)","(16.0, 19.5, 18.441176470588236)","(6.0, 8.2, 8.038461538461538)","(2.05, 2.6, 2.5757142857142856)"
14-12-2022 13:25:30.038659,"(61.0, 200.0, 142.5)","(91.0, 400.0, 225.0)","(3.3, 4.1, 4.004545454545455)","(10.0, 14.5, 14.115384615384615)","(8.0, 11.0, 10.4)","(16.0, 19.5, 18.441176470588236)","(6.0, 8.2, 7.779999999999999)","(2.05, 2.58, 2.5700000000000003)"
14-12-2022 13:25:31.069583,"(61.0, 200.0, 142.5)","(91.0, 400.0, 225.0)","(3.3, 4.1, 3.9875)","(10.0, 14.5, 13.944444444444445)","(8.0, 11.0, 10.4)","(16.0, 19.5, 18.441176470588236)","(6.0, 8.2, 7.779999999999999)","(2.05, 2.6, 2.5700000000000003)"
14-12-2022 13:25:32.099829,"(61.0, 190.0, 120.76923076923077)","(91.0, 380.0, 256.1538461538462)","(3.3, 4.1, 3.9875)","(10.0, 14.5, 14.142857142857142)","(8.0, 11.0, 9.799999999999999)","(16.0, 19.5, 18.115384615384617)","(6.0, 8.2, 7.779999999999999)","(2.05, 2.64, 2.56)"
14-12-2022 13:25:33.230257,"(61.0, 190.0, 118.0)","(91.0, 380.0, 219.0)","(3.3, 4.1, 3.9875)","(10.0, 14.5, 14.428571428571429)","(8.0, 11.0, 10.157894736842106)","(16.0, 19.5, 18.441176470588236)","(6.0, 8.2, 7.978947368421052)","(2.05, 2.64, 2.5757894736842104)"
14-12-2022 13:25:34.292173,"(61.0, 190.0, 100.0)","(91.0, 380.0, 219.0)","(3.3, 4.1, 3.9875)","(11.0, 14.5, 14.25)","(8.0, 11.0, 9.615384615384615)","(16.0, 19.5, 18.441176470588236)","(6.0, 8.2, 7.978947368421052)","(2.05, 2.62, 2.5028571428571427)"
14-12-2022 13:25:35.753399,"(61.0, 190.0, 117.27272727272728)","(91.0, 380.0, 265.0)","(3.3, 4.1, 3.996153846153846)","(11.0, 14.5, 15.714285714285714)","(8.0, 11.0, 10.181818181818182)","(16.0, 19.5, 18.441176470588236)","(6.0, 8.2, 7.978947368421052)","(2.05, 2.62, 2.5210526315789474)"
14-12-2022 13:25:37.022287,"(61.0, 190.0, 86.47058823529412)","(91.0, 380.0, 219.0)","(3.3, 4.1, 4.056451612903226)","(12.0, 16.0, 15.6)","(8.0, 11.0, 10.272727272727273)","(15.0, 19.5, 18.441176470588236)","(6.0, 8.2, 7.978947368421052)","(2.15, 2.54, 2.4824375)"
14-12-2022 13:25:38.206375,"(61.0, 190.0, 86.47058823529412)","(101.0, 380.0, 219.0)","(3.3, 4.1, 4.184615384615384)","(12.0, 16.0, 14.842105263157894)","(8.0, 11.0, 10.52)","(15.0, 19.5, 18.441176470588236)","(6.0, 8.2, 7.978947368421052)","(2.15, 2.54, 2.444444444444444)"
14-12-2022 13:25:39.573015,"(61.0, 190.0, 86.47058823529412)","(101.0, 380.0, 265.0)","(3.3, 4.3, 4.254545454545454)","(12.0, 16.0, 15.583333333333334)","(8.0, 11.0, 10.16923076923077)","(15.0, 19.5, 18.441176470588236)","(6.0, 8.2, 7.978947368421052)","(2.15, 2.48, 2.4608)"
14-12-2022 13:25:40.803293,"(61.0, 190.0, 86.47058823529412)","(101.0, 380.0, 265.0)","(3.3, 4.3, 4.254545454545454)","(12.0, 16.0, 15.583333333333334)","(8.0, 11.0, 10.55)","(15.0, 19.5, 18.441176470588236)","(6.0, 8.2, 7.978947368421052)","(2.15, 2.48, 2.433333333333333)"
14-12-2022 13:25:42.009734,"(61.0, 170.0, 87.5)","(101.0, 370.0, 278.3333333333333)","(3.3, 4.3, 4.188)","(12.0, 16.0, 15.583333333333334)","(8.0, 11.0, 11.97969543147208)","(15.0, 19.5, 18.441176470588236)","(6.0, 8.2, 7.978947368421052)","(2.15, 2.46, 2.4135714285714287)"
14-12-2022 13:25:43.190258,"(61.0, 170.0, 87.5)","(101.0, 370.0, 232.5)","(3.3, 4.3, 4.269230769230769)","(12.0, 16.0, 15.583333333333334)","(8.0, 12.0, 12.433168316831683)","(15.0, 19.5, 18.441176470588236)","(6.0, 8.2, 7.831818181818181)","(2.15, 2.42, 2.419285714285714)"
14-12-2022 13:25:44.409021,"(61.0, 170.0, 87.5)","(101.0, 370.0, 278.3333333333333)","(3.3, 4.2, 4.161111111111111)","(12.0, 16.0, 15.444444444444445)","(8.0, 12.5, 12.340625)","(15.0, 19.5, 18.441176470588236)","(6.0, 8.2, 7.8428571428571425)","(2.15, 2.42, 2.4515151515151516)"
14-12-2022 13:25:45.604823,"(61.0, 170.0, 87.5)","(101.0, 370.0, 278.3333333333333)","(3.3, 4.2, 4.184615384615385)","(12.0, 16.0, 14.88888888888889)","(8.0, 12.5, 12.340625)","(15.0, 19.5, 18.441176470588236)","(6.0, 8.0, 7.8428571428571425)","(2.15, 2.46, 2.4551724137931035)"
14-12-2022 13:25:46.815072,"(61.0, 170.0, 87.5)","(101.0, 360.0, 270.0)","(3.3, 4.2, 4.184615384615385)","(12.0, 16.0, 14.88888888888889)","(8.5, 12.5, 12.340625)","(15.0, 19.5, 18.441176470588236)","(6.0, 8.0, 7.8428571428571425)","(2.1, 2.46, 2.458532110091743)"
14-12-2022 13:25:47.975263,"(61.0, 160.0, 122.5)","(101.0, 350.0, 270.0)","(3.3, 4.2, 4.184615384615385)","(12.0, 16.0, 14.88888888888889)","(8.5, 12.5, 12.340625)","(15.0, 19.5, 18.441176470588236)","(6.0, 8.0, 7.8428571428571425)","(2.1, 2.46, 2.458532110091743)"
14-12-2022 13:25:49.159889,"(61.0, 150.0, 95.0)","(101.0, 350.0, 270.0)","(3.3, 4.2, 4.16)","(12.0, 16.0, 15.23076923076923)","(8.5, 12.5, 12.340625)","(15.0, 19.5, 18.441176470588236)","(6.0, 8.0, 7.8428571428571425)","(2.1, 2.48, 2.4588888888888887)"
14-12-2022 13:25:50.358034,"(61.0, 150.0, 98.92857142857143)","(101.0, 350.0, 270.0)","(3.3, 4.2, 4.157894736842105)","(12.0, 16.0, 15.23076923076923)","(8.5, 12.5, 12.340625)","(15.0, 19.5, 18.441176470588236)","(6.0, 8.0, 7.837037037037037)","(2.1, 2.48, 2.4588888888888887)"
14-12-2022 13:25:51.527671,"(61.0, 150.0, 107.6086956521739)","(101.0, 350.0, 270.0)","(3.3, 4.2, 4.157894736842105)","(12.0, 16.0, 14.88888888888889)","(8.5, 12.5, 12.340625)","(15.0, 19.5, 18.441176470588236)","(6.0, 8.0, 7.837037037037037)","(2.1, 2.48, 2.46)"
14-12-2022 13:25:52.701689,"(61.0, 150.0, 107.6086956521739)","(101.0, 350.0, 270.0)","(3.3, 4.2, 4.157894736842105)","(12.0, 16.0, 14.88888888888889)","(8.5, 12.5, 11.605263157894736)","(15.0, 19.5, 18.441176470588236)","(6.0, 8.0, 7.828571428571428)","(2.1, 2.48, 2.4755555555555557)"
