,Chi Lin,Big Time Pacman,Big Time Brynley,Big Time Express,Joan Jet,Big Time Foxy,Opawa Andy
16-12-2022 12:43:09.904116,"(20.0, 170.0, 94.0)","(2.15, 2.84, 2.5999999999999996)","(2.3, 4.7, 4.220000000000001)","(7.5, 15.5, 14.629999999999999)","(31.0, 330.0, 182.0)","(19.0, 180.0, 100.0)","(7.0, 18.5, 15.422222222222222)"
16-12-2022 12:43:11.171462,"(20.0, 170.0, 94.0)","(2.15, 2.84, 2.5999999999999996)","(2.3, 4.7, 4.220000000000001)","(7.5, 15.5, 14.629999999999999)","(31.0, 330.0, 182.0)","(19.0, 180.0, 100.0)","(7.0, 18.0, 15.422222222222222)"
16-12-2022 12:43:12.329870,"(20.0, 170.0, 94.0)","(2.15, 2.84, 2.5999999999999996)","(2.3, 4.7, 4.220000000000001)","(7.5, 15.5, 14.629999999999999)","(31.0, 330.0, 182.0)","(19.0, 180.0, 100.0)","(7.0, 18.0, 15.422222222222222)"
16-12-2022 12:43:13.490493,"(20.0, 170.0, 94.0)","(2.15, 2.84, 2.5999999999999996)","(2.3, 4.7, 4.220000000000001)","(7.5, 15.5, 14.629999999999999)","(31.0, 330.0, 182.0)","(19.0, 180.0, 100.0)","(7.0, 18.0, 15.422222222222222)"
16-12-2022 12:43:14.672362,"(20.0, 170.0, 94.0)","(2.15, 2.84, 2.5999999999999996)","(2.3, 4.7, 4.220000000000001)","(7.5, 15.5, 14.629999999999999)","(31.0, 330.0, 182.0)","(19.0, 180.0, 100.0)","(7.0, 18.0, 15.81111111111111)"
16-12-2022 12:43:15.868480,"(20.0, 170.0, 94.0)","(2.15, 2.84, 2.5999999999999996)","(2.3, 4.7, 4.220000000000001)","(7.5, 15.5, 14.629999999999999)","(31.0, 330.0, 182.0)","(19.0, 180.0, 100.0)","(7.0, 18.5, 15.81111111111111)"
16-12-2022 12:43:17.061028,"(20.0, 170.0, 94.0)","(2.15, 2.84, 2.5999999999999996)","(2.3, 4.7, 4.220000000000001)","(7.5, 15.5, 14.629999999999999)","(31.0, 330.0, 182.0)","(19.0, 180.0, 100.0)","(7.0, 18.5, 15.81111111111111)"
16-12-2022 12:43:18.250028,"(20.0, 170.0, 94.0)","(2.15, 2.84, 2.5999999999999996)","(2.3, 4.7, 4.220000000000001)","(7.5, 15.5, 14.629999999999999)","(31.0, 330.0, 182.0)","(19.0, 180.0, 100.0)","(7.0, 18.5, 15.81111111111111)"
16-12-2022 12:43:19.375006,"(20.0, 170.0, 94.0)","(2.15, 2.84, 2.5999999999999996)","(2.3, 4.7, 4.220000000000001)","(7.5, 15.5, 14.629999999999999)","(31.0, 330.0, 182.0)","(19.0, 180.0, 100.0)","(7.0, 18.5, 15.422222222222222)"
16-12-2022 12:43:20.584665,"(20.0, 170.0, 94.0)","(2.15, 2.84, 2.5999999999999996)","(2.3, 4.7, 4.220000000000001)","(7.5, 15.5, 14.629999999999999)","(31.0, 330.0, 139.71428571428572)","(19.0, 180.0, 100.0)","(7.0, 18.0, 12.3)"
16-12-2022 12:43:21.833404,"(20.0, 170.0, 94.0)","(2.15, 2.84, 2.5999999999999996)","(2.3, 4.7, 4.220000000000001)","(7.5, 15.5, 14.327272727272726)","(31.0, 330.0, 139.71428571428572)","(19.0, 180.0, 100.0)","(7.0, 18.0, 15.05)"
16-12-2022 12:43:23.334541,"(20.0, 170.0, 94.0)","(2.15, 2.84, 2.5999999999999996)","(2.3, 4.7, 4.220000000000001)","(7.5, 16.0, 14.327272727272726)","(31.0, 330.0, 139.71428571428572)","(19.0, 180.0, 100.0)","(7.0, 18.0, 12.2)"
16-12-2022 12:43:24.517147,"(20.0, 170.0, 94.0)","(2.15, 2.84, 2.5441379310344825)","(2.3, 4.7, 4.1)","(7.5, 16.0, 9.4)","(31.0, 330.0, 139.71428571428572)","(19.0, 180.0, 100.0)","(7.0, 18.0, 12.2)"
16-12-2022 12:43:25.746380,"(20.0, 170.0, 94.0)","(2.15, 2.84, 2.5232)","(2.3, 4.7, 4.1)","(7.5, 16.0, 9.4)","(31.0, 330.0, 139.71428571428572)","(19.0, 180.0, 100.0)","(7.0, 18.0, 12.2)"
16-12-2022 12:43:26.807990,"(20.0, 170.0, 94.0)","(2.15, 2.84, 2.5232)","(2.3, 4.7, 4.1)","(7.5, 16.0, 9.4)","(31.0, 330.0, 139.71428571428572)","(19.0, 180.0, 100.0)","(7.0, 18.0, 12.2)"
16-12-2022 12:43:28.400711,"(20.0, 170.0, 94.0)","(2.15, 2.84, 2.5232)","(2.3, 4.7, 4.1)","(7.5, 16.0, 9.4)","(31.0, 330.0, 139.71428571428572)","(19.0, 180.0, 100.0)","(7.0, 18.0, 12.2)"
16-12-2022 12:43:29.817783,"(20.0, 170.0, 94.0)","(2.15, 2.84, 2.5232)","(2.3, 4.7, 4.1)","(7.5, 16.0, 9.4)","(31.0, 330.0, 139.71428571428572)","(19.0, 180.0, 100.0)","(7.0, 18.0, 12.2)"
16-12-2022 12:43:31.055461,"(20.0, 170.0, 94.0)","(2.15, 2.84, 2.5232)","(2.3, 4.7, 4.1)","(7.5, 16.0, 9.4)","(31.0, 330.0, 139.71428571428572)","(19.0, 180.0, 100.0)","(7.0, 18.0, 12.2)"
16-12-2022 12:43:32.323891,"(20.0, 170.0, 94.0)","(2.15, 2.84, 2.5232)","(2.3, 4.7, 4.1)","(7.5, 16.0, 9.4)","(31.0, 330.0, 139.71428571428572)","(19.0, 180.0, 100.0)","(7.0, 18.0, 12.2)"
16-12-2022 12:43:33.607132,"(20.0, 170.0, 94.0)","(2.15, 2.84, 2.5232)","(2.3, 4.7, 4.1)","(7.5, 16.0, 9.4)","(31.0, 330.0, 139.71428571428572)","(19.0, 180.0, 100.0)","(7.0, 18.0, 12.2)"
16-12-2022 12:43:34.883125,"(20.0, 170.0, 94.0)","(2.15, 2.84, 2.5232)","(2.3, 4.7, 4.1)","(7.5, 16.0, 9.4)","(31.0, 330.0, 139.71428571428572)","(19.0, 180.0, 100.0)","(7.0, 18.0, 12.2)"
16-12-2022 12:43:36.218845,"(20.0, 170.0, 94.0)","(2.15, 2.84, 2.5232)","(2.3, 4.7, 4.1)","(7.5, 16.0, 9.4)","(31.0, 330.0, 139.71428571428572)","(19.0, 180.0, 100.0)","(7.0, 18.0, 12.2)"
16-12-2022 12:43:37.512136,"(20.0, 170.0, 94.0)","(2.15, 2.84, 2.5232)","(2.3, 4.7, 4.1)","(7.5, 16.0, 9.4)","(31.0, 330.0, 139.71428571428572)","(19.0, 180.0, 100.0)","(7.0, 18.0, 12.2)"
16-12-2022 12:43:38.913318,"(20.0, 170.0, 94.0)","(2.15, 2.84, 2.5232)","(2.3, 4.7, 4.1)","(7.5, 16.0, 9.4)","(31.0, 330.0, 139.71428571428572)","(19.0, 180.0, 100.0)","(7.0, 18.0, 12.2)"
16-12-2022 12:43:40.272045,"(20.0, 170.0, 94.0)","(2.15, 2.84, 2.5232)","(2.3, 4.7, 4.1)","(7.5, 16.0, 9.4)","(31.0, 330.0, 139.71428571428572)","(19.0, 180.0, 100.0)","(7.0, 18.0, 12.2)"
16-12-2022 12:43:41.847240,"(20.0, 170.0, 94.0)","(2.15, 2.84, 2.5232)","(2.3, 4.7, 4.1)","(7.5, 16.0, 9.4)","(31.0, 330.0, 139.71428571428572)","(19.0, 180.0, 100.0)","(7.0, 18.0, 12.2)"
16-12-2022 12:43:43.130599,"(20.0, 170.0, 94.0)","(2.15, 2.84, 2.5925)","(2.3, 4.7, 4.1)","(7.5, 16.0, 9.4)","(31.0, 330.0, 139.71428571428572)","(19.0, 180.0, 100.0)","(7.0, 18.0, 12.2)"
16-12-2022 12:43:44.750063,"(20.0, 170.0, 94.0)","(2.15, 2.84, 2.75)","(2.3, 4.7, 4.1)","(7.5, 16.0, 9.4)","(31.0, 330.0, 139.71428571428572)","(19.0, 180.0, 100.0)","(7.0, 18.0, 12.2)"
16-12-2022 12:43:46.647467,"(20.0, 170.0, 94.0)","(2.15, 2.84, 2.75)","(2.3, 4.7, 4.1)","(7.5, 16.0, 9.4)","(31.0, 330.0, 139.71428571428572)","(19.0, 180.0, 100.0)","(7.0, 18.0, 12.100000000000001)"
16-12-2022 12:43:48.170450,"(20.0, 170.0, 94.0)","(2.15, 2.84, 2.75)","(2.3, 4.7, 4.1)","(7.5, 16.0, 11.1)","(31.0, 330.0, 139.71428571428572)","(19.0, 180.0, 100.0)","(7.0, 18.0, 12.3)"
16-12-2022 12:43:49.575362,"(20.0, 170.0, 94.0)","(2.15, 2.84, 2.75)","(2.3, 4.7, 3.3046511627906976)","(7.5, 15.0, 11.1)","(31.0, 330.0, 139.71428571428572)","(19.0, 180.0, 100.0)","(7.0, 18.0, 12.3)"
16-12-2022 12:43:51.028317,"(20.0, 170.0, 94.0)","(2.15, 2.84, 2.75)","(2.3, 4.7, 3.1470588235294117)","(7.5, 15.0, 11.1)","(31.0, 330.0, 139.71428571428572)","(19.0, 180.0, 100.0)","(7.0, 18.0, 12.3)"
16-12-2022 12:43:52.434084,"(20.0, 170.0, 94.0)","(2.15, 2.84, 2.624)","(2.3, 4.7, 3.1470588235294117)","(7.5, 15.0, 11.1)","(31.0, 330.0, 139.71428571428572)","(19.0, 180.0, 100.0)","(7.0, 18.0, 12.3)"
16-12-2022 12:43:53.778445,"(20.0, 170.0, 94.0)","(2.15, 2.84, 2.624)","(2.3, 4.7, 3.1470588235294117)","(7.5, 15.0, 11.1)","(31.0, 330.0, 139.71428571428572)","(19.0, 180.0, 100.0)","(7.0, 18.0, 12.3)"
16-12-2022 12:43:55.249193,"(20.0, 170.0, 94.0)","(2.15, 2.84, 2.624)","(2.3, 4.7, 3.1470588235294117)","(7.5, 15.0, 11.1)","(31.0, 330.0, 139.71428571428572)","(19.0, 180.0, 100.0)","(7.0, 18.0, 12.3)"
16-12-2022 12:43:56.495365,"(20.0, 170.0, 94.0)","(2.15, 2.84, 2.3330434782608696)","(2.3, 4.7, 3.1470588235294117)","(7.5, 15.0, 11.1)","(31.0, 330.0, 139.71428571428572)","(19.0, 180.0, 100.0)","(7.0, 18.0, 17.0)"
16-12-2022 12:43:57.747545,"(20.0, 170.0, 94.0)","(2.15, 2.82, 2.3330434782608696)","(2.3, 4.7, 3.1470588235294117)","(7.5, 15.0, 11.1)","(31.0, 330.0, 139.71428571428572)","(19.0, 180.0, 100.0)","(7.0, 18.0, 12.399999999999999)"
16-12-2022 12:43:58.989632,"(20.0, 170.0, 94.0)","(2.15, 2.82, 2.3330434782608696)","(2.3, 4.7, 3.1470588235294117)","(7.5, 15.0, 11.1)","(31.0, 330.0, 139.71428571428572)","(19.0, 180.0, 100.0)","(7.0, 18.0, 12.399999999999999)"
16-12-2022 12:44:00.202524,"(20.0, 170.0, 94.0)","(2.15, 2.82, 2.3330434782608696)","(2.3, 4.7, 3.1470588235294117)","(7.5, 15.0, 11.1)","(31.0, 330.0, 139.71428571428572)","(19.0, 180.0, 100.0)","(7.0, 18.0, 12.399999999999999)"
16-12-2022 12:44:01.415250,"(20.0, 170.0, 94.0)","(2.15, 2.82, 2.3330434782608696)","(2.3, 4.7, 3.1470588235294117)","(7.5, 15.0, 11.1)","(31.0, 330.0, 139.71428571428572)","(19.0, 180.0, 100.0)","(7.0, 18.0, 12.399999999999999)"
16-12-2022 12:44:02.536672,"(20.0, 170.0, 94.0)","(2.15, 2.82, 2.3330434782608696)","(2.3, 4.7, 3.1470588235294117)","(7.5, 15.0, 11.1)","(31.0, 330.0, 139.71428571428572)","(19.0, 180.0, 100.0)","(7.0, 18.0, 12.399999999999999)"
16-12-2022 12:44:03.697029,"(20.0, 170.0, 94.0)","(2.15, 2.82, 2.3330434782608696)","(2.3, 4.7, 3.1470588235294117)","(7.5, 15.0, 11.1)","(31.0, 330.0, 139.71428571428572)","(19.0, 180.0, 100.0)","(7.0, 18.0, 12.399999999999999)"
16-12-2022 12:44:04.861608,"(20.0, 170.0, 94.0)","(2.15, 2.82, 2.3330434782608696)","(2.3, 4.7, 3.1470588235294117)","(7.5, 15.0, 11.1)","(31.0, 330.0, 139.71428571428572)","(19.0, 180.0, 100.0)","(7.0, 18.0, 12.399999999999999)"
16-12-2022 12:44:05.990719,"(20.0, 170.0, 94.0)","(2.15, 2.82, 2.3330434782608696)","(2.3, 4.7, 3.1470588235294117)","(7.5, 15.0, 11.1)","(31.0, 330.0, 139.71428571428572)","(19.0, 180.0, 100.0)","(7.0, 18.0, 15.422222222222222)"
16-12-2022 12:44:07.157563,"(20.0, 170.0, 94.0)","(2.15, 2.9, 2.33)","(2.3, 4.7, 3.1470588235294117)","(7.5, 15.0, 11.1)","(31.0, 330.0, 139.71428571428572)","(19.0, 180.0, 100.0)","(7.0, 18.0, 15.89090909090909)"
16-12-2022 12:44:08.344873,"(20.0, 170.0, 94.0)","(2.15, 2.9, 2.2716666666666665)","(2.3, 4.7, 3.1470588235294117)","(7.5, 15.0, 11.1)","(31.0, 330.0, 139.71428571428572)","(19.0, 180.0, 100.0)","(7.0, 18.0, 15.89090909090909)"
16-12-2022 12:44:09.505199,"(20.0, 170.0, 94.0)","(2.15, 2.9, 2.2716666666666665)","(2.3, 4.7, 3.1470588235294117)","(7.5, 15.0, 11.1)","(31.0, 330.0, 139.71428571428572)","(19.0, 180.0, 100.0)","(7.0, 18.0, 15.89090909090909)"
16-12-2022 12:44:10.606182,"(20.0, 170.0, 94.0)","(2.15, 2.9, 2.2716666666666665)","(2.3, 4.7, 3.65)","(7.5, 15.0, 11.1)","(31.0, 330.0, 139.71428571428572)","(19.0, 180.0, 100.0)","(7.0, 18.0, 15.89090909090909)"
16-12-2022 12:44:11.724831,"(20.0, 170.0, 94.0)","(2.15, 2.9, 2.2716666666666665)","(2.3, 4.7, 3.65)","(7.5, 15.0, 11.1)","(31.0, 330.0, 139.71428571428572)","(19.0, 180.0, 100.0)","(7.0, 18.0, 15.89090909090909)"
16-12-2022 12:44:12.881811,"(20.0, 170.0, 94.0)","(2.15, 2.9, 2.2716666666666665)","(2.3, 4.7, 3.65)","(7.5, 15.0, 11.1)","(31.0, 330.0, 139.71428571428572)","(19.0, 180.0, 100.0)","(7.0, 18.0, 15.89090909090909)"
16-12-2022 12:44:13.859172,"(20.0, 170.0, 94.0)","(2.15, 2.84, 2.456)","(2.3, 4.7, 3.65)","(7.5, 15.0, 11.1)","(31.0, 330.0, 139.71428571428572)","(19.0, 180.0, 100.0)","(7.0, 18.0, 15.89090909090909)"
16-12-2022 12:44:14.888473,"(20.0, 170.0, 94.0)","(2.15, 2.84, 2.456)","(2.3, 4.7, 3.65)","(7.5, 15.0, 11.1)","(31.0, 330.0, 139.71428571428572)","(19.0, 180.0, 100.0)","(7.0, 18.0, 15.89090909090909)"
16-12-2022 12:44:15.837898,"(20.0, 170.0, 94.0)","(2.15, 2.84, 2.456)","(2.3, 4.7, 3.65)","(7.5, 15.0, 11.1)","(31.0, 330.0, 139.71428571428572)","(19.0, 180.0, 100.0)","(7.0, 18.0, 15.89090909090909)"
16-12-2022 12:44:16.785762,"(20.0, 170.0, 94.0)","(2.15, 2.84, 2.456)","(2.3, 4.7, 3.65)","(7.5, 15.0, 11.1)","(31.0, 330.0, 139.71428571428572)","(19.0, 180.0, 100.0)","(7.0, 18.0, 15.89090909090909)"
16-12-2022 12:44:17.733662,"(20.0, 170.0, 94.0)","(2.15, 2.84, 2.456)","(2.3, 4.7, 3.65)","(7.5, 15.0, 11.1)","(31.0, 330.0, 139.71428571428572)","(19.0, 180.0, 100.0)","(7.0, 18.0, 15.89090909090909)"
16-12-2022 12:44:18.868287,"(20.0, 170.0, 94.0)","(2.15, 2.84, 2.504)","(2.3, 4.7, 3.02)","(7.5, 15.0, 11.1)","(31.0, 330.0, 139.71428571428572)","(19.0, 180.0, 100.0)","(7.0, 18.0, 15.89090909090909)"
16-12-2022 12:44:19.923989,"(20.0, 170.0, 94.0)","(2.15, 2.84, 2.504)","(2.3, 4.7, 3.02)","(7.5, 15.0, 12.4)","(31.0, 330.0, 139.71428571428572)","(19.0, 180.0, 100.0)","(7.0, 18.0, 15.1)"
16-12-2022 12:44:21.279284,"(21.0, 170.0, 94.0)","(2.1, 2.84, 2.504)","(2.3, 4.7, 3.02)","(7.5, 14.5, 12.066666666666666)","(31.0, 330.0, 139.71428571428572)","(21.0, 180.0, 100.0)","(7.0, 18.0, 15.1)"
16-12-2022 12:44:22.499592,"(21.0, 170.0, 94.0)","(2.1, 2.84, 2.675294117647059)","(2.3, 4.7, 3.02)","(7.5, 14.5, 12.066666666666666)","(31.0, 330.0, 139.71428571428572)","(21.0, 180.0, 100.0)","(7.0, 18.0, 15.1)"
16-12-2022 12:44:23.652942,"(21.0, 170.0, 94.0)","(2.1, 2.84, 2.675294117647059)","(2.3, 4.7, 3.02)","(7.5, 14.5, 12.066666666666666)","(31.0, 330.0, 139.71428571428572)","(21.0, 180.0, 100.0)","(7.0, 18.0, 15.1)"
16-12-2022 12:44:24.767589,"(21.0, 170.0, 94.0)","(2.1, 2.84, 2.675294117647059)","(2.3, 4.7, 3.02)","(7.5, 14.5, 12.066666666666666)","(31.0, 330.0, 139.71428571428572)","(21.0, 180.0, 100.0)","(7.0, 18.0, 15.1)"
16-12-2022 12:44:25.873564,"(21.0, 170.0, 94.0)","(2.1, 2.84, 2.675294117647059)","(2.3, 4.7, 3.02)","(7.5, 14.5, 12.066666666666666)","(31.0, 330.0, 139.71428571428572)","(21.0, 180.0, 100.0)","(7.0, 18.0, 15.1)"
16-12-2022 12:44:26.892583,"(21.0, 170.0, 94.0)","(2.1, 2.84, 2.675294117647059)","(2.3, 4.7, 3.02)","(7.5, 14.5, 12.066666666666666)","(31.0, 330.0, 139.71428571428572)","(21.0, 180.0, 100.0)","(7.0, 18.0, 15.1)"
16-12-2022 12:44:27.881975,"(21.0, 170.0, 94.0)","(2.1, 2.84, 2.675294117647059)","(2.3, 4.7, 3.02)","(7.5, 14.5, 12.066666666666666)","(31.0, 330.0, 139.71428571428572)","(21.0, 180.0, 100.0)","(7.0, 18.0, 15.1)"
16-12-2022 12:44:28.844425,"(21.0, 170.0, 94.0)","(2.1, 2.84, 2.675294117647059)","(2.3, 4.7, 3.02)","(7.5, 14.5, 12.066666666666666)","(31.0, 330.0, 139.71428571428572)","(21.0, 180.0, 100.0)","(7.0, 18.0, 15.1)"
16-12-2022 12:44:29.859592,"(21.0, 170.0, 94.0)","(2.1, 2.82, 2.560952380952381)","(2.3, 4.7, 3.02)","(7.5, 14.5, 12.066666666666666)","(31.0, 330.0, 139.71428571428572)","(21.0, 180.0, 100.0)","(7.0, 18.0, 15.1)"
16-12-2022 12:44:30.962987,"(21.0, 170.0, 94.0)","(2.1, 2.8, 2.435862068965517)","(2.3, 4.7, 3.02)","(7.5, 14.5, 12.066666666666666)","(31.0, 330.0, 139.71428571428572)","(21.0, 180.0, 100.0)","(7.0, 18.0, 15.1)"
16-12-2022 12:44:31.933074,"(21.0, 170.0, 94.0)","(2.1, 2.8, 2.435862068965517)","(2.3, 4.7, 3.02)","(7.5, 14.5, 12.066666666666666)","(31.0, 330.0, 139.71428571428572)","(21.0, 180.0, 100.0)","(7.0, 18.0, 15.1)"
16-12-2022 12:44:32.949992,"(21.0, 170.0, 94.0)","(2.1, 2.8, 2.435862068965517)","(2.3, 4.7, 3.02)","(7.5, 14.5, 12.066666666666666)","(31.0, 330.0, 139.71428571428572)","(21.0, 180.0, 100.0)","(7.0, 18.0, 15.1)"
16-12-2022 12:44:34.106413,"(21.0, 170.0, 94.0)","(2.1, 2.8, 2.435862068965517)","(2.3, 4.7, 3.02)","(7.5, 14.5, 12.066666666666666)","(31.0, 330.0, 139.71428571428572)","(21.0, 180.0, 100.0)","(7.0, 18.0, 15.1)"
16-12-2022 12:44:35.052539,"(21.0, 170.0, 94.0)","(2.1, 2.8, 2.435862068965517)","(2.3, 4.7, 3.02)","(7.5, 14.5, 12.066666666666666)","(31.0, 330.0, 139.71428571428572)","(21.0, 180.0, 100.0)","(7.0, 18.0, 15.1)"
16-12-2022 12:44:36.255488,"(21.0, 170.0, 94.0)","(2.1, 2.8, 2.529230769230769)","(2.3, 4.7, 3.02)","(7.5, 14.5, 12.066666666666666)","(31.0, 330.0, 139.71428571428572)","(21.0, 180.0, 100.0)","(7.0, 18.0, 15.1)"
16-12-2022 12:44:37.226594,"(21.0, 170.0, 94.0)","(2.1, 2.8, 2.529230769230769)","(2.3, 4.7, 3.02)","(7.5, 14.5, 12.066666666666666)","(31.0, 330.0, 139.71428571428572)","(21.0, 180.0, 100.0)","(7.0, 18.0, 15.1)"
16-12-2022 12:44:38.176800,"(21.0, 170.0, 94.0)","(2.1, 2.8, 2.529230769230769)","(2.3, 4.7, 3.02)","(7.5, 14.5, 12.066666666666666)","(31.0, 330.0, 139.71428571428572)","(21.0, 180.0, 100.0)","(7.0, 18.0, 16.299999999999997)"
16-12-2022 12:44:39.387523,"(21.0, 170.0, 94.0)","(2.1, 2.8, 2.5561904761904763)","(2.3, 4.7, 2.669230769230769)","(7.5, 14.5, 12.066666666666666)","(31.0, 330.0, 139.71428571428572)","(21.0, 180.0, 100.0)","(7.0, 18.5, 16.299999999999997)"
16-12-2022 12:44:40.407516,"(21.0, 170.0, 94.0)","(2.1, 2.9, 2.5561904761904763)","(2.3, 4.7, 2.669230769230769)","(7.5, 14.5, 12.066666666666666)","(31.0, 330.0, 182.0)","(21.0, 180.0, 100.0)","(7.0, 18.5, 14.5)"
16-12-2022 12:44:41.331646,"(21.0, 170.0, 94.0)","(2.1, 2.94, 2.4066666666666667)","(2.3, 4.7, 2.669230769230769)","(7.5, 14.5, 12.066666666666666)","(31.0, 330.0, 182.0)","(21.0, 180.0, 100.0)","(7.0, 19.0, 18.345454545454544)"
16-12-2022 12:44:42.464763,"(21.0, 170.0, 94.0)","(2.1, 2.92, 2.4450000000000003)","(2.3, 4.7, 2.669230769230769)","(7.5, 14.5, 12.066666666666666)","(31.0, 330.0, 182.0)","(21.0, 180.0, 100.0)","(7.0, 21.0, 18.345454545454544)"
16-12-2022 12:44:43.528972,"(21.0, 170.0, 61.785714285714285)","(2.1, 2.92, 2.4450000000000003)","(2.3, 4.7, 2.669230769230769)","(7.5, 14.5, 12.066666666666666)","(31.0, 330.0, 182.0)","(21.0, 180.0, 100.0)","(7.0, 21.0, 18.345454545454544)"
16-12-2022 12:44:44.558549,"(21.0, 170.0, 61.785714285714285)","(2.1, 2.92, 2.4450000000000003)","(2.3, 4.7, 2.669230769230769)","(7.5, 14.5, 12.066666666666666)","(31.0, 330.0, 182.0)","(21.0, 180.0, 100.0)","(7.0, 21.0, 18.345454545454544)"
16-12-2022 12:44:45.587386,"(21.0, 170.0, 61.785714285714285)","(2.15, 2.96, 2.56)","(2.3, 4.7, 2.669230769230769)","(7.5, 14.5, 12.066666666666666)","(41.0, 330.0, 182.0)","(21.0, 180.0, 100.0)","(7.0, 21.0, 18.345454545454544)"
16-12-2022 12:44:46.717298,"(21.0, 170.0, 61.785714285714285)","(2.15, 2.8, 2.434285714285714)","(2.3, 4.7, 2.669230769230769)","(7.5, 14.5, 10.120000000000001)","(41.0, 330.0, 182.0)","(21.0, 180.0, 100.0)","(7.0, 21.0, 18.345454545454544)"
16-12-2022 12:44:47.678301,"(21.0, 170.0, 61.785714285714285)","(2.15, 2.8, 2.434285714285714)","(2.3, 4.7, 2.669230769230769)","(7.5, 14.5, 10.120000000000001)","(41.0, 330.0, 182.0)","(21.0, 180.0, 100.0)","(7.0, 21.0, 18.345454545454544)"
16-12-2022 12:44:48.641810,"(21.0, 170.0, 61.785714285714285)","(2.15, 2.8, 2.434285714285714)","(2.3, 4.7, 2.669230769230769)","(7.5, 14.5, 10.120000000000001)","(41.0, 330.0, 182.0)","(21.0, 180.0, 100.0)","(7.0, 21.0, 18.345454545454544)"
16-12-2022 12:44:49.670335,"(21.0, 170.0, 61.785714285714285)","(2.15, 2.8, 2.434285714285714)","(2.3, 4.7, 2.669230769230769)","(7.5, 14.5, 10.120000000000001)","(41.0, 330.0, 182.0)","(21.0, 180.0, 100.0)","(7.0, 21.0, 18.345454545454544)"
16-12-2022 12:44:50.654842,"(21.0, 170.0, 61.785714285714285)","(2.15, 2.8, 2.434285714285714)","(2.3, 4.7, 2.669230769230769)","(7.5, 14.5, 12.066666666666666)","(41.0, 330.0, 182.0)","(21.0, 180.0, 100.0)","(7.0, 21.0, 18.345454545454544)"
16-12-2022 12:44:51.660294,"(21.0, 170.0, 61.785714285714285)","(2.15, 2.8, 2.434285714285714)","(2.3, 4.7, 3.1470588235294117)","(7.5, 14.5, 12.066666666666666)","(41.0, 330.0, 182.0)","(21.0, 180.0, 100.0)","(7.0, 21.0, 18.345454545454544)"
16-12-2022 12:44:52.728572,"(21.0, 170.0, 61.785714285714285)","(2.15, 2.8, 2.434285714285714)","(2.3, 4.7, 3.1470588235294117)","(7.5, 14.5, 12.066666666666666)","(41.0, 330.0, 182.0)","(21.0, 180.0, 100.0)","(7.0, 21.0, 18.345454545454544)"
16-12-2022 12:44:53.752024,"(21.0, 170.0, 61.785714285714285)","(2.15, 2.8, 2.434285714285714)","(2.3, 4.7, 3.1470588235294117)","(7.5, 14.5, 13.973333333333333)","(41.0, 330.0, 182.0)","(21.0, 180.0, 100.0)","(7.0, 21.0, 16.885714285714286)"
16-12-2022 12:44:54.731788,"(21.0, 170.0, 61.785714285714285)","(2.15, 2.8, 2.4184615384615387)","(2.3, 4.7, 3.1470588235294117)","(7.5, 14.5, 13.973333333333333)","(41.0, 330.0, 182.0)","(21.0, 180.0, 100.0)","(7.0, 21.0, 13.899999999999999)"
16-12-2022 12:44:55.685199,"(21.0, 170.0, 61.785714285714285)","(2.15, 2.8, 2.4184615384615387)","(2.3, 4.7, 3.1470588235294117)","(7.5, 14.5, 13.973333333333333)","(41.0, 330.0, 182.0)","(21.0, 180.0, 100.0)","(7.0, 21.0, 13.899999999999999)"
16-12-2022 12:44:56.682854,"(21.0, 170.0, 86.11111111111111)","(2.15, 2.96, 2.5345454545454547)","(2.3, 4.7, 3.1470588235294117)","(7.5, 14.5, 12.133333333333333)","(41.0, 330.0, 182.0)","(21.0, 180.0, 100.0)","(7.0, 21.0, 13.899999999999999)"
16-12-2022 12:44:57.602323,"(21.0, 170.0, 86.11111111111111)","(2.15, 2.96, 2.5345454545454547)","(2.3, 4.7, 3.1470588235294117)","(7.5, 14.5, 12.133333333333333)","(41.0, 330.0, 182.0)","(21.0, 180.0, 100.0)","(7.0, 21.0, 13.899999999999999)"
16-12-2022 12:44:58.512955,"(21.0, 170.0, 86.11111111111111)","(2.15, 2.96, 2.5345454545454547)","(2.3, 4.7, 3.1470588235294117)","(7.5, 14.5, 12.133333333333333)","(41.0, 330.0, 182.0)","(21.0, 180.0, 100.0)","(7.0, 21.0, 13.899999999999999)"
16-12-2022 12:44:59.505562,"(21.0, 170.0, 86.11111111111111)","(2.15, 2.96, 2.5345454545454547)","(2.3, 4.7, 3.1470588235294117)","(7.5, 14.5, 12.133333333333333)","(41.0, 330.0, 182.0)","(21.0, 180.0, 100.0)","(7.0, 21.0, 13.899999999999999)"
16-12-2022 12:45:00.461121,"(21.0, 170.0, 86.11111111111111)","(2.15, 2.96, 2.5345454545454547)","(2.3, 4.7, 3.1470588235294117)","(7.5, 14.5, 12.133333333333333)","(41.0, 330.0, 182.0)","(21.0, 180.0, 100.0)","(7.0, 21.0, 13.899999999999999)"
16-12-2022 12:45:01.384802,"(21.0, 170.0, 86.11111111111111)","(2.15, 2.96, 2.5345454545454547)","(2.3, 4.7, 3.1470588235294117)","(7.5, 14.5, 12.133333333333333)","(41.0, 330.0, 182.0)","(21.0, 180.0, 100.0)","(7.0, 21.0, 13.899999999999999)"
