,Chi Lin,Big Time Pacman,Big Time Brynley,Big Time Express,Joan Jet,Big Time Foxy,Opawa Andy
16-12-2022 12:40:35.797415,"(20.0, 170.0, 94.0)","(2.2, 2.28, 2.2602469135802465)","(2.25, 4.1, 3.2391304347826084)","(7.5, 15.0, 13.509090909090908)","(31.0, 330.0, 139.71428571428572)","(19.0, 180.0, 100.0)","(7.0, 27.0, 9.325)"
16-12-2022 12:40:36.860466,"(20.0, 170.0, 94.0)","(2.2, 2.28, 2.2602469135802465)","(2.25, 4.1, 3.2391304347826084)","(7.5, 15.0, 13.509090909090908)","(31.0, 330.0, 139.71428571428572)","(19.0, 180.0, 100.0)","(7.0, 27.0, 9.325)"
16-12-2022 12:40:37.772313,"(20.0, 170.0, 94.0)","(2.2, 2.28, 2.2602469135802465)","(2.25, 4.1, 3.2391304347826084)","(7.5, 15.0, 13.509090909090908)","(31.0, 330.0, 139.71428571428572)","(19.0, 180.0, 100.0)","(7.0, 27.0, 9.325)"
16-12-2022 12:40:38.800153,"(20.0, 170.0, 94.0)","(2.2, 2.28, 2.2602469135802465)","(2.25, 4.1, 3.2391304347826084)","(7.5, 15.0, 13.509090909090908)","(31.0, 330.0, 139.71428571428572)","(19.0, 180.0, 100.0)","(7.0, 27.0, 9.325)"
16-12-2022 12:40:39.745209,"(20.0, 170.0, 94.0)","(2.2, 2.28, 2.2602469135802465)","(2.25, 4.1, 3.2391304347826084)","(7.5, 15.0, 13.509090909090908)","(31.0, 330.0, 139.71428571428572)","(19.0, 180.0, 100.0)","(7.0, 27.0, 9.325)"
16-12-2022 12:40:40.702557,"(20.0, 170.0, 94.0)","(2.2, 2.28, 2.2602469135802465)","(2.25, 4.1, 3.2391304347826084)","(7.5, 15.0, 13.509090909090908)","(31.0, 330.0, 139.71428571428572)","(19.0, 180.0, 100.0)","(7.0, 27.0, 9.325)"
16-12-2022 12:40:41.697425,"(20.0, 170.0, 94.0)","(2.2, 2.28, 2.2602469135802465)","(2.25, 4.1, 3.4399999999999995)","(7.5, 14.5, 13.100000000000001)","(31.0, 330.0, 139.71428571428572)","(19.0, 180.0, 100.0)","(7.0, 27.0, 9.325)"
16-12-2022 12:40:42.771877,"(20.0, 170.0, 94.0)","(2.2, 2.28, 2.2602469135802465)","(2.25, 4.1, 3.4399999999999995)","(7.5, 14.5, 13.100000000000001)","(31.0, 330.0, 139.71428571428572)","(19.0, 180.0, 100.0)","(7.0, 27.0, 9.325)"
16-12-2022 12:40:43.794788,"(20.0, 170.0, 94.0)","(2.2, 2.28, 2.2602469135802465)","(2.25, 4.1, 3.4399999999999995)","(7.5, 14.5, 13.100000000000001)","(31.0, 330.0, 139.71428571428572)","(19.0, 180.0, 100.0)","(7.0, 27.0, 9.325)"
16-12-2022 12:40:44.718718,"(20.0, 170.0, 94.0)","(2.2, 2.28, 2.2602469135802465)","(2.25, 4.1, 3.4399999999999995)","(7.5, 14.5, 13.100000000000001)","(31.0, 330.0, 139.71428571428572)","(19.0, 180.0, 100.0)","(7.0, 27.0, 9.325)"
16-12-2022 12:40:45.718445,"(20.0, 170.0, 94.0)","(2.2, 2.28, 2.2602469135802465)","(2.25, 4.1, 3.4399999999999995)","(7.5, 14.5, 13.100000000000001)","(31.0, 330.0, 139.71428571428572)","(19.0, 180.0, 100.0)","(7.0, 27.0, 9.325)"
16-12-2022 12:40:46.703743,"(20.0, 170.0, 94.0)","(2.2, 2.28, 2.2602469135802465)","(2.25, 4.1, 3.4399999999999995)","(7.5, 14.5, 13.100000000000001)","(31.0, 330.0, 139.71428571428572)","(19.0, 180.0, 100.0)","(7.0, 27.0, 9.325)"
16-12-2022 12:40:47.679932,"(20.0, 170.0, 94.0)","(2.2, 2.28, 2.2602469135802465)","(2.25, 4.1, 3.4399999999999995)","(7.5, 14.5, 13.100000000000001)","(31.0, 330.0, 139.71428571428572)","(19.0, 180.0, 100.0)","(7.0, 27.0, 9.325)"
16-12-2022 12:40:48.654039,"(20.0, 170.0, 94.0)","(2.2, 2.28, 2.2602469135802465)","(2.25, 4.1, 3.4399999999999995)","(7.5, 14.5, 13.100000000000001)","(31.0, 330.0, 139.71428571428572)","(19.0, 180.0, 100.0)","(7.0, 27.0, 9.325)"
16-12-2022 12:40:49.623074,"(20.0, 170.0, 94.0)","(2.2, 2.28, 2.2602469135802465)","(2.25, 4.1, 3.4399999999999995)","(7.5, 14.5, 13.100000000000001)","(31.0, 330.0, 139.71428571428572)","(19.0, 180.0, 100.0)","(7.0, 27.0, 9.325)"
16-12-2022 12:40:50.564138,"(20.0, 170.0, 94.0)","(2.2, 2.28, 2.2602469135802465)","(2.25, 4.1, 3.4399999999999995)","(7.5, 14.5, 13.100000000000001)","(31.0, 330.0, 139.71428571428572)","(19.0, 180.0, 100.0)","(7.0, 27.0, 9.325)"
16-12-2022 12:40:51.489090,"(20.0, 170.0, 94.0)","(2.2, 2.28, 2.2602469135802465)","(2.25, 4.1, 3.4399999999999995)","(7.5, 14.5, 13.100000000000001)","(31.0, 330.0, 139.71428571428572)","(19.0, 180.0, 100.0)","(7.0, 27.0, 9.325)"
16-12-2022 12:40:52.400395,"(20.0, 170.0, 94.0)","(2.2, 2.28, 2.2602469135802465)","(2.25, 4.1, 3.4399999999999995)","(7.5, 14.5, 13.100000000000001)","(31.0, 330.0, 139.71428571428572)","(19.0, 180.0, 100.0)","(7.0, 27.0, 12.899999999999999)"
16-12-2022 12:40:53.313837,"(20.0, 170.0, 94.0)","(2.2, 2.28, 2.2602469135802465)","(2.25, 4.4, 3.5075000000000003)","(7.5, 15.0, 13.509090909090908)","(31.0, 330.0, 139.71428571428572)","(19.0, 180.0, 100.0)","(7.0, 19.0, 12.899999999999999)"
16-12-2022 12:40:54.225191,"(20.0, 170.0, 94.0)","(2.2, 2.28, 2.2602469135802465)","(2.25, 4.4, 3.5075000000000003)","(7.5, 15.0, 13.509090909090908)","(31.0, 330.0, 139.71428571428572)","(19.0, 180.0, 100.0)","(7.0, 19.0, 12.899999999999999)"
16-12-2022 12:40:55.342849,"(20.0, 170.0, 94.0)","(2.2, 2.28, 2.2602469135802465)","(2.25, 4.4, 3.5075000000000003)","(7.5, 15.0, 13.509090909090908)","(31.0, 330.0, 139.71428571428572)","(19.0, 180.0, 100.0)","(7.0, 19.0, 12.899999999999999)"
16-12-2022 12:40:56.247420,"(20.0, 170.0, 94.0)","(2.2, 2.28, 2.2602469135802465)","(2.25, 4.4, 3.5075000000000003)","(7.5, 15.0, 13.509090909090908)","(31.0, 330.0, 139.71428571428572)","(19.0, 180.0, 100.0)","(7.0, 19.0, 12.899999999999999)"
16-12-2022 12:40:57.199711,"(20.0, 170.0, 94.0)","(2.2, 2.28, 2.2602469135802465)","(2.25, 4.8, 3.5799999999999996)","(7.5, 15.0, 13.509090909090908)","(31.0, 330.0, 139.71428571428572)","(19.0, 180.0, 100.0)","(7.0, 19.0, 12.899999999999999)"
16-12-2022 12:40:58.120175,"(20.0, 170.0, 94.0)","(2.2, 2.28, 2.2602469135802465)","(2.25, 4.8, 3.5799999999999996)","(7.5, 15.0, 13.509090909090908)","(31.0, 330.0, 139.71428571428572)","(19.0, 180.0, 100.0)","(7.0, 19.0, 12.899999999999999)"
16-12-2022 12:40:59.109649,"(20.0, 170.0, 94.0)","(2.2, 2.28, 2.2602469135802465)","(2.25, 4.8, 3.5799999999999996)","(7.5, 15.0, 13.509090909090908)","(31.0, 330.0, 139.71428571428572)","(19.0, 180.0, 100.0)","(7.0, 19.0, 12.899999999999999)"
16-12-2022 12:41:00.120452,"(20.0, 170.0, 94.0)","(2.2, 2.28, 2.2602469135802465)","(2.25, 4.8, 3.5799999999999996)","(7.5, 15.0, 13.509090909090908)","(31.0, 330.0, 139.71428571428572)","(19.0, 180.0, 100.0)","(7.0, 19.0, 12.899999999999999)"
16-12-2022 12:41:01.128958,"(20.0, 170.0, 94.0)","(2.2, 2.28, 2.2602469135802465)","(2.25, 4.8, 3.5799999999999996)","(7.5, 15.0, 13.509090909090908)","(31.0, 330.0, 139.71428571428572)","(19.0, 180.0, 100.0)","(7.0, 19.0, 12.899999999999999)"
16-12-2022 12:41:02.082814,"(20.0, 170.0, 94.0)","(2.2, 2.28, 2.2602469135802465)","(2.25, 4.8, 3.5799999999999996)","(7.5, 15.0, 13.509090909090908)","(31.0, 330.0, 139.71428571428572)","(19.0, 180.0, 100.0)","(7.0, 19.0, 12.899999999999999)"
16-12-2022 12:41:03.059050,"(20.0, 170.0, 94.0)","(2.2, 2.28, 2.2602469135802465)","(2.25, 4.8, 3.5799999999999996)","(7.5, 15.0, 13.509090909090908)","(31.0, 330.0, 139.71428571428572)","(19.0, 180.0, 100.0)","(7.0, 19.0, 12.899999999999999)"
16-12-2022 12:41:04.085682,"(20.0, 170.0, 94.0)","(2.2, 2.28, 2.2602469135802465)","(2.25, 4.8, 3.5799999999999996)","(7.5, 15.0, 13.509090909090908)","(31.0, 330.0, 139.71428571428572)","(19.0, 180.0, 100.0)","(7.0, 19.0, 12.899999999999999)"
16-12-2022 12:41:05.113909,"(20.0, 170.0, 94.0)","(2.2, 2.28, 2.2602469135802465)","(2.25, 4.8, 3.5799999999999996)","(7.5, 15.0, 13.509090909090908)","(31.0, 330.0, 139.71428571428572)","(19.0, 180.0, 100.0)","(7.0, 19.0, 12.899999999999999)"
16-12-2022 12:41:06.044345,"(20.0, 170.0, 94.0)","(2.2, 2.28, 2.2602469135802465)","(2.25, 4.8, 3.5799999999999996)","(7.5, 15.0, 13.509090909090908)","(31.0, 330.0, 139.71428571428572)","(19.0, 180.0, 100.0)","(7.0, 19.0, 12.899999999999999)"
16-12-2022 12:41:06.956746,"(20.0, 170.0, 94.0)","(2.2, 2.28, 2.2602469135802465)","(2.25, 4.8, 3.5799999999999996)","(7.5, 15.0, 13.509090909090908)","(31.0, 330.0, 139.71428571428572)","(19.0, 180.0, 100.0)","(7.0, 19.0, 12.899999999999999)"
16-12-2022 12:41:07.872328,"(20.0, 170.0, 94.0)","(2.2, 2.28, 2.2602469135802465)","(2.25, 4.8, 3.5799999999999996)","(7.5, 15.0, 13.509090909090908)","(31.0, 330.0, 139.71428571428572)","(19.0, 180.0, 100.0)","(7.0, 19.0, 12.899999999999999)"
16-12-2022 12:41:08.767774,"(20.0, 170.0, 94.0)","(2.2, 2.28, 2.2602469135802465)","(2.25, 4.8, 3.5799999999999996)","(7.5, 15.0, 13.509090909090908)","(31.0, 330.0, 139.71428571428572)","(19.0, 180.0, 100.0)","(7.0, 19.0, 12.899999999999999)"
16-12-2022 12:41:09.714194,"(20.0, 170.0, 94.0)","(2.2, 2.28, 2.2602469135802465)","(2.25, 4.8, 3.5799999999999996)","(7.5, 15.0, 13.509090909090908)","(31.0, 330.0, 139.71428571428572)","(19.0, 180.0, 100.0)","(7.0, 19.0, 12.899999999999999)"
16-12-2022 12:41:10.641293,"(20.0, 170.0, 94.0)","(2.2, 2.28, 2.2602469135802465)","(2.25, 4.8, 3.5799999999999996)","(7.5, 15.0, 13.509090909090908)","(31.0, 330.0, 139.71428571428572)","(19.0, 180.0, 100.0)","(7.0, 19.0, 12.899999999999999)"
16-12-2022 12:41:11.542275,"(20.0, 170.0, 94.0)","(2.2, 2.28, 2.2602469135802465)","(2.25, 4.8, 3.5799999999999996)","(7.5, 15.0, 13.509090909090908)","(31.0, 330.0, 139.71428571428572)","(19.0, 180.0, 100.0)","(7.0, 19.0, 12.899999999999999)"
16-12-2022 12:41:12.485327,"(20.0, 170.0, 94.0)","(2.2, 2.28, 2.2602469135802465)","(2.25, 4.8, 3.5799999999999996)","(7.5, 15.0, 13.509090909090908)","(31.0, 330.0, 139.71428571428572)","(19.0, 180.0, 100.0)","(7.0, 19.0, 12.899999999999999)"
16-12-2022 12:41:13.423208,"(20.0, 170.0, 94.0)","(2.2, 2.28, 2.2602469135802465)","(2.25, 4.8, 3.5799999999999996)","(7.5, 15.0, 13.509090909090908)","(31.0, 330.0, 139.71428571428572)","(19.0, 180.0, 100.0)","(7.0, 19.0, 12.899999999999999)"
16-12-2022 12:41:14.400920,"(20.0, 170.0, 94.0)","(2.2, 2.28, 2.2602469135802465)","(2.25, 4.8, 3.5799999999999996)","(7.5, 15.0, 13.509090909090908)","(31.0, 330.0, 139.71428571428572)","(19.0, 180.0, 100.0)","(7.0, 19.0, 12.899999999999999)"
16-12-2022 12:41:15.371706,"(20.0, 170.0, 94.0)","(2.2, 2.28, 2.2602469135802465)","(2.25, 4.8, 3.5799999999999996)","(7.5, 15.0, 13.509090909090908)","(31.0, 330.0, 139.71428571428572)","(19.0, 180.0, 100.0)","(7.0, 19.0, 12.899999999999999)"
16-12-2022 12:41:16.362804,"(20.0, 170.0, 94.0)","(2.2, 2.28, 2.2602469135802465)","(2.25, 4.8, 3.5799999999999996)","(7.5, 15.0, 13.509090909090908)","(31.0, 330.0, 139.71428571428572)","(19.0, 180.0, 100.0)","(7.0, 19.0, 12.899999999999999)"
16-12-2022 12:41:17.339871,"(20.0, 170.0, 94.0)","(2.2, 2.28, 2.2602469135802465)","(2.25, 4.8, 3.5799999999999996)","(7.5, 15.0, 13.509090909090908)","(31.0, 330.0, 139.71428571428572)","(19.0, 180.0, 100.0)","(7.0, 19.0, 12.899999999999999)"
16-12-2022 12:41:18.416703,"(20.0, 170.0, 94.0)","(2.2, 2.28, 2.2602469135802465)","(2.25, 4.8, 3.5799999999999996)","(7.5, 15.0, 13.509090909090908)","(31.0, 330.0, 139.71428571428572)","(19.0, 180.0, 100.0)","(7.0, 19.0, 12.899999999999999)"
16-12-2022 12:41:19.441462,"(20.0, 170.0, 94.0)","(2.2, 2.28, 2.2602469135802465)","(2.25, 4.8, 3.5799999999999996)","(7.5, 15.0, 13.509090909090908)","(31.0, 330.0, 139.71428571428572)","(19.0, 180.0, 100.0)","(7.0, 19.0, 12.899999999999999)"
16-12-2022 12:41:20.382808,"(20.0, 170.0, 94.0)","(2.2, 2.28, 2.2602469135802465)","(2.25, 4.8, 3.5799999999999996)","(7.5, 15.0, 13.509090909090908)","(31.0, 330.0, 139.71428571428572)","(19.0, 180.0, 100.0)","(7.0, 19.0, 12.899999999999999)"
16-12-2022 12:41:21.402584,"(20.0, 170.0, 94.0)","(2.15, 2.28, 2.2602469135802465)","(2.25, 4.8, 3.5799999999999996)","(7.5, 15.0, 13.509090909090908)","(31.0, 330.0, 139.71428571428572)","(19.0, 180.0, 100.0)","(7.0, 19.0, 12.899999999999999)"
16-12-2022 12:41:22.477380,"(20.0, 170.0, 94.0)","(2.15, 2.28, 2.2602469135802465)","(2.25, 4.8, 3.5799999999999996)","(7.5, 15.0, 13.509090909090908)","(31.0, 330.0, 139.71428571428572)","(19.0, 180.0, 100.0)","(7.0, 19.0, 12.899999999999999)"
16-12-2022 12:41:23.509464,"(20.0, 170.0, 94.0)","(2.15, 2.28, 2.2602469135802465)","(2.25, 4.8, 3.5799999999999996)","(7.5, 15.0, 13.509090909090908)","(31.0, 330.0, 139.71428571428572)","(19.0, 180.0, 100.0)","(7.0, 19.0, 12.899999999999999)"
16-12-2022 12:41:24.507817,"(20.0, 170.0, 94.0)","(2.15, 2.28, 2.2602469135802465)","(2.25, 4.8, 3.5799999999999996)","(7.5, 15.0, 13.509090909090908)","(31.0, 330.0, 139.71428571428572)","(19.0, 180.0, 100.0)","(7.0, 19.0, 12.899999999999999)"
16-12-2022 12:41:25.557848,"(20.0, 170.0, 94.0)","(2.15, 2.28, 2.2602469135802465)","(2.25, 4.8, 3.5799999999999996)","(7.5, 15.0, 13.509090909090908)","(31.0, 330.0, 139.71428571428572)","(19.0, 180.0, 100.0)","(7.0, 19.0, 12.899999999999999)"
16-12-2022 12:41:26.543093,"(20.0, 170.0, 94.0)","(2.15, 2.28, 2.2602469135802465)","(2.25, 4.8, 3.5799999999999996)","(7.5, 15.0, 13.509090909090908)","(31.0, 330.0, 139.71428571428572)","(19.0, 180.0, 100.0)","(7.0, 19.0, 12.899999999999999)"
16-12-2022 12:41:27.596266,"(20.0, 170.0, 94.0)","(2.15, 2.28, 2.2602469135802465)","(2.25, 4.8, 3.5799999999999996)","(7.5, 15.0, 13.509090909090908)","(31.0, 330.0, 139.71428571428572)","(19.0, 180.0, 100.0)","(7.0, 19.0, 12.899999999999999)"
