,Blackwood Echo,My Mate Bluey,Golly Gosh Raja,Talking Raja,Big Joe,Miss Wilder,Tommy Rico
12-01-2023 18:11:45.765928,"(41.0, 310.0, 72.4)","(6.5, 13.0, 11.228571428571428)","(1.5, 2.12, 1.5608333333333333)","(21.0, 80.0, 30.0)","(20.0, 190.0, 109.0)","(3.0, 4.8, 3.066666666666667)","(81.0, 480.0, 305.0)"
12-01-2023 18:11:46.904184,"(41.0, 310.0, 72.4)","(6.5, 13.0, 11.228571428571428)","(1.5, 2.12, 1.5608333333333333)","(21.0, 80.0, 30.0)","(20.0, 190.0, 109.0)","(3.0, 4.8, 3.066666666666667)","(81.0, 480.0, 305.0)"
12-01-2023 18:11:47.981366,"(41.0, 310.0, 72.4)","(6.5, 13.0, 11.228571428571428)","(1.5, 2.12, 1.5608333333333333)","(21.0, 80.0, 30.0)","(20.0, 190.0, 109.0)","(3.0, 4.8, 3.066666666666667)","(81.0, 480.0, 305.0)"
12-01-2023 18:11:49.110772,"(41.0, 310.0, 72.4)","(6.5, 13.0, 11.228571428571428)","(1.5, 2.12, 1.5608333333333333)","(21.0, 80.0, 30.0)","(20.0, 190.0, 109.0)","(3.0, 4.8, 3.066666666666667)","(81.0, 480.0, 305.0)"
12-01-2023 18:11:50.218365,"(41.0, 310.0, 72.4)","(6.5, 13.0, 11.228571428571428)","(1.5, 2.12, 1.5608333333333333)","(21.0, 80.0, 30.0)","(20.0, 190.0, 109.0)","(3.0, 4.8, 3.066666666666667)","(81.0, 480.0, 305.0)"
12-01-2023 18:11:51.538632,"(41.0, 310.0, 72.4)","(6.5, 13.0, 11.228571428571428)","(1.5, 2.12, 1.5608333333333333)","(21.0, 80.0, 30.0)","(20.0, 190.0, 109.0)","(3.0, 4.8, 3.066666666666667)","(81.0, 480.0, 305.0)"
12-01-2023 18:11:52.666047,"(41.0, 310.0, 72.4)","(6.5, 13.0, 11.228571428571428)","(1.5, 2.12, 1.5608333333333333)","(21.0, 80.0, 30.0)","(20.0, 190.0, 45.2)","(3.0, 4.8, 3.066666666666667)","(81.0, 480.0, 305.0)"
12-01-2023 18:11:53.820860,"(41.0, 310.0, 75.33333333333333)","(6.5, 13.0, 11.228571428571428)","(1.5, 2.12, 1.5608333333333333)","(21.0, 80.0, 30.0)","(20.0, 200.0, 109.0)","(3.0, 4.8, 3.066666666666667)","(81.0, 480.0, 355.0)"
12-01-2023 18:11:54.877371,"(41.0, 310.0, 72.4)","(6.5, 13.0, 11.228571428571428)","(1.5, 2.12, 1.5608333333333333)","(21.0, 80.0, 30.0)","(20.0, 190.0, 109.0)","(3.0, 4.8, 3.066666666666667)","(81.0, 580.0, 305.0)"
12-01-2023 18:11:56.055542,"(41.0, 310.0, 72.4)","(6.5, 13.0, 11.228571428571428)","(1.5, 2.12, 1.5608333333333333)","(21.0, 80.0, 30.0)","(20.0, 190.0, 109.0)","(3.0, 4.8, 3.066666666666667)","(81.0, 480.0, 305.0)"
12-01-2023 18:11:57.257251,"(41.0, 310.0, 72.4)","(6.5, 13.0, 11.228571428571428)","(1.5, 2.12, 1.5608333333333333)","(21.0, 80.0, 61.911764705882355)","(20.0, 190.0, 45.2)","(3.0, 4.8, 3.066666666666667)","(81.0, 480.0, 305.0)"
12-01-2023 18:11:58.416585,"(41.0, 310.0, 72.4)","(6.5, 13.0, 11.228571428571428)","(1.5, 2.12, 1.5608333333333333)","(21.0, 80.0, 61.911764705882355)","(20.0, 200.0, 84.0)","(3.0, 4.8, 3.066666666666667)","(81.0, 480.0, 360.0)"
12-01-2023 18:11:59.681260,"(41.0, 310.0, 74.2)","(6.5, 13.0, 11.228571428571428)","(1.5, 2.12, 1.5608333333333333)","(21.0, 80.0, 61.911764705882355)","(20.0, 140.0, 84.0)","(3.0, 4.8, 3.066666666666667)","(81.0, 580.0, 360.0)"
12-01-2023 18:12:00.996806,"(41.0, 310.0, 74.2)","(6.5, 13.0, 11.228571428571428)","(1.5, 2.12, 1.7845)","(21.0, 80.0, 30.833333333333336)","(20.0, 140.0, 84.0)","(3.0, 4.8, 3.066666666666667)","(81.0, 580.0, 310.0)"
12-01-2023 18:12:02.160416,"(41.0, 310.0, 74.2)","(6.5, 13.0, 11.228571428571428)","(1.5, 2.12, 1.7845)","(21.0, 80.0, 30.833333333333336)","(20.0, 140.0, 84.0)","(3.0, 4.8, 3.066666666666667)","(81.0, 480.0, 310.0)"
12-01-2023 18:12:03.229821,"(41.0, 310.0, 74.2)","(6.5, 13.0, 11.228571428571428)","(1.5, 2.12, 1.7845)","(21.0, 80.0, 30.833333333333336)","(20.0, 140.0, 84.0)","(3.0, 4.8, 3.066666666666667)","(81.0, 480.0, 310.0)"
12-01-2023 18:12:04.298407,"(41.0, 310.0, 74.2)","(6.5, 13.0, 11.228571428571428)","(1.5, 2.12, 1.7845)","(21.0, 80.0, 30.833333333333336)","(20.0, 140.0, 84.0)","(3.0, 4.8, 3.066666666666667)","(81.0, 480.0, 310.0)"
12-01-2023 18:12:05.346329,"(41.0, 310.0, 74.2)","(6.5, 13.0, 11.228571428571428)","(1.5, 2.12, 1.7845)","(21.0, 80.0, 30.833333333333336)","(20.0, 140.0, 84.0)","(3.0, 4.8, 3.066666666666667)","(81.0, 480.0, 310.0)"
12-01-2023 18:12:06.334172,"(41.0, 310.0, 74.2)","(6.5, 13.0, 11.228571428571428)","(1.5, 2.12, 1.7845)","(21.0, 80.0, 30.833333333333336)","(20.0, 140.0, 84.0)","(3.0, 4.8, 3.066666666666667)","(81.0, 480.0, 310.0)"
12-01-2023 18:12:07.464099,"(41.0, 310.0, 74.2)","(6.5, 13.0, 11.55)","(1.5, 2.12, 2.0410000000000004)","(21.0, 80.0, 64.6)","(20.0, 140.0, 84.0)","(3.0, 4.8, 3.85)","(81.0, 480.0, 310.0)"
12-01-2023 18:12:08.517725,"(41.0, 300.0, 90.0)","(6.5, 12.5, 11.55)","(1.5, 2.1, 2.0410000000000004)","(21.0, 75.0, 66.33333333333333)","(20.0, 140.0, 84.0)","(3.0, 4.7, 3.85)","(81.0, 480.0, 310.0)"
12-01-2023 18:12:09.557419,"(41.0, 300.0, 90.0)","(6.5, 12.5, 11.55)","(1.5, 2.1, 2.0410000000000004)","(21.0, 75.0, 66.33333333333333)","(20.0, 140.0, 84.0)","(3.0, 4.7, 3.85)","(81.0, 480.0, 310.0)"
12-01-2023 18:12:10.617762,"(41.0, 300.0, 90.0)","(6.5, 12.5, 11.55)","(1.5, 2.16, 2.095)","(21.0, 75.0, 66.33333333333333)","(20.0, 140.0, 84.0)","(3.0, 4.7, 3.85)","(81.0, 480.0, 310.0)"
12-01-2023 18:12:11.696753,"(41.0, 300.0, 90.0)","(6.5, 12.5, 11.55)","(1.5, 2.16, 2.095)","(21.0, 75.0, 47.470588235294116)","(20.0, 140.0, 84.0)","(3.0, 4.7, 3.0739130434782607)","(81.0, 480.0, 310.0)"
12-01-2023 18:12:12.737920,"(41.0, 300.0, 90.0)","(6.5, 12.5, 11.55)","(1.5, 2.16, 2.095)","(21.0, 75.0, 47.470588235294116)","(20.0, 140.0, 68.66666666666666)","(3.0, 4.7, 3.0739130434782607)","(81.0, 480.0, 310.0)"
12-01-2023 18:12:14.067120,"(41.0, 300.0, 90.0)","(6.5, 12.5, 11.55)","(1.5, 2.16, 2.095)","(21.0, 75.0, 55.0)","(20.0, 150.0, 84.0)","(3.0, 4.7, 3.0739130434782607)","(81.0, 480.0, 310.0)"
12-01-2023 18:12:15.215041,"(41.0, 300.0, 90.0)","(6.5, 12.5, 11.55)","(1.5, 2.16, 1.7759090909090909)","(21.0, 75.0, 55.0)","(20.0, 140.0, 84.0)","(3.0, 4.7, 3.0566666666666666)","(81.0, 480.0, 310.0)"
12-01-2023 18:12:16.349506,"(41.0, 300.0, 90.0)","(6.5, 12.5, 11.55)","(1.5, 2.16, 2.095)","(21.0, 75.0, 55.0)","(20.0, 140.0, 84.0)","(3.0, 4.7, 3.0566666666666666)","(81.0, 480.0, 283.33333333333337)"
12-01-2023 18:12:17.677745,"(41.0, 300.0, 90.0)","(6.5, 12.5, 11.55)","(1.5, 2.12, 1.6562068965517243)","(21.0, 75.0, 55.0)","(20.0, 140.0, 84.0)","(3.0, 4.7, 3.0566666666666666)","(81.0, 570.0, 340.0)"
12-01-2023 18:12:18.917769,"(41.0, 300.0, 90.0)","(6.5, 12.5, 11.55)","(1.5, 2.14, 1.6562068965517243)","(21.0, 75.0, 55.0)","(20.0, 140.0, 84.0)","(3.0, 4.7, 3.0566666666666666)","(81.0, 540.0, 270.0)"
12-01-2023 18:12:19.973319,"(41.0, 300.0, 90.0)","(6.5, 12.5, 11.55)","(1.5, 2.14, 1.6562068965517243)","(21.0, 75.0, 55.0)","(20.0, 140.0, 84.0)","(3.0, 4.7, 3.0566666666666666)","(81.0, 530.0, 270.0)"
12-01-2023 18:12:21.138569,"(41.0, 300.0, 90.0)","(6.5, 12.5, 11.55)","(1.5, 2.14, 1.619268292682927)","(21.0, 75.0, 55.0)","(20.0, 140.0, 84.0)","(3.0, 4.7, 3.0566666666666666)","(81.0, 530.0, 330.0)"
12-01-2023 18:12:22.190559,"(41.0, 300.0, 90.0)","(6.5, 12.5, 11.55)","(1.5, 2.14, 1.619268292682927)","(21.0, 75.0, 55.0)","(20.0, 140.0, 84.0)","(3.0, 4.7, 3.0566666666666666)","(81.0, 520.0, 435.0)"
12-01-2023 18:12:23.149701,"(41.0, 300.0, 222.94117647058823)","(6.5, 12.5, 11.55)","(1.5, 2.14, 1.5663888888888888)","(21.0, 75.0, 55.0)","(20.0, 140.0, 84.0)","(3.0, 4.7, 3.75)","(81.0, 480.0, 315.0)"
12-01-2023 18:12:24.203837,"(41.0, 300.0, 91.66666666666666)","(6.5, 12.5, 11.55)","(1.5, 2.14, 1.5663888888888888)","(21.0, 75.0, 55.0)","(20.0, 140.0, 84.0)","(3.0, 4.5, 3.75)","(81.0, 480.0, 315.0)"
12-01-2023 18:12:25.309974,"(41.0, 300.0, 91.66666666666666)","(6.5, 12.5, 11.55)","(1.5, 2.14, 1.5663888888888888)","(21.0, 75.0, 55.0)","(20.0, 140.0, 84.0)","(3.0, 4.5, 3.75)","(81.0, 480.0, 315.0)"
12-01-2023 18:12:26.449835,"(41.0, 300.0, 100.0)","(6.5, 12.5, 11.55)","(1.5, 2.14, 1.5663888888888888)","(21.0, 75.0, 55.0)","(20.0, 140.0, 84.0)","(3.0, 4.5, 3.75)","(81.0, 480.0, 315.0)"
12-01-2023 18:12:27.592440,"(41.0, 300.0, 95.83333333333334)","(6.5, 12.5, 11.55)","(1.5, 2.14, 1.5663888888888888)","(21.0, 75.0, 55.0)","(20.0, 140.0, 84.0)","(3.0, 4.5, 3.75)","(81.0, 480.0, 315.0)"
12-01-2023 18:12:28.872679,"(41.0, 300.0, 95.83333333333334)","(6.5, 12.5, 11.55)","(1.5, 2.14, 1.5663888888888888)","(21.0, 75.0, 55.0)","(20.0, 140.0, 84.0)","(3.0, 4.5, 3.75)","(81.0, 480.0, 315.0)"
12-01-2023 18:12:30.095743,"(41.0, 300.0, 95.83333333333334)","(6.5, 12.5, 11.55)","(1.5, 2.14, 1.5663888888888888)","(21.0, 75.0, 55.0)","(20.0, 140.0, 68.66666666666666)","(3.0, 4.5, 3.75)","(81.0, 480.0, 315.0)"
12-01-2023 18:12:31.265778,"(41.0, 300.0, 95.83333333333334)","(6.5, 12.5, 11.55)","(1.5, 2.14, 1.5663888888888888)","(21.0, 75.0, 55.0)","(20.0, 150.0, 84.0)","(3.0, 4.5, 3.75)","(81.0, 480.0, 315.0)"
12-01-2023 18:12:32.371155,"(41.0, 300.0, 95.83333333333334)","(6.5, 12.5, 11.55)","(1.5, 2.14, 1.5663888888888888)","(21.0, 75.0, 55.0)","(20.0, 140.0, 84.0)","(3.0, 4.5, 3.75)","(81.0, 480.0, 216.0)"
12-01-2023 18:12:33.476109,"(41.0, 300.0, 95.83333333333334)","(6.5, 12.5, 11.55)","(1.5, 2.14, 1.5663888888888888)","(21.0, 75.0, 55.0)","(20.0, 140.0, 84.0)","(3.0, 4.5, 3.75)","(81.0, 480.0, 214.0)"
12-01-2023 18:12:34.503924,"(41.0, 300.0, 95.83333333333334)","(6.5, 12.5, 11.55)","(1.5, 2.14, 1.5663888888888888)","(21.0, 75.0, 55.0)","(20.0, 140.0, 84.0)","(3.0, 4.5, 3.75)","(81.0, 470.0, 214.0)"
12-01-2023 18:12:35.533149,"(41.0, 300.0, 95.83333333333334)","(6.5, 12.5, 11.55)","(1.5, 2.14, 1.5663888888888888)","(21.0, 75.0, 55.0)","(20.0, 140.0, 84.0)","(3.0, 4.5, 3.75)","(81.0, 470.0, 214.0)"
12-01-2023 18:12:36.633058,"(41.0, 300.0, 95.83333333333334)","(6.5, 12.5, 11.55)","(1.5, 2.14, 1.5663888888888888)","(21.0, 75.0, 55.0)","(20.0, 140.0, 84.0)","(3.0, 4.5, 3.75)","(81.0, 470.0, 214.0)"
12-01-2023 18:12:37.828511,"(41.0, 300.0, 95.83333333333334)","(6.5, 12.5, 11.55)","(1.5, 2.14, 1.5663888888888888)","(21.0, 75.0, 55.0)","(20.0, 140.0, 84.0)","(3.0, 4.5, 3.75)","(81.0, 470.0, 190.0)"
12-01-2023 18:12:39.004417,"(41.0, 300.0, 95.83333333333334)","(6.5, 12.5, 11.55)","(1.5, 2.14, 1.6706818181818182)","(21.0, 75.0, 55.0)","(20.0, 140.0, 84.0)","(3.0, 4.5, 3.75)","(81.0, 470.0, 212.0)"
12-01-2023 18:12:40.166492,"(41.0, 300.0, 95.83333333333334)","(6.5, 12.5, 11.55)","(1.5, 2.14, 1.6706818181818182)","(21.0, 75.0, 55.0)","(20.0, 140.0, 84.0)","(3.0, 4.5, 3.75)","(81.0, 460.0, 188.75)"
12-01-2023 18:12:41.359188,"(41.0, 300.0, 95.83333333333334)","(6.5, 12.5, 11.55)","(1.5, 2.14, 1.6706818181818182)","(21.0, 75.0, 55.0)","(20.0, 140.0, 84.0)","(3.0, 4.5, 3.75)","(81.0, 460.0, 188.75)"
12-01-2023 18:12:42.582383,"(41.0, 300.0, 95.83333333333334)","(6.5, 12.5, 11.55)","(1.5, 2.14, 1.6706818181818182)","(21.0, 75.0, 49.0)","(20.0, 140.0, 84.0)","(3.0, 4.5, 3.65)","(81.0, 460.0, 188.75)"
12-01-2023 18:12:43.804810,"(41.0, 300.0, 104.0)","(6.5, 12.5, 11.55)","(1.5, 2.14, 1.6706818181818182)","(21.0, 75.0, 49.0)","(20.0, 140.0, 84.0)","(3.0, 4.3, 3.65)","(81.0, 460.0, 188.75)"
12-01-2023 18:12:44.931501,"(41.0, 300.0, 95.83333333333334)","(6.5, 12.5, 11.55)","(1.5, 2.14, 1.6706818181818182)","(21.0, 75.0, 49.0)","(20.0, 140.0, 84.0)","(3.0, 4.3, 3.65)","(81.0, 460.0, 188.75)"
12-01-2023 18:12:46.070279,"(41.0, 300.0, 95.83333333333334)","(6.5, 12.5, 11.55)","(1.5, 2.14, 1.6706818181818182)","(21.0, 75.0, 49.0)","(20.0, 140.0, 84.0)","(3.0, 4.3, 3.65)","(81.0, 460.0, 197.5)"
12-01-2023 18:12:47.151452,"(41.0, 300.0, 104.16666666666666)","(6.5, 12.5, 11.55)","(1.5, 2.14, 1.6706818181818182)","(21.0, 75.0, 49.0)","(20.0, 140.0, 84.0)","(3.0, 4.3, 3.65)","(81.0, 460.0, 197.5)"
12-01-2023 18:12:48.370049,"(41.0, 300.0, 104.16666666666666)","(6.5, 12.5, 11.55)","(1.5, 2.14, 1.6706818181818182)","(21.0, 75.0, 49.0)","(20.0, 140.0, 84.0)","(3.0, 4.3, 3.65)","(81.0, 460.0, 197.5)"
12-01-2023 18:12:49.602163,"(41.0, 300.0, 104.16666666666666)","(6.5, 12.5, 11.55)","(1.5, 2.14, 1.6706818181818182)","(21.0, 75.0, 49.0)","(20.0, 140.0, 84.0)","(3.0, 4.3, 3.65)","(81.0, 460.0, 197.5)"
12-01-2023 18:12:50.801111,"(41.0, 300.0, 104.16666666666666)","(6.5, 12.5, 11.55)","(1.5, 2.14, 1.6706818181818182)","(21.0, 75.0, 49.0)","(20.0, 140.0, 84.0)","(3.0, 4.3, 3.65)","(81.0, 460.0, 197.5)"
12-01-2023 18:12:51.991782,"(41.0, 300.0, 104.16666666666666)","(6.5, 12.5, 11.55)","(1.5, 2.14, 1.6706818181818182)","(21.0, 75.0, 49.0)","(20.0, 140.0, 84.0)","(3.0, 4.3, 3.65)","(81.0, 460.0, 197.5)"
12-01-2023 18:12:53.217617,"(41.0, 300.0, 104.16666666666666)","(6.5, 12.5, 11.55)","(1.5, 2.14, 1.6706818181818182)","(21.0, 75.0, 49.0)","(20.0, 140.0, 84.0)","(3.0, 4.3, 3.65)","(81.0, 460.0, 197.5)"
12-01-2023 18:12:54.406722,"(41.0, 300.0, 104.16666666666666)","(6.5, 12.5, 11.55)","(1.5, 2.14, 1.6706818181818182)","(21.0, 75.0, 49.0)","(20.0, 140.0, 84.0)","(3.0, 4.3, 3.65)","(81.0, 460.0, 197.5)"
12-01-2023 18:12:55.682779,"(41.0, 300.0, 104.16666666666666)","(6.5, 12.5, 11.55)","(1.5, 2.14, 1.6706818181818182)","(21.0, 75.0, 49.0)","(20.0, 140.0, 84.0)","(3.0, 4.3, 3.65)","(81.0, 460.0, 197.5)"
12-01-2023 18:12:56.879979,"(41.0, 300.0, 104.16666666666666)","(6.5, 12.5, 11.55)","(1.5, 2.14, 1.6706818181818182)","(21.0, 75.0, 49.0)","(20.0, 140.0, 62.0)","(3.0, 4.3, 3.65)","(81.0, 460.0, 197.5)"
12-01-2023 18:12:57.975158,"(41.0, 300.0, 104.16666666666666)","(6.5, 11.5, 10.716666666666667)","(1.5, 2.14, 1.7170833333333335)","(21.0, 75.0, 49.0)","(20.0, 130.0, 62.0)","(3.0, 4.3, 3.65)","(81.0, 460.0, 197.5)"
12-01-2023 18:12:59.106095,"(41.0, 300.0, 104.16666666666666)","(6.5, 11.5, 10.716666666666667)","(1.5, 2.14, 1.6534146341463416)","(21.0, 75.0, 49.0)","(20.0, 130.0, 62.0)","(3.0, 4.3, 3.65)","(81.0, 460.0, 197.5)"
12-01-2023 18:13:00.239365,"(41.0, 300.0, 104.16666666666666)","(6.5, 11.5, 10.716666666666667)","(1.5, 2.14, 1.6534146341463416)","(21.0, 75.0, 49.0)","(20.0, 130.0, 62.0)","(3.0, 4.3, 3.65)","(81.0, 460.0, 197.5)"
12-01-2023 18:13:01.205004,"(41.0, 300.0, 104.16666666666666)","(6.5, 11.5, 10.716666666666667)","(1.5, 2.14, 1.6534146341463416)","(21.0, 75.0, 49.0)","(20.0, 130.0, 62.0)","(3.0, 4.3, 3.65)","(81.0, 460.0, 197.5)"
12-01-2023 18:13:02.291106,"(41.0, 300.0, 104.16666666666666)","(6.5, 11.5, 10.716666666666667)","(1.5, 2.14, 1.6052777777777778)","(21.0, 75.0, 49.0)","(20.0, 130.0, 62.0)","(3.0, 4.3, 3.65)","(81.0, 460.0, 197.5)"
12-01-2023 18:13:03.594648,"(41.0, 300.0, 104.16666666666666)","(6.5, 11.5, 11.966666666666667)","(1.5, 2.14, 1.6052777777777778)","(21.0, 75.0, 49.0)","(20.0, 130.0, 62.0)","(3.0, 4.3, 3.65)","(81.0, 460.0, 197.5)"
12-01-2023 18:13:04.716353,"(41.0, 300.0, 104.16666666666666)","(6.5, 13.0, 11.966666666666667)","(1.5, 2.14, 1.6052777777777778)","(21.0, 75.0, 49.0)","(20.0, 130.0, 62.0)","(3.0, 4.3, 3.65)","(81.0, 460.0, 197.5)"
12-01-2023 18:13:05.858323,"(41.0, 300.0, 104.16666666666666)","(6.5, 12.5, 12.061538461538461)","(1.5, 2.14, 1.6052777777777778)","(21.0, 75.0, 41.57142857142857)","(20.0, 130.0, 38.285714285714285)","(3.0, 4.3, 3.65)","(81.0, 460.0, 305.0)"
12-01-2023 18:13:07.291478,"(41.0, 290.0, 177.5)","(6.5, 12.5, 12.076923076923077)","(1.5, 2.14, 1.6052777777777778)","(21.0, 75.0, 41.57142857142857)","(20.0, 100.0, 61.5)","(3.0, 4.3, 3.65)","(81.0, 450.0, 305.0)"
12-01-2023 18:13:08.459895,"(41.0, 290.0, 177.5)","(6.5, 12.5, 10.882352941176471)","(1.5, 2.14, 1.6052777777777778)","(21.0, 75.0, 41.57142857142857)","(20.0, 95.0, 39.166666666666664)","(3.0, 4.3, 3.65)","(81.0, 450.0, 305.0)"
12-01-2023 18:13:09.913644,"(41.0, 290.0, 177.5)","(6.5, 12.5, 8.083333333333334)","(1.5, 2.14, 1.6052777777777778)","(21.0, 75.0, 41.57142857142857)","(20.0, 95.0, 35.44444444444444)","(3.0, 4.3, 3.65)","(81.0, 450.0, 305.0)"
12-01-2023 18:13:11.144239,"(41.0, 290.0, 177.5)","(6.5, 12.5, 8.083333333333334)","(1.5, 2.14, 1.6052777777777778)","(21.0, 75.0, 41.57142857142857)","(20.0, 95.0, 35.44444444444444)","(3.0, 4.3, 3.65)","(81.0, 450.0, 408.3333333333333)"
12-01-2023 18:13:12.381705,"(41.0, 290.0, 182.5)","(6.5, 12.5, 8.083333333333334)","(1.5, 2.14, 1.6052777777777778)","(21.0, 75.0, 41.57142857142857)","(20.0, 95.0, 35.44444444444444)","(3.0, 4.3, 3.65)","(81.0, 450.0, 310.0)"
12-01-2023 18:13:13.571185,"(41.0, 290.0, 182.5)","(6.5, 12.5, 10.1)","(1.5, 2.14, 1.6052777777777778)","(21.0, 75.0, 47.470588235294116)","(20.0, 95.0, 34.333333333333336)","(3.0, 4.3, 3.65)","(81.0, 450.0, 310.0)"
12-01-2023 18:13:14.700725,"(41.0, 290.0, 182.5)","(6.5, 13.0, 10.1)","(1.5, 2.14, 1.6052777777777778)","(21.0, 75.0, 47.470588235294116)","(20.0, 85.0, 31.5625)","(3.0, 4.3, 3.65)","(81.0, 450.0, 310.0)"
12-01-2023 18:13:15.791800,"(41.0, 290.0, 182.5)","(6.5, 12.0, 9.6)","(1.5, 2.14, 1.6052777777777778)","(21.0, 75.0, 47.470588235294116)","(20.0, 85.0, 31.5625)","(3.0, 4.3, 3.65)","(81.0, 450.0, 310.0)"
12-01-2023 18:13:16.877693,"(41.0, 290.0, 182.5)","(6.5, 12.0, 9.6)","(1.5, 2.14, 1.7025000000000001)","(21.0, 75.0, 47.470588235294116)","(20.0, 85.0, 33.77777777777778)","(3.0, 4.3, 3.65)","(81.0, 450.0, 310.0)"
12-01-2023 18:13:17.883242,"(41.0, 290.0, 182.5)","(6.5, 12.0, 9.6)","(1.5, 2.14, 1.7025000000000001)","(21.0, 75.0, 47.470588235294116)","(20.0, 80.0, 49.0)","(3.0, 4.3, 3.65)","(81.0, 450.0, 310.0)"
12-01-2023 18:13:19.000271,"(41.0, 290.0, 182.5)","(6.5, 12.0, 9.6)","(1.5, 2.14, 1.7025000000000001)","(21.0, 75.0, 47.470588235294116)","(20.0, 70.0, 65.69999999999999)","(3.0, 4.3, 3.65)","(81.0, 450.0, 310.0)"
12-01-2023 18:13:20.112402,"(41.0, 280.0, 116.0)","(6.5, 12.0, 9.6)","(1.5, 2.14, 1.7025000000000001)","(21.0, 75.0, 47.470588235294116)","(21.0, 70.0, 34.0)","(3.0, 4.3, 4.153333333333333)","(81.0, 450.0, 310.0)"
12-01-2023 18:13:21.239793,"(41.0, 280.0, 109.16666666666666)","(6.5, 12.5, 9.85)","(1.5, 2.14, 1.7025000000000001)","(21.0, 75.0, 47.470588235294116)","(21.0, 70.0, 44.0)","(3.0, 4.3, 3.65)","(81.0, 450.0, 310.0)"
12-01-2023 18:13:22.400285,"(41.0, 280.0, 109.16666666666666)","(6.5, 12.5, 9.85)","(1.5, 2.14, 1.7025000000000001)","(21.0, 75.0, 47.470588235294116)","(21.0, 60.0, 44.0)","(3.0, 4.3, 3.65)","(81.0, 450.0, 310.0)"
12-01-2023 18:13:23.624984,"(41.0, 280.0, 109.16666666666666)","(6.5, 12.5, 8.083333333333334)","(1.5, 2.14, 1.7025000000000001)","(21.0, 75.0, 47.470588235294116)","(21.0, 60.0, 32.57142857142857)","(3.0, 4.3, 3.65)","(81.0, 450.0, 310.0)"
12-01-2023 18:13:24.885814,"(41.0, 270.0, 102.85714285714286)","(6.5, 12.5, 8.083333333333334)","(1.5, 2.14, 1.7025000000000001)","(21.0, 75.0, 47.470588235294116)","(21.0, 60.0, 32.57142857142857)","(3.0, 4.3, 3.65)","(81.0, 450.0, 310.0)"
12-01-2023 18:13:26.067508,"(41.0, 260.0, 112.0)","(6.5, 12.5, 8.083333333333334)","(1.5, 2.14, 1.7025000000000001)","(21.0, 75.0, 47.470588235294116)","(21.0, 60.0, 39.0)","(3.0, 4.3, 3.65)","(81.0, 450.0, 310.0)"
12-01-2023 18:13:27.167687,"(41.0, 260.0, 112.0)","(6.5, 12.5, 8.525)","(1.5, 2.14, 1.7025000000000001)","(21.0, 75.0, 47.470588235294116)","(21.0, 50.0, 41.5)","(3.0, 4.3, 3.65)","(81.0, 450.0, 310.0)"
12-01-2023 18:13:28.329880,"(41.0, 240.0, 95.625)","(6.5, 12.5, 8.525)","(1.5, 2.14, 1.7025000000000001)","(21.0, 75.0, 47.470588235294116)","(21.0, 55.0, 41.5)","(3.0, 4.3, 3.65)","(81.0, 450.0, 310.0)"
12-01-2023 18:13:29.422861,"(41.0, 230.0, 152.5)","(6.5, 12.0, 9.6)","(1.5, 2.14, 1.7025000000000001)","(21.0, 75.0, 47.470588235294116)","(21.0, 55.0, 30.454545454545453)","(3.0, 4.3, 3.65)","(81.0, 450.0, 202.22222222222223)"
12-01-2023 18:13:30.412032,"(41.0, 230.0, 126.66666666666666)","(6.5, 12.0, 9.6)","(1.5, 2.14, 1.7025000000000001)","(21.0, 75.0, 47.470588235294116)","(21.0, 55.0, 30.454545454545453)","(3.0, 4.3, 3.65)","(81.0, 460.0, 310.0)"
12-01-2023 18:13:31.522603,"(41.0, 230.0, 126.66666666666666)","(6.5, 12.0, 9.6)","(1.5, 2.14, 1.7025000000000001)","(21.0, 75.0, 47.470588235294116)","(21.0, 55.0, 38.0)","(3.0, 4.3, 3.65)","(81.0, 450.0, 310.0)"
12-01-2023 18:13:32.595932,"(41.0, 230.0, 126.66666666666666)","(6.5, 12.0, 9.6)","(1.5, 2.14, 1.7025000000000001)","(21.0, 75.0, 47.470588235294116)","(21.0, 48.0, 38.0)","(3.0, 4.3, 3.65)","(81.0, 450.0, 310.0)"
12-01-2023 18:13:33.610638,"(41.0, 230.0, 126.66666666666666)","(6.5, 12.0, 9.6)","(1.5, 2.14, 1.7025000000000001)","(21.0, 75.0, 47.470588235294116)","(21.0, 48.0, 38.0)","(3.0, 4.3, 3.65)","(81.0, 450.0, 310.0)"
12-01-2023 18:13:34.763535,"(41.0, 210.0, 142.5)","(6.5, 12.5, 9.85)","(1.5, 2.14, 1.7025000000000001)","(21.0, 75.0, 47.470588235294116)","(21.0, 48.0, 31.333333333333332)","(3.0, 4.3, 3.65)","(81.0, 450.0, 310.0)"
12-01-2023 18:13:35.960606,"(41.0, 210.0, 145.0)","(6.5, 12.5, 9.85)","(1.5, 2.14, 1.6875609756097563)","(21.0, 75.0, 47.470588235294116)","(21.0, 48.0, 31.333333333333332)","(3.0, 4.3, 3.65)","(81.0, 450.0, 315.0)"
12-01-2023 18:13:37.172732,"(41.0, 210.0, 123.33333333333334)","(6.5, 12.5, 9.85)","(1.5, 2.14, 1.6875609756097563)","(21.0, 75.0, 47.470588235294116)","(21.0, 48.0, 30.22222222222222)","(3.0, 4.3, 3.65)","(81.0, 450.0, 315.0)"
