,Blackwood Echo,My Mate Bluey,Golly Gosh Raja,Talking Raja,Big Joe,Miss Wilder,Tommy Rico
12-01-2023 18:08:31.347582,"(41.0, 310.0, 174.0)","(6.5, 13.0, 10.280000000000001)","(1.5, 2.12, 1.4880555555555555)","(21.0, 80.0, 52.04545454545455)","(20.0, 200.0, 88.78571428571429)","(3.0, 5.1, 3.163448275862069)","(81.0, 580.0, 496.66666666666663)"
12-01-2023 18:08:32.732377,"(41.0, 310.0, 174.0)","(6.5, 13.0, 10.280000000000001)","(1.5, 2.12, 1.4880555555555555)","(21.0, 80.0, 52.04545454545455)","(20.0, 200.0, 88.78571428571429)","(3.0, 5.1, 3.163448275862069)","(81.0, 580.0, 496.66666666666663)"
12-01-2023 18:08:33.896028,"(41.0, 310.0, 174.0)","(6.5, 13.0, 10.280000000000001)","(1.5, 2.12, 1.4880555555555555)","(21.0, 80.0, 52.04545454545455)","(20.0, 200.0, 88.78571428571429)","(3.0, 5.1, 3.163448275862069)","(81.0, 580.0, 496.66666666666663)"
12-01-2023 18:08:35.185678,"(41.0, 310.0, 174.0)","(6.5, 13.0, 10.280000000000001)","(1.5, 2.12, 1.4880555555555555)","(21.0, 80.0, 52.04545454545455)","(20.0, 200.0, 88.78571428571429)","(3.0, 5.1, 3.163448275862069)","(81.0, 580.0, 496.66666666666663)"
12-01-2023 18:08:36.413512,"(41.0, 310.0, 174.0)","(6.5, 13.0, 10.280000000000001)","(1.5, 2.12, 1.4880555555555555)","(21.0, 80.0, 52.04545454545455)","(20.0, 200.0, 88.78571428571429)","(3.0, 5.1, 3.163448275862069)","(81.0, 580.0, 496.66666666666663)"
12-01-2023 18:08:37.625106,"(41.0, 310.0, 174.0)","(6.5, 13.0, 10.280000000000001)","(1.5, 2.12, 1.4880555555555555)","(21.0, 80.0, 52.04545454545455)","(20.0, 200.0, 88.78571428571429)","(3.0, 5.1, 3.163448275862069)","(81.0, 580.0, 496.66666666666663)"
12-01-2023 18:08:38.724431,"(41.0, 310.0, 174.0)","(6.5, 13.0, 10.280000000000001)","(1.5, 2.12, 1.4880555555555555)","(21.0, 80.0, 52.04545454545455)","(20.0, 200.0, 88.78571428571429)","(3.0, 5.1, 3.163448275862069)","(81.0, 580.0, 496.66666666666663)"
12-01-2023 18:08:39.929409,"(41.0, 310.0, 174.0)","(6.5, 13.0, 10.280000000000001)","(1.5, 2.12, 1.4880555555555555)","(21.0, 80.0, 52.04545454545455)","(20.0, 200.0, 88.78571428571429)","(3.0, 5.1, 3.163448275862069)","(81.0, 580.0, 496.66666666666663)"
12-01-2023 18:08:41.165012,"(41.0, 310.0, 174.0)","(6.5, 13.0, 10.280000000000001)","(1.5, 2.12, 1.4880555555555555)","(21.0, 80.0, 52.04545454545455)","(20.0, 200.0, 88.78571428571429)","(3.0, 5.1, 3.163448275862069)","(81.0, 580.0, 496.66666666666663)"
12-01-2023 18:08:42.379159,"(41.0, 310.0, 174.0)","(6.5, 13.0, 10.280000000000001)","(1.5, 2.12, 1.4880555555555555)","(21.0, 80.0, 52.04545454545455)","(20.0, 200.0, 88.78571428571429)","(3.0, 5.1, 3.163448275862069)","(81.0, 580.0, 496.66666666666663)"
12-01-2023 18:08:43.493108,"(41.0, 310.0, 174.0)","(6.5, 13.0, 10.280000000000001)","(1.5, 2.12, 1.4880555555555555)","(21.0, 80.0, 52.04545454545455)","(20.0, 200.0, 88.78571428571429)","(3.0, 5.1, 3.163448275862069)","(81.0, 580.0, 496.66666666666663)"
12-01-2023 18:08:44.711066,"(41.0, 310.0, 174.0)","(6.5, 13.0, 9.7)","(1.5, 2.12, 1.4880555555555555)","(21.0, 80.0, 52.04545454545455)","(20.0, 200.0, 88.78571428571429)","(3.0, 5.1, 3.163448275862069)","(81.0, 580.0, 496.66666666666663)"
12-01-2023 18:08:45.922684,"(41.0, 310.0, 174.0)","(6.5, 13.0, 9.7)","(1.5, 2.12, 1.4880555555555555)","(21.0, 80.0, 52.04545454545455)","(20.0, 200.0, 88.78571428571429)","(3.0, 5.1, 3.163448275862069)","(81.0, 580.0, 496.66666666666663)"
12-01-2023 18:08:46.969321,"(41.0, 310.0, 174.0)","(6.5, 13.0, 9.7)","(1.5, 2.12, 1.4880555555555555)","(21.0, 80.0, 52.04545454545455)","(20.0, 200.0, 88.78571428571429)","(3.0, 5.1, 3.163448275862069)","(81.0, 580.0, 496.66666666666663)"
12-01-2023 18:08:48.128398,"(41.0, 310.0, 174.0)","(6.5, 13.0, 9.7)","(1.5, 2.12, 1.4880555555555555)","(21.0, 80.0, 52.04545454545455)","(20.0, 200.0, 88.78571428571429)","(3.0, 5.1, 3.163448275862069)","(81.0, 580.0, 496.66666666666663)"
12-01-2023 18:08:49.283237,"(41.0, 310.0, 174.0)","(6.5, 13.0, 9.7)","(1.5, 2.12, 1.4880555555555555)","(21.0, 80.0, 52.04545454545455)","(20.0, 200.0, 88.78571428571429)","(3.0, 5.1, 3.163448275862069)","(81.0, 580.0, 496.66666666666663)"
12-01-2023 18:08:50.297117,"(41.0, 310.0, 174.0)","(6.5, 13.0, 9.7)","(1.5, 2.12, 1.4880555555555555)","(21.0, 80.0, 52.04545454545455)","(20.0, 200.0, 88.78571428571429)","(3.0, 5.1, 3.163448275862069)","(81.0, 580.0, 496.66666666666663)"
12-01-2023 18:08:51.592271,"(41.0, 310.0, 174.0)","(6.5, 13.0, 9.7)","(1.5, 2.12, 1.4880555555555555)","(21.0, 80.0, 52.04545454545455)","(20.0, 200.0, 88.78571428571429)","(3.0, 5.1, 3.163448275862069)","(81.0, 580.0, 496.66666666666663)"
12-01-2023 18:08:52.981616,"(41.0, 310.0, 174.0)","(6.5, 13.0, 9.7)","(1.5, 2.12, 1.4880555555555555)","(21.0, 80.0, 52.04545454545455)","(20.0, 200.0, 88.78571428571429)","(3.0, 5.1, 3.163448275862069)","(81.0, 580.0, 496.66666666666663)"
12-01-2023 18:08:54.096686,"(41.0, 310.0, 174.0)","(6.5, 13.0, 9.7)","(1.5, 2.12, 1.4880555555555555)","(21.0, 80.0, 52.04545454545455)","(20.0, 200.0, 88.78571428571429)","(3.0, 5.1, 3.163448275862069)","(81.0, 580.0, 496.66666666666663)"
12-01-2023 18:08:55.350119,"(41.0, 310.0, 174.0)","(6.5, 13.0, 9.7)","(1.5, 2.12, 1.4880555555555555)","(21.0, 80.0, 52.04545454545455)","(20.0, 200.0, 88.78571428571429)","(3.0, 5.1, 3.163448275862069)","(81.0, 580.0, 496.66666666666663)"
12-01-2023 18:08:56.561213,"(41.0, 310.0, 174.0)","(6.5, 13.0, 9.7)","(1.5, 2.12, 1.4880555555555555)","(21.0, 80.0, 52.04545454545455)","(20.0, 200.0, 88.78571428571429)","(3.0, 5.1, 3.163448275862069)","(81.0, 580.0, 496.66666666666663)"
12-01-2023 18:08:57.571138,"(41.0, 310.0, 174.0)","(6.5, 13.0, 9.7)","(1.5, 2.12, 1.4880555555555555)","(21.0, 80.0, 52.04545454545455)","(20.0, 200.0, 88.78571428571429)","(3.0, 5.1, 3.163448275862069)","(81.0, 580.0, 496.66666666666663)"
12-01-2023 18:08:58.619279,"(41.0, 310.0, 174.0)","(6.5, 13.0, 9.7)","(1.5, 2.12, 1.4880555555555555)","(21.0, 80.0, 52.04545454545455)","(20.0, 200.0, 88.78571428571429)","(3.0, 5.1, 3.163448275862069)","(81.0, 580.0, 496.66666666666663)"
12-01-2023 18:08:59.767698,"(41.0, 310.0, 174.0)","(6.5, 13.0, 9.7)","(1.5, 2.12, 1.4880555555555555)","(21.0, 80.0, 52.04545454545455)","(20.0, 200.0, 88.78571428571429)","(3.0, 5.1, 3.163448275862069)","(81.0, 580.0, 496.66666666666663)"
12-01-2023 18:09:00.949085,"(41.0, 310.0, 174.0)","(6.5, 13.0, 9.7)","(1.5, 2.12, 1.4880555555555555)","(21.0, 80.0, 52.04545454545455)","(20.0, 200.0, 88.78571428571429)","(3.0, 5.1, 3.163448275862069)","(81.0, 580.0, 496.66666666666663)"
12-01-2023 18:09:02.065521,"(41.0, 310.0, 174.0)","(6.5, 13.0, 9.7)","(1.5, 2.12, 1.4880555555555555)","(21.0, 80.0, 52.04545454545455)","(20.0, 200.0, 88.78571428571429)","(3.0, 5.1, 3.163448275862069)","(81.0, 580.0, 496.66666666666663)"
12-01-2023 18:09:03.266062,"(41.0, 310.0, 174.0)","(6.5, 13.0, 9.7)","(1.5, 2.12, 1.4880555555555555)","(21.0, 80.0, 52.04545454545455)","(20.0, 200.0, 88.78571428571429)","(3.0, 5.1, 3.163448275862069)","(81.0, 580.0, 496.66666666666663)"
12-01-2023 18:09:04.469001,"(41.0, 310.0, 174.0)","(6.5, 13.0, 9.7)","(1.5, 2.12, 1.4880555555555555)","(21.0, 80.0, 52.04545454545455)","(20.0, 200.0, 88.78571428571429)","(3.0, 5.1, 3.163448275862069)","(81.0, 580.0, 496.66666666666663)"
12-01-2023 18:09:05.648024,"(41.0, 310.0, 174.0)","(6.5, 13.0, 9.7)","(1.5, 2.12, 1.4880555555555555)","(21.0, 80.0, 52.04545454545455)","(20.0, 200.0, 88.78571428571429)","(3.0, 5.1, 3.163448275862069)","(81.0, 580.0, 496.66666666666663)"
12-01-2023 18:09:06.843742,"(41.0, 310.0, 174.0)","(6.5, 13.0, 9.7)","(1.5, 2.12, 1.4880555555555555)","(21.0, 80.0, 52.04545454545455)","(20.0, 200.0, 88.78571428571429)","(3.0, 5.1, 3.163448275862069)","(81.0, 580.0, 496.66666666666663)"
12-01-2023 18:09:08.051898,"(41.0, 310.0, 174.0)","(6.5, 13.0, 9.7)","(1.5, 2.12, 1.4880555555555555)","(21.0, 80.0, 52.04545454545455)","(20.0, 200.0, 88.78571428571429)","(3.0, 5.1, 3.163448275862069)","(81.0, 580.0, 496.66666666666663)"
12-01-2023 18:09:09.265015,"(41.0, 310.0, 174.0)","(6.5, 13.0, 9.7)","(1.5, 2.12, 1.4880555555555555)","(21.0, 80.0, 52.04545454545455)","(20.0, 200.0, 88.78571428571429)","(3.0, 5.1, 3.163448275862069)","(81.0, 580.0, 496.66666666666663)"
12-01-2023 18:09:10.428607,"(41.0, 310.0, 174.0)","(6.5, 13.0, 9.7)","(1.5, 2.12, 1.4880555555555555)","(21.0, 80.0, 52.04545454545455)","(20.0, 200.0, 88.78571428571429)","(3.0, 5.1, 3.163448275862069)","(81.0, 580.0, 496.66666666666663)"
12-01-2023 18:09:11.522271,"(41.0, 310.0, 174.0)","(6.5, 13.0, 9.7)","(1.5, 2.12, 1.4880555555555555)","(21.0, 80.0, 52.04545454545455)","(20.0, 200.0, 88.78571428571429)","(3.0, 5.1, 3.163448275862069)","(81.0, 580.0, 496.66666666666663)"
12-01-2023 18:09:12.605641,"(41.0, 310.0, 174.0)","(6.5, 13.0, 9.7)","(1.5, 2.12, 1.4880555555555555)","(21.0, 80.0, 52.04545454545455)","(20.0, 200.0, 88.78571428571429)","(3.0, 5.1, 3.163448275862069)","(81.0, 580.0, 496.66666666666663)"
12-01-2023 18:09:13.663557,"(41.0, 310.0, 174.0)","(6.5, 13.0, 9.7)","(1.5, 2.12, 1.4880555555555555)","(21.0, 80.0, 52.04545454545455)","(20.0, 200.0, 88.78571428571429)","(3.0, 5.1, 3.163448275862069)","(81.0, 580.0, 496.66666666666663)"
12-01-2023 18:09:14.775574,"(41.0, 310.0, 174.0)","(6.5, 13.0, 9.7)","(1.5, 2.12, 1.4880555555555555)","(21.0, 80.0, 52.04545454545455)","(20.0, 200.0, 88.78571428571429)","(3.0, 5.1, 3.163448275862069)","(81.0, 580.0, 496.66666666666663)"
12-01-2023 18:09:15.844175,"(41.0, 310.0, 174.0)","(6.5, 13.0, 9.7)","(1.5, 2.12, 1.4880555555555555)","(21.0, 80.0, 52.04545454545455)","(20.0, 200.0, 88.78571428571429)","(3.0, 5.1, 3.163448275862069)","(81.0, 580.0, 496.66666666666663)"
12-01-2023 18:09:16.886153,"(41.0, 310.0, 174.0)","(6.5, 13.0, 9.7)","(1.5, 2.12, 1.4880555555555555)","(21.0, 80.0, 52.04545454545455)","(20.0, 200.0, 88.78571428571429)","(3.0, 5.1, 3.163448275862069)","(81.0, 580.0, 496.66666666666663)"
12-01-2023 18:09:18.009276,"(41.0, 310.0, 174.0)","(6.5, 13.0, 9.7)","(1.5, 2.12, 1.4880555555555555)","(21.0, 80.0, 52.04545454545455)","(20.0, 200.0, 88.78571428571429)","(3.0, 5.1, 3.163448275862069)","(81.0, 580.0, 496.66666666666663)"
12-01-2023 18:09:19.175660,"(41.0, 310.0, 174.0)","(6.5, 13.0, 9.7)","(1.5, 2.12, 1.4880555555555555)","(21.0, 80.0, 52.04545454545455)","(20.0, 200.0, 88.78571428571429)","(3.0, 5.1, 3.163448275862069)","(81.0, 580.0, 496.66666666666663)"
12-01-2023 18:09:20.303623,"(41.0, 310.0, 174.0)","(6.5, 13.0, 9.7)","(1.5, 2.12, 1.4880555555555555)","(21.0, 80.0, 52.04545454545455)","(20.0, 200.0, 88.78571428571429)","(3.0, 5.1, 3.163448275862069)","(81.0, 580.0, 496.66666666666663)"
12-01-2023 18:09:21.486722,"(41.0, 310.0, 174.0)","(6.5, 13.0, 9.7)","(1.5, 2.12, 1.4970833333333333)","(21.0, 80.0, 52.04545454545455)","(20.0, 200.0, 88.78571428571429)","(3.0, 5.1, 3.163448275862069)","(81.0, 580.0, 496.66666666666663)"
12-01-2023 18:09:22.711709,"(41.0, 310.0, 174.0)","(6.5, 13.0, 9.7)","(1.5, 2.12, 1.4970833333333333)","(21.0, 80.0, 52.04545454545455)","(20.0, 200.0, 88.78571428571429)","(3.0, 5.1, 3.163448275862069)","(81.0, 580.0, 496.66666666666663)"
12-01-2023 18:09:23.863095,"(41.0, 310.0, 174.0)","(6.5, 13.0, 9.7)","(1.5, 2.12, 1.4970833333333333)","(21.0, 80.0, 52.04545454545455)","(20.0, 200.0, 88.78571428571429)","(3.0, 5.1, 3.163448275862069)","(81.0, 580.0, 496.66666666666663)"
12-01-2023 18:09:24.996970,"(41.0, 310.0, 174.0)","(6.5, 13.0, 9.7)","(1.5, 2.12, 1.4970833333333333)","(21.0, 80.0, 52.04545454545455)","(20.0, 200.0, 88.78571428571429)","(3.0, 5.1, 3.163448275862069)","(81.0, 580.0, 496.66666666666663)"
12-01-2023 18:09:26.092476,"(41.0, 310.0, 174.0)","(6.5, 13.0, 9.7)","(1.5, 2.12, 1.4970833333333333)","(21.0, 80.0, 52.04545454545455)","(20.0, 200.0, 88.78571428571429)","(3.0, 5.1, 3.163448275862069)","(81.0, 580.0, 496.66666666666663)"
12-01-2023 18:09:27.182748,"(41.0, 310.0, 174.0)","(6.5, 13.0, 9.7)","(1.5, 2.12, 1.4970833333333333)","(21.0, 80.0, 52.04545454545455)","(20.0, 200.0, 88.78571428571429)","(3.0, 5.1, 3.163448275862069)","(81.0, 580.0, 496.66666666666663)"
12-01-2023 18:09:28.255954,"(41.0, 310.0, 174.0)","(6.5, 13.0, 9.7)","(1.5, 2.12, 1.4970833333333333)","(21.0, 80.0, 52.04545454545455)","(20.0, 200.0, 88.78571428571429)","(3.0, 5.1, 3.163448275862069)","(81.0, 580.0, 496.66666666666663)"
12-01-2023 18:09:29.362542,"(41.0, 310.0, 174.0)","(6.5, 13.0, 9.7)","(1.5, 2.12, 1.5241666666666667)","(21.0, 80.0, 52.04545454545455)","(20.0, 200.0, 88.78571428571429)","(3.0, 5.1, 3.163448275862069)","(81.0, 580.0, 496.66666666666663)"
12-01-2023 18:09:30.501664,"(41.0, 310.0, 174.0)","(6.5, 13.0, 9.7)","(1.5, 2.12, 1.5241666666666667)","(21.0, 80.0, 52.04545454545455)","(20.0, 200.0, 88.78571428571429)","(3.0, 5.1, 3.163448275862069)","(81.0, 580.0, 496.66666666666663)"
12-01-2023 18:09:31.646430,"(41.0, 310.0, 174.0)","(6.5, 13.0, 9.7)","(1.5, 2.12, 1.5241666666666667)","(21.0, 80.0, 52.04545454545455)","(20.0, 200.0, 88.78571428571429)","(3.0, 5.1, 3.163448275862069)","(81.0, 580.0, 496.66666666666663)"
12-01-2023 18:09:32.767684,"(41.0, 310.0, 174.0)","(6.5, 13.0, 9.7)","(1.5, 2.12, 1.5241666666666667)","(21.0, 80.0, 52.04545454545455)","(20.0, 200.0, 88.78571428571429)","(3.0, 5.1, 3.163448275862069)","(81.0, 580.0, 496.66666666666663)"
12-01-2023 18:09:33.838197,"(41.0, 310.0, 174.0)","(6.5, 13.0, 9.7)","(1.5, 2.12, 1.5241666666666667)","(21.0, 80.0, 52.04545454545455)","(20.0, 200.0, 88.78571428571429)","(3.0, 5.1, 3.163448275862069)","(81.0, 580.0, 496.66666666666663)"
12-01-2023 18:09:35.010751,"(41.0, 310.0, 174.0)","(6.5, 13.0, 9.7)","(1.5, 2.12, 1.5241666666666667)","(21.0, 80.0, 52.04545454545455)","(20.0, 200.0, 88.78571428571429)","(3.0, 5.1, 3.163448275862069)","(81.0, 580.0, 496.66666666666663)"
12-01-2023 18:09:36.165758,"(41.0, 310.0, 174.0)","(6.5, 13.0, 9.7)","(1.5, 2.12, 1.5241666666666667)","(21.0, 80.0, 52.04545454545455)","(20.0, 200.0, 88.78571428571429)","(3.0, 5.1, 3.163448275862069)","(81.0, 580.0, 496.66666666666663)"
12-01-2023 18:09:37.270703,"(41.0, 310.0, 174.0)","(6.5, 13.0, 9.7)","(1.5, 2.12, 1.5241666666666667)","(21.0, 80.0, 52.04545454545455)","(20.0, 200.0, 88.78571428571429)","(3.0, 5.1, 3.163448275862069)","(81.0, 580.0, 496.66666666666663)"
12-01-2023 18:09:38.468058,"(41.0, 310.0, 174.0)","(6.5, 13.0, 9.7)","(1.5, 2.12, 1.5241666666666667)","(21.0, 80.0, 52.04545454545455)","(20.0, 200.0, 88.78571428571429)","(3.0, 5.1, 3.163448275862069)","(81.0, 580.0, 496.66666666666663)"
12-01-2023 18:09:39.664568,"(41.0, 310.0, 174.0)","(6.5, 13.0, 9.7)","(1.5, 2.12, 1.5241666666666667)","(21.0, 80.0, 58.03571428571429)","(20.0, 200.0, 108.41176470588235)","(3.0, 5.1, 3.163448275862069)","(81.0, 580.0, 524.4444444444445)"
12-01-2023 18:09:40.782740,"(41.0, 310.0, 174.0)","(6.5, 13.0, 9.7)","(1.5, 2.12, 1.5241666666666667)","(21.0, 80.0, 58.03571428571429)","(20.0, 200.0, 96.2)","(3.0, 5.1, 3.163448275862069)","(81.0, 580.0, 530.0)"
12-01-2023 18:09:41.902380,"(41.0, 310.0, 174.0)","(6.5, 13.0, 9.7)","(1.5, 2.12, 1.5241666666666667)","(21.0, 80.0, 58.03571428571429)","(20.0, 200.0, 96.2)","(3.0, 5.1, 3.163448275862069)","(81.0, 580.0, 530.0)"
12-01-2023 18:09:43.044708,"(41.0, 310.0, 174.0)","(6.5, 13.0, 9.7)","(1.5, 2.12, 1.5241666666666667)","(21.0, 80.0, 58.03571428571429)","(20.0, 200.0, 96.2)","(3.0, 5.1, 3.163448275862069)","(81.0, 580.0, 530.0)"
12-01-2023 18:09:44.178696,"(41.0, 310.0, 174.0)","(6.5, 13.0, 9.7)","(1.5, 2.12, 1.5241666666666667)","(21.0, 80.0, 58.03571428571429)","(20.0, 200.0, 96.2)","(3.0, 5.1, 3.163448275862069)","(81.0, 580.0, 530.0)"
12-01-2023 18:09:45.476990,"(41.0, 310.0, 174.0)","(6.5, 13.0, 9.95)","(1.5, 2.12, 1.5241666666666667)","(21.0, 80.0, 58.03571428571429)","(20.0, 200.0, 96.2)","(3.0, 5.1, 3.163448275862069)","(81.0, 580.0, 530.0)"
12-01-2023 18:09:46.826372,"(41.0, 310.0, 174.0)","(6.5, 13.5, 9.7)","(1.5, 2.12, 1.5241666666666667)","(21.0, 80.0, 58.03571428571429)","(20.0, 200.0, 96.2)","(3.0, 5.1, 3.163448275862069)","(81.0, 580.0, 530.0)"
12-01-2023 18:09:48.068273,"(41.0, 310.0, 174.0)","(6.5, 13.0, 9.7)","(1.5, 2.12, 1.5241666666666667)","(21.0, 80.0, 58.03571428571429)","(20.0, 200.0, 96.2)","(3.0, 5.1, 3.163448275862069)","(81.0, 580.0, 530.0)"
12-01-2023 18:09:49.236104,"(41.0, 310.0, 174.0)","(6.5, 13.0, 9.7)","(1.5, 2.12, 1.5241666666666667)","(21.0, 80.0, 58.03571428571429)","(20.0, 200.0, 96.2)","(3.0, 5.1, 3.163448275862069)","(81.0, 580.0, 530.0)"
