,Erupting Avatar,Liberty Royal,Wagtail Demon,Emmas Image,Leo Giblet,Hillbilly Joker,Afro Puff,Reel It In
15-12-2022 13:19:53.389372,"(6.5, 9.2, 8.72)","(5.5, 5.7, 5.442857142857143)","(2.45, 2.88, 2.807741935483871)","(7.0, 11.0, 10.6)","(6.0, 10.5, 9.710714285714285)","(10.0, 14.5, 13.9)","(20.0, 42.0, 37.833333333333336)","(16.0, 25.0, 16.818181818181817)"
15-12-2022 13:19:54.473580,"(6.5, 9.0, 8.333333333333334)","(5.5, 5.7, 5.466666666666667)","(2.45, 2.88, 2.847272727272727)","(7.0, 11.0, 10.6)","(6.0, 10.5, 9.710714285714285)","(10.0, 14.5, 13.923076923076923)","(20.0, 42.0, 37.833333333333336)","(16.0, 25.0, 21.333333333333332)"
15-12-2022 13:19:55.515893,"(6.5, 9.0, 7.742857142857143)","(5.5, 5.7, 5.466666666666667)","(2.45, 2.88, 2.847272727272727)","(7.0, 11.0, 10.6)","(6.0, 10.5, 9.710714285714285)","(10.0, 14.5, 13.923076923076923)","(20.0, 42.0, 37.833333333333336)","(16.0, 24.0, 20.666666666666668)"
15-12-2022 13:19:56.554483,"(6.5, 9.0, 7.742857142857143)","(5.0, 5.7, 5.437931034482759)","(2.4, 2.88, 2.852)","(7.0, 11.0, 10.494736842105263)","(6.5, 10.5, 9.8625)","(10.0, 14.5, 13.923076923076923)","(21.0, 42.0, 37.833333333333336)","(16.0, 24.0, 20.4)"
15-12-2022 13:19:57.681326,"(6.5, 9.0, 7.9)","(5.0, 5.7, 5.421212121212121)","(2.4, 2.9, 2.8649999999999998)","(7.0, 11.0, 10.742857142857144)","(6.5, 10.5, 9.8625)","(10.0, 14.5, 13.923076923076923)","(21.0, 42.0, 37.833333333333336)","(16.0, 24.0, 20.4)"
15-12-2022 13:19:58.765670,"(6.5, 8.8, 8.553846153846154)","(5.0, 5.7, 5.421212121212121)","(2.4, 2.9, 2.8866666666666667)","(7.0, 11.0, 10.494736842105263)","(6.5, 10.5, 9.75)","(10.0, 14.5, 13.923076923076923)","(21.0, 42.0, 37.833333333333336)","(16.0, 24.0, 19.95)"
15-12-2022 13:19:59.835319,"(6.5, 8.8, 8.378947368421054)","(5.0, 5.6, 5.569999999999999)","(2.4, 2.9, 2.8565217391304345)","(7.0, 11.0, 10.742857142857144)","(6.5, 10.5, 9.75)","(10.0, 14.5, 13.923076923076923)","(21.0, 42.0, 37.833333333333336)","(16.0, 24.0, 19.95)"
15-12-2022 13:20:00.982735,"(6.5, 8.8, 8.218181818181819)","(5.0, 5.6, 5.4625)","(2.4, 2.9, 2.8684210526315788)","(7.0, 11.0, 10.742857142857144)","(6.5, 10.5, 9.75)","(10.0, 14.5, 13.923076923076923)","(21.0, 42.0, 37.833333333333336)","(16.0, 24.0, 19.95)"
15-12-2022 13:20:02.094704,"(6.5, 8.8, 8.218181818181819)","(5.0, 5.6, 5.466666666666667)","(2.4, 2.9, 2.87375)","(7.0, 11.0, 10.742857142857144)","(6.5, 10.5, 9.942857142857143)","(10.0, 14.5, 13.923076923076923)","(21.0, 42.0, 37.833333333333336)","(16.0, 24.0, 19.95)"
15-12-2022 13:20:03.200838,"(6.5, 8.8, 7.938461538461539)","(5.0, 5.6, 5.466666666666667)","(2.4, 2.9, 2.87375)","(7.0, 11.0, 10.742857142857144)","(6.5, 10.5, 9.942857142857143)","(10.0, 14.5, 13.923076923076923)","(21.0, 42.0, 37.833333333333336)","(16.0, 24.0, 20.666666666666668)"
15-12-2022 13:20:04.325992,"(6.5, 8.8, 8.523076923076923)","(5.0, 5.6, 5.4526315789473685)","(2.4, 2.9, 2.873333333333333)","(7.0, 11.0, 10.742857142857144)","(6.5, 10.5, 9.942857142857143)","(10.0, 14.5, 13.923076923076923)","(21.0, 42.0, 37.833333333333336)","(16.0, 24.0, 20.666666666666668)"
15-12-2022 13:20:05.433123,"(6.5, 8.8, 8.457142857142857)","(5.0, 5.6, 5.4526315789473685)","(2.4, 2.9, 2.873333333333333)","(7.0, 11.0, 10.494736842105263)","(6.5, 10.5, 9.6875)","(10.0, 14.5, 13.923076923076923)","(21.0, 42.0, 37.833333333333336)","(16.0, 24.0, 21.529411764705884)"
15-12-2022 13:20:06.629981,"(6.5, 8.8, 8.527272727272727)","(5.0, 5.6, 5.413333333333334)","(2.4, 2.9, 2.875)","(7.0, 11.0, 10.533333333333333)","(6.5, 10.5, 9.922222222222222)","(10.0, 14.5, 14.333333333333334)","(21.0, 42.0, 38.0)","(16.0, 23.0, 20.736842105263158)"
15-12-2022 13:20:07.981684,"(6.5, 8.8, 8.416)","(5.0, 5.6, 5.413333333333334)","(2.4, 2.9, 2.8842105263157896)","(7.0, 11.0, 10.4)","(6.5, 10.5, 9.922222222222222)","(10.0, 14.5, 14.363636363636363)","(21.0, 42.0, 38.0)","(16.0, 22.0, 20.736842105263158)"
15-12-2022 13:20:09.190249,"(6.5, 8.8, 8.416)","(5.0, 5.6, 5.413333333333334)","(2.4, 2.9, 2.8925)","(7.0, 11.0, 10.4)","(6.5, 10.5, 9.992682926829268)","(10.0, 14.5, 14.304347826086957)","(21.0, 42.0, 38.0)","(16.0, 22.0, 20.736842105263158)"
15-12-2022 13:20:10.473736,"(6.5, 8.8, 8.416)","(5.0, 5.6, 5.403333333333333)","(2.4, 2.9, 2.8833333333333333)","(7.0, 11.0, 10.307692307692308)","(6.5, 10.5, 10.04782608695652)","(10.0, 14.5, 14.363636363636363)","(21.0, 42.0, 38.0)","(16.0, 22.0, 20.941176470588236)"
15-12-2022 13:20:11.579521,"(6.5, 8.8, 8.457142857142857)","(5.0, 5.5, 5.324242424242424)","(2.4, 2.9, 2.871304347826087)","(7.0, 11.0, 10.307692307692308)","(6.5, 10.5, 10.0125)","(10.0, 14.5, 14.363636363636363)","(21.0, 42.0, 38.0)","(16.0, 22.0, 20.77777777777778)"
15-12-2022 13:20:12.804289,"(6.5, 8.8, 8.457142857142857)","(5.0, 5.9, 5.492592592592593)","(2.4, 2.9, 2.871304347826087)","(7.0, 11.0, 10.307692307692308)","(6.5, 10.5, 10.0125)","(10.0, 14.5, 14.363636363636363)","(21.0, 42.0, 38.0)","(16.0, 22.0, 20.77777777777778)"
15-12-2022 13:20:14.012688,"(6.5, 8.8, 8.184615384615384)","(5.0, 5.9, 5.620588235294118)","(2.4, 2.9, 2.8833333333333333)","(7.0, 11.0, 10.307692307692308)","(6.5, 10.5, 10.0125)","(10.0, 14.5, 14.363636363636363)","(21.0, 42.0, 37.35714285714286)","(16.0, 22.0, 20.77777777777778)"
15-12-2022 13:20:15.201971,"(6.5, 8.8, 7.9)","(5.0, 5.9, 5.620588235294118)","(2.4, 2.9, 2.9078260869565216)","(7.0, 11.0, 10.307692307692308)","(6.5, 10.5, 10.0125)","(10.0, 14.5, 14.363636363636363)","(21.0, 42.0, 37.35714285714286)","(16.0, 22.0, 20.77777777777778)"
15-12-2022 13:20:16.554111,"(6.5, 8.8, 8.211764705882354)","(5.0, 5.5, 5.575)","(2.4, 2.96, 2.9059999999999997)","(7.0, 11.0, 9.91)","(6.5, 10.5, 10.0125)","(10.0, 14.5, 14.363636363636363)","(21.0, 42.0, 38.0)","(16.0, 22.0, 20.666666666666668)"
15-12-2022 13:20:17.876495,"(6.5, 8.8, 8.133333333333335)","(5.0, 5.7, 5.53125)","(2.4, 2.96, 2.94)","(7.0, 11.0, 9.91)","(6.5, 10.5, 10.0125)","(10.0, 14.5, 14.363636363636363)","(21.0, 42.0, 37.35714285714286)","(16.0, 22.0, 20.666666666666668)"
15-12-2022 13:20:19.013282,"(6.5, 8.8, 7.709090909090909)","(5.0, 5.7, 5.5200000000000005)","(2.4, 2.98, 2.94)","(7.0, 11.0, 9.91)","(6.5, 10.5, 10.0125)","(10.0, 14.5, 14.363636363636363)","(21.0, 42.0, 37.35714285714286)","(16.0, 22.0, 20.666666666666668)"
15-12-2022 13:20:20.165285,"(6.5, 8.8, 8.266666666666667)","(5.0, 5.7, 5.430000000000001)","(2.4, 2.98, 2.94)","(7.0, 11.0, 9.90909090909091)","(6.5, 10.5, 9.805263157894737)","(10.0, 14.5, 14.363636363636363)","(21.0, 42.0, 38.0)","(16.0, 22.0, 20.666666666666668)"
15-12-2022 13:20:21.179971,"(6.5, 8.2, 7.8999999999999995)","(5.0, 5.4, 5.220000000000001)","(2.4, 2.94, 2.9299999999999997)","(7.0, 11.0, 9.90909090909091)","(6.5, 10.5, 9.805263157894737)","(10.0, 14.5, 14.363636363636363)","(21.0, 42.0, 38.0)","(16.0, 22.0, 20.666666666666668)"
15-12-2022 13:20:22.262794,"(6.5, 8.2, 7.8999999999999995)","(5.0, 5.4, 5.283333333333333)","(2.4, 2.94, 2.9299999999999997)","(7.0, 10.5, 9.853472222222223)","(6.5, 10.5, 10.225)","(10.0, 14.5, 14.363636363636363)","(21.0, 42.0, 38.0)","(16.0, 22.0, 20.666666666666668)"
15-12-2022 13:20:23.367577,"(6.5, 8.2, 7.8999999999999995)","(5.0, 5.4, 5.2250000000000005)","(2.4, 3.0, 2.962666666666667)","(7.0, 10.5, 9.273758865248226)","(6.5, 10.5, 10.225)","(10.0, 14.5, 14.363636363636363)","(21.0, 42.0, 38.0)","(16.0, 22.0, 20.666666666666668)"
15-12-2022 13:20:24.443622,"(6.5, 7.6, 7.576)","(5.0, 5.5, 5.4)","(2.4, 3.1, 2.988)","(7.0, 10.5, 9.457142857142857)","(6.5, 10.5, 10.111764705882353)","(10.0, 14.5, 14.333333333333334)","(21.0, 42.0, 37.35714285714286)","(16.0, 22.0, 20.666666666666668)"
15-12-2022 13:20:25.471699,"(6.5, 8.2, 8.173333333333332)","(5.0, 5.5, 5.4)","(2.4, 3.1, 2.988)","(7.0, 9.6, 9.457142857142857)","(6.5, 10.5, 10.111764705882353)","(10.0, 14.5, 14.363636363636363)","(21.0, 42.0, 38.0)","(16.0, 22.0, 20.666666666666668)"
15-12-2022 13:20:26.538552,"(6.5, 8.4, 7.733333333333333)","(5.0, 5.5, 5.38)","(2.4, 3.1, 3.0142857142857142)","(7.0, 9.4, 9.523076923076923)","(6.5, 10.5, 10.111764705882353)","(10.0, 14.5, 14.363636363636363)","(21.0, 42.0, 38.2962962962963)","(16.0, 22.0, 20.666666666666668)"
15-12-2022 13:20:27.618965,"(6.5, 8.4, 7.733333333333333)","(5.0, 5.5, 5.294736842105263)","(2.4, 3.05, 3.05)","(7.0, 9.6, 9.2)","(6.5, 10.5, 10.111764705882353)","(10.0, 14.5, 13.9375)","(21.0, 42.0, 38.0)","(16.0, 22.0, 20.666666666666668)"
15-12-2022 13:20:28.738416,"(6.5, 8.4, 7.733333333333333)","(5.0, 5.5, 5.316666666666666)","(2.4, 3.1, 3.033333333333333)","(7.0, 9.6, 9.2)","(6.5, 10.5, 10.111764705882353)","(10.0, 14.5, 13.857142857142858)","(21.0, 42.0, 38.0)","(16.0, 22.0, 20.666666666666668)"
15-12-2022 13:20:29.882758,"(6.5, 8.4, 8.25294117647059)","(5.0, 5.5, 5.321621621621621)","(2.4, 3.1, 2.9899999999999998)","(7.0, 9.8, 9.100000000000001)","(6.5, 10.5, 9.92)","(10.0, 14.5, 13.7)","(21.0, 42.0, 38.0)","(16.0, 22.0, 20.666666666666668)"
15-12-2022 13:20:31.063085,"(6.5, 8.2, 7.8999999999999995)","(5.0, 5.4, 5.377777777777778)","(2.45, 3.15, 3.063333333333333)","(7.0, 9.4, 9.280000000000001)","(6.5, 10.0, 10.266666666666666)","(10.0, 14.5, 13.666666666666666)","(21.0, 42.0, 38.0)","(16.0, 22.0, 20.666666666666668)"
15-12-2022 13:20:32.161639,"(6.5, 8.2, 8.049999999999999)","(4.8, 5.4, 5.377777777777778)","(2.5, 3.15, 3.0652173913043477)","(7.0, 9.4, 9.280000000000001)","(7.5, 10.5, 10.266666666666666)","(10.0, 14.5, 13.666666666666666)","(21.0, 42.0, 38.0)","(16.0, 22.0, 20.666666666666668)"
15-12-2022 13:20:33.257866,"(6.5, 8.2, 8.006451612903225)","(4.8, 5.4, 5.377777777777778)","(2.5, 3.15, 3.0764150943396227)","(7.0, 9.4, 9.057142857142857)","(7.5, 10.5, 10.225)","(10.0, 14.5, 13.666666666666666)","(21.0, 42.0, 38.0)","(16.0, 22.0, 20.666666666666668)"
15-12-2022 13:20:34.388125,"(6.5, 8.2, 8.046153846153846)","(4.8, 5.4, 5.377777777777778)","(2.5, 3.15, 3.0524999999999998)","(7.0, 9.4, 9.057142857142857)","(7.5, 10.5, 10.225)","(10.0, 14.5, 13.666666666666666)","(21.0, 42.0, 38.0)","(16.0, 22.0, 20.666666666666668)"
15-12-2022 13:20:35.455797,"(6.5, 8.2, 8.023529411764706)","(4.8, 5.4, 5.377777777777778)","(2.5, 3.15, 3.0524999999999998)","(7.0, 9.4, 9.057142857142857)","(7.5, 10.5, 10.258536585365853)","(10.0, 14.5, 13.666666666666666)","(21.0, 42.0, 38.0)","(16.0, 22.0, 20.666666666666668)"
15-12-2022 13:20:36.477699,"(6.5, 8.2, 8.028571428571428)","(4.8, 5.3, 5.271428571428571)","(2.5, 3.1, 3.017857142857143)","(7.0, 9.4, 9.066666666666666)","(7.5, 10.5, 10.275)","(10.0, 14.5, 14.071428571428571)","(21.0, 42.0, 38.0)","(16.0, 22.0, 20.666666666666668)"
15-12-2022 13:20:37.508252,"(6.5, 8.2, 7.993103448275861)","(4.8, 5.4, 5.390322580645162)","(2.5, 3.1, 3.004166666666667)","(7.0, 9.2, 9.066666666666666)","(7.5, 10.5, 10.275)","(10.0, 14.5, 15.5)","(21.0, 42.0, 38.0)","(16.0, 22.0, 20.666666666666668)"
15-12-2022 13:20:38.529224,"(6.5, 8.2, 7.993103448275861)","(4.8, 5.4, 5.388888888888889)","(2.5, 3.1, 3.002127659574468)","(7.0, 9.2, 9.066666666666666)","(7.0, 10.5, 10.292307692307691)","(10.0, 16.0, 14.5)","(21.0, 42.0, 38.0)","(16.0, 22.0, 20.625)"
15-12-2022 13:20:39.487296,"(6.5, 8.2, 7.949999999999999)","(4.8, 5.4, 5.386956521739131)","(2.5, 3.05, 2.9994444444444444)","(7.0, 9.2, 9.066666666666666)","(7.0, 10.5, 10.371428571428572)","(10.0, 15.5, 14.166666666666666)","(21.0, 42.0, 38.0)","(16.0, 22.0, 21.153846153846153)"
15-12-2022 13:20:40.531124,"(6.5, 8.2, 7.925)","(4.8, 5.5, 5.3)","(2.5, 3.05, 3.0142857142857142)","(7.0, 9.2, 9.066666666666666)","(7.0, 10.5, 10.371428571428572)","(10.0, 15.5, 14.033333333333333)","(21.0, 42.0, 38.0)","(16.0, 22.0, 21.153846153846153)"
15-12-2022 13:20:41.516251,"(6.5, 8.2, 7.925)","(4.8, 5.4, 5.331428571428572)","(2.5, 3.05, 3.033333333333333)","(7.0, 9.4, 9.076923076923077)","(7.0, 10.5, 10.371428571428572)","(10.0, 15.5, 14.166666666666666)","(21.0, 42.0, 38.0)","(16.0, 22.0, 21.153846153846153)"
15-12-2022 13:20:42.509955,"(6.5, 8.2, 7.925)","(4.8, 5.8, 5.587878787878788)","(2.5, 3.1, 3.0042553191489363)","(7.0, 9.4, 9.040000000000001)","(7.0, 10.5, 10.371428571428572)","(10.0, 15.5, 14.033333333333333)","(21.0, 42.0, 38.0)","(16.0, 22.0, 21.266666666666666)"
15-12-2022 13:20:43.526929,"(6.5, 8.2, 8.022222222222222)","(4.8, 5.7, 5.409090909090909)","(2.5, 3.05, 2.9916666666666667)","(7.0, 8.8, 8.404494382022472)","(7.0, 10.5, 10.371428571428572)","(10.0, 15.5, 14.033333333333333)","(21.0, 42.0, 38.0)","(16.0, 22.0, 21.266666666666666)"
15-12-2022 13:20:44.588766,"(6.5, 7.8, 7.763636363636364)","(4.8, 5.7, 5.514285714285714)","(2.5, 3.05, 3.0041666666666664)","(7.0, 8.8, 8.421505376344086)","(7.0, 10.5, 10.371428571428572)","(10.0, 15.5, 14.033333333333333)","(21.0, 42.0, 38.0)","(16.0, 22.0, 21.266666666666666)"
15-12-2022 13:20:45.668977,"(6.5, 8.2, 8.015384615384615)","(4.8, 5.7, 5.478260869565218)","(2.5, 3.05, 2.9907692307692306)","(7.0, 8.8, 8.421505376344086)","(7.0, 10.5, 10.354166666666666)","(10.0, 15.5, 13.944444444444445)","(21.0, 42.0, 38.0)","(16.0, 22.0, 21.266666666666666)"
15-12-2022 13:20:46.670428,"(6.5, 8.2, 8.032)","(4.8, 5.7, 5.430000000000001)","(2.5, 3.1, 2.9868571428571427)","(7.0, 8.8, 8.421505376344086)","(7.0, 10.5, 10.354166666666666)","(10.0, 15.5, 13.944444444444445)","(21.0, 42.0, 38.0)","(16.0, 22.0, 21.266666666666666)"
15-12-2022 13:20:47.834758,"(6.5, 8.2, 8.032)","(4.8, 5.7, 5.425000000000001)","(2.5, 3.1, 2.9984615384615383)","(7.0, 8.8, 8.07920792079208)","(7.0, 10.5, 10.354166666666666)","(10.0, 15.0, 13.125)","(21.0, 42.0, 38.0)","(16.0, 22.0, 21.266666666666666)"
15-12-2022 13:20:48.901708,"(6.5, 8.2, 8.032)","(4.8, 5.7, 5.385714285714285)","(2.5, 3.1, 3.0142857142857142)","(7.0, 8.8, 8.072727272727272)","(7.0, 10.5, 10.208333333333334)","(10.0, 15.0, 13.65)","(21.0, 42.0, 38.0)","(16.0, 22.0, 21.583333333333332)"
15-12-2022 13:20:50.012316,"(6.5, 8.2, 8.032)","(4.8, 5.7, 5.397297297297297)","(2.5, 3.1, 3.0608695652173914)","(7.0, 8.8, 8.571428571428571)","(7.0, 10.5, 10.208333333333334)","(10.0, 14.5, 14.01923076923077)","(21.0, 42.0, 38.0)","(16.0, 22.0, 21.6)"
15-12-2022 13:20:51.141856,"(6.5, 8.2, 7.978947368421052)","(4.8, 5.6, 5.45)","(2.5, 3.15, 3.0547619047619046)","(7.0, 8.6, 8.257142857142856)","(7.0, 10.5, 10.9)","(10.0, 14.5, 13.85)","(21.0, 42.0, 38.0)","(16.0, 22.0, 21.6)"
15-12-2022 13:20:52.256776,"(6.5, 8.2, 7.978947368421052)","(4.8, 5.5, 5.425)","(2.5, 3.15, 3.0547619047619046)","(7.0, 8.6, 8.365217391304348)","(7.0, 11.0, 10.806451612903226)","(10.0, 14.0, 13.75)","(21.0, 42.0, 38.666666666666664)","(16.0, 22.0, 21.6)"
15-12-2022 13:20:53.381099,"(6.5, 8.2, 7.978947368421052)","(4.8, 5.5, 5.3125)","(2.5, 3.15, 3.094444444444444)","(7.0, 8.6, 8.333333333333334)","(7.0, 11.0, 10.691428571428572)","(10.0, 14.0, 13.75)","(21.0, 42.0, 39.27272727272727)","(16.0, 22.0, 21.73913043478261)"
15-12-2022 13:20:54.521178,"(6.5, 8.2, 7.978947368421052)","(4.8, 5.5, 5.328571428571428)","(2.5, 3.1, 3.096078431372549)","(7.0, 8.6, 8.333333333333334)","(7.0, 11.0, 10.1)","(10.0, 14.0, 13.75)","(21.0, 42.0, 39.27272727272727)","(16.0, 22.0, 21.73913043478261)"
15-12-2022 13:20:55.577579,"(6.5, 8.2, 7.763636363636363)","(4.8, 5.5, 5.356)","(2.5, 3.1, 3.06)","(7.0, 8.6, 8.333333333333334)","(7.0, 11.0, 10.1)","(10.0, 14.0, 13.75)","(21.0, 42.0, 39.27272727272727)","(16.0, 22.0, 21.6)"
15-12-2022 13:20:56.715736,"(6.5, 8.2, 7.675)","(4.8, 5.3, 5.2875)","(2.5, 3.1, 3.06)","(7.0, 8.6, 8.24)","(7.0, 11.0, 10.4)","(10.0, 14.0, 13.75)","(21.0, 42.0, 39.27272727272727)","(16.0, 24.0, 23.391304347826086)"
15-12-2022 13:20:57.817853,"(6.5, 8.2, 7.659999999999999)","(4.8, 5.4, 5.276923076923077)","(2.5, 3.1, 3.06)","(7.0, 8.6, 8.24)","(7.0, 11.0, 10.8)","(10.0, 14.0, 13.75)","(21.0, 42.0, 39.27272727272727)","(16.0, 24.0, 23.5625)"
15-12-2022 13:20:58.941645,"(6.5, 8.2, 7.659999999999999)","(4.8, 5.4, 5.300000000000001)","(2.5, 3.1, 3.06)","(7.0, 8.6, 8.115384615384615)","(7.0, 11.0, 10.64102564102564)","(10.0, 14.0, 13.75)","(21.0, 42.0, 39.27272727272727)","(16.0, 24.0, 23.862068965517242)"
15-12-2022 13:21:00.025643,"(6.5, 7.6, 7.58125)","(4.8, 5.4, 5.266666666666667)","(2.5, 3.1, 3.09)","(7.0, 8.6, 8.133333333333333)","(7.0, 11.0, 10.564102564102564)","(10.0, 14.0, 13.75)","(21.0, 42.0, 39.27272727272727)","(16.0, 24.0, 23.862068965517242)"
15-12-2022 13:21:01.052819,"(6.5, 8.2, 7.659999999999999)","(4.8, 5.4, 5.2125)","(2.5, 3.15, 3.0630434782608695)","(7.0, 8.6, 8.133333333333333)","(7.0, 11.0, 10.61111111111111)","(10.0, 14.0, 13.75)","(21.0, 42.0, 39.27272727272727)","(16.0, 24.0, 23.8)"
15-12-2022 13:21:02.041551,"(6.5, 8.2, 7.659999999999999)","(4.8, 5.4, 5.26875)","(2.5, 3.15, 3.0630434782608695)","(7.0, 8.6, 8.08108108108108)","(7.0, 11.0, 10.61111111111111)","(10.0, 14.0, 13.653846153846153)","(21.0, 42.0, 39.27272727272727)","(16.0, 24.0, 23.82608695652174)"
15-12-2022 13:21:03.078028,"(6.5, 8.2, 7.908571428571428)","(4.8, 5.3, 5.181818181818182)","(2.5, 3.15, 3.06743119266055)","(7.0, 8.6, 8.185454545454546)","(7.0, 11.0, 10.627450980392156)","(10.0, 14.0, 13.181818181818182)","(21.0, 42.0, 39.27272727272727)","(16.0, 24.0, 23.82608695652174)"
15-12-2022 13:21:04.132940,"(6.5, 8.0, 7.818181818181818)","(4.8, 5.3, 5.251515151515151)","(2.5, 3.15, 3.1164179104477614)","(7.0, 8.6, 8.185454545454546)","(7.0, 11.0, 10.627450980392156)","(10.0, 14.0, 13.181818181818182)","(21.0, 42.0, 39.27272727272727)","(16.0, 24.0, 23.580645161290324)"
15-12-2022 13:21:05.178767,"(6.5, 8.0, 7.88235294117647)","(4.8, 5.3, 5.222727272727273)","(2.5, 3.15, 3.125238095238095)","(7.0, 8.6, 8.167213114754098)","(7.0, 11.0, 10.56140350877193)","(10.0, 14.0, 13.833333333333334)","(21.0, 42.0, 39.69230769230769)","(16.0, 24.0, 23.580645161290324)"
15-12-2022 13:21:06.239510,"(6.5, 8.0, 7.946666666666666)","(4.8, 5.3, 5.241935483870968)","(2.5, 3.0, 2.98352)","(7.0, 8.6, 8.174193548387096)","(7.0, 11.0, 10.583333333333334)","(10.0, 14.0, 13.833333333333334)","(21.0, 42.0, 39.69230769230769)","(16.0, 24.0, 23.580645161290324)"
15-12-2022 13:21:07.284955,"(6.5, 8.0, 7.962790697674419)","(4.4, 5.4, 5.34)","(2.6, 2.98, 2.9678260869565216)","(7.0, 8.6, 8.328571428571427)","(8.0, 11.0, 10.535714285714286)","(10.0, 14.0, 13.4)","(26.0, 42.0, 40.91891891891892)","(17.0, 24.0, 23.52)"
15-12-2022 13:21:08.384547,"(6.5, 8.2, 8.092307692307692)","(4.4, 5.4, 5.345454545454546)","(2.6, 2.98, 2.9588888888888887)","(7.0, 8.6, 8.432258064516128)","(8.0, 11.0, 10.527777777777779)","(10.0, 14.0, 13.447368421052632)","(26.0, 42.0, 40.94736842105263)","(17.0, 24.0, 25.88235294117647)"
15-12-2022 13:21:09.429067,"(6.5, 8.6, 8.3)","(4.4, 5.4, 5.2844444444444445)","(2.6, 2.94, 2.915)","(7.0, 8.6, 8.4)","(8.0, 11.0, 10.527777777777779)","(10.0, 14.0, 13.59090909090909)","(26.0, 42.0, 40.94736842105263)","(17.0, 26.0, 25.636363636363637)"
15-12-2022 13:21:10.489526,"(6.5, 8.6, 8.36)","(4.4, 5.4, 5.296)","(2.6, 2.94, 2.893846153846154)","(7.0, 8.6, 8.423529411764706)","(8.0, 11.0, 10.535714285714286)","(10.0, 14.0, 13.461538461538462)","(26.0, 42.0, 40.94736842105263)","(17.0, 26.0, 25.44)"
15-12-2022 13:21:11.515784,"(6.5, 8.6, 8.45)","(4.4, 5.4, 5.311864406779661)","(2.6, 2.92, 2.886)","(7.0, 8.6, 8.423529411764706)","(8.0, 11.0, 10.535714285714286)","(10.0, 14.0, 13.461538461538462)","(26.0, 42.0, 40.94736842105263)","(17.0, 26.0, 25.727272727272727)"
15-12-2022 13:21:12.545128,"(6.5, 8.6, 8.555555555555555)","(4.4, 5.4, 5.317857142857143)","(2.6, 2.9, 2.8808)","(7.0, 8.6, 8.423529411764706)","(8.0, 11.0, 10.689655172413794)","(10.0, 14.0, 13.5)","(26.0, 42.0, 40.94736842105263)","(17.0, 26.0, 25.9)"
15-12-2022 13:21:13.618627,"(6.5, 9.0, 8.55)","(4.4, 5.4, 5.343478260869565)","(2.6, 2.9, 2.873333333333333)","(7.0, 8.6, 8.423529411764706)","(8.0, 11.0, 10.574074074074074)","(10.0, 14.0, 13.45)","(26.0, 42.0, 40.94736842105263)","(17.0, 26.0, 25.9)"
15-12-2022 13:21:14.696500,"(6.5, 9.0, 8.525)","(4.4, 5.4, 5.3128205128205135)","(2.6, 2.88, 2.861818181818182)","(7.0, 8.6, 8.4375)","(8.0, 11.0, 10.75)","(10.0, 14.0, 13.5)","(26.0, 42.0, 40.94736842105263)","(17.0, 26.0, 26.923076923076923)"
15-12-2022 13:21:16.104725,"(6.5, 9.0, 8.64375)","(4.4, 5.4, 5.3187500000000005)","(2.6, 2.88, 2.8285714285714283)","(7.0, 8.6, 8.466666666666667)","(8.0, 11.0, 10.85)","(10.0, 14.0, 13.5)","(26.0, 42.0, 40.57142857142857)","(17.0, 28.0, 26.09090909090909)"
15-12-2022 13:21:17.252232,"(6.5, 9.0, 8.606896551724137)","(4.4, 5.4, 5.3187500000000005)","(2.6, 2.86, 2.8274999999999997)","(7.0, 8.6, 8.418181818181818)","(8.0, 11.0, 10.88888888888889)","(10.0, 14.0, 13.44)","(26.0, 42.0, 41.23076923076923)","(17.0, 28.0, 27.391304347826086)"
15-12-2022 13:21:18.382880,"(6.5, 9.0, 8.64375)","(4.4, 5.4, 5.339534883720931)","(2.6, 2.84, 2.835652173913043)","(7.0, 8.6, 8.418181818181818)","(8.0, 11.0, 10.705882352941176)","(10.0, 14.0, 13.44)","(26.0, 42.0, 41.23076923076923)","(18.0, 28.0, 27.416666666666668)"
15-12-2022 13:21:19.674598,"(6.5, 9.0, 8.7)","(4.4, 5.4, 5.333333333333334)","(2.6, 2.84, 2.831304347826087)","(7.0, 8.6, 8.44)","(8.0, 11.0, 10.4)","(10.0, 14.0, 13.5)","(26.0, 42.0, 41.23076923076923)","(18.0, 28.0, 27.5)"
15-12-2022 13:21:20.804137,"(6.5, 9.0, 8.721951219512196)","(4.4, 5.4, 5.323076923076924)","(2.6, 2.84, 2.8375)","(7.0, 8.6, 8.394285714285713)","(8.0, 10.5, 10.620689655172415)","(10.0, 14.0, 13.857142857142858)","(26.0, 42.0, 41.45454545454545)","(18.0, 28.0, 27.652173913043477)"
15-12-2022 13:21:21.861216,"(6.5, 8.8, 8.690909090909091)","(4.4, 5.2, 5.195833333333334)","(2.6, 2.9, 2.8499999999999996)","(7.0, 8.6, 8.394285714285713)","(8.0, 11.0, 10.620689655172415)","(10.0, 14.0, 13.857142857142858)","(26.0, 42.0, 41.45454545454545)","(18.0, 28.0, 27.652173913043477)"
