,Love My Key,Terrific Janine,Agera,Levente,Local Doll,Potch,Copy Cat,Quest For Extra
12-01-2023 17:59:41.369613,"(15.0, 36.0, 26.466666666666665)","(10.0, 17.0, 16.142857142857142)","(10.0, 11.5, 10.777777777777779)","(61.0, 80.0, 78.63636363636364)","(7.5, 18.0, 16.59375)","(8.5, 15.0, 14.8)","(10.0, 19.0, 16.46)","(1.5, 1.66, 1.6562962962962962)"
12-01-2023 17:59:42.742503,"(15.0, 36.0, 32.94117647058823)","(10.0, 17.0, 16.714285714285715)","(10.0, 11.5, 10.568965517241379)","(61.0, 80.0, 78.5)","(7.5, 18.0, 16.59375)","(8.5, 15.0, 14.857142857142858)","(10.0, 18.5, 16.74137931034483)","(1.5, 1.66, 1.656)"
12-01-2023 17:59:44.135593,"(15.0, 36.0, 28.352941176470587)","(10.0, 17.0, 16.714285714285715)","(10.0, 11.5, 10.482142857142858)","(61.0, 80.0, 78.5)","(7.5, 18.0, 16.59375)","(8.5, 15.0, 16.31818181818182)","(10.0, 18.5, 17.807692307692307)","(1.5, 1.67, 1.6368965517241378)"
12-01-2023 17:59:45.438898,"(15.0, 36.0, 31.32)","(10.0, 18.5, 17.25)","(10.0, 11.5, 10.5)","(61.0, 80.0, 78.63636363636364)","(7.5, 18.0, 16.72222222222222)","(8.5, 16.5, 16.214285714285715)","(10.0, 18.0, 16.804347826086957)","(1.5, 1.67, 1.6396153846153847)"
12-01-2023 17:59:46.777141,"(15.0, 36.0, 31.5)","(10.0, 18.5, 17.25)","(10.0, 11.5, 10.5)","(61.0, 80.0, 78.63636363636364)","(7.5, 17.5, 16.72222222222222)","(8.5, 16.5, 16.214285714285715)","(10.0, 18.0, 16.53448275862069)","(1.5, 1.65, 1.6396153846153847)"
12-01-2023 17:59:48.124190,"(15.0, 36.0, 31.047619047619047)","(10.0, 18.5, 17.25)","(10.0, 11.5, 10.5)","(61.0, 80.0, 78.63636363636364)","(7.5, 17.5, 16.72222222222222)","(8.5, 16.5, 16.125)","(10.0, 18.0, 16.53448275862069)","(1.5, 1.65, 1.6396153846153847)"
12-01-2023 17:59:49.516075,"(15.0, 36.0, 31.047619047619047)","(10.0, 18.5, 17.25)","(10.0, 11.5, 10.5)","(61.0, 80.0, 78.63636363636364)","(7.5, 17.5, 16.605263157894736)","(8.5, 16.5, 16.142857142857142)","(10.0, 18.0, 16.53448275862069)","(1.5, 1.65, 1.6396153846153847)"
12-01-2023 17:59:50.845278,"(15.0, 36.0, 31.047619047619047)","(10.0, 18.5, 17.25)","(10.0, 11.5, 10.5)","(61.0, 80.0, 78.5)","(7.5, 17.5, 16.555555555555557)","(8.5, 16.5, 16.142857142857142)","(10.0, 18.0, 16.53448275862069)","(1.5, 1.65, 1.6442857142857141)"
12-01-2023 17:59:52.092487,"(15.0, 36.0, 31.047619047619047)","(10.0, 18.5, 17.25)","(10.0, 11.5, 10.5)","(61.0, 80.0, 78.5)","(7.5, 17.5, 16.5)","(8.5, 16.5, 16.142857142857142)","(10.0, 18.0, 16.53448275862069)","(1.5, 1.65, 1.6442857142857141)"
12-01-2023 17:59:53.441557,"(15.0, 36.0, 29.5)","(10.0, 18.5, 17.25)","(10.0, 11.5, 10.7)","(61.0, 80.0, 78.63636363636364)","(7.5, 17.0, 16.166666666666668)","(8.5, 16.5, 15.944444444444445)","(10.0, 18.0, 16.916666666666668)","(1.5, 1.65, 1.628076923076923)"
12-01-2023 17:59:54.814719,"(15.0, 36.0, 29.5)","(10.0, 18.5, 17.5625)","(10.0, 11.0, 10.482758620689655)","(61.0, 80.0, 78.63636363636364)","(7.5, 17.0, 16.166666666666668)","(8.5, 16.5, 16.0)","(10.0, 17.5, 16.379310344827587)","(1.5, 1.63, 1.6272222222222221)"
12-01-2023 17:59:56.244889,"(15.0, 36.0, 29.5)","(10.0, 18.5, 17.5625)","(10.0, 11.0, 10.482758620689655)","(61.0, 80.0, 78.63636363636364)","(7.5, 17.0, 16.166666666666668)","(8.5, 16.5, 16.25)","(10.0, 17.0, 16.379310344827587)","(1.5, 1.63, 1.6395192307692308)"
12-01-2023 17:59:57.730634,"(15.0, 36.0, 31.047619047619047)","(10.0, 18.5, 17.5625)","(10.0, 11.0, 10.375)","(61.0, 80.0, 79.21052631578948)","(7.5, 17.0, 16.166666666666668)","(8.5, 16.5, 16.75)","(10.0, 17.0, 16.454545454545453)","(1.5, 1.64, 1.6344444444444444)"
12-01-2023 17:59:59.139327,"(15.0, 36.0, 31.047619047619047)","(10.0, 18.5, 18.0)","(10.0, 10.5, 9.75)","(61.0, 80.0, 79.11764705882354)","(7.5, 17.0, 15.928571428571429)","(8.5, 17.0, 18.016129032258064)","(10.0, 16.5, 16.454545454545453)","(1.5, 1.64, 1.636)"
12-01-2023 18:00:00.787577,"(15.0, 36.0, 33.028571428571425)","(10.0, 18.5, 17.923076923076923)","(10.0, 10.0, 9.78)","(61.0, 80.0, 79.11764705882354)","(7.5, 17.0, 15.928571428571429)","(8.5, 18.5, 18.016129032258064)","(10.0, 16.5, 16.452380952380953)","(1.5, 1.64, 1.6381481481481481)"
12-01-2023 18:00:02.147670,"(15.0, 36.0, 33.028571428571425)","(10.0, 18.5, 17.923076923076923)","(10.0, 10.5, 9.78)","(61.0, 80.0, 79.21052631578948)","(7.5, 17.0, 16.166666666666668)","(8.5, 18.5, 18.016129032258064)","(10.0, 16.5, 16.25)","(1.5, 1.64, 1.6344444444444444)"
12-01-2023 18:00:03.457520,"(15.0, 36.0, 29.5)","(10.0, 18.5, 17.964285714285715)","(10.0, 10.5, 9.78)","(61.0, 80.0, 79.21052631578948)","(7.5, 17.0, 16.11764705882353)","(8.5, 18.5, 18.016129032258064)","(10.0, 17.0, 16.3)","(1.5, 1.64, 1.6286956521739129)"
12-01-2023 18:00:04.850134,"(15.0, 36.0, 29.5)","(10.0, 18.5, 17.964285714285715)","(10.0, 10.5, 9.78)","(61.0, 80.0, 79.11764705882354)","(7.5, 17.0, 16.11764705882353)","(8.5, 18.5, 18.016129032258064)","(10.0, 17.5, 16.3)","(1.5, 1.63, 1.6377777777777778)"
12-01-2023 18:00:06.225549,"(15.0, 36.0, 29.5)","(10.0, 18.5, 17.964285714285715)","(10.0, 10.5, 9.78)","(61.0, 80.0, 79.11764705882354)","(7.5, 17.0, 16.11764705882353)","(8.5, 18.5, 17.923076923076923)","(10.0, 17.5, 16.15)","(1.5, 1.64, 1.6377777777777778)"
12-01-2023 18:00:07.527235,"(15.0, 36.0, 29.5)","(10.0, 18.5, 17.923076923076923)","(10.0, 10.5, 9.78)","(61.0, 80.0, 79.0)","(7.5, 17.0, 16.0625)","(8.5, 18.5, 17.25)","(10.0, 17.5, 16.879310344827587)","(1.5, 1.64, 1.6377777777777778)"
12-01-2023 18:00:08.716213,"(15.0, 36.0, 29.5)","(10.0, 18.5, 17.923076923076923)","(10.0, 10.5, 9.75)","(61.0, 80.0, 79.0)","(7.5, 17.0, 15.928571428571429)","(8.5, 18.0, 17.25)","(10.0, 17.5, 16.879310344827587)","(1.5, 1.64, 1.6387179487179486)"
12-01-2023 18:00:10.062237,"(15.0, 36.0, 29.5)","(10.0, 18.5, 18.0)","(10.0, 10.0, 9.388235294117646)","(61.0, 80.0, 79.0)","(7.5, 17.0, 15.928571428571429)","(8.5, 18.0, 17.5)","(10.0, 17.5, 16.75)","(1.5, 1.64, 1.6384999999999998)"
12-01-2023 18:00:11.448492,"(15.0, 36.0, 29.5)","(10.0, 18.5, 19.333333333333332)","(10.0, 10.0, 9.418181818181818)","(61.0, 80.0, 79.11764705882354)","(7.5, 17.0, 16.11764705882353)","(8.5, 18.0, 18.045454545454547)","(10.0, 17.5, 16.7)","(1.5, 1.64, 1.6173394495412845)"
12-01-2023 18:00:12.693118,"(15.0, 36.0, 31.666666666666668)","(10.0, 21.0, 19.333333333333332)","(10.0, 9.8, 9.36)","(61.0, 80.0, 79.11764705882354)","(7.5, 17.0, 16.11764705882353)","(8.5, 18.5, 17.979166666666668)","(10.0, 17.5, 16.7)","(1.5, 1.62, 1.6190909090909091)"
12-01-2023 18:00:13.952851,"(15.0, 36.0, 31.975)","(10.0, 21.0, 18.857142857142858)","(10.0, 9.8, 9.725000000000001)","(61.0, 80.0, 79.44444444444444)","(7.5, 17.0, 16.210526315789473)","(8.5, 18.5, 17.979166666666668)","(10.0, 17.5, 16.6)","(1.5, 1.62, 1.6187912087912089)"
12-01-2023 18:00:15.319844,"(15.0, 36.0, 31.975)","(10.0, 21.0, 18.75)","(10.0, 9.8, 9.6)","(61.0, 80.0, 79.44444444444444)","(7.5, 17.0, 16.137931034482758)","(8.5, 18.5, 17.25)","(10.0, 17.5, 16.7)","(1.5, 1.62, 1.6187912087912089)"
12-01-2023 18:00:16.708106,"(15.0, 36.0, 31.975)","(10.0, 21.0, 18.75)","(10.0, 9.8, 9.725000000000001)","(61.0, 80.0, 79.4)","(7.5, 17.0, 15.790322580645162)","(8.5, 18.5, 17.38888888888889)","(10.0, 17.5, 17.38235294117647)","(1.5, 1.62, 1.6168115942028987)"
12-01-2023 18:00:17.989278,"(15.0, 36.0, 31.975)","(10.0, 21.0, 18.666666666666668)","(10.0, 9.8, 9.707692307692309)","(61.0, 80.0, 79.4)","(7.5, 17.0, 15.828125)","(8.5, 18.5, 17.38888888888889)","(10.0, 18.0, 17.214285714285715)","(1.5, 1.62, 1.6264912280701753)"
12-01-2023 18:00:19.218075,"(15.0, 36.0, 31.975)","(10.0, 21.0, 18.666666666666668)","(10.0, 9.8, 9.5)","(61.0, 80.0, 79.44444444444444)","(7.5, 17.0, 16.107142857142858)","(8.5, 18.5, 18.25)","(10.0, 18.0, 17.333333333333332)","(1.5, 1.63, 1.6190384615384616)"
12-01-2023 18:00:20.535199,"(15.0, 36.0, 31.975)","(10.0, 21.0, 18.666666666666668)","(10.0, 9.8, 9.5)","(61.0, 80.0, 79.44444444444444)","(7.5, 17.0, 16.074074074074073)","(8.5, 18.5, 18.045454545454547)","(10.0, 18.0, 17.333333333333332)","(1.5, 1.62, 1.6190384615384616)"
12-01-2023 18:00:21.934789,"(15.0, 36.0, 31.975)","(10.0, 21.0, 18.666666666666668)","(10.0, 9.8, 9.5)","(61.0, 80.0, 79.44444444444444)","(7.5, 17.0, 16.074074074074073)","(8.5, 18.5, 18.045454545454547)","(10.0, 18.0, 17.125)","(1.5, 1.62, 1.6190384615384616)"
12-01-2023 18:00:23.363221,"(15.0, 36.0, 31.975)","(10.0, 21.0, 18.666666666666668)","(10.0, 9.8, 9.411764705882353)","(61.0, 80.0, 79.44444444444444)","(7.5, 17.0, 16.074074074074073)","(8.5, 18.5, 18.362068965517242)","(10.0, 18.0, 17.142857142857142)","(1.5, 1.62, 1.6190384615384616)"
12-01-2023 18:00:24.690567,"(15.0, 36.0, 33.57692307692308)","(10.0, 21.0, 18.833333333333332)","(10.0, 9.8, 9.411764705882353)","(61.0, 80.0, 88.33333333333333)","(7.5, 17.0, 16.03846153846154)","(8.5, 18.5, 18.1875)","(10.0, 18.0, 17.833333333333332)","(1.5, 1.62, 1.6237704918032787)"
12-01-2023 18:00:26.299770,"(15.0, 34.0, 31.185185185185183)","(10.0, 20.0, 18.583333333333332)","(10.0, 9.8, 9.411764705882353)","(61.0, 95.0, 88.33333333333333)","(7.5, 17.0, 15.928571428571429)","(8.5, 18.5, 18.1875)","(10.0, 18.0, 17.58823529411765)","(1.5, 1.63, 1.626206896551724)"
12-01-2023 18:00:27.914366,"(15.0, 34.0, 31.523809523809526)","(10.0, 20.0, 18.333333333333332)","(10.0, 9.8, 9.411764705882353)","(61.0, 95.0, 90.5)","(7.5, 17.0, 16.107142857142858)","(8.5, 18.5, 18.2)","(10.0, 18.0, 17.58823529411765)","(1.5, 1.63, 1.628103448275862)"
12-01-2023 18:00:29.399006,"(15.0, 34.0, 30.75)","(10.0, 19.0, 17.75)","(10.0, 9.8, 9.411764705882353)","(61.0, 95.0, 86.66666666666667)","(7.5, 17.0, 16.107142857142858)","(8.5, 18.5, 18.285714285714285)","(10.0, 18.0, 17.625)","(1.5, 1.63, 1.628103448275862)"
12-01-2023 18:00:30.970490,"(15.0, 34.0, 30.75)","(10.0, 19.0, 17.25)","(10.0, 9.8, 9.411764705882353)","(61.0, 95.0, 86.66666666666667)","(7.5, 17.0, 15.928571428571429)","(8.5, 18.5, 18.058823529411764)","(10.0, 18.0, 17.833333333333332)","(1.5, 1.64, 1.6396078431372547)"
12-01-2023 18:00:32.513738,"(15.0, 34.0, 30.52173913043478)","(10.0, 18.0, 16.90909090909091)","(10.0, 9.8, 9.411764705882353)","(61.0, 95.0, 93.21428571428572)","(7.5, 16.5, 15.6)","(8.5, 18.5, 18.285714285714285)","(10.0, 18.0, 17.833333333333332)","(1.5, 1.65, 1.6455555555555554)"
12-01-2023 18:00:33.982073,"(15.0, 34.0, 30.52173913043478)","(10.0, 18.0, 17.2)","(10.0, 9.8, 9.411764705882353)","(61.0, 95.0, 93.14814814814815)","(7.5, 16.0, 14.444444444444445)","(8.5, 18.5, 18.41176470588235)","(10.0, 18.0, 17.76923076923077)","(1.5, 1.65, 1.6495238095238094)"
12-01-2023 18:00:35.507502,"(15.0, 34.0, 31.142857142857142)","(10.0, 18.0, 17.2)","(10.0, 9.8, 9.35)","(61.0, 95.0, 93.14814814814815)","(7.5, 15.0, 14.307692307692308)","(8.5, 18.5, 18.41176470588235)","(10.0, 18.0, 18.178571428571427)","(1.5, 1.65, 1.6481632653061224)"
12-01-2023 18:00:36.875787,"(15.0, 34.0, 31.142857142857142)","(10.0, 18.0, 17.2)","(10.0, 9.8, 9.35)","(61.0, 95.0, 93.21428571428572)","(7.5, 15.0, 14.357142857142858)","(8.5, 18.5, 18.3)","(10.0, 18.5, 18.25)","(1.5, 1.66, 1.646)"
12-01-2023 18:00:38.276192,"(15.0, 34.0, 31.032258064516128)","(10.0, 18.0, 17.11111111111111)","(10.0, 9.8, 9.252173913043478)","(61.0, 95.0, 93.21428571428572)","(7.5, 15.0, 14.205882352941176)","(8.5, 18.5, 18.75)","(10.0, 18.5, 18.178571428571427)","(1.5, 1.65, 1.6433333333333333)"
12-01-2023 18:00:39.672881,"(15.0, 34.0, 30.666666666666668)","(10.0, 18.0, 17.11111111111111)","(10.0, 9.8, 9.242105263157894)","(61.0, 95.0, 93.14814814814815)","(7.5, 15.0, 13.852941176470589)","(8.5, 19.5, 20.045454545454547)","(10.0, 18.5, 18.022727272727273)","(1.5, 1.66, 1.6497297297297295)"
12-01-2023 18:00:41.023369,"(16.0, 34.0, 30.666666666666668)","(11.0, 18.0, 17.125)","(8.5, 9.6, 9.253333333333332)","(61.0, 95.0, 93.14814814814815)","(9.0, 15.0, 13.88888888888889)","(10.0, 21.0, 20.204545454545453)","(11.0, 18.5, 18.40625)","(1.45, 1.65, 1.6497590361445782)"
12-01-2023 18:00:42.368821,"(17.0, 34.0, 30.666666666666668)","(11.0, 18.0, 17.125)","(8.5, 9.6, 9.253333333333332)","(61.0, 95.0, 93.14814814814815)","(9.0, 14.0, 13.798507462686567)","(10.0, 21.0, 18.954545454545453)","(11.0, 18.5, 18.785714285714285)","(1.45, 1.65, 1.651111111111111)"
12-01-2023 18:00:43.718926,"(17.0, 34.0, 31.419354838709676)","(11.0, 18.0, 17.333333333333332)","(8.5, 9.6, 9.253333333333332)","(61.0, 95.0, 93.14814814814815)","(9.0, 14.0, 13.798507462686567)","(10.0, 21.0, 18.954545454545453)","(11.0, 19.0, 19.285714285714285)","(1.45, 1.66, 1.6483333333333332)"
12-01-2023 18:00:45.070767,"(17.0, 34.0, 30.59259259259259)","(11.0, 18.0, 17.185185185185183)","(8.5, 9.6, 9.242105263157894)","(61.0, 95.0, 93.14814814814815)","(9.0, 14.0, 13.948275862068966)","(10.0, 21.0, 18.954545454545453)","(11.0, 20.0, 18.81578947368421)","(1.45, 1.65, 1.6475)"
12-01-2023 18:00:46.382822,"(17.0, 34.0, 30.59259259259259)","(11.0, 18.0, 17.185185185185183)","(8.5, 9.6, 9.242105263157894)","(61.0, 95.0, 93.14814814814815)","(9.0, 14.5, 14.526315789473685)","(10.0, 21.0, 19.166666666666668)","(11.0, 20.0, 18.81578947368421)","(1.45, 1.65, 1.6455555555555554)"
12-01-2023 18:00:47.701125,"(17.0, 34.0, 30.666666666666668)","(11.0, 17.5, 17.03846153846154)","(8.5, 9.6, 9.242105263157894)","(61.0, 95.0, 93.14814814814815)","(9.0, 15.0, 14.6)","(10.0, 21.0, 19.821428571428573)","(11.0, 20.0, 18.81578947368421)","(1.45, 1.65, 1.6386956521739129)"
12-01-2023 18:00:48.863347,"(17.0, 34.0, 31.24137931034483)","(11.0, 17.5, 17.03846153846154)","(8.5, 9.6, 9.35)","(61.0, 95.0, 93.14814814814815)","(9.0, 15.0, 14.071428571428571)","(10.0, 21.0, 19.0)","(11.0, 20.0, 18.81578947368421)","(1.45, 1.64, 1.6444444444444444)"
12-01-2023 18:00:50.226147,"(17.0, 34.0, 30.666666666666668)","(11.0, 17.5, 17.03846153846154)","(8.5, 9.4, 9.1)","(61.0, 95.0, 93.14814814814815)","(9.0, 14.5, 14.083333333333334)","(10.0, 21.0, 19.75)","(11.0, 20.0, 19.88095238095238)","(1.45, 1.65, 1.6445454545454545)"
12-01-2023 18:00:51.543386,"(17.0, 34.0, 30.666666666666668)","(11.0, 17.5, 17.03846153846154)","(8.5, 9.2, 8.866666666666667)","(61.0, 95.0, 93.14814814814815)","(9.0, 14.5, 13.84375)","(10.0, 21.0, 19.22222222222222)","(11.0, 20.0, 19.076923076923077)","(1.45, 1.65, 1.6445454545454545)"
12-01-2023 18:00:52.873092,"(17.0, 34.0, 31.24137931034483)","(11.0, 17.5, 16.7)","(8.5, 9.0, 8.866666666666667)","(61.0, 95.0, 93.14814814814815)","(9.0, 14.0, 13.642857142857142)","(10.0, 21.0, 19.5)","(11.0, 20.0, 19.142857142857142)","(1.45, 1.65, 1.6441176470588235)"
12-01-2023 18:00:54.076463,"(17.0, 34.0, 31.24137931034483)","(11.0, 17.5, 16.7)","(8.5, 9.0, 8.75)","(61.0, 95.0, 93.14814814814815)","(9.0, 14.0, 13.666666666666666)","(10.0, 21.0, 20.157894736842106)","(11.0, 20.0, 19.666666666666668)","(1.45, 1.65, 1.648695652173913)"
12-01-2023 18:00:55.297323,"(17.0, 34.0, 30.8)","(11.0, 17.5, 16.7)","(8.5, 8.8, 8.733333333333334)","(61.0, 95.0, 93.14814814814815)","(9.0, 14.0, 13.678571428571429)","(10.0, 21.0, 19.666666666666668)","(11.0, 20.0, 18.90909090909091)","(1.45, 1.65, 1.6566666666666665)"
12-01-2023 18:00:56.643208,"(17.0, 34.0, 30.8)","(11.0, 17.5, 16.7)","(8.5, 8.8, 8.617391304347827)","(61.0, 95.0, 93.14814814814815)","(9.0, 14.0, 13.678571428571429)","(10.0, 21.0, 20.678571428571427)","(11.0, 20.0, 18.90909090909091)","(1.45, 1.67, 1.6587999999999998)"
12-01-2023 18:00:57.994786,"(17.0, 34.0, 31.09090909090909)","(11.0, 17.5, 16.666666666666668)","(8.5, 8.8, 8.690909090909091)","(61.0, 95.0, 93.14814814814815)","(9.0, 14.0, 13.709677419354838)","(10.0, 21.0, 20.75)","(11.0, 20.0, 19.4)","(1.45, 1.67, 1.661578947368421)"
12-01-2023 18:00:59.294305,"(17.0, 34.0, 31.24137931034483)","(11.0, 17.5, 16.666666666666668)","(8.5, 9.0, 8.885714285714286)","(61.0, 95.0, 93.14814814814815)","(9.0, 14.0, 13.709677419354838)","(10.0, 22.0, 20.636363636363637)","(11.0, 20.0, 19.875)","(1.45, 1.67, 1.661578947368421)"
12-01-2023 18:01:00.523789,"(17.0, 34.0, 30.666666666666668)","(11.0, 17.5, 16.9)","(8.5, 8.8, 8.492307692307692)","(61.0, 95.0, 93.14814814814815)","(9.0, 14.0, 13.475)","(10.0, 22.0, 20.8)","(11.0, 20.0, 19.875)","(1.45, 1.67, 1.6796527777777777)"
12-01-2023 18:01:01.782711,"(17.0, 34.0, 30.666666666666668)","(11.0, 17.5, 16.9)","(8.5, 8.8, 8.492307692307692)","(61.0, 95.0, 93.14814814814815)","(9.0, 13.5, 13.45)","(10.0, 22.0, 20.8)","(11.0, 20.0, 19.4)","(1.45, 1.68, 1.668611111111111)"
12-01-2023 18:01:03.153098,"(17.0, 34.0, 30.571428571428573)","(11.0, 17.5, 16.666666666666668)","(8.5, 8.8, 8.693333333333333)","(61.0, 95.0, 93.14814814814815)","(9.0, 13.5, 13.222222222222221)","(10.0, 22.0, 20.8)","(11.0, 20.0, 19.8)","(1.45, 1.67, 1.6696350364963504)"
12-01-2023 18:01:04.463454,"(17.0, 34.0, 31.09090909090909)","(11.0, 17.0, 16.933333333333334)","(8.5, 8.8, 8.675)","(61.0, 95.0, 93.14814814814815)","(9.0, 14.0, 13.642857142857142)","(10.0, 22.0, 20.8)","(11.0, 20.0, 18.75)","(1.45, 1.67, 1.683076923076923)"
12-01-2023 18:01:05.708023,"(19.0, 34.0, 31.09090909090909)","(11.0, 17.0, 16.933333333333334)","(7.5, 8.8, 8.556521739130435)","(61.0, 95.0, 93.14814814814815)","(9.0, 14.0, 13.818181818181818)","(12.0, 22.0, 21.23076923076923)","(12.0, 19.5, 18.25)","(1.45, 1.69, 1.6857894736842105)"
12-01-2023 18:01:06.997463,"(19.0, 34.0, 31.09090909090909)","(11.0, 17.0, 16.933333333333334)","(7.5, 8.8, 8.556521739130435)","(61.0, 95.0, 93.14814814814815)","(9.0, 14.0, 13.84)","(12.0, 22.0, 21.11627906976744)","(12.0, 19.5, 18.25)","(1.45, 1.69, 1.685)"
12-01-2023 18:01:08.215768,"(19.0, 34.0, 30.571428571428573)","(11.0, 17.0, 16.9375)","(7.5, 8.8, 8.505263157894737)","(61.0, 95.0, 93.14814814814815)","(9.0, 14.0, 13.75)","(12.0, 22.0, 16.555555555555557)","(12.0, 19.5, 17.833333333333332)","(1.45, 1.69, 1.6852941176470588)"
12-01-2023 18:01:09.494202,"(19.0, 34.0, 31.09090909090909)","(11.0, 17.0, 16.9375)","(7.5, 8.8, 8.434782608695652)","(61.0, 95.0, 93.14814814814815)","(9.0, 14.0, 14.120689655172415)","(12.0, 17.0, 15.571428571428571)","(12.0, 19.5, 17.833333333333332)","(1.45, 1.69, 1.6951612903225806)"
12-01-2023 18:01:10.907352,"(19.0, 34.0, 30.571428571428573)","(11.0, 17.0, 16.9375)","(7.5, 8.8, 9.342857142857142)","(61.0, 95.0, 93.14814814814815)","(9.0, 14.5, 14.318181818181818)","(12.0, 16.0, 15.733333333333333)","(12.0, 19.5, 17.25)","(1.45, 1.7, 1.6861538461538461)"
12-01-2023 18:01:12.407646,"(19.0, 34.0, 30.571428571428573)","(11.0, 17.0, 17.323529411764707)","(7.5, 9.6, 9.65)","(61.0, 95.0, 93.14814814814815)","(9.0, 14.5, 14.277777777777779)","(12.0, 16.0, 16.333333333333332)","(12.0, 19.5, 18.346153846153847)","(1.45, 1.69, 1.6784782608695652)"
12-01-2023 18:01:13.886130,"(19.0, 34.0, 31.09090909090909)","(11.0, 17.5, 16.9375)","(7.5, 9.8, 9.723529411764707)","(61.0, 95.0, 93.14814814814815)","(9.0, 14.5, 14.277777777777779)","(12.0, 16.5, 15.88888888888889)","(12.0, 19.5, 17.452380952380953)","(1.45, 1.68, 1.6763157894736842)"
12-01-2023 18:01:15.304668,"(19.0, 34.0, 31.09090909090909)","(11.0, 17.0, 16.9375)","(7.5, 10.5, 9.766666666666667)","(61.0, 95.0, 93.14814814814815)","(9.0, 14.5, 14.166666666666666)","(12.0, 16.0, 15.857142857142858)","(12.0, 19.0, 17.5)","(1.45, 1.68, 1.6763157894736842)"
12-01-2023 18:01:16.620530,"(19.0, 34.0, 31.09090909090909)","(11.0, 17.0, 16.9375)","(7.5, 10.5, 9.907692307692308)","(61.0, 95.0, 93.14814814814815)","(9.0, 14.5, 14.166666666666666)","(12.0, 16.0, 15.833333333333334)","(12.0, 18.5, 17.625)","(1.45, 1.68, 1.6763157894736842)"
12-01-2023 18:01:17.957543,"(19.0, 34.0, 30.16)","(11.0, 17.0, 16.9375)","(7.5, 10.5, 9.664285714285715)","(61.0, 95.0, 93.14814814814815)","(9.0, 14.5, 14.166666666666666)","(12.0, 16.0, 15.294117647058824)","(12.0, 18.0, 17.35)","(1.45, 1.68, 1.6763157894736842)"
12-01-2023 18:01:19.319172,"(19.0, 34.0, 30.16)","(11.0, 17.0, 17.323529411764707)","(7.5, 10.5, 9.664285714285715)","(61.0, 95.0, 93.14814814814815)","(9.0, 14.5, 14.166666666666666)","(12.0, 16.0, 15.294117647058824)","(12.0, 17.5, 17.25)","(1.45, 1.68, 1.6758823529411764)"
12-01-2023 18:01:20.673698,"(19.0, 34.0, 30.16)","(11.0, 17.5, 17.323529411764707)","(7.5, 10.5, 9.964705882352941)","(61.0, 95.0, 93.14814814814815)","(9.0, 14.5, 14.131578947368421)","(12.0, 16.0, 15.1)","(12.0, 17.5, 16.666666666666668)","(1.45, 1.68, 1.6873076923076922)"
12-01-2023 18:01:21.889321,"(19.0, 34.0, 30.16)","(11.0, 17.5, 17.323529411764707)","(7.5, 10.0, 9.964705882352941)","(61.0, 95.0, 93.14814814814815)","(9.0, 14.5, 14.131578947368421)","(12.0, 15.5, 15.0)","(12.0, 17.5, 16.625)","(1.45, 1.7, 1.6821428571428572)"
12-01-2023 18:01:23.186433,"(19.0, 34.0, 30.16)","(11.0, 17.5, 17.323529411764707)","(7.5, 10.0, 9.95)","(61.0, 95.0, 93.14814814814815)","(9.0, 14.5, 14.131578947368421)","(12.0, 15.5, 15.0)","(12.0, 17.5, 16.625)","(1.45, 1.69, 1.6821428571428572)"
12-01-2023 18:01:24.435642,"(19.0, 34.0, 30.16)","(11.0, 17.5, 17.323529411764707)","(7.5, 10.0, 9.834782608695653)","(61.0, 95.0, 93.14814814814815)","(9.0, 14.5, 14.131578947368421)","(12.0, 15.5, 15.0)","(12.0, 17.5, 16.625)","(1.45, 1.69, 1.6821428571428572)"
12-01-2023 18:01:25.726644,"(19.0, 34.0, 30.16)","(11.0, 17.5, 17.17391304347826)","(7.5, 10.5, 9.804545454545455)","(61.0, 95.0, 93.14814814814815)","(9.0, 14.5, 14.131578947368421)","(12.0, 15.5, 15.0)","(12.0, 17.5, 16.625)","(1.45, 1.69, 1.6821428571428572)"
12-01-2023 18:01:26.945863,"(19.0, 34.0, 30.16)","(11.0, 17.5, 17.17391304347826)","(7.5, 10.5, 9.804545454545455)","(61.0, 95.0, 93.14814814814815)","(9.0, 14.5, 14.131578947368421)","(11.0, 15.5, 14.8125)","(12.0, 17.5, 16.625)","(1.45, 1.69, 1.6821428571428572)"
12-01-2023 18:01:28.125689,"(19.0, 34.0, 30.16)","(11.0, 17.5, 17.17391304347826)","(7.5, 10.5, 9.804545454545455)","(61.0, 95.0, 94.56521739130434)","(9.0, 14.5, 14.131578947368421)","(11.0, 15.0, 14.666666666666666)","(12.0, 17.5, 16.625)","(1.45, 1.69, 1.6841666666666666)"
12-01-2023 18:01:29.497927,"(19.0, 34.0, 30.16)","(11.0, 17.5, 17.232142857142858)","(7.5, 10.5, 9.804545454545455)","(61.0, 95.0, 94.56521739130434)","(9.0, 14.5, 14.131578947368421)","(11.0, 15.0, 14.714285714285714)","(12.0, 17.5, 16.88235294117647)","(1.45, 1.69, 1.6841666666666666)"
12-01-2023 18:01:30.870770,"(19.0, 34.0, 30.16)","(11.0, 17.5, 17.24137931034483)","(7.5, 10.5, 9.804545454545455)","(61.0, 95.0, 94.56521739130434)","(9.0, 14.5, 14.131578947368421)","(11.0, 15.0, 14.666666666666666)","(12.0, 17.5, 16.88235294117647)","(1.45, 1.69, 1.6841666666666666)"
