,Jelly Bean Jojo,Smokin Charlie,Special Talent,Silver Brute,Zella Bale
11-01-2023 20:53:52.695919,"(3.5, 4.8, 4.66)","(13.0, 34.0, 31.142857142857142)","(21.0, 70.0, 58.18181818181819)","(1.5, 1.56, 1.5254545454545454)","(6.0, 14.0, 13.6)"
11-01-2023 20:53:53.668469,"(3.5, 4.8, 4.66)","(13.0, 34.0, 31.142857142857142)","(21.0, 70.0, 58.18181818181819)","(1.5, 1.56, 1.5254545454545454)","(6.0, 14.0, 13.6)"
11-01-2023 20:53:54.494950,"(3.5, 4.8, 4.66)","(13.0, 34.0, 31.142857142857142)","(21.0, 70.0, 58.18181818181819)","(1.5, 1.56, 1.5254545454545454)","(6.0, 14.0, 13.6)"
11-01-2023 20:53:55.411452,"(3.5, 4.8, 4.66)","(13.0, 34.0, 31.142857142857142)","(21.0, 70.0, 58.18181818181819)","(1.5, 1.56, 1.5254545454545454)","(6.0, 14.0, 13.6)"
11-01-2023 20:53:56.408323,"(3.5, 4.8, 4.66)","(13.0, 34.0, 31.142857142857142)","(21.0, 70.0, 58.18181818181819)","(1.5, 1.56, 1.5254545454545454)","(6.0, 14.0, 13.6)"
11-01-2023 20:53:57.390677,"(3.5, 4.8, 4.66)","(13.0, 34.0, 31.142857142857142)","(21.0, 70.0, 58.18181818181819)","(1.5, 1.56, 1.5254545454545454)","(6.0, 14.0, 13.6)"
11-01-2023 20:53:58.304236,"(3.5, 4.8, 4.511764705882353)","(13.0, 34.0, 31.142857142857142)","(21.0, 70.0, 58.18181818181819)","(1.5, 1.56, 1.5371428571428571)","(6.0, 14.0, 13.6)"
11-01-2023 20:53:59.189115,"(3.5, 4.7, 4.614285714285715)","(13.0, 34.0, 32.666666666666664)","(21.0, 70.0, 58.18181818181819)","(1.5, 1.56, 1.5404878048780488)","(6.0, 14.0, 13.6)"
11-01-2023 20:54:00.189515,"(3.5, 4.7, 4.571428571428572)","(13.0, 34.0, 31.142857142857142)","(21.0, 70.0, 58.18181818181819)","(1.5, 1.56, 1.5449056603773585)","(6.0, 14.0, 13.6)"
11-01-2023 20:54:01.170607,"(3.5, 4.7, 4.571428571428572)","(13.0, 34.0, 31.142857142857142)","(21.0, 70.0, 58.18181818181819)","(1.5, 1.56, 1.5449056603773585)","(6.0, 14.0, 13.6)"
11-01-2023 20:54:02.145665,"(3.5, 4.7, 4.571428571428572)","(13.0, 34.0, 31.142857142857142)","(21.0, 70.0, 58.18181818181819)","(1.5, 1.56, 1.5449056603773585)","(6.0, 14.0, 13.6)"
11-01-2023 20:54:03.028151,"(3.5, 4.7, 4.571428571428572)","(13.0, 34.0, 31.142857142857142)","(21.0, 70.0, 58.18181818181819)","(1.5, 1.56, 1.5449056603773585)","(6.0, 14.0, 13.6)"
11-01-2023 20:54:03.896459,"(3.5, 4.7, 4.571428571428572)","(13.0, 34.0, 31.142857142857142)","(21.0, 70.0, 58.18181818181819)","(1.5, 1.56, 1.5449056603773585)","(6.0, 14.0, 13.6)"
11-01-2023 20:54:04.795500,"(3.5, 4.7, 4.571428571428572)","(13.0, 34.0, 31.142857142857142)","(21.0, 70.0, 58.18181818181819)","(1.5, 1.56, 1.5449056603773585)","(6.0, 14.0, 13.25)"
11-01-2023 20:54:05.661303,"(3.5, 4.7, 4.5)","(13.0, 34.0, 31.142857142857142)","(21.0, 70.0, 58.18181818181819)","(1.5, 1.56, 1.5414285714285714)","(6.0, 14.0, 13.285714285714286)"
11-01-2023 20:54:06.525803,"(3.5, 4.8, 4.725)","(13.0, 34.0, 31.142857142857142)","(21.0, 70.0, 55.55555555555556)","(1.5, 1.54, 1.5172972972972973)","(6.0, 14.0, 13.285714285714286)"
11-01-2023 20:54:07.468265,"(3.5, 4.8, 4.725)","(13.0, 34.0, 31.142857142857142)","(21.0, 70.0, 55.55555555555556)","(1.5, 1.54, 1.5172972972972973)","(6.0, 14.0, 13.285714285714286)"
11-01-2023 20:54:08.392997,"(3.5, 4.8, 4.6909090909090905)","(13.0, 34.0, 31.142857142857142)","(21.0, 70.0, 55.55555555555556)","(1.5, 1.54, 1.5172972972972973)","(6.0, 14.0, 13.285714285714286)"
11-01-2023 20:54:09.271338,"(3.5, 4.8, 4.725)","(13.0, 34.0, 31.142857142857142)","(21.0, 70.0, 55.55555555555556)","(1.5, 1.54, 1.5172972972972973)","(6.0, 14.0, 13.285714285714286)"
11-01-2023 20:54:10.184851,"(3.5, 4.8, 4.725)","(13.0, 34.0, 31.142857142857142)","(21.0, 70.0, 55.55555555555556)","(1.5, 1.54, 1.5172972972972973)","(6.0, 14.0, 13.285714285714286)"
11-01-2023 20:54:11.018280,"(3.5, 4.8, 4.725)","(13.0, 34.0, 31.142857142857142)","(21.0, 70.0, 55.55555555555556)","(1.5, 1.54, 1.5172972972972973)","(6.0, 14.0, 13.285714285714286)"
11-01-2023 20:54:11.848770,"(3.5, 4.8, 4.725)","(13.0, 34.0, 31.142857142857142)","(21.0, 70.0, 55.55555555555556)","(1.5, 1.54, 1.5172972972972973)","(6.0, 14.0, 13.615384615384615)"
11-01-2023 20:54:12.691417,"(3.5, 4.8, 4.725)","(13.0, 34.0, 31.142857142857142)","(21.0, 70.0, 55.55555555555556)","(1.5, 1.54, 1.5172972972972973)","(6.0, 14.0, 13.615384615384615)"
11-01-2023 20:54:13.580419,"(3.5, 4.8, 4.6909090909090905)","(13.0, 34.0, 32.666666666666664)","(21.0, 70.0, 55.55555555555556)","(1.5, 1.54, 1.5172972972972973)","(6.0, 14.0, 13.642857142857142)"
11-01-2023 20:54:14.545436,"(3.5, 4.8, 4.6909090909090905)","(13.0, 34.0, 31.142857142857142)","(21.0, 70.0, 55.55555555555556)","(1.5, 1.54, 1.5172972972972973)","(6.0, 14.0, 13.642857142857142)"
11-01-2023 20:54:15.391794,"(3.5, 4.8, 4.6909090909090905)","(13.0, 34.0, 31.142857142857142)","(21.0, 70.0, 55.55555555555556)","(1.5, 1.54, 1.5172972972972973)","(6.0, 14.0, 13.642857142857142)"
11-01-2023 20:54:16.169912,"(3.5, 4.8, 4.6909090909090905)","(13.0, 34.0, 31.142857142857142)","(21.0, 70.0, 55.55555555555556)","(1.5, 1.54, 1.5172972972972973)","(6.0, 14.0, 13.642857142857142)"
11-01-2023 20:54:17.039535,"(3.5, 4.8, 4.6909090909090905)","(13.0, 34.0, 31.142857142857142)","(21.0, 70.0, 55.55555555555556)","(1.5, 1.54, 1.5172972972972973)","(6.0, 14.0, 13.642857142857142)"
11-01-2023 20:54:17.999056,"(3.5, 4.8, 4.6909090909090905)","(13.0, 34.0, 31.142857142857142)","(21.0, 70.0, 57.0)","(1.5, 1.54, 1.5190000000000001)","(6.0, 14.0, 13.642857142857142)"
11-01-2023 20:54:18.819652,"(3.5, 4.8, 4.6909090909090905)","(13.0, 34.0, 31.142857142857142)","(21.0, 70.0, 57.0)","(1.5, 1.54, 1.5190000000000001)","(6.0, 14.0, 13.642857142857142)"
11-01-2023 20:54:19.647318,"(3.5, 4.8, 4.75)","(13.0, 34.0, 31.142857142857142)","(21.0, 70.0, 57.0)","(1.5, 1.56, 1.5394285714285714)","(6.0, 14.0, 13.818181818181818)"
11-01-2023 20:54:20.503603,"(3.5, 4.8, 4.7437499999999995)","(13.0, 34.0, 31.142857142857142)","(21.0, 70.0, 57.0)","(1.5, 1.55, 1.513090909090909)","(6.0, 14.0, 13.642857142857142)"
11-01-2023 20:54:21.396289,"(3.5, 4.8, 4.7437499999999995)","(13.0, 34.0, 31.142857142857142)","(21.0, 70.0, 57.0)","(1.5, 1.55, 1.513090909090909)","(6.0, 14.0, 13.642857142857142)"
11-01-2023 20:54:22.241233,"(3.5, 4.8, 4.7437499999999995)","(13.0, 34.0, 31.142857142857142)","(21.0, 70.0, 57.0)","(1.5, 1.55, 1.513090909090909)","(6.0, 14.0, 13.642857142857142)"
11-01-2023 20:54:23.069571,"(3.5, 4.8, 4.671428571428572)","(13.0, 34.0, 31.142857142857142)","(21.0, 70.0, 57.0)","(1.5, 1.55, 1.5278947368421052)","(6.0, 14.0, 13.642857142857142)"
11-01-2023 20:54:23.945146,"(3.5, 4.8, 4.671428571428572)","(13.0, 34.0, 31.142857142857142)","(21.0, 70.0, 57.0)","(1.5, 1.55, 1.5278947368421052)","(6.0, 14.0, 13.642857142857142)"
11-01-2023 20:54:24.812227,"(3.5, 4.8, 4.671428571428572)","(13.0, 34.0, 31.142857142857142)","(21.0, 70.0, 57.0)","(1.5, 1.55, 1.5278947368421052)","(6.0, 14.0, 13.642857142857142)"
11-01-2023 20:54:25.681379,"(3.5, 4.8, 4.671428571428572)","(13.0, 34.0, 31.142857142857142)","(21.0, 70.0, 57.0)","(1.5, 1.55, 1.5278947368421052)","(6.0, 14.0, 13.642857142857142)"
11-01-2023 20:54:26.487209,"(3.5, 4.8, 4.671428571428572)","(13.0, 34.0, 31.142857142857142)","(21.0, 70.0, 57.0)","(1.5, 1.55, 1.5278947368421052)","(6.0, 14.0, 13.642857142857142)"
11-01-2023 20:54:27.364866,"(3.5, 4.8, 4.671428571428572)","(13.0, 34.0, 31.142857142857142)","(21.0, 70.0, 57.0)","(1.5, 1.55, 1.5278947368421052)","(6.0, 14.0, 13.642857142857142)"
11-01-2023 20:54:28.220477,"(3.5, 4.8, 4.725)","(13.0, 34.0, 31.142857142857142)","(21.0, 70.0, 57.0)","(1.5, 1.54, 1.516279069767442)","(6.0, 14.0, 13.642857142857142)"
11-01-2023 20:54:29.011844,"(3.5, 4.8, 4.725)","(13.0, 34.0, 31.142857142857142)","(21.0, 70.0, 57.0)","(1.5, 1.54, 1.516279069767442)","(6.0, 14.0, 13.642857142857142)"
11-01-2023 20:54:29.853224,"(3.5, 4.8, 4.725)","(13.0, 34.0, 31.142857142857142)","(21.0, 70.0, 57.0)","(1.5, 1.54, 1.516279069767442)","(6.0, 14.0, 13.642857142857142)"
11-01-2023 20:54:30.807578,"(3.5, 4.8, 4.725)","(13.0, 34.0, 31.142857142857142)","(21.0, 70.0, 57.0)","(1.5, 1.54, 1.516279069767442)","(6.0, 14.0, 13.642857142857142)"
11-01-2023 20:54:31.716720,"(3.5, 4.8, 4.725)","(13.0, 34.0, 31.142857142857142)","(21.0, 70.0, 57.0)","(1.5, 1.54, 1.516279069767442)","(6.0, 14.0, 13.642857142857142)"
11-01-2023 20:54:32.528465,"(3.5, 4.8, 4.725)","(13.0, 34.0, 31.142857142857142)","(21.0, 70.0, 57.0)","(1.5, 1.54, 1.516279069767442)","(6.0, 14.0, 13.642857142857142)"
11-01-2023 20:54:33.320874,"(3.5, 4.8, 4.725)","(13.0, 34.0, 31.142857142857142)","(21.0, 70.0, 57.0)","(1.5, 1.54, 1.516279069767442)","(6.0, 14.0, 13.642857142857142)"
11-01-2023 20:54:34.213591,"(3.5, 4.8, 4.575)","(13.0, 34.0, 31.142857142857142)","(21.0, 70.0, 57.0)","(1.5, 1.54, 1.5026086956521738)","(6.0, 14.0, 13.818181818181818)"
11-01-2023 20:54:35.089972,"(3.5, 4.8, 4.733333333333333)","(13.0, 34.0, 31.142857142857142)","(21.0, 70.0, 57.0)","(1.5, 1.54, 1.52)","(6.0, 14.0, 13.642857142857142)"
11-01-2023 20:54:35.935264,"(3.5, 4.8, 4.699999999999999)","(13.0, 34.0, 31.142857142857142)","(21.0, 70.0, 57.0)","(1.5, 1.54, 1.52)","(6.0, 14.0, 13.642857142857142)"
11-01-2023 20:54:36.774636,"(3.5, 4.8, 4.699999999999999)","(13.0, 34.0, 31.142857142857142)","(21.0, 70.0, 57.0)","(1.5, 1.54, 1.52)","(6.0, 14.0, 13.642857142857142)"
11-01-2023 20:54:37.644944,"(3.5, 4.8, 4.699999999999999)","(14.0, 34.0, 31.142857142857142)","(21.0, 70.0, 57.0)","(1.5, 1.54, 1.52)","(6.0, 14.0, 13.642857142857142)"
11-01-2023 20:54:38.492045,"(3.5, 4.8, 4.699999999999999)","(14.0, 34.0, 31.6)","(21.0, 70.0, 56.31578947368421)","(1.5, 1.54, 1.52)","(6.0, 14.0, 13.642857142857142)"
11-01-2023 20:54:39.348320,"(3.5, 4.8, 4.699999999999999)","(14.0, 34.0, 31.6)","(21.0, 70.0, 54.63636363636364)","(1.5, 1.54, 1.52)","(6.0, 14.0, 13.642857142857142)"
11-01-2023 20:54:40.150868,"(3.5, 4.8, 4.7555555555555555)","(14.0, 34.0, 31.6)","(21.0, 70.0, 54.63636363636364)","(1.5, 1.53, 1.5117073170731707)","(6.0, 14.0, 13.642857142857142)"
11-01-2023 20:54:40.971495,"(3.5, 4.8, 4.654545454545454)","(14.0, 34.0, 31.6)","(21.0, 70.0, 54.63636363636364)","(1.5, 1.54, 1.52)","(6.0, 14.0, 13.642857142857142)"
11-01-2023 20:54:41.836290,"(3.5, 4.8, 4.654545454545454)","(14.0, 34.0, 31.0)","(21.0, 70.0, 52.666666666666664)","(1.5, 1.54, 1.533793103448276)","(6.0, 14.0, 13.181818181818182)"
11-01-2023 20:54:42.740180,"(3.5, 4.8, 4.581818181818182)","(14.0, 34.0, 31.375)","(21.0, 70.0, 52.32)","(1.5, 1.54, 1.533793103448276)","(6.0, 14.0, 13.181818181818182)"
11-01-2023 20:54:43.550984,"(3.5, 4.8, 4.64)","(14.0, 34.0, 31.9)","(21.0, 70.0, 52.32)","(1.5, 1.54, 1.533793103448276)","(6.0, 14.0, 13.181818181818182)"
11-01-2023 20:54:44.367799,"(3.5, 4.8, 4.6)","(14.0, 34.0, 31.9)","(21.0, 70.0, 52.32)","(1.5, 1.54, 1.533793103448276)","(6.0, 14.0, 13.181818181818182)"
11-01-2023 20:54:45.209129,"(3.5, 4.8, 4.7384615384615385)","(14.0, 34.0, 31.083333333333336)","(21.0, 70.0, 52.666666666666664)","(1.5, 1.54, 1.518048780487805)","(6.0, 14.0, 13.4375)"
11-01-2023 20:54:46.046726,"(3.5, 4.8, 4.7384615384615385)","(14.0, 34.0, 31.083333333333336)","(21.0, 70.0, 52.666666666666664)","(1.5, 1.54, 1.518048780487805)","(6.0, 14.0, 13.4375)"
11-01-2023 20:54:46.832616,"(3.5, 4.8, 4.7384615384615385)","(14.0, 34.0, 27.333333333333332)","(21.0, 70.0, 52.666666666666664)","(1.5, 1.54, 1.518048780487805)","(6.0, 14.0, 13.307692307692308)"
11-01-2023 20:54:47.721249,"(3.5, 4.8, 4.7384615384615385)","(14.0, 34.0, 31.083333333333336)","(21.0, 70.0, 52.666666666666664)","(1.5, 1.54, 1.518048780487805)","(6.0, 14.0, 13.307692307692308)"
11-01-2023 20:54:48.626024,"(3.5, 4.8, 4.7384615384615385)","(14.0, 34.0, 30.25)","(21.0, 70.0, 52.666666666666664)","(1.5, 1.54, 1.518048780487805)","(6.0, 14.0, 13.307692307692308)"
11-01-2023 20:54:49.436784,"(3.5, 4.8, 4.7384615384615385)","(14.0, 34.0, 30.25)","(21.0, 70.0, 52.666666666666664)","(1.5, 1.54, 1.518048780487805)","(6.0, 14.0, 13.307692307692308)"
11-01-2023 20:54:50.241683,"(3.5, 4.8, 4.7384615384615385)","(14.0, 34.0, 30.25)","(21.0, 70.0, 52.666666666666664)","(1.5, 1.54, 1.518048780487805)","(6.0, 14.0, 13.307692307692308)"
11-01-2023 20:54:51.152717,"(3.5, 4.8, 4.7384615384615385)","(14.0, 34.0, 30.25)","(21.0, 70.0, 52.666666666666664)","(1.5, 1.54, 1.533793103448276)","(6.0, 14.0, 13.307692307692308)"
11-01-2023 20:54:52.136842,"(3.5, 4.8, 4.6)","(14.0, 34.0, 30.25)","(21.0, 70.0, 52.666666666666664)","(1.5, 1.54, 1.533793103448276)","(6.0, 14.0, 13.307692307692308)"
11-01-2023 20:54:53.008608,"(3.5, 4.8, 4.615384615384615)","(14.0, 34.0, 30.25)","(21.0, 70.0, 52.666666666666664)","(1.5, 1.54, 1.533793103448276)","(6.0, 14.0, 13.307692307692308)"
11-01-2023 20:54:53.840242,"(3.5, 4.8, 4.615384615384615)","(14.0, 34.0, 30.25)","(21.0, 70.0, 52.666666666666664)","(1.5, 1.54, 1.533793103448276)","(6.0, 14.0, 13.307692307692308)"
11-01-2023 20:54:54.646006,"(3.5, 4.8, 4.615384615384615)","(14.0, 34.0, 30.25)","(21.0, 70.0, 52.666666666666664)","(1.5, 1.54, 1.5372727272727273)","(6.0, 14.0, 13.307692307692308)"
11-01-2023 20:54:55.558972,"(3.5, 4.8, 4.615384615384615)","(14.0, 34.0, 30.25)","(21.0, 70.0, 52.666666666666664)","(1.5, 1.54, 1.5370967741935484)","(6.0, 14.0, 13.307692307692308)"
11-01-2023 20:54:56.460582,"(3.5, 4.8, 4.615384615384615)","(14.0, 34.0, 30.25)","(21.0, 70.0, 52.666666666666664)","(1.5, 1.54, 1.5370967741935484)","(6.0, 14.0, 13.307692307692308)"
11-01-2023 20:54:57.351426,"(3.5, 4.8, 4.615384615384615)","(14.0, 34.0, 30.25)","(21.0, 70.0, 52.666666666666664)","(1.5, 1.54, 1.5370967741935484)","(6.0, 14.0, 13.307692307692308)"
11-01-2023 20:54:58.198401,"(3.5, 4.8, 4.615384615384615)","(14.0, 34.0, 30.25)","(21.0, 70.0, 52.666666666666664)","(1.5, 1.54, 1.5370967741935484)","(6.0, 14.0, 13.307692307692308)"
11-01-2023 20:54:59.019008,"(3.5, 4.8, 4.553846153846154)","(14.0, 34.0, 30.25)","(21.0, 70.0, 52.666666666666664)","(1.5, 1.54, 1.5372727272727273)","(6.0, 14.0, 13.55)"
11-01-2023 20:54:59.896984,"(3.5, 4.8, 4.568421052631579)","(14.0, 34.0, 30.25)","(21.0, 70.0, 52.666666666666664)","(1.5, 1.54, 1.5370967741935484)","(6.0, 14.0, 13.55)"
11-01-2023 20:55:00.763387,"(3.5, 4.8, 4.568421052631579)","(14.0, 34.0, 30.25)","(21.0, 70.0, 52.666666666666664)","(1.5, 1.54, 1.5370967741935484)","(6.0, 14.0, 13.55)"
11-01-2023 20:55:01.590076,"(3.5, 4.8, 4.568421052631579)","(14.0, 34.0, 30.25)","(21.0, 70.0, 52.666666666666664)","(1.5, 1.54, 1.5370967741935484)","(6.0, 14.0, 13.55)"
11-01-2023 20:55:02.444963,"(3.5, 4.8, 4.568421052631579)","(14.0, 34.0, 30.25)","(21.0, 70.0, 52.666666666666664)","(1.5, 1.54, 1.5370967741935484)","(6.0, 14.0, 13.55)"
11-01-2023 20:55:03.335462,"(3.5, 4.8, 4.568421052631579)","(14.0, 34.0, 30.25)","(21.0, 70.0, 52.666666666666664)","(1.5, 1.54, 1.5328)","(6.0, 14.0, 13.55)"
11-01-2023 20:55:04.242666,"(3.5, 4.8, 4.568421052631579)","(14.0, 34.0, 30.25)","(21.0, 70.0, 52.666666666666664)","(1.5, 1.54, 1.5328)","(6.0, 14.0, 13.55)"
11-01-2023 20:55:05.110565,"(3.5, 4.8, 4.568421052631579)","(14.0, 34.0, 30.25)","(21.0, 70.0, 52.666666666666664)","(1.5, 1.54, 1.5328)","(6.0, 14.0, 13.55)"
11-01-2023 20:55:05.947535,"(3.5, 4.8, 4.485714285714286)","(14.0, 34.0, 30.25)","(21.0, 70.0, 52.666666666666664)","(1.5, 1.54, 1.5328)","(6.0, 14.0, 13.55)"
11-01-2023 20:55:06.748750,"(3.5, 4.8, 4.704761904761905)","(14.0, 34.0, 30.25)","(21.0, 70.0, 52.666666666666664)","(1.5, 1.54, 1.533793103448276)","(6.0, 14.0, 13.307692307692308)"
11-01-2023 20:55:07.545273,"(3.5, 4.8, 4.4363636363636365)","(14.0, 34.0, 30.25)","(21.0, 70.0, 52.666666666666664)","(1.5, 1.54, 1.533793103448276)","(6.0, 14.0, 13.55)"
11-01-2023 20:55:08.408988,"(3.5, 4.8, 4.4363636363636365)","(14.0, 34.0, 30.25)","(21.0, 70.0, 52.666666666666664)","(1.5, 1.54, 1.533793103448276)","(6.0, 14.0, 13.55)"
11-01-2023 20:55:09.315137,"(3.5, 4.8, 4.4363636363636365)","(14.0, 34.0, 30.25)","(21.0, 70.0, 52.666666666666664)","(1.5, 1.54, 1.533793103448276)","(6.0, 14.0, 13.55)"
11-01-2023 20:55:10.236476,"(3.5, 4.8, 4.4363636363636365)","(14.0, 34.0, 30.25)","(21.0, 70.0, 52.666666666666664)","(1.5, 1.54, 1.533793103448276)","(6.0, 14.0, 13.55)"
11-01-2023 20:55:11.077306,"(3.5, 4.8, 4.4363636363636365)","(14.0, 34.0, 30.25)","(21.0, 70.0, 52.666666666666664)","(1.5, 1.54, 1.533793103448276)","(6.0, 14.0, 13.55)"
11-01-2023 20:55:11.947496,"(3.5, 4.8, 4.615384615384615)","(14.0, 34.0, 31.0)","(21.0, 70.0, 52.666666666666664)","(1.5, 1.54, 1.5321739130434784)","(6.0, 14.0, 13.55)"
11-01-2023 20:55:12.813496,"(3.5, 4.8, 4.615384615384615)","(14.0, 34.0, 30.25)","(21.0, 70.0, 53.904761904761905)","(1.5, 1.54, 1.5321739130434784)","(6.0, 14.0, 13.55)"
11-01-2023 20:55:13.698871,"(3.5, 4.8, 4.615384615384615)","(14.0, 34.0, 30.25)","(21.0, 70.0, 53.904761904761905)","(1.5, 1.54, 1.5321739130434784)","(6.0, 14.0, 13.55)"
11-01-2023 20:55:14.586275,"(3.5, 4.8, 4.615384615384615)","(14.0, 34.0, 30.25)","(21.0, 70.0, 53.904761904761905)","(1.5, 1.54, 1.5321739130434784)","(6.0, 14.0, 13.55)"
11-01-2023 20:55:15.571860,"(3.5, 4.8, 4.615384615384615)","(14.0, 34.0, 30.25)","(21.0, 70.0, 53.904761904761905)","(1.5, 1.54, 1.5321739130434784)","(6.0, 14.0, 13.55)"
11-01-2023 20:55:16.484108,"(3.5, 4.8, 4.615384615384615)","(14.0, 34.0, 30.25)","(21.0, 70.0, 53.904761904761905)","(1.5, 1.54, 1.5321739130434784)","(6.0, 14.0, 13.307692307692308)"
11-01-2023 20:55:17.337788,"(3.5, 4.8, 4.615384615384615)","(15.0, 34.0, 30.25)","(21.0, 70.0, 52.666666666666664)","(1.5, 1.54, 1.5321739130434784)","(6.0, 14.0, 13.307692307692308)"
11-01-2023 20:55:18.171006,"(3.5, 4.8, 4.266666666666667)","(15.0, 34.0, 30.25)","(21.0, 70.0, 53.904761904761905)","(1.5, 1.54, 1.5321739130434784)","(6.0, 14.0, 13.55)"
11-01-2023 20:55:19.020211,"(3.5, 4.7, 4.55)","(15.0, 34.0, 30.25)","(21.0, 70.0, 53.904761904761905)","(1.5, 1.54, 1.5347058823529411)","(6.0, 14.0, 13.55)"
11-01-2023 20:55:19.821901,"(3.5, 4.7, 4.513333333333334)","(15.0, 34.0, 30.25)","(21.0, 70.0, 53.904761904761905)","(1.5, 1.54, 1.5360869565217392)","(6.0, 14.0, 13.55)"
11-01-2023 20:55:20.604542,"(3.5, 4.7, 4.513333333333334)","(15.0, 34.0, 30.25)","(21.0, 70.0, 53.904761904761905)","(1.5, 1.54, 1.5360869565217392)","(6.0, 14.0, 13.55)"
11-01-2023 20:55:21.432950,"(3.5, 4.7, 4.513333333333334)","(15.0, 34.0, 30.25)","(21.0, 70.0, 53.904761904761905)","(1.5, 1.54, 1.5360869565217392)","(6.0, 14.0, 13.55)"
11-01-2023 20:55:22.269604,"(3.5, 4.7, 4.513333333333334)","(15.0, 34.0, 30.25)","(21.0, 70.0, 53.904761904761905)","(1.5, 1.54, 1.5360869565217392)","(6.0, 14.0, 13.55)"
11-01-2023 20:55:23.138384,"(3.5, 4.7, 4.513333333333334)","(15.0, 34.0, 30.25)","(21.0, 70.0, 52.32)","(1.5, 1.54, 1.5360869565217392)","(6.0, 14.0, 13.55)"
11-01-2023 20:55:24.108622,"(3.5, 4.7, 4.513333333333334)","(15.0, 34.0, 30.25)","(21.0, 70.0, 52.32)","(1.5, 1.54, 1.5360869565217392)","(6.0, 14.0, 12.714285714285714)"
11-01-2023 20:55:24.931882,"(3.5, 4.7, 4.513333333333334)","(15.0, 34.0, 30.25)","(21.0, 70.0, 52.32)","(1.5, 1.54, 1.5360869565217392)","(6.0, 14.0, 12.714285714285714)"
11-01-2023 20:55:25.745064,"(3.5, 4.7, 4.655555555555556)","(15.0, 34.0, 30.25)","(21.0, 70.0, 52.32)","(1.5, 1.54, 1.5351351351351352)","(6.0, 14.0, 12.875)"
11-01-2023 20:55:26.555457,"(3.5, 4.8, 4.699999999999999)","(15.0, 34.0, 30.25)","(21.0, 70.0, 52.32)","(1.5, 1.54, 1.5328)","(6.0, 14.0, 12.875)"
11-01-2023 20:55:27.435269,"(3.5, 4.8, 4.699999999999999)","(15.0, 34.0, 30.25)","(21.0, 70.0, 52.32)","(1.5, 1.54, 1.5328)","(6.0, 14.0, 12.875)"
11-01-2023 20:55:28.450691,"(3.5, 4.8, 4.699999999999999)","(15.0, 34.0, 30.25)","(21.0, 70.0, 52.32)","(1.5, 1.54, 1.5328)","(6.0, 14.0, 12.714285714285714)"
11-01-2023 20:55:29.291465,"(3.5, 4.8, 4.676923076923076)","(15.0, 34.0, 30.25)","(21.0, 70.0, 52.32)","(1.5, 1.54, 1.5328)","(6.0, 14.0, 12.714285714285714)"
11-01-2023 20:55:30.061669,"(3.5, 4.8, 4.676923076923076)","(15.0, 34.0, 30.25)","(21.0, 70.0, 52.32)","(1.5, 1.54, 1.5328)","(6.0, 14.0, 12.714285714285714)"
11-01-2023 20:55:30.905201,"(3.5, 4.8, 4.676923076923076)","(15.0, 34.0, 30.25)","(21.0, 70.0, 52.32)","(1.5, 1.54, 1.5328)","(6.0, 14.0, 12.714285714285714)"
11-01-2023 20:55:31.830105,"(3.5, 4.8, 4.676923076923076)","(15.0, 34.0, 30.25)","(21.0, 70.0, 52.32)","(1.5, 1.54, 1.5163636363636364)","(6.0, 14.0, 12.714285714285714)"
11-01-2023 20:55:32.725610,"(3.5, 4.8, 4.7375)","(15.0, 34.0, 30.25)","(21.0, 70.0, 52.32)","(1.5, 1.54, 1.5163636363636364)","(6.0, 14.0, 12.714285714285714)"
11-01-2023 20:55:33.521934,"(3.5, 4.8, 4.775)","(15.0, 34.0, 30.25)","(21.0, 70.0, 52.32)","(1.5, 1.54, 1.5163636363636364)","(6.0, 14.0, 12.714285714285714)"
11-01-2023 20:55:34.365022,"(3.5, 4.8, 4.775)","(15.0, 34.0, 30.25)","(21.0, 70.0, 52.32)","(1.5, 1.54, 1.5163636363636364)","(6.0, 14.0, 12.714285714285714)"
11-01-2023 20:55:35.169471,"(3.5, 4.8, 4.775)","(15.0, 34.0, 30.25)","(21.0, 70.0, 52.0)","(1.5, 1.54, 1.5163636363636364)","(6.0, 14.0, 12.714285714285714)"
11-01-2023 20:55:35.979101,"(3.5, 4.8, 4.775)","(15.0, 34.0, 30.25)","(21.0, 70.0, 52.0)","(1.5, 1.54, 1.5163636363636364)","(6.0, 14.0, 12.714285714285714)"
11-01-2023 20:55:36.796839,"(3.5, 4.8, 4.775)","(15.0, 34.0, 30.25)","(21.0, 70.0, 52.0)","(1.5, 1.54, 1.5163636363636364)","(6.0, 14.0, 12.714285714285714)"
11-01-2023 20:55:37.577698,"(3.5, 4.8, 4.775)","(15.0, 34.0, 30.25)","(21.0, 70.0, 52.0)","(1.5, 1.54, 1.5163636363636364)","(6.0, 14.0, 12.714285714285714)"
11-01-2023 20:55:38.391853,"(3.5, 4.8, 4.775)","(15.0, 34.0, 30.25)","(21.0, 70.0, 52.0)","(1.5, 1.54, 1.5163636363636364)","(6.0, 14.0, 12.714285714285714)"
11-01-2023 20:55:39.200539,"(3.5, 4.8, 4.716666666666667)","(15.0, 34.0, 30.25)","(21.0, 70.0, 52.32)","(1.5, 1.54, 1.5321739130434784)","(6.0, 14.0, 12.714285714285714)"
