,Arrogant Suzy,Charming Spirit,Fake Promises,Django Riggs,Lieutenant Dan,Borrowed Angel,All Inn Aussie,Davettes Diva
08-12-2022 15:33:39.453131,"(41.0, 95.0, 91.37931034482759)","(6.5, 7.2, 6.438095238095238)","(5.0, 7.6, 7.4799999999999995)","(4.8, 5.7, 5.3619047619047615)","(8.5, 12.5, 12.472602739726028)","(91.0, 490.0, 320.0)","(3.1, 4.3, 4.294117647058823)","(4.0, 5.1, 5.2615384615384615)"
08-12-2022 15:33:40.588115,"(41.0, 95.0, 93.95348837209302)","(6.5, 7.0, 6.712)","(5.0, 7.6, 7.4714285714285715)","(4.8, 5.7, 5.3619047619047615)","(8.5, 12.5, 12.472602739726028)","(91.0, 490.0, 320.0)","(3.1, 4.3, 4.294117647058823)","(4.0, 5.3, 5.274418604651163)"
08-12-2022 15:33:41.857555,"(41.0, 95.0, 93.95348837209302)","(6.5, 7.0, 6.703703703703704)","(5.0, 7.6, 7.2)","(4.8, 5.7, 5.365)","(8.5, 12.5, 12.472602739726028)","(91.0, 490.0, 186.66666666666666)","(3.1, 4.3, 4.282051282051282)","(4.0, 5.4, 5.275)"
08-12-2022 15:33:43.072092,"(41.0, 95.0, 93.95348837209302)","(6.5, 7.0, 6.685714285714286)","(5.0, 7.6, 7.2)","(4.8, 5.7, 5.365)","(8.5, 12.5, 12.472602739726028)","(91.0, 590.0, 370.0)","(3.1, 4.3, 4.282051282051282)","(4.0, 5.4, 5.275)"
08-12-2022 15:33:44.238727,"(41.0, 95.0, 94.34782608695652)","(6.5, 6.8, 6.685714285714286)","(5.0, 7.6, 7.2)","(4.8, 5.7, 5.365)","(8.5, 12.5, 12.472602739726028)","(91.0, 590.0, 379.5652173913044)","(3.1, 4.3, 4.294117647058823)","(4.0, 5.4, 5.305555555555555)"
08-12-2022 15:33:45.418298,"(41.0, 95.0, 94.34782608695652)","(6.5, 6.8, 6.685714285714286)","(5.0, 7.6, 7.138461538461538)","(4.8, 5.7, 5.365)","(8.5, 12.5, 12.472602739726028)","(91.0, 590.0, 379.5652173913044)","(3.1, 4.3, 4.294117647058823)","(4.0, 5.5, 5.261904761904762)"
08-12-2022 15:33:46.704274,"(41.0, 95.0, 94.34782608695652)","(6.5, 6.8, 6.685714285714286)","(5.0, 7.6, 7.0)","(4.8, 5.7, 5.365)","(8.5, 12.5, 12.472602739726028)","(91.0, 590.0, 186.66666666666666)","(3.1, 4.3, 4.282051282051282)","(4.0, 5.5, 5.261904761904762)"
08-12-2022 15:33:47.995905,"(41.0, 95.0, 94.34782608695652)","(6.5, 6.8, 6.5)","(5.0, 7.6, 7.0)","(4.8, 5.7, 5.365)","(8.5, 12.5, 12.88888888888889)","(91.0, 590.0, 186.66666666666666)","(3.1, 4.3, 4.294117647058823)","(4.0, 5.5, 5.261904761904762)"
08-12-2022 15:33:49.351487,"(41.0, 95.0, 94.34782608695652)","(6.5, 6.8, 6.494736842105263)","(5.0, 7.6, 7.3)","(4.8, 5.7, 5.365)","(8.5, 14.0, 12.64864864864865)","(91.0, 590.0, 379.5652173913044)","(3.1, 4.3, 4.294117647058823)","(4.0, 5.5, 5.261904761904762)"
08-12-2022 15:33:50.624899,"(41.0, 95.0, 94.34782608695652)","(6.5, 6.6, 6.314285714285714)","(5.0, 7.6, 7.460465116279069)","(4.8, 5.7, 5.365)","(8.5, 14.0, 12.958333333333334)","(91.0, 590.0, 379.5652173913044)","(3.1, 4.3, 4.282051282051282)","(4.0, 5.5, 5.261904761904762)"
08-12-2022 15:33:51.846647,"(41.0, 95.0, 94.34782608695652)","(6.0, 6.6, 6.25)","(5.0, 7.6, 7.5178082191780815)","(4.8, 5.7, 5.365)","(9.0, 14.0, 13.330357142857142)","(81.0, 590.0, 379.5652173913044)","(3.1, 4.3, 4.282051282051282)","(4.0, 5.5, 5.401960784313726)"
08-12-2022 15:33:53.175532,"(41.0, 95.0, 94.34782608695652)","(6.0, 6.4, 6.25)","(5.0, 7.6, 7.518918918918919)","(4.8, 5.7, 5.365)","(9.0, 14.0, 13.330357142857142)","(81.0, 590.0, 186.66666666666666)","(3.1, 4.3, 4.294117647058823)","(4.0, 5.5, 5.401960784313726)"
08-12-2022 15:33:54.461711,"(41.0, 95.0, 94.34782608695652)","(6.0, 6.4, 6.36842105263158)","(5.0, 7.6, 7.4079999999999995)","(4.8, 5.7, 5.365)","(9.0, 14.0, 13.330357142857142)","(81.0, 590.0, 379.5652173913044)","(3.1, 4.3, 4.294117647058823)","(4.0, 5.5, 5.401960784313726)"
08-12-2022 15:33:55.704626,"(41.0, 95.0, 94.34782608695652)","(6.0, 6.4, 6.36842105263158)","(5.0, 7.6, 7.4079999999999995)","(4.8, 5.7, 5.365)","(9.0, 14.0, 13.330357142857142)","(81.0, 590.0, 379.5652173913044)","(3.1, 4.3, 4.294117647058823)","(4.0, 5.5, 5.401960784313726)"
08-12-2022 15:33:56.873437,"(41.0, 95.0, 94.34782608695652)","(6.0, 6.4, 6.378947368421053)","(5.0, 7.6, 7.415384615384615)","(4.8, 5.7, 5.364197530864198)","(9.0, 14.0, 13.330357142857142)","(81.0, 590.0, 379.5652173913044)","(3.1, 4.3, 4.282051282051282)","(4.0, 5.5, 5.427083333333333)"
08-12-2022 15:33:58.053136,"(41.0, 95.0, 94.34782608695652)","(6.0, 6.4, 6.380487804878049)","(5.0, 7.6, 7.270588235294118)","(4.8, 5.7, 5.364197530864198)","(9.0, 14.0, 13.330357142857142)","(81.0, 590.0, 186.66666666666666)","(3.1, 4.3, 4.294117647058823)","(4.0, 5.5, 5.3)"
08-12-2022 15:33:59.207606,"(41.0, 95.0, 94.34782608695652)","(6.0, 6.4, 6.288888888888889)","(5.0, 7.6, 7.270588235294118)","(4.8, 5.7, 5.364197530864198)","(9.0, 14.0, 13.330357142857142)","(81.0, 590.0, 186.66666666666666)","(3.1, 4.3, 4.294117647058823)","(4.0, 5.5, 5.34)"
08-12-2022 15:34:00.400378,"(41.0, 95.0, 94.34782608695652)","(6.0, 6.4, 6.182352941176471)","(5.0, 7.6, 7.085714285714285)","(4.8, 5.7, 5.3619047619047615)","(9.0, 14.0, 13.330357142857142)","(81.0, 590.0, 186.66666666666666)","(3.1, 4.3, 3.9499999999999997)","(4.0, 5.5, 5.378260869565217)"
08-12-2022 15:34:01.648630,"(41.0, 100.0, 96.92307692307692)","(6.0, 6.4, 6.158974358974359)","(5.0, 7.6, 7.085714285714285)","(4.8, 5.7, 5.364197530864198)","(9.0, 14.0, 13.506578947368421)","(81.0, 590.0, 186.66666666666666)","(3.1, 4.3, 4.09)","(4.0, 5.5, 5.4)"
08-12-2022 15:34:02.900516,"(41.0, 100.0, 96.29629629629629)","(6.0, 6.4, 6.158974358974359)","(5.0, 7.6, 7.085714285714285)","(4.8, 5.7, 5.364197530864198)","(9.0, 14.0, 13.506578947368421)","(81.0, 590.0, 186.66666666666666)","(3.1, 4.3, 4.1923076923076925)","(4.0, 5.5, 5.4)"
08-12-2022 15:34:04.249964,"(41.0, 100.0, 96.29629629629629)","(6.0, 6.4, 6.158974358974359)","(5.0, 7.6, 7.085714285714285)","(4.8, 5.7, 5.364197530864198)","(9.0, 14.0, 13.52)","(81.0, 590.0, 186.66666666666666)","(3.1, 4.3, 4.1923076923076925)","(4.0, 5.5, 5.4)"
08-12-2022 15:34:05.579253,"(41.0, 100.0, 96.29629629629629)","(6.0, 6.4, 6.158974358974359)","(5.0, 7.6, 7.085714285714285)","(4.8, 5.7, 5.364197530864198)","(9.0, 14.0, 13.52)","(81.0, 590.0, 186.66666666666666)","(3.1, 4.3, 4.125)","(4.0, 5.5, 5.4)"
08-12-2022 15:34:06.834341,"(41.0, 100.0, 96.09756097560975)","(6.0, 6.4, 6.158974358974359)","(5.0, 7.6, 7.085714285714285)","(4.8, 5.7, 5.364197530864198)","(9.0, 14.0, 13.52)","(81.0, 590.0, 186.66666666666666)","(3.1, 4.3, 4.1923076923076925)","(4.0, 5.5, 5.4)"
08-12-2022 15:34:08.062100,"(41.0, 100.0, 96.0)","(6.0, 6.4, 6.158974358974359)","(5.0, 7.6, 7.085714285714285)","(4.8, 5.7, 5.364197530864198)","(9.0, 14.0, 13.52)","(81.0, 590.0, 186.66666666666666)","(3.1, 4.3, 4.1923076923076925)","(4.0, 5.5, 5.4)"
08-12-2022 15:34:09.275448,"(41.0, 100.0, 96.09756097560975)","(6.0, 6.4, 6.126530612244898)","(5.0, 7.6, 7.085714285714285)","(4.8, 5.7, 5.364197530864198)","(9.0, 14.0, 13.52)","(81.0, 590.0, 186.66666666666666)","(3.1, 4.3, 4.09)","(4.0, 5.5, 5.435714285714286)"
08-12-2022 15:34:10.556524,"(51.0, 100.0, 96.09756097560975)","(6.0, 6.4, 6.102222222222222)","(5.5, 7.6, 7.085714285714285)","(4.8, 5.7, 5.364197530864198)","(9.0, 14.0, 13.6953125)","(91.0, 590.0, 186.66666666666666)","(3.1, 4.3, 4.09)","(4.2, 5.5, 5.34)"
08-12-2022 15:34:11.850266,"(51.0, 100.0, 96.09756097560975)","(6.0, 6.4, 6.102222222222222)","(5.5, 7.6, 7.085714285714285)","(4.8, 5.7, 5.364197530864198)","(9.0, 14.0, 13.6953125)","(91.0, 590.0, 186.66666666666666)","(3.1, 4.3, 4.09)","(4.2, 5.5, 5.34)"
08-12-2022 15:34:13.110339,"(51.0, 100.0, 96.09756097560975)","(6.0, 6.4, 6.102222222222222)","(5.5, 7.6, 7.085714285714285)","(4.8, 5.7, 5.364197530864198)","(9.0, 14.0, 13.6953125)","(91.0, 590.0, 186.66666666666666)","(3.1, 4.3, 4.0125)","(4.2, 5.5, 5.5)"
08-12-2022 15:34:14.235764,"(51.0, 100.0, 96.09756097560975)","(6.0, 6.4, 6.102222222222222)","(5.5, 7.6, 7.085714285714285)","(4.8, 5.7, 5.364197530864198)","(9.0, 14.0, 13.6953125)","(91.0, 590.0, 186.66666666666666)","(3.1, 4.2, 3.9749999999999996)","(4.2, 5.8, 5.2555555555555555)"
08-12-2022 15:34:15.437206,"(51.0, 100.0, 96.09756097560975)","(6.0, 6.4, 6.102222222222222)","(5.5, 7.6, 7.466666666666667)","(4.8, 5.7, 5.364197530864198)","(9.0, 14.0, 13.6953125)","(91.0, 590.0, 186.66666666666666)","(3.1, 4.1, 3.8708333333333336)","(4.2, 5.8, 5.333333333333333)"
08-12-2022 15:34:16.703603,"(51.0, 100.0, 96.09756097560975)","(5.5, 6.4, 6.117894736842105)","(5.5, 7.8, 7.685714285714285)","(4.6, 5.7, 5.383720930232558)","(10.0, 14.0, 13.717391304347826)","(91.0, 590.0, 364.76190476190476)","(3.1, 4.1, 3.933333333333333)","(4.2, 5.8, 5.370967741935484)"
08-12-2022 15:34:18.026291,"(51.0, 100.0, 96.32183908045977)","(5.5, 6.4, 6.120833333333334)","(5.5, 8.2, 7.8625)","(4.6, 5.7, 5.383720930232558)","(10.0, 14.0, 13.717391304347826)","(91.0, 590.0, 364.76190476190476)","(3.1, 4.0, 3.85)","(4.2, 5.8, 5.370967741935484)"
08-12-2022 15:34:19.230153,"(51.0, 100.0, 96.32183908045977)","(5.5, 6.4, 6.120833333333334)","(5.5, 8.2, 7.959999999999999)","(4.6, 5.7, 5.383720930232558)","(10.0, 14.0, 13.717391304347826)","(91.0, 590.0, 465.1351351351351)","(3.1, 3.95, 3.85)","(4.2, 5.8, 5.370967741935484)"
08-12-2022 15:34:20.593535,"(51.0, 100.0, 96.32183908045977)","(5.5, 6.4, 6.120833333333334)","(5.5, 8.2, 7.975)","(4.6, 5.7, 5.383720930232558)","(10.0, 14.0, 13.717391304347826)","(91.0, 590.0, 425.0)","(3.1, 3.95, 3.764705882352941)","(4.2, 5.8, 5.281818181818182)"
08-12-2022 15:34:22.054422,"(51.0, 100.0, 96.9047619047619)","(5.5, 6.4, 6.120833333333334)","(5.5, 8.2, 8.02)","(4.6, 5.7, 5.388888888888888)","(10.0, 14.0, 13.717391304347826)","(91.0, 590.0, 260.0)","(3.1, 4.0, 3.7590909090909093)","(4.2, 5.8, 5.566666666666666)"
08-12-2022 15:34:23.475417,"(51.0, 100.0, 96.32183908045977)","(5.5, 6.4, 6.120833333333334)","(5.5, 8.2, 8.02)","(4.6, 5.7, 5.456521739130435)","(10.0, 14.0, 13.31578947368421)","(91.0, 590.0, 260.0)","(3.1, 3.95, 3.765)","(4.2, 5.6, 5.566666666666666)"
08-12-2022 15:34:25.018527,"(51.0, 100.0, 96.32183908045977)","(5.5, 6.4, 6.122105263157895)","(5.5, 8.2, 8.02)","(4.6, 5.5, 5.405882352941177)","(10.0, 14.0, 13.551724137931034)","(91.0, 590.0, 260.0)","(3.1, 3.9, 3.7151515151515153)","(4.2, 5.6, 5.574999999999999)"
08-12-2022 15:34:26.461522,"(51.0, 100.0, 93.70967741935485)","(5.5, 6.4, 6.2153846153846155)","(5.5, 8.2, 8.059999999999999)","(4.6, 5.5, 5.433333333333334)","(10.0, 14.0, 13.615384615384615)","(91.0, 590.0, 333.3333333333333)","(3.1, 3.95, 3.71)","(4.2, 5.6, 5.48125)"
08-12-2022 15:34:27.996951,"(51.0, 100.0, 96.17647058823529)","(5.5, 6.4, 6.266666666666667)","(5.5, 8.2, 8.075862068965517)","(4.6, 5.5, 5.433333333333334)","(10.0, 14.0, 13.615384615384615)","(91.0, 590.0, 452.5)","(3.1, 3.9, 3.7125000000000004)","(4.2, 5.5, 5.48125)"
08-12-2022 15:34:29.431383,"(51.0, 100.0, 97.36486486486487)","(5.5, 6.4, 6.528)","(5.5, 8.2, 8.075862068965517)","(4.6, 5.5, 5.404761904761905)","(10.0, 14.0, 13.6)","(91.0, 590.0, 359.5238095238095)","(3.1, 3.9, 3.76)","(4.2, 5.5, 5.48125)"
08-12-2022 15:34:31.010979,"(51.0, 100.0, 97.36486486486487)","(5.5, 6.6, 6.57391304347826)","(5.5, 8.2, 8.075862068965517)","(4.6, 5.5, 5.390410958904109)","(10.0, 14.0, 13.6)","(91.0, 590.0, 455.55555555555554)","(3.1, 3.9, 3.76)","(4.2, 5.5, 5.476923076923077)"
08-12-2022 15:34:32.443880,"(51.0, 100.0, 97.67857142857143)","(5.5, 6.6, 6.57391304347826)","(5.5, 8.2, 8.075862068965517)","(4.6, 5.5, 5.37741935483871)","(10.0, 14.0, 13.814814814814815)","(91.0, 590.0, 410.74074074074076)","(3.1, 3.9, 3.8099999999999996)","(4.2, 5.5, 5.45)"
08-12-2022 15:34:33.929996,"(51.0, 100.0, 97.67857142857143)","(5.5, 6.6, 6.57391304347826)","(5.5, 8.2, 8.059999999999999)","(4.6, 5.4, 5.382758620689655)","(10.0, 14.0, 13.666666666666666)","(91.0, 590.0, 456.2162162162162)","(3.1, 3.9, 3.8107142857142855)","(4.2, 5.6, 5.466666666666667)"
08-12-2022 15:34:35.239168,"(51.0, 100.0, 97.67857142857143)","(5.5, 6.6, 6.5777777777777775)","(5.5, 8.2, 8.005882352941176)","(4.6, 5.4, 5.348)","(10.0, 14.0, 13.523809523809524)","(91.0, 590.0, 423.1034482758621)","(3.1, 3.95, 3.8107142857142855)","(4.2, 5.5, 5.466666666666667)"
08-12-2022 15:34:36.521902,"(51.0, 100.0, 97.67857142857143)","(5.5, 6.6, 6.4559999999999995)","(6.0, 8.2, 8.366666666666667)","(4.8, 5.4, 5.2444444444444445)","(10.0, 14.0, 13.523809523809524)","(101.0, 590.0, 423.1034482758621)","(3.1, 3.95, 3.8607142857142858)","(4.2, 5.5, 5.425)"
08-12-2022 15:34:37.792193,"(51.0, 100.0, 97.67857142857143)","(5.5, 6.6, 6.569999999999999)","(6.0, 8.4, 8.366666666666667)","(4.8, 5.4, 5.318181818181818)","(10.0, 14.0, 13.523809523809524)","(101.0, 590.0, 423.1034482758621)","(3.1, 4.0, 3.8583333333333334)","(4.2, 5.5, 5.442857142857143)"
08-12-2022 15:34:39.066723,"(51.0, 100.0, 97.67857142857143)","(5.0, 6.4, 6.36923076923077)","(6.0, 8.4, 8.26)","(4.6, 5.5, 5.46)","(10.0, 14.0, 13.523809523809524)","(101.0, 590.0, 335.2631578947369)","(3.1, 4.0, 3.81)","(4.4, 5.5, 5.3)"
08-12-2022 15:34:40.430701,"(51.0, 100.0, 97.67857142857143)","(5.0, 6.4, 6.36923076923077)","(6.0, 8.6, 8.156)","(4.6, 5.7, 5.64375)","(10.0, 14.0, 13.545454545454545)","(101.0, 590.0, 335.2631578947369)","(3.1, 3.95, 3.7605263157894737)","(4.4, 5.5, 5.407142857142857)"
08-12-2022 15:34:41.690350,"(51.0, 100.0, 97.67857142857143)","(5.0, 6.4, 6.36923076923077)","(6.0, 8.6, 8.13)","(4.6, 5.7, 5.629411764705883)","(10.0, 14.0, 13.545454545454545)","(101.0, 590.0, 244.28571428571428)","(3.1, 3.95, 3.759375)","(4.4, 5.6, 5.407142857142857)"
08-12-2022 15:34:42.939434,"(51.0, 100.0, 97.67857142857143)","(5.0, 6.4, 6.36923076923077)","(6.0, 8.6, 8.102631578947369)","(4.6, 5.7, 5.629411764705883)","(10.0, 14.0, 13.545454545454545)","(101.0, 590.0, 244.28571428571428)","(3.1, 3.9, 3.7615384615384615)","(4.4, 5.6, 5.457142857142857)"
08-12-2022 15:34:44.166964,"(51.0, 100.0, 97.67857142857143)","(5.0, 6.4, 6.36923076923077)","(6.0, 8.6, 8.102631578947369)","(4.6, 5.7, 5.629411764705883)","(10.0, 14.0, 13.722222222222221)","(101.0, 590.0, 335.2631578947369)","(3.1, 3.9, 3.85)","(4.4, 5.6, 5.457142857142857)"
08-12-2022 15:34:45.494541,"(51.0, 100.0, 97.67857142857143)","(5.0, 6.4, 6.36923076923077)","(6.0, 8.6, 8.102631578947369)","(4.6, 5.7, 5.629411764705883)","(10.0, 14.0, 13.523809523809524)","(101.0, 590.0, 335.2631578947369)","(3.1, 3.95, 3.7666666666666666)","(4.4, 5.6, 5.236363636363636)"
08-12-2022 15:34:46.891686,"(51.0, 100.0, 97.52941176470588)","(5.0, 6.4, 6.36923076923077)","(6.0, 8.6, 8.102631578947369)","(4.6, 5.7, 5.629411764705883)","(10.0, 14.0, 13.523809523809524)","(101.0, 590.0, 244.28571428571428)","(3.1, 3.95, 3.759375)","(4.4, 5.6, 5.236363636363636)"
08-12-2022 15:34:48.214821,"(51.0, 100.0, 97.52941176470588)","(5.0, 6.4, 6.36923076923077)","(6.0, 8.6, 8.102631578947369)","(4.6, 5.7, 5.629411764705883)","(10.0, 14.0, 13.523809523809524)","(101.0, 590.0, 244.28571428571428)","(3.1, 3.9, 3.7588235294117647)","(4.4, 5.6, 5.236363636363636)"
08-12-2022 15:34:49.410311,"(51.0, 100.0, 97.67857142857143)","(5.0, 6.4, 6.36923076923077)","(6.0, 8.6, 8.102631578947369)","(4.6, 5.7, 5.629411764705883)","(10.0, 14.0, 13.523809523809524)","(101.0, 590.0, 244.28571428571428)","(3.1, 3.9, 3.7588235294117647)","(4.4, 5.6, 5.236363636363636)"
08-12-2022 15:34:50.634038,"(51.0, 100.0, 97.67857142857143)","(5.0, 6.4, 6.36923076923077)","(6.0, 8.6, 8.102631578947369)","(4.6, 5.5, 5.472222222222222)","(10.0, 14.0, 13.545454545454545)","(101.0, 590.0, 335.2631578947369)","(3.1, 3.95, 3.77)","(4.4, 5.6, 5.46875)"
08-12-2022 15:34:51.852786,"(51.0, 100.0, 97.67857142857143)","(5.0, 6.4, 6.36923076923077)","(6.0, 8.4, 8.26)","(4.6, 5.5, 5.472222222222222)","(10.0, 14.0, 13.545454545454545)","(101.0, 590.0, 335.2631578947369)","(3.1, 3.95, 3.77)","(4.4, 5.6, 5.46875)"
08-12-2022 15:34:53.121855,"(51.0, 100.0, 97.67857142857143)","(5.0, 6.4, 6.285714285714286)","(6.0, 8.4, 8.085714285714285)","(4.6, 5.5, 5.472222222222222)","(10.0, 14.0, 13.545454545454545)","(101.0, 590.0, 244.28571428571428)","(3.1, 3.95, 3.775)","(4.4, 5.6, 5.46)"
08-12-2022 15:34:54.269759,"(51.0, 100.0, 97.67857142857143)","(5.0, 6.4, 6.266666666666667)","(6.0, 8.4, 8.106666666666667)","(4.6, 5.5, 5.472222222222222)","(10.0, 14.0, 13.545454545454545)","(101.0, 590.0, 244.28571428571428)","(3.1, 3.9, 3.7578947368421054)","(4.4, 5.6, 5.210869565217392)"
08-12-2022 15:34:55.485571,"(51.0, 100.0, 97.67857142857143)","(5.0, 6.4, 6.363636363636364)","(6.0, 8.4, 8.116129032258065)","(4.6, 5.7, 5.678571428571429)","(10.0, 14.0, 13.545454545454545)","(101.0, 590.0, 335.2631578947369)","(3.1, 3.9, 3.76)","(4.4, 5.3, 5.104761904761904)"
08-12-2022 15:34:56.769226,"(51.0, 100.0, 97.67857142857143)","(5.0, 6.4, 6.338461538461539)","(6.0, 8.4, 8.116129032258065)","(4.6, 5.7, 5.666666666666667)","(10.0, 14.0, 13.545454545454545)","(101.0, 590.0, 335.2631578947369)","(3.1, 3.9, 3.8066666666666666)","(4.4, 5.3, 5.104761904761904)"
08-12-2022 15:34:58.024362,"(51.0, 100.0, 97.67857142857143)","(5.0, 6.4, 6.338461538461539)","(6.0, 8.4, 8.162162162162161)","(4.6, 5.7, 5.545454545454545)","(10.0, 14.0, 13.75)","(101.0, 590.0, 244.28571428571428)","(3.1, 3.9, 3.76)","(4.4, 5.3, 5.1255319148936165)"
08-12-2022 15:34:59.341403,"(51.0, 100.0, 97.67857142857143)","(5.0, 6.4, 6.338461538461539)","(6.0, 8.4, 8.061538461538461)","(4.6, 5.6, 5.533333333333333)","(10.0, 14.0, 13.75)","(101.0, 590.0, 456.2162162162162)","(3.1, 3.9, 3.822222222222222)","(4.4, 5.3, 4.908)"
08-12-2022 15:35:00.739155,"(51.0, 100.0, 97.67857142857143)","(5.0, 6.4, 6.362962962962963)","(6.0, 8.4, 8.162162162162161)","(4.6, 5.6, 5.5625)","(10.0, 14.0, 13.761904761904763)","(101.0, 590.0, 456.2162162162162)","(3.1, 3.9, 3.76)","(4.4, 5.0, 5.300000000000001)"
08-12-2022 15:35:01.975039,"(51.0, 100.0, 97.67857142857143)","(5.0, 6.4, 6.364285714285715)","(6.0, 8.4, 8.162162162162161)","(4.6, 5.6, 5.5625)","(10.0, 14.0, 13.761904761904763)","(101.0, 590.0, 410.74074074074076)","(3.1, 3.9, 3.765)","(4.4, 5.4, 5.352)"
08-12-2022 15:35:03.230286,"(51.0, 100.0, 97.67857142857143)","(5.0, 6.4, 6.364285714285715)","(6.0, 8.4, 8.162162162162161)","(4.6, 5.6, 5.678571428571429)","(10.0, 14.0, 13.583333333333334)","(101.0, 590.0, 459.18918918918916)","(3.1, 3.9, 3.761764705882353)","(4.4, 5.4, 5.352)"
08-12-2022 15:35:04.472155,"(51.0, 100.0, 97.67857142857143)","(5.0, 6.4, 6.364285714285715)","(6.0, 8.4, 8.162162162162161)","(4.6, 5.7, 5.678571428571429)","(10.0, 14.0, 13.736842105263158)","(101.0, 590.0, 459.18918918918916)","(3.1, 3.95, 3.7595238095238095)","(4.4, 5.4, 5.352)"
08-12-2022 15:35:05.679513,"(51.0, 100.0, 97.67857142857143)","(5.0, 6.4, 6.364285714285715)","(6.0, 8.4, 8.162162162162161)","(4.6, 5.7, 5.5625)","(10.0, 14.0, 13.772727272727273)","(101.0, 590.0, 410.74074074074076)","(3.1, 3.95, 3.761764705882353)","(4.4, 5.4, 5.34)"
08-12-2022 15:35:07.013969,"(51.0, 100.0, 97.67857142857143)","(5.0, 6.4, 6.361904761904762)","(6.0, 8.4, 8.162162162162161)","(4.6, 5.6, 5.5625)","(10.0, 14.0, 13.791666666666666)","(101.0, 590.0, 456.2162162162162)","(3.1, 3.95, 3.761764705882353)","(4.4, 5.4, 5.342857142857143)"
08-12-2022 15:35:08.335475,"(51.0, 100.0, 97.67857142857143)","(5.0, 6.4, 6.361904761904762)","(6.0, 8.4, 8.162162162162161)","(4.6, 5.6, 5.5625)","(10.0, 14.0, 13.791666666666666)","(101.0, 590.0, 359.5238095238095)","(3.1, 3.95, 3.76)","(4.4, 5.4, 5.360869565217391)"
08-12-2022 15:35:09.544730,"(51.0, 100.0, 97.67857142857143)","(5.0, 6.4, 6.361904761904762)","(6.0, 8.4, 8.162162162162161)","(4.6, 5.6, 5.5625)","(10.0, 14.0, 13.791666666666666)","(101.0, 590.0, 410.74074074074076)","(3.1, 3.9, 3.76)","(4.4, 5.4, 5.37)"
08-12-2022 15:35:10.792157,"(51.0, 100.0, 97.67857142857143)","(5.0, 6.4, 6.361904761904762)","(6.0, 8.4, 8.162162162162161)","(4.6, 5.6, 5.5625)","(10.0, 14.0, 13.791666666666666)","(101.0, 590.0, 410.74074074074076)","(3.1, 3.9, 3.76)","(4.4, 5.4, 5.3742857142857146)"
08-12-2022 15:35:12.103326,"(51.0, 100.0, 97.67857142857143)","(5.0, 6.4, 6.361904761904762)","(6.0, 8.4, 8.162162162162161)","(4.6, 5.6, 5.5625)","(10.0, 14.0, 13.791666666666666)","(101.0, 590.0, 305.29411764705884)","(3.1, 3.9, 3.76)","(4.4, 5.4, 5.3742857142857146)"
08-12-2022 15:35:13.470060,"(51.0, 100.0, 97.67857142857143)","(5.0, 6.4, 6.361904761904762)","(6.0, 8.4, 7.85)","(4.6, 5.6, 5.616666666666667)","(10.0, 14.0, 13.583333333333334)","(101.0, 590.0, 456.2162162162162)","(3.1, 3.9, 3.76)","(4.4, 5.4, 5.682352941176471)"
08-12-2022 15:35:14.782566,"(51.0, 100.0, 97.67857142857143)","(5.0, 6.4, 6.361904761904762)","(6.0, 8.4, 8.107317073170732)","(4.6, 5.7, 5.390909090909091)","(10.0, 14.0, 13.782608695652174)","(101.0, 590.0, 403.8461538461538)","(3.1, 3.9, 3.7666666666666666)","(4.4, 5.7, 5.5)"
08-12-2022 15:35:16.075248,"(51.0, 100.0, 97.67857142857143)","(5.0, 6.4, 6.361904761904762)","(6.0, 8.4, 8.107317073170732)","(4.6, 5.5, 5.404545454545454)","(10.0, 14.0, 13.782608695652174)","(101.0, 590.0, 459.18918918918916)","(3.1, 3.9, 3.7875)","(4.4, 5.7, 5.344444444444444)"
08-12-2022 15:35:17.308689,"(51.0, 100.0, 97.67857142857143)","(5.0, 6.4, 6.361904761904762)","(6.0, 8.4, 8.107317073170732)","(4.6, 5.5, 5.436842105263158)","(10.0, 14.0, 13.782608695652174)","(101.0, 590.0, 459.18918918918916)","(3.1, 3.9, 3.84)","(4.4, 5.7, 5.328571428571428)"
08-12-2022 15:35:18.544239,"(51.0, 100.0, 97.67857142857143)","(5.0, 6.4, 6.281481481481482)","(6.0, 8.4, 8.095238095238095)","(4.6, 5.5, 5.430769230769231)","(10.0, 14.0, 13.75)","(101.0, 590.0, 470.0)","(3.1, 4.0, 3.7111111111111112)","(4.4, 5.7, 5.32)"
08-12-2022 15:35:19.816510,"(51.0, 100.0, 97.67857142857143)","(5.0, 6.4, 6.281481481481482)","(6.0, 8.4, 8.102325581395348)","(4.6, 5.5, 5.464705882352941)","(10.0, 14.0, 13.722222222222221)","(101.0, 490.0, 477.03703703703707)","(3.1, 4.0, 3.7111111111111112)","(4.4, 5.7, 5.333333333333333)"
08-12-2022 15:35:21.071710,"(51.0, 100.0, 97.67857142857143)","(5.0, 6.4, 6.316666666666667)","(6.0, 8.4, 8.102325581395348)","(4.6, 5.5, 5.468421052631579)","(10.0, 14.0, 13.545454545454545)","(101.0, 490.0, 380.74074074074076)","(3.1, 4.0, 3.7214285714285715)","(4.4, 5.7, 5.427272727272728)"
