,Amen Brother,Bia Tinne,Burrandana,Open Sky,Take On Manhattan,The Big Shamrock,Toro Magic,Brave Image,County Kilkenny,Mo Chara,Sonny Fella
05-01-2023 12:45:44.879181,"(7.0, 8.0, 7.938461538461539)","(7.5, 9.6, 9.488888888888889)","(4.0, 4.9, 4.873529411764706)","(8.5, 10.0, 9.50909090909091)","(21.0, 30.0, 28.333333333333332)","(21.0, 65.0, 56.6)","(101.0, 130.0, 115.0)","(3.9, 5.3, 5.205555555555556)","(7.5, 10.5, 10.325000000000001)","(17.0, 23.0, 20.23076923076923)","(18.0, 32.0, 30.0)"
05-01-2023 12:45:46.374776,"(7.0, 8.0, 7.938461538461539)","(7.5, 9.6, 9.488888888888889)","(4.0, 4.9, 4.873529411764706)","(8.5, 10.0, 9.50909090909091)","(21.0, 30.0, 28.333333333333332)","(21.0, 65.0, 56.6)","(101.0, 130.0, 115.0)","(3.9, 5.3, 5.205555555555556)","(7.5, 11.0, 10.325000000000001)","(17.0, 23.0, 20.23076923076923)","(18.0, 32.0, 30.0)"
05-01-2023 12:45:48.012664,"(7.0, 8.0, 7.938461538461539)","(7.5, 9.6, 9.488888888888889)","(4.0, 4.9, 4.873529411764706)","(8.5, 10.0, 9.50909090909091)","(21.0, 30.0, 28.333333333333332)","(21.0, 65.0, 56.6)","(101.0, 130.0, 115.0)","(3.8, 5.3, 5.205555555555556)","(7.5, 11.0, 10.325000000000001)","(17.0, 23.0, 20.23076923076923)","(18.0, 32.0, 28.0)"
05-01-2023 12:45:49.538300,"(7.0, 8.0, 7.938461538461539)","(7.5, 9.6, 9.488888888888889)","(4.0, 4.9, 4.873529411764706)","(8.5, 10.0, 9.50909090909091)","(21.0, 30.0, 28.333333333333332)","(21.0, 65.0, 46.0)","(101.0, 130.0, 115.0)","(3.8, 5.3, 5.205555555555556)","(7.5, 11.0, 10.325000000000001)","(17.0, 23.0, 20.23076923076923)","(18.0, 32.0, 28.0)"
05-01-2023 12:45:51.106566,"(7.0, 8.0, 7.938461538461539)","(7.5, 9.6, 9.296551724137931)","(4.0, 4.9, 4.873529411764706)","(8.5, 10.0, 9.50909090909091)","(21.0, 30.0, 28.333333333333332)","(21.0, 48.0, 46.0)","(101.0, 130.0, 115.0)","(3.8, 5.3, 5.205555555555556)","(7.5, 11.0, 10.325000000000001)","(17.0, 23.0, 20.23076923076923)","(18.0, 32.0, 28.0)"
05-01-2023 12:45:52.556132,"(7.0, 8.0, 7.8)","(7.5, 9.8, 9.457142857142857)","(4.0, 4.9, 4.84)","(8.5, 10.0, 9.50909090909091)","(21.0, 30.0, 28.333333333333332)","(21.0, 48.0, 46.0)","(101.0, 130.0, 115.0)","(3.8, 5.3, 5.205555555555556)","(7.5, 10.5, 10.344444444444445)","(17.0, 22.0, 21.2)","(18.0, 32.0, 28.0)"
05-01-2023 12:45:54.080187,"(7.0, 8.0, 7.8)","(7.5, 10.0, 9.765217391304349)","(4.0, 4.9, 4.75)","(8.5, 10.0, 9.50909090909091)","(21.0, 30.0, 28.333333333333332)","(21.0, 48.0, 46.0)","(101.0, 130.0, 115.0)","(3.9, 5.3, 5.205555555555556)","(7.5, 10.5, 10.344444444444445)","(17.0, 22.0, 20.666666666666668)","(18.0, 32.0, 28.0)"
05-01-2023 12:45:55.585221,"(7.0, 8.0, 7.8)","(7.5, 9.8, 9.765217391304349)","(4.0, 4.9, 4.75)","(8.5, 10.0, 9.50909090909091)","(21.0, 30.0, 28.333333333333332)","(21.0, 48.0, 46.0)","(101.0, 130.0, 115.0)","(3.9, 5.3, 5.205555555555556)","(7.5, 10.5, 10.344444444444445)","(17.0, 22.0, 20.666666666666668)","(18.0, 32.0, 28.0)"
05-01-2023 12:45:57.395673,"(7.0, 8.0, 7.938461538461539)","(7.5, 9.8, 11.44)","(4.0, 4.9, 4.75)","(8.5, 10.0, 9.50909090909091)","(21.0, 30.0, 28.333333333333332)","(21.0, 48.0, 46.0)","(101.0, 130.0, 115.0)","(3.9, 5.3, 5.205555555555556)","(7.5, 10.5, 10.46)","(17.0, 22.0, 20.666666666666668)","(18.0, 32.0, 28.0)"
05-01-2023 12:45:58.955642,"(7.0, 8.0, 7.938461538461539)","(7.5, 12.0, 11.566666666666666)","(4.0, 4.9, 4.6)","(8.5, 10.0, 9.50909090909091)","(21.0, 30.0, 28.333333333333332)","(21.0, 48.0, 46.0)","(101.0, 130.0, 115.0)","(3.9, 5.3, 5.205555555555556)","(7.5, 11.0, 10.325000000000001)","(17.0, 22.0, 20.833333333333332)","(18.0, 32.0, 28.0)"
05-01-2023 12:46:00.757312,"(7.0, 8.0, 7.74)","(7.5, 12.0, 11.628571428571428)","(4.0, 4.9, 4.6)","(8.5, 10.0, 9.530434782608696)","(21.0, 30.0, 28.125)","(21.0, 48.0, 46.0)","(101.0, 130.0, 115.0)","(3.9, 5.3, 5.205555555555556)","(7.5, 11.0, 10.364705882352942)","(17.0, 22.0, 19.9)","(18.0, 32.0, 28.0)"
05-01-2023 12:46:02.517462,"(7.0, 7.8, 7.68936170212766)","(7.5, 12.0, 11.628571428571428)","(4.0, 4.9, 4.6)","(8.5, 10.0, 9.530434782608696)","(21.0, 30.0, 28.125)","(21.0, 48.0, 46.0)","(101.0, 130.0, 115.0)","(3.9, 5.3, 5.205555555555556)","(7.5, 11.0, 10.364705882352942)","(17.0, 22.0, 19.9)","(18.0, 32.0, 28.0)"
05-01-2023 12:46:04.069759,"(7.0, 7.8, 7.68936170212766)","(7.5, 12.0, 11.863157894736842)","(4.0, 4.9, 4.834782608695653)","(8.5, 10.0, 9.530434782608696)","(21.0, 30.0, 28.125)","(21.0, 48.0, 46.0)","(101.0, 130.0, 115.0)","(3.9, 5.3, 5.205555555555556)","(7.5, 11.0, 10.36)","(17.0, 22.0, 19.9)","(18.0, 32.0, 28.0)"
05-01-2023 12:46:05.739697,"(7.0, 7.8, 7.68936170212766)","(7.5, 12.0, 10.55)","(4.0, 4.9, 4.733333333333333)","(8.5, 10.0, 9.530434782608696)","(21.0, 30.0, 28.125)","(21.0, 48.0, 46.333333333333336)","(101.0, 130.0, 115.0)","(3.9, 5.3, 5.205555555555556)","(7.5, 10.5, 10.36)","(17.0, 22.0, 19.75)","(18.0, 32.0, 27.714285714285715)"
05-01-2023 12:46:07.480976,"(7.0, 7.8, 7.68936170212766)","(7.5, 11.5, 10.55)","(4.0, 4.8, 4.733333333333333)","(8.5, 10.0, 9.530434782608696)","(21.0, 30.0, 28.125)","(21.0, 48.0, 46.333333333333336)","(101.0, 130.0, 115.0)","(3.9, 5.3, 5.205555555555556)","(7.5, 10.5, 10.36)","(17.0, 22.0, 20.5)","(18.0, 32.0, 28.4)"
05-01-2023 12:46:09.138065,"(7.0, 7.8, 7.68936170212766)","(7.5, 11.0, 10.3)","(4.0, 4.8, 4.733333333333333)","(8.5, 10.0, 9.530434782608696)","(21.0, 30.0, 28.125)","(21.0, 48.0, 46.333333333333336)","(101.0, 130.0, 115.0)","(3.9, 5.3, 5.205555555555556)","(7.5, 10.5, 10.36)","(17.0, 22.0, 20.5)","(18.0, 30.0, 28.4)"
05-01-2023 12:46:10.853631,"(7.0, 7.8, 7.936842105263158)","(7.5, 11.0, 10.3)","(4.0, 4.8, 4.657142857142857)","(8.5, 10.0, 9.530434782608696)","(21.0, 30.0, 28.125)","(21.0, 48.0, 46.333333333333336)","(101.0, 130.0, 115.0)","(3.9, 5.3, 5.205555555555556)","(7.5, 11.0, 10.364705882352942)","(17.0, 22.0, 20.5)","(18.0, 30.0, 26.0)"
05-01-2023 12:46:12.633555,"(7.0, 8.0, 7.936842105263158)","(7.5, 11.0, 10.3)","(4.0, 4.8, 4.709090909090909)","(8.5, 10.0, 9.530434782608696)","(21.0, 30.0, 28.125)","(21.0, 48.0, 46.333333333333336)","(101.0, 130.0, 115.0)","(3.9, 5.3, 5.205555555555556)","(7.5, 11.0, 10.364705882352942)","(17.0, 22.0, 20.5)","(18.0, 30.0, 26.166666666666668)"
05-01-2023 12:46:14.217996,"(7.0, 8.4, 7.75)","(7.5, 11.0, 10.3)","(4.0, 4.8, 4.688888888888888)","(8.5, 10.0, 9.530434782608696)","(21.0, 30.0, 28.125)","(21.0, 48.0, 46.333333333333336)","(101.0, 130.0, 115.0)","(3.9, 5.3, 5.205555555555556)","(7.5, 11.0, 10.25)","(17.0, 22.0, 20.5)","(18.0, 27.0, 26.166666666666668)"
05-01-2023 12:46:15.889239,"(7.0, 8.2, 7.909090909090908)","(7.5, 11.0, 10.3)","(4.0, 4.8, 4.688888888888888)","(8.5, 10.0, 9.685714285714287)","(21.0, 30.0, 28.125)","(21.0, 48.0, 46.333333333333336)","(101.0, 130.0, 115.0)","(3.9, 5.3, 5.205555555555556)","(7.5, 10.5, 10.25)","(17.0, 22.0, 20.5)","(18.0, 27.0, 26.166666666666668)"
05-01-2023 12:46:17.503933,"(7.0, 8.2, 7.8999999999999995)","(7.5, 11.0, 10.3)","(4.0, 4.8, 4.6)","(8.5, 9.8, 9.685714285714287)","(21.0, 30.0, 28.125)","(21.0, 48.0, 46.333333333333336)","(101.0, 130.0, 115.0)","(3.9, 5.3, 5.205555555555556)","(7.5, 10.5, 10.25)","(17.0, 22.0, 20.5)","(18.0, 27.0, 26.166666666666668)"
05-01-2023 12:46:19.141929,"(7.0, 8.2, 7.8999999999999995)","(7.5, 11.0, 10.65)","(4.0, 4.8, 4.571428571428571)","(8.5, 9.8, 9.685714285714287)","(21.0, 30.0, 28.125)","(21.0, 48.0, 46.333333333333336)","(101.0, 130.0, 115.0)","(3.9, 5.3, 5.205555555555556)","(7.5, 10.5, 10.25)","(17.0, 22.0, 20.5)","(18.0, 27.0, 26.166666666666668)"
05-01-2023 12:46:20.698403,"(7.0, 8.2, 7.8999999999999995)","(7.5, 11.0, 10.65)","(4.0, 4.8, 4.571428571428571)","(8.5, 9.8, 9.685714285714287)","(21.0, 30.0, 28.125)","(21.0, 48.0, 47.63636363636364)","(101.0, 130.0, 115.0)","(3.9, 5.3, 5.205555555555556)","(7.5, 10.5, 10.364705882352942)","(17.0, 22.0, 20.5)","(18.0, 27.0, 25.0)"
05-01-2023 12:46:22.328499,"(7.0, 8.2, 7.8999999999999995)","(7.5, 11.0, 10.65)","(4.0, 4.8, 4.571428571428571)","(8.5, 9.8, 9.685714285714287)","(21.0, 30.0, 28.125)","(21.0, 48.0, 47.63636363636364)","(101.0, 130.0, 115.0)","(3.9, 5.3, 5.205555555555556)","(7.5, 11.0, 10.22857142857143)","(17.0, 22.0, 20.5)","(18.0, 27.0, 25.0)"
05-01-2023 12:46:24.060342,"(7.0, 8.2, 7.8999999999999995)","(7.5, 11.0, 10.813333333333333)","(4.0, 4.8, 4.571428571428571)","(8.5, 9.8, 9.685714285714287)","(21.0, 30.0, 28.125)","(21.0, 48.0, 47.63636363636364)","(101.0, 130.0, 115.0)","(3.9, 5.3, 5.016666666666667)","(7.5, 11.0, 10.22857142857143)","(17.0, 22.0, 20.5)","(18.0, 27.0, 25.666666666666668)"
05-01-2023 12:46:25.765833,"(7.0, 8.2, 7.8999999999999995)","(7.5, 11.0, 10.813333333333333)","(4.0, 4.8, 4.571428571428571)","(8.5, 9.8, 9.685714285714287)","(21.0, 30.0, 28.125)","(21.0, 48.0, 47.63636363636364)","(101.0, 130.0, 115.0)","(3.9, 5.3, 5.016666666666667)","(7.5, 11.0, 10.22857142857143)","(17.0, 22.0, 20.5)","(18.0, 27.0, 26.0)"
05-01-2023 12:46:27.424451,"(7.0, 8.2, 7.742857142857143)","(7.5, 11.5, 11.125)","(4.0, 4.8, 4.6)","(8.5, 9.8, 9.666666666666668)","(21.0, 38.0, 30.857142857142858)","(21.0, 48.0, 46.0)","(101.0, 130.0, 118.0)","(3.9, 5.3, 5.025806451612903)","(7.5, 10.5, 10.15)","(17.0, 25.0, 24.333333333333332)","(18.0, 29.0, 26.0)"
05-01-2023 12:46:29.136336,"(7.0, 8.2, 7.742857142857143)","(7.5, 11.5, 11.125)","(4.0, 4.8, 4.6)","(8.5, 9.8, 9.666666666666668)","(21.0, 38.0, 30.857142857142858)","(21.0, 48.0, 46.0)","(101.0, 130.0, 118.0)","(3.9, 5.3, 5.025806451612903)","(7.5, 10.5, 10.15)","(17.0, 25.0, 24.333333333333332)","(18.0, 29.0, 26.0)"
05-01-2023 12:46:30.913070,"(7.0, 8.2, 7.742857142857143)","(7.5, 11.5, 11.125)","(4.0, 4.8, 4.6)","(8.5, 9.8, 9.666666666666668)","(21.0, 38.0, 31.571428571428573)","(21.0, 48.0, 46.0)","(101.0, 130.0, 116.66666666666667)","(3.9, 5.3, 5.0058823529411764)","(7.5, 10.5, 10.15)","(17.0, 25.0, 23.714285714285715)","(18.0, 29.0, 25.5)"
05-01-2023 12:46:32.522503,"(7.0, 7.8, 7.72)","(7.5, 12.5, 11.125)","(4.0, 4.9, 4.685714285714286)","(8.5, 9.8, 9.666666666666668)","(21.0, 38.0, 31.571428571428573)","(21.0, 50.0, 48.54545454545455)","(101.0, 130.0, 116.66666666666667)","(3.9, 5.3, 5.0058823529411764)","(7.5, 11.0, 10.391666666666666)","(17.0, 25.0, 21.7)","(18.0, 28.0, 25.5)"
05-01-2023 12:46:34.150797,"(7.0, 7.8, 7.72)","(7.5, 12.5, 11.25)","(4.0, 4.9, 4.685714285714286)","(8.5, 9.8, 9.666666666666668)","(21.0, 38.0, 31.571428571428573)","(21.0, 50.0, 48.54545454545455)","(91.0, 130.0, 116.66666666666667)","(3.9, 5.3, 5.0058823529411764)","(7.5, 11.5, 10.391666666666666)","(17.0, 25.0, 20.875)","(18.0, 28.0, 26.5)"
05-01-2023 12:46:35.795082,"(7.0, 7.8, 7.7172413793103445)","(7.5, 12.5, 11.2)","(4.0, 4.9, 4.8100000000000005)","(8.5, 9.8, 9.666666666666668)","(21.0, 38.0, 31.571428571428573)","(21.0, 50.0, 48.54545454545455)","(91.0, 130.0, 116.66666666666667)","(3.9, 5.3, 5.2250000000000005)","(7.5, 11.5, 10.391666666666666)","(17.0, 25.0, 21.75)","(18.0, 28.0, 26.5)"
05-01-2023 12:46:37.543209,"(7.0, 7.8, 7.7172413793103445)","(7.5, 12.0, 10.8)","(4.0, 4.9, 4.8100000000000005)","(8.5, 9.8, 9.666666666666668)","(21.0, 38.0, 31.571428571428573)","(21.0, 50.0, 46.0)","(91.0, 130.0, 111.42857142857143)","(3.9, 5.4, 5.1)","(7.5, 11.5, 10.4)","(17.0, 24.0, 21.3)","(18.0, 28.0, 25.5)"
05-01-2023 12:46:39.175116,"(7.0, 7.8, 7.7172413793103445)","(7.5, 12.0, 10.8)","(4.0, 4.9, 4.8100000000000005)","(8.5, 9.8, 9.666666666666668)","(21.0, 38.0, 31.571428571428573)","(21.0, 48.0, 46.0)","(91.0, 120.0, 111.42857142857143)","(3.9, 5.3, 5.246666666666666)","(7.5, 11.0, 10.657142857142857)","(17.0, 24.0, 21.75)","(18.0, 28.0, 25.5)"
05-01-2023 12:46:40.852858,"(7.0, 7.8, 7.7172413793103445)","(7.5, 12.0, 10.56)","(4.0, 4.9, 4.8100000000000005)","(8.5, 9.8, 10.1)","(21.0, 38.0, 30.142857142857142)","(21.0, 48.0, 46.0)","(91.0, 120.0, 115.0)","(3.9, 5.3, 5.246666666666666)","(7.5, 11.0, 10.657142857142857)","(17.0, 24.0, 22.5)","(18.0, 28.0, 25.5)"
05-01-2023 12:46:42.478422,"(7.0, 7.8, 7.7172413793103445)","(7.5, 12.0, 10.56)","(4.0, 4.9, 4.8100000000000005)","(8.5, 11.5, 10.1)","(21.0, 38.0, 30.142857142857142)","(21.0, 48.0, 46.0)","(91.0, 120.0, 115.0)","(3.9, 5.3, 5.246666666666666)","(7.5, 11.0, 10.657142857142857)","(17.0, 24.0, 22.5)","(18.0, 28.0, 25.5)"
05-01-2023 12:46:44.444198,"(7.0, 7.8, 7.7172413793103445)","(7.5, 12.0, 10.56)","(4.0, 4.9, 4.847058823529412)","(8.5, 11.5, 10.1)","(21.0, 36.0, 35.0)","(21.0, 48.0, 46.0)","(91.0, 120.0, 115.0)","(3.9, 5.3, 5.246666666666666)","(7.5, 11.0, 10.100000000000001)","(17.0, 24.0, 23.59090909090909)","(18.0, 28.0, 25.5)"
05-01-2023 12:46:46.349145,"(7.0, 7.8, 7.7172413793103445)","(7.5, 12.0, 10.892307692307693)","(4.0, 4.9, 4.847058823529412)","(8.5, 11.0, 10.6)","(21.0, 34.0, 31.0)","(21.0, 50.0, 48.4)","(91.0, 130.0, 101.36363636363636)","(3.9, 5.4, 5.205555555555556)","(7.5, 11.5, 10.391666666666666)","(17.0, 24.0, 23.59090909090909)","(17.0, 28.0, 25.5)"
05-01-2023 12:46:48.109834,"(7.0, 7.8, 7.727272727272727)","(7.5, 12.0, 10.892307692307693)","(4.0, 4.9, 4.851351351351352)","(8.5, 11.0, 10.253333333333334)","(21.0, 34.0, 30.0)","(21.0, 50.0, 48.4)","(101.0, 130.0, 101.36363636363636)","(3.9, 5.4, 5.205555555555556)","(7.5, 11.5, 10.177777777777779)","(17.0, 24.0, 23.59090909090909)","(17.0, 28.0, 27.0)"
05-01-2023 12:46:49.913989,"(7.0, 7.8, 7.727272727272727)","(7.5, 12.0, 10.892307692307693)","(4.0, 4.9, 4.851351351351352)","(8.5, 11.0, 10.377777777777778)","(21.0, 34.0, 34.2)","(21.0, 50.0, 46.0)","(101.0, 130.0, 107.5)","(3.9, 5.4, 5.205555555555556)","(7.5, 11.5, 10.5)","(17.0, 24.0, 23.59090909090909)","(17.0, 28.0, 27.0)"
05-01-2023 12:46:51.635261,"(7.0, 7.8, 7.727272727272727)","(7.5, 12.0, 10.892307692307693)","(4.0, 4.9, 4.851351351351352)","(8.5, 11.0, 10.377777777777778)","(21.0, 36.0, 35.0)","(21.0, 48.0, 46.0)","(101.0, 120.0, 107.5)","(3.9, 5.4, 5.205555555555556)","(7.5, 11.0, 10.5)","(17.0, 24.0, 23.59090909090909)","(17.0, 28.0, 27.0)"
05-01-2023 12:46:53.250071,"(7.0, 7.8, 7.975757575757576)","(7.5, 12.0, 10.114285714285716)","(4.0, 4.9, 4.747368421052632)","(8.5, 11.0, 10.15)","(21.0, 36.0, 31.0)","(21.0, 48.0, 46.0)","(101.0, 120.0, 105.0)","(3.9, 5.4, 5.205555555555556)","(7.5, 11.0, 10.5)","(17.0, 24.0, 23.59090909090909)","(17.0, 28.0, 27.0)"
05-01-2023 12:46:54.977862,"(7.0, 8.0, 7.975757575757576)","(7.5, 12.0, 10.447058823529412)","(4.0, 4.8, 4.747368421052632)","(8.5, 10.5, 10.15)","(21.0, 34.0, 31.0)","(21.0, 48.0, 46.0)","(101.0, 110.0, 105.0)","(3.9, 5.4, 5.205555555555556)","(7.5, 11.0, 10.5)","(17.0, 24.0, 23.2)","(17.0, 28.0, 27.0)"
05-01-2023 12:46:56.622558,"(7.0, 8.0, 8.057142857142857)","(7.5, 12.0, 10.447058823529412)","(4.0, 4.8, 4.677777777777777)","(8.5, 10.5, 10.15)","(21.0, 34.0, 30.0)","(21.0, 48.0, 48.4)","(101.0, 110.0, 106.66666666666667)","(3.9, 5.4, 5.205555555555556)","(7.5, 11.0, 10.418181818181818)","(17.0, 24.0, 23.2)","(17.0, 28.0, 26.857142857142858)"
05-01-2023 12:46:58.226688,"(7.0, 8.2, 8.03720930232558)","(7.5, 12.0, 10.447058823529412)","(4.0, 4.8, 4.62258064516129)","(8.5, 10.5, 10.15)","(21.0, 32.0, 30.0)","(21.0, 50.0, 48.4)","(101.0, 110.0, 106.66666666666667)","(3.9, 5.4, 5.205555555555556)","(7.5, 11.5, 10.177777777777779)","(17.0, 24.0, 23.2)","(17.0, 28.0, 26.857142857142858)"
05-01-2023 12:46:59.805770,"(7.0, 8.2, 8.033333333333333)","(7.5, 12.0, 10.447058823529412)","(4.0, 4.8, 4.62258064516129)","(8.5, 10.5, 10.15)","(21.0, 32.0, 31.0)","(21.0, 50.0, 48.4)","(101.0, 110.0, 106.66666666666667)","(3.9, 5.4, 5.205555555555556)","(7.5, 11.5, 10.177777777777779)","(17.0, 24.0, 23.2)","(17.0, 28.0, 26.571428571428573)"
05-01-2023 12:47:01.616543,"(7.0, 8.2, 8.033333333333333)","(7.5, 12.0, 11.200000000000001)","(4.0, 4.8, 4.62258064516129)","(8.5, 10.5, 10.3)","(21.0, 32.0, 31.0)","(21.0, 50.0, 48.4)","(91.0, 110.0, 106.66666666666667)","(3.9, 5.4, 5.205555555555556)","(7.5, 11.5, 10.418181818181818)","(17.0, 24.0, 23.555555555555557)","(17.0, 28.0, 26.571428571428573)"
05-01-2023 12:47:03.389893,"(7.0, 8.2, 8.033333333333333)","(8.0, 12.0, 11.200000000000001)","(4.0, 4.8, 4.62258064516129)","(8.5, 10.5, 9.733333333333333)","(21.0, 32.0, 32.5)","(21.0, 50.0, 46.0)","(91.0, 110.0, 106.66666666666667)","(3.9, 5.4, 5.205555555555556)","(7.5, 11.5, 10.5)","(17.0, 24.0, 23.555555555555557)","(17.0, 28.0, 26.571428571428573)"
05-01-2023 12:47:04.990470,"(7.0, 8.2, 8.033333333333333)","(8.0, 12.0, 11.200000000000001)","(4.0, 4.8, 4.62258064516129)","(8.5, 10.0, 9.733333333333333)","(21.0, 34.0, 32.5)","(21.0, 48.0, 46.0)","(91.0, 110.0, 106.66666666666667)","(3.9, 5.4, 5.205555555555556)","(7.5, 11.0, 10.5)","(17.0, 24.0, 23.555555555555557)","(17.0, 28.0, 26.571428571428573)"
05-01-2023 12:47:06.610336,"(7.0, 8.2, 8.033333333333333)","(8.0, 12.0, 11.200000000000001)","(4.0, 4.8, 4.62258064516129)","(8.5, 10.0, 9.733333333333333)","(21.0, 34.0, 32.5)","(21.0, 48.0, 46.0)","(91.0, 110.0, 102.5)","(3.9, 5.4, 5.205555555555556)","(7.5, 11.0, 10.5)","(17.0, 24.0, 23.555555555555557)","(17.0, 28.0, 26.571428571428573)"
05-01-2023 12:47:08.172225,"(7.0, 8.2, 8.033333333333333)","(8.0, 12.0, 11.245714285714286)","(4.0, 4.8, 4.442857142857143)","(8.5, 10.0, 9.733333333333333)","(21.0, 34.0, 32.5)","(21.0, 48.0, 46.0)","(91.0, 110.0, 102.5)","(3.9, 5.4, 5.205555555555556)","(7.5, 11.0, 10.5)","(17.0, 24.0, 23.555555555555557)","(17.0, 28.0, 26.571428571428573)"
05-01-2023 12:47:09.787776,"(7.0, 8.2, 7.826666666666666)","(8.0, 12.0, 11.245714285714286)","(4.0, 4.8, 4.442857142857143)","(8.5, 10.5, 10.433333333333334)","(21.0, 32.0, 31.0)","(21.0, 50.0, 48.54545454545455)","(91.0, 110.0, 102.5)","(3.9, 5.4, 5.205555555555556)","(7.5, 11.5, 10.418181818181818)","(17.0, 24.0, 23.555555555555557)","(17.0, 28.0, 26.666666666666668)"
05-01-2023 12:47:11.435277,"(7.0, 8.2, 7.826666666666666)","(8.0, 12.0, 11.245714285714286)","(4.0, 4.8, 4.442857142857143)","(8.5, 10.5, 10.433333333333334)","(21.0, 32.0, 31.0)","(21.0, 50.0, 48.54545454545455)","(91.0, 110.0, 102.5)","(3.9, 5.4, 5.205555555555556)","(7.5, 11.5, 10.418181818181818)","(17.0, 24.0, 23.555555555555557)","(17.0, 28.0, 26.666666666666668)"
05-01-2023 12:47:13.354365,"(7.0, 8.2, 7.945454545454545)","(8.0, 12.0, 10.90909090909091)","(4.0, 4.8, 4.345454545454546)","(8.5, 10.5, 10.2)","(21.0, 32.0, 31.0)","(21.0, 50.0, 48.0)","(81.0, 110.0, 102.5)","(3.9, 5.4, 5.233333333333333)","(7.5, 11.5, 10.022222222222222)","(17.0, 24.0, 23.555555555555557)","(17.0, 28.0, 26.666666666666668)"
05-01-2023 12:47:15.230368,"(7.0, 8.2, 7.945454545454545)","(8.0, 12.0, 10.90909090909091)","(4.0, 4.8, 4.6)","(8.5, 10.5, 10.3)","(21.0, 32.0, 28.545454545454547)","(21.0, 50.0, 46.666666666666664)","(81.0, 110.0, 102.5)","(3.9, 5.4, 4.938888888888889)","(7.5, 11.5, 10.7)","(17.0, 24.0, 22.875)","(17.0, 28.0, 27.57894736842105)"
05-01-2023 12:47:17.122245,"(7.0, 8.2, 7.945454545454545)","(8.0, 12.0, 11.11111111111111)","(4.0, 4.7, 4.696062992125984)","(8.5, 10.5, 9.783870967741935)","(21.0, 29.0, 27.5)","(21.0, 48.0, 46.666666666666664)","(81.0, 110.0, 98.5)","(3.9, 5.1, 4.91875)","(7.5, 11.0, 10.22)","(17.0, 24.0, 22.90909090909091)","(17.0, 28.0, 27.57894736842105)"
05-01-2023 12:47:18.882230,"(7.0, 8.2, 7.945454545454545)","(8.0, 12.0, 11.11111111111111)","(4.0, 4.7, 4.5)","(8.5, 11.5, 9.73125)","(21.0, 29.0, 27.928571428571427)","(21.0, 48.0, 46.666666666666664)","(81.0, 130.0, 98.5)","(3.9, 5.1, 4.968181818181819)","(7.5, 10.5, 10.22)","(17.0, 28.0, 22.666666666666668)","(17.0, 28.0, 27.428571428571427)"
05-01-2023 12:47:20.524794,"(7.0, 8.2, 7.945454545454545)","(8.0, 12.0, 10.73076923076923)","(4.0, 4.7, 4.670731707317073)","(8.5, 11.0, 10.08)","(21.0, 29.0, 27.928571428571427)","(21.0, 48.0, 48.0)","(81.0, 130.0, 103.33333333333333)","(3.9, 5.1, 4.968181818181819)","(7.5, 10.5, 10.14)","(17.0, 28.0, 24.666666666666664)","(17.0, 28.0, 26.5)"
05-01-2023 12:47:22.137554,"(7.0, 8.2, 7.945454545454545)","(8.0, 12.0, 10.307692307692308)","(4.0, 4.7, 4.636842105263158)","(8.5, 10.5, 10.033333333333333)","(21.0, 29.0, 27.928571428571427)","(21.0, 50.0, 48.8)","(81.0, 120.0, 103.33333333333333)","(3.9, 5.1, 4.983333333333333)","(7.5, 10.5, 10.275)","(17.0, 26.0, 25.294117647058826)","(17.0, 28.0, 26.5)"
05-01-2023 12:47:23.707700,"(7.0, 8.2, 7.945454545454545)","(8.0, 12.0, 10.307692307692308)","(4.0, 4.7, 4.636842105263158)","(8.5, 10.5, 10.033333333333333)","(21.0, 29.0, 27.928571428571427)","(21.0, 50.0, 48.8)","(81.0, 120.0, 103.33333333333333)","(3.9, 5.0, 4.983333333333333)","(7.5, 10.5, 10.275)","(17.0, 26.0, 25.294117647058826)","(17.0, 28.0, 27.428571428571427)"
05-01-2023 12:47:25.361806,"(7.0, 8.2, 7.992592592592592)","(8.0, 12.0, 10.307692307692308)","(4.0, 4.7, 4.6692307692307695)","(8.5, 10.5, 9.975000000000001)","(21.0, 29.0, 27.928571428571427)","(21.0, 50.0, 48.8)","(81.0, 120.0, 103.33333333333333)","(3.9, 5.0, 4.983333333333333)","(7.5, 10.5, 10.166666666666666)","(17.0, 27.0, 23.0)","(17.0, 28.0, 27.428571428571427)"
05-01-2023 12:47:27.031382,"(7.0, 8.2, 8.013333333333334)","(8.0, 12.0, 10.307692307692308)","(4.0, 4.7, 4.667567567567568)","(8.5, 10.5, 10.14)","(21.0, 29.0, 27.928571428571427)","(21.0, 50.0, 47.2)","(81.0, 120.0, 102.0)","(3.9, 5.0, 4.925000000000001)","(7.5, 10.5, 9.636363636363637)","(17.0, 27.0, 24.0)","(18.0, 28.0, 26.5)"
05-01-2023 12:47:28.751232,"(7.0, 8.2, 7.976)","(8.0, 12.0, 10.307692307692308)","(4.0, 4.7, 4.667567567567568)","(8.5, 10.5, 10.14)","(21.0, 29.0, 28.0)","(21.0, 48.0, 47.2)","(81.0, 130.0, 103.33333333333333)","(3.9, 5.0, 4.964705882352941)","(7.5, 10.0, 9.636363636363637)","(17.0, 26.0, 23.6)","(18.0, 28.0, 26.5)"
