,Freddy Mac,Vested Interest,Shalily,Son Of Bielski,Red Stiletto,Langworthy,Five Ounce,Ruby Edition,Barossa Kiss,Keck,Sarwatte
10-01-2023 14:13:57.855098,"(3.8, 5.5, 5.209090909090909)","(3.2, 4.4, 3.9272727272727272)","(4.4, 6.0, 5.2875)","(9.0, 13.0, 11.58955223880597)","(11.0, 16.0, 15.916666666666666)","(13.0, 19.5, 18.0)","(7.5, 9.2, 8.775)","(51.0, 100.0, 87.5)","(51.0, 120.0, 87.5)","(26.0, 50.0, 42.0)","(101.0, 340.0, 280.0)"
10-01-2023 14:13:59.424915,"(3.8, 5.5, 5.209090909090909)","(3.2, 4.4, 3.9272727272727272)","(4.4, 6.0, 5.2875)","(9.0, 13.0, 11.58955223880597)","(11.0, 16.0, 15.916666666666666)","(13.0, 19.5, 18.0)","(7.5, 9.2, 8.775)","(51.0, 100.0, 87.5)","(51.0, 120.0, 87.5)","(26.0, 50.0, 42.0)","(101.0, 340.0, 280.0)"
10-01-2023 14:14:01.044222,"(3.8, 5.5, 5.209090909090909)","(3.2, 4.4, 3.9272727272727272)","(4.4, 6.0, 5.485714285714286)","(9.0, 13.0, 11.58955223880597)","(11.0, 16.0, 15.916666666666666)","(13.0, 19.5, 18.0)","(7.5, 9.2, 8.775)","(51.0, 100.0, 87.5)","(51.0, 120.0, 87.5)","(26.0, 50.0, 42.0)","(101.0, 340.0, 280.0)"
10-01-2023 14:14:02.560126,"(3.8, 5.5, 5.209090909090909)","(3.2, 4.4, 3.9272727272727272)","(4.4, 5.7, 5.45)","(9.0, 13.0, 11.58955223880597)","(11.0, 16.0, 15.916666666666666)","(13.0, 19.5, 18.0)","(7.5, 9.2, 8.775)","(51.0, 100.0, 87.5)","(51.0, 120.0, 87.5)","(26.0, 50.0, 41.42857142857143)","(101.0, 340.0, 280.0)"
10-01-2023 14:14:04.081444,"(3.8, 5.5, 5.209090909090909)","(3.2, 4.4, 3.9272727272727272)","(4.4, 5.7, 5.45)","(9.0, 13.0, 11.58955223880597)","(11.0, 16.0, 15.916666666666666)","(13.0, 19.5, 18.0)","(7.5, 9.2, 8.775)","(51.0, 100.0, 87.5)","(51.0, 120.0, 87.5)","(26.0, 50.0, 41.42857142857143)","(101.0, 340.0, 280.0)"
10-01-2023 14:14:05.657839,"(3.8, 5.5, 5.209090909090909)","(3.2, 4.4, 3.9272727272727272)","(4.4, 5.7, 5.45)","(9.0, 13.0, 11.58955223880597)","(11.0, 16.0, 15.916666666666666)","(13.0, 19.5, 18.0)","(7.5, 9.2, 8.775)","(51.0, 100.0, 87.5)","(51.0, 120.0, 87.5)","(26.0, 50.0, 41.42857142857143)","(101.0, 340.0, 280.0)"
10-01-2023 14:14:07.218228,"(3.8, 5.5, 5.209090909090909)","(3.2, 4.4, 3.9272727272727272)","(4.4, 5.7, 5.45)","(9.0, 13.0, 11.58955223880597)","(11.0, 16.0, 15.916666666666666)","(13.0, 19.5, 18.0)","(7.5, 9.2, 8.775)","(51.0, 100.0, 87.5)","(51.0, 120.0, 87.5)","(26.0, 50.0, 41.42857142857143)","(101.0, 340.0, 280.0)"
10-01-2023 14:14:09.050879,"(3.8, 5.5, 5.209090909090909)","(3.2, 4.4, 3.9272727272727272)","(4.4, 5.7, 5.45)","(9.0, 13.0, 11.58955223880597)","(11.0, 16.0, 15.916666666666666)","(13.0, 19.5, 18.0)","(7.5, 9.2, 8.775)","(51.0, 100.0, 87.5)","(51.0, 120.0, 87.5)","(26.0, 50.0, 41.42857142857143)","(101.0, 340.0, 280.0)"
10-01-2023 14:14:10.618848,"(3.8, 5.5, 5.209090909090909)","(3.2, 4.4, 3.9272727272727272)","(4.4, 5.7, 5.45)","(9.0, 13.0, 11.58955223880597)","(11.0, 16.0, 15.916666666666666)","(13.0, 19.5, 18.0)","(7.5, 9.2, 8.775)","(51.0, 100.0, 66.66666666666667)","(51.0, 120.0, 87.5)","(26.0, 50.0, 41.42857142857143)","(101.0, 340.0, 280.0)"
10-01-2023 14:14:12.287409,"(3.8, 5.5, 5.209090909090909)","(3.2, 4.4, 3.9272727272727272)","(4.4, 5.7, 5.45)","(9.0, 13.0, 11.58955223880597)","(11.0, 16.0, 15.916666666666666)","(13.0, 19.5, 18.0)","(7.5, 9.2, 8.775)","(51.0, 100.0, 66.66666666666667)","(51.0, 120.0, 87.5)","(26.0, 50.0, 41.42857142857143)","(101.0, 340.0, 280.0)"
10-01-2023 14:14:14.140319,"(3.8, 5.5, 5.209090909090909)","(3.2, 4.4, 3.9272727272727272)","(4.4, 5.7, 5.45)","(9.0, 13.0, 11.58955223880597)","(11.0, 16.0, 15.916666666666666)","(13.0, 19.5, 18.0)","(7.5, 9.2, 8.775)","(51.0, 100.0, 66.66666666666667)","(51.0, 120.0, 87.5)","(26.0, 50.0, 41.42857142857143)","(101.0, 340.0, 280.0)"
10-01-2023 14:14:15.915014,"(3.8, 5.5, 5.209090909090909)","(3.2, 4.4, 3.9272727272727272)","(4.4, 5.7, 5.45)","(9.0, 13.0, 11.58955223880597)","(11.0, 16.0, 15.916666666666666)","(13.0, 19.5, 18.0)","(7.5, 9.2, 8.775)","(51.0, 100.0, 66.66666666666667)","(51.0, 120.0, 87.5)","(26.0, 50.0, 41.42857142857143)","(101.0, 340.0, 280.0)"
10-01-2023 14:14:17.442801,"(3.8, 5.5, 5.209090909090909)","(3.2, 4.4, 3.9272727272727272)","(4.4, 5.7, 5.45)","(9.0, 13.0, 11.58955223880597)","(11.0, 16.0, 15.916666666666666)","(13.0, 19.5, 18.0)","(7.5, 9.2, 8.775)","(51.0, 100.0, 66.66666666666667)","(51.0, 120.0, 87.5)","(26.0, 50.0, 41.42857142857143)","(101.0, 340.0, 280.0)"
10-01-2023 14:14:18.857978,"(3.8, 5.5, 5.209090909090909)","(3.2, 4.4, 3.9272727272727272)","(4.4, 5.7, 5.45)","(9.0, 13.0, 11.58955223880597)","(11.0, 16.0, 15.916666666666666)","(13.0, 19.5, 18.0)","(7.5, 9.2, 8.775)","(51.0, 100.0, 66.66666666666667)","(51.0, 120.0, 87.5)","(26.0, 50.0, 41.42857142857143)","(101.0, 340.0, 280.0)"
10-01-2023 14:14:20.256467,"(3.8, 5.5, 5.209090909090909)","(3.2, 4.4, 3.9272727272727272)","(4.4, 5.7, 5.45)","(9.0, 13.0, 11.58955223880597)","(11.0, 16.0, 15.916666666666666)","(13.0, 19.5, 18.0)","(7.5, 9.2, 8.775)","(51.0, 100.0, 66.66666666666667)","(51.0, 120.0, 87.5)","(26.0, 50.0, 41.42857142857143)","(101.0, 340.0, 280.0)"
10-01-2023 14:14:21.682523,"(3.8, 5.5, 5.209090909090909)","(3.2, 4.4, 3.9272727272727272)","(4.4, 5.7, 5.391666666666667)","(9.0, 13.0, 11.58955223880597)","(11.0, 16.0, 15.916666666666666)","(13.0, 19.5, 18.0)","(7.5, 9.2, 8.775)","(51.0, 100.0, 66.66666666666667)","(51.0, 120.0, 87.5)","(26.0, 50.0, 41.42857142857143)","(101.0, 340.0, 340.0)"
10-01-2023 14:14:23.471542,"(3.8, 5.5, 5.209090909090909)","(3.2, 4.4, 3.9272727272727272)","(4.4, 5.6, 5.391666666666667)","(9.0, 13.0, 11.58955223880597)","(11.0, 16.0, 15.916666666666666)","(13.0, 19.5, 18.0)","(7.5, 9.2, 8.775)","(51.0, 100.0, 66.66666666666667)","(51.0, 120.0, 87.5)","(26.0, 50.0, 41.42857142857143)","(101.0, 390.0, 340.0)"
10-01-2023 14:14:25.008463,"(3.8, 5.5, 5.209090909090909)","(3.2, 4.4, 3.9272727272727272)","(4.4, 5.6, 5.391666666666667)","(9.0, 13.0, 11.58955223880597)","(11.0, 16.0, 15.916666666666666)","(13.0, 19.5, 18.0)","(7.5, 9.2, 8.775)","(51.0, 100.0, 66.66666666666667)","(51.0, 120.0, 87.5)","(26.0, 50.0, 41.42857142857143)","(101.0, 390.0, 340.0)"
10-01-2023 14:14:26.562236,"(3.8, 5.5, 5.209090909090909)","(3.2, 4.4, 3.9272727272727272)","(4.4, 5.6, 5.391666666666667)","(9.0, 13.0, 11.58955223880597)","(11.0, 16.0, 15.916666666666666)","(13.0, 19.5, 18.0)","(7.5, 9.2, 8.775)","(51.0, 100.0, 66.66666666666667)","(51.0, 120.0, 87.5)","(26.0, 50.0, 41.42857142857143)","(101.0, 390.0, 304.0)"
10-01-2023 14:14:27.932972,"(3.8, 5.5, 5.209090909090909)","(3.2, 4.4, 3.9272727272727272)","(4.4, 5.6, 5.391666666666667)","(9.0, 13.0, 11.58955223880597)","(11.0, 16.0, 15.916666666666666)","(13.0, 19.5, 18.0)","(7.5, 9.2, 8.799999999999999)","(51.0, 100.0, 66.66666666666667)","(51.0, 120.0, 87.5)","(26.0, 50.0, 42.8)","(101.0, 380.0, 304.0)"
10-01-2023 14:14:29.427408,"(3.8, 5.5, 5.209090909090909)","(3.2, 4.4, 3.9272727272727272)","(4.4, 5.6, 5.391666666666667)","(9.0, 13.0, 11.58955223880597)","(11.0, 16.0, 15.916666666666666)","(13.0, 19.5, 18.0)","(7.5, 9.2, 8.775)","(51.0, 100.0, 66.66666666666667)","(51.0, 120.0, 87.5)","(26.0, 50.0, 41.0)","(101.0, 380.0, 304.0)"
10-01-2023 14:14:31.015359,"(3.8, 5.5, 5.209090909090909)","(3.2, 4.4, 3.9272727272727272)","(4.4, 5.6, 5.391666666666667)","(9.0, 13.0, 11.58955223880597)","(11.0, 16.0, 15.916666666666666)","(13.0, 19.5, 18.0)","(7.5, 9.2, 8.775)","(51.0, 100.0, 66.66666666666667)","(51.0, 120.0, 87.5)","(26.0, 50.0, 41.0)","(101.0, 380.0, 304.0)"
10-01-2023 14:14:32.558096,"(3.8, 5.5, 5.209090909090909)","(3.2, 4.4, 3.9272727272727272)","(4.4, 5.6, 5.391666666666667)","(9.0, 13.0, 11.58955223880597)","(11.0, 16.0, 15.916666666666666)","(13.0, 19.5, 18.0)","(7.5, 9.2, 8.775)","(51.0, 100.0, 66.66666666666667)","(51.0, 120.0, 87.5)","(26.0, 50.0, 41.0)","(101.0, 380.0, 304.0)"
10-01-2023 14:14:33.961605,"(3.8, 5.5, 4.7625)","(3.2, 4.4, 4.1000000000000005)","(4.4, 5.6, 5.4125)","(9.0, 13.0, 11.58955223880597)","(11.0, 16.0, 15.916666666666666)","(13.0, 19.5, 19.27777777777778)","(7.5, 9.2, 8.76470588235294)","(51.0, 100.0, 65.0)","(51.0, 120.0, 87.5)","(26.0, 50.0, 44.666666666666664)","(101.0, 380.0, 304.0)"
10-01-2023 14:14:35.307073,"(3.8, 5.2, 4.7625)","(3.2, 4.4, 4.1000000000000005)","(4.4, 5.6, 5.4125)","(9.0, 13.0, 11.58955223880597)","(11.0, 16.0, 15.916666666666666)","(13.0, 19.5, 19.27777777777778)","(7.5, 9.0, 8.76470588235294)","(51.0, 80.0, 65.0)","(51.0, 120.0, 87.5)","(26.0, 50.0, 44.666666666666664)","(101.0, 380.0, 304.0)"
10-01-2023 14:14:36.652025,"(3.8, 5.2, 4.707692307692308)","(3.2, 4.4, 4.1000000000000005)","(4.4, 5.6, 5.4125)","(9.0, 13.0, 11.58955223880597)","(11.0, 16.0, 15.916666666666666)","(13.0, 19.5, 19.27777777777778)","(7.5, 9.0, 8.76470588235294)","(51.0, 80.0, 65.0)","(51.0, 120.0, 87.5)","(26.0, 50.0, 46.0)","(101.0, 380.0, 304.0)"
10-01-2023 14:14:38.001327,"(3.8, 5.1, 4.833333333333333)","(3.2, 4.4, 4.1000000000000005)","(4.4, 5.6, 5.4125)","(9.0, 13.0, 11.58955223880597)","(11.0, 16.0, 15.916666666666666)","(13.0, 19.5, 19.27777777777778)","(7.5, 9.0, 8.76470588235294)","(51.0, 80.0, 65.0)","(51.0, 120.0, 103.75)","(26.0, 50.0, 46.0)","(101.0, 380.0, 260.0)"
10-01-2023 14:14:39.367045,"(3.8, 5.1, 4.833333333333333)","(3.2, 4.4, 4.1000000000000005)","(4.4, 5.6, 5.4125)","(9.0, 13.0, 11.58955223880597)","(11.0, 16.0, 15.916666666666666)","(13.0, 19.5, 19.27777777777778)","(7.5, 9.0, 8.76470588235294)","(51.0, 80.0, 65.0)","(51.0, 120.0, 103.75)","(26.0, 50.0, 46.0)","(101.0, 380.0, 256.6666666666667)"
10-01-2023 14:14:40.866833,"(3.8, 5.1, 4.833333333333333)","(3.2, 4.4, 4.1000000000000005)","(4.4, 5.6, 5.4125)","(9.0, 13.0, 11.58955223880597)","(11.0, 16.0, 15.916666666666666)","(13.0, 19.5, 19.27777777777778)","(7.5, 9.0, 8.76470588235294)","(51.0, 80.0, 65.0)","(51.0, 120.0, 103.75)","(26.0, 50.0, 44.0)","(101.0, 370.0, 256.6666666666667)"
10-01-2023 14:14:42.602298,"(3.8, 5.1, 4.833333333333333)","(3.2, 4.4, 4.1000000000000005)","(4.4, 5.6, 5.4125)","(9.0, 13.0, 11.58955223880597)","(11.0, 16.0, 15.916666666666666)","(13.0, 19.5, 19.27777777777778)","(7.5, 9.0, 8.76470588235294)","(51.0, 80.0, 65.0)","(51.0, 120.0, 103.75)","(26.0, 50.0, 44.0)","(101.0, 370.0, 256.6666666666667)"
10-01-2023 14:14:44.547460,"(3.8, 5.1, 4.833333333333333)","(3.2, 4.4, 4.1000000000000005)","(4.4, 5.6, 5.4125)","(9.0, 13.0, 11.58955223880597)","(11.0, 16.0, 15.916666666666666)","(13.0, 19.5, 19.27777777777778)","(7.5, 9.0, 8.901639344262295)","(51.0, 80.0, 65.0)","(51.0, 120.0, 103.75)","(26.0, 50.0, 44.0)","(101.0, 370.0, 256.6666666666667)"
10-01-2023 14:14:46.054512,"(3.8, 5.1, 4.794444444444444)","(3.2, 4.4, 4.1000000000000005)","(4.4, 5.6, 5.7125)","(9.0, 13.0, 11.58955223880597)","(11.0, 16.0, 15.916666666666666)","(13.0, 19.5, 19.3)","(7.5, 9.0, 8.87076923076923)","(51.0, 80.0, 65.0)","(51.0, 120.0, 103.75)","(26.0, 50.0, 41.0)","(101.0, 370.0, 256.6666666666667)"
10-01-2023 14:14:47.714385,"(3.8, 5.1, 4.794444444444444)","(3.2, 4.4, 4.1000000000000005)","(4.4, 5.9, 5.7)","(9.0, 13.0, 11.58955223880597)","(11.0, 16.0, 15.916666666666666)","(13.0, 19.5, 19.3)","(7.5, 9.0, 8.87076923076923)","(51.0, 80.0, 65.0)","(51.0, 120.0, 103.75)","(26.0, 50.0, 41.0)","(101.0, 370.0, 256.6666666666667)"
10-01-2023 14:14:49.445818,"(3.8, 5.1, 4.794444444444444)","(3.2, 4.4, 4.1000000000000005)","(4.4, 5.9, 5.7)","(9.0, 13.0, 11.58955223880597)","(11.0, 16.0, 15.916666666666666)","(13.0, 19.5, 19.3)","(7.5, 9.0, 8.87076923076923)","(51.0, 80.0, 65.0)","(51.0, 120.0, 103.75)","(26.0, 50.0, 41.0)","(101.0, 370.0, 256.6666666666667)"
10-01-2023 14:14:50.918371,"(3.8, 5.1, 4.794444444444444)","(3.2, 4.4, 4.1000000000000005)","(4.4, 5.9, 5.7)","(9.0, 13.0, 11.58955223880597)","(11.0, 16.0, 15.916666666666666)","(13.0, 19.5, 19.3)","(7.5, 9.0, 8.87076923076923)","(51.0, 80.0, 65.0)","(51.0, 120.0, 103.75)","(26.0, 50.0, 41.0)","(101.0, 370.0, 256.6666666666667)"
10-01-2023 14:14:52.302757,"(3.8, 5.1, 4.794444444444444)","(3.2, 4.4, 4.1000000000000005)","(4.4, 5.9, 5.7)","(9.0, 13.0, 11.58955223880597)","(11.0, 16.0, 15.916666666666666)","(13.0, 19.5, 19.3)","(7.5, 9.0, 8.87076923076923)","(51.0, 80.0, 65.0)","(51.0, 120.0, 103.75)","(26.0, 50.0, 41.0)","(101.0, 370.0, 256.6666666666667)"
10-01-2023 14:14:53.631035,"(3.8, 5.1, 4.794444444444444)","(3.2, 4.4, 4.1000000000000005)","(4.4, 5.9, 5.7)","(9.0, 13.0, 11.58955223880597)","(11.0, 16.0, 15.916666666666666)","(13.0, 19.5, 19.3)","(7.5, 9.0, 8.87076923076923)","(51.0, 80.0, 75.71428571428572)","(51.0, 120.0, 103.75)","(26.0, 50.0, 41.0)","(101.0, 370.0, 256.6666666666667)"
10-01-2023 14:14:55.010968,"(3.8, 5.1, 4.794444444444444)","(3.2, 4.4, 4.1000000000000005)","(4.4, 5.9, 5.7)","(9.0, 13.0, 11.58955223880597)","(11.0, 16.0, 15.916666666666666)","(13.0, 19.5, 19.3)","(7.5, 9.0, 8.87076923076923)","(51.0, 80.0, 75.71428571428572)","(51.0, 120.0, 87.5)","(26.0, 50.0, 41.0)","(101.0, 370.0, 275.0)"
10-01-2023 14:14:56.396770,"(3.8, 5.1, 4.794444444444444)","(3.2, 4.4, 4.1000000000000005)","(4.4, 5.9, 5.7)","(9.0, 13.0, 11.58955223880597)","(11.0, 16.0, 15.916666666666666)","(13.0, 19.5, 19.3)","(7.5, 9.0, 8.87076923076923)","(51.0, 80.0, 75.71428571428572)","(51.0, 120.0, 87.5)","(26.0, 50.0, 41.0)","(101.0, 370.0, 298.0)"
10-01-2023 14:14:57.905468,"(3.8, 5.1, 4.794444444444444)","(3.2, 4.4, 4.1000000000000005)","(4.4, 5.9, 5.728571428571429)","(9.0, 13.0, 11.58955223880597)","(11.0, 16.0, 15.916666666666666)","(13.0, 19.5, 19.3)","(7.5, 9.0, 8.87076923076923)","(51.0, 80.0, 75.71428571428572)","(51.0, 120.0, 87.5)","(26.0, 50.0, 41.0)","(101.0, 370.0, 298.0)"
10-01-2023 14:14:59.352573,"(3.8, 5.1, 4.794444444444444)","(3.2, 4.4, 4.1000000000000005)","(4.4, 5.9, 5.728571428571429)","(9.0, 13.0, 11.58955223880597)","(11.0, 16.0, 15.916666666666666)","(13.0, 19.5, 19.3)","(7.5, 9.0, 8.87076923076923)","(51.0, 80.0, 75.71428571428572)","(51.0, 120.0, 87.5)","(26.0, 50.0, 41.0)","(101.0, 370.0, 298.0)"
10-01-2023 14:15:00.716047,"(3.8, 5.1, 4.794444444444444)","(3.2, 4.4, 4.1000000000000005)","(4.4, 5.9, 5.728571428571429)","(9.0, 13.0, 11.58955223880597)","(11.0, 16.0, 15.916666666666666)","(13.0, 19.5, 19.3)","(7.5, 9.0, 8.87076923076923)","(51.0, 80.0, 75.71428571428572)","(51.0, 120.0, 87.5)","(26.0, 50.0, 41.0)","(101.0, 370.0, 298.0)"
10-01-2023 14:15:02.051949,"(3.8, 5.1, 4.794444444444444)","(3.2, 4.4, 4.1000000000000005)","(4.4, 5.9, 5.728571428571429)","(9.0, 13.0, 11.58955223880597)","(11.0, 16.0, 15.625)","(13.0, 19.5, 19.029411764705884)","(7.5, 9.0, 8.670588235294117)","(51.0, 80.0, 75.71428571428572)","(51.0, 120.0, 87.5)","(26.0, 50.0, 41.0)","(101.0, 370.0, 292.0)"
10-01-2023 14:15:03.450694,"(3.8, 5.0, 4.9)","(3.2, 4.3, 4.128571428571428)","(4.4, 5.8, 5.72)","(9.0, 12.0, 12.25)","(11.0, 16.0, 15.625)","(13.0, 19.5, 19.029411764705884)","(7.5, 9.0, 8.670588235294117)","(51.0, 80.0, 75.71428571428572)","(51.0, 120.0, 87.5)","(26.0, 50.0, 41.0)","(101.0, 360.0, 292.0)"
10-01-2023 14:15:04.862101,"(3.8, 5.0, 4.9)","(3.2, 4.3, 4.1)","(4.4, 5.8, 5.666666666666666)","(9.0, 12.5, 12.1)","(11.0, 16.0, 15.625)","(13.0, 19.5, 18.5)","(7.5, 9.0, 8.670588235294117)","(51.0, 80.0, 71.66666666666667)","(51.0, 120.0, 90.0)","(26.0, 50.0, 39.666666666666664)","(101.0, 360.0, 292.0)"
10-01-2023 14:15:06.363348,"(3.8, 5.0, 4.9)","(3.2, 4.3, 4.109090909090909)","(4.4, 6.2, 5.7124999999999995)","(9.0, 12.5, 12.1)","(11.0, 16.0, 15.625)","(13.0, 19.5, 18.5)","(7.5, 9.0, 8.670588235294117)","(51.0, 80.0, 71.66666666666667)","(51.0, 120.0, 90.0)","(26.0, 48.0, 39.666666666666664)","(101.0, 360.0, 292.0)"
