,Surveillance,Chiclett,Henchard,Chuck A Luck,Tuscan Holiday,Soviet Spy,Rhythm Star,Long Knife Brother,Missalfie
07-12-2022 18:03:51.047565,"(3.8, 4.9, 4.78)","(4.6, 5.3, 5.1875)","(4.4, 4.4, 4.269565217391305)","(18.0, 25.0, 24.727272727272727)","(12.0, 18.0, 17.625)","(10.0, 11.5, 10.725806451612904)","(10.0, 12.5, 12.357142857142858)","(71.0, 170.0, 150.0)","(8.5, 13.0, 12.735294117647058)"
07-12-2022 18:03:53.172976,"(3.8, 4.9, 4.722222222222222)","(4.6, 5.3, 5.136363636363637)","(4.4, 4.4, 4.269565217391305)","(18.0, 25.0, 24.857142857142858)","(12.0, 18.0, 17.735294117647058)","(10.0, 11.5, 10.725806451612904)","(10.0, 12.5, 12.3125)","(71.0, 170.0, 150.0)","(8.5, 13.0, 12.735294117647058)"
07-12-2022 18:03:55.269512,"(3.8, 4.9, 4.74)","(4.6, 5.3, 5.1)","(4.4, 4.4, 4.269565217391305)","(18.0, 26.0, 24.666666666666668)","(12.0, 18.0, 17.735294117647058)","(10.0, 11.5, 10.725806451612904)","(10.0, 13.0, 12.676470588235293)","(71.0, 170.0, 150.0)","(8.5, 13.0, 12.735294117647058)"
07-12-2022 18:03:57.404025,"(3.8, 4.9, 4.74)","(4.6, 5.3, 5.1)","(4.4, 4.4, 4.269565217391305)","(18.0, 26.0, 24.8)","(12.0, 18.0, 17.735294117647058)","(10.0, 11.0, 10.75)","(10.0, 13.0, 12.676470588235293)","(71.0, 170.0, 150.0)","(8.5, 13.0, 12.625)"
07-12-2022 18:03:59.643370,"(3.8, 4.9, 4.78)","(4.6, 5.3, 5.286813186813187)","(4.4, 4.4, 4.345454545454546)","(18.0, 26.0, 24.8)","(12.0, 18.0, 17.625)","(10.0, 11.0, 10.75)","(10.0, 13.0, 12.676470588235293)","(71.0, 170.0, 150.0)","(8.5, 13.0, 12.625)"
07-12-2022 18:04:01.631137,"(3.8, 4.9, 4.833333333333334)","(4.6, 5.3, 5.286813186813187)","(4.4, 4.4, 4.46864406779661)","(18.0, 26.0, 24.8)","(12.0, 18.0, 17.625)","(10.0, 11.0, 10.75)","(10.0, 13.0, 12.71875)","(71.0, 170.0, 150.0)","(8.5, 13.0, 12.625)"
07-12-2022 18:04:03.478689,"(3.8, 4.9, 4.833333333333334)","(4.6, 5.3, 5.270526315789474)","(4.4, 4.5, 4.370967741935484)","(18.0, 26.0, 24.8)","(12.0, 18.0, 17.625)","(10.0, 11.0, 10.75)","(10.0, 13.0, 12.71875)","(71.0, 170.0, 150.0)","(8.5, 13.0, 12.625)"
07-12-2022 18:04:05.359681,"(3.8, 4.9, 4.892307692307693)","(4.6, 5.3, 5.241747572815534)","(4.4, 4.5, 4.370967741935484)","(18.0, 26.0, 23.923076923076923)","(12.0, 18.0, 16.891304347826086)","(10.0, 11.0, 10.75)","(10.0, 13.0, 12.71875)","(71.0, 170.0, 150.0)","(8.5, 12.5, 11.891304347826086)"
07-12-2022 18:04:07.242218,"(3.8, 4.9, 4.8925)","(4.6, 5.3, 5.241747572815534)","(4.4, 4.5, 4.618604651162791)","(18.0, 25.0, 23.923076923076923)","(12.0, 17.5, 17.1)","(10.0, 11.0, 10.75)","(10.0, 13.0, 12.71875)","(71.0, 170.0, 150.0)","(8.5, 12.5, 11.642857142857142)"
07-12-2022 18:04:09.161765,"(3.8, 4.9, 4.8925)","(4.6, 5.3, 5.241747572815534)","(4.4, 4.7, 4.3075)","(18.0, 25.0, 23.25)","(12.0, 17.5, 17.1)","(10.0, 11.0, 10.75)","(10.0, 13.0, 12.71875)","(71.0, 170.0, 150.0)","(8.5, 12.5, 11.833333333333334)"
07-12-2022 18:04:11.040120,"(3.8, 4.9, 4.972093023255814)","(4.6, 5.3, 5.241747572815534)","(4.4, 4.6, 4.3075)","(18.0, 25.0, 23.25)","(12.0, 17.5, 17.1)","(10.0, 11.0, 10.5)","(10.0, 13.0, 12.71875)","(71.0, 170.0, 150.0)","(8.5, 12.5, 11.833333333333334)"
07-12-2022 18:04:13.038102,"(3.8, 5.0, 4.95)","(4.6, 5.3, 5.241747572815534)","(4.4, 4.6, 4.367796610169492)","(18.0, 25.0, 23.25)","(12.0, 17.5, 17.1)","(10.0, 11.0, 10.5)","(10.0, 13.0, 11.658064516129032)","(71.0, 160.0, 145.0)","(8.5, 13.0, 12.625)"
07-12-2022 18:04:15.199410,"(3.8, 5.0, 4.95)","(4.6, 5.3, 5.241747572815534)","(4.4, 4.5, 4.307407407407407)","(18.0, 25.0, 23.666666666666668)","(12.0, 17.5, 17.1)","(10.0, 11.0, 10.5)","(10.0, 12.0, 11.57258064516129)","(71.0, 160.0, 145.0)","(8.5, 13.5, 12.7)"
07-12-2022 18:04:17.317805,"(3.8, 5.0, 4.978571428571429)","(4.6, 5.3, 5.181578947368421)","(4.4, 4.5, 4.307407407407407)","(18.0, 25.0, 23.666666666666668)","(12.0, 17.5, 17.1)","(10.0, 11.0, 10.75609756097561)","(10.0, 12.0, 11.57258064516129)","(71.0, 180.0, 155.0)","(8.5, 13.5, 12.7)"
07-12-2022 18:04:19.535839,"(3.8, 5.0, 4.961111111111111)","(4.6, 5.3, 5.184)","(4.4, 4.5, 4.307407407407407)","(18.0, 25.0, 23.666666666666668)","(12.0, 17.5, 17.1)","(10.0, 11.0, 10.886363636363637)","(10.0, 12.0, 11.57258064516129)","(71.0, 180.0, 150.0)","(8.5, 13.5, 12.61111111111111)"
07-12-2022 18:04:21.685575,"(3.8, 5.0, 4.933333333333334)","(4.6, 5.3, 5.184)","(4.4, 4.5, 4.307407407407407)","(18.0, 25.0, 23.666666666666668)","(12.0, 17.5, 17.1)","(10.0, 11.0, 10.886363636363637)","(10.0, 12.0, 11.57258064516129)","(71.0, 180.0, 150.0)","(8.5, 13.5, 12.61111111111111)"
07-12-2022 18:04:23.502587,"(3.8, 5.0, 4.953846153846154)","(4.6, 5.3, 5.184)","(4.4, 4.5, 4.307407407407407)","(18.0, 25.0, 23.666666666666668)","(12.0, 17.5, 17.1)","(10.0, 11.0, 10.886363636363637)","(10.0, 12.0, 11.57258064516129)","(71.0, 180.0, 150.0)","(9.0, 13.5, 12.61111111111111)"
07-12-2022 18:04:25.257969,"(3.8, 5.0, 4.953846153846154)","(4.6, 5.3, 5.1640625)","(4.2, 4.5, 4.465789473684211)","(18.0, 25.0, 23.666666666666668)","(12.0, 17.5, 17.1)","(10.0, 11.0, 10.886363636363637)","(10.0, 12.0, 11.57258064516129)","(71.0, 180.0, 150.0)","(9.0, 13.5, 12.61111111111111)"
07-12-2022 18:04:26.958026,"(3.8, 5.0, 4.953846153846154)","(4.6, 5.3, 5.1640625)","(4.2, 4.5, 4.467567567567568)","(18.0, 25.0, 23.666666666666668)","(12.0, 17.5, 16.625)","(10.0, 11.0, 10.886363636363637)","(10.0, 12.0, 11.57258064516129)","(71.0, 180.0, 150.0)","(9.0, 13.5, 12.61111111111111)"
07-12-2022 18:04:29.203428,"(3.8, 5.0, 4.953846153846154)","(4.6, 5.3, 5.1640625)","(4.2, 4.5, 4.447619047619048)","(18.0, 25.0, 23.666666666666668)","(12.0, 17.5, 16.5)","(10.0, 11.0, 10.886363636363637)","(10.0, 12.0, 11.57258064516129)","(71.0, 180.0, 150.0)","(9.0, 13.5, 12.61111111111111)"
07-12-2022 18:04:31.012809,"(3.8, 5.0, 4.953846153846154)","(4.6, 5.3, 5.1640625)","(4.2, 4.5, 4.447619047619048)","(18.0, 25.0, 23.666666666666668)","(12.0, 17.5, 16.5)","(10.0, 11.0, 10.886363636363637)","(10.0, 12.0, 11.57258064516129)","(71.0, 180.0, 150.0)","(9.0, 13.5, 12.61111111111111)"
07-12-2022 18:04:32.685504,"(3.8, 5.0, 4.953846153846154)","(4.6, 5.3, 5.1640625)","(4.2, 4.5, 4.452941176470588)","(18.0, 25.0, 23.666666666666668)","(12.0, 17.5, 16.76923076923077)","(10.0, 11.0, 10.886363636363637)","(10.0, 12.0, 11.57258064516129)","(71.0, 180.0, 145.0)","(9.0, 13.5, 12.61111111111111)"
07-12-2022 18:04:34.772541,"(3.8, 5.0, 4.953846153846154)","(4.6, 5.3, 5.1640625)","(4.2, 4.6, 4.452941176470588)","(18.0, 25.0, 23.666666666666668)","(12.0, 17.0, 16.76923076923077)","(10.0, 11.0, 10.886363636363637)","(10.0, 12.0, 11.57258064516129)","(71.0, 160.0, 145.0)","(9.0, 13.5, 12.928571428571429)"
07-12-2022 18:04:36.604545,"(3.8, 5.0, 4.946666666666667)","(4.6, 5.3, 5.1640625)","(4.2, 4.6, 4.452941176470588)","(18.0, 25.0, 23.666666666666668)","(12.0, 17.0, 16.76923076923077)","(10.0, 11.0, 10.8625)","(10.0, 12.0, 11.57258064516129)","(71.0, 160.0, 155.0)","(9.0, 13.5, 12.928571428571429)"
07-12-2022 18:04:38.480584,"(3.8, 5.0, 4.946666666666667)","(4.6, 5.3, 5.1640625)","(4.2, 4.6, 4.452941176470588)","(18.0, 25.0, 23.666666666666668)","(12.0, 17.0, 16.76923076923077)","(10.0, 11.0, 10.819277108433734)","(10.0, 12.0, 11.57258064516129)","(71.0, 180.0, 150.0)","(9.0, 13.5, 12.928571428571429)"
07-12-2022 18:04:40.329039,"(3.8, 5.0, 4.92)","(4.6, 5.3, 5.1640625)","(4.2, 4.6, 4.405)","(18.0, 25.0, 23.666666666666668)","(12.0, 17.0, 16.76923076923077)","(10.0, 11.0, 10.825581395348838)","(10.0, 12.0, 11.061946902654867)","(71.0, 180.0, 150.0)","(9.0, 13.5, 12.928571428571429)"
07-12-2022 18:04:41.991131,"(3.8, 5.0, 4.92)","(4.6, 5.3, 5.1640625)","(4.2, 4.5, 4.372727272727273)","(18.0, 25.0, 23.666666666666668)","(12.0, 17.0, 16.76923076923077)","(10.0, 11.0, 10.825581395348838)","(10.0, 12.0, 11.02608695652174)","(71.0, 170.0, 150.0)","(9.0, 13.5, 12.928571428571429)"
07-12-2022 18:04:43.676477,"(3.8, 5.0, 4.9653846153846155)","(4.6, 5.3, 5.1640625)","(4.2, 4.5, 4.271428571428571)","(18.0, 25.0, 23.666666666666668)","(12.0, 17.0, 16.5)","(10.0, 11.0, 10.825581395348838)","(10.0, 12.0, 11.02608695652174)","(71.0, 170.0, 155.0)","(9.0, 13.5, 12.928571428571429)"
07-12-2022 18:04:45.417707,"(3.8, 5.0, 4.985)","(4.6, 5.3, 5.1640625)","(4.2, 4.3, 4.266666666666667)","(18.0, 25.0, 23.666666666666668)","(12.0, 17.5, 16.5)","(10.0, 11.0, 10.825581395348838)","(10.0, 12.0, 10.944444444444445)","(71.0, 180.0, 155.0)","(9.0, 13.5, 12.928571428571429)"
07-12-2022 18:04:48.047801,"(3.9, 5.0, 4.985)","(4.6, 5.3, 5.1640625)","(4.2, 4.3, 4.266666666666667)","(18.0, 25.0, 23.666666666666668)","(12.0, 17.5, 16.4)","(10.0, 11.0, 10.825581395348838)","(10.0, 11.5, 10.982758620689655)","(71.0, 180.0, 163.33333333333334)","(9.0, 13.5, 13.038461538461538)"
07-12-2022 18:04:54.679383,"(3.9, 5.0, 4.94)","(4.6, 5.3, 5.125)","(4.2, 4.3, 4.255737704918033)","(18.0, 26.0, 24.8)","(12.0, 17.5, 16.75)","(10.0, 11.0, 10.865853658536585)","(10.0, 11.5, 10.833333333333334)","(71.0, 180.0, 163.33333333333334)","(9.0, 13.5, 13.038461538461538)"
07-12-2022 18:04:56.625886,"(3.9, 5.0, 4.94)","(4.6, 5.2, 5.157560975609757)","(4.2, 4.3, 4.2823529411764705)","(18.0, 26.0, 24.8)","(12.0, 17.5, 16.428571428571427)","(10.0, 11.0, 10.865853658536585)","(10.0, 11.5, 10.869565217391305)","(71.0, 190.0, 160.0)","(9.0, 13.5, 12.5)"
07-12-2022 18:04:58.470357,"(3.9, 5.0, 4.9875)","(4.6, 5.2, 5.076595744680851)","(4.2, 4.4, 4.27)","(18.0, 26.0, 24.666666666666668)","(12.0, 17.5, 16.38888888888889)","(10.0, 11.0, 10.865853658536585)","(10.0, 11.5, 10.869565217391305)","(71.0, 190.0, 160.0)","(9.0, 13.5, 12.7)"
07-12-2022 18:05:00.271384,"(3.9, 5.0, 4.9875)","(4.6, 5.2, 5.076595744680851)","(4.2, 4.3, 4.242424242424242)","(18.0, 26.0, 25.0)","(12.0, 17.5, 16.75)","(10.0, 11.0, 10.710526315789474)","(10.0, 11.5, 10.929906542056075)","(71.0, 190.0, 160.0)","(9.0, 13.5, 12.241379310344827)"
07-12-2022 18:05:03.641102,"(3.9, 5.0, 4.9875)","(4.6, 5.2, 5.084)","(4.2, 4.3, 4.254838709677419)","(18.0, 26.0, 25.11111111111111)","(12.0, 17.5, 16.681818181818183)","(10.0, 11.0, 10.710526315789474)","(10.0, 11.5, 10.929906542056075)","(71.0, 190.0, 160.0)","(9.0, 13.0, 12.241379310344827)"
07-12-2022 18:05:05.911383,"(3.9, 5.0, 5.170731707317073)","(4.6, 5.2, 5.074045801526717)","(4.2, 4.4, 4.254929577464789)","(18.0, 26.0, 24.2)","(12.0, 17.5, 16.294117647058822)","(10.0, 11.0, 10.67142857142857)","(10.0, 11.0, 10.865079365079366)","(71.0, 200.0, 191.66666666666669)","(9.0, 13.0, 12.4375)"
07-12-2022 18:05:07.643898,"(3.9, 5.2, 5.186842105263158)","(4.6, 5.1, 5.065100671140939)","(4.2, 4.3, 4.231428571428571)","(18.0, 25.0, 24.4)","(12.0, 17.0, 16.5)","(10.0, 11.0, 10.67142857142857)","(10.0, 11.0, 10.848214285714286)","(71.0, 200.0, 191.66666666666669)","(9.0, 13.0, 12.4375)"
07-12-2022 18:05:09.614301,"(3.9, 5.2, 5.186842105263158)","(4.6, 5.1, 5.065100671140939)","(4.2, 4.3, 4.236)","(18.0, 25.0, 24.4)","(12.0, 17.0, 16.5)","(10.0, 11.0, 10.67142857142857)","(10.0, 11.0, 10.848214285714286)","(71.0, 200.0, 191.66666666666669)","(9.0, 13.0, 12.4375)"
07-12-2022 18:05:11.347300,"(3.9, 5.2, 5.186842105263158)","(4.6, 5.1, 5.064864864864864)","(4.2, 4.3, 4.191071428571429)","(18.0, 25.0, 24.4)","(12.0, 17.0, 16.5)","(10.0, 11.0, 10.67142857142857)","(10.0, 11.0, 10.848214285714286)","(71.0, 200.0, 191.66666666666669)","(9.0, 13.0, 12.4375)"
07-12-2022 18:05:15.210613,"(3.9, 5.2, 5.196153846153846)","(4.6, 5.1, 5.064864864864864)","(4.2, 4.2, 4.15)","(18.0, 25.0, 24.4)","(12.0, 17.0, 16.5)","(10.0, 11.0, 10.67142857142857)","(10.0, 11.0, 10.848214285714286)","(71.0, 200.0, 191.66666666666669)","(9.0, 13.0, 12.4375)"
07-12-2022 18:05:16.982368,"(3.9, 5.2, 5.195918367346939)","(4.6, 5.1, 5.296923076923076)","(4.2, 4.2, 4.157692307692307)","(18.0, 25.0, 24.4)","(12.0, 17.0, 16.555555555555557)","(10.0, 11.0, 10.734375)","(10.0, 11.0, 10.86448598130841)","(71.0, 200.0, 191.66666666666669)","(9.0, 13.0, 12.4375)"
07-12-2022 18:05:18.617323,"(3.9, 5.2, 5.195918367346939)","(4.6, 5.3, 5.385761047463175)","(4.2, 4.3, 4.157692307692307)","(18.0, 25.0, 24.4)","(12.0, 17.0, 16.555555555555557)","(10.0, 11.0, 10.734375)","(10.0, 11.5, 10.86448598130841)","(71.0, 200.0, 191.66666666666669)","(9.0, 13.0, 12.4375)"
07-12-2022 18:05:20.856500,"(3.9, 5.2, 5.195918367346939)","(4.6, 5.4, 5.390033222591362)","(4.2, 4.3, 4.1835051546391755)","(18.0, 25.0, 24.4)","(12.0, 17.0, 16.625)","(10.0, 11.0, 10.6)","(10.0, 11.5, 10.86448598130841)","(71.0, 200.0, 191.66666666666669)","(9.0, 13.0, 12.4375)"
07-12-2022 18:05:22.970075,"(3.9, 5.2, 5.195918367346939)","(4.6, 5.4, 5.390033222591362)","(4.2, 4.2, 4.185159010600707)","(18.0, 25.0, 24.4)","(12.0, 17.0, 16.625)","(10.0, 11.0, 10.653333333333332)","(10.0, 11.0, 10.539130434782608)","(71.0, 200.0, 187.5)","(9.0, 13.0, 12.4375)"
07-12-2022 18:05:25.031465,"(3.9, 5.2, 5.195918367346939)","(4.6, 5.4, 5.390338164251208)","(4.2, 4.2, 4.179861111111111)","(18.0, 25.0, 24.4)","(12.0, 17.0, 16.625)","(10.0, 11.0, 10.670886075949367)","(10.0, 11.0, 10.539130434782608)","(71.0, 200.0, 187.5)","(9.0, 13.0, 12.4375)"
07-12-2022 18:05:27.235243,"(3.9, 5.2, 5.195918367346939)","(4.6, 5.4, 5.270967741935484)","(4.2, 4.0, 3.9582298136645964)","(18.0, 25.0, 24.4)","(12.0, 17.0, 16.625)","(10.0, 11.0, 10.675)","(10.0, 11.0, 10.63716814159292)","(71.0, 200.0, 187.5)","(9.0, 13.0, 12.583333333333334)"
07-12-2022 18:05:29.130680,"(4.0, 5.2, 5.1931034482758625)","(4.6, 5.4, 5.336842105263158)","(4.2, 4.0, 3.9936170212765956)","(18.0, 25.0, 25.0)","(12.0, 17.0, 17.275)","(10.0, 11.0, 10.509615384615385)","(10.0, 11.0, 10.63716814159292)","(71.0, 200.0, 189.23076923076923)","(9.0, 13.0, 12.583333333333334)"
07-12-2022 18:05:32.725560,"(4.0, 5.2, 5.193846153846154)","(4.6, 5.4, 5.377358490566038)","(4.2, 4.1, 3.9995283018867926)","(18.0, 26.0, 25.0)","(12.0, 17.5, 17.261363636363637)","(10.0, 11.0, 10.619047619047619)","(10.0, 11.0, 10.63716814159292)","(71.0, 190.0, 175.0)","(9.0, 13.0, 12.583333333333334)"
07-12-2022 18:05:34.727560,"(4.0, 5.2, 5.285714285714286)","(4.6, 5.4, 5.376)","(4.2, 4.1, 4.1647058823529415)","(18.0, 26.0, 24.714285714285715)","(12.0, 17.5, 17.261363636363637)","(10.0, 11.0, 10.619047619047619)","(10.0, 11.0, 10.712328767123287)","(71.0, 190.0, 187.3684210526316)","(9.0, 13.0, 12.38888888888889)"
07-12-2022 18:05:37.035196,"(4.0, 5.3, 5.285714285714286)","(4.6, 5.4, 5.376)","(4.2, 4.2, 4.1647058823529415)","(18.0, 26.0, 24.714285714285715)","(12.0, 17.5, 17.261363636363637)","(10.0, 11.0, 10.619047619047619)","(10.0, 11.0, 10.712328767123287)","(71.0, 190.0, 187.3684210526316)","(9.0, 13.0, 12.38888888888889)"
07-12-2022 18:05:39.502809,"(4.0, 5.3, 5.333333333333334)","(4.6, 5.4, 5.376)","(4.2, 4.2, 4.152727272727273)","(18.0, 26.0, 24.071428571428573)","(12.0, 17.5, 17.430232558139537)","(10.0, 11.0, 10.619047619047619)","(10.0, 11.0, 10.712328767123287)","(71.0, 200.0, 197.0)","(9.0, 13.5, 13.0)"
07-12-2022 18:05:41.246319,"(4.0, 5.4, 5.333333333333334)","(4.6, 5.4, 5.333333333333334)","(4.2, 4.2, 4.13968253968254)","(18.0, 26.0, 24.071428571428573)","(12.0, 17.5, 17.430232558139537)","(10.0, 11.0, 10.75)","(10.0, 11.0, 10.712328767123287)","(71.0, 200.0, 205.76923076923077)","(9.0, 13.5, 13.0)"
07-12-2022 18:05:43.077330,"(4.0, 5.4, 5.333333333333334)","(4.6, 5.4, 5.25)","(4.2, 4.2, 4.11219512195122)","(18.0, 26.0, 24.071428571428573)","(12.0, 17.5, 17.708333333333332)","(10.0, 11.0, 10.75)","(10.0, 11.0, 10.767241379310345)","(71.0, 230.0, 205.76923076923077)","(9.0, 13.5, 13.0)"
07-12-2022 18:05:44.907150,"(4.0, 5.4, 5.333333333333334)","(4.6, 5.4, 5.366666666666667)","(4.2, 4.2, 4.08)","(18.0, 26.0, 24.071428571428573)","(12.0, 18.0, 16.95)","(10.0, 11.0, 10.596153846153847)","(10.0, 11.0, 10.767241379310345)","(71.0, 230.0, 180.0)","(9.0, 13.5, 13.0)"
07-12-2022 18:05:47.053584,"(4.0, 5.4, 5.333333333333334)","(4.6, 5.4, 5.366666666666667)","(4.2, 4.1, 4.08)","(18.0, 26.0, 24.071428571428573)","(12.0, 18.0, 16.95)","(10.0, 11.0, 10.596153846153847)","(10.0, 11.0, 10.767241379310345)","(71.0, 220.0, 186.66666666666666)","(9.0, 13.5, 13.0)"
07-12-2022 18:05:49.021488,"(4.0, 5.4, 5.333333333333334)","(4.6, 5.4, 5.366666666666667)","(4.2, 4.1, 4.054237288135593)","(18.0, 26.0, 24.071428571428573)","(12.0, 18.0, 16.95)","(10.0, 11.0, 10.625)","(10.0, 11.0, 10.767241379310345)","(71.0, 220.0, 186.66666666666666)","(9.0, 13.5, 13.0)"
07-12-2022 18:05:50.746850,"(4.0, 5.4, 5.333333333333334)","(4.6, 5.4, 5.366666666666667)","(4.2, 4.1, 4.05)","(18.0, 26.0, 24.071428571428573)","(12.0, 18.0, 16.95)","(10.0, 11.0, 10.625)","(10.0, 11.0, 10.767241379310345)","(71.0, 220.0, 190.0)","(9.0, 13.5, 13.0)"
07-12-2022 18:05:52.622827,"(4.0, 5.4, 5.44)","(4.6, 5.4, 5.366666666666667)","(4.2, 4.1, 3.995890410958904)","(18.0, 26.0, 24.071428571428573)","(12.0, 18.0, 16.95)","(10.0, 11.0, 10.46)","(10.0, 11.0, 10.863636363636363)","(71.0, 220.0, 208.88888888888889)","(9.0, 13.5, 13.0)"
07-12-2022 18:05:54.588274,"(4.0, 5.5, 5.475675675675676)","(4.6, 5.4, 5.25)","(4.2, 4.0, 3.9922222222222223)","(18.0, 26.0, 24.071428571428573)","(12.0, 18.0, 16.95)","(10.0, 11.0, 10.545454545454545)","(10.0, 11.5, 10.863636363636363)","(71.0, 220.0, 208.88888888888889)","(9.0, 13.5, 13.0)"
07-12-2022 18:05:56.431520,"(4.0, 5.5, 5.475675675675676)","(4.6, 5.4, 5.300000000000001)","(4.2, 4.0, 3.9922222222222223)","(18.0, 26.0, 24.071428571428573)","(12.0, 18.0, 16.95)","(10.0, 11.0, 10.512195121951219)","(10.0, 11.5, 10.863636363636363)","(71.0, 220.0, 208.88888888888889)","(9.0, 13.5, 13.0)"
07-12-2022 18:05:58.323688,"(4.0, 5.6, 5.46875)","(4.6, 5.4, 5.3707317073170735)","(4.2, 4.0, 4.001369863013698)","(18.0, 26.0, 24.071428571428573)","(12.0, 18.0, 16.95)","(10.0, 11.0, 10.47191011235955)","(10.0, 11.5, 11.177777777777777)","(71.0, 220.0, 208.88888888888889)","(9.0, 13.5, 12.928571428571429)"
07-12-2022 18:06:00.667910,"(4.0, 5.6, 5.483333333333333)","(4.6, 5.4, 5.473913043478261)","(4.2, 4.1, 3.9682926829268292)","(18.0, 26.0, 24.071428571428573)","(12.0, 18.0, 16.95)","(10.0, 11.0, 10.47191011235955)","(10.0, 11.5, 11.185393258426966)","(71.0, 210.0, 201.11111111111111)","(9.0, 13.5, 12.966666666666667)"
07-12-2022 18:06:02.607973,"(4.0, 5.6, 5.483333333333333)","(4.6, 5.5, 5.438461538461539)","(4.2, 4.0, 3.9682926829268292)","(18.0, 26.0, 25.625)","(12.0, 18.0, 17.28125)","(10.0, 11.0, 10.41747572815534)","(10.0, 11.5, 11.221238938053098)","(71.0, 220.0, 208.88888888888889)","(9.0, 13.5, 12.54)"
07-12-2022 18:06:04.387023,"(4.0, 5.6, 5.422222222222222)","(4.6, 5.5, 5.472413793103448)","(4.2, 4.0, 3.9079710144927535)","(18.0, 26.0, 24.071428571428573)","(12.0, 17.5, 17.28125)","(10.0, 11.0, 10.333333333333334)","(10.0, 11.5, 11.221238938053098)","(71.0, 220.0, 193.33333333333334)","(9.0, 13.0, 12.423076923076923)"
07-12-2022 18:06:06.164472,"(4.2, 5.6, 5.422222222222222)","(4.6, 5.5, 5.48)","(4.0, 3.95, 3.9079710144927535)","(18.0, 26.0, 23.923076923076923)","(12.0, 17.5, 17.28125)","(9.0, 10.5, 10.333333333333334)","(10.0, 11.5, 11.221238938053098)","(81.0, 220.0, 212.5)","(9.0, 13.0, 12.227272727272727)"
07-12-2022 18:06:07.831459,"(4.2, 5.6, 5.526315789473685)","(4.6, 5.5, 5.46)","(4.0, 3.95, 3.9130573248407643)","(18.0, 26.0, 24.57894736842105)","(12.0, 17.5, 16.28148148148148)","(9.0, 10.5, 10.333333333333334)","(10.0, 11.5, 11.221238938053098)","(81.0, 220.0, 212.5)","(9.0, 13.0, 12.637931034482758)"
07-12-2022 18:06:09.327850,"(4.2, 5.7, 5.58421052631579)","(4.6, 5.5, 5.4)","(4.0, 3.95, 3.936842105263158)","(18.0, 26.0, 24.57894736842105)","(12.0, 17.0, 16.253846153846155)","(9.0, 10.5, 10.333333333333334)","(10.0, 11.5, 11.221238938053098)","(81.0, 220.0, 213.07692307692307)","(9.0, 13.0, 12.637931034482758)"
07-12-2022 18:06:11.114980,"(4.2, 5.7, 5.594117647058823)","(4.6, 5.5, 5.437142857142858)","(4.0, 3.95, 3.9255725190839694)","(18.0, 26.0, 24.57894736842105)","(12.0, 17.0, 16.464285714285715)","(9.0, 10.5, 9.873939393939395)","(10.0, 11.5, 11.221238938053098)","(81.0, 240.0, 213.07692307692307)","(9.0, 13.0, 12.637931034482758)"
07-12-2022 18:06:12.873482,"(4.2, 5.7, 5.688888888888889)","(4.6, 5.5, 5.435135135135136)","(4.0, 3.95, 3.873913043478261)","(18.0, 26.0, 24.57894736842105)","(12.0, 16.5, 16.464285714285715)","(9.0, 10.0, 9.85945945945946)","(10.0, 11.5, 11.221238938053098)","(81.0, 240.0, 215.0)","(9.0, 13.0, 12.637931034482758)"
07-12-2022 18:06:14.576960,"(4.2, 5.7, 5.65)","(4.6, 5.5, 5.435135135135136)","(3.9, 3.9, 3.8992063492063496)","(18.0, 26.0, 24.2)","(12.0, 16.5, 16.404255319148938)","(9.0, 10.0, 9.86984126984127)","(10.0, 11.5, 11.15)","(81.0, 240.0, 215.0)","(9.0, 13.0, 12.637931034482758)"
07-12-2022 18:06:16.184956,"(4.2, 5.7, 5.666197183098592)","(4.6, 5.5, 5.422580645161291)","(3.9, 3.95, 3.8992063492063496)","(18.0, 26.0, 24.09090909090909)","(12.0, 16.5, 16.375)","(9.0, 10.0, 9.86984126984127)","(10.0, 11.5, 11.15)","(81.0, 240.0, 215.0)","(9.0, 13.0, 12.637931034482758)"
07-12-2022 18:06:18.837157,"(4.2, 5.7, 5.684375)","(4.6, 5.5, 5.385393258426967)","(3.9, 3.95, 3.9000000000000004)","(18.0, 25.0, 24.09090909090909)","(12.0, 16.5, 16.366666666666667)","(9.0, 10.0, 9.86984126984127)","(10.0, 11.5, 11.15)","(81.0, 240.0, 215.0)","(9.0, 13.0, 12.637931034482758)"
07-12-2022 18:06:22.616634,"(4.2, 5.7, 5.66)","(4.6, 5.5, 5.328395061728395)","(3.9, 3.95, 3.9000000000000004)","(18.0, 25.0, 24.285714285714285)","(12.0, 16.5, 16.203703703703702)","(9.0, 10.0, 9.883018867924529)","(10.0, 11.5, 11.142857142857142)","(81.0, 240.0, 215.0)","(9.0, 13.0, 12.586206896551724)"
07-12-2022 18:06:26.591592,"(4.2, 5.7, 5.741666666666667)","(4.6, 5.4, 5.074137931034483)","(3.9, 3.95, 3.9808823529411765)","(18.0, 25.0, 24.444444444444443)","(12.0, 16.5, 16.29310344827586)","(9.0, 10.0, 9.870588235294118)","(10.0, 11.0, 10.82427536231884)","(81.0, 240.0, 213.07692307692307)","(9.0, 13.0, 12.8)"
