,Splash Of Crimson Nz,Lucky Beach Boy,Watts Up Sunshine,Joe Nien,Firestorm Red,Reign Maker,Aalesund,Everybodylovedray,R Eleven Art Nz,Yoha Nz
07-01-2023 20:18:10.212893,"(6.5, 99999, 99990)","(14.0, 30.0, 24.090909090909093)","(1.9, 2.08, 2.067441860465116)","(4.8, 6.6, 6.3999999999999995)","(9.0, 14.0, 12.653846153846153)","(91.0, 180.0, 93.75)","(21.0, 42.0, 34.666666666666664)","(31.0, 210.0, 138.85714285714286)","(10.0, 99999, 99990)","(61.0, 99999, 99990)"
07-01-2023 20:18:11.675300,"(6.5, 99999, 99990)","(14.0, 30.0, 26.42857142857143)","(1.9, 2.08, 2.0665)","(4.8, 6.6, 6.0375)","(9.0, 14.0, 12.823529411764707)","(91.0, 170.0, 117.5)","(21.0, 42.0, 34.666666666666664)","(31.0, 200.0, 124.0)","(10.0, 99999, 99990)","(61.0, 99999, 99990)"
07-01-2023 20:18:13.416644,"(6.5, 99999, 99990)","(14.0, 30.0, 26.42857142857143)","(1.9, 2.08, 2.0665)","(4.8, 6.6, 6.5058823529411764)","(9.0, 14.0, 13.307692307692308)","(91.0, 170.0, 100.0)","(21.0, 50.0, 45.714285714285715)","(31.0, 160.0, 133.33333333333334)","(10.0, 99999, 99990)","(61.0, 99999, 99990)"
07-01-2023 20:18:15.122040,"(6.5, 99999, 99990)","(14.0, 30.0, 22.0)","(1.9, 2.08, 2.063125)","(4.8, 6.6, 6.24)","(9.0, 14.0, 12.2)","(91.0, 170.0, 117.5)","(21.0, 50.0, 40.0)","(31.0, 150.0, 102.5)","(10.0, 99999, 99990)","(61.0, 99999, 99990)"
07-01-2023 20:18:16.896142,"(6.5, 99999, 99990)","(14.0, 30.0, 25.07142857142857)","(1.9, 2.08, 2.0316129032258066)","(4.8, 6.6, 6.133333333333334)","(9.0, 14.0, 13.272727272727273)","(91.0, 170.0, 100.0)","(21.0, 50.0, 44.888888888888886)","(31.0, 150.0, 112.0)","(10.0, 99999, 99990)","(61.0, 99999, 99990)"
07-01-2023 20:18:18.469602,"(6.5, 99999, 99990)","(14.0, 30.0, 25.07142857142857)","(1.9, 2.06, 2.0316129032258066)","(4.8, 6.6, 6.133333333333334)","(9.0, 13.5, 12.923076923076923)","(91.0, 170.0, 117.5)","(21.0, 48.0, 40.285714285714285)","(31.0, 150.0, 90.0)","(10.0, 99999, 99990)","(61.0, 99999, 99990)"
07-01-2023 20:18:20.102136,"(6.5, 99999, 99990)","(14.0, 30.0, 25.285714285714285)","(1.9, 2.06, 2.0316129032258066)","(4.8, 6.6, 6.133333333333334)","(9.0, 13.5, 12.923076923076923)","(91.0, 170.0, 117.5)","(21.0, 48.0, 40.285714285714285)","(31.0, 150.0, 90.0)","(10.0, 99999, 99990)","(61.0, 99999, 99990)"
07-01-2023 20:18:21.667931,"(6.5, 99999, 99990)","(14.0, 30.0, 22.2)","(1.9, 2.06, 2.0316129032258066)","(4.8, 6.6, 6.4)","(9.0, 13.5, 12.666666666666666)","(91.0, 170.0, 117.5)","(21.0, 48.0, 40.285714285714285)","(31.0, 150.0, 90.0)","(10.0, 99999, 99990)","(61.0, 99999, 99990)"
07-01-2023 20:18:23.376976,"(6.5, 99999, 99990)","(14.0, 30.0, 25.666666666666664)","(1.9, 2.06, 2.0316129032258066)","(4.8, 7.4, 6.4)","(9.0, 15.0, 12.083333333333334)","(91.0, 170.0, 117.5)","(21.0, 48.0, 43.5)","(31.0, 150.0, 76.66666666666667)","(10.0, 99999, 99990)","(61.0, 99999, 99990)"
07-01-2023 20:18:25.141832,"(6.5, 99999, 99990)","(14.0, 30.0, 25.666666666666664)","(1.9, 2.06, 2.0316129032258066)","(4.8, 7.4, 6.4)","(9.0, 15.0, 12.083333333333334)","(91.0, 170.0, 117.5)","(21.0, 48.0, 43.5)","(31.0, 160.0, 76.66666666666667)","(10.0, 99999, 99990)","(61.0, 99999, 99990)"
07-01-2023 20:18:26.783227,"(6.5, 99999, 99990)","(14.0, 30.0, 26.875)","(1.9, 2.06, 2.0316129032258066)","(4.8, 7.4, 7.125)","(9.0, 15.0, 14.1)","(91.0, 170.0, 117.5)","(21.0, 48.0, 43.5)","(31.0, 160.0, 90.0)","(10.0, 99999, 99990)","(61.0, 99999, 99990)"
07-01-2023 20:18:28.436739,"(6.5, 99999, 99990)","(14.0, 30.0, 25.5)","(1.9, 2.06, 2.0316129032258066)","(4.8, 7.2, 6.9)","(9.0, 15.0, 14.1)","(91.0, 170.0, 117.5)","(21.0, 48.0, 43.5)","(31.0, 150.0, 90.0)","(10.0, 99999, 99990)","(61.0, 99999, 99990)"
07-01-2023 20:18:30.302793,"(6.5, 99999, 99990)","(14.0, 30.0, 25.5)","(1.9, 2.06, 2.0316129032258066)","(4.8, 7.2, 6.2250000000000005)","(9.0, 15.0, 12.375)","(91.0, 170.0, 100.0)","(21.0, 48.0, 41.0)","(31.0, 150.0, 90.0)","(10.0, 99999, 99990)","(61.0, 99999, 99990)"
07-01-2023 20:18:32.430195,"(6.5, 99999, 99990)","(14.0, 30.0, 25.4)","(1.9, 2.06, 2.0015384615384617)","(4.8, 7.2, 6.333333333333333)","(9.0, 15.0, 12.375)","(91.0, 170.0, 103.33333333333334)","(21.0, 48.0, 40.0)","(31.0, 150.0, 105.0)","(10.0, 99999, 99990)","(61.0, 99999, 99990)"
07-01-2023 20:18:34.486602,"(6.5, 99999, 99990)","(14.0, 30.0, 26.333333333333332)","(1.9, 2.02, 1.983076923076923)","(4.8, 7.0, 6.760869565217392)","(9.0, 15.0, 14.1)","(91.0, 220.0, 120.0)","(21.0, 50.0, 41.714285714285715)","(31.0, 140.0, 114.28571428571429)","(10.0, 99999, 99990)","(61.0, 99999, 99990)"
07-01-2023 20:18:36.298991,"(6.5, 99999, 99990)","(14.0, 30.0, 26.333333333333332)","(1.9, 2.02, 1.983076923076923)","(4.8, 7.0, 6.833333333333333)","(9.0, 15.0, 13.5)","(91.0, 220.0, 105.0)","(21.0, 50.0, 43.5)","(31.0, 140.0, 94.0)","(10.0, 99999, 99990)","(61.0, 99999, 99990)"
07-01-2023 20:18:38.034461,"(6.5, 99999, 99990)","(14.0, 30.0, 26.333333333333332)","(1.9, 2.02, 1.983076923076923)","(4.8, 7.0, 6.5)","(9.0, 15.0, 13.95)","(91.0, 140.0, 105.0)","(21.0, 48.0, 37.125)","(31.0, 140.0, 94.0)","(10.0, 99999, 99990)","(61.0, 99999, 99990)"
07-01-2023 20:18:39.743889,"(6.5, 99999, 99990)","(14.0, 30.0, 27.0)","(1.9, 2.02, 1.983076923076923)","(4.8, 7.0, 6.54)","(9.0, 15.0, 14.076923076923077)","(91.0, 140.0, 111.66666666666666)","(21.0, 48.0, 37.125)","(31.0, 140.0, 94.0)","(10.0, 99999, 99990)","(61.0, 99999, 99990)"
07-01-2023 20:18:41.474530,"(6.5, 99999, 99990)","(14.0, 30.0, 28.6)","(1.9, 2.02, 1.984)","(4.8, 7.8, 7.25)","(9.0, 15.0, 14.076923076923077)","(91.0, 140.0, 117.5)","(21.0, 48.0, 37.125)","(31.0, 140.0, 94.0)","(10.0, 99999, 99990)","(61.0, 99999, 99990)"
07-01-2023 20:18:43.229284,"(6.5, 99999, 99990)","(14.0, 32.0, 28.6)","(1.9, 2.0, 2.08)","(4.8, 7.4, 7.136842105263158)","(9.0, 15.0, 14.076923076923077)","(91.0, 140.0, 111.66666666666666)","(21.0, 48.0, 40.875)","(31.0, 140.0, 94.0)","(10.0, 99999, 99990)","(61.0, 99999, 99990)"
07-01-2023 20:18:44.872776,"(6.5, 99999, 99990)","(14.0, 32.0, 28.6)","(1.9, 2.18, 2.08)","(4.8, 7.4, 7.136842105263158)","(9.0, 15.0, 14.076923076923077)","(91.0, 140.0, 111.66666666666666)","(21.0, 48.0, 40.875)","(31.0, 140.0, 78.66666666666667)","(10.0, 99999, 99990)","(61.0, 99999, 99990)"
07-01-2023 20:18:46.543402,"(6.5, 99999, 99990)","(14.0, 30.0, 23.5)","(1.9, 2.18, 2.08)","(4.8, 7.2, 6.800000000000001)","(9.0, 15.0, 11.88888888888889)","(91.0, 140.0, 122.0)","(21.0, 48.0, 28.363636363636363)","(31.0, 140.0, 94.0)","(10.0, 99999, 99990)","(61.0, 99999, 99990)"
07-01-2023 20:18:48.078563,"(6.5, 99999, 99990)","(14.0, 30.0, 20.25)","(1.9, 2.18, 2.13)","(4.8, 7.2, 6.628571428571429)","(9.0, 15.0, 11.8)","(91.0, 140.0, 110.0)","(21.0, 48.0, 38.25)","(31.0, 140.0, 97.19999999999999)","(10.0, 99999, 99990)","(61.0, 99999, 99990)"
07-01-2023 20:18:49.637456,"(6.5, 99999, 99990)","(14.0, 30.0, 25.666666666666664)","(1.9, 2.18, 2.085)","(4.8, 7.2, 6.628571428571429)","(9.0, 15.0, 11.8)","(91.0, 140.0, 110.0)","(21.0, 44.0, 38.25)","(31.0, 130.0, 97.19999999999999)","(10.0, 99999, 99990)","(61.0, 99999, 99990)"
07-01-2023 20:18:51.151523,"(6.5, 99999, 99990)","(14.0, 30.0, 25.666666666666664)","(1.9, 2.18, 2.085)","(4.8, 7.2, 6.628571428571429)","(9.0, 15.0, 11.8)","(91.0, 140.0, 110.0)","(21.0, 44.0, 38.25)","(31.0, 130.0, 97.19999999999999)","(10.0, 99999, 99990)","(61.0, 99999, 99990)"
07-01-2023 20:18:52.601068,"(6.5, 99999, 99990)","(14.0, 30.0, 25.666666666666664)","(1.9, 2.18, 2.085)","(4.8, 7.2, 6.628571428571429)","(9.0, 15.0, 13.0)","(91.0, 140.0, 110.0)","(21.0, 44.0, 38.25)","(31.0, 130.0, 97.19999999999999)","(10.0, 99999, 99990)","(61.0, 99999, 99990)"
07-01-2023 20:18:54.216880,"(6.5, 99999, 99990)","(14.0, 30.0, 25.666666666666664)","(1.9, 2.18, 2.085)","(4.8, 7.2, 6.628571428571429)","(9.0, 14.0, 13.0)","(91.0, 140.0, 110.0)","(21.0, 44.0, 38.25)","(31.0, 130.0, 97.19999999999999)","(10.0, 99999, 99990)","(61.0, 99999, 99990)"
07-01-2023 20:18:55.810180,"(6.5, 99999, 99990)","(14.0, 30.0, 25.666666666666664)","(1.9, 2.18, 2.085)","(4.8, 7.2, 6.628571428571429)","(9.0, 14.0, 13.0)","(91.0, 140.0, 110.0)","(21.0, 44.0, 38.25)","(31.0, 130.0, 97.19999999999999)","(10.0, 99999, 99990)","(61.0, 99999, 99990)"
07-01-2023 20:18:57.384443,"(6.5, 99999, 99990)","(14.0, 30.0, 25.666666666666664)","(1.9, 2.18, 2.085)","(4.8, 7.2, 6.628571428571429)","(9.0, 14.0, 13.0)","(91.0, 140.0, 90.0)","(21.0, 44.0, 38.25)","(31.0, 130.0, 97.19999999999999)","(10.0, 99999, 99990)","(61.0, 99999, 99990)"
07-01-2023 20:18:58.936651,"(6.5, 99999, 99990)","(14.0, 30.0, 25.666666666666664)","(1.9, 2.18, 2.085)","(4.8, 7.2, 6.628571428571429)","(9.0, 14.0, 13.0)","(91.0, 130.0, 96.66666666666666)","(21.0, 44.0, 38.25)","(31.0, 130.0, 97.19999999999999)","(10.0, 99999, 99990)","(61.0, 99999, 99990)"
07-01-2023 20:19:00.487404,"(6.5, 99999, 99990)","(14.0, 30.0, 25.666666666666664)","(1.9, 2.18, 2.085)","(4.8, 7.2, 6.628571428571429)","(9.0, 14.0, 13.0)","(91.0, 120.0, 96.66666666666666)","(21.0, 44.0, 38.25)","(31.0, 130.0, 97.19999999999999)","(10.0, 99999, 99990)","(61.0, 99999, 99990)"
07-01-2023 20:19:01.997964,"(6.5, 99999, 99990)","(14.0, 30.0, 24.5)","(1.9, 2.18, 2.085)","(4.8, 7.2, 6.628571428571429)","(9.0, 14.0, 13.0)","(91.0, 120.0, 96.0)","(21.0, 44.0, 33.5)","(31.0, 130.0, 78.66666666666667)","(10.0, 99999, 99990)","(61.0, 99999, 99990)"
07-01-2023 20:19:03.526659,"(6.5, 99999, 99990)","(14.0, 32.0, 24.5)","(1.9, 2.18, 2.08)","(4.8, 7.2, 6.7)","(9.0, 14.0, 13.0)","(91.0, 120.0, 96.0)","(21.0, 46.0, 33.5)","(31.0, 140.0, 78.66666666666667)","(10.0, 99999, 99990)","(61.0, 99999, 99990)"
07-01-2023 20:19:04.961171,"(6.5, 99999, 99990)","(14.0, 32.0, 24.5)","(1.9, 2.18, 2.08)","(4.8, 7.2, 6.7)","(9.0, 14.0, 12.5)","(91.0, 120.0, 96.0)","(21.0, 46.0, 33.5)","(31.0, 140.0, 78.66666666666667)","(10.0, 99999, 99990)","(61.0, 99999, 99990)"
07-01-2023 20:19:06.496924,"(6.5, 99999, 99990)","(14.0, 32.0, 24.5)","(1.9, 2.18, 2.08)","(4.8, 7.2, 6.7)","(9.0, 14.0, 12.5)","(91.0, 120.0, 85.0)","(21.0, 46.0, 33.5)","(31.0, 140.0, 78.66666666666667)","(10.0, 99999, 99990)","(61.0, 99999, 99990)"
07-01-2023 20:19:08.010468,"(6.5, 99999, 99990)","(14.0, 32.0, 24.5)","(1.9, 2.18, 2.0)","(4.8, 7.2, 6.7)","(9.0, 14.0, 12.5)","(91.0, 120.0, 87.5)","(21.0, 46.0, 33.5)","(31.0, 140.0, 78.66666666666667)","(10.0, 99999, 99990)","(61.0, 99999, 99990)"
07-01-2023 20:19:09.636150,"(6.5, 99999, 99990)","(14.0, 32.0, 20.75)","(1.9, 2.18, 2.12)","(4.8, 7.2, 6.7)","(9.0, 14.0, 11.857142857142858)","(91.0, 120.0, 107.0)","(21.0, 46.0, 28.142857142857142)","(31.0, 140.0, 78.66666666666667)","(10.0, 99999, 99990)","(61.0, 99999, 99990)"
07-01-2023 20:19:11.546070,"(6.5, 99999, 99990)","(14.0, 32.0, 19.88888888888889)","(1.9, 2.26, 2.12)","(4.8, 7.2, 6.7)","(9.0, 14.0, 11.555555555555555)","(91.0, 120.0, 103.75)","(21.0, 44.0, 26.75)","(31.0, 140.0, 78.66666666666667)","(10.0, 99999, 99990)","(61.0, 99999, 99990)"
07-01-2023 20:19:13.321202,"(7.0, 99999, 99990)","(14.0, 30.0, 19.88888888888889)","(1.9, 2.26, 2.2399999999999998)","(4.8, 7.2, 6.7)","(9.0, 13.5, 11.555555555555555)","(81.0, 120.0, 91.2)","(21.0, 44.0, 26.75)","(31.0, 140.0, 78.66666666666667)","(10.0, 99999, 99990)","(61.0, 99999, 99990)"
07-01-2023 20:19:15.066085,"(7.0, 99999, 99990)","(14.0, 30.0, 19.88888888888889)","(1.9, 2.26, 2.2399999999999998)","(4.8, 7.2, 6.7)","(9.0, 13.5, 11.555555555555555)","(81.0, 120.0, 91.2)","(21.0, 44.0, 26.75)","(31.0, 140.0, 78.66666666666667)","(10.0, 99999, 99990)","(61.0, 99999, 99990)"
07-01-2023 20:19:16.925418,"(7.0, 99999, 99990)","(14.0, 30.0, 19.6)","(1.9, 2.26, 2.1399999999999997)","(4.8, 7.2, 6.7)","(9.0, 13.5, 11.555555555555555)","(81.0, 120.0, 78.0)","(21.0, 42.0, 36.75)","(31.0, 140.0, 94.0)","(10.0, 99999, 99990)","(61.0, 99999, 99990)"
07-01-2023 20:19:18.443889,"(7.0, 99999, 99990)","(14.0, 30.0, 19.6)","(1.9, 2.26, 2.1399999999999997)","(4.8, 7.2, 6.7)","(9.0, 13.5, 11.555555555555555)","(81.0, 120.0, 78.0)","(21.0, 42.0, 36.75)","(31.0, 140.0, 94.0)","(10.0, 99999, 99990)","(61.0, 99999, 99990)"
07-01-2023 20:19:19.949559,"(7.0, 99999, 99990)","(14.0, 30.0, 22.2)","(1.9, 2.12, 2.102222222222222)","(4.8, 7.2, 6.628571428571429)","(9.0, 13.5, 10.875)","(81.0, 120.0, 78.0)","(21.0, 42.0, 33.6)","(31.0, 130.0, 109.5)","(10.0, 99999, 99990)","(61.0, 99999, 99990)"
07-01-2023 20:19:21.537108,"(7.0, 99999, 99990)","(14.0, 30.0, 25.3125)","(1.9, 2.12, 2.102222222222222)","(4.8, 7.2, 6.628571428571429)","(9.0, 13.5, 12.538461538461538)","(81.0, 120.0, 81.0)","(21.0, 42.0, 38.0)","(31.0, 130.0, 90.0)","(10.0, 99999, 99990)","(61.0, 99999, 99990)"
07-01-2023 20:19:23.188002,"(7.0, 99999, 99990)","(14.0, 30.0, 25.3125)","(1.9, 2.12, 2.102222222222222)","(4.8, 7.2, 6.68)","(9.0, 13.5, 12.777777777777779)","(81.0, 120.0, 98.33333333333334)","(21.0, 42.0, 34.0)","(31.0, 130.0, 90.0)","(10.0, 99999, 99990)","(61.0, 99999, 99990)"
07-01-2023 20:19:24.922481,"(7.0, 99999, 99990)","(14.0, 30.0, 26.875)","(1.9, 2.12, 2.102222222222222)","(4.8, 7.8, 7.0)","(9.0, 13.0, 12.142857142857142)","(81.0, 120.0, 98.33333333333334)","(21.0, 40.0, 34.0)","(31.0, 130.0, 90.0)","(10.0, 99999, 99990)","(61.0, 99999, 99990)"
07-01-2023 20:19:26.814657,"(7.0, 99999, 99990)","(14.0, 30.0, 25.5)","(1.9, 2.12, 2.0940000000000003)","(4.8, 7.4, 7.0)","(9.0, 13.0, 12.142857142857142)","(81.0, 120.0, 98.33333333333334)","(21.0, 40.0, 34.0)","(31.0, 130.0, 90.0)","(10.0, 99999, 99990)","(61.0, 99999, 99990)"
07-01-2023 20:19:28.659258,"(7.0, 99999, 99990)","(14.0, 30.0, 20.25)","(1.9, 2.12, 2.106666666666667)","(4.8, 7.4, 7.177777777777778)","(9.0, 13.0, 12.142857142857142)","(81.0, 120.0, 98.33333333333334)","(21.0, 40.0, 34.0)","(31.0, 130.0, 90.0)","(10.0, 99999, 99990)","(61.0, 99999, 99990)"
07-01-2023 20:19:30.389651,"(7.0, 99999, 99990)","(15.0, 30.0, 18.5)","(1.9, 2.12, 2.106666666666667)","(4.8, 7.4, 7.0)","(9.0, 13.0, 12.0)","(71.0, 120.0, 96.66666666666666)","(21.0, 40.0, 32.4)","(31.0, 130.0, 109.5)","(10.0, 99999, 99990)","(61.0, 99999, 99990)"
07-01-2023 20:19:31.959038,"(7.0, 99999, 99990)","(15.0, 29.0, 22.0)","(1.9, 2.12, 2.111666666666667)","(4.8, 7.4, 6.733333333333333)","(9.0, 12.5, 11.666666666666666)","(71.0, 120.0, 87.5)","(21.0, 40.0, 34.0)","(31.0, 130.0, 95.0)","(10.0, 99999, 99990)","(61.0, 99999, 99990)"
07-01-2023 20:19:33.521592,"(7.0, 99999, 99990)","(15.0, 27.0, 21.0)","(1.9, 2.12, 2.166666666666667)","(4.8, 7.2, 6.733333333333333)","(9.0, 12.5, 11.666666666666666)","(71.0, 120.0, 105.6)","(21.0, 40.0, 26.666666666666668)","(31.0, 140.0, 95.0)","(10.0, 99999, 99990)","(61.0, 99999, 99990)"
07-01-2023 20:19:35.260843,"(7.0, 99999, 99990)","(15.0, 25.0, 20.5)","(1.9, 2.18, 2.1492307692307695)","(4.8, 7.2, 6.129411764705883)","(9.0, 12.5, 11.666666666666666)","(71.0, 120.0, 84.0)","(21.0, 40.0, 26.666666666666668)","(31.0, 140.0, 78.66666666666667)","(10.0, 99999, 99990)","(61.0, 99999, 99990)"
07-01-2023 20:19:37.012045,"(7.0, 99999, 99990)","(15.0, 24.0, 18.166666666666668)","(1.9, 2.2, 2.152)","(4.8, 7.2, 6.725)","(9.0, 12.5, 15.333333333333332)","(71.0, 120.0, 84.0)","(21.0, 40.0, 26.666666666666668)","(31.0, 140.0, 114.28571428571429)","(10.0, 99999, 99990)","(61.0, 99999, 99990)"
07-01-2023 20:19:39.118458,"(7.0, 99999, 99990)","(15.0, 24.0, 18.166666666666668)","(1.9, 2.2, 2.152)","(4.8, 7.0, 6.3125)","(9.0, 17.5, 15.25)","(71.0, 120.0, 84.0)","(21.0, 40.0, 26.666666666666668)","(31.0, 140.0, 104.0)","(10.0, 99999, 99990)","(61.0, 99999, 99990)"
07-01-2023 20:19:41.009512,"(7.0, 99999, 99990)","(15.0, 24.0, 18.166666666666668)","(1.9, 2.2, 2.1350000000000002)","(4.8, 7.0, 6.4399999999999995)","(9.0, 16.0, 14.3125)","(71.0, 120.0, 84.0)","(21.0, 40.0, 26.666666666666668)","(31.0, 140.0, 104.0)","(10.0, 99999, 99990)","(61.0, 99999, 99990)"
07-01-2023 20:19:42.915958,"(7.0, 99999, 99990)","(15.0, 24.0, 18.166666666666668)","(1.9, 2.18, 2.1272727272727274)","(4.8, 6.8, 6.4399999999999995)","(9.0, 16.0, 14.538461538461538)","(71.0, 120.0, 84.0)","(21.0, 40.0, 26.666666666666668)","(31.0, 140.0, 106.0)","(10.0, 99999, 99990)","(61.0, 99999, 99990)"
07-01-2023 20:19:44.632877,"(7.0, 99999, 99990)","(15.0, 24.0, 18.166666666666668)","(1.9, 2.14, 2.1272727272727274)","(4.8, 6.8, 6.4399999999999995)","(9.0, 15.0, 13.214285714285714)","(71.0, 120.0, 84.0)","(21.0, 40.0, 34.0)","(31.0, 140.0, 86.66666666666667)","(10.0, 99999, 99990)","(61.0, 99999, 99990)"
07-01-2023 20:19:46.307638,"(7.0, 99999, 99990)","(15.0, 24.0, 18.166666666666668)","(1.9, 2.14, 2.1272727272727274)","(4.8, 6.8, 6.4399999999999995)","(9.0, 15.0, 13.214285714285714)","(71.0, 120.0, 84.0)","(21.0, 40.0, 28.0)","(31.0, 140.0, 108.0)","(10.0, 99999, 99990)","(61.0, 99999, 99990)"
07-01-2023 20:19:48.091716,"(7.0, 99999, 99990)","(15.0, 24.0, 19.5)","(1.9, 2.18, 2.126666666666667)","(4.8, 6.8, 6.4399999999999995)","(9.0, 15.0, 13.214285714285714)","(71.0, 120.0, 68.0)","(21.0, 40.0, 35.5)","(31.0, 140.0, 126.0)","(10.0, 99999, 99990)","(61.0, 99999, 99990)"
07-01-2023 20:19:49.760600,"(7.0, 99999, 99990)","(15.0, 22.0, 19.5)","(1.9, 2.14, 2.126666666666667)","(4.8, 6.8, 6.4399999999999995)","(9.0, 15.0, 13.5)","(71.0, 110.0, 61.25)","(21.0, 48.0, 26.0)","(31.0, 170.0, 126.0)","(10.0, 99999, 99990)","(61.0, 99999, 99990)"
07-01-2023 20:19:51.284248,"(7.0, 99999, 99990)","(15.0, 22.0, 19.1875)","(1.85, 2.14, 2.153793103448276)","(5.0, 7.2, 6.7894736842105265)","(10.0, 15.0, 14.142857142857142)","(61.0, 65.0, 60.0)","(20.0, 42.0, 34.666666666666664)","(31.0, 170.0, 100.0)","(10.0, 99999, 99990)","(61.0, 99999, 99990)"
07-01-2023 20:19:52.898050,"(7.0, 99999, 99990)","(15.0, 22.0, 19.1875)","(1.85, 2.16, 2.142857142857143)","(5.0, 7.0, 6.1000000000000005)","(10.0, 15.0, 14.142857142857142)","(61.0, 65.0, 60.0)","(20.0, 40.0, 36.25)","(31.0, 170.0, 140.0)","(10.0, 99999, 99990)","(61.0, 99999, 99990)"
07-01-2023 20:19:54.459141,"(7.0, 99999, 99990)","(15.0, 22.0, 19.1875)","(1.85, 2.16, 2.142857142857143)","(5.0, 6.2, 6.164285714285715)","(10.0, 15.0, 14.142857142857142)","(61.0, 65.0, 60.0)","(20.0, 40.0, 36.25)","(31.0, 170.0, 125.0)","(10.0, 99999, 99990)","(61.0, 99999, 99990)"
07-01-2023 20:19:56.041578,"(7.0, 99999, 99990)","(15.0, 22.0, 19.1875)","(1.85, 2.16, 2.142857142857143)","(5.0, 6.2, 6.164285714285715)","(10.0, 15.0, 14.142857142857142)","(61.0, 65.0, 60.0)","(20.0, 40.0, 36.25)","(31.0, 180.0, 82.5)","(10.0, 99999, 99990)","(61.0, 99999, 99990)"
07-01-2023 20:19:57.609383,"(7.0, 99999, 99990)","(15.0, 22.0, 19.5)","(1.85, 2.16, 2.148)","(5.0, 6.2, 6.0)","(10.0, 15.0, 11.954545454545455)","(61.0, 65.0, 60.0)","(20.0, 40.0, 36.25)","(31.0, 95.0, 89.0)","(10.0, 99999, 99990)","(61.0, 99999, 99990)"
07-01-2023 20:19:59.264149,"(7.0, 99999, 99990)","(15.0, 22.0, 20.125)","(1.85, 2.16, 2.14)","(5.0, 6.2, 6.164285714285715)","(10.0, 12.5, 11.75)","(61.0, 65.0, 60.0)","(20.0, 40.0, 36.25)","(31.0, 95.0, 80.0)","(10.0, 99999, 99990)","(61.0, 99999, 99990)"
07-01-2023 20:20:00.908034,"(7.0, 99999, 99990)","(15.0, 22.0, 18.785714285714285)","(1.85, 2.16, 2.14)","(5.0, 6.2, 6.144444444444445)","(10.0, 12.5, 12.5)","(61.0, 65.0, 60.0)","(20.0, 40.0, 36.25)","(31.0, 95.0, 80.0)","(10.0, 99999, 99990)","(61.0, 99999, 99990)"
07-01-2023 20:20:02.555452,"(7.0, 99999, 99990)","(15.0, 22.0, 18.785714285714285)","(1.85, 2.16, 2.14)","(5.0, 6.2, 6.144444444444445)","(10.0, 14.0, 12.5)","(61.0, 65.0, 60.0)","(20.0, 40.0, 36.25)","(31.0, 95.0, 80.0)","(10.0, 99999, 99990)","(61.0, 99999, 99990)"
07-01-2023 20:20:04.311225,"(7.0, 99999, 99990)","(15.0, 22.0, 18.785714285714285)","(1.85, 2.16, 2.126415094339623)","(5.0, 6.2, 6.144444444444445)","(10.0, 14.0, 13.5)","(61.0, 65.0, 58.333333333333336)","(20.0, 40.0, 34.0)","(31.0, 95.0, 80.0)","(10.0, 99999, 99990)","(61.0, 99999, 99990)"
07-01-2023 20:20:05.954221,"(7.0, 99999, 99990)","(15.0, 22.0, 18.785714285714285)","(1.85, 2.16, 2.126415094339623)","(5.0, 6.2, 6.144444444444445)","(10.0, 14.0, 13.5)","(61.0, 65.0, 58.333333333333336)","(20.0, 40.0, 34.0)","(31.0, 95.0, 80.0)","(10.0, 99999, 99990)","(61.0, 99999, 99990)"
07-01-2023 20:20:07.681495,"(7.0, 99999, 99990)","(15.0, 22.0, 18.785714285714285)","(1.85, 2.16, 2.1086538461538464)","(5.0, 6.2, 6.144444444444445)","(10.0, 14.0, 13.5)","(61.0, 65.0, 56.666666666666664)","(20.0, 40.0, 34.0)","(31.0, 95.0, 80.0)","(10.0, 99999, 99990)","(61.0, 99999, 99990)"
07-01-2023 20:20:09.476586,"(7.0, 99999, 99990)","(15.0, 22.0, 18.785714285714285)","(1.85, 2.12, 2.043076923076923)","(5.0, 6.2, 6.144444444444445)","(10.0, 14.0, 13.5)","(61.0, 65.0, 50.0)","(20.0, 40.0, 34.0)","(31.0, 95.0, 80.0)","(10.0, 99999, 99990)","(61.0, 99999, 99990)"
07-01-2023 20:20:11.292955,"(7.5, 99999, 99990)","(14.0, 22.0, 18.785714285714285)","(1.85, 2.12, 2.0723076923076924)","(5.0, 6.2, 6.166666666666667)","(10.0, 13.5, 12.666666666666666)","(51.0, 60.0, 50.4)","(21.0, 40.0, 34.0)","(41.0, 95.0, 80.0)","(10.0, 99999, 99990)","(71.0, 99999, 99990)"
07-01-2023 20:20:12.828423,"(7.5, 99999, 99990)","(14.0, 22.0, 18.785714285714285)","(1.85, 2.1, 2.055)","(5.0, 6.2, 6.15)","(10.0, 13.5, 12.666666666666666)","(51.0, 60.0, 50.4)","(21.0, 40.0, 32.8)","(41.0, 95.0, 80.0)","(10.0, 99999, 99990)","(71.0, 99999, 99990)"
07-01-2023 20:20:14.455136,"(7.5, 99999, 99990)","(14.0, 22.0, 18.785714285714285)","(1.85, 2.1, 2.0310344827586206)","(5.0, 6.2, 6.1571428571428575)","(10.0, 13.5, 12.666666666666666)","(51.0, 60.0, 50.4)","(21.0, 38.0, 29.0)","(41.0, 95.0, 82.5)","(10.0, 99999, 99990)","(71.0, 99999, 99990)"
