,Orson Laurie,Blink You Lose,Double Happiness,Boston Budgies,Fernando Diva,Kingsbrae Anna
15-12-2022 12:54:02.394406,"(1.22, 1.29, 1.2878143360752057)","(11.0, 25.0, 24.0)","(61.0, 370.0, 290.0)","(20.0, 100.0, 49.857142857142854)","(8.5, 16.5, 16.0625)","(7.0, 11.0, 10.444444444444445)"
15-12-2022 12:54:03.279118,"(1.22, 1.29, 1.2813636363636365)","(11.0, 25.0, 24.137931034482758)","(61.0, 370.0, 290.0)","(20.0, 100.0, 49.857142857142854)","(8.5, 17.0, 16.0625)","(7.0, 11.0, 10.444444444444445)"
15-12-2022 12:54:04.267722,"(1.22, 1.29, 1.281777777777778)","(11.0, 25.0, 23.2)","(61.0, 370.0, 286.66666666666663)","(20.0, 100.0, 70.0)","(8.5, 17.0, 15.666666666666666)","(7.0, 11.0, 10.444444444444445)"
15-12-2022 12:54:05.311186,"(1.22, 1.29, 1.2811702127659574)","(11.0, 25.0, 24.0625)","(61.0, 370.0, 307.5)","(20.0, 90.0, 70.70270270270271)","(8.5, 17.0, 15.666666666666666)","(7.0, 11.0, 10.333333333333334)"
15-12-2022 12:54:06.366757,"(1.22, 1.29, 1.2808396946564886)","(11.0, 25.0, 24.0625)","(61.0, 370.0, 307.5)","(20.0, 90.0, 71.8)","(8.5, 17.0, 15.615384615384615)","(7.0, 11.0, 10.333333333333334)"
15-12-2022 12:54:07.432153,"(1.16, 1.29, 1.2808396946564886)","(13.0, 25.0, 24.0625)","(71.0, 370.0, 307.5)","(26.0, 90.0, 68.16)","(10.0, 17.0, 15.615384615384615)","(7.0, 11.0, 10.222222222222221)"
15-12-2022 12:54:08.308781,"(1.16, 1.29, 1.2814583333333334)","(13.0, 25.0, 24.0625)","(71.0, 370.0, 298.57142857142856)","(26.0, 90.0, 68.16)","(10.0, 17.0, 15.615384615384615)","(7.0, 11.0, 10.222222222222221)"
15-12-2022 12:54:09.254440,"(1.16, 1.29, 1.2824074074074074)","(13.0, 25.0, 24.0625)","(71.0, 360.0, 304.6153846153846)","(26.0, 90.0, 68.16)","(10.0, 17.0, 15.615384615384615)","(7.0, 11.0, 10.333333333333334)"
15-12-2022 12:54:10.233099,"(1.16, 1.29, 1.2824074074074074)","(13.0, 25.0, 24.0625)","(71.0, 360.0, 312.0)","(26.0, 90.0, 71.8)","(10.0, 17.0, 15.615384615384615)","(7.0, 11.0, 10.333333333333334)"
15-12-2022 12:54:11.252097,"(1.16, 1.29, 1.2807228915662652)","(13.0, 25.0, 24.0625)","(71.0, 360.0, 312.0)","(26.0, 90.0, 71.8)","(10.0, 17.0, 15.607142857142858)","(7.0, 11.0, 10.333333333333334)"
15-12-2022 12:54:12.153619,"(1.16, 1.29, 1.280989010989011)","(13.0, 25.0, 24.0625)","(71.0, 360.0, 312.0)","(26.0, 90.0, 76.0)","(10.0, 17.0, 15.607142857142858)","(7.0, 11.0, 10.333333333333334)"
15-12-2022 12:54:12.987082,"(1.16, 1.29, 1.2809411764705882)","(13.0, 25.0, 23.5)","(71.0, 360.0, 294.5454545454545)","(26.0, 90.0, 66.66666666666667)","(10.0, 17.0, 15.607142857142858)","(7.0, 11.0, 10.333333333333334)"
15-12-2022 12:54:14.033829,"(1.16, 1.29, 1.28046511627907)","(13.0, 25.0, 23.5)","(71.0, 360.0, 300.0)","(26.0, 90.0, 75.41666666666666)","(10.0, 17.0, 15.607142857142858)","(7.0, 11.0, 10.35)"
15-12-2022 12:54:14.971135,"(1.16, 1.29, 1.2804938271604938)","(13.0, 25.0, 23.5)","(71.0, 360.0, 300.0)","(26.0, 90.0, 75.41666666666666)","(10.0, 17.0, 15.666666666666666)","(7.0, 11.0, 10.538461538461538)"
15-12-2022 12:54:15.919659,"(1.16, 1.29, 1.2821904761904763)","(13.0, 22.0, 20.352941176470587)","(71.0, 360.0, 334.7368421052631)","(26.0, 90.0, 72.5)","(10.0, 15.0, 15.214285714285714)","(7.0, 11.0, 10.363636363636363)"
15-12-2022 12:54:16.918411,"(1.16, 1.28, 1.2794444444444444)","(13.0, 22.0, 20.416666666666668)","(71.0, 440.0, 367.27272727272725)","(26.0, 90.0, 71.25)","(10.0, 16.5, 15.264705882352942)","(7.0, 11.0, 10.375)"
15-12-2022 12:54:17.812690,"(1.16, 1.28, 1.2793333333333334)","(13.0, 22.0, 20.227272727272727)","(71.0, 440.0, 363.8095238095238)","(26.0, 90.0, 71.25)","(10.0, 16.5, 15.264705882352942)","(7.0, 10.5, 10.375)"
15-12-2022 12:54:18.780100,"(1.16, 1.29, 1.2804054054054055)","(13.0, 22.0, 20.227272727272727)","(71.0, 440.0, 363.8095238095238)","(26.0, 90.0, 78.46153846153845)","(10.0, 16.5, 15.833333333333334)","(7.0, 10.5, 10.461538461538462)"
15-12-2022 12:54:19.811376,"(1.16, 1.28, 1.2714285714285714)","(13.0, 22.0, 20.266666666666666)","(71.0, 440.0, 356.52173913043475)","(26.0, 90.0, 78.46153846153845)","(10.0, 16.5, 15.833333333333334)","(7.0, 11.0, 10.461538461538462)"
15-12-2022 12:54:20.807564,"(1.16, 1.28, 1.2737037037037038)","(13.0, 22.0, 20.408163265306122)","(71.0, 440.0, 356.52173913043475)","(26.0, 90.0, 80.38461538461539)","(10.0, 16.5, 16.38888888888889)","(7.0, 11.0, 10.631578947368421)"
15-12-2022 12:54:21.716784,"(1.16, 1.28, 1.2782352941176471)","(13.0, 22.0, 20.528301886792452)","(71.0, 440.0, 356.52173913043475)","(26.0, 90.0, 80.38461538461539)","(10.0, 16.5, 16.38888888888889)","(7.0, 11.0, 10.125)"
15-12-2022 12:54:22.584578,"(1.16, 1.28, 1.2790322580645161)","(13.0, 22.0, 20.5)","(71.0, 440.0, 352.72727272727275)","(26.0, 90.0, 58.5)","(10.0, 17.0, 16.875)","(7.0, 11.0, 10.5625)"
15-12-2022 12:54:23.508051,"(1.16, 1.28, 1.2790322580645161)","(13.0, 22.0, 20.5)","(71.0, 440.0, 352.72727272727275)","(26.0, 90.0, 58.5)","(10.0, 17.0, 16.9)","(7.0, 11.0, 10.5625)"
15-12-2022 12:54:24.501490,"(1.16, 1.28, 1.2790322580645161)","(13.0, 22.0, 20.5)","(71.0, 440.0, 356.52173913043475)","(26.0, 90.0, 58.5)","(10.0, 17.0, 16.9)","(7.0, 11.0, 10.545454545454545)"
15-12-2022 12:54:25.561081,"(1.16, 1.28, 1.2790322580645161)","(13.0, 22.0, 20.5)","(71.0, 440.0, 356.52173913043475)","(26.0, 90.0, 57.5)","(10.0, 17.0, 16.9)","(7.0, 11.0, 10.5625)"
15-12-2022 12:54:26.562435,"(1.14, 1.28, 1.2790322580645161)","(13.0, 22.0, 20.5)","(71.0, 440.0, 356.52173913043475)","(26.0, 90.0, 57.5)","(10.0, 17.0, 16.9)","(7.0, 11.0, 10.571428571428571)"
15-12-2022 12:54:27.570499,"(1.14, 1.28, 1.269090909090909)","(13.0, 25.0, 22.6)","(71.0, 440.0, 352.72727272727275)","(26.0, 90.0, 57.5)","(10.0, 17.0, 16.9)","(7.0, 11.0, 10.571428571428571)"
15-12-2022 12:54:28.511135,"(1.14, 1.28, 1.2676923076923077)","(13.0, 25.0, 22.517241379310345)","(71.0, 440.0, 356.52173913043475)","(26.0, 90.0, 57.5)","(10.0, 17.0, 16.9)","(7.0, 11.0, 10.571428571428571)"
15-12-2022 12:54:29.476291,"(1.14, 1.28, 1.2725)","(13.0, 25.0, 22.77777777777778)","(71.0, 420.0, 280.0)","(26.0, 90.0, 64.0)","(10.0, 17.0, 16.9)","(7.0, 11.0, 10.571428571428571)"
15-12-2022 12:54:30.466645,"(1.14, 1.28, 1.2727659574468084)","(13.0, 25.0, 22.692307692307693)","(71.0, 420.0, 280.0)","(26.0, 90.0, 65.45454545454545)","(10.0, 17.0, 16.9)","(7.0, 11.0, 10.571428571428571)"
15-12-2022 12:54:31.462139,"(1.14, 1.28, 1.2727659574468084)","(13.0, 25.0, 22.692307692307693)","(71.0, 420.0, 280.0)","(26.0, 90.0, 65.45454545454545)","(10.0, 17.0, 16.9)","(7.0, 11.0, 10.571428571428571)"
15-12-2022 12:54:32.376589,"(1.14, 1.28, 1.2727659574468084)","(13.0, 25.0, 22.833333333333332)","(71.0, 420.0, 280.0)","(26.0, 90.0, 65.45454545454545)","(10.0, 17.0, 16.9)","(7.0, 11.0, 10.571428571428571)"
15-12-2022 12:54:33.363667,"(1.14, 1.28, 1.267792207792208)","(13.0, 25.0, 22.692307692307693)","(71.0, 420.0, 280.0)","(26.0, 90.0, 65.45454545454545)","(10.0, 17.0, 16.9)","(7.0, 11.0, 10.571428571428571)"
15-12-2022 12:54:34.397662,"(1.14, 1.28, 1.267792207792208)","(13.0, 25.0, 22.857142857142858)","(71.0, 420.0, 280.0)","(26.0, 90.0, 65.45454545454545)","(10.0, 17.0, 16.9)","(7.0, 11.0, 10.571428571428571)"
15-12-2022 12:54:35.421097,"(1.14, 1.28, 1.267792207792208)","(13.0, 25.0, 22.857142857142858)","(71.0, 420.0, 280.0)","(26.0, 90.0, 65.45454545454545)","(10.0, 17.0, 16.9)","(7.0, 11.0, 10.571428571428571)"
15-12-2022 12:54:36.260978,"(1.14, 1.28, 1.2751295336787565)","(13.0, 25.0, 22.857142857142858)","(71.0, 420.0, 280.0)","(26.0, 90.0, 65.45454545454545)","(10.0, 17.0, 16.9)","(7.0, 11.0, 10.571428571428571)"
15-12-2022 12:54:37.223227,"(1.14, 1.28, 1.2725581395348837)","(13.0, 25.0, 22.857142857142858)","(71.0, 420.0, 280.0)","(26.0, 90.0, 65.45454545454545)","(10.0, 17.0, 16.96153846153846)","(7.0, 11.0, 10.307692307692308)"
15-12-2022 12:54:38.314095,"(1.14, 1.28, 1.2731914893617022)","(13.0, 25.0, 22.857142857142858)","(71.0, 420.0, 280.0)","(26.0, 90.0, 65.45454545454545)","(10.0, 17.0, 16.96153846153846)","(7.0, 11.0, 10.4)"
15-12-2022 12:54:39.428764,"(1.14, 1.28, 1.2752238805970149)","(13.0, 25.0, 22.857142857142858)","(71.0, 420.0, 280.0)","(26.0, 90.0, 65.45454545454545)","(10.0, 17.0, 16.96153846153846)","(7.0, 11.0, 10.4)"
15-12-2022 12:54:40.486333,"(1.14, 1.28, 1.2752238805970149)","(13.0, 25.0, 22.857142857142858)","(71.0, 420.0, 280.0)","(26.0, 90.0, 65.45454545454545)","(10.0, 17.0, 16.96153846153846)","(7.0, 11.0, 10.4)"
15-12-2022 12:54:41.486729,"(1.14, 1.28, 1.2794444444444444)","(13.0, 25.0, 23.166666666666668)","(71.0, 420.0, 290.7692307692308)","(26.0, 90.0, 66.0)","(10.0, 17.0, 16.96153846153846)","(7.0, 11.0, 10.608695652173914)"
15-12-2022 12:54:42.417244,"(1.14, 1.28, 1.2794444444444444)","(13.0, 25.0, 23.166666666666668)","(71.0, 420.0, 290.7692307692308)","(26.0, 90.0, 66.0)","(10.0, 17.0, 16.96153846153846)","(7.0, 11.0, 10.538461538461538)"
15-12-2022 12:54:43.496001,"(1.14, 1.28, 1.2794444444444444)","(13.0, 25.0, 23.166666666666668)","(71.0, 420.0, 290.7692307692308)","(26.0, 90.0, 69.0)","(10.0, 17.0, 16.857142857142858)","(7.0, 11.0, 10.538461538461538)"
15-12-2022 12:54:44.639181,"(1.14, 1.28, 1.2794444444444444)","(13.0, 25.0, 23.166666666666668)","(71.0, 420.0, 290.7692307692308)","(26.0, 90.0, 69.0)","(10.0, 17.0, 16.857142857142858)","(7.0, 11.0, 10.5)"
15-12-2022 12:54:45.658140,"(1.14, 1.28, 1.2797142857142858)","(13.0, 25.0, 23.166666666666668)","(71.0, 420.0, 290.7692307692308)","(26.0, 90.0, 69.0)","(10.0, 17.0, 16.3)","(7.0, 11.0, 10.176470588235293)"
15-12-2022 12:54:46.639677,"(1.14, 1.28, 1.2796153846153846)","(13.0, 25.0, 22.555555555555557)","(71.0, 420.0, 290.7692307692308)","(26.0, 90.0, 77.30232558139535)","(10.0, 17.0, 15.821428571428571)","(7.0, 11.0, 10.176470588235293)"
15-12-2022 12:54:47.580409,"(1.14, 1.28, 1.2795238095238095)","(13.0, 25.0, 21.842105263157894)","(71.0, 420.0, 252.0)","(26.0, 90.0, 64.0)","(10.0, 17.0, 16.083333333333332)","(7.0, 11.0, 10.066666666666666)"
15-12-2022 12:54:48.625710,"(1.14, 1.28, 1.2796)","(13.0, 25.0, 22.857142857142858)","(71.0, 420.0, 252.0)","(26.0, 90.0, 64.0)","(10.0, 17.0, 16.2)","(7.5, 11.0, 10.352941176470589)"
15-12-2022 12:54:49.650114,"(1.14, 1.28, 1.2796)","(13.0, 25.0, 23.166666666666668)","(71.0, 420.0, 252.0)","(26.0, 90.0, 64.0)","(10.0, 16.5, 16.1)","(7.5, 11.0, 10.352941176470589)"
15-12-2022 12:54:50.556058,"(1.14, 1.28, 1.2796)","(13.0, 25.0, 23.166666666666668)","(71.0, 420.0, 252.0)","(26.0, 90.0, 64.0)","(10.0, 16.5, 16.1)","(7.5, 11.0, 10.352941176470589)"
15-12-2022 12:54:51.597833,"(1.14, 1.28, 1.2796)","(13.0, 25.0, 23.240000000000002)","(71.0, 420.0, 290.7692307692308)","(26.0, 90.0, 64.0)","(10.0, 16.5, 15.735294117647058)","(7.5, 11.0, 10.421052631578947)"
15-12-2022 12:54:52.634908,"(1.14, 1.28, 1.27990990990991)","(13.0, 25.0, 23.240000000000002)","(71.0, 420.0, 252.0)","(26.0, 90.0, 64.0)","(10.0, 16.5, 15.735294117647058)","(7.5, 11.0, 10.421052631578947)"
15-12-2022 12:54:53.748422,"(1.14, 1.28, 1.27990990990991)","(13.0, 25.0, 23.240000000000002)","(71.0, 420.0, 290.7692307692308)","(26.0, 90.0, 64.0)","(10.0, 16.5, 15.735294117647058)","(7.5, 11.0, 10.285714285714286)"
15-12-2022 12:54:54.820357,"(1.14, 1.29, 1.288032786885246)","(13.0, 25.0, 23.240000000000002)","(71.0, 420.0, 290.7692307692308)","(26.0, 90.0, 64.0)","(10.0, 16.5, 15.735294117647058)","(7.5, 11.0, 10.0625)"
15-12-2022 12:54:55.787705,"(1.14, 1.29, 1.2840689655172415)","(13.0, 25.0, 23.0)","(71.0, 420.0, 290.7692307692308)","(26.0, 90.0, 64.0)","(10.0, 16.5, 15.571428571428571)","(7.5, 11.0, 10.0625)"
15-12-2022 12:54:56.742687,"(1.14, 1.29, 1.2735164835164836)","(13.0, 25.0, 23.166666666666668)","(71.0, 420.0, 290.7692307692308)","(26.0, 90.0, 74.24242424242425)","(10.0, 16.5, 15.85)","(7.5, 11.0, 10.375)"
15-12-2022 12:54:57.790029,"(1.14, 1.29, 1.275294117647059)","(13.0, 25.0, 23.058823529411764)","(71.0, 420.0, 290.7692307692308)","(26.0, 90.0, 74.24242424242425)","(10.0, 16.5, 15.909090909090908)","(7.5, 11.0, 10.56)"
15-12-2022 12:54:58.847904,"(1.14, 1.29, 1.275294117647059)","(13.0, 25.0, 23.058823529411764)","(71.0, 420.0, 290.7692307692308)","(26.0, 90.0, 74.24242424242425)","(10.0, 16.5, 15.909090909090908)","(7.5, 11.0, 10.45)"
15-12-2022 12:54:59.731880,"(1.14, 1.29, 1.275294117647059)","(13.0, 25.0, 23.058823529411764)","(71.0, 420.0, 290.7692307692308)","(26.0, 90.0, 74.24242424242425)","(10.0, 16.5, 15.909090909090908)","(7.5, 11.0, 10.45)"
15-12-2022 12:55:00.722998,"(1.14, 1.29, 1.275294117647059)","(13.0, 25.0, 23.058823529411764)","(71.0, 420.0, 290.7692307692308)","(26.0, 90.0, 74.24242424242425)","(10.0, 16.5, 15.633333333333333)","(7.5, 11.0, 10.176470588235293)"
15-12-2022 12:55:01.798274,"(1.14, 1.29, 1.2735164835164836)","(13.0, 22.0, 21.05263157894737)","(71.0, 420.0, 290.7692307692308)","(26.0, 90.0, 74.24242424242425)","(10.0, 16.5, 15.633333333333333)","(7.5, 11.0, 10.176470588235293)"
15-12-2022 12:55:02.868145,"(1.14, 1.29, 1.2755737704918033)","(13.0, 22.0, 20.53061224489796)","(71.0, 420.0, 290.7692307692308)","(26.0, 90.0, 74.24242424242425)","(10.0, 16.5, 15.633333333333333)","(7.5, 11.0, 10.176470588235293)"
15-12-2022 12:55:03.941382,"(1.14, 1.29, 1.2814285714285714)","(13.0, 24.0, 23.555555555555557)","(71.0, 420.0, 290.7692307692308)","(26.0, 90.0, 74.24242424242425)","(10.0, 16.5, 15.633333333333333)","(7.5, 11.0, 10.176470588235293)"
15-12-2022 12:55:04.853826,"(1.14, 1.29, 1.2814285714285714)","(13.0, 24.0, 23.555555555555557)","(71.0, 420.0, 290.7692307692308)","(26.0, 90.0, 74.24242424242425)","(10.0, 16.5, 15.633333333333333)","(7.5, 11.0, 10.214285714285714)"
15-12-2022 12:55:05.880468,"(1.14, 1.29, 1.2814285714285714)","(13.0, 24.0, 23.047619047619047)","(71.0, 420.0, 290.7692307692308)","(26.0, 90.0, 74.24242424242425)","(10.0, 16.5, 15.633333333333333)","(7.5, 11.0, 10.38888888888889)"
15-12-2022 12:55:06.926105,"(1.14, 1.29, 1.2814285714285714)","(13.0, 24.0, 23.047619047619047)","(71.0, 420.0, 252.0)","(26.0, 90.0, 74.24242424242425)","(10.0, 16.5, 15.633333333333333)","(7.5, 11.0, 10.38888888888889)"
15-12-2022 12:55:08.008791,"(1.14, 1.29, 1.2814285714285714)","(13.0, 24.0, 23.047619047619047)","(71.0, 420.0, 252.0)","(26.0, 90.0, 74.24242424242425)","(10.0, 16.5, 15.633333333333333)","(7.5, 11.0, 10.38888888888889)"
15-12-2022 12:55:09.016750,"(1.14, 1.29, 1.281111111111111)","(13.0, 24.0, 23.047619047619047)","(71.0, 420.0, 252.0)","(26.0, 90.0, 74.24242424242425)","(10.0, 16.5, 15.633333333333333)","(7.5, 11.0, 10.38888888888889)"
15-12-2022 12:55:09.939335,"(1.14, 1.29, 1.281111111111111)","(13.0, 24.0, 23.047619047619047)","(71.0, 420.0, 252.0)","(26.0, 90.0, 69.31818181818181)","(10.0, 16.5, 15.633333333333333)","(7.5, 11.0, 10.176470588235293)"
15-12-2022 12:55:10.950234,"(1.14, 1.29, 1.281111111111111)","(13.0, 24.0, 23.130434782608695)","(71.0, 420.0, 252.0)","(26.0, 90.0, 69.31818181818181)","(10.0, 16.5, 15.633333333333333)","(7.5, 11.0, 10.176470588235293)"
15-12-2022 12:55:11.990626,"(1.14, 1.29, 1.2872307692307692)","(13.0, 24.0, 21.5)","(71.0, 420.0, 252.0)","(26.0, 90.0, 69.31818181818181)","(10.0, 16.5, 15.633333333333333)","(7.5, 11.0, 10.176470588235293)"
15-12-2022 12:55:13.017131,"(1.14, 1.29, 1.2882775119617225)","(13.0, 24.0, 23.0)","(71.0, 420.0, 252.0)","(26.0, 90.0, 69.31818181818181)","(10.0, 16.5, 15.633333333333333)","(7.5, 11.0, 10.176470588235293)"
15-12-2022 12:55:13.998158,"(1.14, 1.29, 1.2882775119617225)","(13.0, 24.0, 23.166666666666668)","(71.0, 420.0, 252.0)","(26.0, 90.0, 69.31818181818181)","(10.0, 16.5, 16.59090909090909)","(7.5, 11.0, 10.607142857142858)"
15-12-2022 12:55:14.893072,"(1.14, 1.26, 1.2588636363636363)","(13.0, 24.0, 23.75)","(71.0, 420.0, 252.0)","(26.0, 90.0, 69.31818181818181)","(10.0, 17.5, 16.571428571428573)","(7.5, 11.0, 10.23076923076923)"
15-12-2022 12:55:15.999449,"(1.14, 1.29, 1.275)","(14.0, 24.0, 23.625)","(81.0, 420.0, 264.44444444444446)","(26.0, 90.0, 69.31818181818181)","(11.0, 17.5, 16.525)","(8.0, 11.0, 10.523809523809524)"
15-12-2022 12:55:17.096321,"(1.14, 1.29, 1.2739285714285715)","(14.0, 24.0, 23.75)","(81.0, 420.0, 264.44444444444446)","(26.0, 90.0, 69.31818181818181)","(11.0, 17.5, 16.525)","(8.0, 11.0, 10.727272727272727)"
15-12-2022 12:55:18.152189,"(1.14, 1.29, 1.2739285714285715)","(14.0, 24.0, 23.75)","(81.0, 420.0, 252.0)","(26.0, 90.0, 69.31818181818181)","(11.0, 17.5, 16.7)","(8.0, 11.0, 10.727272727272727)"
15-12-2022 12:55:19.195025,"(1.14, 1.29, 1.2739285714285715)","(14.0, 22.0, 21.17142857142857)","(81.0, 420.0, 252.0)","(26.0, 90.0, 69.31818181818181)","(11.0, 17.5, 16.833333333333332)","(8.0, 11.0, 10.727272727272727)"
15-12-2022 12:55:20.149177,"(1.14, 1.29, 1.2795652173913044)","(14.0, 22.0, 21.17142857142857)","(81.0, 420.0, 252.0)","(26.0, 90.0, 69.31818181818181)","(11.0, 17.5, 16.807692307692307)","(8.0, 11.0, 10.72)"
15-12-2022 12:55:21.196683,"(1.14, 1.29, 1.2795652173913044)","(14.0, 24.0, 23.333333333333332)","(81.0, 420.0, 252.0)","(26.0, 90.0, 69.31818181818181)","(11.0, 17.5, 16.807692307692307)","(8.0, 11.0, 10.72)"
15-12-2022 12:55:22.221895,"(1.14, 1.29, 1.2795652173913044)","(14.0, 24.0, 23.53846153846154)","(81.0, 420.0, 252.0)","(26.0, 90.0, 69.31818181818181)","(11.0, 17.5, 16.807692307692307)","(8.0, 11.0, 10.72)"
15-12-2022 12:55:23.210503,"(1.14, 1.29, 1.2795652173913044)","(14.0, 24.0, 23.53846153846154)","(81.0, 420.0, 252.0)","(26.0, 90.0, 69.31818181818181)","(11.0, 17.5, 16.807692307692307)","(8.0, 11.0, 10.72)"
15-12-2022 12:55:24.149888,"(1.14, 1.29, 1.278)","(14.0, 24.0, 23.53846153846154)","(81.0, 420.0, 252.0)","(26.0, 90.0, 69.31818181818181)","(11.0, 17.5, 16.807692307692307)","(8.0, 11.0, 10.72)"
15-12-2022 12:55:25.096054,"(1.14, 1.29, 1.278)","(14.0, 24.0, 23.53846153846154)","(81.0, 420.0, 252.0)","(26.0, 90.0, 69.31818181818181)","(11.0, 17.5, 16.807692307692307)","(8.0, 11.0, 10.72)"
15-12-2022 12:55:26.137556,"(1.14, 1.29, 1.278)","(14.0, 24.0, 23.53846153846154)","(81.0, 420.0, 252.0)","(26.0, 90.0, 69.31818181818181)","(11.0, 17.5, 16.807692307692307)","(8.0, 11.0, 10.72)"
15-12-2022 12:55:27.263412,"(1.14, 1.29, 1.278)","(14.0, 24.0, 23.53846153846154)","(81.0, 420.0, 252.0)","(26.0, 90.0, 69.31818181818181)","(11.0, 17.5, 17.05)","(8.0, 11.0, 10.72)"
15-12-2022 12:55:28.474529,"(1.14, 1.29, 1.278)","(14.0, 24.0, 23.6)","(81.0, 420.0, 326.66666666666663)","(26.0, 90.0, 69.31818181818181)","(11.0, 17.5, 17.05)","(8.0, 11.0, 10.72)"
15-12-2022 12:55:29.701801,"(1.14, 1.29, 1.2730188679245282)","(14.0, 24.0, 23.6)","(81.0, 420.0, 326.66666666666663)","(26.0, 90.0, 69.31818181818181)","(11.0, 17.5, 17.05)","(8.0, 11.0, 10.72)"
15-12-2022 12:55:30.684415,"(1.14, 1.29, 1.2730188679245282)","(14.0, 24.0, 23.6)","(81.0, 420.0, 326.66666666666663)","(26.0, 90.0, 69.31818181818181)","(11.0, 17.5, 17.05)","(8.0, 11.0, 10.72)"
15-12-2022 12:55:31.725446,"(1.14, 1.29, 1.2730188679245282)","(14.0, 24.0, 23.6)","(81.0, 420.0, 308.0)","(26.0, 90.0, 69.31818181818181)","(11.0, 17.5, 17.07894736842105)","(8.0, 11.0, 10.72)"
15-12-2022 12:55:32.905425,"(1.14, 1.29, 1.2730188679245282)","(14.0, 24.0, 23.6)","(81.0, 420.0, 308.0)","(26.0, 90.0, 69.31818181818181)","(11.0, 17.5, 17.07894736842105)","(8.0, 11.0, 10.72)"
15-12-2022 12:55:34.039548,"(1.14, 1.29, 1.2730188679245282)","(14.0, 24.0, 23.6)","(81.0, 420.0, 308.0)","(26.0, 90.0, 69.31818181818181)","(11.0, 17.5, 17.07894736842105)","(8.0, 11.0, 10.72)"
15-12-2022 12:55:35.152948,"(1.14, 1.29, 1.2730188679245282)","(14.0, 24.0, 23.6)","(81.0, 420.0, 308.0)","(26.0, 90.0, 69.31818181818181)","(11.0, 17.5, 17.05)","(8.0, 11.0, 10.72)"
15-12-2022 12:55:36.218562,"(1.14, 1.29, 1.2714414414414414)","(14.0, 24.0, 23.6)","(81.0, 420.0, 308.0)","(26.0, 90.0, 69.31818181818181)","(11.0, 17.5, 17.05)","(8.0, 11.0, 10.72)"
15-12-2022 12:55:37.523056,"(1.14, 1.29, 1.2720512820512822)","(14.0, 24.0, 23.6)","(81.0, 420.0, 308.0)","(26.0, 90.0, 69.31818181818181)","(11.0, 17.5, 17.05)","(8.0, 11.0, 10.72)"
15-12-2022 12:55:38.628337,"(1.14, 1.28, 1.2720512820512822)","(14.0, 24.0, 23.6)","(81.0, 420.0, 308.0)","(26.0, 90.0, 69.31818181818181)","(11.0, 17.5, 17.05)","(8.0, 11.0, 10.72)"
15-12-2022 12:55:39.868900,"(1.14, 1.29, 1.2711267605633803)","(14.0, 24.0, 23.6)","(81.0, 420.0, 308.0)","(26.0, 90.0, 69.31818181818181)","(11.0, 17.5, 17.05)","(8.0, 11.0, 10.72)"
15-12-2022 12:55:41.074542,"(1.14, 1.29, 1.2711267605633803)","(14.0, 24.0, 23.6)","(81.0, 420.0, 308.0)","(26.0, 90.0, 69.31818181818181)","(11.0, 17.5, 17.05)","(8.0, 11.0, 10.72)"
15-12-2022 12:55:42.408524,"(1.14, 1.29, 1.2711267605633803)","(14.0, 24.0, 23.666666666666668)","(81.0, 420.0, 308.0)","(26.0, 90.0, 69.31818181818181)","(11.0, 17.5, 17.05)","(8.0, 11.0, 10.72)"
15-12-2022 12:55:43.637405,"(1.14, 1.29, 1.2711267605633803)","(14.0, 24.0, 23.666666666666668)","(81.0, 420.0, 308.0)","(26.0, 90.0, 69.31818181818181)","(11.0, 17.5, 17.05)","(8.0, 11.0, 10.72)"
15-12-2022 12:55:44.771568,"(1.14, 1.29, 1.2711267605633803)","(14.0, 24.0, 23.666666666666668)","(81.0, 420.0, 308.0)","(26.0, 90.0, 70.75)","(11.0, 17.5, 17.05)","(8.0, 11.0, 10.72)"
15-12-2022 12:55:45.860539,"(1.14, 1.29, 1.2711267605633803)","(14.0, 24.0, 23.666666666666668)","(81.0, 420.0, 320.0)","(26.0, 90.0, 62.5)","(11.0, 17.5, 17.05)","(8.0, 11.0, 10.72)"
15-12-2022 12:55:46.993351,"(1.14, 1.29, 1.2711267605633803)","(14.0, 24.0, 23.666666666666668)","(81.0, 420.0, 320.0)","(26.0, 90.0, 63.333333333333336)","(11.0, 17.5, 17.05)","(8.0, 11.0, 10.72)"
15-12-2022 12:55:48.140595,"(1.14, 1.29, 1.2711267605633803)","(14.0, 24.0, 23.8)","(81.0, 420.0, 308.0)","(31.0, 90.0, 63.333333333333336)","(11.0, 17.5, 17.05)","(8.0, 11.0, 10.72)"
15-12-2022 12:55:49.254285,"(1.14, 1.29, 1.2711267605633803)","(14.0, 24.0, 23.77777777777778)","(81.0, 420.0, 308.0)","(31.0, 90.0, 63.333333333333336)","(11.0, 17.5, 17.05)","(8.0, 11.0, 10.72)"
15-12-2022 12:55:50.611566,"(1.14, 1.29, 1.2711267605633803)","(14.0, 24.0, 23.666666666666668)","(81.0, 420.0, 308.0)","(31.0, 90.0, 63.333333333333336)","(11.0, 17.5, 17.05)","(8.0, 11.0, 10.72)"
15-12-2022 12:55:51.602632,"(1.14, 1.29, 1.2711267605633803)","(14.0, 24.0, 23.666666666666668)","(81.0, 420.0, 308.0)","(31.0, 90.0, 63.333333333333336)","(11.0, 17.5, 17.05)","(8.0, 11.0, 10.72)"
