,Big Time Axel,Churn It Up,Thrilling Bandit,Go Norman,Redeem A Rapper,Big Time Express,Dangerous Woman,Big Time Maurice
11-01-2023 13:51:03.125315,"(2.5, 3.45, 3.3666666666666667)","(19.0, 26.0, 24.857142857142858)","(4.4, 5.1, 4.9411764705882355)","(31.0, 44.0, 40.44444444444444)","(16.0, 16.0, 14.25)","(5.0, 6.4, 6.1000000000000005)","(5.5, 12.5, 11.25)","(7.5, 9.8, 9.1)"
11-01-2023 13:51:04.602556,"(2.5, 3.45, 3.3666666666666667)","(19.0, 26.0, 24.857142857142858)","(4.4, 5.2, 4.9411764705882355)","(31.0, 44.0, 40.44444444444444)","(16.0, 16.0, 13.15625)","(5.0, 6.4, 6.1000000000000005)","(5.5, 12.5, 11.25)","(7.5, 9.8, 9.1)"
11-01-2023 13:51:06.096274,"(2.5, 3.45, 3.4200000000000004)","(19.0, 26.0, 24.857142857142858)","(4.4, 5.2, 4.9411764705882355)","(31.0, 44.0, 40.44444444444444)","(16.0, 16.0, 12.903846153846153)","(5.0, 6.4, 6.1000000000000005)","(5.5, 12.5, 11.785714285714286)","(7.5, 9.8, 9.1)"
11-01-2023 13:51:07.583141,"(2.5, 3.45, 3.3666666666666667)","(19.0, 26.0, 24.857142857142858)","(4.4, 5.2, 5.0058823529411764)","(31.0, 44.0, 40.44444444444444)","(16.0, 16.0, 12.903846153846153)","(5.0, 6.4, 6.171428571428572)","(5.5, 12.5, 11.95945945945946)","(7.5, 9.8, 9.1)"
11-01-2023 13:51:09.016474,"(2.5, 3.45, 3.4)","(19.0, 26.0, 24.857142857142858)","(4.4, 5.2, 5.0058823529411764)","(31.0, 44.0, 40.44444444444444)","(16.0, 16.0, 12.791666666666666)","(5.0, 6.2, 6.083870967741936)","(5.5, 12.5, 11.95945945945946)","(7.5, 9.8, 9.1)"
11-01-2023 13:51:10.377081,"(2.5, 3.45, 3.4)","(19.0, 26.0, 24.857142857142858)","(4.4, 5.2, 5.0058823529411764)","(31.0, 44.0, 40.44444444444444)","(16.0, 16.0, 12.791666666666666)","(5.0, 6.2, 6.083870967741936)","(5.5, 12.5, 12.03125)","(7.5, 9.8, 9.1)"
11-01-2023 13:51:11.865007,"(2.5, 3.45, 3.4)","(19.0, 26.0, 24.857142857142858)","(4.4, 5.2, 5.0058823529411764)","(31.0, 44.0, 40.44444444444444)","(14.0, 16.0, 12.791666666666666)","(5.0, 6.2, 6.083870967741936)","(6.0, 12.5, 12.03125)","(7.5, 9.8, 9.1)"
11-01-2023 13:51:13.174551,"(2.5, 3.45, 3.4)","(19.0, 26.0, 24.857142857142858)","(4.4, 5.2, 5.0058823529411764)","(31.0, 44.0, 40.44444444444444)","(14.0, 16.0, 12.791666666666666)","(5.0, 6.2, 6.0390243902439025)","(6.0, 12.5, 12.03125)","(7.5, 9.8, 9.1)"
11-01-2023 13:51:14.654200,"(2.5, 3.45, 3.4)","(19.0, 26.0, 24.857142857142858)","(4.4, 5.2, 4.833333333333333)","(31.0, 44.0, 40.44444444444444)","(14.0, 16.0, 12.791666666666666)","(5.0, 6.2, 6.0390243902439025)","(6.0, 12.5, 12.03125)","(7.5, 9.8, 9.1)"
11-01-2023 13:51:15.972323,"(2.5, 3.45, 3.4)","(19.0, 26.0, 24.857142857142858)","(4.4, 5.2, 4.833333333333333)","(31.0, 44.0, 40.44444444444444)","(14.0, 16.0, 14.333333333333334)","(5.0, 6.2, 6.0390243902439025)","(6.0, 12.5, 12.03125)","(7.5, 9.8, 9.1)"
11-01-2023 13:51:17.304609,"(2.5, 3.45, 3.4)","(19.0, 26.0, 24.857142857142858)","(4.4, 5.2, 4.833333333333333)","(31.0, 44.0, 40.44444444444444)","(14.0, 15.5, 13.678571428571429)","(5.0, 6.2, 6.0390243902439025)","(6.0, 12.5, 12.03125)","(7.5, 9.8, 9.1)"
11-01-2023 13:51:18.646117,"(2.5, 3.45, 3.4)","(19.0, 26.0, 24.857142857142858)","(4.4, 5.2, 4.833333333333333)","(31.0, 44.0, 40.44444444444444)","(13.0, 15.5, 13.368421052631579)","(5.0, 6.2, 6.0390243902439025)","(6.0, 12.5, 12.03125)","(7.5, 9.8, 9.1)"
11-01-2023 13:51:19.992018,"(2.5, 3.45, 3.4)","(19.0, 26.0, 24.857142857142858)","(4.4, 5.2, 4.972413793103448)","(31.0, 44.0, 40.44444444444444)","(13.0, 15.5, 13.368421052631579)","(5.0, 6.2, 6.0390243902439025)","(6.0, 12.5, 12.03125)","(7.5, 9.8, 9.1)"
11-01-2023 13:51:21.356161,"(2.5, 3.45, 3.4)","(19.0, 26.0, 24.857142857142858)","(4.4, 5.2, 4.972413793103448)","(31.0, 44.0, 40.44444444444444)","(13.0, 15.0, 14.027777777777779)","(5.0, 6.2, 6.0390243902439025)","(6.0, 12.5, 12.03125)","(7.5, 9.8, 9.1)"
11-01-2023 13:51:22.668189,"(2.5, 3.45, 3.4)","(19.0, 26.0, 24.967741935483872)","(4.4, 5.2, 4.972413793103448)","(31.0, 44.0, 40.44444444444444)","(13.0, 15.0, 13.75)","(5.0, 6.2, 6.0390243902439025)","(6.0, 12.5, 12.03125)","(7.5, 9.8, 9.1)"
11-01-2023 13:51:23.943800,"(2.5, 3.45, 3.36)","(19.0, 26.0, 24.967741935483872)","(4.4, 5.2, 4.972413793103448)","(31.0, 44.0, 40.44444444444444)","(13.0, 15.0, 13.75)","(5.0, 6.2, 6.0390243902439025)","(6.0, 12.5, 12.03125)","(7.5, 9.8, 9.1)"
11-01-2023 13:51:25.371442,"(2.5, 3.45, 3.375)","(19.0, 26.0, 24.967741935483872)","(4.4, 5.2, 4.885714285714285)","(31.0, 44.0, 40.44444444444444)","(13.0, 15.0, 13.154761904761905)","(5.0, 6.2, 6.0390243902439025)","(6.0, 12.5, 12.03125)","(7.5, 9.8, 9.1)"
11-01-2023 13:51:26.954680,"(2.5, 3.45, 3.375)","(19.0, 26.0, 24.967741935483872)","(4.4, 5.3, 4.937037037037037)","(31.0, 44.0, 40.44444444444444)","(13.0, 15.0, 13.012820512820513)","(5.0, 6.2, 6.0390243902439025)","(6.0, 12.5, 12.03125)","(7.5, 9.8, 9.1)"
11-01-2023 13:51:28.538636,"(2.5, 3.45, 3.375)","(19.0, 26.0, 24.967741935483872)","(4.4, 5.3, 4.934782608695652)","(31.0, 44.0, 40.44444444444444)","(13.0, 15.0, 13.012820512820513)","(5.0, 6.2, 6.0390243902439025)","(6.0, 12.5, 12.03125)","(7.5, 9.8, 9.1)"
11-01-2023 13:51:29.871787,"(2.5, 3.45, 3.375)","(19.0, 26.0, 24.967741935483872)","(4.4, 5.3, 4.934782608695652)","(31.0, 44.0, 40.44444444444444)","(13.0, 15.0, 13.03448275862069)","(5.0, 6.2, 6.0390243902439025)","(6.0, 12.5, 12.03125)","(7.5, 9.8, 9.1)"
11-01-2023 13:51:31.124993,"(2.6, 3.45, 3.375)","(18.0, 26.0, 24.967741935483872)","(4.4, 5.3, 4.934782608695652)","(31.0, 44.0, 40.44444444444444)","(13.0, 14.5, 12.930232558139535)","(5.0, 6.2, 6.0390243902439025)","(6.0, 12.5, 12.03125)","(7.5, 9.8, 9.1)"
11-01-2023 13:51:32.465984,"(2.6, 3.45, 3.375)","(18.0, 26.0, 24.285714285714285)","(4.4, 5.3, 4.805882352941176)","(31.0, 44.0, 40.44444444444444)","(13.0, 14.5, 13.882352941176471)","(5.0, 6.2, 6.0390243902439025)","(6.0, 12.5, 12.03125)","(7.5, 9.8, 9.1)"
11-01-2023 13:51:33.752921,"(2.6, 3.45, 3.375)","(18.0, 26.0, 24.384615384615383)","(4.4, 5.3, 5.0)","(31.0, 44.0, 42.15384615384615)","(13.0, 14.0, 13.882352941176471)","(5.0, 6.2, 6.0390243902439025)","(6.0, 12.5, 12.03125)","(7.5, 9.8, 8.971428571428572)"
11-01-2023 13:51:35.010004,"(2.6, 3.45, 3.375)","(18.0, 26.0, 24.384615384615383)","(4.4, 5.3, 5.0)","(31.0, 44.0, 42.15384615384615)","(13.0, 14.0, 13.28)","(5.0, 6.2, 6.0390243902439025)","(6.0, 12.5, 12.03125)","(7.5, 9.4, 8.8)"
11-01-2023 13:51:36.396023,"(2.6, 3.45, 3.375)","(18.0, 26.0, 24.384615384615383)","(4.4, 5.3, 5.0)","(31.0, 44.0, 42.15384615384615)","(13.0, 14.0, 13.28)","(5.0, 6.2, 6.0390243902439025)","(6.0, 12.5, 12.03125)","(7.5, 9.4, 8.52)"
11-01-2023 13:51:37.784663,"(2.6, 3.45, 3.375)","(18.0, 26.0, 24.764705882352942)","(4.4, 5.3, 5.0)","(31.0, 44.0, 42.15384615384615)","(13.0, 14.0, 12.685714285714285)","(5.0, 6.2, 6.0390243902439025)","(6.0, 12.5, 12.03125)","(7.5, 9.4, 8.705263157894736)"
11-01-2023 13:51:39.105731,"(2.6, 3.45, 3.375)","(18.0, 26.0, 24.764705882352942)","(4.4, 5.3, 5.0)","(31.0, 44.0, 42.15384615384615)","(13.0, 13.5, 12.685714285714285)","(5.0, 6.2, 6.0390243902439025)","(6.0, 12.5, 12.03125)","(7.5, 9.4, 8.52)"
11-01-2023 13:51:40.427088,"(2.6, 3.45, 3.375)","(18.0, 26.0, 25.22222222222222)","(4.4, 5.3, 5.0)","(31.0, 44.0, 42.15384615384615)","(13.0, 13.5, 12.533333333333333)","(5.0, 6.2, 6.0390243902439025)","(6.0, 12.5, 12.18)","(7.5, 9.4, 8.52)"
11-01-2023 13:51:41.785910,"(2.6, 3.45, 3.375)","(18.0, 26.0, 25.22222222222222)","(4.4, 5.3, 5.0)","(31.0, 44.0, 42.15384615384615)","(13.0, 13.5, 12.257142857142856)","(5.0, 6.2, 6.0390243902439025)","(6.0, 12.5, 12.18)","(7.5, 9.4, 8.52)"
11-01-2023 13:51:43.162656,"(2.6, 3.45, 3.375)","(18.0, 26.0, 25.22222222222222)","(4.4, 5.3, 5.0)","(31.0, 44.0, 42.15384615384615)","(13.0, 13.5, 12.257142857142856)","(5.0, 6.2, 6.0390243902439025)","(6.0, 12.5, 12.18)","(7.5, 9.4, 8.705263157894736)"
11-01-2023 13:51:44.603471,"(2.6, 3.45, 3.375)","(18.0, 26.0, 25.22222222222222)","(4.4, 5.3, 5.0)","(31.0, 44.0, 42.15384615384615)","(13.0, 13.5, 12.257142857142856)","(5.0, 6.2, 6.0390243902439025)","(6.0, 12.5, 12.18)","(7.5, 9.4, 8.705263157894736)"
11-01-2023 13:51:45.946985,"(2.6, 3.45, 3.375)","(18.0, 26.0, 25.22222222222222)","(4.4, 5.3, 5.0)","(31.0, 44.0, 42.15384615384615)","(13.0, 13.5, 12.257142857142856)","(5.0, 6.2, 6.0390243902439025)","(6.0, 12.5, 12.18)","(7.5, 9.4, 8.52)"
11-01-2023 13:51:47.232606,"(2.6, 3.45, 3.375)","(18.0, 26.0, 25.22222222222222)","(4.4, 5.3, 5.0)","(31.0, 44.0, 42.15384615384615)","(13.0, 13.5, 12.257142857142856)","(5.0, 6.2, 6.0390243902439025)","(6.0, 12.5, 12.18)","(7.5, 9.4, 8.705263157894736)"
11-01-2023 13:51:48.545801,"(2.6, 3.45, 3.375)","(18.0, 26.0, 25.22222222222222)","(4.4, 5.3, 5.0)","(31.0, 44.0, 42.15384615384615)","(13.0, 13.5, 12.257142857142856)","(5.0, 6.2, 6.0390243902439025)","(6.0, 12.5, 12.18)","(7.5, 9.4, 8.705263157894736)"
11-01-2023 13:51:49.888434,"(2.6, 3.45, 3.375)","(18.0, 26.0, 25.22222222222222)","(4.4, 5.3, 5.0)","(31.0, 44.0, 40.21052631578947)","(13.0, 13.5, 12.8203125)","(5.0, 6.2, 6.0390243902439025)","(6.0, 12.5, 12.18)","(7.5, 9.4, 8.52)"
11-01-2023 13:51:51.226804,"(2.6, 3.45, 3.375)","(18.0, 26.0, 25.22222222222222)","(4.4, 5.3, 5.0)","(31.0, 44.0, 42.15384615384615)","(13.0, 13.5, 12.709090909090909)","(5.0, 6.2, 6.0390243902439025)","(6.0, 12.5, 12.18)","(7.5, 9.4, 9.16)"
11-01-2023 13:51:52.580998,"(2.6, 3.5, 3.164516129032258)","(18.0, 26.0, 25.22222222222222)","(4.4, 5.3, 5.066666666666666)","(31.0, 44.0, 42.15384615384615)","(13.0, 13.5, 13.054054054054054)","(5.0, 6.2, 5.8432432432432435)","(6.5, 12.5, 12.75)","(7.5, 9.4, 8.443478260869565)"
11-01-2023 13:51:53.877906,"(2.6, 3.5, 3.164516129032258)","(18.0, 26.0, 25.22222222222222)","(4.4, 5.8, 4.992307692307692)","(31.0, 44.0, 42.15384615384615)","(13.0, 13.5, 13.054054054054054)","(5.0, 6.2, 5.741176470588235)","(6.5, 13.5, 13.25)","(7.5, 9.6, 8.885714285714286)"
11-01-2023 13:51:55.261552,"(2.6, 3.25, 3.306896551724138)","(18.0, 26.0, 25.22222222222222)","(4.4, 5.8, 4.992307692307692)","(31.0, 44.0, 42.15384615384615)","(13.0, 13.5, 12.89655172413793)","(5.0, 6.2, 5.741176470588235)","(6.5, 13.5, 13.25)","(7.5, 9.4, 8.885714285714286)"
11-01-2023 13:51:56.679405,"(2.6, 3.4, 3.306896551724138)","(18.0, 26.0, 25.22222222222222)","(4.4, 5.8, 4.992307692307692)","(31.0, 44.0, 42.15384615384615)","(13.0, 13.0, 13.014705882352942)","(5.0, 6.2, 5.741176470588235)","(6.5, 13.5, 13.25)","(7.5, 9.4, 8.68)"
11-01-2023 13:51:58.039306,"(2.6, 3.4, 3.276470588235294)","(18.0, 26.0, 25.22222222222222)","(4.4, 5.7, 4.9799999999999995)","(31.0, 44.0, 42.15384615384615)","(13.0, 13.5, 13.014705882352942)","(5.0, 6.2, 5.741176470588235)","(6.5, 13.5, 13.25)","(7.5, 9.4, 8.68)"
11-01-2023 13:51:59.461425,"(2.6, 3.4, 3.276470588235294)","(18.0, 26.0, 25.22222222222222)","(4.4, 5.7, 4.9799999999999995)","(31.0, 44.0, 39.333333333333336)","(13.0, 13.5, 13.014705882352942)","(5.0, 6.2, 5.741176470588235)","(6.5, 13.5, 13.25)","(7.5, 9.4, 8.8)"
11-01-2023 13:52:01.005787,"(2.6, 3.4, 3.276470588235294)","(18.0, 26.0, 25.22222222222222)","(4.4, 5.7, 4.9799999999999995)","(31.0, 46.0, 39.333333333333336)","(13.0, 13.5, 13.014705882352942)","(5.0, 6.2, 5.741176470588235)","(6.5, 13.5, 13.25)","(7.5, 9.4, 8.8)"
11-01-2023 13:52:02.529345,"(2.6, 3.4, 3.3115384615384618)","(18.0, 26.0, 25.22222222222222)","(4.4, 5.7, 4.9799999999999995)","(31.0, 46.0, 39.333333333333336)","(13.0, 13.5, 13.133333333333333)","(5.0, 6.2, 5.76)","(6.5, 13.5, 13.25)","(7.5, 9.4, 8.52)"
11-01-2023 13:52:04.037621,"(2.6, 3.45, 3.33)","(18.0, 26.0, 25.22222222222222)","(4.4, 5.7, 4.9799999999999995)","(31.0, 46.0, 39.333333333333336)","(13.0, 13.5, 13.0)","(5.0, 6.0, 5.76)","(6.5, 13.5, 13.25)","(7.5, 9.4, 8.52)"
11-01-2023 13:52:05.376331,"(2.6, 3.45, 3.33)","(18.0, 26.0, 25.22222222222222)","(4.4, 5.7, 4.9799999999999995)","(31.0, 46.0, 39.333333333333336)","(12.0, 13.5, 13.0)","(5.0, 6.0, 5.947826086956522)","(6.5, 13.5, 13.25)","(7.5, 9.4, 8.8)"
11-01-2023 13:52:06.733114,"(2.6, 3.45, 3.4112903225806455)","(18.0, 26.0, 25.22222222222222)","(4.4, 5.7, 4.9799999999999995)","(31.0, 46.0, 39.333333333333336)","(12.0, 13.5, 13.014705882352942)","(5.0, 6.0, 6.016666666666667)","(6.5, 13.5, 13.25)","(7.5, 9.4, 8.8)"
11-01-2023 13:52:08.074372,"(2.6, 3.45, 3.4207317073170733)","(18.0, 26.0, 25.22222222222222)","(4.4, 5.7, 4.917391304347826)","(31.0, 46.0, 39.333333333333336)","(12.0, 13.5, 13.014705882352942)","(5.0, 6.2, 5.996875)","(6.5, 13.5, 13.25)","(7.5, 9.4, 8.8)"
11-01-2023 13:52:09.480252,"(2.6, 3.45, 3.325)","(18.0, 26.0, 25.22222222222222)","(4.4, 5.7, 4.917391304347826)","(31.0, 46.0, 39.03030303030303)","(12.0, 13.5, 12.932432432432432)","(5.0, 6.2, 5.996875)","(6.5, 13.5, 13.25)","(7.5, 9.4, 8.455555555555556)"
11-01-2023 13:52:10.762891,"(2.6, 3.45, 3.411538461538462)","(18.0, 26.0, 25.045454545454547)","(4.4, 5.7, 4.922727272727273)","(31.0, 46.0, 39.03030303030303)","(12.0, 13.5, 12.932432432432432)","(5.0, 6.2, 5.996875)","(6.5, 13.5, 13.25)","(7.5, 9.4, 8.622222222222222)"
11-01-2023 13:52:12.150231,"(2.6, 3.45, 3.411538461538462)","(18.0, 26.0, 25.045454545454547)","(4.4, 5.7, 4.922727272727273)","(31.0, 46.0, 39.03030303030303)","(12.0, 13.5, 12.932432432432432)","(5.0, 6.2, 5.996875)","(6.5, 13.5, 13.25)","(7.5, 9.4, 8.660869565217391)"
11-01-2023 13:52:13.525223,"(2.6, 3.45, 3.411538461538462)","(18.0, 26.0, 25.045454545454547)","(4.4, 5.7, 4.922727272727273)","(31.0, 46.0, 39.333333333333336)","(12.0, 13.5, 13.054054054054054)","(5.0, 6.2, 5.926315789473684)","(6.5, 13.5, 13.25)","(7.5, 9.4, 8.660869565217391)"
11-01-2023 13:52:14.819216,"(2.6, 3.45, 3.411538461538462)","(18.0, 26.0, 25.045454545454547)","(4.4, 5.7, 4.922727272727273)","(31.0, 46.0, 39.333333333333336)","(12.0, 13.5, 13.118181818181817)","(5.0, 6.2, 5.926315789473684)","(6.5, 13.5, 13.25)","(7.5, 9.4, 8.660869565217391)"
11-01-2023 13:52:16.096076,"(2.6, 3.45, 3.411538461538462)","(18.0, 26.0, 25.045454545454547)","(4.4, 5.7, 4.922727272727273)","(31.0, 46.0, 39.333333333333336)","(12.0, 13.5, 12.992647058823529)","(5.0, 6.2, 6.064935064935065)","(6.5, 13.5, 13.25)","(7.5, 9.4, 8.660869565217391)"
11-01-2023 13:52:17.388275,"(2.6, 3.45, 3.411538461538462)","(18.0, 26.0, 25.045454545454547)","(4.4, 5.7, 4.922727272727273)","(31.0, 46.0, 39.333333333333336)","(12.0, 13.5, 13.038461538461538)","(5.0, 6.2, 6.064935064935065)","(6.5, 13.5, 13.25)","(7.5, 9.4, 8.660869565217391)"
11-01-2023 13:52:18.739919,"(2.6, 3.45, 3.411538461538462)","(18.0, 26.0, 25.045454545454547)","(4.4, 5.7, 5.239393939393939)","(31.0, 46.0, 39.333333333333336)","(12.0, 13.5, 13.038461538461538)","(5.0, 6.2, 6.0375)","(6.5, 13.5, 13.25)","(7.5, 9.4, 8.8)"
11-01-2023 13:52:19.952802,"(2.6, 3.45, 3.411538461538462)","(18.0, 26.0, 25.045454545454547)","(4.4, 5.7, 5.277777777777778)","(31.0, 46.0, 39.333333333333336)","(12.0, 13.5, 12.992647058823529)","(5.0, 6.2, 6.0375)","(6.5, 13.5, 13.25)","(7.5, 9.2, 8.8)"
11-01-2023 13:52:21.209828,"(2.7, 3.45, 3.411538461538462)","(19.0, 26.0, 25.045454545454547)","(4.4, 5.7, 5.277777777777778)","(31.0, 46.0, 39.333333333333336)","(11.0, 13.5, 12.912162162162161)","(5.0, 6.2, 6.0375)","(7.5, 13.5, 13.25)","(7.5, 9.2, 8.8)"
11-01-2023 13:52:22.703857,"(2.7, 3.45, 3.411538461538462)","(19.0, 26.0, 25.045454545454547)","(4.4, 5.7, 5.277777777777778)","(31.0, 46.0, 39.333333333333336)","(11.0, 13.5, 12.912162162162161)","(5.0, 6.2, 6.0375)","(7.5, 13.5, 13.25)","(7.5, 9.2, 8.8)"
11-01-2023 13:52:24.239096,"(2.7, 3.45, 3.411538461538462)","(19.0, 26.0, 25.045454545454547)","(4.4, 5.7, 5.277777777777778)","(31.0, 46.0, 41.714285714285715)","(11.0, 13.5, 12.716216216216216)","(5.0, 6.2, 6.0375)","(7.5, 13.5, 13.25)","(7.5, 9.2, 8.72)"
11-01-2023 13:52:25.781600,"(2.7, 3.45, 3.288709677419355)","(19.0, 26.0, 25.045454545454547)","(4.4, 5.7, 5.248717948717949)","(31.0, 44.0, 41.714285714285715)","(11.0, 13.5, 12.869565217391305)","(5.0, 6.2, 6.371428571428572)","(7.5, 13.5, 13.25)","(7.5, 9.2, 8.646153846153846)"
11-01-2023 13:52:27.279897,"(2.7, 3.35, 3.213636363636364)","(19.0, 26.0, 25.045454545454547)","(4.4, 5.7, 5.095454545454546)","(31.0, 44.0, 40.705882352941174)","(11.0, 13.5, 12.869565217391305)","(5.0, 6.4, 6.453846153846154)","(7.5, 13.5, 13.25)","(7.5, 9.2, 8.666666666666666)"
11-01-2023 13:52:28.778034,"(2.7, 3.35, 3.213636363636364)","(19.0, 26.0, 25.045454545454547)","(4.4, 5.7, 5.239393939393939)","(31.0, 44.0, 41.714285714285715)","(11.0, 13.5, 12.869565217391305)","(5.0, 6.8, 6.711764705882353)","(7.5, 13.5, 13.25)","(7.5, 9.2, 8.666666666666666)"
11-01-2023 13:52:30.346472,"(2.7, 3.35, 3.25)","(19.0, 26.0, 25.045454545454547)","(4.4, 5.7, 5.257142857142857)","(31.0, 44.0, 41.714285714285715)","(11.0, 13.5, 12.833333333333334)","(5.0, 6.8, 6.3)","(7.5, 13.5, 13.375)","(7.5, 9.2, 8.8)"
11-01-2023 13:52:31.861784,"(2.7, 3.3, 3.2727272727272725)","(19.0, 26.0, 25.045454545454547)","(4.4, 5.6, 5.32)","(31.0, 44.0, 41.714285714285715)","(11.0, 13.5, 12.807692307692308)","(5.0, 6.6, 6.3)","(7.5, 13.5, 13.375)","(7.5, 9.0, 8.836363636363636)"
11-01-2023 13:52:33.258440,"(2.7, 3.3, 3.2727272727272725)","(19.0, 26.0, 25.045454545454547)","(4.4, 5.4, 5.278260869565218)","(31.0, 44.0, 39.225806451612904)","(11.0, 13.5, 12.807692307692308)","(5.0, 6.6, 6.35)","(7.5, 13.5, 13.375)","(7.5, 9.0, 8.836363636363636)"
11-01-2023 13:52:34.745564,"(2.7, 3.3, 3.2727272727272725)","(19.0, 26.0, 25.045454545454547)","(4.4, 5.4, 5.2250000000000005)","(31.0, 46.0, 39.225806451612904)","(11.0, 13.5, 12.807692307692308)","(5.0, 6.8, 6.35)","(7.5, 13.5, 13.375)","(7.5, 9.0, 8.836363636363636)"
11-01-2023 13:52:36.176243,"(2.7, 3.3, 3.2727272727272725)","(19.0, 26.0, 25.045454545454547)","(4.4, 5.4, 5.138461538461539)","(31.0, 46.0, 42.15384615384615)","(11.0, 13.5, 12.807692307692308)","(5.0, 6.8, 6.56)","(7.5, 13.5, 13.375)","(7.5, 9.0, 8.836363636363636)"
11-01-2023 13:52:37.551090,"(2.7, 3.3, 3.2470588235294118)","(19.0, 26.0, 25.045454545454547)","(4.4, 5.4, 5.165517241379311)","(31.0, 44.0, 42.15384615384615)","(11.0, 13.5, 12.666666666666666)","(5.0, 6.8, 6.56)","(7.5, 13.5, 13.375)","(7.5, 9.0, 8.836363636363636)"
11-01-2023 13:52:38.897318,"(2.7, 3.3, 3.2470588235294118)","(19.0, 26.0, 25.25)","(4.4, 5.4, 5.165517241379311)","(31.0, 44.0, 42.15384615384615)","(11.0, 13.0, 10.6)","(5.0, 6.8, 6.44)","(7.5, 13.5, 13.375)","(7.5, 9.0, 8.857142857142858)"
11-01-2023 13:52:40.254579,"(2.7, 3.3, 3.224242424242424)","(19.0, 26.0, 25.25)","(4.4, 5.4, 5.225)","(31.0, 44.0, 42.15384615384615)","(11.0, 13.0, 12.017857142857142)","(5.0, 6.8, 6.44)","(7.5, 13.5, 13.375)","(7.5, 9.2, 8.690909090909091)"
11-01-2023 13:52:41.682420,"(2.7, 3.35, 3.220689655172414)","(19.0, 26.0, 25.25)","(4.4, 5.3, 5.0200000000000005)","(31.0, 44.0, 39.03030303030303)","(11.0, 12.5, 11.841463414634147)","(5.0, 6.8, 6.44)","(7.5, 13.5, 13.375)","(7.5, 9.2, 8.690909090909091)"
11-01-2023 13:52:42.953622,"(2.7, 3.35, 3.220689655172414)","(19.0, 26.0, 25.25)","(4.4, 5.3, 4.966666666666667)","(31.0, 46.0, 39.333333333333336)","(11.0, 12.5, 11.841463414634147)","(5.0, 6.8, 6.44)","(7.5, 13.5, 13.375)","(7.5, 9.2, 8.690909090909091)"
11-01-2023 13:52:44.360380,"(2.7, 3.35, 3.220689655172414)","(19.0, 26.0, 25.25)","(4.4, 5.3, 4.966666666666667)","(31.0, 46.0, 39.333333333333336)","(11.0, 12.5, 11.841463414634147)","(5.0, 6.8, 6.44)","(7.5, 13.5, 13.375)","(7.5, 9.2, 8.690909090909091)"
11-01-2023 13:52:45.820949,"(2.7, 3.35, 3.2285714285714286)","(19.0, 26.0, 25.25)","(4.4, 5.3, 4.966666666666667)","(31.0, 46.0, 30.20689655172414)","(11.0, 12.5, 11.841463414634147)","(5.0, 6.8, 6.515789473684211)","(7.5, 13.5, 13.375)","(7.5, 9.2, 8.690909090909091)"
11-01-2023 13:52:47.330472,"(2.7, 3.35, 3.246969696969697)","(19.0, 26.0, 25.25)","(4.4, 5.3, 4.966666666666667)","(31.0, 36.0, 30.20689655172414)","(11.0, 12.5, 11.841463414634147)","(5.0, 6.8, 6.575)","(7.5, 13.5, 13.375)","(7.5, 9.2, 8.733333333333333)"
11-01-2023 13:52:48.786374,"(2.7, 3.35, 3.246969696969697)","(19.0, 26.0, 25.25)","(4.4, 5.3, 4.940909090909091)","(31.0, 36.0, 30.20689655172414)","(11.0, 12.5, 11.625)","(5.0, 6.8, 6.661538461538462)","(7.5, 13.5, 13.375)","(7.5, 9.2, 8.733333333333333)"
11-01-2023 13:52:50.087430,"(2.7, 3.35, 3.246969696969697)","(19.0, 26.0, 25.25)","(4.4, 5.2, 4.940909090909091)","(31.0, 36.0, 30.20689655172414)","(11.0, 12.5, 11.642857142857142)","(5.0, 6.8, 6.661538461538462)","(7.5, 13.5, 13.423076923076923)","(7.5, 9.2, 8.709090909090909)"
11-01-2023 13:52:51.385989,"(2.7, 3.35, 3.2600000000000002)","(19.0, 26.0, 25.25)","(4.4, 5.2, 4.940909090909091)","(31.0, 36.0, 30.20689655172414)","(11.0, 12.5, 11.625)","(5.0, 6.8, 6.74375)","(7.5, 13.5, 13.375)","(7.5, 9.2, 8.709090909090909)"
11-01-2023 13:52:52.732047,"(2.7, 3.35, 3.2750000000000004)","(19.0, 26.0, 24.875)","(4.4, 5.2, 4.940909090909091)","(31.0, 36.0, 30.20689655172414)","(11.0, 12.5, 11.785714285714286)","(5.0, 6.8, 6.740983606557377)","(7.5, 13.5, 13.375)","(7.5, 9.2, 8.709090909090909)"
11-01-2023 13:52:53.988547,"(2.7, 3.35, 3.2750000000000004)","(19.0, 26.0, 24.875)","(4.4, 5.2, 5.085294117647059)","(31.0, 36.0, 30.20689655172414)","(11.0, 12.0, 11.785714285714286)","(5.0, 6.8, 6.719402985074627)","(7.5, 13.5, 14.25)","(7.5, 9.2, 8.696)"
11-01-2023 13:52:55.176688,"(2.7, 3.35, 3.2600000000000002)","(19.0, 26.0, 24.875)","(4.4, 5.2, 5.096875)","(31.0, 36.0, 30.20689655172414)","(11.0, 12.0, 11.785714285714286)","(5.0, 6.8, 6.719402985074627)","(7.5, 14.5, 14.25)","(7.5, 9.2, 8.696)"
