,Cause Havoc,Sir Diamond,Chase Me Chopper,Double Buck,Off Beat
06-01-2023 11:28:30.000707,"(2.6, 3.7, 3.5392857142857146)","(6.0, 7.6, 7.377777777777777)","(2.5, 2.88, 2.81)","(31.0, 44.0, 37.89090909090909)","(4.4, 5.3, 5.291304347826086)"
06-01-2023 11:28:30.928562,"(2.6, 3.65, 3.575)","(6.0, 7.6, 7.4)","(2.5, 2.88, 2.8)","(31.0, 44.0, 37.89090909090909)","(4.4, 5.3, 5.291304347826086)"
06-01-2023 11:28:31.801165,"(2.6, 3.65, 3.5625)","(6.0, 7.6, 7.466666666666667)","(2.5, 2.86, 2.8225)","(31.0, 44.0, 37.89090909090909)","(4.4, 5.3, 5.291304347826086)"
06-01-2023 11:28:32.738596,"(2.6, 3.65, 3.59375)","(6.0, 7.6, 7.4)","(2.5, 2.86, 2.805454545454545)","(31.0, 44.0, 37.89090909090909)","(4.4, 5.3, 5.291304347826086)"
06-01-2023 11:28:33.716335,"(2.6, 3.65, 3.534090909090909)","(6.0, 7.6, 7.466666666666667)","(2.5, 2.86, 2.8225)","(31.0, 44.0, 37.89090909090909)","(4.4, 5.3, 5.291304347826086)"
06-01-2023 11:28:34.611282,"(2.6, 3.65, 3.5208333333333335)","(6.0, 7.6, 7.4)","(2.5, 2.86, 2.8225)","(31.0, 44.0, 37.89090909090909)","(4.4, 5.3, 5.291304347826086)"
06-01-2023 11:28:35.613275,"(2.6, 3.65, 3.516304347826087)","(6.0, 7.8, 7.745454545454545)","(2.5, 2.86, 2.8225)","(31.0, 44.0, 37.89090909090909)","(4.4, 5.3, 5.291304347826086)"
06-01-2023 11:28:36.540639,"(2.6, 3.65, 3.516304347826087)","(6.0, 7.8, 7.745454545454545)","(2.5, 2.86, 2.8225)","(31.0, 44.0, 37.89090909090909)","(4.4, 5.3, 5.291304347826086)"
06-01-2023 11:28:37.336288,"(2.6, 3.65, 3.517857142857143)","(6.0, 7.8, 7.771428571428571)","(2.5, 2.86, 2.805454545454545)","(31.0, 44.0, 37.89090909090909)","(4.4, 5.3, 5.291304347826086)"
06-01-2023 11:28:38.240965,"(2.6, 3.6, 3.5)","(6.0, 8.0, 7.7)","(2.5, 2.88, 2.8425)","(31.0, 44.0, 37.89090909090909)","(4.4, 5.3, 5.291304347826086)"
06-01-2023 11:28:39.249478,"(2.6, 3.6, 3.5)","(6.0, 8.0, 7.7)","(2.5, 2.88, 2.8425)","(31.0, 44.0, 37.89090909090909)","(4.4, 5.3, 5.291304347826086)"
06-01-2023 11:28:40.171453,"(2.6, 3.6, 3.5)","(6.0, 8.0, 7.7)","(2.5, 2.88, 2.8425)","(31.0, 44.0, 37.89090909090909)","(4.4, 5.3, 5.291304347826086)"
06-01-2023 11:28:41.105360,"(2.6, 3.6, 3.5)","(6.0, 8.0, 7.7)","(2.5, 2.88, 2.8425)","(31.0, 44.0, 37.89090909090909)","(4.4, 5.3, 5.291304347826086)"
06-01-2023 11:28:42.201392,"(2.6, 3.6, 3.5)","(6.0, 8.0, 7.644444444444445)","(2.5, 2.88, 2.8425)","(31.0, 44.0, 37.89090909090909)","(4.4, 5.3, 5.291304347826086)"
06-01-2023 11:28:43.293073,"(2.6, 3.6, 3.5)","(6.0, 8.0, 7.644444444444445)","(2.5, 2.88, 2.8425)","(31.0, 44.0, 37.89090909090909)","(4.4, 5.3, 5.291304347826086)"
06-01-2023 11:28:44.306451,"(2.6, 3.6, 3.429411764705882)","(6.0, 8.0, 7.644444444444445)","(2.5, 2.88, 2.829230769230769)","(31.0, 44.0, 37.89090909090909)","(4.4, 5.3, 5.3909090909090915)"
06-01-2023 11:28:45.261625,"(2.6, 3.6, 3.424390243902439)","(6.0, 8.0, 7.661538461538462)","(2.5, 2.88, 2.829230769230769)","(31.0, 44.0, 37.89090909090909)","(4.4, 5.4, 5.3909090909090915)"
06-01-2023 11:28:46.300335,"(2.6, 3.6, 3.424390243902439)","(6.0, 8.0, 7.661538461538462)","(2.5, 2.88, 2.7975)","(31.0, 44.0, 37.89090909090909)","(4.4, 5.4, 5.3909090909090915)"
06-01-2023 11:28:47.336070,"(2.6, 3.6, 3.424390243902439)","(6.0, 7.8, 7.65)","(2.5, 2.88, 2.7975)","(31.0, 44.0, 37.89090909090909)","(4.4, 5.4, 5.3909090909090915)"
06-01-2023 11:28:48.367741,"(2.6, 3.6, 3.424390243902439)","(6.0, 7.8, 7.65)","(2.5, 2.88, 2.7975)","(31.0, 44.0, 37.89090909090909)","(4.4, 5.4, 5.3909090909090915)"
06-01-2023 11:28:49.399158,"(2.6, 3.6, 3.424390243902439)","(6.0, 7.8, 7.65)","(2.5, 2.88, 2.829230769230769)","(31.0, 44.0, 37.89090909090909)","(4.4, 5.4, 5.3909090909090915)"
06-01-2023 11:28:50.297410,"(2.6, 3.6, 3.424390243902439)","(6.0, 7.8, 7.65)","(2.5, 2.88, 2.829230769230769)","(31.0, 44.0, 37.89090909090909)","(4.4, 5.4, 5.3909090909090915)"
06-01-2023 11:28:51.183755,"(2.6, 3.6, 3.424390243902439)","(6.0, 7.8, 7.65)","(2.5, 2.88, 2.7975)","(31.0, 44.0, 37.89090909090909)","(4.4, 5.4, 5.3909090909090915)"
06-01-2023 11:28:52.132055,"(2.6, 3.6, 3.424390243902439)","(6.0, 7.8, 7.65)","(2.5, 2.88, 2.7)","(31.0, 44.0, 37.89090909090909)","(4.4, 5.4, 5.3909090909090915)"
06-01-2023 11:28:53.069313,"(2.6, 3.6, 3.424390243902439)","(6.0, 8.0, 7.8)","(2.5, 2.88, 2.7975)","(31.0, 44.0, 37.89090909090909)","(4.4, 5.4, 5.3909090909090915)"
06-01-2023 11:28:54.012612,"(2.6, 3.6, 3.424390243902439)","(6.0, 7.6, 7.5)","(2.5, 2.88, 2.7975)","(31.0, 44.0, 37.89090909090909)","(4.4, 5.4, 5.3909090909090915)"
06-01-2023 11:28:54.967011,"(2.6, 3.6, 3.4238095238095236)","(6.0, 7.6, 7.5)","(2.5, 2.88, 2.7975)","(31.0, 44.0, 37.89090909090909)","(4.4, 5.4, 5.3909090909090915)"
06-01-2023 11:28:55.832912,"(2.6, 3.6, 3.4238095238095236)","(6.0, 7.6, 7.5)","(2.5, 2.88, 2.7975)","(31.0, 44.0, 37.89090909090909)","(4.4, 5.4, 5.3909090909090915)"
06-01-2023 11:28:56.772606,"(2.6, 3.6, 3.4238095238095236)","(6.0, 7.6, 7.5)","(2.5, 2.88, 2.833846153846154)","(31.0, 44.0, 37.89090909090909)","(4.4, 5.4, 5.3909090909090915)"
06-01-2023 11:28:57.766159,"(2.6, 3.6, 3.4238095238095236)","(6.0, 7.6, 7.5)","(2.5, 2.88, 2.833846153846154)","(31.0, 44.0, 37.89090909090909)","(4.4, 5.4, 5.3909090909090915)"
06-01-2023 11:28:58.765218,"(2.6, 3.6, 3.4238095238095236)","(6.0, 7.6, 7.5)","(2.5, 2.88, 2.833846153846154)","(31.0, 44.0, 37.89090909090909)","(4.4, 5.4, 5.3909090909090915)"
06-01-2023 11:28:59.632176,"(2.6, 3.6, 3.341860465116279)","(6.0, 8.0, 7.8)","(2.5, 2.88, 2.8125)","(31.0, 44.0, 37.89090909090909)","(4.4, 5.4, 5.3909090909090915)"
06-01-2023 11:29:00.602178,"(2.6, 3.6, 3.4238095238095236)","(6.0, 7.6, 7.5)","(2.5, 2.88, 2.84625)","(31.0, 44.0, 37.89090909090909)","(4.4, 5.4, 5.3909090909090915)"
06-01-2023 11:29:01.606892,"(2.6, 3.6, 3.4238095238095236)","(6.0, 7.6, 7.5)","(2.5, 2.88, 2.84625)","(31.0, 44.0, 37.89090909090909)","(4.4, 5.4, 5.3909090909090915)"
06-01-2023 11:29:02.531477,"(2.6, 3.6, 3.4238095238095236)","(6.0, 7.6, 7.5)","(2.5, 2.88, 2.84625)","(31.0, 44.0, 37.89090909090909)","(4.4, 5.4, 5.3909090909090915)"
06-01-2023 11:29:03.459033,"(2.6, 3.6, 3.4238095238095236)","(6.0, 7.6, 7.5)","(2.5, 2.88, 2.84625)","(31.0, 44.0, 37.89090909090909)","(4.4, 5.4, 5.3909090909090915)"
06-01-2023 11:29:04.431293,"(2.6, 3.6, 3.4238095238095236)","(6.0, 7.6, 7.5)","(2.5, 2.88, 2.8547368421052632)","(31.0, 44.0, 37.68421052631579)","(4.4, 5.4, 5.3909090909090915)"
06-01-2023 11:29:05.362434,"(2.6, 3.6, 3.4238095238095236)","(6.0, 7.6, 7.466666666666667)","(2.5, 2.88, 2.8547368421052632)","(31.0, 44.0, 37.68421052631579)","(4.4, 5.4, 5.3909090909090915)"
06-01-2023 11:29:06.307985,"(2.6, 3.6, 3.4238095238095236)","(6.0, 7.6, 7.5)","(2.5, 2.88, 2.8547368421052632)","(31.0, 44.0, 37.68421052631579)","(4.4, 5.4, 5.3909090909090915)"
06-01-2023 11:29:07.228953,"(2.6, 3.6, 3.398913043478261)","(6.0, 7.4, 7.3500000000000005)","(2.5, 2.92, 2.907142857142857)","(31.0, 44.0, 37.68421052631579)","(4.4, 5.4, 5.3909090909090915)"
06-01-2023 11:29:08.149445,"(2.6, 3.55, 3.440909090909091)","(6.0, 7.4, 7.3500000000000005)","(2.5, 2.92, 2.907142857142857)","(31.0, 44.0, 37.68421052631579)","(4.4, 5.4, 5.3909090909090915)"
06-01-2023 11:29:09.171082,"(2.7, 3.55, 3.3884615384615384)","(6.0, 7.4, 7.3500000000000005)","(2.45, 2.92, 2.907142857142857)","(31.0, 44.0, 37.68421052631579)","(4.4, 5.4, 5.3909090909090915)"
06-01-2023 11:29:10.383030,"(2.7, 3.55, 3.3884615384615384)","(6.0, 7.4, 7.3500000000000005)","(2.45, 2.92, 2.907142857142857)","(31.0, 44.0, 37.68421052631579)","(4.4, 5.4, 5.3909090909090915)"
06-01-2023 11:29:11.430941,"(2.7, 3.55, 3.3884615384615384)","(6.0, 7.4, 7.3500000000000005)","(2.45, 2.92, 2.907142857142857)","(31.0, 44.0, 37.68421052631579)","(4.4, 5.4, 5.3909090909090915)"
06-01-2023 11:29:12.382685,"(2.7, 3.5, 3.4)","(6.0, 7.4, 7.3500000000000005)","(2.45, 2.92, 2.907142857142857)","(31.0, 44.0, 37.68421052631579)","(4.4, 5.4, 5.3909090909090915)"
06-01-2023 11:29:13.401074,"(2.7, 3.5, 3.346153846153846)","(6.0, 7.4, 7.3500000000000005)","(2.45, 2.92, 2.8763636363636365)","(31.0, 44.0, 37.68421052631579)","(4.4, 5.4, 5.3909090909090915)"
06-01-2023 11:29:14.507444,"(2.7, 3.5, 3.333333333333333)","(6.0, 7.6, 7.5)","(2.45, 2.92, 2.9085714285714284)","(31.0, 44.0, 37.68421052631579)","(4.4, 5.4, 5.3909090909090915)"
06-01-2023 11:29:15.653783,"(2.7, 3.5, 3.3228571428571425)","(6.0, 7.6, 7.5)","(2.45, 2.92, 2.861111111111111)","(31.0, 44.0, 37.68421052631579)","(4.4, 5.4, 5.3909090909090915)"
06-01-2023 11:29:16.750538,"(2.7, 3.5, 3.3228571428571425)","(6.0, 7.6, 7.5)","(2.45, 2.9, 2.909333333333333)","(31.0, 44.0, 37.68421052631579)","(4.4, 5.4, 5.3909090909090915)"
06-01-2023 11:29:17.719297,"(2.7, 3.5, 3.3228571428571425)","(6.0, 7.6, 7.5)","(2.45, 2.92, 2.909333333333333)","(31.0, 44.0, 37.68421052631579)","(4.4, 5.4, 5.3909090909090915)"
06-01-2023 11:29:18.605934,"(2.7, 3.5, 3.3228571428571425)","(6.0, 7.6, 7.5)","(2.45, 2.92, 2.9025)","(31.0, 44.0, 37.68421052631579)","(4.4, 5.4, 5.3909090909090915)"
06-01-2023 11:29:19.583723,"(2.7, 3.5, 3.3708333333333336)","(6.0, 7.6, 7.5)","(2.45, 2.92, 2.8966666666666665)","(31.0, 44.0, 37.68421052631579)","(4.4, 5.4, 5.3909090909090915)"
06-01-2023 11:29:20.587354,"(2.7, 3.5, 3.3702702702702703)","(6.0, 7.6, 7.5)","(2.45, 2.92, 2.9)","(31.0, 44.0, 41.64285714285714)","(4.4, 5.4, 5.3909090909090915)"
06-01-2023 11:29:21.583135,"(2.7, 3.45, 3.4333333333333336)","(6.0, 8.0, 7.5636363636363635)","(2.45, 2.92, 2.9)","(31.0, 42.0, 41.64285714285714)","(4.4, 5.4, 5.3909090909090915)"
06-01-2023 11:29:22.537600,"(2.7, 3.45, 3.4333333333333336)","(6.0, 8.0, 7.6)","(2.45, 2.92, 2.909090909090909)","(31.0, 42.0, 41.64285714285714)","(4.4, 5.4, 5.3909090909090915)"
06-01-2023 11:29:23.577629,"(2.7, 3.45, 3.4333333333333336)","(6.0, 8.0, 7.381818181818182)","(2.45, 2.92, 2.909090909090909)","(31.0, 42.0, 41.64285714285714)","(4.4, 5.4, 5.3909090909090915)"
06-01-2023 11:29:24.585212,"(2.7, 3.45, 3.38125)","(6.0, 8.0, 7.496296296296296)","(2.45, 2.92, 2.909090909090909)","(31.0, 42.0, 41.64285714285714)","(4.4, 5.4, 5.3909090909090915)"
06-01-2023 11:29:25.769524,"(2.7, 3.4, 3.38)","(6.0, 8.0, 7.466666666666667)","(2.45, 2.92, 2.909090909090909)","(31.0, 42.0, 39.10526315789474)","(4.4, 5.4, 5.3909090909090915)"
06-01-2023 11:29:26.902489,"(2.7, 3.4, 3.3181818181818183)","(6.0, 7.6, 7.466666666666667)","(2.45, 2.92, 2.924444444444444)","(31.0, 42.0, 39.10526315789474)","(4.4, 5.4, 5.3909090909090915)"
06-01-2023 11:29:27.926842,"(2.7, 3.45, 3.2728571428571427)","(6.0, 7.6, 7.466666666666667)","(2.45, 2.98, 2.9466666666666668)","(31.0, 42.0, 39.2972972972973)","(4.4, 5.4, 5.3909090909090915)"
06-01-2023 11:29:29.056500,"(2.7, 3.45, 3.257142857142857)","(6.0, 7.6, 7.466666666666667)","(2.45, 2.98, 2.88)","(31.0, 42.0, 39.10526315789474)","(4.4, 5.4, 5.3909090909090915)"
06-01-2023 11:29:30.210947,"(2.7, 3.4, 3.2588235294117647)","(6.0, 7.6, 7.466666666666667)","(2.45, 2.98, 2.824705882352941)","(31.0, 42.0, 38.113207547169814)","(4.4, 5.4, 5.3909090909090915)"
06-01-2023 11:29:31.300890,"(2.7, 3.4, 3.3166666666666664)","(6.0, 7.6, 7.466666666666667)","(2.45, 2.98, 2.86)","(31.0, 44.0, 38.113207547169814)","(4.4, 5.4, 5.3909090909090915)"
06-01-2023 11:29:32.303371,"(2.7, 3.4, 3.3166666666666664)","(6.0, 7.6, 7.4)","(2.45, 2.98, 2.881818181818182)","(31.0, 44.0, 38.113207547169814)","(4.4, 5.4, 5.3909090909090915)"
06-01-2023 11:29:33.316335,"(2.7, 3.4, 3.3161290322580643)","(6.0, 7.4, 7.333333333333334)","(2.45, 2.98, 2.8529411764705883)","(31.0, 44.0, 38.113207547169814)","(4.4, 5.4, 5.3909090909090915)"
06-01-2023 11:29:34.302168,"(2.7, 3.4, 3.3166666666666664)","(6.0, 7.4, 7.333333333333334)","(2.45, 2.98, 2.8529411764705883)","(31.0, 44.0, 38.113207547169814)","(4.4, 5.4, 5.3909090909090915)"
06-01-2023 11:29:35.325374,"(2.7, 3.4, 3.3193548387096774)","(6.0, 7.4, 7.300000000000001)","(2.45, 2.98, 2.881818181818182)","(31.0, 44.0, 38.113207547169814)","(4.4, 5.4, 5.3909090909090915)"
06-01-2023 11:29:36.311212,"(2.7, 3.4, 3.3166666666666664)","(6.0, 7.4, 7.333333333333334)","(2.45, 2.98, 2.881818181818182)","(31.0, 44.0, 38.113207547169814)","(4.4, 5.4, 5.3909090909090915)"
06-01-2023 11:29:37.291359,"(2.7, 3.4, 3.3166666666666664)","(6.0, 7.4, 7.300000000000001)","(2.45, 2.98, 2.8529411764705883)","(31.0, 44.0, 38.113207547169814)","(4.4, 5.4, 5.3909090909090915)"
06-01-2023 11:29:38.307883,"(2.7, 3.4, 3.3161290322580643)","(6.0, 7.4, 7.333333333333334)","(2.45, 2.94, 2.9)","(31.0, 44.0, 38.113207547169814)","(4.4, 5.4, 5.3909090909090915)"
06-01-2023 11:29:39.331549,"(2.7, 3.4, 3.3166666666666664)","(6.0, 7.4, 7.300000000000001)","(2.45, 2.92, 2.908888888888889)","(31.0, 44.0, 38.113207547169814)","(4.4, 5.4, 5.3909090909090915)"
06-01-2023 11:29:40.250964,"(2.7, 3.4, 3.3193548387096774)","(6.0, 7.6, 7.466666666666667)","(2.45, 2.92, 2.908888888888889)","(31.0, 44.0, 38.113207547169814)","(4.4, 5.4, 5.3909090909090915)"
06-01-2023 11:29:41.186019,"(2.7, 3.4, 3.3193548387096774)","(6.0, 7.6, 7.4)","(2.45, 2.92, 2.895)","(31.0, 44.0, 38.113207547169814)","(4.4, 5.4, 5.3909090909090915)"
06-01-2023 11:29:42.213902,"(2.7, 3.4, 3.3193548387096774)","(6.0, 7.6, 7.4)","(2.45, 2.92, 2.895)","(31.0, 44.0, 38.113207547169814)","(4.4, 5.4, 5.3909090909090915)"
06-01-2023 11:29:43.240818,"(2.7, 3.4, 3.3193548387096774)","(6.0, 7.6, 7.4)","(2.45, 2.92, 2.895)","(31.0, 44.0, 38.113207547169814)","(4.4, 5.4, 5.3909090909090915)"
06-01-2023 11:29:44.198679,"(2.7, 3.4, 3.3193548387096774)","(6.0, 7.6, 7.4)","(2.45, 2.92, 2.895)","(31.0, 44.0, 40.70967741935484)","(4.4, 5.4, 5.3909090909090915)"
06-01-2023 11:29:45.135469,"(2.7, 3.4, 3.3583333333333334)","(6.0, 7.6, 7.466666666666667)","(2.45, 2.92, 2.908888888888889)","(31.0, 42.0, 40.70967741935484)","(4.4, 5.4, 5.3909090909090915)"
06-01-2023 11:29:46.139175,"(2.7, 3.4, 3.3583333333333334)","(6.0, 7.6, 7.4)","(2.45, 2.92, 2.9127272727272726)","(31.0, 42.0, 39.5)","(4.4, 5.4, 5.3882352941176475)"
06-01-2023 11:29:47.141462,"(2.7, 3.4, 3.3583333333333334)","(6.0, 8.0, 7.905882352941177)","(2.45, 2.92, 2.9066666666666667)","(31.0, 42.0, 40.70967741935484)","(4.4, 5.4, 5.3909090909090915)"
06-01-2023 11:29:48.213741,"(2.7, 3.4, 3.3583333333333334)","(6.0, 8.0, 7.905882352941177)","(2.45, 2.92, 2.9066666666666667)","(31.0, 42.0, 40.4375)","(4.4, 5.4, 5.3909090909090915)"
06-01-2023 11:29:49.123817,"(2.7, 3.4, 3.3583333333333334)","(6.0, 8.0, 7.905882352941177)","(2.45, 2.92, 2.9066666666666667)","(31.0, 42.0, 40.4375)","(4.4, 5.4, 5.3909090909090915)"
06-01-2023 11:29:50.029416,"(2.7, 3.4, 3.3583333333333334)","(6.0, 8.0, 7.84)","(2.45, 2.92, 2.9127272727272726)","(31.0, 44.0, 38.0)","(4.4, 5.4, 5.3909090909090915)"
06-01-2023 11:29:51.004638,"(2.7, 3.4, 3.3583333333333334)","(6.0, 8.0, 7.84)","(2.45, 2.92, 2.9066666666666667)","(31.0, 44.0, 38.0)","(4.4, 5.4, 5.3909090909090915)"
06-01-2023 11:29:52.011202,"(2.7, 3.4, 3.3038461538461537)","(6.0, 8.0, 7.847058823529412)","(2.45, 2.94, 2.9066666666666667)","(31.0, 44.0, 38.0)","(4.4, 5.4, 5.3909090909090915)"
06-01-2023 11:29:53.000985,"(2.7, 3.4, 3.3038461538461537)","(6.0, 8.0, 7.847058823529412)","(2.45, 2.92, 2.91)","(31.0, 44.0, 38.0)","(4.4, 5.4, 5.3909090909090915)"
06-01-2023 11:29:53.993688,"(2.7, 3.4, 3.3038461538461537)","(6.0, 8.0, 7.898412698412699)","(2.45, 2.92, 2.9145454545454546)","(31.0, 44.0, 38.0)","(4.4, 5.4, 5.3909090909090915)"
06-01-2023 11:29:55.095507,"(2.7, 3.4, 3.2655172413793103)","(6.0, 8.0, 7.909677419354839)","(2.45, 2.92, 2.91)","(31.0, 44.0, 38.0)","(4.4, 5.4, 5.3909090909090915)"
06-01-2023 11:29:56.070814,"(2.7, 3.4, 3.255357142857143)","(6.0, 8.0, 7.921311475409836)","(2.45, 2.92, 2.908)","(31.0, 44.0, 39.2972972972973)","(4.4, 5.4, 5.3909090909090915)"
06-01-2023 11:29:57.110427,"(2.7, 3.4, 3.2555555555555555)","(6.0, 8.0, 7.914285714285715)","(2.45, 2.9, 2.84)","(31.0, 42.0, 40.4375)","(4.4, 5.4, 5.3909090909090915)"
06-01-2023 11:29:58.133445,"(2.7, 3.4, 3.3166666666666664)","(6.0, 8.0, 7.914285714285715)","(2.45, 2.9, 2.893333333333333)","(31.0, 42.0, 39.2972972972973)","(4.4, 5.4, 5.3909090909090915)"
06-01-2023 11:29:59.209971,"(2.7, 3.4, 3.3166666666666664)","(6.0, 8.0, 7.914285714285715)","(2.45, 2.94, 2.8957894736842102)","(31.0, 42.0, 40.4375)","(4.4, 5.4, 5.3909090909090915)"
06-01-2023 11:30:00.285273,"(2.7, 3.4, 3.26875)","(6.0, 8.0, 7.914285714285715)","(2.45, 2.94, 2.8566666666666665)","(31.0, 42.0, 40.4375)","(4.4, 5.4, 5.3909090909090915)"
06-01-2023 11:30:01.409291,"(2.7, 3.35, 3.2625)","(6.0, 8.0, 7.914285714285715)","(2.45, 2.94, 2.9123076923076923)","(31.0, 42.0, 39.2972972972973)","(4.4, 5.4, 5.3909090909090915)"
06-01-2023 11:30:02.359821,"(2.6, 3.35, 3.253846153846154)","(6.0, 8.0, 7.914285714285715)","(2.5, 2.92, 2.9123076923076923)","(26.0, 42.0, 40.4375)","(4.6, 5.4, 5.3909090909090915)"
06-01-2023 11:30:03.283539,"(2.6, 3.35, 3.308333333333333)","(6.0, 7.8, 7.745454545454545)","(2.5, 2.92, 2.9123076923076923)","(26.0, 42.0, 38.75)","(4.6, 5.4, 5.3909090909090915)"
06-01-2023 11:30:04.280238,"(2.6, 3.35, 3.30625)","(6.0, 7.8, 7.694736842105263)","(2.5, 2.92, 2.8914285714285715)","(26.0, 42.0, 39.10526315789474)","(4.6, 5.4, 5.3909090909090915)"
06-01-2023 11:30:05.320596,"(2.6, 3.35, 3.30625)","(6.0, 7.8, 7.694736842105263)","(2.5, 2.92, 2.913333333333333)","(26.0, 42.0, 39.10526315789474)","(4.6, 5.4, 5.3909090909090915)"
06-01-2023 11:30:06.369386,"(2.6, 3.35, 3.30625)","(6.0, 7.8, 7.694736842105263)","(2.5, 2.92, 2.905)","(26.0, 42.0, 39.10526315789474)","(4.6, 5.4, 5.3909090909090915)"
06-01-2023 11:30:07.331395,"(2.6, 3.35, 3.30625)","(6.0, 7.8, 7.694736842105263)","(2.5, 2.92, 2.905)","(26.0, 42.0, 39.10526315789474)","(4.6, 5.4, 5.3909090909090915)"
06-01-2023 11:30:08.329070,"(2.6, 3.35, 3.30625)","(6.0, 7.8, 7.694736842105263)","(2.5, 2.92, 2.905)","(26.0, 42.0, 41.64285714285714)","(4.6, 5.4, 5.3909090909090915)"
06-01-2023 11:30:09.210673,"(2.6, 3.35, 3.256666666666667)","(6.0, 8.2, 8.085714285714285)","(2.5, 2.92, 2.905)","(26.0, 42.0, 41.64285714285714)","(4.6, 5.4, 5.3909090909090915)"
06-01-2023 11:30:10.212605,"(2.6, 3.35, 3.253448275862069)","(6.0, 8.4, 8.257142857142858)","(2.5, 2.92, 2.88)","(26.0, 42.0, 40.421052631578945)","(4.6, 5.4, 5.392592592592593)"
06-01-2023 11:30:11.205066,"(2.6, 3.35, 3.2529411764705882)","(6.0, 8.4, 8.294736842105264)","(2.5, 2.92, 2.894285714285714)","(26.0, 42.0, 39.44186046511628)","(4.6, 5.4, 5.392592592592593)"
06-01-2023 11:30:12.193204,"(2.6, 3.35, 3.2529411764705882)","(6.0, 8.4, 8.344444444444445)","(2.5, 2.92, 2.898181818181818)","(26.0, 42.0, 39.44186046511628)","(4.6, 5.4, 5.392592592592593)"
06-01-2023 11:30:13.156230,"(2.6, 3.35, 3.2529411764705882)","(6.0, 8.6, 7.966666666666667)","(2.5, 2.92, 2.8821052631578947)","(26.0, 42.0, 39.44186046511628)","(4.6, 5.4, 5.392592592592593)"
06-01-2023 11:30:14.114059,"(2.6, 3.35, 3.2529411764705882)","(6.0, 8.6, 7.966666666666667)","(2.5, 2.92, 2.88)","(26.0, 42.0, 39.44186046511628)","(4.6, 5.4, 5.392592592592593)"
06-01-2023 11:30:15.001347,"(2.6, 3.35, 3.306578947368421)","(6.0, 8.2, 8.018181818181818)","(2.5, 2.92, 2.88)","(26.0, 42.0, 39.44186046511628)","(4.6, 5.4, 5.392592592592593)"
06-01-2023 11:30:16.004893,"(2.6, 3.35, 3.306578947368421)","(6.0, 8.2, 7.956521739130435)","(2.5, 2.92, 2.855384615384615)","(26.0, 42.0, 39.44186046511628)","(4.6, 5.4, 5.392592592592593)"
06-01-2023 11:30:17.011723,"(2.6, 3.35, 3.306578947368421)","(6.0, 8.2, 7.956521739130435)","(2.5, 2.92, 2.855384615384615)","(26.0, 42.0, 39.44186046511628)","(4.6, 5.4, 5.392592592592593)"
06-01-2023 11:30:17.957447,"(2.6, 3.35, 3.306578947368421)","(6.0, 8.2, 7.912)","(2.5, 2.92, 2.887272727272727)","(26.0, 42.0, 39.44186046511628)","(4.6, 5.4, 5.392592592592593)"
06-01-2023 11:30:18.912059,"(2.6, 3.35, 3.306578947368421)","(6.0, 8.2, 7.895238095238095)","(2.5, 2.92, 2.837894736842105)","(26.0, 42.0, 39.44186046511628)","(4.6, 5.4, 5.392592592592593)"
06-01-2023 11:30:19.889373,"(2.6, 3.35, 3.306578947368421)","(6.0, 8.0, 7.975)","(2.5, 2.92, 2.8)","(26.0, 42.0, 39.44186046511628)","(4.6, 5.4, 5.392592592592593)"
06-01-2023 11:30:20.870683,"(2.6, 3.35, 3.2695121951219512)","(6.0, 8.0, 7.973913043478261)","(2.5, 2.92, 2.8)","(26.0, 42.0, 39.61904761904762)","(4.6, 5.4, 5.392592592592593)"
06-01-2023 11:30:21.948106,"(2.6, 3.35, 3.306578947368421)","(6.0, 8.0, 7.973913043478261)","(2.5, 2.92, 2.8577777777777778)","(26.0, 42.0, 39.61904761904762)","(4.6, 5.4, 5.392592592592593)"
06-01-2023 11:30:22.981502,"(2.6, 3.35, 3.306578947368421)","(6.0, 8.0, 7.973913043478261)","(2.5, 2.92, 2.8577777777777778)","(26.0, 42.0, 39.61904761904762)","(4.6, 5.4, 5.392592592592593)"
06-01-2023 11:30:24.041924,"(2.6, 3.35, 3.306578947368421)","(6.0, 8.0, 7.973913043478261)","(2.5, 2.92, 2.8577777777777778)","(26.0, 42.0, 39.61904761904762)","(4.6, 5.4, 5.392592592592593)"
06-01-2023 11:30:25.083465,"(2.6, 3.35, 3.3041666666666667)","(6.0, 8.0, 7.966666666666667)","(2.5, 2.92, 2.8577777777777778)","(26.0, 42.0, 39.61904761904762)","(4.6, 5.4, 5.392592592592593)"
06-01-2023 11:30:26.127198,"(2.6, 3.35, 3.3041666666666667)","(6.0, 8.0, 7.966666666666667)","(2.5, 2.92, 2.8577777777777778)","(26.0, 42.0, 39.61904761904762)","(4.6, 5.4, 5.392592592592593)"
06-01-2023 11:30:27.071785,"(2.6, 3.35, 3.3041666666666667)","(6.0, 8.0, 7.966666666666667)","(2.5, 2.92, 2.8577777777777778)","(26.0, 42.0, 39.61904761904762)","(4.6, 5.4, 5.392592592592593)"
06-01-2023 11:30:27.982464,"(2.6, 3.35, 3.2529411764705882)","(6.0, 8.0, 7.966666666666667)","(2.5, 2.92, 2.8577777777777778)","(26.0, 42.0, 39.61904761904762)","(4.6, 5.4, 5.392592592592593)"
