,Heavenly Sign,Wotnow Swanee,Nor Westa,Standandeliver,Sport Cadet,Colby Nz,Im Boo Nz,Thundamental
05-01-2023 17:21:13.768785,"(1.28, 1.63, 1.5144444444444445)","(21.0, 40.0, 26.666666666666668)","(51.0, 120.0, 83.0)","(13.0, 25.0, 20.25)","(5.5, 12.5, 12.175)","(20.0, 99999, 99990)","(12.0, 99999, 99990)","(15.0, 42.0, 20.4)"
05-01-2023 17:21:14.912380,"(1.28, 1.63, 1.5144444444444445)","(21.0, 42.0, 30.0)","(51.0, 120.0, 83.0)","(13.0, 24.0, 18.333333333333332)","(5.5, 11.5, 10.59375)","(20.0, 99999, 99990)","(12.0, 99999, 99990)","(15.0, 40.0, 23.0)"
05-01-2023 17:21:16.009946,"(1.28, 1.63, 1.5144444444444445)","(21.0, 42.0, 30.0)","(51.0, 120.0, 83.0)","(13.0, 24.0, 18.333333333333332)","(5.5, 11.5, 10.59375)","(20.0, 99999, 99990)","(12.0, 99999, 99990)","(15.0, 38.0, 23.0)"
05-01-2023 17:21:17.109308,"(1.28, 1.63, 1.5144444444444445)","(21.0, 42.0, 30.0)","(51.0, 120.0, 83.0)","(13.0, 24.0, 18.333333333333332)","(5.5, 11.5, 10.291666666666666)","(20.0, 99999, 99990)","(12.0, 99999, 99990)","(15.0, 38.0, 23.0)"
05-01-2023 17:21:18.204513,"(1.28, 1.63, 1.5144444444444445)","(21.0, 42.0, 30.0)","(51.0, 120.0, 83.0)","(13.0, 24.0, 16.916666666666668)","(5.5, 11.5, 9.25)","(20.0, 99999, 99990)","(12.0, 99999, 99990)","(15.0, 38.0, 26.75)"
05-01-2023 17:21:19.379596,"(1.28, 1.63, 1.5065)","(21.0, 42.0, 30.0)","(51.0, 120.0, 90.4)","(13.0, 23.0, 16.583333333333332)","(5.5, 11.5, 9.185714285714287)","(20.0, 99999, 99990)","(12.0, 99999, 99990)","(15.0, 38.0, 26.75)"
05-01-2023 17:21:20.538997,"(1.28, 1.63, 1.5065)","(21.0, 42.0, 30.0)","(51.0, 120.0, 90.4)","(13.0, 22.0, 16.583333333333332)","(5.5, 11.5, 9.700000000000001)","(20.0, 99999, 99990)","(12.0, 99999, 99990)","(15.0, 38.0, 25.75)"
05-01-2023 17:21:21.700269,"(1.28, 1.63, 1.513)","(21.0, 42.0, 30.0)","(51.0, 110.0, 84.4)","(13.0, 21.0, 17.666666666666668)","(5.5, 11.0, 9.65)","(20.0, 99999, 99990)","(12.0, 99999, 99990)","(15.0, 36.0, 25.75)"
05-01-2023 17:21:22.939150,"(1.28, 1.63, 1.513)","(21.0, 42.0, 30.0)","(51.0, 110.0, 84.4)","(13.0, 22.0, 19.666666666666668)","(5.5, 10.5, 9.65)","(20.0, 99999, 99990)","(12.0, 99999, 99990)","(15.0, 36.0, 24.75)"
05-01-2023 17:21:24.483040,"(1.28, 1.63, 1.513)","(21.0, 42.0, 30.0)","(51.0, 110.0, 84.4)","(13.0, 28.0, 17.416666666666668)","(5.5, 10.5, 9.65)","(20.0, 99999, 99990)","(12.0, 99999, 99990)","(15.0, 34.0, 24.75)"
05-01-2023 17:21:25.777487,"(1.28, 1.63, 1.513)","(21.0, 42.0, 30.0)","(51.0, 110.0, 84.4)","(13.0, 27.0, 20.75)","(5.5, 10.5, 9.65)","(20.0, 99999, 99990)","(12.0, 99999, 99990)","(15.0, 34.0, 24.75)"
05-01-2023 17:21:26.931880,"(1.28, 1.63, 1.513)","(21.0, 42.0, 30.0)","(51.0, 110.0, 84.4)","(13.0, 26.0, 18.666666666666668)","(5.5, 10.5, 9.65)","(20.0, 99999, 99990)","(12.0, 99999, 99990)","(15.0, 34.0, 24.75)"
05-01-2023 17:21:28.207022,"(1.28, 1.63, 1.513)","(21.0, 42.0, 30.0)","(51.0, 110.0, 84.4)","(13.0, 25.0, 18.666666666666668)","(5.5, 10.5, 9.65)","(20.0, 99999, 99990)","(12.0, 99999, 99990)","(15.0, 34.0, 24.75)"
05-01-2023 17:21:29.680044,"(1.28, 1.63, 1.513)","(21.0, 42.0, 30.0)","(61.0, 110.0, 84.4)","(14.0, 25.0, 18.666666666666668)","(5.5, 10.5, 9.65)","(20.0, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 34.0, 24.75)"
05-01-2023 17:21:31.134863,"(1.28, 1.63, 1.513)","(21.0, 42.0, 30.0)","(61.0, 110.0, 84.4)","(14.0, 25.0, 18.666666666666668)","(5.5, 10.5, 9.65)","(20.0, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 34.0, 24.75)"
05-01-2023 17:21:32.542697,"(1.28, 1.63, 1.513)","(21.0, 42.0, 30.0)","(61.0, 110.0, 78.0)","(14.0, 25.0, 18.666666666666668)","(5.5, 10.5, 10.216666666666667)","(20.0, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 34.0, 21.666666666666668)"
05-01-2023 17:21:33.904767,"(1.28, 1.48, 1.437142857142857)","(21.0, 42.0, 30.0)","(61.0, 110.0, 78.0)","(14.0, 25.0, 18.666666666666668)","(5.5, 10.5, 10.371428571428572)","(20.0, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 34.0, 27.0)"
05-01-2023 17:21:35.184970,"(1.28, 1.48, 1.437142857142857)","(21.0, 42.0, 38.22222222222222)","(61.0, 110.0, 94.5)","(14.0, 25.0, 22.42857142857143)","(5.5, 11.0, 10.333333333333334)","(20.0, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 34.0, 27.0)"
05-01-2023 17:21:36.387915,"(1.28, 1.48, 1.437142857142857)","(21.0, 42.0, 38.22222222222222)","(61.0, 110.0, 94.5)","(14.0, 25.0, 22.42857142857143)","(5.5, 11.0, 10.75)","(20.0, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 34.0, 29.142857142857142)"
05-01-2023 17:21:37.585836,"(1.28, 1.48, 1.437142857142857)","(21.0, 42.0, 35.6)","(61.0, 110.0, 70.0)","(14.0, 30.0, 22.25)","(5.5, 11.0, 10.75)","(20.0, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 34.0, 29.142857142857142)"
05-01-2023 17:21:38.710760,"(1.28, 1.48, 1.437142857142857)","(21.0, 42.0, 35.6)","(61.0, 110.0, 70.0)","(14.0, 29.0, 25.8)","(5.5, 11.0, 10.333333333333334)","(20.0, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 34.0, 27.4)"
05-01-2023 17:21:39.975473,"(1.28, 1.47, 1.4314285714285713)","(21.0, 42.0, 30.0)","(61.0, 110.0, 70.0)","(14.0, 32.0, 25.8)","(5.5, 11.0, 10.333333333333334)","(20.0, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 34.0, 27.4)"
05-01-2023 17:21:41.249949,"(1.28, 1.47, 1.4314285714285713)","(21.0, 42.0, 30.0)","(61.0, 110.0, 70.0)","(14.0, 32.0, 25.8)","(5.5, 11.0, 10.333333333333334)","(20.0, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 34.0, 27.4)"
05-01-2023 17:21:42.493090,"(1.28, 1.47, 1.4314285714285713)","(21.0, 42.0, 38.22222222222222)","(61.0, 110.0, 70.0)","(14.0, 32.0, 27.714285714285715)","(5.5, 11.0, 10.333333333333334)","(20.0, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 34.0, 29.888888888888886)"
05-01-2023 17:21:43.757624,"(1.28, 1.48, 1.437142857142857)","(21.0, 42.0, 35.2)","(61.0, 110.0, 70.0)","(14.0, 32.0, 27.714285714285715)","(5.5, 11.0, 10.333333333333334)","(20.0, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 34.0, 31.11111111111111)"
05-01-2023 17:21:44.996986,"(1.28, 1.53, 1.5257142857142858)","(21.0, 40.0, 36.5)","(61.0, 110.0, 70.0)","(14.0, 32.0, 24.5)","(5.5, 10.5, 10.333333333333334)","(20.0, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 32.0, 32.92307692307692)"
05-01-2023 17:21:46.224249,"(1.28, 1.53, 1.51)","(21.0, 42.0, 35.6)","(61.0, 110.0, 70.0)","(14.0, 32.0, 25.77777777777778)","(5.5, 11.0, 9.96)","(20.0, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 36.0, 28.4)"
05-01-2023 17:21:47.421236,"(1.28, 1.53, 1.5264864864864864)","(21.0, 42.0, 35.6)","(61.0, 110.0, 70.0)","(14.0, 32.0, 25.77777777777778)","(5.5, 11.0, 9.96)","(20.0, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 36.0, 28.291666666666668)"
05-01-2023 17:21:48.591869,"(1.28, 1.53, 1.5281818181818183)","(21.0, 42.0, 32.0)","(61.0, 100.0, 85.0)","(14.0, 30.0, 24.25)","(5.5, 11.0, 10.38125)","(20.0, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 36.0, 31.888888888888886)"
05-01-2023 17:21:49.963354,"(1.28, 1.53, 1.47)","(21.0, 40.0, 36.166666666666664)","(61.0, 100.0, 71.66666666666667)","(14.0, 30.0, 24.25)","(5.5, 10.5, 11.433333333333334)","(20.0, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 36.0, 27.0)"
05-01-2023 17:21:51.400635,"(1.28, 1.53, 1.47)","(21.0, 38.0, 33.42857142857143)","(61.0, 95.0, 71.66666666666667)","(14.0, 30.0, 24.25)","(5.5, 12.0, 10.566666666666666)","(20.0, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 36.0, 33.0)"
05-01-2023 17:21:52.698336,"(1.28, 1.53, 1.52828125)","(21.0, 36.0, 30.0)","(61.0, 95.0, 71.66666666666667)","(14.0, 30.0, 24.25)","(5.5, 11.0, 10.566666666666666)","(20.0, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 36.0, 33.0)"
05-01-2023 17:21:54.036638,"(1.28, 1.53, 1.505)","(21.0, 34.0, 30.5)","(61.0, 95.0, 71.66666666666667)","(14.0, 30.0, 24.25)","(5.5, 11.0, 10.327272727272728)","(20.0, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 36.0, 31.0)"
05-01-2023 17:21:55.308636,"(1.28, 1.53, 1.5285074626865671)","(21.0, 36.0, 31.5)","(61.0, 95.0, 71.66666666666667)","(14.0, 30.0, 26.166666666666668)","(5.5, 10.5, 11.690909090909091)","(20.0, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 36.0, 27.25)"
05-01-2023 17:21:56.550232,"(1.28, 1.53, 1.5285074626865671)","(21.0, 50.0, 38.5)","(61.0, 95.0, 71.66666666666667)","(14.0, 30.0, 26.166666666666668)","(5.5, 12.0, 11.690909090909091)","(20.0, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 36.0, 27.25)"
05-01-2023 17:21:57.831586,"(1.28, 1.53, 1.5285074626865671)","(21.0, 50.0, 38.5)","(61.0, 95.0, 71.66666666666667)","(14.0, 30.0, 26.166666666666668)","(5.5, 12.0, 11.690909090909091)","(20.0, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 36.0, 27.25)"
05-01-2023 17:21:59.051329,"(1.28, 1.53, 1.505)","(21.0, 46.0, 31.22222222222222)","(61.0, 95.0, 76.2)","(14.0, 30.0, 26.166666666666668)","(5.5, 11.5, 9.781818181818183)","(20.0, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 34.0, 29.428571428571427)"
05-01-2023 17:22:00.297710,"(1.28, 1.53, 1.505)","(21.0, 46.0, 31.22222222222222)","(61.0, 95.0, 76.2)","(14.0, 30.0, 26.166666666666668)","(5.5, 11.5, 9.781818181818183)","(20.0, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 34.0, 29.428571428571427)"
05-01-2023 17:22:01.581984,"(1.28, 1.53, 1.505)","(21.0, 46.0, 39.666666666666664)","(61.0, 95.0, 81.66666666666667)","(14.0, 30.0, 26.166666666666668)","(5.5, 11.0, 10.45)","(20.0, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 36.0, 29.2)"
05-01-2023 17:22:02.880287,"(1.28, 1.53, 1.505)","(21.0, 46.0, 35.0)","(61.0, 95.0, 71.66666666666667)","(14.0, 32.0, 23.0)","(6.0, 11.0, 12.7375)","(20.0, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 36.0, 23.333333333333332)"
05-01-2023 17:22:04.167534,"(1.28, 1.53, 1.505)","(21.0, 46.0, 35.0)","(61.0, 95.0, 71.66666666666667)","(14.0, 32.0, 22.666666666666668)","(6.0, 13.0, 12.2)","(20.0, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 36.0, 28.8)"
05-01-2023 17:22:05.449231,"(1.28, 1.53, 1.505)","(21.0, 65.0, 40.0)","(61.0, 95.0, 71.66666666666667)","(14.0, 32.0, 22.666666666666668)","(6.0, 13.0, 12.2)","(20.0, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 36.0, 24.0)"
05-01-2023 17:22:06.846032,"(1.28, 1.53, 1.505)","(21.0, 55.0, 43.0)","(61.0, 95.0, 71.66666666666667)","(14.0, 32.0, 22.666666666666668)","(6.0, 13.0, 12.733333333333334)","(20.0, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 34.0, 26.25)"
05-01-2023 17:22:08.208507,"(1.28, 1.53, 1.505)","(21.0, 50.0, 31.333333333333332)","(61.0, 95.0, 71.66666666666667)","(14.0, 32.0, 20.666666666666668)","(6.0, 13.0, 12.733333333333334)","(20.0, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 34.0, 26.25)"
05-01-2023 17:22:09.518773,"(1.28, 1.53, 1.505)","(21.0, 46.0, 31.333333333333332)","(61.0, 95.0, 71.66666666666667)","(14.0, 32.0, 22.57142857142857)","(6.0, 13.0, 12.2)","(20.0, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 34.0, 24.625)"
05-01-2023 17:22:10.818136,"(1.28, 1.53, 1.505)","(21.0, 46.0, 31.333333333333332)","(61.0, 95.0, 71.66666666666667)","(14.0, 32.0, 22.57142857142857)","(6.0, 13.0, 12.2)","(20.0, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 34.0, 24.625)"
05-01-2023 17:22:12.193225,"(1.28, 1.53, 1.505)","(21.0, 46.0, 31.333333333333332)","(61.0, 95.0, 71.66666666666667)","(14.0, 32.0, 22.57142857142857)","(6.0, 13.0, 11.666666666666666)","(20.0, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 34.0, 25.944444444444443)"
05-01-2023 17:22:13.522135,"(1.28, 1.53, 1.505)","(21.0, 46.0, 31.333333333333332)","(61.0, 95.0, 71.66666666666667)","(14.0, 32.0, 25.6)","(6.0, 13.0, 10.75)","(20.0, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 34.0, 30.5)"
05-01-2023 17:22:14.877993,"(1.28, 1.53, 1.505)","(21.0, 46.0, 31.333333333333332)","(61.0, 95.0, 71.66666666666667)","(14.0, 32.0, 25.6)","(6.0, 12.5, 11.058823529411764)","(20.0, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 36.0, 30.571428571428573)"
05-01-2023 17:22:16.156909,"(1.28, 1.53, 1.505)","(21.0, 46.0, 31.333333333333332)","(61.0, 95.0, 71.66666666666667)","(14.0, 32.0, 27.571428571428573)","(6.0, 12.5, 11.058823529411764)","(20.0, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 36.0, 30.571428571428573)"
05-01-2023 17:22:17.512849,"(1.28, 1.53, 1.505)","(21.0, 46.0, 31.333333333333332)","(61.0, 95.0, 71.66666666666667)","(14.0, 32.0, 27.571428571428573)","(6.0, 12.5, 11.058823529411764)","(20.0, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 36.0, 26.5)"
05-01-2023 17:22:18.762330,"(1.28, 1.53, 1.505)","(21.0, 46.0, 31.333333333333332)","(61.0, 95.0, 81.66666666666667)","(14.0, 32.0, 23.75)","(6.0, 12.5, 9.9375)","(20.0, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 36.0, 26.5)"
05-01-2023 17:22:20.151987,"(1.28, 1.53, 1.505)","(21.0, 46.0, 31.333333333333332)","(61.0, 95.0, 71.66666666666667)","(14.0, 32.0, 25.333333333333336)","(6.0, 12.5, 10.05)","(20.0, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 36.0, 28.5)"
05-01-2023 17:22:21.500982,"(1.28, 1.53, 1.505)","(21.0, 46.0, 31.333333333333332)","(61.0, 130.0, 71.66666666666667)","(14.0, 30.0, 26.625)","(6.0, 11.5, 9.127272727272727)","(20.0, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 34.0, 30.0)"
05-01-2023 17:22:22.906966,"(1.28, 1.53, 1.505)","(21.0, 46.0, 31.333333333333332)","(61.0, 130.0, 71.66666666666667)","(14.0, 30.0, 26.625)","(6.0, 11.5, 9.127272727272727)","(20.0, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 34.0, 30.0)"
05-01-2023 17:22:24.290786,"(1.28, 1.53, 1.505)","(21.0, 46.0, 31.333333333333332)","(61.0, 130.0, 83.33333333333333)","(14.0, 30.0, 26.625)","(6.0, 11.5, 9.127272727272727)","(20.0, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 34.0, 30.0)"
05-01-2023 17:22:25.717163,"(1.28, 1.53, 1.505)","(21.0, 46.0, 31.333333333333332)","(61.0, 120.0, 75.0)","(14.0, 30.0, 28.0)","(6.0, 11.5, 9.127272727272727)","(20.0, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 34.0, 31.642857142857142)"
05-01-2023 17:22:27.007091,"(1.28, 1.53, 1.505)","(21.0, 46.0, 31.333333333333332)","(61.0, 120.0, 75.0)","(14.0, 30.0, 28.0)","(6.0, 11.5, 9.866666666666667)","(20.0, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 34.0, 31.642857142857142)"
05-01-2023 17:22:28.312164,"(1.28, 1.53, 1.505)","(21.0, 46.0, 31.333333333333332)","(61.0, 120.0, 75.0)","(14.0, 30.0, 28.0)","(6.0, 10.5, 9.866666666666667)","(20.0, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 34.0, 31.642857142857142)"
05-01-2023 17:22:29.562458,"(1.28, 1.53, 1.505)","(21.0, 46.0, 31.333333333333332)","(61.0, 120.0, 75.0)","(14.0, 30.0, 28.0)","(6.0, 10.5, 9.866666666666667)","(20.0, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 34.0, 31.642857142857142)"
05-01-2023 17:22:30.872913,"(1.28, 1.53, 1.505)","(21.0, 46.0, 31.333333333333332)","(61.0, 120.0, 75.0)","(14.0, 30.0, 28.0)","(6.0, 10.5, 9.866666666666667)","(20.0, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 34.0, 31.642857142857142)"
05-01-2023 17:22:32.429853,"(1.28, 1.53, 1.505)","(21.0, 46.0, 31.333333333333332)","(61.0, 120.0, 98.33333333333334)","(14.0, 30.0, 21.333333333333332)","(6.0, 10.5, 10.378947368421052)","(20.0, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 34.0, 30.571428571428573)"
05-01-2023 17:22:33.966379,"(1.28, 1.53, 1.3610000000000002)","(21.0, 46.0, 39.0)","(61.0, 120.0, 80.0)","(14.0, 32.0, 25.5)","(6.0, 10.5, 9.85)","(20.0, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 36.0, 25.333333333333332)"
05-01-2023 17:22:35.444794,"(1.28, 1.37, 1.3616666666666668)","(21.0, 46.0, 31.333333333333332)","(61.0, 120.0, 80.0)","(14.0, 32.0, 21.333333333333332)","(6.0, 10.5, 10.25)","(20.0, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 36.0, 31.375)"
05-01-2023 17:22:36.825085,"(1.28, 1.51, 1.387)","(21.0, 46.0, 30.0)","(61.0, 120.0, 80.0)","(14.0, 32.0, 28.0)","(6.0, 11.5, 10.25)","(20.0, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 36.0, 31.375)"
05-01-2023 17:22:38.097716,"(1.28, 1.51, 1.456355140186916)","(21.0, 46.0, 30.0)","(61.0, 120.0, 80.0)","(14.0, 32.0, 28.0)","(6.0, 11.5, 10.25)","(20.0, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 36.0, 31.375)"
05-01-2023 17:22:39.380534,"(1.28, 1.51, 1.456355140186916)","(21.0, 46.0, 30.0)","(61.0, 120.0, 80.0)","(14.0, 32.0, 28.0)","(6.0, 11.5, 10.25)","(20.0, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 36.0, 31.375)"
05-01-2023 17:22:40.753059,"(1.28, 1.51, 1.4675757575757575)","(21.0, 46.0, 30.0)","(61.0, 120.0, 80.0)","(14.0, 32.0, 25.8)","(6.0, 11.5, 10.25)","(20.0, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 36.0, 28.8)"
05-01-2023 17:22:42.043276,"(1.28, 1.51, 1.4675757575757575)","(21.0, 46.0, 30.0)","(61.0, 120.0, 80.0)","(14.0, 32.0, 25.8)","(6.0, 11.5, 10.25)","(20.0, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 36.0, 28.8)"
05-01-2023 17:22:43.328933,"(1.28, 1.51, 1.4675757575757575)","(21.0, 46.0, 30.0)","(61.0, 120.0, 80.0)","(14.0, 32.0, 25.8)","(6.0, 11.5, 10.25)","(20.0, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 36.0, 28.8)"
05-01-2023 17:22:44.606004,"(1.28, 1.51, 1.4675757575757575)","(21.0, 46.0, 30.0)","(61.0, 120.0, 80.0)","(14.0, 32.0, 25.8)","(6.0, 11.5, 10.25)","(20.0, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 36.0, 28.8)"
05-01-2023 17:22:45.866368,"(1.28, 1.51, 1.4675757575757575)","(21.0, 46.0, 30.0)","(61.0, 120.0, 80.0)","(14.0, 32.0, 25.8)","(6.0, 11.5, 10.25)","(20.0, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 36.0, 28.8)"
05-01-2023 17:22:46.982661,"(1.28, 1.51, 1.4675757575757575)","(21.0, 46.0, 30.0)","(61.0, 120.0, 80.0)","(14.0, 32.0, 25.8)","(6.0, 11.5, 10.25)","(20.0, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 36.0, 28.8)"
05-01-2023 17:22:48.251389,"(1.28, 1.49, 1.412162162162162)","(21.0, 46.0, 35.0)","(61.0, 120.0, 80.0)","(14.0, 32.0, 26.0)","(6.0, 16.5, 12.8)","(20.0, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 46.0, 39.0)"
05-01-2023 17:22:49.523797,"(1.28, 1.49, 1.3821818181818182)","(21.0, 46.0, 35.0)","(61.0, 120.0, 80.0)","(14.0, 30.0, 28.285714285714285)","(6.0, 15.0, 12.3)","(20.0, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 46.0, 39.0)"
05-01-2023 17:22:50.835452,"(1.28, 1.4, 1.390392156862745)","(21.0, 46.0, 37.6)","(61.0, 120.0, 83.33333333333333)","(14.0, 29.0, 26.57142857142857)","(6.0, 14.5, 11.454545454545455)","(20.0, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 46.0, 42.94444444444444)"
05-01-2023 17:22:52.122884,"(1.28, 1.4, 1.3818518518518517)","(21.0, 46.0, 41.333333333333336)","(61.0, 120.0, 83.33333333333333)","(14.0, 28.0, 26.57142857142857)","(6.0, 13.0, 12.25)","(20.0, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 46.0, 39.125)"
05-01-2023 17:22:53.392671,"(1.28, 1.39, 1.3807692307692307)","(21.0, 46.0, 38.0)","(61.0, 120.0, 83.33333333333333)","(14.0, 28.0, 26.1)","(6.0, 13.0, 12.7)","(20.0, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 46.0, 40.6)"
05-01-2023 17:22:54.644687,"(1.28, 1.39, 1.3807692307692307)","(21.0, 46.0, 38.0)","(61.0, 120.0, 83.33333333333333)","(14.0, 28.0, 24.166666666666668)","(6.0, 13.0, 12.7)","(20.0, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 46.0, 40.6)"
05-01-2023 17:22:55.879044,"(1.28, 1.39, 1.378)","(21.0, 46.0, 38.0)","(61.0, 120.0, 83.33333333333333)","(14.0, 27.0, 24.166666666666668)","(6.0, 13.0, 12.7)","(20.0, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 46.0, 40.6)"
05-01-2023 17:22:57.177445,"(1.28, 1.39, 1.378)","(21.0, 46.0, 38.0)","(61.0, 120.0, 83.33333333333333)","(14.0, 27.0, 26.27777777777778)","(6.0, 13.0, 12.7)","(20.0, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 46.0, 40.6)"
05-01-2023 17:22:58.410153,"(1.28, 1.39, 1.378)","(21.0, 46.0, 38.0)","(61.0, 120.0, 83.33333333333333)","(14.0, 36.0, 27.11111111111111)","(6.0, 13.0, 12.7)","(20.0, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 46.0, 40.6)"
05-01-2023 17:22:59.800906,"(1.28, 1.39, 1.378)","(21.0, 46.0, 38.0)","(61.0, 120.0, 83.33333333333333)","(14.0, 34.0, 27.11111111111111)","(6.0, 13.0, 12.7)","(20.0, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 46.0, 41.5)"
05-01-2023 17:23:01.157190,"(1.28, 1.39, 1.3058928571428572)","(21.0, 46.0, 38.0)","(61.0, 120.0, 83.33333333333333)","(14.0, 34.0, 27.11111111111111)","(6.0, 13.0, 12.8)","(20.0, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 46.0, 41.5)"
05-01-2023 17:23:02.596862,"(1.28, 1.36, 1.3083333333333333)","(21.0, 46.0, 38.0)","(61.0, 120.0, 83.33333333333333)","(14.0, 34.0, 29.0)","(6.0, 13.0, 12.9)","(20.0, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 46.0, 43.05555555555556)"
05-01-2023 17:23:04.244059,"(1.28, 1.35, 1.3083333333333333)","(21.0, 46.0, 38.0)","(61.0, 120.0, 110.4)","(14.0, 34.0, 26.75)","(6.0, 13.5, 12.818181818181818)","(20.0, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 46.0, 37.5)"
05-01-2023 17:23:05.622236,"(1.28, 1.35, 1.33125)","(21.0, 46.0, 38.0)","(61.0, 120.0, 85.0)","(14.0, 34.0, 29.333333333333336)","(6.0, 13.5, 13.307692307692308)","(20.0, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 55.0, 52.2)"
05-01-2023 17:23:07.052308,"(1.28, 1.35, 1.3375000000000001)","(21.0, 46.0, 39.333333333333336)","(61.0, 120.0, 87.5)","(14.0, 34.0, 28.8)","(6.0, 13.5, 13.307692307692308)","(20.0, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 55.0, 46.75)"
05-01-2023 17:23:08.506337,"(1.28, 1.35, 1.3375000000000001)","(21.0, 46.0, 39.333333333333336)","(61.0, 120.0, 80.0)","(14.0, 34.0, 28.0)","(6.0, 13.5, 13.0)","(20.0, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 55.0, 42.2)"
05-01-2023 17:23:10.006925,"(1.28, 1.35, 1.3)","(21.0, 46.0, 39.333333333333336)","(61.0, 120.0, 80.0)","(14.0, 34.0, 28.0)","(6.0, 13.5, 13.0)","(20.0, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 55.0, 39.2)"
05-01-2023 17:23:11.425002,"(1.28, 1.35, 1.3083333333333333)","(21.0, 46.0, 39.333333333333336)","(61.0, 120.0, 80.0)","(14.0, 34.0, 28.0)","(6.0, 13.5, 13.291666666666668)","(20.0, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 50.0, 39.2)"
