,Sir Jujon,Pom Pay,Badboybeau Nz,Ellen Shannon,Promising,Don Arthur,Leah Shannon,Bettor Keppel,Major Holiday Nz,Alta Billy
07-12-2022 18:45:50.540627,"(26.0, 250.0, 145.0)","(61.0, 370.0, 298.57142857142856)","(1.8, 99999, 99990)","(51.0, 95.0, 120.71428571428572)","(2.35, 2.94, 2.8499999999999996)","(13.0, 19.0, 17.6875)","(81.0, 300.0, 232.85714285714286)","(41.0, 95.0, 90.0)","(41.0, 99999, 99990)","(12.0, 20.0, 18.5)"
07-12-2022 18:45:52.214231,"(26.0, 250.0, 110.0)","(61.0, 370.0, 298.57142857142856)","(1.8, 99999, 99990)","(51.0, 130.0, 107.5)","(2.35, 2.94, 2.8499999999999996)","(13.0, 19.0, 17.6875)","(81.0, 290.0, 232.85714285714286)","(41.0, 95.0, 94.28571428571428)","(41.0, 99999, 99990)","(12.0, 20.0, 18.5)"
07-12-2022 18:45:53.938245,"(26.0, 240.0, 90.0)","(61.0, 370.0, 298.57142857142856)","(1.8, 99999, 99990)","(51.0, 120.0, 98.33333333333333)","(2.35, 2.94, 2.8499999999999996)","(13.0, 19.0, 17.6875)","(81.0, 290.0, 218.57142857142858)","(41.0, 100.0, 94.28571428571428)","(41.0, 99999, 99990)","(12.0, 20.0, 18.5)"
07-12-2022 18:45:55.614989,"(26.0, 220.0, 96.66666666666666)","(61.0, 370.0, 298.57142857142856)","(1.8, 99999, 99990)","(51.0, 110.0, 82.0)","(2.35, 2.94, 2.8499999999999996)","(13.0, 19.0, 17.6875)","(81.0, 270.0, 211.42857142857142)","(41.0, 100.0, 94.28571428571428)","(41.0, 99999, 99990)","(12.0, 20.0, 18.5)"
07-12-2022 18:45:57.287567,"(26.0, 210.0, 96.66666666666666)","(61.0, 370.0, 298.57142857142856)","(1.8, 99999, 99990)","(51.0, 100.0, 86.66666666666667)","(2.35, 2.94, 2.8499999999999996)","(13.0, 19.0, 17.6875)","(81.0, 260.0, 211.42857142857142)","(41.0, 100.0, 94.28571428571428)","(41.0, 99999, 99990)","(12.0, 20.0, 18.5)"
07-12-2022 18:45:58.934551,"(26.0, 200.0, 62.85714285714286)","(61.0, 370.0, 210.0)","(1.8, 99999, 99990)","(51.0, 95.0, 93.33333333333333)","(2.35, 2.94, 2.8499999999999996)","(13.0, 19.0, 17.6875)","(81.0, 260.0, 201.25)","(41.0, 100.0, 97.14285714285714)","(41.0, 99999, 99990)","(12.0, 20.0, 18.5)"
07-12-2022 18:46:00.643500,"(26.0, 200.0, 64.76923076923077)","(61.0, 370.0, 178.0)","(1.8, 99999, 99990)","(51.0, 120.0, 90.0)","(2.35, 2.94, 2.8499999999999996)","(13.0, 19.0, 17.6875)","(81.0, 250.0, 163.33333333333331)","(41.0, 110.0, 83.33333333333333)","(41.0, 99999, 99990)","(12.0, 20.0, 18.5)"
07-12-2022 18:46:02.325254,"(26.0, 190.0, 102.0)","(61.0, 370.0, 300.0)","(1.8, 99999, 99990)","(51.0, 120.0, 95.0)","(2.35, 2.94, 2.93)","(13.0, 19.0, 17.6875)","(81.0, 250.0, 182.5)","(41.0, 110.0, 93.33333333333333)","(41.0, 99999, 99990)","(12.0, 20.0, 18.5)"
07-12-2022 18:46:03.958530,"(26.0, 160.0, 65.33333333333333)","(61.0, 340.0, 210.0)","(1.8, 99999, 99990)","(51.0, 110.0, 88.57142857142857)","(2.35, 2.94, 2.9092307692307693)","(13.0, 19.0, 17.6875)","(81.0, 220.0, 186.66666666666669)","(41.0, 130.0, 96.66666666666667)","(41.0, 99999, 99990)","(12.0, 20.0, 18.5)"
07-12-2022 18:46:05.599477,"(26.0, 140.0, 92.0)","(61.0, 330.0, 213.33333333333334)","(1.8, 99999, 99990)","(51.0, 110.0, 95.0)","(2.35, 2.94, 2.9092307692307693)","(13.0, 19.0, 17.6875)","(81.0, 200.0, 153.33333333333334)","(41.0, 110.0, 96.66666666666667)","(41.0, 99999, 99990)","(12.0, 20.0, 18.5)"
07-12-2022 18:46:07.205556,"(26.0, 130.0, 60.888888888888886)","(61.0, 320.0, 266.6666666666667)","(1.8, 99999, 99990)","(51.0, 110.0, 136.66666666666666)","(2.35, 2.94, 2.88)","(13.0, 19.0, 17.6875)","(81.0, 200.0, 157.5)","(41.0, 110.0, 86.66666666666667)","(41.0, 99999, 99990)","(12.0, 20.0, 18.5)"
07-12-2022 18:46:08.841906,"(26.0, 120.0, 95.6)","(61.0, 320.0, 266.6666666666667)","(1.8, 99999, 99990)","(51.0, 250.0, 144.0)","(2.35, 2.94, 2.9092307692307693)","(13.0, 19.0, 22.03333333333333)","(81.0, 180.0, 145.0)","(41.0, 110.0, 96.66666666666667)","(41.0, 99999, 99990)","(12.0, 20.0, 18.5)"
07-12-2022 18:46:10.539047,"(26.0, 110.0, 70.0)","(61.0, 320.0, 230.0)","(1.8, 99999, 99990)","(51.0, 240.0, 123.75)","(2.35, 2.94, 2.833333333333333)","(13.0, 26.0, 23.333333333333332)","(81.0, 170.0, 151.25)","(41.0, 110.0, 86.66666666666667)","(41.0, 99999, 99990)","(12.0, 20.0, 18.5)"
07-12-2022 18:46:12.163629,"(26.0, 100.0, 55.714285714285715)","(61.0, 410.0, 346.66666666666663)","(1.8, 99999, 99990)","(51.0, 240.0, 130.0)","(2.35, 2.94, 2.833333333333333)","(13.0, 24.0, 21.884615384615383)","(81.0, 170.0, 151.25)","(41.0, 110.0, 86.66666666666667)","(41.0, 99999, 99990)","(12.0, 20.0, 18.5)"
07-12-2022 18:46:13.808697,"(26.0, 95.0, 55.714285714285715)","(61.0, 700.0, 346.66666666666663)","(1.8, 99999, 99990)","(51.0, 220.0, 130.0)","(2.35, 2.94, 2.833333333333333)","(13.0, 24.0, 21.857142857142858)","(81.0, 170.0, 151.25)","(41.0, 110.0, 86.66666666666667)","(41.0, 99999, 99990)","(12.0, 20.0, 18.5)"
07-12-2022 18:46:15.562122,"(26.0, 90.0, 55.714285714285715)","(61.0, 700.0, 346.66666666666663)","(1.8, 99999, 99990)","(51.0, 220.0, 116.25)","(2.35, 2.94, 2.8466666666666667)","(13.0, 24.0, 22.166666666666668)","(81.0, 170.0, 151.25)","(41.0, 110.0, 86.66666666666667)","(41.0, 99999, 99990)","(12.0, 20.0, 18.5)"
07-12-2022 18:46:17.344920,"(26.0, 90.0, 58.0)","(61.0, 700.0, 425.0)","(1.8, 99999, 99990)","(51.0, 210.0, 148.0)","(2.35, 2.94, 2.884)","(13.0, 23.0, 20.75)","(81.0, 170.0, 151.25)","(41.0, 110.0, 86.66666666666667)","(41.0, 99999, 99990)","(12.0, 20.0, 18.5)"
07-12-2022 18:46:19.098809,"(26.0, 90.0, 58.0)","(61.0, 680.0, 336.66666666666663)","(1.8, 99999, 99990)","(51.0, 190.0, 115.0)","(2.35, 2.94, 2.905)","(13.0, 23.0, 21.125)","(81.0, 170.0, 151.25)","(41.0, 110.0, 86.66666666666667)","(41.0, 99999, 99990)","(12.0, 20.0, 18.5)"
07-12-2022 18:46:20.804695,"(26.0, 90.0, 58.0)","(61.0, 670.0, 333.33333333333337)","(1.8, 99999, 99990)","(51.0, 190.0, 105.0)","(2.35, 2.94, 2.9336363636363636)","(13.0, 23.0, 20.5)","(81.0, 170.0, 151.25)","(41.0, 110.0, 110.0)","(41.0, 99999, 99990)","(12.0, 20.0, 18.5)"
07-12-2022 18:46:22.528529,"(26.0, 90.0, 58.0)","(61.0, 660.0, 287.5)","(1.8, 99999, 99990)","(51.0, 180.0, 104.0)","(2.35, 2.94, 2.9299999999999997)","(13.0, 22.0, 20.5)","(81.0, 170.0, 151.25)","(41.0, 250.0, 152.5)","(41.0, 99999, 99990)","(12.0, 20.0, 18.5)"
07-12-2022 18:46:24.372513,"(26.0, 90.0, 58.0)","(61.0, 640.0, 287.5)","(1.8, 99999, 99990)","(51.0, 160.0, 105.0)","(2.35, 2.94, 2.9346666666666668)","(13.0, 22.0, 19.136363636363637)","(81.0, 170.0, 151.25)","(41.0, 230.0, 113.75)","(41.0, 99999, 99990)","(12.0, 20.0, 18.5)"
07-12-2022 18:46:26.217307,"(26.0, 90.0, 75.625)","(61.0, 640.0, 287.5)","(1.8, 99999, 99990)","(51.0, 150.0, 110.0)","(2.35, 2.94, 2.9233333333333333)","(13.0, 22.0, 18.67391304347826)","(81.0, 170.0, 240.0)","(41.0, 230.0, 101.42857142857143)","(41.0, 99999, 99990)","(12.0, 28.0, 21.0)"
07-12-2022 18:46:28.014878,"(26.0, 90.0, 75.75)","(61.0, 640.0, 234.28571428571428)","(1.8, 99999, 99990)","(51.0, 150.0, 110.83333333333334)","(2.35, 2.94, 2.92)","(13.0, 22.0, 19.40909090909091)","(81.0, 330.0, 172.5)","(41.0, 210.0, 123.33333333333334)","(41.0, 99999, 99990)","(12.0, 26.0, 23.333333333333332)"
07-12-2022 18:46:29.805725,"(26.0, 85.0, 73.33333333333334)","(61.0, 620.0, 256.0)","(1.8, 99999, 99990)","(51.0, 140.0, 103.33333333333333)","(2.35, 2.94, 2.92)","(13.0, 21.0, 19.833333333333332)","(81.0, 300.0, 167.5)","(41.0, 210.0, 135.0)","(41.0, 99999, 99990)","(12.0, 25.0, 23.7)"
07-12-2022 18:46:31.554859,"(26.0, 80.0, 67.5)","(61.0, 600.0, 256.0)","(1.8, 99999, 99990)","(51.0, 130.0, 103.33333333333333)","(2.35, 2.94, 2.92)","(13.0, 21.0, 19.833333333333332)","(81.0, 280.0, 165.0)","(41.0, 190.0, 94.28571428571429)","(41.0, 99999, 99990)","(12.0, 24.0, 20.818181818181817)"
07-12-2022 18:46:33.382941,"(26.0, 80.0, 65.0)","(61.0, 600.0, 306.66666666666663)","(1.8, 99999, 99990)","(51.0, 130.0, 106.66666666666667)","(2.35, 2.94, 2.92)","(13.0, 21.0, 19.833333333333332)","(81.0, 270.0, 170.0)","(41.0, 180.0, 125.0)","(41.0, 99999, 99990)","(12.0, 24.0, 20.818181818181817)"
07-12-2022 18:46:35.393339,"(26.0, 80.0, 65.0)","(71.0, 600.0, 209.0909090909091)","(1.75, 99999, 99990)","(51.0, 130.0, 120.0)","(2.35, 2.94, 2.931)","(13.0, 21.0, 19.833333333333332)","(91.0, 240.0, 141.0)","(51.0, 170.0, 125.0)","(41.0, 99999, 99990)","(12.0, 23.0, 20.25)"
07-12-2022 18:46:37.126265,"(26.0, 80.0, 62.5)","(71.0, 600.0, 398.8888888888889)","(1.75, 99999, 99990)","(51.0, 130.0, 120.0)","(2.35, 2.94, 2.9254545454545453)","(13.0, 21.0, 18.375)","(91.0, 240.0, 184.0)","(51.0, 170.0, 146.25)","(41.0, 99999, 99990)","(12.0, 23.0, 20.5)"
07-12-2022 18:46:38.873981,"(26.0, 75.0, 62.5)","(71.0, 590.0, 452.85714285714283)","(1.75, 99999, 99990)","(51.0, 130.0, 120.0)","(2.35, 2.94, 2.912)","(13.0, 21.0, 19.0)","(91.0, 200.0, 176.0)","(51.0, 170.0, 146.25)","(41.0, 99999, 99990)","(12.0, 23.0, 21.071428571428573)"
07-12-2022 18:46:40.791845,"(26.0, 70.0, 62.5)","(71.0, 570.0, 291.25)","(1.75, 99999, 99990)","(51.0, 130.0, 120.0)","(2.35, 2.94, 2.912)","(13.0, 20.0, 19.0)","(91.0, 190.0, 178.0)","(51.0, 170.0, 146.25)","(41.0, 99999, 99990)","(12.0, 23.0, 21.071428571428573)"
07-12-2022 18:46:42.727200,"(26.0, 70.0, 62.5)","(71.0, 580.0, 296.6666666666667)","(1.75, 99999, 99990)","(51.0, 130.0, 255.71428571428572)","(2.35, 2.94, 2.912)","(13.0, 20.0, 19.0)","(91.0, 190.0, 178.0)","(51.0, 170.0, 146.25)","(41.0, 99999, 99990)","(12.0, 23.0, 26.5)"
07-12-2022 18:46:44.649413,"(26.0, 70.0, 62.5)","(71.0, 550.0, 391.25)","(1.75, 99999, 99990)","(51.0, 320.0, 156.8181818181818)","(2.35, 2.94, 2.924444444444444)","(13.0, 19.5, 19.0)","(91.0, 190.0, 166.0)","(51.0, 170.0, 146.25)","(41.0, 99999, 99990)","(12.0, 27.0, 24.5)"
07-12-2022 18:46:47.157888,"(26.0, 70.0, 62.5)","(71.0, 530.0, 318.33333333333337)","(1.75, 99999, 99990)","(51.0, 300.0, 145.0)","(2.35, 2.94, 2.924444444444444)","(13.0, 19.5, 19.0)","(91.0, 190.0, 166.0)","(51.0, 170.0, 146.25)","(41.0, 99999, 99990)","(12.0, 27.0, 23.272727272727273)"
07-12-2022 18:46:49.335989,"(26.0, 70.0, 62.5)","(71.0, 540.0, 286.66666666666663)","(1.75, 99999, 99990)","(51.0, 280.0, 140.0)","(2.35, 2.94, 2.929090909090909)","(13.0, 19.5, 18.625)","(91.0, 190.0, 166.0)","(51.0, 170.0, 122.85714285714286)","(41.0, 99999, 99990)","(12.0, 26.0, 21.5)"
07-12-2022 18:46:51.588504,"(26.0, 70.0, 62.5)","(71.0, 540.0, 417.14285714285717)","(1.75, 99999, 99990)","(51.0, 240.0, 150.0)","(2.35, 2.94, 2.929090909090909)","(13.0, 19.0, 18.625)","(91.0, 190.0, 166.0)","(51.0, 120.0, 113.33333333333334)","(41.0, 99999, 99990)","(12.0, 25.0, 21.5)"
07-12-2022 18:46:53.964153,"(26.0, 70.0, 62.5)","(71.0, 520.0, 410.0)","(1.75, 99999, 99990)","(51.0, 190.0, 130.0)","(2.35, 2.94, 2.929090909090909)","(13.0, 19.0, 17.90909090909091)","(91.0, 190.0, 166.0)","(51.0, 110.0, 101.42857142857143)","(41.0, 99999, 99990)","(12.0, 24.0, 21.714285714285715)"
07-12-2022 18:46:55.946959,"(26.0, 70.0, 62.5)","(71.0, 510.0, 320.0)","(1.75, 99999, 99990)","(51.0, 190.0, 132.5)","(2.35, 2.94, 2.929090909090909)","(13.0, 19.0, 18.176470588235293)","(91.0, 400.0, 332.5)","(51.0, 110.0, 101.42857142857143)","(41.0, 99999, 99990)","(12.0, 24.0, 22.857142857142858)"
07-12-2022 18:46:58.290399,"(26.0, 70.0, 62.5)","(71.0, 480.0, 320.0)","(1.75, 99999, 99990)","(51.0, 170.0, 103.125)","(2.35, 2.94, 2.929090909090909)","(13.0, 19.0, 18.176470588235293)","(91.0, 400.0, 175.0)","(51.0, 110.0, 101.42857142857143)","(41.0, 99999, 99990)","(12.0, 24.0, 22.857142857142858)"
07-12-2022 18:47:00.249902,"(26.0, 70.0, 62.5)","(71.0, 480.0, 320.0)","(1.75, 99999, 99990)","(51.0, 160.0, 102.85714285714286)","(2.35, 2.94, 2.929090909090909)","(13.0, 19.0, 18.176470588235293)","(91.0, 250.0, 175.0)","(51.0, 110.0, 101.42857142857143)","(41.0, 99999, 99990)","(12.0, 24.0, 22.857142857142858)"
07-12-2022 18:47:02.416062,"(26.0, 70.0, 62.5)","(71.0, 480.0, 270.0)","(1.75, 99999, 99990)","(51.0, 150.0, 117.0)","(2.35, 2.94, 2.9266666666666667)","(13.0, 19.0, 18.176470588235293)","(91.0, 250.0, 158.33333333333334)","(51.0, 110.0, 98.0)","(41.0, 99999, 99990)","(12.0, 24.0, 22.857142857142858)"
07-12-2022 18:47:04.472998,"(26.0, 70.0, 62.5)","(71.0, 470.0, 374.2857142857143)","(1.75, 99999, 99990)","(51.0, 150.0, 107.14285714285714)","(2.35, 2.94, 2.9266666666666667)","(13.0, 19.0, 19.0)","(91.0, 250.0, 220.0)","(51.0, 110.0, 92.0)","(41.0, 99999, 99990)","(12.0, 24.0, 22.857142857142858)"
07-12-2022 18:47:06.231837,"(26.0, 70.0, 80.0)","(71.0, 460.0, 360.0)","(1.75, 99999, 99990)","(51.0, 150.0, 110.0)","(2.35, 2.94, 3.0)","(13.0, 26.0, 21.5)","(91.0, 250.0, 175.0)","(51.0, 100.0, 93.33333333333333)","(41.0, 99999, 99990)","(12.0, 24.0, 23.2)"
07-12-2022 18:47:08.337159,"(26.0, 180.0, 93.33333333333334)","(71.0, 440.0, 360.0)","(1.75, 99999, 99990)","(51.0, 150.0, 127.14285714285714)","(2.35, 3.2, 3.076363636363636)","(13.0, 24.0, 21.666666666666668)","(91.0, 250.0, 175.0)","(51.0, 100.0, 93.33333333333333)","(41.0, 99999, 99990)","(12.0, 24.0, 23.25)"
07-12-2022 18:47:10.172441,"(26.0, 160.0, 85.71428571428572)","(71.0, 440.0, 276.6666666666667)","(1.75, 99999, 99990)","(51.0, 140.0, 120.0)","(2.35, 3.1, 3.0466666666666664)","(13.0, 23.0, 21.307692307692307)","(91.0, 250.0, 233.33333333333331)","(51.0, 100.0, 93.33333333333333)","(41.0, 99999, 99990)","(14.0, 24.0, 23.25)"
07-12-2022 18:47:12.001325,"(26.0, 150.0, 95.0)","(91.0, 490.0, 280.0)","(1.7, 99999, 99990)","(61.0, 130.0, 120.0)","(2.35, 3.15, 3.0228571428571427)","(13.0, 24.0, 21.0)","(91.0, 420.0, 236.66666666666669)","(51.0, 100.0, 93.33333333333333)","(41.0, 99999, 99990)","(14.0, 24.0, 23.9)"
07-12-2022 18:47:13.725158,"(26.0, 130.0, 74.0)","(91.0, 480.0, 280.0)","(1.7, 99999, 99990)","(61.0, 130.0, 225.0)","(2.35, 3.05, 2.944444444444444)","(14.0, 23.0, 20.2)","(91.0, 410.0, 300.0)","(51.0, 100.0, 93.33333333333333)","(41.0, 99999, 99990)","(14.0, 26.0, 23.9)"
07-12-2022 18:47:15.759984,"(26.0, 130.0, 76.66666666666667)","(91.0, 480.0, 280.0)","(1.7, 99999, 99990)","(61.0, 310.0, 223.75)","(2.35, 3.05, 2.8857142857142857)","(14.0, 23.0, 20.529411764705884)","(91.0, 400.0, 226.66666666666669)","(51.0, 110.0, 80.0)","(41.0, 99999, 99990)","(14.0, 24.0, 23.46666666666667)"
07-12-2022 18:47:17.724246,"(26.0, 110.0, 68.88888888888889)","(91.0, 480.0, 280.0)","(1.7, 99999, 99990)","(61.0, 270.0, 142.72727272727275)","(2.35, 2.96, 2.936)","(14.0, 23.0, 20.529411764705884)","(91.0, 370.0, 202.0)","(51.0, 95.0, 83.0)","(41.0, 99999, 99990)","(14.0, 19.5, 18.5)"
07-12-2022 18:47:19.453093,"(31.0, 100.0, 77.5)","(91.0, 480.0, 280.0)","(1.7, 99999, 99990)","(61.0, 270.0, 174.0)","(2.35, 2.96, 2.936)","(14.0, 23.0, 20.529411764705884)","(91.0, 370.0, 290.0)","(51.0, 95.0, 137.85714285714286)","(41.0, 99999, 99990)","(14.0, 18.5, 17.833333333333332)"
07-12-2022 18:47:21.255483,"(31.0, 95.0, 68.57142857142857)","(91.0, 480.0, 280.0)","(1.7, 99999, 99990)","(61.0, 240.0, 126.66666666666666)","(2.35, 2.96, 2.8676923076923075)","(14.0, 23.0, 18.017857142857142)","(91.0, 360.0, 308.1818181818182)","(51.0, 150.0, 137.85714285714286)","(41.0, 99999, 99990)","(14.0, 18.5, 17.833333333333332)"
07-12-2022 18:47:22.953047,"(31.0, 90.0, 75.0)","(91.0, 480.0, 280.0)","(1.7, 99999, 99990)","(51.0, 230.0, 147.5)","(2.35, 2.96, 2.9442857142857144)","(14.0, 18.5, 21.142857142857142)","(91.0, 350.0, 318.0)","(51.0, 150.0, 140.0)","(41.0, 99999, 99990)","(12.0, 18.5, 18.0)"
07-12-2022 18:47:24.597956,"(31.0, 85.0, 75.0)","(91.0, 480.0, 280.0)","(1.7, 99999, 99990)","(51.0, 210.0, 106.66666666666667)","(2.35, 2.96, 3.112727272727273)","(14.0, 23.0, 19.0)","(91.0, 340.0, 225.0)","(51.0, 200.0, 142.5)","(41.0, 99999, 99990)","(12.0, 19.0, 18.5)"
07-12-2022 18:47:26.332029,"(31.0, 85.0, 77.0)","(91.0, 480.0, 280.0)","(1.7, 99999, 99990)","(51.0, 190.0, 132.5)","(2.35, 3.2, 2.968888888888889)","(14.0, 20.0, 19.0)","(91.0, 320.0, 300.0)","(51.0, 200.0, 151.66666666666669)","(41.0, 99999, 99990)","(12.0, 20.0, 18.17391304347826)"
07-12-2022 18:47:27.894273,"(31.0, 85.0, 77.0)","(91.0, 480.0, 394.2857142857143)","(1.7, 99999, 99990)","(51.0, 180.0, 120.0)","(2.35, 3.2, 2.968888888888889)","(14.0, 20.0, 18.733333333333334)","(91.0, 320.0, 267.27272727272725)","(51.0, 190.0, 121.66666666666666)","(41.0, 99999, 99990)","(12.0, 20.0, 18.227272727272727)"
07-12-2022 18:47:29.490879,"(31.0, 120.0, 80.0)","(91.0, 480.0, 325.0)","(1.7, 99999, 99990)","(61.0, 170.0, 102.85714285714286)","(2.35, 3.2, 2.968888888888889)","(14.0, 22.0, 19.333333333333332)","(91.0, 300.0, 259.0909090909091)","(51.0, 180.0, 140.0)","(41.0, 99999, 99990)","(12.0, 18.5, 18.227272727272727)"
07-12-2022 18:47:31.073183,"(31.0, 110.0, 80.0)","(91.0, 470.0, 325.0)","(1.7, 99999, 99990)","(61.0, 150.0, 102.85714285714286)","(2.35, 3.2, 2.968888888888889)","(14.0, 21.0, 19.0)","(91.0, 290.0, 223.84615384615384)","(51.0, 160.0, 125.0)","(41.0, 99999, 99990)","(12.0, 18.5, 18.636363636363637)"
07-12-2022 18:47:32.727513,"(31.0, 95.0, 67.5)","(91.0, 450.0, 365.7142857142857)","(1.7, 99999, 99990)","(61.0, 150.0, 102.85714285714286)","(2.35, 3.2, 2.968888888888889)","(14.0, 20.0, 18.733333333333334)","(91.0, 270.0, 226.36363636363637)","(51.0, 140.0, 125.0)","(41.0, 99999, 99990)","(12.0, 19.0, 18.03846153846154)"
07-12-2022 18:47:34.424227,"(31.0, 90.0, 64.16666666666667)","(91.0, 440.0, 324.44444444444446)","(1.7, 99999, 99990)","(61.0, 150.0, 102.85714285714286)","(2.35, 3.2, 2.968888888888889)","(14.0, 22.0, 18.6)","(91.0, 250.0, 226.36363636363637)","(51.0, 140.0, 125.0)","(41.0, 99999, 99990)","(12.0, 18.5, 18.03846153846154)"
07-12-2022 18:47:36.220206,"(31.0, 85.0, 63.333333333333336)","(91.0, 440.0, 324.44444444444446)","(1.7, 99999, 99990)","(61.0, 150.0, 100.5)","(2.35, 3.2, 2.968888888888889)","(14.0, 20.0, 18.6)","(91.0, 250.0, 228.0)","(51.0, 140.0, 122.85714285714286)","(41.0, 99999, 99990)","(12.0, 18.5, 18.03846153846154)"
07-12-2022 18:47:37.960983,"(31.0, 80.0, 65.0)","(91.0, 440.0, 272.8571428571429)","(1.7, 99999, 99990)","(61.0, 150.0, 110.0)","(2.35, 3.2, 2.95625)","(14.0, 20.0, 18.6)","(91.0, 240.0, 201.8181818181818)","(51.0, 130.0, 106.66666666666667)","(51.0, 99999, 99990)","(12.0, 20.0, 18.03846153846154)"
07-12-2022 18:47:39.564989,"(31.0, 80.0, 65.0)","(91.0, 440.0, 272.8571428571429)","(1.7, 99999, 99990)","(61.0, 140.0, 110.0)","(2.35, 3.2, 2.9636363636363634)","(14.0, 20.0, 18.6)","(91.0, 220.0, 192.0)","(51.0, 120.0, 106.66666666666667)","(51.0, 99999, 99990)","(12.0, 20.0, 18.03846153846154)"
07-12-2022 18:47:41.155533,"(31.0, 80.0, 65.0)","(101.0, 440.0, 351.42857142857144)","(1.7, 99999, 99990)","(61.0, 140.0, 113.33333333333334)","(2.35, 3.2, 2.968888888888889)","(14.0, 20.0, 20.107142857142858)","(91.0, 210.0, 192.0)","(51.0, 120.0, 106.66666666666667)","(51.0, 99999, 99990)","(12.0, 20.0, 18.636363636363637)"
07-12-2022 18:47:42.755808,"(31.0, 80.0, 65.0)","(101.0, 420.0, 344.2857142857143)","(1.7, 99999, 99990)","(61.0, 130.0, 102.5)","(2.35, 3.2, 2.968888888888889)","(14.0, 23.0, 20.285714285714285)","(91.0, 210.0, 192.0)","(51.0, 120.0, 106.66666666666667)","(51.0, 99999, 99990)","(12.0, 19.0, 18.636363636363637)"
07-12-2022 18:47:44.338555,"(31.0, 80.0, 65.0)","(101.0, 410.0, 344.2857142857143)","(1.7, 99999, 99990)","(61.0, 120.0, 95.0)","(2.35, 3.2, 2.968888888888889)","(14.0, 21.0, 19.571428571428573)","(91.0, 210.0, 192.0)","(51.0, 120.0, 106.66666666666667)","(51.0, 99999, 99990)","(12.0, 19.0, 18.636363636363637)"
07-12-2022 18:47:45.931786,"(31.0, 80.0, 67.5)","(101.0, 410.0, 344.2857142857143)","(1.7, 99999, 99990)","(61.0, 120.0, 95.0)","(2.35, 3.2, 2.968888888888889)","(14.0, 20.0, 21.75)","(91.0, 210.0, 192.0)","(51.0, 120.0, 106.66666666666667)","(51.0, 99999, 99990)","(12.0, 19.0, 18.636363636363637)"
07-12-2022 18:47:47.553058,"(31.0, 75.0, 65.0)","(101.0, 410.0, 337.1428571428571)","(1.7, 99999, 99990)","(61.0, 120.0, 95.0)","(2.35, 3.2, 2.96)","(14.0, 25.0, 21.392857142857142)","(91.0, 210.0, 197.14285714285714)","(51.0, 120.0, 106.66666666666667)","(51.0, 99999, 99990)","(12.0, 19.0, 18.0)"
07-12-2022 18:47:49.328572,"(31.0, 80.0, 65.0)","(101.0, 400.0, 322.8571428571429)","(1.7, 99999, 99990)","(61.0, 120.0, 95.0)","(2.35, 3.2, 2.946774193548387)","(14.0, 23.0, 21.0)","(91.0, 210.0, 166.36363636363637)","(51.0, 120.0, 106.66666666666667)","(51.0, 99999, 99990)","(12.0, 19.0, 18.0)"
07-12-2022 18:47:51.086640,"(31.0, 80.0, 63.75)","(101.0, 380.0, 315.7142857142857)","(1.7, 99999, 99990)","(61.0, 120.0, 95.0)","(2.35, 3.15, 2.953333333333333)","(14.0, 22.0, 20.6875)","(91.0, 210.0, 179.0909090909091)","(51.0, 120.0, 106.66666666666667)","(51.0, 99999, 99990)","(12.0, 18.5, 17.75)"
07-12-2022 18:47:52.799997,"(31.0, 75.0, 63.75)","(101.0, 370.0, 361.25)","(1.7, 99999, 99990)","(61.0, 120.0, 95.0)","(2.35, 3.1, 2.98)","(14.0, 22.0, 20.6875)","(91.0, 190.0, 163.33333333333334)","(51.0, 120.0, 106.66666666666667)","(51.0, 99999, 99990)","(12.0, 18.5, 17.9375)"
07-12-2022 18:47:54.637820,"(31.0, 75.0, 63.75)","(101.0, 470.0, 558.5714285714286)","(1.7, 99999, 99990)","(61.0, 120.0, 93.75)","(2.35, 3.1, 2.98)","(14.0, 22.0, 20.6875)","(91.0, 180.0, 163.33333333333334)","(51.0, 120.0, 106.66666666666667)","(51.0, 99999, 99990)","(12.0, 19.0, 18.428571428571427)"
07-12-2022 18:47:56.442864,"(31.0, 75.0, 63.75)","(101.0, 710.0, 420.625)","(1.7, 99999, 99990)","(61.0, 120.0, 93.75)","(2.35, 3.1, 2.9491666666666667)","(14.0, 22.0, 19.571428571428573)","(91.0, 180.0, 163.33333333333334)","(51.0, 120.0, 106.66666666666667)","(51.0, 99999, 99990)","(12.0, 19.0, 17.75)"
07-12-2022 18:47:58.333831,"(31.0, 75.0, 63.75)","(101.0, 950.0, 715.7142857142857)","(1.7, 99999, 99990)","(61.0, 120.0, 93.75)","(2.35, 3.05, 2.956)","(14.0, 20.0, 19.529411764705884)","(101.0, 180.0, 163.33333333333334)","(51.0, 120.0, 106.66666666666667)","(51.0, 99999, 99990)","(12.0, 18.5, 18.071428571428573)"
07-12-2022 18:48:00.087931,"(31.0, 75.0, 44.333333333333336)","(101.0, 930.0, 694.2857142857143)","(1.7, 99999, 99990)","(61.0, 120.0, 60.0)","(2.35, 3.1, 2.9506896551724138)","(14.0, 22.0, 20.23076923076923)","(101.0, 180.0, 163.33333333333334)","(51.0, 120.0, 71.6)","(51.0, 99999, 99990)","(12.0, 20.0, 17.789473684210527)"
