,Imperial Master,Perfect Design,Shrinking,Weblec Breeze,Miss Graphite,Scott Hue,Follow You,Diamond Carat
07-01-2023 09:19:54.096418,"(4.2, 7.8, 6.376923076923077)","(5.5, 10.5, 8.417857142857143)","(5.0, 7.6, 6.564285714285714)","(71.0, 590.0, 514.2857142857142)","(4.0, 6.6, 5.25)","(15.0, 42.0, 34.22222222222222)","(5.0, 11.0, 6.785714285714286)","(5.5, 11.0, 7.0)"
07-01-2023 09:19:55.233178,"(4.2, 7.8, 6.376923076923077)","(5.5, 10.5, 8.417857142857143)","(5.0, 7.6, 6.564285714285714)","(71.0, 590.0, 514.2857142857142)","(4.0, 6.6, 5.25)","(15.0, 42.0, 34.22222222222222)","(5.0, 11.0, 6.785714285714286)","(5.5, 11.0, 7.0)"
07-01-2023 09:19:56.317763,"(4.2, 7.8, 6.376923076923077)","(5.5, 10.5, 8.417857142857143)","(5.0, 7.6, 6.564285714285714)","(71.0, 590.0, 514.2857142857142)","(4.0, 6.6, 5.25)","(15.0, 42.0, 34.22222222222222)","(5.0, 11.0, 6.785714285714286)","(5.5, 11.0, 7.0)"
07-01-2023 09:19:57.388409,"(4.2, 7.8, 6.376923076923077)","(5.5, 10.5, 8.417857142857143)","(5.0, 7.6, 6.564285714285714)","(71.0, 590.0, 514.2857142857142)","(4.0, 6.6, 5.25)","(15.0, 42.0, 34.22222222222222)","(5.0, 11.0, 6.785714285714286)","(5.5, 11.0, 7.0)"
07-01-2023 09:19:58.463900,"(4.2, 7.8, 6.376923076923077)","(5.5, 10.5, 8.417857142857143)","(5.0, 7.6, 6.564285714285714)","(71.0, 590.0, 514.2857142857142)","(4.0, 6.6, 5.25)","(15.0, 42.0, 34.22222222222222)","(5.0, 11.0, 6.785714285714286)","(5.5, 11.0, 7.0)"
07-01-2023 09:19:59.475332,"(4.2, 7.8, 6.376923076923077)","(5.5, 10.5, 8.417857142857143)","(5.0, 7.6, 6.564285714285714)","(71.0, 590.0, 514.2857142857142)","(4.0, 6.6, 5.25)","(15.0, 42.0, 34.22222222222222)","(5.0, 11.0, 6.785714285714286)","(5.5, 11.0, 7.0)"
07-01-2023 09:20:00.493049,"(4.2, 7.8, 6.376923076923077)","(5.5, 10.5, 8.417857142857143)","(5.0, 7.6, 6.564285714285714)","(71.0, 590.0, 514.2857142857142)","(4.0, 6.6, 5.25)","(15.0, 42.0, 34.22222222222222)","(5.0, 11.0, 6.785714285714286)","(5.5, 11.0, 7.0)"
07-01-2023 09:20:01.530037,"(4.2, 7.8, 6.376923076923077)","(5.5, 10.5, 8.417857142857143)","(5.0, 7.6, 6.564285714285714)","(71.0, 590.0, 514.2857142857142)","(4.0, 6.6, 5.25)","(15.0, 42.0, 34.22222222222222)","(5.0, 11.0, 6.785714285714286)","(5.5, 11.0, 7.0)"
07-01-2023 09:20:02.586660,"(4.2, 7.8, 6.376923076923077)","(5.5, 10.5, 8.417857142857143)","(5.0, 7.6, 6.564285714285714)","(71.0, 590.0, 514.2857142857142)","(4.0, 6.6, 5.25)","(15.0, 42.0, 34.22222222222222)","(5.0, 11.0, 6.785714285714286)","(5.5, 11.0, 7.0)"
07-01-2023 09:20:03.608983,"(4.2, 7.8, 6.376923076923077)","(5.5, 10.5, 8.417857142857143)","(5.0, 7.6, 6.564285714285714)","(71.0, 590.0, 514.2857142857142)","(4.0, 6.6, 5.25)","(15.0, 42.0, 34.22222222222222)","(5.0, 11.0, 6.785714285714286)","(5.5, 11.0, 7.0)"
07-01-2023 09:20:04.666556,"(4.2, 7.8, 6.376923076923077)","(5.5, 10.5, 8.417857142857143)","(5.0, 7.6, 6.564285714285714)","(71.0, 590.0, 514.2857142857142)","(4.0, 6.6, 5.25)","(15.0, 42.0, 34.22222222222222)","(5.0, 11.0, 6.785714285714286)","(5.5, 11.0, 7.0)"
07-01-2023 09:20:05.735988,"(4.2, 7.8, 6.376923076923077)","(5.5, 10.5, 8.417857142857143)","(5.0, 7.6, 6.564285714285714)","(71.0, 590.0, 514.2857142857142)","(4.0, 6.6, 5.25)","(15.0, 42.0, 34.22222222222222)","(5.0, 11.0, 6.785714285714286)","(5.5, 11.0, 7.0)"
07-01-2023 09:20:06.758242,"(4.2, 7.8, 6.376923076923077)","(5.5, 10.5, 8.417857142857143)","(5.0, 7.6, 6.564285714285714)","(71.0, 590.0, 514.2857142857142)","(4.0, 6.6, 5.25)","(15.0, 42.0, 34.22222222222222)","(5.0, 11.0, 6.785714285714286)","(5.5, 11.0, 7.0)"
07-01-2023 09:20:07.848615,"(4.2, 7.8, 6.376923076923077)","(5.5, 10.5, 8.417857142857143)","(5.0, 7.6, 6.564285714285714)","(71.0, 590.0, 514.2857142857142)","(4.0, 6.6, 5.25)","(15.0, 42.0, 34.22222222222222)","(5.0, 11.0, 6.785714285714286)","(5.5, 11.0, 7.0)"
07-01-2023 09:20:08.903319,"(4.2, 7.8, 6.376923076923077)","(5.5, 10.5, 8.417857142857143)","(5.0, 7.6, 6.564285714285714)","(71.0, 590.0, 514.2857142857142)","(4.0, 6.6, 5.25)","(15.0, 42.0, 34.22222222222222)","(5.0, 11.0, 6.785714285714286)","(5.5, 11.0, 7.0)"
07-01-2023 09:20:09.960864,"(4.2, 7.8, 6.376923076923077)","(5.5, 10.5, 8.417857142857143)","(5.0, 7.6, 6.564285714285714)","(71.0, 590.0, 514.2857142857142)","(4.0, 6.6, 5.25)","(15.0, 42.0, 34.22222222222222)","(5.0, 11.0, 6.785714285714286)","(5.5, 11.0, 7.0)"
07-01-2023 09:20:11.048370,"(4.2, 7.8, 6.376923076923077)","(5.5, 10.5, 8.417857142857143)","(5.0, 7.6, 6.564285714285714)","(71.0, 590.0, 514.2857142857142)","(4.0, 6.6, 5.25)","(15.0, 42.0, 34.22222222222222)","(5.0, 11.0, 6.785714285714286)","(5.5, 11.0, 7.0)"
07-01-2023 09:20:12.127472,"(4.2, 7.8, 6.376923076923077)","(5.5, 10.5, 8.417857142857143)","(5.0, 7.6, 6.564285714285714)","(71.0, 590.0, 514.2857142857142)","(4.0, 6.6, 5.25)","(15.0, 42.0, 34.22222222222222)","(5.0, 11.0, 6.785714285714286)","(5.5, 11.0, 7.0)"
07-01-2023 09:20:13.186707,"(4.2, 7.8, 6.376923076923077)","(5.5, 10.5, 8.417857142857143)","(5.0, 7.6, 6.564285714285714)","(71.0, 590.0, 514.2857142857142)","(4.0, 6.6, 5.25)","(15.0, 42.0, 34.22222222222222)","(5.0, 11.0, 6.785714285714286)","(5.5, 11.0, 7.0)"
07-01-2023 09:20:14.259510,"(4.2, 7.8, 6.376923076923077)","(5.5, 10.5, 8.417857142857143)","(5.0, 7.6, 6.564285714285714)","(71.0, 590.0, 514.2857142857142)","(4.0, 6.6, 5.25)","(15.0, 42.0, 34.22222222222222)","(5.0, 11.0, 6.785714285714286)","(5.5, 11.0, 7.0)"
07-01-2023 09:20:15.329478,"(4.2, 7.8, 6.376923076923077)","(5.5, 10.5, 8.417857142857143)","(5.0, 7.6, 6.564285714285714)","(71.0, 590.0, 514.2857142857142)","(4.0, 6.6, 5.25)","(15.0, 42.0, 34.22222222222222)","(5.0, 11.0, 6.785714285714286)","(5.5, 11.0, 7.0)"
07-01-2023 09:20:16.388393,"(4.2, 7.8, 6.376923076923077)","(5.5, 10.5, 8.417857142857143)","(5.0, 7.6, 6.564285714285714)","(71.0, 590.0, 514.2857142857142)","(4.0, 6.6, 5.25)","(15.0, 42.0, 34.22222222222222)","(5.0, 11.0, 6.785714285714286)","(5.5, 11.0, 7.0)"
07-01-2023 09:20:17.474266,"(4.2, 7.8, 6.376923076923077)","(5.5, 10.5, 8.417857142857143)","(5.0, 7.6, 6.564285714285714)","(71.0, 590.0, 514.2857142857142)","(4.0, 6.6, 5.25)","(15.0, 42.0, 34.22222222222222)","(5.0, 11.0, 6.785714285714286)","(5.5, 11.0, 7.0)"
07-01-2023 09:20:18.571173,"(4.2, 7.8, 6.376923076923077)","(5.5, 10.5, 8.417857142857143)","(5.0, 7.6, 6.564285714285714)","(71.0, 590.0, 514.2857142857142)","(4.0, 6.6, 5.25)","(15.0, 42.0, 34.22222222222222)","(5.0, 11.0, 6.785714285714286)","(5.5, 11.0, 7.0)"
07-01-2023 09:20:19.660169,"(4.2, 7.8, 6.376923076923077)","(5.5, 10.5, 8.417857142857143)","(5.0, 7.6, 6.564285714285714)","(71.0, 590.0, 514.2857142857142)","(4.0, 6.6, 5.25)","(15.0, 42.0, 34.22222222222222)","(5.0, 11.0, 6.785714285714286)","(5.5, 11.0, 7.0)"
07-01-2023 09:20:21.023768,"(4.2, 7.8, 6.376923076923077)","(5.5, 10.5, 8.417857142857143)","(5.0, 7.6, 6.564285714285714)","(71.0, 590.0, 514.2857142857142)","(4.0, 6.6, 5.25)","(15.0, 42.0, 34.22222222222222)","(5.0, 11.0, 6.785714285714286)","(5.5, 11.0, 7.0)"
07-01-2023 09:20:22.273077,"(4.2, 7.8, 6.376923076923077)","(5.5, 10.5, 8.417857142857143)","(5.0, 7.6, 6.564285714285714)","(71.0, 590.0, 514.2857142857142)","(4.0, 6.6, 5.25)","(15.0, 42.0, 34.22222222222222)","(5.0, 11.0, 6.785714285714286)","(5.5, 11.0, 7.0)"
07-01-2023 09:20:23.471562,"(4.2, 7.8, 6.376923076923077)","(5.5, 10.5, 8.417857142857143)","(5.0, 7.6, 6.564285714285714)","(71.0, 590.0, 514.2857142857142)","(4.0, 6.6, 5.25)","(15.0, 42.0, 34.22222222222222)","(5.0, 11.0, 6.785714285714286)","(5.5, 11.0, 7.0)"
07-01-2023 09:20:24.670588,"(4.2, 7.8, 6.376923076923077)","(5.5, 10.5, 8.417857142857143)","(5.0, 7.6, 6.564285714285714)","(71.0, 590.0, 514.2857142857142)","(4.0, 6.6, 5.25)","(15.0, 42.0, 34.22222222222222)","(5.0, 11.0, 6.785714285714286)","(5.5, 11.0, 7.0)"
07-01-2023 09:20:25.877073,"(4.2, 7.8, 6.376923076923077)","(5.5, 10.5, 8.417857142857143)","(5.0, 7.6, 6.564285714285714)","(71.0, 590.0, 514.2857142857142)","(4.0, 6.6, 5.25)","(15.0, 42.0, 34.22222222222222)","(5.0, 11.0, 6.785714285714286)","(5.5, 11.0, 7.0)"
07-01-2023 09:20:27.052044,"(4.2, 7.8, 6.376923076923077)","(5.5, 10.5, 8.417857142857143)","(5.0, 7.6, 6.564285714285714)","(71.0, 590.0, 514.2857142857142)","(4.0, 6.6, 5.25)","(15.0, 42.0, 34.22222222222222)","(5.0, 11.0, 6.785714285714286)","(5.5, 11.0, 7.0)"
07-01-2023 09:20:28.144167,"(4.2, 7.8, 6.376923076923077)","(5.5, 10.5, 8.417857142857143)","(5.0, 7.6, 6.564285714285714)","(71.0, 590.0, 514.2857142857142)","(4.0, 6.6, 5.25)","(15.0, 42.0, 34.22222222222222)","(5.0, 11.0, 6.785714285714286)","(5.5, 11.0, 7.0)"
07-01-2023 09:20:29.204771,"(4.2, 7.8, 6.376923076923077)","(5.5, 10.5, 8.417857142857143)","(5.0, 7.6, 6.564285714285714)","(71.0, 590.0, 514.2857142857142)","(4.0, 6.6, 5.25)","(15.0, 42.0, 34.22222222222222)","(5.0, 11.0, 6.785714285714286)","(5.5, 11.0, 7.0)"
07-01-2023 09:20:30.251256,"(4.2, 7.8, 6.376923076923077)","(5.5, 10.5, 8.417857142857143)","(5.0, 7.6, 6.564285714285714)","(71.0, 590.0, 514.2857142857142)","(4.0, 6.6, 5.25)","(15.0, 42.0, 34.22222222222222)","(5.0, 11.0, 6.785714285714286)","(5.5, 11.0, 7.0)"
07-01-2023 09:20:31.268434,"(4.2, 7.8, 6.376923076923077)","(5.5, 10.5, 8.417857142857143)","(5.0, 7.6, 6.564285714285714)","(71.0, 590.0, 514.2857142857142)","(4.0, 6.6, 5.25)","(15.0, 42.0, 34.22222222222222)","(5.0, 11.0, 6.785714285714286)","(5.5, 11.0, 7.0)"
07-01-2023 09:20:32.329520,"(4.2, 7.8, 6.376923076923077)","(5.5, 10.5, 8.417857142857143)","(5.0, 7.6, 6.564285714285714)","(71.0, 590.0, 514.2857142857142)","(4.0, 6.6, 5.25)","(15.0, 42.0, 34.22222222222222)","(5.0, 11.0, 6.785714285714286)","(5.5, 11.0, 7.0)"
07-01-2023 09:20:33.472968,"(4.2, 7.8, 6.376923076923077)","(5.5, 10.5, 8.417857142857143)","(5.0, 7.6, 6.564285714285714)","(71.0, 590.0, 514.2857142857142)","(4.0, 6.6, 5.25)","(15.0, 42.0, 34.22222222222222)","(5.0, 11.0, 6.785714285714286)","(5.5, 11.0, 7.0)"
07-01-2023 09:20:34.612207,"(4.2, 7.8, 6.376923076923077)","(5.5, 10.5, 8.417857142857143)","(5.0, 7.6, 6.564285714285714)","(71.0, 590.0, 514.2857142857142)","(4.0, 6.6, 5.25)","(15.0, 42.0, 34.22222222222222)","(5.0, 11.0, 6.785714285714286)","(5.5, 11.0, 7.0)"
07-01-2023 09:20:35.805383,"(4.2, 7.8, 6.376923076923077)","(5.5, 10.5, 8.417857142857143)","(5.0, 7.6, 6.564285714285714)","(71.0, 590.0, 514.2857142857142)","(4.0, 6.6, 5.561538461538461)","(15.0, 42.0, 34.22222222222222)","(5.0, 11.0, 6.785714285714286)","(5.5, 11.0, 7.0)"
07-01-2023 09:20:37.001141,"(4.2, 7.8, 6.376923076923077)","(5.5, 10.5, 8.417857142857143)","(5.0, 7.6, 6.564285714285714)","(71.0, 590.0, 514.2857142857142)","(4.0, 6.6, 5.561538461538461)","(15.0, 42.0, 34.22222222222222)","(5.0, 11.0, 6.785714285714286)","(5.5, 11.0, 7.0)"
07-01-2023 09:20:38.139656,"(4.2, 7.8, 6.376923076923077)","(5.5, 10.5, 8.417857142857143)","(5.0, 7.6, 6.564285714285714)","(71.0, 590.0, 514.2857142857142)","(4.0, 6.6, 5.561538461538461)","(15.0, 42.0, 34.22222222222222)","(5.0, 11.0, 6.785714285714286)","(5.5, 11.0, 7.0)"
07-01-2023 09:20:39.287795,"(4.2, 7.8, 6.376923076923077)","(5.5, 10.5, 8.417857142857143)","(5.0, 7.6, 6.564285714285714)","(71.0, 590.0, 514.2857142857142)","(4.0, 6.6, 5.561538461538461)","(15.0, 42.0, 34.22222222222222)","(5.0, 11.0, 6.785714285714286)","(5.5, 11.0, 7.0)"
07-01-2023 09:20:40.435280,"(4.2, 7.8, 6.376923076923077)","(5.5, 10.5, 8.417857142857143)","(5.0, 7.6, 6.564285714285714)","(71.0, 590.0, 514.2857142857142)","(4.0, 6.6, 5.561538461538461)","(15.0, 42.0, 34.22222222222222)","(5.0, 11.0, 6.785714285714286)","(5.5, 11.0, 7.0)"
07-01-2023 09:20:41.611904,"(4.2, 7.8, 6.376923076923077)","(5.5, 10.5, 8.417857142857143)","(5.0, 7.6, 6.564285714285714)","(71.0, 590.0, 514.2857142857142)","(4.0, 6.6, 5.561538461538461)","(15.0, 42.0, 34.22222222222222)","(5.0, 11.0, 5.7272727272727275)","(5.5, 11.0, 7.0)"
07-01-2023 09:20:42.732086,"(4.2, 7.8, 6.376923076923077)","(5.5, 10.5, 8.417857142857143)","(5.0, 7.6, 6.564285714285714)","(71.0, 590.0, 514.2857142857142)","(4.0, 6.6, 5.561538461538461)","(15.0, 42.0, 34.22222222222222)","(5.0, 11.0, 5.7272727272727275)","(5.5, 11.0, 7.0)"
07-01-2023 09:20:43.869732,"(4.2, 7.8, 6.376923076923077)","(5.5, 10.5, 8.417857142857143)","(5.0, 7.6, 6.564285714285714)","(71.0, 590.0, 514.2857142857142)","(4.0, 6.6, 5.561538461538461)","(15.0, 42.0, 34.22222222222222)","(5.0, 11.0, 5.7272727272727275)","(5.5, 11.0, 7.0)"
07-01-2023 09:20:45.065416,"(4.2, 7.8, 6.376923076923077)","(5.5, 10.5, 8.417857142857143)","(5.0, 7.6, 6.564285714285714)","(71.0, 590.0, 514.2857142857142)","(4.0, 6.6, 5.561538461538461)","(15.0, 42.0, 34.22222222222222)","(5.0, 11.0, 5.7272727272727275)","(5.5, 11.0, 7.0)"
07-01-2023 09:20:46.367695,"(4.2, 7.8, 6.376923076923077)","(5.5, 10.5, 8.417857142857143)","(5.0, 7.6, 6.564285714285714)","(71.0, 590.0, 514.2857142857142)","(4.0, 6.6, 5.561538461538461)","(15.0, 42.0, 34.22222222222222)","(5.0, 11.0, 5.7272727272727275)","(5.5, 11.0, 7.0)"
07-01-2023 09:20:47.538781,"(4.2, 7.8, 6.376923076923077)","(5.5, 10.5, 8.417857142857143)","(5.0, 7.6, 6.564285714285714)","(71.0, 590.0, 514.2857142857142)","(4.0, 6.6, 5.561538461538461)","(15.0, 42.0, 34.22222222222222)","(5.0, 11.0, 5.7272727272727275)","(5.5, 11.0, 7.0)"
07-01-2023 09:20:48.723398,"(4.2, 7.8, 6.376923076923077)","(5.5, 10.5, 8.417857142857143)","(5.0, 7.6, 6.564285714285714)","(71.0, 590.0, 514.2857142857142)","(4.0, 6.6, 5.561538461538461)","(15.0, 42.0, 34.22222222222222)","(5.0, 11.0, 5.7272727272727275)","(5.5, 11.0, 7.0)"
07-01-2023 09:20:49.905533,"(4.2, 7.8, 6.376923076923077)","(5.5, 10.5, 8.417857142857143)","(5.0, 7.6, 6.564285714285714)","(71.0, 590.0, 514.2857142857142)","(4.0, 6.6, 5.561538461538461)","(15.0, 42.0, 34.22222222222222)","(5.0, 11.0, 5.7272727272727275)","(5.5, 11.0, 7.0)"
07-01-2023 09:20:51.089372,"(4.2, 7.8, 6.376923076923077)","(5.5, 10.5, 8.417857142857143)","(5.0, 7.6, 6.564285714285714)","(71.0, 590.0, 514.2857142857142)","(4.0, 6.6, 5.561538461538461)","(15.0, 42.0, 34.22222222222222)","(5.0, 11.0, 5.7272727272727275)","(5.5, 11.0, 7.0)"
07-01-2023 09:20:52.326137,"(4.2, 7.8, 6.376923076923077)","(5.5, 10.5, 8.417857142857143)","(5.0, 7.6, 6.564285714285714)","(71.0, 590.0, 514.2857142857142)","(4.0, 6.6, 5.561538461538461)","(15.0, 42.0, 34.22222222222222)","(5.0, 11.0, 5.7272727272727275)","(5.5, 11.0, 7.0)"
07-01-2023 09:20:53.542061,"(4.2, 7.8, 6.376923076923077)","(5.5, 10.5, 8.417857142857143)","(5.0, 7.6, 6.564285714285714)","(71.0, 590.0, 514.2857142857142)","(4.0, 6.6, 5.561538461538461)","(15.0, 42.0, 34.22222222222222)","(5.0, 11.0, 5.7272727272727275)","(5.5, 11.0, 7.0)"
07-01-2023 09:20:54.778204,"(4.2, 7.8, 6.376923076923077)","(5.5, 10.5, 8.417857142857143)","(5.0, 7.6, 6.564285714285714)","(71.0, 590.0, 514.2857142857142)","(4.0, 6.6, 5.561538461538461)","(15.0, 42.0, 34.22222222222222)","(5.0, 11.0, 5.7272727272727275)","(5.5, 11.0, 7.0)"
07-01-2023 09:20:56.166288,"(4.2, 7.8, 6.376923076923077)","(5.5, 10.5, 8.417857142857143)","(5.0, 7.6, 6.564285714285714)","(71.0, 590.0, 514.2857142857142)","(4.0, 6.6, 5.561538461538461)","(15.0, 42.0, 34.22222222222222)","(5.0, 11.0, 5.7272727272727275)","(5.5, 11.0, 7.0)"
07-01-2023 09:20:57.577700,"(4.2, 7.8, 6.376923076923077)","(5.5, 10.5, 8.417857142857143)","(5.0, 7.6, 6.564285714285714)","(71.0, 590.0, 514.2857142857142)","(4.0, 6.6, 5.561538461538461)","(15.0, 42.0, 34.22222222222222)","(5.0, 11.0, 5.7272727272727275)","(5.5, 11.0, 7.0)"
07-01-2023 09:20:58.918089,"(4.2, 7.8, 6.376923076923077)","(5.5, 10.5, 8.417857142857143)","(5.0, 7.6, 6.564285714285714)","(71.0, 590.0, 514.2857142857142)","(4.0, 6.6, 5.561538461538461)","(15.0, 42.0, 34.22222222222222)","(5.0, 11.0, 5.7272727272727275)","(5.5, 11.0, 7.0)"
07-01-2023 09:21:00.213197,"(4.2, 7.8, 6.376923076923077)","(5.5, 10.5, 8.417857142857143)","(5.0, 7.6, 6.564285714285714)","(71.0, 590.0, 514.2857142857142)","(4.0, 6.6, 5.561538461538461)","(15.0, 42.0, 34.22222222222222)","(5.0, 11.0, 5.7272727272727275)","(5.5, 11.0, 7.0)"
07-01-2023 09:21:01.478040,"(4.2, 7.8, 6.376923076923077)","(5.5, 10.5, 8.417857142857143)","(5.0, 7.6, 6.564285714285714)","(71.0, 590.0, 514.2857142857142)","(4.0, 6.6, 5.561538461538461)","(15.0, 42.0, 34.22222222222222)","(5.0, 11.0, 5.7272727272727275)","(5.5, 11.0, 7.0)"
07-01-2023 09:21:02.751245,"(4.2, 7.8, 6.376923076923077)","(5.5, 10.5, 8.417857142857143)","(5.0, 7.6, 6.564285714285714)","(71.0, 590.0, 514.2857142857142)","(4.0, 6.6, 5.561538461538461)","(15.0, 42.0, 34.22222222222222)","(5.0, 11.0, 5.7272727272727275)","(5.5, 11.0, 7.0)"
07-01-2023 09:21:04.080155,"(4.2, 7.8, 6.376923076923077)","(5.5, 10.5, 8.417857142857143)","(5.0, 7.6, 6.564285714285714)","(71.0, 590.0, 514.2857142857142)","(4.0, 6.6, 5.561538461538461)","(15.0, 42.0, 34.22222222222222)","(5.0, 11.0, 5.7272727272727275)","(5.5, 11.0, 7.0)"
07-01-2023 09:21:05.326248,"(4.2, 7.8, 6.376923076923077)","(5.5, 10.5, 8.417857142857143)","(5.0, 7.6, 6.564285714285714)","(71.0, 590.0, 514.2857142857142)","(4.0, 6.6, 5.561538461538461)","(15.0, 42.0, 34.22222222222222)","(5.0, 11.0, 5.7272727272727275)","(5.5, 11.0, 7.0)"
07-01-2023 09:21:06.629086,"(4.2, 7.8, 6.376923076923077)","(5.5, 10.5, 8.417857142857143)","(5.0, 7.6, 6.564285714285714)","(71.0, 590.0, 514.2857142857142)","(4.0, 6.6, 5.561538461538461)","(15.0, 42.0, 34.22222222222222)","(5.0, 11.0, 5.7272727272727275)","(5.5, 11.0, 7.0)"
07-01-2023 09:21:07.991045,"(4.2, 7.8, 6.376923076923077)","(5.5, 10.5, 8.417857142857143)","(5.0, 7.6, 6.564285714285714)","(71.0, 590.0, 514.2857142857142)","(4.0, 6.6, 5.561538461538461)","(15.0, 42.0, 34.22222222222222)","(5.0, 11.0, 5.7272727272727275)","(5.5, 11.0, 7.0)"
07-01-2023 09:21:09.251379,"(4.2, 7.8, 6.376923076923077)","(5.5, 10.5, 8.417857142857143)","(5.0, 7.6, 6.564285714285714)","(71.0, 590.0, 514.2857142857142)","(4.0, 6.6, 5.561538461538461)","(15.0, 42.0, 34.22222222222222)","(5.0, 11.0, 5.7272727272727275)","(5.5, 11.0, 7.0)"
07-01-2023 09:21:10.490113,"(4.2, 7.8, 6.376923076923077)","(5.5, 10.5, 8.417857142857143)","(5.0, 7.6, 6.564285714285714)","(71.0, 590.0, 514.2857142857142)","(4.0, 6.6, 5.561538461538461)","(15.0, 42.0, 34.22222222222222)","(5.0, 11.0, 7.411764705882353)","(5.5, 11.0, 7.0)"
07-01-2023 09:21:11.681446,"(4.2, 7.8, 6.376923076923077)","(5.5, 10.5, 8.417857142857143)","(5.0, 7.6, 6.564285714285714)","(71.0, 590.0, 514.2857142857142)","(4.0, 6.6, 5.561538461538461)","(15.0, 42.0, 34.22222222222222)","(5.0, 11.0, 5.545454545454545)","(5.5, 11.0, 7.0)"
07-01-2023 09:21:12.832009,"(4.2, 7.8, 6.376923076923077)","(5.5, 10.5, 8.417857142857143)","(5.0, 7.6, 6.564285714285714)","(71.0, 590.0, 514.2857142857142)","(4.0, 6.6, 5.561538461538461)","(15.0, 42.0, 34.22222222222222)","(5.0, 11.0, 5.545454545454545)","(5.5, 11.0, 7.0)"
07-01-2023 09:21:13.996426,"(4.2, 7.8, 6.376923076923077)","(5.5, 10.5, 8.417857142857143)","(5.0, 7.6, 6.564285714285714)","(71.0, 590.0, 514.2857142857142)","(4.0, 6.6, 5.561538461538461)","(15.0, 42.0, 34.22222222222222)","(5.0, 11.0, 5.545454545454545)","(5.5, 11.0, 7.0)"
07-01-2023 09:21:15.152291,"(4.2, 7.8, 6.376923076923077)","(5.5, 10.5, 8.417857142857143)","(5.0, 7.6, 6.564285714285714)","(71.0, 590.0, 514.2857142857142)","(4.0, 6.6, 5.561538461538461)","(15.0, 42.0, 34.22222222222222)","(5.0, 11.0, 5.545454545454545)","(5.5, 11.0, 7.0)"
07-01-2023 09:21:16.601421,"(4.2, 7.8, 6.376923076923077)","(5.5, 10.5, 8.417857142857143)","(5.0, 7.6, 6.564285714285714)","(71.0, 590.0, 514.2857142857142)","(4.0, 6.6, 5.561538461538461)","(15.0, 42.0, 34.22222222222222)","(5.0, 11.0, 5.545454545454545)","(5.5, 11.0, 7.0)"
07-01-2023 09:21:17.748679,"(4.2, 7.8, 6.376923076923077)","(5.5, 10.5, 8.417857142857143)","(5.0, 7.6, 6.564285714285714)","(71.0, 590.0, 514.2857142857142)","(4.0, 6.6, 5.561538461538461)","(15.0, 42.0, 34.22222222222222)","(5.0, 11.0, 5.545454545454545)","(5.5, 11.0, 7.0)"
07-01-2023 09:21:18.997422,"(4.2, 7.8, 6.376923076923077)","(5.5, 10.5, 8.417857142857143)","(5.0, 7.6, 6.564285714285714)","(71.0, 590.0, 514.2857142857142)","(4.0, 6.6, 5.561538461538461)","(15.0, 42.0, 34.22222222222222)","(5.0, 11.0, 5.545454545454545)","(5.5, 11.0, 7.0)"
07-01-2023 09:21:20.336769,"(4.2, 7.8, 6.376923076923077)","(5.5, 10.5, 8.417857142857143)","(5.0, 7.6, 6.564285714285714)","(71.0, 590.0, 514.2857142857142)","(4.0, 6.6, 5.561538461538461)","(15.0, 42.0, 34.22222222222222)","(5.0, 11.0, 5.545454545454545)","(5.5, 11.0, 7.0)"
07-01-2023 09:21:21.547107,"(4.2, 7.8, 6.376923076923077)","(5.5, 10.5, 8.417857142857143)","(5.0, 7.6, 6.564285714285714)","(71.0, 590.0, 514.2857142857142)","(4.0, 6.6, 5.561538461538461)","(15.0, 42.0, 34.22222222222222)","(5.0, 11.0, 5.545454545454545)","(5.5, 11.0, 7.0)"
07-01-2023 09:21:22.731710,"(4.2, 7.8, 6.376923076923077)","(5.5, 10.5, 8.417857142857143)","(5.0, 7.6, 6.564285714285714)","(71.0, 590.0, 514.2857142857142)","(4.0, 6.6, 5.561538461538461)","(15.0, 42.0, 34.22222222222222)","(5.0, 11.0, 5.545454545454545)","(5.5, 11.0, 7.0)"
07-01-2023 09:21:24.046795,"(4.2, 7.8, 6.376923076923077)","(5.5, 10.5, 8.417857142857143)","(5.0, 7.6, 6.564285714285714)","(71.0, 590.0, 514.2857142857142)","(4.0, 6.6, 5.561538461538461)","(15.0, 42.0, 34.22222222222222)","(5.0, 11.0, 5.545454545454545)","(5.5, 11.0, 7.0)"
07-01-2023 09:21:25.174852,"(4.2, 7.8, 6.376923076923077)","(5.5, 10.5, 8.417857142857143)","(5.0, 7.6, 6.564285714285714)","(71.0, 590.0, 514.2857142857142)","(4.0, 6.6, 5.969047619047618)","(15.0, 42.0, 34.22222222222222)","(5.0, 11.0, 6.785714285714286)","(5.5, 11.0, 7.0)"
07-01-2023 09:21:26.301364,"(4.2, 7.8, 6.376923076923077)","(5.5, 10.5, 8.417857142857143)","(5.0, 7.6, 6.564285714285714)","(71.0, 590.0, 514.2857142857142)","(4.0, 6.6, 5.969047619047618)","(15.0, 42.0, 34.22222222222222)","(5.0, 11.0, 6.785714285714286)","(5.5, 11.0, 7.0)"
