,Busted Axel,Springview Magic,Alpha Zap,Magical Trav,Magical Len,Champagne Jazzy
14-12-2022 13:31:40.750498,"(10.0, 25.0, 18.8125)","(7.0, 14.0, 11.666666666666668)","(11.0, 21.0, 16.25)","(7.0, 14.5, 13.955555555555556)","(18.0, 50.0, 38.333333333333336)","(1.3, 1.47, 1.4370588235294117)"
14-12-2022 13:31:41.812028,"(10.0, 25.0, 18.8125)","(7.0, 14.0, 11.666666666666668)","(11.0, 21.0, 16.25)","(7.0, 14.5, 13.955555555555556)","(18.0, 50.0, 38.333333333333336)","(1.3, 1.47, 1.4370588235294117)"
14-12-2022 13:31:42.955056,"(10.0, 25.0, 18.8125)","(7.0, 14.0, 11.666666666666668)","(11.0, 21.0, 16.25)","(7.0, 14.5, 13.955555555555556)","(18.0, 50.0, 38.333333333333336)","(1.3, 1.47, 1.4388888888888889)"
14-12-2022 13:31:44.134913,"(10.0, 25.0, 18.8125)","(7.0, 14.0, 11.666666666666668)","(11.0, 21.0, 16.25)","(7.0, 14.5, 13.955555555555556)","(18.0, 50.0, 38.333333333333336)","(1.3, 1.47, 1.4326666666666665)"
14-12-2022 13:31:45.361904,"(10.0, 25.0, 18.8125)","(7.0, 14.0, 11.666666666666668)","(11.0, 21.0, 16.25)","(7.0, 14.5, 13.955555555555556)","(18.0, 50.0, 38.333333333333336)","(1.3, 1.47, 1.4233333333333333)"
14-12-2022 13:31:46.596515,"(10.0, 25.0, 18.8125)","(7.0, 14.0, 11.666666666666668)","(11.0, 21.0, 16.25)","(7.0, 14.5, 13.955555555555556)","(18.0, 50.0, 38.333333333333336)","(1.3, 1.47, 1.4233333333333333)"
14-12-2022 13:31:47.802682,"(10.0, 25.0, 18.8125)","(7.0, 14.0, 11.666666666666668)","(11.0, 21.0, 16.25)","(7.0, 14.5, 13.955555555555556)","(18.0, 50.0, 38.333333333333336)","(1.3, 1.47, 1.4233333333333333)"
14-12-2022 13:31:49.179274,"(10.0, 25.0, 18.8125)","(7.0, 14.0, 11.666666666666668)","(11.0, 21.0, 16.25)","(7.0, 14.5, 13.955555555555556)","(18.0, 50.0, 38.333333333333336)","(1.3, 1.47, 1.4233333333333333)"
14-12-2022 13:31:50.406279,"(10.0, 25.0, 18.8125)","(7.0, 14.0, 11.666666666666668)","(11.0, 21.0, 16.25)","(7.0, 14.5, 13.955555555555556)","(18.0, 50.0, 38.333333333333336)","(1.3, 1.47, 1.4233333333333333)"
14-12-2022 13:31:51.646740,"(10.0, 25.0, 18.8125)","(7.0, 14.0, 11.666666666666668)","(11.0, 21.0, 16.25)","(7.0, 14.5, 13.955555555555556)","(18.0, 50.0, 40.2)","(1.3, 1.47, 1.4233333333333333)"
14-12-2022 13:31:52.902656,"(10.0, 25.0, 16.333333333333332)","(7.0, 14.0, 11.666666666666668)","(11.0, 21.0, 16.25)","(7.0, 14.5, 13.955555555555556)","(18.0, 48.0, 31.578947368421055)","(1.3, 1.47, 1.4077777777777778)"
14-12-2022 13:31:54.060151,"(10.0, 25.0, 16.333333333333332)","(7.0, 14.0, 11.666666666666668)","(11.0, 21.0, 16.25)","(7.0, 14.5, 13.955555555555556)","(18.0, 48.0, 31.578947368421055)","(1.3, 1.47, 1.4118181818181816)"
14-12-2022 13:31:55.372262,"(10.0, 24.0, 19.833333333333336)","(7.0, 14.0, 11.666666666666668)","(11.0, 21.0, 16.25)","(7.5, 14.5, 13.955555555555556)","(18.0, 48.0, 31.578947368421055)","(1.3, 1.47, 1.4118181818181816)"
14-12-2022 13:31:56.669126,"(11.0, 24.0, 21.0)","(7.5, 14.0, 11.666666666666668)","(11.0, 21.0, 16.458333333333336)","(7.5, 14.5, 13.955555555555556)","(18.0, 48.0, 31.578947368421055)","(1.3, 1.47, 1.426923076923077)"
14-12-2022 13:31:57.913349,"(11.0, 23.0, 20.3)","(7.5, 14.0, 11.666666666666668)","(11.0, 20.0, 16.458333333333336)","(7.5, 14.5, 13.955555555555556)","(18.0, 48.0, 31.578947368421055)","(1.3, 1.47, 1.43)"
14-12-2022 13:31:59.017277,"(11.0, 23.0, 20.3)","(7.5, 14.0, 11.666666666666668)","(11.0, 20.0, 16.458333333333336)","(7.5, 14.5, 13.955555555555556)","(18.0, 48.0, 31.578947368421055)","(1.3, 1.47, 1.43)"
14-12-2022 13:32:00.230388,"(11.0, 23.0, 20.3)","(7.5, 14.0, 11.666666666666668)","(11.0, 20.0, 16.458333333333336)","(7.5, 14.5, 12.8)","(18.0, 48.0, 31.578947368421055)","(1.3, 1.47, 1.4233333333333333)"
14-12-2022 13:32:01.509060,"(11.0, 23.0, 17.705882352941178)","(7.5, 14.0, 11.666666666666668)","(11.0, 20.0, 16.458333333333336)","(7.5, 14.0, 12.8)","(18.0, 48.0, 31.578947368421055)","(1.3, 1.47, 1.4233333333333333)"
14-12-2022 13:32:02.712404,"(11.0, 23.0, 17.705882352941178)","(7.5, 14.0, 11.666666666666668)","(11.0, 20.0, 16.458333333333336)","(7.5, 14.0, 12.8)","(18.0, 48.0, 31.578947368421055)","(1.3, 1.47, 1.4233333333333333)"
14-12-2022 13:32:04.063255,"(11.0, 23.0, 17.705882352941178)","(7.5, 14.0, 11.666666666666668)","(11.0, 20.0, 16.458333333333336)","(7.5, 14.0, 12.8)","(18.0, 48.0, 31.578947368421055)","(1.3, 1.47, 1.4233333333333333)"
14-12-2022 13:32:05.772189,"(11.0, 23.0, 17.705882352941178)","(7.5, 14.0, 11.666666666666668)","(11.0, 20.0, 16.458333333333336)","(7.5, 14.0, 12.8)","(18.0, 48.0, 31.578947368421055)","(1.3, 1.47, 1.4233333333333333)"
14-12-2022 13:32:07.276621,"(11.0, 23.0, 17.705882352941178)","(7.5, 14.0, 11.666666666666668)","(11.0, 20.0, 16.458333333333336)","(7.5, 14.0, 12.8)","(18.0, 48.0, 31.578947368421055)","(1.3, 1.47, 1.4233333333333333)"
14-12-2022 13:32:08.575554,"(11.0, 23.0, 17.705882352941178)","(7.5, 14.0, 11.666666666666668)","(11.0, 20.0, 16.458333333333336)","(7.5, 14.0, 12.8)","(18.0, 48.0, 31.578947368421055)","(1.3, 1.47, 1.4233333333333333)"
14-12-2022 13:32:09.991969,"(11.0, 22.0, 19.6)","(7.5, 14.0, 11.666666666666668)","(11.0, 20.0, 16.458333333333336)","(7.5, 14.0, 12.8)","(18.0, 48.0, 31.578947368421055)","(1.3, 1.47, 1.4233333333333333)"
14-12-2022 13:32:11.802883,"(11.0, 22.0, 19.6)","(7.5, 14.0, 11.666666666666668)","(11.0, 20.0, 16.458333333333336)","(7.5, 14.0, 12.8)","(18.0, 48.0, 31.578947368421055)","(1.3, 1.47, 1.4233333333333333)"
14-12-2022 13:32:13.187683,"(11.0, 22.0, 19.6)","(7.5, 14.0, 11.666666666666668)","(11.0, 20.0, 16.458333333333336)","(7.5, 14.0, 12.8)","(18.0, 48.0, 31.578947368421055)","(1.3, 1.47, 1.4233333333333333)"
14-12-2022 13:32:14.638918,"(11.0, 22.0, 19.6)","(7.5, 14.0, 11.666666666666668)","(12.0, 20.0, 16.458333333333336)","(7.5, 14.0, 12.8)","(19.0, 48.0, 31.578947368421055)","(1.3, 1.47, 1.4233333333333333)"
14-12-2022 13:32:16.165126,"(11.0, 22.0, 19.6)","(7.5, 14.0, 11.666666666666668)","(12.0, 20.0, 16.458333333333336)","(7.5, 14.0, 12.05)","(19.0, 48.0, 31.578947368421055)","(1.3, 1.47, 1.4166666666666665)"
14-12-2022 13:32:17.398685,"(11.0, 22.0, 19.6)","(7.5, 14.0, 11.666666666666668)","(12.0, 20.0, 16.458333333333336)","(7.5, 14.5, 12.05)","(19.0, 48.0, 31.578947368421055)","(1.3, 1.47, 1.4166666666666665)"
14-12-2022 13:32:18.644080,"(11.0, 22.0, 19.6)","(7.5, 14.0, 11.666666666666668)","(12.0, 20.0, 16.458333333333336)","(7.5, 14.5, 12.05)","(19.0, 48.0, 31.578947368421055)","(1.3, 1.47, 1.4233333333333333)"
14-12-2022 13:32:19.860403,"(11.0, 22.0, 19.6)","(7.5, 14.0, 11.666666666666668)","(12.0, 20.0, 16.458333333333336)","(7.5, 14.5, 12.05)","(19.0, 48.0, 31.578947368421055)","(1.3, 1.47, 1.4233333333333333)"
14-12-2022 13:32:21.041543,"(11.0, 22.0, 19.6)","(7.5, 14.0, 11.666666666666668)","(12.0, 20.0, 15.333333333333334)","(7.5, 14.5, 12.05)","(19.0, 48.0, 31.578947368421055)","(1.3, 1.47, 1.433076923076923)"
14-12-2022 13:32:22.186897,"(11.0, 23.0, 18.2)","(7.5, 14.0, 11.666666666666668)","(12.0, 21.0, 15.333333333333334)","(7.5, 14.5, 12.05)","(19.0, 48.0, 31.578947368421055)","(1.3, 1.47, 1.4233333333333333)"
14-12-2022 13:32:23.315847,"(11.0, 23.0, 18.2)","(7.5, 14.0, 11.666666666666668)","(12.0, 21.0, 15.333333333333334)","(7.5, 14.5, 12.05)","(19.0, 48.0, 31.578947368421055)","(1.3, 1.47, 1.4233333333333333)"
14-12-2022 13:32:24.424116,"(11.0, 23.0, 18.2)","(7.5, 14.0, 11.666666666666668)","(12.0, 21.0, 15.333333333333334)","(7.5, 14.5, 12.05)","(19.0, 48.0, 31.578947368421055)","(1.3, 1.47, 1.4233333333333333)"
14-12-2022 13:32:25.585700,"(11.0, 23.0, 18.2)","(7.5, 14.0, 11.666666666666668)","(12.0, 21.0, 18.615384615384613)","(7.5, 14.5, 12.05)","(19.0, 48.0, 31.578947368421055)","(1.3, 1.47, 1.4233333333333333)"
14-12-2022 13:32:26.904936,"(11.0, 23.0, 18.2)","(7.5, 14.0, 11.666666666666668)","(12.0, 23.0, 18.615384615384613)","(7.5, 14.5, 12.05)","(19.0, 48.0, 31.578947368421055)","(1.3, 1.47, 1.433076923076923)"
14-12-2022 13:32:28.169834,"(11.0, 23.0, 18.2)","(7.5, 14.0, 11.666666666666668)","(12.0, 23.0, 18.615384615384613)","(7.5, 14.5, 12.05)","(19.0, 48.0, 31.578947368421055)","(1.3, 1.47, 1.4166666666666665)"
14-12-2022 13:32:29.401106,"(11.0, 23.0, 18.2)","(7.5, 14.0, 11.666666666666668)","(12.0, 23.0, 18.615384615384613)","(7.5, 14.5, 12.05)","(19.0, 48.0, 31.578947368421055)","(1.3, 1.47, 1.4233333333333333)"
14-12-2022 13:32:30.728444,"(11.0, 23.0, 18.2)","(7.5, 14.0, 11.666666666666668)","(12.0, 23.0, 18.615384615384613)","(7.5, 14.5, 12.05)","(19.0, 48.0, 31.578947368421055)","(1.3, 1.47, 1.4077777777777778)"
14-12-2022 13:32:31.926120,"(11.0, 23.0, 18.2)","(7.5, 14.0, 11.666666666666668)","(12.0, 23.0, 18.615384615384613)","(7.5, 14.5, 12.05)","(19.0, 48.0, 31.578947368421055)","(1.3, 1.47, 1.4077777777777778)"
14-12-2022 13:32:33.270938,"(11.0, 23.0, 18.2)","(7.5, 14.0, 11.666666666666668)","(12.0, 23.0, 18.615384615384613)","(7.5, 14.5, 12.05)","(19.0, 48.0, 31.578947368421055)","(1.3, 1.47, 1.4077777777777778)"
14-12-2022 13:32:34.622559,"(11.0, 22.0, 19.6)","(7.5, 14.0, 11.666666666666668)","(12.0, 23.0, 18.615384615384613)","(7.5, 14.5, 12.05)","(19.0, 48.0, 35.0)","(1.3, 1.47, 1.4166666666666667)"
14-12-2022 13:32:36.072619,"(11.0, 22.0, 19.6)","(7.5, 14.0, 11.666666666666668)","(12.0, 23.0, 18.615384615384613)","(7.5, 14.5, 12.05)","(19.0, 48.0, 33.375)","(1.3, 1.47, 1.4166666666666667)"
14-12-2022 13:32:37.447929,"(11.0, 22.0, 19.6)","(7.5, 14.0, 11.666666666666668)","(12.0, 23.0, 18.615384615384613)","(7.5, 14.5, 12.05)","(19.0, 48.0, 33.375)","(1.3, 1.47, 1.4370588235294117)"
14-12-2022 13:32:38.704507,"(11.0, 22.0, 19.6)","(7.5, 14.0, 11.666666666666668)","(12.0, 23.0, 18.615384615384613)","(7.5, 14.5, 12.05)","(19.0, 48.0, 33.375)","(1.3, 1.47, 1.4370588235294117)"
14-12-2022 13:32:39.879599,"(11.0, 22.0, 19.6)","(7.5, 14.0, 11.666666666666668)","(12.0, 23.0, 18.615384615384613)","(7.5, 14.5, 12.05)","(19.0, 48.0, 33.375)","(1.3, 1.47, 1.4233333333333333)"
14-12-2022 13:32:40.897270,"(11.0, 22.0, 19.6)","(7.5, 14.0, 11.666666666666668)","(12.0, 23.0, 18.615384615384613)","(7.5, 14.5, 12.05)","(19.0, 48.0, 33.375)","(1.3, 1.47, 1.4233333333333333)"
14-12-2022 13:32:41.990145,"(11.0, 22.0, 19.6)","(7.5, 14.0, 11.666666666666668)","(12.0, 23.0, 18.615384615384613)","(7.5, 14.5, 12.05)","(19.0, 48.0, 33.375)","(1.3, 1.47, 1.433076923076923)"
14-12-2022 13:32:43.126427,"(11.0, 22.0, 19.6)","(7.5, 14.0, 11.666666666666668)","(12.0, 23.0, 18.615384615384613)","(7.5, 14.5, 12.05)","(19.0, 48.0, 33.375)","(1.3, 1.47, 1.4233333333333333)"
14-12-2022 13:32:44.307129,"(11.0, 22.0, 19.6)","(7.5, 14.0, 11.666666666666668)","(12.0, 23.0, 18.615384615384613)","(7.5, 14.5, 12.05)","(19.0, 48.0, 33.375)","(1.3, 1.47, 1.4233333333333333)"
14-12-2022 13:32:45.498250,"(11.0, 22.0, 18.2)","(7.5, 14.0, 11.666666666666668)","(12.0, 23.0, 18.615384615384613)","(7.5, 14.5, 12.05)","(19.0, 48.0, 33.375)","(1.3, 1.47, 1.4233333333333333)"
14-12-2022 13:32:46.658004,"(11.0, 23.0, 18.2)","(7.5, 14.0, 11.666666666666668)","(12.0, 23.0, 18.615384615384613)","(7.5, 14.5, 12.05)","(19.0, 48.0, 33.375)","(1.3, 1.47, 1.4233333333333333)"
14-12-2022 13:32:47.779395,"(11.0, 23.0, 18.2)","(7.5, 14.0, 11.666666666666668)","(12.0, 23.0, 18.615384615384613)","(7.5, 14.5, 12.05)","(19.0, 48.0, 33.375)","(1.3, 1.47, 1.4233333333333333)"
14-12-2022 13:32:48.989485,"(11.0, 23.0, 18.2)","(7.5, 14.0, 11.666666666666668)","(12.0, 23.0, 20.85)","(7.5, 14.5, 12.05)","(19.0, 48.0, 33.375)","(1.3, 1.47, 1.433076923076923)"
14-12-2022 13:32:50.251669,"(11.0, 23.0, 18.2)","(7.5, 14.0, 11.666666666666668)","(12.0, 24.0, 19.153846153846153)","(7.5, 14.5, 12.05)","(19.0, 48.0, 33.375)","(1.3, 1.47, 1.433076923076923)"
14-12-2022 13:32:51.555994,"(11.0, 23.0, 15.444444444444445)","(7.5, 14.0, 11.666666666666668)","(12.0, 24.0, 19.153846153846153)","(7.5, 14.5, 12.05)","(19.0, 48.0, 33.375)","(1.3, 1.47, 1.433076923076923)"
14-12-2022 13:32:52.731173,"(11.0, 23.0, 15.444444444444445)","(7.5, 14.0, 11.666666666666668)","(12.0, 24.0, 19.153846153846153)","(7.5, 14.5, 12.05)","(19.0, 48.0, 33.375)","(1.3, 1.47, 1.4233333333333333)"
14-12-2022 13:32:53.914225,"(11.0, 24.0, 15.45)","(7.5, 14.0, 11.666666666666668)","(12.0, 24.0, 21.8125)","(7.5, 14.5, 12.05)","(19.0, 48.0, 32.705882352941174)","(1.3, 1.47, 1.433076923076923)"
14-12-2022 13:32:55.040982,"(11.0, 24.0, 15.363636363636363)","(7.5, 14.0, 11.56842105263158)","(12.0, 23.0, 21.8125)","(7.5, 14.5, 12.05)","(19.0, 48.0, 32.705882352941174)","(1.3, 1.47, 1.433076923076923)"
14-12-2022 13:32:56.188015,"(11.0, 24.0, 15.363636363636363)","(7.5, 14.0, 11.56842105263158)","(12.0, 23.0, 21.8125)","(7.5, 14.5, 12.05)","(19.0, 48.0, 32.705882352941174)","(1.3, 1.47, 1.433076923076923)"
14-12-2022 13:32:57.283779,"(11.0, 24.0, 15.363636363636363)","(7.5, 14.0, 11.56842105263158)","(12.0, 23.0, 21.8125)","(7.5, 14.5, 12.866666666666667)","(19.0, 48.0, 32.705882352941174)","(1.3, 1.47, 1.4233333333333333)"
14-12-2022 13:32:58.385153,"(11.0, 24.0, 15.363636363636363)","(7.5, 14.0, 11.56842105263158)","(12.0, 23.0, 21.8125)","(7.5, 13.5, 12.2)","(19.0, 48.0, 32.705882352941174)","(1.3, 1.47, 1.4233333333333333)"
14-12-2022 13:32:59.494953,"(11.0, 24.0, 15.363636363636363)","(7.5, 14.0, 11.56842105263158)","(12.0, 23.0, 21.8125)","(7.5, 13.5, 12.2)","(19.0, 48.0, 32.705882352941174)","(1.3, 1.47, 1.433076923076923)"
14-12-2022 13:33:00.560633,"(11.0, 24.0, 15.363636363636363)","(7.5, 14.0, 11.56842105263158)","(12.0, 23.0, 21.8125)","(7.5, 13.5, 11.27142857142857)","(19.0, 48.0, 32.705882352941174)","(1.3, 1.47, 1.433076923076923)"
14-12-2022 13:33:01.604678,"(11.0, 24.0, 15.363636363636363)","(7.5, 14.0, 11.56842105263158)","(12.0, 23.0, 21.8125)","(7.5, 13.5, 11.27142857142857)","(19.0, 48.0, 32.705882352941174)","(1.3, 1.47, 1.433076923076923)"
14-12-2022 13:33:02.580414,"(11.0, 24.0, 15.363636363636363)","(7.5, 14.0, 11.56842105263158)","(12.0, 23.0, 21.8125)","(7.5, 13.5, 11.27142857142857)","(19.0, 48.0, 32.705882352941174)","(1.3, 1.47, 1.4233333333333333)"
14-12-2022 13:33:03.755770,"(11.0, 24.0, 15.363636363636363)","(7.5, 14.0, 11.56842105263158)","(12.0, 23.0, 21.8125)","(7.5, 13.5, 11.27142857142857)","(19.0, 48.0, 32.705882352941174)","(1.3, 1.47, 1.4233333333333333)"
14-12-2022 13:33:04.918988,"(11.0, 24.0, 15.363636363636363)","(7.5, 14.0, 11.56842105263158)","(12.0, 23.0, 21.8125)","(7.5, 13.5, 11.27142857142857)","(19.0, 48.0, 32.705882352941174)","(1.3, 1.47, 1.4233333333333333)"
14-12-2022 13:33:06.245745,"(11.0, 24.0, 15.363636363636363)","(7.5, 14.0, 11.56842105263158)","(12.0, 23.0, 21.8125)","(7.5, 13.5, 11.27142857142857)","(19.0, 48.0, 32.705882352941174)","(1.3, 1.47, 1.4233333333333333)"
14-12-2022 13:33:07.528805,"(11.0, 24.0, 15.363636363636363)","(7.5, 14.0, 11.56842105263158)","(12.0, 23.0, 21.8125)","(7.5, 13.5, 11.27142857142857)","(19.0, 48.0, 32.705882352941174)","(1.3, 1.47, 1.4233333333333333)"
14-12-2022 13:33:08.905017,"(11.0, 24.0, 15.45)","(7.5, 14.0, 11.666666666666668)","(12.0, 23.0, 19.153846153846153)","(7.5, 13.5, 11.55)","(19.0, 48.0, 33.375)","(1.3, 1.47, 1.433076923076923)"
14-12-2022 13:33:10.139894,"(11.0, 24.0, 15.45)","(7.5, 14.0, 11.666666666666668)","(12.0, 24.0, 19.153846153846153)","(7.5, 13.5, 11.55)","(19.0, 48.0, 33.375)","(1.3, 1.47, 1.433076923076923)"
14-12-2022 13:33:11.265960,"(11.0, 24.0, 15.45)","(7.5, 14.0, 11.666666666666668)","(12.0, 24.0, 19.153846153846153)","(7.5, 14.0, 11.8)","(19.0, 48.0, 33.375)","(1.3, 1.47, 1.4233333333333333)"
14-12-2022 13:33:12.417078,"(11.0, 24.0, 15.45)","(7.5, 14.0, 11.666666666666668)","(12.0, 24.0, 19.153846153846153)","(7.5, 14.0, 11.8)","(19.0, 48.0, 33.375)","(1.3, 1.47, 1.4233333333333333)"
14-12-2022 13:33:13.611042,"(11.0, 24.0, 15.45)","(7.5, 14.0, 11.666666666666668)","(12.0, 24.0, 19.153846153846153)","(7.5, 14.0, 11.8)","(19.0, 48.0, 33.375)","(1.3, 1.47, 1.4233333333333333)"
14-12-2022 13:33:14.845392,"(11.0, 24.0, 15.45)","(7.5, 14.0, 11.666666666666668)","(12.0, 24.0, 22.6875)","(7.5, 14.0, 10.936363636363636)","(19.0, 48.0, 32.705882352941174)","(1.3, 1.47, 1.433076923076923)"
14-12-2022 13:33:16.020905,"(11.0, 24.0, 15.363636363636363)","(7.5, 14.0, 11.56842105263158)","(12.0, 23.0, 21.8125)","(7.5, 14.5, 10.48)","(19.0, 48.0, 32.705882352941174)","(1.3, 1.47, 1.433076923076923)"
14-12-2022 13:33:17.271009,"(11.0, 24.0, 15.857142857142858)","(7.5, 14.0, 11.56842105263158)","(12.0, 23.0, 21.8125)","(7.5, 14.0, 10.48)","(19.0, 48.0, 32.705882352941174)","(1.3, 1.47, 1.4233333333333333)"
14-12-2022 13:33:18.525230,"(11.0, 24.0, 15.857142857142858)","(7.5, 14.0, 11.56842105263158)","(12.0, 23.0, 21.8125)","(7.5, 14.0, 10.48)","(19.0, 48.0, 32.705882352941174)","(1.3, 1.47, 1.4233333333333333)"
14-12-2022 13:33:19.733774,"(11.0, 24.0, 15.857142857142858)","(7.5, 14.0, 11.56842105263158)","(12.0, 23.0, 21.8125)","(7.5, 14.0, 10.48)","(19.0, 48.0, 32.705882352941174)","(1.3, 1.47, 1.426923076923077)"
14-12-2022 13:33:20.811385,"(11.0, 24.0, 15.857142857142858)","(7.5, 14.0, 11.56842105263158)","(12.0, 23.0, 18.5)","(7.5, 13.5, 10.77)","(19.0, 48.0, 32.705882352941174)","(1.3, 1.47, 1.433076923076923)"
14-12-2022 13:33:22.026211,"(11.0, 24.0, 15.857142857142858)","(7.5, 14.0, 11.56842105263158)","(12.0, 23.0, 18.5)","(7.5, 13.5, 10.77)","(19.0, 48.0, 32.705882352941174)","(1.3, 1.47, 1.4263636363636363)"
14-12-2022 13:33:23.229239,"(11.0, 24.0, 15.857142857142858)","(7.5, 14.0, 11.56842105263158)","(12.0, 23.0, 18.5)","(7.5, 13.5, 10.77)","(19.0, 48.0, 32.705882352941174)","(1.3, 1.47, 1.4233333333333333)"
14-12-2022 13:33:24.493889,"(11.0, 24.0, 15.857142857142858)","(7.5, 14.0, 11.56842105263158)","(12.0, 23.0, 18.5)","(7.5, 13.5, 10.875)","(19.0, 48.0, 32.705882352941174)","(1.3, 1.47, 1.433076923076923)"
14-12-2022 13:33:25.760831,"(11.0, 24.0, 15.857142857142858)","(7.5, 14.0, 11.666666666666668)","(12.0, 23.0, 15.428571428571429)","(7.5, 13.0, 11.05)","(19.0, 48.0, 33.375)","(1.3, 1.47, 1.433076923076923)"
14-12-2022 13:33:26.943037,"(11.0, 24.0, 15.857142857142858)","(7.5, 14.0, 11.666666666666668)","(12.0, 24.0, 15.428571428571429)","(7.5, 12.5, 11.05)","(19.0, 48.0, 33.375)","(1.3, 1.47, 1.433076923076923)"
14-12-2022 13:33:27.989144,"(11.0, 24.0, 15.857142857142858)","(7.5, 14.0, 11.666666666666668)","(12.0, 24.0, 15.428571428571429)","(7.5, 12.5, 11.05)","(19.0, 48.0, 33.375)","(1.3, 1.47, 1.4233333333333333)"
14-12-2022 13:33:29.148140,"(11.0, 24.0, 15.857142857142858)","(7.5, 14.0, 11.666666666666668)","(12.0, 24.0, 15.428571428571429)","(7.5, 12.5, 11.05)","(19.0, 48.0, 33.375)","(1.3, 1.47, 1.4233333333333333)"
14-12-2022 13:33:30.515938,"(11.0, 24.0, 15.857142857142858)","(7.5, 14.0, 11.666666666666668)","(12.0, 24.0, 15.428571428571429)","(7.5, 12.5, 11.05)","(19.0, 48.0, 33.375)","(1.3, 1.47, 1.433076923076923)"
14-12-2022 13:33:31.861578,"(11.0, 24.0, 15.857142857142858)","(7.5, 14.0, 11.666666666666668)","(12.0, 24.0, 15.428571428571429)","(7.5, 12.5, 11.05)","(19.0, 48.0, 33.375)","(1.3, 1.47, 1.433076923076923)"
14-12-2022 13:33:33.034235,"(11.0, 24.0, 15.857142857142858)","(7.5, 14.0, 11.666666666666668)","(12.0, 24.0, 15.428571428571429)","(7.5, 12.5, 11.3)","(19.0, 48.0, 33.375)","(1.3, 1.47, 1.433076923076923)"
14-12-2022 13:33:34.208747,"(11.0, 24.0, 15.857142857142858)","(7.5, 14.0, 11.666666666666668)","(12.0, 24.0, 15.428571428571429)","(7.5, 13.0, 11.3)","(19.0, 48.0, 33.375)","(1.3, 1.47, 1.4233333333333333)"
14-12-2022 13:33:35.376909,"(11.0, 24.0, 15.857142857142858)","(7.5, 14.0, 11.666666666666668)","(12.0, 24.0, 15.428571428571429)","(7.5, 13.0, 11.3)","(19.0, 48.0, 33.375)","(1.3, 1.47, 1.4233333333333333)"
14-12-2022 13:33:36.413083,"(11.0, 24.0, 15.857142857142858)","(7.5, 14.0, 11.666666666666668)","(12.0, 24.0, 15.428571428571429)","(7.5, 13.0, 11.3)","(19.0, 48.0, 33.375)","(1.3, 1.47, 1.4233333333333333)"
14-12-2022 13:33:37.468942,"(11.0, 24.0, 15.857142857142858)","(7.5, 14.0, 11.666666666666668)","(12.0, 24.0, 15.428571428571429)","(7.5, 13.0, 11.3)","(19.0, 48.0, 33.375)","(1.3, 1.47, 1.433076923076923)"
14-12-2022 13:33:38.634843,"(11.0, 24.0, 15.857142857142858)","(8.0, 14.0, 11.666666666666668)","(12.0, 24.0, 15.428571428571429)","(7.5, 13.0, 11.3)","(19.0, 48.0, 33.375)","(1.3, 1.47, 1.44)"
14-12-2022 13:33:39.746952,"(11.0, 24.0, 15.857142857142858)","(8.0, 14.0, 11.666666666666668)","(12.0, 24.0, 15.428571428571429)","(7.5, 13.0, 11.3)","(19.0, 48.0, 33.375)","(1.3, 1.47, 1.44)"
14-12-2022 13:33:40.803900,"(11.0, 24.0, 15.857142857142858)","(8.0, 14.0, 11.666666666666668)","(12.0, 24.0, 15.428571428571429)","(7.5, 13.0, 11.3)","(19.0, 48.0, 33.375)","(1.3, 1.47, 1.4233333333333333)"
14-12-2022 13:33:41.860375,"(11.0, 24.0, 15.857142857142858)","(8.0, 14.0, 11.666666666666668)","(12.0, 24.0, 15.428571428571429)","(7.5, 13.0, 11.3)","(19.0, 48.0, 33.375)","(1.3, 1.47, 1.4233333333333333)"
14-12-2022 13:33:42.944713,"(11.0, 24.0, 15.857142857142858)","(8.0, 14.0, 11.666666666666668)","(12.0, 24.0, 15.11111111111111)","(7.5, 13.0, 11.875)","(19.0, 48.0, 33.375)","(1.3, 1.47, 1.433076923076923)"
14-12-2022 13:33:44.123004,"(11.0, 24.0, 22.1)","(8.0, 14.0, 12.076923076923077)","(12.0, 24.0, 15.11111111111111)","(7.5, 13.5, 11.875)","(19.0, 48.0, 33.375)","(1.3, 1.47, 1.433076923076923)"
14-12-2022 13:33:45.312515,"(11.0, 24.0, 22.1)","(8.0, 13.5, 12.076923076923077)","(12.0, 24.0, 15.285714285714286)","(7.5, 13.5, 11.875)","(19.0, 48.0, 33.375)","(1.3, 1.47, 1.433076923076923)"
14-12-2022 13:33:46.661312,"(11.0, 24.0, 22.0)","(8.0, 13.5, 11.444444444444445)","(12.0, 23.0, 15.285714285714286)","(7.5, 13.5, 11.875)","(19.0, 48.0, 33.375)","(1.3, 1.47, 1.4233333333333333)"
14-12-2022 13:33:47.878232,"(11.0, 24.0, 22.0)","(8.0, 13.5, 11.418750000000001)","(12.0, 23.0, 15.285714285714286)","(7.5, 13.5, 11.875)","(19.0, 48.0, 33.375)","(1.3, 1.47, 1.433076923076923)"
14-12-2022 13:33:48.948493,"(11.0, 24.0, 22.0)","(8.0, 13.5, 11.418750000000001)","(12.0, 23.0, 15.285714285714286)","(7.5, 13.5, 11.875)","(19.0, 48.0, 33.375)","(1.3, 1.47, 1.433076923076923)"
