,Amazonian Queen,Seven Ounce,Arlington,Desmonde,Affair Bit,Zipping Presley,Afro Puff,Bugs
06-01-2023 17:28:38.134244,"(2.9, 3.9, 3.80625)","(7.5, 12.5, 13.821428571428571)","(16.0, 25.0, 23.235294117647058)","(3.2, 3.7, 3.6875)","(31.0, 110.0, 87.5)","(3.4, 3.7, 3.6133333333333333)","(21.0, 80.0, 60.90909090909091)","(15.0, 34.0, 32.13333333333333)"
06-01-2023 17:28:39.263611,"(2.9, 3.9, 3.80625)","(7.5, 14.5, 13.11111111111111)","(16.0, 25.0, 21.857142857142858)","(3.2, 3.7, 3.6875)","(31.0, 110.0, 87.5)","(3.4, 3.7, 3.6133333333333333)","(21.0, 80.0, 60.90909090909091)","(15.0, 34.0, 30.08)"
06-01-2023 17:28:40.374018,"(2.9, 3.9, 3.80625)","(7.5, 14.5, 12.833333333333334)","(16.0, 25.0, 21.857142857142858)","(3.2, 3.7, 3.6875)","(31.0, 110.0, 86.3157894736842)","(3.4, 3.7, 3.6133333333333333)","(21.0, 80.0, 66.875)","(15.0, 34.0, 29.2)"
06-01-2023 17:28:41.495699,"(2.9, 3.9, 3.80625)","(7.5, 14.5, 13.088235294117647)","(16.0, 25.0, 21.347826086956523)","(3.2, 3.7, 3.6875)","(31.0, 110.0, 86.3157894736842)","(3.4, 3.7, 3.6133333333333333)","(21.0, 80.0, 66.875)","(16.0, 34.0, 29.2)"
06-01-2023 17:28:42.634611,"(2.9, 3.9, 3.80625)","(7.5, 14.5, 13.456521739130435)","(16.0, 25.0, 21.64)","(3.2, 3.7, 3.685714285714286)","(31.0, 110.0, 86.3157894736842)","(3.4, 3.7, 3.6133333333333333)","(21.0, 80.0, 60.90909090909091)","(16.0, 34.0, 29.2)"
06-01-2023 17:28:43.753593,"(2.9, 3.85, 3.807894736842105)","(7.5, 14.5, 13.456521739130435)","(16.0, 25.0, 21.64)","(3.2, 3.7, 3.685714285714286)","(31.0, 110.0, 86.3157894736842)","(3.4, 3.7, 3.6133333333333333)","(21.0, 80.0, 66.875)","(16.0, 34.0, 29.2)"
06-01-2023 17:28:44.761433,"(2.9, 3.9, 3.710526315789474)","(7.5, 14.5, 13.456521739130435)","(16.0, 25.0, 21.516129032258064)","(3.2, 3.7, 3.685714285714286)","(31.0, 110.0, 86.3157894736842)","(3.4, 3.7, 3.6133333333333333)","(21.0, 80.0, 62.0)","(16.0, 34.0, 29.2)"
06-01-2023 17:28:45.782160,"(2.9, 3.9, 3.710526315789474)","(7.5, 14.5, 13.088235294117647)","(16.0, 25.0, 21.516129032258064)","(3.2, 3.7, 3.685714285714286)","(31.0, 110.0, 86.3157894736842)","(3.4, 3.7, 3.6133333333333333)","(21.0, 80.0, 62.0)","(16.0, 34.0, 29.2)"
06-01-2023 17:28:46.949178,"(2.9, 3.9, 3.710526315789474)","(7.5, 14.5, 13.833333333333334)","(16.0, 25.0, 21.516129032258064)","(3.2, 3.7, 3.685714285714286)","(31.0, 110.0, 86.3157894736842)","(3.4, 3.7, 3.6133333333333333)","(21.0, 80.0, 68.0)","(16.0, 34.0, 29.2)"
06-01-2023 17:28:48.136044,"(2.9, 3.9, 3.710526315789474)","(7.5, 14.5, 13.833333333333334)","(16.0, 25.0, 21.516129032258064)","(3.2, 3.7, 3.685714285714286)","(31.0, 110.0, 86.3157894736842)","(3.4, 3.7, 3.6133333333333333)","(21.0, 80.0, 62.0)","(16.0, 34.0, 29.2)"
06-01-2023 17:28:49.249844,"(2.9, 3.9, 3.710526315789474)","(7.5, 14.5, 13.833333333333334)","(16.0, 25.0, 21.516129032258064)","(3.2, 3.7, 3.685714285714286)","(31.0, 110.0, 86.3157894736842)","(3.4, 3.7, 3.6133333333333333)","(21.0, 80.0, 68.0)","(16.0, 34.0, 29.2)"
06-01-2023 17:28:50.410999,"(2.9, 3.9, 3.710526315789474)","(7.5, 14.5, 13.893939393939394)","(16.0, 25.0, 21.516129032258064)","(3.2, 3.7, 3.685714285714286)","(31.0, 110.0, 86.3157894736842)","(3.4, 3.7, 3.6133333333333333)","(21.0, 80.0, 68.75)","(16.0, 34.0, 29.2)"
06-01-2023 17:28:51.629599,"(2.9, 3.9, 3.710526315789474)","(7.5, 14.5, 13.893939393939394)","(16.0, 25.0, 21.516129032258064)","(3.2, 3.7, 3.638235294117647)","(31.0, 110.0, 86.3157894736842)","(3.4, 3.7, 3.6133333333333333)","(21.0, 75.0, 64.28571428571429)","(16.0, 34.0, 29.2)"
06-01-2023 17:28:52.777807,"(2.9, 3.9, 3.710526315789474)","(7.5, 14.5, 13.85483870967742)","(16.0, 25.0, 21.072727272727274)","(3.2, 3.65, 3.575)","(31.0, 110.0, 76.25)","(3.4, 3.7, 3.6566666666666667)","(21.0, 75.0, 63.75)","(16.0, 34.0, 30.16)"
06-01-2023 17:28:53.878062,"(2.9, 3.9, 3.83125)","(7.5, 14.5, 13.833333333333334)","(16.0, 23.0, 21.072727272727274)","(3.2, 3.6, 3.5785714285714287)","(31.0, 80.0, 76.25)","(3.4, 3.7, 3.6566666666666667)","(21.0, 75.0, 63.75)","(16.0, 34.0, 30.16)"
06-01-2023 17:28:55.087683,"(2.9, 3.9, 3.8185185185185184)","(7.5, 14.5, 13.833333333333334)","(16.0, 23.0, 20.046875)","(3.2, 3.6, 3.56875)","(31.0, 80.0, 76.25)","(3.4, 3.7, 3.6566666666666667)","(21.0, 75.0, 63.75)","(16.0, 34.0, 31.428571428571427)"
06-01-2023 17:28:56.300458,"(2.9, 3.9, 3.829411764705882)","(7.5, 14.5, 13.833333333333334)","(16.0, 23.0, 20.046875)","(3.2, 3.6, 3.526923076923077)","(31.0, 80.0, 75.38461538461539)","(3.4, 3.7, 3.6566666666666667)","(21.0, 75.0, 74.28571428571429)","(16.0, 34.0, 32.10526315789474)"
06-01-2023 17:28:57.325058,"(2.9, 3.9, 3.8454545454545452)","(7.5, 14.5, 13.833333333333334)","(16.0, 23.0, 19.5546875)","(3.2, 3.6, 3.526923076923077)","(31.0, 80.0, 75.38461538461539)","(3.4, 3.7, 3.6566666666666667)","(21.0, 80.0, 74.28571428571429)","(16.0, 34.0, 32.10526315789474)"
06-01-2023 17:28:58.450453,"(2.9, 3.9, 3.8454545454545452)","(7.5, 14.5, 13.75)","(16.0, 23.0, 19.62962962962963)","(3.2, 3.6, 3.528947368421053)","(31.0, 80.0, 81.57894736842105)","(3.4, 3.7, 3.6133333333333333)","(21.0, 80.0, 75.0)","(16.0, 34.0, 30.85)"
06-01-2023 17:28:59.627363,"(2.9, 3.9, 3.8076923076923075)","(7.5, 14.5, 13.75)","(16.0, 23.0, 19.62962962962963)","(3.2, 3.6, 3.55)","(31.0, 100.0, 92.0)","(3.4, 3.7, 3.6133333333333333)","(21.0, 80.0, 75.0)","(16.0, 34.0, 30.85)"
06-01-2023 17:29:00.755822,"(2.9, 3.9, 3.8076923076923075)","(7.5, 14.5, 13.75)","(16.0, 23.0, 19.285714285714285)","(3.2, 3.6, 3.55)","(31.0, 95.0, 92.0)","(3.4, 3.7, 3.6133333333333333)","(21.0, 80.0, 75.0)","(16.0, 34.0, 30.85)"
06-01-2023 17:29:01.814287,"(2.9, 3.9, 3.8478260869565215)","(7.5, 14.5, 13.75)","(16.0, 21.0, 19.395833333333332)","(3.2, 3.6, 3.55)","(31.0, 75.0, 71.92307692307692)","(3.4, 3.7, 3.6580645161290324)","(21.0, 80.0, 70.0)","(16.0, 34.0, 30.4)"
06-01-2023 17:29:02.949325,"(2.9, 3.9, 3.8478260869565215)","(7.5, 14.5, 13.75)","(16.0, 21.0, 19.574074074074073)","(3.2, 3.6, 3.55)","(31.0, 75.0, 71.92307692307692)","(3.4, 3.7, 3.6580645161290324)","(21.0, 80.0, 70.0)","(16.0, 34.0, 30.4)"
06-01-2023 17:29:04.135991,"(2.9, 3.9, 3.8478260869565215)","(7.5, 14.5, 13.75)","(16.0, 21.0, 19.852941176470587)","(3.2, 3.6, 3.55)","(31.0, 75.0, 71.92307692307692)","(3.4, 3.7, 3.6580645161290324)","(21.0, 80.0, 70.0)","(16.0, 34.0, 30.4)"
06-01-2023 17:29:05.299239,"(2.9, 3.9, 3.857894736842105)","(7.5, 14.5, 13.75)","(16.0, 20.0, 19.72222222222222)","(3.2, 3.6, 3.55)","(31.0, 75.0, 71.92307692307692)","(3.4, 3.7, 3.6596153846153845)","(21.0, 80.0, 70.0)","(16.0, 34.0, 30.4)"
06-01-2023 17:29:06.507581,"(2.9, 3.9, 3.8555555555555556)","(7.5, 14.5, 13.75)","(16.0, 20.0, 19.72222222222222)","(3.2, 3.6, 3.55)","(31.0, 75.0, 73.18181818181819)","(3.4, 3.7, 3.6133333333333333)","(21.0, 80.0, 71.66666666666667)","(16.0, 34.0, 30.85)"
06-01-2023 17:29:07.667335,"(2.9, 3.9, 3.8535714285714286)","(7.5, 14.5, 13.75)","(16.0, 20.0, 19.72222222222222)","(3.2, 3.6, 3.6)","(31.0, 75.0, 73.18181818181819)","(3.4, 3.7, 3.6133333333333333)","(21.0, 80.0, 66.66666666666667)","(16.0, 34.0, 42.3)"
06-01-2023 17:29:08.775856,"(2.9, 3.8, 3.7785714285714285)","(7.5, 14.5, 13.75)","(16.0, 20.0, 19.72222222222222)","(3.2, 3.7, 3.6)","(31.0, 75.0, 73.18181818181819)","(3.4, 3.7, 3.62)","(21.0, 80.0, 66.66666666666667)","(16.0, 44.0, 40.916666666666664)"
06-01-2023 17:29:09.841261,"(2.9, 3.9, 3.776470588235294)","(7.5, 14.5, 13.75)","(16.0, 20.0, 17.56896551724138)","(3.2, 3.7, 3.625)","(31.0, 75.0, 69.5)","(3.4, 3.7, 3.6153846153846154)","(21.0, 80.0, 70.0)","(16.0, 42.0, 41.142857142857146)"
06-01-2023 17:29:11.006017,"(2.9, 3.9, 3.8434782608695652)","(7.5, 14.5, 13.75)","(16.0, 18.5, 16.633333333333333)","(3.2, 3.7, 3.568181818181818)","(31.0, 70.0, 69.5)","(3.4, 3.65, 3.559090909090909)","(21.0, 80.0, 70.0)","(16.0, 44.0, 36.8)"
06-01-2023 17:29:12.210381,"(2.9, 3.9, 3.8434782608695652)","(7.5, 14.5, 13.75)","(16.0, 18.5, 17.75)","(3.2, 3.75, 3.615)","(31.0, 70.0, 69.5)","(3.4, 3.65, 3.559090909090909)","(21.0, 80.0, 70.0)","(16.0, 48.0, 36.8)"
06-01-2023 17:29:13.321487,"(2.9, 3.9, 3.8434782608695652)","(8.5, 14.5, 13.75)","(16.0, 18.0, 17.75)","(3.1, 3.75, 3.615)","(41.0, 70.0, 69.5)","(3.2, 3.65, 3.559090909090909)","(31.0, 80.0, 70.0)","(18.0, 48.0, 35.627906976744185)"
06-01-2023 17:29:14.490704,"(2.9, 3.9, 3.8434782608695652)","(8.5, 14.5, 13.833333333333334)","(16.0, 18.0, 16.25)","(3.1, 3.75, 3.57)","(41.0, 70.0, 69.5)","(3.2, 3.65, 3.559090909090909)","(31.0, 80.0, 70.0)","(18.0, 48.0, 34.35897435897436)"
06-01-2023 17:29:15.756418,"(2.9, 3.9, 3.8434782608695652)","(8.5, 14.5, 13.833333333333334)","(16.0, 17.5, 16.44736842105263)","(3.1, 3.75, 3.615)","(41.0, 70.0, 80.88235294117646)","(3.2, 3.65, 3.559090909090909)","(31.0, 80.0, 66.66666666666667)","(20.0, 48.0, 41.5)"
06-01-2023 17:29:16.985377,"(2.9, 3.9, 3.8125)","(8.5, 14.5, 13.833333333333334)","(16.0, 17.5, 16.080645161290324)","(3.1, 3.75, 3.615)","(41.0, 95.0, 89.54545454545455)","(3.2, 3.65, 3.559090909090909)","(31.0, 80.0, 66.66666666666667)","(20.0, 44.0, 41.69230769230769)"
06-01-2023 17:29:18.112386,"(2.9, 3.9, 3.8125)","(8.5, 14.5, 13.833333333333334)","(16.0, 17.5, 16.080645161290324)","(3.1, 3.75, 3.615)","(41.0, 95.0, 92.0)","(3.2, 3.65, 3.559090909090909)","(31.0, 80.0, 70.0)","(20.0, 44.0, 40.666666666666664)"
06-01-2023 17:29:19.253473,"(2.9, 3.9, 3.8555555555555556)","(8.5, 14.5, 13.833333333333334)","(16.0, 16.5, 15.653846153846153)","(3.1, 3.75, 3.7874999999999996)","(41.0, 90.0, 87.5)","(3.2, 3.65, 3.5547619047619046)","(31.0, 80.0, 70.0)","(19.0, 44.0, 38.0)"
06-01-2023 17:29:20.396629,"(2.9, 3.9, 3.8205882352941174)","(8.5, 14.5, 13.833333333333334)","(15.0, 16.5, 15.653846153846153)","(3.1, 3.8, 3.753125)","(41.0, 90.0, 87.5)","(3.2, 3.65, 3.559090909090909)","(31.0, 80.0, 70.0)","(19.0, 42.0, 40.0)"
06-01-2023 17:29:21.544940,"(2.9, 3.9, 3.776470588235294)","(8.5, 14.5, 13.833333333333334)","(15.0, 16.5, 15.807692307692308)","(3.1, 3.75, 3.694)","(41.0, 90.0, 88.33333333333334)","(3.2, 3.65, 3.551315789473684)","(31.0, 80.0, 76.25)","(19.0, 42.0, 38.666666666666664)"
06-01-2023 17:29:22.709147,"(2.9, 3.8, 3.7937499999999997)","(8.5, 14.5, 13.928571428571429)","(15.0, 16.5, 15.970588235294118)","(3.1, 3.75, 3.694)","(41.0, 90.0, 88.33333333333334)","(3.2, 3.65, 3.592857142857143)","(31.0, 80.0, 75.0)","(19.0, 40.0, 40.769230769230774)"
06-01-2023 17:29:23.912061,"(2.9, 3.85, 3.8125)","(8.5, 14.5, 13.928571428571429)","(15.0, 16.5, 16.05)","(3.1, 3.75, 3.694)","(41.0, 90.0, 80.9090909090909)","(3.2, 3.6, 3.551315789473684)","(31.0, 85.0, 62.083333333333336)","(19.0, 42.0, 36.666666666666664)"
06-01-2023 17:29:25.023809,"(2.9, 3.85, 3.8125)","(8.5, 14.5, 13.928571428571429)","(15.0, 17.5, 15.976190476190476)","(3.1, 3.75, 3.6566666666666667)","(41.0, 95.0, 84.0909090909091)","(3.2, 3.65, 3.5328125)","(31.0, 85.0, 62.083333333333336)","(19.0, 42.0, 39.333333333333336)"
06-01-2023 17:29:26.105007,"(2.9, 3.85, 3.8125)","(8.5, 14.5, 13.928571428571429)","(15.0, 17.5, 15.772727272727273)","(3.1, 3.75, 3.731818181818182)","(41.0, 95.0, 91.25)","(3.2, 3.65, 3.5875)","(31.0, 85.0, 66.66666666666667)","(19.0, 42.0, 36.0)"
06-01-2023 17:29:27.231835,"(2.9, 3.85, 3.783333333333333)","(8.5, 14.5, 13.928571428571429)","(15.0, 16.0, 15.4)","(3.1, 3.75, 3.7404761904761905)","(41.0, 95.0, 91.25)","(3.2, 3.6, 3.5875)","(31.0, 85.0, 75.0)","(19.0, 42.0, 36.0)"
06-01-2023 17:29:28.508920,"(2.9, 3.85, 3.83125)","(8.5, 14.5, 13.928571428571429)","(15.0, 17.5, 15.3)","(3.1, 3.75, 3.7326923076923078)","(41.0, 95.0, 91.25)","(3.2, 3.6, 3.5599999999999996)","(31.0, 85.0, 75.0)","(19.0, 40.0, 37.0)"
06-01-2023 17:29:29.721738,"(2.9, 3.9, 3.848148148148148)","(8.5, 14.5, 13.928571428571429)","(15.0, 17.5, 15.462962962962964)","(3.1, 3.75, 3.7394736842105263)","(41.0, 95.0, 91.25)","(3.2, 3.65, 3.515)","(31.0, 85.0, 75.0)","(19.0, 40.0, 37.0)"
06-01-2023 17:29:30.867679,"(2.9, 3.9, 3.848148148148148)","(8.5, 14.5, 13.928571428571429)","(15.0, 17.5, 15.462962962962964)","(3.1, 3.75, 3.74)","(41.0, 95.0, 91.25)","(3.2, 3.65, 3.515)","(31.0, 85.0, 75.0)","(19.0, 40.0, 37.0)"
06-01-2023 17:29:32.072654,"(2.9, 3.9, 3.8833333333333333)","(8.5, 14.5, 13.928571428571429)","(15.0, 17.5, 16.0)","(3.1, 3.75, 3.7275)","(41.0, 95.0, 84.0909090909091)","(3.2, 3.65, 3.51)","(31.0, 85.0, 62.083333333333336)","(19.0, 40.0, 37.55555555555556)"
06-01-2023 17:29:33.211230,"(2.9, 3.9, 3.7875)","(8.5, 14.5, 13.88888888888889)","(15.0, 17.5, 18.227272727272727)","(3.1, 3.75, 3.67)","(41.0, 95.0, 84.56521739130434)","(3.2, 3.65, 3.5700000000000003)","(31.0, 85.0, 66.66666666666667)","(19.0, 40.0, 36.0)"
06-01-2023 17:29:34.318501,"(2.9, 3.9, 3.7875)","(8.5, 14.5, 13.88888888888889)","(15.0, 19.5, 18.928571428571427)","(3.1, 3.75, 3.67)","(41.0, 95.0, 84.56521739130434)","(3.2, 3.6, 3.5700000000000003)","(31.0, 85.0, 66.66666666666667)","(19.0, 40.0, 36.0)"
06-01-2023 17:29:35.434425,"(2.9, 3.9, 3.7875)","(8.5, 14.5, 13.88888888888889)","(14.0, 19.0, 18.653846153846153)","(3.1, 3.75, 3.705)","(41.0, 95.0, 88.4375)","(3.2, 3.6, 3.5)","(31.0, 85.0, 71.25)","(19.0, 40.0, 37.0)"
06-01-2023 17:29:36.622687,"(2.9, 3.9, 3.87)","(8.5, 14.5, 13.88888888888889)","(14.0, 18.5, 17.642857142857142)","(3.1, 3.75, 3.705)","(41.0, 90.0, 88.4375)","(3.2, 3.6, 3.5130434782608697)","(31.0, 85.0, 76.75)","(19.0, 40.0, 37.0)"
06-01-2023 17:29:37.803677,"(2.9, 3.9, 3.87)","(8.5, 14.5, 13.88888888888889)","(14.0, 18.5, 17.75)","(3.1, 3.75, 3.725)","(41.0, 90.0, 88.4375)","(3.2, 3.6, 3.5130434782608697)","(31.0, 85.0, 72.3076923076923)","(19.0, 40.0, 37.0)"
06-01-2023 17:29:38.860328,"(2.9, 3.9, 3.87)","(8.5, 14.5, 13.88888888888889)","(14.0, 18.5, 17.3)","(3.1, 3.75, 3.7071428571428573)","(41.0, 90.0, 88.4375)","(3.2, 3.6, 3.52)","(31.0, 85.0, 72.3076923076923)","(19.0, 40.0, 37.0)"
06-01-2023 17:29:40.010989,"(2.9, 3.9, 3.86)","(8.5, 14.5, 13.88888888888889)","(14.0, 18.5, 17.666666666666668)","(3.1, 3.75, 3.71)","(41.0, 90.0, 84.56521739130434)","(3.2, 3.6, 3.52)","(31.0, 85.0, 76.3157894736842)","(19.0, 40.0, 34.666666666666664)"
06-01-2023 17:29:41.277764,"(2.9, 3.9, 3.86)","(8.5, 14.5, 13.88888888888889)","(14.0, 19.0, 17.09090909090909)","(3.1, 3.75, 3.659090909090909)","(41.0, 95.0, 84.56521739130434)","(3.2, 3.6, 3.5148936170212766)","(31.0, 85.0, 71.25)","(19.0, 40.0, 34.666666666666664)"
06-01-2023 17:29:42.474553,"(2.9, 3.9, 3.8125)","(8.5, 14.5, 13.583333333333334)","(14.0, 19.0, 17.095238095238095)","(3.1, 3.75, 3.659090909090909)","(41.0, 95.0, 91.47058823529412)","(3.2, 3.6, 3.5148936170212766)","(31.0, 85.0, 71.25)","(19.0, 40.0, 34.666666666666664)"
06-01-2023 17:29:43.617968,"(2.9, 3.9, 3.814285714285714)","(8.5, 14.5, 13.583333333333334)","(14.0, 19.0, 17.5)","(3.1, 3.75, 3.7045454545454546)","(41.0, 95.0, 91.47058823529412)","(3.2, 3.6, 3.5148936170212766)","(31.0, 85.0, 72.3076923076923)","(19.0, 40.0, 36.0)"
06-01-2023 17:29:44.706288,"(2.9, 3.9, 3.852)","(8.5, 14.5, 13.583333333333334)","(14.0, 24.0, 20.25)","(3.1, 3.75, 3.7045454545454546)","(41.0, 95.0, 91.47058823529412)","(3.2, 3.6, 3.4952380952380953)","(31.0, 85.0, 74.0)","(19.0, 40.0, 36.0)"
06-01-2023 17:29:45.889370,"(2.9, 3.9, 3.8576923076923078)","(8.5, 14.5, 13.583333333333334)","(14.0, 24.0, 20.75)","(3.1, 3.75, 3.7)","(41.0, 95.0, 91.47058823529412)","(3.2, 3.6, 3.4709677419354836)","(31.0, 85.0, 75.83333333333333)","(19.0, 40.0, 36.0)"
06-01-2023 17:29:47.117524,"(2.9, 3.9, 3.8714285714285714)","(8.5, 14.5, 14.231707317073171)","(14.0, 22.0, 21.25)","(3.1, 3.75, 3.683333333333333)","(41.0, 95.0, 91.47058823529412)","(3.2, 3.6, 3.4709677419354836)","(31.0, 85.0, 73.21428571428571)","(19.0, 40.0, 36.0)"
06-01-2023 17:29:48.297065,"(2.9, 3.9, 3.8789473684210525)","(8.5, 14.5, 14.231707317073171)","(14.0, 22.0, 21.666666666666668)","(3.1, 3.75, 3.683333333333333)","(41.0, 95.0, 91.47058823529412)","(3.2, 3.6, 3.4814814814814814)","(31.0, 85.0, 76.75)","(19.0, 40.0, 36.0)"
06-01-2023 17:29:49.465431,"(2.9, 3.95, 3.8725806451612903)","(8.5, 14.5, 14.231707317073171)","(14.0, 22.0, 21.666666666666668)","(3.1, 3.75, 3.673076923076923)","(41.0, 95.0, 91.47058823529412)","(3.2, 3.6, 3.4814814814814814)","(31.0, 85.0, 71.25)","(19.0, 40.0, 34.666666666666664)"
06-01-2023 17:29:50.696961,"(2.9, 3.9, 3.8499999999999996)","(8.5, 14.5, 14.231707317073171)","(14.0, 22.0, 21.25)","(3.1, 3.7, 3.618181818181818)","(41.0, 95.0, 91.47058823529412)","(3.2, 3.6, 3.4814814814814814)","(31.0, 85.0, 71.25)","(19.0, 40.0, 34.666666666666664)"
06-01-2023 17:29:51.732213,"(2.9, 3.95, 3.807894736842105)","(8.5, 14.5, 14.092592592592592)","(14.0, 22.0, 20.25)","(3.1, 3.7, 3.618181818181818)","(41.0, 95.0, 88.4375)","(3.2, 3.6, 3.477777777777778)","(31.0, 85.0, 71.25)","(19.0, 40.0, 36.0)"
06-01-2023 17:29:52.900775,"(2.9, 3.9, 3.8499999999999996)","(8.5, 14.5, 14.15625)","(14.0, 23.0, 20.75)","(3.1, 3.7, 3.5607142857142855)","(41.0, 90.0, 88.4375)","(3.2, 3.55, 3.4827586206896552)","(31.0, 85.0, 75.83333333333333)","(19.0, 40.0, 36.0)"
06-01-2023 17:29:54.387524,"(2.9, 3.95, 3.8068181818181817)","(8.5, 14.5, 14.15625)","(14.0, 24.0, 19.357142857142858)","(3.1, 3.7, 3.5875)","(41.0, 90.0, 88.4375)","(3.2, 3.55, 3.4803571428571427)","(31.0, 85.0, 62.083333333333336)","(19.0, 40.0, 36.0)"
06-01-2023 17:29:55.737096,"(2.9, 3.95, 3.8068181818181817)","(9.0, 14.5, 14.0)","(14.0, 24.0, 19.357142857142858)","(3.1, 3.7, 3.5875)","(41.0, 90.0, 88.4375)","(3.2, 3.55, 3.54)","(31.0, 85.0, 66.66666666666667)","(19.0, 40.0, 36.0)"
06-01-2023 17:29:57.090982,"(2.9, 3.95, 3.8068181818181817)","(9.0, 14.5, 14.0)","(14.0, 24.0, 20.75)","(3.1, 3.7, 3.6)","(41.0, 90.0, 88.4375)","(3.2, 3.6, 3.46875)","(31.0, 85.0, 66.66666666666667)","(19.0, 40.0, 34.666666666666664)"
06-01-2023 17:29:58.492994,"(2.9, 3.95, 3.8068181818181817)","(9.0, 14.5, 14.0)","(14.0, 23.0, 20.75)","(3.1, 3.7, 3.6)","(41.0, 90.0, 84.56521739130434)","(3.2, 3.5, 3.46875)","(31.0, 85.0, 66.66666666666667)","(19.0, 40.0, 34.666666666666664)"
06-01-2023 17:29:59.795109,"(2.9, 3.95, 3.8088235294117645)","(9.0, 14.5, 14.0)","(14.0, 23.0, 20.25)","(3.1, 3.7, 3.568181818181818)","(41.0, 95.0, 84.56521739130434)","(3.2, 3.5, 3.46875)","(31.0, 85.0, 66.66666666666667)","(19.0, 40.0, 34.666666666666664)"
06-01-2023 17:30:01.078163,"(2.9, 3.95, 3.8088235294117645)","(9.0, 14.5, 14.0)","(14.0, 22.0, 20.0625)","(3.1, 3.65, 3.604761904761905)","(41.0, 95.0, 88.4375)","(3.2, 3.5, 3.5602040816326532)","(31.0, 85.0, 71.25)","(19.0, 40.0, 36.0)"
06-01-2023 17:30:02.247556,"(2.9, 3.95, 3.9264705882352944)","(9.0, 14.5, 13.714285714285714)","(14.0, 21.0, 18.75)","(3.1, 3.65, 3.5588235294117645)","(41.0, 90.0, 88.07692307692308)","(3.2, 3.6, 3.564893617021277)","(31.0, 85.0, 71.25)","(19.0, 40.0, 36.0)"
06-01-2023 17:30:03.441044,"(2.9, 3.95, 3.918421052631579)","(9.0, 14.5, 13.714285714285714)","(14.0, 21.0, 18.75)","(3.1, 3.7, 3.58)","(41.0, 90.0, 88.4375)","(3.2, 3.6, 3.5625)","(31.0, 85.0, 63.333333333333336)","(19.0, 40.0, 39.5)"
06-01-2023 17:30:04.647054,"(2.9, 3.95, 3.918421052631579)","(9.0, 14.5, 13.852941176470589)","(14.0, 21.0, 18.75)","(3.1, 3.65, 3.583333333333333)","(41.0, 90.0, 88.4375)","(3.2, 3.6, 3.5625)","(31.0, 80.0, 63.333333333333336)","(19.0, 40.0, 36.0)"
06-01-2023 17:30:05.684351,"(2.9, 3.95, 3.918421052631579)","(9.0, 14.5, 13.852941176470589)","(14.0, 21.0, 18.75)","(3.1, 3.65, 3.583333333333333)","(41.0, 90.0, 84.56521739130434)","(3.2, 3.6, 3.536842105263158)","(31.0, 80.0, 62.5)","(19.0, 40.0, 34.666666666666664)"
06-01-2023 17:30:06.872380,"(2.9, 3.95, 3.8642857142857143)","(9.0, 14.5, 13.571428571428571)","(14.0, 23.0, 20.3)","(3.1, 3.65, 3.61)","(41.0, 95.0, 88.33333333333333)","(3.2, 3.6, 3.5294117647058822)","(31.0, 80.0, 62.5)","(19.0, 40.0, 39.38461538461539)"
06-01-2023 17:30:08.076332,"(3.0, 3.95, 3.8583333333333334)","(9.0, 14.5, 13.571428571428571)","(14.0, 23.0, 21.3125)","(3.1, 3.65, 3.61)","(41.0, 95.0, 92.14285714285714)","(3.2, 3.6, 3.536842105263158)","(31.0, 80.0, 62.5)","(19.0, 40.0, 39.38461538461539)"
06-01-2023 17:30:09.188131,"(3.0, 3.95, 3.8583333333333334)","(9.0, 14.5, 13.571428571428571)","(14.0, 23.0, 21.3125)","(3.1, 3.65, 3.61)","(41.0, 95.0, 84.23076923076923)","(3.2, 3.6, 3.577777777777778)","(31.0, 80.0, 70.66666666666667)","(19.0, 40.0, 39.38461538461539)"
06-01-2023 17:30:10.287760,"(3.0, 3.95, 3.918421052631579)","(9.0, 14.5, 13.803571428571429)","(14.0, 21.0, 18.2)","(3.1, 3.65, 3.61)","(41.0, 85.0, 84.23076923076923)","(3.2, 3.6, 3.5375)","(31.0, 80.0, 58.125)","(19.0, 40.0, 39.38461538461539)"
06-01-2023 17:30:11.486815,"(3.0, 3.95, 3.918421052631579)","(9.0, 14.5, 13.803571428571429)","(14.0, 21.0, 19.0)","(3.1, 3.65, 3.61)","(41.0, 85.0, 84.23076923076923)","(3.2, 3.6, 3.5352941176470587)","(31.0, 80.0, 60.0)","(19.0, 40.0, 39.38461538461539)"
06-01-2023 17:30:12.774871,"(3.0, 3.95, 3.918421052631579)","(9.0, 14.5, 13.803571428571429)","(14.0, 21.0, 18.6)","(3.1, 3.65, 3.5625)","(41.0, 85.0, 84.23076923076923)","(3.2, 3.6, 3.5352941176470587)","(31.0, 75.0, 60.0)","(20.0, 40.0, 39.38461538461539)"
06-01-2023 17:30:13.929558,"(3.0, 3.95, 3.918421052631579)","(9.0, 14.5, 13.865384615384615)","(14.0, 21.0, 18.6)","(3.1, 3.65, 3.5625)","(41.0, 85.0, 84.23076923076923)","(3.2, 3.6, 3.5615384615384618)","(31.0, 75.0, 60.0)","(20.0, 40.0, 39.38461538461539)"
