,Rich List,Bretts Hope,Mums Pet Rock,Resolute Bay,Movin Millions,Mister Nien,Denstown Nz,Streamliner,Taste It
09-01-2023 14:15:50.450476,"(6.5, 19.5, 15.857142857142858)","(16.0, 29.0, 23.5)","(41.0, 50.0, 33.75)","(8.0, 11.5, 10.55)","(20.0, 29.0, 19.666666666666668)","(5.5, 6.6, 6.163636363636363)","(4.0, 99999, 99990)","(4.2, 5.6, 5.333333333333333)","(4.8, 9.8, 7.3500000000000005)"
09-01-2023 14:15:51.685198,"(6.5, 19.0, 15.571428571428571)","(16.0, 29.0, 23.5)","(41.0, 46.0, 31.75)","(8.0, 11.5, 10.55)","(21.0, 28.0, 19.666666666666668)","(5.0, 6.6, 6.163636363636363)","(4.0, 99999, 99990)","(4.2, 5.6, 5.333333333333333)","(4.8, 7.4, 8.507692307692308)"
09-01-2023 14:15:52.932610,"(6.5, 18.5, 17.42857142857143)","(16.0, 29.0, 26.0)","(41.0, 46.0, 41.92857142857143)","(8.0, 11.5, 10.55)","(21.0, 28.0, 21.0)","(5.0, 6.6, 6.163636363636363)","(4.0, 99999, 99990)","(4.2, 5.6, 5.4)","(4.8, 8.6, 8.3)"
09-01-2023 14:15:54.252988,"(6.5, 18.0, 17.0)","(16.0, 30.0, 24.75)","(41.0, 46.0, 32.25)","(8.0, 11.5, 9.871428571428572)","(21.0, 28.0, 21.0)","(5.0, 6.6, 6.163636363636363)","(4.0, 99999, 99990)","(4.2, 6.2, 5.311111111111111)","(4.8, 8.6, 8.3)"
09-01-2023 14:15:55.592898,"(6.5, 18.0, 17.0)","(16.0, 32.0, 25.75)","(41.0, 46.0, 32.25)","(8.0, 11.5, 9.871428571428572)","(21.0, 28.0, 21.0)","(5.0, 6.6, 6.163636363636363)","(4.0, 99999, 99990)","(4.2, 6.2, 5.342857142857143)","(4.8, 8.6, 8.3)"
09-01-2023 14:15:56.909744,"(6.5, 18.0, 15.666666666666668)","(16.0, 32.0, 22.625)","(41.0, 46.0, 32.25)","(8.0, 11.5, 9.871428571428572)","(21.0, 28.0, 21.0)","(5.0, 6.6, 6.163636363636363)","(4.0, 99999, 99990)","(4.2, 6.2, 5.783333333333333)","(4.8, 8.6, 8.3)"
09-01-2023 14:15:58.196613,"(6.5, 18.0, 15.666666666666668)","(17.0, 30.0, 23.0)","(41.0, 46.0, 32.25)","(8.0, 11.0, 10.066666666666666)","(21.0, 28.0, 21.0)","(5.0, 6.6, 6.163636363636363)","(4.2, 99999, 99990)","(4.4, 5.9, 5.783333333333333)","(4.8, 8.6, 8.3)"
09-01-2023 14:15:59.495749,"(6.5, 18.0, 15.666666666666668)","(17.0, 29.0, 22.666666666666668)","(41.0, 46.0, 32.25)","(8.0, 11.0, 10.066666666666666)","(21.0, 28.0, 21.0)","(5.0, 6.6, 6.279999999999999)","(4.2, 99999, 99990)","(4.4, 5.9, 5.783333333333333)","(4.8, 8.6, 8.3)"
09-01-2023 14:16:00.793044,"(6.5, 18.0, 15.666666666666668)","(17.0, 29.0, 22.666666666666668)","(41.0, 46.0, 32.25)","(8.0, 11.0, 10.233333333333333)","(21.0, 28.0, 21.0)","(4.6, 6.6, 6.279999999999999)","(4.2, 99999, 99990)","(4.4, 5.9, 5.6)","(4.8, 8.6, 8.3)"
09-01-2023 14:16:02.140837,"(6.5, 18.0, 15.666666666666668)","(17.0, 29.0, 22.666666666666668)","(41.0, 46.0, 32.25)","(8.0, 11.5, 10.233333333333333)","(21.0, 28.0, 21.0)","(4.6, 6.6, 6.163636363636363)","(4.2, 99999, 99990)","(4.4, 5.8, 5.688888888888888)","(4.8, 8.6, 8.3)"
09-01-2023 14:16:03.375784,"(6.5, 18.0, 15.666666666666668)","(17.0, 29.0, 22.666666666666668)","(41.0, 46.0, 32.25)","(8.0, 11.5, 9.871428571428572)","(21.0, 28.0, 21.0)","(4.6, 6.6, 6.163636363636363)","(4.2, 99999, 99990)","(4.4, 5.8, 5.688888888888888)","(4.8, 8.6, 8.3)"
09-01-2023 14:16:04.602966,"(6.5, 21.0, 13.857142857142858)","(17.0, 29.0, 20.0)","(41.0, 46.0, 31.75)","(8.0, 11.5, 10.233333333333333)","(21.0, 28.0, 20.0)","(4.6, 6.6, 6.163636363636363)","(4.2, 99999, 99990)","(4.4, 5.8, 5.688888888888888)","(4.8, 8.6, 8.3)"
09-01-2023 14:16:05.799379,"(6.5, 20.0, 17.0)","(17.0, 29.0, 24.833333333333336)","(41.0, 46.0, 31.75)","(8.0, 11.5, 10.233333333333333)","(21.0, 28.0, 20.0)","(4.6, 6.6, 6.163636363636363)","(4.2, 99999, 99990)","(4.4, 5.8, 6.0095238095238095)","(4.8, 8.6, 8.12)"
09-01-2023 14:16:07.033287,"(6.5, 22.0, 19.1)","(17.0, 29.0, 20.666666666666668)","(41.0, 46.0, 31.75)","(8.0, 11.5, 10.55)","(21.0, 28.0, 20.0)","(4.6, 6.6, 6.163636363636363)","(4.2, 99999, 99990)","(4.4, 6.2, 5.857142857142858)","(4.8, 8.6, 7.914285714285715)"
09-01-2023 14:16:08.233244,"(6.5, 21.0, 19.1)","(17.0, 29.0, 20.666666666666668)","(41.0, 46.0, 31.75)","(8.0, 11.5, 10.55)","(21.0, 28.0, 20.0)","(4.6, 6.6, 6.163636363636363)","(4.2, 99999, 99990)","(4.4, 6.2, 5.857142857142858)","(4.8, 8.6, 7.914285714285715)"
09-01-2023 14:16:09.565564,"(6.5, 19.5, 15.25)","(17.0, 29.0, 20.666666666666668)","(41.0, 46.0, 31.75)","(8.0, 11.5, 10.55)","(21.0, 28.0, 20.0)","(4.6, 6.6, 6.163636363636363)","(4.2, 99999, 99990)","(4.4, 6.2, 5.8)","(4.8, 8.6, 7.914285714285715)"
09-01-2023 14:16:10.777403,"(6.5, 21.0, 15.0)","(17.0, 29.0, 20.666666666666668)","(41.0, 46.0, 31.75)","(8.0, 11.5, 10.55)","(21.0, 28.0, 20.0)","(4.6, 6.6, 6.163636363636363)","(4.2, 99999, 99990)","(4.4, 6.0, 5.8)","(4.8, 8.6, 7.914285714285715)"
09-01-2023 14:16:11.953961,"(6.5, 21.0, 15.0)","(17.0, 29.0, 20.666666666666668)","(41.0, 46.0, 31.75)","(8.0, 11.5, 10.55)","(21.0, 28.0, 20.0)","(4.6, 6.6, 6.163636363636363)","(4.2, 99999, 99990)","(4.4, 6.0, 5.8)","(4.8, 8.6, 7.914285714285715)"
09-01-2023 14:16:13.224489,"(6.5, 20.0, 13.571428571428571)","(17.0, 29.0, 20.666666666666668)","(41.0, 46.0, 31.75)","(8.0, 11.5, 10.55)","(21.0, 28.0, 20.0)","(4.6, 6.6, 6.163636363636363)","(4.2, 99999, 99990)","(4.4, 6.0, 5.733333333333333)","(4.8, 8.6, 7.914285714285715)"
09-01-2023 14:16:14.500256,"(6.5, 19.0, 13.666666666666666)","(17.0, 29.0, 20.666666666666668)","(41.0, 46.0, 31.75)","(8.0, 11.5, 9.916666666666666)","(21.0, 28.0, 20.0)","(4.6, 6.6, 6.163636363636363)","(4.2, 99999, 99990)","(4.4, 5.9, 5.733333333333333)","(4.8, 8.6, 7.914285714285715)"
09-01-2023 14:16:15.801129,"(6.5, 18.0, 13.333333333333334)","(17.0, 29.0, 20.666666666666668)","(41.0, 46.0, 31.75)","(8.0, 11.5, 9.916666666666666)","(21.0, 28.0, 21.5)","(4.6, 6.6, 6.163636363636363)","(4.2, 99999, 99990)","(4.4, 5.9, 5.733333333333333)","(4.8, 8.6, 7.914285714285715)"
09-01-2023 14:16:17.279069,"(6.5, 17.5, 14.25)","(17.0, 29.0, 24.833333333333336)","(41.0, 46.0, 41.333333333333336)","(8.0, 11.5, 10.55)","(21.0, 27.0, 22.454545454545453)","(4.6, 6.6, 5.509130434782609)","(4.2, 99999, 99990)","(4.4, 5.9, 5.733333333333333)","(4.8, 8.6, 8.3)"
09-01-2023 14:16:18.567488,"(6.5, 19.0, 17.5)","(17.0, 29.0, 25.166666666666668)","(41.0, 46.0, 32.25)","(8.0, 11.5, 10.233333333333333)","(21.0, 27.0, 23.384615384615387)","(4.6, 5.8, 5.509130434782609)","(4.2, 99999, 99990)","(4.4, 5.9, 5.733333333333333)","(4.8, 8.6, 8.12)"
09-01-2023 14:16:19.873170,"(6.5, 18.5, 15.25)","(17.0, 29.0, 25.333333333333332)","(41.0, 46.0, 40.5)","(8.0, 11.5, 10.233333333333333)","(21.0, 26.0, 21.2)","(4.6, 5.8, 5.509130434782609)","(4.2, 99999, 99990)","(4.4, 5.9, 5.800000000000001)","(4.8, 8.6, 8.163636363636364)"
09-01-2023 14:16:21.320984,"(6.5, 18.5, 16.694444444444443)","(17.0, 28.0, 21.5)","(41.0, 46.0, 35.0)","(8.0, 11.5, 9.833333333333332)","(21.0, 26.0, 20.9)","(4.6, 5.8, 5.509130434782609)","(4.2, 99999, 99990)","(4.4, 5.9, 5.62)","(4.8, 8.6, 7.914285714285715)"
09-01-2023 14:16:22.500130,"(6.5, 18.5, 13.857142857142858)","(17.0, 32.0, 21.5)","(41.0, 46.0, 35.0)","(8.0, 11.0, 10.066666666666666)","(21.0, 26.0, 19.625)","(4.6, 5.8, 5.509130434782609)","(4.2, 99999, 99990)","(4.4, 5.9, 5.7)","(4.8, 8.6, 8.028571428571428)"
09-01-2023 14:16:23.771572,"(6.5, 18.0, 14.0)","(17.0, 29.0, 23.5)","(41.0, 46.0, 32.0)","(8.0, 11.0, 10.066666666666666)","(21.0, 26.0, 19.625)","(4.6, 5.8, 5.509130434782609)","(4.2, 99999, 99990)","(4.4, 5.9, 5.78)","(4.8, 8.6, 7.933333333333334)"
09-01-2023 14:16:25.186302,"(6.5, 17.5, 14.75)","(17.0, 29.0, 25.285714285714285)","(41.0, 48.0, 40.0)","(8.0, 11.0, 10.233333333333333)","(21.0, 26.0, 19.375)","(4.6, 5.8, 5.509130434782609)","(4.2, 99999, 99990)","(4.4, 5.9, 5.78)","(4.8, 8.4, 7.6)"
09-01-2023 14:16:26.807762,"(6.5, 17.5, 19.583333333333336)","(17.0, 28.0, 22.333333333333332)","(41.0, 48.0, 40.0)","(8.0, 11.5, 10.233333333333333)","(21.0, 25.0, 19.9375)","(4.6, 5.8, 5.509130434782609)","(4.2, 99999, 99990)","(4.4, 5.9, 5.800000000000001)","(4.8, 8.4, 7.6)"
09-01-2023 14:16:28.172516,"(6.5, 21.0, 19.583333333333336)","(17.0, 28.0, 22.333333333333332)","(41.0, 48.0, 40.0)","(8.0, 11.5, 10.233333333333333)","(21.0, 24.0, 21.625)","(4.6, 5.8, 5.515217391304348)","(4.2, 99999, 99990)","(4.4, 5.9, 5.828571428571429)","(4.8, 8.4, 7.6)"
09-01-2023 14:16:29.646545,"(6.5, 20.0, 15.333333333333334)","(17.0, 28.0, 22.333333333333332)","(41.0, 48.0, 40.0)","(8.0, 11.5, 10.233333333333333)","(21.0, 23.0, 19.5625)","(4.6, 6.0, 5.515217391304348)","(4.2, 99999, 99990)","(4.4, 5.9, 5.864285714285715)","(4.8, 8.4, 7.6)"
09-01-2023 14:16:31.138400,"(6.5, 20.0, 15.333333333333334)","(17.0, 28.0, 22.333333333333332)","(41.0, 48.0, 40.0)","(8.0, 11.5, 10.233333333333333)","(21.0, 23.0, 19.5625)","(4.6, 6.0, 5.515217391304348)","(4.2, 99999, 99990)","(4.4, 5.9, 5.800000000000001)","(4.8, 8.4, 7.6)"
09-01-2023 14:16:32.471190,"(6.5, 20.0, 15.333333333333334)","(17.0, 28.0, 22.333333333333332)","(41.0, 48.0, 40.0)","(8.0, 11.5, 10.233333333333333)","(21.0, 23.0, 19.5625)","(4.6, 6.0, 5.515217391304348)","(4.2, 99999, 99990)","(4.4, 5.9, 5.833333333333334)","(4.8, 8.4, 7.6)"
09-01-2023 14:16:33.776284,"(6.5, 20.0, 15.333333333333334)","(17.0, 28.0, 22.333333333333332)","(41.0, 48.0, 28.0)","(8.0, 11.5, 9.84)","(21.0, 23.0, 18.416666666666668)","(4.6, 6.0, 5.515217391304348)","(4.2, 99999, 99990)","(4.4, 5.9, 5.833333333333334)","(4.8, 8.4, 7.0285714285714285)"
09-01-2023 14:16:35.093800,"(6.5, 20.0, 15.333333333333334)","(17.0, 28.0, 22.333333333333332)","(41.0, 48.0, 35.69230769230769)","(8.0, 12.0, 9.84)","(21.0, 23.0, 18.25)","(4.6, 6.0, 5.515217391304348)","(4.2, 99999, 99990)","(4.4, 5.9, 5.833333333333334)","(4.8, 8.4, 7.527272727272727)"
09-01-2023 14:16:36.459429,"(6.5, 20.0, 15.333333333333334)","(17.0, 28.0, 22.333333333333332)","(41.0, 48.0, 35.69230769230769)","(8.0, 12.0, 9.84)","(21.0, 22.0, 18.25)","(4.6, 6.0, 5.515217391304348)","(4.2, 99999, 99990)","(4.4, 5.9, 5.833333333333334)","(4.8, 8.4, 7.527272727272727)"
09-01-2023 14:16:37.727461,"(6.5, 19.5, 15.166666666666666)","(17.0, 28.0, 22.333333333333332)","(41.0, 44.0, 22.61111111111111)","(8.0, 12.0, 9.84)","(21.0, 21.0, 17.666666666666668)","(4.6, 6.0, 5.515217391304348)","(4.2, 99999, 99990)","(4.4, 5.9, 5.866666666666667)","(4.8, 8.4, 7.527272727272727)"
09-01-2023 14:16:38.961134,"(6.5, 19.0, 15.0)","(17.0, 28.0, 24.285714285714285)","(41.0, 42.0, 24.142857142857142)","(8.0, 12.0, 10.56)","(21.0, 21.0, 17.666666666666668)","(4.6, 6.0, 5.515217391304348)","(4.2, 99999, 99990)","(4.4, 5.9, 5.866666666666667)","(4.8, 8.4, 7.527272727272727)"
09-01-2023 14:16:40.239710,"(6.5, 19.0, 15.0)","(17.0, 28.0, 20.0)","(41.0, 40.0, 23.57142857142857)","(8.0, 12.0, 10.56)","(21.0, 21.0, 19.0)","(4.6, 6.0, 5.515217391304348)","(4.2, 99999, 99990)","(4.4, 5.9, 5.866666666666667)","(4.8, 8.4, 7.4)"
09-01-2023 14:16:41.527430,"(6.5, 19.0, 15.0)","(17.0, 28.0, 20.0)","(41.0, 40.0, 23.57142857142857)","(8.0, 12.0, 10.56)","(21.0, 21.0, 19.0)","(4.6, 6.0, 5.515217391304348)","(4.2, 99999, 99990)","(4.4, 5.9, 5.855555555555556)","(4.8, 8.4, 7.4)"
09-01-2023 14:16:43.048697,"(6.5, 19.0, 15.0)","(17.0, 28.0, 20.0)","(41.0, 40.0, 23.57142857142857)","(8.0, 12.0, 10.56)","(21.0, 21.0, 18.0)","(4.6, 6.0, 5.515217391304348)","(4.2, 99999, 99990)","(4.4, 5.9, 5.833333333333334)","(4.8, 8.4, 7.4)"
09-01-2023 14:16:44.404758,"(6.5, 19.0, 15.0)","(17.0, 28.0, 20.0)","(41.0, 40.0, 23.57142857142857)","(8.0, 12.0, 10.56)","(21.0, 20.0, 18.25)","(4.6, 6.0, 5.515217391304348)","(4.2, 99999, 99990)","(4.4, 5.9, 5.833333333333334)","(4.8, 8.4, 7.4)"
09-01-2023 14:16:45.902906,"(6.5, 19.0, 15.0)","(17.0, 28.0, 20.0)","(41.0, 40.0, 23.57142857142857)","(8.0, 12.0, 10.56)","(21.0, 19.5, 18.90909090909091)","(4.6, 6.0, 5.515217391304348)","(4.2, 99999, 99990)","(4.4, 5.9, 6.033333333333333)","(4.8, 8.4, 7.4)"
09-01-2023 14:16:47.245975,"(7.0, 19.0, 13.75)","(17.0, 28.0, 20.0)","(41.0, 40.0, 23.57142857142857)","(8.5, 12.0, 10.56)","(21.0, 38.0, 18.4)","(4.4, 6.0, 5.515217391304348)","(4.2, 99999, 99990)","(4.4, 6.2, 6.122222222222223)","(5.0, 8.4, 7.800000000000001)"
09-01-2023 14:16:48.548061,"(7.0, 18.5, 13.6875)","(17.0, 28.0, 20.0)","(41.0, 40.0, 25.0)","(8.5, 12.0, 10.56)","(21.0, 38.0, 29.0)","(4.4, 6.0, 5.514957264957265)","(4.2, 99999, 99990)","(4.4, 6.2, 5.944444444444445)","(5.0, 8.4, 7.800000000000001)"
09-01-2023 14:16:49.783307,"(7.0, 18.0, 13.714285714285714)","(17.0, 28.0, 24.0)","(41.0, 40.0, 25.0)","(8.5, 12.0, 10.56)","(21.0, 32.0, 20.0)","(4.4, 6.0, 5.514957264957265)","(4.2, 99999, 99990)","(4.4, 6.0, 5.944444444444445)","(5.0, 8.4, 7.800000000000001)"
09-01-2023 14:16:50.995407,"(7.0, 17.5, 13.75)","(17.0, 28.0, 24.0)","(41.0, 40.0, 25.0)","(8.5, 12.0, 10.56)","(21.0, 32.0, 26.75)","(4.4, 6.0, 5.514957264957265)","(4.2, 99999, 99990)","(4.4, 6.0, 5.944444444444445)","(5.0, 8.4, 7.800000000000001)"
09-01-2023 14:16:52.199031,"(7.0, 17.5, 13.75)","(17.0, 28.0, 24.0)","(41.0, 40.0, 25.0)","(8.5, 12.0, 10.56)","(21.0, 32.0, 23.0)","(4.4, 6.0, 5.514957264957265)","(4.2, 99999, 99990)","(4.4, 6.0, 5.944444444444445)","(5.0, 8.4, 7.800000000000001)"
09-01-2023 14:16:53.408492,"(7.0, 17.5, 13.75)","(17.0, 28.0, 24.0)","(41.0, 40.0, 25.0)","(8.5, 12.0, 10.56)","(21.0, 32.0, 21.6)","(4.4, 6.0, 5.514957264957265)","(4.2, 99999, 99990)","(4.4, 6.0, 5.944444444444445)","(5.0, 8.4, 7.800000000000001)"
09-01-2023 14:16:54.701290,"(7.0, 17.5, 13.75)","(17.0, 28.0, 24.0)","(41.0, 40.0, 25.0)","(8.5, 12.0, 10.56)","(21.0, 32.0, 26.22222222222222)","(4.4, 6.0, 5.514957264957265)","(4.2, 99999, 99990)","(4.4, 6.0, 5.944444444444445)","(5.0, 8.4, 7.800000000000001)"
09-01-2023 14:16:55.922670,"(7.0, 17.5, 13.75)","(17.0, 28.0, 24.0)","(41.0, 40.0, 25.0)","(8.5, 12.0, 10.56)","(21.0, 32.0, 26.22222222222222)","(4.4, 6.0, 5.514957264957265)","(4.2, 99999, 99990)","(4.4, 6.0, 5.944444444444445)","(5.0, 8.4, 7.800000000000001)"
09-01-2023 14:16:57.164097,"(7.0, 17.5, 13.75)","(17.0, 28.0, 24.0)","(41.0, 40.0, 25.0)","(8.5, 12.0, 10.56)","(21.0, 32.0, 23.333333333333332)","(4.4, 6.0, 5.514957264957265)","(4.2, 99999, 99990)","(4.4, 6.0, 5.944444444444445)","(5.0, 8.4, 7.800000000000001)"
09-01-2023 14:16:58.622700,"(7.0, 17.5, 13.75)","(17.0, 28.0, 24.0)","(41.0, 40.0, 29.09090909090909)","(8.5, 12.0, 10.56)","(21.0, 30.0, 21.428571428571427)","(4.4, 6.0, 5.514957264957265)","(4.2, 99999, 99990)","(4.4, 6.0, 5.944444444444445)","(5.0, 8.4, 7.800000000000001)"
09-01-2023 14:17:00.183499,"(7.0, 17.5, 14.75)","(17.0, 28.0, 24.0)","(41.0, 40.0, 29.09090909090909)","(8.5, 12.0, 10.56)","(21.0, 30.0, 21.428571428571427)","(4.4, 6.0, 5.514957264957265)","(4.2, 99999, 99990)","(4.4, 6.0, 5.944444444444445)","(5.0, 8.4, 7.800000000000001)"
09-01-2023 14:17:01.546515,"(7.0, 16.5, 13.583333333333334)","(17.0, 28.0, 25.6)","(41.0, 40.0, 26.5)","(8.5, 12.0, 11.0)","(21.0, 30.0, 23.25)","(4.4, 6.0, 5.514957264957265)","(4.2, 99999, 99990)","(4.4, 6.0, 5.944444444444445)","(5.0, 8.4, 7.511111111111111)"
09-01-2023 14:17:02.955541,"(7.0, 16.5, 13.583333333333334)","(17.0, 28.0, 25.6)","(41.0, 40.0, 26.5)","(8.5, 12.0, 11.0)","(21.0, 30.0, 23.25)","(4.4, 6.0, 5.514957264957265)","(4.2, 99999, 99990)","(4.4, 6.0, 5.944444444444445)","(5.0, 8.4, 7.511111111111111)"
09-01-2023 14:17:04.403383,"(7.0, 16.5, 13.583333333333334)","(17.0, 28.0, 25.6)","(41.0, 40.0, 27.142857142857142)","(8.5, 12.0, 11.035714285714286)","(21.0, 30.0, 25.09090909090909)","(4.4, 6.0, 5.514957264957265)","(4.2, 99999, 99990)","(4.4, 6.0, 5.944444444444445)","(5.0, 8.4, 7.511111111111111)"
09-01-2023 14:17:05.739021,"(7.5, 16.5, 13.583333333333334)","(17.0, 28.0, 25.6)","(31.0, 40.0, 27.142857142857142)","(8.5, 12.0, 11.1)","(20.0, 30.0, 25.09090909090909)","(4.6, 6.0, 5.514957264957265)","(4.0, 99999, 99990)","(4.6, 6.0, 5.944444444444445)","(5.0, 8.4, 7.511111111111111)"
09-01-2023 14:17:07.106740,"(7.5, 16.5, 13.583333333333334)","(17.0, 28.0, 20.666666666666668)","(31.0, 40.0, 27.142857142857142)","(8.5, 12.0, 11.1)","(20.0, 30.0, 25.636363636363637)","(4.6, 6.0, 5.514957264957265)","(4.0, 99999, 99990)","(4.6, 6.0, 5.944444444444445)","(5.0, 8.4, 7.511111111111111)"
09-01-2023 14:17:08.491908,"(7.5, 16.5, 13.583333333333334)","(17.0, 28.0, 18.833333333333332)","(31.0, 40.0, 27.142857142857142)","(8.5, 12.0, 19.875)","(20.0, 30.0, 24.75)","(4.6, 6.0, 5.514957264957265)","(4.0, 99999, 99990)","(4.6, 6.0, 5.852941176470588)","(5.0, 8.4, 7.511111111111111)"
09-01-2023 14:17:09.761023,"(7.5, 16.5, 13.583333333333334)","(17.0, 28.0, 22.0)","(31.0, 40.0, 27.142857142857142)","(8.5, 21.0, 15.75)","(20.0, 30.0, 24.75)","(4.6, 6.0, 5.514957264957265)","(4.0, 99999, 99990)","(4.6, 6.0, 5.8)","(5.0, 8.4, 7.44)"
09-01-2023 14:17:11.035449,"(7.5, 16.5, 13.583333333333334)","(17.0, 27.0, 22.0)","(31.0, 40.0, 23.214285714285715)","(8.5, 19.0, 15.071428571428571)","(20.0, 30.0, 19.285714285714285)","(4.6, 6.0, 5.514957264957265)","(4.0, 99999, 99990)","(4.6, 6.0, 5.885714285714285)","(5.0, 8.4, 7.725)"
09-01-2023 14:17:12.410448,"(7.5, 16.5, 13.5)","(17.0, 27.0, 22.0)","(31.0, 40.0, 23.214285714285715)","(8.5, 18.5, 14.857142857142858)","(20.0, 30.0, 19.285714285714285)","(4.6, 6.0, 5.514957264957265)","(4.0, 99999, 99990)","(4.6, 6.0, 5.885714285714285)","(5.0, 8.4, 7.725)"
09-01-2023 14:17:13.801689,"(7.5, 16.5, 13.5)","(17.0, 26.0, 33.0)","(31.0, 40.0, 23.57142857142857)","(8.5, 18.0, 14.0)","(20.0, 30.0, 19.285714285714285)","(4.6, 6.0, 5.514957264957265)","(4.0, 99999, 99990)","(4.6, 6.0, 5.885714285714285)","(5.0, 8.4, 7.725)"
09-01-2023 14:17:15.289762,"(7.5, 16.5, 13.5)","(17.0, 65.0, 22.285714285714285)","(31.0, 40.0, 23.57142857142857)","(8.5, 18.0, 14.0)","(20.0, 30.0, 20.25)","(4.6, 6.0, 5.514957264957265)","(4.0, 99999, 99990)","(4.6, 6.0, 5.95)","(5.0, 8.4, 7.581818181818182)"
09-01-2023 14:17:16.902076,"(7.5, 16.5, 13.5)","(17.0, 60.0, 29.0)","(31.0, 40.0, 28.5)","(8.5, 18.0, 14.0)","(20.0, 30.0, 24.8)","(4.6, 6.0, 5.514957264957265)","(4.0, 99999, 99990)","(4.6, 6.0, 5.1125)","(5.0, 8.4, 7.800000000000001)"
09-01-2023 14:17:18.334366,"(7.5, 16.5, 13.5)","(17.0, 55.0, 39.5)","(31.0, 40.0, 25.9375)","(8.5, 18.0, 14.0)","(20.0, 30.0, 26.75)","(4.6, 6.0, 5.514957264957265)","(4.0, 99999, 99990)","(4.6, 5.9, 5.385714285714286)","(5.0, 8.4, 7.800000000000001)"
09-01-2023 14:17:19.653800,"(7.5, 16.5, 13.5)","(17.0, 110.0, 39.5)","(31.0, 40.0, 27.5)","(8.5, 18.0, 16.666666666666668)","(20.0, 30.0, 27.5)","(4.6, 6.0, 5.514957264957265)","(4.0, 99999, 99990)","(4.6, 5.9, 5.6)","(5.0, 8.4, 7.800000000000001)"
09-01-2023 14:17:20.947977,"(7.5, 15.5, 14.25)","(17.0, 95.0, 30.4)","(31.0, 40.0, 28.75)","(8.5, 17.5, 16.666666666666668)","(20.0, 30.0, 26.57142857142857)","(4.6, 6.0, 5.514957264957265)","(4.0, 99999, 99990)","(4.6, 5.7, 5.6)","(5.0, 8.4, 7.800000000000001)"
09-01-2023 14:17:22.437275,"(7.5, 15.5, 13.416666666666666)","(17.0, 34.0, 23.11111111111111)","(31.0, 40.0, 28.75)","(8.5, 17.5, 14.75)","(20.0, 30.0, 24.25)","(4.6, 6.0, 5.514957264957265)","(4.0, 99999, 99990)","(4.6, 5.8, 5.727272727272727)","(5.0, 8.4, 7.800000000000001)"
09-01-2023 14:17:23.896347,"(7.5, 22.0, 16.0)","(17.0, 32.0, 27.2)","(31.0, 40.0, 28.75)","(8.5, 17.0, 14.75)","(20.0, 30.0, 22.666666666666668)","(4.6, 6.0, 5.285714285714286)","(4.0, 99999, 99990)","(4.6, 5.8, 5.727272727272727)","(5.0, 8.4, 7.581818181818182)"
09-01-2023 14:17:25.326897,"(7.5, 20.0, 13.777777777777779)","(17.0, 30.0, 27.2)","(31.0, 40.0, 31.346153846153847)","(8.5, 17.0, 14.1875)","(20.0, 30.0, 24.5)","(4.6, 5.5, 5.333333333333333)","(4.0, 99999, 99990)","(4.6, 5.8, 5.636363636363637)","(5.0, 8.4, 7.581818181818182)"
09-01-2023 14:17:26.881243,"(7.5, 19.0, 14.5)","(17.0, 30.0, 23.5)","(31.0, 40.0, 31.346153846153847)","(8.5, 17.0, 14.1875)","(20.0, 30.0, 22.5)","(4.6, 5.5, 5.346153846153846)","(4.0, 99999, 99990)","(4.6, 5.7, 5.636363636363637)","(5.0, 8.4, 7.581818181818182)"
09-01-2023 14:17:28.463161,"(7.5, 18.5, 14.375)","(17.0, 30.0, 23.5)","(31.0, 40.0, 31.875)","(8.5, 17.0, 15.125)","(20.0, 30.0, 22.857142857142858)","(4.6, 5.5, 5.362068965517241)","(4.0, 99999, 99990)","(4.6, 5.7, 5.533333333333333)","(5.0, 8.4, 7.800000000000001)"
09-01-2023 14:17:29.794377,"(7.5, 18.5, 14.375)","(17.0, 30.0, 23.5)","(31.0, 40.0, 31.875)","(8.5, 17.0, 15.125)","(20.0, 30.0, 23.333333333333332)","(4.6, 5.5, 5.362068965517241)","(4.0, 99999, 99990)","(4.6, 5.7, 5.533333333333333)","(5.0, 8.4, 7.800000000000001)"
09-01-2023 14:17:31.145508,"(7.5, 18.5, 14.375)","(17.0, 30.0, 23.5)","(31.0, 40.0, 31.875)","(8.5, 17.0, 14.1875)","(20.0, 30.0, 26.0)","(4.6, 5.5, 5.362068965517241)","(4.0, 99999, 99990)","(4.6, 5.6, 5.15)","(5.0, 8.4, 7.800000000000001)"
09-01-2023 14:17:32.403303,"(7.5, 19.5, 15.166666666666666)","(17.0, 30.0, 23.5)","(31.0, 40.0, 31.875)","(8.5, 17.0, 14.1875)","(20.0, 30.0, 23.77777777777778)","(4.6, 5.5, 5.362068965517241)","(4.0, 99999, 99990)","(4.6, 5.6, 5.071428571428571)","(5.0, 8.4, 7.581818181818182)"
09-01-2023 14:17:33.637780,"(7.5, 20.0, 14.75)","(17.0, 30.0, 23.5)","(31.0, 40.0, 31.875)","(8.5, 17.0, 14.1875)","(20.0, 30.0, 24.90909090909091)","(4.6, 5.5, 5.362068965517241)","(4.0, 99999, 99990)","(4.6, 5.5, 5.083333333333333)","(5.0, 8.4, 8.44)"
