,Jubay,Cupids Song,Astrayal,Hes Clever,Gettin Spicy,Rockin Chair,Curb That Tiger,Shade Tree Corner,Windsors Star,Missionary
07-01-2023 11:58:15.296925,"(18.0, 230.0, 205.83333333333334)","(11.0, 21.0, 15.5)","(6.5, 230.0, 174.25)","(3.1, 230.0, 173.3875)","(26.0, 230.0, 159.0)","(13.0, 26.0, 19.8)","(41.0, 230.0, 127.0)","(8.5, 230.0, 174.95)","(5.5, 11.5, 6.4799999999999995)","(4.4, 230.0, 173.775)"
07-01-2023 11:58:16.549547,"(18.0, 230.0, 205.83333333333334)","(11.0, 21.0, 15.5)","(6.5, 230.0, 174.25)","(3.1, 230.0, 173.3875)","(26.0, 230.0, 159.0)","(13.0, 26.0, 19.8)","(41.0, 230.0, 127.0)","(8.5, 230.0, 174.95)","(5.5, 11.5, 6.4799999999999995)","(4.4, 230.0, 173.775)"
07-01-2023 11:58:17.738217,"(18.0, 230.0, 205.83333333333334)","(11.0, 21.0, 15.5)","(6.5, 230.0, 174.25)","(3.1, 230.0, 173.3875)","(26.0, 230.0, 159.0)","(13.0, 26.0, 19.8)","(41.0, 230.0, 127.0)","(8.5, 230.0, 174.95)","(5.5, 11.5, 6.4799999999999995)","(4.4, 230.0, 173.775)"
07-01-2023 11:58:18.920818,"(18.0, 230.0, 205.83333333333334)","(11.0, 21.0, 15.5)","(6.5, 230.0, 174.25)","(3.1, 230.0, 173.3875)","(26.0, 230.0, 159.0)","(13.0, 26.0, 19.8)","(41.0, 230.0, 127.0)","(8.5, 230.0, 174.95)","(5.5, 11.5, 6.4799999999999995)","(4.4, 230.0, 173.775)"
07-01-2023 11:58:20.174079,"(18.0, 230.0, 205.83333333333334)","(11.0, 21.0, 15.5)","(6.5, 230.0, 174.25)","(3.1, 230.0, 173.3875)","(26.0, 230.0, 159.0)","(13.0, 26.0, 19.8)","(41.0, 230.0, 127.0)","(8.5, 230.0, 174.95)","(5.5, 11.5, 6.4799999999999995)","(4.4, 230.0, 173.775)"
07-01-2023 11:58:21.560688,"(18.0, 230.0, 205.83333333333334)","(11.0, 21.0, 15.5)","(6.5, 230.0, 174.25)","(3.1, 230.0, 173.3875)","(26.0, 230.0, 159.0)","(13.0, 26.0, 19.8)","(41.0, 230.0, 127.0)","(8.5, 230.0, 174.95)","(5.5, 11.5, 6.4799999999999995)","(4.4, 230.0, 173.775)"
07-01-2023 11:58:22.882419,"(18.0, 230.0, 205.83333333333334)","(11.0, 21.0, 15.5)","(6.5, 230.0, 174.25)","(3.1, 230.0, 173.3875)","(26.0, 230.0, 159.0)","(13.0, 26.0, 19.8)","(41.0, 230.0, 127.0)","(8.5, 230.0, 174.95)","(5.5, 11.5, 6.4799999999999995)","(4.4, 230.0, 173.775)"
07-01-2023 11:58:24.142391,"(18.0, 230.0, 205.83333333333334)","(11.0, 21.0, 15.5)","(6.5, 230.0, 174.25)","(3.1, 230.0, 173.3875)","(26.0, 230.0, 159.0)","(13.0, 26.0, 19.8)","(41.0, 230.0, 127.0)","(8.5, 230.0, 174.95)","(5.5, 11.5, 6.4799999999999995)","(4.4, 230.0, 173.775)"
07-01-2023 11:58:25.369047,"(18.0, 230.0, 205.83333333333334)","(11.0, 21.0, 15.5)","(6.5, 230.0, 174.25)","(3.1, 230.0, 173.3875)","(26.0, 230.0, 159.0)","(13.0, 26.0, 19.8)","(41.0, 230.0, 127.0)","(8.5, 230.0, 174.95)","(5.5, 11.5, 6.4799999999999995)","(4.4, 230.0, 173.775)"
07-01-2023 11:58:26.699305,"(18.0, 230.0, 205.83333333333334)","(11.0, 21.0, 15.5)","(6.5, 230.0, 174.25)","(3.1, 230.0, 173.3875)","(26.0, 230.0, 159.0)","(13.0, 26.0, 19.8)","(41.0, 230.0, 127.0)","(8.5, 230.0, 174.95)","(5.5, 11.5, 6.4799999999999995)","(4.4, 230.0, 173.775)"
07-01-2023 11:58:27.912476,"(18.0, 230.0, 205.83333333333334)","(11.0, 21.0, 15.5)","(6.5, 230.0, 174.25)","(3.1, 230.0, 173.3875)","(26.0, 230.0, 159.0)","(13.0, 26.0, 19.8)","(41.0, 230.0, 127.0)","(8.5, 230.0, 174.95)","(5.5, 11.5, 6.4799999999999995)","(4.4, 230.0, 173.775)"
07-01-2023 11:58:29.070552,"(18.0, 230.0, 205.83333333333334)","(11.0, 21.0, 15.5)","(6.5, 230.0, 174.25)","(3.1, 230.0, 173.3875)","(26.0, 230.0, 159.0)","(13.0, 26.0, 19.8)","(41.0, 230.0, 127.0)","(8.5, 230.0, 174.95)","(5.5, 11.5, 6.4799999999999995)","(4.4, 230.0, 173.775)"
07-01-2023 11:58:30.327462,"(18.0, 230.0, 205.83333333333334)","(11.0, 21.0, 15.5)","(6.5, 230.0, 174.25)","(3.1, 230.0, 173.3875)","(26.0, 230.0, 159.0)","(13.0, 26.0, 19.8)","(41.0, 230.0, 127.0)","(8.5, 230.0, 174.95)","(5.5, 11.5, 6.4799999999999995)","(4.4, 230.0, 173.775)"
07-01-2023 11:58:31.595013,"(18.0, 230.0, 205.83333333333334)","(11.0, 21.0, 15.5)","(6.5, 230.0, 174.25)","(3.1, 230.0, 173.3875)","(26.0, 230.0, 159.0)","(13.0, 26.0, 19.8)","(41.0, 230.0, 127.0)","(8.5, 230.0, 174.95)","(5.5, 11.5, 6.4799999999999995)","(4.4, 230.0, 173.775)"
07-01-2023 11:58:32.825699,"(18.0, 230.0, 205.83333333333334)","(11.0, 21.0, 15.5)","(6.5, 230.0, 174.25)","(3.1, 230.0, 173.3875)","(26.0, 230.0, 159.0)","(13.0, 26.0, 19.8)","(41.0, 230.0, 127.0)","(8.5, 230.0, 174.95)","(5.5, 11.5, 6.4799999999999995)","(4.4, 230.0, 173.775)"
07-01-2023 11:58:34.145986,"(18.0, 230.0, 205.83333333333334)","(11.0, 21.0, 15.5)","(6.5, 230.0, 174.25)","(3.1, 230.0, 173.3875)","(26.0, 230.0, 159.0)","(13.0, 26.0, 19.8)","(41.0, 230.0, 127.0)","(8.5, 230.0, 174.95)","(5.5, 11.5, 6.4799999999999995)","(4.4, 230.0, 173.775)"
07-01-2023 11:58:35.436393,"(18.0, 230.0, 205.83333333333334)","(11.0, 21.0, 15.5)","(6.5, 230.0, 174.25)","(3.1, 230.0, 173.3875)","(26.0, 230.0, 159.0)","(13.0, 26.0, 19.8)","(41.0, 230.0, 127.0)","(8.5, 230.0, 174.95)","(5.5, 11.5, 6.4799999999999995)","(4.4, 230.0, 173.775)"
07-01-2023 11:58:36.770185,"(18.0, 230.0, 205.83333333333334)","(11.0, 21.0, 15.5)","(6.5, 230.0, 174.25)","(3.1, 230.0, 173.3875)","(26.0, 230.0, 159.0)","(13.0, 26.0, 19.8)","(41.0, 230.0, 127.0)","(8.5, 230.0, 174.95)","(5.5, 11.5, 6.4799999999999995)","(4.4, 230.0, 173.775)"
07-01-2023 11:58:38.056190,"(18.0, 230.0, 205.83333333333334)","(11.0, 21.0, 15.5)","(6.5, 230.0, 174.25)","(3.1, 230.0, 173.3875)","(26.0, 230.0, 159.0)","(13.0, 26.0, 19.8)","(41.0, 230.0, 127.0)","(8.5, 230.0, 174.95)","(5.5, 11.5, 6.4799999999999995)","(4.4, 230.0, 173.775)"
07-01-2023 11:58:39.252681,"(18.0, 230.0, 205.83333333333334)","(11.0, 21.0, 15.5)","(6.5, 230.0, 174.25)","(3.1, 230.0, 173.3875)","(26.0, 230.0, 159.0)","(13.0, 26.0, 19.8)","(41.0, 230.0, 127.0)","(8.5, 230.0, 174.95)","(5.5, 11.5, 6.4799999999999995)","(4.4, 230.0, 173.775)"
07-01-2023 11:58:40.443474,"(18.0, 230.0, 205.83333333333334)","(11.0, 21.0, 15.5)","(6.5, 230.0, 174.25)","(3.1, 230.0, 173.3875)","(26.0, 230.0, 159.0)","(13.0, 26.0, 19.8)","(41.0, 230.0, 127.0)","(8.5, 230.0, 174.95)","(5.5, 11.5, 6.4799999999999995)","(4.4, 230.0, 173.775)"
07-01-2023 11:58:41.673026,"(18.0, 230.0, 205.83333333333334)","(11.0, 21.0, 15.5)","(6.5, 230.0, 174.25)","(3.1, 230.0, 173.3875)","(26.0, 230.0, 159.0)","(13.0, 26.0, 19.8)","(41.0, 230.0, 127.0)","(8.5, 230.0, 174.95)","(5.5, 11.5, 6.4799999999999995)","(4.4, 230.0, 173.775)"
07-01-2023 11:58:42.872189,"(18.0, 230.0, 205.83333333333334)","(11.0, 21.0, 15.5)","(6.5, 230.0, 174.25)","(3.1, 230.0, 173.3875)","(26.0, 230.0, 159.0)","(13.0, 26.0, 19.8)","(41.0, 230.0, 127.0)","(8.5, 230.0, 174.95)","(5.5, 11.5, 6.4799999999999995)","(4.4, 230.0, 173.775)"
07-01-2023 11:58:44.108744,"(18.0, 230.0, 205.83333333333334)","(11.0, 21.0, 15.5)","(6.5, 230.0, 174.25)","(3.1, 230.0, 173.3875)","(26.0, 230.0, 159.0)","(13.0, 26.0, 19.8)","(41.0, 230.0, 127.0)","(8.5, 230.0, 174.95)","(5.5, 11.5, 6.4799999999999995)","(4.4, 230.0, 173.775)"
07-01-2023 11:58:45.440565,"(18.0, 230.0, 205.83333333333334)","(11.0, 21.0, 15.5)","(6.5, 230.0, 174.25)","(3.1, 230.0, 173.3875)","(26.0, 230.0, 159.0)","(13.0, 26.0, 19.8)","(41.0, 230.0, 127.0)","(8.5, 230.0, 174.95)","(5.5, 11.5, 6.4799999999999995)","(4.4, 230.0, 173.775)"
07-01-2023 11:58:46.714458,"(18.0, 230.0, 205.83333333333334)","(11.0, 21.0, 15.5)","(6.5, 230.0, 174.25)","(3.1, 230.0, 173.3875)","(26.0, 230.0, 159.0)","(13.0, 26.0, 19.8)","(41.0, 230.0, 127.0)","(8.5, 230.0, 174.95)","(5.5, 11.5, 6.4799999999999995)","(4.4, 230.0, 173.775)"
07-01-2023 11:58:47.989710,"(18.0, 230.0, 205.83333333333334)","(11.0, 21.0, 15.5)","(6.5, 230.0, 174.25)","(3.1, 230.0, 173.3875)","(26.0, 230.0, 159.0)","(13.0, 26.0, 19.8)","(41.0, 230.0, 127.0)","(8.5, 230.0, 174.95)","(5.5, 11.5, 6.4799999999999995)","(4.4, 230.0, 173.775)"
07-01-2023 11:58:49.338901,"(18.0, 230.0, 205.83333333333334)","(11.0, 21.0, 15.5)","(6.5, 230.0, 174.25)","(3.1, 230.0, 173.3875)","(26.0, 230.0, 159.0)","(13.0, 26.0, 19.8)","(41.0, 230.0, 127.0)","(8.5, 230.0, 174.95)","(5.5, 11.5, 6.4799999999999995)","(4.4, 230.0, 173.775)"
07-01-2023 11:58:50.593513,"(18.0, 230.0, 205.83333333333334)","(11.0, 21.0, 15.5)","(6.5, 230.0, 174.25)","(3.1, 230.0, 173.3875)","(26.0, 230.0, 159.0)","(13.0, 26.0, 19.8)","(41.0, 230.0, 127.0)","(8.5, 230.0, 174.95)","(5.5, 11.5, 6.4799999999999995)","(4.4, 230.0, 173.775)"
07-01-2023 11:58:51.810592,"(18.0, 230.0, 205.83333333333334)","(11.0, 21.0, 15.5)","(6.5, 230.0, 174.25)","(3.1, 230.0, 173.3875)","(26.0, 230.0, 159.0)","(13.0, 26.0, 19.8)","(41.0, 230.0, 127.0)","(8.5, 230.0, 174.95)","(5.5, 11.5, 6.4799999999999995)","(4.4, 230.0, 173.775)"
07-01-2023 11:58:53.003981,"(18.0, 230.0, 205.83333333333334)","(11.0, 21.0, 15.5)","(6.5, 230.0, 174.25)","(3.1, 230.0, 173.3875)","(26.0, 230.0, 159.0)","(13.0, 26.0, 19.8)","(41.0, 230.0, 127.0)","(8.5, 230.0, 174.95)","(5.5, 11.5, 6.4799999999999995)","(4.4, 230.0, 173.775)"
07-01-2023 11:58:54.262615,"(18.0, 230.0, 205.83333333333334)","(11.0, 21.0, 15.5)","(6.5, 230.0, 174.25)","(3.1, 230.0, 173.3875)","(26.0, 230.0, 159.0)","(13.0, 26.0, 19.8)","(41.0, 230.0, 127.0)","(8.5, 230.0, 174.95)","(5.5, 11.5, 6.4799999999999995)","(4.4, 230.0, 173.775)"
07-01-2023 11:58:55.496056,"(18.0, 230.0, 205.83333333333334)","(11.0, 21.0, 15.5)","(6.5, 230.0, 174.25)","(3.1, 230.0, 173.3875)","(26.0, 230.0, 159.0)","(13.0, 26.0, 19.8)","(41.0, 230.0, 127.0)","(8.5, 230.0, 174.95)","(5.5, 11.5, 6.4799999999999995)","(4.4, 230.0, 173.775)"
07-01-2023 11:58:56.639061,"(18.0, 230.0, 205.83333333333334)","(11.0, 21.0, 15.5)","(6.5, 230.0, 174.25)","(3.1, 230.0, 173.3875)","(26.0, 230.0, 159.0)","(13.0, 26.0, 19.8)","(41.0, 230.0, 127.0)","(8.5, 230.0, 174.95)","(5.5, 11.5, 6.4799999999999995)","(4.4, 230.0, 173.775)"
07-01-2023 11:58:57.887054,"(18.0, 230.0, 205.83333333333334)","(11.0, 21.0, 15.5)","(6.5, 230.0, 174.25)","(3.1, 230.0, 173.3875)","(26.0, 230.0, 159.0)","(13.0, 26.0, 19.8)","(41.0, 230.0, 127.0)","(8.5, 230.0, 174.95)","(5.5, 11.5, 6.4799999999999995)","(4.4, 230.0, 173.775)"
07-01-2023 11:58:59.231030,"(18.0, 230.0, 205.83333333333334)","(11.0, 21.0, 15.5)","(6.5, 230.0, 174.25)","(3.1, 230.0, 173.3875)","(26.0, 230.0, 159.0)","(13.0, 26.0, 19.8)","(41.0, 230.0, 127.0)","(8.5, 230.0, 174.95)","(5.5, 11.5, 6.4799999999999995)","(4.4, 230.0, 173.775)"
07-01-2023 11:59:00.542901,"(18.0, 230.0, 205.83333333333334)","(11.0, 21.0, 15.5)","(6.5, 230.0, 174.25)","(3.1, 230.0, 173.3875)","(26.0, 230.0, 159.0)","(13.0, 26.0, 19.8)","(41.0, 230.0, 127.0)","(8.5, 230.0, 174.95)","(5.5, 11.5, 6.4799999999999995)","(4.4, 230.0, 173.775)"
07-01-2023 11:59:01.828540,"(18.0, 230.0, 205.83333333333334)","(11.0, 21.0, 15.5)","(6.5, 230.0, 174.25)","(3.1, 230.0, 173.3875)","(26.0, 230.0, 159.0)","(13.0, 26.0, 19.8)","(41.0, 230.0, 127.0)","(8.5, 230.0, 174.95)","(5.5, 11.5, 6.4799999999999995)","(4.4, 230.0, 173.775)"
07-01-2023 11:59:03.105274,"(18.0, 230.0, 205.83333333333334)","(11.0, 21.0, 15.5)","(6.5, 230.0, 174.25)","(3.1, 230.0, 173.3875)","(26.0, 230.0, 159.0)","(13.0, 26.0, 19.8)","(41.0, 230.0, 127.0)","(8.5, 230.0, 174.95)","(5.5, 11.5, 6.4799999999999995)","(4.4, 230.0, 173.775)"
07-01-2023 11:59:04.430297,"(18.0, 230.0, 205.83333333333334)","(11.0, 21.0, 15.5)","(6.5, 230.0, 174.25)","(3.1, 230.0, 173.3875)","(26.0, 230.0, 159.0)","(13.0, 26.0, 19.8)","(41.0, 230.0, 127.0)","(8.5, 230.0, 174.95)","(5.5, 11.5, 6.4799999999999995)","(4.4, 230.0, 173.775)"
07-01-2023 11:59:05.605013,"(18.0, 230.0, 205.83333333333334)","(11.0, 21.0, 15.5)","(6.5, 230.0, 174.25)","(3.1, 230.0, 173.3875)","(26.0, 230.0, 159.0)","(13.0, 26.0, 19.8)","(41.0, 230.0, 127.0)","(8.5, 230.0, 174.95)","(5.5, 11.5, 6.4799999999999995)","(4.4, 230.0, 173.775)"
07-01-2023 11:59:06.781750,"(18.0, 230.0, 205.83333333333334)","(11.0, 21.0, 15.5)","(6.5, 230.0, 174.25)","(3.1, 230.0, 173.3875)","(26.0, 230.0, 159.0)","(13.0, 26.0, 19.8)","(41.0, 230.0, 127.0)","(8.5, 230.0, 174.95)","(5.5, 11.5, 6.4799999999999995)","(4.4, 230.0, 173.775)"
07-01-2023 11:59:07.982083,"(18.0, 230.0, 205.83333333333334)","(11.0, 21.0, 15.5)","(6.5, 230.0, 174.25)","(3.1, 230.0, 173.3875)","(26.0, 230.0, 159.0)","(13.0, 26.0, 19.8)","(41.0, 230.0, 127.0)","(8.5, 230.0, 174.95)","(5.5, 11.5, 6.4799999999999995)","(4.4, 230.0, 173.775)"
07-01-2023 11:59:09.127739,"(18.0, 230.0, 205.83333333333334)","(11.0, 21.0, 15.5)","(6.5, 230.0, 174.25)","(3.1, 230.0, 173.3875)","(26.0, 230.0, 159.0)","(13.0, 26.0, 19.8)","(41.0, 230.0, 127.0)","(8.5, 230.0, 174.95)","(5.5, 11.5, 6.4799999999999995)","(4.4, 230.0, 173.775)"
07-01-2023 11:59:10.325465,"(18.0, 230.0, 205.83333333333334)","(11.0, 21.0, 15.5)","(6.5, 230.0, 174.25)","(3.1, 230.0, 173.3875)","(26.0, 230.0, 159.0)","(13.0, 26.0, 19.8)","(41.0, 230.0, 127.0)","(8.5, 230.0, 174.95)","(5.5, 11.5, 6.4799999999999995)","(4.4, 230.0, 173.775)"
07-01-2023 11:59:11.526382,"(18.0, 230.0, 205.83333333333334)","(11.0, 21.0, 15.5)","(6.5, 230.0, 174.25)","(3.1, 230.0, 173.3875)","(26.0, 230.0, 159.0)","(13.0, 26.0, 19.8)","(41.0, 230.0, 127.0)","(8.5, 230.0, 174.95)","(5.5, 11.5, 6.4799999999999995)","(4.4, 230.0, 173.775)"
07-01-2023 11:59:12.753329,"(18.0, 230.0, 205.83333333333334)","(11.0, 21.0, 15.5)","(6.5, 230.0, 174.25)","(3.1, 230.0, 173.3875)","(26.0, 230.0, 159.0)","(13.0, 26.0, 19.8)","(41.0, 230.0, 127.0)","(8.5, 230.0, 174.95)","(5.5, 11.5, 6.4799999999999995)","(4.4, 230.0, 173.775)"
07-01-2023 11:59:13.950352,"(18.0, 230.0, 205.83333333333334)","(11.0, 21.0, 15.5)","(6.5, 230.0, 174.25)","(3.1, 230.0, 173.3875)","(26.0, 230.0, 159.0)","(13.0, 26.0, 19.8)","(41.0, 230.0, 127.0)","(8.5, 230.0, 174.95)","(5.5, 11.5, 6.4799999999999995)","(4.4, 230.0, 173.775)"
07-01-2023 11:59:15.191009,"(18.0, 230.0, 205.83333333333334)","(11.0, 21.0, 15.5)","(6.5, 230.0, 174.25)","(3.1, 230.0, 173.3875)","(26.0, 230.0, 159.0)","(13.0, 26.0, 19.8)","(41.0, 230.0, 127.0)","(8.5, 230.0, 174.95)","(5.5, 11.5, 6.4799999999999995)","(4.4, 230.0, 173.775)"
07-01-2023 11:59:16.524667,"(18.0, 230.0, 205.83333333333334)","(11.0, 21.0, 15.5)","(6.5, 230.0, 174.25)","(3.1, 230.0, 173.3875)","(26.0, 230.0, 159.0)","(13.0, 26.0, 19.8)","(41.0, 230.0, 127.0)","(8.5, 230.0, 174.95)","(5.5, 11.5, 6.4799999999999995)","(4.4, 230.0, 173.775)"
07-01-2023 11:59:17.909417,"(18.0, 230.0, 205.83333333333334)","(11.0, 21.0, 15.5)","(6.5, 230.0, 174.25)","(3.1, 230.0, 173.3875)","(26.0, 230.0, 159.0)","(13.0, 26.0, 19.8)","(41.0, 230.0, 127.0)","(8.5, 230.0, 174.95)","(5.5, 11.5, 6.4799999999999995)","(4.4, 230.0, 173.775)"
07-01-2023 11:59:19.197587,"(18.0, 230.0, 205.83333333333334)","(11.0, 21.0, 15.5)","(6.5, 230.0, 174.25)","(3.1, 230.0, 173.3875)","(26.0, 230.0, 159.0)","(13.0, 26.0, 19.8)","(41.0, 230.0, 127.0)","(8.5, 230.0, 174.95)","(5.5, 11.5, 6.4799999999999995)","(4.4, 230.0, 173.775)"
07-01-2023 11:59:20.430518,"(18.0, 230.0, 205.83333333333334)","(11.0, 21.0, 15.5)","(6.5, 230.0, 174.25)","(3.1, 230.0, 173.3875)","(26.0, 230.0, 159.0)","(13.0, 26.0, 19.8)","(41.0, 230.0, 127.0)","(8.5, 230.0, 174.95)","(5.5, 11.5, 6.4799999999999995)","(4.4, 230.0, 173.775)"
07-01-2023 11:59:21.694922,"(18.0, 230.0, 205.83333333333334)","(11.0, 21.0, 15.5)","(6.5, 230.0, 174.25)","(3.1, 230.0, 173.3875)","(26.0, 230.0, 159.0)","(13.0, 26.0, 19.8)","(41.0, 230.0, 127.0)","(8.5, 230.0, 174.95)","(5.5, 11.5, 6.4799999999999995)","(4.4, 230.0, 173.775)"
07-01-2023 11:59:22.876104,"(18.0, 230.0, 205.83333333333334)","(11.0, 21.0, 15.5)","(6.5, 230.0, 174.25)","(3.1, 230.0, 173.3875)","(26.0, 230.0, 159.0)","(13.0, 26.0, 19.8)","(41.0, 230.0, 127.0)","(8.5, 230.0, 174.95)","(5.5, 11.5, 6.4799999999999995)","(4.4, 230.0, 173.775)"
07-01-2023 11:59:24.101968,"(18.0, 230.0, 205.83333333333334)","(11.0, 21.0, 15.5)","(6.5, 230.0, 174.25)","(3.1, 230.0, 173.3875)","(26.0, 230.0, 159.0)","(13.0, 26.0, 19.8)","(41.0, 230.0, 127.0)","(8.5, 230.0, 174.95)","(5.5, 11.5, 6.4799999999999995)","(4.4, 230.0, 173.775)"
07-01-2023 11:59:25.402164,"(18.0, 230.0, 205.83333333333334)","(11.0, 21.0, 15.5)","(6.5, 230.0, 174.25)","(3.1, 230.0, 173.3875)","(26.0, 230.0, 159.0)","(13.0, 26.0, 19.8)","(41.0, 230.0, 127.0)","(8.5, 230.0, 174.95)","(5.5, 11.5, 6.4799999999999995)","(4.4, 230.0, 173.775)"
07-01-2023 11:59:26.663953,"(18.0, 230.0, 205.83333333333334)","(11.0, 21.0, 15.5)","(6.5, 230.0, 174.25)","(3.1, 230.0, 173.3875)","(26.0, 230.0, 159.0)","(13.0, 26.0, 19.8)","(41.0, 230.0, 127.0)","(8.5, 230.0, 174.95)","(5.5, 11.5, 6.4799999999999995)","(4.4, 230.0, 173.775)"
07-01-2023 11:59:27.915333,"(18.0, 230.0, 205.83333333333334)","(11.0, 21.0, 15.5)","(6.5, 230.0, 174.25)","(3.1, 230.0, 173.3875)","(26.0, 230.0, 159.0)","(13.0, 26.0, 19.8)","(41.0, 230.0, 127.0)","(8.5, 230.0, 174.95)","(5.5, 11.5, 6.4799999999999995)","(4.4, 230.0, 173.775)"
07-01-2023 11:59:29.227869,"(18.0, 230.0, 205.83333333333334)","(11.0, 21.0, 15.5)","(6.5, 230.0, 174.25)","(3.1, 230.0, 173.3875)","(26.0, 230.0, 159.0)","(13.0, 26.0, 19.8)","(41.0, 230.0, 127.0)","(8.5, 230.0, 174.95)","(5.5, 11.5, 6.4799999999999995)","(4.4, 230.0, 173.775)"
07-01-2023 11:59:30.549105,"(18.0, 230.0, 205.83333333333334)","(11.0, 21.0, 15.5)","(6.5, 230.0, 174.25)","(3.1, 230.0, 173.3875)","(26.0, 230.0, 159.0)","(13.0, 26.0, 19.8)","(41.0, 230.0, 127.0)","(8.5, 230.0, 174.95)","(5.5, 11.5, 6.4799999999999995)","(4.4, 230.0, 173.775)"
07-01-2023 11:59:31.851605,"(18.0, 230.0, 205.83333333333334)","(11.0, 21.0, 15.5)","(6.5, 230.0, 174.25)","(3.1, 230.0, 173.3875)","(26.0, 230.0, 159.0)","(13.0, 26.0, 19.8)","(41.0, 230.0, 127.0)","(8.5, 230.0, 174.95)","(5.5, 11.5, 6.4799999999999995)","(4.4, 230.0, 173.775)"
07-01-2023 11:59:33.078735,"(18.0, 230.0, 205.83333333333334)","(11.0, 21.0, 15.5)","(6.5, 230.0, 174.25)","(3.1, 230.0, 173.3875)","(26.0, 230.0, 159.0)","(13.0, 26.0, 19.8)","(41.0, 230.0, 127.0)","(8.5, 230.0, 174.95)","(5.5, 11.5, 6.4799999999999995)","(4.4, 230.0, 173.775)"
07-01-2023 11:59:34.385411,"(18.0, 230.0, 205.83333333333334)","(11.0, 21.0, 15.5)","(6.5, 230.0, 174.25)","(3.1, 230.0, 173.3875)","(26.0, 230.0, 159.0)","(13.0, 26.0, 19.8)","(41.0, 230.0, 127.0)","(8.5, 230.0, 174.95)","(5.5, 11.5, 6.4799999999999995)","(4.4, 230.0, 173.775)"
07-01-2023 11:59:35.658756,"(18.0, 230.0, 205.83333333333334)","(11.0, 21.0, 15.5)","(6.5, 230.0, 174.25)","(3.1, 230.0, 173.3875)","(26.0, 230.0, 159.0)","(13.0, 26.0, 19.8)","(41.0, 230.0, 127.0)","(8.5, 230.0, 174.95)","(5.5, 11.5, 6.4799999999999995)","(4.4, 230.0, 173.775)"
07-01-2023 11:59:36.902793,"(18.0, 230.0, 205.83333333333334)","(11.0, 21.0, 15.5)","(6.5, 230.0, 174.25)","(3.1, 230.0, 173.3875)","(26.0, 230.0, 159.0)","(13.0, 26.0, 19.8)","(41.0, 230.0, 127.0)","(8.5, 230.0, 174.95)","(5.5, 11.5, 6.4799999999999995)","(4.4, 230.0, 173.775)"
07-01-2023 11:59:38.072343,"(18.0, 230.0, 205.83333333333334)","(11.0, 21.0, 15.5)","(6.5, 230.0, 174.25)","(3.1, 230.0, 173.3875)","(26.0, 230.0, 159.0)","(13.0, 26.0, 19.8)","(41.0, 230.0, 127.0)","(8.5, 230.0, 174.95)","(5.5, 11.5, 6.4799999999999995)","(4.4, 230.0, 173.775)"
07-01-2023 11:59:39.404440,"(18.0, 230.0, 205.83333333333334)","(11.0, 21.0, 15.5)","(6.5, 230.0, 174.25)","(3.1, 230.0, 173.3875)","(26.0, 230.0, 159.0)","(13.0, 26.0, 19.8)","(41.0, 230.0, 127.0)","(8.5, 230.0, 174.95)","(5.5, 11.5, 6.4799999999999995)","(4.4, 230.0, 173.775)"
07-01-2023 11:59:40.751267,"(18.0, 230.0, 205.83333333333334)","(11.0, 21.0, 15.5)","(6.5, 230.0, 174.25)","(3.1, 230.0, 173.3875)","(26.0, 230.0, 159.0)","(13.0, 26.0, 19.8)","(41.0, 230.0, 127.0)","(8.5, 230.0, 174.95)","(5.5, 11.5, 6.4799999999999995)","(4.4, 230.0, 173.775)"
07-01-2023 11:59:42.037715,"(18.0, 230.0, 205.83333333333334)","(11.0, 21.0, 15.5)","(6.5, 230.0, 174.25)","(3.1, 230.0, 173.3875)","(26.0, 230.0, 159.0)","(13.0, 26.0, 19.8)","(41.0, 230.0, 127.0)","(8.5, 230.0, 174.95)","(5.5, 11.5, 6.4799999999999995)","(4.4, 230.0, 173.775)"
07-01-2023 11:59:43.248846,"(18.0, 230.0, 205.83333333333334)","(11.0, 21.0, 15.5)","(6.5, 230.0, 174.25)","(3.1, 230.0, 173.3875)","(26.0, 230.0, 159.0)","(13.0, 26.0, 19.8)","(41.0, 230.0, 127.0)","(8.5, 230.0, 174.95)","(5.5, 11.5, 6.4799999999999995)","(4.4, 230.0, 173.775)"
07-01-2023 11:59:44.542284,"(18.0, 230.0, 205.83333333333334)","(11.0, 21.0, 15.5)","(6.5, 230.0, 174.25)","(3.1, 230.0, 173.3875)","(26.0, 230.0, 159.0)","(13.0, 26.0, 19.8)","(41.0, 230.0, 127.0)","(8.5, 230.0, 174.95)","(5.5, 11.5, 6.4799999999999995)","(4.4, 230.0, 173.775)"
07-01-2023 11:59:45.806359,"(18.0, 230.0, 205.83333333333334)","(11.0, 21.0, 15.5)","(6.5, 230.0, 174.25)","(3.1, 230.0, 173.3875)","(26.0, 230.0, 159.0)","(13.0, 26.0, 19.8)","(41.0, 230.0, 127.0)","(8.5, 230.0, 174.95)","(5.5, 11.5, 6.4799999999999995)","(4.4, 230.0, 173.775)"
07-01-2023 11:59:46.985090,"(18.0, 230.0, 205.83333333333334)","(11.0, 21.0, 15.5)","(6.5, 230.0, 174.25)","(3.1, 230.0, 173.3875)","(26.0, 230.0, 159.0)","(13.0, 26.0, 19.8)","(41.0, 230.0, 127.0)","(8.5, 230.0, 174.95)","(5.5, 11.5, 6.4799999999999995)","(4.4, 230.0, 173.775)"
