,Magic Drum,Tom The Star,Silly Salmon,Strad,Beautrooper,Funny Impact,Isolating,Beaukati,Belle Power,Miss Epernay,Low Level Flying,Ourzacracker
10-01-2023 15:27:02.946430,"(10.0, 11.5, 11.206896551724139)","(8.0, 11.5, 11.071428571428571)","(3.6, 4.2, 4.230726256983241)","(12.0, 18.0, 17.833333333333332)","(10.0, 13.0, 13.4375)","(31.0, 70.0, 64.33333333333333)","(10.0, 13.0, 12.835616438356164)","(3.3, 3.3, 3.1452830188679246)","(21.0, 34.0, 35.0)","(101.0, 220.0, 187.5)","(101.0, 270.0, 260.0)","(81.0, 140.0, 135.71428571428572)"
10-01-2023 15:27:04.317250,"(10.0, 11.5, 11.176190476190476)","(8.0, 11.5, 11.096774193548388)","(3.6, 4.3, 4.240952380952381)","(12.0, 18.0, 17.7)","(10.0, 13.5, 13.447368421052632)","(31.0, 65.0, 62.41935483870968)","(10.0, 13.0, 12.901408450704226)","(3.3, 3.2, 3.135869565217391)","(21.0, 36.0, 35.351351351351354)","(101.0, 210.0, 183.75)","(101.0, 270.0, 260.0)","(81.0, 140.0, 135.71428571428572)"
10-01-2023 15:27:05.755729,"(10.0, 11.5, 11.165094339622641)","(8.0, 11.5, 11.166666666666666)","(3.6, 4.3, 4.253383458646616)","(12.0, 18.0, 17.795454545454547)","(10.0, 14.0, 13.627906976744185)","(31.0, 65.0, 62.41935483870968)","(10.0, 13.0, 12.902777777777779)","(3.3, 3.15, 3.0551020408163265)","(21.0, 36.0, 35.41463414634146)","(101.0, 210.0, 186.0)","(101.0, 270.0, 260.0)","(81.0, 140.0, 135.71428571428572)"
10-01-2023 15:27:07.143991,"(10.0, 11.5, 11.165094339622641)","(8.0, 11.5, 11.333333333333334)","(3.6, 4.3, 4.26551724137931)","(13.0, 18.0, 17.92)","(10.0, 14.0, 14.242857142857142)","(31.0, 65.0, 63.214285714285715)","(10.0, 13.0, 12.955555555555556)","(3.1, 3.1, 3.033333333333333)","(21.0, 36.0, 34.57142857142857)","(101.0, 210.0, 185.0)","(101.0, 270.0, 260.0)","(91.0, 140.0, 135.71428571428572)"
10-01-2023 15:27:08.603338,"(10.0, 11.5, 11.179611650485437)","(8.0, 11.5, 11.397058823529411)","(3.6, 4.3, 4.270588235294118)","(13.0, 18.0, 17.833333333333332)","(10.0, 14.5, 14.442622950819672)","(31.0, 65.0, 63.214285714285715)","(10.0, 13.0, 13.18348623853211)","(3.1, 3.05, 3.0222656249999997)","(21.0, 36.0, 35.23076923076923)","(101.0, 200.0, 187.14285714285714)","(101.0, 270.0, 260.0)","(91.0, 140.0, 135.71428571428572)"
10-01-2023 15:27:10.052338,"(10.0, 11.5, 11.179611650485437)","(8.0, 11.5, 11.373563218390805)","(3.6, 4.3, 4.2812734082397)","(13.0, 18.0, 17.833333333333332)","(10.0, 15.0, 14.303030303030303)","(31.0, 65.0, 62.666666666666664)","(10.0, 13.5, 13.131944444444445)","(3.1, 3.05, 3.00875)","(21.0, 36.0, 35.23076923076923)","(101.0, 230.0, 187.14285714285714)","(101.0, 270.0, 260.0)","(91.0, 140.0, 136.25)"
10-01-2023 15:27:11.496731,"(10.0, 11.5, 11.179611650485437)","(8.0, 11.5, 11.373563218390805)","(3.6, 4.3, 4.2812734082397)","(13.0, 18.0, 17.833333333333332)","(10.0, 14.5, 14.314285714285715)","(31.0, 65.0, 62.666666666666664)","(10.0, 13.5, 13.175925925925926)","(3.1, 3.05, 3.0590604026845636)","(21.0, 36.0, 35.55555555555556)","(101.0, 230.0, 187.14285714285714)","(101.0, 270.0, 260.0)","(91.0, 140.0, 131.42857142857142)"
10-01-2023 15:27:12.922213,"(10.0, 11.5, 11.179611650485437)","(8.0, 11.5, 11.30373831775701)","(3.6, 4.3, 4.268789808917197)","(13.0, 18.0, 17.678571428571427)","(10.0, 14.5, 14.314285714285715)","(31.0, 65.0, 62.666666666666664)","(10.0, 13.5, 13.231707317073171)","(3.2, 3.1, 3.0633004926108374)","(21.0, 36.0, 35.55555555555556)","(101.0, 230.0, 190.0)","(101.0, 270.0, 260.0)","(91.0, 140.0, 132.5)"
10-01-2023 15:27:14.317690,"(10.0, 11.5, 11.179611650485437)","(8.0, 11.5, 10.926829268292684)","(3.6, 4.3, 4.325888324873096)","(13.0, 18.0, 17.43103448275862)","(10.0, 14.5, 13.910714285714286)","(31.0, 65.0, 58.285714285714285)","(10.0, 13.5, 13.086363636363636)","(3.2, 3.1, 3.1113970588235293)","(21.0, 36.0, 34.3448275862069)","(101.0, 220.0, 190.0)","(101.0, 270.0, 260.0)","(91.0, 140.0, 131.42857142857142)"
10-01-2023 15:27:15.692888,"(10.0, 11.5, 11.12087912087912)","(8.0, 11.0, 10.86111111111111)","(3.6, 4.4, 4.358333333333333)","(13.0, 17.5, 17.78048780487805)","(10.0, 14.0, 13.921875)","(31.0, 60.0, 63.125)","(10.0, 13.5, 12.911458333333334)","(3.0, 3.15, 3.111111111111111)","(26.0, 36.0, 31.9)","(101.0, 210.0, 180.0)","(101.0, 270.0, 260.0)","(91.0, 140.0, 131.42857142857142)"
10-01-2023 15:27:17.143939,"(10.0, 11.5, 11.174528301886792)","(8.0, 11.0, 10.96694214876033)","(3.6, 4.4, 4.388780487804878)","(13.0, 18.0, 17.78048780487805)","(10.0, 14.0, 13.921875)","(31.0, 65.0, 63.888888888888886)","(10.0, 13.0, 12.89375)","(3.0, 3.15, 3.12125)","(26.0, 32.0, 31.91304347826087)","(101.0, 200.0, 184.21052631578948)","(101.0, 270.0, 260.0)","(91.0, 140.0, 131.42857142857142)"
10-01-2023 15:27:18.536798,"(10.0, 11.5, 11.174528301886792)","(8.0, 11.0, 10.89236111111111)","(3.6, 4.4, 4.447272727272727)","(13.0, 18.0, 17.40909090909091)","(10.0, 14.0, 13.902985074626866)","(31.0, 65.0, 61.666666666666664)","(10.0, 13.0, 12.873134328358208)","(3.0, 3.15, 3.0856846473029047)","(26.0, 32.0, 31.933333333333334)","(101.0, 200.0, 184.21052631578948)","(101.0, 270.0, 260.0)","(91.0, 140.0, 131.42857142857142)"
10-01-2023 15:27:19.996495,"(10.0, 11.5, 11.051136363636363)","(8.0, 11.0, 10.88345864661654)","(3.6, 4.5, 4.5352601156069365)","(13.0, 17.5, 17.362068965517242)","(10.0, 14.0, 13.4)","(31.0, 65.0, 61.57142857142857)","(10.0, 13.0, 12.436893203883495)","(3.0, 3.1, 3.051470588235294)","(26.0, 32.0, 31.904761904761905)","(101.0, 200.0, 165.71428571428572)","(101.0, 270.0, 262.0)","(91.0, 140.0, 132.5)"
10-01-2023 15:27:21.432803,"(10.0, 11.5, 11.075757575757576)","(8.0, 11.0, 10.964285714285714)","(3.6, 4.6, 4.589130434782608)","(13.0, 17.5, 17.333333333333332)","(10.0, 13.5, 13.382352941176471)","(31.0, 65.0, 60.14285714285714)","(10.0, 12.5, 12.415584415584416)","(3.0, 3.1, 3.0980582524271845)","(26.0, 32.0, 31.92)","(101.0, 200.0, 165.0)","(101.0, 270.0, 262.0)","(91.0, 140.0, 131.42857142857142)"
10-01-2023 15:27:22.865937,"(10.0, 11.5, 11.08433734939759)","(8.0, 11.0, 11.236196319018404)","(3.6, 4.6, 4.25152027027027)","(13.0, 17.5, 17.375)","(10.0, 13.5, 13.785714285714286)","(31.0, 65.0, 60.0)","(10.0, 12.5, 12.572463768115941)","(3.0, 3.1, 3.073542600896861)","(26.0, 32.0, 31.85185185185185)","(101.0, 200.0, 165.71428571428572)","(101.0, 270.0, 263.3333333333333)","(91.0, 140.0, 135.0)"
10-01-2023 15:27:24.252983,"(10.0, 11.5, 11.08433734939759)","(8.0, 11.5, 11.051724137931034)","(3.6, 4.3, 4.407575757575758)","(13.0, 18.0, 17.48)","(10.0, 14.0, 13.845238095238095)","(31.0, 65.0, 62.6)","(10.0, 13.0, 12.412790697674419)","(3.0, 3.1, 3.073662551440329)","(26.0, 32.0, 32.27450980392157)","(101.0, 200.0, 178.1818181818182)","(101.0, 270.0, 263.3333333333333)","(91.0, 140.0, 132.5)"
10-01-2023 15:27:25.664373,"(10.0, 11.5, 11.272357723577235)","(8.5, 11.5, 11.043478260869565)","(3.7, 4.5, 4.420512820512821)","(13.0, 18.0, 17.436363636363637)","(10.0, 14.0, 13.864583333333334)","(41.0, 65.0, 62.6)","(10.0, 12.5, 12.412790697674419)","(3.0, 3.1, 3.088169642857143)","(21.0, 34.0, 32.148148148148145)","(101.0, 200.0, 178.1818181818182)","(101.0, 270.0, 263.3333333333333)","(91.0, 140.0, 143.33333333333334)"
10-01-2023 15:27:27.086157,"(10.0, 11.5, 11.272357723577235)","(8.5, 11.5, 11.043478260869565)","(3.7, 4.5, 4.418181818181819)","(13.0, 18.0, 17.403846153846153)","(10.0, 14.0, 13.864583333333334)","(41.0, 65.0, 62.6)","(10.0, 12.5, 12.397260273972602)","(3.0, 3.1, 3.085752688172043)","(21.0, 34.0, 32.07142857142857)","(101.0, 200.0, 178.1818181818182)","(101.0, 270.0, 263.3333333333333)","(91.0, 170.0, 136.0)"
10-01-2023 15:27:28.442213,"(10.0, 11.5, 11.272357723577235)","(8.5, 11.5, 11.113095238095237)","(3.7, 4.5, 4.418181818181819)","(13.0, 18.0, 17.403846153846153)","(10.0, 14.0, 13.978571428571428)","(41.0, 65.0, 62.6)","(10.0, 12.5, 12.397260273972602)","(3.0, 3.1, 3.057093425605536)","(21.0, 34.0, 31.966101694915253)","(101.0, 200.0, 188.57142857142858)","(101.0, 270.0, 263.3333333333333)","(91.0, 160.0, 133.75)"
10-01-2023 15:27:29.937567,"(10.0, 11.5, 11.272357723577235)","(8.5, 11.5, 11.190217391304348)","(3.7, 4.5, 4.418181818181819)","(13.0, 18.0, 17.403846153846153)","(10.0, 14.0, 14.142857142857142)","(41.0, 65.0, 62.6)","(10.0, 12.5, 12.397260273972602)","(2.9, 3.1, 3.039344262295082)","(21.0, 34.0, 32.07142857142857)","(101.0, 200.0, 192.72727272727272)","(101.0, 270.0, 263.3333333333333)","(91.0, 160.0, 133.75)"
10-01-2023 15:27:31.375009,"(10.0, 11.5, 11.272357723577235)","(8.5, 11.5, 11.190217391304348)","(3.7, 4.5, 4.4217603911980445)","(13.0, 18.0, 17.354166666666668)","(10.0, 14.5, 13.88)","(41.0, 65.0, 64.0909090909091)","(10.0, 12.5, 12.379032258064516)","(2.9, 3.05, 3.0293577981651376)","(21.0, 34.0, 31.923076923076923)","(101.0, 200.0, 192.72727272727272)","(101.0, 270.0, 263.3333333333333)","(91.0, 160.0, 133.75)"
10-01-2023 15:27:32.786678,"(10.0, 11.5, 11.205263157894738)","(8.5, 11.5, 11.394366197183098)","(3.7, 4.5, 4.440227272727273)","(13.0, 18.0, 17.592105263157894)","(10.0, 14.0, 14.055555555555555)","(41.0, 65.0, 59.54545454545455)","(10.0, 12.5, 12.43859649122807)","(2.9, 3.05, 2.984109589041096)","(21.0, 34.0, 32.5)","(101.0, 200.0, 187.0)","(101.0, 270.0, 263.3333333333333)","(91.0, 160.0, 133.75)"
10-01-2023 15:27:34.190372,"(10.0, 11.5, 11.214285714285714)","(8.5, 11.5, 11.450617283950617)","(3.7, 4.5, 4.419946808510638)","(13.0, 18.0, 17.522727272727273)","(10.0, 14.5, 14.039473684210526)","(41.0, 60.0, 62.0)","(10.0, 12.5, 12.630952380952381)","(2.9, 3.0, 2.986666666666667)","(21.0, 34.0, 32.5625)","(101.0, 190.0, 187.14285714285714)","(101.0, 270.0, 263.3333333333333)","(91.0, 160.0, 125.0)"
10-01-2023 15:27:35.583827,"(10.0, 11.5, 11.216494845360824)","(8.5, 11.5, 11.450617283950617)","(3.7, 4.5, 4.419312169312169)","(13.0, 18.0, 17.51851851851852)","(10.0, 14.5, 14.039473684210526)","(41.0, 65.0, 62.0)","(10.0, 13.0, 12.623376623376624)","(2.9, 3.0, 2.985531914893617)","(21.0, 34.0, 32.5625)","(101.0, 200.0, 188.75)","(101.0, 270.0, 263.3333333333333)","(91.0, 160.0, 136.66666666666666)"
10-01-2023 15:27:36.960514,"(10.0, 11.5, 11.264957264957266)","(8.5, 11.5, 11.414634146341463)","(3.7, 4.5, 4.419312169312169)","(13.0, 18.0, 17.470588235294116)","(10.0, 14.5, 14.039473684210526)","(41.0, 65.0, 62.0)","(10.0, 13.0, 12.623376623376624)","(2.9, 3.0, 2.983783783783784)","(21.0, 34.0, 32.5625)","(101.0, 200.0, 188.75)","(101.0, 270.0, 263.3333333333333)","(91.0, 160.0, 136.66666666666666)"
10-01-2023 15:27:38.329104,"(10.0, 11.5, 11.256637168141593)","(8.5, 11.5, 11.347826086956522)","(3.7, 4.5, 4.423155216284988)","(13.0, 18.0, 17.470588235294116)","(10.0, 14.5, 14.039473684210526)","(41.0, 65.0, 62.0)","(10.0, 13.0, 12.623376623376624)","(2.9, 3.0, 2.9669026548672566)","(21.0, 34.0, 32.5625)","(101.0, 200.0, 193.07692307692307)","(101.0, 270.0, 263.3333333333333)","(91.0, 160.0, 136.66666666666666)"
10-01-2023 15:27:39.692476,"(10.0, 11.5, 11.256637168141593)","(8.5, 11.5, 11.347826086956522)","(3.7, 4.5, 4.423393316195373)","(13.0, 18.0, 17.551724137931036)","(10.0, 14.5, 13.833333333333334)","(41.0, 65.0, 63.46153846153846)","(10.0, 13.0, 12.674157303370787)","(2.9, 2.98, 2.968)","(21.0, 34.0, 32.5625)","(101.0, 230.0, 206.66666666666666)","(101.0, 270.0, 263.3333333333333)","(91.0, 160.0, 133.75)"
10-01-2023 15:27:41.085665,"(10.0, 11.5, 11.256637168141593)","(8.5, 11.5, 11.44017094017094)","(3.7, 4.5, 4.428365384615385)","(13.0, 18.0, 17.551724137931036)","(10.0, 14.0, 13.80952380952381)","(41.0, 65.0, 63.46153846153846)","(10.0, 13.0, 12.674157303370787)","(2.9, 2.98, 2.9731034482758623)","(21.0, 34.0, 32.69230769230769)","(101.0, 220.0, 206.66666666666666)","(101.0, 270.0, 258.0)","(91.0, 160.0, 136.66666666666666)"
10-01-2023 15:27:42.536719,"(10.0, 11.5, 11.256637168141593)","(8.5, 11.5, 11.362745098039216)","(3.7, 4.5, 4.3999999999999995)","(13.0, 18.0, 17.551724137931036)","(10.0, 14.0, 13.833333333333334)","(41.0, 65.0, 63.0)","(10.0, 13.0, 12.73404255319149)","(2.9, 2.98, 2.985040650406504)","(21.0, 34.0, 32.903225806451616)","(101.0, 220.0, 188.88888888888889)","(101.0, 270.0, 263.3333333333333)","(91.0, 160.0, 140.0)"
10-01-2023 15:27:43.936204,"(10.0, 11.5, 11.256637168141593)","(8.5, 11.5, 11.297029702970297)","(3.7, 4.5, 4.394770206022187)","(13.0, 18.0, 17.551724137931036)","(10.0, 14.0, 13.833333333333334)","(41.0, 65.0, 63.0)","(10.0, 13.0, 12.747191011235955)","(2.9, 3.0, 3.022535885167464)","(21.0, 34.0, 32.903225806451616)","(101.0, 220.0, 193.33333333333334)","(101.0, 270.0, 258.0)","(91.0, 160.0, 136.66666666666666)"
10-01-2023 15:27:45.306924,"(10.0, 11.5, 11.256637168141593)","(8.5, 11.5, 11.297029702970297)","(3.7, 4.5, 4.386943620178042)","(13.0, 18.0, 17.59375)","(11.0, 14.0, 13.833333333333334)","(41.0, 65.0, 62.72727272727273)","(10.0, 13.0, 12.755434782608695)","(2.8, 3.05, 3.0230113636363636)","(26.0, 34.0, 32.9375)","(101.0, 220.0, 192.85714285714286)","(101.0, 270.0, 263.3333333333333)","(91.0, 160.0, 136.66666666666666)"
10-01-2023 15:27:46.753659,"(10.0, 11.5, 11.268518518518519)","(8.5, 11.5, 11.330275229357799)","(3.7, 4.4, 4.386943620178042)","(13.0, 18.0, 17.59375)","(11.0, 14.0, 13.833333333333334)","(41.0, 65.0, 62.72727272727273)","(10.0, 13.0, 12.755434782608695)","(2.8, 3.05, 3.011382113821138)","(26.0, 34.0, 33.2)","(101.0, 210.0, 200.0)","(101.0, 270.0, 258.0)","(91.0, 160.0, 142.5)"
10-01-2023 15:27:48.111210,"(10.0, 11.5, 11.268518518518519)","(8.5, 11.5, 11.544827586206896)","(3.8, 4.4, 4.283452211126962)","(13.0, 18.0, 17.710526315789473)","(11.0, 14.0, 13.824324324324325)","(41.0, 65.0, 63.47826086956522)","(10.0, 13.0, 12.755434782608695)","(2.8, 3.05, 3.031920903954802)","(26.0, 34.0, 33.2)","(101.0, 210.0, 202.5)","(101.0, 270.0, 258.0)","(91.0, 160.0, 142.5)"
10-01-2023 15:27:49.433292,"(10.0, 11.5, 11.29611650485437)","(8.5, 12.0, 11.772413793103448)","(3.8, 4.3, 4.283452211126962)","(13.0, 18.0, 17.710526315789473)","(11.0, 14.0, 13.824324324324325)","(41.0, 65.0, 63.47826086956522)","(10.0, 13.0, 12.755434782608695)","(2.8, 3.05, 3.031920903954802)","(26.0, 34.0, 33.2)","(101.0, 210.0, 202.5)","(101.0, 270.0, 258.0)","(91.0, 160.0, 142.5)"
10-01-2023 15:27:50.758896,"(10.0, 11.5, 11.36574074074074)","(8.5, 12.0, 11.861486486486486)","(3.7, 4.3, 4.2799414348462665)","(13.0, 18.0, 17.875)","(11.0, 14.0, 13.814285714285715)","(41.0, 65.0, 62.083333333333336)","(10.0, 13.0, 12.752747252747254)","(2.8, 3.05, 3.0066964285714284)","(26.0, 34.0, 34.0)","(101.0, 230.0, 202.22222222222223)","(101.0, 260.0, 255.0)","(91.0, 160.0, 142.5)"
10-01-2023 15:27:52.131672,"(10.0, 11.5, 11.324)","(8.5, 12.0, 11.861486486486486)","(3.7, 4.3, 4.2799414348462665)","(13.0, 18.0, 17.875)","(11.0, 14.0, 13.890625)","(41.0, 65.0, 62.083333333333336)","(10.0, 13.0, 12.75)","(2.8, 3.05, 3.020349344978166)","(26.0, 36.0, 33.702127659574465)","(101.0, 230.0, 190.0)","(101.0, 260.0, 255.0)","(91.0, 160.0, 142.5)"
10-01-2023 15:27:53.452863,"(10.0, 11.5, 11.324)","(8.5, 12.0, 11.876760563380282)","(3.7, 4.3, 4.2799414348462665)","(13.0, 18.0, 17.75925925925926)","(11.0, 14.0, 13.879310344827585)","(41.0, 65.0, 62.083333333333336)","(10.0, 13.0, 12.75)","(2.8, 3.05, 3.019955752212389)","(26.0, 36.0, 33.702127659574465)","(101.0, 220.0, 188.0)","(101.0, 260.0, 251.25)","(91.0, 160.0, 123.33333333333333)"
10-01-2023 15:27:54.732395,"(10.0, 11.5, 11.324)","(8.5, 12.0, 11.902985074626866)","(3.7, 4.3, 4.265835411471322)","(13.0, 18.0, 17.75925925925926)","(11.0, 14.0, 13.794117647058824)","(41.0, 65.0, 62.083333333333336)","(10.0, 13.0, 12.75)","(2.8, 3.05, 3.0034246575342465)","(26.0, 36.0, 33.702127659574465)","(101.0, 220.0, 184.28571428571428)","(101.0, 270.0, 246.9230769230769)","(91.0, 150.0, 126.0)"
10-01-2023 15:27:56.229465,"(10.0, 11.5, 11.324)","(8.5, 12.0, 11.99056603773585)","(3.7, 4.3, 4.275623800383877)","(13.0, 18.0, 17.73913043478261)","(11.0, 14.0, 13.766666666666667)","(41.0, 65.0, 62.083333333333336)","(10.0, 13.0, 12.735955056179776)","(2.8, 3.05, 3.0144444444444445)","(26.0, 36.0, 33.702127659574465)","(101.0, 210.0, 203.07692307692307)","(101.0, 270.0, 244.0)","(81.0, 150.0, 125.0)"
10-01-2023 15:27:57.821597,"(10.0, 11.5, 11.654135338345865)","(8.5, 12.0, 11.892857142857142)","(3.7, 4.3, 4.26304)","(13.0, 18.0, 17.73913043478261)","(11.0, 14.0, 13.766666666666667)","(41.0, 65.0, 62.083333333333336)","(10.0, 13.0, 12.69078947368421)","(2.8, 3.05, 3.0037383177570094)","(26.0, 36.0, 33.702127659574465)","(101.0, 220.0, 205.0)","(101.0, 260.0, 238.8235294117647)","(81.0, 140.0, 128.0)"
10-01-2023 15:27:59.284929,"(10.0, 12.0, 11.693333333333333)","(8.5, 12.0, 11.866666666666667)","(3.7, 4.3, 4.264169381107492)","(13.0, 18.0, 17.76923076923077)","(11.0, 14.0, 13.725806451612904)","(41.0, 65.0, 62.083333333333336)","(10.0, 13.0, 12.70625)","(2.8, 3.05, 3.0109756097560973)","(26.0, 36.0, 33.795918367346935)","(101.0, 220.0, 202.0)","(101.0, 260.0, 242.85714285714286)","(81.0, 140.0, 124.0)"
10-01-2023 15:28:00.767958,"(10.0, 12.0, 11.827433628318584)","(8.5, 12.0, 11.866666666666667)","(3.7, 4.3, 4.264403973509934)","(13.0, 18.0, 17.76923076923077)","(11.0, 14.0, 13.738095238095237)","(41.0, 65.0, 63.26086956521739)","(10.0, 13.0, 12.67741935483871)","(2.8, 3.05, 3.0109756097560973)","(26.0, 36.0, 33.38775510204081)","(101.0, 220.0, 207.14285714285714)","(101.0, 260.0, 287.5)","(81.0, 130.0, 124.0)"
10-01-2023 15:28:02.228333,"(10.0, 12.0, 11.827433628318584)","(8.5, 12.0, 11.809090909090909)","(3.7, 4.3, 4.321739130434783)","(13.0, 18.0, 17.76)","(11.0, 14.0, 13.738095238095237)","(41.0, 65.0, 63.44444444444444)","(10.0, 13.0, 12.620253164556962)","(2.8, 3.05, 3.0109756097560973)","(26.0, 36.0, 33.38775510204081)","(101.0, 220.0, 207.14285714285714)","(101.0, 290.0, 287.5)","(81.0, 130.0, 130.0)"
10-01-2023 15:28:03.629997,"(10.0, 12.0, 11.827433628318584)","(8.5, 12.0, 11.809090909090909)","(3.7, 4.4, 4.282983682983683)","(13.0, 18.0, 17.833333333333332)","(11.0, 14.0, 13.88888888888889)","(41.0, 65.0, 63.44444444444444)","(10.0, 13.0, 12.705882352941176)","(2.8, 3.05, 2.9843636363636366)","(26.0, 36.0, 33.38775510204081)","(101.0, 220.0, 208.75)","(101.0, 290.0, 287.5)","(81.0, 170.0, 130.0)"
10-01-2023 15:28:05.007421,"(10.0, 12.0, 11.834883720930232)","(8.5, 12.0, 11.802222222222222)","(3.7, 4.3, 4.245161290322581)","(13.0, 18.0, 17.217391304347824)","(11.0, 14.0, 14.208333333333334)","(41.0, 65.0, 63.529411764705884)","(10.0, 13.0, 12.719626168224298)","(2.8, 3.0, 2.971390728476821)","(26.0, 36.0, 34.17142857142857)","(101.0, 220.0, 208.75)","(101.0, 290.0, 282.3529411764706)","(81.0, 170.0, 146.0)"
10-01-2023 15:28:06.453489,"(10.0, 12.5, 12.237226277372264)","(8.5, 12.0, 11.710059171597633)","(3.7, 4.3, 4.254364089775561)","(13.0, 17.5, 16.66)","(11.0, 14.5, 14.197368421052632)","(41.0, 65.0, 64.44444444444444)","(10.0, 13.0, 12.732673267326733)","(2.8, 3.0, 2.9915384615384615)","(26.0, 36.0, 34.07142857142857)","(101.0, 220.0, 210.0)","(101.0, 300.0, 282.3529411764706)","(91.0, 170.0, 143.33333333333334)"
10-01-2023 15:28:07.843649,"(10.0, 12.5, 12.157004830917874)","(8.5, 12.0, 11.729651162790697)","(3.7, 4.3, 4.254135338345865)","(13.0, 17.0, 16.640845070422536)","(11.0, 14.5, 14.197368421052632)","(41.0, 65.0, 63.888888888888886)","(10.0, 13.0, 12.732673267326733)","(2.8, 3.0, 2.98)","(26.0, 36.0, 34.07142857142857)","(101.0, 230.0, 203.33333333333334)","(101.0, 300.0, 283.3333333333333)","(91.0, 170.0, 147.14285714285714)"
10-01-2023 15:28:09.213378,"(10.0, 13.0, 12.657458563535911)","(8.5, 12.0, 11.729651162790697)","(3.7, 4.3, 4.175330926594465)","(13.0, 17.0, 16.276422764227643)","(11.0, 14.5, 14.0125)","(41.0, 65.0, 63.888888888888886)","(10.0, 13.0, 12.732673267326733)","(2.8, 3.0, 3.035734463276836)","(26.0, 36.0, 34.07142857142857)","(101.0, 210.0, 205.0)","(101.0, 300.0, 287.5)","(91.0, 170.0, 140.9090909090909)"
10-01-2023 15:28:10.558571,"(10.0, 13.0, 12.657458563535911)","(8.5, 12.0, 11.729651162790697)","(3.7, 4.2, 4.175330926594465)","(13.0, 17.0, 16.276422764227643)","(11.0, 14.5, 14.0125)","(41.0, 65.0, 63.888888888888886)","(10.0, 13.0, 12.732673267326733)","(2.8, 3.05, 3.035734463276836)","(26.0, 36.0, 34.07142857142857)","(101.0, 210.0, 205.0)","(101.0, 300.0, 287.5)","(91.0, 170.0, 140.9090909090909)"
10-01-2023 15:28:12.195465,"(10.0, 13.0, 12.657458563535911)","(9.0, 12.0, 11.729651162790697)","(3.7, 4.2, 4.175330926594465)","(13.0, 17.0, 16.276422764227643)","(11.0, 14.5, 14.0125)","(41.0, 65.0, 63.888888888888886)","(10.0, 13.0, 12.732673267326733)","(2.7, 3.05, 3.035734463276836)","(26.0, 36.0, 34.07142857142857)","(101.0, 210.0, 205.0)","(101.0, 300.0, 287.5)","(91.0, 170.0, 140.9090909090909)"
10-01-2023 15:28:13.625092,"(10.0, 13.0, 12.657458563535911)","(9.0, 12.0, 11.729651162790697)","(3.7, 4.2, 4.162374245472837)","(13.0, 17.0, 16.25563909774436)","(11.0, 14.5, 14.05)","(41.0, 65.0, 67.09677419354838)","(10.0, 13.0, 12.691056910569106)","(2.7, 3.05, 3.0481299212598425)","(26.0, 36.0, 34.064516129032256)","(101.0, 210.0, 149.16666666666666)","(101.0, 300.0, 283.3333333333333)","(91.0, 170.0, 145.3846153846154)"
10-01-2023 15:28:15.088046,"(10.0, 13.0, 12.63768115942029)","(9.0, 12.0, 11.627358490566039)","(3.7, 4.2, 4.163432835820895)","(13.0, 17.0, 16.25563909774436)","(11.0, 14.5, 14.178571428571429)","(41.0, 70.0, 66.08333333333333)","(10.0, 13.0, 12.685950413223141)","(2.7, 3.05, 3.0441881918819185)","(26.0, 36.0, 33.12820512820513)","(101.0, 150.0, 147.85714285714286)","(101.0, 290.0, 287.77777777777777)","(91.0, 170.0, 147.14285714285714)"
10-01-2023 15:28:16.555306,"(10.0, 13.5, 13.478860294117647)","(9.0, 12.0, 11.627358490566039)","(3.7, 4.2, 4.163432835820895)","(13.0, 17.0, 16.282608695652176)","(11.0, 14.5, 14.178571428571429)","(41.0, 70.0, 65.83333333333333)","(10.0, 13.0, 12.685950413223141)","(2.7, 3.05, 3.044565217391304)","(26.0, 36.0, 32.705882352941174)","(101.0, 150.0, 147.85714285714286)","(101.0, 290.0, 288.1818181818182)","(91.0, 170.0, 140.9090909090909)"
10-01-2023 15:28:18.051369,"(10.0, 13.5, 13.48875351452671)","(9.0, 12.0, 11.686507936507937)","(3.7, 4.2, 4.160795454545455)","(13.0, 17.0, 16.282608695652176)","(11.0, 14.5, 14.178571428571429)","(41.0, 70.0, 66.78571428571429)","(10.0, 13.0, 12.668067226890756)","(2.7, 3.05, 3.058836206896552)","(26.0, 36.0, 32.705882352941174)","(101.0, 150.0, 147.24137931034483)","(101.0, 290.0, 288.1818181818182)","(91.0, 170.0, 145.3846153846154)"
10-01-2023 15:28:19.620198,"(10.0, 14.0, 13.61963190184049)","(9.0, 12.0, 11.686507936507937)","(3.7, 4.1, 3.9975177304964538)","(13.0, 16.5, 16.217391304347824)","(11.0, 14.5, 14.125)","(41.0, 70.0, 67.63157894736842)","(10.0, 13.0, 12.672413793103448)","(2.7, 3.1, 3.0761565836298934)","(26.0, 36.0, 33.88235294117647)","(101.0, 150.0, 147.77777777777777)","(101.0, 290.0, 288.1818181818182)","(81.0, 170.0, 145.3846153846154)"
