,Ms Morena,Cupids Joy,Beautiful Taps,Mazi,Cat Tale Breeze,Valley Verde,Sweet Dynasty
16-12-2022 11:03:54.007050,"(14.0, 99999, 99990)","(7.0, 9.0, 8.7)","(31.0, 200.0, 130.0)","(3.3, 3.95, 3.8117647058823527)","(5.5, 7.2, 7.093333333333334)","(4.6, 5.8, 5.825)","(3.5, 3.75, 3.668181818181818)"
16-12-2022 11:03:54.945826,"(14.0, 99999, 99990)","(7.0, 9.0, 8.766666666666666)","(31.0, 200.0, 130.0)","(3.3, 3.95, 3.8117647058823527)","(5.5, 7.2, 7.093333333333334)","(4.6, 5.9, 5.825)","(3.5, 3.75, 3.668181818181818)"
16-12-2022 11:03:56.024761,"(14.0, 99999, 99990)","(7.0, 9.0, 8.85)","(31.0, 200.0, 130.0)","(3.3, 3.95, 3.8117647058823527)","(5.5, 7.2, 7.093333333333334)","(4.6, 5.9, 5.825)","(3.5, 3.75, 3.668181818181818)"
16-12-2022 11:03:57.070075,"(14.0, 99999, 99990)","(7.0, 9.0, 8.85)","(31.0, 200.0, 130.0)","(3.3, 3.95, 3.8117647058823527)","(5.5, 7.2, 7.093333333333334)","(4.6, 5.9, 5.825)","(3.5, 3.75, 3.668181818181818)"
16-12-2022 11:03:58.102268,"(14.0, 99999, 99990)","(7.0, 9.0, 8.85)","(31.0, 200.0, 130.0)","(3.3, 3.95, 3.8117647058823527)","(5.5, 7.2, 7.093333333333334)","(4.6, 5.9, 5.825)","(3.5, 3.75, 3.668181818181818)"
16-12-2022 11:03:59.216341,"(14.0, 99999, 99990)","(7.0, 9.0, 8.85)","(31.0, 200.0, 130.0)","(3.3, 3.95, 3.8117647058823527)","(5.5, 7.2, 7.093333333333334)","(4.6, 5.9, 5.825)","(3.5, 3.75, 3.664285714285714)"
16-12-2022 11:04:00.213517,"(14.0, 99999, 99990)","(7.0, 9.0, 8.85)","(31.0, 200.0, 110.0)","(3.3, 3.95, 3.8117647058823527)","(5.5, 7.2, 7.093333333333334)","(4.6, 5.9, 5.825)","(3.5, 3.75, 3.664285714285714)"
16-12-2022 11:04:01.192715,"(14.0, 99999, 99990)","(7.0, 9.0, 8.85)","(31.0, 200.0, 132.5)","(3.3, 3.95, 3.8117647058823527)","(5.5, 7.2, 7.093333333333334)","(4.6, 5.9, 5.825)","(3.5, 3.75, 3.664285714285714)"
16-12-2022 11:04:02.132544,"(14.0, 99999, 99990)","(7.0, 9.0, 8.85)","(31.0, 200.0, 106.66666666666666)","(3.3, 3.95, 3.8117647058823527)","(5.5, 7.2, 7.093333333333334)","(4.6, 5.9, 5.825)","(3.5, 3.75, 3.642)"
16-12-2022 11:04:03.115886,"(14.0, 99999, 99990)","(7.0, 9.0, 8.85)","(31.0, 200.0, 106.66666666666666)","(3.3, 3.95, 3.8117647058823527)","(5.5, 7.2, 7.1)","(4.6, 5.9, 5.825)","(3.5, 3.75, 3.6272727272727274)"
16-12-2022 11:04:04.225992,"(14.0, 99999, 99990)","(7.0, 9.0, 8.85)","(31.0, 200.0, 106.66666666666666)","(3.3, 3.95, 3.8117647058823527)","(5.5, 7.2, 7.1)","(4.6, 5.9, 5.825)","(3.5, 3.75, 3.6272727272727274)"
16-12-2022 11:04:05.233875,"(14.0, 99999, 99990)","(7.0, 9.0, 8.92)","(31.0, 200.0, 106.66666666666666)","(3.3, 3.95, 3.8117647058823527)","(5.5, 7.2, 7.1)","(4.6, 5.9, 5.838461538461539)","(3.5, 3.75, 3.665625)"
16-12-2022 11:04:06.196792,"(14.0, 99999, 99990)","(7.0, 9.0, 8.92)","(31.0, 200.0, 106.66666666666666)","(3.3, 3.95, 3.8117647058823527)","(5.5, 7.2, 7.1)","(4.6, 5.9, 5.838461538461539)","(3.5, 3.75, 3.685714285714286)"
16-12-2022 11:04:07.140442,"(16.0, 99999, 99990)","(7.5, 9.0, 8.753846153846153)","(31.0, 200.0, 106.66666666666666)","(3.3, 3.95, 3.8117647058823527)","(6.0, 7.2, 7.1)","(4.6, 5.9, 5.838461538461539)","(3.4, 3.75, 3.685714285714286)"
16-12-2022 11:04:08.078765,"(16.0, 99999, 99990)","(7.5, 9.0, 8.753846153846153)","(31.0, 200.0, 106.66666666666666)","(3.3, 3.95, 3.8117647058823527)","(6.0, 7.2, 7.1)","(4.6, 5.9, 5.728571428571429)","(3.4, 3.7, 3.646153846153846)"
16-12-2022 11:04:09.273954,"(16.0, 99999, 99990)","(7.5, 9.0, 8.753846153846153)","(31.0, 200.0, 106.66666666666666)","(3.3, 3.95, 3.8127659574468082)","(6.0, 7.2, 7.1)","(4.6, 5.9, 5.84)","(3.4, 3.7, 3.6333333333333333)"
16-12-2022 11:04:10.208116,"(16.0, 99999, 99990)","(7.5, 9.0, 8.854545454545454)","(31.0, 200.0, 106.66666666666666)","(3.3, 3.95, 3.8127659574468082)","(6.0, 7.2, 7.1)","(4.6, 5.9, 5.84)","(3.4, 3.7, 3.6333333333333333)"
16-12-2022 11:04:11.292045,"(16.0, 99999, 99990)","(7.5, 9.0, 8.854545454545454)","(31.0, 200.0, 75.71428571428572)","(3.3, 3.95, 3.8127659574468082)","(6.0, 7.2, 7.1)","(4.6, 5.9, 5.84)","(3.4, 3.7, 3.6333333333333333)"
16-12-2022 11:04:12.383782,"(16.0, 99999, 99990)","(7.5, 9.0, 8.854545454545454)","(31.0, 200.0, 75.71428571428572)","(3.3, 3.95, 3.8127659574468082)","(6.0, 7.2, 7.1)","(4.6, 5.9, 5.84)","(3.4, 3.7, 3.6333333333333333)"
16-12-2022 11:04:13.342964,"(16.0, 99999, 99990)","(7.5, 9.0, 8.854545454545454)","(31.0, 200.0, 75.71428571428572)","(3.3, 3.95, 3.8127659574468082)","(6.0, 7.2, 7.1)","(4.6, 5.9, 5.84)","(3.4, 3.7, 3.6333333333333333)"
16-12-2022 11:04:14.342125,"(16.0, 99999, 99990)","(7.5, 9.0, 8.854545454545454)","(31.0, 200.0, 75.71428571428572)","(3.3, 3.95, 3.8127659574468082)","(6.0, 7.2, 7.131034482758621)","(4.6, 5.9, 5.800000000000001)","(3.4, 3.7, 3.6333333333333333)"
16-12-2022 11:04:15.451514,"(16.0, 99999, 99990)","(7.5, 9.0, 8.854545454545454)","(31.0, 200.0, 75.71428571428572)","(3.3, 3.95, 3.8127659574468082)","(6.0, 7.2, 7.131034482758621)","(4.6, 5.9, 5.800000000000001)","(3.4, 3.7, 3.6333333333333333)"
16-12-2022 11:04:16.589052,"(16.0, 99999, 99990)","(7.5, 9.0, 8.854545454545454)","(31.0, 200.0, 122.5)","(3.3, 3.95, 3.8127659574468082)","(6.0, 7.2, 7.1375)","(4.6, 5.9, 5.800000000000001)","(3.4, 3.7, 3.6333333333333333)"
16-12-2022 11:04:17.662211,"(16.0, 99999, 99990)","(7.5, 9.0, 8.854545454545454)","(31.0, 190.0, 122.5)","(3.3, 3.95, 3.8127659574468082)","(6.0, 7.2, 7.1375)","(4.6, 5.9, 5.800000000000001)","(3.4, 3.7, 3.6333333333333333)"
16-12-2022 11:04:18.600071,"(16.0, 99999, 99990)","(7.5, 9.0, 8.854545454545454)","(31.0, 190.0, 122.5)","(3.3, 3.95, 3.8127659574468082)","(6.0, 7.2, 7.1375)","(4.6, 5.9, 5.800000000000001)","(3.4, 3.7, 3.6933333333333334)"
16-12-2022 11:04:19.498187,"(16.0, 99999, 99990)","(7.5, 9.0, 8.854545454545454)","(31.0, 190.0, 122.5)","(3.3, 3.95, 3.8127659574468082)","(6.0, 7.2, 7.1375)","(4.6, 5.9, 5.800000000000001)","(3.4, 3.7, 3.6933333333333334)"
16-12-2022 11:04:20.452249,"(16.0, 99999, 99990)","(7.5, 9.0, 8.854545454545454)","(31.0, 190.0, 122.5)","(3.3, 3.95, 3.8127659574468082)","(6.0, 7.2, 7.1375)","(4.6, 5.9, 5.800000000000001)","(3.4, 3.7, 3.6933333333333334)"
16-12-2022 11:04:21.425875,"(16.0, 99999, 99990)","(7.5, 9.0, 8.854545454545454)","(31.0, 190.0, 122.5)","(3.3, 3.95, 3.8127659574468082)","(6.0, 7.2, 7.1375)","(4.6, 5.9, 5.800000000000001)","(3.4, 3.7, 3.68)"
16-12-2022 11:04:22.423554,"(16.0, 99999, 99990)","(7.5, 9.0, 8.854545454545454)","(31.0, 190.0, 122.5)","(3.3, 3.95, 3.8127659574468082)","(6.0, 7.2, 7.1375)","(4.6, 5.9, 5.800000000000001)","(3.4, 3.7, 3.68)"
16-12-2022 11:04:23.383082,"(16.0, 99999, 99990)","(7.5, 9.0, 8.690909090909091)","(31.0, 190.0, 122.5)","(3.3, 3.95, 3.8127659574468082)","(6.0, 7.2, 7.1375)","(4.6, 5.9, 5.800000000000001)","(3.4, 3.7, 3.68)"
16-12-2022 11:04:24.342378,"(16.0, 99999, 99990)","(7.5, 9.0, 8.85)","(31.0, 190.0, 122.5)","(3.3, 3.95, 3.8127659574468082)","(6.0, 7.2, 7.1375)","(4.6, 5.9, 5.800000000000001)","(3.4, 3.7, 3.68)"
16-12-2022 11:04:25.305708,"(16.0, 99999, 99990)","(7.5, 9.0, 8.753846153846153)","(31.0, 190.0, 122.5)","(3.3, 3.95, 3.8127659574468082)","(6.0, 7.2, 7.1375)","(4.6, 5.9, 5.800000000000001)","(3.4, 3.7, 3.68)"
16-12-2022 11:04:26.352657,"(16.0, 99999, 99990)","(7.5, 9.0, 8.753846153846153)","(31.0, 190.0, 122.5)","(3.3, 3.95, 3.8127659574468082)","(6.0, 7.2, 7.1375)","(4.6, 5.9, 5.800000000000001)","(3.4, 3.7, 3.68)"
16-12-2022 11:04:27.363301,"(16.0, 99999, 99990)","(7.5, 9.0, 8.753846153846153)","(31.0, 190.0, 145.0)","(3.3, 3.95, 3.8127659574468082)","(6.0, 7.2, 7.1375)","(4.6, 5.9, 5.800000000000001)","(3.4, 3.7, 3.68)"
16-12-2022 11:04:28.374867,"(16.0, 99999, 99990)","(7.5, 9.0, 8.733333333333333)","(31.0, 190.0, 145.0)","(3.3, 3.95, 3.8127659574468082)","(6.0, 7.2, 7.1375)","(4.6, 5.9, 5.800000000000001)","(3.4, 3.7, 3.68)"
16-12-2022 11:04:29.610363,"(16.0, 99999, 99990)","(7.5, 9.0, 8.733333333333333)","(31.0, 190.0, 145.0)","(3.3, 3.95, 3.8545454545454545)","(6.0, 7.2, 7.1375)","(4.6, 5.9, 5.800000000000001)","(3.4, 3.7, 3.68)"
16-12-2022 11:04:30.609694,"(16.0, 99999, 99990)","(7.5, 9.0, 8.733333333333333)","(31.0, 190.0, 145.0)","(3.3, 3.95, 3.8545454545454545)","(6.0, 7.2, 7.1375)","(4.6, 5.9, 5.800000000000001)","(3.4, 3.7, 3.68)"
16-12-2022 11:04:31.607824,"(16.0, 99999, 99990)","(7.5, 9.0, 8.733333333333333)","(31.0, 200.0, 84.0)","(3.3, 3.95, 3.8857142857142857)","(6.0, 7.2, 7.1375)","(4.8, 5.9, 5.800000000000001)","(3.4, 3.7, 3.68)"
16-12-2022 11:04:32.670075,"(16.0, 99999, 99990)","(7.5, 9.0, 8.733333333333333)","(31.0, 200.0, 84.0)","(3.3, 3.95, 3.8857142857142857)","(6.0, 7.2, 7.1375)","(4.8, 5.9, 5.800000000000001)","(3.4, 3.7, 3.68)"
16-12-2022 11:04:33.782774,"(16.0, 99999, 99990)","(7.5, 9.0, 8.733333333333333)","(31.0, 200.0, 84.0)","(3.3, 3.95, 3.8857142857142857)","(6.0, 7.2, 7.1375)","(4.8, 5.9, 5.800000000000001)","(3.4, 3.7, 3.68)"
16-12-2022 11:04:34.960537,"(16.0, 99999, 99990)","(7.5, 9.0, 8.733333333333333)","(31.0, 200.0, 84.0)","(3.3, 3.95, 3.8857142857142857)","(6.0, 7.2, 7.1375)","(4.8, 5.9, 5.800000000000001)","(3.4, 3.7, 3.6833333333333336)"
16-12-2022 11:04:36.017771,"(16.0, 99999, 99990)","(7.5, 9.0, 8.83157894736842)","(31.0, 200.0, 84.0)","(3.3, 3.95, 3.8857142857142857)","(6.0, 7.2, 7.1375)","(4.8, 5.9, 5.800000000000001)","(3.4, 3.7, 3.6833333333333336)"
16-12-2022 11:04:37.055854,"(16.0, 99999, 99990)","(7.5, 9.0, 8.83157894736842)","(31.0, 200.0, 84.0)","(3.3, 3.95, 3.8857142857142857)","(6.0, 7.2, 7.1375)","(4.8, 5.9, 5.800000000000001)","(3.4, 3.7, 3.68)"
16-12-2022 11:04:38.046057,"(16.0, 99999, 99990)","(7.5, 9.0, 8.83157894736842)","(31.0, 200.0, 84.0)","(3.3, 3.95, 3.8857142857142857)","(6.0, 7.2, 7.1375)","(4.8, 5.9, 5.800000000000001)","(3.4, 3.7, 3.6833333333333336)"
16-12-2022 11:04:39.025103,"(16.0, 99999, 99990)","(7.5, 9.0, 8.733333333333333)","(31.0, 200.0, 84.0)","(3.3, 3.95, 3.8857142857142857)","(6.0, 7.2, 7.1375)","(4.8, 5.9, 5.800000000000001)","(3.4, 3.7, 3.6833333333333336)"
16-12-2022 11:04:40.018553,"(16.0, 99999, 99990)","(7.5, 9.0, 8.733333333333333)","(31.0, 190.0, 100.0)","(3.3, 3.95, 3.8857142857142857)","(6.0, 7.2, 7.1375)","(4.8, 5.9, 5.800000000000001)","(3.4, 3.7, 3.6833333333333336)"
16-12-2022 11:04:41.043133,"(16.0, 99999, 99990)","(7.5, 9.0, 8.733333333333333)","(31.0, 190.0, 100.0)","(3.3, 3.95, 3.8857142857142857)","(6.0, 7.2, 7.1375)","(4.8, 5.9, 5.800000000000001)","(3.4, 3.7, 3.6833333333333336)"
16-12-2022 11:04:42.027930,"(16.0, 99999, 99990)","(7.5, 9.0, 8.733333333333333)","(31.0, 190.0, 74.28571428571428)","(3.3, 3.95, 3.8857142857142857)","(6.0, 7.2, 7.1375)","(4.8, 5.9, 5.800000000000001)","(3.4, 3.7, 3.6833333333333336)"
16-12-2022 11:04:42.988440,"(16.0, 99999, 99990)","(7.5, 9.0, 8.733333333333333)","(31.0, 190.0, 74.28571428571428)","(3.3, 3.95, 3.8857142857142857)","(6.0, 7.2, 7.1375)","(4.8, 5.9, 5.800000000000001)","(3.4, 3.7, 3.6833333333333336)"
16-12-2022 11:04:44.008542,"(16.0, 99999, 99990)","(7.5, 9.0, 8.733333333333333)","(31.0, 190.0, 74.28571428571428)","(3.3, 3.95, 3.8857142857142857)","(6.0, 7.2, 7.1375)","(4.8, 5.9, 5.800000000000001)","(3.4, 3.7, 3.6833333333333336)"
16-12-2022 11:04:45.047781,"(16.0, 99999, 99990)","(7.5, 9.0, 8.733333333333333)","(31.0, 190.0, 74.28571428571428)","(3.3, 3.95, 3.8857142857142857)","(6.0, 7.2, 7.1375)","(4.8, 5.9, 5.800000000000001)","(3.4, 3.7, 3.6833333333333336)"
16-12-2022 11:04:46.122798,"(16.0, 99999, 99990)","(7.5, 9.0, 8.733333333333333)","(31.0, 190.0, 74.28571428571428)","(3.3, 3.95, 3.8857142857142857)","(6.0, 7.2, 7.1375)","(4.8, 5.9, 5.800000000000001)","(3.4, 3.7, 3.6833333333333336)"
16-12-2022 11:04:47.151868,"(16.0, 99999, 99990)","(7.5, 9.0, 8.733333333333333)","(31.0, 190.0, 71.875)","(3.3, 3.95, 3.8857142857142857)","(6.0, 7.2, 7.1375)","(4.8, 5.9, 5.800000000000001)","(3.4, 3.7, 3.6833333333333336)"
16-12-2022 11:04:48.136951,"(16.0, 99999, 99990)","(7.5, 9.0, 8.733333333333333)","(31.0, 180.0, 117.5)","(3.3, 3.95, 3.8857142857142857)","(6.0, 7.2, 7.1375)","(4.8, 5.9, 5.800000000000001)","(3.4, 3.7, 3.6833333333333336)"
16-12-2022 11:04:49.154006,"(16.0, 99999, 99990)","(7.5, 9.0, 8.733333333333333)","(31.0, 180.0, 117.5)","(3.3, 3.95, 3.8857142857142857)","(6.0, 7.2, 7.1375)","(4.8, 5.9, 5.800000000000001)","(3.4, 3.7, 3.6833333333333336)"
16-12-2022 11:04:50.181232,"(16.0, 99999, 99990)","(7.5, 9.0, 8.733333333333333)","(31.0, 180.0, 117.5)","(3.3, 3.95, 3.8857142857142857)","(6.0, 7.2, 7.1375)","(4.8, 5.9, 5.800000000000001)","(3.4, 3.7, 3.6833333333333336)"
16-12-2022 11:04:51.227346,"(16.0, 99999, 99990)","(7.5, 9.0, 8.733333333333333)","(31.0, 180.0, 117.5)","(3.3, 3.95, 3.8857142857142857)","(6.0, 7.2, 7.1375)","(4.8, 5.9, 5.800000000000001)","(3.4, 3.7, 3.6833333333333336)"
16-12-2022 11:04:52.299952,"(16.0, 99999, 99990)","(7.5, 9.0, 8.733333333333333)","(31.0, 180.0, 117.5)","(3.3, 3.95, 3.8857142857142857)","(6.0, 7.2, 7.1375)","(4.8, 5.9, 5.800000000000001)","(3.4, 3.7, 3.6833333333333336)"
16-12-2022 11:04:53.340425,"(16.0, 99999, 99990)","(7.5, 9.0, 8.733333333333333)","(31.0, 180.0, 117.5)","(3.3, 3.95, 3.8857142857142857)","(6.0, 7.2, 7.1375)","(4.8, 5.9, 5.800000000000001)","(3.4, 3.7, 3.6833333333333336)"
16-12-2022 11:04:54.359502,"(16.0, 99999, 99990)","(7.5, 9.0, 8.92)","(31.0, 180.0, 117.5)","(3.3, 3.95, 3.8857142857142857)","(6.0, 7.2, 7.1375)","(4.8, 5.9, 5.800000000000001)","(3.4, 3.7, 3.6833333333333336)"
16-12-2022 11:04:55.335867,"(16.0, 99999, 99990)","(7.5, 9.0, 8.92)","(31.0, 180.0, 117.5)","(3.3, 3.95, 3.8857142857142857)","(6.0, 7.2, 7.1375)","(4.8, 5.9, 5.800000000000001)","(3.4, 3.7, 3.6833333333333336)"
16-12-2022 11:04:56.322878,"(16.0, 99999, 99990)","(7.5, 9.0, 8.92)","(31.0, 180.0, 117.5)","(3.3, 3.95, 3.89375)","(6.0, 7.2, 7.1375)","(4.8, 5.9, 5.800000000000001)","(3.4, 3.7, 3.6833333333333336)"
16-12-2022 11:04:57.391269,"(16.0, 99999, 99990)","(7.5, 9.0, 8.92)","(31.0, 180.0, 117.5)","(3.3, 3.95, 3.89375)","(6.0, 7.2, 7.1375)","(4.8, 5.9, 5.800000000000001)","(3.4, 3.7, 3.6833333333333336)"
16-12-2022 11:04:58.456316,"(16.0, 99999, 99990)","(7.5, 9.0, 8.92)","(31.0, 180.0, 117.5)","(3.3, 3.95, 3.89375)","(6.0, 7.2, 7.1375)","(4.8, 5.9, 5.800000000000001)","(3.4, 3.7, 3.6941176470588237)"
16-12-2022 11:04:59.539926,"(16.0, 99999, 99990)","(7.5, 9.0, 8.92)","(31.0, 180.0, 117.5)","(3.3, 3.95, 3.89375)","(6.0, 7.2, 7.1375)","(4.8, 5.9, 5.800000000000001)","(3.4, 3.7, 3.6962962962962966)"
16-12-2022 11:05:00.582653,"(16.0, 99999, 99990)","(7.5, 9.0, 8.92)","(31.0, 180.0, 117.5)","(3.3, 3.95, 3.89375)","(6.0, 7.2, 7.1375)","(4.8, 5.9, 5.829411764705883)","(3.4, 3.7, 3.6962962962962966)"
16-12-2022 11:05:01.575261,"(16.0, 99999, 99990)","(7.5, 9.0, 8.92)","(31.0, 190.0, 82.0)","(3.3, 3.95, 3.89375)","(6.0, 7.2, 7.1375)","(5.0, 5.9, 5.829411764705883)","(3.4, 3.7, 3.6962962962962966)"
16-12-2022 11:05:02.558880,"(16.0, 99999, 99990)","(7.5, 9.0, 8.92)","(31.0, 190.0, 82.0)","(3.3, 3.95, 3.89375)","(6.0, 7.2, 7.1375)","(5.0, 5.9, 5.681818181818182)","(3.4, 3.7, 3.6962962962962966)"
16-12-2022 11:05:03.542161,"(16.0, 99999, 99990)","(7.5, 9.0, 8.92)","(31.0, 190.0, 82.0)","(3.3, 3.95, 3.89375)","(6.0, 7.2, 7.185714285714285)","(5.0, 5.9, 5.681818181818182)","(3.4, 3.7, 3.7357142857142858)"
16-12-2022 11:05:04.625010,"(16.0, 99999, 99990)","(7.5, 9.0, 8.92)","(31.0, 220.0, 88.0)","(3.3, 3.95, 3.89375)","(6.0, 7.6, 7.133333333333334)","(5.0, 5.9, 5.681818181818182)","(3.4, 3.75, 3.7444444444444445)"
16-12-2022 11:05:05.677867,"(16.0, 99999, 99990)","(7.5, 9.0, 8.92)","(31.0, 220.0, 88.0)","(3.3, 3.95, 3.89375)","(6.0, 7.4, 7.133333333333334)","(5.0, 5.9, 5.681818181818182)","(3.4, 3.75, 3.7444444444444445)"
16-12-2022 11:05:06.803373,"(16.0, 99999, 99990)","(7.5, 9.0, 8.92)","(31.0, 220.0, 88.0)","(3.3, 3.95, 3.89375)","(6.0, 7.4, 7.133333333333334)","(5.0, 5.9, 5.6499999999999995)","(3.4, 3.75, 3.7444444444444445)"
16-12-2022 11:05:07.862474,"(16.0, 99999, 99990)","(7.5, 9.0, 8.92)","(31.0, 220.0, 88.0)","(3.3, 3.95, 3.89375)","(6.0, 7.4, 7.133333333333334)","(5.0, 5.8, 5.646153846153846)","(3.4, 3.75, 3.7444444444444445)"
16-12-2022 11:05:08.923292,"(16.0, 99999, 99990)","(7.5, 9.0, 8.92)","(31.0, 220.0, 88.0)","(3.3, 3.95, 3.89375)","(6.0, 7.4, 7.133333333333334)","(5.0, 5.8, 5.646153846153846)","(3.4, 3.75, 3.7444444444444445)"
16-12-2022 11:05:09.966944,"(16.0, 99999, 99990)","(7.5, 9.0, 8.92)","(31.0, 220.0, 88.0)","(3.3, 3.95, 3.89375)","(6.0, 7.4, 7.133333333333334)","(5.0, 5.8, 5.593333333333334)","(3.4, 3.75, 3.7444444444444445)"
16-12-2022 11:05:11.001603,"(16.0, 99999, 99990)","(7.5, 9.0, 8.745454545454546)","(31.0, 220.0, 88.0)","(3.3, 3.95, 3.89375)","(6.0, 7.4, 7.133333333333334)","(5.0, 5.7, 5.593333333333334)","(3.4, 3.75, 3.7444444444444445)"
16-12-2022 11:05:11.997611,"(16.0, 99999, 99990)","(7.5, 9.0, 8.528571428571428)","(31.0, 220.0, 88.0)","(3.3, 3.95, 3.89375)","(6.0, 7.4, 7.254545454545455)","(5.0, 5.7, 5.54)","(3.4, 3.75, 3.7444444444444445)"
16-12-2022 11:05:13.067359,"(16.0, 99999, 99990)","(7.5, 9.0, 8.478260869565217)","(31.0, 220.0, 110.0)","(3.3, 3.95, 3.89375)","(6.0, 7.4, 7.254545454545455)","(5.0, 5.7, 5.54)","(3.4, 3.75, 3.746153846153846)"
16-12-2022 11:05:14.208521,"(16.0, 99999, 99990)","(7.5, 9.0, 8.502702702702702)","(31.0, 210.0, 106.66666666666666)","(3.3, 3.95, 3.89375)","(6.0, 7.4, 7.254545454545455)","(5.0, 5.7, 5.566666666666666)","(3.4, 3.75, 3.746153846153846)"
16-12-2022 11:05:15.322528,"(16.0, 99999, 99990)","(7.5, 9.0, 8.696551724137931)","(31.0, 210.0, 93.75)","(3.3, 3.95, 3.89375)","(6.0, 7.4, 7.254545454545455)","(5.0, 5.7, 5.536363636363636)","(3.4, 3.75, 3.746153846153846)"
16-12-2022 11:05:16.351841,"(16.0, 99999, 99990)","(7.5, 9.0, 8.63076923076923)","(31.0, 210.0, 93.75)","(3.3, 3.95, 3.89375)","(6.0, 7.4, 7.254545454545455)","(5.0, 5.7, 5.536363636363636)","(3.4, 3.75, 3.746153846153846)"
16-12-2022 11:05:17.405585,"(16.0, 99999, 99990)","(7.5, 9.0, 8.63076923076923)","(31.0, 200.0, 103.33333333333334)","(3.3, 3.95, 3.89375)","(6.0, 7.4, 7.254545454545455)","(5.0, 5.7, 5.536363636363636)","(3.4, 3.75, 3.746153846153846)"
16-12-2022 11:05:18.339091,"(16.0, 99999, 99990)","(7.5, 9.0, 8.63076923076923)","(31.0, 200.0, 103.33333333333334)","(3.3, 3.95, 3.89375)","(6.0, 7.4, 7.254545454545455)","(5.0, 5.7, 5.536363636363636)","(3.4, 3.75, 3.746153846153846)"
16-12-2022 11:05:19.360701,"(16.0, 99999, 99990)","(7.5, 9.0, 8.63076923076923)","(31.0, 200.0, 103.33333333333334)","(3.3, 3.95, 3.89375)","(6.0, 7.4, 7.254545454545455)","(5.0, 5.7, 5.536363636363636)","(3.4, 3.75, 3.746153846153846)"
16-12-2022 11:05:20.355883,"(16.0, 99999, 99990)","(7.5, 9.0, 8.9)","(31.0, 200.0, 103.33333333333334)","(3.3, 3.95, 3.89375)","(6.0, 7.4, 7.254545454545455)","(5.0, 5.7, 5.536363636363636)","(3.4, 3.75, 3.746153846153846)"
16-12-2022 11:05:21.353086,"(16.0, 99999, 99990)","(7.5, 9.0, 8.63076923076923)","(31.0, 200.0, 103.33333333333334)","(3.3, 3.95, 3.89375)","(6.0, 7.4, 7.254545454545455)","(5.0, 5.7, 5.536363636363636)","(3.4, 3.75, 3.746153846153846)"
16-12-2022 11:05:22.367068,"(16.0, 99999, 99990)","(7.5, 9.0, 8.63076923076923)","(31.0, 200.0, 103.33333333333334)","(3.3, 3.95, 3.89375)","(6.0, 7.4, 7.254545454545455)","(5.0, 5.7, 5.536363636363636)","(3.4, 3.75, 3.746153846153846)"
16-12-2022 11:05:23.292976,"(16.0, 99999, 99990)","(7.5, 9.0, 8.63076923076923)","(31.0, 200.0, 103.33333333333334)","(3.3, 3.95, 3.89375)","(6.0, 7.4, 7.254545454545455)","(5.0, 5.7, 5.538095238095238)","(3.4, 3.75, 3.746153846153846)"
16-12-2022 11:05:24.242759,"(16.0, 99999, 99990)","(7.5, 9.0, 8.63076923076923)","(31.0, 200.0, 103.33333333333334)","(3.3, 3.95, 3.89375)","(6.0, 7.4, 7.254545454545455)","(5.0, 5.7, 5.561538461538461)","(3.4, 3.75, 3.7444444444444445)"
16-12-2022 11:05:25.257469,"(16.0, 99999, 99990)","(7.5, 9.0, 8.76)","(31.0, 200.0, 103.33333333333334)","(3.3, 3.95, 3.916666666666667)","(6.0, 7.4, 7.254545454545455)","(5.0, 5.7, 5.554545454545455)","(3.4, 3.75, 3.7444444444444445)"
16-12-2022 11:05:26.272980,"(16.0, 99999, 99990)","(7.5, 9.0, 8.76)","(31.0, 200.0, 103.33333333333334)","(3.3, 3.95, 3.916666666666667)","(6.0, 7.4, 7.254545454545455)","(5.0, 5.8, 5.554545454545455)","(3.4, 3.75, 3.7444444444444445)"
16-12-2022 11:05:27.308221,"(16.0, 99999, 99990)","(7.5, 9.0, 8.76)","(31.0, 200.0, 103.33333333333334)","(3.3, 3.95, 3.916666666666667)","(6.0, 7.4, 7.254545454545455)","(5.0, 5.8, 5.554545454545455)","(3.4, 3.75, 3.7444444444444445)"
16-12-2022 11:05:28.302131,"(16.0, 99999, 99990)","(7.5, 9.0, 8.82857142857143)","(31.0, 200.0, 103.33333333333334)","(3.3, 3.95, 3.916666666666667)","(6.0, 7.4, 7.222222222222222)","(5.0, 5.8, 5.554545454545455)","(3.4, 3.75, 3.7444444444444445)"
16-12-2022 11:05:29.237383,"(16.0, 99999, 99990)","(7.5, 9.0, 8.82857142857143)","(31.0, 200.0, 103.33333333333334)","(3.3, 3.95, 3.916666666666667)","(6.0, 7.4, 7.222222222222222)","(5.0, 5.8, 5.554545454545455)","(3.4, 3.75, 3.7444444444444445)"
16-12-2022 11:05:30.310515,"(16.0, 99999, 99990)","(7.5, 9.0, 8.82857142857143)","(31.0, 200.0, 103.33333333333334)","(3.3, 3.95, 3.916666666666667)","(6.0, 7.4, 7.285714285714286)","(5.0, 5.8, 5.561538461538461)","(3.4, 3.75, 3.7444444444444445)"
16-12-2022 11:05:31.347734,"(16.0, 99999, 99990)","(7.5, 9.0, 8.82857142857143)","(31.0, 200.0, 103.33333333333334)","(3.3, 3.95, 3.916666666666667)","(6.0, 7.4, 7.285714285714286)","(5.0, 5.7, 5.561538461538461)","(3.4, 3.75, 3.7444444444444445)"
