,Lala Noel,Hailey Lainey,Especial Pip,You Yang Yaala,Amlin Princess,No Holds Barred,Sailors Girl,Alfie Solomon
09-01-2023 12:07:08.443818,"(5.5, 8.6, 7.8)","(9.0, 12.0, 11.666666666666666)","(3.6, 4.1, 4.079166666666667)","(10.0, 18.5, 15.205882352941176)","(5.0, 7.0, 6.7)","(4.8, 6.2, 5.942857142857143)","(8.5, 14.5, 13.785714285714285)","(8.5, 14.0, 12.705882352941176)"
09-01-2023 12:07:09.542938,"(5.5, 8.6, 7.8)","(9.0, 12.0, 11.666666666666666)","(3.6, 4.1, 4.030555555555555)","(10.0, 18.5, 16.055555555555557)","(5.0, 7.0, 6.5285714285714285)","(4.8, 6.2, 5.942857142857143)","(8.5, 14.5, 13.785714285714285)","(8.5, 14.0, 12.705882352941176)"
09-01-2023 12:07:10.652391,"(5.5, 8.6, 7.8)","(9.0, 12.0, 11.666666666666666)","(3.6, 4.1, 3.9977272727272726)","(10.0, 18.5, 16.58695652173913)","(5.0, 7.0, 6.5200000000000005)","(4.8, 6.2, 5.942857142857143)","(8.5, 14.5, 13.785714285714285)","(8.5, 14.0, 12.307692307692308)"
09-01-2023 12:07:11.874230,"(5.5, 8.6, 7.8)","(9.0, 12.0, 9.709090909090909)","(3.6, 4.1, 3.9977272727272726)","(10.0, 18.5, 16.58695652173913)","(5.0, 7.0, 6.5200000000000005)","(4.8, 6.2, 5.91578947368421)","(8.5, 14.5, 13.785714285714285)","(8.5, 14.0, 12.307692307692308)"
09-01-2023 12:07:13.051784,"(5.5, 8.6, 7.877419354838709)","(9.0, 12.0, 9.931034482758621)","(3.6, 4.1, 4.0600000000000005)","(10.0, 18.5, 16.58695652173913)","(5.0, 7.0, 6.5200000000000005)","(4.8, 6.2, 5.91578947368421)","(8.5, 14.5, 13.785714285714285)","(8.5, 14.0, 12.75)"
09-01-2023 12:07:14.184142,"(5.5, 8.6, 7.877419354838709)","(9.0, 12.0, 9.931034482758621)","(3.6, 4.2, 4.0600000000000005)","(10.0, 18.5, 16.58695652173913)","(5.0, 7.0, 6.5200000000000005)","(4.8, 6.2, 6.0200000000000005)","(8.5, 14.5, 13.115384615384615)","(8.5, 14.0, 12.285714285714286)"
09-01-2023 12:07:15.309284,"(5.5, 8.6, 7.8)","(9.0, 11.5, 9.871428571428572)","(3.6, 4.2, 4.1000000000000005)","(10.0, 18.5, 16.58695652173913)","(5.0, 7.0, 6.699999999999999)","(4.8, 6.2, 6.0200000000000005)","(8.5, 13.5, 13.115384615384615)","(8.5, 13.0, 12.25)"
09-01-2023 12:07:16.414201,"(5.5, 8.6, 7.861538461538462)","(9.0, 11.5, 9.735714285714286)","(3.6, 4.2, 4.15)","(10.0, 18.5, 16.9)","(5.0, 7.0, 6.699999999999999)","(4.8, 6.2, 6.007142857142857)","(8.5, 13.5, 13.222222222222221)","(8.5, 13.0, 12.25)"
09-01-2023 12:07:17.501885,"(5.5, 8.6, 8.0)","(9.0, 11.5, 9.679166666666667)","(3.6, 4.2, 4.15)","(10.0, 18.5, 16.9)","(5.0, 7.0, 6.699999999999999)","(4.8, 6.2, 6.007142857142857)","(8.5, 14.5, 13.763157894736842)","(8.5, 13.0, 12.608695652173914)"
09-01-2023 12:07:18.606755,"(5.5, 8.6, 8.0)","(9.0, 11.5, 9.679166666666667)","(3.6, 4.2, 4.15)","(10.0, 18.5, 16.9)","(5.0, 7.0, 6.699999999999999)","(4.8, 6.2, 6.007142857142857)","(8.5, 14.0, 13.71875)","(8.5, 13.0, 12.48076923076923)"
09-01-2023 12:07:19.693549,"(5.5, 8.6, 8.0)","(9.0, 11.5, 9.679166666666667)","(3.6, 4.2, 4.007142857142857)","(10.0, 18.5, 16.9)","(5.0, 7.0, 6.5200000000000005)","(4.8, 6.2, 5.973913043478261)","(8.5, 14.0, 13.428571428571429)","(8.5, 13.0, 12.659090909090908)"
09-01-2023 12:07:20.797401,"(5.5, 8.6, 8.0)","(9.0, 11.5, 9.679166666666667)","(3.6, 4.2, 4.007142857142857)","(10.0, 18.5, 16.9)","(5.0, 7.0, 6.5200000000000005)","(4.8, 6.2, 6.093333333333334)","(8.5, 14.0, 13.71875)","(8.5, 13.0, 12.659090909090908)"
09-01-2023 12:07:22.321667,"(5.5, 8.6, 7.861538461538462)","(9.0, 11.5, 9.679166666666667)","(3.6, 4.2, 4.025)","(10.0, 18.5, 16.9)","(5.0, 7.0, 6.5200000000000005)","(4.8, 6.2, 6.138461538461539)","(8.5, 14.0, 13.642857142857142)","(8.5, 13.0, 12.659090909090908)"
09-01-2023 12:07:23.559801,"(5.5, 8.6, 7.861538461538462)","(9.0, 11.5, 9.679166666666667)","(3.6, 4.2, 3.9884615384615385)","(10.0, 18.5, 16.9)","(5.0, 7.0, 6.7176470588235295)","(4.8, 6.2, 6.15)","(8.5, 14.0, 13.630434782608695)","(8.5, 13.0, 12.375)"
09-01-2023 12:07:24.807677,"(5.5, 8.6, 7.8)","(9.0, 11.5, 10.079411764705883)","(3.6, 4.0, 3.9884615384615385)","(10.0, 18.5, 16.9)","(5.0, 7.0, 6.7176470588235295)","(4.8, 6.4, 6.246153846153846)","(8.5, 14.5, 13.630434782608695)","(8.5, 13.0, 12.583333333333334)"
09-01-2023 12:07:25.985956,"(5.5, 8.6, 8.066666666666666)","(9.0, 11.5, 11.241379310344827)","(3.6, 4.0, 3.925)","(10.0, 18.5, 16.40909090909091)","(5.0, 7.0, 6.76)","(4.8, 6.4, 6.15)","(8.5, 14.5, 13.630434782608695)","(8.5, 13.0, 12.375)"
09-01-2023 12:07:27.156032,"(5.5, 8.6, 8.018181818181818)","(9.0, 11.5, 11.25925925925926)","(3.6, 4.0, 3.99375)","(10.0, 18.0, 16.115384615384617)","(5.0, 7.0, 6.84)","(4.8, 6.4, 6.066666666666666)","(8.5, 14.5, 13.73076923076923)","(8.5, 13.0, 12.375)"
09-01-2023 12:07:28.289528,"(5.5, 8.6, 8.018181818181818)","(9.0, 11.5, 11.25925925925926)","(3.6, 4.0, 3.99375)","(10.0, 18.0, 16.115384615384617)","(5.0, 7.0, 6.84)","(4.8, 6.4, 6.066666666666666)","(8.5, 14.5, 13.732142857142858)","(8.5, 13.0, 12.545454545454545)"
09-01-2023 12:07:29.341354,"(5.5, 8.6, 7.951351351351351)","(9.0, 11.5, 11.25925925925926)","(3.6, 4.1, 3.971428571428571)","(10.0, 18.0, 16.115384615384617)","(5.0, 7.0, 6.8)","(4.8, 6.4, 6.008695652173913)","(8.5, 14.0, 13.743243243243244)","(8.5, 13.0, 12.705882352941176)"
09-01-2023 12:07:30.346521,"(5.5, 8.6, 8.018181818181818)","(9.0, 11.5, 11.25925925925926)","(3.6, 4.1, 3.971428571428571)","(10.0, 18.0, 16.115384615384617)","(5.0, 7.0, 6.8)","(4.8, 6.4, 5.984615384615385)","(8.5, 14.5, 13.743243243243244)","(8.5, 13.0, 12.761904761904763)"
09-01-2023 12:07:31.341769,"(5.5, 8.6, 8.018181818181818)","(9.0, 11.5, 11.25925925925926)","(3.6, 4.1, 3.971428571428571)","(10.0, 18.0, 16.115384615384617)","(5.0, 7.0, 6.747368421052632)","(4.8, 6.4, 6.066666666666666)","(8.5, 14.5, 13.384615384615385)","(8.5, 13.0, 12.642857142857142)"
09-01-2023 12:07:32.478473,"(5.5, 8.6, 8.018181818181818)","(9.0, 11.5, 11.25925925925926)","(3.6, 4.0, 3.9681818181818183)","(10.0, 18.0, 16.115384615384617)","(5.0, 7.0, 6.747368421052632)","(4.8, 6.4, 6.133333333333334)","(8.5, 13.5, 13.264705882352942)","(8.5, 13.0, 12.692307692307692)"
09-01-2023 12:07:33.629212,"(5.5, 8.6, 7.951351351351351)","(8.5, 11.5, 11.25925925925926)","(3.5, 4.0, 3.9681818181818183)","(10.0, 18.0, 16.115384615384617)","(5.0, 7.0, 6.747368421052632)","(4.8, 6.4, 6.072727272727273)","(9.0, 13.5, 13.39655172413793)","(9.0, 13.0, 12.692307692307692)"
09-01-2023 12:07:34.713961,"(5.5, 8.6, 7.951351351351351)","(8.5, 11.5, 11.25925925925926)","(3.5, 4.0, 3.975)","(10.0, 18.0, 16.115384615384617)","(5.0, 7.0, 6.828571428571428)","(4.8, 6.4, 6.072727272727273)","(9.0, 13.5, 13.39655172413793)","(9.0, 13.0, 12.692307692307692)"
09-01-2023 12:07:35.807942,"(5.5, 8.6, 8.018181818181818)","(8.5, 11.5, 11.25925925925926)","(3.5, 4.0, 3.975)","(10.0, 18.0, 16.115384615384617)","(5.0, 7.0, 6.828571428571428)","(4.8, 6.4, 6.2250000000000005)","(9.0, 13.5, 13.264705882352942)","(9.0, 13.0, 12.692307692307692)"
09-01-2023 12:07:37.050207,"(5.5, 8.6, 8.018181818181818)","(8.5, 11.5, 11.25925925925926)","(3.5, 4.0, 3.975)","(10.0, 18.0, 16.115384615384617)","(5.0, 7.0, 6.828571428571428)","(4.8, 6.4, 6.2250000000000005)","(9.0, 13.5, 13.264705882352942)","(9.0, 13.0, 12.692307692307692)"
09-01-2023 12:07:38.161952,"(5.5, 8.6, 8.018181818181818)","(8.5, 11.5, 11.25925925925926)","(3.5, 4.0, 3.971428571428571)","(10.0, 18.0, 16.115384615384617)","(5.0, 7.0, 6.814285714285714)","(4.8, 6.4, 6.1375)","(9.0, 13.5, 14.029411764705882)","(9.0, 13.0, 12.692307692307692)"
09-01-2023 12:07:39.325382,"(5.5, 8.6, 7.951351351351351)","(8.5, 11.5, 11.264150943396226)","(3.5, 4.1, 3.971428571428571)","(10.0, 18.0, 16.115384615384617)","(5.0, 7.0, 6.812121212121212)","(4.8, 6.4, 6.0181818181818185)","(9.0, 14.5, 14.233333333333334)","(9.0, 13.0, 12.692307692307692)"
09-01-2023 12:07:40.504058,"(5.5, 8.6, 7.951351351351351)","(8.5, 11.5, 11.264150943396226)","(3.5, 4.1, 3.975)","(10.0, 18.0, 15.666666666666666)","(5.0, 7.0, 6.829411764705882)","(4.8, 6.4, 6.213333333333334)","(9.0, 14.5, 13.264705882352942)","(9.0, 13.0, 12.692307692307692)"
09-01-2023 12:07:41.643310,"(5.5, 8.6, 7.951351351351351)","(8.5, 11.5, 11.264150943396226)","(3.5, 4.0, 3.975)","(10.0, 18.0, 15.666666666666666)","(5.0, 7.0, 6.829411764705882)","(4.8, 6.4, 6.12)","(9.0, 13.5, 13.39655172413793)","(9.0, 13.0, 12.692307692307692)"
09-01-2023 12:07:43.038536,"(5.5, 8.6, 7.897560975609756)","(8.5, 11.5, 11.264150943396226)","(3.5, 4.0, 3.975)","(10.0, 18.0, 15.666666666666666)","(5.0, 7.0, 6.833333333333333)","(4.8, 6.4, 6.213333333333334)","(9.0, 13.5, 13.264705882352942)","(9.0, 13.0, 12.692307692307692)"
09-01-2023 12:07:44.228802,"(5.5, 8.6, 7.897560975609756)","(8.5, 11.5, 11.264150943396226)","(3.5, 4.0, 3.975)","(10.0, 18.0, 15.529411764705882)","(5.0, 7.0, 6.833333333333333)","(4.8, 6.4, 6.213333333333334)","(9.0, 13.5, 13.214285714285714)","(9.0, 13.0, 12.692307692307692)"
09-01-2023 12:07:45.446220,"(5.5, 8.6, 8.018181818181818)","(8.5, 11.5, 11.264150943396226)","(3.5, 4.0, 3.971428571428571)","(10.0, 18.0, 15.9)","(5.0, 7.0, 6.812903225806451)","(4.8, 6.4, 6.1375)","(9.0, 13.5, 13.928571428571429)","(9.0, 13.0, 12.692307692307692)"
09-01-2023 12:07:46.747267,"(5.5, 8.6, 8.018181818181818)","(8.5, 11.5, 11.264150943396226)","(3.5, 4.1, 3.971428571428571)","(10.0, 18.0, 15.9)","(5.0, 7.0, 6.812903225806451)","(4.8, 6.4, 6.1375)","(9.0, 14.0, 13.928571428571429)","(9.0, 13.0, 12.692307692307692)"
09-01-2023 12:07:48.028698,"(5.5, 8.6, 7.8)","(8.5, 11.5, 11.264150943396226)","(3.5, 4.1, 3.985106382978723)","(10.0, 18.0, 16.17391304347826)","(5.0, 7.0, 6.812903225806451)","(4.8, 6.4, 6.0181818181818185)","(9.0, 14.0, 14.015151515151516)","(9.0, 13.0, 12.692307692307692)"
09-01-2023 12:07:49.154291,"(5.5, 8.6, 7.8)","(8.5, 11.5, 11.264150943396226)","(3.5, 4.1, 3.975)","(10.0, 18.0, 16.17391304347826)","(5.0, 7.0, 6.814814814814815)","(4.8, 6.4, 6.088888888888889)","(9.0, 15.0, 14.351851851851851)","(9.0, 13.0, 12.692307692307692)"
09-01-2023 12:07:50.157390,"(5.5, 8.6, 8.028571428571428)","(8.5, 11.5, 11.264150943396226)","(3.5, 4.0, 3.975)","(10.0, 18.0, 16.17391304347826)","(5.0, 7.0, 6.814814814814815)","(4.8, 6.4, 6.088888888888889)","(9.0, 15.0, 14.0625)","(9.0, 13.0, 12.692307692307692)"
09-01-2023 12:07:51.225752,"(5.5, 8.6, 8.028571428571428)","(8.5, 11.5, 11.264150943396226)","(3.5, 4.1, 3.9820512820512817)","(10.0, 18.0, 16.17391304347826)","(5.0, 7.0, 6.814814814814815)","(4.8, 6.4, 6.2)","(9.0, 15.0, 13.88888888888889)","(9.0, 13.0, 12.692307692307692)"
09-01-2023 12:07:52.286978,"(5.5, 8.6, 7.766666666666667)","(8.5, 11.5, 11.264150943396226)","(3.5, 4.1, 3.9820512820512817)","(10.0, 18.0, 16.17391304347826)","(5.0, 7.0, 6.814814814814815)","(4.8, 6.4, 6.088888888888889)","(9.0, 15.0, 13.782051282051281)","(9.0, 13.0, 12.692307692307692)"
09-01-2023 12:07:53.428010,"(5.5, 8.6, 8.083870967741936)","(8.5, 11.5, 11.264150943396226)","(3.5, 4.1, 3.9413793103448276)","(10.0, 18.0, 16.17391304347826)","(5.0, 7.0, 6.814814814814815)","(4.8, 6.4, 6.2)","(9.0, 15.0, 13.782051282051281)","(9.0, 13.0, 12.692307692307692)"
09-01-2023 12:07:54.627380,"(5.5, 8.6, 7.984615384615385)","(8.5, 11.5, 11.264150943396226)","(3.5, 4.1, 3.9413793103448276)","(10.0, 18.0, 16.17391304347826)","(5.0, 7.0, 6.677777777777777)","(4.8, 6.4, 6.1375)","(9.0, 15.0, 13.81578947368421)","(9.0, 13.0, 12.692307692307692)"
09-01-2023 12:07:55.817480,"(5.5, 8.6, 7.984615384615385)","(8.5, 11.5, 11.264150943396226)","(3.5, 4.1, 4.0394736842105265)","(10.0, 18.0, 16.17391304347826)","(5.0, 7.0, 6.6875)","(4.8, 6.4, 6.1375)","(9.0, 15.0, 14.112903225806452)","(9.0, 13.0, 12.692307692307692)"
09-01-2023 12:07:57.047692,"(5.5, 8.6, 7.984615384615385)","(8.5, 11.5, 11.264150943396226)","(3.5, 4.1, 4.004166666666666)","(10.0, 18.0, 16.384615384615383)","(5.0, 7.0, 6.6875)","(4.8, 6.4, 6.088888888888889)","(9.0, 15.0, 13.81578947368421)","(9.0, 13.0, 12.692307692307692)"
09-01-2023 12:07:58.284013,"(5.5, 8.6, 7.933333333333333)","(9.0, 11.5, 11.264150943396226)","(3.5, 4.1, 4.058181818181818)","(10.0, 18.0, 15.857142857142858)","(5.0, 7.0, 6.666666666666666)","(4.8, 6.4, 6.072727272727273)","(9.0, 15.0, 14.318181818181818)","(9.0, 13.0, 12.692307692307692)"
09-01-2023 12:07:59.491098,"(5.5, 8.6, 7.933333333333333)","(9.0, 11.5, 11.254901960784313)","(3.5, 4.1, 4.058181818181818)","(10.0, 16.0, 15.717391304347826)","(5.0, 6.8, 6.328571428571428)","(4.8, 6.4, 6.2153846153846155)","(9.0, 14.5, 14.318181818181818)","(9.0, 13.0, 12.692307692307692)"
09-01-2023 12:08:00.706552,"(5.5, 8.6, 7.933333333333333)","(9.0, 11.5, 11.254901960784313)","(3.5, 4.1, 4.058181818181818)","(10.0, 18.0, 15.717391304347826)","(5.0, 6.8, 6.328571428571428)","(4.8, 6.4, 6.2153846153846155)","(9.0, 14.5, 14.318181818181818)","(9.0, 13.0, 12.692307692307692)"
09-01-2023 12:08:01.888583,"(5.5, 8.6, 7.933333333333333)","(9.0, 11.5, 11.254901960784313)","(3.5, 4.1, 4.0525)","(10.0, 16.0, 15.8)","(5.0, 6.8, 6.3125)","(4.8, 6.4, 6.12)","(9.0, 14.5, 14.318181818181818)","(9.0, 13.0, 12.692307692307692)"
09-01-2023 12:08:03.083038,"(5.5, 8.6, 7.872727272727272)","(9.0, 11.5, 11.254901960784313)","(3.5, 4.1, 4.0525)","(10.0, 16.0, 15.8)","(5.0, 6.8, 6.242857142857143)","(4.8, 6.4, 6.031578947368422)","(9.0, 14.5, 14.112903225806452)","(9.0, 13.0, 12.692307692307692)"
09-01-2023 12:08:04.184834,"(5.5, 8.6, 7.872727272727272)","(9.0, 11.5, 11.254901960784313)","(3.5, 4.1, 4.0525)","(10.0, 16.0, 15.857142857142858)","(5.0, 6.8, 6.252631578947368)","(4.8, 6.4, 5.933333333333334)","(9.0, 15.0, 14.673913043478262)","(9.0, 13.0, 13.058823529411764)"
09-01-2023 12:08:05.265447,"(5.5, 8.6, 7.888888888888888)","(9.0, 11.5, 11.254901960784313)","(3.5, 4.1, 4.0525)","(10.0, 16.0, 15.857142857142858)","(5.0, 6.6, 6.252631578947368)","(4.8, 6.4, 5.933333333333334)","(9.0, 15.0, 14.673913043478262)","(9.0, 13.5, 13.058823529411764)"
09-01-2023 12:08:06.390484,"(5.5, 8.6, 8.142857142857142)","(9.0, 11.5, 11.254901960784313)","(3.5, 4.1, 4.070967741935483)","(10.0, 16.0, 15.857142857142858)","(5.0, 6.4, 6.275)","(4.8, 6.4, 5.816666666666666)","(9.0, 15.0, 14.351851851851851)","(9.0, 13.5, 13.38888888888889)"
09-01-2023 12:08:07.441288,"(5.5, 8.6, 8.142857142857142)","(9.0, 11.5, 11.254901960784313)","(3.5, 4.1, 4.070967741935483)","(10.0, 16.0, 15.857142857142858)","(5.0, 6.4, 6.275)","(4.8, 6.4, 5.95)","(9.0, 15.0, 14.772727272727273)","(9.0, 13.5, 13.782608695652174)"
09-01-2023 12:08:08.546866,"(5.5, 8.6, 8.142857142857142)","(9.0, 11.5, 11.254901960784313)","(3.5, 4.1, 4.176)","(10.0, 16.0, 15.647058823529411)","(5.0, 6.4, 6.3500000000000005)","(4.8, 6.2, 5.685714285714285)","(9.0, 15.0, 14.351851851851851)","(9.0, 15.0, 13.5)"
09-01-2023 12:08:09.714123,"(5.5, 8.6, 8.142857142857142)","(9.0, 11.5, 11.254901960784313)","(3.5, 4.2, 4.176)","(10.0, 16.0, 15.666666666666666)","(5.0, 6.4, 6.3500000000000005)","(4.8, 6.2, 5.685714285714285)","(9.0, 15.0, 14.112903225806452)","(9.0, 15.0, 13.5)"
09-01-2023 12:08:11.013121,"(5.5, 8.6, 8.142857142857142)","(9.0, 11.5, 11.254901960784313)","(3.5, 4.2, 4.176)","(10.0, 16.0, 15.666666666666666)","(5.0, 6.4, 6.266666666666667)","(4.8, 6.2, 5.685714285714285)","(9.0, 15.0, 13.870967741935484)","(9.0, 15.0, 13.5)"
09-01-2023 12:08:12.410156,"(5.5, 8.6, 8.1)","(9.0, 11.5, 11.239583333333334)","(3.5, 4.2, 4.172727272727273)","(10.0, 16.0, 15.583333333333334)","(5.0, 6.4, 6.1)","(4.8, 6.2, 5.666666666666666)","(9.0, 15.0, 13.870967741935484)","(9.0, 15.0, 13.5)"
09-01-2023 12:08:13.649674,"(5.5, 8.6, 8.115151515151515)","(9.0, 11.5, 11.239583333333334)","(3.5, 4.2, 4.1647058823529415)","(10.0, 16.0, 15.545454545454545)","(5.0, 6.6, 6.1909090909090905)","(4.8, 5.8, 5.642857142857142)","(9.0, 15.0, 14.058823529411764)","(9.0, 15.0, 13.363636363636363)"
09-01-2023 12:08:14.943925,"(5.5, 8.6, 8.209756097560975)","(9.0, 11.5, 11.1875)","(3.5, 4.2, 4.071428571428571)","(10.0, 16.0, 16.557142857142857)","(5.0, 6.6, 6.3)","(4.8, 6.2, 5.666666666666667)","(9.0, 14.5, 13.785714285714286)","(9.0, 15.0, 13.7)"
09-01-2023 12:08:16.259040,"(5.5, 8.6, 8.209756097560975)","(8.5, 11.5, 11.1875)","(3.5, 4.1, 4.083333333333333)","(10.0, 19.5, 17.0)","(5.0, 6.6, 6.3)","(4.8, 6.2, 5.472727272727273)","(9.0, 14.5, 14.03125)","(9.0, 14.0, 13.625)"
09-01-2023 12:08:17.437175,"(5.5, 8.6, 8.209756097560975)","(8.5, 11.5, 11.1875)","(3.5, 4.1, 4.083333333333333)","(10.0, 18.0, 17.0)","(5.0, 6.6, 6.430769230769231)","(4.8, 6.2, 5.438095238095238)","(9.0, 14.5, 14.2)","(9.0, 14.0, 13.625)"
09-01-2023 12:08:18.681173,"(5.5, 8.4, 8.16)","(9.0, 11.5, 11.1875)","(3.5, 4.1, 4.083333333333333)","(10.0, 18.0, 17.0)","(5.0, 6.6, 6.460869565217391)","(4.8, 6.2, 5.7)","(9.0, 14.5, 14.38888888888889)","(9.0, 14.0, 13.833333333333334)"
09-01-2023 12:08:19.859107,"(5.5, 8.4, 8.16)","(9.0, 11.5, 11.1875)","(3.5, 4.1, 4.11764705882353)","(10.0, 18.0, 17.0)","(5.0, 6.6, 6.514285714285714)","(4.8, 6.2, 5.576470588235294)","(9.0, 15.0, 14.38888888888889)","(9.0, 14.0, 13.535714285714286)"
09-01-2023 12:08:21.020371,"(5.5, 8.4, 8.1)","(9.0, 11.5, 11.01388888888889)","(3.5, 4.2, 4.1125)","(10.0, 18.0, 17.0)","(5.0, 6.6, 6.466666666666667)","(4.8, 6.0, 5.6375)","(9.0, 15.0, 14.38888888888889)","(9.0, 14.5, 13.724137931034482)"
09-01-2023 12:08:22.154508,"(5.5, 8.4, 8.1)","(9.0, 11.5, 11.01388888888889)","(3.5, 4.2, 4.1125)","(10.0, 18.0, 17.285714285714285)","(5.0, 6.6, 6.333333333333333)","(4.8, 5.9, 5.762745098039216)","(9.0, 15.0, 14.25)","(9.0, 14.5, 13.724137931034482)"
09-01-2023 12:08:23.283551,"(5.5, 8.4, 8.106976744186047)","(9.0, 11.5, 11.013513513513514)","(3.5, 4.2, 4.117647058823529)","(10.0, 18.0, 17.285714285714285)","(5.0, 6.6, 6.416666666666667)","(4.8, 5.9, 5.762745098039216)","(9.0, 15.0, 13.961538461538462)","(9.0, 14.5, 13.7)"
09-01-2023 12:08:24.483739,"(5.5, 8.4, 8.1)","(9.0, 11.5, 11.013513513513514)","(3.5, 4.2, 4.117647058823529)","(10.0, 18.0, 17.285714285714285)","(5.0, 6.6, 6.416666666666667)","(4.8, 5.9, 5.762745098039216)","(9.0, 14.0, 13.961538461538462)","(9.0, 14.5, 13.7)"
09-01-2023 12:08:25.640586,"(5.5, 8.4, 8.1)","(9.0, 11.5, 11.013513513513514)","(3.5, 4.2, 4.114285714285714)","(10.0, 18.0, 17.285714285714285)","(5.0, 6.6, 6.416666666666667)","(4.8, 5.9, 5.754166666666667)","(9.0, 14.0, 13.961538461538462)","(9.0, 14.5, 13.7)"
09-01-2023 12:08:26.823194,"(5.5, 8.4, 8.1)","(9.0, 11.5, 10.527027027027026)","(3.5, 4.2, 4.148148148148148)","(10.0, 18.0, 17.071428571428573)","(5.0, 6.6, 6.416666666666667)","(4.8, 5.9, 5.762745098039216)","(9.0, 14.0, 13.961538461538462)","(9.0, 14.5, 13.7)"
09-01-2023 12:08:28.013135,"(5.5, 8.4, 8.1)","(9.0, 11.5, 10.527027027027026)","(3.5, 4.2, 4.148148148148148)","(10.0, 18.0, 17.071428571428573)","(5.0, 6.6, 6.4363636363636365)","(4.8, 5.9, 5.762745098039216)","(9.0, 14.0, 14.442307692307692)","(9.0, 14.5, 13.7)"
09-01-2023 12:08:29.188269,"(5.5, 8.4, 8.1)","(9.0, 11.5, 10.527027027027026)","(3.5, 4.2, 3.9954545454545456)","(10.0, 18.0, 17.22)","(5.0, 6.6, 6.4363636363636365)","(4.8, 5.9, 5.670491803278689)","(9.0, 14.5, 13.892857142857142)","(9.0, 14.5, 13.7)"
09-01-2023 12:08:30.362209,"(5.5, 8.2, 8.165217391304347)","(9.0, 11.5, 10.527027027027026)","(3.5, 4.2, 3.980769230769231)","(10.0, 18.0, 17.318181818181817)","(5.0, 6.6, 6.402507836990596)","(4.8, 5.9, 5.670491803278689)","(9.0, 14.0, 14.102941176470589)","(9.0, 14.5, 13.807692307692308)"
09-01-2023 12:08:31.516255,"(5.5, 8.2, 8.165217391304347)","(9.0, 11.5, 10.527027027027026)","(3.5, 4.2, 3.980769230769231)","(10.0, 18.0, 17.318181818181817)","(5.0, 6.8, 6.402507836990596)","(4.8, 5.9, 5.603703703703704)","(9.0, 14.5, 14.293103448275861)","(9.0, 14.5, 14.105263157894736)"
09-01-2023 12:08:32.696894,"(5.5, 8.2, 8.165217391304347)","(9.0, 11.5, 10.14)","(3.5, 4.0, 3.9)","(10.0, 18.0, 17.318181818181817)","(5.0, 6.8, 6.403883495145632)","(4.8, 5.9, 5.673333333333334)","(9.0, 14.5, 14.071428571428571)","(9.0, 14.5, 13.75)"
09-01-2023 12:08:33.909112,"(5.5, 8.2, 8.165217391304347)","(9.0, 11.5, 10.14)","(3.5, 4.0, 3.9294117647058826)","(10.0, 18.0, 17.25)","(5.0, 6.8, 6.403883495145632)","(4.8, 5.9, 5.711111111111111)","(9.0, 14.5, 14.071428571428571)","(9.0, 14.0, 13.75)"
09-01-2023 12:08:35.343506,"(5.5, 8.2, 8.11111111111111)","(9.0, 11.5, 10.14)","(3.5, 4.0, 3.925)","(11.0, 18.0, 16.956521739130434)","(5.0, 6.8, 6.403883495145632)","(4.6, 5.9, 5.7057142857142855)","(9.0, 14.5, 14.25)","(9.0, 14.0, 13.75)"
09-01-2023 12:08:36.700851,"(5.5, 8.2, 8.11111111111111)","(9.0, 11.5, 10.976923076923077)","(3.5, 4.0, 3.9307692307692306)","(11.0, 18.0, 17.2)","(5.0, 6.8, 6.44)","(4.6, 5.9, 5.733333333333333)","(9.0, 14.5, 13.807692307692308)","(9.0, 14.0, 13.777777777777779)"
09-01-2023 12:08:38.029989,"(5.5, 8.2, 8.044444444444444)","(9.0, 11.0, 10.333333333333334)","(3.5, 4.0, 4.046428571428571)","(11.0, 18.0, 17.238095238095237)","(5.0, 6.6, 6.391304347826087)","(4.6, 5.9, 5.953846153846154)","(9.0, 14.5, 13.710526315789474)","(9.0, 14.0, 13.75)"
09-01-2023 12:08:39.373710,"(5.5, 8.2, 7.860869565217391)","(9.0, 11.0, 10.25)","(3.5, 4.1, 4.046428571428571)","(11.0, 18.0, 17.238095238095237)","(5.0, 6.6, 6.3375)","(4.6, 6.2, 6.054545454545455)","(9.0, 14.5, 13.710526315789474)","(9.0, 14.0, 13.75)"
09-01-2023 12:08:40.683643,"(5.5, 8.2, 7.860869565217391)","(9.0, 11.0, 10.18421052631579)","(3.5, 4.1, 4.056)","(11.0, 18.0, 17.238095238095237)","(5.0, 6.6, 6.352941176470588)","(4.6, 6.2, 6.025)","(9.0, 14.5, 13.961538461538462)","(9.0, 14.0, 13.75)"
09-01-2023 12:08:41.934190,"(5.5, 8.2, 7.865116279069767)","(9.0, 11.0, 10.152173913043478)","(3.5, 4.2, 4.041666666666667)","(11.0, 18.0, 17.238095238095237)","(5.0, 6.6, 6.125)","(4.6, 6.2, 5.984615384615385)","(9.0, 14.0, 14.442307692307692)","(9.0, 14.0, 13.75)"
09-01-2023 12:08:43.194359,"(5.5, 8.2, 7.865116279069767)","(9.0, 11.0, 10.152173913043478)","(3.5, 4.2, 4.053846153846154)","(11.0, 18.0, 17.238095238095237)","(5.0, 6.4, 6.142857142857143)","(4.6, 6.2, 5.984615384615385)","(9.0, 14.5, 14.448275862068966)","(9.0, 14.0, 13.75)"
